geo,time,ny_adj_nnat_gn_zs
abw,1995,20.38905
abw,1996,14.10142
abw,1997,13.25073
abw,1998,16.02348
abw,1999,10.76273
abw,2000,13.68635
abw,2001,9.30835
abw,2002,1.90875
abw,2003,4.40936
abw,2004,7.10983
abw,2005,-14.81177
abw,2006,3.52972
abw,2007,-8.70883
abw,2008,4.14714
abw,2009,1.40501
abw,2010,-6.62983
abw,2011,-13.0031
abw,2012,-8.56788
abw,2013,-5.4135
abw,2014,-0.51657
abw,2015,4.04087
abw,2016,4.98136
abw,2017,4.58426
ago,2000,38.96649
ago,2001,8.04319
ago,2002,22.84057
ago,2003,19.28867
ago,2004,27.7129
ago,2005,36.68202
ago,2006,39.21132
ago,2007,36.33252
ago,2008,34.68893
ago,2009,18.61817
ago,2010,29.37332
ago,2011,30.33602
ago,2012,28.92147
ago,2013,22.62735
ago,2014,19.7185
ago,2015,14.01887
ago,2016,13.35859
ago,2017,12.41224
ago,2018,15.60092
ago,2019,13.16458
alb,1984,13.58534
alb,1985,13.83565
alb,1986,13.90317
alb,1987,11.54457
alb,1988,8.53782
alb,1989,12.44732
alb,1990,3.65597
alb,1991,-28.72025
alb,1992,-32.09636
alb,1993,-3.90291
alb,1994,-10.03839
alb,1995,4.05079
alb,1996,4.79702
alb,1997,-6.46788
alb,1998,6.21246
alb,1999,4.37012
alb,2000,14.98922
alb,2001,18.28324
alb,2002,14.86603
alb,2003,15.60762
alb,2004,18.23617
alb,2005,19.18459
alb,2006,18.14948
alb,2007,11.2492
alb,2008,5.25703
alb,2009,4.59564
alb,2010,7.15747
alb,2011,6.3737
alb,2012,4.89752
alb,2013,3.04976
alb,2014,1.10018
alb,2015,-0.52559
alb,2016,-0.09151
alb,2017,-0.7913
alb,2018,-0.19872
alb,2019,-3.15672
arg,1976,27.31219
arg,1977,26.32472
arg,1978,23.32952
arg,1979,18.69134
arg,1980,16.07555
arg,1981,12.78083
arg,1982,11.95191
arg,1983,12.57689
arg,1984,11.66635
arg,1985,11.25722
arg,1986,8.4264
arg,1987,8.73403
arg,1988,10.90722
arg,1989,5.67625
arg,1990,7.99745
arg,1991,5.45687
arg,1992,5.42206
arg,1993,7.32721
arg,1994,5.95377
arg,1995,5.75832
arg,1996,7.34358
arg,1997,6.28377
arg,1998,5.25391
arg,1999,1.723
arg,2000,2.43517
arg,2001,1.89597
arg,2002,8.02806
arg,2003,10.28322
arg,2004,3.52727
arg,2005,4.3027
arg,2006,12.33221
arg,2007,13.38556
arg,2008,11.84494
arg,2009,7.1334
arg,2010,6.49029
arg,2011,6.48097
arg,2012,4.13808
arg,2013,2.61084
arg,2014,2.94416
arg,2015,1.69492
arg,2016,2.00159
arg,2017,2.02747
arg,2018,2.91314
arg,2019,3.7611
arm,1993,-20.57392
arm,1994,-12.22812
arm,1995,-16.00401
arm,1996,-12.82839
arm,1997,-11.17596
arm,1998,-13.81657
arm,1999,-12.20542
arm,2000,-16.33311
arm,2001,-9.91954
arm,2002,-5.76528
arm,2003,0.94033
arm,2004,4.96397
arm,2005,9.89146
arm,2006,14.81251
arm,2007,14.95828
arm,2008,15.16171
arm,2009,1.78505
arm,2010,0.58089
arm,2011,-0.903
arm,2012,1.40308
arm,2013,1.97224
arm,2014,0.54165
arm,2015,4.42656
arm,2016,3.81476
arm,2017,3.34281
arm,2018,1.53473
arm,2019,-3.35638
atg,1993,15.63744
atg,1994,10.78888
atg,1995,13.79676
atg,1996,4.85462
atg,1997,7.77162
atg,1998,10.06203
atg,1999,9.70752
atg,2000,10.2503
atg,2001,3.21934
atg,2002,1.81195
atg,2003,1.56514
atg,2004,3.12612
atg,2005,0.04287
atg,2006,0.74386
atg,2007,-2.72358
atg,2008,0.68629
atg,2009,14.51982
atg,2010,3.7698
atg,2011,1.04036
atg,2012,-2.5023
atg,2013,-2.41987
atg,2014,16.5182
atg,2015,17.81388
atg,2016,13.14434
atg,2017,7.80952
atg,2018,9.26515
aus,1989,9.35991
aus,1990,7.71875
aus,1991,3.86917
aus,1992,1.23425
aus,1993,3.22808
aus,1994,5.18015
aus,1995,4.23073
aus,1996,4.98293
aus,1997,5.64456
aus,1998,5.33424
aus,1999,4.41761
aus,2000,4.59577
aus,2001,4.31224
aus,2002,5.5013
aus,2003,5.03288
aus,2004,5.3531
aus,2005,4.77359
aus,2006,5.63132
aus,2007,5.40536
aus,2008,5.86319
aus,2009,7.67365
aus,2010,6.03463
aus,2011,7.77655
aus,2012,8.25175
aus,2013,7.36178
aus,2014,6.07196
aus,2015,4.51812
aus,2016,3.12407
aus,2017,4.4225
aus,2018,4.56621
aus,2019,5.04145
aut,2005,9.31096
aut,2006,10.19135
aut,2007,11.90629
aut,2008,11.98328
aut,2009,7.34089
aut,2010,8.25028
aut,2011,8.74428
aut,2012,8.1589
aut,2013,7.52977
aut,2014,7.98009
aut,2015,7.83568
aut,2016,9.29118
aut,2017,8.48368
aut,2018,8.9525
aut,2019,10.13228
aze,1995,-7.84657
aze,1996,-9.16581
aze,1997,-0.2603
aze,1998,-10.78703
aze,1999,-6.21747
aze,2000,3.15828
aze,2001,7.93724
aze,2002,7.44435
aze,2003,13.22436
aze,2004,16.00411
aze,2005,32.82791
aze,2006,41.49623
aze,2007,45.50111
aze,2008,49.21505
aze,2009,36.76352
aze,2010,41.46859
aze,2011,44.95787
aze,2012,41.6719
aze,2013,39.88797
aze,2014,35.52733
aze,2015,21.62538
aze,2016,16.54584
aze,2017,23.24554
aze,2018,26.83347
aze,2019,23.64328
bdi,1985,-5.44679
bdi,1986,-7.15659
bdi,1987,-1.99601
bdi,1988,-7.56537
bdi,1989,-1.94173
bdi,1990,-7.35365
bdi,1991,-3.81208
bdi,1992,-10.42698
bdi,1993,-3.73503
bdi,1994,-10.34109
bdi,1995,-10.14524
bdi,1996,-12.84678
bdi,1997,-10.52537
bdi,1998,-15.134
bdi,1999,-13.49528
bdi,2000,-14.77162
bdi,2001,-14.88705
bdi,2002,-11.8503
bdi,2003,-9.12639
bdi,2004,-9.57731
bdi,2005,-1.30577
bdi,2006,-6.96175
bdi,2007,-7.5262
bdi,2008,-15.92583
bdi,2009,-4.38769
bdi,2010,-10.73331
bdi,2011,-11.71171
bdi,2012,-2.84585
bdi,2013,-8.6621
bdi,2014,-11.62296
bdi,2015,-1.48833
bdi,2016,-6.79724
bdi,2017,-7.53772
bdi,2018,-9.9334
bel,2002,9.20265
bel,2003,8.57564
bel,2004,9.71537
bel,2005,9.66118
bel,2006,9.81023
bel,2007,10.68054
bel,2008,8.45805
bel,2009,5.41784
bel,2010,5.99487
bel,2011,4.13452
bel,2012,5.10785
bel,2013,4.53294
bel,2014,5.10661
bel,2015,6.04457
bel,2016,5.99259
bel,2017,6.34073
bel,2018,5.96329
bel,2019,6.3437
ben,1974,6.47125
ben,1975,5.26919
ben,1976,4.85089
ben,1977,7.70789
ben,1978,4.03175
ben,1979,6.3077
ben,1980,-2.1131
ben,1981,-8.70063
ben,1982,5.84323
ben,1983,0.10105
ben,1984,-0.15405
ben,1985,-4.28733
ben,1986,-3.33653
ben,1987,-3.70257
ben,1988,-7.45801
ben,1989,-4.89459
ben,1990,-0.00082
ben,1991,0.45564
ben,1992,-2.02138
ben,1993,-3.40855
ben,1994,-1.59183
ben,1995,-0.95773
ben,1996,-3.06677
ben,1997,-1.74161
ben,1998,-2.20732
ben,1999,-4.99214
ben,2000,-3.78668
ben,2001,-2.64861
ben,2002,-1.46318
ben,2003,-3.39517
ben,2004,-1.17277
ben,2005,-1.84544
ben,2006,-1.44493
ben,2007,0.52527
ben,2008,-1.23489
ben,2009,-2.99182
ben,2010,-3.18558
ben,2011,-1.90404
ben,2012,0.85738
ben,2013,4.97276
ben,2014,7.71157
ben,2015,3.76442
ben,2016,7.45324
ben,2017,6.91734
ben,2018,9.21942
ben,2019,10.98564
bfa,2005,-1.31623
bfa,2006,-1.48904
bfa,2007,2.31933
bfa,2008,1.46348
bfa,2009,3.08259
bfa,2010,7.97893
bfa,2011,10.15494
bfa,2012,10.77835
bfa,2013,6.42527
bfa,2014,5.63053
bfa,2015,4.65159
bfa,2016,7.60251
bfa,2017,8.41505
bfa,2018,10.97175
bfa,2019,9.07925
bgd,1976,-8.84203
bgd,1977,2.27235
bgd,1978,-2.09051
bgd,1979,-0.85672
bgd,1980,0.48104
bgd,1981,13.13679
bgd,1982,15.6457
bgd,1983,14.98229
bgd,1984,8.42832
bgd,1985,13.68197
bgd,1986,14.97249
bgd,1987,14.70396
bgd,1988,14.1547
bgd,1989,14.33132
bgd,1990,14.98385
bgd,1991,14.55086
bgd,1992,13.84776
bgd,1993,12.80086
bgd,1994,14.18785
bgd,1995,13.95003
bgd,1996,14.97057
bgd,1997,16.23621
bgd,1998,17.60066
bgd,1999,18.38735
bgd,2000,19.52166
bgd,2001,20.06527
bgd,2002,22.23926
bgd,2003,21.68778
bgd,2004,23.08573
bgd,2005,23.84435
bgd,2006,25.63745
bgd,2007,26.43342
bgd,2008,27.20854
bgd,2009,28.61285
bgd,2010,28.43844
bgd,2011,27.86515
bgd,2012,30.10099
bgd,2013,29.38274
bgd,2014,27.74828
bgd,2015,26.85379
bgd,2016,27.34452
bgd,2017,25.82286
bgd,2018,23.92269
bgd,2019,25.9388
bgr,1980,16.41635
bgr,1981,22.74323
bgr,1982,21.50843
bgr,1983,20.19383
bgr,1984,21.65549
bgr,1985,18.17273
bgr,1986,18.46179
bgr,1987,16.84558
bgr,1988,19.27991
bgr,1989,15.17597
bgr,1990,0.36508
bgr,1991,3.6622
bgr,1992,-0.29237
bgr,1993,-7.43809
bgr,1994,-2.0068
bgr,1995,19.92408
bgr,1996,3.43498
bgr,1997,15.75014
bgr,1998,15.44485
bgr,1999,4.36027
bgr,2000,0.80176
bgr,2001,2.97117
bgr,2002,4.59471
bgr,2003,2.38728
bgr,2004,2.94639
bgr,2005,2.41565
bgr,2006,0.84037
bgr,2007,-4.19745
bgr,2008,2.70568
bgr,2009,5.64158
bgr,2010,6.50959
bgr,2011,8.7634
bgr,2012,8.77721
bgr,2013,10.62459
bgr,2014,8.87167
bgr,2015,8.38458
bgr,2016,10.18026
bgr,2017,11.41218
bgr,2018,9.77876
bgr,2019,11.47859
bhr,1980,49.256
bhr,1981,48.38117
bhr,1982,41.74406
bhr,1983,39.87603
bhr,1984,33.89217
bhr,1985,17.04749
bhr,1986,9.28454
bhr,1987,12.70213
bhr,1988,22.87153
bhr,1989,14.24947
bhr,1990,25.1894
bhr,1991,5.11825
bhr,1992,1.79448
bhr,1993,1.7044
bhr,1994,6.74125
bhr,1995,8.67722
bhr,1996,8.9544
bhr,1997,7.96396
bhr,1998,-1.27784
bhr,1999,-2.90552
bhr,2000,16.9511
bhr,2001,8.9509
bhr,2002,14.72434
bhr,2003,17.93985
bhr,2004,17.27766
bhr,2005,30.33377
bhr,2006,36.85577
bhr,2007,42.84496
bhr,2008,40.19154
bhr,2009,25.59567
bhr,2010,27.11376
bhr,2011,24.2904
bhr,2012,32.44537
bhr,2013,29.33123
bhr,2014,27.50759
bhr,2015,18.17459
bhr,2016,19.60103
bhr,2017,23.45607
bhr,2018,24.7362
bhs,1977,10.66034
bhs,1978,5.04989
bhs,1979,5.25907
bhs,1980,12.54035
bhs,1981,8.3743
bhs,1982,15.1538
bhs,1983,17.01344
bhs,1984,9.16401
bhs,1985,12.92375
bhs,1986,12.12676
bhs,1987,12.98393
bhs,1989,15.16922
bhs,1990,14.07003
bhs,1991,9.8425
bhs,1992,14.39287
bhs,1993,11.81499
bhs,1994,10.42405
bhs,1995,22.69144
bhs,1996,28.11578
bhs,1997,23.85972
bhs,1998,22.69867
bhs,1999,28.17815
bhs,2000,26.54859
bhs,2001,22.80537
bhs,2002,26.18627
bhs,2003,24.96422
bhs,2004,26.16125
bhs,2005,23.66593
bhs,2006,20.02045
bhs,2007,21.50022
bhs,2008,19.76892
bhs,2009,18.47712
bhs,2010,16.71813
bhs,2011,14.05695
bhs,2012,15.86327
bhs,2013,16.44638
bhs,2014,13.15521
bhs,2015,13.0594
bhs,2016,17.72025
bhs,2017,12.66668
bhs,2018,11.63294
bhs,2019,23.38273
bih,2004,0.34371
bih,2005,-4.0405
bih,2006,-1.70046
bih,2007,-0.16002
bih,2008,-1.02305
bih,2009,-4.18176
bih,2010,-6.176
bih,2011,-8.185
bih,2012,-11.43931
bih,2013,-9.36272
bih,2014,-9.58772
bih,2015,-7.86089
bih,2016,-5.47379
bih,2017,-2.15726
bih,2018,-0.14864
bih,2019,0.53089
blr,1993,9.91489
blr,1994,4.11776
blr,1995,4.0742
blr,1996,3.29861
blr,1997,5.53701
blr,1998,5.29343
blr,1999,5.11064
blr,2000,8.59625
blr,2001,6.05989
blr,2002,4.78999
blr,2003,6.94806
blr,2004,10.71394
blr,2005,11.61077
blr,2006,13.39984
blr,2007,12.89553
blr,2008,14.33408
blr,2009,10.35961
blr,2010,10.14385
blr,2011,14.4138
blr,2012,13.9971
blr,2013,11.15614
blr,2014,10.36904
blr,2015,12.0286
blr,2016,9.97522
blr,2017,11.1743
blr,2018,12.21953
blr,2019,10.4846
blz,1984,41.00544
blz,1985,38.55291
blz,1986,43.19918
blz,1987,44.66381
blz,1988,41.83739
blz,1989,42.56106
blz,1990,45.89423
blz,1991,41.94854
blz,1992,12.36494
blz,1993,13.25057
blz,1994,9.63785
blz,1995,10.82632
blz,1996,7.66877
blz,1997,6.87177
blz,1998,4.60725
blz,1999,3.43151
blz,2000,-1.01413
blz,2001,-10.24798
blz,2002,-11.7838
blz,2003,-13.77109
blz,2004,-12.56588
blz,2005,-8.92887
blz,2006,0.01092
blz,2007,-3.19582
blz,2008,-1.64714
blz,2009,-4.5507
blz,2010,-6.63162
blz,2011,-3.96213
blz,2012,-4.54442
blz,2013,-5.7354
blz,2014,-4.8337
blz,2015,-1.99877
blz,2016,-5.92779
blz,2017,-5.09538
blz,2018,-8.30689
blz,2019,-7.37427
bmu,2010,32.38229
bmu,2011,30.42274
bmu,2012,32.58495
bmu,2013,33.22952
bmu,2014,33.09673
bmu,2015,33.26916
bmu,2016,33.09712
bmu,2017,33.8871
bmu,2018,34.32676
bmu,2019,34.16808
bol,1976,10.30622
bol,1977,7.96938
bol,1978,7.48177
bol,1979,6.82011
bol,1980,6.18681
bol,1981,2.20053
bol,1982,0.21141
bol,1983,4.70751
bol,1984,5.08488
bol,1985,3.97296
bol,1986,-2.90133
bol,1987,-1.40454
bol,1988,-0.5211
bol,1989,1.93284
bol,1990,3.4882
bol,1991,3.04522
bol,1992,2.49747
bol,1993,1.72267
bol,1994,4.43305
