geo,time,ne_gdi_totl_kd_zg
cog,2016,-19.48693
cog,2017,-44.05491
cog,2018,-25.56105
cog,2019,-4.81633
cog,2020,-16.62485
col,1961,10.08521
col,1962,-6.67597
col,1963,-3.42663
col,1964,13.1995
col,1965,-3.19238
col,1966,29.73447
col,1967,-9.26015
col,1968,14.52378
col,1969,-2.21573
col,1970,29.25861
col,1971,4.26934
col,1972,-2.4391
col,1973,9.08341
col,1974,19.82789
col,1975,-18.01779
col,1976,9.30736
col,1977,16.24427
col,1978,6.91453
col,1979,-0.31652
col,1980,10.87535
col,1981,13.23458
col,1982,5.33336
col,1983,-2.15041
col,1984,-5.89167
col,1985,-9.64315
col,1986,4.35198
col,1987,9.21448
col,1988,8.00934
col,1989,-7.32671
col,1990,-1.17252
col,1991,-8.73739
col,1992,42.98492
col,1993,38.20161
col,1994,26.71267
col,1995,6.0659
col,1996,-12.01994
col,1997,-0.64483
col,1998,-6.30814
col,1999,-38.62998
col,2000,12.2633
col,2001,8.42396
col,2002,10.07037
col,2003,11.3551
col,2004,11.1832
col,2005,11.47281
col,2006,16.93381
col,2007,15.79705
col,2008,9.08332
col,2009,-6.29557
col,2010,9.56209
col,2011,18.51593
col,2012,2.88671
col,2013,7.80662
col,2014,11.95356
col,2015,-1.15122
col,2016,-0.16257
col,2017,-3.22837
col,2018,1.5041
col,2019,3.80314
col,2020,-20.32115
com,1981,3.86492
com,1982,6.38362
com,1983,4.82103
com,1984,4.11026
com,1985,2.28037
com,1986,1.86721
com,1987,1.63799
com,1988,2.68752
com,1989,-3.18068
com,1990,5.09139
com,1991,-5.3956
com,1992,8.53092
com,1993,3.00594
com,1994,-5.27668
com,1995,3.61013
com,1996,-1.29167
com,1997,4.03033
com,1998,1.28267
com,1999,1.92412
com,2000,10.84808
com,2001,2.33293
com,2002,2.32479
com,2003,2.1041
com,2004,1.9196
com,2005,2.8374
com,2006,2.6469
com,2007,-4.53242
com,2008,12.29864
com,2009,3.96298
com,2010,-4.15815
com,2011,2.42832
com,2012,24.44519
com,2013,6.52857
com,2014,2.58295
com,2015,24.04223
com,2016,-2.67834
com,2017,11.00019
com,2018,16.13825
cpv,2008,3.8304
cpv,2009,-9.05993
cpv,2010,9.9953
cpv,2011,2.19187
cpv,2012,-21.09952
cpv,2013,-12.92592
cpv,2014,18.13859
cpv,2015,-17.80018
cpv,2016,21.56296
cpv,2017,12.34158
cpv,2018,4.32652
cpv,2019,-6.34814
cpv,2020,19.71294
cri,1961,-37.5828
cri,1962,8.78566
cri,1963,-23.89253
cri,1964,45.82896
cri,1965,-2.88184
cri,1966,21.26113
cri,1967,6.79065
cri,1968,-1.67278
cri,1969,15.41599
cri,1970,13.94245
cri,1971,23.59561
cri,1972,-6.98975
cri,1973,18.6604
cri,1974,8.58071
cri,1975,-8.90763
cri,1976,26.51868
cri,1977,22.76148
cri,1978,-0.41438
cri,1979,9.25187
cri,1980,7.00323
cri,1981,-37.72927
cri,1982,-25.45348
cri,1983,33.06471
cri,1984,10.94255
cri,1985,7.73797
cri,1986,31.09996
cri,1987,3.43715
cri,1988,-7.06668
cri,1989,6.83894
cri,1990,7.27073
cri,1991,-12.66349
cri,1992,28.73072
cri,1993,14.81611
cri,1994,3.68471
cri,1995,5.67428
cri,1996,-5.63466
cri,1997,18.34777
cri,1998,26.26755
cri,1999,-1.84737
cri,2000,-4.57715
cri,2001,2.82508
cri,2002,5.01884
cri,2003,5.4333
cri,2004,1.03584
cri,2005,4.58781
cri,2006,7.67505
cri,2007,18.98492
cri,2008,9.68851
cri,2009,-12.61896
cri,2010,4.27602
cri,2011,3.24306
cri,2012,8.58547
cri,2013,4.83793
cri,2014,3.89254
cri,2015,3.54065
cri,2016,5.99887
cri,2017,-0.543
cri,2018,2.2473
cri,2019,-6.48614
cri,2020,0.65897
cub,1971,8.61887
cub,1972,4.8118
cub,1973,3.3675
cub,1974,0.91115
cub,1975,9.73416
cub,1976,5.50971
cub,1977,8.44213
cub,1978,6.25723
cub,1979,0.97486
cub,1980,-3.15346
cub,1981,18.8495
cub,1982,6.89678
cub,1983,4.69209
cub,1984,8.94035
cub,1985,13.0966
cub,1986,-11.83367
cub,1987,-10.09765
cub,1988,9.84516
cub,1989,10.11992
cub,1990,-3.63202
cub,1991,-20.54561
cub,1992,-41.26659
cub,1993,-28.85547
cub,1994,-27.64242
cub,1995,4.80316
cub,1996,37.07802
cub,1997,7.60851
cub,1998,-10.95118
cub,1999,0.45592
cub,2000,11.34622
cub,2001,0.79138
cub,2002,-10.77965
cub,2003,-9.63621
cub,2004,13.47795
cub,2005,32.99082
cub,2006,25.9766
cub,2007,2.38136
cub,2008,21.9344
cub,2009,-19.03167
cub,2010,-0.71186
cub,2011,8.53534
cub,2012,7.15634
cub,2013,4.02172
cub,2014,-4.86807
cub,2015,18.25868
cub,2016,7.51286
cub,2017,0.16332
cub,2018,4.8218
cub,2019,-1.02222
cub,2020,-5.92726
cyp,1976,47.09618
cyp,1977,43.73456
cyp,1978,5.3724
cyp,1979,17.32448
cyp,1980,3.38899
cyp,1981,-12.9815
cyp,1982,2.20189
cyp,1983,2.33618
cyp,1984,23.52979
cyp,1985,-1.84796
cyp,1986,-14.44633
cyp,1987,8.76899
cyp,1988,18.5535
cyp,1989,22.43826
cyp,1990,-7.39878
cyp,1991,-10.52314
cyp,1992,33.42476
cyp,1993,-29.28476
cyp,1994,7.81941
cyp,1995,-9.15251
cyp,1996,-8.46172
cyp,1997,1.54934
cyp,1998,-16.06419
cyp,1999,10.89701
cyp,2000,8.56385
cyp,2001,-8.08384
cyp,2002,15.53451
cyp,2003,0.66805
cyp,2004,16.69609
cyp,2005,3.96948
cyp,2006,13.55025
cyp,2007,4.4291
cyp,2008,21.26119
cyp,2009,-20.81098
cyp,2010,7.97452
cyp,2011,-18.05046
cyp,2012,-15.69813
cyp,2013,-25.98991
cyp,2014,2.8801
cyp,2015,2.8095
cyp,2016,35.6294
cyp,2017,25.06216
cyp,2018,-1.61192
cyp,2019,10.56948
cyp,2020,-12.69538
cze,1991,-28.92959
cze,1992,8.30099
cze,1993,2.89503
cze,1994,19.88176
cze,1995,20.81626
cze,1996,13.90798
cze,1997,-8.18705
cze,1998,-3.1436
cze,1999,-2.57167
cze,2000,10.87299
cze,2001,6.71205
cze,2002,1.4734
cze,2003,0.55381
cze,2004,7.5485
cze,2005,4.37741
cze,2006,9.5736
cze,2007,14.30196
cze,2008,0.91572
cze,2009,-17.66655
cze,2010,4.20502
cze,2011,1.75254
cze,2012,-4.17514
cze,2013,-4.24157
cze,2014,7.14678
cze,2015,13.1167
cze,2016,-3.9785
cze,2017,6.47165
cze,2018,7.69066
cze,2019,4.49996
cze,2020,-10.27115
deu,1971,0.37158
deu,1972,1.95469
deu,1973,2.46914
deu,1974,-9.59603
deu,1975,-6.55378
deu,1976,9.39597
deu,1977,1.67178
deu,1978,3.40926
deu,1979,11.29103
deu,1980,-3.00171
deu,1981,-12.05405
deu,1982,-4.08728
deu,1983,8.58699
deu,1984,1.63765
deu,1985,-0.21774
deu,1986,5.70264
deu,1987,1.12854
deu,1988,8.1791
deu,1989,8.37841
deu,1990,8.64771
deu,1991,6.83761
deu,1992,0.20426
deu,1993,-5.38569
deu,1994,4.18415
deu,1995,1.26252
deu,1996,-4.11651
deu,1997,1.84957
deu,1998,4.65551
deu,1999,4.32222
deu,2000,3.33669
deu,2001,-2.39001
deu,2002,-7.73536
deu,2003,-0.49827
deu,2004,-2.78685
deu,2005,-1.93729
deu,2006,9.3982
deu,2007,6.60751
deu,2008,0.52874
deu,2009,-16.88906
deu,2010,12.22313
deu,2011,9.35673
deu,2012,-8.76623
deu,2013,2.87838
deu,2014,3.46932
deu,2015,-1.67158
deu,2016,3.78
deu,2017,6.87994
deu,2018,2.92102
deu,2019,1.40154
deu,2020,-6.36662
dji,2014,-95.69887
dji,2015,-274.6425
dji,2016,-1068.56222
dji,2017,-20.94605
dji,2018,-83.43522
dnk,1967,4.79367
dnk,1968,6.35001
dnk,1969,15.61099
dnk,1970,2.23882
dnk,1971,-0.08903
dnk,1972,7.07132
dnk,1973,8.87177
dnk,1974,-6.72431
dnk,1975,-16.24468
dnk,1976,21.50853
dnk,1977,-1.34448
dnk,1978,-1.48081
dnk,1979,4.34663
dnk,1980,-15.00867
dnk,1981,-16.42714
dnk,1982,11.59965
dnk,1983,3.48448
dnk,1984,18.47936
dnk,1985,11.317
dnk,1986,15.84981
dnk,1987,-3.51777
dnk,1988,-3.15358
dnk,1989,3.63241
dnk,1990,-0.53675
dnk,1991,-3.90745
dnk,1992,1.90812
dnk,1993,-7.74849
dnk,1994,13.50028
dnk,1995,14.67816
dnk,1996,1.05413
dnk,1997,14.40796
dnk,1998,5.87865
dnk,1999,-4.87823
dnk,2000,11.7441
dnk,2001,-1.47349
dnk,2002,-1.20157
dnk,2003,-0.6801
dnk,2004,6.76059
dnk,2005,5.53205
dnk,2006,12.76583
dnk,2007,2.6722
dnk,2008,-4.79671
dnk,2009,-21.2314
dnk,2010,-0.5872
dnk,2011,5.45431
dnk,2012,2.29482
dnk,2013,3.3908
dnk,2014,4.28979
dnk,2015,5.23961
dnk,2016,7.6011
dnk,2017,4.21871
dnk,2018,4.34812
dnk,2019,-0.77395
dnk,2020,4.51319
dom,1961,-25.82418
dom,1962,72.74074
dom,1963,42.02401
dom,1964,23.73188
dom,1965,-52.95266
dom,1966,76.56943
dom,1967,-0.98017
dom,1968,0.3942
dom,1969,31.7064
dom,1970,11.64269
dom,1971,17.15878
dom,1972,12.4759
dom,1973,26.87636
dom,1974,16.97757
dom,1975,10.06101
dom,1976,-5.79493
dom,1977,7.31712
dom,1978,2.68659
dom,1979,8.19958
dom,1980,3.35051
dom,1981,-13.54299
dom,1982,-12.21945
dom,1983,11.13828
dom,1984,-11.57905
dom,1985,-4.84589
dom,1986,26.48409
dom,1987,27.69886
dom,1988,-5.44231
dom,1989,13.72074
dom,1990,-8.5631
dom,1991,-8.28865
dom,1992,22.65017
dom,1993,15.09193
dom,1994,15.02093
dom,1995,4.29013
dom,1996,7.65218
dom,1997,21.64223
dom,1998,42.14103
dom,1999,-0.46426
dom,2000,8.6274
dom,2001,1.37815
dom,2002,3.16692
dom,2003,-24.0415
dom,2004,3.42486
dom,2005,18.59568
dom,2006,17.49813
dom,2007,13.89738
dom,2008,7.98843
dom,2009,-17.62698
dom,2010,20.77425
dom,2011,-5.84284
dom,2012,-0.64028
dom,2013,-1.73241
dom,2014,8.6779
dom,2015,18.63856
dom,2016,11.07737
dom,2017,-2.81099
dom,2018,15.08306
dom,2019,10.20431
dom,2020,-5.63706
dza,1961,0
dza,1962,0
dza,1963,0
dza,1964,0
dza,1965,0
dza,1966,0
dza,1967,0
dza,1968,0
dza,1969,0
dza,1970,0
dza,1971,0
dza,1972,0
dza,1973,0
dza,1974,0
dza,1975,8.51065
dza,1976,-3.37028
dza,1977,38.35394
dza,1978,20.42086
dza,1979,-18.87488
dza,1980,20.68906
dza,1981,12.12626
dza,1982,-1.78377
dza,1983,4.16969
dza,1984,2.42338
dza,1985,6.48078
dza,1986,-18.16794
dza,1987,-30.89242
dza,1988,7.98224
dza,1989,7.59519
dza,1990,-10.53536
dza,1991,-17.67578
dza,1992,-15.23605
dza,1993,-10.22358
dza,1994,12.23923
dza,1995,-4.63842
dza,1996,-19.03087
dza,1997,-18.56788
dza,1998,49.75511
dza,1999,-11.22149
dza,2000,5.08972
dza,2001,44.18928
dza,2002,30.54292
dza,2003,8.93184
dza,2004,17.57156
dza,2005,15.3339
dza,2006,4.79009
dza,2007,20.83507
dza,2008,13.29607
dza,2009,22.84497
dza,2010,6.96918
dza,2011,-2.9694
dza,2012,18.43278
dza,2013,8.48926
dza,2014,3.83649
dza,2015,2.49128
dza,2016,1.52964
dza,2017,4.40918
dza,2018,1.99632
dza,2019,1.94138
dza,2020,-15.46159
ecu,1961,3.30354
ecu,1962,-4.29627
ecu,1963,3.10786
ecu,1964,6.45193
ecu,1965,2.38734
ecu,1966,-2.2556
ecu,1967,14.38705
ecu,1968,0.81296
ecu,1969,3.51971
ecu,1970,4.0448
ecu,1971,17.90256
ecu,1972,-3.43983
ecu,1973,-4.32293
ecu,1974,-4.03635
ecu,1975,34.59716
ecu,1976,4.49359
ecu,1977,9.12591
ecu,1978,9.25269
ecu,1979,-3.42938
ecu,1980,2.36454
ecu,1981,-1.35354
ecu,1982,0.02509
ecu,1983,-15.368
ecu,1984,0.49411
ecu,1985,7.84284
ecu,1986,5.11303
ecu,1987,5.62018
ecu,1988,-8.96765
ecu,1989,1.63539
ecu,1990,-1.80215
ecu,1991,1.21431
ecu,1992,4.8777
ecu,1993,-8.83656
ecu,1994,7.74328
ecu,1995,-2.66925
ecu,1996,-4.78329
ecu,1997,11.25532
ecu,1998,10.91433
ecu,1999,-30.14059
ecu,2000,11.14364
ecu,2001,33.67983
ecu,2002,17.87625
ecu,2003,-10.5843
ecu,2004,6.67198
ecu,2005,15.72108
ecu,2006,7.77224
ecu,2007,4.24024
ecu,2008,22.4821
ecu,2009,-7.31014
ecu,2010,10.4598
ecu,2011,11.52998
ecu,2012,4.19027
ecu,2013,9.47391
ecu,2014,3.36749
ecu,2015,-9.19129
ecu,2016,-11.49391
ecu,2017,11.73607
ecu,2018,1.69658
ecu,2019,-3.17493
ecu,2020,-17.83852
egy,1961,10.03981
egy,1962,14.791
egy,1963,12.67507
egy,1964,15.6619
egy,1965,-5.80333
egy,1966,-0.8842
egy,1967,-12.80576
egy,1968,-8.44884
egy,1969,-11.86013
egy,1970,-6.71007
egy,1971,-9.17647
egy,1972,-9.34998
egy,1973,11.40556
egy,1974,40.01866
egy,1975,63.94157
egy,1976,-6.02121
egy,1977,17.19607
egy,1978,40.86653
egy,1979,26.04279
egy,1980,-2.16854
egy,1981,21.35469
egy,1982,20.46488
egy,1983,6.13752
egy,1984,15.94203
egy,1985,6.25
egy,1986,1.17647
egy,1987,-4.65116
egy,1988,8.17844
egy,1989,-6.80412
egy,1990,2.35988
egy,1991,-20.317
egy,1992,-3.88788
egy,1993,-5.13834
egy,1994,10.41667
egy,1995,12.01887
egy,1996,8.79906
egy,1997,10.53039
egy,1998,15.41426
egy,1999,16.59432
egy,2000,8.3047
egy,2001,-2.18436
egy,2002,5.54331
egy,2003,-6.79897
egy,2004,6.09446
egy,2005,10.68826
egy,2006,14.0244
egy,2007,24.14134
egy,2008,15.59966
egy,2009,-9.29587
egy,2010,7.85808
egy,2011,-1.86184
egy,2012,5.18805
egy,2013,-8.42027
egy,2014,1.70871
egy,2015,8.6
egy,2016,11.23389
egy,2017,11.3245
egy,2018,15.71698
egy,2019,12.94636
egy,2020,-20.94702
eri,1993,65.69086
eri,1994,67.98586
eri,1995,-8.32983
eri,1996,39.72005
eri,1997,20.23321
eri,1998,11.41921
eri,1999,4.64631
eri,2000,-17.1485
eri,2001,73.97632
eri,2002,-16.87951
eri,2003,-3.34841
eri,2004,-17.872
eri,2005,-11.35265
eri,2006,-40.03667
eri,2007,-12.10932
eri,2008,-5.65213
eri,2009,-13.02611
eri,2010,7.45051
eri,2011,466.88862
esp,1971,-2.25128
esp,1972,14.45862
esp,1973,12.03779
esp,1974,9.99594
esp,1975,-4.56359
esp,1976,-1.00361
esp,1977,-3.72974
esp,1978,-5.48462
esp,1979,-2.18383
esp,1980,2.61443
esp,1981,-8.60048
esp,1982,1.46169
esp,1983,-2.20806
esp,1984,-1.72716
esp,1985,5.14064
esp,1986,12.06897
esp,1987,12.89918
esp,1988,14.83814
esp,1989,11.54178
esp,1990,6.24385
esp,1991,1.44732
esp,1992,-3.65597
esp,1993,-11.55032
esp,1994,3.46909
esp,1995,7.59384
esp,1996,2.0972
esp,1997,5.45061
esp,1998,11.63107
esp,1999,10.52293
esp,2000,7.04758
esp,2001,3.78215
esp,2002,3.74781
esp,2003,5.88814
esp,2004,4.75378
esp,2005,6.48725
esp,2006,7.50664
esp,2007,3.91435
esp,2008,-4.21001
esp,2009,-18.50743
esp,2010,-4.15237
esp,2011,-7.50545
esp,2012,-10.36599
esp,2013,-3.95204
esp,2014,5.84336
esp,2015,10.0507
esp,2016,1.41523
esp,2017,6.30832
esp,2018,7.75459
esp,2019,3.21561
esp,2020,-11.43341
est,1994,3.465
est,1995,6.26662
est,1996,21.46175
est,1997,31.48622
est,1998,15.61671
est,1999,-15.28366
est,2000,21.98605
est,2001,14.47497
est,2002,23.78753
est,2003,17.92729
est,2004,7.12168
est,2005,7.0439
est,2006,31.43573
est,2007,11.54787
est,2008,-19.6732
est,2009,-42.32502
est,2010,7.12698
est,2011,28.49357
est,2012,18.14691
est,2013,-3.40361
est,2014,4.42986
est,2015,-5.53386
est,2016,5.65849
est,2017,13.36451
est,2018,7.38713
est,2019,0.06243
est,2020,14.80432
eth,2012,46.51123
eth,2013,9.44074
eth,2014,24.39043
eth,2015,26.26627
eth,2016,10.57857
eth,2017,11.88551
eth,2018,4.15126
eth,2019,25.25477
eth,2020,7.42496
fin,1971,0.38244
fin,1972,-1.50444
fin,1973,9.98509
fin,1974,15.75979
fin,1975,-0.25795
fin,1976,-15.9652
fin,1977,-4.71346
fin,1978,-9.39415
fin,1979,21.55906
fin,1980,13.51956
fin,1981,-6.08476
fin,1982,4.66242
fin,1983,1.73565
fin,1984,0.48693
fin,1985,2.21823
fin,1986,1.21146
fin,1987,6.31093
fin,1988,13.79479
fin,1989,14.36233
fin,1990,-6.28432
fin,1991,-23.32825
fin,1992,-11.54853
fin,1993,-10.80335
fin,1994,11.77121
fin,1995,12.35604
fin,1996,3.01173
fin,1997,14.31747
fin,1998,12.91915
fin,1999,0.5351
fin,2000,10.77941
fin,2001,-0.18315
fin,2002,-2.03498
fin,2003,2.58076
fin,2004,5.54383
fin,2005,8.00926
fin,2006,-0.21632
fin,2007,10.48945
fin,2008,-1.43385
fin,2009,-19.95062
fin,2010,8.49812
fin,2011,11.32782
fin,2012,-4.86984
fin,2013,-4.28051
fin,2014,-0.90221
fin,2015,0.69105
fin,2016,9.02436
fin,2017,5.22982
fin,2018,5.70864
fin,2019,-4.98356
fin,2020,-1.02668
fra,1961,3.77994
fra,1962,9.21215
fra,1963,6.89343
fra,1964,12.87277
fra,1965,3.08677
fra,1966,8.8132
fra,1967,5.86779
fra,1968,5.71088
fra,1969,11.47046
fra,1970,5.12302
fra,1971,2.79963
fra,1972,5.25559
fra,1973,8.9122
fra,1974,3.10501
fra,1975,-14.7333
fra,1976,9.26515
fra,1977,1.06014
fra,1978,0.57274
fra,1979,5.55763
fra,1980,3.05261
fra,1981,-7.58963
fra,1982,3.42466
fra,1983,-6.14987
fra,1984,-0.35376
fra,1985,2.55684
fra,1986,6.95904
fra,1987,5.07868
fra,1988,9.77181
fra,1989,8.47832
fra,1990,4.27058
fra,1991,-2.98411
fra,1992,-2.60062
fra,1993,-9.79204
fra,1994,6.89005
fra,1995,3.73309
fra,1996,-3.17236
fra,1997,2.50173
fra,1998,10.38293
fra,1999,7.19217
fra,2000,8.55013
fra,2001,0.74318
fra,2002,-1.9625
fra,2003,0.35062
fra,2004,6.60304
fra,2005,2.84086
fra,2006,3.83727
fra,2007,6.11944
fra,2008,-0.14649
fra,2009,-13.49811
fra,2010,3.36243
fra,2011,6.98396
fra,2012,-2.50121
fra,2013,0.25185
fra,2014,3.23879
fra,2015,2.22753
fra,2016,0.73815
fra,2017,5.41603
fra,2018,3.117
fra,2019,3.81123
fra,2020,-9.02871
gab,1961,25.14285
gab,1962,0.91324
gab,1963,-17.19457
gab,1964,-10.92896
gab,1965,-2.45399
gab,1966,41.93548
gab,1967,-30.14354
gab,1968,3.59589
gab,1969,9.58678
gab,1970,11.31222
gab,1971,14.36314
gab,1972,19.54976
gab,1973,15.26264
gab,1974,180.99742
gab,1975,23.68421
gab,1976,43.07228
gab,1977,-21.8915
gab,1978,-61.96591
gab,1979,23.51572
gab,1980,2.61654
gab,1981,46.17653
gab,1982,-6.78772
gab,1983,-4.57638
gab,1984,5.21711
gab,1985,9.60887
gab,1986,-16.36696
gab,1987,-53.09928
gab,1988,94.66332
gab,1989,-35.36339
gab,1990,0
gab,1991,18.24822
gab,1992,-12.59011
gab,1993,1.56515
gab,1994,-0.12528
gab,1995,4.80713
gab,1996,16.90719
gab,1997,29.49984
gab,1998,14.29685
gab,1999,-38.76076
gab,2000,-8.27034
gab,2001,10.73022
gab,2002,22.87261
gab,2003,-17.37305
gab,2004,0.68457
gab,2005,3.29439
gab,2006,8.34596
gab,2007,12.11359
gab,2008,7.19535
gab,2009,-8.41691
gab,2010,29.34288
gab,2011,16.5059
gab,2012,21.87868
gab,2013,1.94655
gab,2014,13.48777
gab,2015,-13.67692
gab,2016,-0.78953
gab,2017,-11.56573
gab,2018,81.78415
gab,2019,21.51527
gab,2020,-16.66885
gbr,1971,-0.57975
gbr,1972,-1.22483
gbr,1973,19.52534
gbr,1974,-7.42644
gbr,1975,-12.62043
gbr,1976,11.59329
gbr,1977,1.63296
gbr,1978,1.42526
gbr,1979,3.25478
gbr,1980,-15.16191
gbr,1981,-8.96297
gbr,1982,10.46822
gbr,1983,10.40875
gbr,1984,8.29562
gbr,1985,3.55959
gbr,1986,2.3955
gbr,1987,9.68337
gbr,1988,18.00355
gbr,1989,3.82052
gbr,1990,-6.08644
gbr,1991,-8.8612
gbr,1992,4.07414
gbr,1993,3.76511
gbr,1994,10.37013
gbr,1995,5.10578
gbr,1996,2.41767
gbr,1997,5.35891
gbr,1998,7.95265
gbr,1999,4.34783
gbr,2000,2.01875
gbr,2001,1.70773
gbr,2002,3.11083
gbr,2003,1.9569
gbr,2004,1.41166
gbr,2005,2.99509
gbr,2006,4.99382
gbr,2007,2.38693
gbr,2008,-6.27192
gbr,2009,-15.31645
gbr,2010,11.37485
gbr,2011,-0.28257
gbr,2012,3.42504
gbr,2013,7.04456
gbr,2014,12.83246
gbr,2015,2.75248
gbr,2016,-0.58324
gbr,2017,1.403
gbr,2018,1.03105
gbr,2019,-0.08283
gbr,2020,-12.70055
geo,2011,14.29234
geo,2012,15.61613
geo,2013,-14.51898
geo,2014,31.0053
geo,2015,7.52796
geo,2016,13.28798
geo,2017,-2.34548
geo,2018,6.54092
geo,2019,-5.90564
geo,2020,-15.18572
gha,2007,15.38106
gha,2008,8.36892
gha,2009,-20.93723
gha,2010,-22.02675
gha,2011,26.85465
gha,2012,39.00355
gha,2013,-23.75023
gha,2014,4.82545
gha,2015,-2.40353
gha,2016,13.3861
gha,2017,7.17929
gha,2018,11.241
gha,2019,-7.21923
gha,2020,1.90603
gin,2007,-17.24872
gin,2008,31.20645
gin,2009,-21.36374
gin,2010,9.246
gin,2011,29.31062
gin,2012,16.40785
gin,2013,-8.59347
gin,2014,3.68196
gin,2015,9.69359
gin,2016,134.71636
gin,2017,-55.80338
gin,2018,7.04544
gin,2019,27.36133
gmb,2005,-4.93177
gmb,2006,18.41296
gmb,2007,-15.41126
gmb,2008,-14.65711
gmb,2009,31.27848
gmb,2010,11.36488
gmb,2011,-5.26661
gmb,2012,68.63526
gmb,2013,-25.26596
gmb,2014,1.98908
gmb,2015,33.09662
gmb,2016,33.48559
gmb,2017,-1.24934
gmb,2018,1.99429
gmb,2019,28.64298
gmb,2020,44.03176
gnb,2001,-10.5191
gnb,2002,-32.50399
gnb,2003,21.02471
gnb,2004,-2.26795
gnb,2005,39.0181
gnb,2006,-8.03915
gnb,2007,41.59391
gnb,2008,11.81236
gnb,2009,-11.14195
gnb,2010,3.89346
gnb,2011,9.76489
gnb,2012,-36.16157
gnb,2013,4.59726
gnb,2014,58.18559
gnb,2015,-4.31571
gnb,2016,5.30997
gnb,2017,1.0806
gnb,2018,20.72873
gnb,2019,33.83398
gnb,2020,9.6295
gnq,2006,29.71835
gnq,2007,26.56191
gnq,2008,32.17806
gnq,2009,1.74075
gnq,2010,1.1465
gnq,2011,4.28097
gnq,2012,36.38931
gnq,2013,-31.91627
gnq,2014,-9.60242
gnq,2015,-39.07883
gnq,2016,-43.48189
gnq,2017,-11.65723
gnq,2018,-11.44175
gnq,2019,-48.03106
gnq,2020,-45.3964
grc,1961,40.66522
grc,1962,-7.71898
grc,1963,35.0438
grc,1964,14.515
grc,1965,20.53705
grc,1966,-0.16093
grc,1967,2.15057
grc,1968,12.15547
grc,1969,25.13359
grc,1970,12.00622
grc,1971,11.26437
grc,1972,17.304
grc,1973,14.93826
grc,1974,-23.71629
grc,1975,-1.03067
grc,1976,8.56419
grc,1977,-7.93629
grc,1978,4.68193
grc,1979,-7.08911
grc,1980,0.86354
grc,1981,-9.93162
grc,1982,-3.43873
grc,1983,-8.5829
grc,1984,-2.07398
grc,1985,10.32021
grc,1986,7.71087
grc,1987,-20.65634
grc,1988,16.46711
grc,1989,2.05716
grc,1990,1.80705
grc,1991,9.80574
grc,1992,-8.24371
grc,1993,-4.38842
grc,1994,-0.6435
grc,1995,5.46178
grc,1996,7.87939
grc,1997,2.85732
grc,1998,17.13395
grc,1999,-0.46359
grc,2000,12.36373
grc,2001,4.46532
grc,2002,2.23344
grc,2003,18.60438
grc,2004,-0.65367
grc,2005,-10.63837
grc,2006,23.88107
grc,2007,8.53101
grc,2008,-9.21432
grc,2009,-26.88299
grc,2010,-10.77093
grc,2011,-31.83436
grc,2012,-21.10178
grc,2013,-3.08167
grc,2014,4.32891
grc,2015,4.44132
grc,2016,6.6206
grc,2017,-4.93205
grc,2018,7.77463
grc,2019,-3.15416
grc,2020,10.56045
grl,2004,-5.92428
grl,2005,45.40117
grl,2006,2.04645
grl,2007,30.06087
grl,2008,34.61348
grl,2009,-14.49653
grl,2010,66.50025
grl,2011,22.2881
grl,2012,-38.96039
grl,2013,-20.73798
grl,2014,-21.92588
grl,2015,10.21589
grl,2016,10.88399
grl,2017,-4.13152
grl,2018,-2.95076
grl,2019,46.56816
gtm,1961,-2.71656
gtm,1962,-1.3889
gtm,1963,25.5059
gtm,1964,21.36411
gtm,1965,4.29162
gtm,1966,-6.1571
gtm,1967,15.63953
gtm,1968,20.72442
gtm,1969,-10.94677
gtm,1970,8.10566
gtm,1971,11.916
gtm,1972,-8.11504
gtm,1973,14.60018
gtm,1974,15.46183
gtm,1975,-4.55336
gtm,1976,38.22239
gtm,1977,10.25126
gtm,1978,8.81169
gtm,1979,-9.2333
gtm,1980,-11.99643
gtm,1981,11.25182
gtm,1982,-14.86886
gtm,1983,-23.01464
gtm,1984,-1.53779
gtm,1985,-13.12551
gtm,1986,2.11731
gtm,1987,24.17487
gtm,1988,5.59902
gtm,1989,3.4912
gtm,1990,-6.08208
gtm,1991,14.41402
gtm,1992,25.35519
gtm,1993,2.36519
gtm,1994,-0.5372
gtm,1995,3.62963
gtm,1996,-8.28209
gtm,1997,21.38963
gtm,1998,25.85026
gtm,1999,2.04833
gtm,2000,-2.78361
gtm,2001,4.09631
gtm,2002,8.58424
gtm,2003,-0.93065
gtm,2004,3.45305
gtm,2005,-1.03745
gtm,2006,11.30452
gtm,2007,7.50922
gtm,2008,-18.66541
gtm,2009,-17.79477
gtm,2010,7.31844
gtm,2011,16.94135
gtm,2012,1.77955
gtm,2013,-1.38618
gtm,2014,-1.29165
gtm,2015,1.42827
gtm,2016,-4.20837
gtm,2017,4.34018
gtm,2018,5.53057
gtm,2019,7.95731
gtm,2020,-9.9953
hkg,2020,-2.03669
hnd,1961,-9.7288
hnd,1962,31.90271
hnd,1963,15.07593
hnd,1964,0.1885
hnd,1965,8.5921
hnd,1966,13.36991
hnd,1967,30.08151
hnd,1968,-0.11748
hnd,1969,1.09782
hnd,1970,5.29378
hnd,1971,-18.78453
hnd,1972,-2.04082
hnd,1973,26.85185
hnd,1974,33.57664
hnd,1975,-21.72131
hnd,1976,7.15532
hnd,1977,34.69055
hnd,1978,10.45692
