geo,time,tm_qty_mrch_xd_wd
ben,1992,116.41934
ben,1993,91.36752
ben,1994,62.23064
ben,1995,100.52266
ben,1996,88.93794
ben,1997,100.18138
ben,1998,104.34649
ben,1999,109.10386
ben,2000,100
ben,2001,104.47929
ben,2002,124.366
ben,2003,140.79459
ben,2004,129.03278
ben,2005,137.19273
ben,2006,158.62428
ben,2007,242.37066
ben,2008,223.69282
ben,2009,225.29587
ben,2010,201.36305
ben,2011,173.14713
ben,2012,194.33348
ben,2013,258.08452
ben,2014,336.4705
ben,2015,248.02761
ben,2016,280.33833
ben,2017,330.19095
ben,2018,392.90819
ben,2019,361.88766
ben,2020,284.97849
bfa,1980,50.15919
bfa,1981,54.69965
bfa,1982,55.68563
bfa,1983,47.59394
bfa,1984,43.56189
bfa,1985,57.80426
bfa,1986,76.15573
bfa,1987,68.97399
bfa,1988,67.52343
bfa,1989,57.17091
bfa,1990,74.92677
bfa,1991,77.1428
bfa,1992,99.05839
bfa,1993,104.05115
bfa,1994,56.53368
bfa,1995,65.86837
bfa,1996,92.07685
bfa,1997,90.70948
bfa,1998,122.17459
bfa,1999,114.39756
bfa,2000,100
bfa,2001,111.08314
bfa,2002,126.85506
bfa,2003,148.79406
bfa,2004,186.93408
bfa,2005,167.44488
bfa,2006,188.01066
bfa,2007,192.40272
bfa,2008,196.25453
bfa,2009,204.20219
bfa,2010,209.01813
bfa,2011,213.31537
bfa,2012,322.11601
bfa,2013,398.07851
bfa,2014,332.12965
bfa,2015,331.48813
bfa,2016,375.99033
bfa,2017,413.47879
bfa,2018,424.93305
bfa,2019,433.71673
bfa,2020,428.84139
bgd,1980,51.81389
bgd,1981,55.66544
bgd,1982,55.60832
bgd,1983,47.95301
bgd,1984,63.76404
bgd,1985,57.37958
bgd,1986,55.37461
bgd,1987,55.04635
bgd,1988,57.74757
bgd,1989,67.17694
bgd,1990,62.72337
bgd,1991,60.91449
bgd,1992,65.64128
bgd,1993,72.39014
bgd,1994,78.64857
bgd,1995,102.32942
bgd,1996,96.58614
bgd,1997,98.2353
bgd,1998,95.88402
bgd,1999,100.04243
bgd,2000,100
bgd,2001,106.61079
bgd,2002,101.17042
bgd,2003,110.56358
bgd,2004,117.9381
bgd,2005,126.97464
bgd,2006,137.77981
bgd,2007,141.62981
bgd,2008,151.90781
bgd,2009,155.48414
bgd,2010,176.14025
bgd,2011,193.98269
bgd,2012,194.54977
bgd,2013,216.32929
bgd,2014,241.70683
bgd,2015,281.77222
bgd,2016,304.77272
bgd,2017,343.1544
bgd,2018,372.77751
bgd,2019,375.05276
bgd,2020,330.12065
bgr,2000,100
bgr,2001,114.32082
bgr,2002,122.23329
bgr,2003,142.8268
bgr,2004,152.17889
bgr,2005,181.26004
bgr,2006,215.93781
bgr,2007,243.24022
bgr,2008,264.27731
bgr,2009,200.25395
bgr,2010,207.65045
bgr,2011,227.10765
bgr,2012,239.44096
bgr,2013,250.85807
bgr,2014,260.797
bgr,2015,277.45137
bgr,2016,285.83103
bgr,2017,307.04041
bgr,2018,311.12762
bgr,2019,324.81203
bgr,2020,310.40795
bhr,2000,100
bhr,2001,94.28514
bhr,2002,110.68984
bhr,2003,118.57885
bhr,2004,144.10236
bhr,2005,172.49234
bhr,2006,182.15622
bhr,2007,184.31086
bhr,2008,218.59716
bhr,2009,152.1705
bhr,2010,170.03592
bhr,2011,150.21847
bhr,2012,130.72509
bhr,2013,123.35318
bhr,2014,156.15198
bhr,2015,185.34227
bhr,2016,179.57795
bhr,2017,189.88408
bhr,2018,197.36005
bhr,2019,176.45189
bhr,2020,175.3701
bhs,2000,100
bhs,2001,97.35186
bhs,2002,88.47659
bhs,2003,86.64608
bhs,2004,85.73131
bhs,2005,91.28497
bhs,2006,97.07765
bhs,2007,96.2984
bhs,2008,87.13138
bhs,2009,76.51748
bhs,2010,69.36279
bhs,2011,66.0935
bhs,2012,74.07184
bhs,2013,73.83171
bhs,2014,79.59756
bhs,2015,81.51256
bhs,2016,77.97902
bhs,2017,85.89898
bhs,2018,85.85037
bhs,2019,81.43747
bhs,2020,53.60935
bih,2000,100
bih,2001,107.07741
bih,2002,125.5274
bih,2003,144.95982
bih,2004,162.77446
bih,2005,179.16649
bih,2006,174.1378
bih,2007,212.02174
bih,2008,235.00176
bih,2009,184.55527
bih,2010,181.19985
bih,2011,188.75172
bih,2012,173.44556
bih,2013,181.45799
bih,2014,195.59368
bih,2015,181.08266
bih,2016,191.62587
bih,2017,210.54719
bih,2018,219.0641
bih,2019,214.16395
bih,2020,191.87134
blr,2000,100
blr,2001,99.02851
blr,2002,110.8806
blr,2003,127.14934
blr,2004,158.01363
blr,2005,135.03407
blr,2006,164.36833
blr,2007,176.13345
blr,2008,201.285
blr,2009,175.92935
blr,2010,189.93803
blr,2011,220.0953
blr,2012,240.77626
blr,2013,223.32808
blr,2014,223.21828
blr,2015,197.25842
blr,2016,192.295
blr,2017,218.15542
blr,2018,229.13354
blr,2019,239.8907
blr,2020,216.9677
blz,2000,100
blz,2001,101.24874
blz,2002,103.62438
blz,2003,100.42591
blz,2004,85.46136
blz,2005,86.04963
blz,2006,90.34645
blz,2007,86.29402
blz,2008,91.45524
blz,2009,85.93253
blz,2010,84.62997
blz,2011,84.94143
blz,2012,88.03542
blz,2013,97.13582
blz,2014,101.34216
blz,2015,116.64973
blz,2016,116.83613
blz,2017,107.43448
blz,2018,104.72967
blz,2019,109.42316
blz,2020,88.99696
bmu,2000,100
bmu,2001,105.16524
bmu,2002,107.75519
bmu,2003,110.00284
bmu,2004,126.68329
bmu,2005,126.51172
bmu,2006,128.91586
bmu,2007,123.99101
bmu,2008,103.61896
bmu,2009,92.4884
bmu,2010,76.3297
bmu,2011,65.20511
bmu,2012,64.0195
bmu,2013,86.61472
bmu,2014,82.90086
bmu,2015,82.17525
bmu,2016,90.89837
bmu,2017,100.48893
bmu,2018,98.27421
bmu,2019,105.04201
bmu,2020,73.06171
bol,1980,45.45827
bol,1981,57.61261
bol,1982,37.85457
bol,1983,35.81685
bol,1984,32.55898
bol,1985,49.03934
bol,1986,48.46926
bol,1987,54.39115
bol,1988,38.88319
bol,1989,36.6901
bol,1990,37.93744
bol,1991,57.59438
bol,1992,62.07188
bol,1993,65.90698
bol,1994,64.15185
bol,1995,68.86375
bol,1996,80.50352
bol,1997,95.4327
bol,1998,106.25336
bol,1999,97.88044
bol,2000,100
bol,2001,94.64338
bol,2002,98.03743
bol,2003,88.21496
bol,2004,93.92819
bol,2005,104.61572
bol,2006,118.33204
bol,2007,143.67128
bol,2008,173.41983
bol,2009,176.33165
bol,2010,197.54846
bol,2011,263.98264
bol,2012,243.00249
bol,2013,240.93743
bol,2014,260.84821
bol,2015,235.9869
bol,2016,198.17861
bol,2017,208.99273
bol,2018,209.8842
bol,2019,200.70685
bol,2020,146.14242
bra,1980,27.11682
bra,1981,23.3347
bra,1982,21.01475
bra,1983,17.5802
bra,1984,16.62957
bra,1985,16.85836
bra,1986,21.39836
bra,1987,20.05709
bra,1988,22.63087
bra,1989,24.92617
bra,1990,25.78359
bra,1991,30.58002
bra,1992,32.2499
bra,1993,43.01205
bra,1994,58.47225
bra,1995,86.53957
bra,1996,89.9336
bra,1997,106.59735
bra,1998,105.55835
bra,1999,92.92702
bra,2000,100
bra,2001,102.9592
bra,2002,90.64056
bra,2003,87.59149
bra,2004,103.35543
bra,2005,108.60064
bra,2006,125.48385
bra,2007,155.48054
bra,2008,183.704
bra,2009,150.77916
bra,2010,208.65191
bra,2011,224.88064
bra,2012,220.53083
bra,2013,237.7809
bra,2014,231.4235
bra,2015,196.47783
bra,2016,172.73444
bra,2017,181.86619
bra,2018,204.18033
bra,2019,207.74148
bra,2020,202.07331
brb,2000,100
brb,2001,95.43356
brb,2002,92.45345
brb,2003,99.74627
brb,2004,109.81105
brb,2005,111.39143
brb,2006,109.26584
brb,2007,104.21184
brb,2008,99.79523
brb,2009,81.54444
brb,2010,76.31851
brb,2011,69.47554
brb,2012,75.36659
brb,2013,75.69852
brb,2014,76.06019
brb,2015,81.72901
brb,2016,85.59597
brb,2017,80.43287
brb,2018,73.3108
brb,2019,75.37083
brb,2020,75.56076
brn,2000,100
brn,2001,106.01794
brn,2002,143.02323
brn,2003,116.76863
brn,2004,116.70359
brn,2005,119.02695
brn,2006,128.4264
brn,2007,149.49517
brn,2008,167.26696
brn,2009,163.26078
brn,2010,164.09461
brn,2011,210.30692
brn,2012,206.45327
brn,2013,211.05822
brn,2014,212.09534
brn,2015,206.30839
brn,2016,179.17537
brn,2017,200.02758
brn,2018,256.23191
brn,2019,321.8617
brn,2020,343.8842
btn,2000,100
btn,2001,111.65666
btn,2002,113.70969
btn,2003,136.27542
btn,2004,211.71274
btn,2005,182.9429
btn,2006,179.83174
btn,2007,200.80435
btn,2008,175.91906
btn,2009,189.91691
btn,2010,288.63108
btn,2011,308.34551
btn,2012,300.04207
btn,2013,282.27895
btn,2014,293.43814
btn,2015,380.84724
btn,2016,376.49935
btn,2017,360.52372
btn,2018,343.16137
btn,2019,328.80678
btn,2020,306.14042
bwa,1980,28.92375
bwa,1981,33.22133
bwa,1982,31.4366
bwa,1983,31.32848
bwa,1984,33.58774
bwa,1985,42.52077
bwa,1986,46.32068
bwa,1987,48.70109
bwa,1988,66.13399
bwa,1989,87.85156
bwa,1990,73.72506
bwa,1991,71.46803
bwa,1992,63.73174
bwa,1993,61.13172
bwa,1994,57.78034
bwa,1995,63.45294
bwa,1996,62.31468
bwa,1997,83.15167
bwa,1998,95.7485
bwa,1999,87.94388
bwa,2000,100
bwa,2001,88.04894
bwa,2002,90.82666
bwa,2003,114.23673
bwa,2004,138.78988
bwa,2005,124.48442
bwa,2006,112.83611
bwa,2007,137.78272
bwa,2008,159.15427
bwa,2009,157.45863
bwa,2010,177.14333
bwa,2011,197.89153
bwa,2012,217.7203
bwa,2013,230.51309
bwa,2014,224.09733
bwa,2015,226.19329
bwa,2016,199.02905
bwa,2017,168.8708
bwa,2018,190.86696
bwa,2019,200.99382
bwa,2020,206.7723
caf,1980,52.54979
caf,1981,73.00513
caf,1982,83.06607
caf,1983,47.02714
caf,1984,67.00308
caf,1985,72.51168
caf,1986,91.52194
caf,1987,110.47762
caf,1988,85.49269
caf,1989,90.56674
caf,1990,71.75127
caf,1991,60.11117
caf,1992,92.02588
caf,1993,82.57408
caf,1994,112.27789
caf,1995,116.26657
caf,1996,92.93447
caf,1997,109.22784
caf,1998,109.78409
caf,1999,100.0236
caf,2000,100
caf,2001,92.65741
caf,2002,103.85459
caf,2003,96.79036
caf,2004,117.0157
caf,2005,121.51048
caf,2006,133.04673
caf,2007,150.54974
caf,2008,157.73805
caf,2009,151.73784
caf,2010,151.00463
caf,2011,124.98935
caf,2012,131.67624
caf,2013,88.10817
caf,2014,170.11404
caf,2015,157.30842
caf,2016,184.56596
caf,2017,221.0319
caf,2018,260.81135
caf,2019,262.45192
caf,2020,256.87076
can,2000,100
can,2001,95.61485
can,2002,96.77774
can,2003,100.16696
can,2004,108.77463
can,2005,117.8552
can,2006,123.98469
can,2007,131.36718
can,2008,131.14015
can,2009,110.80661
can,2010,127.7607
can,2011,136.0054
can,2012,139.9808
can,2013,144.14598
can,2014,147.2454
can,2015,147.42922
can,2016,147.57417
can,2017,155.01407
can,2018,159.44404
can,2019,159.84733
can,2020,145.1126
che,2000,100
che,2001,101.74031
che,2002,100.82324
che,2003,99.9446
che,2004,103.73644
che,2005,107.92959
che,2006,115.37805
che,2007,120.99155
che,2008,124.01499
che,2009,110.83004
che,2010,121.39684
che,2011,124.72836
che,2012,184.0949
che,2013,194.64065
che,2014,163.0739
che,2015,168.51731
che,2016,179.04876
che,2017,173.85644
che,2018,174.88589
che,2019,172.6617
chl,1980,52.20401
chl,1981,62.58558
chl,1982,39.90999
chl,1983,34.02195
chl,1984,39.40695
chl,1985,33.87099
chl,1986,33.15601
chl,1987,35.45534
chl,1988,36.65794
chl,1989,39.47904
chl,1990,41.01424
chl,1991,44.34598
chl,1992,56.14362
chl,1993,62.6693
chl,1994,66.52872
chl,1995,82.61026
chl,1996,98.79553
chl,1997,112.50486
chl,1998,114.28675
chl,1999,94.92712
chl,2000,100
chl,2001,99.33939
chl,2002,102.11339
chl,2003,112.44388
chl,2004,134.84319
chl,2005,163.95023
chl,2006,183.29051
chl,2007,214.95817
chl,2008,254.40136
chl,2009,203.00006
chl,2010,267.37291
chl,2011,312.08593
chl,2012,331.70022
chl,2013,336.12987
chl,2014,314.26963
chl,2015,312.48295
chl,2016,315.8814
chl,2017,331.40368
chl,2018,359.66414
chl,2019,350.67007
chl,2020,314.53457
chn,1980,10.30128
chn,1981,11.64328
chn,1982,10.5772
chn,1983,10.92264
chn,1984,13.83765
chn,1985,19.96896
chn,1986,20.27711
chn,1987,21.0979
chn,1988,25.31268
chn,1989,28.55812
chn,1990,24.9463
chn,1991,29.2162
chn,1992,36.90783
chn,1993,48.10907
chn,1994,52.41076
chn,1995,56.97037
chn,1996,61.06712
chn,1997,64.53993
chn,1998,66.27822
chn,1999,75.88994
chn,2000,100
chn,2001,108.34258
chn,2002,128.22654
chn,2003,177.18331
chn,2004,215.68112
chn,2005,240.62704
chn,2006,280.17134
chn,2007,318.69868
chn,2008,330.8628
chn,2009,340.51635
chn,2010,415.32993
chn,2011,451.75925
chn,2012,467.89697
chn,2013,510.43269
chn,2014,525.93755
chn,2015,515.24913
chn,2016,534.2726
chn,2017,581.93106
chn,2018,619.32794
chn,2019,619.47347
chn,2020,647.1167
civ,1980,175.40116
civ,1981,160.02446
civ,1982,156.50957
civ,1983,144.4815
civ,1984,127.19276
civ,1985,151.72491
civ,1986,164.52209
civ,1987,155.49158
civ,1988,139.66716
civ,1989,139.51814
civ,1990,121.29885
civ,1991,132.68939
civ,1992,136.03625
civ,1993,71.02927
civ,1994,96.1886
civ,1995,122.03458
civ,1996,111.87544
civ,1997,118.14671
civ,1998,136.56799
civ,1999,116.3334
civ,2000,100
civ,2001,108.71063
civ,2002,110.34027
civ,2003,130.07693
civ,2004,166.2359
civ,2005,181.0249
civ,2006,164.44439
civ,2007,172.98299
civ,2008,163.95244
civ,2009,167.88101
civ,2010,172.85848
civ,2011,125.98321
civ,2012,183.49509
civ,2013,251.28716
civ,2014,231.00664
civ,2015,227.99534
civ,2016,210.88851
civ,2017,229.12575
civ,2018,239.06058
civ,2019,235.09023
civ,2020,242.92213
cmr,1980,56.05773
cmr,1981,54.77216
cmr,1982,45.42403
cmr,1983,46.98238
cmr,1984,48.81794
cmr,1985,56.86416
cmr,1986,112.19461
cmr,1987,101.4947
cmr,1988,68.98445
cmr,1989,58.01031
cmr,1990,73.46275
cmr,1991,67.93239
cmr,1992,47.05284
cmr,1993,49.33307
cmr,1994,61.66983
cmr,1995,57.95584
cmr,1996,65.23777
cmr,1997,86.65218
cmr,1998,92.13507
cmr,1999,79.61976
cmr,2000,100
cmr,2001,128.65735
cmr,2002,128.72892
cmr,2003,139.22509
cmr,2004,139.61049
cmr,2005,137.17441
cmr,2006,143.0459
cmr,2007,193.87493
cmr,2008,203.38195
cmr,2009,174.18367
cmr,2010,184.35109
cmr,2011,217.48546
cmr,2012,209.71936
cmr,2013,219.81206
cmr,2014,256.69605
cmr,2015,237.17404
cmr,2016,213.1454
cmr,2017,188.56005
cmr,2018,207.24053
cmr,2019,210.69431
cmr,2020,198.83019
cod,1980,34.77803
cod,1981,37.00665
cod,1982,31.72507
cod,1983,38.4256
cod,1984,51.41321
cod,1985,65.47994
cod,1986,62.92454
cod,1987,94.17636
cod,1988,87.39076
cod,1989,114.80885
cod,1990,64.37522
cod,1991,55.99571
cod,1992,37.7984
cod,1993,23.72947
cod,1994,16.23286
cod,1995,30.07821
cod,1996,29.15173
cod,1997,34.75194
cod,1998,28.22817
cod,1999,100.04966
cod,2000,100
cod,2001,118.59806
cod,2002,164.82906
cod,2003,211.51319
cod,2004,266.11249
cod,2005,321.709
cod,2006,321.86276
cod,2007,337.39607
cod,2008,376.63386
cod,2009,366.00341
cod,2010,392.13665
cod,2011,413.14065
cod,2012,465.20056
cod,2013,485.58787
cod,2014,555.4843
cod,2015,545.9875
cod,2016,429.57747
cod,2017,508.11179
cod,2018,655.26432
cod,2019,740.79266
cod,2020,553.05364
cog,1980,82.68046
cog,1981,66.69842
cog,1982,167.51901
cog,1983,151.07063
cog,1984,151.59048
cog,1985,123.01193
cog,1986,115.91259
cog,1987,163.08608
cog,1988,185.28638
cog,1989,180.01923
cog,1990,74.21003
cog,1991,72.28933
cog,1992,53.5016
cog,1993,105.70484
cog,1994,78.81231
cog,1995,76.12792
cog,1996,180.74359
cog,1997,117.77368
cog,1998,76.10685
cog,1999,110.34898
cog,2000,100
cog,2001,147.71893
cog,2002,146.80578
cog,2003,170.34196
cog,2004,184.85723
cog,2005,238.29292
cog,2006,351.09947
cog,2007,621.10824
cog,2008,487.35796
cog,2009,586.83016
cog,2010,533.05882
cog,2011,797.94643
cog,2012,820.14685
cog,2013,1091.00884
cog,2014,1323.12579
cog,2015,1448.52698
cog,2016,1643.56634
cog,2017,652.26154
cog,2018,485.61711
cog,2019,319.89394
cog,2020,260.18332
col,1980,54.75555
col,1981,57.78497
col,1982,58.62989
col,1983,56.59852
col,1984,54.13499
col,1985,47.2194
col,1986,46.47966
col,1987,46.81921
col,1988,49.25871
col,1989,46.63182
col,1990,50.45928
col,1991,46.72339
col,1992,59.44612
col,1993,91.61703
col,1994,105.08379
col,1995,113.25938
col,1996,109.80345
col,1997,122.26559
col,1998,123.13458
col,1999,93.30487
col,2000,100
col,2001,119.91603
col,2002,123.006
col,2003,134.07032
col,2004,157.38625
col,2005,192.50337
col,2006,224.00921
col,2007,263.27429
col,2008,276.01829
col,2009,247.95824
col,2010,300.46738
col,2011,365.68192
col,2012,390.71481
col,2013,393.56826
col,2014,434.65551
col,2015,424.10859
col,2016,398.69953
col,2017,403.78067
col,2018,425.99773
col,2019,462.92313
col,2020,401.62907
com,1980,32.35882
com,1981,42.03509
com,1982,45.8335
com,1983,48.27248
com,1984,65.65485
com,1985,53.35419
com,1986,43.38075
com,1987,48.96569
com,1988,48.04956
com,1989,40.52411
com,1990,40.27949
com,1991,45.9185
com,1992,52.34778
com,1993,48.00441
com,1994,41.59972
com,1995,54.68016
com,1996,50.47771
com,1997,57.52202
com,1998,53.06679
com,1999,93.28836
com,2000,100
com,2001,121.02191
com,2002,126.27306
com,2003,159.29779
com,2004,178.96539
com,2005,195.80767
com,2006,218.08782
com,2007,243.41251
com,2008,265.88065
com,2009,331.37713
com,2010,352.70541
com,2011,372.80815
com,2012,372.01749
com,2013,397.38832
com,2014,394.21479
com,2015,327.94056
com,2016,346.9693
com,2017,391.64027
com,2018,363.04983
com,2019,400.24754
com,2020,415.52116
cpv,1980,37.80826
cpv,1981,42.79183
cpv,1982,54.54463
cpv,1983,66.5526
cpv,1984,73.05291
cpv,1985,66.85547
cpv,1986,62.89347
cpv,1987,49.66253
cpv,1988,49.65981
cpv,1989,54.5968
cpv,1990,57.82294
cpv,1991,61.31405
cpv,1992,69.23205
cpv,1993,62.60923
cpv,1994,80.43796
cpv,1995,87.114
cpv,1996,82.20472
cpv,1997,86.0509
cpv,1998,84.09921
cpv,1999,91.53393
cpv,2000,100
cpv,2001,103.00059
cpv,2002,122.37742
cpv,2003,143.75783
cpv,2004,161.60234
cpv,2005,151.62792
cpv,2006,172.08698
cpv,2007,214.25781
cpv,2008,210.69984
cpv,2009,201.17415
cpv,2010,196.17076
cpv,2011,213.84381
cpv,2012,174.25683
cpv,2013,166.25003
cpv,2014,178.89835
cpv,2015,161.36182
cpv,2016,185.75415
cpv,2017,211.87623
cpv,2018,208.83308
cpv,2019,206.00404
cpv,2020,186.33325
cri,1980,23.63929
cri,1981,16.74053
cri,1982,12.88484
cri,1983,14.58694
