geo,time,sl_tlf_cact_fe_ne_zs
mus,2018,45.19
mus,2019,45.94
mus,2020,58.27
mwi,1975,62.1
mwi,1983,86.21
mwi,1987,75.33
mwi,1998,75.48
mwi,2004,88.1
mwi,2005,78.08
mwi,2011,68.73
mwi,2013,72.91
mwi,2017,40.91
mwi,2020,41.3
mys,1980,40.07
mys,1982,44.48
mys,1983,45.73
mys,1984,45.17
mys,1985,45.9
mys,1986,46.41
mys,1987,47.49
mys,1988,47.52
mys,1989,46.72
mys,1990,47.76
mys,1991,35.09
mys,1992,46.94
mys,1993,46.52
mys,1995,44.68
mys,1996,46.76
mys,1997,45.95
mys,1998,44.39
mys,1999,44.67
mys,2000,47.57
mys,2001,46.83
mys,2002,46.69
mys,2003,47.73
mys,2004,47.24
mys,2005,45.93
mys,2011,48.03
mys,2014,53.68
mys,2015,54.1
mys,2016,54.31
mys,2017,54.73
mys,2018,55.23
mys,2019,55.62
mys,2020,55.35
nam,1960,24.87
nam,1991,49.04
nam,1994,48.18
nam,1997,46.92
nam,2000,47.53
nam,2001,49.33
nam,2004,40.8
nam,2008,49.9
nam,2010,55.1
nam,2012,53.15
nam,2013,58.65
nam,2014,57.21
nam,2016,55.62
nam,2018,55.42
ncl,1963,33.8
ncl,1969,25.97
ncl,1996,42.08
ncl,2009,61.26
ncl,2014,58.91
ner,1960,6.11
ner,1977,7.2
ner,1988,21.81
ner,2001,39.34
ner,2005,39.02
ner,2011,69.19
ner,2012,20.26
ner,2014,62.97
ner,2017,15.06
nga,1963,27.69
nga,1983,36.68
nga,1986,37.21
nga,1991,40.3
nga,2004,48.45
nga,2011,56.9
nga,2013,51.78
nga,2019,52.14
nic,1963,22.06
nic,1971,20.6
nic,1977,31.89
nic,1980,13.26
nic,1989,38.23
nic,1990,39.77
nic,1991,39.69
nic,1995,33.42
nic,1996,33.74
nic,1998,34.3
nic,1999,34.61
nic,2000,44.5
nic,2001,42.04
nic,2003,46.4
nic,2004,44.6
nic,2005,44.8
nic,2006,43.48
nic,2007,42.2
nic,2008,43.7
nic,2012,66.68
nic,2013,64.76
nic,2014,48.05
nld,1960,22.62
nld,1977,27.93
nld,1979,29.4
nld,1980,29.15
nld,1981,30.64
nld,1982,33.36
nld,1983,34.01
nld,1985,34.79
nld,1986,35.87
nld,1987,41.46
nld,1988,41.8
nld,1989,42.25
nld,1990,43.89
nld,1991,44.8
nld,1992,46.11
nld,1993,46.56
nld,1994,47.7
nld,1995,48.3
nld,1996,49.29
nld,1997,50.64
nld,1998,51.47
nld,1999,53.05
nld,2000,54.14
nld,2001,55.1
nld,2002,55.88
nld,2003,56.47
nld,2004,56.93
nld,2005,55.62
nld,2006,56.14
nld,2007,57.4
nld,2008,58.34
nld,2009,58.79
nld,2010,58.7
nld,2011,58.76
nld,2012,59.29
nld,2013,59.24
nld,2014,58.45
nld,2015,58.8
nld,2016,58.68
nld,2017,58.8
nld,2018,59.1
nld,2019,59.81
nld,2020,59.88
nld_curacao,2018,52.16
nld_curacao,2020,54.01
nor,1960,23.82
nor,1970,27.69
nor,1980,55.22
nor,1981,56.37
nor,1982,56.45
nor,1983,57.63
nor,1984,58.14
nor,1985,59.55
nor,1986,62.31
nor,1987,63.84
nor,1988,63.74
nor,1989,62.41
nor,1990,62.38
nor,1991,62.33
nor,1992,62.23
nor,1993,62.25
nor,1994,62.69
nor,1995,64.54
nor,1996,66.11
nor,1997,67.75
nor,1998,69.18
nor,1999,69.24
nor,2000,69.21
nor,2001,69.5
nor,2002,70.48
nor,2003,69.11
nor,2004,69.09
nor,2005,68.52
nor,2006,68.26
nor,2007,69.39
nor,2008,70.6
nor,2009,69.74
nor,2010,68.64
nor,2011,68.63
nor,2012,68.45
nor,2013,68.33
nor,2014,62.82
nor,2015,62.25
nor,2016,62.06
nor,2017,61.44
nor,2018,61.76
nor,2019,62.12
nor,2020,62
npl,1961,59.61
npl,1971,34.27
npl,1981,45.17
npl,1991,48.73
npl,1996,66.5
npl,1999,81.88
npl,2003,94
npl,2008,79.6
npl,2013,77.5
npl,2014,79.7
npl,2015,79.8
npl,2017,26.32
nru,1966,18.52
nru,2002,69.57
nru,2011,49.29
nru,2013,56.15
nzl,1986,54.62
nzl,1987,54.84
nzl,1988,54.19
nzl,1989,52.98
nzl,1990,53.96
nzl,1991,54.28
nzl,1992,54.01
nzl,1993,53.92
nzl,1994,55.05
nzl,1995,55.81
nzl,1996,57.17
nzl,1997,57.07
nzl,1998,56.97
nzl,1999,57.27
nzl,2000,57.41
nzl,2001,58.27
nzl,2002,58.98
nzl,2003,59.3
nzl,2004,59.78
nzl,2005,60.79
nzl,2006,61.29
nzl,2007,61.67
nzl,2008,61.94
nzl,2009,61.85
nzl,2010,61.59
nzl,2011,62.01
nzl,2012,62.08
nzl,2013,62.46
nzl,2014,63.39
nzl,2015,63.41
nzl,2016,64.63
nzl,2017,65.52
nzl,2018,65.74
nzl,2019,65.81
nzl,2020,65.17
omn,2000,12.7
omn,2003,24.61
omn,2008,24.87
omn,2013,20.48
omn,2016,29.75
omn,2018,35.6
omn,2020,38.74
pak,1961,6.14
pak,1972,5.44
pak,1976,7.08
pak,1977,7.08
pak,1978,7.04
pak,1979,7.05
pak,1980,7.04
pak,1981,12.58
pak,1982,12.58
pak,1983,11.32
pak,1984,11.29
pak,1985,9.16
pak,1986,9.6
pak,1988,11.31
pak,1989,23.1
pak,1990,11.31
pak,1991,13.96
pak,1992,13.96
pak,1993,14.32
pak,1994,14.73
pak,1995,12.67
pak,1997,14.97
pak,1998,15.27
pak,2000,16.26
pak,2002,16.24
pak,2004,17.96
pak,2006,19.08
pak,2007,19.47
pak,2008,19.98
pak,2009,21.05
pak,2010,22.07
pak,2011,22.38
pak,2013,22.88
pak,2014,23.22
pak,2015,24.22
pak,2018,21.86
pak,2019,23.52
pan,1960,24.72
pan,1970,30.28
pan,1979,34.89
pan,1980,29.08
pan,1983,33.53
pan,1984,34.09
pan,1985,37.42
pan,1986,34.74
pan,1988,35.9
pan,1989,37.92
pan,1990,32.24
pan,1991,38.23
pan,1993,40.62
pan,1994,41.44
pan,1995,42.54
pan,1997,43.13
pan,1998,42.52
pan,1999,43.21
pan,2000,40.9
pan,2001,39.4
pan,2002,45.85
pan,2003,46.36
pan,2004,46.47
pan,2005,47.25
pan,2006,45.64
pan,2007,46.17
pan,2008,47.28
pan,2009,48.27
pan,2010,47.07
pan,2011,45.57
pan,2012,47.87
pan,2013,49.16
pan,2014,49.63
pan,2015,50.3
pan,2016,50.64
pan,2017,50.73
pan,2018,52.36
pan,2019,54.54
pan,2020,53.18
pan,2021,46.71
per,1961,22.37
per,1972,19.96
per,1979,31.2
per,1980,31.29
per,1981,25.29
per,1982,31.48
per,1984,39.75
per,1986,49.79
per,1987,48.38
per,1989,48.18
per,1990,47.8
per,1991,43.55
per,1992,43.8
per,1993,29.75
per,1994,46.47
per,1995,49.48
per,1997,54.61
per,1998,55.52
per,1999,58.09
per,2000,53.98
per,2001,58.95
per,2002,68.36
per,2003,61.81
per,2004,66.94
per,2005,64.29
per,2006,67.54
per,2007,70.11
per,2008,70.26
per,2009,70.54
per,2010,72
per,2011,71.18
per,2012,70.86
per,2013,70.15
per,2014,69.24
per,2015,67.59
per,2016,67.66
per,2017,69.35
per,2018,69.81
per,2019,69.99
per,2020,56.87
phl,1960,27.21
phl,1970,34
phl,1975,24.47
phl,1976,26.1
phl,1978,46.8
phl,1980,13.65
phl,1983,50.09
phl,1985,47.95
phl,1987,48.28
phl,1988,47.92
phl,1989,47.35
phl,1990,47.53
phl,1991,47.05
phl,1992,47.83
phl,1993,47.8
phl,1994,47.32
phl,1995,49.04
phl,1996,48.96
phl,1997,48.93
phl,1998,49.29
phl,1999,49.95
phl,2000,48.37
phl,2001,47.61
phl,2002,51.7
phl,2003,46.93
phl,2004,46.6
phl,2005,47.34
phl,2006,47.48
phl,2007,47.48
phl,2008,46.95
phl,2009,47.75
phl,2010,48
phl,2011,48.83
phl,2012,48.36
phl,2013,48.25
phl,2014,49.03
phl,2015,48.57
phl,2016,48.07
phl,2017,44.92
phl,2018,45.39
phl,2019,46.42
phl,2020,42.53
plw,1995,59.51
plw,2000,48.98
plw,2005,58.1
plw,2014,55.56
png,1966,91.99
png,1971,57.37
png,2000,71.34
png,2010,47.68
pol,1960,58.57
pol,1970,62.01
pol,1978,58.7
pol,1988,56.97
pol,1992,62.59
pol,1993,62.13
pol,1994,62.09
pol,1995,61.02
pol,1996,60.5
pol,1997,49.98
pol,1998,49.74
pol,1999,49.41
pol,2000,50.11
pol,2001,50.31
pol,2002,49.02
pol,2003,48.01
pol,2004,47.38
pol,2005,47.68
pol,2006,46.6
pol,2007,46.26
pol,2008,46.61
pol,2009,47.27
pol,2010,47.59
pol,2011,47.75
pol,2012,48.14
pol,2013,48.16
pol,2014,48.5
pol,2015,48.43
pol,2016,48.34
pol,2017,48.43
pol,2018,48.46
pol,2019,48.16
pol,2020,47.9
pri,1960,20
pri,1970,23.72
pri,1976,26.85
pri,1977,27.71
pri,1978,27.84
pri,1979,27.86
pri,1980,28.09
pri,1981,28.47
pri,1982,28.31
pri,1983,26.77
pri,1984,26.82
pri,1985,28.16
pri,1986,28.11
pri,1987,29.27
pri,1988,31.7
pri,1990,30.91
pri,1991,31.22
pri,1992,32.11
pri,1993,34.2
pri,1995,33.66
pri,1996,34.25
pri,1997,35.17
pri,1998,35.12
pri,1999,36.67
pri,2000,34.9
pri,2002,36.26
pri,2003,37.01
pri,2004,36.56
pri,2005,37.87
pri,2006,38.24
pri,2007,37.09
pri,2008,36.5
pri,2010,34.1
pri,2011,33.3
pri,2012,33.5
pri,2015,31.93
prt,1960,16.97
prt,1970,24.6
prt,1978,44.68
prt,1979,46.94
prt,1980,46.31
prt,1981,46.96
prt,1982,46.52
prt,1984,47.27
prt,1985,46.18
prt,1986,45.48
prt,1987,46.3
prt,1988,46.6
prt,1989,47.16
prt,1990,47.52
prt,1991,49.9
prt,1992,49.46
prt,1993,49.49
prt,1994,49.58
prt,1995,49.48
prt,1996,49.34
prt,1997,49.44
prt,1998,51.9
prt,1999,52.31
prt,2000,52.74
prt,2001,53.45
prt,2002,54.08
prt,2003,54.77
prt,2004,54.31
prt,2005,55.29
prt,2006,55.54
prt,2007,55.97
prt,2008,55.83
prt,2009,55.65
prt,2010,55.87
prt,2011,54.64
prt,2012,54.7
prt,2013,54.15
prt,2014,53.82
prt,2015,53.75
prt,2016,53.51
prt,2017,54.07
prt,2018,54.48
prt,2019,54.78
prt,2020,53.62
pry,1962,24.75
pry,1972,22.95
pry,1982,21.91
pry,1989,53.38
pry,1990,50.78
pry,1991,48.16
pry,1992,50.69
pry,1993,52.88
pry,1994,52.75
pry,1995,63.2
pry,1996,57.7
pry,1998,48.13
pry,1999,47.79
pry,2000,53.5
pry,2001,52.57
pry,2002,51.89
pry,2003,51.73
pry,2004,57.02
pry,2005,55.76
pry,2006,51.25
pry,2007,54.28
pry,2008,53.87
pry,2009,55.19
pry,2010,53.03
pry,2011,54.68
pry,2012,59.91
pry,2013,57.89
pry,2014,54.67
pry,2015,55.13
pry,2016,56.53
pry,2017,56.85
pry,2018,59.46
pry,2019,60.35
pry,2020,57.26
pse,2000,12.3
pse,2001,9.94
pse,2002,9.95
pse,2003,12.35
pse,2004,12.69
pse,2005,12.59
pse,2006,13.3
pse,2007,14.83
pse,2008,14.52
pse,2009,14.38
pse,2010,13.83
pse,2011,15.39
pse,2012,15.92
pse,2013,15.57
pse,2014,16.29
pse,2015,17.69
pse,2016,17.12
pse,2017,17.34
pse,2018,17.34
pse,2019,18.04
pse,2020,16.12
pyf,1962,28.83
pyf,1967,19
pyf,1983,33.74
pyf,1988,48.53
pyf,1996,48.23
pyf,2002,47.58
pyf,2007,47.21
pyf,2012,49.09
qat,1986,27.5
qat,1997,33.44
qat,2004,40.6
qat,2007,49.35
qat,2009,49.13
qat,2010,52.21
qat,2011,52.12
qat,2012,52.4
qat,2013,48.6
qat,2014,54.98
qat,2015,57.85
qat,2016,60.39
qat,2017,58.43
qat,2018,57.9
qat,2019,57.94
qat,2020,58.4
rou,1966,63.86
rou,1977,59.7
rou,1992,51.62
rou,1995,60.45
rou,1996,57.39
rou,1997,59.7
rou,1998,58.61
rou,1999,58.69
rou,2000,58.22
rou,2001,57.12
rou,2002,51.3
rou,2003,49.07
rou,2004,48.71
rou,2005,46.87
rou,2006,47.84
rou,2007,47.46
rou,2008,46.81
rou,2009,46.63
rou,2010,46.18
rou,2011,46.09
rou,2012,46.24
rou,2013,45.98
rou,2014,46.16
rou,2015,45.22
rou,2016,44.43
rou,2017,45.89
rou,2018,45.63
rou,2019,45.56
rou,2020,45.33
rus,1989,60.95
rus,1992,64.07
rus,1993,61.56
rus,1994,59.06
rus,1995,58.3
rus,1996,57.24
rus,1997,55.93
rus,1998,55.05
rus,1999,59.71
rus,2000,60.03
rus,2001,58.92
rus,2002,60.07
rus,2003,60.04
rus,2004,60.83
rus,2005,61.46
rus,2006,61.96
rus,2007,62.41
rus,2008,62.23
rus,2009,62.54
rus,2010,62.27
rus,2011,63.01
rus,2012,63.27
rus,2013,63.02
rus,2014,63.34
rus,2015,63.45
rus,2016,63.83
rus,2017,55.65
rus,2018,55.86
rus,2019,55.31
rus,2020,55.12
rwa,1978,92.35
rwa,1989,47.96
rwa,1996,85.09
rwa,2000,87.2
rwa,2002,77.36
rwa,2005,84.6
rwa,2012,71.75
rwa,2014,83.72
rwa,2017,44.28
rwa,2018,44.19
rwa,2019,43.76
rwa,2020,47.1
sau,1992,14.49
sau,1999,16.84
sau,2000,15.91
sau,2001,15.54
sau,2002,15.51
sau,2006,18.57
sau,2007,18.14
sau,2008,17.79
sau,2009,17.39
sau,2011,19.76
sau,2012,20.29
sau,2013,20.07
sau,2014,20.4
sau,2015,21.39
sau,2016,22.23
sau,2017,20.09
sau,2018,22
sau,2019,24.56
sau,2020,29.51
sdn,1973,21.61
sdn,1983,31.03
sdn,1990,23.62
sdn,1993,25.94
sdn,1996,29.1
sdn,2008,31.4
sdn,2009,23
sdn,2011,28.33
sen,1988,24.26
sen,1991,54.5
sen,2006,33.94
sen,2011,44.33
sen,2015,34.5
sen,2016,39.34
sen,2017,36.21
sen,2018,37.95
sen,2019,37.48
sgp,1970,29.54
sgp,1975,34.87
sgp,1976,36.43
sgp,1977,37.93
sgp,1978,40.14
sgp,1979,41.88
sgp,1980,44.29
sgp,1982,45.21
sgp,1983,45.68
sgp,1984,45.85
sgp,1985,44.86
sgp,1986,45.62
sgp,1987,46.95
sgp,1988,47.79
sgp,1989,48.43
sgp,1991,37.88
sgp,1992,42.53
sgp,1993,41.37
sgp,1994,41.69
sgp,1995,40.1
sgp,1996,41
sgp,1997,40.07
sgp,1998,39.1
sgp,2005,52
sgp,2012,57.69
sgp,2013,58.1
sgp,2014,58.64
sgp,2015,60.42
sgp,2016,60.38
sgp,2017,59.82
sgp,2018,60.2
sgp,2019,61.12
sgp,2020,61.17
slb,2009,62.23
slb,2013,83.9
sle,1963,44.98
sle,2003,64.66
sle,2004,65.93
sle,2014,56.34
sle,2018,51.58
slv,1961,18.85
slv,1971,24.52
slv,1975,17.63
slv,1978,34.87
slv,1979,37.72
slv,1980,38.71
slv,1990,50.96
slv,1991,49.69
slv,1992,40.46
slv,1993,42.2
slv,1994,43.59
slv,1995,41.76
slv,1996,40.58
slv,1997,40.77
slv,1998,44.69
slv,1999,44.5
slv,2000,44.3
slv,2001,44.5
slv,2002,43.93
slv,2003,45.82
slv,2004,44.14
slv,2005,44.7
slv,2006,45.83
slv,2007,45.86
slv,2008,47.28
slv,2009,47.59
slv,2010,46.79
slv,2011,46.57
slv,2012,47.38
slv,2013,48.61
slv,2014,47.02
slv,2015,45.98
slv,2016,46.53
slv,2017,45.74
slv,2018,45.49
slv,2019,46.31
slv,2020,45.99
smr,1976,40.4
smr,1985,49.43
smr,1986,50.53
smr,1987,50.86
smr,1988,51.39
smr,1989,50.97
smr,1990,51.54
smr,1991,52.07
smr,1992,53.17
smr,1993,54.23
smr,1995,54.56
smr,1996,55.42
smr,1997,55.96
smr,1998,56.45
smr,1999,57.32
smr,2001,54.24
smr,2002,54.45
smr,2003,53.8
smr,2015,60
smr,2019,87.51
som,2019,20.28
srb,2004,47
srb,2005,44.6
srb,2006,42.53
srb,2007,42.82
srb,2008,43.39
srb,2009,41.36
srb,2010,39.04
srb,2011,37.99
srb,2012,38.3
srb,2013,40.45
srb,2014,43.82
srb,2015,43.46
srb,2016,45.44
srb,2017,46.29
srb,2018,46.69
srb,2019,47.1
srb,2020,46.51
ssd,2008,71.58
stp,1981,36.87
stp,1991,36.75
stp,2000,33.5
stp,2006,28.76
sur,1964,19
sur,1980,20.56
sur,1987,38.83
sur,1989,36.56
sur,1990,43.93
sur,1992,38.56
sur,1993,31.69
sur,1994,33.67
sur,1995,32.64
sur,1999,33.14
sur,2009,50.03
sur,2010,47.67
sur,2011,49.34
sur,2012,49.96
sur,2013,48.35
sur,2014,50.42
sur,2015,47.65
sur,2016,45.34
svk,1991,59.7
svk,1993,55.12
svk,1994,51.36
svk,1995,51.49
svk,1996,52.27
svk,1997,51.77
svk,1998,51.17
svk,1999,51.65
svk,2000,52.29
svk,2001,52.89
svk,2002,52.39
svk,2003,52.67
svk,2004,52.57
svk,2005,51.31
svk,2006,50.72
svk,2007,50.6
svk,2008,51
svk,2009,50.3
svk,2010,50.81
svk,2011,50.14
svk,2012,50.68
svk,2013,51.03
svk,2014,51.08
svk,2015,51.95
svk,2016,52.55
svk,2017,52.67
svk,2018,52.28
svk,2019,52.3
svk,2020,51.92
svn,1991,54.06
svn,1993,46.79
svn,1994,51.3
svn,1995,52.13
svn,1996,51.23
svn,1997,52.36
svn,1998,53.38
svn,1999,51.45
svn,2000,51.42
svn,2001,51.13
svn,2002,51.9
svn,2003,50.18
svn,2004,52.83
svn,2005,52.9
svn,2006,53.27
svn,2007,53.33
svn,2008,53.54
svn,2009,53.62
svn,2010,53.25
svn,2011,52.33
svn,2012,52.23
svn,2013,51.6
svn,2014,52.22
svn,2015,51.89
svn,2016,52.01
svn,2017,53.81
svn,2018,53.75
svn,2019,53.23
svn,2020,53.18
swe,1965,37.34
swe,1975,53.08
swe,1976,53.6
swe,1982,66.23
swe,1983,66.82
swe,1984,67.44
swe,1985,68.08
swe,1986,80.55
swe,1987,81.15
swe,1989,82.22
swe,1990,71.25
swe,1991,70.63
swe,1992,69.26
swe,1993,67.64
swe,1994,66.76
swe,1995,66.18
swe,1996,57.37
swe,1997,56.46
swe,1998,54.99
swe,1999,56.42
swe,2000,56.46
swe,2001,58.62
swe,2002,58.72
swe,2003,58.91
swe,2004,58.56
swe,2005,58.77
swe,2006,59.24
swe,2007,59.68
swe,2008,59.8
swe,2009,59.39
swe,2010,67.11
swe,2011,67.86
swe,2012,68.26
swe,2013,68.68
swe,2014,69.11
swe,2015,69.5
swe,2016,69.67
swe,2017,70.22
swe,2018,70.64
swe,2019,71.04
swe,2020,70.39
swz,1966,50.03
swz,1976,28.17
swz,1986,27.66
swz,1997,31.9
swz,2016,47.13
syc,1960,54.17
syc,1971,41.79
syc,1977,51.03
syc,1994,59.14
syc,2011,61.91
syc,2014,66.85
syc,2015,67.23
syc,2016,66.21
syc,2017,66.86
syc,2018,66.36
syc,2019,63.36
syc,2020,64.29
syr,1960,7.88
syr,1970,8.63
syr,1981,7.14
syr,1983,11.89
syr,1984,12.09
syr,1989,8.25
syr,1991,10.24
syr,1993,19.5
syr,1995,20.15
syr,1997,11.3
syr,1998,16.71
syr,1999,20
syr,2000,20.63
syr,2001,21.32
syr,2002,23.46
syr,2003,18.84
syr,2006,14.96
syr,2007,14.08
syr,2008,14.72
syr,2009,13.01
syr,2010,12.94
syr,2011,14.8
tca,1960,48.97
tca,1970,17.79
tca,1980,54.44
tcd,1972,14.68
tcd,1980,25.29
tcd,1988,25.29
tcd,1993,64.73
tcd,2018,49.29
tgo,1960,38.91
tgo,1970,30.88
tgo,1980,54.71
tgo,1981,50.7
tgo,2006,81.07
tgo,2011,76.4
tgo,2015,61.24
tgo,2017,55.92
tha,1976,43.68
tha,1978,75.32
tha,1979,72.01
tha,1980,76.59
tha,1982,78.38
tha,1984,76.33
tha,1987,76.16
tha,1988,76.5
tha,1989,76.82
tha,1990,76.29
tha,1994,65.16
tha,1996,66.94
tha,1997,67.44
tha,1998,65.79
tha,1999,64.18
tha,2000,64.89
tha,2001,65.04
tha,2003,65.04
tha,2004,65.13
tha,2005,66.3
tha,2006,65.11
tha,2007,65.95
tha,2008,65.75
tha,2009,64.66
tha,2010,63.67
tha,2011,65.9
tha,2012,65.28
tha,2013,62.07
tha,2014,61.53
tha,2015,61.1
tha,2016,60.18
tha,2017,59.39
tha,2018,59.65
tha,2019,59.01
tha,2020,59.19
tjk,1996,28.17
tjk,2003,44.38
tjk,2004,52.25
tjk,2009,29.2
tjk,2016,32.64
tls,2001,39.16
tls,2004,54.8
tls,2010,26.8
tls,2013,21.31
tls,2016,61.37
ton,1966,5.38
ton,1976,13.5
ton,1984,18.72
ton,1986,17.94
ton,1990,36.05
ton,1994,45.36
ton,2003,34.2
ton,2018,38.37
tto,1960,30.61
tto,1970,25.6
tto,1971,19.71
tto,1974,23.09
tto,1978,23.79
tto,1979,37.31
tto,1980,30.28
tto,1981,37.42
tto,1983,38.29
tto,1985,39.54
tto,1986,38.96
tto,1987,39.61
tto,1988,42.27
tto,1989,41.18
tto,1990,37.87
tto,1991,45.05
tto,1993,43.46
tto,1995,44.95
tto,1996,46.8
tto,1998,46.96
tto,1999,46.61
tto,2000,47.02
tto,2002,47.46
tto,2005,52.4
tto,2006,53.14
tto,2007,51.73
tto,2008,52.55
tto,2009,51.1
tto,2010,49.66
tto,2011,48.37
tto,2012,50.79
tto,2013,50.42
tto,2014,51.22
tto,2015,49.37
tto,2016,49.6
tun,1966,5.52
tun,1975,19.49
tun,1980,19.48
tun,1984,21.88
tun,1989,20.32
tun,1994,22.88
tun,1997,23.67
tun,2003,17.5
tun,2005,23.62
tun,2006,24.39
tun,2007,24.49
tun,2008,24.73
tun,2009,24.8
tun,2010,24.85
tun,2011,24.88
tun,2012,25.77
tun,2013,25.58
tun,2015,26.03
tun,2016,26.6
tun,2017,26.49
tur,1960,65.44
tur,1965,56.68
tur,1970,50.87
tur,1975,47.41
tur,1980,46.23
tur,1985,44.27
tur,1988,36.01
tur,1989,37.36
tur,1990,34.15
tur,1991,34.14
tur,1992,32.72
tur,1993,26.79
tur,1994,31.28
tur,1995,30.92
tur,1996,30.57
tur,1997,28.81
tur,1998,29.26
tur,1999,29.99
tur,2000,26.57
tur,2001,27.14
tur,2002,27.91
tur,2003,26.58
tur,2004,23.34
tur,2005,23.29
tur,2006,23.07
tur,2007,23.14
tur,2008,24.02
tur,2009,25.52
tur,2010,27.11
tur,2011,28.42
tur,2012,29.04
tur,2013,30.3
tur,2014,30.24
tur,2015,31.41
tur,2016,32.42
tur,2017,33.53
tur,2018,34.13
tur,2019,34.31
tur,2020,30.84
tuv,2002,47.01
tuv,2016,38.34
tza,1978,82.12
tza,2001,84.41
tza,2006,87.15
tza,2011,80.88
tza,2012,80.06
tza,2013,73.96
tza,2014,80.13
uga,1991,62.02
uga,2002,81.9
uga,2003,37.38
uga,2005,75.58
uga,2009,84.33
uga,2012,65.72
uga,2013,83.75
uga,2017,41.42
ukr,1970,47.31
ukr,1979,48.79
ukr,1989,53.52
ukr,1995,64.9
ukr,1998,64.37
ukr,1999,54.03
ukr,2001,58.01
ukr,2002,58.07
ukr,2003,57.88
ukr,2004,57.65
ukr,2005,57.03
ukr,2006,56.77
ukr,2007,57.11
ukr,2008,57.55
ukr,2009,58.12
ukr,2011,58.5
ukr,2012,58.6
ukr,2014,56.13
ukr,2015,56.2
ukr,2016,55.89
ukr,2017,55.67
ukr,2018,56.75
ukr,2019,49.24
ukr,2020,48.13
ury,1963,27.14
ury,1975,29.31
ury,1984,40.87
ury,1985,32.51
ury,1990,37.88
ury,1991,43.78
ury,1992,44.95
ury,1993,43.97
ury,1994,45.46
ury,1995,46.72
ury,1996,47.11
ury,1998,49.63
ury,1999,48.8
ury,2000,49.34
ury,2001,51.63
ury,2002,49.97
ury,2003,49.68
ury,2004,49.44
ury,2005,50.25
ury,2006,51.91
ury,2007,53.78
ury,2008,54.74
ury,2009,55.39
ury,2010,55.08
ury,2011,56.9
ury,2012,56.62
ury,2013,55.43
ury,2014,56.93
ury,2015,56.31
ury,2016,56.35
ury,2017,56.07
ury,2018,55.96
ury,2019,55.89
ury,2020,54.07
usa,1960,37.7
usa,1961,38.1
usa,1962,37.9
usa,1963,38.3
usa,1964,38.7
usa,1965,39.3
usa,1966,40.3
usa,1967,41.1
usa,1968,41.6
usa,1969,42.7
usa,1970,43.3
usa,1971,43.4
usa,1972,43.9
usa,1973,44.7
usa,1974,45.7
usa,1975,46.3
usa,1976,47.3
usa,1977,48.4
usa,1978,50
usa,1979,50.9
usa,1980,51.5
usa,1981,52.1
usa,1982,52.6
usa,1983,52.9
usa,1984,53.6
usa,1985,54.5
usa,1986,55.3
usa,1987,56
usa,1988,56.6
usa,1989,57.4
usa,1990,57.5
usa,1991,57.4
usa,1992,57.8
usa,1993,57.9
usa,1994,58.86
usa,1995,59.05
usa,1996,59.34
usa,1997,59.9
usa,1998,59.85
usa,1999,60.03
usa,2000,59.94
usa,2001,59.79
usa,2002,59.62
usa,2003,59.51
usa,2004,59.16
usa,2005,59.26
usa,2006,59.36
usa,2007,59.31
usa,2008,59.47
usa,2009,59.19
usa,2010,58.62
usa,2011,58.1
usa,2012,57.68
usa,2013,57.21
usa,2014,56.97
usa,2015,56.68
usa,2016,56.8
usa,2017,57.04
usa,2018,57.08
usa,2019,57.43
usa,2020,56.2
usa,2021,56.09
uzb,2002,32.74
uzb,2003,33.22
uzb,2004,37.2
uzb,2005,37.52
uzb,2006,38.12
uzb,2009,67.46
uzb,2010,66.57
uzb,2011,64.87
uzb,2012,65.29
uzb,2013,66.28
uzb,2014,67.09
uzb,2015,67.87
uzb,2016,68.58
uzb,2017,69.87
uzb,2019,67.6
uzb,2020,73.14
vct,1960,22.79
vct,1970,18.73
vct,1991,44.27
ven,1961,20.22
ven,1971,22.64
ven,1977,29.95
ven,1979,29.86
ven,1981,29.64
ven,1982,29.1
ven,1983,29.21
ven,1984,30.96
ven,1985,30.69
ven,1986,30.88
ven,1987,31.35
ven,1988,32.14
ven,1989,34.83
ven,1990,37.29
ven,1991,38.83
ven,1992,37.94
ven,1993,36.17
ven,1994,37.3
ven,1995,41.18
ven,1996,43.3
ven,1997,46.19
ven,1998,47.6
ven,2001,52.5
ven,2002,54.73
ven,2005,49.33
ven,2006,49.91
ven,2007,49.61
ven,2008,49.62
ven,2009,49.89
ven,2010,49.49
ven,2011,49.53
ven,2012,49.38
ven,2016,47.74
ven,2017,53.64
ven,2020,42.6
vgb,1960,10.25
vgb,1970,41.9
vgb,1980,58.23
vgb,1991,68.63
vgb,1994,60.33
vir,1960,24.56
vir,1970,31.5
vir,1980,52.46
vir,1990,59.47
vnm,1989,73.57
vnm,1996,72.6
vnm,1997,70.8
vnm,1998,70.3
vnm,1999,70.4
vnm,2000,68.8
vnm,2001,69.6
vnm,2002,69
vnm,2003,68.5
vnm,2004,67.6
vnm,2007,70.53
vnm,2009,71.49
vnm,2010,71.57
vnm,2011,71.57
vnm,2012,71.75
vnm,2013,72.65
vnm,2014,72.7
vnm,2015,72.49
vnm,2016,71.95
vnm,2017,71.44
vnm,2018,70.45
vnm,2019,63.8
vnm,2020,62.19
vut,1979,78.12
vut,1989,79.33
vut,1999,37.69
vut,2006,73.96
vut,2009,60.2
vut,2010,58.09
vut,2019,46.26
wsm,1961,9.54
