geo,time,ne_exp_gnfs_cn
bwa,2014,85098000000
bwa,2015,72762600000
bwa,2016,89791000000
bwa,2017,71524900000
bwa,2018,76835500000
bwa,2019,66721600000
bwa,2020,53628000000
caf,1960,6400000000
caf,1961,8000000000
caf,1962,7500001300
caf,1963,8000000000
caf,1964,9899999200
caf,1965,9999999000
caf,1966,11000000000
caf,1967,10600000000
caf,1968,16289711200
caf,1969,13361944000
caf,1970,16694137200
caf,1971,16529866500
caf,1972,14473771500
caf,1973,17297825000
caf,1974,18787255300
caf,1975,17147641000
caf,1976,23918130400
caf,1977,31412959200
caf,1978,32268665000
caf,1979,33439741200
caf,1980,42473079300
caf,1981,46035953100
caf,1982,54535121500
caf,1983,60614066100
caf,1984,65199060500
caf,1985,85513000000
caf,1986,70681000000
caf,1987,64407000000
caf,1988,66853000000
caf,1989,79923000000
caf,1990,66948000000
caf,1991,68336000000
caf,1992,63031000000
caf,1993,61918000000
caf,1994,110580000000
caf,1995,123714000000
caf,1996,110688000000
caf,1997,147146000000
caf,1998,129299000000
caf,1999,118298000000
caf,2000,132644000000
caf,2001,117196000000
caf,2002,110300000000
caf,2003,120800000000
caf,2004,93921000000
caf,2005,94263000000
caf,2006,109333192400
caf,2007,114840468900
caf,2008,97829181400
caf,2009,95688000000
caf,2010,123250000000
caf,2011,150825000000
caf,2012,148022000000
caf,2013,125092000000
caf,2014,156015000000
caf,2015,171119000000
caf,2016,160301000000
caf,2017,207691000000
caf,2018,232955000000
caf,2019,213519080400
caf,2020,224851159300
can,1961,7310000000
can,1962,7951000000
can,1963,8730000000
can,1964,10137000000
can,1965,10776000000
can,1966,12578000000
can,1967,14165000000
can,1968,16165000000
can,1969,17822000000
can,1970,20130000000
can,1971,21118000000
can,1972,23827000000
can,1973,29899000000
can,1974,37768000000
can,1975,38961000000
can,1976,44313000000
can,1977,51263000000
can,1978,61385000000
can,1979,75219000000
can,1980,88373000000
can,1981,97190000000
can,1982,97793000000
can,1983,105013000000
can,1984,129063000000
can,1985,137742000000
can,1986,142125000000
can,1987,149347000000
can,1988,163324000000
can,1989,168206000000
can,1990,174392000000
can,1991,170905000000
can,1992,188224000000
can,1993,217706000000
can,1994,259621000000
can,1995,300199000000
can,1996,318985000000
can,1997,345826000000
can,1998,376490000000
can,1999,421926000000
can,2000,488982000000
can,2001,481162000000
can,2002,478175000000
can,2003,462573000000
can,2004,498596000000
can,2005,523945000000
can,2006,529824000000
can,2007,540026000000
can,2008,569939000000
can,2009,448079000000
can,2010,485942000000
can,2011,544254000000
can,2012,554612000000
can,2013,576989000000
can,2014,633112000000
can,2015,633955000000
can,2016,638095000000
can,2017,673326000000
can,2018,721679000000
can,2019,737500000000
can,2020,647982000000
che,1970,45179090000
che,1971,48752663000
che,1972,54394347000
che,1973,61168929000
che,1974,69806332000
che,1975,66955077000
che,1976,72535934000
che,1977,81272180000
che,1978,80937632000
che,1979,85180300000
che,1980,95163495000
che,1981,106401035000
che,1982,103586152000
che,1983,103588886000
che,1984,121550402000
che,1985,130188518000
che,1986,125681533000
che,1987,122371101000
che,1988,133646085000
che,1989,152657015000
che,1990,152867216000
che,1991,153619639000
che,1992,160331634000
che,1993,164028266000
che,1994,165113549000
che,1995,167022399000
che,1996,172499043000
che,1997,198990349000
che,1998,202315617000
che,1999,209246940000
che,2000,242434256000
che,2001,242616426000
che,2002,233896326000
che,2003,232481802000
che,2004,257532419000
che,2005,280456282000
che,2006,313577360000
che,2007,362849952000
che,2008,388322932000
che,2009,349982491000
che,2010,405276236000
che,2011,422546435000
che,2012,437454742000
che,2013,471581258000
che,2014,429323273000
che,2015,421637216000
che,2016,450154408000
che,2017,451454631000
che,2018,475838856000
che,2019,476554513000
che,2020,440285400000
chl,1960,590269.83848
chl,1961,578288.76688
chl,1962,676293.68717
chl,1963,1115305.56288
chl,1964,1685408.68474
chl,1965,2560579.97876
chl,1966,3955514.21568
chl,1967,5024484.64196
chl,1968,6774553.48749
chl,1969,11584471.26391
chl,1970,14804753.86281
chl,1971,14391408.39306
chl,1972,23570460.6852
chl,1973,160350943.45322
chl,1974,1877007762.28012
chl,1975,9024242157.74409
chl,1976,32312144869.3375
chl,1977,59332534786.4865
chl,1978,100331956681.103
chl,1979,179720578823.289
chl,1980,245412455106.65601
chl,1981,209189186358.36401
chl,1982,239986660519.73199
chl,1983,375668451070.83295
chl,1984,440611866916.65698
chl,1985,747547582704.88892
chl,1986,995724649881.50403
chl,1987,1384051458372.71997
chl,1988,2071845513523.76001
chl,1989,2688582310794.33984
chl,1990,3280790381176.64941
chl,1991,4135698986400
chl,1992,4826698647300
chl,1993,5156643023200
chl,1994,6578489785400
chl,1995,8342145368600
chl,1996,8572770216293.04004
chl,1997,9429138007152.92188
chl,1998,9583000150670.18945
chl,1999,11002160052391.40039
chl,2000,12824899957714.19922
chl,2001,14601412326300.5
chl,2002,15760478960417.09961
chl,2003,18649640912326.19922
chl,2004,24069174296510.39844
chl,2005,27642686574562.19922
chl,2006,35947119931456.5
chl,2007,40878895009121.89844
chl,2008,38878283304948.09375
chl,2009,35813374557564.5
chl,2010,42089050595626.20312
chl,2011,46071887952935.39844
chl,2012,44340448547984.89844
chl,2013,44395415398674
chl,2014,49202393259874
chl,2015,46870947804749
chl,2016,47722448395687
chl,2017,51115079699494
chl,2018,54399067644562
chl,2019,55031599525651
chl,2020,63251383800105
chn,1960,6330000000
chn,1961,4770000000
chn,1962,4710000000
chn,1963,5000000000
chn,1964,5540000000
chn,1965,6310000000
chn,1966,6600000000
chn,1967,5880000000
chn,1968,5760000000
chn,1969,5980000000
chn,1970,5680000000
chn,1971,6850000000
chn,1972,8290000000
chn,1973,11690000000
chn,1974,13940000000
chn,1975,14300000000
chn,1976,13480000000
chn,1977,13970000000
chn,1978,16760000000
chn,1979,21170000000
chn,1980,27120000000
chn,1981,36760000000
chn,1982,59212326963.3978
chn,1983,57305954612.8557
chn,1984,69340054226.492
chn,1985,75856125625.41299
chn,1986,90398903382.12151
chn,1987,151964928438.60001
chn,1988,218329188463.79999
chn,1989,203482519840.60001
chn,1990,256948639151.60001
chn,1991,318814863600
chn,1992,425817938800
chn,1993,595824801000
chn,1994,901580187900
chn,1995,1101113498300
chn,1996,1287136907800
chn,1997,1553898472200
chn,1998,1562683388400
chn,1999,1644893240000
chn,2000,2095197555700
chn,2001,2251867913000
chn,2002,2756260127500
chn,2003,3707750466600
chn,2004,5026971872400
chn,2005,6336971811900
chn,2006,7907471047200
chn,2007,9570667075100
chn,2008,10408240812000
chn,2009,8625763949600
chn,2010,11203599089300
chn,2011,12963687105300
chn,2012,13729761433500
chn,2013,14586453355400
chn,2014,15130207785600
chn,2015,14709933416200
chn,2016,14617684515100
chn,2017,16384682363200
chn,2018,17569396117800
chn,2019,18161737293300
chn,2020,18792606572300
civ,1960,45855805400
civ,1961,53514395600
civ,1962,54375989200
civ,1963,63279099900
civ,1964,80989585400
civ,1965,82999967700
civ,1966,91599986700
civ,1967,96499990500
civ,1968,129099997200
civ,1969,130100002800
civ,1970,143900000300
civ,1971,140499992600
civ,1972,156199993300
civ,1973,199900004400
civ,1974,337699995600
civ,1975,306500010000
civ,1976,465000005600
civ,1977,656100032500
civ,1978,651100028900
civ,1979,672999997400
civ,1980,752500015100
civ,1981,806000001000
civ,1982,905699983400
civ,1983,963100016600
civ,1984,1354600022000
civ,1985,1466299973600
civ,1986,1252641996800
civ,1987,1013500018700
civ,1988,931255025700
civ,1989,997100027900
civ,1990,931469983700
civ,1991,888360009700
civ,1992,941999980500
civ,1993,920885133300
civ,1994,1870633893900
civ,1995,2292880244700
civ,1996,2593482523492.08984
civ,1997,2966525532516.04004
civ,1998,3146505416121.58008
civ,1999,3338968091121.12012
civ,2000,3271861658197.95996
civ,2001,3382083178601.25977
civ,2002,3927848896865.81982
civ,2003,3541995828432.41992
civ,2004,3736923236424.56006
civ,2005,4040235607673.75977
civ,2006,4337517790302.06982
civ,2007,4197247118022.77979
civ,2008,4713735484137.90039
civ,2009,5643638420205.48047
civ,2010,5790831845109.38965
civ,2011,6100806486438.45996
civ,2012,6483784491847.54004
civ,2013,6158462487202.36914
civ,2014,6790498876369.41992
civ,2015,7409581000000
civ,2016,6990871000000
civ,2017,7464825000000
civ,2018,7295341000000
civ,2019,8155000000000
civ,2020,7610152286200
cmr,1965,47399989200
cmr,1966,43899990000
cmr,1967,47500001300
cmr,1968,57300000800
cmr,1969,66899988500
cmr,1970,83399999500
cmr,1971,78399799300
cmr,1972,76999876600
cmr,1973,87700013100
cmr,1974,132099997700
cmr,1975,138899996700
cmr,1976,156799991800
cmr,1977,209000005600
cmr,1978,248899993600
cmr,1979,265399992300
cmr,1980,393230712800
cmr,1981,392819736600
cmr,1982,721581506600
cmr,1983,795809218600
cmr,1984,1069641105400
cmr,1985,1284053794800
cmr,1986,955972321300
cmr,1987,654732034000
cmr,1988,584319828000
cmr,1989,727458906100
cmr,1990,676692754400
cmr,1991,668002615300
cmr,1992,656538992600
cmr,1993,751036495400
cmr,1994,1061738097200
cmr,1995,1172399588000
cmr,1996,1376878648200
cmr,1997,1678318737300
cmr,1998,1464991957500
cmr,1999,1383016761300
cmr,2000,1865371782200
cmr,2001,2026532500700
cmr,2002,1980030323300
cmr,2003,1800080472300
cmr,2004,2039917648200
cmr,2005,2288330645800
cmr,2006,2641369645700
cmr,2007,3089828091100
cmr,2008,3338491762300
cmr,2009,2572481626200
cmr,2010,3044529907300
cmr,2011,3497500622200
cmr,2012,3676026544600
cmr,2013,3937933521600
cmr,2014,4241797282900
cmr,2015,3996977733700
cmr,2016,3797304000000
cmr,2017,3846549000000
cmr,2018,4160072000000
cmr,2019,4613888000000
cmr,2020,3531207000000
cod,1994,15725100
cod,1995,112910000
cod,1996,869000000
cod,1997,1500000000
cod,1998,2976000000
cod,1999,12248915000
cod,2000,150800000000
cod,2001,267500000000
cod,2002,474200000000
cod,2003,869600000000
cod,2004,935000000000
cod,2005,1300950077200
cod,2006,1468558409300
cod,2007,3379282356500
cod,2008,4319428422900
cod,2009,4049200480900
cod,2010,8031753367600
cod,2011,9388683140400
cod,2012,8302814602700
cod,2013,10952411164600
cod,2014,12237122174100
cod,2015,9684843334300
cod,2016,12301150199200
cod,2017,17087079036000
cod,2018,26092694983600
cod,2019,21973715609100
cod,2020,25795916669100
cog,1960,6606425600
cog,1961,7238956000
cog,1962,12439758800
cog,1963,15391565800
cog,1964,17359437800
cog,1965,17500000000
cog,1966,16200000000
cog,1967,17800000000
cog,1968,18899990000
cog,1969,22100000000
cog,1970,26399990000
cog,1971,28900000000
cog,1972,29300000000
cog,1973,38200000000
cog,1974,74999920000
cog,1975,59000000000
cog,1976,72800010000
cog,1977,85699790000
cog,1978,86699610000
cog,1979,120900000000
cog,1980,216300000000
cog,1981,314300000000
cog,1982,392400000000
cog,1983,463100000000
cog,1984,590700000000
cog,1985,551300000000
cog,1986,255100000000
cog,1987,288200000000
cog,1988,267700000000
cog,1989,369899995100
cog,1990,394543480000
cog,1991,320045082000
cog,1992,315933440500
cog,1993,325599252700
cog,1994,574847810000
cog,1995,683409670000
cog,1996,889751400000
cog,1997,1024863640000
cog,1998,877269020000
cog,1999,1047700000000
cog,2000,1840812100000
cog,2001,1585794410000
cog,2002,1715839240000
cog,2003,1641945644200
cog,2004,1977650652400
cog,2005,2629880000000
cog,2006,3266801000000
cog,2007,2878919000000
cog,2008,3813896000000
cog,2009,2948540000000
cog,2010,4458267000000
cog,2011,5430763000000
cog,2012,5246682000000
cog,2013,4695173000000
cog,2014,4701156000000
cog,2015,3003645000000
cog,2016,2725185000000
cog,2017,3740683205857
cog,2018,5393256847868.32031
cog,2019,5512700000000
cog,2020,3179980000000
col,1960,4197782000
col,1961,3952099100
col,1962,4180341200
col,1963,5215597600
col,1964,6428386300
col,1965,7340000000
col,1966,7315000000
col,1967,9475000000
col,1968,11432000000
col,1969,14010000000
col,1970,17619000000
col,1971,18654000000
col,1972,25133000000
col,1973,36290000000
col,1974,46875000000
col,1975,64077000000
col,1976,90732000000
col,1977,120763000000
col,1978,151211000000
col,1979,180896000000
col,1980,256103000000
col,1981,234983000000
col,1982,272526000000
col,1983,319448000000
col,1984,458347000000
col,1985,685678000000
col,1986,1278664000000
col,1987,1495708000000
col,1988,1910587000000
col,1989,2723197000000
col,1990,4532732000000
col,1991,5944243000000
col,1992,6562946000000
col,1993,7937192000000
col,1994,10128823000000
col,1995,12272163000000
col,1996,15307589000000
col,1997,18063272000000
col,1998,21082825000000
col,1999,27806993000000
col,2000,33188000000000
col,2001,34752000000000
col,2002,36346000000000
col,2003,45142000000000
col,2004,51614000000000
col,2005,57355000000000
col,2006,67653000000000
col,2007,70417000000000
col,2008,86302000000000
col,2009,82381000000000
col,2010,88904000000000
col,2011,119326000000000
col,2012,125378000000000
col,2013,129154000000000
col,2014,126907000000000
col,2015,125936000000000
col,2016,127124000000000
col,2017,139408000000000
col,2018,157056000000000
col,2019,168212000000000
col,2020,135608972310207
com,1980,3962000000
com,1981,4714000000
com,1982,5343000000
com,1983,6452000000
com,1984,7131000000
com,1985,7810000000
com,1986,8543000000
com,1987,8963000000
com,1988,9382000000
com,1989,9626000000
com,1990,10336000000
com,1991,10572000000
com,1992,10698000000
com,1993,11331000000
com,1994,11744000000
com,1995,13181000000
com,1996,13427000000
com,1997,14097000000
com,1998,14470000000
com,1999,15605000000
com,2000,16527000000
com,2001,18372000000
com,2002,19583000000
com,2003,21017000000
com,2004,22146000000
com,2005,22847000000
com,2006,24181000000
com,2007,25636000000
com,2008,25181000000
com,2009,29736000000
com,2010,32478000000
com,2011,36002000000
com,2012,34798000000
com,2013,37413000000
com,2014,41194000000
com,2015,43418000000
com,2016,48045000000
com,2017,55843000000
com,2018,63930000000
com,2019,67080000000
com,2020,29664175600
cpv,1980,975781000
cpv,1981,1458046000
cpv,1982,1879552000
cpv,1983,2444762000
cpv,1984,2551835000
cpv,1985,2857036000
cpv,1986,2690738000
cpv,1987,3085490000
cpv,1988,3182480000
cpv,1989,4009491000
cpv,1990,3682000000
cpv,1991,3782938000
cpv,1992,4198626000
cpv,1993,5230443000
cpv,1994,5009710000
cpv,1995,6415880000
cpv,1996,8374410000
cpv,1997,12536480000
cpv,1998,11678400000
cpv,1999,12861676600
cpv,2000,17430067000
cpv,2001,20681847000
cpv,2002,23679095600
cpv,2003,24943036000
cpv,2004,26271107700
cpv,2005,32558607000
cpv,2006,43951727300
cpv,2007,43931780500
cpv,2008,49698251000
cpv,2009,42227756500
cpv,2010,45270775400
cpv,2011,52541480200
cpv,2012,60789735600
cpv,2013,62246267800
cpv,2014,62332026000
cpv,2015,71267713200
cpv,2016,73324941000
cpv,2017,79491195800
cpv,2018,89925003600
cpv,2019,98868579200
cpv,2020,40981929900
cri,1960,606000000
cri,1961,611100000
cri,1962,724100000
cri,1963,751900000
cri,1964,881100000
cri,1965,886400000
cri,1966,1062700000
cri,1967,1153000000
cri,1968,1423500000
cri,1969,1504100000
cri,1970,1816100000
cri,1971,1912300000
cri,1972,2483400000
cri,1973,3130000000
cri,1974,4380100000
cri,1975,5051800000
cri,1976,5977100000
cri,1977,8128000000
cri,1978,8509000000
cri,1979,9311100000
cri,1980,10963300000
cri,1981,24707400000
cri,1982,43959100000
cri,1983,46601200000
cri,1984,56046400000
cri,1985,60807300000
cri,1986,77280400000
cri,1987,90004500000
cri,1988,118997600000
cri,1989,148434800000
cri,1990,178763100000
cri,1991,294321187547.91998
cri,1992,406416810234.91998
cri,1993,490975602335.13
cri,1994,591065070334.16003
cri,1995,793035381519.95984
cri,1996,970581139470.80005
cri,1997,1220875188432.22998
cri,1998,1547251874026.48999
cri,1999,1733096819801.93994
cri,2000,1986407697613.44971
cri,2001,2128354610501.4895
cri,2002,2339896994858.97998
cri,2003,2800475213788.22021
cri,2004,3439981919779.72021
cri,2005,4162606967348.00977
cri,2006,5030197498145.25977
cri,2007,5636474551021.66016
cri,2008,6290129388302.58008
cri,2009,6104341251258.68945
cri,2010,6500883512377.48047
cri,2011,7021692714170.91016
cri,2012,7518095807222.83008
cri,2013,7789537800298.80957
cri,2014,8782032659861.40039
cri,2015,9050265553589.90039
cri,2016,10020826565404.19922
cri,2017,11251900411085.40039
cri,2018,12150829752311.5
cri,2019,12795887378405.80078
cri,2020,11399122145821.90039
cub,1970,1857363400
cub,1971,2255959900
cub,1972,2529451800
cub,1973,2701215300
cub,1974,3050326400
cub,1975,3486426600
cub,1976,3693870100
cub,1977,3847324600
cub,1978,4481188000
cub,1979,4655260300
cub,1980,4695808800
cub,1981,5449298600
cub,1982,5812501000
cub,1983,6205534700
cub,1984,6822489300
cub,1985,7075663100
cub,1986,6406771900
cub,1987,6522676500
cub,1988,6666104300
cub,1989,6571363000
cub,1990,6513904100
cub,1991,3907421400
cub,1992,2765042900
cub,1993,2183875100
cub,1994,2787193000
cub,1995,3194339500
cub,1996,3831000000
cub,1997,3785600000
cub,1998,3668100000
cub,1999,4123500000
cub,2000,4318900000
cub,2001,4193000000
cub,2002,3872000000
cub,2003,4649900000
cub,2004,6120800000
cub,2005,8962900000
cub,2006,9870000000
cub,2007,11917900000
cub,2008,12506400000
cub,2009,10839000000
cub,2010,14519000000
cub,2011,17319000000
cub,2012,18659000000
cub,2013,18593000000
cub,2014,17812000000
cub,2015,14941000000
cub,2016,13690000000
cub,2017,14093000000
cub,2018,14530000000
cub,2019,12632000000
cub,2020,8769000000
cym,2017,3186800000
cym,2018,3299100000
cym,2019,3439900000
cym,2020,2810400000
cyp,1975,155824500
cyp,1976,283798700
cyp,1977,345650100
cyp,1978,366324100
cyp,1979,480800400
cyp,1980,587929800
cyp,1981,752126400
cyp,1982,891719100
cyp,1983,979028600
cyp,1984,1248987700
cyp,1985,1234293700
cyp,1986,1231901600
cyp,1987,1438300700
cyp,1988,1639573900
cyp,1989,1984369800
cyp,1990,2248861100
cyp,1991,2151812500
cyp,1992,2622019800
cyp,1993,2657217000
cyp,1994,2974675100
cyp,1995,5126296000
cyp,1996,5602218000
cyp,1997,5793212000
cyp,1998,6223840000
cyp,1999,6512989000
cyp,2000,7412550000
cyp,2001,7787332000
cyp,2002,7411902000
cyp,2003,7419714000
cyp,2004,7882902000
cyp,2005,8254855000
cyp,2006,8549726000
cyp,2007,9326474000
cyp,2008,9520300000
cyp,2009,9099100000
cyp,2010,9778696000
cyp,2011,10593664000
cyp,2012,10753133000
cyp,2013,11041768000
cyp,2014,11508638000
cyp,2015,12536959000
cyp,2016,13352555000
cyp,2017,14969294000
cyp,2018,16225399000
cyp,2019,17394100000
cyp,2020,16382178000
cze,1990,240732479000
cze,1991,338232981000
cze,1992,392184881000
cze,1993,475816872000
cze,1994,510969880000
cze,1995,641886000000
cze,1996,697553000000
cze,1997,793328000000
cze,1998,906893000000
cze,1999,963383000000
cze,2000,1147590000000
cze,2001,1260071000000
cze,2002,1211053000000
cze,2003,1319344000000
cze,2004,1756929000000
cze,2005,2030936000000
cze,2006,2290674000000
cze,2007,2551181000000
cze,2008,2545047000000
cze,2009,2307165000000
cze,2010,2617047000000
cze,2011,2877013000000
cze,2012,3093106000000
cze,2013,3150955000000
cze,2014,3561541000000
cze,2015,3726148000000
cze,2016,3794666000000
cze,2017,4038874000000
cze,2018,4163233000000
cze,2019,4278746000000
cze,2020,4042559000000
deu,1970,61103814000
deu,1971,65273045000
deu,1972,71130578000
deu,1973,83590715000
deu,1974,107448865000
deu,1975,105602038000
deu,1976,120923567000
deu,1977,128191981000
deu,1978,134120850000
deu,1979,147215090000
deu,1980,164462710000
deu,1981,186236244000
deu,1982,201082196000
deu,1983,204157599000
deu,1984,229228472000
deu,1985,252928096000
deu,1986,247284574000
deu,1987,246753512000
deu,1988,265348602000
deu,1989,299891398000
deu,1990,334220185000
deu,1991,375278000000
deu,1992,377767000000
deu,1993,355666000000
deu,1994,386231000000
deu,1995,416705000000
deu,1996,439228000000
deu,1997,497353000000
deu,1998,531946000000
deu,1999,555220000000
deu,2000,650606000000
deu,2001,691839000000
deu,2002,716424000000
deu,2003,725654000000
deu,2004,808022000000
deu,2005,870921000000
deu,2006,988208000000
deu,2007,1082874000000
deu,2008,1115342000000
deu,2009,932310000000
deu,2010,1091549000000
deu,2011,1213641000000
deu,2012,1271274000000
deu,2013,1276878000000
deu,2014,1335472000000
deu,2015,1419906000000
deu,2016,1444277000000
deu,2017,1540892000000
deu,2018,1593033000000
deu,2019,1619423000000
deu,2020,1462090000000
dji,2013,568314663600
dji,2014,623353000000
dji,2015,610974000000
dji,2016,465572000000
dji,2017,722865000000
dji,2018,798759000000
dji,2019,901443377200
dji,2020,922924821200
dma,2009,399470000
dma,2010,474240000
dma,2011,508340000
dma,2012,427580000
dma,2013,522360000
dma,2014,736510000
dma,2015,690930000
dma,2016,694380000
dma,2017,575610000
dma,2018,437280000
dnk,1966,23110073000
dnk,1967,24289495000
dnk,1968,27320091000
dnk,1969,30888578000
dnk,1970,34771221000
dnk,1971,38020117000
dnk,1972,42632733000
dnk,1973,52003493000
dnk,1974,63827825000
dnk,1975,68307542000
dnk,1976,76090078000
dnk,1977,84751080000
dnk,1978,91268718000
dnk,1979,108219615000
dnk,1980,130293417000
dnk,1981,159014601000
dnk,1982,180582247000
dnk,1983,199218412000
dnk,1984,222158310000
dnk,1985,241886429000
dnk,1986,230178238000
dnk,1987,237279874000
dnk,1988,261477799000
dnk,1989,291057780000
dnk,1990,311620912000
dnk,1991,335581572000
dnk,1992,341094199000
dnk,1993,339504901000
dnk,1994,366044555000
dnk,1995,379476547000
dnk,1996,403301914000
dnk,1997,432811249000
dnk,1998,441027981000
dnk,1999,488519005000
dnk,2000,595083526000
dnk,2001,624791828000
dnk,2002,644557028000
dnk,2003,629848883000
dnk,2004,661562581000
dnk,2005,752583199000
dnk,2006,853411394000
dnk,2007,895201639000
dnk,2008,975960690000
dnk,2009,811578142000
dnk,2010,914932631000
dnk,2011,993979365000
dnk,2012,1035249093000
dnk,2013,1058019128000
dnk,2014,1081976399000
dnk,2015,1128511442000
dnk,2016,1126117208000
dnk,2017,1207824843000
dnk,2018,1274471265000
dnk,2019,1367629284000
dnk,2020,1278499198000
dom,1960,172100000
dom,1961,152100000
dom,1962,196700000
dom,1963,195000000
dom,1964,202000000
dom,1965,144800000
dom,1966,160800000
dom,1967,187100000
dom,1968,199500000
dom,1969,227400000
dom,1970,266692194.1
dom,1971,300134133
dom,1972,422847716
dom,1973,529005316.6
dom,1974,749535909.4
dom,1975,1039406496.9
dom,1976,880982316
dom,1977,966710293.2
dom,1978,882809470
dom,1979,1211190560
dom,1980,1375636561
dom,1981,1634265437.6
dom,1982,1359153859.5
dom,1983,1565486936.7
dom,1984,2519773063.6
dom,1985,4108065000
dom,1986,4078810500
dom,1987,5718630000
dom,1988,11327417500
dom,1989,13002642000
dom,1990,18459850500
dom,1991,49517100000
dom,1992,53390200000
dom,1993,59501300000
dom,1994,66902300000
dom,1995,75428500000
dom,1996,82071100000
dom,1997,98750200000
dom,1998,109328100000
dom,1999,122615800000
dom,2000,139614000000
dom,2001,136274700000
dom,2002,146685700000
dom,2003,264978400000
dom,2004,385134100000
dom,2005,306952300000
dom,2006,356029000000
dom,2007,390301749600
dom,2008,397244537100
dom,2009,365105547900
dom,2010,449705899200
dom,2011,534583898600
dom,2012,586558617900
dom,2013,659321597800
dom,2014,735845456200
dom,2015,761714383400
dom,2016,833790001900
dom,2017,900550466900
dom,2018,997602541500
dom,2019,1052474877000
dom,2020,815376537100
dza,1960,5249999900
dza,1961,5558823400
dza,1962,1955882400
dza,1963,3294117600
dza,1964,3602941200
dza,1965,3500000000
dza,1966,3900000000
dza,1967,3900000000
dza,1968,4400000000
dza,1969,5000000000
dza,1970,5299999700
dza,1971,4600000000
dza,1972,6200000000
dza,1973,8800000000
dza,1974,21400000500
dza,1975,20700000300
dza,1976,24399999000
dza,1977,26599999500
dza,1978,26699999200
dza,1979,39900000300
dza,1980,55800000500
dza,1981,66199998500
dza,1982,64199999500
dza,1983,65300000800
dza,1984,68800004100
dza,1985,68700000300
dza,1986,38499999700
dza,1987,46200000500
dza,1988,54200000500
dza,1989,78900002800
dza,1990,130300002300
dza,1991,245900001300
dza,1992,265399992300
dza,1993,254000005100
dza,1994,336045768700
dza,1995,521433219100
dza,1996,764843524100
dza,1997,859257241600
dza,1998,639080333300
dza,1999,911556400000
dza,2000,1734750700000
dza,2001,1550898400000
dza,2002,1605789600000
dza,2003,2008951300000
dza,2004,2462919600000
dza,2005,3569649300000
dza,2006,4149706900000
dza,2007,4402231800000
dza,2008,5298034000000
dza,2009,3525855100000
dza,2010,4610102500000
dza,2011,5658617100000
dza,2012,5979809500000
dza,2013,5528756900000
dza,2014,5252595900000
dza,2015,3872626500000
dza,2016,3655739600000
dza,2017,4272100000000
dza,2018,5274000000000
dza,2019,4656500000000
dza,2020,3309300000000
ecu,1960,164574188.76844
ecu,1961,143940248.39746
ecu,1962,155412755.67336
ecu,1963,168366851.66213
ecu,1964,199634541.78487
ecu,1965,214246000
ecu,1966,254608000
ecu,1967,257973000
ecu,1968,284992000
ecu,1969,264499000
ecu,1970,270126000
ecu,1971,291268000
ecu,1972,395125000
ecu,1973,695436000
ecu,1974,1494151000
ecu,1975,1241954000
ecu,1976,1457249000
ecu,1977,1796750000
ecu,1978,1755579000
ecu,1979,2537283000
ecu,1980,3064857000
ecu,1981,3186736000
ecu,1982,2919617000
ecu,1983,2667581000
ecu,1984,2937381000
ecu,1985,3373559000
ecu,1986,2392362000
ecu,1987,2141840000
ecu,1988,2479433000
ecu,1989,2816133000
ecu,1990,3467463000
ecu,1991,4019954000
ecu,1992,4364633000
ecu,1993,3792634000
ecu,1994,4602975000
ecu,1995,5198404000
ecu,1996,5615937000
ecu,1997,6061645000
ecu,1998,5004004000
ecu,1999,5179349000
ecu,2000,5885315000
ecu,2001,5682217000
ecu,2002,6135846000
ecu,2003,7329307000
ecu,2004,8984844000
ecu,2005,11463499000
ecu,2006,14196499000
ecu,2007,16287685000
ecu,2008,21100364000
ecu,2009,15785663000
ecu,2010,19402439000
ecu,2011,24671849000
ecu,2012,26522271000
ecu,2013,27243506000
ecu,2014,28536122000
ecu,2015,21107369000
ecu,2016,19492639000
ecu,2017,21727767000
ecu,2018,24314052000
ecu,2019,24917131000
ecu,2020,22263995000
egy,1960,291000000
egy,1961,276200000
egy,1962,245700000
egy,1963,323300000
egy,1964,376700000
egy,1965,388100000
egy,1966,399400000
egy,1967,426500000
egy,1968,299600000
egy,1969,362500000
egy,1970,434400000
egy,1971,447000000
egy,1972,457200000
egy,1973,541000000
egy,1974,904700000
egy,1975,964100000
egy,1976,1151000000
egy,1977,1772200000
egy,1978,1944500000
egy,1979,3341900000
egy,1980,4760995749.84635
egy,1981,5071700000
egy,1982,5913400000
egy,1983,6100000000
egy,1984,6500000000
egy,1985,6800000000
egy,1986,6100000000
egy,1987,6500000000
egy,1988,10700000000
egy,1989,13700000000
egy,1990,19500000000
egy,1991,30900000000
egy,1992,39500000000
egy,1993,40100000000
egy,1994,39500000000
egy,1995,46000000000
egy,1996,47600000000
egy,1997,50100000000
egy,1998,46600000000
egy,1999,46300000000
egy,2000,55100000000
egy,2001,62700000000
egy,2002,69400000000
egy,2003,91000000000
egy,2004,137000000000
egy,2005,163400000000
egy,2006,185000000000
egy,2007,225300000000
egy,2008,295900000000
egy,2009,260100000000
egy,2010,257600000000
egy,2011,282000000000
egy,2012,274600000000
egy,2013,316600000000
egy,2014,303400000000
egy,2015,322200000000
egy,2016,280300000000
egy,2017,548900000000
egy,2018,839200000000
egy,2019,931400000000
egy,2020,767400000000
eri,1992,249800000
eri,1993,747600000
eri,1994,917700000
eri,1995,828200000
eri,1996,1288800000
eri,1997,1463760000
eri,1998,814189000
