geo,time,fb_ast_nper_zs
npl,2018,1.56238
npl,2019,1.66104
npl,2020,1.67722
pak,2005,108.70833
pak,2006,118.07695
pak,2007,87.88822
pak,2008,128.19962
pak,2009,199.96279
pak,2010,14.74754
pak,2011,16.20717
pak,2012,14.46978
pak,2013,12.98689
pak,2014,12.26579
pak,2015,11.35888
pak,2016,10.05584
pak,2017,8.42949
pak,2018,7.97371
pak,2019,8.58202
pak,2020,9.18579
pak,2021,7.88791
pan,2005,2.88255
pan,2006,2.67255
pan,2007,2.81778
pan,2008,3.00613
pan,2009,3.31177
pan,2010,2.64688
pan,2011,2.1399
pan,2012,1.95494
pan,2013,1.87296
pan,2014,2.20714
pan,2015,2.1955
pan,2016,2.51765
pan,2017,3.0513
pan,2018,3.25832
pan,2019,1.95523
pan,2020,2.0134
pan,2021,2.2528
per,2010,1.86763
per,2011,1.83889
per,2012,2.1667
per,2013,2.52533
per,2014,2.86635
per,2015,2.82627
per,2016,3.03692
per,2017,4.69503
per,2018,3.19543
per,2019,3.36599
per,2020,4.12761
phl,2008,3.91112
phl,2009,3.46096
phl,2010,3.34952
phl,2011,2.52888
phl,2012,2.20068
phl,2013,2.44086
phl,2014,2.02469
phl,2015,1.88548
phl,2016,1.71585
phl,2017,1.57931
phl,2018,1.67364
phl,2019,1.97428
phl,2020,3.53246
png,2008,1.77774
png,2009,2.02365
png,2010,1.91657
png,2011,2.0831
png,2012,2.15852
png,2013,1.79854
png,2014,2.09048
png,2015,3.0813
png,2016,2.49975
png,2017,2.76818
png,2018,3.73019
png,2019,3.78624
png,2020,5.32613
png,2021,6.15625
pol,2008,2.82208
pol,2009,4.28772
pol,2010,4.91242
pol,2011,4.66288
pol,2012,5.20204
pol,2013,4.97791
pol,2014,4.82382
pol,2015,4.34151
pol,2016,4.04636
pol,2017,3.94427
pol,2018,3.85351
pol,2019,3.80054
pol,2020,3.69911
pol,2021,2.86536
prt,2007,2.29638
prt,2008,3.10903
prt,2009,4.33081
prt,2010,4.69368
prt,2011,6.37513
prt,2012,8.18673
prt,2013,9.21341
prt,2014,10.44805
prt,2015,16.74006
prt,2016,16.56581
prt,2017,13.18736
prt,2018,9.42696
prt,2019,6.18151
prt,2020,4.88138
pry,2005,6.38763
pry,2006,3.66008
pry,2007,1.74414
pry,2008,1.47908
pry,2009,1.80823
pry,2010,1.43942
pry,2011,1.86454
pry,2012,2.21689
pry,2013,2.1315
pry,2014,1.99047
pry,2015,2.59379
pry,2016,2.9414
pry,2017,2.81151
pry,2018,2.51202
pry,2019,2.55786
pry,2020,2.41003
pry,2021,2.27498
pse,2008,8.16375
pse,2009,4.11916
pse,2010,3.06819
pse,2011,2.76421
pse,2012,3.07692
pse,2013,2.88247
pse,2014,2.54111
pse,2015,2.14279
pse,2016,2.17902
pse,2017,2.31775
pse,2018,3.04108
pse,2019,4.1114
pse,2020,4.23551
rou,2007,2.58539
rou,2008,2.7465
rou,2009,7.89184
rou,2010,11.85386
rou,2011,14.32796
rou,2012,18.23744
rou,2013,21.87297
rou,2014,13.9377
rou,2015,13.50622
rou,2016,9.62157
rou,2017,6.41189
rou,2018,4.95655
rou,2019,4.08548
rou,2020,3.83324
rus,2008,3.81172
rus,2009,9.58056
rus,2010,8.30661
rus,2011,6.62814
rus,2012,6.05937
rus,2013,6.01731
rus,2014,6.81326
rus,2015,8.37597
rus,2016,9.24077
rus,2017,9.65589
rus,2018,9.74676
rus,2019,8.82849
rus,2020,8.26364
rwa,2008,10.27103
rwa,2009,8.58312
rwa,2010,7.33235
rwa,2011,5.59281
rwa,2012,5.10621
rwa,2013,5.93277
rwa,2014,5.22376
rwa,2015,5.90613
rwa,2016,7.08392
rwa,2017,7.22494
rwa,2018,5.8113
sau,2009,3.28697
sau,2010,2.96818
sau,2011,2.22412
sau,2012,1.66979
sau,2013,1.30684
sau,2014,1.08034
sau,2015,1.23699
sau,2016,1.38336
sau,2017,1.61365
sau,2018,1.95232
sau,2019,1.85839
sau,2020,2.18291
sgp,2008,1.4255
sgp,2009,2.03438
sgp,2010,1.40635
sgp,2011,1.06046
sgp,2012,1.04263
sgp,2013,0.86694
sgp,2014,0.75653
sgp,2015,0.92406
sgp,2016,1.22253
sgp,2017,1.4002
sgp,2018,1.30952
sgp,2019,1.30642
slb,2010,9.30565
slb,2011,5.75304
slb,2012,3.58078
slb,2013,7.04602
slb,2014,4.6885
slb,2015,4.1345
slb,2016,3.84662
slb,2017,6.37326
slb,2018,7.12533
slb,2019,10.41426
slb,2020,10.78522
slv,2008,2.73861
slv,2009,3.59769
slv,2010,3.82774
slv,2011,3.44621
slv,2012,2.82636
slv,2013,2.29198
slv,2014,2.30745
slv,2015,2.2541
slv,2016,1.96847
slv,2017,1.89419
slv,2018,1.84617
slv,2019,1.72063
slv,2020,1.57067
slv,2021,1.82877
smr,2009,6.90268
smr,2010,11.9246
smr,2011,34.05446
smr,2012,20.29182
smr,2013,42.44167
smr,2014,43.11586
smr,2015,52.58381
smr,2016,49.24793
smr,2017,54.04997
smr,2018,53.01784
smr,2019,61.69157
smr,2020,63.51002
svk,2005,5.03103
svk,2008,2.32822
svk,2009,4.78795
svk,2010,5.36855
svk,2011,5.30571
svk,2012,5.15692
svk,2013,5.15522
svk,2014,5.20264
svk,2015,4.70929
svk,2016,4.34558
svk,2017,3.62698
svk,2018,3.1154
svk,2019,2.95897
svk,2020,2.56789
svk,2021,2.11704
svn,2018,6.00922
svn,2019,3.36477
svn,2020,3.01763
svn,2021,2.05518
swe,2006,0.10462
swe,2007,0.08181
swe,2008,0.46208
swe,2009,0.83413
swe,2010,0.78356
swe,2011,0.65405
swe,2016,1.06459
swe,2017,1.11978
swe,2018,0.49491
swe,2019,0.58133
swe,2020,0.51336
swz,2009,5.8691
swz,2010,7.80741
swz,2011,3.52727
swz,2012,10.67076
swz,2013,6.79342
swz,2014,6.87069
swz,2015,6.63027
swz,2016,9.62105
swz,2017,7.91683
swz,2018,9.31552
swz,2019,9.44594
syc,2006,4.36441
syc,2007,2.32989
syc,2008,2.02869
syc,2009,3.77628
syc,2010,5.46606
syc,2011,8.12278
syc,2012,9.00887
syc,2013,9.22005
syc,2014,7.98988
syc,2015,7.58752
syc,2016,6.75218
syc,2017,6.38165
syc,2018,3.44936
syc,2019,2.708
syc,2020,3.2658
syc,2021,5.45433
tcd,2010,9.91928
tcd,2011,7.6477
tcd,2012,7.37393
tcd,2013,9.77718
tcd,2014,11.73776
tcd,2015,17.01079
tcd,2016,20.87772
tcd,2017,25.81019
tcd,2018,28.62625
tcd,2019,22.85758
tcd,2020,25.87078
tha,2006,7.7676
tha,2007,7.59844
tha,2008,5.59879
tha,2009,5.22062
tha,2010,3.88786
tha,2011,2.93262
tha,2012,2.43019
tha,2013,2.30383
tha,2014,2.30523
tha,2015,2.68283
tha,2016,2.9857
tha,2017,3.0708
tha,2018,3.08394
tha,2019,3.13027
tha,2020,3.23248
tjk,2010,6.08783
tjk,2011,5.05855
tjk,2012,5.99507
tjk,2013,8.27383
tjk,2014,19.84868
tjk,2015,26.25699
tjk,2016,47.59585
tjk,2017,36.5053
tjk,2018,31.11787
tjk,2019,26.95555
tjk,2020,23.82702
tjk,2021,13.65472
ton,2012,14.37318
ton,2013,10.60572
ton,2014,10.47814
ton,2015,7.71221
ton,2016,4.29692
ton,2017,3.68327
ton,2018,3.58311
ton,2019,3.21976
ton,2020,3.65355
tto,2008,2.43918
tto,2009,4.8853
tto,2010,6.09051
tto,2011,6.18616
tto,2012,5.3242
tto,2013,4.18395
tto,2014,4.06029
tto,2015,3.40909
tto,2016,3.1249
tto,2017,2.87221
tto,2018,3.04044
tto,2019,2.90386
tto,2020,3.19757
tur,2005,4.3159
tur,2006,3.58099
tur,2007,3.3214
tur,2008,3.44167
tur,2009,4.96998
tur,2010,3.48959
tur,2011,2.57632
tur,2012,2.74337
tur,2013,2.63627
tur,2014,2.74183
tur,2015,2.98772
tur,2016,3.10968
tur,2017,2.84271
tur,2018,3.68691
tur,2019,5.02295
tur,2020,3.89009
tza,2010,7.84376
tza,2011,5.39637
tza,2012,6.40189
tza,2013,5.11514
tza,2014,6.58398
tza,2015,8.5825
tza,2016,9.6081
tza,2017,11.52356
tza,2018,9.93009
tza,2019,9.61372
tza,2020,8.69677
uga,2005,1.50718
uga,2006,1.96058
uga,2007,2.84783
uga,2008,1.6788
uga,2009,3.34137
uga,2010,1.86158
uga,2011,2.03895
uga,2012,4.05585
uga,2013,5.88584
uga,2014,4.01833
uga,2015,5.12696
uga,2016,10.40131
uga,2017,5.50578
uga,2018,3.3357
uga,2019,4.74998
uga,2020,5.21587
ukr,2005,57.98977
ukr,2006,59.75663
ukr,2007,48.11837
ukr,2008,3.88385
ukr,2009,13.69777
ukr,2010,15.26651
ukr,2011,14.73229
ukr,2012,20.37407
ukr,2013,16.35285
ukr,2014,23.32072
ukr,2015,35.38525
ukr,2016,38.95249
ukr,2017,54.82328
ukr,2018,54.41002
ukr,2019,50.52585
ukr,2020,43.46865
ukr,2021,31.71783
ury,2008,0.50937
ury,2009,3.81669
ury,2010,2.42281
ury,2011,1.49105
ury,2012,1.32548
ury,2013,1.27694
ury,2014,1.27782
ury,2015,1.59817
ury,2016,2.31586
ury,2017,2.37168
ury,2018,2.25532
ury,2019,0.76483
ury,2020,0.65669
usa,2005,0.70374
usa,2009,4.9599
usa,2010,4.38774
usa,2011,3.7815
usa,2012,3.31729
usa,2013,2.45239
usa,2014,1.85071
usa,2015,1.47343
usa,2016,1.32052
usa,2017,1.12682
usa,2018,0.91316
usa,2019,0.85525
usa,2020,1.06537
uzb,2010,0.96513
uzb,2011,0.70919
uzb,2012,3.05328
uzb,2013,2.8167
uzb,2014,2.09687
uzb,2015,1.46241
uzb,2016,0.74409
uzb,2017,1.19781
uzb,2018,1.27872
uzb,2019,1.4785
uzb,2020,2.06065
uzb,2021,5.13023
vct,2015,8.65352
vct,2016,9.53135
vct,2017,8.17334
vct,2018,6.47661
vct,2019,6.42314
vct,2020,7.38275
vnm,2008,2.151
vnm,2009,1.79657
vnm,2010,2.0926
vnm,2011,2.79209
vnm,2012,3.43791
vnm,2013,3.10707
vnm,2014,3.49733
vnm,2015,2.75512
vnm,2016,2.63886
vnm,2017,2.11142
vnm,2018,2.12656
vnm,2019,1.7733
vnm,2020,1.87185
vut,2010,4.77151
vut,2011,7.82016
vut,2012,7.82679
vut,2013,14.1044
vut,2014,10.72651
vut,2015,12.26699
vut,2016,10.80989
vut,2017,15.04523
wsm,2016,3.72406
wsm,2017,5.28277
wsm,2018,3.60416
wsm,2019,3.95249
wsm,2020,3.84424
zaf,2008,3.92152
zaf,2009,5.93611
zaf,2010,5.79214
zaf,2011,4.68085
zaf,2012,4.04289
zaf,2013,3.64129
zaf,2014,3.24485
zaf,2015,3.12169
zaf,2016,2.85781
zaf,2017,2.842
zaf,2018,3.72802
zaf,2019,3.89239
zaf,2020,5.18028
zmb,2007,8.29269
zmb,2008,6.1608
zmb,2009,27.19806
zmb,2010,14.82359
zmb,2011,10.37656
zmb,2012,8.10539
zmb,2013,6.95836
zmb,2014,6.10432
zmb,2015,7.27921
zmb,2016,9.66494
zmb,2017,11.9837
zmb,2018,10.9512
zmb,2019,8.90728
zmb,2020,11.63057
zmb,2021,5.82203
