geo,time,se_prm_prs5_fe_zs
isr,2011,98.03758
isr,2012,98.32842
isr,2013,98.7806
isr,2014,97.95082
isr,2015,99.08153
isr,2016,97.91031
isr,2017,98.26126
isr,2018,98.59215
ita,2001,96.28819
ita,2004,99.5041
ita,2005,99.87549
ita,2006,99.94515
ita,2007,99.6919
ita,2008,99.98637
ita,2009,99.81721
ita,2010,99.00648
ita,2011,100
ita,2012,99.65345
ita,2013,99.40324
ita,2014,99.30244
ita,2015,99.25557
ita,2016,99.71156
ita,2017,99.81269
ita,2018,99.86369
jam,1983,91.21732
jam,1987,87.82713
jam,2000,89.02823
jam,2001,91.2506
jam,2008,89.95481
jam,2010,89.90027
jam,2012,85.09533
jam,2013,96.40273
jam,2016,93.63852
jam,2017,97.36332
jam,2018,94.9078
jam,2019,59.09417
jor,1971,75.39328
jor,1972,89.27214
jor,1973,89.7843
jor,1974,88.3728
jor,1975,88.99661
jor,1976,89.5617
jor,1977,88.60717
jor,1978,94.04485
jor,1979,95.65432
jor,1980,94.1244
jor,1982,94.31778
jor,1983,98.1128
jor,1988,80.28457
jor,1989,95.68385
jor,1993,98.5545
jor,1999,96.99986
jor,2002,97.46508
jor,2003,98.22255
jor,2004,95.52239
jor,2006,95.53465
jor,2010,99.32731
jor,2017,98.72583
jor,2018,97.12429
jor,2019,96.23021
jpn,1971,99.80237
jpn,1972,99.82615
jpn,1973,99.82674
jpn,1974,99.8481
jpn,1975,99.81932
jpn,1976,99.80045
jpn,1977,99.823
jpn,1978,99.92042
jpn,1979,99.7126
jpn,1980,99.87674
jpn,1981,99.92213
jpn,1982,99.88293
jpn,1983,99.88862
jpn,1984,99.92786
jpn,1985,99.88731
jpn,1986,99.9271
jpn,1987,99.95786
jpn,1988,99.88776
jpn,1989,99.91
jpn,1990,99.94797
jpn,1991,99.99672
jpn,1998,99.99144
jpn,1999,99.97579
jpn,2000,99.99235
jpn,2001,99.96114
jpn,2002,99.97996
jpn,2003,99.97421
jpn,2004,99.94296
jpn,2005,99.92031
jpn,2006,99.96544
jpn,2008,99.99366
jpn,2009,99.93188
jpn,2010,99.93607
jpn,2011,99.80576
jpn,2013,99.92129
jpn,2014,99.97567
jpn,2015,99.99277
jpn,2016,99.98975
ken,1970,75.66746
ken,1971,78.51702
ken,1972,78.56479
ken,1976,61.4395
ken,1977,56.95831
ken,1979,68.37652
ken,1980,61.92792
ken,2003,73.96142
ken,2004,82.76313
khm,1994,42.26623
khm,1997,46.49339
khm,1998,52.29032
khm,2000,62.84251
khm,2001,69.57521
khm,2002,62.34766
khm,2003,61.29456
khm,2004,64.85024
khm,2005,63.77208
khm,2006,63.58925
khm,2007,64.7995
khm,2010,68.55429
khm,2011,74.79064
khm,2015,83.65871
khm,2016,82.62045
khm,2017,92.4251
khm,2018,87.20618
khm,2019,87.7661
kir,1978,88.55322
kir,1980,88.49338
kir,1982,84.00652
kir,1983,84.73721
kir,1992,89.66733
kir,1994,89.48503
kir,2001,71.93932
kir,2003,86.0651
kir,2005,75.03466
kna,2007,81.40834
kna,2009,77.90228
kna,2014,98.37374
kor,1971,96.12533
kor,1972,93.08118
kor,1973,94.23165
kor,1974,95.35342
kor,1975,95.18796
kor,1976,93.79253
kor,1977,95.97834
kor,1978,96.54215
kor,1979,97.62723
kor,1981,93.98613
kor,1982,97.2568
kor,1983,97.31984
kor,1984,98.95603
kor,1985,99.39857
kor,1986,99.39489
kor,1987,99.37248
kor,1988,99.43945
kor,1989,99.5209
kor,1990,99.92563
kor,1991,99.61439
kor,1992,99.66443
kor,1993,99.52378
kor,1994,99.52775
kor,1997,97.34878
kor,1998,99.18204
kor,1999,99.33281
kor,2000,99.23995
kor,2001,98.95554
kor,2002,99.71484
kor,2003,98.15929
kor,2004,98.96597
kor,2005,99.28217
kor,2006,97.9396
kor,2007,98.92557
kor,2008,99.06027
kor,2009,99.38845
kor,2010,99.18412
kor,2011,99.3629
kor,2012,99.57819
kor,2013,99.36731
kor,2014,99.61927
kor,2015,99.44697
kor,2016,99.5065
kor,2017,99.29707
kor,2018,99.33912
kwt,2009,95.97369
kwt,2011,95.17869
kwt,2012,96.0192
kwt,2015,95.5419
kwt,2016,86.09479
kwt,2018,92.63082
lao,1992,50.20966
lao,1993,50.76178
lao,1996,53.82547
lao,1997,58.44928
lao,1998,56.18857
lao,1999,53.761
lao,2000,54.08542
lao,2001,63.01679
lao,2002,64.99206
lao,2003,63.38218
lao,2004,62.53678
lao,2005,61.83105
lao,2006,61.24682
lao,2007,67.82752
lao,2008,69.36231
lao,2009,71.54029
lao,2010,69.21251
lao,2011,71.14837
lao,2012,74.40094
lao,2013,79.12847
lao,2014,80.36694
lao,2015,80.69424
lao,2016,82.5693
lao,2017,83.46918
lao,2018,84.87829
lao,2019,84.4896
lbn,1999,93.89946
lbn,2000,98.15223
lbn,2001,95.6066
lbn,2002,94.20503
lbn,2003,99.03931
lbn,2004,95.9348
lbn,2005,93.8919
lbn,2006,98.51082
lbn,2007,94.71869
lbn,2008,96.09984
lbn,2010,95.47638
lbn,2011,97.79375
lbn,2013,99.39902
lbn,2015,87.70393
lbn,2016,97.84669
lbn,2017,89.75873
lbn,2018,89.18988
lbn,2019,89.52541
lbr,2008,76.79025
lbr,2016,54.37919
lby,1971,84.13433
lby,1972,88.06811
lby,1973,87.94065
lby,1976,84.90724
lby,1977,74.02457
lby,1979,79.35476
lby,1980,85.48689
lca,1983,91.74224
lca,2003,90.09875
lca,2004,95.52845
lca,2006,94.67454
lca,2007,98.03707
lca,2008,95.96312
lca,2009,93.31311
lca,2010,97.77919
lca,2011,89.52207
lca,2012,95.03832
lca,2013,91.06776
lca,2016,97.38112
lca,2017,97.53519
lca,2018,92.69502
lca,2019,96.02017
lie,2007,83.82642
lie,2009,78.08475
lie,2017,98.99723
lka,1982,91.41052
lka,1985,93.27369
lka,1986,93.34634
lka,1988,96.31002
lka,1989,90.7184
lka,1990,94.75158
lka,1991,92.6191
lka,2001,98.06859
lka,2002,98.54521
lka,2005,98.94399
lka,2006,98.96697
lka,2010,94.63035
lka,2011,100
lka,2012,98.5703
lka,2013,98.1181
lka,2014,99.2933
lka,2015,98.52842
lka,2016,99.20075
lka,2018,99.79662
lso,1972,69.69672
lso,1973,84.88805
lso,1974,62.52645
lso,1975,62.62554
lso,1976,63.14512
lso,1977,64.96674
lso,1978,62.36695
lso,1979,65.36226
lso,1980,68.35259
lso,1981,72.94875
lso,1982,68.43366
lso,1983,66.15139
lso,1984,75.38274
lso,1985,69.80061
lso,1986,79.35237
lso,1987,77.24123
lso,1988,68.27987
lso,1989,75.36111
lso,1990,82.7339
lso,1991,73.39676
lso,1992,66.32334
lso,1993,87.00424
lso,1994,82.36273
lso,1995,71.00156
lso,1996,74.42992
lso,1997,81.28829
lso,1998,76.24841
lso,1999,80.73776
lso,2000,74.30058
lso,2001,79.74407
lso,2002,85.04377
lso,2003,68.65194
lso,2004,81.20769
lso,2005,80.02391
lso,2006,69.38164
lso,2007,88.75165
lso,2008,80.20481
lso,2009,84.84507
lso,2010,81.94389
lso,2011,84.05997
lso,2012,75.84238
lso,2013,85.53569
lso,2014,82.54381
lso,2015,89.45408
lux,1976,96.2794
lux,1977,93.3768
lux,1978,89.52202
lux,1982,92.05502
lux,2000,94.19532
lux,2005,98.25744
lux,2006,98.78134
lux,2007,98.11557
lux,2012,98.17862
lux,2013,92.8985
lux,2016,96.36603
lva,2006,95.12697
lva,2007,94.2959
lva,2008,96.18966
lva,2009,95.71758
lva,2010,94.96964
lva,2011,92.48201
lva,2012,93.91529
lva,2013,95.04524
lva,2014,96.02576
lva,2015,98.04256
lva,2016,97.84123
lva,2017,97.9617
lva,2018,97.27926
mac,2002,99.62271
mac,2008,99.53428
mac,2009,99.25052
mac,2017,99.53332
mac,2018,99.78442
mac,2019,99.50112
mar,1972,68.73032
mar,1973,70.22212
mar,1974,74.61139
mar,1976,79.85834
mar,1977,83.45446
mar,1978,85.35636
mar,1979,82.11897
mar,1980,80.34291
mar,1981,79.58533
mar,1982,78.05921
mar,1983,75.20089
mar,1984,66.2496
mar,1985,66.66374
mar,1986,66.97935
mar,1987,65.75444
mar,1988,63.04394
mar,1989,76.15727
mar,1990,73.40741
mar,1991,75.86697
mar,1992,79.70104
mar,1993,79.67388
mar,1994,78.97674
mar,1995,76.69119
mar,1996,73.9648
mar,1997,74.15138
mar,1998,78.05909
mar,1999,82.04379
mar,2000,80.99039
mar,2001,83.39839
mar,2002,80.45147
mar,2003,74.13402
mar,2004,77.08819
mar,2005,78.8272
mar,2006,83.22692
mar,2007,82.46777
mar,2008,84.53898
mar,2009,93.87182
mar,2010,92.95428
mar,2011,91.51518
mar,2012,94.10807
mar,2013,92.63765
mar,2014,91.54321
mar,2015,96.4979
mar,2016,97.96951
mar,2017,96.38969
mar,2018,96.99344
mar,2019,97.4808
mco,1991,73.57803
mco,2020,97.48961
mdg,1971,40.58531
mdg,1972,29.04532
mdg,1974,44.62163
mdg,1988,37.05378
mdg,1989,34.44281
mdg,1990,41.32912
mdg,1991,21.22998
mdg,1992,34.50169
mdg,1993,30.21231
mdg,1994,32.29134
mdg,1995,33.26768
mdg,1998,38.92023
mdg,1999,52.66056
mdg,2000,37.21933
mdg,2001,35.34941
mdg,2002,55.448
mdg,2003,60.26422
mdg,2004,42.91192
mdg,2005,36.76562
mdg,2006,43.20038
mdg,2007,43.29166
mdg,2008,50.4007
mdg,2009,35.37946
mdg,2010,40.10055
mdg,2011,41.9477
mdg,2012,39.19401
mdg,2013,41.29247
mdg,2014,43.67584
mdg,2015,36.1002
mdg,2018,33.25963
mdv,2004,93.96498
mdv,2007,91.89041
mdv,2009,93.84438
mdv,2010,93.17729
mdv,2012,98.74511
mdv,2013,92.22992
mdv,2015,93.83226
mdv,2016,91.93783
mdv,2017,95.21623
mex,1975,57.01483
mex,1976,73.41281
mex,1992,82.26649
mex,1993,83.78395
mex,1994,86.09976
mex,1995,86.34518
mex,1996,86.18904
mex,1998,89.78321
mex,1999,89.9976
mex,2000,89.26688
mex,2001,91.26843
mex,2002,93.56306
mex,2003,93.50061
mex,2004,94.40154
mex,2005,95.20234
mex,2006,95.47466
mex,2007,94.75279
mex,2008,96.74076
mex,2009,96.77334
mex,2010,97.10868
mex,2011,97.32463
mex,2012,96.46638
mex,2013,97.28193
mex,2014,97.22135
mex,2015,94.85079
mex,2016,98.42442
mex,2017,96.36348
mex,2018,98.1313
mhl,2006,74.35572
mhl,2008,81.83839
mhl,2019,76.99781
mkd,2012,97.56987
mkd,2013,96.05955
mkd,2017,97.57524
mli,1978,66.85809
mli,1980,43.5838
mli,1983,42.24621
mli,1984,52.23557
mli,1986,49.99534
mli,1987,48.60751
mli,1999,75.69259
mli,2001,79.30231
mli,2002,70.64837
mli,2003,82.99575
mli,2004,83.38328
mli,2005,79.56882
mli,2007,81.37731
mli,2008,85.17518
mli,2009,82.89517
mli,2010,86.57486
mli,2011,67.68071
mlt,1978,95.0365
mlt,1979,90.8682
mlt,1980,92.0399
mlt,1984,95.15475
mlt,1985,96.8702
mlt,1991,99.28032
mlt,1992,98.77694
mlt,1994,89.66728
mlt,1996,98.46591
mlt,1997,97.12001
mlt,1998,97.84728
mlt,1999,98.00066
mlt,2000,98.32316
mlt,2001,99.42071
mlt,2002,98.25645
mlt,2007,96.99585
mlt,2008,80.53697
mlt,2010,98.02527
mlt,2011,97.28637
mlt,2012,99.66412
mlt,2013,97.91248
mlt,2014,98.47855
mlt,2018,97.79565
mmr,1971,22.37883
mmr,1973,29.40794
mmr,2000,55.15627
mmr,2001,60.53886
mmr,2002,65.61447
mmr,2003,68.55808
mmr,2008,69.23205
mmr,2009,77.45079
mne,2011,81.392
mne,2015,93.34158
mne,2016,99.76588
mne,2017,99.06504
mne,2019,99.83548
mng,2015,98.76452
mng,2016,97.65899
mng,2017,98.5137
mng,2018,99.29674
moz,1986,21.22532
moz,1987,19.27191
moz,1988,28.46057
moz,1989,34.31193
moz,1990,28.09479
moz,1991,31.9005
moz,1992,30.62953
moz,1993,36.27502
moz,1994,39.66503
moz,1998,42.78677
moz,1999,37.67368
moz,2000,47.40187
moz,2001,45.34371
moz,2004,58.38503
moz,2005,55.1195
moz,2006,60.4035
moz,2007,57.9739
moz,2008,53.27574
moz,2009,51.11516
moz,2010,42.80244
moz,2011,46.56886
moz,2012,48.61209
moz,2013,47.45223
moz,2014,48.24398
moz,2017,53.90337
moz,2018,56.87845
moz,2019,55.97009
mrt,1989,53.39235
mrt,1990,72.63365
mrt,1991,74.342
mrt,1992,78.86658
mrt,1993,69.0646
mrt,1994,63.15031
mrt,1995,62.32055
mrt,1996,67.6964
mrt,1997,65.13532
mrt,1998,66.90048
mrt,2001,55.82273
mrt,2004,54.73325
mrt,2005,56.16706
mrt,2006,64.93771
mrt,2008,83.28641
mrt,2012,75.30983
mrt,2016,73.26897
mus,1982,94.23266
mus,1983,98.98372
mus,1984,96.6143
mus,1985,97.11864
mus,1986,97.24883
mus,1987,95.98017
mus,1988,98.81915
mus,1989,97.80022
mus,1990,98.29006
mus,1991,98.07837
mus,1992,97.50371
mus,1997,99.08521
mus,1998,99.33667
mus,1999,98.54157
mus,2000,98.43638
mus,2001,98.18549
mus,2002,98.52235
mus,2003,98.63195
mus,2004,96.97994
mus,2005,99.96955
mus,2006,98.38792
mus,2007,96.80583
mus,2008,98.60981
mus,2009,97.11217
mus,2010,98.53401
mus,2011,98.70796
mus,2012,98.14152
mus,2013,99.75435
mus,2014,96.89612
mus,2015,98.33022
mus,2016,97.20305
mus,2017,99.24265
mus,2018,96.70156
mwi,1973,41.87949
mwi,1974,42.56789
mwi,1975,33.42031
mwi,1976,32.6159
mwi,1977,30.63903
mwi,1978,31.85623
mwi,1979,39.14877
mwi,1980,34.2634
mwi,1981,39.71744
mwi,1982,27.14056
mwi,1983,31.80541
mwi,1984,40.91913
mwi,1985,42.30094
mwi,1986,54.21519
mwi,1987,41.35781
mwi,1988,54.90297
mwi,1989,49.632
mwi,1990,44.15678
mwi,1991,57.3611
mwi,1992,47.85869
mwi,1993,35.86107
mwi,1995,32.34618
mwi,1999,42.19008
mwi,2001,38.10602
mwi,2004,40.74906
mwi,2005,44.42599
mwi,2006,42.67662
mwi,2007,65.87872
mwi,2008,50.06557
mwi,2009,62.27432
mwi,2010,60.19672
mwi,2011,56.84107
mwi,2012,67.45692
mwi,2013,64.99003
mwi,2018,73.47683
mys,1980,96.91596
mys,1981,96.86774
mys,1982,97.49863
mys,1983,98.35296
mys,1984,97.13227
mys,1987,97.96188
mys,1988,97.49284
mys,1989,97.50239
mys,1990,98.30897
mys,1992,96.94543
mys,2001,87.27282
mys,2002,97.47566
mys,2004,99.97048
mys,2005,100
mys,2006,99.86524
mys,2013,95.73551
mys,2014,92.39626
mys,2016,97.91255
mys,2017,94.85031
mys,2018,93.42286
nam,1991,65.56551
nam,1993,84.16073
nam,1997,88.60249
nam,1998,87.11907
nam,1999,93.08754
nam,2002,89.64799
nam,2003,84.1558
nam,2004,87.96854
nam,2005,89.65768
nam,2008,92.68992
nam,2009,93.95159
nam,2012,96.92784
nam,2017,93.50988
ncl,1970,65.00762
ncl,1981,85.94732
ncl,1982,85.23641
ncl,1983,90.96035
ncl,1984,70.95061
ncl,1985,96.28376
ncl,1987,94.24165
ncl,1988,93.37342
ncl,1989,94.16826
ner,1971,51.3279
ner,1972,59.16917
ner,1973,58.73373
ner,1974,60.33403
ner,1975,65.92819
ner,1976,66.97153
ner,1977,74.48579
ner,1978,77.21065
ner,1979,62.39299
ner,1980,71.45442
ner,1981,72.17145
ner,1982,70.95508
ner,1983,72.58769
ner,1984,67.60942
ner,1986,75.15551
ner,1989,75.40697
ner,1990,81.27141
ner,1991,64.97061
ner,1992,78.31728
ner,1995,71.36114
ner,1996,73.49303
ner,1997,71.53025
ner,1998,65.98638
ner,1999,60.21933
ner,2000,71.23507
ner,2001,68.39457
ner,2002,67.17812
ner,2003,71.66558
ner,2006,69.14354
ner,2007,75.67181
ner,2008,66.32002
ner,2009,61.75065
ner,2010,69.05141
ner,2011,63.17012
ner,2012,62.26167
ner,2013,65.78373
ner,2015,78.11391
nga,1999,93.59633
nga,2004,81.27095
nga,2005,87.45284
nga,2006,64.25298
nga,2007,62.55392
nga,2008,90.97696
nga,2009,74.93662
nic,1970,34.88697
nic,1971,29.3579
nic,1972,34.67664
nic,1976,36.62298
nic,1977,34.83656
nic,1978,28.95827
nic,1979,47.4797
nic,1982,47.22381
nic,1983,36.13762
nic,1984,62.04553
nic,1985,32.41599
nic,1986,46.13659
nic,1987,43.06723
nic,1992,57.49422
nic,1993,56.48275
nic,1994,51.6862
nic,1999,52.91961
nic,2000,58.27327
nic,2001,67.27787
nic,2002,58.79754
nic,2003,62.53742
nic,2004,56.38921
nic,2005,57.33746
nic,2006,51.06721
nic,2007,55.16384
nld,1971,98.39187
nld,1972,98.51359
nld,1973,98.51678
nld,1974,99.02107
nld,1975,99.6066
nld,1976,99.04836
nld,1977,98.73383
nld,1978,99.06265
nld,1979,99.44287
nld,1980,99.45484
nld,1981,97.60101
nld,1982,97.75169
nld,1983,97.03196
nld,1984,96.20587
nor,1973,98.97226
nor,1974,99.29827
nor,1975,97.81343
nor,1976,99.82004
nor,1977,99.6595
nor,1978,99.01255
nor,1979,99.91877
nor,1980,99.48741
nor,1981,99.75528
nor,1984,99.32361
nor,1985,99.93586
nor,1986,99.50568
nor,1987,99.79291
nor,1988,99.46706
nor,1989,99.41388
nor,1990,99.35707
nor,1991,99.85331
nor,1992,99.75445
nor,1998,99.27927
nor,1999,99.71393
nor,2000,99.26919
nor,2001,100
nor,2002,98.85393
nor,2003,99.85066
nor,2004,99.83112
nor,2005,99.44613
nor,2006,99.31708
nor,2007,99.59177
nor,2008,99.16333
nor,2009,99.59865
nor,2010,99.68023
nor,2011,99.65151
nor,2012,98.64872
nor,2013,99.76412
nor,2014,99.99215
nor,2015,99.67784
nor,2016,99.02366
nor,2017,99.33811
nor,2018,99.72682
npl,1991,51.7386
npl,1999,62.51184
npl,2002,67.4052
npl,2003,64.95835
npl,2004,67.03361
npl,2007,63.73691
npl,2012,55.91333
npl,2013,61.88912
npl,2014,71.73821
npl,2015,78.29741
npl,2016,73.40714
omn,1974,51.75056
omn,1975,57.75836
omn,1977,61.79621
omn,1978,61.57901
omn,1982,86.69719
omn,1983,88.8593
omn,1984,95.80382
omn,1985,91.21256
omn,1986,90.71325
omn,1987,92.0138
omn,1988,93.46889
omn,1989,92.6883
omn,1991,94.62675
omn,1993,95.76066
omn,1994,95.3777
omn,1995,95.61277
omn,1996,95.92959
omn,1997,94.93115
omn,1998,94.53353
omn,1999,93.81158
omn,2000,96.71028
omn,2001,96.42171
omn,2002,98.05204
omn,2011,96.86384
omn,2012,98.42429
omn,2014,98.57341
omn,2015,98.70879
omn,2016,98.63926
pak,2004,72.36369
pak,2008,59.81985
pak,2009,58.86066
pak,2010,50.95447
pak,2011,61.28744
pak,2012,60.85543
pak,2013,74.82085
pak,2015,75.09528
pak,2017,66.50668
pak,2018,70.63041
pan,1970,88.4748
pan,1971,81.67903
pan,1972,79.98284
pan,1973,80.41342
pan,1974,79.90639
pan,1975,81.75739
pan,1976,84.75961
pan,1977,82.16364
pan,1978,79.15434
pan,1979,78.828
pan,1980,79.36585
pan,1981,82.22373
pan,1982,79.86661
pan,1983,85.37504
pan,1984,82.39314
pan,1985,85.52926
pan,1986,83.7478
pan,1987,77.90125
pan,1988,83.70541
pan,1999,92.38757
pan,2000,89.20492
pan,2001,90.64592
pan,2004,85.65483
pan,2005,89.33879
pan,2006,90.47807
pan,2007,87.91526
pan,2008,90.70987
pan,2009,94.42412
pan,2010,96.39502
pan,2013,90.34124
per,1977,75.16869
per,1978,60.52406
per,1979,69.43739
per,1980,73.55445
per,1992,77.08879
per,1998,87.58369
per,1999,86.6599
per,2000,86.07981
per,2001,82.7331
per,2003,89.77536
per,2004,89.89494
per,2005,88.53957
per,2006,93.28953
per,2007,86.18261
per,2008,91.0814
per,2009,93.72233
per,2010,84.43891
per,2011,77.8173
per,2013,93.77795
per,2016,94.48585
phl,1982,73.44178
phl,1983,75.88222
phl,1984,74.15312
phl,1985,73.73041
phl,1986,78.87034
phl,1987,85.89799
phl,1988,74.90609
phl,1998,78.52364
phl,2001,83.07542
phl,2002,80.23328
phl,2003,79.60312
phl,2004,79.76543
phl,2005,78.12655
phl,2006,81.35189
phl,2007,82.47589
phl,2008,82.22563
phl,2016,96.47964
phl,2018,99.40298
png,1986,69.68867
png,1987,66.12565
png,1988,66.67196
png,1989,53.95876
png,1990,58.48086
png,1991,68.24596
png,1994,59.52746
png,1995,60.78217
png,1996,60.31493
png,1997,63.96725
pol,2008,98.03538
pol,2009,99.58304
pol,2010,99.24259
pol,2011,98.99954
pol,2012,98.31536
pol,2013,98.32656
pol,2014,98.37618
pol,2015,98.53876
pol,2016,94.50037
pol,2017,99.64411
pol,2018,99.4494
pri,2014,85.61996
prt,1971,59.8207
prt,1972,64.38716
prt,1973,68.47113
prt,1974,71.67573
prt,2018,99.87705
pry,1972,50.10249
pry,1973,49.91062
pry,1974,47.09573
pry,1975,53.98045
pry,1976,54.08591
pry,1977,56.33286
pry,1980,58.20306
pry,1981,57.76261
pry,1982,60.23648
pry,1983,60.83915
pry,1984,61.66648
pry,1985,59.46588
pry,1986,61.42448
pry,1987,64.98206
pry,1988,66.89771
pry,1989,67.37562
pry,1990,71.87349
pry,1991,74.81856
pry,1992,77.72168
pry,1993,72.90677
pry,1994,74.82587
pry,1995,79.5066
pry,1997,80.32286
pry,1998,79.04241
pry,1999,80.2307
pry,2002,82.9437
pry,2003,83.26373
pry,2004,89.7249
pry,2005,82.44649
pry,2006,84.41314
pry,2007,85.00681
pry,2008,83.80872
pry,2009,86.53347
pry,2010,86.16992
pry,2011,88.15715
qat,1971,96.18515
qat,1972,88.972
qat,1973,94.2538
qat,1974,94.39278
qat,1975,92.32542
qat,1976,94.91475
qat,1977,89.66437
qat,1978,94.12485
qat,1979,91.70764
qat,1980,93.21316
qat,1983,95.16214
qat,1984,98.8583
qat,1989,94.13471
qat,1992,95.46974
qat,1993,99.8574
qat,1994,98.45266
qat,1995,99.41503
qat,2005,85.48195
qat,2007,98.93805
qat,2012,98.10339
qat,2015,98.98381
qat,2016,96.22994
qat,2017,98.5733
qat,2018,89.66143
qat,2019,95.94017
rou,2018,94.38117
rwa,1971,37.01591
rwa,1972,42.12093
rwa,1973,41.59301
rwa,1974,47.37131
rwa,1976,58.32322
rwa,1979,76.48795
rwa,1980,82.8189
rwa,1981,73.88594
rwa,1982,58.741
rwa,1983,63.59885
rwa,1984,64.8917
rwa,1985,66.18746
rwa,1986,69.90855
rwa,1987,68.03109
rwa,1988,68.1975
rwa,1989,61.33486
rwa,1990,60.0178
rwa,1991,58.94222
rwa,2000,42.79781
rwa,2001,42.0297
rwa,2002,48.37141
rwa,2003,48.8456
rwa,2008,50.57383
rwa,2009,49.52004
rwa,2011,54.37914
rwa,2012,55.23475
rwa,2013,57.02244
rwa,2014,65.36372
rwa,2015,77.28658
rwa,2016,73.53779
rwa,2017,71.88992
rwa,2018,80.38753
sau,2007,91.03979
sau,2011,99.92181
sau,2013,91.49919
sdn,2009,78.83941
sdn,2011,86.26322
sdn,2012,84.51627
sdn,2013,85.80377
sdn,2014,80.34494
sdn,2015,92.74571
sdn,2016,83.72362
sdn,2017,88.26491
sen,1971,71.19094
sen,1978,83.61169
sen,1979,80.68759
sen,1980,80.27183
sen,1981,81.57605
sen,1982,83.36031
sen,1983,81.4141
sen,1984,81.40575
sen,1985,79.29978
sen,1987,84.16147
sen,1988,81.65629
sen,1989,83.22793
sen,1995,81.1456
sen,1996,80.9639
sen,1997,84.72069
sen,2000,69.34346
sen,2001,64.77134
sen,2002,77.26774
sen,2003,77.38824
sen,2004,71.448
sen,2005,65.13484
sen,2007,71.85584
sen,2008,70.79485
sen,2009,74.70037
sen,2010,72.36218
sen,2011,75.44532
sen,2012,70.01602
sen,2013,79.18945
sen,2014,73.44469
sen,2019,87.16278
sgp,1972,96.65171
sgp,1973,95.70578
sgp,1974,97.34023
sgp,1975,97.06647
sgp,1976,97.08255
sgp,1977,96.38274
sgp,1978,94.71361
sgp,1979,96.62394
sgp,1981,98.02351
sgp,1983,98.42613
sgp,2008,99.43543
sgp,2016,98.76242
sgp,2017,99.58861
sgp,2018,99.81227
slb,1974,58.87698
slb,1980,61.79155
slb,1981,69.39549
slb,2010,81.94439
slb,2011,74.77768
slb,2012,85.23216
slb,2013,77.82945
slb,2014,80.36202
slb,2015,87.59966
slb,2016,78.65674
slb,2017,69.11205
slb,2018,82.7923
sle,2012,60.60317
sle,2015,59.71913
sle,2016,59.61541
sle,2017,28.19566
sle,2019,49.68999
slv,1970,36.82376
slv,1971,37.53285
slv,1972,51.1427
slv,1973,42.11363
slv,1975,45.04518
slv,1976,41.71579
slv,1980,16.4503
slv,1981,64.93448
slv,1982,48.31798
slv,1983,51.20412
slv,1987,52.76411
slv,1988,44.91966
slv,1991,60.45906
slv,1992,59.06892
slv,1995,77.1946
slv,2000,69.95499
slv,2001,70.82018
slv,2002,76.0381
slv,2005,74.26519
slv,2006,75.64339
slv,2007,81.58726
slv,2008,81.73233
slv,2009,89.77311
slv,2010,89.09647
slv,2011,88.6156
slv,2012,89.50407
slv,2013,88.12181
slv,2014,84.13809
slv,2015,83.85487
slv,2016,80.49829
slv,2017,87.96922
smr,2011,98.06452
smr,2018,96.84129
smr,2019,97.77381
stp,2001,65.36856
stp,2002,70.12017
stp,2003,67.81742
stp,2004,77.42825
stp,2007,75.6942
stp,2008,81.21111
stp,2010,88.5192
sur,1975,42.7908
sur,1977,75.97358
sur,1978,80.12121
sur,1987,87.34206
sur,2005,85.16305
sur,2006,81.19342
sur,2008,99.62217
sur,2009,81.42646
sur,2010,91.81811
sur,2011,97.56142
sur,2012,95.79512
sur,2013,95.17325
sur,2014,98.9781
sur,2015,97.80309
sur,2016,76.9034
sur,2017,90.46344
sur,2018,97.14557
svn,2008,99.43094
svn,2009,99.5985
svn,2010,98.29828
svn,2011,99.0893
svn,2012,99.57823
svn,2013,99.28663
svn,2014,98.65713
svn,2015,99.59417
svn,2016,99.26611
svn,2017,99.85105
svn,2018,99.86367
swe,1971,99.16742
swe,1972,97.57924
swe,1973,96.94636
swe,1974,98.56658
swe,1975,99.74882
swe,1976,99.80911
swe,1977,99.74527
swe,1978,98.59494
swe,1979,99.68009
swe,1980,99.36993
swe,1981,98.47636
swe,1982,98.83237
swe,1983,98.83179
swe,1987,99.61286
swe,1988,99.73674
swe,1989,99.82905
swe,1990,100
swe,1991,99.92431
swe,1999,98.32522
swe,2000,99.70495
swe,2001,98.89789
swe,2002,98.86134
swe,2003,99.44619
swe,2004,99.07964
swe,2005,99.4528
swe,2006,99.41823
swe,2007,99.88709
swe,2008,99.28064
swe,2009,99.78866
swe,2010,96.65474
swe,2012,99.96483
swe,2013,99.7051
swe,2017,100
swe,2018,100
swz,1970,66.56822
swz,1971,77.40071
swz,1972,78.05656
swz,1973,80.01666
swz,1974,77.08155
swz,1975,75.40383
swz,1976,77.00877
swz,1977,76.7331
swz,1978,77.47725
swz,1979,78.99805
swz,1980,81.09337
swz,1981,74.99569
swz,1982,75.45733
swz,1983,78.86191
swz,1984,80.28894
swz,1985,77.55414
swz,1986,85.50718
swz,1987,77.62291
swz,1988,83.01817
swz,1989,81.24242
swz,1990,78.1027
swz,1991,80.45967
swz,1992,79.60547
swz,1993,81.54665
swz,1994,88.77195
swz,1995,76.19283
swz,1996,78.84947
swz,1997,83.50055
swz,1998,86.90742
swz,1999,88.12924
swz,2000,79.26589
swz,2001,69.23458
swz,2002,79.9692
swz,2004,87.32343
