geo,time,dt_nfl_offt_cd
afg,2006,142941198.4
afg,2007,145710171.5
afg,2008,95104058.6
afg,2009,105634066.3
afg,2010,75035339.8
afg,2011,61379085.3
afg,2012,50447243.2
afg,2013,32498062.7
afg,2014,19638377.1
afg,2015,7349442.9
afg,2016,-11077647.1
afg,2017,-19288779
afg,2018,-8379324.2
afg,2019,3301566.2
afg,2020,-21192348.3
ago,1989,120370242.5
ago,1990,112642489.1
ago,1991,76437769.1
ago,1992,48092626.5
ago,1993,12472205.5
ago,1994,40745600.3
ago,1995,98127501.5
ago,1996,21711645
ago,1997,-12699697.7
ago,1998,-353353702.4
ago,1999,-366037000
ago,2000,-234460560.5
ago,2001,-1021831322.5
ago,2002,-19786484.5
ago,2003,64047752.5
ago,2004,37686480.1
ago,2005,-186214988.3
ago,2006,-729932920.3
ago,2007,542493994.5
ago,2008,791958077.5
ago,2009,800696007.7
ago,2010,986645476.4
ago,2011,1993343442.5
ago,2012,400692739.8
ago,2013,3020628807.1
ago,2014,2867295529.8
ago,2015,-205539346.3
ago,2016,9371744285.3
ago,2017,1222955081.3
ago,2018,799167948.3
ago,2019,-2472213722.9
ago,2020,-475912761.5
alb,1991,19659270.7
alb,1992,49400480.2
alb,1993,61434320.6
alb,1994,71508537.2
alb,1995,72187964.2
alb,1996,78722040.4
alb,1997,46213092.9
alb,1998,79608387.5
alb,1999,127910959.4
alb,2000,110698799.9
alb,2001,89246194.9
alb,2002,129587618.8
alb,2003,108554278.4
alb,2004,110482308.8
alb,2005,78981601.3
alb,2006,113833149.9
alb,2007,111200254.9
alb,2008,159757367.9
alb,2009,176814778
alb,2010,110710845.1
alb,2011,174170863.3
alb,2012,208874118.6
alb,2013,128244843.8
alb,2014,286208605.3
alb,2015,13112429.1
alb,2016,2589827.8
alb,2017,243348778.8
alb,2018,137300109.4
alb,2019,-755570
alb,2020,67074003.4
arg,1970,66846961.1
arg,1971,77354871.2
arg,1972,46928481.3
arg,1973,163324944.5
arg,1974,211530890.9
arg,1975,67103035.1
arg,1976,85820322.6
arg,1977,49884145.5
arg,1978,337705517.7
arg,1979,227936916
arg,1980,-3932769.3
arg,1981,76043147.8
arg,1982,95131112.6
arg,1983,347093757
arg,1984,-6622854.8
arg,1985,223522504.6
arg,1986,295573165.4
arg,1987,687603316.3
arg,1988,453913580
arg,1989,434154076.8
arg,1990,452384082.2
arg,1991,751625366.8
arg,1992,96014679.9
arg,1993,2659921231.4
arg,1994,751372662.1
arg,1995,1478395817
arg,1996,38866896.4
arg,1997,-65318450.2
arg,1998,1729937562.3
arg,1999,778062683.5
arg,2000,109811598.8
arg,2001,1142646308.3
arg,2002,-699563159.9
arg,2003,-750927207.8
arg,2004,-225948849.6
arg,2005,-504172425.8
arg,2006,-705803166.1
arg,2007,-313889256.7
arg,2008,-359508103.3
arg,2009,1702669173.9
arg,2010,531599438.5
arg,2011,680902591
arg,2012,166498671.6
arg,2013,1450976223.4
arg,2014,3629702407.8
arg,2015,702348241.9
arg,2016,-464770524.5
arg,2017,1357913613.9
arg,2018,891603474.6
arg,2019,94320073.5
arg,2020,982274682.7
arm,1993,86756016.2
arm,1994,60542031
arm,1995,99549000
arm,1996,113318881.3
arm,1997,100480335.4
arm,1998,67117500.1
arm,1999,69335073.6
arm,2000,49547376.8
arm,2001,59000636.3
arm,2002,63972056.1
arm,2003,44685103.4
arm,2004,43182047
arm,2005,34363042.2
arm,2006,65832561
arm,2007,190170994.2
arm,2008,149432612.9
arm,2009,919748406
arm,2010,174455554.8
arm,2011,175410839.8
arm,2012,240195601.9
arm,2013,-303426094.7
arm,2014,236778100.6
arm,2015,402707696.4
arm,2016,522497662
arm,2017,577547564.5
arm,2018,208493730.4
arm,2019,203775396.1
arm,2020,-84232124
aze,1994,67415315.9
aze,1995,102057749.8
aze,1996,46558536.4
aze,1997,27105049.4
aze,1998,70335403.8
aze,1999,172404839.6
aze,2000,200825961.4
aze,2001,99646917.6
aze,2002,175683313.1
aze,2003,134311925.1
aze,2004,40574361.7
aze,2005,33432377
aze,2006,123498532.7
aze,2007,204590364.9
aze,2008,235718362.8
aze,2009,334246980.6
aze,2010,325172684.6
aze,2011,654687404.9
aze,2012,874184179.6
aze,2013,265836705.5
aze,2014,472361827.1
aze,2015,339356921.8
aze,2016,864788044.8
aze,2017,901184636.2
aze,2018,245796862.4
aze,2019,432820408.5
aze,2020,-182797489.7
bdi,1970,925877.7
bdi,1971,201000
bdi,1972,-645142
bdi,1973,602962.8
bdi,1974,1425247.9
bdi,1975,3809550.2
bdi,1976,2779443.4
bdi,1977,15519609.1
bdi,1978,14138962.3
bdi,1979,30481553.2
bdi,1980,37515598.6
bdi,1981,28465700.4
bdi,1982,51098105.7
bdi,1983,91558905.7
bdi,1984,63596984.9
bdi,1985,62043402.5
bdi,1986,88106424.7
bdi,1987,124829881.3
bdi,1988,81090532
bdi,1989,90625268.3
bdi,1990,74146202.2
bdi,1991,62489570.7
bdi,1992,91984961.8
bdi,1993,58871016.9
bdi,1994,31652658.8
bdi,1995,27934033.8
bdi,1996,23036847.5
bdi,1997,6545823.3
bdi,1998,17063775.7
bdi,1999,6590536.9
bdi,2000,28799452.9
bdi,2001,1289674.7
bdi,2002,30797739.8
bdi,2003,30918354.7
bdi,2004,8311879.5
bdi,2005,19551459.9
bdi,2006,27232955.7
bdi,2007,19998266.7
bdi,2008,13530991.8
bdi,2009,30775729.4
bdi,2010,29145439.1
bdi,2011,22220014.7
bdi,2012,49953576.1
bdi,2013,-11366149.8
bdi,2014,30270245
bdi,2015,15320728.6
bdi,2016,7478867
bdi,2017,-2822078.3
bdi,2018,5113893.3
bdi,2019,26887405.5
bdi,2020,37723027.7
ben,1970,1992939.8
ben,1971,6193659.1
ben,1972,3835662.8
ben,1973,38783466.6
ben,1974,7845402.1
ben,1975,12858261.5
ben,1976,24458407.7
ben,1977,39192637.7
ben,1978,30272463.6
ben,1979,47574814
ben,1980,57434653.6
ben,1981,28758597.1
ben,1982,77758304.1
ben,1983,52400917.8
ben,1984,32307379.1
ben,1985,29242704.1
ben,1986,63722620.4
ben,1987,56588038
ben,1988,53278492.3
ben,1989,123649455.9
ben,1990,101256718.3
ben,1991,81847952.2
ben,1992,67272787.9
ben,1993,60804146.6
ben,1994,59944531
ben,1995,67041894.5
ben,1996,84757484
ben,1997,20933817.6
ben,1998,42010403.3
ben,1999,41705703.1
ben,2000,-2273020
ben,2001,100208457.7
ben,2002,41882118.9
ben,2003,35218212.7
ben,2004,85882136.1
ben,2005,76383056
ben,2006,127723258.1
ben,2007,146450444.6
ben,2008,131828412.2
ben,2009,109349925.3
ben,2010,149227189.3
ben,2011,86299315.4
ben,2012,90265724.7
ben,2013,274577067.8
ben,2014,278530841
ben,2015,240196664.5
ben,2016,179569272.6
ben,2017,293252968
ben,2018,90709663.5
ben,2019,81945865.7
ben,2020,482608247.1
bfa,1970,143191.4
bfa,1971,266920.2
bfa,1972,4223182.9
bfa,1973,9447349.3
bfa,1974,13598967.5
bfa,1975,16309379.4
bfa,1976,22655143.1
bfa,1977,40992845.5
bfa,1978,34675059.5
bfa,1979,49040954
bfa,1980,50869888.6
bfa,1981,60061147.5
bfa,1982,44534413
bfa,1983,67313303.9
bfa,1984,41025094.9
bfa,1985,49533002.4
bfa,1986,81697071.1
bfa,1987,98626632.8
bfa,1988,74709691.5
bfa,1989,79284141.8
bfa,1990,60912113.7
bfa,1991,121824256.6
bfa,1992,128221303.6
bfa,1993,118598586
bfa,1994,79627080.9
bfa,1995,83077556.2
bfa,1996,72940150.1
bfa,1997,44115431.1
bfa,1998,64178665.2
bfa,1999,75620601
bfa,2000,65827755.5
bfa,2001,122811167.4
bfa,2002,113696033.9
bfa,2003,94674215.5
bfa,2004,218403974.6
bfa,2005,183092168.6
bfa,2006,244861234.4
bfa,2007,194234183.8
bfa,2008,268848181.4
bfa,2009,193613463.5
bfa,2010,240525083.8
bfa,2011,150082388.6
bfa,2012,134665469.6
bfa,2013,16722008.7
bfa,2014,157783655.8
bfa,2015,199921283.6
bfa,2016,191332633
bfa,2017,103009378.1
bfa,2018,261716566.6
bfa,2019,366833946.4
bfa,2020,428216880.4
bgd,1972,64400913.7
bgd,1973,289292003.5
bgd,1974,507562363.7
