geo,time,ny_gdy_totl_kn
dnk,1972,938072304600.50305
dnk,1973,981736230779.39807
dnk,1974,953407642333.46484
dnk,1975,944153171339.1969
dnk,1976,1001587714913.33997
dnk,1977,1020583808331.37
dnk,1978,1050722612399.25
dnk,1979,1081450975443.79004
dnk,1980,1064072112671.26001
dnk,1981,1047564671135.31995
dnk,1982,1083053911939.93005
dnk,1983,1113097954858.48999
dnk,1984,1160866869928.09009
dnk,1985,1208999933180.36011
dnk,1986,1281747610970.80005
dnk,1987,1287122754878.44995
dnk,1988,1281610493513.32007
dnk,1989,1291846218152.41992
dnk,1990,1313212270575.37988
dnk,1991,1327102152606.67993
dnk,1992,1363125903696.55005
dnk,1993,1361561167795.30005
dnk,1994,1428577309837.08008
dnk,1995,1472672050058.87988
dnk,1996,1520939905886.38989
dnk,1997,1570483602146.37988
dnk,1998,1602553717275.34009
dnk,1999,1643837255730.97998
dnk,2000,1704203183035.43994
dnk,2001,1715964068049.51001
dnk,2002,1729343295431.05005
dnk,2003,1742681410601.57007
dnk,2004,1795333795993.02002
dnk,2005,1849403127718.70972
dnk,2006,1912987893408.93994
dnk,2007,1923989717285.1001
dnk,2008,1929085285065.41992
dnk,2009,1838626060110.06006
dnk,2010,1895037795772.55005
dnk,2011,1900358175437.16968
dnk,2012,1909813185265.5
dnk,2013,1938029688357.62012
dnk,2014,1985677610100.32007
dnk,2015,2036356221000
dnk,2016,2100865221497.1897
dnk,2017,2160006630856.4895
dnk,2018,2192981199757.96948
dnk,2019,2237587333068.79004
dnk,2020,2219712069518.62939
dom,1960,125514988879.26401
dom,1961,122370652203.49001
dom,1962,154952365569.46899
dom,1963,170887320126.30899
dom,1964,181944487427.23001
dom,1965,150271899922.194
dom,1966,170564157435.93301
dom,1967,176110589571.54199
dom,1968,176472668921.39801
dom,1969,195680010076.92896
dom,1970,224725087988.56296
dom,1971,232802953114.80801
dom,1972,257610561196.40601
dom,1973,288938411947.07098
dom,1974,321713773137.41602
dom,1975,363583642663.35907
dom,1976,322669351328.784
dom,1977,346765809171.98798
dom,1978,333827287400.112
dom,1979,331504128045.91901
dom,1980,402267983033.73199
dom,1981,414861529106.38898
dom,1982,413943830899.15802
dom,1983,433828017658.77502
dom,1984,429077286015.23102
dom,1985,439662124299.19202
dom,1986,497790887855.67798
dom,1987,538180626827.47601
dom,1988,604580873692.47083
dom,1989,629752357600.77295
dom,1990,571104589666.8009
dom,1991,597930504037.29297
dom,1992,664114767279.02197
dom,1993,718078085279.77002
dom,1994,745101135065.26782
dom,1995,787538154404.90283
dom,1996,829382558941.13403
dom,1997,911982562246.92883
dom,1998,985056612708.71008
dom,1999,1037367732310.28003
dom,2000,1068630277267.30005
dom,2001,1105176094425.81006
dom,2002,1144232473631.08008
dom,2003,1119666587870.02002
dom,2004,1166660485557.31006
dom,2005,1245755842159.18994
dom,2006,1361291156543.22998
dom,2007,1458416518100
dom,2008,1478151918984.63989
dom,2009,1523047281462.78003
dom,2010,1641896217294.88989
dom,2011,1673412325865.04004
dom,2012,1720926077190.28003
dom,2013,1796934528031.1499
dom,2014,1923140566701.44971
dom,2015,2102204598935.76001
dom,2016,2265530723026.77979
dom,2017,2342457017241.31006
dom,2018,2471399990269.56006
dom,2019,2623523939979.79004
dom,2020,2468392820150.37012
dza,1960,-48208361342.1191
dza,1961,-385008734631.04797
dza,1962,896160116938.11084
dza,1963,932864527128.39197
dza,1964,1052361384500.06995
dza,1965,1179677641951.77002
dza,1966,947724391467.76294
dza,1967,1122028920629.43994
dza,1968,1145161990027.01001
dza,1969,1214471057873.30005
dza,1970,1408011616689.32007
dza,1971,1634770847665.6499
dza,1972,1901874769040.36011
dza,1973,2111982360750.62012
dza,1974,3470564025897.52979
dza,1975,3385903939526.6001
dza,1976,3821081729699.06982
dza,1977,4110843653742.56006
dza,1978,4328753471921.48975
dza,1979,5116077863270.16992
dza,1980,6132863449581.33984
dza,1981,6720049684994.13965
dza,1982,6642394083301.36035
dza,1983,7042777593448.76953
dza,1984,6912881652553.71973
dza,1985,7099618224990.5498
dza,1986,5768814004039.07031
dza,1987,5467286830970.70996
dza,1988,5254958361239.41992
dza,1989,5417587939984.2998
dza,1990,5731571337731.62988
dza,1991,5804821803966.45996
dza,1992,5588078380370.87012
dza,1993,5205810559503.34961
dza,1994,5254931270804.46973
dza,1995,5377309245745.44922
dza,1996,5652441868339.04004
dza,1997,5757831107309.08008
dza,1998,5603483340210.38965
dza,1999,5963770468777.13965
dza,2000,7430318583279.24023
dza,2001,7605268692501.60938
dza,2002,8010680101292.24023
dza,2003,8955951116742.42969
dza,2004,9625021734409.02734
dza,2005,11361395082175.90039
dza,2006,12456679989727.30078
dza,2007,12693795924326.5
dza,2008,13364812520965.80078
dza,2009,12284733124948.59961
dza,2010,14074227809816.19922
dza,2011,14947370935526.59961
dza,2012,16209598000000
dza,2013,16568465658984.09961
dza,2014,16899824407708
dza,2015,15989250183510.40039
dza,2016,15838407401607.69922
dza,2017,16722563488089.30078
dza,2018,17574197065609
dza,2019,17704416671298
dza,2020,16149426609482.30078
ecu,1960,8773089827.34803
ecu,1961,9164982601.97111
ecu,1962,9674609225.14276
ecu,1963,9852822733.17204
ecu,1964,10564265803.8535
ecu,1965,10878597558.4818
ecu,1966,10978570453.5244
ecu,1967,11505320935.9994
ecu,1968,11792647064.2195
ecu,1969,12217294633.6021
ecu,1970,13112122315.0115
ecu,1971,13879779345.0862
ecu,1972,14069359407.6569
ecu,1973,15279909785.7293
ecu,1974,18433331859.5731
ecu,1975,19660917104.57669
ecu,1976,21378562021.777
ecu,1977,22481642486.6631
ecu,1978,22978079302.92369
ecu,1979,25021822362.988
ecu,1980,26267827912.4747
ecu,1981,27339398765.9789
ecu,1982,26985228188.7978
ecu,1983,26718082766.4897
ecu,1984,27552974092.5498
ecu,1985,29424661690.8338
ecu,1986,27939818557.58789
ecu,1987,27904588306.16389
ecu,1988,27725635777.3962
ecu,1989,28217786801.7314
ecu,1990,30473780482.7957
ecu,1991,31805320853.5945
ecu,1992,32836363772.7458
ecu,1993,30992392457.4632
ecu,1994,32245317822.0132
ecu,1995,32820914059.0265
ecu,1996,33848707141.1388
ecu,1997,35388402918.1902
ecu,1998,35626141629.2774
ecu,1999,33834396760.1404
ecu,2000,35066092160.4727
ecu,2001,35923486746.8469
ecu,2002,38137849779.376
ecu,2003,39639042872.835
ecu,2004,42351139508.937
ecu,2005,45510039804.4895
ecu,2006,48711404451.5224
ecu,2007,51007777000
ecu,2008,55513860275.2344
ecu,2009,53742304159.29089
ecu,2010,56479739053.3248
ecu,2011,61980999335.0517
ecu,2012,65079926705.9621
ecu,2013,68470873733.3495
ecu,2014,71266014238.5022
ecu,2015,68599573974.3416
ecu,2016,68276323369.9318
ecu,2017,70810613786.1873
ecu,2018,72072475808.28709
ecu,2019,72466707241.2816
ecu,2020,67318460557.173
egy,1960,232479335450.72296
egy,1961,241778248510.41901
egy,1962,244599535907.466
egy,1963,271484440202.478
egy,1964,300574517805.17798
egy,1965,316124788964.888
egy,1966,329077272684.66998
egy,1967,334540111388.57898
egy,1968,319599450914.216
egy,1969,343591442468.14502
egy,1970,365366726289.89697
egy,1971,374646761342.672
egy,1972,384797532956.11603
egy,1973,402325305687.27698
egy,1974,402686872893.40802
egy,1975,427964981756.34894
egy,1976,479955044864.62598
egy,1977,528543202958.10095
egy,1978,558591204737.27917
egy,1979,589461347978.53406
egy,1980,656900827122.01196
egy,1981,707996090324.33203
egy,1982,761767251058.35486
egy,1983,796813492108.13904
egy,1984,880975477761.65601
egy,1985,930895177056.92395
egy,1986,959166972842.849
egy,1987,980145815107.47485
egy,1988,1018207948575.19995
egy,1989,1067116545087.22998
egy,1990,1137208019650.01001
egy,1991,1173933925347.73999
egy,1992,1230142396059.30005
egy,1993,1270896002865.31006
egy,1994,1310501050788.59009
egy,1995,1366093593088.5
egy,1996,1422973010591.01001
egy,1997,1501094212856.80005
egy,1998,1562620584828.82007
egy,1999,1665864969666.38989
egy,2000,1782960755321.52002
egy,2001,1855524514951.31006
egy,2002,1903075192140.75
egy,2003,1966466171453.43994
egy,2004,2059575265356.12964
egy,2005,2165287959443.62012
egy,2006,2336534518769.22949
egy,2007,2500106831231.56982
egy,2008,2685771672051.79004
egy,2009,2725330185601.58008
egy,2010,2866717122830.16943
egy,2011,2967274328380.20947
egy,2012,2987371053667.52979
egy,2013,3073384403469.5498
egy,2014,3135293804959.45996
egy,2015,3259845996795.3501
egy,2016,3382353959444.20947
egy,2017,3470000000000
egy,2018,3656738707697.02979
egy,2019,3848029272209.64941
egy,2020,3976017978828.97998
eri,1992,16300905837.884
eri,1993,18515696217.4803
eri,1994,22493444072.9946
eri,1995,23090799134.9087
eri,1996,25207402604.5997
eri,1997,27238330169.6774
eri,1998,27616873870.14149
eri,1999,27623097368.6957
eri,2000,26761520800
eri,2001,29140879621.096
eri,2002,29988794493.5751
eri,2003,29080138926.3568
eri,2004,29439066212.7732
eri,2005,30159928148.2292
eri,2006,29754072448.773
eri,2007,30185531860.2948
eri,2008,27260250282.7784
eri,2009,28236343072.7954
eri,2010,28804937731.006
eri,2011,31749400000
esp,1970,343164480025.54901
esp,1971,358738344505.125
esp,1972,388920984081.10602
esp,1973,418829429221.802
esp,1974,438481797167.01501
esp,1975,441888464405.36707
esp,1976,456712403261.086
esp,1977,468056117852.84198
esp,1978,476573969100.75293
esp,1979,477046060478.70496
esp,1980,481657406073.20697
esp,1981,474803383252.75897
esp,1982,480233145749.64697
esp,1983,485093055331.38702
esp,1984,491237906059.64899
esp,1985,505858081416.96497
esp,1986,532441357651.09106
esp,1987,566025408125.776
esp,1988,598158765947.21301
esp,1989,630355846309.11401
esp,1990,656961090904.13
esp,1991,675934117154.63403
esp,1992,683488604275.07202
esp,1993,674871312363.38403
esp,1994,688656486685.052
esp,1995,709000306527.14795
esp,1996,730009244553.44385
esp,1997,756721205899.01404
esp,1998,795262117424.78101
esp,1999,830378357080.11902
esp,2000,865841326431.46802
esp,2001,903907674505.79395
esp,2002,935463834567.98206
esp,2003,966748977322.9021
esp,2004,996125941554.99023
esp,2005,1034791599612.58997
esp,2006,1078778964272.03003
esp,2007,1120667326559.76001
esp,2008,1125370764726.13989
esp,2009,1095162896918.20996
esp,2010,1089875349208.65002
esp,2011,1070299618304.95996
esp,2012,1035164108698.16003
esp,2013,1024747880153.25
esp,2014,1036092835003.70996
esp,2015,1077590000000
esp,2016,1111894605487.22998
esp,2017,1143006822556.75
esp,2018,1166511148950.83008
esp,2019,1188589924315.01001
esp,2020,1067780454760.06006
est,1995,8256285117.46236
est,1996,8681296089.48664
est,1997,9904824508.3966
est,1998,10303395834.8906
est,1999,10237494186.9338
est,2000,11590593634.0713
est,2001,12507933364.7676
est,2002,13600962027.6999
est,2003,14722158477.0298
est,2004,15721645430.7202
est,2005,17324804883.515
est,2006,19253553472.93
est,2007,20926630329.1316
est,2008,19863147564.5246
est,2009,17002298030.8402
est,2010,17170528480.1567
est,2011,18419462020.4908
est,2012,18936814888.7
est,2013,19352025063.8779
est,2014,20180495915.391
est,2015,20631362000
est,2016,21479094794.31549
est,2017,22702951845.8836
est,2018,23599932094.6199
est,2019,24507002500.9082
est,2020,23942370841.4667
eth,2011,937752926324.91003
eth,2012,1039999281719.23999
eth,2013,1156030256149.11011
eth,2014,1287203765226.53003
eth,2015,1430789690323.12012
eth,2016,1568097451000
eth,2017,1713919606251.15991
eth,2018,1835091200965.26001
eth,2019,1996143181947.32007
eth,2020,2166875676486.65991
fin,1970,73298945492.5811
fin,1971,74726163132.9426
fin,1972,80516577660.2321
fin,1973,86384442755.57001
fin,1974,88761058057.74921
fin,1975,90824585149.35822
fin,1976,91581406596.1683
fin,1977,91823161364.95343
fin,1978,93825894949.34061
fin,1979,100485448294.51401
fin,1980,104555165926.748
fin,1981,105408784711.388
fin,1982,108920532844.933
fin,1983,112162781505.25101
fin,1984,116477644291.13499
fin,1985,120462808823.52901
fin,1986,124634184243.298
fin,1987,129567755323.64101
fin,1988,137126663728.70399
fin,1989,144154758491.45001
fin,1990,144913386721.10599
fin,1991,135400858141.703
fin,1992,130986395529.87199
fin,1993,130165260498.345
fin,1994,136247660870.91499
fin,1995,143996792601.62
fin,1996,149048849042.146
fin,1997,158298739135.59
fin,1998,168068226345.08301
fin,1999,174278929092.26001
fin,2000,182731784210.526
fin,2001,188374316111.48901
fin,2002,191650533824.51401
fin,2003,194240815780.44601
fin,2004,200705862706.91296
fin,2005,203984179224.298
fin,2006,209918241344.96799
fin,2007,221013029814.97501
fin,2008,221117579319.45999
fin,2009,204235374860.59695
fin,2010,209219237508.42801
fin,2011,213392121658.77496
fin,2012,209598191094.73401
fin,2013,208194159629.76401
fin,2014,207993069678.13199
fin,2015,211385000000
fin,2016,217120735865.88199
fin,2017,223615768483.93399
fin,2018,226807449120.64999
fin,2019,229095274025.79697
fin,2020,223402840473.40601
fra,1960,472515412452.94897
fra,1961,496128727223.12494
fra,1962,529640141089.33295
fra,1963,562711005794.50195
fra,1964,601126196574.27502
fra,1965,630585858272.16101
fra,1966,663550394212.91003
fra,1967,696544482189.47705
fra,1968,728037298527.18896
fra,1969,780412521850.14783
fra,1970,827372372514.09412
fra,1971,871905814571.66492
fra,1972,913905769962.21594
fra,1973,973881564426.55396
fra,1974,999282878788.177
fra,1975,994673725048.42798
fra,1976,1036727687253.67004
fra,1977,1070138246174.13
fra,1978,1118464741666.3999
fra,1979,1156124993414.33008
fra,1980,1164327162340.27002
fra,1981,1168291840967.57007
fra,1982,1198508706829.16992
fra,1983,1216311319387.47998
fra,1984,1231656407824.33008
fra,1985,1252277172600.16992
fra,1986,1296332292151.19995
fra,1987,1329131471815.48999
fra,1988,1396594060338.33008
fra,1989,1454101162296.96997
fra,1990,1497295530362.84009
fra,1991,1510678201121.32007
fra,1992,1536328304680.12012
fra,1993,1530452002121.44995
fra,1994,1564963000664.34009
fra,1995,1594870630700
fra,1996,1614073354815.59009
fra,1997,1651040215193.62012
fra,1998,1715160016503.28003
fra,1999,1774846095952.48999
fra,2000,1832205060246.40967
fra,2001,1869775888122.44971
fra,2002,1899154124668.16968
fra,2003,1914686032455.28003
fra,2004,1964205698477.75
fra,2005,1989728990228.91992
fra,2006,2029740526682.33008
fra,2007,2085158212515.65991
fra,2008,2086793467767.08008
fra,2009,2041708214064.16968
fra,2010,2073448884151.92969
fra,2011,2104510202812.14966
fra,2012,2108515706873.26001
fra,2013,2126973182384.9895
fra,2014,2154348139350.70972
fra,2015,2198432000000
fra,2016,2229259103603.5
fra,2017,2271129043863.18018
fra,2018,2304914921998.97998
fra,2019,2353900917538.14014
fra,2020,2173029032023.83008
gab,1960,582373385926.41394
gab,1961,671511574076.25403
gab,1962,719841112279.17004
gab,1963,752456079818.04895
gab,1964,772474321405.10303
gab,1965,836780686095.65186
gab,1966,880834895098.80286
gab,1967,886510993800
gab,1968,903876334706.67004
gab,1969,962604286254.13904
gab,1970,1147231639838.23999
gab,1971,1242574441710.91992
gab,1972,1320482061608.3999
gab,1973,1473411909614.07007
gab,1974,2706349791126.49023
gab,1975,2902677554486
gab,1976,3781668145521.6001
gab,1977,3371104391072.60938
gab,1978,2626928944658.5
gab,1979,2925877179557.77979
gab,1980,3761734694413.84961
gab,1981,4221424400601.91992
gab,1982,3890733124979.2002
gab,1983,4086918609439.92969
gab,1984,4160291599290.40967
gab,1985,3531802325667.77979
gab,1986,2736908640946.83984
gab,1987,2202203285851.47998
gab,1988,2527081749280.14014
gab,1989,2672274816363.02979
gab,1990,3037316632826.93018
gab,1991,3041727908217.14941
gab,1992,2851362734196.75
gab,1993,2887899776297.8999
gab,1994,2825944467649.5
gab,1995,2914370358918.14941
gab,1996,3305294613273.5
gab,1997,3403022426593.27979
gab,1998,3151146494908.47998
gab,1999,3299412478067.02002
gab,2000,3756567538811.1001
gab,2001,3679028000000
gab,2002,3732186870324.87061
gab,2003,3779969301852.27979
gab,2004,4077586240735.96973
gab,2005,4746859683940.37988
gab,2006,4804239634391.44043
gab,2007,5139343380706.72949
gab,2008,5712955365097.11035
gab,2009,4701026573158.30957
gab,2010,5895856809065.55957
gab,2011,7317926094884.62109
gab,2012,7564643282966.64941
gab,2013,7384638097574.83008
gab,2014,7409696002143.44043
gab,2015,7243032028464.76953
gab,2016,7246950639143.00977
gab,2017,7633195345719.64941
gab,2018,11168911977731.19922
gab,2019,12881258328781.69922
gab,2020,10960370754168.30078
gbr,1970,704927580074.83801
gbr,1971,730119910827.08606
gbr,1972,763321168832.24194
gbr,1973,802998752601.65906
gbr,1974,769765199941.26782
gbr,1975,764115788581.80383
gbr,1976,783630400691.479
gbr,1977,803095100683.19983
gbr,1978,842026389937.39014
gbr,1979,875864885073.07312
gbr,1980,862127175912.33203
gbr,1981,856057617900.75293
gbr,1982,873215451421.26782
gbr,1983,911104004889.2301
gbr,1984,929387001084.60706
gbr,1985,968975474354.41406
gbr,1986,993846929565.09998
gbr,1987,1048055289986.04004
gbr,1988,1111668007592.44995
gbr,1989,1142087888809.37012
gbr,1990,1153874099043.58008
gbr,1991,1143246969963.37988
gbr,1992,1148157567710.73999
gbr,1993,1177156692249.82007
gbr,1994,1217699140213.18994
gbr,1995,1241093290952.25
gbr,1996,1273176868377.59009
gbr,1997,1327952348488.83008
gbr,1998,1374713182140.19995
gbr,1999,1421848734830.38989
gbr,2000,1470650815705.34009
gbr,2001,1505948705486.57007
gbr,2002,1544739058215.03003
gbr,2003,1598608483558.18994
gbr,2004,1637535662922.90991
gbr,2005,1682048634577.23999
gbr,2006,1722331072813.36011
gbr,2007,1757807483728.86011
gbr,2008,1744065111021.92993
gbr,2009,1684300306108.68994
gbr,2010,1724090554938.01001
gbr,2011,1741014376517.58008
gbr,2012,1769649482465.72998
gbr,2013,1812648789213.16968
gbr,2014,1877056455348.96948
gbr,2015,1935212000000
gbr,2016,1979432317700.41992
gbr,2017,2015428779053.84009
gbr,2018,2049970906587.86011
gbr,2019,2089292317238.8999
gbr,2020,1898511620830.05005
geo,2010,26131101518.1875
geo,2011,27890032764.0743
geo,2012,29380557255.3177
geo,2013,30648108594.05429
geo,2014,32504546034.7069
geo,2015,33935000000
geo,2016,34497220415.8884
geo,2017,37369464258.8406
geo,2018,39666692856.18191
geo,2019,41932299712.8364
geo,2020,38939701389.7739
gha,2006,72226592738.9111
gha,2007,75366158765.9722
gha,2008,82262027414.832
gha,2009,86247163149.18871
gha,2010,91993777200.10928
gha,2011,106132838565.263
gha,2012,115995548074.16901
gha,2013,124477578800
gha,2014,126503467625.382
gha,2015,126039417734.491
gha,2016,131353167558.659
gha,2017,139106439835.58899
gha,2018,149120623966.76901
gha,2019,158858135050.35699
gha,2020,159894863125.68799
gin,2006,32551250135263.5
gin,2007,33032897414373.60156
gin,2008,35332916006072.20312
gin,2009,33996159689045.89453
gin,2010,39243443548900
gin,2011,42004519142772.09375
gin,2012,45869812570317.39844
gin,2013,47145653013767.29688
gin,2014,48523290804282.49219
gin,2015,49693704182025.29688
gin,2016,55881769459502.20312
gin,2017,63201412222023.20312
gin,2018,66697235275184.20312
gin,2019,69477656013539.20312
gin,2020,49967687416551.89844
gmb,2004,41406251393.8053
gmb,2005,40431788580.2352
gmb,2006,40207192354.8387
gmb,2007,41429994483.8019
gmb,2008,44021625602.0631
gmb,2009,46956812978.7831
gmb,2010,49730232684.5728
gmb,2011,45686926650.5464
gmb,2012,48082155157.2954
gmb,2013,49463596600
gmb,2014,48058181389.6942
gmb,2015,50844385582.2906
gmb,2016,52235381843.1328
gmb,2017,54223093043.2679
gmb,2018,57202021416.8786
gmb,2019,62562795985.1686
gmb,2020,61647196591.9611
gnb,2000,279901175111.31897
gnb,2001,307672802870.81299
gnb,2002,311049481858.87097
gnb,2003,303149851242.164
gnb,2004,315017501690.78101
gnb,2005,309516000000
gnb,2007,325486826945.69897
gnb,2008,340826451563.78302
gnb,2009,334837102660.84601
gnb,2010,360762622905.39697
gnb,2011,417776338640.11694
gnb,2012,383027816140.29797
gnb,2013,394181141686.85999
gnb,2014,410074643318.11603
gnb,2015,468127289837.276
gnb,2016,503181775610.26306
gnb,2017,576557085495.578
gnb,2018,530222629392.04498
gnb,2019,513859840160.09003
gnb,2020,497791430842.15894
gnq,2005,3812100313379.58984
gnq,2006,5274146000000
gnq,2007,5945425828739.54004
gnq,2008,8269691417922.36914
gnq,2009,5939835586887.91992
gnq,2010,6267075326175.17969
gnq,2011,7642672520488.86035
gnq,2012,8220394876480.44043
gnq,2013,7617117240376.23047
gnq,2014,7301236464281.38867
gnq,2015,5258350786966.67969
gnq,2016,4361394938862.93994
gnq,2017,4623103423808.09961
gnq,2018,4693332073113.90039
gnq,2019,4164540126499.36963
gnq,2020,3414897359557.14941
grc,1960,37651894183.9101
grc,1961,42648602037.0482
grc,1962,42767599530.6619
grc,1963,47937692528.43369
grc,1964,52434859641.675
grc,1965,58043164970.48409
grc,1966,61854319753.6736
grc,1967,65402508046.2599
grc,1968,70057084618.5367
grc,1969,78183806332.7737
grc,1970,84726226160.82718
grc,1971,91118278570.09903
grc,1972,100162918896.158
grc,1973,108461830321.166
grc,1974,101309966373.7
grc,1975,107155761357.868
grc,1976,114154427415.59801
grc,1977,117735842583.83501
grc,1978,125893106142.13
grc,1979,129495338423.132
grc,1980,130188354938.252
grc,1981,128663831968.657
grc,1982,127379705209.588
grc,1983,126521016200.05701
grc,1984,128009999196.54201
grc,1985,131009220808.99699
grc,1986,131650061754.593
grc,1987,128667471099.511
grc,1988,134726034623.39999
grc,1989,139804783723.12601
grc,1990,140168561488.379
grc,1991,144703178540.07599
grc,1992,145181346988.22699
grc,1993,143139883011.62399
grc,1994,146337299550.73199
grc,1995,149589600490.14099
grc,1996,154261977254.95499
grc,1997,160992422803.091
grc,1998,167449602817.08401
grc,1999,172276735971.056
grc,2000,177894870222.46201
grc,2001,185702486491.58801
grc,2002,193870057565.44
grc,2003,205888044989.46097
grc,2004,215992784321.914
grc,2005,216821646144.84
grc,2006,229065210415.97198
grc,2007,236589627263.98697
grc,2008,235075401849.59695
grc,2009,225225160372.95801
grc,2010,214060545583.45001
grc,2011,191436154400.83401
grc,2012,176837912494.987
grc,2013,172992569894.64899
grc,2014,174495162576.267
grc,2015,176368863000
grc,2016,176174443794.811
grc,2017,177677124822.45099
grc,2018,179254697703.43399
grc,2019,182058580452.69101
grc,2020,165399366002.62
grl,2003,11326632958.2341
grl,2004,11956765594.6022
grl,2005,12268156068.4312
grl,2006,13059004871.1386
grl,2007,12994419757.9581
grl,2008,13444393924.4261
grl,2009,13792902799.1049
grl,2010,14078000000
grl,2011,14221777297.1271
grl,2012,14652057409.3956
grl,2013,14475710484.2844
grl,2014,14998810754.7681
grl,2015,15528907490.2991
grl,2016,16780549296.9235
grl,2017,16986879755.657
grl,2018,17531897476.7019
grl,2019,17476265008.3637
gtm,1960,60605221707.9783
gtm,1961,61798471884.5441
gtm,1962,64461247908.578
gtm,1963,70975397351.7774
gtm,1964,75571661513.6582
gtm,1965,77866560695.44231
gtm,1966,81885971496.1371
gtm,1967,83411766686.7135
gtm,1968,91195993170.74821
gtm,1969,95131656767.74608
gtm,1970,104138572345.57899
gtm,1971,106349653201.716
gtm,1972,111216816750.06799
gtm,1973,119494749459.259
gtm,1974,123294013419.64301
gtm,1975,124648452899.75999
gtm,1976,135115232597.756
gtm,1977,155407054433.55899
gtm,1978,156471310176.08801
gtm,1979,158011468646.65799
gtm,1980,160931803141.198
gtm,1981,159206017282.866
gtm,1982,152115697019.992
gtm,1983,149278004778.22601
gtm,1984,151961047124.216
gtm,1985,148108126539.95999
gtm,1986,153653094686.336
gtm,1987,156237073853.53
gtm,1988,162612546786.97198
gtm,1989,167902693761.98999
gtm,1990,172629819610.14401
gtm,1991,183312874301.45096
gtm,1992,191801177852.647
gtm,1993,199394230865.81296
gtm,1994,209757989466.20999
gtm,1995,221334058866.26599
gtm,1996,221840363915.35696
gtm,1997,234851130413.224
gtm,1998,252901074948.26901
gtm,1999,260360314562.94501
gtm,2000,271497340485.29599
gtm,2001,283707798862.84399
gtm,2002,293049887800.42603
gtm,2003,298857396776.88397
gtm,2004,306631627227.22101
gtm,2005,314217749838.74493
gtm,2006,330235491627.953
gtm,2007,350730222317.32202
gtm,2008,360733188075.16095
gtm,2009,369532554679.75098
gtm,2010,381943807847.72302
gtm,2011,401601079187.98999
gtm,2012,411067345118.81598
gtm,2013,416383220634.18896
gtm,2014,434321220570.604
gtm,2015,454032193988.84399
gtm,2016,467766665957.98096
gtm,2017,482217642293.46997
gtm,2018,495883614435.70898
gtm,2019,520379575352.88
gtm,2020,519769689034.04199
gum,2002,4487982673.26733
gum,2003,4549477629.98791
gum,2004,4842927731.09244
gum,2005,5041450352.68584
gum,2006,4870756132.75613
gum,2007,4891000803.53556
gum,2008,4991141414.14141
gum,2009,5059608942.78136
gum,2010,5158250459.72784
gum,2011,5146307561.88538
gum,2012,5265000000
gum,2013,5345248997.22308
gum,2014,5440935010.48218
gum,2015,5537337325.99547
gum,2016,5558760869.56522
gum,2017,5582921296.2963
gum,2018,5510564883.14883
gum,2019,5681407042.25352
gum,2020,5005790814.81481
hkg,1961,89762734793.54739
hkg,1962,105888205366.631
hkg,1963,126088648887.826
hkg,1964,137295246033.403
hkg,1965,159623779827.43201
hkg,1966,162646822668.78201
hkg,1967,165674840010.207
hkg,1968,172601720142.60199
hkg,1969,191961043896.32101
hkg,1970,209430749696.233
hkg,1971,231332505985.91501
hkg,1972,257883800487.31
hkg,1973,289203508243.35498
hkg,1974,288968901608.815
hkg,1975,295209791105.12097
hkg,1976,348369198801.841
hkg,1977,389369731861.53497
hkg,1978,421088986767.01697
hkg,1979,472950089392.26495
hkg,1980,529898406101.54694
hkg,1981,574248567213.87402
hkg,1982,596636502181.66199
hkg,1983,630610737414.44995
hkg,1984,704037310784.31006
hkg,1985,722071690763.97485
hkg,1986,791004929007.79297
hkg,1987,899392744512.14404
hkg,1988,979392036784.93604
hkg,1989,1023147330545.87
hkg,1990,1068816592024.29004
hkg,1991,1148076276063.83008
hkg,1992,1239218387486.20996
hkg,1993,1330617906738.37012
hkg,1994,1397141239497.05005
hkg,1995,1402855626893
hkg,1996,1479585950271.1499
hkg,1997,1567901791634.93994
hkg,1998,1504003944677.20996
hkg,1999,1517979683460.07007
hkg,2000,1625121106932.23999
hkg,2001,1640695027993.04004
hkg,2002,1700121588836.83008
hkg,2003,1730477823275.46997
hkg,2004,1820994575673.56006
hkg,2005,1933313949367.5
hkg,2006,2027706632142.08008
hkg,2007,2180184268245.66968
hkg,2008,2199490092082.75
hkg,2009,2164652949431.02002
hkg,2010,2274196439670.45996
hkg,2011,2372971894031.24023
hkg,2012,2400181387035.7998
hkg,2013,2483225008396.12939
hkg,2014,2547320958540.68018
hkg,2015,2643826163871.79004
hkg,2016,2710937025571.18945
hkg,2017,2816226886348.64014
hkg,2018,2904675450293.22949
hkg,2019,2844560000000
hkg,2020,2668212832879.56006
hnd,1960,20413101498.0595
hnd,1961,21951030417.6697
hnd,1962,24006618878.5047
hnd,1963,25062452248.52069
hnd,1964,27105249929.8851
hnd,1965,28857542570.7478
hnd,1966,28967933952.1161
hnd,1967,31043919464.47729
hnd,1968,33120071753.39849
hnd,1969,32528041764.5975
hnd,1970,31956355339.0916
hnd,1971,31053061925.11209
hnd,1972,33727762582.34
hnd,1973,37145070486.0927
hnd,1974,34634899481.25
hnd,1975,33833028045.5157
hnd,1976,44586881660.3499
hnd,1977,55606640725.0405
hnd,1978,49745116031.841
hnd,1979,50062442427.7485
hnd,1980,49822641015.477
hnd,1981,42750427112.4763
hnd,1982,42071021805.8802
hnd,1983,41229104207.83369
hnd,1984,46141718338.9918
hnd,1985,49890220450.0873
hnd,1986,55784837991.1898
