geo,time,sh_h2o_smdw_ru_zs
ton,2013,23.08433
ton,2014,23.08785
ton,2015,23.09137
ton,2016,23.09489
ton,2017,23.09842
ton,2018,23.10194
ton,2019,23.10546
ton,2020,23.10898
tun,2000,57.23046
tun,2001,57.80397
tun,2002,58.37747
tun,2003,58.95098
tun,2004,59.52449
tun,2005,60.098
tun,2006,60.6715
tun,2007,61.24501
tun,2008,61.81852
tun,2009,62.39203
tun,2010,62.96554
tun,2011,63.53904
tun,2012,64.11255
tun,2013,64.68606
tun,2014,65.25957
tun,2015,65.83307
tun,2016,66.40658
tun,2017,66.98009
tun,2018,67.5536
tun,2019,68.12711
tun,2020,68.70061
uga,2000,0.1074
uga,2001,0.38627
uga,2002,0.67708
uga,2003,0.97981
uga,2004,1.29448
uga,2005,1.62108
uga,2006,1.95961
uga,2007,2.31007
uga,2008,2.67247
uga,2009,3.04679
uga,2010,3.43305
uga,2011,3.83124
uga,2012,4.24136
uga,2013,4.66342
uga,2014,5.0974
uga,2015,5.54332
uga,2016,6.00117
uga,2017,6.47095
uga,2018,6.95266
uga,2019,7.4463
uga,2020,7.95188
ukr,2000,8.55082
ukr,2001,8.57477
ukr,2002,8.59871
ukr,2003,8.62266
ukr,2004,17.41653
ukr,2005,26.25898
ukr,2006,35.15
ukr,2007,44.0896
ukr,2008,53.07777
ukr,2009,62.11451
ukr,2010,71.19983
ukr,2011,80.33372
ukr,2012,87.99647
ukr,2013,88.23488
ukr,2014,88.47328
ukr,2015,88.71169
ukr,2016,88.9501
ukr,2017,89.18851
ukr,2018,89.42692
ukr,2019,89.51212
ukr,2020,89.75
uzb,2000,32.46013
uzb,2001,32.159
uzb,2002,31.85178
uzb,2003,31.53848
uzb,2004,31.2191
uzb,2005,30.89364
uzb,2006,30.5621
uzb,2007,30.22448
uzb,2008,29.88077
uzb,2009,30.05513
uzb,2010,30.22948
uzb,2011,30.40384
uzb,2012,30.57819
uzb,2013,30.75255
uzb,2014,30.87685
uzb,2015,30.94715
uzb,2016,31.01698
uzb,2017,31.08634
uzb,2018,31.08634
uzb,2019,31.08634
uzb,2020,31.08634
zwe,2000,16.78508
zwe,2001,16.78508
zwe,2002,16.74789
zwe,2003,16.7107
zwe,2004,16.67352
zwe,2005,16.42827
zwe,2006,16.18396
zwe,2007,15.94058
zwe,2008,15.69813
zwe,2009,15.45661
zwe,2010,15.21602
zwe,2011,14.97636
zwe,2012,14.73763
zwe,2013,14.49983
zwe,2014,14.26296
zwe,2015,14.02702
zwe,2016,13.79201
zwe,2017,13.55793
zwe,2018,13.32478
zwe,2019,13.09256
zwe,2020,12.86127
