geo,time,sl_tlf_acti_1524_zs
dji,2000,27.3
dji,2001,26.752
dji,2002,25.997
dji,2003,25.098
dji,2004,24.186
dji,2005,23.31
dji,2006,21.947
dji,2007,20.631
dji,2008,19.364
dji,2009,18.119
dji,2010,17.029
dji,2011,16.505
dji,2012,16.053
dji,2013,15.674
dji,2014,15.321
dji,2015,14.944
dji,2016,14.727
dji,2017,14.387
dji,2018,14.03
dji,2019,13.705
dji,2020,12.963
dnk,1990,73.464
dnk,1991,73.161
dnk,1992,71.987
dnk,1993,70.517
dnk,1994,69.095
dnk,1995,73.218
dnk,1996,73.776
dnk,1997,74.256
dnk,1998,71.564
dnk,1999,73.304
dnk,2000,71.901
dnk,2001,67.201
dnk,2002,68.799
dnk,2003,65.869
dnk,2004,66.423
dnk,2005,68.137
dnk,2006,69.934
dnk,2007,70.582
dnk,2008,69.062
dnk,2009,67.847
dnk,2010,63.976
dnk,2011,63.363
dnk,2012,60.992
dnk,2013,58.131
dnk,2014,58.286
dnk,2015,58.465
dnk,2016,59.549
dnk,2017,60.384
dnk,2018,60.073
dnk,2019,61.128
dnk,2020,60.22
dom,1990,47.189
dom,1991,47.172
dom,1992,46.822
dom,1993,46.589
dom,1994,46.514
dom,1995,46.334
dom,1996,46.139
dom,1997,45.842
dom,1998,45.616
dom,1999,45.415
dom,2000,45.26
dom,2001,43.878
dom,2002,43.985
dom,2003,41.304
dom,2004,41.84
dom,2005,41.259
dom,2006,41.135
dom,2007,41.61
dom,2008,41.965
dom,2009,37.42
dom,2010,38.53
dom,2011,40.422
dom,2012,41.242
dom,2013,41
dom,2014,40.949
dom,2015,44.104
dom,2016,44.679
dom,2017,43.6
dom,2018,44.721
dom,2019,45.547
dom,2020,39.258
dza,1990,40.448
dza,1991,40.662
dza,1992,40.669
dza,1993,40.934
dza,1994,41.105
dza,1995,40.943
dza,1996,40.728
dza,1997,39.792
dza,1998,38.847
dza,1999,37.893
dza,2000,36.932
dza,2001,35.965
dza,2002,34.991
dza,2003,34.013
dza,2004,33.03
dza,2005,32.045
dza,2006,31.056
dza,2007,30.07
dza,2008,29.089
dza,2009,28.108
dza,2010,28.065
dza,2011,26.781
dza,2012,27.17
dza,2013,27.107
dza,2014,25.072
dza,2015,25.095
dza,2016,24.457
dza,2017,24.249
dza,2018,24.066
dza,2019,23.955
dza,2020,21.962
ecu,1990,48.236
ecu,1991,48.195
ecu,1992,48.137
ecu,1993,48.075
ecu,1994,48.023
ecu,1995,47.962
ecu,1996,47.9
ecu,1997,47.698
ecu,1998,52.444
ecu,1999,52.485
ecu,2000,52.533
ecu,2001,52.584
ecu,2002,52.643
ecu,2003,52.709
ecu,2004,54.127
ecu,2005,52.572
ecu,2006,54.378
ecu,2007,51.069
ecu,2008,50.864
ecu,2009,47.68
ecu,2010,44.845
ecu,2011,42.042
ecu,2012,43.346
ecu,2013,41.313
ecu,2014,40.144
ecu,2015,42.757
ecu,2016,44.775
ecu,2017,45.198
ecu,2018,43.97
ecu,2019,43.985
ecu,2020,39.735
egy,1990,30.36
egy,1991,30.395
egy,1992,31.687
egy,1993,32.509
egy,1994,33.164
egy,1995,33.475
egy,1996,32.366
egy,1997,31.279
egy,1998,30.213
egy,1999,33.966
egy,2000,31.05
egy,2001,28.243
egy,2002,30.121
egy,2003,31.007
egy,2004,31.89
egy,2005,32.768
egy,2006,33.634
egy,2007,33.583
egy,2008,35.385
egy,2009,35.264
egy,2010,34.66
egy,2011,33.455
egy,2012,33.596
egy,2013,34.485
egy,2014,33.826
egy,2015,31.192
egy,2016,30.473
egy,2017,27.921
egy,2018,23.626
egy,2019,21.674
egy,2020,20.581
eri,1990,73.628
eri,1991,74.609
eri,1992,75.588
eri,1993,76.579
eri,1994,77.623
eri,1995,78.363
eri,1996,78.042
eri,1997,77.554
eri,1998,76.877
eri,1999,76.156
eri,2000,75.468
eri,2001,73.71
eri,2002,72.008
eri,2003,70.351
eri,2004,68.797
eri,2005,67.324
eri,2006,67.249
eri,2007,67.236
eri,2008,67.176
eri,2009,67.339
eri,2010,67.548
eri,2011,68.313
eri,2012,68.936
eri,2013,69.363
eri,2014,70.185
eri,2015,70.415
eri,2016,70.117
eri,2017,69.804
eri,2018,69.774
eri,2019,69.477
eri,2020,62.983
esp,1990,47.043
esp,1991,45.366
esp,1992,44.521
esp,1993,43.058
esp,1994,43.243
esp,1995,41.578
esp,1996,40.586
esp,1997,40.782
esp,1998,41.064
esp,1999,42.019
esp,2000,43.106
esp,2001,42.377
esp,2002,43.615
esp,2003,44.355
esp,2004,44.847
esp,2005,47.883
esp,2006,48.151
esp,2007,47.87
esp,2008,47.675
esp,2009,45.02
esp,2010,42.65
esp,2011,40.91
esp,2012,39.027
esp,2013,37.772
esp,2014,35.721
esp,2015,34.716
esp,2016,33.041
esp,2017,33.298
esp,2018,32.923
esp,2019,32.908
esp,2020,29.797
est,1990,52.366
est,1991,51.6
est,1992,50.705
est,1993,50.345
est,1994,53.085
est,1995,49.148
est,1996,46.931
est,1997,46.883
est,1998,41.06
est,1999,37.037
est,2000,37.551
est,2001,36.404
est,2002,31.916
est,2003,39.506
est,2004,39.914
est,2005,36.238
est,2006,35.736
est,2007,37.93
est,2008,40.832
est,2009,39.042
est,2010,37.777
est,2011,40.023
est,2012,40.761
est,2013,39.768
est,2014,39.162
est,2015,41.733
est,2016,43.257
est,2017,46.078
est,2018,47.309
est,2019,44.62
est,2020,42.948
eth,1990,72.684
eth,1991,72.756
eth,1992,72.747
eth,1993,72.909
eth,1994,72.916
eth,1995,73.161
eth,1996,73.418
eth,1997,73.677
eth,1998,73.937
eth,1999,74.197
eth,2000,74.455
eth,2001,74.693
eth,2002,74.928
eth,2003,75.161
eth,2004,75.391
eth,2005,75.621
eth,2006,75.556
eth,2007,75.492
eth,2008,75.431
eth,2009,75.376
eth,2010,75.329
eth,2011,75.288
eth,2012,75.249
eth,2013,75.207
eth,2014,74.599
eth,2015,73.975
eth,2016,73.459
eth,2017,72.906
eth,2018,72.307
eth,2019,71.732
eth,2020,66.747
fin,1990,60.621
fin,1991,57.274
fin,1992,52.577
fin,1993,50.064
fin,1994,46.555
fin,1995,49.704
fin,1996,47.515
fin,1997,48.497
fin,1998,49.795
fin,1999,49.881
fin,2000,50.026
fin,2001,50.162
fin,2002,50.299
fin,2003,50.434
fin,2004,50.559
fin,2005,50.701
fin,2006,51.836
fin,2007,53.454
fin,2008,53.51
fin,2009,50.485
fin,2010,49.416
fin,2011,50.562
fin,2012,51.634
fin,2013,51.861
fin,2014,52.086
fin,2015,52.241
fin,2016,52.222
fin,2017,53.261
fin,2018,53.102
fin,2019,53.909
fin,2020,52.246
fji,1990,45.723
fji,1991,46.118
fji,1992,45.544
fji,1993,45.458
fji,1994,45.043
fji,1995,44.915
fji,1996,44.506
fji,1997,43.835
fji,1998,43.172
fji,1999,42.507
fji,2000,41.83
fji,2001,41.011
fji,2002,40.167
fji,2003,39.305
fji,2004,38.434
fji,2005,36.707
fji,2006,37.094
fji,2007,37.481
fji,2008,37.873
fji,2009,38.271
fji,2010,38.675
fji,2011,39.044
fji,2012,38.659
fji,2013,38.298
fji,2014,37.955
fji,2015,38.733
fji,2016,39.528
fji,2017,38.919
fji,2018,38.549
fji,2019,38.483
fji,2020,37.798
fra,1990,44.717
fra,1991,40.077
fra,1992,39.664
fra,1993,38.195
fra,1994,36.568
fra,1995,35.637
fra,1996,35.099
fra,1997,34.061
fra,1998,34.076
fra,1999,35.912
fra,2000,35.574
fra,2001,35.809
fra,2002,36.943
fra,2003,37.195
fra,2004,36.76
fra,2005,38.134
fra,2006,38.138
fra,2007,38.483
fra,2008,38.55
fra,2009,39.609
fra,2010,38.957
fra,2011,37.978
fra,2012,37.458
fra,2013,37.422
fra,2014,36.489
fra,2015,37.227
fra,2016,37.074
fra,2017,36.915
fra,2018,37.526
fra,2019,36.798
fra,2020,35.633
gab,1990,22.813
gab,1991,23.081
gab,1992,23.191
gab,1993,23.308
gab,1994,23.35
gab,1995,23.328
gab,1996,23.272
gab,1997,23.155
gab,1998,22.949
gab,1999,22.564
gab,2000,22.218
gab,2001,21.879
gab,2002,21.482
gab,2003,21.087
gab,2004,20.674
gab,2005,20.292
gab,2006,19.705
gab,2007,19.226
gab,2008,18.714
gab,2009,18.278
gab,2010,17.945
gab,2011,17.627
gab,2012,17.299
gab,2013,17.001
gab,2014,16.733
gab,2015,16.492
gab,2016,16.622
gab,2017,16.734
gab,2018,16.838
gab,2019,16.928
gab,2020,16.57
gbr,1990,71.771
gbr,1991,70.11
gbr,1992,67.887
gbr,1993,66.004
gbr,1994,64.629
gbr,1995,63.655
gbr,1996,64.389
gbr,1997,64.301
gbr,1998,63.84
gbr,1999,62.995
gbr,2000,63.398
gbr,2001,61.889
gbr,2002,62.382
gbr,2003,61.187
gbr,2004,61.559
gbr,2005,62.219
gbr,2006,62.312
gbr,2007,61.395
gbr,2008,61.249
gbr,2009,59.241
gbr,2010,58.462
gbr,2011,58.233
gbr,2012,58.654
gbr,2013,58.334
gbr,2014,57.824
gbr,2015,58.535
gbr,2016,58.356
gbr,2017,57.501
gbr,2018,57.116
gbr,2019,56.667
gbr,2020,54.652
geo,1990,38.22
geo,1991,38.695
geo,1992,39.214
geo,1993,39.781
geo,1994,40.4
geo,1995,40
geo,1996,39.032
geo,1997,38.115
geo,1998,37.718
geo,1999,37.83
geo,2000,37.616
geo,2001,36.905
geo,2002,35.42
geo,2003,38.679
geo,2004,32.644
geo,2005,34.07
geo,2006,30.593
geo,2007,31.264
geo,2008,36.31
geo,2009,38.774
geo,2010,39.552
geo,2011,41.268
geo,2012,41.778
geo,2013,40.714
geo,2014,41.529
geo,2015,42.598
geo,2016,40.115
geo,2017,40.319
geo,2018,40.582
geo,2019,38.249
geo,2020,34.379
gha,1990,60.394
gha,1991,60.153
gha,1992,59.506
gha,1993,58.854
gha,1994,58.201
gha,1995,57.55
gha,1996,56.9
gha,1997,56.254
gha,1998,55.617
gha,1999,54.989
gha,2000,54.372
gha,2001,53.781
gha,2002,53.196
gha,2003,52.614
gha,2004,52.028
gha,2005,51.436
gha,2006,50.835
gha,2007,50.227
gha,2008,49.61
gha,2009,48.987
gha,2010,48.358
gha,2011,47.728
gha,2012,47.097
gha,2013,46.467
gha,2014,45.84
gha,2015,45.216
gha,2016,44.914
gha,2017,44.602
gha,2018,44.245
gha,2019,43.88
gha,2020,43.072
gin,1990,44.504
gin,1991,44.996
gin,1992,45.383
gin,1993,45.698
gin,1994,45.926
gin,1995,46.094
gin,1996,46.524
gin,1997,46.863
gin,1998,47.093
gin,1999,47.237
gin,2000,47.273
gin,2001,47.675
gin,2002,47.993
gin,2003,48.166
gin,2004,48.274
gin,2005,48.33
gin,2006,48.235
gin,2007,48.161
gin,2008,48.011
gin,2009,47.756
gin,2010,47.542
gin,2011,47.299
gin,2012,47.013
gin,2013,46.666
gin,2014,46.297
gin,2015,45.926
gin,2016,45.408
gin,2017,44.859
gin,2018,44.248
gin,2019,43.615
gin,2020,40.97
gmb,1990,38.355
gmb,1991,39.183
gmb,1992,39.842
gmb,1993,40.376
gmb,1994,40.386
gmb,1995,40.414
gmb,1996,40.493
gmb,1997,40.59
gmb,1998,40.696
gmb,1999,40.803
gmb,2000,40.91
gmb,2001,41.006
gmb,2002,41.107
gmb,2003,41.207
gmb,2004,41.306
gmb,2005,41.401
gmb,2006,41.485
gmb,2007,41.576
gmb,2008,41.665
gmb,2009,41.741
gmb,2010,41.799
gmb,2011,41.838
gmb,2012,41.867
gmb,2013,41.63
gmb,2014,41.315
gmb,2015,41.056
gmb,2016,40.905
gmb,2017,40.742
gmb,2018,40.553
gmb,2019,40.307
gmb,2020,37.565
gnb,1990,58.795
gnb,1991,58.953
gnb,1992,59.028
gnb,1993,59.045
gnb,1994,58.941
gnb,1995,58.703
gnb,1996,58.902
gnb,1997,58.865
gnb,1998,58.253
gnb,1999,58.003
gnb,2000,57.8
gnb,2001,57.478
gnb,2002,57.095
gnb,2003,56.701
gnb,2004,56.295
gnb,2005,55.883
gnb,2006,55.613
gnb,2007,55.313
gnb,2008,54.998
gnb,2009,54.693
gnb,2010,54.42
gnb,2011,54.329
gnb,2012,54.102
gnb,2013,53.906
gnb,2014,53.669
gnb,2015,53.462
gnb,2016,53.321
gnb,2017,53.127
gnb,2018,52.866
gnb,2019,52.564
gnb,2020,51.652
gnq,1990,33.412
gnq,1991,33.379
gnq,1992,33.725
gnq,1993,33.85
gnq,1994,33.869
gnq,1995,33.716
gnq,1996,33.893
gnq,1997,34.368
gnq,1998,33.969
gnq,1999,33.627
gnq,2000,33.272
gnq,2001,33.504
gnq,2002,33.282
gnq,2003,33.02
gnq,2004,33.031
gnq,2005,32.846
gnq,2006,32.53
gnq,2007,32.225
gnq,2008,31.952
gnq,2009,31.494
gnq,2010,30.879
gnq,2011,30.714
gnq,2012,30.432
gnq,2013,29.971
gnq,2014,29.561
gnq,2015,29.01
gnq,2016,28.864
gnq,2017,28.608
gnq,2018,28.294
gnq,2019,27.959
gnq,2020,26.312
grc,1990,39.62
grc,1991,38.669
grc,1992,38.082
grc,1993,37.684
grc,1994,37.162
grc,1995,36.939
grc,1996,37.165
grc,1997,35.729
grc,1998,40.402
grc,1999,39.81
grc,2000,38.807
grc,2001,36.442
grc,2002,36.309
grc,2003,34.981
grc,2004,37.308
grc,2005,33.732
grc,2006,32.237
grc,2007,31.028
grc,2008,30.119
grc,2009,30.74
grc,2010,30.103
grc,2011,29.186
grc,2012,29.171
grc,2013,28.426
grc,2014,28.064
grc,2015,26.01
grc,2016,24.696
grc,2017,25.098
grc,2018,23.315
grc,2019,22.513
grc,2020,21.247
gtm,1990,55.899
gtm,1991,55.883
gtm,1992,55.836
gtm,1993,55.814
gtm,1994,55.79
gtm,1995,55.742
gtm,1996,55.729
gtm,1997,55.677
gtm,1998,55.607
gtm,1999,55.565
gtm,2000,55.527
gtm,2001,55.509
gtm,2002,55.437
gtm,2003,55.396
gtm,2004,55.336
gtm,2005,55.045
gtm,2006,54.752
gtm,2007,54.458
gtm,2008,54.164
gtm,2009,53.872
gtm,2010,53.58
gtm,2011,53.289
gtm,2012,51.639
gtm,2013,49.977
gtm,2014,51.755
gtm,2015,52.295
gtm,2016,52.599
gtm,2017,52.579
gtm,2018,52.477
gtm,2019,52.347
gtm,2020,46.936
gum,1990,67.029
gum,1991,65.593
gum,1992,64.097
gum,1993,62.548
gum,1994,60.953
gum,1995,59.323
gum,1996,57.672
gum,1997,55.994
gum,1998,54.288
gum,1999,52.559
gum,2000,50.816
gum,2001,47.827
gum,2002,44.204
gum,2003,45.856
gum,2004,47.52
gum,2005,51.721
gum,2006,52.03
gum,2007,44.649
gum,2008,44.802
gum,2009,44.945
gum,2010,45.28
gum,2011,46.594
gum,2012,46.408
gum,2013,46.243
gum,2014,46.091
gum,2015,46.075
gum,2016,46.086
gum,2017,46.109
gum,2018,46.188
gum,2019,46.085
gum,2020,42.536
guy,1990,52.182
guy,1991,51.935
guy,1992,51.642
guy,1993,51.341
guy,1994,51.057
guy,1995,50.792
guy,1996,50.532
guy,1997,50.265
guy,1998,49.988
guy,1999,49.697
guy,2000,49.398
guy,2001,49.095
guy,2002,48.802
guy,2003,48.733
guy,2004,48.691
guy,2005,48.685
guy,2006,48.713
guy,2007,48.739
guy,2008,48.756
guy,2009,48.762
guy,2010,48.762
guy,2011,48.78
guy,2012,48.808
guy,2013,48.839
guy,2014,48.858
guy,2015,48.86
guy,2016,48.838
guy,2017,48.8
guy,2018,48.752
guy,2019,48.548
guy,2020,44.461
hkg,1990,56.793
hkg,1991,56.12
hkg,1992,54.681
hkg,1993,53.703
hkg,1994,52.455
hkg,1995,50.254
hkg,1996,50.248
hkg,1997,49.502
hkg,1998,49.318
hkg,1999,47.501
hkg,2000,45.674
hkg,2001,44.926
hkg,2002,44.922
hkg,2003,44.496
hkg,2004,44.315
hkg,2005,43.841
hkg,2006,42.861
hkg,2007,42.696
hkg,2008,40.69
hkg,2009,39.219
hkg,2010,36.033
hkg,2011,36.375
hkg,2012,36.92
hkg,2013,38.848
hkg,2014,38.503
hkg,2015,40.227
hkg,2016,40.666
hkg,2017,39.756
hkg,2018,40.124
hkg,2019,40.15
hkg,2020,36.491
hnd,1990,58.88
hnd,1991,59.055
hnd,1992,58.955
hnd,1993,58.841
hnd,1994,58.91
hnd,1995,58.807
hnd,1996,58.826
hnd,1997,58.767
hnd,1998,58.734
hnd,1999,58.824
hnd,2000,57.124
hnd,2001,56.245
hnd,2002,55.355
hnd,2003,54.453
hnd,2004,53.543
hnd,2005,52.625
hnd,2006,49.759
hnd,2007,48.309
hnd,2008,49.359
hnd,2009,50.284
hnd,2010,51.29
hnd,2011,49.698
hnd,2012,47.949
hnd,2013,53.193
hnd,2014,53.732
hnd,2015,54.477
hnd,2016,53.315
hnd,2017,54.946
hnd,2018,57.662
hnd,2019,53.876
hnd,2020,48.657
hrv,1990,42.493
hrv,1991,45.226
hrv,1992,44.667
hrv,1993,44.115
hrv,1994,43.568
hrv,1995,43.023
hrv,1996,42.484
hrv,1997,41.94
hrv,1998,41.392
hrv,1999,40.841
hrv,2000,40.29
hrv,2001,39.414
hrv,2002,40.405
hrv,2003,38.496
hrv,2004,40.136
hrv,2005,38.242
hrv,2006,36.014
hrv,2007,36.696
hrv,2008,36.684
hrv,2009,36.322
hrv,2010,35.863
hrv,2011,32.465
hrv,2012,30.08
hrv,2013,29.856
hrv,2014,33.624
hrv,2015,33.19
hrv,2016,37.241
hrv,2017,35.671
hrv,2018,33.474
hrv,2019,33.176
hrv,2020,32.451
hti,1990,46.063
hti,1991,44.739
hti,1992,43.435
hti,1993,42.159
hti,1994,40.921
hti,1995,39.725
hti,1996,38.528
hti,1997,37.372
hti,1998,36.242
hti,1999,35.118
hti,2000,33.987
hti,2001,34.452
hti,2002,34.896
hti,2003,35.317
hti,2004,35.712
hti,2005,36.083
hti,2006,36.162
hti,2007,36.157
hti,2008,36.262
hti,2009,36.253
hti,2010,36.571
hti,2011,36.319
hti,2012,36.16
hti,2013,35.968
hti,2014,35.827
hti,2015,35.74
hti,2016,35.635
hti,2017,35.543
hti,2018,35.446
hti,2019,35.431
hti,2020,33.191
hun,1990,42.209
hun,1991,43.848
hun,1992,44.273
hun,1993,41.643
hun,1994,39.416
hun,1995,39.241
hun,1996,33.972
hun,1997,34.367
hun,1998,39.593
hun,1999,39.734
hun,2000,37.707
hun,2001,34.127
hun,2002,32.375
hun,2003,30.618
hun,2004,27.276
hun,2005,27.089
hun,2006,26.712
hun,2007,25.715
hun,2008,25.128
hun,2009,24.68
hun,2010,24.835
hun,2011,24.339
hun,2012,25.737
hun,2013,27.439
hun,2014,29.576
hun,2015,31.077
hun,2016,32.351
hun,2017,32.484
hun,2018,32.28
hun,2019,32.193
hun,2020,31.196
idn,1990,51.477
idn,1991,51.859
idn,1992,51.942
idn,1993,50.541
idn,1994,53.37
idn,1995,52.94
idn,1996,52.505
idn,1997,51.067
idn,1998,50.612
idn,1999,51.952
idn,2000,52.193
idn,2001,51.109
idn,2002,50.48
idn,2003,49.587
idn,2004,50.725
idn,2005,47.686
idn,2006,48.693
idn,2007,50.563
idn,2008,49.381
idn,2009,47.991
idn,2010,47.054
idn,2011,46.763
idn,2012,47.976
idn,2013,46.967
idn,2014,45.82
idn,2015,46.302
idn,2016,46.288
idn,2017,46.677
idn,2018,47.723
idn,2019,48.203
idn,2020,47.225
ind,1990,47.15
ind,1991,46.908
ind,1992,46.71
ind,1993,46.556
ind,1994,46.446
ind,1995,46.119
ind,1996,45.792
ind,1997,45.467
ind,1998,45.141
ind,1999,44.815
ind,2000,44.486
ind,2001,44.376
ind,2002,44.264
ind,2003,44.148
ind,2004,44.026
ind,2005,43.896
ind,2006,42.242
ind,2007,40.589
ind,2008,38.944
ind,2009,37.313
ind,2010,35.702
ind,2011,34.133
ind,2012,32.591
ind,2013,31.52
ind,2014,30.465
ind,2015,29.427
ind,2016,28.409
ind,2017,27.411
ind,2018,26.432
ind,2019,26.523
ind,2020,23.246
irl,1990,64.492
irl,1991,62.755
irl,1992,57.564
irl,1993,57.715
irl,1994,57.412
irl,1995,56.897
irl,1996,55.418
irl,1997,58.13
irl,1998,62.444
irl,1999,64.951
irl,2000,65.624
irl,2001,63.146
irl,2002,61.135
irl,2003,61.9
irl,2004,60.794
irl,2005,66.516
irl,2006,68.394
irl,2007,69.39
irl,2008,65.959
irl,2009,60.034
irl,2010,53.824
irl,2011,51.355
irl,2012,50.238
irl,2013,49.829
irl,2014,47.964
irl,2015,47.322
irl,2016,50.394
irl,2017,46.617
irl,2018,46.639
irl,2019,46.985
irl,2020,43.618
irn,1990,37.831
irn,1991,37.22
irn,1992,35.912
irn,1993,34.625
irn,1994,33.366
irn,1995,32.14
irn,1996,30.942
irn,1997,31.423
irn,1998,31.902
irn,1999,32.37
irn,2000,32.821
irn,2001,33.234
irn,2002,33.637
irn,2003,34.025
irn,2004,34.393
irn,2005,34.737
irn,2006,33.151
irn,2007,31.505
irn,2008,29.124
irn,2009,29.612
irn,2010,29.28
irn,2011,27.159
irn,2012,27.977
irn,2013,26.028
irn,2014,24.71
irn,2015,25.129
irn,2016,26.62
irn,2017,27.868
irn,2018,27.339
irn,2019,26.269
irn,2020,22.626
irq,1990,37.262
irq,1991,37.165
irq,1992,36.825
irq,1993,36.746
irq,1994,36.65
irq,1995,36.483
irq,1996,36.346
irq,1997,36.054
irq,1998,35.601
irq,1999,35.144
irq,2000,34.683
irq,2001,34.222
irq,2002,33.76
irq,2003,33.299
irq,2004,32.84
irq,2005,32.384
irq,2006,31.926
irq,2007,31.477
irq,2008,31.159
irq,2009,30.852
irq,2010,30.555
irq,2011,30.255
irq,2012,29.946
irq,2013,30.522
irq,2014,31.092
irq,2015,30.153
irq,2016,29.225
irq,2017,27.558
irq,2018,27.598
irq,2019,27.379
irq,2020,26.841
isl,1990,57.665
isl,1991,58.12
isl,1992,60.842
isl,1993,58.267
isl,1994,58.455
isl,1995,69.116
isl,1996,64.407
isl,1997,64.936
isl,1998,71.461
isl,1999,71.162
isl,2000,76.712
isl,2001,79.536
isl,2002,70.257
isl,2003,72.177
isl,2004,74.061
isl,2005,75.908
isl,2006,78.519
isl,2007,79.736
isl,2008,77.894
isl,2009,72.642
isl,2010,73.256
isl,2011,72.55
isl,2012,75.117
isl,2013,77.671
isl,2014,77.678
isl,2015,79.909
isl,2016,82.822
isl,2017,81.814
isl,2018,79.802
isl,2019,77.551
isl,2020,72.013
isr,1990,53.762
isr,1991,55.183
isr,1992,56.182
isr,1993,60.195
isr,1994,61.84
isr,1995,61.685
isr,1996,60.259
isr,1997,59.225
isr,1998,57.223
isr,1999,57.011
isr,2000,58.337
isr,2001,57.43
isr,2002,53.433
isr,2003,53.601
isr,2004,54.445
isr,2005,55.753
isr,2006,56.19
isr,2007,55.516
isr,2008,53.891
isr,2009,52.666
isr,2010,52.599
isr,2011,50.361
isr,2012,49.433
isr,2013,49.534
isr,2014,49.669
isr,2015,48.895
isr,2016,48.427
isr,2017,48.238
isr,2018,47.013
isr,2019,45.927
isr,2020,42.232
ita,1990,46.85
ita,1991,46.101
ita,1992,42.095
ita,1993,41.08
ita,1994,38.966
ita,1995,38.708
ita,1996,38.643
ita,1997,38.279
ita,1998,38.381
ita,1999,38.062
ita,2000,38.043
ita,2001,36.273
ita,2002,35.254
ita,2003,34.577
ita,2004,36.722
ita,2005,33.851
ita,2006,32.35
ita,2007,30.815
ita,2008,30.744
ita,2009,28.839
ita,2010,28.066
ita,2011,27.087
ita,2012,28.533
ita,2013,27.111
ita,2014,27.116
ita,2015,26.164
ita,2016,26.586
ita,2017,26.158
ita,2018,26.061
ita,2019,26.051
ita,2020,23.794
jam,1990,53.241
jam,1991,52.255
jam,1992,51.261
jam,1993,50.265
jam,1994,49.277
jam,1995,48.299
jam,1996,47.284
jam,1997,46.273
jam,1998,45.272
jam,1999,42.952
jam,2000,41.41
jam,2001,39.907
jam,2002,39.237
jam,2003,38.581
jam,2004,38.922
jam,2005,38.45
jam,2006,37.999
jam,2007,37.535
jam,2008,37.005
jam,2009,35.394
jam,2010,34.125
jam,2011,33.453
jam,2012,33.074
jam,2013,34.13
jam,2014,32.644
jam,2015,33.33
jam,2016,35.83
jam,2017,35.536
jam,2018,33.123
jam,2019,33.693
jam,2020,30.67
jor,1990,33.651
jor,1991,33.806
jor,1992,33.016
jor,1993,32.908
jor,1994,32.7
jor,1995,32.339
jor,1996,32.281
jor,1997,32.126
jor,1998,31.975
jor,1999,31.801
jor,2000,31.592
jor,2001,31.298
jor,2002,30.984
jor,2003,30.776
jor,2004,30.349
jor,2005,29.973
jor,2006,29.616
jor,2007,29.274
jor,2008,29.005
jor,2009,28.86
jor,2010,28.913
jor,2011,29.017
jor,2012,29.124
jor,2013,29.203
jor,2014,29.226
jor,2015,29.229
jor,2016,29.186
jor,2017,29.091
jor,2018,26.42
jor,2019,25.849
jor,2020,24.025
jpn,1990,44.105
jpn,1991,45.394
jpn,1992,46.592
jpn,1993,47.092
jpn,1994,47.598
jpn,1995,47.686
jpn,1996,48.307
jpn,1997,48.532
jpn,1998,48.267
jpn,1999,47.314
jpn,2000,46.98
jpn,2001,46.187
jpn,2002,45.388
jpn,2003,44.69
jpn,2004,43.993
jpn,2005,44.539
jpn,2006,44.867
jpn,2007,44.687
jpn,2008,44.435
jpn,2009,43.532
jpn,2010,43.017
jpn,2011,42.623
jpn,2012,41.52
jpn,2013,42.606
jpn,2014,42.969
jpn,2015,43.001
jpn,2016,44.766
jpn,2017,44.564
jpn,2018,47.548
jpn,2019,49.27
jpn,2020,48.565
kaz,1990,51.241
kaz,1991,52.482
kaz,1992,53.024
kaz,1993,53.93
kaz,1994,55.11
kaz,1995,55.763
kaz,1996,55.587
kaz,1997,55.285
kaz,1998,55.309
kaz,1999,54.977
kaz,2000,54.069
kaz,2001,52.834
kaz,2002,51.933
kaz,2003,50.971
kaz,2004,49.813
kaz,2005,48.715
kaz,2006,48.068
kaz,2007,47.747
kaz,2008,47.428
kaz,2009,46.056
kaz,2010,45.07
kaz,2011,44.362
kaz,2012,43.6
kaz,2013,42.8
kaz,2014,44.825
kaz,2015,46.927
kaz,2016,44.348
kaz,2017,41.794
kaz,2018,41.832
kaz,2019,41.308
kaz,2020,39.069
ken,1990,54.953
ken,1991,54.501
ken,1992,53.891
ken,1993,53.192
ken,1994,52.484
ken,1995,51.806
ken,1996,51.309
ken,1997,50.912
ken,1998,50.579
ken,1999,50.179
ken,2000,49.955
ken,2001,49.722
ken,2002,49.487
ken,2003,49.243
ken,2004,48.978
ken,2005,48.689
ken,2006,48.347
ken,2007,47.989
ken,2008,47.627
ken,2009,47.275
ken,2010,46.941
ken,2011,46.607
ken,2012,46.288
ken,2013,45.986
ken,2014,45.705
ken,2015,45.445
ken,2016,45.199
ken,2017,44.335
ken,2018,43.466
ken,2019,42.556
ken,2020,41.77
kgz,1990,43.736
kgz,1991,44.567
kgz,1992,45.908
kgz,1993,47.295
kgz,1994,49.092
kgz,1995,49.634
kgz,1996,49.23
kgz,1997,48.617
kgz,1998,48.586
kgz,1999,48.441
kgz,2000,48.143
kgz,2001,47.832
kgz,2002,47.944
kgz,2003,46.687
kgz,2004,45.431
kgz,2005,45.986
kgz,2006,46.579
kgz,2007,47.256
kgz,2008,47.939
kgz,2009,48.022
kgz,2010,47.398
kgz,2011,46.626
kgz,2012,44.437
kgz,2013,46.997
kgz,2014,44.12
kgz,2015,43.216
kgz,2016,41.836
kgz,2017,39.672
kgz,2018,37.883
kgz,2019,37.593
kgz,2020,34.505
khm,1990,68.238
khm,1991,67.88
khm,1992,67.527
khm,1993,67.369
khm,1994,70.421
khm,1995,69.979
khm,1996,69.789
