geo,time,ic_lgl_durs
mar,2004,510
mar,2005,510
mar,2006,510
mar,2007,510
mar,2008,510
mar,2009,510
mar,2010,510
mar,2011,510
mar,2012,510
mar,2013,510
mar,2014,510
mar,2015,510
mar,2016,510
mar,2017,510
mar,2018,510
mar,2019,510
mda,2003,365
mda,2004,365
mda,2005,365
mda,2006,365
mda,2007,365
mda,2008,365
mda,2009,365
mda,2010,365
mda,2011,352
mda,2012,327
mda,2013,567
mda,2014,567
mda,2015,585
mda,2016,585
mda,2017,585
mda,2018,585
mda,2019,585
mdg,2003,871
mdg,2004,871
mdg,2005,871
mdg,2006,871
mdg,2007,871
mdg,2008,871
mdg,2009,871
mdg,2010,871
mdg,2011,871
mdg,2012,871
mdg,2013,871
mdg,2014,871
mdg,2015,871
mdg,2016,871
mdg,2017,871
mdg,2018,871
mdg,2019,811
mdv,2003,665
mdv,2004,665
mdv,2005,665
mdv,2006,665
mdv,2007,665
mdv,2008,665
mdv,2009,665
mdv,2010,665
mdv,2011,665
mdv,2012,760
mdv,2013,760
mdv,2014,760
mdv,2015,760
mdv,2016,760
mdv,2017,760
mdv,2018,760
mdv,2019,760
mex,2013,388.95
mex,2014,388.95
mex,2015,388.95
mex,2016,340.65
mex,2017,340.65
mex,2018,340.65
mex,2019,340.65
mhl,2003,616
mhl,2004,616
mhl,2005,616
mhl,2006,616
mhl,2007,616
mhl,2008,616
mhl,2009,616
mhl,2010,616
mhl,2011,616
mhl,2012,616
mhl,2013,616
mhl,2014,616
mhl,2015,616
mhl,2016,616
mhl,2017,616
mhl,2018,616
mhl,2019,616
mkd,2003,509
mkd,2004,509
mkd,2005,509
mkd,2006,509
mkd,2007,675
mkd,2008,675
mkd,2009,667
mkd,2010,667
mkd,2011,667
mkd,2012,667
mkd,2013,604
mkd,2014,604
mkd,2015,604
mkd,2016,634
mkd,2017,634
mkd,2018,634
mkd,2019,634
mli,2003,710
mli,2004,710
mli,2005,710
mli,2006,710
mli,2007,710
mli,2008,710
mli,2009,626
mli,2010,620
mli,2011,620
mli,2012,620
mli,2013,620
mli,2014,620
mli,2015,620
mli,2016,620
mli,2017,620
mli,2018,620
mli,2019,620
mlt,2011,505
mlt,2012,505
mlt,2013,505
mlt,2014,505
mlt,2015,505
mlt,2016,505
mlt,2017,505
mlt,2018,505
mlt,2019,505
mmr,2012,1160
mmr,2013,1160
mmr,2014,1160
mmr,2015,1160
mmr,2016,1160
mmr,2017,1160
mmr,2018,1160
mmr,2019,1160
mne,2006,545
mne,2007,545
mne,2008,545
mne,2009,545
mne,2010,545
mne,2011,545
mne,2012,545
mne,2013,545
mne,2014,545
mne,2015,545
mne,2016,545
mne,2017,545
mne,2018,545
mne,2019,545
mng,2003,314
mng,2004,314
mng,2005,314
mng,2006,314
mng,2007,314
mng,2008,314
mng,2009,314
mng,2010,314
mng,2011,314
mng,2012,314
mng,2013,374
mng,2014,374
mng,2015,374
mng,2016,374
mng,2017,374
mng,2018,374
mng,2019,374
moz,2003,1010
moz,2004,1010
moz,2005,1010
moz,2006,1010
moz,2007,1010
moz,2008,950
moz,2009,950
moz,2010,950
moz,2011,950
moz,2012,950
moz,2013,950
moz,2014,950
moz,2015,950
moz,2016,950
moz,2017,950
moz,2018,950
moz,2019,950
mrt,2003,400
mrt,2004,400
mrt,2005,400
mrt,2006,400
mrt,2007,400
mrt,2008,370
mrt,2009,370
mrt,2010,370
mrt,2011,370
mrt,2012,370
mrt,2013,370
mrt,2014,370
mrt,2015,370
mrt,2016,370
mrt,2017,370
mrt,2018,370
mrt,2019,370
mus,2004,750
mus,2005,750
mus,2006,750
mus,2007,750
mus,2008,750
mus,2009,720
mus,2010,645
mus,2011,645
mus,2012,645
mus,2013,529
mus,2014,519
mus,2015,519
mus,2016,519
mus,2017,519
mus,2018,490
mus,2019,490
mwi,2003,432
mwi,2004,432
mwi,2005,432
mwi,2006,432
mwi,2007,432
mwi,2008,432
mwi,2009,432
mwi,2010,432
mwi,2011,432
mwi,2012,432
mwi,2013,432
mwi,2014,432
mwi,2015,432
mwi,2016,522
mwi,2017,522
mwi,2018,522
mwi,2019,522
mys,2003,600
mys,2004,600
mys,2005,600
mys,2006,600
mys,2007,600
mys,2008,600
mys,2009,585
mys,2010,585
mys,2011,425
mys,2012,425
mys,2013,425
mys,2014,425
mys,2015,425
mys,2016,425
mys,2017,425
mys,2018,425
mys,2019,425
nam,2003,500
nam,2004,500
nam,2005,500
nam,2006,500
nam,2007,500
nam,2008,500
nam,2009,500
nam,2010,500
nam,2011,500
nam,2012,500
nam,2013,460
nam,2014,460
nam,2015,460
nam,2016,460
nam,2017,460
nam,2018,460
nam,2019,460
ner,2003,545
ner,2004,545
ner,2005,545
ner,2006,545
ner,2007,545
ner,2008,545
ner,2009,545
ner,2010,545
ner,2011,545
ner,2012,545
ner,2013,545
ner,2014,545
ner,2015,545
ner,2016,545
ner,2017,430
ner,2018,380
ner,2019,380
nga,2013,453.67
nga,2014,453.67
nga,2015,453.67
nga,2016,453.67
nga,2017,453.67
nga,2018,453.67
nga,2019,399
nic,2003,590
nic,2004,540
nic,2005,540
nic,2006,540
nic,2007,540
nic,2008,540
nic,2009,540
nic,2010,540
nic,2011,409
nic,2012,409
nic,2013,519
nic,2014,519
nic,2015,519
nic,2016,490
nic,2017,490
nic,2018,490
nic,2019,490
nld,2003,514
nld,2004,514
nld,2005,514
nld,2006,514
nld,2007,514
nld,2008,514
nld,2009,514
nld,2010,514
nld,2011,514
nld,2012,514
nld,2013,514
nld,2014,514
nld,2015,514
nld,2016,514
nld,2017,514
nld,2018,514
nld,2019,514
nor,2003,430
nor,2004,430
nor,2005,430
nor,2006,430
nor,2007,430
nor,2008,430
nor,2009,400
nor,2010,400
nor,2011,400
nor,2012,400
nor,2013,400
nor,2014,400
nor,2015,400
nor,2016,400
nor,2017,400
nor,2018,400
nor,2019,400
npl,2003,1025
npl,2004,1025
npl,2005,1025
npl,2006,1025
npl,2007,1025
npl,2008,1025
npl,2009,1025
npl,2010,1025
npl,2011,910
npl,2012,910
npl,2013,910
npl,2014,910
npl,2015,910
npl,2016,910
npl,2017,910
npl,2018,910
npl,2019,910
nzl,2003,216
nzl,2004,216
nzl,2005,216
nzl,2006,216
nzl,2007,216
nzl,2008,216
nzl,2009,216
nzl,2010,216
nzl,2011,216
nzl,2012,216
nzl,2013,216
nzl,2014,216
nzl,2015,216
nzl,2016,216
nzl,2017,216
nzl,2018,216
nzl,2019,216
omn,2003,598
omn,2004,598
omn,2005,598
omn,2006,598
omn,2007,598
omn,2008,598
omn,2009,598
omn,2010,598
omn,2011,598
omn,2012,598
omn,2013,598
omn,2014,598
omn,2015,598
omn,2016,598
omn,2017,598
omn,2018,598
omn,2019,598
pak,2013,1071.15
pak,2014,1071.15
pak,2015,1071.15
pak,2016,1071.15
pak,2017,1071.15
pak,2018,1071.15
pak,2019,1071.15
pan,2003,686
pan,2004,686
pan,2005,686
pan,2006,686
pan,2007,686
pan,2008,686
pan,2009,686
pan,2010,686
pan,2011,686
pan,2012,686
pan,2013,790
pan,2014,790
pan,2015,790
pan,2016,790
pan,2017,790
pan,2018,790
pan,2019,790
per,2003,549
per,2004,549
per,2005,549
per,2006,468
per,2007,468
per,2008,468
per,2009,428
per,2010,428
per,2011,428
per,2012,480
per,2013,478
per,2014,478
per,2015,478
per,2016,478
per,2017,478
per,2018,478
per,2019,478
phl,2003,1102
phl,2004,982
phl,2005,962
phl,2006,962
phl,2007,962
phl,2008,962
phl,2009,962
phl,2010,962
phl,2011,962
phl,2012,962
phl,2013,962
phl,2014,962
phl,2015,962
phl,2016,962
phl,2017,962
phl,2018,962
phl,2019,962
plw,2003,810
plw,2004,810
plw,2005,810
plw,2006,810
plw,2007,810
plw,2008,810
plw,2009,810
plw,2010,810
plw,2011,810
plw,2012,810
plw,2013,810
plw,2014,810
plw,2015,810
plw,2016,810
plw,2017,810
plw,2018,810
plw,2019,810
png,2003,591
png,2004,591
png,2005,591
png,2006,591
png,2007,591
png,2008,591
png,2009,591
png,2010,591
png,2011,591
png,2012,591
png,2013,591
png,2014,591
png,2015,591
png,2016,591
png,2017,591
png,2018,591
png,2019,591
pol,2003,1000
pol,2004,1000
pol,2005,980
pol,2006,980
pol,2007,830
pol,2008,830
pol,2009,830
pol,2010,830
pol,2011,830
pol,2012,685
pol,2013,685
pol,2014,685
pol,2015,685
pol,2016,685
pol,2017,685
pol,2018,685
pol,2019,685
pri,2003,620
pri,2004,620
pri,2005,620
pri,2006,620
pri,2007,620
pri,2008,620
pri,2009,620
pri,2010,620
pri,2011,620
pri,2012,630
pri,2013,630
pri,2014,630
pri,2015,630
pri,2016,630
pri,2017,630
pri,2018,630
pri,2019,630
prt,2003,900
prt,2004,900
prt,2005,900
prt,2006,900
prt,2007,900
prt,2008,900
prt,2009,870
prt,2010,870
prt,2011,870
prt,2012,870
prt,2013,870
prt,2014,870
prt,2015,755
prt,2016,755
prt,2017,755
prt,2018,755
prt,2019,755
pry,2003,591
pry,2004,591
pry,2005,591
pry,2006,591
pry,2007,591
pry,2008,591
pry,2009,591
pry,2010,591
pry,2011,591
pry,2012,606
pry,2013,606
pry,2014,606
pry,2015,606
pry,2016,606
pry,2017,606
pry,2018,606
pry,2019,606
pse,2004,700
pse,2005,700
pse,2006,700
pse,2007,700
pse,2008,700
pse,2009,600
pse,2010,540
pse,2011,540
pse,2012,540
pse,2013,540
pse,2014,540
pse,2015,540
pse,2016,540
pse,2017,540
pse,2018,540
pse,2019,540
qat,2007,570
qat,2008,570
qat,2009,570
qat,2010,570
qat,2011,570
qat,2012,570
qat,2013,570
qat,2014,570
qat,2015,570
qat,2016,570
qat,2017,570
qat,2018,570
qat,2019,570
rou,2003,537
rou,2004,537
rou,2005,537
rou,2006,537
rou,2007,537
rou,2008,512
rou,2009,512
rou,2010,512
rou,2011,512
rou,2012,512
rou,2013,512
rou,2014,512
rou,2015,512
rou,2016,512
rou,2017,512
rou,2018,512
rou,2019,512
rus,2013,267
rus,2014,307
rus,2015,307
rus,2016,337
rus,2017,337
rus,2018,337
rus,2019,337
rwa,2003,395
rwa,2004,395
rwa,2005,310
rwa,2006,310
rwa,2007,310
rwa,2008,310
rwa,2009,260
rwa,2010,230
rwa,2011,230
rwa,2012,230
rwa,2013,230
rwa,2014,230
rwa,2015,230
rwa,2016,230
rwa,2017,230
rwa,2018,230
rwa,2019,230
sau,2003,635
sau,2004,635
sau,2005,635
sau,2006,635
sau,2007,635
sau,2008,635
sau,2009,635
sau,2010,635
sau,2011,635
sau,2012,635
sau,2013,635
sau,2014,575
sau,2015,575
sau,2016,575
sau,2017,575
sau,2018,575
sau,2019,575
sdn,2004,810
sdn,2005,810
sdn,2006,810
sdn,2007,810
sdn,2008,810
sdn,2009,810
sdn,2010,810
sdn,2011,810
sdn,2012,810
sdn,2013,810
sdn,2014,810
sdn,2015,810
sdn,2016,810
sdn,2017,810
sdn,2018,810
sdn,2019,810
sen,2003,965
sen,2004,965
sen,2005,965
sen,2006,965
sen,2007,965
sen,2008,965
sen,2009,965
sen,2010,965
sen,2011,965
sen,2012,965
sen,2013,955
sen,2014,925
sen,2015,925
sen,2016,925
sen,2017,740
sen,2018,740
sen,2019,650
sgp,2003,120
sgp,2004,120
sgp,2005,120
sgp,2006,120
sgp,2007,120
sgp,2008,150
sgp,2009,150
sgp,2010,150
sgp,2011,150
sgp,2012,164
sgp,2013,164
sgp,2014,164
sgp,2015,164
sgp,2016,164
sgp,2017,164
sgp,2018,164
sgp,2019,164
slb,2003,497
slb,2004,497
slb,2005,497
slb,2006,497
slb,2007,497
slb,2008,497
slb,2009,497
slb,2010,497
slb,2011,497
slb,2012,497
slb,2013,497
slb,2014,497
slb,2015,497
slb,2016,497
slb,2017,497
slb,2018,497
slb,2019,497
sle,2003,515
sle,2004,515
sle,2005,515
sle,2006,515
sle,2007,515
sle,2008,515
sle,2009,515
sle,2010,515
sle,2011,515
sle,2012,515
sle,2013,515
sle,2014,515
sle,2015,515
sle,2016,515
sle,2017,515
sle,2018,515
sle,2019,515
slv,2003,816
slv,2004,816
slv,2005,816
slv,2006,816
slv,2007,816
slv,2008,816
slv,2009,816
slv,2010,816
slv,2011,816
slv,2012,816
slv,2013,816
slv,2014,816
slv,2015,816
slv,2016,816
slv,2017,816
slv,2018,816
slv,2019,816
smr,2012,575
smr,2013,575
smr,2014,575
smr,2015,575
smr,2016,575
smr,2017,575
smr,2018,575
smr,2019,575
som,2015,575
som,2016,575
som,2017,575
som,2018,575
som,2019,575
srb,2003,1028
srb,2004,1028
srb,2005,635
srb,2006,635
srb,2007,635
srb,2008,635
srb,2009,635
srb,2010,635
srb,2011,635
srb,2012,635
srb,2013,635
srb,2014,635
srb,2015,635
srb,2016,635
srb,2017,635
srb,2018,635
srb,2019,622
ssd,2012,228
ssd,2013,228
ssd,2014,228
ssd,2015,228
ssd,2016,228
ssd,2017,228
ssd,2018,228
ssd,2019,228
stp,2004,1185
stp,2005,1185
stp,2006,1185
stp,2007,1185
stp,2008,1185
stp,2009,1185
stp,2010,1185
stp,2011,1185
stp,2012,1155
stp,2013,1065
stp,2014,1065
stp,2015,1065
stp,2016,1065
stp,2017,1185
stp,2018,1185
stp,2019,1185
sur,2005,1715
sur,2006,1715
sur,2007,1715
sur,2008,1715
sur,2009,1715
sur,2010,1715
sur,2011,1715
sur,2012,1715
sur,2013,1715
sur,2014,1715
sur,2015,1715
sur,2016,1715
sur,2017,1715
sur,2018,1715
sur,2019,1715
svk,2003,655
svk,2004,565
svk,2005,565
svk,2006,565
svk,2007,565
svk,2008,565
svk,2009,565
svk,2010,565
svk,2011,565
svk,2012,545
svk,2013,615
svk,2014,775
svk,2015,775
svk,2016,775
svk,2017,775
svk,2018,775
svk,2019,775
svn,2003,1440
svn,2004,1440
svn,2005,1350
svn,2006,1350
svn,2007,1350
svn,2008,1350
svn,2009,1290
svn,2010,1290
svn,2011,1290
svn,2012,1290
svn,2013,1270
svn,2014,1270
svn,2015,1160
svn,2016,1160
svn,2017,1160
svn,2018,1160
svn,2019,1160
swe,2003,553
swe,2004,553
swe,2005,553
swe,2006,553
swe,2007,553
swe,2008,553
swe,2009,476
swe,2010,476
swe,2011,476
swe,2012,476
swe,2013,483
swe,2014,483
swe,2015,483
swe,2016,483
swe,2017,483
swe,2018,483
swe,2019,483
swz,2005,972
swz,2006,972
swz,2007,972
swz,2008,972
swz,2009,972
swz,2010,972
swz,2011,972
swz,2012,956
swz,2013,956
swz,2014,956
swz,2015,956
swz,2016,956
swz,2017,956
swz,2018,956
swz,2019,956
syc,2005,720
syc,2006,720
syc,2007,720
syc,2008,720
syc,2009,720
syc,2010,720
syc,2011,915
syc,2012,915
syc,2013,915
syc,2014,915
syc,2015,915
syc,2016,915
syc,2017,915
syc,2018,915
syc,2019,915
syr,2003,872
syr,2004,872
syr,2005,872
syr,2006,872
syr,2007,872
syr,2008,872
syr,2009,872
syr,2010,872
syr,2011,872
syr,2012,872
syr,2013,872
syr,2014,872
syr,2015,872
syr,2016,872
syr,2017,872
syr,2018,872
syr,2019,872
tcd,2003,743
tcd,2004,743
tcd,2005,743
tcd,2006,743
tcd,2007,743
tcd,2008,743
tcd,2009,743
tcd,2010,743
tcd,2011,743
tcd,2012,743
tcd,2013,743
tcd,2014,743
tcd,2015,743
tcd,2016,743
tcd,2017,743
tcd,2018,743
tcd,2019,743
tgo,2003,588
tgo,2004,588
tgo,2005,588
tgo,2006,588
tgo,2007,588
tgo,2008,588
tgo,2009,588
tgo,2010,588
tgo,2011,588
tgo,2012,588
tgo,2013,588
tgo,2014,588
tgo,2015,488
tgo,2016,488
tgo,2017,488
tgo,2018,488
tgo,2019,488
tha,2003,479
tha,2004,479
tha,2005,479
tha,2006,479
tha,2007,479
tha,2008,479
tha,2009,479
tha,2010,479
tha,2011,479
tha,2012,440
tha,2013,440
tha,2014,440
tha,2015,440
tha,2016,440
tha,2017,420
tha,2018,420
tha,2019,420
tjk,2005,430
tjk,2006,430
tjk,2007,430
tjk,2008,430
tjk,2009,430
tjk,2010,430
tjk,2011,430
tjk,2012,430
tjk,2013,430
tjk,2014,430
tjk,2015,430
tjk,2016,430
tjk,2017,430
tjk,2018,430
tjk,2019,430
tls,2004,1800
tls,2005,1800
tls,2006,1800
tls,2007,1800
tls,2008,1800
tls,2009,1435
tls,2010,1285
tls,2011,1285
tls,2012,1285
tls,2013,1285
tls,2014,1285
tls,2015,1285
tls,2016,1285
tls,2017,1285
tls,2018,1285
tls,2019,1285
ton,2003,510
ton,2004,510
ton,2005,510
ton,2006,510
ton,2007,350
ton,2008,350
ton,2009,350
ton,2010,350
ton,2011,350
ton,2012,350
ton,2013,350
ton,2014,350
ton,2015,350
ton,2016,350
ton,2017,350
ton,2018,350
ton,2019,350
tto,2005,1340
tto,2006,1340
tto,2007,1340
tto,2008,1340
tto,2009,1340
tto,2010,1340
tto,2011,1340
tto,2012,1340
tto,2013,1340
tto,2014,1340
tto,2015,1340
tto,2016,1340
tto,2017,1340
tto,2018,1340
tto,2019,1340
tun,2003,565
tun,2004,565
tun,2005,565
tun,2006,565
tun,2007,565
tun,2008,565
tun,2009,565
tun,2010,565
tun,2011,565
tun,2012,565
tun,2013,565
tun,2014,565
tun,2015,565
tun,2016,565
tun,2017,565
tun,2018,565
tun,2019,565
tur,2003,449
tur,2004,449
tur,2005,449
tur,2006,449
tur,2007,449
tur,2008,449
tur,2009,449
tur,2010,449
tur,2011,449
tur,2012,449
tur,2013,449
tur,2014,449
tur,2015,609
tur,2016,609
tur,2017,609
tur,2018,609
tur,2019,623
tza,2003,515
tza,2004,515
tza,2005,515
tza,2006,515
tza,2007,515
tza,2008,515
tza,2009,515
tza,2010,515
tza,2011,515
tza,2012,515
tza,2013,515
tza,2014,515
tza,2015,515
tza,2016,515
tza,2017,515
tza,2018,515
tza,2019,515
uga,2003,535
uga,2004,535
uga,2005,535
uga,2006,535
uga,2007,535
uga,2008,535
uga,2009,510
uga,2010,490
uga,2011,490
uga,2012,490
uga,2013,490
uga,2014,490
uga,2015,490
uga,2016,490
uga,2017,490
uga,2018,490
uga,2019,490
ukr,2003,354
ukr,2004,354
ukr,2005,354
ukr,2006,387
ukr,2007,387
ukr,2008,387
ukr,2009,378
ukr,2010,378
ukr,2011,378
ukr,2012,378
ukr,2013,378
ukr,2014,378
ukr,2015,378
ukr,2016,378
ukr,2017,378
ukr,2018,378
ukr,2019,378
ury,2003,720
ury,2004,720
ury,2005,720
ury,2006,720
ury,2007,720
ury,2008,720
ury,2009,720
ury,2010,720
ury,2011,720
ury,2012,725
ury,2013,725
ury,2014,725
ury,2015,725
ury,2016,725
ury,2017,725
ury,2018,725
ury,2019,725
usa,2013,444
usa,2014,444
usa,2015,444
usa,2016,444
usa,2017,444
usa,2018,444
usa,2019,444
uzb,2003,225
uzb,2004,225
uzb,2005,225
uzb,2006,225
uzb,2007,225
uzb,2008,225
uzb,2009,225
uzb,2010,225
uzb,2011,225
uzb,2012,225
uzb,2013,225
uzb,2014,225
uzb,2015,225
uzb,2016,225
uzb,2017,225
uzb,2018,225
uzb,2019,225
vct,2005,394
vct,2006,394
vct,2007,394
vct,2008,394
vct,2009,394
vct,2010,394
vct,2011,394
vct,2012,595
vct,2013,595
vct,2014,595
vct,2015,595
vct,2016,595
vct,2017,595
vct,2018,595
vct,2019,595
ven,2003,510
ven,2004,510
ven,2005,510
ven,2006,510
ven,2007,510
ven,2008,510
ven,2009,510
ven,2010,510
ven,2011,510
ven,2012,560
ven,2013,720
ven,2014,720
ven,2015,720
ven,2016,720
ven,2017,720
ven,2018,720
ven,2019,720
vnm,2003,461
vnm,2004,461
vnm,2005,400
vnm,2006,400
vnm,2007,400
vnm,2008,400
vnm,2009,400
vnm,2010,400
vnm,2011,400
vnm,2012,400
vnm,2013,400
vnm,2014,400
vnm,2015,400
vnm,2016,400
vnm,2017,400
vnm,2018,400
vnm,2019,400
vut,2003,430
vut,2004,430
vut,2005,430
vut,2006,430
vut,2007,430
vut,2008,430
vut,2009,430
vut,2010,430
vut,2011,430
vut,2012,430
vut,2013,430
vut,2014,430
vut,2015,430
vut,2016,430
vut,2017,430
vut,2018,430
vut,2019,430
wsm,2003,455
wsm,2004,455
wsm,2005,455
wsm,2006,455
wsm,2007,455
wsm,2008,455
wsm,2009,455
wsm,2010,455
wsm,2011,455
wsm,2012,455
wsm,2013,455
wsm,2014,455
wsm,2015,455
wsm,2016,455
wsm,2017,455
wsm,2018,455
wsm,2019,455
yem,2003,520
yem,2004,520
yem,2005,520
yem,2006,520
yem,2007,520
yem,2008,520
yem,2009,520
yem,2010,520
yem,2011,520
yem,2012,645
yem,2013,645
yem,2014,645
yem,2015,645
yem,2016,645
yem,2017,645
yem,2018,645
yem,2019,645
zaf,2003,600
zaf,2004,600
zaf,2005,600
zaf,2006,600
zaf,2007,600
zaf,2008,600
zaf,2009,600
zaf,2010,600
zaf,2011,600
zaf,2012,600
zaf,2013,600
zaf,2014,600
zaf,2015,600
zaf,2016,600
zaf,2017,600
zaf,2018,600
zaf,2019,600
zmb,2003,471
zmb,2004,471
zmb,2005,471
zmb,2006,471
zmb,2007,471
zmb,2008,611
zmb,2009,611
zmb,2010,611
zmb,2011,611
zmb,2012,611
zmb,2013,611
zmb,2014,611
zmb,2015,611
zmb,2016,611
zmb,2017,611
zmb,2018,611
zmb,2019,611
zwe,2003,410
zwe,2004,410
zwe,2005,410
zwe,2006,410
zwe,2007,410
zwe,2008,410
zwe,2009,410
zwe,2010,410
zwe,2011,410
zwe,2012,410
zwe,2013,410
zwe,2014,410
zwe,2015,410
zwe,2016,410
zwe,2017,410
zwe,2018,410
zwe,2019,410
