geo,time,en_atm_meth_kt_ce
esp,2004,40740
esp,2005,40540
esp,2006,40100
esp,2007,40870
esp,2008,39350
esp,2009,40930
esp,2010,39450
esp,2011,39220
esp,2012,38660
esp,2013,38080
esp,2014,37660
esp,2015,39210
esp,2016,39260
esp,2017,39600
esp,2018,39940
est,1990,2270
est,1991,2240
est,1992,2280
est,1993,2050
est,1994,1750
est,1995,1710
est,1996,1640
est,1997,1600
est,1998,1540
est,1999,1500
est,2000,1440
est,2001,1420
est,2002,1420
est,2003,1370
est,2004,1380
est,2005,1320
est,2006,1300
est,2007,1280
est,2008,1260
est,2009,1230
est,2010,1240
est,2011,1180
est,2012,1180
est,2013,1150
est,2014,1130
est,2015,1120
est,2016,1070
est,2017,1060
est,2018,1050
eth,1990,40680
eth,1991,42230
eth,1992,44550
eth,1993,41950
eth,1994,43620
eth,1995,44990
eth,1996,47510
eth,1997,49780
eth,1998,54060
eth,1999,54660
eth,2000,53510
eth,2001,55770
eth,2002,61480
eth,2003,60530
eth,2004,61590
eth,2005,63910
eth,2006,67280
eth,2007,73250
eth,2008,76200
eth,2009,79110
eth,2010,82380
eth,2011,83090
eth,2012,87230
eth,2013,91110
eth,2014,95150
eth,2015,98520
eth,2016,100810
eth,2017,102660
eth,2018,103110
fin,1990,8340
fin,1991,8250
fin,1992,8180
fin,1993,8150
fin,1994,8050
fin,1995,7820
fin,1996,7700
fin,1997,7570
fin,1998,7300
fin,1999,7100
fin,2000,6760
fin,2001,6570
fin,2002,6290
fin,2003,6030
fin,2004,5780
fin,2005,5490
fin,2006,5540
fin,2007,5360
fin,2008,5230
fin,2009,5120
fin,2010,5150
fin,2011,4990
fin,2012,4940
fin,2013,4810
fin,2014,4670
fin,2015,4600
fin,2016,4470
fin,2017,4340
fin,2018,4240
fji,1990,740
fji,1991,760
fji,1992,780
fji,1993,820
fji,1994,860
fji,1995,890
fji,1996,890
fji,1997,890
fji,1998,880
fji,1999,860
fji,2000,870
fji,2001,880
fji,2002,850
fji,2003,850
fji,2004,860
fji,2005,860
fji,2006,850
fji,2007,850
fji,2008,840
fji,2009,830
fji,2010,820
fji,2011,870
fji,2012,920
fji,2013,970
fji,2014,1020
fji,2015,620
fji,2016,630
fji,2017,660
fji,2018,670
fra,1990,77440
fra,1991,77370
fra,1992,76630
fra,1993,76790
fra,1994,76690
fra,1995,77010
fra,1996,76170
fra,1997,74570
fra,1998,74570
fra,1999,74280
fra,2000,75360
fra,2001,75140
fra,2002,73020
fra,2003,71530
fra,2004,70210
fra,2005,68960
fra,2006,67970
fra,2007,67900
fra,2008,67740
fra,2009,66360
fra,2010,65990
fra,2011,63990
fra,2012,63110
fra,2013,62730
fra,2014,61860
fra,2015,61040
fra,2016,59940
fra,2017,59130
fra,2018,58340
fsm,1991,0
fsm,1992,0
fsm,1993,0
fsm,1994,10
fsm,1995,50
fsm,1996,50
fsm,1997,50
fsm,1998,50
fsm,1999,50
fsm,2000,50
fsm,2001,50
fsm,2002,50
fsm,2003,50
fsm,2004,50
fsm,2005,50
fsm,2006,50
fsm,2007,50
fsm,2008,50
fsm,2009,50
fsm,2010,50
fsm,2011,50
fsm,2012,50
fsm,2013,50
fsm,2014,50
fsm,2015,50
fsm,2016,60
fsm,2017,60
fsm,2018,60
gab,1990,2100
gab,1991,2040
gab,1992,1990
gab,1993,1930
gab,1994,1870
gab,1995,1730
gab,1996,1520
gab,1997,1360
gab,1998,1200
gab,1999,1040
gab,2000,870
gab,2001,870
gab,2002,910
gab,2003,940
gab,2004,990
gab,2005,970
gab,2006,1010
gab,2007,1020
gab,2008,1060
gab,2009,1010
gab,2010,1040
gab,2011,1090
gab,2012,1090
gab,2013,1110
gab,2014,1080
gab,2015,1100
gab,2016,1130
gab,2017,1150
gab,2018,1120
gbr,1990,129970
gbr,1991,131080
gbr,1992,130760
gbr,1993,129280
gbr,1994,122300
gbr,1995,124100
gbr,1996,122840
gbr,1997,120740
gbr,1998,117130
gbr,1999,111720
gbr,2000,107460
gbr,2001,104030
gbr,2002,102040
gbr,2003,96660
gbr,2004,92030
gbr,2005,87540
gbr,2006,83520
gbr,2007,79810
gbr,2008,74840
gbr,2009,70630
gbr,2010,65750
gbr,2011,63080
gbr,2012,61440
gbr,2013,56720
gbr,2014,53780
gbr,2015,52150
gbr,2016,52050
gbr,2017,51630
gbr,2018,51210
geo,1990,16220
geo,1991,14270
geo,1992,11770
geo,1993,9800
geo,1994,8380
geo,1995,7280
geo,1996,7350
geo,1997,7380
geo,1998,7350
geo,1999,7370
geo,2000,7400
geo,2001,6410
geo,2002,6410
geo,2003,6770
geo,2004,6490
geo,2005,6070
geo,2006,6020
geo,2007,5880
geo,2008,5800
geo,2009,5730
geo,2010,5710
geo,2011,5670
geo,2012,5740
geo,2013,5710
geo,2014,5700
geo,2015,5410
geo,2016,5380
geo,2017,5310
geo,2018,5210
gha,1990,5860
gha,1991,6250
gha,1992,6390
gha,1993,6710
gha,1994,7010
gha,1995,7340
gha,1996,7700
gha,1997,8340
gha,1998,9050
gha,1999,8670
gha,2000,9640
gha,2001,9700
gha,2002,9960
gha,2003,10580
gha,2004,10490
gha,2005,11540
gha,2006,11480
gha,2007,11540
gha,2008,11900
gha,2009,12060
gha,2010,12560
gha,2011,14300
gha,2012,15230
gha,2013,16840
gha,2014,18050
gha,2015,19540
gha,2016,20230
gha,2017,20850
gha,2018,21350
gin,1990,6180
gin,1991,6400
gin,1992,6620
gin,1993,6860
gin,1994,7130
gin,1995,7400
gin,1996,7180
gin,1997,7380
gin,1998,7890
gin,1999,7830
gin,2000,8210
gin,2001,8590
gin,2002,9200
gin,2003,9330
gin,2004,9410
gin,2005,10180
gin,2006,10390
gin,2007,10640
gin,2008,10970
gin,2009,11340
gin,2010,13150
gin,2011,14000
gin,2012,14930
gin,2013,15370
gin,2014,15840
gin,2015,16170
gin,2016,17460
gin,2017,17670
gin,2018,17830
gmb,1990,3920
gmb,1991,4060
gmb,1992,4170
gmb,1993,4290
gmb,1994,3820
gmb,1995,3350
gmb,1996,2870
gmb,1997,2340
gmb,1998,1860
gmb,1999,1360
gmb,2000,890
gmb,2001,850
gmb,2002,840
gmb,2003,920
gmb,2004,990
gmb,2005,1020
gmb,2006,1080
gmb,2007,1110
gmb,2008,1250
gmb,2009,1550
gmb,2010,1660
gmb,2011,1370
gmb,2012,1490
gmb,2013,1560
gmb,2014,1610
gmb,2015,1620
gmb,2016,1640
gmb,2017,1660
gmb,2018,1700
gnb,1990,880
gnb,1991,880
gnb,1992,910
gnb,1993,920
gnb,1994,940
gnb,1995,960
gnb,1996,930
gnb,1997,910
gnb,1998,920
gnb,1999,990
gnb,2000,1000
gnb,2001,1140
gnb,2002,1160
gnb,2003,1160
gnb,2004,1120
gnb,2005,1110
gnb,2006,1200
gnb,2007,1210
gnb,2008,1190
gnb,2009,1250
gnb,2010,1310
gnb,2011,1290
gnb,2012,1390
gnb,2013,1390
gnb,2014,1340
gnb,2015,1420
gnb,2016,1450
gnb,2017,1490
gnb,2018,1500
gnq,1990,120
gnq,1991,170
gnq,1992,220
gnq,1993,270
gnq,1994,320
gnq,1995,370
gnq,1996,1870
gnq,1997,3370
gnq,1998,4870
gnq,1999,6370
gnq,2000,7870
gnq,2001,9770
gnq,2002,11660
gnq,2003,13560
gnq,2004,15450
gnq,2005,17340
gnq,2006,17100
gnq,2007,16850
gnq,2008,16600
gnq,2009,16360
gnq,2010,16110
gnq,2011,15640
gnq,2012,15160
gnq,2013,14690
gnq,2014,14220
gnq,2015,13750
gnq,2016,13240
gnq,2017,12730
gnq,2018,12230
grc,1990,10690
grc,1991,10590
grc,1992,10690
grc,1993,10770
grc,1994,10970
grc,1995,11040
grc,1996,11240
grc,1997,11190
grc,1998,11400
grc,1999,11340
grc,2000,11440
grc,2001,10660
grc,2002,10680
grc,2003,10710
grc,2004,10900
grc,2005,10870
grc,2006,10940
grc,2007,10910
grc,2008,10840
grc,2009,10530
grc,2010,10730
grc,2011,10520
grc,2012,10370
grc,2013,10020
grc,2014,9890
grc,2015,9720
grc,2016,9400
grc,2017,9460
grc,2018,9670
grd,1990,1720
grd,1991,1730
grd,1992,1750
grd,1993,1760
grd,1994,1770
grd,1995,1780
grd,1996,1800
grd,1997,1810
grd,1998,1820
grd,1999,1840
grd,2000,1850
grd,2001,1860
grd,2002,1870
grd,2003,1880
grd,2004,1900
grd,2005,1910
grd,2006,1920
grd,2007,1930
grd,2008,1940
grd,2009,1950
grd,2010,1950
grd,2011,1960
grd,2012,1970
grd,2013,1980
grd,2014,1990
grd,2015,2000
grd,2016,2010
grd,2017,2020
grd,2018,2030
gtm,1990,5750
gtm,1991,5950
gtm,1992,6300
gtm,1993,6640
gtm,1994,6630
gtm,1995,6750
gtm,1996,6970
gtm,1997,7250
gtm,1998,7490
gtm,1999,7910
gtm,2000,8150
gtm,2001,8420
gtm,2002,8670
gtm,2003,8570
gtm,2004,8730
gtm,2005,9100
gtm,2006,9160
gtm,2007,9590
gtm,2008,9830
gtm,2009,10200
gtm,2010,10450
gtm,2011,10490
gtm,2012,10670
gtm,2013,10840
gtm,2014,11130
gtm,2015,11360
gtm,2016,11540
gtm,2017,11660
gtm,2018,11750
guy,1990,810
guy,1991,1010
guy,1992,1070
guy,1993,1190
guy,1994,1180
guy,1995,1370
guy,1996,1370
guy,1997,1410
guy,1998,1310
guy,1999,1410
guy,2000,1200
guy,2001,1250
guy,2002,1140
guy,2003,1320
guy,2004,1210
guy,2005,1140
guy,2006,1110
guy,2007,1140
guy,2008,1230
guy,2009,1270
guy,2010,1320
guy,2011,1380
guy,2012,1410
guy,2013,1550
guy,2014,1690
guy,2015,1750
guy,2016,1440
guy,2017,1600
guy,2018,1540
hnd,1990,7530
hnd,1991,7600
hnd,1992,7650
hnd,1993,7330
hnd,1994,7730
hnd,1995,7580
hnd,1996,7250
hnd,1997,6830
hnd,1998,6350
hnd,1999,5680
hnd,2000,5480
hnd,2001,5660
hnd,2002,6070
hnd,2003,6790
hnd,2004,6760
hnd,2005,7040
hnd,2006,6960
hnd,2007,7050
hnd,2008,7190
hnd,2009,7450
hnd,2010,7530
hnd,2011,7620
hnd,2012,7650
hnd,2013,7770
hnd,2014,7850
hnd,2015,7850
hnd,2016,7970
hnd,2017,8010
hnd,2018,8150
hrv,1990,4110
hrv,1991,3990
hrv,1992,3720
hrv,1993,3680
hrv,1994,3540
hrv,1995,3450
hrv,1996,3400
hrv,1997,3370
hrv,1998,3340
hrv,1999,3380
hrv,2000,3300
hrv,2001,3380
hrv,2002,3400
hrv,2003,3510
hrv,2004,3650
hrv,2005,3620
hrv,2006,3740
hrv,2007,3780
hrv,2008,3750
hrv,2009,3810
hrv,2010,3790
hrv,2011,3790
hrv,2012,3730
hrv,2013,3630
hrv,2014,3630
hrv,2015,3720
hrv,2016,3740
hrv,2017,3760
hrv,2018,3820
hti,1990,3070
hti,1991,3240
hti,1992,3620
hti,1993,3510
hti,1994,3510
hti,1995,3560
hti,1996,3610
hti,1997,3760
hti,1998,3800
hti,1999,3860
hti,2000,4090
hti,2001,4130
hti,2002,4170
hti,2003,4210
hti,2004,4220
hti,2005,4260
hti,2006,4270
hti,2007,4320
hti,2008,4340
hti,2009,4380
hti,2010,4420
hti,2011,4460
hti,2012,4490
hti,2013,4530
hti,2014,4540
hti,2015,4590
hti,2016,4670
hti,2017,4700
hti,2018,4730
hun,1990,11740
hun,1991,11680
hun,1992,10490
hun,1993,9960
hun,1994,9430
hun,1995,8810
hun,1996,9030
hun,1997,8930
hun,1998,8730
hun,1999,8800
hun,2000,8950
hun,2001,8870
hun,2002,8770
hun,2003,9030
hun,2004,8610
hun,2005,8380
hun,2006,8230
hun,2007,8120
hun,2008,8010
hun,2009,7990
hun,2010,7950
hun,2011,7780
hun,2012,7640
hun,2013,7460
hun,2014,7290
hun,2015,7210
hun,2016,7200
hun,2017,7140
hun,2018,7120
idn,1990,298410
idn,1991,301810
idn,1992,311310
idn,1993,314130
idn,1994,317860
idn,1995,320580
idn,1996,321110
idn,1997,318570
idn,1998,319960
idn,1999,319400
idn,2000,321480
idn,2001,312800
idn,2002,306860
idn,2003,298190
idn,2004,293680
idn,2005,285560
idn,2006,279110
idn,2007,274170
idn,2008,268720
idn,2009,265870
idn,2010,261610
idn,2011,255270
idn,2012,251460
idn,2013,255020
idn,2014,264090
idn,2015,269470
idn,2016,277450
idn,2017,283940
idn,2018,287500
ind,1990,522740
ind,1991,528530
ind,1992,533310
ind,1993,539000
ind,1994,543900
ind,1995,551490
ind,1996,560740
ind,1997,567460
ind,1998,577290
ind,1999,584490
ind,2000,589050
ind,2001,594700
ind,2002,589390
ind,2003,598510
ind,2004,606520
ind,2005,621230
ind,2006,630640
ind,2007,642980
ind,2008,650450
ind,2009,644140
ind,2010,650140
ind,2011,653590
ind,2012,650410
ind,2013,653530
ind,2014,653670
ind,2015,652000
ind,2016,657690
ind,2017,661610
ind,2018,666510
irl,1990,15460
irl,1991,15750
irl,1992,15800
irl,1993,15930
irl,1994,15960
irl,1995,16010
irl,1996,16000
irl,1997,16000
irl,1998,16430
irl,1999,16480
irl,2000,16970
irl,2001,17050
irl,2002,16950
irl,2003,17520
irl,2004,16580
irl,2005,16100
irl,2006,16060
irl,2007,15400
irl,2008,15160
irl,2009,14890
irl,2010,14390
irl,2011,14400
irl,2012,14840
irl,2013,15240
irl,2014,15580
irl,2015,15860
irl,2016,16490
irl,2017,16770
irl,2018,16820
irn,1990,62240
irn,1991,63290
irn,1992,66460
irn,1993,68220
irn,1994,70080
irn,1995,73810
irn,1996,77820
irn,1997,81220
irn,1998,85240
irn,1999,88120
irn,2000,90710
irn,2001,96600
irn,2002,102300
irn,2003,108580
irn,2004,114990
irn,2005,121470
irn,2006,127540
irn,2007,133540
irn,2008,136920
irn,2009,143210
irn,2010,149420
irn,2011,147490
irn,2012,146580
irn,2013,145340
irn,2014,139340
irn,2015,139180
irn,2016,143250
irn,2017,146030
irn,2018,149690
irq,1990,9610
irq,1991,8550
irq,1992,9050
irq,1993,9700
irq,1994,9840
irq,1995,9680
irq,1996,9300
irq,1997,9990
irq,1998,10510
irq,1999,10760
irq,2000,11050
irq,2001,11140
irq,2002,11400
irq,2003,10830
irq,2004,11260
irq,2005,11870
irq,2006,12280
irq,2007,12730
irq,2008,13090
irq,2009,14040
irq,2010,14380
irq,2011,15040
irq,2012,15590
irq,2013,15740
irq,2014,16170
irq,2015,15360
irq,2016,15840
irq,2017,16340
irq,2018,16750
isl,1990,510
isl,1991,510
isl,1992,520
isl,1993,530
isl,1994,540
isl,1995,550
isl,1996,560
isl,1997,560
isl,1998,570
isl,1999,580
isl,2000,570
isl,2001,580
isl,2002,570
isl,2003,570
isl,2004,570
isl,2005,560
isl,2006,610
isl,2007,610
isl,2008,600
isl,2009,600
isl,2010,600
isl,2011,570
isl,2012,540
isl,2013,540
isl,2014,550
isl,2015,560
isl,2016,550
isl,2017,540
isl,2018,530
isr,1990,8350
isr,1991,8610
isr,1992,8900
isr,1993,9180
isr,1994,9480
isr,1995,9760
isr,1996,10070
isr,1997,10130
isr,1998,10210
isr,1999,10290
isr,2000,10360
isr,2001,9050
isr,2002,7710
isr,2003,6410
isr,2004,6900
isr,2005,7480
isr,2006,7850
isr,2007,8000
isr,2008,8080
isr,2009,8240
isr,2010,8210
isr,2011,8880
isr,2012,9550
isr,2013,10230
isr,2014,10900
isr,2015,11580
isr,2016,11730
isr,2017,11890
isr,2018,12070
ita,1990,54560
ita,1991,53520
ita,1992,53510
ita,1993,52980
ita,1994,53180
ita,1995,52860
ita,1996,53390
ita,1997,53760
ita,1998,53330
ita,1999,53170
ita,2000,53840
ita,2001,51900
ita,2002,52000
ita,2003,51420
ita,2004,50260
ita,2005,50190
ita,2006,49130
ita,2007,49120
ita,2008,49330
ita,2009,49120
ita,2010,49280
ita,2011,47070
ita,2012,47920
ita,2013,45960
ita,2014,45090
ita,2015,45010
ita,2016,44680
ita,2017,44340
ita,2018,43670
jam,1990,1070
jam,1991,1110
jam,1992,1170
jam,1993,1160
jam,1994,1130
jam,1995,1150
jam,1996,1110
jam,1997,1090
jam,1998,1100
jam,1999,1110
jam,2000,1120
jam,2001,1130
jam,2002,1130
jam,2003,1170
jam,2004,1110
jam,2005,1090
jam,2006,870
jam,2007,830
jam,2008,830
jam,2009,820
jam,2010,820
jam,2011,830
jam,2012,830
jam,2013,830
jam,2014,830
jam,2015,830
jam,2016,800
jam,2017,790
jam,2018,780
jor,1990,8240
jor,1991,8740
jor,1992,9260
jor,1993,9700
jor,1994,10030
jor,1995,9000
jor,1996,7930
jor,1997,6840
jor,1998,5750
jor,1999,4730
jor,2000,3630
jor,2001,3720
jor,2002,3840
jor,2003,3950
jor,2004,4050
jor,2005,4200
jor,2006,4300
jor,2007,4510
jor,2008,4750
jor,2009,4800
jor,2010,4940
jor,2011,5110
jor,2012,5260
jor,2013,5440
jor,2014,5640
jor,2015,5790
jor,2016,6050
jor,2017,6160
jor,2018,6300
jpn,1990,37850
jpn,1991,37180
jpn,1992,37070
jpn,1993,36460
jpn,1994,36160
jpn,1995,34970
jpn,1996,33490
jpn,1997,32750
jpn,1998,31280
jpn,1999,30740
jpn,2000,30120
jpn,2001,28870
jpn,2002,28060
jpn,2003,27570
jpn,2004,27470
jpn,2005,27120
jpn,2006,26740
jpn,2007,26380
jpn,2008,25730
jpn,2009,25250
jpn,2010,24930
jpn,2011,23770
jpn,2012,23430
jpn,2013,23130
jpn,2014,22580
jpn,2015,21900
jpn,2016,21440
jpn,2017,21220
jpn,2018,21110
kaz,1990,52970
kaz,1991,54140
kaz,1992,48820
kaz,1993,45610
kaz,1994,43710
kaz,1995,37690
kaz,1996,33610
kaz,1997,29970
kaz,1998,27330
kaz,1999,23850
kaz,2000,26660
kaz,2001,29170
kaz,2002,32260
kaz,2003,31790
kaz,2004,33840
kaz,2005,33630
kaz,2006,36150
kaz,2007,36080
kaz,2008,39190
kaz,2009,36560
kaz,2010,41490
kaz,2011,40780
kaz,2012,41640
kaz,2013,41000
kaz,2014,41450
kaz,2015,40440
kaz,2016,40060
kaz,2017,43290
kaz,2018,41360
ken,1990,21660
ken,1991,21000
ken,1992,20960
ken,1993,20930
ken,1994,21050
ken,1995,21020
ken,1996,20290
ken,1997,20530
ken,1998,21090
ken,1999,22400
ken,2000,21280
ken,2001,21280
ken,2002,22030
ken,2003,23150
ken,2004,24350
ken,2005,23840
ken,2006,23680
ken,2007,34590
ken,2008,35280
ken,2009,34350
ken,2010,34760
ken,2011,35930
ken,2012,36190
ken,2013,36130
ken,2014,37000
ken,2015,37900
ken,2016,40480
ken,2017,38630
ken,2018,40250
kgz,1990,7590
kgz,1991,7800
kgz,1992,6940
kgz,1993,5930
kgz,1994,4530
kgz,1995,4060
kgz,1996,3850
kgz,1997,3840
kgz,1998,3650
kgz,1999,3530
kgz,2000,3580
kgz,2001,3670
kgz,2002,3720
kgz,2003,3590
kgz,2004,3790
kgz,2005,3680
kgz,2006,3740
kgz,2007,3800
kgz,2008,3890
kgz,2009,4090
kgz,2010,4150
kgz,2011,4260
kgz,2012,4360
kgz,2013,4490
kgz,2014,4640
kgz,2015,4710
kgz,2016,4800
kgz,2017,4880
kgz,2018,4990
khm,1990,13120
khm,1991,12820
khm,1992,13210
khm,1993,14000
khm,1994,12860
khm,1995,14800
khm,1996,14800
khm,1997,14950
khm,1998,14870
khm,1999,15710
khm,2000,14850
khm,2001,14920
khm,2002,15210
khm,2003,16440
khm,2004,16220
khm,2005,17480
khm,2006,18360
khm,2007,18660
khm,2008,18840
khm,2009,19260
khm,2010,19440
khm,2011,20380
khm,2012,20000
khm,2013,20020
khm,2014,19830
khm,2015,19710
khm,2016,20160
khm,2017,20470
khm,2018,20310
kir,1990,10
kir,1991,10
kir,1992,10
kir,1993,10
kir,1994,10
kir,1995,10
kir,1996,20
kir,1997,20
kir,1998,20
kir,1999,20
kir,2000,20
kir,2001,20
kir,2002,20
kir,2003,20
kir,2004,20
kir,2005,20
kir,2006,20
kir,2007,20
kir,2008,20
kir,2009,20
kir,2010,20
kir,2011,20
kir,2012,20
kir,2013,20
kir,2014,20
kir,2015,20
kir,2016,20
kir,2017,20
kir,2018,20
kna,1990,70
kna,1991,70
kna,1992,70
kna,1993,70
kna,1994,70
kna,1995,70
kna,1996,70
kna,1997,70
kna,1998,70
kna,1999,70
kna,2000,70
kna,2001,70
kna,2002,70
kna,2003,70
kna,2004,80
kna,2005,80
kna,2006,80
kna,2007,80
kna,2008,80
kna,2009,80
kna,2010,80
kna,2011,80
kna,2012,80
kna,2013,80
kna,2014,80
kna,2015,80
kna,2016,80
kna,2017,80
kna,2018,80
kor,1990,29170
kor,1991,28900
kor,1992,28260
kor,1993,27800
kor,1994,27660
kor,1995,27430
kor,1996,28010
kor,1997,28320
kor,1998,26620
kor,1999,26460
kor,2000,26430
kor,2001,26940
kor,2002,27070
kor,2003,27140
kor,2004,26300
kor,2005,26420
kor,2006,26460
kor,2007,26180
kor,2008,26170
kor,2009,26230
kor,2010,26780
kor,2011,26630
kor,2012,26860
kor,2013,26680
kor,2014,26170
kor,2015,25960
kor,2016,25770
kor,2017,25600
kor,2018,25530
kwt,1990,2470
kwt,1991,2650
kwt,1992,2880
kwt,1993,3140
kwt,1994,3390
kwt,1995,3640
kwt,1996,3690
kwt,1997,3730
kwt,1998,3770
kwt,1999,3820
kwt,2000,3870
kwt,2001,3980
kwt,2002,4160
kwt,2003,4320
kwt,2004,4450
kwt,2005,4600
kwt,2006,4620
kwt,2007,4650
kwt,2008,4680
kwt,2009,4710
kwt,2010,4720
kwt,2011,4920
kwt,2012,5120
kwt,2013,5340
kwt,2014,5560
kwt,2015,5760
kwt,2016,5870
kwt,2017,5970
kwt,2018,6080
lao,1990,5780
lao,1991,5590
lao,1992,5710
lao,1993,5640
lao,1994,5850
lao,1995,5760
lao,1996,5690
lao,1997,5800
lao,1998,5410
lao,1999,5290
lao,2000,5450
lao,2001,5630
lao,2002,5720
lao,2003,5850
lao,2004,6060
lao,2005,5950
lao,2006,5980
lao,2007,6190
lao,2008,6330
lao,2009,6560
lao,2010,6930
lao,2011,6710
lao,2012,7260
lao,2013,7250
lao,2014,7400
lao,2015,7580
lao,2016,7850
lao,2017,7820
lao,2018,7610
lbn,1990,1210
lbn,1991,1260
lbn,1992,1290
lbn,1993,1330
lbn,1994,1360
lbn,1995,1490
lbn,1996,1650
lbn,1997,1780
lbn,1998,1930
lbn,1999,2070
lbn,2000,2210
lbn,2001,2250
lbn,2002,2300
lbn,2003,2350
lbn,2004,2390
lbn,2005,2440
lbn,2006,2500
lbn,2007,2540
lbn,2008,2600
lbn,2009,2650
lbn,2010,2680
lbn,2011,2790
lbn,2012,2860
lbn,2013,2920
lbn,2014,2980
lbn,2015,3030
lbn,2016,3100
lbn,2017,3170
lbn,2018,3250
lbr,1990,2590
lbr,1991,2430
lbr,1992,2290
lbr,1993,2130
lbr,1994,1990
lbr,1995,1850
lbr,1996,1940
lbr,1997,2070
lbr,1998,2180
lbr,1999,2280
lbr,2000,2370
lbr,2001,2440
lbr,2002,2510
lbr,2003,2600
lbr,2004,2670
lbr,2005,2740
lbr,2006,2890
lbr,2007,3030
lbr,2008,3170
lbr,2009,3430
lbr,2010,3470
lbr,2011,3970
lbr,2012,4470
lbr,2013,4960
lbr,2014,5480
lbr,2015,6040
lbr,2016,6070
lbr,2017,6140
lbr,2018,6210
lby,1990,67790
lby,1991,67940
lby,1992,68070
lby,1993,68200
lby,1994,68360
lby,1995,68560
lby,1996,68820
lby,1997,68950
lby,1998,69230
lby,1999,69320
lby,2000,69390
lby,2001,71860
lby,2002,74320
lby,2003,76820
lby,2004,79340
lby,2005,81840
lby,2006,82510
lby,2007,83130
lby,2008,83680
lby,2009,84280
lby,2010,84890
lby,2011,73100
lby,2012,61300
lby,2013,49520
lby,2014,37720
lby,2015,25910
lby,2016,29890
lby,2017,33840
lby,2018,37790
lca,1990,680
lca,1991,700
lca,1992,710
lca,1993,720
lca,1994,730
lca,1995,650
lca,1996,560
lca,1997,480
lca,1998,390
lca,1999,310
lca,2000,220
lca,2001,220
lca,2002,230
lca,2003,230
lca,2004,230
lca,2005,230
lca,2006,240
lca,2007,240
lca,2008,240
lca,2009,250
lca,2010,250
lca,2011,250
lca,2012,260
lca,2013,260
lca,2014,260
lca,2015,270
lca,2016,270
lca,2017,270
lca,2018,270
lie,1990,20
lie,1991,20
lie,1992,20
lie,1993,20
lie,1994,20
lie,1995,20
lie,1996,20
lie,1997,20
lie,1998,20
lie,1999,20
lie,2000,20
lie,2001,20
lie,2002,20
lie,2003,20
lie,2004,20
lie,2005,20
lie,2006,20
lie,2007,20
lie,2008,20
lie,2009,20
lie,2010,20
lie,2011,20
lie,2012,20
lie,2013,20
lie,2014,20
lie,2015,20
lie,2016,20
lie,2017,20
lie,2018,20
lka,1990,18400
lka,1991,18230
lka,1992,18710
lka,1993,19170
lka,1994,19280
lka,1995,19470
lka,1996,16700
lka,1997,14590
lka,1998,11720
lka,1999,9940
lka,2000,7690
lka,2001,7610
lka,2002,7830
lka,2003,8220
lka,2004,7880
lka,2005,8560
lka,2006,8610
lka,2007,8460
lka,2008,9160
lka,2009,8980
lka,2010,9450
lka,2011,9640
lka,2012,9760
lka,2013,10090
lka,2014,9220
lka,2015,9650
lka,2016,9900
lka,2017,9110
lka,2018,10030
lso,1990,1270
lso,1991,1280
lso,1992,1390
lso,1993,1370
lso,1994,1350
lso,1995,1320
lso,1996,1300
lso,1997,1290
lso,1998,1250
lso,1999,1590
lso,2000,1550
lso,2001,1540
lso,2002,1440
lso,2003,1470
lso,2004,1430
lso,2005,1530
lso,2006,1570
lso,2007,1690
lso,2008,1760
lso,2009,1860
lso,2010,1940
lso,2011,2040
lso,2012,2120
lso,2013,2130
lso,2014,2190
lso,2015,2250
lso,2016,2250
lso,2017,2360
lso,2018,2320
ltu,1990,7130
ltu,1991,7060
ltu,1992,7350
ltu,1993,6280
ltu,1994,5580
ltu,1995,5160
ltu,1996,5000
ltu,1997,4990
ltu,1998,4850
ltu,1999,4580
ltu,2000,4390
ltu,2001,4140
ltu,2002,4170
ltu,2003,4230
ltu,2004,4270
ltu,2005,4230
ltu,2006,4190
ltu,2007,4190
ltu,2008,4030
ltu,2009,3900
ltu,2010,3850
ltu,2011,3680
ltu,2012,3660
ltu,2013,3540
ltu,2014,3450
ltu,2015,3420
ltu,2016,3320
ltu,2017,3230
ltu,2018,3150
lux,1990,600
lux,1991,610
lux,1992,600
lux,1993,600
lux,1994,590
lux,1995,590
lux,1996,590
lux,1997,580
lux,1998,580
lux,1999,600
lux,2000,570
lux,2001,580
lux,2002,580
lux,2003,560
lux,2004,560
lux,2005,550
lux,2006,550
lux,2007,560
lux,2008,560
lux,2009,560
lux,2010,560
lux,2011,540
lux,2012,530
lux,2013,540
lux,2014,550
lux,2015,550
lux,2016,550
lux,2017,550
lux,2018,540
lva,1990,4030
lva,1991,4020
lva,1992,4550
lva,1993,3930
lva,1994,2850
lva,1995,2590
lva,1996,2550
lva,1997,2440
lva,1998,2340
lva,1999,2230
lva,2000,2110
lva,2001,2130
lva,2002,2170
lva,2003,2100
lva,2004,2040
lva,2005,2060
lva,2006,2050
lva,2007,2050
lva,2008,2070
lva,2009,2000
lva,2010,1980
lva,2011,1920
lva,2012,1970
lva,2013,1990
lva,2014,2050
lva,2015,1980
lva,2016,1990
lva,2017,1960
lva,2018,1940
mar,1990,11380
mar,1991,11210
mar,1992,11050
mar,1993,10260
mar,1994,10520
mar,1995,10510
mar,1996,10880
mar,1997,11300
mar,1998,11320
mar,1999,11670
mar,2000,12030
mar,2001,12170
mar,2002,12270
mar,2003,12550
mar,2004,12850
mar,2005,13020
