geo,time,sp_pop_65up_fe_zs
deu,1967,15.0093
deu,1968,15.29883
deu,1969,15.59969
deu,1970,15.91877
deu,1971,16.27886
deu,1972,16.64522
deu,1973,17.01457
deu,1974,17.37835
deu,1975,17.7276
deu,1976,18.16798
deu,1977,18.57427
deu,1978,18.91756
deu,1979,19.14856
deu,1980,19.23704
deu,1981,19.18586
deu,1982,18.99251
deu,1983,18.73239
deu,1984,18.52018
deu,1985,18.42911
deu,1986,18.45341
deu,1987,18.58937
deu,1988,18.78698
deu,1989,18.97163
deu,1990,19.10045
deu,1991,19.20137
deu,1992,19.2644
deu,1993,19.29333
deu,1994,19.29243
deu,1995,19.26937
deu,1996,19.37973
deu,1997,19.43318
deu,1998,19.48004
deu,1999,19.59172
deu,2000,19.80749
deu,2001,20.11697
deu,2002,20.52224
deu,2003,20.97728
deu,2004,21.40692
deu,2005,21.76747
deu,2006,22.15064
deu,2007,22.46105
deu,2008,22.70933
deu,2009,22.92069
deu,2010,23.11545
deu,2011,23.21713
deu,2012,23.29256
deu,2013,23.37098
deu,2014,23.47793
deu,2015,23.62321
deu,2016,23.66769
deu,2017,23.73966
deu,2018,23.82886
deu,2019,23.93486
deu,2020,24.07203
dji,1960,2.5463
dji,1961,2.54336
dji,1962,2.54835
dji,1963,2.56202
dji,1964,2.57956
dji,1965,2.60967
dji,1966,2.60771
dji,1967,2.6061
dji,1968,2.61729
dji,1969,2.62966
dji,1970,2.65305
dji,1971,2.65236
dji,1972,2.65424
dji,1973,2.66867
dji,1974,2.68389
dji,1975,2.7009
dji,1976,2.6487
dji,1977,2.60872
dji,1978,2.59268
dji,1979,2.59845
dji,1980,2.63167
dji,1981,2.65454
dji,1982,2.69131
dji,1983,2.734
dji,1984,2.77086
dji,1985,2.79479
dji,1986,2.79878
dji,1987,2.79773
dji,1988,2.79881
dji,1989,2.81629
dji,1990,2.86402
dji,1991,2.89636
dji,1992,2.94037
dji,1993,2.99235
dji,1994,3.03876
dji,1995,3.07392
dji,1996,3.12286
dji,1997,3.16092
dji,1998,3.19346
dji,1999,3.22929
dji,2000,3.27114
dji,2001,3.32514
dji,2002,3.38144
dji,2003,3.44088
dji,2004,3.50472
dji,2005,3.57552
dji,2006,3.68876
dji,2007,3.81187
dji,2008,3.94866
dji,2009,4.09798
dji,2010,4.25411
dji,2011,4.36146
dji,2012,4.46303
dji,2013,4.55735
dji,2014,4.64443
dji,2015,4.7266
dji,2016,4.79473
dji,2017,4.87035
dji,2018,4.95387
dji,2019,5.04452
dji,2020,5.14468
dnk,1960,11.34183
dnk,1961,11.55297
dnk,1962,11.77474
dnk,1963,12.00189
dnk,1964,12.22717
dnk,1965,12.44978
dnk,1966,12.70194
dnk,1967,12.95264
dnk,1968,13.20378
dnk,1969,13.45815
dnk,1970,13.71812
dnk,1971,14.02112
dnk,1972,14.31532
dnk,1973,14.60406
dnk,1974,14.89124
dnk,1975,15.17916
dnk,1976,15.46008
dnk,1977,15.73602
dnk,1978,16.0038
dnk,1979,16.25532
dnk,1980,16.48773
dnk,1981,16.70575
dnk,1982,16.89297
dnk,1983,17.06272
dnk,1984,17.23231
dnk,1985,17.41014
dnk,1986,17.58874
dnk,1987,17.75377
dnk,1988,17.89796
dnk,1989,18.00964
dnk,1990,18.08188
dnk,1991,18.05858
dnk,1992,17.99809
dnk,1993,17.90604
dnk,1994,17.79158
dnk,1995,17.66493
dnk,1996,17.56249
dnk,1997,17.45287
dnk,1998,17.33811
dnk,1999,17.22121
dnk,2000,17.10864
dnk,2001,17.07909
dnk,2002,17.04316
dnk,2003,17.02364
dnk,2004,17.04689
dnk,2005,17.12829
dnk,2006,17.29404
dnk,2007,17.49656
dnk,2008,17.73828
dnk,2009,18.02088
dnk,2010,18.34493
dnk,2011,18.66586
dnk,2012,19.07628
dnk,2013,19.56154
dnk,2014,20.05528
dnk,2015,20.49221
dnk,2016,20.8447
dnk,2017,21.07411
dnk,2018,21.2302
dnk,2019,21.38912
dnk,2020,21.59657
dom,1960,2.49421
dom,1961,2.49142
dom,1962,2.48545
dom,1963,2.47767
dom,1964,2.46944
dom,1965,2.46284
dom,1966,2.4746
dom,1967,2.48561
dom,1968,2.49615
dom,1969,2.50693
dom,1970,2.51855
dom,1971,2.54622
dom,1972,2.57302
dom,1973,2.59967
dom,1974,2.627
dom,1975,2.65647
dom,1976,2.70179
dom,1977,2.74732
dom,1978,2.79302
dom,1979,2.83971
dom,1980,2.88805
dom,1981,2.95278
dom,1982,3.01683
dom,1983,3.0815
dom,1984,3.14881
dom,1985,3.22079
dom,1986,3.3066
dom,1987,3.39443
dom,1988,3.4844
dom,1989,3.57655
dom,1990,3.67098
dom,1991,3.77612
dom,1992,3.88019
dom,1993,3.98521
dom,1994,4.0941
dom,1995,4.20904
dom,1996,4.33246
dom,1997,4.45904
dom,1998,4.5883
dom,1999,4.71939
dom,2000,4.85186
dom,2001,4.99883
dom,2002,5.14512
dom,2003,5.28792
dom,2004,5.42351
dom,2005,5.55076
dom,2006,5.66646
dom,2007,5.77419
dom,2008,5.88037
dom,2009,5.99233
dom,2010,6.11566
dom,2011,6.24828
dom,2012,6.38871
dom,2013,6.53956
dom,2014,6.70416
dom,2015,6.8848
dom,2016,7.08391
dom,2017,7.29689
dom,2018,7.5245
dom,2019,7.76739
dom,2020,8.02693
dza,1960,3.19845
dza,1961,3.30268
dza,1962,3.42828
dza,1963,3.55208
dza,1964,3.64768
dza,1965,3.70398
dza,1966,3.72698
dza,1967,3.72022
dza,1968,3.70201
dza,1969,3.69287
dza,1970,3.70252
dza,1971,3.75117
dza,1972,3.80742
dza,1973,3.86014
dza,1974,3.89577
dza,1975,3.90901
dza,1976,3.90656
dza,1977,3.88641
dza,1978,3.85706
dza,1979,3.82858
dza,1980,3.80586
dza,1981,3.80264
dza,1982,3.80509
dza,1983,3.80665
dza,1984,3.79887
dza,1985,3.77945
dza,1986,3.76132
dza,1987,3.73478
dza,1988,3.70874
dza,1989,3.69437
dza,1990,3.69757
dza,1991,3.71544
dza,1992,3.7438
dza,1993,3.78188
dza,1994,3.82882
dza,1995,3.8847
dza,1996,3.98963
dza,1997,4.10936
dza,1998,4.24258
dza,1999,4.38558
dza,2000,4.53576
dza,2001,4.67413
dza,2002,4.81278
dza,2003,4.9521
dza,2004,5.09004
dza,2005,5.22413
dza,2006,5.33568
dza,2007,5.44045
dza,2008,5.54233
dza,2009,5.64507
dza,2010,5.75202
dza,2011,5.802
dza,2012,5.8545
dza,2013,5.91715
dza,2014,6.00187
dza,2015,6.11675
dza,2016,6.24623
dza,2017,6.40032
dza,2018,6.57153
dza,2019,6.75031
dza,2020,6.93222
ecu,1960,5.18965
ecu,1961,5.14944
ecu,1962,5.09014
ecu,1963,5.02033
ecu,1964,4.9498
ecu,1965,4.88261
ecu,1966,4.83189
ecu,1967,4.78155
ecu,1968,4.73048
ecu,1969,4.67694
ecu,1970,4.62033
ecu,1971,4.58303
ecu,1972,4.54186
ecu,1973,4.50089
ecu,1974,4.46528
ecu,1975,4.43742
ecu,1976,4.43741
ecu,1977,4.44154
ecu,1978,4.44618
ecu,1979,4.44575
ecu,1980,4.43814
ecu,1981,4.44279
ecu,1982,4.43962
ecu,1983,4.43296
ecu,1984,4.4275
ecu,1985,4.42605
ecu,1986,4.44198
ecu,1987,4.45934
ecu,1988,4.47973
ecu,1989,4.50463
ecu,1990,4.53522
ecu,1991,4.58412
ecu,1992,4.63701
ecu,1993,4.69384
ecu,1994,4.75425
ecu,1995,4.81819
ecu,1996,4.90193
ecu,1997,4.98617
ecu,1998,5.07236
ecu,1999,5.16218
ecu,2000,5.25725
ecu,2001,5.35575
ecu,2002,5.45838
ecu,2003,5.56708
ecu,2004,5.68385
ecu,2005,5.81028
ecu,2006,5.93171
ecu,2007,6.06123
ecu,2008,6.19558
ecu,2009,6.32977
ecu,2010,6.46237
ecu,2011,6.57346
ecu,2012,6.68021
ecu,2013,6.79531
ecu,2014,6.93491
ecu,2015,7.10782
ecu,2016,7.27793
ecu,2017,7.47625
ecu,2018,7.69527
ecu,2019,7.92441
ecu,2020,8.15849
egy,1960,4.37479
egy,1961,4.41824
egy,1962,4.46973
egy,1963,4.52724
egy,1964,4.58574
egy,1965,4.64368
egy,1966,4.69219
egy,1967,4.7371
egy,1968,4.78134
egy,1969,4.83029
egy,1970,4.88696
egy,1971,4.93065
egy,1972,4.98031
egy,1973,5.03299
egy,1974,5.08287
egy,1975,5.12674
egy,1976,5.16148
egy,1977,5.18695
egy,1978,5.20632
egy,1979,5.22355
egy,1980,5.24042
egy,1981,5.24923
egy,1982,5.25736
egy,1983,5.26632
egy,1984,5.27729
egy,1985,5.29139
egy,1986,5.29547
egy,1987,5.29936
egy,1988,5.30467
egy,1989,5.31434
egy,1990,5.33072
egy,1991,5.36192
egy,1992,5.39823
egy,1993,5.43775
egy,1994,5.47654
egy,1995,5.51265
egy,1996,5.55494
egy,1997,5.58418
egy,1998,5.60409
egy,1999,5.61898
egy,2000,5.63069
egy,2001,5.63374
egy,2002,5.63577
egy,2003,5.63325
egy,2004,5.61935
egy,2005,5.59295
egy,2006,5.57294
egy,2007,5.53647
egy,2008,5.49914
egy,2009,5.48095
egy,2010,5.49095
egy,2011,5.53644
egy,2012,5.59548
egy,2013,5.65825
egy,2014,5.71225
egy,2015,5.75289
egy,2016,5.7835
egy,2017,5.81226
egy,2018,5.8436
egy,2019,5.88321
egy,2020,5.93622
eri,1960,3.13319
eri,1961,3.11111
eri,1962,3.08819
eri,1963,3.06266
eri,1964,3.03132
eri,1965,2.99375
eri,1966,2.98839
eri,1967,2.9764
eri,1968,2.95914
eri,1969,2.93907
eri,1970,2.91768
eri,1971,2.91451
eri,1972,2.90709
eri,1973,2.89738
eri,1974,2.886
eri,1975,2.87362
eri,1976,2.88424
eri,1977,2.89109
eri,1978,2.89401
eri,1979,2.89429
eri,1980,2.89241
eri,1981,2.90781
eri,1982,2.91768
eri,1983,2.92394
eri,1984,2.92816
eri,1985,2.93152
eri,1986,2.95714
eri,1987,2.97734
eri,1988,2.99436
eri,1989,3.01088
eri,1990,3.02884
eri,1991,3.13746
eri,1992,3.25057
eri,1993,3.3694
eri,1994,3.49408
eri,1995,3.6254
eri,1996,3.73026
eri,1997,3.83627
eri,1998,3.94108
eri,1999,4.03888
eri,2000,4.12431
eri,2001,4.1417
eri,2002,4.14113
eri,2003,4.13128
eri,2004,4.1233
eri,2005,4.12208
eri,2006,4.17534
eri,2007,4.22424
eri,2008,4.26845
eri,2009,4.30854
eri,2010,4.34742
eri,2011,4.4504
esp,1960,9.45648
esp,1961,9.56789
esp,1962,9.67466
esp,1963,9.78543
esp,1964,9.91199
esp,1965,10.06337
esp,1966,10.25386
esp,1967,10.46429
esp,1968,10.68489
esp,1969,10.89966
esp,1970,11.09907
esp,1971,11.26961
esp,1972,11.41192
esp,1973,11.54196
esp,1974,11.6792
esp,1975,11.83361
esp,1976,12.03466
esp,1977,12.25306
esp,1978,12.47767
esp,1979,12.69103
esp,1980,12.88618
esp,1981,13.06809
esp,1982,13.23707
esp,1983,13.40972
esp,1984,13.6094
esp,1985,13.8508
esp,1986,14.13972
esp,1987,14.45325
esp,1988,14.79098
esp,1989,15.14846
esp,1990,15.5208
esp,1991,15.84657
esp,1992,16.17674
esp,1993,16.51915
esp,1994,16.88458
esp,1995,17.27918
esp,1996,17.62194
esp,1997,17.99466
esp,1998,18.36964
esp,1999,18.70651
esp,2000,18.98289
esp,2001,19.04607
esp,2002,19.0495
esp,2003,19.02217
esp,2004,19.00494
esp,2005,19.02341
esp,2006,19.03059
esp,2007,19.05734
esp,2008,19.11764
esp,2009,19.21717
esp,2010,19.35543
esp,2011,19.60269
esp,2012,19.8948
esp,2013,20.21698
esp,2014,20.5444
esp,2015,20.86559
esp,2016,21.11829
esp,2017,21.34575
esp,2018,21.5749
esp,2019,21.84754
esp,2020,22.18988
est,1960,13.11906
est,1961,13.29396
est,1962,13.46554
est,1963,13.63906
est,1964,13.82096
est,1965,14.01454
est,1966,14.21954
est,1967,14.42507
est,1968,14.63224
est,1969,14.83682
est,1970,15.03739
est,1971,15.24461
est,1972,15.4162
est,1973,15.56585
est,1974,15.71155
est,1975,15.86167
est,1976,15.97469
est,1977,16.10114
est,1978,16.20155
est,1979,16.21113
est,1980,16.10174
est,1981,15.9552
est,1982,15.67953
est,1983,15.34989
est,1984,15.07122
est,1985,14.90192
est,1986,14.86297
est,1987,14.90336
est,1988,15.00451
est,1989,15.13957
est,1990,15.29739
est,1991,15.68275
est,1992,16.10207
est,1993,16.53604
est,1994,16.94873
est,1995,17.31351
est,1996,17.70746
est,1997,18.02803
est,1998,18.30645
est,1999,18.59725
est,2000,18.93237
est,2001,19.348
est,2002,19.78907
est,2003,20.22661
est,2004,20.6066
est,2005,20.89424
est,2006,21.18288
est,2007,21.39329
est,2008,21.55501
est,2009,21.7233
est,2010,21.93631
est,2011,22.16648
est,2012,22.44504
est,2013,22.76277
est,2014,23.09808
est,2015,23.43463
est,2016,23.70207
est,2017,24.00213
est,2018,24.38082
est,2019,24.82536
est,2020,25.28754
eth,1960,3.09262
eth,1961,3.08355
eth,1962,3.06482
eth,1963,3.04114
eth,1964,3.01847
eth,1965,2.99983
eth,1966,3.01508
eth,1967,3.03185
eth,1968,3.04659
eth,1969,3.05479
eth,1970,3.05434
eth,1971,3.07327
eth,1972,3.08201
eth,1973,3.0828
eth,1974,3.07923
eth,1975,3.0746
eth,1976,3.13897
eth,1977,3.20514
eth,1978,3.2762
eth,1979,3.34656
eth,1980,3.40675
eth,1981,3.3761
eth,1982,3.33317
eth,1983,3.28567
eth,1984,3.24249
eth,1985,3.20692
eth,1986,3.21071
eth,1987,3.21756
eth,1988,3.2211
eth,1989,3.21367
eth,1990,3.193
eth,1991,3.17206
eth,1992,3.14107
eth,1993,3.10846
eth,1994,3.08326
eth,1995,3.0692
eth,1996,3.09
eth,1997,3.11382
eth,1998,3.13602
eth,1999,3.151
eth,2000,3.1569
eth,2001,3.17486
eth,2002,3.1881
eth,2003,3.19966
eth,2004,3.2133
eth,2005,3.23154
eth,2006,3.27113
eth,2007,3.31155
eth,2008,3.35455
eth,2009,3.4023
eth,2010,3.4557
eth,2011,3.50572
eth,2012,3.55824
eth,2013,3.61016
eth,2014,3.6568
eth,2015,3.69636
eth,2016,3.72404
eth,2017,3.74491
eth,2018,3.76426
eth,2019,3.78877
eth,2020,3.82213
fin,1960,8.87118
fin,1961,9.01712
fin,1962,9.18621
fin,1963,9.37382
fin,1964,9.56805
fin,1965,9.76535
fin,1966,10.01863
fin,1967,10.27688
fin,1968,10.54629
fin,1969,10.83873
fin,1970,11.16028
fin,1971,11.52105
fin,1972,11.89841
fin,1973,12.283
fin,1974,12.65972
fin,1975,13.01912
fin,1976,13.45033
fin,1977,13.85261
fin,1978,14.22602
fin,1979,14.56821
fin,1980,14.87757
fin,1981,15.06985
fin,1982,15.23276
fin,1983,15.38249
fin,1984,15.54378
fin,1985,15.73482
fin,1986,15.94079
fin,1987,16.16519
fin,1988,16.39932
fin,1989,16.62654
fin,1990,16.83578
fin,1991,17.02582
fin,1992,17.18745
fin,1993,17.32529
fin,1994,17.44485
fin,1995,17.55169
fin,1996,17.65373
fin,1997,17.75046
fin,1998,17.84494
fin,1999,17.93903
fin,2000,18.03821
fin,2001,18.19892
fin,2002,18.35763
fin,2003,18.51677
fin,2004,18.67619
fin,2005,18.83753
fin,2006,18.95651
fin,2007,19.06463
fin,2008,19.20481
fin,2009,19.43897
fin,2010,19.80415
fin,2011,20.24851
fin,2012,20.80826
fin,2013,21.43548
fin,2014,22.05538
fin,2015,22.62382
fin,2016,23.14684
fin,2017,23.6183
fin,2018,24.05033
fin,2019,24.4664
fin,2020,24.88399
fji,1960,1.68542
fji,1961,1.69204
fji,1962,1.72089
fji,1963,1.76708
fji,1964,1.82116
fji,1965,1.88785
fji,1966,1.93414
fji,1967,1.98495
fji,1968,2.04037
fji,1969,2.09831
fji,1970,2.15543
fji,1971,2.21447
fji,1972,2.26695
fji,1973,2.31597
fji,1974,2.36489
fji,1975,2.42008
fji,1976,2.46506
fji,1977,2.50041
fji,1978,2.52307
fji,1979,2.53946
fji,1980,2.54792
fji,1981,2.61161
fji,1982,2.67379
fji,1983,2.72822
fji,1984,2.76421
fji,1985,2.77946
fji,1986,2.85398
fji,1987,2.91413
fji,1988,2.96216
fji,1989,2.99889
fji,1990,3.02494
fji,1991,3.06339
fji,1992,3.09449
fji,1993,3.12322
fji,1994,3.15605
fji,1995,3.19083
fji,1996,3.28756
fji,1997,3.39605
fji,1998,3.5098
fji,1999,3.6237
fji,2000,3.74052
fji,2001,3.86186
fji,2002,3.98073
fji,2003,4.10337
fji,2004,4.2404
fji,2005,4.39297
fji,2006,4.55608
fji,2007,4.7273
fji,2008,4.90492
fji,2009,5.08117
fji,2010,5.25432
fji,2011,5.36013
fji,2012,5.44414
fji,2013,5.50133
fji,2014,5.52849
fji,2015,5.52825
fji,2016,5.71651
fji,2017,5.89808
fji,2018,6.08727
fji,2019,6.29824
fji,2020,6.5351
fra,1960,14.24715
fra,1961,14.33793
fra,1962,14.43573
fra,1963,14.54376
fra,1964,14.65822
fra,1965,14.77929
fra,1966,14.93122
fra,1967,15.08417
fra,1968,15.23403
fra,1969,15.37577
fra,1970,15.50681
fra,1971,15.66309
fra,1972,15.79045
fra,1973,15.89989
fra,1974,16.00839
fra,1975,16.12358
fra,1976,16.2804
fra,1977,16.45768
fra,1978,16.61266
fra,1979,16.67653
fra,1980,16.61594
fra,1981,16.4712
fra,1982,16.18724
fra,1983,15.85513
fra,1984,15.60707
fra,1985,15.51626
fra,1986,15.57152
fra,1987,15.77343
fra,1988,16.06644
fra,1989,16.3629
fra,1990,16.61428
fra,1991,16.88375
fra,1992,17.11223
fra,1993,17.31278
fra,1994,17.51055
fra,1995,17.71911
fra,1996,17.91444
fra,1997,18.09968
fra,1998,18.27456
fra,1999,18.43496
fra,2000,18.57957
fra,2001,18.66471
fra,2002,18.74337
fra,2003,18.81266
fra,2004,18.86624
fra,2005,18.90662
fra,2006,18.91346
fra,2007,18.89141
fra,2008,18.88199
fra,2009,18.95062
fra,2010,19.14022
fra,2011,19.37512
fra,2012,19.71801
fra,2013,20.1455
fra,2014,20.60158
fra,2015,21.04524
fra,2016,21.42185
fra,2017,21.7871
fra,2018,22.13656
fra,2019,22.48154
fra,2020,22.84108
fsm,1960,3.71572
fsm,1961,3.70354
fsm,1962,3.70096
fsm,1963,3.64366
fsm,1964,3.62499
fsm,1965,3.59104
fsm,1966,3.57088
fsm,1967,3.55049
fsm,1968,3.52284
fsm,1969,3.5098
fsm,1970,3.49255
fsm,1971,3.58046
fsm,1972,3.66741
fsm,1973,3.78783
fsm,1974,3.90381
fsm,1975,4.03358
fsm,1976,3.96405
fsm,1977,3.86857
fsm,1978,3.77654
fsm,1979,3.66088
fsm,1980,3.5504
fsm,1981,3.57259
fsm,1982,3.59109
fsm,1983,3.60134
fsm,1984,3.61372
fsm,1985,3.63123
fsm,1986,3.66831
fsm,1987,3.70573
fsm,1988,3.75292
fsm,1989,3.78882
fsm,1990,3.80226
fsm,1991,3.85891
fsm,1992,3.87396
fsm,1993,3.85002
fsm,1994,3.83003
fsm,1995,3.85054
fsm,1996,3.88415
fsm,1997,3.93899
fsm,1998,3.99444
fsm,1999,4.01912
fsm,2000,4.01048
fsm,2001,4.10967
fsm,2002,4.18647
fsm,2003,4.25358
fsm,2004,4.31419
fsm,2005,4.36623
fsm,2006,4.27733
fsm,2007,4.17583
fsm,2008,4.0548
fsm,2009,3.92354
fsm,2010,3.79872
fsm,2011,3.77721
fsm,2012,3.79038
fsm,2013,3.82948
fsm,2014,3.88043
fsm,2015,3.95196
fsm,2016,4.10969
fsm,2017,4.27609
fsm,2018,4.45022
fsm,2019,4.64572
fsm,2020,4.86196
gab,1960,8.10426
gab,1961,8.08918
gab,1962,8.04549
gab,1963,7.97774
gab,1964,7.88743
gab,1965,7.77429
gab,1966,7.69036
gab,1967,7.58431
gab,1968,7.4606
gab,1969,7.32229
gab,1970,7.17118
gab,1971,7.13397
gab,1972,7.0827
gab,1973,7.01597
gab,1974,6.93029
gab,1975,6.8251
gab,1976,6.77342
gab,1977,6.69783
gab,1978,6.61089
gab,1979,6.52674
gab,1980,6.45219
gab,1981,6.44182
gab,1982,6.43248
gab,1983,6.4192
gab,1984,6.39713
gab,1985,6.36325
gab,1986,6.3617
gab,1987,6.34637
gab,1988,6.32345
gab,1989,6.3022
gab,1990,6.28588
gab,1991,6.28542
gab,1992,6.27911
gab,1993,6.2681
gab,1994,6.25043
gab,1995,6.22714
gab,1996,6.20599
gab,1997,6.1724
gab,1998,6.12669
gab,1999,6.06646
gab,2000,5.99153
gab,2001,5.91811
gab,2002,5.82382
gab,2003,5.71416
gab,2004,5.59311
gab,2005,5.46251
gab,2006,5.3502
gab,2007,5.22549
gab,2008,5.09002
gab,2009,4.9452
gab,2010,4.79269
gab,2011,4.67149
gab,2012,4.54531
gab,2013,4.41791
gab,2014,4.29367
gab,2015,4.17614
gab,2016,4.13563
gab,2017,4.09713
gab,2018,4.06213
gab,2019,4.02969
gab,2020,4.00165
gbr,1960,13.99424
gbr,1961,14.1385
gbr,1962,14.28001
gbr,1963,14.42237
gbr,1964,14.56512
gbr,1965,14.71198
gbr,1966,14.88922
gbr,1967,15.07596
gbr,1968,15.26632
gbr,1969,15.45608
gbr,1970,15.64615
gbr,1971,15.88892
gbr,1972,16.11578
gbr,1973,16.3333
gbr,1974,16.54834
gbr,1975,16.76315
gbr,1976,17.00447
gbr,1977,17.23176
gbr,1978,17.4363
gbr,1979,17.59904
gbr,1980,17.70938
gbr,1981,17.80776
gbr,1982,17.83846
gbr,1983,17.83332
gbr,1984,17.83927
gbr,1985,17.88344
gbr,1986,17.97606
gbr,1987,18.10247
gbr,1988,18.23654
gbr,1989,18.34059
gbr,1990,18.39662
gbr,1991,18.44955
gbr,1992,18.45545
gbr,1993,18.42598
gbr,1994,18.37879
gbr,1995,18.32623
gbr,1996,18.27688
gbr,1997,18.21548
gbr,1998,18.15052
gbr,1999,18.08823
gbr,2000,18.03348
gbr,2001,18.01032
gbr,2002,17.98702
gbr,2003,17.96646
gbr,2004,17.94927
gbr,2005,17.93765
gbr,2006,17.93541
gbr,2007,17.92364
gbr,2008,17.9279
gbr,2009,17.98391
gbr,2010,18.11125
gbr,2011,18.30259
gbr,2012,18.55974
gbr,2013,18.8495
gbr,2014,19.12014
gbr,2015,19.34444
gbr,2016,19.49954
gbr,2017,19.60694
gbr,2018,19.68968
gbr,2019,19.7848
gbr,2020,19.91765
geo,1960,9.33763
geo,1961,9.14591
geo,1962,8.9543
geo,1963,8.77804
geo,1964,8.63576
geo,1965,8.53906
geo,1966,8.58072
geo,1967,8.65818
geo,1968,8.7608
geo,1969,8.87081
geo,1970,8.97964
geo,1971,9.20394
geo,1972,9.39633
geo,1973,9.57593
geo,1974,9.77448
geo,1975,10.00971
geo,1976,10.29124
geo,1977,10.60765
geo,1978,10.92292
geo,1979,11.1833
geo,1980,11.36481
geo,1981,11.43011
geo,1982,11.41715
geo,1983,11.35933
geo,1984,11.30411
geo,1985,11.28244
geo,1986,11.31505
geo,1987,11.36445
geo,1988,11.44919
geo,1989,11.60025
geo,1990,11.84198
geo,1991,12.19452
geo,1992,12.58282
geo,1993,12.99438
geo,1994,13.38706
geo,1995,13.73865
geo,1996,14.13946
geo,1997,14.45206
geo,1998,14.67109
geo,1999,14.83784
geo,2000,15.03744
geo,2001,15.40094
geo,2002,15.8351
geo,2003,16.26855
geo,2004,16.59503
geo,2005,16.76609
geo,2006,16.96407
geo,2007,17.00237
geo,2008,16.93635
geo,2009,16.86072
geo,2010,16.83796
geo,2011,16.79651
geo,2012,16.80673
geo,2013,16.86474
geo,2014,16.96065
geo,2015,17.09159
geo,2016,17.28116
geo,2017,17.51135
geo,2018,17.77101
geo,2019,18.04302
geo,2020,18.31923
gha,1960,2.52777
gha,1961,2.54116
gha,1962,2.55395
gha,1963,2.5649
gha,1964,2.57149
gha,1965,2.57443
gha,1966,2.60262
gha,1967,2.62362
gha,1968,2.63858
gha,1969,2.64907
gha,1970,2.65657
gha,1971,2.68549
gha,1972,2.70951
gha,1973,2.72963
gha,1974,2.74716
gha,1975,2.76362
gha,1976,2.80104
gha,1977,2.83335
gha,1978,2.86103
gha,1979,2.88371
gha,1980,2.90125
gha,1981,2.9226
gha,1982,2.93786
gha,1983,2.94887
gha,1984,2.95765
gha,1985,2.9656
gha,1986,2.98758
gha,1987,3.00576
gha,1988,3.02061
gha,1989,3.03228
gha,1990,3.04159
gha,1991,3.06085
gha,1992,3.07676
gha,1993,3.09057
gha,1994,3.10366
gha,1995,3.117
gha,1996,3.12786
gha,1997,3.13242
gha,1998,3.13211
gha,1999,3.12784
gha,2000,3.12058
gha,2001,3.12114
gha,2002,3.11743
gha,2003,3.11013
gha,2004,3.09887
gha,2005,3.08454
gha,2006,3.09584
gha,2007,3.10075
gha,2008,3.10412
gha,2009,3.11164
gha,2010,3.12626
gha,2011,3.16316
gha,2012,3.20341
gha,2013,3.24271
gha,2014,3.27469
gha,2015,3.29758
gha,2016,3.32453
gha,2017,3.34411
gha,2018,3.36446
gha,2019,3.3954
gha,2020,3.44265
gin,1960,3.40974
gin,1961,3.39743
gin,1962,3.36659
gin,1963,3.32156
gin,1964,3.26857
gin,1965,3.21118
gin,1966,3.22772
gin,1967,3.23519
gin,1968,3.2334
gin,1969,3.22114
gin,1970,3.19932
gin,1971,3.2394
gin,1972,3.26639
gin,1973,3.28264
gin,1974,3.29158
gin,1975,3.29478
gin,1976,3.35094
gin,1977,3.39779
gin,1978,3.43471
gin,1979,3.4609
gin,1980,3.47681
gin,1981,3.52869
gin,1982,3.57001
gin,1983,3.60198
gin,1984,3.62523
gin,1985,3.64065
gin,1986,3.68872
gin,1987,3.72922
gin,1988,3.76308
gin,1989,3.79091
gin,1990,3.81396
gin,1991,3.84435
gin,1992,3.8687
gin,1993,3.88751
gin,1994,3.90096
gin,1995,3.9095
gin,1996,3.89645
gin,1997,3.87455
gin,1998,3.84598
gin,1999,3.81321
gin,2000,3.77805
gin,2001,3.7542
gin,2002,3.72073
gin,2003,3.67877
gin,2004,3.62875
gin,2005,3.57138
gin,2006,3.56766
gin,2007,3.55853
gin,2008,3.54224
gin,2009,3.51619
gin,2010,3.4803
gin,2011,3.46499
gin,2012,3.43843
gin,2013,3.41019
gin,2014,3.39157
gin,2015,3.38826
gin,2016,3.41745
gin,2017,3.45422
gin,2018,3.49389
gin,2019,3.53004
gin,2020,3.56029
gmb,1960,2.431
gmb,1961,2.45168
gmb,1962,2.46259
gmb,1963,2.46298
gmb,1964,2.45467
gmb,1965,2.43173
gmb,1966,2.44841
gmb,1967,2.4542
gmb,1968,2.44488
gmb,1969,2.42832
gmb,1970,2.40225
gmb,1971,2.42881
gmb,1972,2.44691
gmb,1973,2.45707
gmb,1974,2.46144
gmb,1975,2.45584
gmb,1976,2.48563
gmb,1977,2.50614
gmb,1978,2.51927
gmb,1979,2.5255
gmb,1980,2.52505
gmb,1981,2.53634
gmb,1982,2.54255
gmb,1983,2.54772
gmb,1984,2.55567
gmb,1985,2.57116
gmb,1986,2.57122
gmb,1987,2.57207
gmb,1988,2.57247
gmb,1989,2.56631
gmb,1990,2.5559
gmb,1991,2.57863
gmb,1992,2.5938
gmb,1993,2.60335
gmb,1994,2.60914
gmb,1995,2.61245
gmb,1996,2.61972
gmb,1997,2.62359
gmb,1998,2.6232
gmb,1999,2.62167
gmb,2000,2.61883
gmb,2001,2.6226
gmb,2002,2.62093
gmb,2003,2.61702
gmb,2004,2.61236
gmb,2005,2.60881
gmb,2006,2.61963
