geo,time,ny_exp_capm_kn
dnk,1993,416358435795.30298
dnk,1994,446326290837.08197
dnk,1995,459138542058.88202
dnk,1996,487020532886.39203
dnk,1997,509534501146.37506
dnk,1998,528610228275.33899
dnk,1999,586727586730.97998
dnk,2000,664936454035.44397
dnk,2001,686639363049.51294
dnk,2002,724527314431.04895
dnk,2003,721362353601.56897
dnk,2004,749540756993.01904
dnk,2005,823100174718.70496
dnk,2006,902015384408.93506
dnk,2007,929978196285.10498
dnk,2008,983469220065.42493
dnk,2009,895103499110.06091
dnk,2010,943820131772.5459
dnk,2011,992592047437.16992
dnk,2012,1009607967265.5
dnk,2013,1036472436357.62
dnk,2014,1085467717100.31995
dnk,2015,1128511442000
dnk,2016,1173319686497.18994
dnk,2017,1229691025856.48999
dnk,2018,1260940733757.96997
dnk,2019,1322923955068.79004
dnk,2020,1257813261518.62988
dom,1960,62530977947.0504
dom,1961,57517651665.1269
dom,1962,75832752821.25941
dom,1963,72985645706.2357
dom,1964,74095636351.763
dom,1965,52204040544.7029
dom,1966,56955053924.5851
dom,1967,63701680569.0902
dom,1968,66053848196.8011
dom,1969,73739357053.40269
dom,1970,75256641245.3587
dom,1971,70694444684.9594
dom,1972,98907111851.8163
dom,1973,108827899977.696
dom,1974,114242516969.769
dom,1975,142742414701.603
dom,1976,117001375452.62
dom,1977,120393344747.09599
dom,1978,99631522743.798
dom,1979,122341596627.752
dom,1980,118777155729.06799
dom,1981,126649444195.841
dom,1982,92698656486.8479
dom,1983,100606267740.834
dom,1984,98672538908.08031
dom,1985,120411842905.666
dom,1986,147426455329.54001
dom,1987,157634358941.12799
dom,1988,191325234457.479
dom,1989,187221524442.71201
dom,1990,160862460990.48901
dom,1991,193857542537.29297
dom,1992,212495571779.022
dom,1993,236141457379.76999
dom,1994,259225481165.26801
dom,1995,280611460904.90302
dom,1996,294259778841.13397
dom,1997,337002931946.92902
dom,1998,359917799308.71002
dom,1999,373161555110.27502
dom,2000,384131930167.302
dom,2001,368358694525.80707
dom,2002,361473513731.08307
dom,2003,400661801370.02399
dom,2004,435690029957.30798
dom,2005,393492839359.19397
dom,2006,389742391843.23401
dom,2007,390301749600
dom,2008,345205569484.63599
dom,2009,344314879262.78003
dom,2010,391183065194.888
dom,2011,399977008465.03699
dom,2012,424894396690.284
dom,2013,456409118531.15106
dom,2014,496328458001.45398
dom,2015,556062272935.75696
dom,2016,620990813126.78003
dom,2017,622274942441.31006
dom,2018,625382976269.56299
dom,2019,661241297779.78699
dom,2020,481209590450.36603
dza,1960,918668959247.33105
dza,1961,934721564396.4729
dza,1962,324315688692.08093
dza,1963,541535956500.40198
dza,1964,581277062089.31201
dza,1965,549809430867.64697
dza,1966,627459856924.40295
dza,1967,624416571069.12
dza,1968,655262536968.05298
dza,1969,700661940562.53296
dza,1970,704687470429.90405
dza,1971,573234949035.21692
dza,1972,796132637356.42383
dza,1973,1014589387893.83997
dza,1974,1851845122296.73999
dza,1975,1548442925996.81006
dza,1976,1678667388468.95996
dza,1977,1672147609456.37012
dza,1978,1564776111837.36011
dza,1979,2135805515530.65991
dza,1980,2636250673469.29004
dza,1981,3034237818050.54004
dza,1982,2839691575244.87012
dza,1983,3062337467074.04004
dza,1984,2713202178232.54004
dza,1985,2701937616545.85986
dza,1986,1325720218414.77002
dza,1987,1320796348152.32007
dza,1988,1208739915373.62012
dza,1989,1345157973598.6499
dza,1990,1744983193726.65991
dza,1991,1880201705666.45996
dza,1992,1690824448370.87012
dza,1993,1400097672903.3501
dza,1994,1364543815404.47998
dza,1995,1453969482945.44995
dza,1996,1734328159139.04004
dza,1997,2069677941809.08008
dza,1998,1537446722210.3999
dza,1999,1926860759563.63989
dza,2000,3394243605434.74023
dza,2001,3098583589777.81006
dza,2002,3154513125967.93994
dza,2003,3830271577169.12939
dza,2004,4192172149408.92969
dza,2005,5596316626833.7998
dza,2006,6260368882051.26953
dza,2007,5954953103291.04004
dza,2008,6075258739541.34961
dza,2009,4042590571178.24951
dza,2010,5247406662252.07031
dza,2011,5485584284781.67969
dza,2012,5979809500000
dza,2013,5543959273484.07031
dza,2014,5253384206635.96973
dza,2015,3731084070068.27051
dza,2016,3403762572476.27002
dza,2017,3676645479842.41992
dza,2018,4110917220487.58008
dza,2019,3716412219295.41992
dza,2020,2579630854494.62012
ecu,1960,1254385984.74766
ecu,1961,1193109361.08684
ecu,1962,1425329835.21527
ecu,1963,1341530145.06774
ecu,1964,1393633804.45825
ecu,1965,1451347558.48176
ecu,1966,1619926453.52444
ecu,1967,1738762935.99943
ecu,1968,1846967064.21952
ecu,1969,1636017633.60206
ecu,1970,1744138315.01152
ecu,1971,1834239345.08621
ecu,1972,2176619407.65692
ecu,1973,3462063785.72928
ecu,1974,5725943859.57308
ecu,1975,4157224104.57669
ecu,1976,4549658021.77701
ecu,1977,5377737486.66306
ecu,1978,4927711302.92368
ecu,1979,6262930362.98797
ecu,1980,6671004912.47465
ecu,1981,6438157765.97888
ecu,1982,5717176188.79778
ecu,1983,5465784766.48969
ecu,1984,5747414092.54982
ecu,1985,6908149690.83385
ecu,1986,5006981557.58792
ecu,1987,4539090306.16389
ecu,1988,4395119777.39618
ecu,1989,4672760801.73143
ecu,1990,5872181482.79574
ecu,1991,6924745853.59455
ecu,1992,7678705772.74578
ecu,1993,5664943457.46324
ecu,1994,6547401822.01316
ecu,1995,7294652059.0265
ecu,1996,7486579141.13876
ecu,1997,8151181918.19017
ecu,1998,6642934629.27736
ecu,1999,7485642760.14038
ecu,2000,8588112160.47271
ecu,2001,7752023746.84686
ecu,2002,8427807779.37597
ecu,2003,9619870872.83497
ecu,2004,10937976508.937
ecu,2005,12902335804.4895
ecu,2006,15081671451.5224
ecu,2007,16287685000
ecu,2008,18037153275.2344
ecu,2009,15155090159.2909
ecu,2010,15931341053.3248
ecu,2011,17891617335.0517
ecu,2012,18473511705.9621
ecu,2013,19135025733.34949
ecu,2014,20502688238.5022
ecu,2015,17643664974.3416
ecu,2016,18454139369.9318
ecu,2017,19486569786.1873
ecu,2018,20060167808.2871
ecu,2019,21169655241.2816
ecu,2020,21154384557.1731
egy,1960,49790870926.75
egy,1961,47992665142.8516
egy,1962,41736431217.4828
egy,1963,48786055278.0683
egy,1964,52836635825.2622
egy,1965,55383552902.4872
egy,1966,55077283518.5032
egy,1967,59404438372.9434
egy,1968,42603016107.78329
egy,1969,53225694198.9193
egy,1970,59362519396.2495
egy,1971,56393390886.97849
egy,1972,56020481707.5792
egy,1973,62166655234.7212
egy,1974,57760237387.695
egy,1975,54767666260.1814
egy,1976,57001326437.169
egy,1977,75335990125.14281
egy,1978,64207809621.0496
egy,1979,76097080402.3587
egy,1980,95001092633.25139
egy,1981,115485102370.686
egy,1982,97961468278.76689
egy,1983,100508556675.076
egy,1984,114459676619.09399
egy,1985,117024872817.047
egy,1986,104837006520.99699
egy,1987,85922393570.39998
egy,1988,78599573446.2016
egy,1989,89153234994.44659
egy,1990,104978648447.651
egy,1991,131939821647.739
egy,1992,148848521959.302
egy,1993,156619929965.31
egy,1994,148533729588.595
egy,1995,156804064488.496
egy,1996,149798854991.01501
egy,1997,150727954956.798
egy,1998,127769149928.823
egy,1999,147536757766.388
egy,2000,168697555821.521
egy,2001,183882187751.311
egy,2002,194868754040.74496
egy,2003,218371322753.43799
egy,2004,273242994956.12799
egy,2005,329999763843.62201
egy,2006,409709647469.23102
egy,2007,483123801031.57294
egy,2008,600772439551.79199
egy,2009,455615135801.57898
egy,2010,448555791530.17499
egy,2011,504489776180.20697
egy,2012,452476020767.534
egy,2013,491785945669.55103
egy,2014,424372602359.46198
egy,2015,415080241795.35297
egy,2016,346658181244.21399
egy,2017,548900000000
egy,2018,724438707697.03003
egy,2019,696629272209.65002
egy,2020,533917978828.97803
eri,1992,823016237.88403
eri,1993,1405726117.48028
eri,1994,1414457072.99458
eri,1995,1157461734.90874
eri,1996,1780533704.59973
eri,1997,1881388869.67742
eri,1998,1063325370.14152
eri,1999,642496668.69572
eri,2000,657488000
eri,2001,800255621.09603
eri,2002,840117993.57513
eri,2003,517794626.35675
eri,2004,517179712.77324
eri,2005,468771748.22923
eri,2006,459618148.77301
eri,2007,359510960.29485
eri,2008,273555182.77841
eri,2009,375855772.79539
eri,2010,444227131.006
eri,2011,5764051900
esp,1970,21263336025.5491
esp,1971,24415060505.1249
esp,1972,28948339081.1059
esp,1973,31583860221.8022
esp,1974,26965967167.0148
esp,1975,27786835405.3669
esp,1976,29564711261.0859
esp,1977,32422312852.8424
esp,1978,38634620100.7528
esp,1979,41635304478.7047
esp,1980,36674043073.2072
esp,1981,36426325252.7592
esp,1982,38923590749.64729
esp,1983,40825020331.3874
esp,1984,45995756059.6488
esp,1985,49022826416.9651
esp,1986,58433648651.091
esp,1987,65507768125.7764
esp,1988,71112141947.2128
esp,1989,75023505309.1136
esp,1990,81403709904.13
esp,1991,90795959154.63379
esp,1992,99250056275.07228
esp,1993,105842031363.384
esp,1994,122019534685.052
esp,1995,135394306527.14799
esp,1996,151563244553.444
esp,1997,173610205899.01401
esp,1998,193265117424.78101
esp,1999,208291357080.11896
esp,2000,222000326431.46799
esp,2001,234765674505.79401
esp,2002,244899834567.98199
esp,2003,257023977322.90201
esp,2004,267222941554.98999
esp,2005,274626599612.59296
esp,2006,289108964272.02893
esp,2007,313760326559.76501
esp,2008,305877764726.13898
esp,2009,285294896918.21399
esp,2010,302483349208.65302
esp,2011,315528618304.96301
esp,2012,315015108698.16302
esp,2013,333445880153.25098
esp,2014,345666835003.71503
esp,2015,362356000000
esp,2016,383458605487.22803
esp,2017,402598822556.74799
esp,2018,406896148950.83002
esp,2019,414720924315.00598
esp,2020,338509454760.06299
est,1993,2809461148.19257
est,1994,2922264547.08083
est,1995,3171049117.46236
est,1996,3246188089.48664
est,1997,4288152508.3966
est,1998,4914700834.89064
est,1999,4926119186.93376
est,2000,4707488634.07133
est,2001,5230210364.7676
est,2002,5592765027.69987
est,2003,6264429477.02976
est,2004,7403219430.72019
est,2005,9044916883.51504
est,2006,10142450472.93
est,2007,11653759329.1316
est,2008,11779123564.5246
est,2009,9423327030.84018
est,2010,11476303480.1567
est,2011,14308650020.4908
est,2012,14927643888.7
est,2013,15490613063.8779
est,2014,16144191915.391
est,2015,15975998000
est,2016,16943141794.3155
est,2017,17743508845.8836
est,2018,18391125094.6199
est,2019,19519601500.9082
est,2020,18708569841.4667
eth,2011,120408250624.91
eth,2012,121077216419.235
eth,2013,124849357249.105
eth,2014,139387075426.52701
eth,2015,131224543123.121
eth,2016,122501000000
eth,2017,127737850251.159
eth,2018,147337122965.26401
eth,2019,180993519247.32401
eth,2020,230382318952.23401
fin,1970,11800769492.5811
fin,1971,11440843132.9426
fin,1972,12976824660.2321
fin,1973,14153596755.57
fin,1974,13827833057.7492
fin,1975,12793696149.3582
fin,1976,14707028596.1683
fin,1977,16598290364.9534
fin,1978,17058724949.3406
fin,1979,18617937294.514
fin,1980,18707165926.7481
fin,1981,19202784711.3885
fin,1982,19128532844.9328
fin,1983,19788781505.2509
fin,1984,21725644291.1349
fin,1985,21769808823.5294
fin,1986,23183184243.2982
fin,1987,24439755323.6412
fin,1988,26155663728.7043
fin,1989,26793758491.45
fin,1990,26929386721.10609
fin,1991,23907858141.7029
fin,1992,26012395529.8725
fin,1993,29867260498.3447
fin,1994,34473660870.9152
fin,1995,39307792601.6202
fin,1996,41212849042.1456
fin,1997,46319739135.5902
fin,1998,51338226345.0835
fin,1999,55452929092.2599
fin,2000,62032784210.5263
fin,2001,64083316111.4888
fin,2002,66536533824.5144
fin,2003,64832815780.446
fin,2004,68921862706.9133
fin,2005,71199179224.298
fin,2006,75738241344.96748
fin,2007,82489029814.97459
fin,2008,86263579319.4599
fin,2009,69777374860.597
fin,2010,72562237508.4281
fin,2011,72870121658.77499
fin,2012,72270191094.73398
fin,2013,73219159629.76419
fin,2014,72304069678.132
fin,2015,74845000000
fin,2016,77551735865.88188
fin,2017,83968768483.9344
fin,2018,85871449120.65041
fin,2019,91123274025.7968
fin,2020,85655840473.40628
fra,1960,34801060052.9493
fra,1961,36722177123.1251
fra,1962,36885881089.33289
fra,1963,39973095594.5021
fra,1964,44217795074.2748
fra,1965,48976032672.1606
fra,1966,52130136312.9101
fra,1967,56241532089.47729
fra,1968,62016878227.1886
fra,1969,71742017350.14841
fra,1970,81900320514.0943
fra,1971,90066472571.66478
fra,1972,102143214962.216
fra,1973,116201471426.554
fra,1974,112150882788.177
fra,1975,113487781048.42799
fra,1976,121773844253.675
fra,1977,128845864174.133
fra,1978,143077113666.40302
fra,1979,150513857414.328
fra,1980,144619654340.27301
fra,1981,143443054967.569
fra,1982,142188150829.17401
fra,1983,152408669387.483
fra,1984,160338278824.32501
fra,1985,164440799600.168
fra,1986,177115988151.19501
fra,1987,181658314815.49399
fra,1988,201516632338.332
fra,1989,217922592296.966
fra,1990,227640823362.841
fra,1991,239610524121.31601
fra,1992,255449770680.117
fra,1993,260246977121.45401
fra,1994,279718684664.34003
fra,1995,301317733700.00403
fra,1996,310886824815.58801
fra,1997,351195081193.62402
fra,1998,387309232503.276
fra,1999,408128908952.48602
fra,2000,448439928246.41101
fra,2001,463575641122.45294
fra,2002,481079313668.16693
fra,2003,476306313455.27893
fra,2004,497252477477.75098
fra,2005,510064853228.91498
fra,2006,532482660682.33197
fra,2007,553637130515.66003
fra,2008,552431386767.08301
fra,2009,505281040064.172
fra,2010,541638317151.92896
fra,2011,562345337812.14502
fra,2012,576504901873.26294
fra,2013,595664635384.99194
fra,2014,622812201350.71301
fra,2015,672558000000
fra,2016,691245769603.49597
fra,2017,712210064863.18005
fra,2018,735941103998.979
fra,2019,754336586538.14001
fra,2020,638687050023.82898
gab,1960,128376136226.414
gab,1961,138985732276.254
gab,1962,153839151979.17001
gab,1963,193094675918.04901
gab,1964,239776905705.10297
gab,1965,259935136695.65201
gab,1966,248922139498.80301
gab,1967,313696094000
gab,1968,331748945406.66998
gab,1969,379315051054.13898
gab,1970,525991530538.23499
gab,1971,530975860510.91693
gab,1972,496582681708.40399
gab,1973,500987357714.07001
gab,1974,1423439762526.48999
gab,1975,1418380394986
gab,1976,1526679080021.6001
gab,1977,1535842992572.61011
gab,1978,1630764421758.5
gab,1979,1654031965757.78003
gab,1980,2513617913013.8501
gab,1981,2748799660801.91992
gab,1982,2479547908179.2002
gab,1983,2580424463939.93018
gab,1984,2739004333790.41016
gab,1985,2073545394267.78003
gab,1986,1170373563746.84009
gab,1987,1043864574351.47998
gab,1988,1104032116580.13989
gab,1989,1491415642663.03003
gab,1990,1907245965226.92969
gab,1991,1780982815617.1499
gab,1992,1741382166796.75
gab,1993,1908736471997.8999
gab,1994,1828171085749.5
gab,1995,1897006498518.14966
gab,1996,2220717555873.5
gab,1997,2194841127993.28003
gab,1998,1640120400508.47998
gab,1999,2014911241267.02002
gab,2000,2273878745311.1001
gab,2001,1996801000000
gab,2002,1912231870324.87012
gab,2003,1910866301852.28003
gab,2004,2207673240735.97021
gab,2005,2936568679040.37988
gab,2006,2961555372391.43994
gab,2007,3129232689906.72949
gab,2008,3714177654197.10938
gab,2009,2668105033358.31006
gab,2010,3860604479765.56006
gab,2011,5093529180384.62012
gab,2012,5026643397666.64941
gab,2013,4575942380874.83008
gab,2014,4396520705543.43994
gab,2015,4214996350664.76953
gab,2016,4030629624143.00977
gab,2017,4478064320619.64941
gab,2018,7999445710831.16016
gab,2019,9825570050781.7207
gab,2020,8281098945968.34863
gbr,1970,77994417074.83791
gbr,1971,84260359827.08598
gbr,1972,86453325832.24179
gbr,1973,87547151601.6591
gbr,1974,82696611941.26849
gbr,1975,85441341581.80409
gbr,1976,92190590691.479
gbr,1977,100099669683.2
gbr,1978,106378427937.39
gbr,1979,112666716073.07401
gbr,1980,116836107912.332
gbr,1981,117044019900.75301
gbr,1982,118243501421.26801
gbr,1983,121179133889.23
gbr,1984,127896821084.60699
gbr,1985,136833220354.414
gbr,1986,137118312565.10001
gbr,1987,145905328986.04099
gbr,1988,148703480592.44501
gbr,1989,157827088809.371
gbr,1990,170864543043.57999
gbr,1991,173570769963.37601
gbr,1992,182705218710.74301
gbr,1993,191899499249.815
gbr,1994,206109421213.19101
gbr,1995,220111653952.24496
gbr,1996,239388352377.59201
gbr,1997,263718280488.83301
gbr,1998,275405182140.19897
gbr,1999,289701902830.39301
gbr,2000,313640388705.34302
gbr,2001,328779812486.57294
gbr,2002,340148995215.02698
gbr,2003,353672304558.19098
gbr,2004,373220335922.914
gbr,2005,403648305577.23602
gbr,2006,454649114813.36096
gbr,2007,443160323728.85907
gbr,2008,438608831021.92499
gbr,2009,412268377108.68597
gbr,2010,440006261938.00598
gbr,2011,465368605517.58307
gbr,2012,471175481465.73102
gbr,2013,484541488213.16693
gbr,2014,498296527348.97107
gbr,2015,526083000000
gbr,2016,544080201700.422
gbr,2017,568572510053.83801
gbr,2018,585694864587.86096
gbr,2019,610490770238.896
gbr,2020,530960909830.04694
geo,2010,8030229418.18749
geo,2011,9236332764.07431
geo,2012,10273857255.3177
geo,2013,12394208594.0543
geo,2014,12878846034.7069
geo,2015,13866600000
geo,2016,14650420415.8884
geo,2017,17592364258.8406
geo,2018,19809583656.1819
geo,2019,21974125412.8364
geo,2020,14053754341.4842
gha,2006,10015614362.4192
gha,2007,11835222724.3978
gha,2008,13816760824.2782
gha,2009,14869596605.8971
gha,2010,17472623926.8554
gha,2011,28521288801.9411
gha,2012,32852534302.6755
gha,2013,31668071200
gha,2014,29835562625.3821
gha,2015,32185084034.4908
gha,2016,34155643458.6592
gha,2017,39953042635.5894
gha,2018,44015272166.76849
gha,2019,50031742250.3568
gha,2020,43159574525.688
gin,2006,7697256950463.48926
gin,2007,8606181607573.59863
gin,2008,8107701053172.17969
gin,2009,7795575421045.90039
gin,2010,11906933254500
gin,2011,12353141686272.09961
gin,2012,14115247737317.40039
gin,2013,12141625642967.30078
gin,2014,12534476020282.5
gin,2015,10861697440525.30078
gin,2016,15673331446602.19922
gin,2017,28606515900323.19922
gin,2018,28195174765484.19922
gin,2019,23378572006839.19922
gin,2020,38953019267351.89844
gmb,2004,7378163893.80531
gmb,2005,7017436680.23519
gmb,2006,7741469354.83871
gmb,2007,7009680583.80189
gmb,2008,5734470402.06306
gmb,2009,6685262278.78306
gmb,2010,6442331284.57283
gmb,2011,7549368450.54637
gmb,2012,9253851957.29537
gmb,2013,9387777300
gmb,2014,9701045989.69421
gmb,2015,10107469782.2906
gmb,2016,9226586743.1328
gmb,2017,9556009943.26792
gmb,2018,12837810016.8786
gmb,2019,13159572085.1686
gmb,2020,6058311030.76836
gnb,2000,46941125111.3192
gnb,2001,73706972870.8131
gnb,2002,69152251858.87061
gnb,2003,52606471242.1643
gnb,2004,62977291690.7814
gnb,2005,49986000000
gnb,2007,72266854945.69939
gnb,2008,80348208863.7827
gnb,2009,71083218460.84579
gnb,2010,60338265505.3967
gnb,2011,117645318540.118
gnb,2012,64483617240.2977
gnb,2013,74627095786.86049
gnb,2014,88657255618.11598
gnb,2015,136149232837.276
gnb,2016,154701525510.263
gnb,2017,181987708895.578
gnb,2018,147474048792.04501
gnb,2019,118343633760.09
gnb,2020,97647025242.15871
gnq,2005,3288062450079.58984
gnq,2006,4341975000000
gnq,2007,5246813828739.54004
gnq,2008,7316668417922.36914
gnq,2009,4510736586887.91992
gnq,2010,5476476326175.17969
gnq,2011,5797738520488.86035
gnq,2012,6030629876480.44043
gnq,2013,5330258558076.23047
gnq,2014,5009028152281.38965
gnq,2015,3309881786966.68018
gnq,2016,2577265650962.93994
gnq,2017,3022098086208.1001
gnq,2018,3215953165713.8999
gnq,2019,2527307752699.37012
gnq,2020,1716037859257.1499
grc,1960,1651624483.91015
grc,1961,1836217737.04819
grc,1962,1710058130.66188
grc,1963,2085571228.43367
grc,1964,1927622541.67499
grc,1965,2205962270.48413
grc,1966,2967350653.67363
grc,1967,3095530346.25993
grc,1968,2975109218.53675
grc,1969,3284716432.77375
grc,1970,3512412160.82717
grc,1971,3937754570.09903
grc,1972,4718660896.15778
grc,1973,6475423321.16635
grc,1974,6359913373.69998
grc,1975,6444396357.86811
grc,1976,7134184415.5981
grc,1977,7873705583.83533
grc,1978,8531958142.12967
grc,1979,9957547423.1315
grc,1980,11173819938.2524
grc,1981,12916949968.6568
grc,1982,10576913209.5877
grc,1983,10363206200.0569
grc,1984,10601561196.5418
grc,1985,10562957808.9974
grc,1986,12820648754.5929
grc,1987,13836047099.5107
grc,1988,13882180623.3997
grc,1989,14060207723.1263
grc,1990,13836248488.3794
grc,1991,14621932540.0762
grc,1992,15776959988.2272
grc,1993,15619186011.6241
grc,1994,17248797550.7316
grc,1995,17966848490.1406
grc,1996,19118752254.95449
grc,1997,23700943803.0913
grc,1998,24970975817.0839
grc,1999,31197639971.0563
grc,2000,37429554222.4623
grc,2001,37784909491.5878
grc,2002,35521355565.4398
grc,2003,35873905989.4606
grc,2004,42481053321.9144
grc,2005,43500199144.8401
grc,2006,45742959415.9718
grc,2007,50849779263.9873
grc,2008,52013566849.59689
grc,2009,42094894372.9576
grc,2010,45668844583.4499
grc,2011,45283343400.8344
grc,2012,45388576494.9875
grc,2013,46957801894.6493
grc,2014,51734546576.2675
grc,2015,56662309000
grc,2016,57092182794.8111
grc,2017,61480840822.4514
grc,2018,65680923703.4344
grc,2019,68495459452.6907
grc,2020,53300633002.6196
grl,2003,4650432958.23415
grl,2004,4942265594.60219
grl,2005,4913156068.43125
grl,2006,4752604871.13858
grl,2007,4522819757.95807
grl,2008,4501693924.42606
grl,2009,4336102799.10493
grl,2010,4794400000
grl,2011,5211977297.12709
grl,2012,5251857409.39555
grl,2013,5373510484.2844
grl,2014,5813210754.76808
grl,2015,6169507490.29906
grl,2016,7502249296.92351
grl,2017,7484879755.65699
grl,2018,8212397476.70185
grl,2019,7584465008.36367
gtm,1960,16332276467.3664
gtm,1961,15399191469.0203
gtm,1962,16455694310.18
gtm,1963,21756070595.7064
gtm,1964,22652143566.9728
gtm,1965,24040588306.9602
gtm,1966,28261492446.4116
gtm,1967,25230184714.7331
gtm,1968,28690689566.9677
gtm,1969,31566379996.2851
gtm,1970,34837191022.6372
gtm,1971,32809605998.7893
gtm,1972,34179737468.7477
gtm,1973,38098615279.9632
gtm,1974,36799644062.6343
gtm,1975,36955697453.4081
gtm,1976,40647956586.9868
gtm,1977,52931588593.6855
gtm,1978,46719125717.77209
gtm,1979,45334845793.3296
gtm,1980,44665042179.3295
gtm,1981,34835045630.5002
gtm,1982,30077773638.7429
gtm,1983,27200179888.7549
gtm,1984,28004762403.1465
gtm,1985,26158449857.1308
gtm,1986,26716944731.188
gtm,1987,25527006797.1938
gtm,1988,27353743340.935
gtm,1989,30376139850.2341
gtm,1990,34686813299.6941
gtm,1991,34947931601.4507
gtm,1992,38003839352.6466
gtm,1993,40707345565.813
gtm,1994,44369375866.2104
gtm,1995,51280296466.2655
gtm,1996,49737812015.3569
gtm,1997,57352473313.224
gtm,1998,64949741548.269
gtm,1999,65652267762.9453
gtm,2000,69898806385.2961
gtm,2001,73108158162.84419
gtm,2002,72322243000.4261
gtm,2003,70454854476.88361
gtm,2004,74383682727.2207
gtm,2005,70549685538.74519
gtm,2006,73139303627.9532
gtm,2007,79574900817.3224
gtm,2008,77901598875.1611
gtm,2009,82863433379.75101
gtm,2010,89515344147.72278
gtm,2011,96049088287.9897
gtm,2012,95395558118.81551
gtm,2013,91596628634.189
gtm,2014,97375861570.60368
gtm,2015,102069823988.84399
gtm,2016,106058379957.981
gtm,2017,107730292293.47
gtm,2018,105153525435.709
gtm,2019,110590646352.88
gtm,2020,113148261034.04201
gum,2002,1015982673.26733
gum,2003,864477629.98791
gum,2004,1092927731.09244
gum,2005,1162450352.68584
gum,2006,1157756132.75613
gum,2007,1112000803.53556
gum,2008,1022141414.14141
gum,2009,919608942.78136
gum,2010,903250459.72784
gum,2011,945307561.88538
gum,2012,1004000000
gum,2013,1056248997.22308
gum,2014,1051935010.48218
gum,2015,1086337325.99547
gum,2016,1175760869.56522
gum,2017,1168921296.2963
gum,2018,1139564883.14883
gum,2019,1369407042.25352
gum,2020,369790814.81481
hkg,1961,36470734793.5474
hkg,1962,41522205366.6312
hkg,1963,45877648887.8259
hkg,1964,50270246033.40289
hkg,1965,55621779827.4323
hkg,1966,63396822668.782
hkg,1967,72311840010.2067
hkg,1968,83837720142.60249
hkg,1969,96816043896.32111
hkg,1970,107378749696.233
hkg,1971,116493505985.91499
hkg,1972,128736800487.31
hkg,1973,138860508243.35501
hkg,1974,125993901608.815
hkg,1975,132598791105.121
hkg,1976,173209198801.841
hkg,1977,178969731861.535
hkg,1978,201259986767.01697
hkg,1979,237584089392.26501
hkg,1980,277342406101.54694
hkg,1981,308592567213.87402
hkg,1982,310058502181.66199
hkg,1983,343884737414.45001
hkg,1984,417064310784.31
hkg,1985,451687690763.97498
hkg,1986,499918929007.79297
hkg,1987,636249744512.14404
hkg,1988,766397036784.93604
hkg,1989,837896330545.86682
hkg,1990,900576592024.28613
hkg,1991,1037384276063.82996
hkg,1992,1231709387486.20996
hkg,1993,1390024906738.37012
hkg,1994,1501089239497.05005
hkg,1995,1615334626893
hkg,1996,1733062950271.1499
hkg,1997,1852582791634.93994
hkg,1998,1779936944677.20996
hkg,1999,1813346683460.07007
hkg,2000,2101483106932.23999
hkg,2001,2087609027993.04004
hkg,2002,2292348588836.83008
hkg,2003,2557202823275.47021
hkg,2004,2901324575673.56006
hkg,2005,3229154949367.5
hkg,2006,3514884632142.08008
hkg,2007,3823769268245.66943
hkg,2008,3930436092082.75049
hkg,2009,3587292949431.02002
hkg,2010,4178232439670.45996
hkg,2011,4368466894031.24023
hkg,2012,4495760387035.7998
hkg,2013,4857982008396.12988
hkg,2014,4900025958540.67969
hkg,2015,4866842163871.79004
hkg,2016,4909097025571.19043
hkg,2017,5197949886348.63965
hkg,2018,5396225450293.23047
hkg,2019,5054040000000
hkg,2020,4750232832879.55957
hnd,1960,10668037498.0595
hnd,1961,11939651717.6697
hnd,1962,13093433078.5047
hnd,1963,13791678548.5207
hnd,1964,15716155029.8851
hnd,1965,20617126070.7478
hnd,1966,22568430052.1161
hnd,1967,24635260864.47729
hnd,1968,27845244053.39849
hnd,1969,25283620264.5975
hnd,1970,25872692239.0916
hnd,1971,27476003825.11209
hnd,1972,28061155982.34
hnd,1973,31815081886.0927
hnd,1974,26135115781.25
hnd,1975,25740066245.5157
hnd,1976,32353891860.3499
hnd,1977,38349777225.0405
hnd,1978,37875486878.8738
hnd,1979,39418716641.2706
hnd,1980,37401316707.9492
hnd,1981,32920974988.3093
hnd,1982,28507912521.6087
hnd,1983,27461871054.0439
hnd,1984,28542451011.3344
hnd,1985,30005972221.3475
hnd,1986,35421249519.0041
hnd,1987,34276011545.55989
hnd,1988,37652108764.885
hnd,1989,37867689170.69
hnd,1990,37952200368.5518
hnd,1991,41347078081.52969
hnd,1992,41760806422.0975
hnd,1993,44327325709.7225
hnd,1994,46244173105.7958
hnd,1995,54063545390.3156
hnd,1996,55725054137.8672
hnd,1997,56117356123.48009
hnd,1998,58877397219.02209
hnd,1999,53751557378.294
hnd,2000,57563600000
hnd,2001,58399043866.1204
hnd,2002,62783666215.9117
hnd,2003,66542220014.3009
hnd,2004,73857714039.3206
hnd,2005,76847711386.0117
hnd,2006,76366104180.4769
hnd,2007,76389744658.30141
hnd,2008,72473580187.95529
hnd,2009,60607040126.202
hnd,2010,72817764322.1904
hnd,2011,82476089454.93918
hnd,2012,87882181251.6808
hnd,2013,81609264143.8586
hnd,2014,87465335745.89661
hnd,2015,94900915658.4382
hnd,2016,96066470898.94249
hnd,2017,101001253964.93401
hnd,2018,96029558702.28467
hnd,2019,96466874683.68947
hnd,2020,79800999612.42259
