geo,time,ny_gdp_fcst_cn
bel,1972,38092649000
bel,1973,43009895000
bel,1974,49876735000
bel,1975,54893706000
bel,1976,61830178000
bel,1977,66767244000
bel,1978,71574673000
bel,1979,76591073000
bel,1980,83496237000
bel,1981,87335108000
bel,1982,94373213000
bel,1983,100045435000
bel,1984,108462988000
bel,1985,115469789000
bel,1986,121185837000
bel,1987,125058099000
bel,1988,133687473000
bel,1989,144283760000
bel,1990,153469295000
bel,1991,161117821000
bel,1992,168943735000
bel,1993,173649718000
bel,1994,182455436000
bel,1995,189742800000
bel,1996,192228500000
bel,1997,200615900000
bel,1998,208114500000
bel,1999,216177400000
bel,2000,228625400000
bel,2001,236804200000
bel,2002,244560700000
bel,2003,251865800000
bel,2004,264845400000
bel,2005,276828700000
bel,2006,290022600000
bel,2007,306588900000
bel,2008,313984000000
bel,2009,309511700000
bel,2010,324347000000
bel,2011,336110200000
bel,2012,345068600000
bel,2013,350968600000
bel,2014,360582400000
bel,2015,373301600000
bel,2016,384032700000
bel,2017,396978700000
bel,2018,410567200000
bel,2019,425002200000
ben,1960,55462047700
ben,1961,57800011800
ben,1962,57929838600
ben,1963,62216437800
ben,1964,66112991200
ben,1965,71045292000
ben,1966,74422198300
ben,1967,75330887700
ben,1968,80786079700
ben,1969,85981503500
ben,1970,92215746600
ben,1971,92264521700
ben,1972,103414964200
ben,1973,112419971100
ben,1974,133508014100
ben,1975,145062002700
ben,1976,166884999200
ben,1977,184271994900
ben,1978,209598971900
ben,1979,252337012700
ben,1980,296900984800
ben,1981,350837964800
ben,1982,416599998500
ben,1983,417399996400
ben,1984,459300012000
ben,1985,469800026100
ben,1986,462700019700
ben,1987,469561999400
ben,1988,482587410400
ben,1989,479244386300
ben,1990,533629545100
ben,1991,560387826700
ben,1992,594416368900
ben,1993,644069732800
ben,1994,887259268600
ben,1995,1082965970900
ben,1996,1207834857200
ben,1997,1323938197500
ben,1998,1448386288100
ben,1999,1721723720500
ben,2000,1940348697900
ben,2001,2262216186200
ben,2002,2398395389800
ben,2003,2587856420500
ben,2004,2739376157100
ben,2005,2989195746200
ben,2006,3198056859900
ben,2007,3420926680300
ben,2008,3854131931600
ben,2009,4075695053600
ben,2010,4170630161600
ben,2011,4581334358600
ben,2012,5210348373500
ben,2013,5684237005700
ben,2014,6005632290800
ben,2015,6195406000000
ben,2016,6420917000000
ben,2017,6785099657900
ben,2018,7249173160527.25
ben,2019,7691490092500
ben,2020,8224778666100
bfa,1960,78320344300
bfa,1961,83049213700
bfa,1962,89165529300
bfa,1963,92682748700
bfa,1964,95926864900
bfa,1965,98732163100
bfa,1966,102337085400
bfa,1967,108310372400
bfa,1968,111306121200
bfa,1969,121378037800
bfa,1970,123294769200
bfa,1971,127030976500
bfa,1972,140181192700
bfa,1973,143471870000
bfa,1974,172680757200
bfa,1975,191790366700
bfa,1976,219886534700
bfa,1977,260220354600
bfa,1978,314149961700
bfa,1979,361011970000
bfa,1980,394147037200
bfa,1981,468163231700
bfa,1982,558359117800
bfa,1983,596609990700
bfa,1984,624469803000
bfa,1985,672018694100
bfa,1986,670779875300
bfa,1987,685950048300
bfa,1988,743131996200
bfa,1989,797723193300
bfa,1990,809855000600
bfa,1991,843800018900
bfa,1992,848293986300
bfa,1993,873026996200
bfa,1994,976012058600
bfa,1995,1100967952400
bfa,1996,1221885345800
bfa,1997,1310837391400
bfa,1998,1529111633900
bfa,1999,1954094900800
bfa,2000,1992799977900
bfa,2001,2195314974400
bfa,2002,2352196524800
bfa,2003,2570478382900
bfa,2004,2659791184100
bfa,2005,2964809339800
bfa,2006,3176701820500
bfa,2007,3378620012100
bfa,2008,3917297320300
bfa,2009,4091275215000
bfa,2010,4617997441700
bfa,2011,5236174701100
bfa,2012,5832228344300
bfa,2013,5929359730700
bfa,2014,6273073531800
bfa,2015,6370329000000
bfa,2016,6875188000000
bfa,2017,7347088000000
bfa,2018,7955629000000
bfa,2019,8568447149100
bfa,2020,9477500884100
bgd,1960,20519491600
bgd,1961,23124385800
bgd,1962,24390785000
bgd,1963,25533401100
bgd,1964,25853063200
bgd,1965,28351856600
bgd,1966,30910501700
bgd,1967,34817163300
bgd,1968,35921691700
bgd,1969,40660830900
bgd,1970,43165066400
bgd,1971,42008847300
bgd,1972,37729475200
bgd,1973,62922812900
bgd,1974,99674260500
bgd,1975,172623537500
bgd,1976,150239133000
bgd,1977,149303279700
bgd,1978,200820319200
bgd,1979,236906610500
bgd,1980,273747000000
bgd,1981,322439000000
bgd,1982,362448000000
bgd,1983,408769000000
bgd,1984,462504000000
bgd,1985,566182000000
bgd,1986,639063000000
bgd,1987,736340000000
bgd,1988,809728000000
bgd,1989,901070000000
bgd,1990,1011892474800
bgd,1991,1073727177000
bgd,1992,1155009809000
bgd,1993,1207307814300
bgd,1994,1306448793800
bgd,1995,1464379657100
bgd,1996,1805779000000
bgd,1997,1957916000000
bgd,1998,2157690000000
bgd,1999,2347628000000
bgd,2000,2565922000000
bgd,2001,2768059000000
bgd,2002,2985532000000
bgd,2003,3298152000000
bgd,2004,3635641000000
bgd,2005,4046563000000
bgd,2006,4576120558200
bgd,2007,5233603799600
bgd,2008,5988500887400
bgd,2009,6749195790600
bgd,2010,7612981767400
bgd,2011,8691314081600
bgd,2012,9986356034900
bgd,2013,11412613165900
bgd,2014,12805005000000
bgd,2015,14449874000000
bgd,2016,16473118000000
bgd,2017,18699229000000
bgd,2018,21283239000000
bgd,2019,24198910000000
bgd,2020,26259106000000
bgr,1980,25451700
bgr,1981,27141300
bgr,1982,29034600
bgr,1983,29783300
bgr,1984,31620300
bgr,1985,32444500
bgr,1986,33838400
bgr,1987,37743200
bgr,1988,40226200
bgr,1989,40796600
bgr,1990,47308000
bgr,1991,123274000
bgr,1992,180298000
bgr,1993,262766000
bgr,1994,452663000
bgr,1995,1178545000
bgr,1996,2006420000
bgr,1997,17384687000
bgr,1998,23585464000
bgr,1999,22213216000
bgr,2000,24655486000
bgr,2001,27291590000
bgr,2002,30312883000
bgr,2003,31973044000
bgr,2004,35284842000
bgr,2005,39985885000
bgr,2006,45249165000
bgr,2007,53865638000
bgr,2008,61247218000
bgr,2009,63592187000
bgr,2010,65357402000
bgr,2011,70806782000
bgr,2012,71898847000
bgr,2013,70901647000
bgr,2014,72984821000
bgr,2015,77388745000
bgr,2016,82144296000
bgr,2017,88355926000
bgr,2018,95278007000
bgr,2019,103951790000
bgr,2020,103976657000
bhr,1980,1117800000
bhr,1981,1253700000
bhr,1982,1310400000
bhr,1983,1341700000
bhr,1984,1410000000
bhr,2006,6889300000
bhr,2007,8090400000
bhr,2008,9568630000
bhr,2009,8541460000
bhr,2010,9567190000
bhr,2011,10727880000
bhr,2012,11447570000
bhr,2013,12119760000
bhr,2014,12465190000
bhr,2015,11594120000
bhr,2016,12027900000
bhr,2017,13193010000
bhr,2018,14058180000
bhr,2019,14120620000
bhr,2020,12697870000
bhs,1979,1013900000
bhs,1980,1188700000
bhs,1981,1273900000
bhs,1982,1421300000
bhs,1983,1553799900
bhs,1984,1787100000
bhs,1985,2017600000
bhs,1986,2149700100
bhs,1987,2378599900
bhs,1989,2629065000
bhs,1990,2740738000
bhs,1991,2656356000
bhs,1992,2632968000
bhs,1993,2681568000
bhs,1994,2761080000
bhs,1995,2905543000
bhs,1996,3053878000
bhs,1997,5769800000
bhs,1998,6216100000
bhs,1999,7145100000
bhs,2000,7362800000
bhs,2001,7742700000
bhs,2002,8265900000
bhs,2003,8309900000
bhs,2004,8493600000
bhs,2005,9250500000
bhs,2006,9336900000
bhs,2007,9831400000
bhs,2008,9747100000
bhs,2009,9304100000
bhs,2010,9456900000
bhs,2011,9359400000
bhs,2012,9760700000
bhs,2013,9727500000
bhs,2014,10284100000
bhs,2015,10560400000
bhs,2016,10959900000
bhs,2017,11074500000
bhs,2018,11304400000
bhs,2019,11408600000
bhs,2020,8698100000
bih,1994,2034400000
bih,1995,2674985700
bih,1996,3441994100
bih,1997,5227550800
bih,1998,5947452100
bih,1999,7063646800
bih,2000,9866815087.33946
bih,2001,10545806222.3612
bih,2002,11466352790.2178
bih,2003,12050075043.6717
bih,2004,13183691499.8402
bih,2005,14483235240.7217
bih,2006,15913924476.8642
bih,2007,17866302668.4017
bih,2008,20768605199.6857
bih,2009,20557748424.7547
bih,2010,20824264570.0327
bih,2011,21499714390.7403
bih,2012,21462749882.2703
bih,2013,22147255000
bih,2014,22527064686.8556
bih,2015,23582283574.8908
bih,2016,24664032000
bih,2017,25970469213.8672
bih,2018,27728391386.6106
bih,2019,29292694173.7728
bih,2020,28804664000
blr,1990,422
blr,1991,800
blr,1992,8800
blr,1993,92400
blr,1994,1611900
blr,1995,10962600
blr,1996,17012800
blr,1997,32007600
blr,1998,61052400
blr,1999,262480900
blr,2000,780670000
blr,2001,1496850000
blr,2002,2248270000
blr,2003,3094460000
blr,2004,4283580000
blr,2005,5594840000
blr,2006,6866000000
blr,2007,8338920000
blr,2008,11094770000
blr,2009,12278500000
blr,2010,14959500000
blr,2011,27104900000
blr,2012,48029400000
blr,2013,59110900000
blr,2014,71179100000
blr,2015,77967200000
blr,2016,82013800000
blr,2017,91740800000
blr,2018,104786600000
blr,2019,117161000000
blr,2020,128196300000
blz,1978,251900000
blz,1979,276900000
blz,1980,351970256.11659
blz,1981,357047049.89652
blz,1982,334809313.22413
blz,1983,355510146.3486
blz,1984,393068293.85676
blz,1985,388596998.99041
blz,1986,421080443.04366
blz,1987,505693342.32818
blz,1988,561755678.0483
blz,1989,648377879.93054
blz,1990,716307710.17027
blz,1991,771540400
blz,1992,905275400
blz,1993,975955700
blz,1994,1005207500
blz,1995,1077319700
blz,1996,1105962100
blz,1997,1124063300
blz,1998,1175900500
blz,1999,1277838800
blz,2000,1455569500
blz,2001,1499808200
blz,2002,1586739000
blz,2003,1694774900
blz,2004,1813798500
blz,2005,1903943100
blz,2006,2086793900
blz,2007,2184416500
blz,2008,2340245900
blz,2009,2304430100
blz,2010,2389229900
blz,2011,2539749000
blz,2012,2638278400
blz,2013,2713607600
blz,2014,2855543600
blz,2015,2888150400
blz,2016,2977987200
blz,2017,3099343500
blz,2018,3189213400
blz,2019,3297210600
blz,2020,2926323771.13678
bmu,1996,2553355000
bmu,1997,2784833000
bmu,1998,2975185000
bmu,1999,3150745000
bmu,2000,3296468000
bmu,2001,3495865000
bmu,2002,3748987000
bmu,2003,3989531000
bmu,2004,4268631000
bmu,2005,4636831000
bmu,2010,6356173000
bmu,2011,6042854000
bmu,2012,6128624000
bmu,2013,6187568000
bmu,2014,6159425000
bmu,2015,6372613000
bmu,2016,6609362000
bmu,2017,6820360000
bmu,2018,6902997000
bmu,2019,7167634000
bol,1970,11339
bol,1971,12339
bol,1972,15944
bol,1973,24173
bol,1974,40585
bol,1975,46022
bol,1976,52925
bol,1977,62508
bol,1978,72711
bol,1979,87603
bol,1980,99000
bol,1981,130000
bol,1982,327000
bol,1983,1181000
bol,1984,18320000
bol,1985,2188030000
bol,1986,7028410000
bol,1987,8168095000
bol,1988,9906283000
bol,1989,11624212000
bol,1990,14163419000
bol,1991,17400488000
bol,1992,19785184000
bol,1993,21940850000
bol,1994,24615683000
bol,1995,28370147000
bol,1996,32510918000
bol,1997,36034247000
bol,1998,40296698000
bol,1999,42265209000
bol,2000,44863463000
bol,2001,46862233000
bol,2002,49287660000
bol,2003,53911382000
bol,2004,60332135000
bol,2005,63174264000
bol,2006,72318242000
bol,2007,80081492000
bol,2008,93570065000
bol,2009,98164188000
bol,2010,111452485953.364
bol,2011,129771705279.18401
bol,2012,142179659469.27399
bol,2013,158961823663.32501
bol,2014,171006170793.02802
bol,2015,176390755921.103
bol,2016,191802301699.04297
bol,2017,213254357790.66901
bol,2018,229674420961.18201
bol,2019,236378808744.05301
bol,2020,215221965738.47296
bra,1960,0.00088
bra,1961,0.00131
bra,1962,0.00251
bra,1963,0.00433
bra,1964,0.00884
bra,1965,0.01341
bra,1966,0.01854
bra,1967,0.02551
bra,1968,0.0352
bra,1969,0.0465
bra,1970,0.05937
bra,1971,0.081
bra,1972,0.10754
bra,1973,0.15126
bra,1974,0.2255
bra,1975,0.32264
bra,1976,0.52169
bra,1977,0.79801
bra,1978,1.1672
bra,1979,1.98004
bra,1980,4.068
bra,1981,8.00727
bra,1982,16.5236
bra,1983,38.3055
bra,1984,127.993
bra,1985,457.55701
bra,1986,1185.11035
bra,1987,3775.66504
bra,1988,28449.30078
bra,1989,421734
bra,1990,9932190.54545
bra,1991,52957995.63636
bra,1992,565316612.72727
bra,1993,12636181454.5455
bra,1994,309206657000
bra,1995,610785367158.66101
bra,1996,747297646003.29883
bra,1997,836742708871.68994
bra,1998,881942883494.46912
bra,1999,941917547230.80493
bra,2000,1031326378028.18005
bra,2001,1120421873871.51001
bra,2002,1270214649300.36011
bra,2003,1470717240227.41992
bra,2004,1661982107694.01001
bra,2005,1842818401460.5
bra,2006,2049289989782.80005
bra,2007,2319528275244.52979
bra,2008,2626477701617.77979
bra,2009,2849762842145.33008
bra,2010,3302840000000
bra,2011,3720461000000
bra,2012,4094259000000
bra,2013,4553760000000
bra,2014,4972734000000
bra,2015,5155601000000
bra,2016,5419822000000
bra,2017,5671926000000
bra,2018,6011150000000
bra,2019,6369756697499.99023
bra,2020,6440763460246.40039
brb,1975,700643000
brb,1976,788037000
brb,1977,890051000
brb,1978,984400000
brb,1979,1196100000
brb,1980,1535800000
brb,1981,1706200000
brb,1982,1784200000
brb,1983,1899200000
brb,1984,2074600000
brb,1985,2180900000
brb,1986,2297400000
brb,1987,2499000000
brb,1988,2667600000
brb,1989,2909700000
brb,1990,3720500000
brb,1991,3663100000
brb,1992,3477800000
brb,1993,3623500000
brb,1994,3780700000
brb,1995,3961100000
brb,1996,4257400000
brb,1997,4478500000
brb,1998,4893700000
brb,1999,5127000000
brb,2000,5314000000
brb,2001,5296400000
brb,2002,5480500000
brb,2003,5632000000
brb,2004,6051100000
brb,2005,6620700000
brb,2006,7189368500
brb,2007,8102481800
brb,2008,8288000900
brb,2009,7772414600
brb,2010,7873009100
brb,2011,7956276900
brb,2012,7975364200
brb,2013,8059232600
brb,2014,8160388700
brb,2015,8099777200
brb,2016,8183734700
brb,2017,8320807800
brb,2018,8539606600
brb,2019,8744208500
brn,2010,19042972000
brn,2011,23676001700
brn,2012,24181033200
brn,2013,23080977300
brn,2014,21999052500
brn,2015,18115153800
brn,2016,15979066900
brn,2017,17025374100
brn,2018,18593476500
brn,2019,18683498200
brn,2020,16862844130.5113
btn,1980,993818849.77225
btn,1981,1183842821.74242
btn,1982,1313727416.14001
btn,1983,1547740639.85288
btn,1984,1777225265.274
btn,1985,1977878534.49406
btn,1986,2368419721.01935
btn,1987,3069610366.08124
btn,1988,3706794792.82191
btn,1989,4222790108.81267
btn,1990,4902894801.90985
btn,1991,5305876700
btn,1992,6050392600
btn,1993,6705681800
btn,1994,7773378200
btn,1995,9061773500
btn,1996,10391720400
btn,1997,12284595200
btn,1998,14450062000
btn,1999,16571514600
btn,2000,18651566200
btn,2001,21295336600
btn,2002,24503416700
btn,2003,27215844400
btn,2004,29720721200
btn,2005,33827071100
btn,2006,38305600700
btn,2007,46865288500
btn,2008,51802948800
btn,2009,58027946500
btn,2010,67888141400
btn,2011,79015837000
btn,2012,89373684100
btn,2013,97415374300
btn,2014,109873148800
btn,2015,122805292200
btn,2016,138209759900
btn,2017,151485014700
btn,2018,157500290000
btn,2019,170191600000
btn,2020,166975950000
bwa,1975,242150000
bwa,1976,297450000
bwa,1977,345200000
bwa,1978,437700000
bwa,1979,586400000
bwa,1980,713250000
bwa,1981,778800000
bwa,1982,919700000
bwa,1983,1137400000
bwa,1984,1451050000
bwa,1985,1966750000
bwa,1986,2432450000
bwa,1987,3075700000
bwa,1988,4569000000
bwa,1989,5876150000
bwa,1990,6576950000
bwa,1991,7241700000
bwa,1992,7786300000
bwa,1993,9098250000
bwa,1994,10562898700
bwa,1995,12431555700
bwa,1996,15131613900
bwa,1997,17114800000
bwa,1998,18789842300
bwa,1999,23383984100
bwa,2000,27121847400
bwa,2001,29707825100
bwa,2002,32347015100
bwa,2003,34220389000
bwa,2004,37427532200
bwa,2005,45660158100
bwa,2006,53691576900
bwa,2007,60311661600
bwa,2008,66605456200
bwa,2009,64515338000
bwa,2010,77623054700
bwa,2011,94774519300
bwa,2012,98978073300
bwa,2013,113189727000
bwa,2014,135785500000
bwa,2015,132561000000
bwa,2016,158574700000
bwa,2017,159659400000
bwa,2018,164453800000
bwa,2019,169939200000
bwa,2020,163611000000
caf,1960,26500001800
caf,1961,29100007400
caf,1962,29100007400
caf,1963,30100004900
caf,1964,32800002000
caf,1965,34800000000
caf,1966,36300000000
caf,1967,37700000000
caf,1968,41200000000
caf,1969,43600010000
caf,1970,46800000000
caf,1971,49399990000
caf,1972,51699990000
caf,1973,52600000000
caf,1974,67100000000
caf,1975,75499830000
caf,1976,101199970000
caf,1977,116299980000
caf,1978,129100010000
caf,1979,142799990000
caf,1980,158499990000
caf,1981,177700030000
caf,1982,231799800000
caf,1983,237299610000
caf,1984,260000000000
caf,1985,356949000000
caf,1986,362147000000
caf,1987,337538700000
caf,1988,352355900000
caf,1989,366301000000
caf,1990,360346300000
caf,1991,363869000000
caf,1992,350299000000
caf,1993,342137000000
caf,1994,449099000000
caf,1995,527457127100
caf,1996,499953552600
caf,1997,513731000000
caf,1998,528283000000
caf,1999,574677403800
caf,2000,618592539300
caf,2001,652545686500
caf,2002,655880647100
caf,2003,631525831200
caf,2004,633664091200
caf,2005,670107000000
caf,2006,727385000000
caf,2007,767067900000
caf,2008,838660000000
caf,2009,911576000000
caf,2010,989141000000
caf,2011,1093496000000
caf,2012,1209929000000
caf,2013,802752000000
caf,2014,891243000000
caf,2015,730975000000
caf,2016,1030017000000
caf,2017,1148055000000
caf,2018,1156735000000
caf,2019,1212166088200
caf,2020,1252373780900
can,1970,84655459000
can,1971,92355941000
can,1972,102834497000
can,1973,120872139000
can,1974,144538152000
can,1975,166255139000
can,1976,190574218000
can,1977,210762298000
can,1978,234525966000
can,1979,269107946000
can,1980,304948249000
can,1981,344356000000
can,1982,363449000000
can,1983,396446000000
can,1984,434847000000
can,1985,469454000000
can,1986,490210000000
can,1987,533287000000
can,1988,579466000000
can,1989,617936000000
can,1990,643139000000
can,1991,647940000000
can,1992,662650000000
can,1993,689228000000
can,1994,732194000000
can,1995,768625000000
can,1996,795670000000
can,1997,837505000000
can,1998,867550000000
can,1999,930264000000
can,2000,1023768000000
can,2001,1061611000000
can,2002,1100839000000
can,2003,1161031000000
can,2004,1237188000000
can,2005,1319320000000
can,2006,1391514000000
can,2007,1468926000000
can,2008,1550927000000
