geo,time,ne_imp_gnfs_kn
bgd,1960,221390736200
bgd,1961,292930658400
bgd,1962,290674112500
bgd,1963,339934970300
bgd,1964,395400403600
bgd,1965,393804462300
bgd,1966,409789995600
bgd,1967,478785577700
bgd,1968,452463039000
bgd,1969,488939414100
bgd,1970,546936122900
bgd,1971,428771227100
bgd,1972,428300270900
bgd,1973,212456096900
bgd,1974,133130933100
bgd,1975,118718944600
bgd,1976,163391552900
bgd,1977,90399159500
bgd,1978,143424342800
bgd,1979,159148444800
bgd,1980,212364977900
bgd,1981,100848948100
bgd,1982,110333259500
bgd,1983,105757273100
bgd,1984,98916636400
bgd,1985,106080116400
bgd,1986,101668716700
bgd,1987,107465651900
bgd,1988,115517742100
bgd,1989,132899843700
bgd,1990,145276418300
bgd,1991,123459613400
bgd,1992,112606694300
bgd,1993,154742887600
bgd,1994,145286422400
bgd,1995,215599813600
bgd,1996,246020000000
bgd,1997,253502000000
bgd,1998,264836000000
bgd,1999,270942000000
bgd,2000,298670000000
bgd,2001,337045000000
bgd,2002,320707000000
bgd,2003,348126000000
bgd,2004,643161000000
bgd,2005,887966000000
bgd,2006,1049491000000
bgd,2007,1217263000000
bgd,2008,1194120000000
bgd,2009,1163077000000
bgd,2010,1171061000000
bgd,2011,1512460000000
bgd,2012,1671549000000
bgd,2013,1691911000000
bgd,2014,1711678000000
bgd,2015,1766498000000
bgd,2016,1641220000000
bgd,2017,1688413000000
bgd,2018,2144495000000
bgd,2019,2101155000000
bgd,2020,1881815000000
bgr,1980,101891983786.797
bgr,1981,109549429650.89101
bgr,1982,107932863651.791
bgr,1983,113736154073.30499
bgr,1984,124602890478.02699
bgr,1985,138301015378.466
bgr,1986,141995713550.819
bgr,1987,152883309208.793
bgr,1988,133782163262.34599
bgr,1989,116384011897.944
bgr,1990,35492913452.6237
bgr,1991,12015132024.0437
bgr,1992,14476493556.7915
bgr,1993,15822673810.402
bgr,1994,13746239240.6755
bgr,1995,18120555000
bgr,1996,17876842000
bgr,1997,17796975000
bgr,1998,17398487000
bgr,1999,20264556000
bgr,2000,18307777000
bgr,2001,20607514000
bgr,2002,21903933000
bgr,2003,25222589000
bgr,2004,31841827000
bgr,2005,36410494000
bgr,2006,42205339000
bgr,2007,51750628000
bgr,2008,54267798000
bgr,2009,42595714000
bgr,2010,42479573000
bgr,2011,46570870000
bgr,2012,49071158000
bgr,2013,51198858000
bgr,2014,53830302000
bgr,2015,56359012000
bgr,2016,59262332000
bgr,2017,63621379000
bgr,2018,67287797000
bgr,2019,70800232000
bgr,2020,66981448000
bhr,2000,3013080000
bhr,2001,2919030000
bhr,2002,3476630000
bhr,2003,3491430000
bhr,2004,3525850000
bhr,2005,3828640000
bhr,2006,3929500000
bhr,2007,4104060000
bhr,2008,4834480000
bhr,2009,4197990000
bhr,2010,4924500000
bhr,2011,6961370000
bhr,2012,8889750000
bhr,2013,9165170000
bhr,2014,8488160000
bhr,2015,8006980000
bhr,2016,7754490000
bhr,2017,8344000000
bhr,2018,8821640000
bhr,2019,8330470000
bhs,1989,2537899878.60087
bhs,1990,2548355694.02595
bhs,1991,2450668300
bhs,1992,2271520400
bhs,1993,2252814800
bhs,1994,2416527400
bhs,1995,2490062700
bhs,1996,2744216600
bhs,1997,4461010000
bhs,1998,3934610000
bhs,1999,4593630000
bhs,2000,4845520000
bhs,2001,4662540000
bhs,2002,4533320000
bhs,2003,4548750000
bhs,2004,4709780000
bhs,2005,5382240000
bhs,2006,6039310000
bhs,2007,5816810000
bhs,2008,5473770000
bhs,2009,4805490000
bhs,2010,4786670000
bhs,2011,5144020000
bhs,2012,4944670000
bhs,2013,5006180000
bhs,2014,5248060000
bhs,2015,4936500000
bhs,2016,5267630000
bhs,2017,5690560000
bhs,2018,5652170000
bhs,2019,5406130000
bhs,2020,3031480000
bih,2000,8714760813.2585
bih,2001,9320653777.27351
bih,2002,9584755750.61376
bih,2003,10182640652.2034
bih,2004,10848241975.3441
bih,2005,11979728460.4298
bih,2006,11943669708.1806
bih,2007,14043013742.206
bih,2008,15465781952.8775
bih,2009,13247492805.6511
bih,2010,13575845757.5962
bih,2011,13971788532.0953
bih,2012,14057736907.695
bih,2013,14049850227.6846
bih,2014,15114211945.6659
bih,2015,15383574390.5418
bih,2016,16490388369.7052
bih,2017,17752097333.4029
bih,2018,18442577595.3724
bih,2019,18683278864.3877
bih,2020,16143856000
blr,1990,31595440538.6265
blr,1991,31658630500
blr,1992,18045419500
blr,1993,14328063900
blr,1994,12694663300
blr,1995,8708539400
blr,1996,9649061000
blr,1997,12206062300
blr,1998,11974148500
blr,1999,11950199500
blr,2000,13551526600
blr,2001,15282989700
blr,2002,16842611600
blr,2003,19099604200
blr,2004,22795494900
blr,2005,22544693800
blr,2006,27411699600
blr,2007,29419829100
blr,2008,34274168600
blr,2009,31147481300
blr,2010,34955384100
blr,2011,41422131300
blr,2012,45937160600
blr,2013,44007801700
blr,2014,44891050000
blr,2015,40120230000
blr,2016,39558500000
blr,2017,43967500000
blr,2018,47177200000
blr,2019,49583237200
blr,2020,46013244100
blz,1980,446204566.99689
blz,1981,450692223.79874
blz,1982,365918263.35253
blz,1983,328533579.96211
blz,1984,382600954.26346
blz,1985,322716979.79118
blz,1986,328838055.00698
blz,1987,421863384.66251
blz,1988,506848584.6415
blz,1989,576944370.6146
blz,1990,555920540.70592
blz,1991,555900000
blz,1992,609225200
blz,1993,622271300
blz,1994,661594000
blz,1995,627079300
blz,1996,661684400
blz,1997,741852900
blz,1998,819336900
blz,1999,1020915200
blz,2000,1226026100
blz,2001,1216231800
blz,2002,1248078700
blz,2003,1274451500
blz,2004,1179415800
blz,2005,1257914500
blz,2006,1263730300
blz,2007,1268235700
blz,2008,1435513000
blz,2009,1129060600
blz,2010,1251640400
blz,2011,1403770500
blz,2012,1428250700
blz,2013,1578467700
blz,2014,1633477200
blz,2015,1789836000
blz,2016,1818324700
blz,2017,1807200300
blz,2018,1729225000
blz,2019,1794402700
blz,2020,1562329889.12
bmu,2014,1717556553.28798
bmu,2015,1691980975.05669
bmu,2016,1796441564.62585
bmu,2017,1737952267.5737
bmu,2018,1816353854.87528
bmu,2019,1838400000
bmu,2020,1447000000
bol,1960,1234531597.83167
bol,1961,1306813652.35156
bol,1962,1547753834.08451
bol,1963,1667128464.90485
bol,1964,1595092049.75464
bol,1965,2106550597.32113
bol,1966,2297961643.29169
bol,1967,2497605422.42227
bol,1968,2521274530.25734
bol,1969,2554205462.89743
bol,1970,2430714465.49708
bol,1971,2771027575.4386
bol,1972,3072849647.95322
bol,1973,3134566155.55555
bol,1974,2821403947.36842
bol,1975,3369655891.22807
bol,1976,3354172244.44444
bol,1977,3325276706.43275
bol,1978,3457650982.45614
bol,1979,3416979149.7076
bol,1980,2703641000
bol,1981,2925782000
bol,1982,2188318000
bol,1983,1900411000
bol,1984,2361023000
bol,1985,2851490000
bol,1986,3106524000
bol,1987,3346783000
bol,1988,3340896000
bol,1989,3351646000
bol,1990,3694970000
bol,1991,4160141000
bol,1992,4572994000
bol,1993,4539684000
bol,1994,4510420000
bol,1995,4912734000
bol,1996,5302818000
bol,1997,6020772000
bol,1998,7364052000
bol,1999,6101790000
bol,2000,6386738000
bol,2001,6064846000
bol,2002,6859038000
bol,2003,6921800000
bol,2004,7300109000
bol,2005,8379546000
bol,2006,8811963000
bol,2007,9197256000
bol,2008,10064984000
bol,2009,9037440000
bol,2010,10035269374.1462
bol,2011,11742290586.4449
bol,2012,12244967047.3567
bol,2013,13246528363.6405
bol,2014,15244475445.203
bol,2015,14420423514.5791
bol,2016,13815823000
bol,2017,14586840560.2968
bol,2018,14868768631.6334
bol,2019,15095466867.8582
bol,2020,11330929080.9818
bra,1960,20212622043.3305
bra,1961,19507518247.9508
bra,1962,19272586891.6209
bra,1963,18802567875.1782
bra,1964,16452170125.4553
bra,1965,14101772231.6737
bra,1966,18567279829.2941
bra,1967,19977470997.35189
bra,1968,24677909375.0671
bra,1969,27498293872.0646
bra,1970,34079090958.8888
bra,1971,42427465580.26009
bra,1972,50924422865.6904
bra,1973,61313877973.83209
bra,1974,78781336247.45251
bra,1975,75216673329.10381
bra,1976,74281872265.2659
bra,1977,68656617394.1119
bra,1978,71802278418.5515
bra,1979,77695649019.5675
bra,1980,78221439962.8345
bra,1981,68555519963.33009
bra,1982,64420969275.1426
bra,1983,53190593909.0601
bra,1984,51626138542.48209
bra,1985,51626138542.48209
bra,1986,66432390939.0509
bra,1987,64476747396.4948
bra,1988,63750446647.2839
bra,1989,69449447948.10941
bra,1990,76440489163.0652
bra,1991,90717854800
bra,1992,94821312700
bra,1993,120218007600
bra,1994,144674503600
bra,1995,189070576700
bra,1996,199631800800
bra,1997,228768215600
bra,1998,228638592700
bra,1999,194127550900
bra,2000,215090582800
bra,2001,222256116600
bra,2002,192679897300
bra,2003,191748295400
bra,2004,211621175500
bra,2005,227410963700
bra,2006,267805028400
bra,2007,320181261200
bra,2008,374694395100
bra,2009,346210249000
bra,2010,462672000000.00098
bra,2011,506132000000.00098
bra,2012,511855602512.92401
bra,2013,545994729660.03802
bra,2014,533590299461.96698
bra,2015,457870437785.28198
bra,2016,410513205976.38098
bra,2017,438087134704.88898
bra,2018,472007253126.04602
bra,2019,477320574031.85797
bra,2020,429817412474.05902
brn,1989,2398077500
brn,1990,2828477300
brn,1991,3233224200
brn,1992,4014214600
brn,1993,4151980500
brn,1994,3846995200
brn,1995,4457915900
brn,1996,5401375100
brn,1997,4501621000
brn,1998,3896400900
brn,1999,3754834500
brn,2000,3520777800
brn,2001,3632844300
brn,2002,4117629200
brn,2003,3785162500
brn,2004,3666379300
brn,2005,4039386500
brn,2006,4204711600
brn,2007,4760335900
brn,2008,5282421300
brn,2009,5240046400
brn,2010,5226000000
brn,2011,6988000000
brn,2012,8427000000
brn,2013,9651000000
brn,2014,6669000000
brn,2015,5888000000
brn,2016,6047762000
brn,2017,6125545300
brn,2018,7845138300
brn,2019,8925103300
brn,2020,8741686565.25703
btn,1990,4104828326.18026
btn,1991,5044122800
btn,1992,6963325800
btn,1993,3162600000
btn,1994,3349300000
btn,1995,4189600000
btn,1996,5119800000
btn,1997,6128000000
btn,1998,7686000000
btn,1999,9148400000
btn,2000,9529933900
btn,2001,10379543500
btn,2002,12152236500
btn,2003,13612761300
btn,2004,17495439100
btn,2005,19767366500
btn,2006,19349241300
btn,2007,21470796000
btn,2008,22061480000
btn,2009,25226333171.7191
btn,2010,32475410858.6302
btn,2011,34410818417.5833
btn,2012,31959209740.5227
btn,2013,31388717726.5325
btn,2014,30361501858.0986
btn,2015,34454708007.6737
btn,2016,32172258489.7687
btn,2017,32044390453.4325
btn,2018,34150310284.01089
btn,2019,32030402549.172
btn,2020,28064250673.02349
bwa,1975,6525682817.64154
bwa,1976,7255088214.96747
bwa,1977,7968703352.42261
bwa,1978,9125463043.86111
bwa,1979,10248859429.8516
bwa,1980,10908227635.2964
bwa,1981,11432869814.0982
bwa,1982,11372510448.3886
bwa,1983,11298653052.5481
bwa,1984,12481899539.1553
bwa,1985,13433386568.0362
bwa,1986,13700546570.5228
bwa,1987,15546981287.5935
bwa,1988,19458112328.2711
bwa,1989,23881406226.7462
bwa,1990,26381830372.2317
bwa,1991,24898024073.797
bwa,1992,21473820427.7208
bwa,1993,20879888313.1967
bwa,1994,21948860258.051
bwa,1995,24829804739.9898
bwa,1996,23604419161.585
bwa,1997,31840341566.9091
bwa,1998,36602846994.6609
bwa,1999,35290317319.1937
bwa,2000,34606942972.8257
bwa,2001,34078710170.9199
bwa,2002,34760652992.0795
bwa,2003,32223051421.1688
bwa,2004,37899980616.5115
bwa,2005,36029358491.6381
bwa,2006,36045267925.9825
bwa,2007,45040502795.4055
bwa,2008,52942200031.6352
bwa,2009,47180163620.661
bwa,2010,50237739882.4314
bwa,2011,59895894392.4006
bwa,2012,79109148091.5257
bwa,2013,87031038601.2859
bwa,2014,90080200000
bwa,2015,95337400000
bwa,2016,75391200000
bwa,2017,65628900000
bwa,2018,76074900000
bwa,2019,85157600000
bwa,2020,89547900000
caf,2009,177232000000
caf,2010,196883000000
caf,2011,191697000000
caf,2012,201088000000
caf,2013,123267000000
caf,2014,195922000000
caf,2015,216193000000
caf,2016,227505000000
caf,2017,264100000000
caf,2018,323052000000
caf,2019,349577760200
caf,2020,264518784800
can,1961,41784068300
can,1962,42725210400
can,1963,43479443400
can,1964,48963574800
can,1965,55505391600
can,1966,62883901300
can,1967,66330724200
can,1968,73083638300
can,1969,82825997700
can,1970,81550618000
can,1971,86944594000
can,1972,99393836000
can,1973,113719865000
can,1974,125185086000
can,1975,121542559000
can,1976,128991434000
can,1977,128520863000
can,1978,132560298000
can,1979,142059675000
can,1980,137694799000
can,1981,140480019000
can,1982,118176272000
can,1983,130118386000
can,1984,152736580000
can,1985,165354315000
can,1986,176220328000
can,1987,185737572000
can,1988,210859523000
can,1989,223110312000
can,1990,227438081000
can,1991,233151176000
can,1992,245107308000
can,1993,263448584000
can,1994,285305948000
can,1995,301805894000
can,1996,317988645000
can,1997,363650252000
can,1998,382915627000
can,1999,413760568000
can,2000,448876931000
can,2001,426852448000
can,2002,434800206000
can,2003,453206075000
can,2004,491755792000
can,2005,527896581000
can,2006,555983789000
can,2007,588091191000
can,2008,593355429000
can,2009,519811390000
can,2010,591484965000
can,2011,624572814000
can,2012,647735519000
can,2013,661191321000
can,2014,677925453000
can,2015,683019000000
can,2016,683365606000
can,2017,714987594000
can,2018,738963078000
can,2019,741601519000
can,2020,661076702000
che,1970,57332047000
che,1971,60900394000
che,1972,65331015000
che,1973,69578173000
che,1974,68899361000
che,1975,58322745000
che,1976,65936441000
che,1977,72036571000
che,1978,79907114000
che,1979,85383472000
che,1980,91529467000
che,1981,98318878000
che,1982,100464757000
che,1983,101491604000
che,1984,107479862000
che,1985,114003301000
che,1986,127062668000
che,1987,125298218000
che,1988,132382630000
che,1989,141916771000
che,1990,150284325000
che,1991,145460702000
che,1992,147218525000
che,1993,145244696000
che,1994,151775393000
che,1995,160676760000
che,1996,166975958000
che,1997,184087582000
che,1998,193541449000
che,1999,200603815000
che,2000,216744294000
che,2001,219054557000
che,2002,214371119000
che,2003,215221346000
che,2004,224692183000
che,2005,246739283000
che,2006,254221486000
che,2007,269022761000
che,2008,281521677000
che,2009,272710148000
che,2010,294745756000
che,2011,321307503000
che,2012,313709243000
che,2013,353004865000
che,2014,327206124000
che,2015,342770181000
che,2016,360974909000
che,2017,357809229000
che,2018,360186572000
che,2019,359385117000
che,2020,343079396000
chl,1960,1603069783900
chl,1961,1792123860700
chl,1962,1656597194200
chl,1963,1698955228600
chl,1964,1879461676400
chl,1965,1839784836900
chl,1966,2504973313800
chl,1967,2275138997300
chl,1968,2481320010500
chl,1969,2830336555500
chl,1970,2858630670900
chl,1971,3100710044400
chl,1972,3198905004300
chl,1973,3027524838100
chl,1974,3130795508300
chl,1975,1926711136700
chl,1976,2007391369900
chl,1977,2720346456000
chl,1978,3194610117700
chl,1979,3922817729000
chl,1980,4663699712400
chl,1981,5401646598400
chl,1982,3506543376800
chl,1983,2862163250900
chl,1984,3231138147500
chl,1985,2915114300400
chl,1986,3145811850500
chl,1987,3731240770900
chl,1988,4208589037900
chl,1989,5262353318800
chl,1990,5568032226400
chl,1991,5955145394600
chl,1992,7253834524800
chl,1993,8282528787800
chl,1994,9120640725900
chl,1995,11399071666500
chl,1996,12747918504579.69922
chl,1997,14435512670979.90039
chl,1998,15416829039588.09961
chl,1999,13918355822453.09961
chl,2000,15356847518172.80078
chl,2001,16167716185884.30078
chl,2002,16464165481973.90039
chl,2003,17399995940462.09961
chl,2004,20764034469259.69531
chl,2005,24598103938348.10156
chl,2006,27502987617947.89453
chl,2007,31297537430981.39844
chl,2008,34907867703373.69531
chl,2009,29107817422743.80078
chl,2010,36576207661425.89844
chl,2011,42128859962039
chl,2012,44312253935008.89844
chl,2013,45187555397980.49219
chl,2014,42242454059437.50781
chl,2015,41778082659087.60156
chl,2016,42142200685455.79688
chl,2017,44065684277502
chl,2018,47632894546213
