geo,time,sh_dth_mort
kaz,1994,16843
kaz,1995,15746
kaz,1996,14529
kaz,1997,13276
kaz,1998,12070
kaz,1999,11003
kaz,2000,10129
kaz,2001,9495
kaz,2002,9087
kaz,2003,8851
kaz,2004,8730
kaz,2005,8665
kaz,2006,8586
kaz,2007,8419
kaz,2008,8150
kaz,2009,7769
kaz,2010,7294
kaz,2011,6740
kaz,2012,6140
kaz,2013,5558
kaz,2014,5043
kaz,2015,4623
kaz,2016,4312
kaz,2017,4107
kaz,2018,3972
kaz,2019,3860
kaz,2020,3740
ken,1960,77139
ken,1961,76287
ken,1962,75741
ken,1963,75512
ken,1964,75685
ken,1965,76319
ken,1966,77258
ken,1967,78380
ken,1968,79558
ken,1969,80740
ken,1970,81899
ken,1971,82925
ken,1972,83891
ken,1973,84698
ken,1974,85321
ken,1975,85710
ken,1976,85915
ken,1977,85937
ken,1978,85822
ken,1979,85686
ken,1980,85647
ken,1981,85645
ken,1982,85733
ken,1983,85988
ken,1984,86529
ken,1985,87436
ken,1986,88749
ken,1987,90646
ken,1988,93149
ken,1989,96307
ken,1990,100047
ken,1991,104194
ken,1992,108486
ken,1993,112473
ken,1994,116006
ken,1995,118731
ken,1996,120803
ken,1997,122048
ken,1998,122456
ken,1999,121985
ken,2000,120666
ken,2001,118227
ken,2002,115319
ken,2003,112071
ken,2004,108477
ken,2005,104029
ken,2006,99962
ken,2007,95871
ken,2008,90685
ken,2009,86519
ken,2010,83648
ken,2011,81310
ken,2012,79337
ken,2013,76771
ken,2014,74251
ken,2015,71596
ken,2016,69055
ken,2017,67158
ken,2018,65037
ken,2019,63400
ken,2020,62199
kgz,1980,11007
kgz,1981,10893
kgz,1982,10763
kgz,1983,10600
kgz,1984,10421
kgz,1985,10190
kgz,1986,9919
kgz,1987,9614
kgz,1988,9324
kgz,1989,9071
kgz,1990,8879
kgz,1991,8774
kgz,1992,8672
kgz,1993,8491
kgz,1994,8200
kgz,1995,7794
kgz,1996,7291
kgz,1997,6761
kgz,1998,6238
kgz,1999,5764
kgz,2000,5341
kgz,2001,4978
kgz,2002,4685
kgz,2003,4464
kgz,2004,4309
kgz,2005,4218
kgz,2006,4187
kgz,2007,4189
kgz,2008,4187
kgz,2009,4162
kgz,2010,4119
kgz,2011,4065
kgz,2012,3995
kgz,2013,3896
kgz,2014,3765
kgz,2015,3599
kgz,2016,3406
kgz,2017,3201
kgz,2018,3002
kgz,2019,2823
kgz,2020,2663
khm,1980,54722
khm,1981,49776
khm,1982,46311
khm,1983,44511
khm,1984,43926
khm,1985,43908
khm,1986,44061
khm,1987,44184
khm,1988,44293
khm,1989,44359
khm,1990,44256
khm,1991,44014
khm,1992,43783
khm,1993,43676
khm,1994,43656
khm,1995,43529
khm,1996,43165
khm,1997,42426
khm,1998,41124
khm,1999,39109
khm,2000,36145
khm,2001,32522
khm,2002,29045
khm,2003,26164
khm,2004,23847
khm,2005,22051
khm,2006,20627
khm,2007,19394
khm,2008,18203
khm,2009,17020
khm,2010,15831
khm,2011,14720
khm,2012,13727
khm,2013,12897
khm,2014,12214
khm,2015,11615
khm,2016,11081
khm,2017,10586
khm,2018,10092
khm,2019,9660
khm,2020,9263
kir,1960,375
kir,1961,371
kir,1962,365
kir,1963,355
kir,1964,343
kir,1965,329
kir,1966,313
kir,1967,297
kir,1968,281
kir,1969,265
kir,1970,251
kir,1971,238
kir,1972,229
kir,1973,223
kir,1974,221
kir,1975,222
kir,1976,225
kir,1977,229
kir,1978,235
kir,1979,239
kir,1980,243
kir,1981,247
kir,1982,249
kir,1983,251
kir,1984,252
kir,1985,252
kir,1986,252
kir,1987,250
kir,1988,246
kir,1989,241
kir,1990,235
kir,1991,229
kir,1992,222
kir,1993,215
kir,1994,209
kir,1995,202
kir,1996,196
kir,1997,190
kir,1998,185
kir,1999,179
kir,2000,175
kir,2001,171
kir,2002,169
kir,2003,169
kir,2004,171
kir,2005,173
kir,2006,177
kir,2007,182
kir,2008,186
kir,2009,189
kir,2010,190
kir,2011,190
kir,2012,190
kir,2013,188
kir,2014,186
kir,2015,183
kir,2016,179
kir,2017,174
kir,2018,170
kir,2019,164
kir,2020,159
kna,1977,65
kna,1978,63
kna,1979,59
kna,1980,56
kna,1981,52
kna,1982,49
kna,1983,45
kna,1984,41
kna,1985,38
kna,1986,34
kna,1987,32
kna,1988,30
kna,1989,28
kna,1990,26
kna,1991,25
kna,1992,24
kna,1993,24
kna,1994,23
kna,1995,23
kna,1996,22
kna,1997,22
kna,1998,21
kna,1999,20
kna,2000,19
kna,2001,17
kna,2002,16
kna,2003,15
kna,2004,15
kna,2005,14
kna,2006,14
kna,2007,13
kna,2008,13
kna,2009,13
kna,2010,13
kna,2011,13
kna,2012,13
kna,2013,13
kna,2014,12
kna,2015,12
kna,2016,12
kna,2017,11
kna,2018,11
kna,2019,11
kna,2020,10
kor,1960,115768
kor,1961,111024
kor,1962,105998
kor,1963,100552
kor,1964,94658
kor,1965,88475
kor,1966,82081
kor,1967,75721
kor,1968,69664
kor,1969,64001
kor,1970,58917
kor,1971,54448
kor,1972,50607
kor,1973,47220
kor,1974,44209
kor,1975,41477
kor,1976,38916
kor,1977,36507
kor,1978,34225
kor,1979,31989
kor,1980,29759
kor,1981,27489
kor,1982,25135
kor,1983,22693
kor,1984,20242
kor,1985,17859
kor,1986,15700
kor,1987,13850
kor,1988,12356
kor,1989,11193
kor,1990,10302
kor,1991,9592
kor,1992,8981
kor,1993,8397
kor,1994,7818
kor,1995,7220
kor,1996,6611
kor,1997,6012
kor,1998,5447
kor,1999,4929
kor,2000,4461
kor,2001,4039
kor,2002,3657
kor,2003,3308
kor,2004,2986
kor,2005,2694
kor,2006,2445
kor,2007,2246
kor,2008,2090
kor,2009,1972
kor,2010,1881
kor,2011,1804
kor,2012,1730
kor,2013,1654
kor,2014,1575
kor,2015,1494
kor,2016,1412
kor,2017,1331
kor,2018,1254
kor,2019,1180
kor,2020,1112
kwt,1964,1806
kwt,1965,1904
kwt,1966,1999
kwt,1967,2090
kwt,1968,2171
kwt,1969,2240
kwt,1970,2289
kwt,1971,2314
kwt,1972,2312
kwt,1973,2286
kwt,1974,2237
kwt,1975,2173
kwt,1976,2099
kwt,1977,2024
kwt,1978,1950
kwt,1979,1876
kwt,1980,1796
kwt,1981,1703
kwt,1982,1599
kwt,1983,1491
kwt,1984,1387
kwt,1985,1288
kwt,1986,1194
kwt,1987,1097
kwt,1988,989
kwt,1989,872
kwt,1990,764
kwt,1991,678
kwt,1992,615
kwt,1993,576
kwt,1994,556
kwt,1995,550
kwt,1996,550
kwt,1997,551
kwt,1998,551
kwt,1999,547
kwt,2000,542
kwt,2001,538
kwt,2002,537
kwt,2003,540
kwt,2004,544
kwt,2005,552
kwt,2006,564
kwt,2007,578
kwt,2008,590
kwt,2009,596
kwt,2010,595
kwt,2011,586
kwt,2012,571
kwt,2013,556
kwt,2014,542
kwt,2015,531
kwt,2016,522
kwt,2017,514
kwt,2018,507
kwt,2019,498
kwt,2020,488
lao,1983,27380
lao,1984,27316
lao,1985,27294
lao,1986,27296
lao,1987,27295
lao,1988,27257
lao,1989,27137
lao,1990,26915
lao,1991,26568
lao,1992,26067
lao,1993,25393
lao,1994,24596
lao,1995,23685
lao,1996,22671
lao,1997,21591
lao,1998,20504
lao,1999,19432
lao,2000,18398
lao,2001,17429
lao,2002,16533
lao,2003,15718
lao,2004,14981
lao,2005,14314
lao,2006,13687
lao,2007,13085
lao,2008,12504
lao,2009,11923
lao,2010,11358
lao,2011,10818
lao,2012,10288
lao,2013,9792
lao,2014,9337
lao,2015,8923
lao,2016,8541
lao,2017,8195
lao,2018,7872
lao,2019,7556
lao,2020,7253
lbn,1961,5071
lbn,1962,5028
lbn,1963,4983
lbn,1964,4924
lbn,1965,4866
lbn,1966,4803
lbn,1967,4740
lbn,1968,4687
lbn,1969,4640
lbn,1970,4598
lbn,1971,4567
lbn,1972,4534
lbn,1973,4496
lbn,1974,4457
lbn,1975,4410
lbn,1976,4344
lbn,1977,4252
lbn,1978,4140
lbn,1979,4005
lbn,1980,3853
lbn,1981,3687
lbn,1982,3513
lbn,1983,3336
lbn,1984,3163
lbn,1985,3003
lbn,1986,2863
lbn,1987,2745
lbn,1988,2653
lbn,1989,2580
lbn,1990,2523
lbn,1991,2471
lbn,1992,2421
lbn,1993,2368
lbn,1994,2304
lbn,1995,2229
lbn,1996,2139
lbn,1997,2037
lbn,1998,1927
lbn,1999,1809
lbn,2000,1685
lbn,2001,1554
lbn,2002,1425
lbn,2003,1299
lbn,2004,1175
lbn,2005,1067
lbn,2006,978
lbn,2007,912
lbn,2008,871
lbn,2009,849
lbn,2010,844
lbn,2011,851
lbn,2012,861
lbn,2013,875
lbn,2014,886
lbn,2015,890
lbn,2016,889
lbn,2017,878
lbn,2018,861
lbn,2019,840
lbn,2020,810
lbr,1962,16933
lbr,1963,17240
lbr,1964,17502
lbr,1965,17721
lbr,1966,17922
lbr,1967,18091
lbr,1968,18224
lbr,1969,18346
lbr,1970,18474
lbr,1971,18616
lbr,1972,18816
lbr,1973,19020
lbr,1974,19215
lbr,1975,19429
lbr,1976,19659
lbr,1977,19944
lbr,1978,20274
lbr,1979,20610
lbr,1980,20966
lbr,1981,21320
lbr,1982,21669
lbr,1983,22045
lbr,1984,22480
lbr,1985,22972
lbr,1986,23523
lbr,1987,24048
lbr,1988,24505
lbr,1989,24805
lbr,1990,24894
lbr,1991,24745
lbr,1992,24381
lbr,1993,23915
lbr,1994,23423
lbr,1995,22954
lbr,1996,22544
lbr,1997,22160
lbr,1998,21753
lbr,1999,21288
lbr,2000,20710
lbr,2001,19984
lbr,2002,19145
lbr,2003,18237
lbr,2004,17309
lbr,2005,16430
lbr,2006,15670
lbr,2007,15040
lbr,2008,14544
lbr,2009,14154
lbr,2010,13873
lbr,2011,13668
lbr,2012,13520
lbr,2013,13399
lbr,2014,13620
lbr,2015,13224
lbr,2016,13077
lbr,2017,12973
lbr,2018,12854
lbr,2019,12696
lbr,2020,12537
lby,1964,16632
lby,1965,16191
lby,1966,15782
lby,1967,15369
lby,1968,14937
lby,1969,14487
lby,1970,14000
lby,1971,13491
lby,1972,12971
lby,1973,12436
lby,1974,11917
lby,1975,11416
lby,1976,10917
lby,1977,10435
lby,1978,9970
lby,1979,9530
lby,1980,9096
lby,1981,8699
lby,1982,8319
lby,1983,7951
lby,1984,7605
lby,1985,7258
lby,1986,6909
lby,1987,6557
lby,1988,6204
lby,1989,5841
lby,1990,5473
lby,1991,5122
lby,1992,4796
lby,1993,4501
lby,1994,4238
lby,1995,4013
lby,1996,3814
lby,1997,3641
lby,1998,3494
lby,1999,3368
lby,2000,3259
lby,2001,3166
lby,2002,3089
lby,2003,3011
lby,2004,2921
lby,2005,2816
lby,2006,2692
lby,2007,2555
lby,2008,2424
lby,2009,2311
lby,2010,2211
lby,2011,2610
lby,2012,2030
lby,2013,1943
lby,2014,1854
lby,2015,1768
lby,2016,1682
lby,2017,1597
lby,2018,1518
lby,2019,1444
lby,2020,1375
lca,1960,715
lca,1961,676
lca,1962,632
lca,1963,585
lca,1964,538
lca,1965,491
lca,1966,447
lca,1967,404
lca,1968,365
lca,1969,329
lca,1970,297
lca,1971,268
lca,1972,244
lca,1973,223
lca,1974,205
lca,1975,190
lca,1976,177
lca,1977,166
lca,1978,155
lca,1979,146
lca,1980,137
lca,1981,129
lca,1982,121
lca,1983,115
lca,1984,109
lca,1985,104
lca,1986,100
lca,1987,96
lca,1988,92
lca,1989,89
lca,1990,85
lca,1991,82
lca,1992,79
lca,1993,76
lca,1994,73
lca,1995,70
lca,1996,67
lca,1997,65
lca,1998,62
lca,1999,58
lca,2000,55
lca,2001,53
lca,2002,50
lca,2003,48
lca,2004,46
lca,2005,45
lca,2006,44
lca,2007,44
lca,2008,44
lca,2009,44
lca,2010,45
lca,2011,45
lca,2012,46
lca,2013,47
lca,2014,48
lca,2015,49
lca,2016,50
lca,2017,51
lca,2018,51
lca,2019,52
lca,2020,52
lka,1960,33615
lka,1961,32397
lka,1962,31620
lka,1963,31080
lka,1964,30598
lka,1965,30043
lka,1966,29277
lka,1967,28394
lka,1968,27604
lka,1969,27011
lka,1970,26571
lka,1971,26233
lka,1972,25934
lka,1973,25595
lka,1974,25144
lka,1975,24498
lka,1976,23608
lka,1977,22491
lka,1978,21207
lka,1979,19841
lka,1980,18503
lka,1981,17266
lka,1982,16039
lka,1983,14688
lka,1984,13207
lka,1985,11769
lka,1986,10502
lka,1987,9498
lka,1988,8817
lka,1989,9891
lka,1990,8200
lka,1991,7993
lka,1992,7762
lka,1993,7496
lka,1994,7198
lka,1995,6894
lka,1996,6610
lka,1997,6350
lka,1998,6108
lka,1999,5886
lka,2000,5699
lka,2001,5558
lka,2002,5453
lka,2003,5361
lka,2004,10305
lka,2005,5107
lka,2006,4897
lka,2007,4655
lka,2008,4442
lka,2009,7743
lka,2010,4115
lka,2011,3933
lka,2012,3719
lka,2013,3490
lka,2014,3261
lka,2015,3044
lka,2016,2853
lka,2017,2688
lka,2018,2543
lka,2019,2409
lka,2020,2287
lso,1960,6507
lso,1961,6602
lso,1962,6747
lso,1963,6913
lso,1964,7091
lso,1965,7269
lso,1966,7424
lso,1967,7549
lso,1968,7648
lso,1969,7719
lso,1970,7761
lso,1971,7791
lso,1972,7811
lso,1973,7804
lso,1974,7768
lso,1975,7685
lso,1976,7562
lso,1977,7408
lso,1978,7234
lso,1979,7034
lso,1980,6809
lso,1981,6581
lso,1982,6355
lso,1983,6128
lso,1984,5919
lso,1985,5719
lso,1986,5530
lso,1987,5357
lso,1988,5202
lso,1989,5074
lso,1990,4984
lso,1991,4946
lso,1992,4978
lso,1993,5099
lso,1994,5294
lso,1995,5537
lso,1996,5781
lso,1997,5996
lso,1998,6187
lso,1999,6355
lso,2000,6530
lso,2001,6683
lso,2002,6824
lso,2003,6955
lso,2004,7051
lso,2005,7113
lso,2006,7079
lso,2007,6873
lso,2008,6724
lso,2009,6118
lso,2010,5606
lso,2011,5423
lso,2012,5328
lso,2013,5300
lso,2014,5383
lso,2015,5387
lso,2016,5185
lso,2017,5138
lso,2018,5092
lso,2019,5083
lso,2020,4971
ltu,1972,1136
ltu,1973,1163
ltu,1974,1186
ltu,1975,1194
ltu,1976,1189
ltu,1977,1174
ltu,1978,1148
ltu,1979,1112
ltu,1980,1073
ltu,1981,1044
ltu,1982,1029
ltu,1983,1018
ltu,1984,1004
ltu,1985,975
ltu,1986,923
ltu,1987,856
ltu,1988,808
ltu,1989,806
ltu,1990,842
ltu,1991,894
ltu,1992,932
ltu,1993,915
ltu,1994,820
ltu,1995,690
ltu,1996,580
ltu,1997,506
ltu,1998,453
ltu,1999,411
ltu,2000,375
ltu,2001,344
ltu,2002,319
ltu,2003,299
ltu,2004,286
ltu,2005,276
ltu,2006,264
ltu,2007,247
ltu,2008,227
ltu,2009,208
ltu,2010,190
ltu,2011,175
ltu,2012,164
ltu,2013,158
ltu,2014,155
ltu,2015,153
ltu,2016,146
ltu,2017,133
ltu,2018,118
ltu,2019,104
ltu,2020,93
lux,1960,192
lux,1961,185
lux,1962,176
lux,1963,168
lux,1964,159
lux,1965,149
lux,1966,140
lux,1967,131
lux,1968,121
lux,1969,111
lux,1970,102
lux,1971,94
lux,1972,85
lux,1973,78
lux,1974,72
lux,1975,67
lux,1976,62
lux,1977,59
lux,1978,57
lux,1979,55
lux,1980,53
lux,1981,52
lux,1982,51
lux,1983,50
lux,1984,49
lux,1985,47
lux,1986,46
lux,1987,45
lux,1988,44
lux,1989,42
lux,1990,41
lux,1991,40
lux,1992,38
lux,1993,37
lux,1994,35
lux,1995,34
lux,1996,32
lux,1997,30
lux,1998,28
lux,1999,26
lux,2000,25
lux,2001,23
lux,2002,21
lux,2003,20
lux,2004,19
lux,2005,18
lux,2006,17
lux,2007,17
lux,2008,16
lux,2009,16
lux,2010,16
lux,2011,16
lux,2012,16
lux,2013,16
lux,2014,17
lux,2015,17
lux,2016,17
lux,2017,18
lux,2018,18
lux,2019,18
lux,2020,18
lva,1984,730
lva,1985,697
lva,1986,660
lva,1987,627
lva,1988,610
lva,1989,618
lva,1990,640
lva,1991,654
lva,1992,644
lva,1993,612
lva,1994,565
lva,1995,510
lva,1996,452
lva,1997,395
lva,1998,346
lva,1999,307
lva,2000,278
lva,2001,260
lva,2002,249
lva,2003,242
lva,2004,234
lva,2005,225
lva,2006,216
lva,2007,207
lva,2008,197
lva,2009,186
lva,2010,173
lva,2011,158
lva,2012,143
lva,2013,128
lva,2014,116
lva,2015,106
lva,2016,98
lva,2017,92
lva,2018,88
lva,2019,84
lva,2020,80
mar,1961,144530
mar,1962,144751
mar,1963,144360
mar,1964,143336
mar,1965,141571
mar,1966,139133
mar,1967,136340
mar,1968,133342
mar,1969,130381
mar,1970,127627
mar,1971,125219
mar,1972,122965
mar,1973,120749
mar,1974,118347
mar,1975,115642
mar,1976,112648
mar,1977,109453
mar,1978,106055
mar,1979,102568
mar,1980,98963
mar,1981,95223
mar,1982,91262
mar,1983,87056
mar,1984,82625
mar,1985,78097
mar,1986,73614
mar,1987,69385
mar,1988,65400
mar,1989,61813
mar,1990,58561
mar,1991,55550
mar,1992,52624
mar,1993,49783
mar,1994,46988
mar,1995,44238
mar,1996,41636
mar,1997,39238
mar,1998,37074
mar,1999,35145
mar,2000,33473
mar,2001,31954
mar,2002,30575
mar,2003,29255
mar,2004,27926
mar,2005,26615
mar,2006,25332
mar,2007,24144
mar,2008,23040
mar,2009,22035
mar,2010,21112
mar,2011,20221
mar,2012,19324
mar,2013,18407
mar,2014,17470
mar,2015,16499
mar,2016,15575
mar,2017,14706
mar,2018,13934
mar,2019,13215
mar,2020,12556
mco,1990,3
mco,1991,3
mco,1992,2
mco,1993,2
mco,1994,2
mco,1995,2
mco,1996,2
mco,1997,2
mco,1998,2
mco,1999,2
mco,2000,2
mco,2001,2
mco,2002,2
mco,2003,2
mco,2004,2
mco,2005,2
mco,2006,2
mco,2007,2
mco,2008,2
mco,2009,2
mco,2010,2
mco,2011,2
mco,2012,2
mco,2013,2
mco,2014,2
mco,2015,2
mco,2016,2
mco,2017,2
mco,2018,2
mco,2019,2
mco,2020,1
mda,1976,4231
mda,1977,4195
mda,1978,4159
mda,1979,4139
mda,1980,4123
mda,1981,4096
mda,1982,4032
mda,1983,3938
mda,1984,3818
mda,1985,3675
mda,1986,3501
mda,1987,3315
mda,1988,3119
mda,1989,2944
mda,1990,2802
mda,1991,2694
mda,1992,2630
mda,1993,2592
mda,1994,2549
mda,1995,2482
mda,1996,2378
mda,1997,2224
mda,1998,2032
mda,1999,1808
mda,2000,1573
mda,2001,1356
mda,2002,1171
mda,2003,1027
mda,2004,926
mda,2005,860
mda,2006,820
mda,2007,799
mda,2008,786
mda,2009,779
mda,2010,771
mda,2011,759
mda,2012,743
mda,2013,725
mda,2014,705
mda,2015,687
mda,2016,664
mda,2017,643
mda,2018,623
mda,2019,601
mda,2020,578
mdg,1973,51219
mdg,1974,53463
mdg,1975,55758
mdg,1976,57999
mdg,1977,60182
mdg,1978,62335
mdg,1979,64558
mdg,1980,66749
mdg,1981,69062
mdg,1982,71340
mdg,1983,73411
mdg,1984,75110
mdg,1985,76376
mdg,1986,77127
mdg,1987,77436
mdg,1988,77332
mdg,1989,76938
mdg,1990,76367
mdg,1991,75871
mdg,1992,75456
mdg,1993,75028
mdg,1994,74531
mdg,1995,73819
mdg,1996,72792
mdg,1997,71474
mdg,1998,69916
mdg,1999,68131
mdg,2000,66327
mdg,2001,64509
mdg,2002,62724
mdg,2003,60961
mdg,2004,59199
mdg,2005,57523
mdg,2006,55900
mdg,2007,54321
mdg,2008,52903
mdg,2009,51593
mdg,2010,50415
mdg,2011,49412
mdg,2012,48545
mdg,2013,47774
mdg,2014,47133
mdg,2015,46551
mdg,2016,46005
mdg,2017,45441
mdg,2018,44838
mdg,2019,44191
mdg,2020,43606
mdv,1970,1456
mdv,1971,1412
mdv,1972,1363
mdv,1973,1308
mdv,1974,1251
mdv,1975,1197
mdv,1976,1151
mdv,1977,1113
mdv,1978,1084
mdv,1979,1061
mdv,1980,1045
mdv,1981,1034
mdv,1982,1025
mdv,1983,1013
mdv,1984,998
mdv,1985,977
mdv,1986,949
mdv,1987,915
mdv,1988,875
mdv,1989,831
mdv,1990,782
mdv,1991,729
mdv,1992,673
mdv,1993,615
mdv,1994,555
mdv,1995,495
mdv,1996,436
mdv,1997,381
mdv,1998,330
mdv,1999,284
mdv,2000,243
mdv,2001,209
mdv,2002,182
mdv,2003,160
mdv,2004,160
mdv,2005,131
mdv,2006,121
mdv,2007,114
mdv,2008,108
mdv,2009,104
mdv,2010,99
mdv,2011,94
mdv,2012,90
mdv,2013,85
mdv,2014,79
mdv,2015,73
mdv,2016,67
mdv,2017,61
mdv,2018,55
mdv,2019,50
mdv,2020,45
mex,1960,253537
mex,1961,249364
mex,1962,245841
mex,1963,243028
mex,1964,240741
mex,1965,238681
mex,1966,236888
mex,1967,235235
mex,1968,233272
mex,1969,231017
mex,1970,228098
mex,1971,224472
mex,1972,220301
mex,1973,215413
mex,1974,209966
mex,1975,203796
mex,1976,197208
mex,1977,190122
mex,1978,182786
mex,1979,175246
mex,1980,167722
mex,1981,160438
mex,1982,153462
mex,1983,146945
mex,1984,140834
mex,1985,135186
mex,1986,129751
mex,1987,124508
mex,1988,119347
mex,1989,114229
mex,1990,109134
mex,1991,104165
mex,1992,99284
mex,1993,94543
mex,1994,90009
mex,1995,85661
mex,1996,81487
mex,1997,77532
mex,1998,73789
mex,1999,70219
mex,2000,66873
mex,2001,63705
mex,2002,60762
mex,2003,57980
mex,2004,55410
mex,2005,53034
mex,2006,50831
mex,2007,48819
mex,2008,47006
mex,2009,45349
mex,2010,43803
mex,2011,42317
mex,2012,40891
mex,2013,39492
mex,2014,38098
mex,2015,36715
mex,2016,35358
mex,2017,33972
mex,2018,32617
mex,2019,31317
mex,2020,30081
mhl,1964,71
mhl,1965,70
mhl,1966,70
mhl,1967,70
mhl,1968,70
mhl,1969,71
mhl,1970,71
mhl,1971,72
mhl,1972,73
mhl,1973,75
mhl,1974,77
mhl,1975,80
mhl,1976,83
mhl,1977,86
mhl,1978,90
mhl,1979,93
mhl,1980,96
mhl,1981,99
mhl,1982,101
mhl,1983,102
mhl,1984,103
mhl,1985,104
mhl,1986,103
mhl,1987,102
mhl,1988,100
mhl,1989,97
mhl,1990,94
mhl,1991,91
mhl,1992,87
mhl,1993,84
mhl,1994,82
mhl,1995,80
mhl,1996,79
mhl,1997,79
mhl,1998,79
mhl,1999,79
mhl,2000,78
mhl,2001,78
mhl,2002,77
mhl,2003,76
mhl,2004,75
mhl,2005,74
mhl,2006,73
mhl,2007,71
mhl,2008,70
mhl,2009,68
mhl,2010,66
mhl,2011,64
mhl,2012,61
mhl,2013,58
mhl,2014,55
mhl,2015,53
mhl,2016,50
mhl,2017,48
mhl,2018,45
mhl,2019,44
mhl,2020,42
mkd,1986,1900
mkd,1987,1782
mkd,1988,1623
mkd,1989,1460
mkd,1990,1316
mkd,1991,1203
mkd,1992,1120
mkd,1993,1036
mkd,1994,912
mkd,1995,758
mkd,1996,631
mkd,1997,558
mkd,1998,518
mkd,1999,477
mkd,2000,428
mkd,2001,387
mkd,2002,368
mkd,2003,362
mkd,2004,352
mkd,2005,332
mkd,2006,308
mkd,2007,288
mkd,2008,270
mkd,2009,253
mkd,2010,238
mkd,2011,230
mkd,2012,235
mkd,2013,247
mkd,2014,260
mkd,2015,264
mkd,2016,251
mkd,2017,220
mkd,2018,183
mkd,2019,152
mkd,2020,131
mli,1968,108677
mli,1969,108515
mli,1970,108537
mli,1971,108416
mli,1972,108152
mli,1973,107847
mli,1974,107287
mli,1975,106486
mli,1976,105526
mli,1977,104474
mli,1978,103462
mli,1979,102430
mli,1980,101365
mli,1981,100266
mli,1982,99095
mli,1983,97802
mli,1984,96469
mli,1985,95235
mli,1986,94098
mli,1987,93111
mli,1988,92334
mli,1989,91810
mli,1990,91598
mli,1991,91665
mli,1992,92019
mli,1993,92601
mli,1994,93281
mli,1995,93984
mli,1996,94654
mli,1997,95105
mli,1998,95302
mli,1999,95173
mli,2000,94833
mli,2001,94294
mli,2002,93690
mli,2003,93049
mli,2004,92388
mli,2005,91774
mli,2006,91104
mli,2007,90290
mli,2008,89389
mli,2009,88269
mli,2010,87031
mli,2011,85633
mli,2012,84107
mli,2013,82526
mli,2014,80914
mli,2015,79294
mli,2016,77759
mli,2017,76352
mli,2018,74990
mli,2019,73747
mli,2020,72521
mlt,1960,312
mlt,1961,287
mlt,1962,266
mlt,1963,246
mlt,1964,228
mlt,1965,209
mlt,1966,192
mlt,1967,175
mlt,1968,161
mlt,1969,150
mlt,1970,141
mlt,1971,134
mlt,1972,129
mlt,1973,125
mlt,1974,122
mlt,1975,118
mlt,1976,114
mlt,1977,110
mlt,1978,105
mlt,1979,101
mlt,1980,96
mlt,1981,92
mlt,1982,88
mlt,1983,84
mlt,1984,80
mlt,1985,76
mlt,1986,73
mlt,1987,70
mlt,1988,67
mlt,1989,64
mlt,1990,61
mlt,1991,59
mlt,1992,56
mlt,1993,54
mlt,1994,51
mlt,1995,48
mlt,1996,46
mlt,1997,43
mlt,1998,40
mlt,1999,37
mlt,2000,35
mlt,2001,33
mlt,2002,31
mlt,2003,29
mlt,2004,28
mlt,2005,27
mlt,2006,27
mlt,2007,26
mlt,2008,26
mlt,2009,26
mlt,2010,26
mlt,2011,26
mlt,2012,26
mlt,2013,27
mlt,2014,27
mlt,2015,27
mlt,2016,28
mlt,2017,28
mlt,2018,28
mlt,2019,28
mlt,2020,28
mmr,1973,180593
mmr,1974,178961
mmr,1975,177146
mmr,1976,175133
mmr,1977,173200
mmr,1978,171079
mmr,1979,169168
mmr,1980,167215
mmr,1981,165040
mmr,1982,162581
mmr,1983,159691
mmr,1984,156621
mmr,1985,153045
mmr,1986,149183
mmr,1987,144928
mmr,1988,140417
mmr,1989,135804
mmr,1990,131358
mmr,1991,127021
mmr,1992,122850
mmr,1993,119024
mmr,1994,115649
mmr,1995,112524
mmr,1996,109794
mmr,1997,107396
mmr,1998,105248
mmr,1999,103214
mmr,2000,101127
mmr,2001,98806
mmr,2002,96221
mmr,2003,93260
mmr,2004,89850
mmr,2005,86088
mmr,2006,81979
mmr,2007,77690
mmr,2008,105719
mmr,2009,68713
mmr,2010,64715
mmr,2011,60897
mmr,2012,57494
mmr,2013,54446
mmr,2014,51787
mmr,2015,49593
mmr,2016,47567
mmr,2017,45703
mmr,2018,43941
mmr,2019,42382
mmr,2020,40866
mne,1989,182
mne,1990,169
mne,1991,159
mne,1992,152
mne,1993,147
mne,1994,144
mne,1995,141
mne,1996,138
mne,1997,134
mne,1998,130
mne,1999,126
mne,2000,120
mne,2001,114
mne,2002,108
mne,2003,101
mne,2004,94
mne,2005,87
mne,2006,80
mne,2007,73
mne,2008,66
mne,2009,59
mne,2010,53
mne,2011,47
mne,2012,42
mne,2013,37
mne,2014,33
mne,2015,30
mne,2016,27
mne,2017,24
mne,2018,21
mne,2019,19
mne,2020,17
mng,1983,9840
mng,1984,9690
mng,1985,9494
mng,1986,9238
mng,1987,8905
mng,1988,8508
mng,1989,8056
mng,1990,7562
mng,1991,7044
mng,1992,6515
mng,1993,5987
mng,1994,5480
mng,1995,4997
mng,1996,4538
mng,1997,4104
mng,1998,3700
mng,1999,3328
mng,2000,2998
mng,2001,2714
mng,2002,2478
mng,2003,2286
mng,2004,2135
mng,2005,2017
mng,2006,1926
mng,2007,1854
mng,2008,1795
mng,2009,1740
mng,2010,1691
mng,2011,1646
mng,2012,1604
mng,2013,1565
mng,2014,1526
mng,2015,1480
mng,2016,1422
mng,2017,1355
mng,2018,1284
