geo,time,sl_tlf_acti_1524_ma_ne_zs
pri,1982,43.19
pri,1983,40.13
pri,1984,41.69
pri,1985,42.31
pri,1986,38.73
pri,1987,39.61
pri,1988,42.02
pri,1990,43.03
pri,1991,46.46
pri,1992,43.54
pri,1993,47.06
pri,1995,43.8
pri,1996,46.1
pri,1997,48.13
pri,1998,49.45
pri,1999,47.08
pri,2000,44.28
pri,2002,45.15
pri,2003,46.44
pri,2004,47.06
pri,2005,49.05
pri,2006,44.19
pri,2007,40.87
pri,2008,37.11
pri,2010,31
pri,2011,30
pri,2012,31
prt,1960,90.53
prt,1970,85.42
prt,1978,77.93
prt,1979,78.28
prt,1980,80.09
prt,1981,79.86
prt,1982,78.84
prt,1984,67.02
prt,1985,66.39
prt,1986,69.7
prt,1987,68.64
prt,1988,67.19
prt,1989,65.78
prt,1990,63.77
prt,1991,62.24
prt,1992,56.2
prt,1993,52
prt,1994,48.9
prt,1995,47.17
prt,1996,46.17
prt,1997,48.48
prt,1998,50.8
prt,1999,50.49
prt,2000,49.6
prt,2001,51.47
prt,2002,52.38
prt,2003,48.26
prt,2004,47.15
prt,2005,46
prt,2006,45.52
prt,2007,44.69
prt,2008,43.61
prt,2009,40.12
prt,2010,37.97
prt,2011,40.37
prt,2012,39.19
prt,2013,36.22
prt,2014,34.75
prt,2015,34.21
prt,2016,35.02
prt,2017,35.57
prt,2018,36.57
prt,2019,36.04
prt,2020,32.23
pry,1962,87.75
pry,1972,83.67
pry,1982,82.68
pry,1989,75.87
pry,1990,69.07
pry,1991,67.61
pry,1992,71.57
pry,1993,70.6
pry,1994,74.65
pry,1995,86.8
pry,1996,77.5
pry,1998,78.64
pry,1999,71.81
pry,2001,74.11
pry,2002,78.73
pry,2003,73.01
pry,2004,76.42
pry,2005,72.75
pry,2006,73.47
pry,2007,72.34
pry,2008,72.39
pry,2009,75.67
pry,2010,69.81
pry,2011,67.49
pry,2012,70.23
pry,2013,69.11
pry,2014,69.33
pry,2015,67.65
pry,2016,69.66
pry,2017,68.6
pry,2018,70.15
pry,2019,71.04
pry,2020,68.29
pse,2000,48.31
pse,2001,42.44
pse,2002,37.98
pse,2003,41.07
pse,2004,39.21
pse,2005,39.73
pse,2006,39.96
pse,2007,41.38
pse,2008,41.23
pse,2009,40.88
pse,2010,41.39
pse,2011,44.35
pse,2012,46.73
pse,2013,47.04
pse,2014,47.08
pse,2015,50.43
pse,2016,50.31
pse,2017,50.75
pse,2018,50.07
pse,2019,49.38
pse,2020,42.89
pyf,1962,68.06
pyf,1983,39.77
pyf,1988,59.12
pyf,1996,50.15
pyf,2002,47.64
pyf,2007,43.28
pyf,2012,45.08
qat,1986,68.29
qat,1997,51.93
qat,2004,59.51
qat,2007,79.88
qat,2009,83
qat,2011,81.89
qat,2012,80.82
qat,2013,77.21
qat,2014,80.25
qat,2015,80.44
qat,2016,85.98
qat,2017,77.87
qat,2018,84.89
qat,2019,78.19
qat,2020,76.88
rou,1966,67.14
rou,1977,63.08
rou,1992,64.69
rou,1995,59.69
rou,1996,56.22
rou,1997,50.1
rou,1998,49.93
rou,1999,47.8
rou,2000,45.69
rou,2001,43.13
rou,2002,41.68
rou,2003,38.8
rou,2004,40.43
rou,2005,35.91
rou,2006,35.12
rou,2007,35.9
rou,2008,35.89
rou,2009,35.89
rou,2010,36.53
rou,2011,35.32
rou,2012,35.33
rou,2013,35.12
rou,2014,34.83
rou,2015,36.99
rou,2016,33.9
rou,2017,34.63
rou,2018,34.58
rou,2019,35.66
rou,2020,35.54
rus,1989,55.73
rus,1992,58.3
rus,1993,56.58
rus,1994,55.31
rus,1995,54.67
rus,1996,50.66
rus,1997,46.17
rus,1998,43.45
rus,1999,49.48
rus,2000,47.46
rus,2001,44.84
rus,2002,43.98
rus,2003,42.53
rus,2004,43.06
rus,2005,42.49
rus,2006,42.18
rus,2007,42.73
rus,2008,46.16
rus,2009,45.8
rus,2010,45.61
rus,2011,45.77
rus,2012,43.87
rus,2013,44.1
rus,2014,43.05
rus,2015,41.87
rus,2016,41.87
rus,2017,39.22
rus,2018,37.54
rus,2019,36.51
rus,2020,35.37
rwa,1978,91.19
rwa,1996,78.66
rwa,2014,65.7
rwa,2017,41.45
rwa,2018,42.56
rwa,2019,41.19
rwa,2020,45.67
sau,1992,49.2
sau,1999,31.22
sau,2000,29.15
sau,2001,28.32
sau,2002,27.91
sau,2006,30.83
sau,2007,28.46
sau,2008,27.2
sau,2009,24.79
sau,2011,27.37
sau,2012,26.22
sau,2013,26.21
sau,2014,26.27
sau,2015,24.32
sau,2016,27.34
sau,2017,26.2
sau,2018,28.74
sau,2019,29.12
sau,2020,33.54
sdn,1973,74.42
sdn,1983,67.73
sdn,1990,49.15
sdn,1993,53.58
sdn,1996,44.59
sdn,2008,45.3
sdn,2011,39.84
sen,1988,70.28
sen,2006,53.65
sen,2011,51.56
sen,2015,33.88
sen,2016,42.17
sen,2017,32.72
sen,2018,36.55
sen,2019,41.25
sgp,1970,72.4
sgp,1975,66.52
sgp,1976,65.46
sgp,1977,64.43
sgp,1978,66.14
sgp,1979,67.26
sgp,1980,69.22
sgp,1982,68.14
sgp,1983,68.37
sgp,1984,64.83
sgp,1985,62.37
sgp,1986,60.84
sgp,1987,57.99
sgp,1988,55.68
sgp,1989,55.98
sgp,1992,47.91
sgp,1993,46.73
sgp,1994,44.58
sgp,1995,38.18
sgp,1996,40.93
sgp,1997,37.19
sgp,1998,34.22
sgp,2012,39.08
sgp,2013,37.72
sgp,2014,39.52
sgp,2015,41.3
sgp,2016,40.94
sgp,2017,40.47
sgp,2018,39.19
sgp,2019,38.54
sgp,2020,36.63
slb,2013,69.83
sle,1963,75.84
sle,2003,33.22
sle,2004,35.89
sle,2014,23.29
sle,2018,30.38
slv,1961,85.46
slv,1971,81.04
slv,1978,71.32
slv,1979,72.78
slv,1980,71.02
slv,1990,63.67
slv,1991,58.37
slv,1992,70.19
slv,1993,70.92
slv,1994,69.98
slv,1995,69.76
slv,1996,66.42
slv,1997,64.57
slv,1998,67.05
slv,1999,65.66
slv,2002,60.77
slv,2003,64.43
slv,2004,62.65
slv,2006,63.38
slv,2007,64.05
slv,2009,67.26
slv,2010,63.11
slv,2011,63.11
slv,2012,63.09
slv,2013,61.75
slv,2014,61.3
slv,2015,60.51
slv,2016,61.03
slv,2017,61.79
slv,2018,60.33
slv,2019,62.67
slv,2020,62.85
smr,1976,64.23
smr,1985,66.6
smr,1986,61.01
smr,1987,65.31
smr,1988,65.39
smr,1989,62.45
smr,1990,63.02
smr,1991,62.4
smr,1992,62.31
smr,1993,60.23
smr,1995,57.53
smr,1996,57.41
smr,1997,55.76
smr,1998,55.01
smr,1999,52.57
smr,2019,42.63
som,2019,19.13
srb,2006,43.95
srb,2007,38.06
srb,2008,37.61
srb,2009,32.98
srb,2010,33.96
srb,2011,35.44
srb,2012,36.61
srb,2013,34.03
srb,2014,35.26
srb,2015,35.43
srb,2016,36.79
srb,2017,36.83
srb,2018,36.3
srb,2019,36.19
srb,2020,35.08
ssd,2008,63
stp,1981,64.43
stp,1991,59.96
sur,1964,43.42
sur,1980,31.55
sur,1989,27.3
sur,1990,41.49
sur,1992,45.95
sur,1993,47.29
sur,1994,42.96
sur,1995,38.26
sur,1999,38.06
sur,2009,44.59
sur,2010,45.13
sur,2011,42.69
sur,2012,40.47
sur,2013,40.5
sur,2014,40.66
sur,2015,40.3
sur,2016,46.39
svk,1991,60.27
svk,1993,55.61
svk,1994,52.73
svk,1995,51.97
svk,1996,50.87
svk,1997,51.77
svk,1998,50.78
svk,1999,49.43
svk,2000,47.77
svk,2001,49.63
svk,2002,46.48
svk,2003,44.33
svk,2004,42.67
svk,2005,40.75
svk,2006,39.65
svk,2007,38.85
svk,2008,37.82
svk,2009,37.14
svk,2010,36.4
svk,2011,37.16
svk,2012,37.07
svk,2013,37.56
svk,2014,38.05
svk,2015,38.26
svk,2016,39.75
svk,2017,39.57
svk,2018,39.69
svk,2019,36.78
svk,2020,34.89
svn,1991,50.16
svn,1993,32.45
svn,1994,42.31
svn,1995,46.15
svn,1996,44.58
svn,1997,49.61
svn,1998,46.26
svn,1999,41.85
svn,2000,40.73
svn,2001,40.07
svn,2002,40.19
svn,2003,38.35
svn,2004,43.11
svn,2005,44.54
svn,2006,44.41
svn,2007,47.65
svn,2008,47.7
svn,2009,45.37
svn,2010,44.37
svn,2011,41.96
svn,2012,38.14
svn,2013,37.13
svn,2014,36.57
svn,2015,38.9
svn,2016,36.85
svn,2017,42.87
svn,2018,42.36
svn,2019,39.11
svn,2020,33.92
swe,1965,55.88
swe,1975,70.34
swe,1976,70.75
swe,1982,67.05
swe,1983,65.6
swe,1984,64.43
swe,1985,65.56
swe,1986,66.97
swe,1987,66.12
swe,1989,69.34
swe,1990,69.3
swe,1991,65.86
swe,1992,60
swe,1993,55.15
swe,1994,53.73
swe,1995,44.15
swe,1996,43.61
swe,1997,42.3
swe,1998,42.9
swe,1999,43.17
swe,2000,41.05
swe,2001,52.17
swe,2002,50.45
swe,2003,50.51
swe,2004,48.89
swe,2005,49
swe,2006,50.82
swe,2007,51.76
swe,2008,52.62
swe,2009,51.06
swe,2010,51.96
swe,2011,53.17
swe,2012,51.77
swe,2013,53.87
swe,2014,54.88
swe,2015,53.84
swe,2016,54.18
swe,2017,54.08
swe,2018,52.83
swe,2019,53.95
swe,2020,52.22
swz,1966,63.78
swz,1976,37.16
swz,1986,45.21
swz,1995,46.9
swz,1997,33.9
swz,2016,25.23
syc,1960,83.42
syc,1971,86.78
syc,1977,83.96
syc,1994,58.56
syc,2011,55.02
syc,2014,59.05
syc,2015,59.39
syc,2016,59.12
syc,2017,61.02
syc,2018,56.88
syc,2019,52.71
syc,2020,50.94
syr,1960,75.78
syr,1970,65.89
syr,1981,65.34
syr,1983,50.4
syr,1984,62.09
syr,1998,69.53
syr,1999,64.3
syr,2000,62.46
syr,2001,70.13
syr,2002,72.75
syr,2003,61.19
syr,2006,53.31
syr,2007,53.25
syr,2008,52.73
syr,2009,49.52
tca,1960,87.64
tca,1980,63.78
tcd,1980,81.84
tcd,1988,81.92
tcd,1993,56.02
tcd,2018,42.45
tgo,1980,71.1
tgo,1981,49.34
tgo,2006,62.95
tgo,2011,64.84
tgo,2015,55.07
tgo,2017,22.35
tha,1976,52.97
tha,1978,78.37
tha,1979,75.15
tha,1980,78.14
tha,1982,79.67
tha,1984,79.22
tha,1987,79.16
tha,1988,79.77
tha,1989,81.79
tha,1990,79.49
tha,1994,68.58
tha,1996,64.44
tha,1997,63.04
tha,1998,61.86
tha,1999,57.93
tha,2000,57.81
tha,2001,60.44
tha,2003,57.77
tha,2004,59
tha,2005,57.58
tha,2006,57.02
tha,2007,56.72
tha,2008,57.1
tha,2009,56.54
tha,2010,54.27
tha,2011,55.95
tha,2012,55.77
tha,2013,52.97
tha,2014,50.81
tha,2015,49.53
tha,2016,48.69
tha,2017,48
tha,2018,49.11
tha,2019,47.29
tha,2020,47
tjk,2003,48.21
tjk,2004,60.6
tjk,2009,31.62
tjk,2016,30.59
tls,2001,51.47
tls,2010,17.2
tls,2013,16.83
tls,2016,42.87
ton,1966,66.71
ton,1976,53.62
ton,1990,56.61
ton,1994,50.59
ton,2018,28.05
tto,1970,72.13
tto,1979,71.62
tto,1980,64.3
tto,1981,72.73
tto,1983,74.44
tto,1985,73.2
tto,1986,69.9
tto,1987,61.95
tto,1988,67.3
tto,1989,63.67
tto,1990,63.42
tto,1991,62.16
tto,1993,59.25
tto,1995,61.94
tto,1996,61.16
tto,1998,61.07
tto,1999,61.61
tto,2000,61.17
tto,2002,57.57
tto,2005,62.2
tto,2006,60.49
tto,2007,61.55
tto,2008,59.49
tto,2009,59.1
tto,2010,54.88
tto,2011,54.39
tto,2012,52.8
tto,2013,52.03
tto,2014,51.24
tto,2015,51.07
tto,2016,47.2
tun,1966,68.22
tun,1975,73.13
tun,1980,70.08
tun,1984,66.52
tun,1989,57.01
tun,1997,50.04
tun,2005,42.83
tun,2006,41.08
tun,2007,41.19
tun,2008,40.73
tun,2009,39.55
tun,2010,41.81
tun,2011,42.74
tun,2012,47.06
tun,2013,44.52
tun,2015,39.41
tun,2016,41.24
tun,2017,41.32
tur,1960,86.37
tur,1965,82.07
tur,1970,73.13
tur,1975,74.13
tur,1980,78.88
tur,1985,78.51
tur,1988,73.56
tur,1989,70.91
tur,1990,71.84
tur,1991,71.03
tur,1992,68.81
tur,1993,65.68
tur,1994,67.23
tur,1995,63.68
tur,1996,63.6
tur,1997,62.47
tur,1998,60.88
tur,1999,60.67
tur,2000,57.58
tur,2001,56.33
tur,2002,53.27
tur,2003,50.58
tur,2004,51.31
tur,2005,51.71
tur,2006,49.81
tur,2007,50.19
tur,2008,50.54
tur,2009,50.59
tur,2010,49.75
tur,2011,51.3
tur,2012,49.76
tur,2013,51.01
tur,2014,53.91
tur,2015,53.96
tur,2016,54.2
tur,2017,55.14
tur,2018,56.13
tur,2019,55.8
tur,2020,50.07
tuv,2016,52.72
tza,1978,54.07
tza,2001,78.35
tza,2006,79.28
tza,2011,65.94
tza,2012,74.08
tza,2013,69.96
tza,2014,74.42
uga,1991,57.1
uga,2005,59.59
uga,2012,56.26
uga,2013,77.1
uga,2017,41.98
ukr,1979,37.55
ukr,1989,34.75
ukr,1995,44.92
ukr,1998,50.26
ukr,1999,45.59
ukr,2001,42.14
ukr,2002,42.87
ukr,2003,41.4
ukr,2014,44.04
ukr,2015,40.57
ukr,2016,38.9
ukr,2017,38.55
ukr,2018,37.16
ukr,2019,40.53
ukr,2020,35.65
ury,1963,81.19
ury,1975,74.44
ury,1984,65.11
ury,1985,54.51
ury,1990,37.79
ury,1991,64.36
ury,1992,64.22
ury,1993,63.61
ury,1994,67.33
ury,1995,67.6
ury,1996,68.31
ury,1998,68.05
ury,1999,66.27
ury,2000,65.98
ury,2001,67.38
ury,2002,63.44
ury,2003,60.04
ury,2004,60.8
ury,2005,60.19
ury,2006,61.82
ury,2007,64.52
ury,2008,61.91
ury,2009,61.97
ury,2010,61.9
ury,2011,62.41
ury,2012,60.95
ury,2013,61.45
ury,2014,60.39
ury,2015,57.14
ury,2016,55.63
ury,2017,54.27
ury,2018,52.68
ury,2019,52.02
ury,2020,46.5
usa,1960,71.7
usa,1961,70.8
usa,1962,70
usa,1963,69.1
usa,1964,68.8
usa,1965,69
usa,1966,69
usa,1967,69.3
usa,1968,68.3
usa,1969,68.8
usa,1970,69.4
usa,1971,69.6
usa,1972,71.3
usa,1973,72.9
usa,1974,73.7
usa,1975,72.4
usa,1976,72.9
usa,1977,74.1
usa,1978,74.9
usa,1979,75
usa,1980,74.4
usa,1981,73.7
usa,1982,72.6
usa,1983,72.5
usa,1984,72.8
usa,1985,73
usa,1986,73
usa,1987,72.3
usa,1988,72.4
usa,1989,73
usa,1990,71.8
usa,1991,70.4
usa,1992,70.5
usa,1993,70.2
usa,1994,70.35
usa,1995,70.38
usa,1996,69
usa,1997,68.45
usa,1998,68.36
usa,1999,68.03
usa,2000,68.59
usa,2001,67.03
usa,2002,65.49
usa,2003,63.86
usa,2004,63.59
usa,2005,62.95
usa,2006,63.32
usa,2007,61.53
usa,2008,61.02
usa,2009,58.47
usa,2010,56.75
usa,2011,56.61
usa,2012,56.53
usa,2013,56.59
usa,2014,56.41
usa,2015,56.18
usa,2016,56.52
usa,2017,56.65
usa,2018,55.9
usa,2019,56.6
usa,2020,54.6
usa,2021,56.51
uzb,2020,25.2
vct,1991,73.08
vct,2001,63.9
ven,1961,76.48
ven,1971,63.93
ven,1977,62.35
ven,1979,62.45
ven,1981,61.34
ven,1982,61.45
ven,1983,59.46
ven,1984,59.9
ven,1985,61.4
ven,1986,61.27
ven,1987,61.03
ven,1988,61.49
ven,1989,62.08
ven,1990,62.22
ven,1991,63.06
ven,1992,61.18
ven,1993,57.36
ven,1994,61.88
ven,1995,63.44
ven,1996,63.4
ven,1997,65.68
ven,1998,66.6
ven,2001,65.26
ven,2002,67.24
ven,2003,65.4
ven,2005,58.41
ven,2006,58.32
ven,2007,57.25
ven,2008,56.64
ven,2009,55.34
ven,2010,54.34
ven,2011,53.08
ven,2012,52.06
ven,2016,46.23
ven,2017,53.55
vgb,1970,87.12
vgb,1980,76.47
vgb,1991,69.29
vir,1980,40.98
vir,1990,50.14
vnm,1989,79.13
vnm,1996,68.4
vnm,1997,65.5
vnm,1998,62.3
vnm,1999,58.8
vnm,2000,55.3
vnm,2001,59.6
vnm,2002,58.1
vnm,2003,57.1
vnm,2004,56.83
vnm,2007,56.96
vnm,2009,61.45
vnm,2010,60.8
vnm,2011,60.22
vnm,2012,58.53
vnm,2013,61.08
vnm,2014,60.8
vnm,2015,62.55
vnm,2016,59.88
vnm,2017,59.91
vnm,2018,58.55
vnm,2019,56.66
vnm,2020,51.77
vut,1979,75.78
vut,1989,81.53
vut,2006,62.15
vut,2009,59.96
vut,2010,46.82
vut,2019,30.52
wsm,1961,69.55
wsm,1966,70.73
wsm,1971,71.02
wsm,1976,66.34
wsm,1981,60.54
wsm,1991,58.65
wsm,2001,48.56
wsm,2012,27.13
wsm,2014,27.14
wsm,2017,38.08
yem,1994,48.31
yem,1999,51.5
yem,2010,49.12
yem,2014,44.84
zaf,1960,25.51
zaf,1970,24.23
zaf,1980,19.09
zaf,1985,18.38
zaf,1991,14.42
zaf,1997,22.1
zaf,1998,25.6
zaf,1999,28.6
zaf,2000,31.92
zaf,2001,31.8
zaf,2002,31.92
zaf,2003,30.62
zaf,2004,28.88
zaf,2005,30.17
zaf,2006,30.04
zaf,2007,30.85
zaf,2008,33.71
zaf,2009,30.84
zaf,2010,28.75
zaf,2011,27.48
zaf,2012,27.81
zaf,2013,27.89
zaf,2014,27.7
zaf,2015,29.47
zaf,2016,29.25
zaf,2017,29.16
zaf,2018,28.22
zaf,2019,28.16
zaf,2020,22.71
zmb,1969,14.62
zmb,1980,57.01
zmb,2000,44.06
zmb,2017,20.48
zmb,2018,18.75
zmb,2019,19.38
zwe,1982,63.17
zwe,1986,61.7
zwe,1987,53.13
zwe,1997,56.99
zwe,1999,56.75
zwe,2004,79.6
zwe,2011,78.26
zwe,2012,53.04
zwe,2014,80.13
zwe,2019,36.13
