geo,time,se_prm_rept_fe_zs
ecu,2015,0.7104
ecu,2016,0.60943
ecu,2017,0.59921
ecu,2018,0.39609
egy,1971,5.74051
egy,1972,4.94809
egy,1973,4.79307
egy,1974,4.68347
egy,1975,7.07254
egy,1976,6.86229
egy,1977,5.10562
egy,1978,8.2798
egy,1979,11.24907
egy,1980,6.68448
egy,1981,8.81591
egy,1982,2.45313
egy,1983,1.70844
egy,1986,1.33414
egy,1997,5.28514
egy,1999,4.64949
egy,2000,4.16351
egy,2001,3.92507
egy,2002,3.82038
egy,2003,3.33227
egy,2004,2.85112
egy,2005,1.5399
egy,2009,2.44807
egy,2010,2.50902
egy,2011,2.54609
egy,2012,2.43259
egy,2013,2.39247
egy,2016,2.22472
egy,2017,1.68374
egy,2018,1.5049
eri,1992,35.93416
eri,1993,29.02278
eri,1994,22.78123
eri,1995,21.30375
eri,1996,22.81856
eri,1997,22.34369
eri,1999,20.82358
eri,2000,19.97668
eri,2001,14.05901
eri,2002,17.94854
eri,2003,21.47132
eri,2004,22.22249
eri,2005,12.70282
eri,2006,13.50301
eri,2007,14.17649
eri,2008,14.64572
eri,2009,12.79237
eri,2010,13.29614
eri,2011,10.2784
eri,2012,11.51754
eri,2013,10.1978
eri,2015,5.45407
eri,2017,6.68716
eri,2018,6.96954
esp,1981,5.52495
esp,1982,5.88687
esp,1983,5.36611
esp,1984,4.35582
esp,1985,4.07714
esp,1986,4.10083
esp,1987,5.29576
esp,1988,2.47407
esp,1989,3.53393
esp,1990,3.27158
esp,1993,3.29814
esp,1994,2.12623
esp,2004,1.85427
esp,2006,2.35393
esp,2007,2.06065
esp,2008,2.26449
esp,2009,2.30427
esp,2010,2.27715
esp,2011,2.15209
esp,2012,2.05069
esp,2013,2.10358
esp,2014,2.00084
esp,2015,1.89717
esp,2016,2.55248
esp,2017,2.11138
est,1993,1.48713
est,1994,1.38244
est,1995,1.73204
est,1996,1.47623
est,1998,1.40891
est,1999,1.3526
est,2000,1.22151
est,2001,1.25492
est,2002,1.01781
est,2003,1.12975
est,2004,0.97277
est,2005,0.80004
est,2006,1.26884
est,2007,0
est,2008,0.45569
est,2009,0.34963
est,2010,0.33507
est,2011,0.3495
est,2012,0.37394
est,2013,0.36746
est,2014,0.3308
est,2015,0.32025
est,2016,0.34783
est,2017,0.34663
eth,1982,13.99135
eth,1987,11.22962
eth,1988,12.66443
eth,1989,10.75746
eth,1994,10.37881
eth,1995,10.79625
eth,1996,11.6979
eth,1997,8.99749
eth,1999,11.85972
eth,2000,13.00496
eth,2001,13.49632
eth,2002,14.1285
eth,2003,14.91662
eth,2004,10.88724
eth,2005,6.47638
eth,2006,5.92773
eth,2007,5.42109
eth,2008,5.08126
eth,2009,6.09928
eth,2010,8.33703
eth,2011,10.04689
eth,2012,8.30429
eth,2014,7.42551
eth,2015,6.69267
fin,1987,0.22511
fin,1988,0.23982
fin,1989,0.22972
fin,1990,0.24136
fin,1991,0.2275
fin,1992,0.23277
fin,1993,0.20153
fin,1994,0.24171
fin,1995,0.22181
fin,1996,0.24212
fin,1998,0.23446
fin,1999,0.28532
fin,2000,0.30374
fin,2001,0.34875
fin,2002,0.31335
fin,2003,0.32748
fin,2004,0.32832
fin,2005,0.28676
fin,2006,0.30914
fin,2007,0.3027
fin,2008,0.27944
fin,2009,0.27974
fin,2010,0.28255
fin,2011,0.28045
fin,2012,0.26207
fin,2013,0.22568
fin,2014,0.21617
fin,2015,0.20381
fin,2016,0.17899
fin,2017,0.17198
fji,1980,3.77315
fji,1981,3.09563
fji,1983,3.07779
fji,1984,2.55138
fji,1985,2.25404
fji,1986,2.19982
fji,2004,1.54149
fji,2006,1.73108
fji,2008,1.34119
fji,2009,0.80498
fji,2011,0.46437
fji,2012,0.36364
fji,2013,0.16491
fji,2015,0.38413
fji,2016,0.37892
fra,1971,12.03329
fra,1972,11.0812
gab,1972,32.21597
gab,1973,36.32329
gab,1975,34.14527
gab,1976,34.39174
gab,1977,33.67615
gab,1978,34.75373
gab,1979,35.46772
gab,1980,34.786
gab,1981,34.36864
gab,1982,33.64866
gab,1983,32.64778
gab,1984,32.65851
gab,1987,35.12246
gab,1988,31.22836
gab,1989,33.26073
gab,1992,33.60882
gab,1995,37.60766
gab,1996,34.19906
gab,1997,33.76851
gab,2001,35.5604
gab,2002,33.66381
gab,2003,33.66286
gbr,1991,0
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
geo,2000,0.2002
geo,2001,0.10719
geo,2002,0.16833
geo,2003,0.13849
geo,2004,0.15833
geo,2005,0.19777
geo,2008,0.21382
geo,2009,0.07486
geo,2010,0.09185
geo,2012,0.19919
geo,2013,0.19144
geo,2014,0.16016
geo,2015,0.21454
geo,2016,0.22995
geo,2017,0.1885
geo,2018,0.3322
gha,1971,3.5292
gha,1972,3.92462
gha,1974,3.55019
gha,1975,2.88243
gha,1976,2.40923
gha,1977,2.47232
gha,1978,2.38217
gha,1979,2.17237
gha,1980,2.38759
gha,1981,2.17548
gha,1991,2.95237
gha,1992,3.07782
gha,1999,4.10518
gha,2000,4.84457
gha,2001,5.04368
gha,2002,6.68761
gha,2003,5.63675
gha,2004,5.55924
gha,2005,5.67619
gha,2006,5.95635
gha,2007,5.98684
gha,2008,5.97126
gha,2009,4.00104
gha,2011,2.62715
gha,2012,2.72705
gha,2013,2.51804
gha,2014,2.56582
gha,2015,1.91065
gha,2017,1.7684
gha,2018,1.69284
gib,2016,0
gib,2017,0
gin,1984,21.78803
gin,1985,26.26842
gin,1986,30.82107
gin,1987,27.32286
gin,1988,26.75228
gin,1989,23.89608
gin,1990,20.72683
gin,1991,22.96641
gin,1992,22.47241
gin,1993,23.40163
gin,1994,24.35999
gin,1995,24.08476
gin,1998,29.24228
gin,1999,27.35555
gin,2000,23.9267
gin,2001,21.21097
gin,2002,22.3752
gin,2003,21.01302
gin,2004,10.9979
gin,2005,8.96356
gin,2006,9.04994
gin,2007,9.50865
gin,2008,15.89663
gin,2009,16.10908
gin,2010,17.64227
gin,2011,14.489
gin,2012,14.42671
gin,2013,14.30039
gin,2014,13.8951
gin,2016,12.00731
gmb,1971,10.9503
gmb,1972,9.80538
gmb,1973,11.30148
gmb,1974,10.29367
gmb,1975,9.49623
gmb,1976,9.76864
gmb,1977,25.14876
gmb,1978,18.34061
gmb,1979,15.87635
gmb,1980,13.20346
gmb,1981,12.01231
gmb,1982,11.19914
gmb,1983,12.05718
gmb,1984,9.97519
gmb,1985,11.46615
gmb,1986,14.91856
gmb,1987,14.87735
gmb,1989,16.20883
gmb,1992,15.05289
gmb,1993,13.50647
gmb,1994,13.27414
gmb,1995,12.90216
gmb,1996,12.36958
gmb,1997,13.32465
gmb,1999,9.08998
gmb,2000,8.45341
gmb,2001,8.73978
gmb,2002,8.74926
gmb,2003,5.79395
gmb,2004,5.27202
gmb,2005,6.66055
gmb,2006,5.28943
gmb,2007,5.53626
gmb,2008,5.31793
gmb,2010,3.06964
gmb,2011,2.87389
gmb,2012,2.53949
gmb,2013,3.33084
gmb,2014,3.60282
gmb,2015,5.02861
gmb,2016,4.82866
gnb,1979,32.66304
gnb,1980,34.79345
gnb,1981,30.18387
gnb,1982,30.91055
gnb,1983,32.72466
gnb,1984,31.31807
gnb,1987,42.07059
gnb,1988,42.6127
gnb,2000,24.46736
gnb,2010,14.22023
gnq,1994,24.70439
gnq,2000,14.94737
gnq,2005,25.58984
gnq,2008,21.71111
gnq,2009,21.27617
gnq,2010,18.97431
gnq,2011,18.14444
gnq,2012,17.04044
gnq,2015,17.43976
grc,1971,4.31122
grc,1972,4.22161
grc,1973,3.77031
grc,1974,3.30197
grc,1975,2.91387
grc,1976,2.35113
grc,1977,1.91784
grc,1978,1.55163
grc,1979,1.20488
grc,1980,1.03309
grc,1981,0.87264
grc,1982,0.09712
grc,1983,0.16202
grc,1984,0.16084
grc,1985,0.12815
grc,1986,0.13887
grc,1987,0.13693
grc,1988,0.0444
grc,1989,0.02802
grc,1992,0.1022
grc,1998,0
grc,1999,0
grc,2000,0
grc,2001,0
grc,2002,0
grc,2003,0
grc,2004,0
grc,2005,0.49929
grc,2006,0.53605
grc,2007,0.57248
grc,2010,0.60849
grc,2011,0.68991
grc,2012,0.62424
grc,2013,0.66877
grc,2014,0.63107
grc,2015,0.69281
grc,2016,0.5713
grc,2017,0.71388
grd,1978,9.83152
grd,1979,9.68945
grd,1983,4.48695
grd,1984,4.86212
grd,1999,1.98547
grd,2002,2.21376
grd,2003,2.05247
grd,2004,2.05435
grd,2005,3.00028
grd,2007,1.74836
grd,2008,1.96464
grd,2009,2.13904
grd,2010,2.41851
grd,2013,0.27504
grd,2017,2.05265
grd,2018,1.60327
gtm,1976,13.98336
gtm,1977,15.01855
gtm,1978,14.80007
gtm,1993,15.6073
gtm,1996,14.4998
gtm,1999,13.75614
gtm,2000,13.72366
gtm,2001,13.5163
gtm,2002,13.36665
gtm,2004,12.52383
gtm,2005,11.60376
gtm,2006,11.14363
gtm,2007,11.1586
gtm,2008,11.33457
gtm,2009,9.9209
gtm,2010,11.08326
gtm,2011,10.14405
gtm,2012,11.08295
gtm,2013,9.47854
gtm,2014,8.25112
gtm,2015,8.62043
gtm,2016,5.3786
gtm,2017,8.19403
gtm,2018,7.76429
guy,1971,8.513
guy,1972,10.20876
guy,1973,9.12352
guy,1974,9.62649
guy,1976,7.76224
guy,1977,6.91199
guy,1978,7.12127
guy,1979,6.09561
guy,1980,7.71496
guy,1982,3.43307
guy,1987,5.38891
guy,1992,5.0495
guy,1993,3.9475
guy,1995,3.4161
guy,1996,3.27429
guy,1997,3.49029
guy,1999,2.5348
guy,2000,2.08731
guy,2001,1.31017
guy,2003,1.14981
guy,2005,0.75346
guy,2006,0.98329
guy,2007,1.20339
guy,2008,0.62378
guy,2009,0.74618
guy,2010,0.4256
hkg,1980,3.2869
hkg,1981,2.73267
hkg,1982,2.80314
hkg,1983,2.3702
hkg,1984,1.88665
hkg,1985,1.64403
hkg,2003,0.69655
hkg,2004,0.67189
hkg,2005,0.71425
hkg,2006,0.73308
hkg,2007,0.73882
hkg,2008,0.74186
hkg,2009,0.71105
hkg,2010,0.65761
hkg,2011,0.61397
hkg,2012,0.60458
hkg,2013,0.52007
hkg,2014,0.51177
hkg,2015,0.48348
hkg,2016,0.41943
hkg,2017,0.41026
hkg,2018,0.36839
hnd,1980,15.37951
hnd,1982,15.07181
hnd,1984,14.53493
hnd,1991,13.16906
hnd,1992,12.6255
hnd,1993,10.60337
hnd,1994,10.89291
hnd,1995,9.98804
hnd,1996,9.21786
hnd,1997,8.77723
hnd,1998,8.71521
hnd,2003,7.67788
hnd,2004,7.48022
hnd,2005,8.10025
hnd,2006,6.45408
hnd,2007,7.05639
hnd,2008,4.53371
hnd,2009,3.62785
hnd,2010,0.65648
hnd,2011,3.85557
hnd,2012,3.91696
hnd,2013,3.41902
hnd,2014,1.34691
hnd,2016,0.94096
hnd,2017,1.57925
hrv,1995,0.47402
hrv,1996,0.44116
hrv,1997,0.37327
hrv,1998,0.40809
hrv,1999,0.34929
hrv,2000,0.38491
hrv,2001,0.41905
hrv,2002,0.33031
hrv,2003,0.31913
hrv,2005,0.2165
hrv,2006,0.24808
hrv,2007,0.23803
hrv,2008,0.27015
hrv,2009,0.1723
hrv,2010,0.23925
hrv,2011,0.20188
hrv,2012,0.22496
hrv,2013,0.16527
hrv,2014,0.17679
hrv,2015,0.13161
hrv,2016,0.11853
hrv,2017,0.10195
hti,1979,22.49697
hti,1980,20.72512
hti,1982,15.12284
hti,1983,12.96948
hti,1985,13.28683
hti,1986,9.48275
hti,1997,16.64743
hun,1976,2.52995
hun,1977,2.08698
hun,1978,1.89796
hun,1979,1.84318
hun,1980,2.07758
hun,1981,2.01142
hun,1982,2.19226
hun,1983,2.24531
hun,1984,2.38851
hun,1985,2.54394
hun,1986,2.6139
hun,1987,2.66688
hun,1988,2.72969
hun,1989,2.48064
hun,1990,2.45165
hun,1997,2.19137
hun,1998,2.29123
hun,1999,2.17687
hun,2000,2.11665
hun,2001,2.03442
hun,2002,2.02141
hun,2003,1.95082
hun,2004,1.74714
hun,2005,1.67184
hun,2006,1.54874
hun,2007,1.57318
hun,2008,1.41737
hun,2009,1.574
hun,2010,1.53492
hun,2011,1.45196
hun,2012,1.51797
hun,2013,1.44382
hun,2014,1.40202
hun,2015,1.37916
hun,2016,1.39517
hun,2017,1.28759
idn,1995,7.38841
idn,1996,7.01439
idn,1997,6.00173
idn,1999,6.2178
idn,2000,6.2118
idn,2001,6.15778
idn,2002,5.1141
idn,2003,3.76843
idn,2004,2.89004
idn,2005,3.19399
idn,2006,2.86538
idn,2007,2.65043
idn,2008,2.19344
idn,2009,2.71614
idn,2010,2.71795
idn,2011,2.91999
idn,2012,2.71602
idn,2013,1.8094
idn,2014,2.03958
idn,2015,1.14939
idn,2016,1.22026
idn,2017,0.96458
idn,2018,0.9885
ind,1971,21.36692
ind,1974,17.49695
ind,1987,3.91069
ind,1988,3.95456
ind,1995,3.9339
ind,1999,4.07476
ind,2000,4.07988
ind,2001,3.70901
ind,2002,3.66448
ind,2003,3.60952
ind,2007,3.48472
ind,2008,3.51304
ind,2011,4.95487
ind,2012,2.59609
ind,2013,2.12174
ind,2014,1.29181
ind,2015,0.73716
ind,2016,0.5095
ind,2017,0.55693
ind,2018,0.58136
irl,1992,1.86387
irl,1993,1.71253
irl,1994,1.71473
irl,1995,1.57656
irl,1998,1.69143
irl,1999,1.62119
irl,2000,1.52307
irl,2001,1.38259
irl,2002,1.09304
irl,2003,0.93959
irl,2004,0.87333
irl,2005,0.72061
irl,2006,0.68007
irl,2007,0.64467
irl,2008,0.62608
irl,2009,0.58026
irl,2010,0.58905
irl,2011,0.57949
irl,2013,0.46041
irl,2014,0.37124
irl,2015,0.38458
irl,2016,0.29861
irl,2017,0.39963
irn,1971,6.53689
irn,1987,9.42735
irn,1988,8.52971
irn,1989,8.6101
irn,1990,8.13292
irn,1991,7.79729
irn,1992,7.97039
irn,1993,5.86119
irn,1994,5.72577
irn,1995,5.55664
irn,1997,4.25007
irn,2000,4.0612
irn,2001,3.66191
irn,2002,3.2834
irn,2003,2.85666
irn,2004,1.88951
irn,2005,1.84109
irn,2006,1.93927
irn,2007,2.23944
irn,2008,1.73889
irn,2009,1.30956
irn,2010,1.30748
irn,2011,1.2496
irn,2012,1.17741
irn,2013,0.90543
irn,2014,1.01407
irn,2015,1.10472
irn,2016,1.0969
irn,2017,1.12965
irq,1971,21.60441
irq,1972,20.26068
irq,1973,18.74475
irq,1974,18.11642
irq,1975,17.03215
irq,1976,15.18949
irq,1977,13.41532
irq,1978,10.43614
irq,1980,9.03065
irq,1983,21.26761
irq,1985,20.9249
irq,1986,18.94035
irq,1987,18.63289
irq,1988,17.21813
irq,1989,16.34214
irq,1993,13.47709
irq,1999,9.22158
irq,2000,9.973
irq,2004,6.52624
irq,2007,14.35219
isl,1998,0
isl,1999,0
isl,2000,0
isl,2001,0
isl,2002,0
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isr,2002,0.91637
isr,2003,0.99852
isr,2004,0.86096
isr,2005,0.81357
isr,2006,0.79249
isr,2007,0.72739
isr,2008,0.82748
isr,2009,0.82717
isr,2010,0.78721
isr,2011,0.86775
isr,2012,0.81381
isr,2013,1.01755
isr,2014,0.88588
isr,2015,0.63093
isr,2016,0.63673
isr,2017,0.47044
ita,1971,6.22976
ita,1972,5.02632
ita,1973,4.45442
ita,1974,3.74758
ita,1975,3.18763
ita,1976,2.40565
ita,1977,2.03571
ita,1978,1.73963
ita,1979,1.0615
ita,1980,1.03744
ita,1981,0.95175
ita,1982,1.06766
ita,1983,0.96594
ita,1984,0.90663
ita,1985,0.79395
ita,1986,0.7647
ita,1987,0.73333
ita,1988,0.72021
ita,1989,0.68536
ita,1990,0.65
ita,1992,0.52066
ita,1994,0.45041
ita,1995,0.40241
ita,1996,0.31982
ita,1997,0.32483
ita,1999,0.27963
ita,2000,0.32085
ita,2001,0.24784
ita,2002,0.2162
ita,2003,0.2283
ita,2004,0.22526
ita,2005,0.16527
ita,2006,0.15703
ita,2007,0.17884
ita,2008,0.19918
ita,2009,0.23078
ita,2010,0.21443
ita,2011,0.24256
ita,2012,0.21713
ita,2013,0.16116
ita,2014,0.28817
ita,2015,0.28856
ita,2016,0.29556
ita,2017,0.27518
jam,1976,3.18428
jam,1977,3.89297
jam,1979,3.79192
jam,1980,3.59059
jam,1981,3.56523
jam,1984,4.41479
jam,1987,3.49291
jam,1988,3.12676
jam,1989,2.91519
jam,1990,3.38163
jam,1991,3.68736
jam,1993,3.21691
jam,2000,3.51253
jam,2001,3.6638
jam,2002,2.56846
jam,2004,2.2688
jam,2005,2.26851
jam,2007,2.49913
jam,2008,2.63534
jam,2009,3.02524
jam,2010,2.57398
jam,2011,2.60419
jam,2012,2.59658
jam,2013,2.6709
jam,2014,2.81266
jam,2015,2.51761
jam,2016,2.54487
jam,2017,2.36472
jam,2018,2.36049
jor,1972,6.07392
jor,1973,6.5305
jor,1974,4.01172
jor,1975,4.55663
jor,1976,4.29947
jor,1977,4.88098
jor,1978,4.17676
jor,1979,2.79752
jor,1980,3.03562
jor,1981,3.25656
jor,1982,4.01305
jor,1983,4.46648
jor,1984,4.5189
jor,1985,4.51771
jor,1987,6.15649
jor,1988,6.22254
jor,1989,5.31748
jor,1990,4.79464
jor,1991,4.38043
jor,1992,4.57916
jor,1993,3.81542
jor,1994,1.51794
jor,1996,1.16931
jor,1999,0.73618
jor,2000,0.64153
jor,2002,0.50466
jor,2003,0.44531
jor,2004,1.06232
jor,2005,0.98633
jor,2006,1.13821
jor,2007,1.09381
jor,2008,0.60019
jor,2011,0.55623
jor,2012,0.54082
jor,2013,0.48763
jor,2014,0.43573
jor,2016,1.24987
jor,2017,1.19272
jor,2018,1.07954
jpn,2015,0
kaz,1994,0.9308
kaz,1995,0.27606
kaz,2000,0.13189
kaz,2001,0.13177
kaz,2002,0.10451
kaz,2003,0.08297
kaz,2004,0.07573
kaz,2005,0.06586
kaz,2006,0.06734
kaz,2007,0.05599
kaz,2008,0.05488
kaz,2009,0.05364
kaz,2010,0.04079
kaz,2011,0.03636
kaz,2012,0.03209
kaz,2013,0.03646
kaz,2014,0.03127
kaz,2015,0.01665
kaz,2016,0.03565
kaz,2017,0.02574
kaz,2018,0.03295
kaz,2019,0.02863
ken,1970,3.71895
ken,1971,3.80823
ken,1972,4.0165
ken,1973,4.17859
ken,1977,5.72926
ken,1978,6.18328
ken,1980,12.8697
ken,1981,13.13168
ken,2004,5.64296
ken,2005,5.6272
ken,2014,4.74198
ken,2015,3.18067
ken,2016,2.69137
kgz,1999,0.21858
kgz,2000,0.17021
kgz,2001,0.15645
kgz,2002,0.10145
kgz,2003,0.08694
kgz,2004,0.0611
kgz,2005,0.0534
kgz,2006,0.08463
kgz,2007,0.07291
kgz,2008,0.07176
kgz,2009,0.05992
kgz,2010,0.05616
kgz,2011,0.05508
kgz,2012,0.04458
kgz,2013,0.03426
kgz,2014,0.02263
kgz,2015,0.04039
kgz,2016,0.03012
kgz,2017,0.02005
kgz,2018,0.01357
khm,1995,29.83105
khm,1997,26.44778
khm,1998,25.43638
khm,1999,23.12072
khm,2001,15.53949
khm,2002,8.8709
khm,2003,9.25658
khm,2004,9.40222
khm,2005,12.4054
khm,2006,11.39325
khm,2007,10.36674
khm,2008,10.13108
khm,2009,8.95221
khm,2010,7.75135
khm,2011,6.30041
khm,2012,5.05685
khm,2013,4.32386
khm,2014,4.36591
khm,2015,4.2816
khm,2016,5.17727
khm,2017,5.00606
khm,2018,4.97518
kir,1977,4.43579
kir,1978,5.16375
kir,1979,6.49291
kir,1980,4.4293
kir,1981,4.0838
kir,1982,3.91381
kir,1983,2.65315
kir,1984,2.85846
kir,1985,2.82264
kir,1986,1.7738
kir,1987,1.16654
kir,1988,2.09393
kir,1989,1.08544
kir,1990,0.5892
kir,1991,0.5599
kir,1992,0.16447
kir,1993,0.3223
kir,1994,0.13288
kir,1995,0.36975
kir,1996,0.22272
kir,1997,0.18561
kir,2014,1.66167
kir,2016,2.08234
kna,1992,0
kna,2007,1.01573
kna,2008,0.93023
kna,2009,1.86946
kna,2010,1.19741
kna,2011,1.77436
kna,2012,0.76283
kna,2013,0.82143
kna,2014,1.27226
kna,2015,1.32304
kna,2016,1.07887
kor,1971,0.06752
kor,1972,0.09579
kor,1973,0
kor,1974,0
kor,1975,0
kor,1976,0
kor,1977,0
kor,1978,0
kor,1979,0
kor,1980,0
kor,1981,0
kor,1982,0
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,0
kor,1988,0
kor,1989,0
kor,1990,0
kor,1991,0
kor,1992,0
kor,1993,0
kor,1997,0
kor,1998,0
kor,1999,0
kor,2000,0
kor,2001,0
kor,2002,0
kor,2003,0
kor,2004,0.00927
kor,2005,0.00184
kor,2006,0.00172
kor,2007,0.00115
kor,2008,0.0012
kor,2009,0.00174
kor,2010,0.00089
kor,2011,0.00173
kor,2012,0.00148
kor,2013,0.00404
kor,2014,0.00274
kor,2015,0.00198
kor,2016,0.00394
kor,2017,0.00285
kwt,1971,12.16467
kwt,1972,14.20762
kwt,1973,12.65057
kwt,1974,12.29639
kwt,1975,12.367
kwt,1976,11.02174
kwt,1977,8.47376
kwt,1978,7.66463
kwt,1979,6.39444
kwt,1980,7.10482
kwt,1981,6.29202
kwt,1982,5.48369
kwt,1983,5.30682
kwt,1984,6.14403
kwt,1985,5.76236
kwt,1986,5.16068
kwt,1987,5.05263
kwt,1992,3.09174
kwt,1994,4.08278
kwt,1995,3.72134
kwt,1996,3.51456
kwt,1997,3.41369
kwt,1999,3.14248
kwt,2000,3.32303
kwt,2001,3.05753
kwt,2002,2.672
kwt,2003,2.26372
kwt,2004,2.16322
kwt,2005,1.69147
kwt,2007,0.71111
kwt,2010,0.58337
kwt,2011,0.66299
kwt,2012,0.54256
kwt,2013,0.51188
kwt,2016,0.59924
kwt,2017,0.43426
kwt,2018,0.45439
lao,1992,29.29744
lao,1993,25.98368
lao,1994,24.74159
lao,1996,22.34889
lao,1997,21.82083
lao,1998,19.86283
lao,1999,19.12098
lao,2000,17.97591
lao,2001,18.21775
lao,2002,18.5255
lao,2003,18.36875
lao,2004,18.49668
lao,2005,17.86871
lao,2006,16.96307
lao,2007,15.74935
lao,2008,15.61991
lao,2009,14.51703
lao,2010,12.77486
lao,2011,11.31835
lao,2012,9.57738
lao,2013,8.08266
lao,2014,6.09274
lao,2015,5.18039
lao,2016,4.21177
lao,2017,3.44878
lao,2018,3.37168
lbn,1998,10.65262
lbn,1999,7.63732
lbn,2000,7.19608
lbn,2001,5.81395
lbn,2002,7.18959
lbn,2003,7.89481
lbn,2004,8.74863
lbn,2005,8.37355
lbn,2006,7.81942
lbn,2007,7.65916
lbn,2008,7.23429
lbn,2009,7.29214
lbn,2010,6.72947
lbn,2011,7.71217
lbn,2012,6.80311
lbn,2013,6.63844
lbn,2014,6.8562
lbn,2015,6.2447
lbn,2016,6.11769
lbn,2017,5.67622
lbn,2018,4.88798
lbr,1978,12.36208
lbr,2006,6.88496
lbr,2008,6.8953
lbr,2009,5.78375
lbr,2011,6.87671
lbr,2014,6.49346
lbr,2015,4.61415
lbr,2017,7.23619
lby,1972,3.80178
lby,1973,6.0652
lby,1974,5.45711
lby,1975,7.5938
lby,1976,15.85183
lby,1977,13.72076
lby,1978,13.59132
lby,1979,12.98553
lby,1980,12.66095
lby,1981,7.97724
lby,1983,8.26922
lca,1983,3.22067
lca,1984,6.32759
lca,1990,0
lca,1991,0
lca,1993,0
lca,2002,1.96544
lca,2003,1.9357
lca,2004,2.10252
lca,2005,2.55784
lca,2006,1.72384
lca,2007,1.99701
lca,2008,1.63376
lca,2009,1.6468
lca,2010,2.14421
lca,2011,1.63723
lca,2012,1.80322
lca,2013,1.90875
lca,2014,1.6599
lca,2016,2.2011
lca,2017,2.85388
lca,2018,2.20924
lie,2003,0
lie,2004,0
lie,2005,0
lie,2006,0
lie,2007,0
lie,2008,0
lie,2009,0
lie,2010,0
lie,2011,0
lie,2012,0
lie,2014,3.46639
lie,2015,3.125
lie,2016,2.89079
lie,2017,4.46137
lka,1970,19.66713
lka,1983,8.69964
lka,1985,8.82299
lka,1986,6.60102
lka,1987,7.62271
lka,1989,6.1647
lka,1990,6.84706
lka,1991,6.3009
lka,1992,5.76777
lka,1998,4.1994
lka,2001,1.15538
lka,2003,0.6808
lka,2005,0.74237
lka,2006,0.82297
lka,2007,0.64532
lka,2008,0.65594
lka,2009,0.73678
lka,2010,0.62507
lka,2011,0.60391
lka,2012,0.70393
lka,2013,0.70166
lka,2014,0.86471
lka,2015,0.87663
lka,2016,0.78329
lka,2017,0.96104
lso,1972,21.74428
lso,1973,18.56827
lso,1974,5.82316
lso,1975,6.12912
lso,1976,7.78108
lso,1977,14.22026
lso,1978,15.18076
lso,1979,15.95142
lso,1980,19.72092
lso,1981,20.98334
lso,1982,22.3899
lso,1983,23.04906
lso,1984,22.40621
lso,1985,21.07601
lso,1986,21.68144
lso,1987,20.61403
lso,1988,19.99519
lso,1989,19.72861
lso,1990,19.23942
lso,1991,19.66255
lso,1992,18.60388
lso,1993,17.14978
lso,1994,15.99543
lso,1995,15.95688
lso,1996,17.67603
lso,1997,17.27691
lso,1998,17.42929
lso,1999,17.91862
lso,2000,16.42907
lso,2001,17.27592
lso,2002,18.57291
lso,2003,18.79018
lso,2004,15.60258
lso,2005,16.98657
lso,2006,17.56734
lso,2007,17.6435
lso,2008,17.83669
lso,2009,16.72769
lso,2010,16.53308
lso,2011,15.16255
lso,2012,13.7427
lso,2013,11.48943
lso,2014,7.52778
lso,2015,7.1643
lso,2016,7.52215
ltu,1995,1.23254
ltu,1996,0.82505
ltu,1997,0.78301
ltu,1999,0.51493
ltu,2000,0.51309
ltu,2001,0.46425
ltu,2002,0.42973
ltu,2003,0.43891
ltu,2004,0.43556
ltu,2005,0.46078
ltu,2006,0.46832
ltu,2007,0.52378
ltu,2008,0.51052
ltu,2009,0.43009
ltu,2010,0.38038
ltu,2011,0.38718
ltu,2012,0.39186
ltu,2013,0.33598
ltu,2014,0.40192
ltu,2015,0.34052
ltu,2016,0.36606
ltu,2017,0.3724
lux,1975,5.38209
lux,1976,5.47415
lux,1977,5.16929
lux,1978,4.96186
lux,1979,5.19596
lux,1983,4.96878
lux,2001,3.65824
lux,2004,3.76832
lux,2005,3.85877
lux,2006,3.59824
lux,2007,3.31377
lux,2008,3.60624
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,3.04394
lux,2014,3.26926
lux,2015,3.55283
lux,2016,3.47646
lux,2017,3.28559
lva,1999,1.31977
lva,2000,1.16265
lva,2001,1.22449
lva,2002,1.14545
lva,2003,1.28854
lva,2004,1.60484
lva,2005,1.90726
lva,2006,1.78004
lva,2007,1.8254
lva,2008,1.89988
lva,2009,1.52379
lva,2010,1.56976
lva,2011,1.772
lva,2012,1.12635
lva,2013,0.74333
lva,2014,0.57007
lva,2015,0.49801
lva,2016,0.56566
lva,2017,0.47558
mac,1990,6.02024
mac,1992,5.90268
mac,1993,8.14072
mac,1999,5.11815
mac,2000,5.45121
mac,2001,5.40515
mac,2002,4.82534
mac,2003,5.07335
mac,2004,4.149
mac,2005,4.05807
mac,2006,4.19132
mac,2007,4.0202
mac,2008,4.43748
mac,2009,4.60425
mac,2010,4.33629
mac,2011,4.19784
mac,2012,3.11054
