geo,time,se_prm_rept_ma_zs
ecu,2015,0.9362
ecu,2016,0.7958
ecu,2017,0.75872
ecu,2018,0.54294
egy,1971,3.72787
egy,1972,5.33363
egy,1973,5.05745
egy,1974,4.84661
egy,1975,7.07138
egy,1976,6.58725
egy,1977,5.13046
egy,1978,5.91964
egy,1979,6.65384
egy,1980,6.80756
egy,1981,7.21599
egy,1982,2.79999
egy,1983,2.3121
egy,1986,1.62615
egy,1997,7.47749
egy,1999,7.13639
egy,2000,6.67656
egy,2001,6.38525
egy,2002,6.31636
egy,2003,5.60021
egy,2004,5.01107
egy,2005,2.70062
egy,2009,4.1567
egy,2010,4.35415
egy,2011,4.33835
egy,2012,4.17539
egy,2013,3.95152
egy,2016,3.9763
egy,2017,2.96557
egy,2018,2.68654
eri,1992,29.04373
eri,1993,22.02162
eri,1994,17.8784
eri,1995,17.00363
eri,1996,15.11714
eri,1997,18.90813
eri,1999,18.22563
eri,2000,18.89372
eri,2001,13.69027
eri,2002,17.10801
eri,2003,20.11245
eri,2004,20.63961
eri,2005,13.03764
eri,2006,13.86693
eri,2007,14.94399
eri,2008,16.03133
eri,2009,14.3885
eri,2010,15.81602
eri,2011,12.15895
eri,2012,13.4021
eri,2013,11.99888
eri,2015,6.52205
eri,2017,8.81665
eri,2018,9.07107
esp,1981,7.24869
esp,1982,7.84216
esp,1983,6.80273
esp,1984,5.82368
esp,1985,5.51617
esp,1986,5.65342
esp,1987,6.97929
esp,1988,3.56386
esp,1989,3.17672
esp,1990,4.29508
esp,1993,4.90341
esp,1994,3.2357
esp,2004,2.62385
esp,2006,3.23003
esp,2007,2.88628
esp,2008,3.02911
esp,2009,3.07006
esp,2010,2.98598
esp,2011,2.88179
esp,2012,2.73784
esp,2013,2.77512
esp,2014,2.61194
esp,2015,2.47187
esp,2016,3.41094
esp,2017,2.8595
est,1993,4.08108
est,1994,3.7938
est,1995,4.69794
est,1996,4.04126
est,1998,3.53994
est,1999,3.52872
est,2000,3.36864
est,2001,3.1655
est,2002,2.89988
est,2003,3.29368
est,2004,2.98977
est,2005,2.26308
est,2006,2.93485
est,2007,0
est,2008,1.294
est,2009,0.92921
est,2010,0.8241
est,2011,0.94212
est,2012,0.69992
est,2013,0.68629
est,2014,0.75006
est,2015,0.69726
est,2016,0.707
est,2017,0.65798
eth,1982,11.16638
eth,1987,8.49241
eth,1988,9.87125
eth,1989,8.06502
eth,1994,7.53176
eth,1995,7.46555
eth,1996,8.59371
eth,1997,7.18692
eth,1999,9.78891
eth,2000,12.62786
eth,2001,13.25976
eth,2002,13.58872
eth,2003,14.27586
eth,2004,11.52215
eth,2005,7.93153
eth,2006,7.30849
eth,2007,6.57392
eth,2008,6.16246
eth,2009,7.14443
eth,2010,6.69292
eth,2011,7.09652
eth,2012,9.1627
eth,2014,7.80245
eth,2015,7.04709
fin,1987,0.5116
fin,1988,0.52732
fin,1989,0.51718
fin,1990,0.51126
fin,1991,0.49736
fin,1992,0.52066
fin,1993,0.50247
fin,1994,0.50758
fin,1995,0.5151
fin,1996,0.51719
fin,1998,0.50124
fin,1999,0.57467
fin,2000,0.61481
fin,2001,0.65451
fin,2002,0.61397
fin,2003,0.56972
fin,2004,0.5401
fin,2005,0.61264
fin,2006,0.54682
fin,2007,0.5646
fin,2008,0.53023
fin,2009,0.52817
fin,2010,0.53629
fin,2011,0.49292
fin,2012,0.48595
fin,2013,0.47727
fin,2014,0.43157
fin,2015,0.38144
fin,2016,0.33147
fin,2017,0.31595
fji,1980,5.38188
fji,1981,4.75391
fji,1983,4.36308
fji,1984,3.73173
fji,1985,3.57232
fji,1986,3.43862
fji,2004,2.71937
fji,2006,2.70266
fji,2008,2.01752
fji,2009,1.33351
fji,2011,0.74665
fji,2012,0.69619
fji,2013,0.22366
fji,2015,0.36524
fji,2016,0.36088
fra,1971,14.27809
fra,1972,13.30692
gab,1972,33.80706
gab,1973,37.67984
gab,1975,35.15991
gab,1976,33.69393
gab,1977,33.80653
gab,1978,34.87755
gab,1979,34.78351
gab,1980,35.99645
gab,1981,35.27868
gab,1982,34.02676
gab,1983,32.34608
gab,1984,33.49954
gab,1987,36.53924
gab,1988,31.33326
gab,1989,34.23753
gab,1992,33.19442
gab,1995,40.18084
gab,1996,35.52566
gab,1997,35.18507
gab,2001,37.39794
gab,2002,35.13174
gab,2003,35.13275
gbr,1991,0
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
geo,2000,0.33072
geo,2001,0.45223
geo,2002,0.45839
geo,2003,0.22809
geo,2004,0.36046
geo,2005,0.35905
geo,2008,0.37058
geo,2009,0.1084
geo,2010,0.10389
geo,2012,0.23629
geo,2013,0.22796
geo,2014,0.25509
geo,2015,0.29717
geo,2016,0.3301
geo,2017,0.30724
geo,2018,0.44216
gha,1971,3.16648
gha,1972,3.56906
gha,1974,3.1745
gha,1975,2.60977
gha,1976,2.17174
gha,1977,2.19788
gha,1978,2.09286
gha,1979,1.89958
gha,1980,2.18948
gha,1981,1.97311
gha,1991,2.84786
gha,1992,3.07165
gha,1999,4.2887
gha,2000,5.12735
gha,2001,5.36213
gha,2002,7.00835
gha,2003,6.13778
gha,2004,5.82896
gha,2005,5.97058
gha,2006,6.73694
gha,2007,7.02635
gha,2008,7.01759
gha,2009,3.55963
gha,2011,2.46698
gha,2012,2.80726
gha,2013,2.58389
gha,2014,2.73969
gha,2015,2.03426
gha,2017,1.84507
gha,2018,1.91879
gib,2016,0
gib,2017,0
gin,1984,17.54858
gin,1985,23.23273
gin,1986,25.40208
gin,1987,23.77175
gin,1988,23.07033
gin,1989,18.62006
gin,1990,17.37555
gin,1991,18.40636
gin,1992,18.45659
gin,1993,19.33618
gin,1994,20.63597
gin,1995,20.95071
gin,1998,27.03973
gin,1999,25.46699
gin,2000,22.85572
gin,2001,19.58396
gin,2002,19.69077
gin,2003,19.83531
gin,2004,10.07926
gin,2005,8.44913
gin,2006,8.26236
gin,2007,8.71157
gin,2008,15.05918
gin,2009,14.67737
gin,2010,15.60057
gin,2011,11.13041
gin,2012,14.01425
gin,2013,13.87482
gin,2014,13.42573
gin,2016,11.33928
gmb,1971,14.59332
gmb,1972,12.90189
gmb,1973,14.0364
gmb,1974,13.90424
gmb,1975,11.25333
gmb,1976,10.76119
gmb,1977,23.31288
gmb,1978,18.52488
gmb,1979,15.9207
gmb,1980,13.85933
gmb,1981,12.52796
gmb,1982,12.22319
gmb,1983,12.53955
gmb,1984,13.94761
gmb,1985,13.93693
gmb,1986,17.36591
gmb,1987,17.02011
gmb,1989,18.81107
gmb,1992,16.64156
gmb,1993,14.90307
gmb,1994,13.41593
gmb,1995,13.66323
gmb,1996,12.97136
gmb,1997,12.90987
gmb,1999,9.23633
gmb,2000,8.59677
gmb,2001,8.48517
gmb,2002,8.43963
gmb,2003,5.71603
gmb,2004,5.10781
gmb,2005,6.12215
gmb,2006,5.46261
gmb,2007,5.95725
gmb,2008,5.5311
gmb,2010,2.92834
gmb,2011,2.82017
gmb,2012,2.71061
gmb,2013,3.51501
gmb,2014,3.82436
gmb,2015,5.57608
gmb,2016,5.58187
gnb,1979,28.44209
gnb,1980,30.49746
gnb,1981,28.28202
gnb,1982,27.95771
gnb,1983,30.38268
gnb,1984,29.38721
gnb,1987,40.33271
gnb,1988,41.5806
gnb,2000,23.60844
gnb,2010,13.92539
gnq,1994,24.79029
gnq,2000,9.70352
gnq,2005,25.53996
gnq,2008,23.30039
gnq,2009,22.9723
gnq,2010,21.36093
gnq,2011,20.3453
gnq,2012,19.10968
gnq,2015,19.56837
grc,1971,6.04821
grc,1972,6.11174
grc,1973,5.30419
grc,1974,4.61069
grc,1975,3.95326
grc,1976,3.35268
grc,1977,2.69841
grc,1978,2.14391
grc,1979,1.67165
grc,1980,1.56535
grc,1981,1.26471
grc,1982,0.17285
grc,1983,0.23163
grc,1984,0.23505
grc,1985,0.20418
grc,1986,0.18675
grc,1987,0.15902
grc,1988,0.04674
grc,1989,0.00478
grc,1992,0.10913
grc,1998,0
grc,1999,0
grc,2000,0
grc,2001,0
grc,2002,0
grc,2003,0
grc,2004,0
grc,2005,0.66559
grc,2006,0.67335
grc,2007,0.76224
grc,2010,0.79584
grc,2011,0.87976
grc,2012,0.87386
grc,2013,0.82904
grc,2014,0.78906
grc,2015,0.72626
grc,2016,0.57883
grc,2017,0.71273
grd,1978,12.72461
grd,1979,11.83882
grd,1983,6.48619
grd,1984,8.34723
grd,1999,3.29885
grd,2002,4.28922
grd,2003,3.29986
grd,2004,4.60138
grd,2005,4.41451
grd,2007,2.98253
grd,2008,3.70728
grd,2009,3.59539
grd,2010,4.43842
grd,2013,0.93099
grd,2017,3.8266
grd,2018,3.14649
gtm,1976,14.23769
gtm,1977,15.37855
gtm,1978,15.43844
gtm,1993,16.71609
gtm,1996,15.95313
gtm,1999,15.80263
gtm,2000,15.14616
gtm,2001,14.80142
gtm,2002,14.77812
gtm,2004,13.97504
gtm,2005,13.32431
gtm,2006,12.9581
gtm,2007,13.19809
gtm,2008,13.48006
gtm,2009,11.62155
gtm,2010,12.73299
gtm,2011,11.7249
gtm,2012,13.32618
gtm,2013,11.48656
gtm,2014,10.29262
gtm,2015,10.81062
gtm,2016,6.94989
gtm,2017,10.67669
gtm,2018,10.17959
guy,1971,9.91287
guy,1972,11.21975
guy,1973,10.4124
guy,1974,10.60985
guy,1976,8.92563
guy,1977,7.64167
guy,1978,8.38812
guy,1979,6.88758
guy,1980,8.38976
guy,1982,3.80847
guy,1987,6.76531
guy,1992,6.77297
guy,1993,5.17196
guy,1995,4.74058
guy,1996,4.90396
guy,1997,4.61226
guy,1999,3.59245
guy,2000,2.56745
guy,2001,1.91537
guy,2003,1.73981
guy,2005,1.08475
guy,2006,1.50003
guy,2007,1.65715
guy,2008,0.83766
guy,2009,0.97658
guy,2010,0.64911
hkg,1980,4.94498
hkg,1981,4.30542
hkg,1982,4.37249
hkg,1983,3.58609
hkg,1984,2.78795
hkg,1985,2.41798
hkg,2003,0.99634
hkg,2004,1.01142
hkg,2005,1.0348
hkg,2006,1.02307
hkg,2007,1.04771
hkg,2008,1.07975
hkg,2009,0.98021
hkg,2010,0.9404
hkg,2011,0.85308
hkg,2012,0.82519
hkg,2013,0.67297
hkg,2014,0.55091
hkg,2015,0.516
hkg,2016,0.52079
hkg,2017,0.44289
hkg,2018,0.43317
hnd,1980,16.95
hnd,1982,16.95844
hnd,1984,16.37476
hnd,1991,11.00403
hnd,1992,10.13747
hnd,1993,12.83405
hnd,1994,13.12291
hnd,1995,11.9031
hnd,1996,11.34331
hnd,1997,10.70928
hnd,1998,9.27707
hnd,2003,9.33997
hnd,2004,9.4455
hnd,2005,10.01273
hnd,2006,8.27194
hnd,2007,7.07505
hnd,2008,6.02935
hnd,2009,2.86501
hnd,2010,0.90377
hnd,2011,5.32411
hnd,2012,5.55392
hnd,2013,4.84941
hnd,2014,1.91219
hnd,2016,1.44294
hnd,2017,2.54307
hrv,1995,0.70253
hrv,1996,0.73412
hrv,1997,0.57533
hrv,1998,0.59869
hrv,1999,0.53582
hrv,2000,0.52032
hrv,2001,0.53149
hrv,2002,0.48124
hrv,2003,0.4218
hrv,2005,0.29908
hrv,2006,0.35393
hrv,2007,0.33522
hrv,2008,0.30709
hrv,2009,0.2191
hrv,2010,0.33625
hrv,2011,0.33802
hrv,2012,0.297
hrv,2013,0.22136
hrv,2014,0.20179
hrv,2015,0.20159
hrv,2016,0.20669
hrv,2017,0.12214
hti,1979,24.70244
hti,1980,21.07946
hti,1982,15.82971
hti,1983,13.31991
hti,1985,12.26692
hti,1986,9.43248
hti,1997,17.14421
hun,1976,3.69139
hun,1977,3.1137
hun,1978,2.95258
hun,1979,2.83363
hun,1980,3.13306
hun,1981,2.93593
hun,1982,3.08601
hun,1983,3.28912
hun,1984,3.47805
hun,1985,3.83131
hun,1986,4.13906
hun,1987,4.20543
hun,1988,4.35701
hun,1989,4.14876
hun,1990,3.96887
hun,1997,2.16558
hun,1998,2.18887
hun,1999,2.14405
hun,2000,2.09525
hun,2001,3.0091
hun,2002,2.99258
hun,2003,2.91427
hun,2004,2.58929
hun,2005,2.53877
hun,2006,2.20739
hun,2007,2.25555
hun,2008,2.0142
hun,2009,2.3795
hun,2010,2.07902
hun,2011,2.09191
hun,2012,2.22634
hun,2013,2.17043
hun,2014,2.03963
hun,2015,1.96712
hun,2016,1.97213
hun,2017,1.29338
idn,1995,7.82847
idn,1996,6.85512
idn,1997,5.70389
idn,1999,6.20322
idn,2000,6.20894
idn,2001,6.17471
idn,2002,5.50376
idn,2003,3.77519
idn,2004,2.88632
idn,2005,4.91302
idn,2006,4.45581
idn,2007,3.95185
idn,2008,3.58357
idn,2009,4.33093
idn,2010,3.88661
idn,2011,2.81038
idn,2012,3.07963
idn,2013,2.18441
idn,2014,2.37336
idn,2015,2.09589
idn,2016,2.20074
idn,2017,1.81293
idn,2018,1.64682
ind,1971,20.51379
ind,1974,17.41115
ind,1987,3.93331
ind,1988,4.15211
ind,1995,3.49888
ind,1999,3.96397
ind,2000,4.2384
ind,2001,3.66802
ind,2002,3.6373
ind,2003,3.57742
ind,2007,3.53917
ind,2008,3.56029
ind,2011,5.07535
ind,2012,2.67064
ind,2013,2.15879
ind,2014,1.32166
ind,2015,0.76807
ind,2016,0.54082
ind,2017,0.57514
ind,2018,0.61025
irl,1992,2.06468
irl,1993,2.08585
irl,1994,2.02649
irl,1995,1.90274
irl,1998,2.22778
irl,1999,2.05363
irl,2000,1.80749
irl,2001,1.74706
irl,2002,1.35607
irl,2003,1.20204
irl,2004,1.06441
irl,2005,0.90022
irl,2006,0.80955
irl,2007,0.75143
irl,2008,0.7585
irl,2009,0.7042
irl,2010,0.72332
irl,2011,0.66837
irl,2013,0.5575
irl,2014,0.44772
irl,2015,0.46324
irl,2016,0.36022
irl,2017,0.48716
irn,1971,10.49395
irn,1987,13.34966
irn,1988,12.01272
irn,1989,12.16962
irn,1990,11.74761
irn,1991,10.70212
irn,1992,11.01116
irn,1993,8.40864
irn,1994,8.48528
irn,1995,8.68087
irn,1997,7.2856
irn,2000,6.59828
irn,2001,5.88498
irn,2002,5.23384
irn,2003,3.76698
irn,2004,3.05377
irn,2005,2.94573
irn,2006,2.97144
irn,2007,2.82108
irn,2008,2.66203
irn,2009,2.07441
irn,2010,1.97005
irn,2011,1.81826
irn,2012,1.75904
irn,2013,1.2752
irn,2014,1.47456
irn,2015,1.58079
irn,2016,1.60021
irn,2017,1.63137
irq,1971,20.21411
irq,1972,21.26012
irq,1973,19.8285
irq,1974,19.58792
irq,1975,17.29907
irq,1976,15.94199
irq,1977,14.64711
irq,1978,11.87158
irq,1980,11.14071
irq,1983,24.94706
irq,1985,23.72272
irq,1986,22.22633
irq,1987,23.29173
irq,1988,22.84956
irq,1989,21.73959
irq,1993,18.89236
irq,1999,10.68107
irq,2000,14.13881
irq,2004,9.12324
irq,2007,18.80703
isl,1998,0
isl,1999,0
isl,2000,0
isl,2001,0
isl,2002,0
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isr,2002,1.69897
isr,2003,1.82208
isr,2004,1.68464
isr,2005,1.86977
isr,2006,1.42815
isr,2007,1.52151
isr,2008,1.61481
isr,2009,1.48275
isr,2010,1.70302
isr,2011,1.65399
isr,2012,1.88098
isr,2013,2.04492
isr,2014,1.84217
isr,2015,1.38233
isr,2016,1.36226
isr,2017,1.0639
ita,1971,8.1239
ita,1972,6.67935
ita,1973,6.0759
ita,1974,5.1344
ita,1975,4.46989
ita,1976,3.51628
ita,1977,2.95169
ita,1978,2.64188
ita,1979,1.54746
ita,1980,1.58353
ita,1981,1.47716
ita,1982,1.6124
ita,1983,1.51352
ita,1984,1.45417
ita,1985,1.278
ita,1986,1.26259
ita,1987,1.1941
ita,1988,1.16727
ita,1989,1.17875
ita,1990,1.17632
ita,1992,0.84601
ita,1994,0.75125
ita,1995,0.67759
ita,1996,0.54151
ita,1997,0.54674
ita,1999,0.48406
ita,2000,0.54564
ita,2001,0.39864
ita,2002,0.35363
ita,2003,0.34673
ita,2004,0.36588
ita,2005,0.29318
ita,2006,0.26856
ita,2007,0.30333
ita,2008,0.33539
ita,2009,0.38045
ita,2010,0.4014
ita,2011,0.40046
ita,2012,0.36666
ita,2013,0.35296
ita,2014,0.42575
ita,2015,0.42593
ita,2016,0.4251
ita,2017,0.38995
jam,1976,4.0374
jam,1977,4.88002
jam,1979,4.48522
jam,1980,3.99697
jam,1981,4.20867
jam,1984,5.13948
jam,1987,4.2919
jam,1988,3.52798
jam,1989,3.49934
jam,1990,3.81583
jam,1991,4.36196
jam,1993,3.7168
jam,2000,6.57524
jam,2001,6.21699
jam,2002,4.32505
jam,2004,3.29779
jam,2005,3.29456
jam,2007,3.48806
jam,2008,3.4441
jam,2009,4.0691
jam,2010,3.37701
jam,2011,3.44567
jam,2012,3.45622
jam,2013,3.71446
jam,2014,3.97047
jam,2015,4.02761
jam,2016,3.656
jam,2017,3.44381
jam,2018,3.28863
jor,1972,6.57726
jor,1973,5.96044
jor,1974,3.88065
jor,1975,4.10422
jor,1976,3.95851
jor,1977,4.65769
jor,1978,3.70663
jor,1979,2.63583
jor,1980,2.94215
jor,1981,3.20714
jor,1982,3.90229
jor,1983,4.29639
jor,1984,4.74773
jor,1985,4.89657
jor,1987,6.22111
jor,1988,6.84358
jor,1989,5.85054
jor,1990,5.35724
jor,1991,4.80651
jor,1992,5.02961
jor,1993,4.31976
jor,1994,1.55291
jor,1996,1.08399
jor,1999,0.68999
jor,2000,0.64004
jor,2002,0.49518
jor,2003,0.47622
jor,2004,0.96678
jor,2005,0.85516
jor,2006,1.10618
jor,2007,1.06849
jor,2008,0.5708
jor,2011,0.4447
jor,2012,0.68955
jor,2013,0.56415
jor,2014,0.51552
jor,2016,1.7241
jor,2017,1.45599
jor,2018,1.22564
jpn,2015,0
kaz,1994,0.94118
kaz,1995,0.48205
kaz,2000,0.39372
kaz,2001,0.32213
kaz,2002,0.2279
kaz,2003,0.19272
kaz,2004,0.15831
kaz,2005,0.15141
kaz,2006,0.12477
kaz,2007,0.11088
kaz,2008,0.09356
kaz,2009,0.09265
kaz,2010,0.07434
kaz,2011,0.07516
kaz,2012,0.07266
kaz,2013,0.05524
kaz,2014,0.05387
kaz,2015,0.05493
kaz,2016,0.05246
kaz,2017,0.04406
kaz,2018,0.05529
kaz,2019,0.04642
ken,1970,3.6609
ken,1971,3.55697
ken,1972,3.76597
ken,1973,3.98701
ken,1977,5.55648
ken,1978,6.10367
ken,1980,12.93545
ken,1981,13.25749
ken,2004,6.03032
ken,2005,6.01792
ken,2014,5.48284
ken,2015,3.64877
ken,2016,3.17867
kgz,1999,0.43645
kgz,2000,0.3589
kgz,2001,0.31369
kgz,2002,0.22017
kgz,2003,0.19025
kgz,2004,0.12481
kgz,2005,0.12447
kgz,2006,0.13954
kgz,2007,0.09627
kgz,2008,0.12211
kgz,2009,0.09623
kgz,2010,0.07194
kgz,2011,0.07837
kgz,2012,0.06541
kgz,2013,0.04237
kgz,2014,0.03819
kgz,2015,0.04159
kgz,2016,0.02824
kgz,2017,0.03391
kgz,2018,0.02401
khm,1995,30.90286
khm,1997,27.47587
khm,1998,27.03248
khm,1999,25.11132
khm,2001,17.29675
khm,2002,10.16609
khm,2003,10.82074
khm,2004,11.59196
khm,2005,15.1284
khm,2006,13.82685
khm,2007,12.79571
khm,2008,12.25461
khm,2009,11.23434
khm,2010,9.84425
khm,2011,7.93575
khm,2012,6.55912
khm,2013,5.67118
khm,2014,6.09101
khm,2015,6.02726
khm,2016,7.86875
khm,2017,7.78018
khm,2018,7.68737
kir,1977,5.19555
kir,1978,5.50896
kir,1979,6.48479
kir,1980,4.76542
kir,1981,4.19364
kir,1982,3.42173
kir,1983,2.75243
kir,1984,2.85629
kir,1985,2.74395
kir,1986,1.69265
kir,1987,1.69466
kir,1988,1.8791
kir,1989,1.23336
kir,1990,0.56673
kir,1991,0.58302
kir,1992,0.14786
kir,1993,0.55764
kir,1994,0.23469
kir,1995,0.40542
kir,1996,0.24005
kir,1997,0.30087
kir,2014,2.19834
kir,2016,2.06465
kna,1992,0
kna,2007,2.62821
kna,2008,2.15451
kna,2009,3.24103
kna,2010,2.18009
kna,2011,2.86094
kna,2012,1.29781
kna,2013,1.68519
kna,2014,1.79727
kna,2015,2.62295
kna,2016,2.06223
kor,1971,0.08398
kor,1972,0.11886
kor,1973,0
kor,1974,0
kor,1975,0
kor,1976,0
kor,1977,0
kor,1978,0
kor,1979,0
kor,1980,0
kor,1981,0
kor,1982,0
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,0
kor,1988,0
kor,1989,0
kor,1990,0
kor,1991,0
kor,1992,0
kor,1993,0
kor,1997,0
kor,1998,0
kor,1999,0
kor,2000,0
kor,2001,0
kor,2002,0
kor,2003,0
kor,2004,0.00403
kor,2005,0.00193
kor,2006,0.00247
kor,2007,0.00293
kor,2008,0.00255
kor,2009,0.00209
kor,2010,0.00376
kor,2011,0.00226
kor,2012,0.00324
kor,2013,0.00461
kor,2014,0.0038
kor,2015,0.00362
kor,2016,0.00354
kor,2017,0.00412
kwt,1971,11.6502
kwt,1972,14.07955
kwt,1973,11.7851
kwt,1974,11.7733
kwt,1975,11.59102
kwt,1976,10.66023
kwt,1977,8.85152
kwt,1978,8.16231
kwt,1979,10.38429
kwt,1980,6.19549
kwt,1981,6.03854
kwt,1982,4.88984
kwt,1983,4.96805
kwt,1984,5.913
kwt,1985,5.52807
kwt,1986,5.24099
kwt,1987,5.34848
kwt,1992,2.5275
kwt,1994,4.21673
kwt,1995,3.98347
kwt,1996,3.42057
kwt,1997,3.30938
kwt,1999,3.37619
kwt,2000,3.35196
kwt,2001,3.32315
kwt,2002,2.85569
kwt,2003,2.75809
kwt,2004,2.28482
kwt,2005,2.19311
kwt,2007,1.10827
kwt,2010,0.78196
kwt,2011,0.86325
kwt,2012,0.64026
kwt,2013,0.64622
kwt,2016,0.83332
kwt,2017,0.57167
kwt,2018,0.57254
lao,1992,31.74722
lao,1993,28.62269
lao,1994,27.3436
lao,1996,25.41847
lao,1997,24.69965
lao,1998,22.9792
lao,1999,22.40604
lao,2000,21.21271
lao,2001,21.16887
lao,2002,21.22831
lao,2003,20.96988
lao,2004,21.06325
lao,2005,20.2989
lao,2006,19.34092
lao,2007,17.98058
lao,2008,17.87755
lao,2009,16.91928
lao,2010,15.16967
lao,2011,13.4827
lao,2012,11.70235
lao,2013,10.00627
lao,2014,7.68162
lao,2015,6.68973
lao,2016,5.6728
lao,2017,4.91441
lao,2018,4.88101
lbn,1998,13.52596
lbn,1999,10.38739
lbn,2000,9.77053
lbn,2001,8.27696
lbn,2002,10.14522
lbn,2003,11.38111
lbn,2004,12.25379
lbn,2005,11.65913
lbn,2006,11.1172
lbn,2007,10.56719
lbn,2008,10.20228
lbn,2009,10.55954
lbn,2010,9.36331
lbn,2011,10.62598
lbn,2012,9.58514
lbn,2013,9.32979
lbn,2014,9.49169
lbn,2015,8.96297
lbn,2016,8.63672
lbn,2017,8.30674
lbn,2018,7.55592
lbr,1978,10.37384
lbr,2006,6.42214
lbr,2008,6.47698
lbr,2009,5.21512
lbr,2011,6.17277
lbr,2014,5.63348
lbr,2015,6.00221
lbr,2017,6.62714
lby,1972,5.83024
lby,1973,8.98198
lby,1974,6.8883
lby,1975,9.56357
lby,1976,16.91647
lby,1977,15.43279
lby,1978,15.75095
lby,1979,15.05357
lby,1980,14.99162
lby,1981,10.28848
lby,1983,10.7692
lca,1983,3.20816
lca,1984,7.39016
lca,1990,0
lca,1991,0
lca,1993,0
lca,2002,2.82508
lca,2003,3.44339
lca,2004,2.57493
lca,2005,2.92953
lca,2006,2.6035
lca,2007,3.33274
lca,2008,3.13468
lca,2009,3.19759
lca,2010,2.97924
lca,2011,3.0385
lca,2012,2.83901
lca,2013,3.42945
lca,2014,2.67056
lca,2016,3.19564
lca,2017,3.96573
lca,2018,3.6009
lie,2003,0
lie,2004,0
lie,2005,0
lie,2006,0
lie,2007,0
lie,2008,0
lie,2009,0
lie,2010,0
lie,2011,0
lie,2012,0
lie,2014,3.68475
lie,2015,3.27198
lie,2016,4.30528
lie,2017,2.87356
lka,1970,24.46315
lka,1983,11.64201
lka,1985,7.63788
lka,1986,9.09482
lka,1987,10.00734
lka,1989,8.10272
lka,1990,9.15652
lka,1991,9.02285
lka,1992,8.25505
lka,1998,6.01247
lka,2001,1.64496
lka,2003,0.935
lka,2005,0.8644
lka,2006,1.07083
lka,2007,0.96479
lka,2008,0.98611
lka,2009,1.00689
lka,2010,0.83506
lka,2011,0.80605
lka,2012,0.89801
lka,2013,0.87838
lka,2014,0.90754
lka,2015,0.98264
lka,2016,0.91981
lka,2017,1.02578
lso,1972,21.32081
lso,1973,18.5076
lso,1974,5.05809
lso,1975,5.89057
lso,1976,7.91676
lso,1977,14.87465
lso,1978,16.31822
lso,1979,17.00054
lso,1980,21.98666
lso,1981,23.19537
lso,1982,24.69299
lso,1983,26.38523
lso,1984,25.30243
lso,1985,24.52154
lso,1986,25.98403
lso,1987,25.52185
lso,1988,24.63664
lso,1989,25.25002
lso,1990,24.71624
lso,1991,25.18296
lso,1992,23.63678
lso,1993,22.33704
lso,1994,21.20521
lso,1995,21.18201
lso,1996,22.67524
lso,1997,23.38485
lso,1998,23.34246
lso,1999,22.98359
lso,2000,20.22539
lso,2001,21.97856
lso,2002,23.78291
lso,2003,24.60535
lso,2004,20.70385
lso,2005,24.03248
lso,2006,24.2711
lso,2007,24.25361
lso,2008,24.39301
lso,2009,22.86177
lso,2010,23.37049
lso,2011,21.36853
lso,2012,19.46944
lso,2013,15.76868
lso,2014,9.92412
lso,2015,9.57549
lso,2016,10.74345
ltu,1995,2.66438
ltu,1996,1.84534
ltu,1997,1.86329
ltu,1999,1.27871
ltu,2000,1.00749
ltu,2001,0.85213
ltu,2002,0.84853
ltu,2003,0.78765
ltu,2004,0.80513
ltu,2005,0.92521
ltu,2006,0.76538
ltu,2007,0.76427
ltu,2008,0.81713
ltu,2009,0.77399
ltu,2010,0.67766
ltu,2011,0.62716
ltu,2012,0.64761
ltu,2013,0.63402
ltu,2014,0.66353
ltu,2015,0.50201
ltu,2016,0.49134
ltu,2017,0.59925
lux,1975,6.95279
lux,1976,6.79722
lux,1977,6.55403
lux,1978,6.28896
lux,1979,7.03804
lux,1983,6.93888
lux,2001,5.36468
lux,2004,4.81636
lux,2005,4.91136
lux,2006,4.78004
lux,2007,4.6429
lux,2008,4.01913
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,3.40245
lux,2014,3.91457
lux,2015,4.3707
lux,2016,4.29569
lux,2017,3.92484
lva,1999,2.73326
lva,2000,2.72462
lva,2001,2.68146
lva,2002,2.67924
lva,2003,2.46754
lva,2004,3.72931
lva,2005,4.09573
lva,2006,3.83004
lva,2007,4.42376
lva,2008,4.59152
lva,2009,3.47177
lva,2010,2.65247
lva,2011,2.83706
lva,2012,1.99435
lva,2013,1.26941
lva,2014,0.93539
lva,2015,0.95135
lva,2016,0.97412
lva,2017,0.90696
mac,1990,8.21546
mac,1992,8.00794
mac,1993,5.18736
mac,1999,7.31076
mac,2000,9.37751
mac,2001,8.36412
mac,2002,8.14077
mac,2003,8.90285
mac,2004,7.50906
mac,2005,7.84727
mac,2006,6.97624
mac,2007,7.38919
mac,2008,7.71138
mac,2009,7.94067
mac,2010,6.8677
mac,2011,6.65754
mac,2012,5.52178
