geo,time,se_prm_gint_zs
cze,2016,100.40688
cze,2017,100.46498
deu,1993,99.46321
deu,1994,101.47252
deu,1995,103.85788
deu,1996,103.79417
deu,1997,104.9514
deu,1999,101.29903
deu,2000,100.85857
deu,2001,100.37816
deu,2002,98.98187
deu,2003,102.05325
deu,2004,106.70502
deu,2005,104.16106
deu,2006,104.36731
deu,2007,102.65386
deu,2008,99.41293
deu,2009,100.64913
deu,2010,101.73238
deu,2011,100.90178
deu,2012,102.29554
deu,2013,99.68305
deu,2014,100.13956
deu,2015,103.64667
deu,2016,103.95359
deu,2017,104.96265
dji,1971,20.66599
dji,1972,20.88263
dji,1973,22.38648
dji,1974,22.89951
dji,1975,26.9766
dji,1976,26.58423
dji,1986,30.56145
dji,1987,32.3972
dji,1988,32.59245
dji,1989,33.04756
dji,1990,33.26184
dji,1991,31.78706
dji,1992,32.22608
dji,1993,27.34482
dji,1994,29.52706
dji,1995,31.67175
dji,1996,31.56292
dji,1997,29.0085
dji,1998,28.46708
dji,1999,29.43371
dji,2000,31.10746
dji,2001,40.56329
dji,2002,41.18805
dji,2005,47.61905
dji,2006,53.13598
dji,2007,56.21254
dji,2008,66.11042
dji,2009,65.45844
dji,2011,68.64462
dji,2012,67.63982
dji,2013,70.08495
dji,2014,68.40845
dji,2015,63.67819
dji,2016,61.66489
dji,2017,65.75919
dji,2018,66.95788
dji,2019,77.45226
dma,1988,111.68831
dma,1999,114.52937
dma,2000,102.06436
dma,2001,98.39407
dma,2002,91.20103
dma,2003,86.82594
dma,2004,80.97345
dma,2005,101.43541
dma,2006,102.44313
dma,2007,108.125
dma,2008,110.93308
dma,2009,114.0873
dma,2010,119.43867
dma,2011,112.94886
dma,2012,126.6147
dma,2013,111.56004
dma,2014,120.96413
dma,2015,121.41256
dma,2016,113.97727
dnk,1971,101.64413
dnk,1972,103.19904
dnk,1973,110.84122
dnk,1974,112.74732
dnk,1975,102.37778
dnk,1976,94.49931
dnk,1977,91.90195
dnk,1978,93.3666
dnk,1979,99.27388
dnk,1980,102.61978
dnk,1981,97.84572
dnk,1982,99.29233
dnk,1983,103.02668
dnk,1984,98.16054
dnk,1985,96.6444
dnk,1986,99.41446
dnk,1987,98.83032
dnk,1988,100.57387
dnk,1989,96.29366
dnk,1990,98.8792
dnk,1991,99.14543
dnk,1992,100.25361
dnk,1993,102.35091
dnk,1994,103.21833
dnk,1998,102.24977
dnk,1999,100.67578
dnk,2000,102.19049
dnk,2001,99.9033
dnk,2002,101.45166
dnk,2004,98.64649
dnk,2005,97.16831
dnk,2006,97.87598
dnk,2007,98.97195
dnk,2008,101.15351
dnk,2009,100.5034
dnk,2010,99.20923
dnk,2011,101.6745
dnk,2012,102.64688
dnk,2013,101.00407
dnk,2014,98.18468
dnk,2015,97.60764
dnk,2016,96.7832
dnk,2017,98.28929
dom,1971,139.69008
dom,1981,167.83308
dom,1994,132.16732
dom,1999,133.60522
dom,2000,131.63516
dom,2002,130.75424
dom,2004,105.83732
dom,2005,108.42202
dom,2006,108.99845
dom,2007,129.85785
dom,2008,109.73927
dom,2009,105.84734
dom,2010,111.42201
dom,2011,100.72384
dom,2012,101.97087
dom,2013,100.45622
dom,2014,106.83331
dom,2015,114.08681
dom,2016,111.06446
dom,2017,106.80516
dom,2018,105.9601
dza,1972,80.23095
dza,1973,85.25699
dza,1974,84.16132
dza,1975,82.35718
dza,1976,88.62525
dza,1977,90.85573
dza,1978,87.9004
dza,1979,87.20584
dza,1980,86.80161
dza,1981,84.76714
dza,1982,84.40377
dza,1983,84.98844
dza,1984,88.94192
dza,1985,85.39709
dza,1986,90.28788
dza,1987,92.97146
dza,1988,92.56051
dza,1989,88.68198
dza,1990,90.70109
dza,1991,94.87033
dza,1992,97.31469
dza,1993,91.38628
dza,1994,92.45069
dza,1995,90.03785
dza,1996,95.88212
dza,1997,94.78416
dza,1999,98.27173
dza,2000,96.71252
dza,2001,84.27901
dza,2002,99.67804
dza,2003,96.35388
dza,2004,98.36218
dza,2005,98.13805
dza,2006,97.11529
dza,2007,101.28225
dza,2008,106.06127
dza,2009,106.16934
dza,2010,114.59823
dza,2011,111.78247
dza,2012,114.2476
dza,2013,113.60348
dza,2014,111.66726
dza,2015,108.11132
dza,2016,105.31015
dza,2017,101.94507
dza,2018,101.88002
ecu,1971,131.00956
ecu,1972,126.06826
ecu,1973,130.64551
ecu,1974,129.99925
ecu,1975,130.23127
ecu,1976,130.1824
ecu,1977,130.19551
ecu,1978,132.54287
ecu,1979,137.41731
ecu,1980,137.58507
ecu,1981,145.43286
ecu,1982,144.1433
ecu,1983,144.99813
ecu,1984,143.50572
ecu,1985,141.60075
ecu,1987,153.56918
ecu,1988,153.78032
ecu,1994,126.8085
ecu,1995,127.14947
ecu,1996,127.34524
ecu,1997,129.93773
ecu,1998,127.63381
ecu,1999,127.58373
ecu,2000,131.18863
ecu,2001,132.09137
ecu,2002,131.40617
ecu,2003,129.03405
ecu,2004,125.86986
ecu,2005,123.0472
ecu,2006,127.30507
ecu,2007,129.14145
ecu,2017,103.84295
ecu,2018,104.64206
egy,1986,87.26109
egy,1987,90.30908
egy,1997,85.13693
egy,1999,85.83606
egy,2000,89.49523
egy,2001,91.2633
egy,2002,93.23965
egy,2003,93.02569
egy,2004,94.04565
egy,2005,97.74805
egy,2006,97.77452
egy,2007,98.83501
egy,2009,100.75147
egy,2010,100.68336
egy,2011,101.91288
egy,2012,100.88737
egy,2013,102.46723
egy,2014,103.31506
egy,2016,102.50778
egy,2017,105.11241
egy,2018,101.77791
eri,1994,61.22289
eri,1995,58.5982
eri,1996,60.85835
eri,1997,54.15717
eri,1999,78.03683
eri,2000,95.44447
eri,2001,95.3002
eri,2002,108.41101
eri,2003,107.79143
eri,2004,105.65928
eri,2005,108.25964
eri,2006,96.61877
eri,2007,82.53318
eri,2008,76.92445
eri,2009,78.41551
eri,2010,76.75547
eri,2011,94.0621
eri,2012,90.70326
eri,2013,79.89
eri,2015,69.18464
eri,2016,65.19705
eri,2017,64.95305
eri,2018,73.38348
esp,1981,106.63209
esp,1982,107.12024
esp,1983,106.86403
esp,1984,104.1988
esp,1985,104.03429
esp,1986,100.39771
esp,1987,100.51681
esp,1988,99.96712
esp,1989,101.59792
esp,1990,101.8472
esp,1993,102.7911
esp,1994,100.37371
esp,1999,105.06399
esp,2000,101.88117
esp,2001,98.8677
esp,2002,98.50692
esp,2003,99.91527
esp,2004,102.57038
esp,2005,101.65201
esp,2006,104.61959
esp,2007,105.97503
esp,2008,104.52916
esp,2009,103.42739
esp,2010,103.83369
esp,2011,105.17608
esp,2012,103.26833
esp,2013,101.73146
esp,2014,98.66163
esp,2015,99.55732
esp,2016,94.04701
esp,2017,93.46566
est,1993,86.23444
est,1994,91.8939
est,1995,94.97583
est,1996,101.32157
est,1998,102.90465
est,1999,97.8841
est,2000,99.4691
est,2001,93.96352
est,2002,91.9741
est,2003,94.94548
est,2004,98.58755
est,2005,99.37753
est,2006,99.09917
est,2007,104.91661
est,2008,107.92414
est,2009,103.38726
est,2010,100.41265
est,2011,96.74721
est,2012,98.01493
est,2013,97.17191
est,2014,96.05634
est,2015,96.51725
est,2016,98.59807
est,2017,95.66679
eth,1982,65.35774
eth,1987,68.17811
eth,1988,63.74449
eth,1989,63.38046
eth,1994,49.75075
eth,1995,58.24882
eth,1996,71.03089
eth,1998,80.9514
eth,1999,81.58248
eth,2000,82.44779
eth,2001,84.86304
eth,2002,81.48227
eth,2003,79.97694
eth,2004,97.41388
eth,2005,134.7826
eth,2006,114.29671
eth,2007,129.8759
eth,2008,155.07642
eth,2009,133.41315
eth,2010,131.67911
eth,2011,149.93923
eth,2012,143.28004
eth,2014,151.00587
eth,2015,141.51954
fin,1987,98.50893
fin,1988,97.61801
fin,1989,96.05273
fin,1990,100.40543
fin,1991,101.80716
fin,1992,100.49391
fin,1993,97.68202
fin,1994,95.94443
fin,1995,95.25723
fin,1996,101.48255
fin,1997,101.75822
fin,1998,104.3393
fin,1999,101.73457
fin,2000,102.00517
fin,2001,97.96889
fin,2002,98.11606
fin,2003,97.11592
fin,2004,96.35623
fin,2005,97.11351
fin,2006,96.37534
fin,2007,99.39118
fin,2008,100.05254
fin,2009,99.41091
fin,2010,98.73802
fin,2011,100.16234
fin,2012,101.62974
fin,2013,100.26848
fin,2014,100.9394
fin,2015,98.85109
fin,2016,98.61023
fin,2017,98.71622
fji,1972,115.92135
fji,1973,121.91217
fji,1974,114.07313
fji,1976,109.44866
fji,1977,106.87949
fji,1978,105.10627
fji,1979,102.33552
fji,1980,108.63332
fji,1981,106.79564
fji,1983,104.6348
fji,1984,103.80682
fji,1985,107.06513
fji,1986,106.35648
fji,1992,112.51622
fji,1994,109.91034
fji,1995,107.12548
fji,1996,109.68471
fji,1997,111.85307
fji,1998,114.01347
fji,1999,108.02326
fji,2000,103.98384
fji,2001,107.87286
fji,2002,107.68222
fji,2004,112.17736
fji,2006,107.78008
fji,2008,102.11477
fji,2009,101.90027
fji,2011,103.77732
fji,2012,104.01625
fji,2013,107.69762
fji,2015,102.09393
fji,2016,111.46681
fra,1971,104.74234
fra,1972,103.06656
fra,1975,101.54817
fra,1976,102.32588
fra,1977,102.93066
fra,1978,106.71466
fra,1979,105.42034
fra,1980,103.5702
fra,1986,108.62079
fra,1987,114.06146
fra,1988,112.18028
fra,1989,107.84394
fra,1990,99.3835
fra,1991,99.27501
fra,1992,100.19617
fra,1999,96.57721
fra,2000,96.48031
fsm,2014,101.10403
fsm,2015,96.89337
gab,1972,144.59957
gab,1973,131.39235
gab,1975,130.09005
gab,1976,136.3114
gab,1977,135.45603
gab,1978,144.80307
gab,1979,130.76418
gab,1980,131.33344
gab,1981,133.10762
gab,1982,136.01998
gab,1983,136.90327
gab,1984,143.57565
gab,1985,138.72783
gab,1987,134.79724
gab,1988,149.14766
gab,1989,139.41757
gab,1992,127.87177
gab,1995,115.76085
gab,1996,127.07667
gab,1997,121.48438
gab,2001,96.11397
gab,2002,100.83076
gab,2003,98.95292
gbr,2015,98.24581
gbr,2016,97.30579
gbr,2017,98.09136
geo,1995,92.22481
geo,1996,101.05681
geo,1997,116.73222
geo,1998,121.61529
geo,1999,118.06181
geo,2000,110.88494
geo,2001,107.58305
geo,2002,110.6319
geo,2003,110.25714
geo,2004,110.06326
geo,2005,105.88317
geo,2006,100.01227
geo,2007,106.95197
geo,2008,105.65619
geo,2009,103.31643
geo,2010,101.71309
geo,2011,115.09746
geo,2012,114.81156
geo,2013,97.25524
geo,2014,92.9436
geo,2015,94.19762
geo,2016,90.92564
geo,2018,101.81292
gha,1971,71.7615
gha,1972,70.52881
gha,1974,67.63615
gha,1975,68.50618
gha,1976,80.73819
gha,1977,80.59666
gha,1978,79.5248
gha,1979,82.3628
gha,1980,82.60377
gha,1981,85.31432
gha,1991,89.93902
gha,1992,87.23697
gha,1999,87.48299
gha,2000,88.3692
gha,2001,83.60624
gha,2002,83.03624
gha,2003,83.91211
gha,2004,84.46789
gha,2005,90.08891
gha,2006,104.25749
gha,2007,106.42207
gha,2008,109.05828
gha,2009,108.0362
gha,2011,107.76024
gha,2012,108.53622
gha,2013,106.573
gha,2014,103.01948
gha,2015,107.33453
gha,2017,102.5658
gha,2018,100.35399
gha,2019,103.90639
gib,1999,84.28875
gib,2000,138.47695
gib,2001,151.17647
gib,2016,116.18625
gib,2017,105.15695
gin,1977,49.86391
gin,1978,40.39288
gin,1980,23.64552
gin,1981,31.79794
gin,1982,27.64564
gin,1983,28.17566
gin,1984,33.75244
gin,1985,57.25296
gin,1986,24.24409
gin,1987,26.16636
gin,1988,38.95835
gin,1989,34.10014
gin,1990,32.01638
gin,1991,40.3249
gin,1992,36.41535
gin,1993,49.13552
gin,1994,46.07018
gin,1995,49.80583
gin,1996,48.86658
gin,1998,39.0838
gin,1999,49.50388
gin,2000,58.52181
gin,2001,61.99362
gin,2002,65.45715
gin,2003,73.56487
gin,2004,79.46541
gin,2005,80.24373
gin,2006,81.99904
gin,2007,84.79463
gin,2008,84.65649
gin,2009,92.65764
gin,2010,93.74702
gin,2011,97.16171
gin,2012,98.87957
gin,2013,101.4478
gin,2014,104.7354
gin,2016,115.0017
gmb,1971,21.19582
gmb,1972,21.81845
gmb,1973,26.20378
gmb,1974,27.32774
gmb,1975,29.01451
gmb,1976,30.2816
gmb,1977,21.68299
gmb,1978,29.92085
gmb,1979,41.62919
gmb,1980,48.6059
gmb,1981,73.11267
gmb,1982,73.91958
gmb,1983,71.10666
gmb,1984,70.86199
gmb,1985,68.79396
gmb,1986,71.82062
gmb,1987,57.20654
gmb,1989,50.50328
gmb,1992,64.28288
gmb,1993,69.71807
gmb,1994,73.90573
gmb,1995,71.32841
gmb,1996,82.60512
gmb,1997,79.01984
gmb,1998,74.29092
gmb,1999,92.03736
gmb,2000,92.08326
gmb,2001,90.57651
gmb,2002,88.17877
gmb,2003,96.10578
gmb,2004,93.42126
gmb,2005,87.42484
gmb,2006,89.4604
gmb,2007,86.5212
gmb,2008,87.73949
gmb,2010,90.66026
gmb,2011,89.48282
gmb,2012,96.61841
gmb,2013,99.52642
gmb,2014,107.68667
gmb,2015,107.17306
gmb,2016,103.55542
gnb,1979,98.06747
gnb,1980,78.96177
gnb,1981,76.32039
gnb,1982,79.93229
gnb,1983,74.19174
gnb,1984,72.937
gnb,1987,60.67365
gnb,1988,53.09534
gnb,2000,103.50838
gnb,2010,160.40879
gnq,1994,210.69046
gnq,2003,82.80795
gnq,2005,80.52139
gnq,2008,80.32881
gnq,2009,69.95047
gnq,2010,70.09638
gnq,2011,70.32531
gnq,2012,71.22989
gnq,2015,62.30153
grc,1971,100.40687
grc,1972,102.52825
grc,1973,105.26497
grc,1974,106.93123
grc,1975,101.96763
grc,1976,98.35074
grc,1977,96.49122
grc,1978,96.98043
grc,1979,98.46731
grc,1980,98.54333
grc,1981,103.88835
grc,1982,99.69537
grc,1983,99.39694
grc,1984,96.68473
grc,1985,96.05151
grc,1986,97.01236
grc,1987,95.72279
grc,1988,93.61404
grc,1989,94.41873
grc,1992,89.19344
grc,1998,97.0956
grc,1999,106.30926
grc,2000,102.9697
grc,2001,102.92634
grc,2002,98.72623
grc,2003,101.08191
grc,2004,100.22844
grc,2005,96.28703
grc,2006,95.58978
grc,2007,97.9892
grc,2010,101.72803
grc,2011,100.99559
grc,2012,101.612
grc,2013,100.99297
grc,2014,98.75328
grc,2015,103.54872
grc,2016,101.52898
grc,2017,99.94388
grd,1976,139.51504
grd,1977,134.65833
grd,1978,127.21739
grd,1979,110.67675
grd,1983,100.55484
grd,1984,92.71324
grd,1985,93.85666
grd,1994,94.27574
grd,1995,95.13913
grd,1996,89.67742
grd,1997,99.43883
grd,1998,104.93827
grd,1999,106.94981
grd,2002,126.21798
grd,2003,105.63236
grd,2005,103.89269
grd,2007,104.47678
grd,2008,105.99534
grd,2009,116.73767
grd,2010,120.52263
grd,2013,114.62815
grd,2014,106.56977
grd,2015,104.94719
grd,2016,100.76545
grd,2017,100.91892
grd,2018,98.86609
gtm,1970,86.53241
gtm,1971,88.4752
gtm,1972,87.73352
gtm,1975,90.45547
gtm,1976,87.36067
gtm,1977,92.27203
gtm,1978,93.986
gtm,1979,96.92851
gtm,1980,98.06448
gtm,1981,105.29224
gtm,1982,93.2062
gtm,1983,101.04153
gtm,1984,101.22161
gtm,1985,99.01144
gtm,1986,112.02805
gtm,1996,110.7704
gtm,1998,122.73777
gtm,1999,127.1074
gtm,2000,123.25619
gtm,2001,120.61379
gtm,2002,120.29292
gtm,2004,122.98543
gtm,2005,120.56856
gtm,2006,122.23099
gtm,2007,122.52692
gtm,2008,121.72667
gtm,2009,133.19041
gtm,2010,113.53023
gtm,2011,110.49704
gtm,2012,97.8801
gtm,2013,99.51659
gtm,2014,100.82475
gtm,2015,103.84396
gtm,2016,118.44008
gtm,2017,104.60376
gtm,2018,105.26949
guy,1971,89.93072
guy,1972,89.90995
guy,1973,99.65762
guy,1974,90.56826
guy,1976,82.05204
guy,1977,99.89552
guy,1978,92.21129
guy,1979,97.87834
guy,1980,85.02007
guy,1981,93.32857
guy,1982,96.18009
guy,1983,98.0588
guy,1984,100.50594
guy,1987,90.96678
guy,1992,81.60675
guy,1993,86.00665
guy,1995,100.16036
guy,1996,93.77439
guy,1997,95.09877
guy,1999,99.28174
guy,2000,99.67718
guy,2001,122.4702
guy,2003,108.07617
guy,2005,90.84239
guy,2006,89.56823
guy,2007,90.97214
guy,2008,95.08083
guy,2009,86.41523
guy,2010,96.32605
guy,2011,97.04383
guy,2012,93.51305
hkg,1980,108.92868
hkg,1981,111.09572
hkg,1982,104.50691
hkg,1983,102.90026
hkg,1984,104.16488
hkg,1985,103.21615
hkg,1986,104.62524
hkg,1989,109.64765
hkg,1990,107.33484
hkg,1991,98.90837
hkg,1992,97.67544
hkg,1993,93.28382
hkg,1994,93.13501
hkg,1995,103.20818
hkg,1996,101.81361
hkg,1998,99.55834
hkg,2012,111.3307
hkg,2013,115.82775
hkg,2014,119.1108
hkg,2015,115.60631
hkg,2016,107.70631
hkg,2017,108.1033
hkg,2018,113.61493
hnd,1980,136.43997
hnd,1982,141.35733
hnd,1984,138.99126
hnd,1991,134.64733
hnd,1992,131.26449
hnd,1993,128.96753
hnd,1994,125.18497
hnd,1995,124.75678
hnd,1996,127.50452
hnd,1997,128.23969
hnd,1998,127.28357
hnd,1999,122.48512
hnd,2000,135.17599
hnd,2003,120.48649
hnd,2004,116.20093
hnd,2005,110.18503
hnd,2006,117.79998
hnd,2008,107.71059
hnd,2009,104.85259
hnd,2010,108.26836
hnd,2011,105.56616
hnd,2012,102.32744
hnd,2013,97.73347
hnd,2014,99.81607
hnd,2015,100.6888
hnd,2016,94.34883
hnd,2017,90.62781
hrv,1994,85.53173
hrv,1995,87.00124
hrv,1996,86.18367
hrv,1997,87.04401
hrv,1998,93.39382
hrv,1999,97.04672
hrv,2000,95.55974
hrv,2001,98.32583
hrv,2002,103.86911
hrv,2003,104.65001
hrv,2005,101.22866
hrv,2006,95.37218
hrv,2007,91.204
hrv,2008,90.79557
hrv,2009,90.24266
hrv,2010,91.77514
hrv,2011,95.01471
hrv,2012,101.99839
hrv,2013,102.94583
hrv,2014,98.56875
hrv,2015,98.62031
hrv,2016,97.49202
hti,1979,88.92594
hti,1980,100.91087
hti,1982,153.14177
hti,1983,162.99242
hti,1985,180.52254
hti,1986,169.08579
hti,1997,162.60829
hun,1971,103.98436
hun,1972,104.5188
hun,1973,105.37627
hun,1974,107.25797
hun,1975,110.44655
hun,1976,103.74319
hun,1977,101.35148
hun,1978,95.8001
hun,1979,94.49906
hun,1980,96.39467
hun,1981,105.67912
hun,1982,118.32643
hun,1983,108.78783
hun,1984,101.68501
hun,1985,93.28094
hun,1986,87.26174
hun,1987,83.16453
hun,1988,74.88045
hun,1989,82.19608
hun,1990,88.45848
hun,1991,95.2423
hun,1992,102.50283
hun,1993,107.4463
hun,1997,100.56347
hun,1998,103.41452
hun,1999,102.56128
hun,2000,100.50746
hun,2001,97.41508
hun,2002,95.46478
hun,2003,98.69434
hun,2004,95.83781
hun,2005,97.4524
hun,2006,99.23111
hun,2007,99.91081
hun,2008,103.8409
hun,2009,101.79258
hun,2010,100.34985
hun,2011,98.08617
hun,2012,99.07785
hun,2013,100.4042
hun,2014,107.16722
hun,2015,100.67699
hun,2016,96.97548
hun,2017,96.43723
idn,1972,91.68614
idn,1973,92.92209
idn,1974,101.75851
idn,1975,112.63666
idn,1976,114.90443
idn,1977,108.9331
idn,1978,121.59476
idn,1981,121.47364
idn,1982,129.39339
idn,1983,123.83538
idn,1984,126.55791
idn,1985,125.02973
idn,1986,109.52473
idn,1987,112.09354
idn,1988,116.0007
idn,1989,114.9713
idn,1990,110.3928
idn,1991,107.13619
idn,1992,105.95829
idn,1993,105.80524
idn,1994,107.42022
idn,1995,106.7687
idn,1996,106.80871
idn,1997,111.26446
idn,1999,109.67554
idn,2000,108.13111
idn,2001,110.99616
idn,2002,114.67485
idn,2003,112.8646
idn,2004,109.37086
idn,2005,112.15309
idn,2006,112.60143
idn,2007,115.59236
idn,2008,112.88472
idn,2009,111.42412
idn,2010,113.43251
idn,2011,114.72171
idn,2012,104.81098
idn,2013,105.4322
idn,2014,107.5332
idn,2015,109.0725
idn,2016,104.58974
idn,2017,103.9821
idn,2018,102.51958
ind,1971,99.20111
ind,1974,106.75916
ind,1987,107.3125
ind,1988,108.40643
ind,1995,118.1818
ind,1998,121.35784
ind,1999,121.56613
ind,2000,122.07783
ind,2001,119.91215
ind,2002,115.96465
ind,2003,125.47404
ind,2004,127.13961
ind,2005,127.56251
ind,2006,128.14526
ind,2007,125.94167
ind,2008,123.88596
ind,2009,111.79663
ind,2010,116.91182
ind,2011,108.90898
ind,2013,105.0731
ind,2014,100.20635
ind,2015,101.70777
ind,2016,104.07735
ind,2017,100.26909
ind,2018,101.34015
irl,1992,94.78286
irl,1993,98.61448
irl,1994,102.11387
irl,1995,103.84082
irl,1998,103.78292
irl,1999,98.98831
irl,2000,99.84975
irl,2001,98.91189
irl,2002,100.86216
irl,2003,100.10548
irl,2004,97.66112
irl,2005,95.62726
irl,2006,98.6307
irl,2007,100.3828
irl,2008,99.89861
irl,2009,102.70499
irl,2010,102.46381
irl,2011,100.43187
irl,2013,99.35091
irl,2014,98.84462
irl,2015,97.0585
irl,2016,97.74027
irl,2017,94.88691
irn,1971,83.6376
irn,1984,102.59511
irn,1985,99.38541
irn,1986,106.69461
irn,1987,101.40009
irn,1988,104.81451
irn,1989,102.47594
irn,1990,103.37972
irn,1991,107.48203
irn,1992,106.2322
irn,1993,101.53991
irn,1994,96.58058
irn,1995,94.36401
irn,1997,98.9731
irn,1999,99.85874
irn,2000,97.98804
irn,2001,100.484
irn,2002,100.59418
irn,2003,105.09445
irn,2004,101.65265
irn,2005,99.51859
irn,2006,103.6983
irn,2007,103.1575
irn,2008,100.54954
irn,2009,102.47752
irn,2010,100.49046
irn,2011,102.44763
irn,2012,104.07725
irn,2013,108.14921
irn,2014,104.80856
irn,2015,102.85458
irn,2016,104.60465
irn,2017,105.01917
irq,1971,76.01241
irq,1972,78.22853
irq,1973,76.76954
irq,1974,77.32307
irq,1975,81.68284
irq,1976,98.30706
irq,1977,92.27323
irq,1978,87.50926
irq,1980,98.27674
irq,1983,88.00461
irq,1985,100.64823
irq,1986,97.41924
irq,1987,96.41702
irq,1988,92.52229
irq,1989,99.37456
irq,1992,83.93131
irq,1993,85.79357
irq,1999,109.36366
irq,2000,106.95555
irq,2004,111.17026
irq,2007,110.15593
isl,1998,100.68104
isl,1999,99.13487
isl,2000,98.37275
isl,2001,94.90691
isl,2002,91.96908
isl,2003,95.40659
isl,2004,95.01933
isl,2005,98.06695
isl,2006,99.49324
isl,2007,104.19103
isl,2008,100.38854
isl,2009,97.60134
isl,2010,98.63208
isl,2011,99.48897
isl,2012,97.30901
isl,2013,97.54574
isl,2014,97.81707
isl,2015,99.22846
isl,2016,101.73987
isl,2017,101.65114
isr,2001,102.61674
isr,2002,104.51224
isr,2003,100.68855
isr,2004,104.10267
isr,2005,100.25645
isr,2006,98.58398
isr,2007,103.9545
isr,2008,99.73193
isr,2009,100.7039
isr,2010,107.81264
isr,2011,102.16358
isr,2012,104.31887
isr,2013,100.73651
isr,2014,100.11558
isr,2015,105.57459
isr,2017,103.82682
ita,1971,104.4453
ita,1972,99.06254
ita,1973,98.2845
ita,1974,95.97183
ita,1975,95.49626
ita,1976,97.57284
ita,1977,94.56017
ita,1978,96.14139
ita,1979,94.81044
ita,1980,95.18257
ita,1981,97.48066
ita,1982,96.01629
ita,1983,93.91913
ita,1984,93.37806
ita,1985,94.1527
ita,1986,92.46888
ita,1987,92.10199
ita,1988,92.77467
ita,1989,93.85227
ita,1990,94.89069
ita,1991,95.25514
ita,1992,95.90328
ita,1994,93.89338
ita,1995,97.65973
ita,1996,97.91887
ita,1997,100.39877
ita,1999,102.56637
ita,2000,103.38117
ita,2001,98.34693
ita,2002,95.83026
ita,2003,99.31806
ita,2004,104.02318
ita,2005,101.99159
ita,2006,103.24635
ita,2007,104.83162
ita,2008,101.70742
ita,2009,101.1137
ita,2010,101.35267
ita,2011,101.84862
ita,2012,99.99431
ita,2013,100.74731
ita,2014,98.84749
ita,2015,98.29482
ita,2016,97.75151
ita,2017,96.61422
jam,1976,97.4371
jam,1977,96.10214
jam,1979,102.18245
jam,1980,97.87687
jam,1981,96.02497
jam,1984,99.99285
jam,1985,98.07009
jam,1986,99.50394
jam,1987,99.69186
jam,1988,96.68773
jam,1989,96.81414
jam,1990,97.86661
jam,1991,93.08938
jam,1993,89.77913
jam,2000,96.35398
jam,2001,95.94268
jam,2002,93.62198
jam,2003,91.0647
jam,2004,91.51528
jam,2015,85.22515
jam,2016,86.73224
jam,2017,80.7722
jam,2018,79.33817
jor,1972,114.6699
jor,1973,108.94589
jor,1974,110.83412
jor,1975,107.94097
jor,1976,107.53424
jor,1977,106.35681
jor,1978,103.35297
jor,1979,104.71703
jor,1980,101.88632
jor,1981,90.3928
jor,1982,91.29063
jor,1983,91.30309
jor,1984,94.97429
jor,1985,100.20367
jor,1987,99.28449
jor,1988,99.80063
jor,1989,94.92604
jor,1990,90.93041
jor,1991,91.66529
jor,1992,91.99724
jor,1993,94.24901
jor,1994,94.00789
jor,1996,95.4238
jor,1998,94.23506
jor,1999,94.96091
jor,2000,97.66065
jor,2002,100.28677
jor,2003,98.44172
jor,2004,93.26276
jor,2005,91.22523
jor,2006,89.17812
jor,2007,87.4943
jor,2008,87.53672
jor,2010,82.89014
jor,2011,79.39283
jor,2012,76.50667
jor,2013,74.82832
jor,2016,79.80194
jor,2017,84.78668
jor,2018,80.96908
kaz,1994,101.01671
kaz,1995,99.96915
kaz,1997,96.59855
kaz,1998,95.56543
kaz,2000,102.15784
kaz,2001,106.12601
kaz,2002,106.13145
kaz,2003,101.96626
kaz,2004,99.43236
kaz,2005,102.73904
kaz,2006,102.85827
kaz,2007,107.13463
kaz,2008,114.67644
kaz,2009,107.02901
kaz,2010,106.71725
kaz,2011,111.47149
kaz,2012,112.4984
kaz,2013,110.70383
kaz,2014,111.06564
kaz,2015,111.89094
kaz,2016,107.60444
kaz,2017,107.5817
kaz,2018,99.39663
kaz,2019,104.22258
ken,1970,76.66587
ken,1971,76.0202
ken,1972,85.35932
ken,1973,86.98123
ken,1975,140.03197
ken,1976,113.18921
ken,1977,114.42347
ken,1978,108.20127
ken,1979,168.11541
ken,1980,137.98926
ken,1981,122.81075
ken,1998,99.88594
ken,1999,96.74915
ken,2004,108.26583
ken,2005,99.78326
ken,2014,96.25907
ken,2015,95.08817
ken,2016,94.0614
kgz,1995,103.22266
kgz,1996,100.26518
kgz,1997,99.90489
kgz,1998,99.77394
kgz,1999,99.16701
kgz,2000,96.84409
kgz,2001,98.34761
kgz,2002,101.24642
kgz,2003,103.02678
kgz,2004,98.76365
kgz,2005,97.24863
kgz,2006,102.16298
kgz,2007,101.31486
kgz,2008,101.42236
kgz,2009,100.32937
kgz,2010,104.37682
kgz,2011,104.68279
kgz,2012,112.20765
kgz,2013,106.51235
kgz,2014,105.3581
kgz,2015,106.19974
kgz,2016,108.13411
kgz,2017,111.47049
kgz,2018,106.007
khm,1994,114.76538
khm,1995,99.51079
khm,1997,113.39795
khm,1998,105.2269
khm,1999,112.37871
khm,2000,130.83153
khm,2001,154.00415
khm,2002,189.32927
khm,2003,154.3993
khm,2004,150.7883
khm,2005,137.36219
khm,2006,141.10395
khm,2007,147.77952
khm,2008,131.7833
khm,2009,139.88052
khm,2010,139.2069
khm,2011,132.29689
khm,2012,129.07716
khm,2013,147.06782
khm,2014,108.43405
khm,2015,118.48415
khm,2016,116.31831
khm,2017,105.67687
khm,2018,104.57965
