geo,time,sp_pop_1564_ma_in
dnk,1995,1790219
dnk,1996,1795758
dnk,1997,1798514
dnk,1998,1800252
dnk,1999,1801772
dnk,2000,1804068
dnk,2001,1806148
dnk,2002,1807751
dnk,2003,1808880
dnk,2004,1810066
dnk,2005,1811611
dnk,2006,1812816
dnk,2007,1816109
dnk,2008,1822010
dnk,2009,1827087
dnk,2010,1830717
dnk,2011,1831635
dnk,2012,1832496
dnk,2013,1833032
dnk,2014,1833874
dnk,2015,1838248
dnk,2016,1848984
dnk,2017,1856817
dnk,2018,1862105
dnk,2019,1865680
dnk,2020,1868758
dom,1960,821366
dom,1961,843839
dom,1962,867461
dom,1963,892471
dom,1964,919377
dom,1965,948573
dom,1966,979635
dom,1967,1013079
dom,1968,1048672
dom,1969,1086073
dom,1970,1125119
dom,1971,1165554
dom,1972,1207576
dom,1973,1250994
dom,1974,1295655
dom,1975,1341472
dom,1976,1388113
dom,1977,1435842
dom,1978,1484269
dom,1979,1532939
dom,1980,1581578
dom,1981,1630622
dom,1982,1679225
dom,1983,1727414
dom,1984,1775368
dom,1985,1823236
dom,1986,1871563
dom,1987,1919752
dom,1988,1967775
dom,1989,2015507
dom,1990,2062937
dom,1991,2111447
dom,1992,2159335
dom,1993,2206752
dom,1994,2254022
dom,1995,2301359
dom,1996,2347904
dom,1997,2395080
dom,1998,2442988
dom,1999,2491564
dom,2000,2540970
dom,2001,2593596
dom,2002,2646803
dom,2003,2700753
dom,2004,2755675
dom,2005,2811457
dom,2006,2865402
dom,2007,2919678
dom,2008,2974267
dom,2009,3028570
dom,2010,3081986
dom,2011,3132090
dom,2012,3181018
dom,2013,3228676
dom,2014,3275053
dom,2015,3320130
dom,2016,3362447
dom,2017,3403609
dom,2018,3443495
dom,2019,3482000
dom,2020,3519170
dza,1960,2861638
dza,1961,2898793
dza,1962,2927447
dza,1963,2956353
dza,1964,2998347
dza,1965,3060002
dza,1966,3129475
dza,1967,3222153
dza,1968,3331288
dza,1969,3445902
dza,1970,3559863
dza,1971,3662295
dza,1972,3764800
dza,1973,3870311
dza,1974,3984254
dza,1975,4109563
dza,1976,4231943
dza,1977,4367021
dza,1978,4513645
dza,1979,4669705
dza,1980,4834084
dza,1981,5000340
dza,1982,5179054
dza,1983,5369099
dza,1984,5569992
dza,1985,5781376
dza,1986,5994935
dza,1987,6218994
dza,1988,6452215
dza,1989,6693423
dza,1990,6941729
dza,1991,7188025
dza,1992,7440824
dza,1993,7699951
dza,1994,7965789
dza,1995,8238520
dza,1996,8508520
dza,1997,8787557
dza,1998,9072895
dza,1999,9358880
dza,2000,9641593
dza,2001,9937606
dza,2002,10222588
dza,2003,10500801
dza,2004,10776810
dza,2005,11050110
dza,2006,11303580
dza,2007,11545304
dza,2008,11776440
dza,2009,11998857
dza,2010,12212788
dza,2011,12398454
dza,2012,12594827
dza,2013,12788585
dza,2014,12964040
dza,2015,13115546
dza,2016,13268439
dza,2017,13399078
dza,2018,13520003
dza,2019,13653105
dza,2020,13811078
ecu,1960,1177979
ecu,1961,1206921
ecu,1962,1234925
ecu,1963,1263787
ecu,1964,1296495
ecu,1965,1334486
ecu,1966,1372436
ecu,1967,1415822
ecu,1968,1463652
ecu,1969,1514128
ecu,1970,1566240
ecu,1971,1616079
ecu,1972,1668767
ecu,1973,1723917
ecu,1974,1781422
ecu,1975,1841307
ecu,1976,1899922
ecu,1977,1961279
ecu,1978,2025471
ecu,1979,2092651
ecu,1980,2162832
ecu,1981,2232509
ecu,1982,2304901
ecu,1983,2379955
ecu,1984,2457621
ecu,1985,2537713
ecu,1986,2615673
ecu,1987,2696496
ecu,1988,2779605
ecu,1989,2864269
ecu,1990,2950097
ecu,1991,3034034
ecu,1992,3119518
ecu,1993,3206283
ecu,1994,3294072
ecu,1995,3382619
ecu,1996,3468267
ecu,1997,3553943
ecu,1998,3639983
ecu,1999,3727033
ecu,2000,3815372
ecu,2001,3898565
ecu,2002,3984373
ecu,2003,4072162
ecu,2004,4160767
ecu,2005,4249762
ecu,2006,4344053
ecu,2007,4437748
ecu,2008,4531728
ecu,2009,4627209
ecu,2010,4724382
ecu,2011,4820265
ecu,2012,4916852
ecu,2013,5014548
ecu,2014,5113423
ecu,2015,5213440
ecu,2016,5318992
ecu,2017,5427247
ecu,2018,5534900
ecu,2019,5638133
ecu,2020,5734409
egy,1960,7247075
egy,1961,7397739
egy,1962,7601833
egy,1963,7842919
egy,1964,8092773
egy,1965,8336416
egy,1966,8548893
egy,1967,8759191
egy,1968,8970800
egy,1969,9195089
egy,1970,9438409
egy,1971,9642540
egy,1972,9868917
egy,1973,10114695
egy,1974,10371645
egy,1975,10635302
egy,1976,10889762
egy,1977,11145500
egy,1978,11407637
egy,1979,11683625
egy,1980,11976661
egy,1981,12254580
egy,1982,12552115
egy,1983,12866566
egy,1984,13192666
egy,1985,13528182
egy,1986,13873520
egy,1987,14230258
egy,1988,14595796
egy,1989,14972411
egy,1990,15363873
egy,1991,15732782
egy,1992,16138056
egy,1993,16574723
egy,1994,17031247
egy,1995,17501445
egy,1996,18010372
egy,1997,18513488
egy,1998,19027265
egy,1999,19576205
egy,2000,20169429
egy,2001,20753878
egy,2002,21389919
egy,2003,22056093
egy,2004,22718699
egy,2005,23359094
egy,2006,23964589
egy,2007,24548306
egy,2008,25116137
egy,2009,25675003
egy,2010,26225985
egy,2011,26757665
egy,2012,27255313
egy,2013,27738066
egy,2014,28237229
egy,2015,28767558
egy,2016,29201474
egy,2017,29727601
egy,2018,30300851
egy,2019,30860059
egy,2020,31382909
eri,1960,267789
eri,1961,274277
eri,1962,282266
eri,1963,291169
eri,1964,300194
eri,1965,308940
eri,1966,316075
eri,1967,323223
eri,1968,330608
eri,1969,338711
eri,1970,347785
eri,1971,355997
eri,1972,365426
eri,1973,375847
eri,1974,386938
eri,1975,398502
eri,1976,409117
eri,1977,420363
eri,1978,432321
eri,1979,445095
eri,1980,458710
eri,1981,471317
eri,1982,484617
eri,1983,498659
eri,1984,513475
eri,1985,528963
eri,1986,542102
eri,1987,555893
eri,1988,568917
eri,1989,579487
eri,1990,586621
eri,1991,577554
eri,1992,564314
eri,1993,548854
eri,1994,533775
eri,1995,521334
eri,1996,522953
eri,1997,527856
eri,1998,537131
eri,1999,551706
eri,2000,571916
eri,2001,612833
eri,2002,659877
eri,2003,710525
eri,2004,760832
eri,2005,807102
eri,2006,831805
eri,2007,851879
eri,2008,867495
eri,2009,879384
eri,2010,888616
eri,2011,888770
esp,1960,9517989
esp,1961,9581168
esp,1962,9657942
esp,1963,9735830
esp,1964,9818625
esp,1965,9900035
esp,1966,9969839
esp,1967,10053366
esp,1968,10143629
esp,1969,10208738
esp,1970,10298422
esp,1971,10423759
esp,1972,10545340
esp,1973,10676021
esp,1974,10815580
esp,1975,10964196
esp,1976,11094106
esp,1977,11235902
esp,1978,11384441
esp,1979,11537303
esp,1980,11694504
esp,1981,11839787
esp,1982,11989223
esp,1983,12135141
esp,1984,12272905
esp,1985,12399719
esp,1986,12526692
esp,1987,12635407
esp,1988,12732801
esp,1989,12827556
esp,1990,12921897
esp,1991,13022523
esp,1992,13161340
esp,1993,13305643
esp,1994,13436524
esp,1995,13550183
esp,1996,13647773
esp,1997,13740051
esp,1998,13826573
esp,1999,13909680
esp,2000,13996813
esp,2001,14147678
esp,2002,14397967
esp,2003,14702172
esp,2004,14989409
esp,2005,15264886
esp,2006,15496625
esp,2007,15751474
esp,2008,15963651
esp,2009,16061095
esp,2010,16090685
esp,2011,16021636
esp,2012,15919405
esp,2013,15763701
esp,2014,15616383
esp,2015,15507108
esp,2016,15485184
esp,2017,15481869
esp,2018,15510380
esp,2019,15590122
esp,2020,15641799
est,1960,352313
est,1961,357304
est,1962,364008
est,1963,371774
est,1964,380294
est,1965,388689
est,1966,395141
est,1967,400670
est,1968,406794
est,1969,413298
est,1970,419796
est,1971,425890
est,1972,431356
est,1973,436158
est,1974,440900
est,1975,445747
est,1976,448782
est,1977,452507
est,1978,456415
est,1979,459903
est,1980,463705
est,1981,467914
est,1982,472150
est,1983,476302
est,1984,480570
est,1985,485226
est,1986,489536
est,1987,494205
est,1988,498035
est,1989,500513
est,1990,501223
est,1991,496148
est,1992,484952
est,1993,470952
est,1994,459982
est,1995,451566
est,1996,447912
est,1997,446108
est,1998,445267
est,1999,450115
est,2000,455781
est,2001,454544
est,2002,453045
est,2003,451491
est,2004,450037
est,2005,448664
est,2006,445894
est,2007,443880
est,2008,442537
est,2009,441136
est,2010,439165
est,2011,435483
est,2012,431632
est,2013,427862
est,2014,424551
est,2015,422712
est,2016,422685
est,2017,422518
est,2018,422838
est,2019,423157
est,2020,423017
eth,1960,5937927
eth,1961,6070098
eth,1962,6221699
eth,1963,6386894
eth,1964,6558628
eth,1965,6733436
eth,1966,6870430
eth,1967,7017840
eth,1968,7176930
eth,1969,7350097
eth,1970,7538178
eth,1971,7714928
eth,1972,7909293
eth,1973,8108402
eth,1974,8297967
eth,1975,8470061
eth,1976,8586109
eth,1977,8674928
eth,1978,8751490
eth,1979,8837399
eth,1980,8949805
eth,1981,9107981
eth,1982,9320037
eth,1983,9579838
eth,1984,9877327
eth,1985,10202475
eth,1986,10497756
eth,1987,10824685
eth,1988,11179791
eth,1989,11560893
eth,1990,11968091
eth,1991,12354019
eth,1992,12771796
eth,1993,13213974
eth,1994,13671396
eth,1995,14138676
eth,1996,14579855
eth,1997,15028291
eth,1998,15488835
eth,1999,15970985
eth,2000,16480344
eth,2001,16928361
eth,2002,17412019
eth,2003,17921409
eth,2004,18447785
eth,2005,18994484
eth,2006,19584338
eth,2007,20211219
eth,2008,20888689
eth,2009,21627852
eth,2010,22428775
eth,2011,23315041
eth,2012,24251683
eth,2013,25230870
eth,2014,26240849
eth,2015,27271147
eth,2016,28260367
eth,2017,29277088
eth,2018,30312454
eth,2019,31356973
eth,2020,32406504
fin,1960,1325559
fin,1961,1341931
fin,1962,1364123
fin,1963,1390861
fin,1964,1415604
fin,1965,1434975
fin,1966,1449868
fin,1967,1466257
fin,1968,1480512
fin,1969,1487134
fin,1970,1489138
fin,1971,1498969
fin,1972,1516133
fin,1973,1533046
fin,1974,1549064
fin,1975,1563385
fin,1976,1573699
fin,1977,1581561
fin,1978,1588918
fin,1979,1597012
fin,1980,1607851
fin,1981,1616956
fin,1982,1631560
fin,1983,1648024
fin,1984,1661969
fin,1985,1671298
fin,1986,1677200
fin,1987,1680179
fin,1988,1681923
fin,1989,1684890
fin,1990,1689893
fin,1991,1696546
fin,1992,1703015
fin,1993,1708518
fin,1994,1714510
fin,1995,1721569
fin,1996,1724822
fin,1997,1730872
fin,1998,1738255
fin,1999,1744777
fin,2000,1749507
fin,2001,1754508
fin,2002,1757341
fin,2003,1758868
fin,2004,1761934
fin,2005,1767187
fin,2006,1772984
fin,2007,1780900
fin,2008,1789272
fin,2009,1795010
fin,2010,1796114
fin,2011,1791566
fin,2012,1784447
fin,2013,1775450
fin,2014,1766264
fin,2015,1757800
fin,2016,1749986
fin,2017,1743532
fin,2018,1737291
fin,2019,1732037
fin,2020,1728315
fji,1960,100690
fji,1961,103977
fji,1962,107683
fji,1963,111687
fji,1964,115868
fji,1965,120196
fji,1966,124363
fji,1967,128631
fji,1968,133049
fji,1969,137699
fji,1970,142613
fji,1971,146932
fji,1972,151505
fji,1973,156317
fji,1974,161284
fji,1975,166354
fji,1976,169856
fji,1977,173426
fji,1978,177217
fji,1979,181365
fji,1980,185904
fji,1981,190758
fji,1982,195977
fji,1983,200922
fji,1984,205006
fji,1985,208093
fji,1986,210326
fji,1987,211666
fji,1988,212613
fji,1989,213836
fji,1990,215764
fji,1991,218884
fji,1992,222690
fji,1993,227129
fji,1994,231993
fji,1995,236996
fji,1996,240204
fji,1997,243729
fji,1998,247229
fji,1999,250331
fji,2000,252961
fji,2001,257962
fji,2002,261952
fji,2003,265476
fji,2004,269206
fji,2005,273429
fji,2006,275981
fji,2007,279627
fji,2008,283843
fji,2009,287791
fji,2010,290814
fji,2011,291434
fji,2012,291163
fji,2013,290242
fji,2014,289247
fji,2015,288737
fji,2016,289539
fji,2017,290826
fji,2018,292686
fji,2019,295036
fji,2020,297658
fra,1960,14342116
fra,1961,14509154
fra,1962,14737454
fra,1963,15004527
fra,1964,15268881
fra,1965,15505387
fra,1966,15671055
fra,1967,15821031
fra,1968,15959048
fra,1969,16096259
fra,1970,16241281
fra,1971,16377024
fra,1972,16515916
fra,1973,16658045
fra,1974,16805982
fra,1975,16960263
fra,1976,17058424
fra,1977,17168518
fra,1978,17295778
fra,1979,17443752
fra,1980,17614680
fra,1981,17822118
fra,1982,18033158
fra,1983,18242618
fra,1984,18445193
fra,1985,18634651
fra,1986,18743776
fra,1987,18859040
fra,1988,18972054
fra,1989,19070160
fra,1990,19149722
fra,1991,19225679
fra,1992,19276716
fra,1993,19308747
fra,1994,19335111
fra,1995,19371357
fra,1996,19401479
fra,1997,19438082
fra,1998,19486415
fra,1999,19571406
fra,2000,19696452
fra,2001,19809722
fra,2002,19934536
fra,2003,20065099
fra,2004,20208327
fra,2005,20360543
fra,2006,20483192
fra,2007,20597340
fra,2008,20696342
fra,2009,20768228
fra,2010,20808923
fra,2011,20804871
fra,2012,20775720
fra,2013,20739394
fra,2014,20699421
fra,2015,20652157
fra,2016,20599784
fra,2017,20567884
fra,2018,20545321
fra,2019,20517315
fra,2020,20485902
fsm,1960,11730
fsm,1961,12052
fsm,1962,12311
fsm,1963,12565
fsm,1964,12896
fsm,1965,13329
fsm,1966,13828
fsm,1967,14424
fsm,1968,15059
fsm,1969,15636
fsm,1970,16088
fsm,1971,16084
fsm,1972,15951
fsm,1973,15758
fsm,1974,15602
fsm,1975,15516
fsm,1976,15886
fsm,1977,16335
fsm,1978,16857
fsm,1979,17411
fsm,1980,18006
fsm,1981,18751
fsm,1982,19528
fsm,1983,20344
fsm,1984,21194
fsm,1985,22068
fsm,1986,22760
fsm,1987,23471
fsm,1988,24183
fsm,1989,24902
fsm,1990,25616
fsm,1991,26311
fsm,1992,27024
fsm,1993,27743
fsm,1994,28419
fsm,1995,28986
fsm,1996,29367
fsm,1997,29547
fsm,1998,29664
fsm,1999,29837
fsm,2000,30121
fsm,2001,30143
fsm,2002,30298
fsm,2003,30527
fsm,2004,30725
fsm,2005,30849
fsm,2006,31145
fsm,2007,31316
fsm,2008,31459
fsm,2009,31682
fsm,2010,32040
fsm,2011,32526
fsm,2012,33188
fsm,2013,33954
fsm,2014,34711
fsm,2015,35394
fsm,2016,35974
fsm,2017,36478
fsm,2018,36924
fsm,2019,37352
fsm,2020,37794
gab,1960,150217
gab,1961,150616
gab,1962,151343
gab,1963,152372
gab,1964,153671
gab,1965,155207
gab,1966,156310
gab,1967,157770
gab,1968,159498
gab,1969,161406
gab,1970,163465
gab,1971,164760
gab,1972,166377
gab,1973,168280
gab,1974,170472
gab,1975,172968
gab,1976,175391
gab,1977,178169
gab,1978,181313
gab,1979,184869
gab,1980,188858
gab,1981,192667
gab,1982,196964
gab,1983,201706
gab,1984,206836
gab,1985,212318
gab,1986,217638
gab,1987,223410
gab,1988,229561
gab,1989,236026
gab,1990,242782
gab,1991,249372
gab,1992,256329
gab,1993,263681
gab,1994,271493
gab,1995,279803
gab,1996,288522
gab,1997,297895
gab,1998,307842
gab,1999,318226
gab,2000,328991
gab,2001,340200
gab,2002,351888
gab,2003,364242
gab,2004,377507
gab,2005,391874
gab,2006,408887
gab,2007,426868
gab,2008,445856
gab,2009,465947
gab,2010,487150
gab,2011,509935
gab,2012,533980
gab,2013,558309
gab,2014,581892
gab,2015,604130
gab,2016,620361
gab,2017,635517
gab,2018,649980
gab,2019,664447
gab,2020,679504
gbr,1960,16711860
gbr,1961,16807628
gbr,1962,16962175
gbr,1963,17121417
gbr,1964,17249052
gbr,1965,17344086
gbr,1966,17348786
gbr,1967,17348198
gbr,1968,17340020
gbr,1969,17334267
gbr,1970,17349826
gbr,1971,17371439
gbr,1972,17399072
gbr,1973,17425479
gbr,1974,17458516
gbr,1975,17510001
gbr,1976,17556413
gbr,1977,17626834
gbr,1978,17729402
gbr,1979,17867695
gbr,1980,18024513
gbr,1981,18135835
gbr,1982,18239939
gbr,1983,18351635
gbr,1984,18469447
gbr,1985,18576709
gbr,1986,18607564
gbr,1987,18626887
gbr,1988,18639374
gbr,1989,18652126
gbr,1990,18668426
gbr,1991,18673306
gbr,1992,18666139
gbr,1993,18653988
gbr,1994,18656289
gbr,1995,18679443
gbr,1996,18709398
gbr,1997,18759586
gbr,1998,18833609
gbr,1999,18928771
gbr,2000,19039075
gbr,2001,19158633
gbr,2002,19302834
gbr,2003,19465525
gbr,2004,19649857
gbr,2005,19851158
gbr,2006,20020442
gbr,2007,20187875
gbr,2008,20342907
gbr,2009,20475546
gbr,2010,20596989
gbr,2011,20670212
gbr,2012,20725564
gbr,2013,20775108
gbr,2014,20841966
gbr,2015,20929031
gbr,2016,21022272
gbr,2017,21112356
gbr,2018,21197311
gbr,2019,21280122
gbr,2020,21366352
geo,1960,1038339
geo,1961,1045829
geo,1962,1053723
geo,1963,1062955
geo,1964,1074127
geo,1965,1087364
geo,1966,1099809
geo,1967,1113982
geo,1968,1130355
geo,1969,1149070
geo,1970,1169624
geo,1971,1192360
geo,1972,1214423
geo,1973,1235105
geo,1974,1256468
geo,1975,1277183
geo,1976,1295326
geo,1977,1314220
geo,1978,1332838
geo,1979,1353915
geo,1980,1376376
geo,1981,1397018
geo,1982,1417584
geo,1983,1437822
geo,1984,1456814
geo,1985,1475073
geo,1986,1490280
geo,1987,1504803
geo,1988,1521018
geo,1989,1524503
geo,1990,1522471
geo,1991,1524803
geo,1992,1528418
geo,1993,1536153
geo,1994,1515682
geo,1995,1469203
geo,1996,1413043
geo,1997,1367938
geo,1998,1336115
geo,1999,1310941
geo,2000,1286670
geo,2001,1268829
geo,2002,1260040
geo,2003,1254248
geo,2004,1249500
geo,2005,1245026
geo,2006,1244767
geo,2007,1245430
geo,2008,1248499
geo,2009,1243334
geo,2010,1238721
geo,2011,1227908
geo,2012,1217642
geo,2013,1211989
geo,2014,1209286
geo,2015,1206414
geo,2016,1200354
geo,2017,1193190
geo,2018,1185303
geo,2019,1176549
geo,2020,1171903
gha,1960,1797444
gha,1961,1849428
gha,1962,1910678
gha,1963,1976278
gha,1964,2039078
gha,1965,2095435
gha,1966,2128317
gha,1967,2155801
gha,1968,2182065
gha,1969,2213445
gha,1970,2253853
gha,1971,2303207
gha,1972,2362569
gha,1973,2428553
gha,1974,2496077
gha,1975,2561906
gha,1976,2600911
gha,1977,2639164
gha,1978,2680928
gha,1979,2731302
gha,1980,2793547
gha,1981,2880805
gha,1982,2980370
gha,1983,3089672
gha,1984,3204822
gha,1985,3322793
gha,1986,3433616
gha,1987,3548148
gha,1988,3666512
gha,1989,3789587
gha,1990,3918050
gha,1991,4042896
gha,1992,4175786
gha,1993,4314312
gha,1994,4455393
gha,1995,4597424
gha,1996,4729659
gha,1997,4861849
gha,1998,4997284
gha,1999,5140711
gha,2000,5294785
gha,2001,5450911
gha,2002,5620070
gha,2003,5800613
gha,2004,5989387
gha,2005,6184582
gha,2006,6386045
gha,2007,6594129
gha,2008,6807587
gha,2009,7025194
gha,2010,7245359
gha,2011,7448332
gha,2012,7653312
gha,2013,7861233
gha,2014,8073774
gha,2015,8292081
gha,2016,8503274
gha,2017,8723812
gha,2018,8950815
gha,2019,9180499
gha,2020,9411070
gin,1960,966829
gin,1961,977137
gin,1962,987547
gin,1963,999203
gin,1964,1014111
gin,1965,1033198
gin,1966,1048159
gin,1967,1067610
gin,1968,1090146
gin,1969,1113549
gin,1970,1136450
gin,1971,1146967
gin,1972,1157711
gin,1973,1168558
gin,1974,1179587
gin,1975,1190918
gin,1976,1191596
gin,1977,1193010
gin,1978,1195956
gin,1979,1201368
gin,1980,1209982
gin,1981,1220807
gin,1982,1235749
gin,1983,1255094
gin,1984,1279069
gin,1985,1307758
gin,1986,1342274
gin,1987,1382907
gin,1988,1427794
gin,1989,1474792
gin,1990,1522455
gin,1991,1555086
gin,1992,1588323
gin,1993,1622793
gin,1994,1659408
gin,1995,1698920
gin,1996,1732638
gin,1997,1769465
gin,1998,1808691
gin,1999,1849423
gin,2000,1891342
gin,2001,1921727
gin,2002,1954131
gin,2003,1989704
gin,2004,2029639
gin,2005,2074729
gin,2006,2123621
gin,2007,2177493
gin,2008,2236102
gin,2009,2298760
gin,2010,2365027
gin,2011,2432849
gin,2012,2504751
gin,2013,2581855
gin,2014,2665298
gin,2015,2755842
gin,2016,2864084
gin,2017,2980239
gin,2018,3102885
gin,2019,3230131
gin,2020,3360388
gmb,1960,100826
gmb,1961,103230
gmb,1962,106038
gmb,1963,109167
gmb,1964,112508
gmb,1965,116004
gmb,1966,118729
gmb,1967,121726
gmb,1968,124960
gmb,1969,128447
gmb,1970,132222
gmb,1971,135271
gmb,1972,138804
gmb,1973,142723
gmb,1974,146936
gmb,1975,151425
gmb,1976,155693
gmb,1977,160384
gmb,1978,165434
gmb,1979,170835
gmb,1980,176565
gmb,1981,181171
gmb,1982,186384
gmb,1983,192262
gmb,1984,198888
gmb,1985,206330
gmb,1986,214964
gmb,1987,224608
gmb,1988,234848
gmb,1989,245317
gmb,1990,255733
gmb,1991,262426
gmb,1992,269250
gmb,1993,276162
gmb,1994,283207
gmb,1995,290504
gmb,1996,296613
gmb,1997,303201
gmb,1998,310370
gmb,1999,318318
gmb,2000,327216
gmb,2001,337375
gmb,2002,348452
gmb,2003,360382
gmb,2004,373050
gmb,2005,386369
gmb,2006,399283
gmb,2007,412958
gmb,2008,427366
gmb,2009,442408
gmb,2010,457984
gmb,2011,472776
gmb,2012,488334
gmb,2013,504586
gmb,2014,521478
gmb,2015,539009
gmb,2016,556087
gmb,2017,573985
gmb,2018,592705
gmb,2019,612294
gmb,2020,632772
gnb,1960,171035
gnb,1961,172258
gnb,1962,173140
gnb,1963,174038
gnb,1964,175536
gnb,1965,177889
gnb,1966,179869
gnb,1967,182756
gnb,1968,186298
gnb,1969,190097
gnb,1970,193908
gnb,1971,196929
gnb,1972,200165
gnb,1973,203193
gnb,1974,205528
gnb,1975,206868
gnb,1976,204383
gnb,1977,201003
gnb,1978,197404
gnb,1979,194482
gnb,1980,192823
gnb,1981,193798
gnb,1982,196135
gnb,1983,199530
gnb,1984,203579
gnb,1985,207988
gnb,1986,211476
gnb,1987,215681
gnb,1988,220480
gnb,1989,225703
gnb,1990,231303
gnb,1991,236677
gnb,1992,242397
gnb,1993,248499
gnb,1994,255111
gnb,1995,262244
gnb,1996,267647
gnb,1997,273671
gnb,1998,280231
gnb,1999,287195
gnb,2000,294543
gnb,2001,302421
gnb,2002,310768
gnb,2003,319617
gnb,2004,328989
gnb,2005,338863
gnb,2006,348428
gnb,2007,358669
gnb,2008,369536
gnb,2009,380939
gnb,2010,392838
gnb,2011,404255
gnb,2012,416389
gnb,2013,429078
gnb,2014,442133
gnb,2015,455504
gnb,2016,468376
gnb,2017,481730
gnb,2018,495628
gnb,2019,510190
gnb,2020,525487
gnq,1960,70849
gnq,1961,71462
gnq,1962,72042
gnq,1963,72771
gnq,1964,73922
gnq,1965,75595
gnq,1966,77506
gnq,1967,79929
gnq,1968,82358
gnq,1969,84159
gnq,1970,84979
gnq,1971,83218
gnq,1972,80611
gnq,1973,77542
gnq,1974,74485
gnq,1975,71835
gnq,1976,69791
gnq,1977,68174
gnq,1978,67366
gnq,1979,67795
gnq,1980,69593
gnq,1981,73174
gnq,1982,78415
gnq,1983,84498
gnq,1984,90441
gnq,1985,95668
gnq,1986,98984
gnq,1987,101760
gnq,1988,104257
gnq,1989,106819
gnq,1990,109763
gnq,1991,114053
gnq,1992,118599
gnq,1993,123561
gnq,1994,129191
gnq,1995,135586
gnq,1996,143139
gnq,1997,151634
gnq,1998,160753
gnq,1999,170192
gnq,2000,179878
gnq,2001,190018
gnq,2002,200750
gnq,2003,211916
gnq,2004,223651
gnq,2005,236168
gnq,2006,250581
gnq,2007,266097
gnq,2008,282265
gnq,2009,298939
gnq,2010,316168
gnq,2011,333737
gnq,2012,352283
gnq,2013,371150
gnq,2014,390067
gnq,2015,409122
gnq,2016,427524
gnq,2017,446523
gnq,2018,465418
gnq,2019,484115
gnq,2020,502950
grc,1960,2660131
grc,1961,2675284
grc,1962,2695432
grc,1963,2715393
grc,1964,2732851
grc,1965,2746964
grc,1966,2765052
grc,1967,2775084
grc,1968,2773794
grc,1969,2763817
grc,1970,2752104
grc,1971,2755892
grc,1972,2773038
grc,1973,2789702
grc,1974,2804425
grc,1975,2833520
grc,1976,2886004
grc,1977,2928863
grc,1978,2971950
grc,1979,3018381
grc,1980,3063309
grc,1981,3101535
grc,1982,3137051
grc,1983,3174651
grc,1984,3209398
grc,1985,3239558
grc,1986,3270443
grc,1987,3302434
grc,1988,3335424
grc,1989,3372586
grc,1990,3425665
grc,1991,3486584
grc,1992,3529302
grc,1993,3564432
grc,1994,3597667
grc,1995,3631698
grc,1996,3650194
grc,1997,3675018
grc,1998,3703737
grc,1999,3723918
grc,2000,3741056
grc,2001,3751606
grc,2002,3752219
grc,2003,3745214
grc,2004,3738733
grc,2005,3735823
grc,2006,3719502
grc,2007,3703804
grc,2008,3690363
grc,2009,3677831
grc,2010,3661058
grc,2011,3639839
grc,2012,3606596
grc,2013,3568619
grc,2014,3533994
grc,2015,3500660
grc,2016,3481696
grc,2017,3469894
grc,2018,3458211
grc,2019,3451226
grc,2020,3442452
grd,1960,17957
grd,1961,18185
grd,1962,18459
grd,1963,18750
grd,1964,19006
grd,1965,19194
grd,1966,19327
grd,1967,19410
grd,1968,19463
grd,1969,19505
grd,1970,19576
grd,1971,20321
grd,1972,20922
grd,1973,21380
grd,1974,21763
grd,1975,22110
grd,1976,22112
grd,1977,22153
grd,1978,22227
grd,1979,22310
grd,1980,22411
grd,1981,23260
grd,1982,24224
grd,1983,25198
grd,1984,26086
grd,1985,26812
grd,1986,26841
grd,1987,26632
grd,1988,26288
grd,1989,25878
grd,1990,25483
grd,1991,25687
grd,1992,25984
grd,1993,26375
grd,1994,26828
grd,1995,27322
grd,1996,27899
grd,1997,28419
grd,1998,28938
grd,1999,29488
grd,2000,30098
grd,2001,30805
grd,2002,31555
grd,2003,32295
grd,2004,32962
grd,2005,33552
grd,2006,34092
grd,2007,34583
grd,2008,35070
grd,2009,35565
grd,2010,36055
grd,2011,36338
grd,2012,36694
grd,2013,37046
grd,2014,37333
grd,2015,37540
grd,2016,37715
grd,2017,37806
grd,2018,37839
grd,2019,37880
grd,2020,37937
gtm,1960,1073400
gtm,1961,1099921
gtm,1962,1126900
gtm,1963,1155407
gtm,1964,1187187
gtm,1965,1222892
gtm,1966,1256356
gtm,1967,1293362
gtm,1968,1332973
gtm,1969,1373564
gtm,1970,1414131
gtm,1971,1447949
gtm,1972,1482305
gtm,1973,1517075
gtm,1974,1552044
gtm,1975,1586946
gtm,1976,1614979
gtm,1977,1643447
gtm,1978,1673695
gtm,1979,1706971
gtm,1980,1743828
gtm,1981,1779868
gtm,1982,1819617
gtm,1983,1862865
gtm,1984,1909504
gtm,1985,1959453
gtm,1986,2009105
gtm,1987,2062794
gtm,1988,2120161
gtm,1989,2179834
gtm,1990,2240531
gtm,1991,2301702
gtm,1992,2360441
gtm,1993,2418693
gtm,1994,2479347
gtm,1995,2543912
gtm,1996,2606049
gtm,1997,2673076
gtm,1998,2745006
gtm,1999,2819008
gtm,2000,2895215
gtm,2001,2978924
gtm,2002,3059599
gtm,2003,3139135
gtm,2004,3223284
gtm,2005,3314194
gtm,2006,3412185
gtm,2007,3518326
gtm,2008,3630594
gtm,2009,3745165
gtm,2010,3859700
gtm,2011,3981502
gtm,2012,4100369
gtm,2013,4218838
gtm,2014,4339246
