geo,time,sl_uem_1524_zs
dnk,2014,14.153
dnk,2015,12.107
dnk,2016,12.115
dnk,2017,12.366
dnk,2018,10.506
dnk,2019,10.052
dnk,2020,11.602
dom,1991,11.952
dom,1992,11.827
dom,1993,11.979
dom,1994,12.135
dom,1995,12.14
dom,1996,12.206
dom,1997,12.229
dom,1998,12.344
dom,1999,12.423
dom,2000,12.503
dom,2001,13.541
dom,2002,12.799
dom,2003,13.516
dom,2004,12.985
dom,2005,13.599
dom,2006,10.837
dom,2007,12.439
dom,2008,10.615
dom,2009,12.543
dom,2010,10.843
dom,2011,14.037
dom,2012,14.87
dom,2013,17.446
dom,2014,13.365
dom,2015,16.471
dom,2016,16.789
dom,2017,13.482
dom,2018,14.912
dom,2019,15.918
dom,2020,14.827
dza,1991,33.021
dza,1992,39.229
dza,1993,42.17
dza,1994,44.704
dza,1995,51.602
dza,1996,46.441
dza,1997,41.741
dza,1998,44.277
dza,1999,47.421
dza,2000,50.436
dza,2001,46.772
dza,2002,45.867
dza,2003,43.634
dza,2004,33.929
dza,2005,31.048
dza,2006,24.222
dza,2007,27.693
dza,2008,24.157
dza,2009,21.516
dza,2010,21.793
dza,2011,22.39
dza,2012,27.458
dza,2013,25.212
dza,2014,25.559
dza,2015,30.15
dza,2016,26.078
dza,2017,26.602
dza,2018,27.009
dza,2019,27.364
dza,2020,31.04
ecu,1991,9.315
ecu,1992,9.569
ecu,1993,9.642
ecu,1994,9.507
ecu,1995,9.749
ecu,1996,9.855
ecu,1997,9.729
ecu,1998,9.667
ecu,1999,10.458
ecu,2000,9.938
ecu,2001,8.663
ecu,2002,9.718
ecu,2003,10.921
ecu,2004,10.259
ecu,2005,7.903
ecu,2006,7.983
ecu,2007,7.041
ecu,2008,9.218
ecu,2009,9.908
ecu,2010,9.306
ecu,2011,8.914
ecu,2012,8.535
ecu,2013,8.337
ecu,2014,9.057
ecu,2015,8.847
ecu,2016,10.368
ecu,2017,8.476
ecu,2018,7.955
ecu,2019,8.718
ecu,2020,11.072
egy,1991,26.76
egy,1992,25.394
egy,1993,30.994
egy,1994,31.183
egy,1995,31.158
egy,1996,25.74
egy,1997,24.151
egy,1998,23.434
egy,1999,20.534
egy,2000,24.992
egy,2001,27.622
egy,2002,26.271
egy,2003,29.761
egy,2004,28.348
egy,2005,31.631
egy,2006,30.469
egy,2007,25.008
egy,2008,25.508
egy,2009,25.183
egy,2010,24.536
egy,2011,29.404
egy,2012,34.408
egy,2013,34.141
egy,2014,32.275
egy,2015,34.666
egy,2016,34.162
egy,2017,33.28
egy,2018,26.581
egy,2019,20.992
egy,2020,23.394
eri,1991,9.572
eri,1992,9.947
eri,1993,10.239
eri,1994,10.419
eri,1995,10.516
eri,1996,10.498
eri,1997,10.449
eri,1998,10.256
eri,1999,10.104
eri,2000,9.909
eri,2001,9.758
eri,2002,9.662
eri,2003,9.523
eri,2004,9.242
eri,2005,9.17
eri,2006,9.182
eri,2007,9.254
eri,2008,9.154
eri,2009,9.387
eri,2010,9.981
eri,2011,10.042
eri,2012,10.148
eri,2013,10.329
eri,2014,10.465
eri,2015,10.913
eri,2016,11.141
eri,2017,11.266
eri,2018,11.24
eri,2019,11.377
eri,2020,14.184
esp,1991,30.485
esp,1992,33.023
esp,1993,42.202
esp,1994,44.89
esp,1995,41.809
esp,1996,41.775
esp,1997,39.028
esp,1998,35.398
esp,1999,29.112
esp,2000,25.256
esp,2001,20.711
esp,2002,21.542
esp,2003,22.331
esp,2004,22.531
esp,2005,19.723
esp,2006,17.927
esp,2007,18.13
esp,2008,24.503
esp,2009,37.787
esp,2010,41.512
esp,2011,46.21
esp,2012,52.882
esp,2013,55.458
esp,2014,53.172
esp,2015,48.336
esp,2016,44.454
esp,2017,38.617
esp,2018,34.445
esp,2019,32.677
esp,2020,38.512
est,1991,3.477
est,1992,7.489
est,1993,10.951
est,1994,11.402
est,1995,14.004
est,1996,15.835
est,1997,18.307
est,1998,14.831
est,1999,22.045
est,2000,21.113
est,2001,23.829
est,2002,20.197
est,2003,26.708
est,2004,25.607
est,2005,15.125
est,2006,12.108
est,2007,10.094
est,2008,12.021
est,2009,27.402
est,2010,32.914
est,2011,22.385
est,2012,20.868
est,2013,18.726
est,2014,14.979
est,2015,13.116
est,2016,13.398
est,2017,12.1
est,2018,11.861
est,2019,11.098
est,2020,17.93
eth,1991,4.748
eth,1992,4.74
eth,1993,4.649
eth,1994,4.669
eth,1995,4.817
eth,1996,4.942
eth,1997,5.119
eth,1998,5.285
eth,1999,5.389
eth,2000,5.083
eth,2001,4.78
eth,2002,4.508
eth,2003,4.223
eth,2004,3.88
eth,2005,3.589
eth,2006,3.574
eth,2007,3.555
eth,2008,3.541
eth,2009,3.528
eth,2010,3.497
eth,2011,3.478
eth,2012,3.461
eth,2013,3.433
eth,2014,3.474
eth,2015,3.518
eth,2016,3.565
eth,2017,3.613
eth,2018,3.673
eth,2019,3.723
eth,2020,4.935
fin,1991,14.961
fin,1992,24.506
fin,1993,30.791
fin,1994,31.154
fin,1995,40.817
fin,1996,41.191
fin,1997,35.223
fin,1998,34.396
fin,1999,29.836
fin,2000,29.675
fin,2001,27.757
fin,2002,29.429
fin,2003,28.871
fin,2004,28.343
fin,2005,19.97
fin,2006,18.622
fin,2007,16.42
fin,2008,16.34
fin,2009,21.378
fin,2010,21.261
fin,2011,19.925
fin,2012,18.851
fin,2013,19.782
fin,2014,20.402
fin,2015,22.302
fin,2016,20.024
fin,2017,20.009
fin,2018,16.923
fin,2019,17.075
fin,2020,21.209
fji,1991,9.104
fji,1992,8.856
fji,1993,8.996
fji,1994,8.916
fji,1995,9.001
fji,1996,8.944
fji,1997,9.204
fji,1998,9.091
fji,1999,8.848
fji,2000,9.23
fji,2001,9.226
fji,2002,9.328
fji,2003,9.564
fji,2004,9.582
fji,2005,9.92
fji,2006,10.54
fji,2007,11.319
fji,2008,11.915
fji,2009,12.703
fji,2010,13.171
fji,2011,13.904
fji,2012,14.265
fji,2013,14.356
fji,2014,14.561
fji,2015,14.815
fji,2016,15.139
fji,2017,15.159
fji,2018,15.374
fji,2019,15.66
fji,2020,16.32
fra,1991,19.476
fra,1992,21.418
fra,1993,25.221
fra,1994,28.435
fra,1995,26.825
fra,1996,27.324
fra,1997,28.678
fra,1998,25.967
fra,1999,26.146
fra,2000,20.524
fra,2001,17.954
fra,2002,18.878
fra,2003,17.205
fra,2004,19.679
fra,2005,20.183
fra,2006,21.223
fra,2007,18.732
fra,2008,18.217
fra,2009,22.855
fra,2010,22.438
fra,2011,21.852
fra,2012,23.551
fra,2013,23.982
fra,2014,24.17
fra,2015,24.646
fra,2016,24.441
fra,2017,22.129
fra,2018,20.751
fra,2019,19.512
fra,2020,20.179
gab,1991,42.919
gab,1992,43.299
gab,1993,43.327
gab,1994,42.162
gab,1995,41.035
gab,1996,40.011
gab,1997,38.971
gab,1998,38.074
gab,1999,37.446
gab,2000,36.457
gab,2001,35.514
gab,2002,34.725
gab,2003,33.875
gab,2004,33.114
gab,2005,32.304
gab,2006,33.197
gab,2007,33.826
gab,2008,34.748
gab,2009,35.427
gab,2010,36.002
gab,2011,36.044
gab,2012,36.145
gab,2013,36.228
gab,2014,36.353
gab,2015,36.466
gab,2016,36.525
gab,2017,36.575
gab,2018,36.582
gab,2019,36.532
gab,2020,38.23
gbr,1991,13.864
gbr,1992,15.656
gbr,1993,17.469
gbr,1994,16.339
gbr,1995,15.544
gbr,1996,14.922
gbr,1997,13.543
gbr,1998,12.384
gbr,1999,12.346
gbr,2000,11.96
gbr,2001,10.275
gbr,2002,10.849
gbr,2003,11.273
gbr,2004,10.618
gbr,2005,12.602
gbr,2006,13.776
gbr,2007,14.126
gbr,2008,14.875
gbr,2009,18.945
gbr,2010,19.717
gbr,2011,21.145
gbr,2012,21.069
gbr,2013,20.542
gbr,2014,16.88
gbr,2015,14.573
gbr,2016,12.937
gbr,2017,12.028
gbr,2018,11.227
gbr,2019,11.088
gbr,2020,13.505
geo,1991,4.823
geo,1992,9.639
geo,1993,9.618
geo,1994,14.914
geo,1995,13.377
geo,1996,20.087
geo,1997,20.068
geo,1998,25.454
geo,1999,24.134
geo,2000,20.71
geo,2001,19.792
geo,2002,27.236
geo,2003,24.487
geo,2004,27.84
geo,2005,28.049
geo,2006,29.999
geo,2007,31.436
geo,2008,37.317
geo,2009,43.862
geo,2010,41.382
geo,2011,41.826
geo,2012,38.112
geo,2013,41.122
geo,2014,38.045
geo,2015,36.47
geo,2016,35.666
geo,2017,28.986
geo,2018,29.64
geo,2019,30.031
geo,2020,39.707
gha,1991,5.451
gha,1992,7.387
gha,1993,8.261
gha,1994,9.178
gha,1995,10.079
gha,1996,10.995
gha,1997,11.931
gha,1998,12.86
gha,1999,15.846
gha,2000,16.409
gha,2001,15.194
gha,2002,13.963
gha,2003,12.721
gha,2004,11.475
gha,2005,10.221
gha,2006,8.951
gha,2007,9.469
gha,2008,9.916
gha,2009,10.488
gha,2010,10.975
gha,2011,11.458
gha,2012,12.103
gha,2013,12.719
gha,2014,13.384
gha,2015,13.998
gha,2016,11.388
gha,2017,8.716
gha,2018,8.845
gha,2019,8.949
gha,2020,9.49
gin,1991,6.208
gin,1992,6.153
gin,1993,6.088
gin,1994,6.047
gin,1995,5.991
gin,1996,5.938
gin,1997,5.878
gin,1998,5.836
gin,1999,5.781
gin,2000,5.737
gin,2001,5.671
gin,2002,5.603
gin,2003,5.691
gin,2004,5.739
gin,2005,5.79
gin,2006,5.869
gin,2007,5.885
gin,2008,5.97
gin,2009,6.079
gin,2010,6.092
gin,2011,6.151
gin,2012,6.216
gin,2013,6.302
gin,2014,6.373
gin,2015,6.441
gin,2016,6.45
gin,2017,6.53
gin,2018,6.644
gin,2019,6.731
gin,2020,8.026
gmb,1991,13.395
gmb,1992,13.386
gmb,1993,13.384
gmb,1994,13.421
gmb,1995,13.416
gmb,1996,13.384
gmb,1997,13.333
gmb,1998,13.317
gmb,1999,13.26
gmb,2000,13.239
gmb,2001,13.21
gmb,2002,13.267
gmb,2003,13.144
gmb,2004,13.111
gmb,2005,13.168
gmb,2006,13.124
gmb,2007,13.061
gmb,2008,13.001
gmb,2009,12.971
gmb,2010,12.957
gmb,2011,13.07
gmb,2012,12.931
gmb,2013,13.029
gmb,2014,13.152
gmb,2015,13.184
gmb,2016,13.285
gmb,2017,13.342
gmb,2018,13.403
gmb,2019,13.499
gmb,2020,15.474
gnb,1991,11.215
gnb,1992,11.385
gnb,1993,11.457
gnb,1994,11.451
gnb,1995,11.404
gnb,1996,11.447
gnb,1997,11.477
gnb,1998,11.388
gnb,1999,11.321
gnb,2000,11.2
gnb,2001,11.346
gnb,2002,11.475
gnb,2003,11.494
gnb,2004,11.267
gnb,2005,11.211
gnb,2006,11.083
gnb,2007,11.015
gnb,2008,10.717
gnb,2009,10.82
gnb,2010,11.295
gnb,2011,11.099
gnb,2012,10.966
gnb,2013,10.921
gnb,2014,10.897
gnb,2015,11.23
gnb,2016,11.441
gnb,2017,11.546
gnb,2018,11.533
gnb,2019,11.729
gnb,2020,12.812
gnq,1991,15.381
gnq,1992,15.638
gnq,1993,15.85
gnq,1994,15.955
gnq,1995,16.042
gnq,1996,16.056
gnq,1997,16.026
gnq,1998,15.924
gnq,1999,15.922
gnq,2000,15.909
gnq,2001,16.099
gnq,2002,16.306
gnq,2003,16.45
gnq,2004,16.277
gnq,2005,16.382
gnq,2006,16.258
gnq,2007,16.264
gnq,2008,15.963
gnq,2009,16.266
gnq,2010,17.096
gnq,2011,16.821
gnq,2012,16.675
gnq,2013,16.607
gnq,2014,16.544
gnq,2015,17.095
gnq,2016,17.26
gnq,2017,17.292
gnq,2018,17.185
gnq,2019,17.437
gnq,2020,19.347
grc,1991,23.499
grc,1992,23.844
grc,1993,25.749
grc,1994,26.605
grc,1995,26.751
grc,1996,29.82
grc,1997,29.755
grc,1998,28.958
grc,1999,30.991
grc,2000,28.934
grc,2001,27.754
grc,2002,25.637
grc,2003,25.296
grc,2004,26.021
grc,2005,25.677
grc,2006,24.878
grc,2007,22.598
grc,2008,21.739
grc,2009,25.546
grc,2010,32.741
grc,2011,44.48
grc,2012,55.157
grc,2013,58.163
grc,2014,52.318
grc,2015,49.748
grc,2016,47.213
grc,2017,43.512
grc,2018,39.82
grc,2019,35.158
grc,2020,34.925
gtm,1991,4.664
gtm,1992,4.608
gtm,1993,4.62
gtm,1994,4.597
gtm,1995,4.547
gtm,1996,4.596
gtm,1997,4.535
gtm,1998,4.501
gtm,1999,4.521
gtm,2000,4.511
gtm,2001,4.535
gtm,2002,4.477
gtm,2003,4.5
gtm,2004,5.364
gtm,2005,5.351
gtm,2006,5.267
gtm,2007,5.224
gtm,2008,5.316
gtm,2009,5.392
gtm,2010,5.294
gtm,2011,4.948
gtm,2012,4.711
gtm,2013,5.558
gtm,2014,5.757
gtm,2015,5.658
gtm,2016,5.626
gtm,2017,4.97
gtm,2018,4.724
gtm,2019,4.487
gtm,2020,6.582
gum,1991,7.106
gum,1992,7.946
gum,1993,11.65
gum,1994,16.346
gum,1995,17.234
gum,1996,18.308
gum,1997,21.68
gum,1998,17.513
gum,1999,31.945
gum,2000,35.635
gum,2001,30.964
gum,2002,27.006
gum,2003,22.859
gum,2004,18.087
gum,2005,16.069
gum,2006,16.633
gum,2007,19.648
gum,2008,20.4
gum,2009,21.495
gum,2010,19.045
gum,2011,30.837
gum,2012,27.589
gum,2013,25.949
gum,2014,17.134
gum,2015,15.512
gum,2016,12.116
gum,2017,12.205
gum,2018,12.443
gum,2019,12.419
gum,2020,14.816
guy,1991,27.161
guy,1992,27.715
guy,1993,27.494
guy,1994,27.051
guy,1995,26.611
guy,1996,26.069
guy,1997,25.64
guy,1998,25.357
guy,1999,24.96
guy,2000,24.733
guy,2001,24.43
guy,2002,24.165
guy,2003,23.703
guy,2004,23.097
guy,2005,22.45
guy,2006,21.575
guy,2007,21.861
guy,2008,22.261
guy,2009,22.598
guy,2010,22.977
guy,2011,23.273
guy,2012,23.551
guy,2013,23.836
guy,2014,24.159
guy,2015,24.53
guy,2016,24.934
guy,2017,25.448
guy,2018,26.002
guy,2019,26.162
guy,2020,30.071
hkg,1991,4.178
hkg,1992,4.295
hkg,1993,4.478
hkg,1994,4.347
hkg,1995,6.889
hkg,1996,6.656
hkg,1997,5.203
hkg,1998,10.488
hkg,1999,14.094
hkg,2000,11.101
hkg,2001,11.254
hkg,2002,14.884
hkg,2003,14.91
hkg,2004,12.129
hkg,2005,10.725
hkg,2006,10.429
hkg,2007,9.01
hkg,2008,8.555
hkg,2009,12.548
hkg,2010,12.187
hkg,2011,9.316
hkg,2012,9.295
hkg,2013,9.514
hkg,2014,9.262
hkg,2015,10.489
hkg,2016,9.763
hkg,2017,8.574
hkg,2018,8.776
hkg,2019,8.536
hkg,2020,15.5
hnd,1991,8.236
hnd,1992,5.534
hnd,1993,5.631
hnd,1994,5.823
hnd,1995,5.831
hnd,1996,7.807
hnd,1997,5.935
hnd,1998,7.169
hnd,1999,6.806
hnd,2000,6.85
hnd,2001,7.11
hnd,2002,7.171
hnd,2003,9.475
hnd,2004,10.75
hnd,2005,8.815
hnd,2006,6.233
hnd,2007,5.54
hnd,2008,5.579
hnd,2009,6.048
hnd,2010,7.576
hnd,2011,8.131
hnd,2012,7.017
hnd,2013,9.878
hnd,2014,11.915
hnd,2015,11.115
hnd,2016,12.652
hnd,2017,10.805
hnd,2018,10.535
hnd,2019,10.815
hnd,2020,14.747
hrv,1991,40.282
hrv,1992,38.257
hrv,1993,35.747
hrv,1994,34.017
hrv,1995,31.384
hrv,1996,28.786
hrv,1997,27.86
hrv,1998,31.62
hrv,1999,36.434
hrv,2000,41.6
hrv,2001,39.478
hrv,2002,36.182
hrv,2003,35.538
hrv,2004,32.316
hrv,2005,31.822
hrv,2006,28.535
hrv,2007,24.993
hrv,2008,23.578
hrv,2009,25.151
hrv,2010,32.311
hrv,2011,36.649
hrv,2012,42.107
hrv,2013,50.055
hrv,2014,45.527
hrv,2015,42.352
hrv,2016,31.262
hrv,2017,27.381
hrv,2018,23.756
hrv,2019,16.682
hrv,2020,21.166
hti,1991,16.882
hti,1992,17.186
hti,1993,17.276
hti,1994,17.507
hti,1995,16.989
hti,1996,17.163
hti,1997,17.209
hti,1998,17.226
hti,1999,17.228
hti,2000,20.109
hti,2001,22.81
hti,2002,25.431
hti,2003,28.01
hti,2004,30.867
hti,2005,33.332
hti,2006,36.28
hti,2007,39.011
hti,2008,37.943
hti,2009,36.527
hti,2010,35.652
hti,2011,33.954
hti,2012,32.896
hti,2013,32.761
hti,2014,32.69
hti,2015,32.677
hti,2016,32.603
hti,2017,32.499
hti,2018,32.444
hti,2019,32.459
hti,2020,34.974
hun,1991,16.311
hun,1992,18.631
hun,1993,22.75
hun,1994,20.798
hun,1995,18.591
hun,1996,19.343
hun,1997,16.881
hun,1998,15.25
hun,1999,12.295
hun,2000,12.296
hun,2001,10.666
hun,2002,11.387
hun,2003,12.829
hun,2004,14.371
hun,2005,19.36
hun,2006,19.138
hun,2007,18.047
hun,2008,19.513
hun,2009,26.379
hun,2010,26.353
hun,2011,25.92
hun,2012,28.12
hun,2013,26.494
hun,2014,20.338
hun,2015,17.208
hun,2016,12.865
hun,2017,10.681
hun,2018,10.164
hun,2019,11.404
hun,2020,12.769
idn,1991,7.668
idn,1992,8.032
idn,1993,8.347
idn,1994,12.814
idn,1995,13.659
idn,1996,14.613
idn,1997,14.614
idn,1998,16.443
idn,1999,18.932
idn,2000,18.809
idn,2001,18.696
idn,2002,21.042
idn,2003,21.133
idn,2004,23.234
idn,2005,25.922
idn,2006,24.262
idn,2007,22.62
idn,2008,19.501
idn,2009,19.033
idn,2010,17.706
idn,2011,18.402
idn,2012,15.671
idn,2013,15.951
idn,2014,15.851
idn,2015,17.019
idn,2016,15.747
idn,2017,14.561
idn,2018,16.048
idn,2019,13.357
idn,2020,14.527
ind,1991,15.467
ind,1992,15.864
ind,1993,15.887
ind,1994,16.092
ind,1995,16.247
ind,1996,16.33
ind,1997,16.154
ind,1998,16.396
ind,1999,16.685
ind,2000,16.401
ind,2001,16.571
ind,2002,16.598
ind,2003,17.024
ind,2004,17.16
ind,2005,17.312
ind,2006,17.683
ind,2007,18.047
ind,2008,18.099
ind,2009,18.943
ind,2010,19.473
ind,2011,19.66
ind,2012,20.167
ind,2013,20.683
ind,2014,21.224
ind,2015,21.739
ind,2016,22.235
ind,2017,22.578
ind,2018,23.049
ind,2019,22.743
ind,2020,24.902
irl,1991,22.473
irl,1992,22.043
irl,1993,24.12
irl,1994,22.199
irl,1995,18.245
irl,1996,17.55
irl,1997,15.369
irl,1998,11.081
irl,1999,8.293
irl,2000,6.329
irl,2001,5.938
irl,2002,7.487
irl,2003,7.834
irl,2004,8.013
irl,2005,8.23
irl,2006,8.266
irl,2007,9.201
irl,2008,13.588
irl,2009,24.687
irl,2010,28.231
irl,2011,29.629
irl,2012,30.876
irl,2013,26.855
irl,2014,23.568
irl,2015,20.393
irl,2016,16.883
irl,2017,14.471
irl,2018,13.847
irl,2019,12.56
irl,2020,15.358
irn,1991,21.858
irn,1992,21.338
irn,1993,20.603
irn,1994,19.852
irn,1995,18.942
irn,1996,18.047
irn,1997,19.276
irn,1998,20.369
irn,1999,21.537
irn,2000,22.586
irn,2001,23.949
irn,2002,25.049
irn,2003,22.559
irn,2004,20.226
irn,2005,23.313
irn,2006,23.42
irn,2007,22.219
irn,2008,22.971
irn,2009,24.607
irn,2010,28.486
irn,2011,26.379
irn,2012,26.586
irn,2013,23.834
irn,2014,24.953
irn,2015,25.938
irn,2016,28.983
irn,2017,28.087
irn,2018,27.407
irn,2019,25.812
irn,2020,28.523
irq,1991,16.356
irq,1992,16.073
irq,1993,16.074
irq,1994,16.238
irq,1995,16.27
irq,1996,16.204
irq,1997,16.139
irq,1998,16.253
irq,1999,16.368
irq,2000,16.476
irq,2001,16.73
irq,2002,16.931
irq,2003,17.012
irq,2004,16.818
irq,2005,17.082
irq,2006,17.122
irq,2007,17.224
irq,2008,16.97
irq,2009,16.812
irq,2010,16.562
irq,2011,16.338
irq,2012,16.079
irq,2013,17.975
irq,2014,19.923
irq,2015,21.225
irq,2016,22.486
irq,2017,25.293
irq,2018,25.31
irq,2019,25.277
irq,2020,27.16
isl,1991,4.899
isl,1992,9.828
isl,1993,9.912
isl,1994,11.489
isl,1995,11.806
isl,1996,8.439
isl,1997,7.91
isl,1998,6.842
isl,1999,4.214
isl,2000,4.275
isl,2001,4.862
isl,2002,6.192
isl,2003,12.398
isl,2004,11.876
isl,2005,7.066
isl,2006,7.865
isl,2007,6.596
isl,2008,7.832
isl,2009,15.449
isl,2010,15.883
isl,2011,14.203
isl,2012,13.257
isl,2013,10.449
isl,2014,9.592
isl,2015,8.582
isl,2016,6.336
isl,2017,7.568
isl,2018,5.896
isl,2019,8.473
isl,2020,9.883
isr,1991,22.112
isr,1992,22.638
isr,1993,20.704
isr,1994,16.674
isr,1995,14.944
isr,1996,13.555
isr,1997,15.028
isr,1998,16.942
isr,1999,16.712
isr,2000,17.297
isr,2001,18.675
isr,2002,20.809
isr,2003,22.388
isr,2004,20.655
isr,2005,17.872
isr,2006,18.453
isr,2007,16.306
isr,2008,12.528
isr,2009,14.764
isr,2010,14.297
isr,2011,11.878
isr,2012,12.192
isr,2013,10.578
isr,2014,10.624
isr,2015,9.326
isr,2016,8.655
isr,2017,7.277
isr,2018,7.175
isr,2019,6.686
isr,2020,7.95
ita,1991,28.597
ita,1992,28.233
ita,1993,30.234
ita,1994,31.904
ita,1995,33.605
ita,1996,34.883
ita,1997,34.736
ita,1998,33.928
ita,1999,33.085
ita,2000,31.554
ita,2001,27.878
ita,2002,27.213
ita,2003,26.999
ita,2004,24.413
ita,2005,24.098
ita,2006,21.787
ita,2007,20.369
ita,2008,21.192
ita,2009,25.383
ita,2010,27.943
ita,2011,29.243
ita,2012,35.404
ita,2013,40.152
ita,2014,42.78
ita,2015,40.446
ita,2016,37.846
ita,2017,34.792
ita,2018,32.253
ita,2019,29.218
ita,2020,29.475
jam,1991,29.538
jam,1992,29.808
jam,1993,31.254
jam,1994,29.25
jam,1995,32.797
jam,1996,33.984
jam,1997,36.671
jam,1998,36.681
jam,1999,36.52
jam,2000,35.006
jam,2001,32.479
jam,2002,29.396
jam,2003,22.85
jam,2004,30.74
jam,2005,28.443
jam,2006,26.116
jam,2007,24.554
jam,2008,26.856
jam,2009,28.604
jam,2010,30.933
jam,2011,31.624
jam,2012,34.417
jam,2013,38.983
jam,2014,35.484
jam,2015,34.068
jam,2016,33.255
jam,2017,29.567
jam,2018,25.699
jam,2019,22.075
jam,2020,25.539
jor,1991,36.353
jor,1992,36.464
jor,1993,37.642
jor,1994,33.465
jor,1995,29.147
jor,1996,27.415
jor,1997,27.609
jor,1998,27.839
jor,1999,28.034
jor,2000,28.207
jor,2001,30.472
jor,2002,32.055
jor,2003,30.64
jor,2004,31.264
jor,2005,32.147
jor,2006,30.778
jor,2007,29.245
jor,2008,28.654
jor,2009,29.377
jor,2010,28.635
jor,2011,29.679
jor,2012,28.222
jor,2013,29.378
jor,2014,27.926
jor,2015,30.925
jor,2016,35.622
jor,2017,35.397
jor,2018,38.746
jor,2019,36.824
jor,2020,40.683
jpn,1991,4.485
jpn,1992,4.516
jpn,1993,5.013
jpn,1994,5.589
jpn,1995,6.191
jpn,1996,6.652
jpn,1997,6.669
jpn,1998,7.697
jpn,1999,9.164
jpn,2000,9.198
jpn,2001,9.588
jpn,2002,10.047
jpn,2003,10.157
jpn,2004,9.529
jpn,2005,8.684
jpn,2006,8.263
jpn,2007,7.845
jpn,2008,7.286
jpn,2009,9.187
jpn,2010,9.423
jpn,2011,8.293
jpn,2012,8.218
jpn,2013,6.787
jpn,2014,6.331
jpn,2015,5.547
jpn,2016,5.09
jpn,2017,4.577
jpn,2018,3.574
jpn,2019,3.897
jpn,2020,4.641
kaz,1991,1.761
kaz,1992,1.933
kaz,1993,2.138
kaz,1994,14.46
kaz,1995,20.819
kaz,1996,24.212
kaz,1997,24.166
kaz,1998,24.363
kaz,1999,24.724
kaz,2000,23.127
kaz,2001,18.761
kaz,2002,16.667
kaz,2003,14.341
kaz,2004,14.109
kaz,2005,12.683
kaz,2006,11.092
kaz,2007,9.264
kaz,2008,7.386
kaz,2009,6.675
kaz,2010,5.216
kaz,2011,4.577
kaz,2012,3.938
kaz,2013,3.92
kaz,2014,3.849
kaz,2015,3.793
kaz,2016,3.83
kaz,2017,3.78
kaz,2018,3.837
kaz,2019,3.892
kaz,2020,3.756
ken,1991,6.669
ken,1992,6.705
ken,1993,6.712
ken,1994,6.71
ken,1995,6.715
ken,1996,6.726
ken,1997,6.771
ken,1998,6.742
ken,1999,6.761
ken,2000,6.788
ken,2001,6.764
ken,2002,6.812
ken,2003,6.802
ken,2004,6.801
ken,2005,6.825
ken,2006,6.872
ken,2007,6.927
ken,2008,7.063
ken,2009,7.087
ken,2010,7.082
ken,2011,7.16
ken,2012,7.225
ken,2013,7.25
ken,2014,7.288
ken,2015,7.308
ken,2016,7.324
ken,2017,8.971
ken,2018,10.616
ken,2019,12.337
ken,2020,13.586
kgz,1991,1.717
kgz,1992,1.888
kgz,1993,5.807
kgz,1994,8.01
kgz,1995,9.373
kgz,1996,12.026
kgz,1997,12.263
kgz,1998,14.576
kgz,1999,13.661
kgz,2000,12.168
kgz,2001,12.575
kgz,2002,20.088
kgz,2003,16.556
kgz,2004,15.236
kgz,2005,14.483
kgz,2006,14.524
kgz,2007,14.818
kgz,2008,15.674
kgz,2009,16.748
kgz,2010,16.516
kgz,2011,16.496
kgz,2012,17.513
kgz,2013,13.396
kgz,2014,13.97
kgz,2015,15.02
kgz,2016,15.537
kgz,2017,14.81
kgz,2018,14.999
kgz,2019,15.168
kgz,2020,18.037
khm,1991,1.896
khm,1992,1.934
khm,1993,1.942
khm,1994,1.336
khm,1995,1.979
khm,1996,1.929
khm,1997,1.928
khm,1998,1.955
khm,1999,2.063
khm,2000,2.044
khm,2001,1.95
khm,2002,1.914
khm,2003,1.922
khm,2004,1.933
khm,2005,1.973
khm,2006,1.989
khm,2007,2.02
khm,2008,1.303
khm,2009,0.803
khm,2010,0.968
khm,2011,0.602
khm,2012,0.675
khm,2013,0.753
khm,2014,1.05
khm,2015,0.735
khm,2016,1.123
khm,2017,0.379
khm,2018,0.403
khm,2019,0.428
khm,2020,0.766
kor,1991,7.134
kor,1992,7.44
kor,1993,8.742
kor,1994,7.084
kor,1995,6.131
kor,1996,5.992
kor,1997,7.452
kor,1998,15.707
kor,1999,13.886
kor,2000,9.993
kor,2001,9.368
kor,2002,7.941
kor,2003,9.484
kor,2004,9.863
kor,2005,9.365
kor,2006,8.941
kor,2007,7.857
kor,2008,8.672
kor,2009,9.236
kor,2010,8.545
kor,2011,8.312
kor,2012,7.738
kor,2013,7.913
kor,2014,8.567
kor,2015,9.898
kor,2016,10.15
kor,2017,9.777
kor,2018,10.109
kor,2019,9.856
kor,2020,10.152
kwt,1991,3.393
kwt,1992,3.266
kwt,1993,3.306
kwt,1994,2.987
kwt,1995,3.135
kwt,1996,3.093
kwt,1997,3.06
kwt,1998,3.027
kwt,1999,2.98
kwt,2000,3.442
kwt,2001,3.319
kwt,2002,4.527
kwt,2003,5.504
kwt,2004,7.293
kwt,2005,6.598
kwt,2006,5.686
kwt,2007,6.697
kwt,2008,7.815
kwt,2009,7.414
kwt,2010,9.075
kwt,2011,10.589
kwt,2012,12.193
kwt,2013,13.786
kwt,2014,15.299
kwt,2015,16.111
kwt,2016,15.023
kwt,2017,15.192
kwt,2018,15.23
kwt,2019,15.314
kwt,2020,19.374
lao,1991,5.873
lao,1992,5.863
lao,1993,5.955
lao,1994,5.853
