geo,time,sp_rur_totl_zs
dji,2002,23.376
dji,2003,23.33
dji,2004,23.284
dji,2005,23.239
dji,2006,23.193
dji,2007,23.147
dji,2008,23.101
dji,2009,23.056
dji,2010,23.001
dji,2011,22.936
dji,2012,22.862
dji,2013,22.778
dji,2014,22.686
dji,2015,22.583
dji,2016,22.472
dji,2017,22.352
dji,2018,22.223
dji,2019,22.085
dji,2020,21.938
dma,1960,62.154
dma,1961,62.088
dma,1962,62.021
dma,1963,61.954
dma,1964,61.887
dma,1965,61.82
dma,1966,61.753
dma,1967,61.686
dma,1968,61.619
dma,1969,61.552
dma,1970,61.317
dma,1971,60.53
dma,1972,59.736
dma,1973,58.939
dma,1974,58.136
dma,1975,57.329
dma,1976,56.516
dma,1977,55.703
dma,1978,54.885
dma,1979,54.065
dma,1980,53.241
dma,1981,52.207
dma,1982,50.476
dma,1983,48.743
dma,1984,47.01
dma,1985,45.29
dma,1986,43.578
dma,1987,41.882
dma,1988,40.202
dma,1989,38.55
dma,1990,36.921
dma,1991,35.518
dma,1992,35.431
dma,1993,35.344
dma,1994,35.256
dma,1995,35.169
dma,1996,35.082
dma,1997,34.995
dma,1998,34.908
dma,1999,34.821
dma,2000,34.735
dma,2001,34.618
dma,2002,34.311
dma,2003,34.006
dma,2004,33.701
dma,2005,33.399
dma,2006,33.097
dma,2007,32.797
dma,2008,32.498
dma,2009,32.201
dma,2010,31.906
dma,2011,31.611
dma,2012,31.315
dma,2013,31.018
dma,2014,30.72
dma,2015,30.421
dma,2016,30.12
dma,2017,29.819
dma,2018,29.517
dma,2019,29.214
dma,2020,28.91
dnk,1960,26.313
dnk,1961,25.583
dnk,1962,24.907
dnk,1963,24.243
dnk,1964,23.591
dnk,1965,22.952
dnk,1966,22.381
dnk,1967,21.837
dnk,1968,21.302
dnk,1969,20.778
dnk,1970,20.263
dnk,1971,19.761
dnk,1972,19.269
dnk,1973,18.789
dnk,1974,18.317
dnk,1975,17.854
dnk,1976,17.4
dnk,1977,17.114
dnk,1978,16.831
dnk,1979,16.552
dnk,1980,16.277
dnk,1981,16.085
dnk,1982,15.975
dnk,1983,15.866
dnk,1984,15.757
dnk,1985,15.649
dnk,1986,15.542
dnk,1987,15.435
dnk,1988,15.329
dnk,1989,15.223
dnk,1990,15.157
dnk,1991,15.129
dnk,1992,15.102
dnk,1993,15.075
dnk,1994,15.048
dnk,1995,15.021
dnk,1996,14.994
dnk,1997,14.967
dnk,1998,14.94
dnk,1999,14.914
dnk,2000,14.9
dnk,2001,14.85
dnk,2002,14.75
dnk,2003,14.64
dnk,2004,14.434
dnk,2005,14.144
dnk,2006,13.902
dnk,2007,13.707
dnk,2008,13.513
dnk,2009,13.346
dnk,2010,13.205
dnk,2011,13.043
dnk,2012,12.858
dnk,2013,12.708
dnk,2014,12.59
dnk,2015,12.474
dnk,2016,12.358
dnk,2017,12.243
dnk,2018,12.126
dnk,2019,12.006
dnk,2020,11.884
dom,1960,69.809
dom,1961,68.888
dom,1962,67.926
dom,1963,66.948
dom,1964,65.954
dom,1965,64.948
dom,1966,63.927
dom,1967,62.894
dom,1968,61.847
dom,1969,60.793
dom,1970,59.726
dom,1971,58.649
dom,1972,57.563
dom,1973,56.473
dom,1974,55.374
dom,1975,54.271
dom,1976,53.162
dom,1977,52.052
dom,1978,50.939
dom,1979,49.825
dom,1980,48.71
dom,1981,47.599
dom,1982,46.95
dom,1983,46.677
dom,1984,46.404
dom,1985,46.132
dom,1986,45.86
dom,1987,45.588
dom,1988,45.316
dom,1989,45.045
dom,1990,44.774
dom,1991,44.503
dom,1992,44.233
dom,1993,43.963
dom,1994,43.248
dom,1995,42.402
dom,1996,41.559
dom,1997,40.724
dom,1998,39.893
dom,1999,39.067
dom,2000,38.247
dom,2001,37.435
dom,2002,36.629
dom,2003,35.395
dom,2004,33.997
dom,2005,32.63
dom,2006,31.29
dom,2007,29.98
dom,2008,28.7
dom,2009,27.458
dom,2010,26.247
dom,2011,25.173
dom,2012,24.198
dom,2013,23.251
dom,2014,22.33
dom,2015,21.434
dom,2016,20.564
dom,2017,19.723
dom,2018,18.926
dom,2019,18.172
dom,2020,17.46
dza,1960,69.49
dza,1961,68.203
dza,1962,66.786
dza,1963,65.338
dza,1964,63.859
dza,1965,62.357
dza,1966,61.16
dza,1967,60.996
dza,1968,60.831
dza,1969,60.666
dza,1970,60.5
dza,1971,60.335
dza,1972,60.169
dza,1973,60.003
dza,1974,59.837
dza,1975,59.67
dza,1976,59.503
dza,1977,59.072
dza,1978,58.206
dza,1979,57.335
dza,1980,56.458
dza,1981,55.58
dza,1982,54.697
dza,1983,53.811
dza,1984,52.921
dza,1985,52.032
dza,1986,51.14
dza,1987,50.278
dza,1988,49.489
dza,1989,48.702
dza,1990,47.915
dza,1991,47.129
dza,1992,46.343
dza,1993,45.561
dza,1994,44.781
dza,1995,44.003
dza,1996,43.226
dza,1997,42.456
dza,1998,41.687
dza,1999,40.882
dza,2000,40.081
dza,2001,39.288
dza,2002,38.499
dza,2003,37.716
dza,2004,36.939
dza,2005,36.17
dza,2006,35.407
dza,2007,34.652
dza,2008,33.903
dza,2009,33.174
dza,2010,32.46
dza,2011,31.764
dza,2012,31.085
dza,2013,30.424
dza,2014,29.779
dza,2015,29.152
dza,2016,28.541
dza,2017,27.948
dza,2018,27.371
dza,2019,26.811
dza,2020,26.267
ecu,1960,66.122
ecu,1961,65.534
ecu,1962,64.94
ecu,1963,64.394
ecu,1964,63.878
ecu,1965,63.36
ecu,1966,62.838
ecu,1967,62.314
ecu,1968,61.785
ecu,1969,61.256
ecu,1970,60.722
ecu,1971,60.187
ecu,1972,59.648
ecu,1973,59.108
ecu,1974,58.543
ecu,1975,57.637
ecu,1976,56.724
ecu,1977,55.809
ecu,1978,54.889
ecu,1979,53.966
ecu,1980,53.039
ecu,1981,52.112
ecu,1982,51.182
ecu,1983,50.342
ecu,1984,49.562
ecu,1985,48.785
ecu,1986,48.007
ecu,1987,47.231
ecu,1988,46.454
ecu,1989,45.682
ecu,1990,44.91
ecu,1991,44.291
ecu,1992,43.774
ecu,1993,43.26
ecu,1994,42.746
ecu,1995,42.234
ecu,1996,41.723
ecu,1997,41.215
ecu,1998,40.709
ecu,1999,40.204
ecu,2000,39.701
ecu,2001,39.201
ecu,2002,38.882
ecu,2003,38.684
ecu,2004,38.486
ecu,2005,38.289
ecu,2006,38.093
ecu,2007,37.896
ecu,2008,37.7
ecu,2009,37.505
ecu,2010,37.31
ecu,2011,37.149
ecu,2012,37.012
ecu,2013,36.875
ecu,2014,36.739
ecu,2015,36.602
ecu,2016,36.466
ecu,2017,36.33
ecu,2018,36.179
ecu,2019,36.014
ecu,2020,35.834
egy,1960,62.136
egy,1961,61.728
egy,1962,61.376
egy,1963,61.023
egy,1964,60.669
egy,1965,60.314
egy,1966,59.958
egy,1967,59.601
egy,1968,59.242
egy,1969,58.883
egy,1970,58.523
egy,1971,58.162
egy,1972,57.8
egy,1973,57.437
egy,1974,57.074
egy,1975,56.709
egy,1976,56.344
egy,1977,56.19
egy,1978,56.174
egy,1979,56.158
egy,1980,56.142
egy,1981,56.126
egy,1982,56.11
egy,1983,56.094
egy,1984,56.078
egy,1985,56.062
egy,1986,56.046
egy,1987,56.123
egy,1988,56.256
egy,1989,56.389
egy,1990,56.522
egy,1991,56.655
egy,1992,56.788
egy,1993,56.921
egy,1994,57.054
egy,1995,57.186
egy,1996,57.319
egy,1997,57.342
egy,1998,57.296
egy,1999,57.25
egy,2000,57.203
egy,2001,57.157
egy,2002,57.111
egy,2003,57.065
egy,2004,57.019
egy,2005,56.973
egy,2006,56.927
egy,2007,56.922
egy,2008,56.942
egy,2009,56.961
egy,2010,56.981
egy,2011,57
egy,2012,57.054
egy,2013,57.107
egy,2014,57.161
egy,2015,57.215
egy,2016,57.268
egy,2017,57.295
egy,2018,57.296
egy,2019,57.27
egy,2020,57.217
eri,1960,90.201
eri,1961,89.886
eri,1962,89.562
eri,1963,89.228
eri,1964,88.885
eri,1965,88.534
eri,1966,88.172
eri,1967,87.8
eri,1968,87.642
eri,1969,87.483
eri,1970,87.322
eri,1971,87.159
eri,1972,86.994
eri,1973,86.827
eri,1974,86.659
eri,1975,86.489
eri,1976,86.316
eri,1977,86.143
eri,1978,85.967
eri,1979,85.789
eri,1980,85.61
eri,1981,85.428
eri,1982,85.245
eri,1983,85.06
eri,1984,84.818
eri,1985,84.243
eri,1986,83.649
eri,1987,83.038
eri,1988,82.408
eri,1989,81.761
eri,1990,81.095
eri,1991,80.41
eri,1992,79.706
eri,1993,78.985
eri,1994,78.245
eri,1995,77.486
eri,1996,76.707
eri,1997,75.912
eri,1998,75.097
eri,1999,74.265
eri,2000,73.413
eri,2001,72.545
eri,2002,71.659
eri,2003,70.756
eri,2004,69.836
eri,2005,68.901
eri,2006,67.949
eri,2007,66.983
eri,2008,66
eri,2009,65.415
eri,2010,64.825
eri,2011,64.229
esp,1960,43.433
esp,1961,42.697
esp,1962,41.692
esp,1963,40.694
esp,1964,39.702
esp,1965,38.722
esp,1966,37.749
esp,1967,36.786
esp,1968,35.832
esp,1969,34.892
esp,1970,33.962
esp,1971,33.152
esp,1972,32.459
esp,1973,31.776
esp,1974,31.099
esp,1975,30.43
esp,1976,29.769
esp,1977,29.117
esp,1978,28.473
esp,1979,27.838
esp,1980,27.211
esp,1981,26.721
esp,1982,26.485
esp,1983,26.251
esp,1984,26.018
esp,1985,25.787
esp,1986,25.556
esp,1987,25.327
esp,1988,25.1
esp,1989,24.874
esp,1990,24.649
esp,1991,24.472
esp,1992,24.39
esp,1993,24.308
esp,1994,24.226
esp,1995,24.144
esp,1996,24.062
esp,1997,23.981
esp,1998,23.9
esp,1999,23.819
esp,2000,23.738
esp,2001,23.657
esp,2002,23.467
esp,2003,23.222
esp,2004,22.978
esp,2005,22.737
esp,2006,22.498
esp,2007,22.26
esp,2008,22.024
esp,2009,21.79
esp,2010,21.558
esp,2011,21.327
esp,2012,21.098
esp,2013,20.867
esp,2014,20.634
esp,2015,20.398
esp,2016,20.16
esp,2017,19.92
esp,2018,19.679
esp,2019,19.435
esp,2020,19.19
est,1960,42.467
est,1961,41.696
est,1962,40.928
est,1963,40.164
est,1964,39.404
est,1965,38.652
est,1966,37.903
est,1967,37.161
est,1968,36.423
est,1969,35.693
est,1970,35.053
est,1971,34.517
est,1972,33.983
est,1973,33.455
est,1974,32.931
est,1975,32.411
est,1976,31.894
est,1977,31.383
est,1978,30.876
est,1979,30.503
est,1980,30.289
est,1981,30.076
est,1982,29.864
est,1983,29.653
est,1984,29.442
est,1985,29.233
est,1986,29.025
est,1987,28.817
est,1988,28.61
est,1989,28.585
est,1990,28.769
est,1991,28.954
est,1992,29.14
est,1993,29.326
est,1994,29.513
est,1995,29.7
est,1996,29.889
est,1997,30.077
est,1998,30.267
est,1999,30.457
est,2000,30.632
est,2001,30.758
est,2002,30.884
est,2003,31.011
est,2004,31.138
est,2005,31.265
est,2006,31.393
est,2007,31.521
est,2008,31.649
est,2009,31.777
est,2010,31.906
est,2011,32.035
est,2012,32.026
est,2013,31.878
est,2014,31.731
est,2015,31.584
est,2016,31.437
est,2017,31.283
est,2018,31.12
est,2019,30.949
est,2020,30.771
eth,1960,93.567
eth,1961,93.35
eth,1962,93.126
eth,1963,92.896
eth,1964,92.658
eth,1965,92.413
eth,1966,92.16
eth,1967,91.9
eth,1968,91.74
eth,1969,91.578
eth,1970,91.412
eth,1971,91.244
eth,1972,91.072
eth,1973,90.898
eth,1974,90.721
eth,1975,90.54
eth,1976,90.356
eth,1977,90.17
eth,1978,89.98
eth,1979,89.786
eth,1980,89.59
eth,1981,89.39
eth,1982,89.187
eth,1983,88.98
eth,1984,88.768
eth,1985,88.547
eth,1986,88.321
eth,1987,88.091
eth,1988,87.857
eth,1989,87.62
eth,1990,87.379
eth,1991,87.133
eth,1992,86.884
eth,1993,86.63
eth,1994,86.373
eth,1995,86.173
eth,1996,85.994
eth,1997,85.814
eth,1998,85.631
eth,1999,85.447
eth,2000,85.26
eth,2001,85.073
eth,2002,84.882
eth,2003,84.69
eth,2004,84.496
eth,2005,84.3
eth,2006,84.101
eth,2007,83.884
eth,2008,83.49
eth,2009,83.09
eth,2010,82.681
eth,2011,82.265
eth,2012,81.84
eth,2013,81.425
eth,2014,81.002
eth,2015,80.572
eth,2016,80.134
eth,2017,79.69
eth,2018,79.237
eth,2019,78.775
eth,2020,78.305
fin,1960,44.71
fin,1961,43.679
fin,1962,42.838
fin,1963,42.002
fin,1964,41.168
fin,1965,40.342
fin,1966,39.52
fin,1967,38.705
fin,1968,37.894
fin,1969,37.092
fin,1970,36.296
fin,1971,35.477
fin,1972,34.634
fin,1973,33.803
fin,1974,32.981
fin,1975,32.169
fin,1976,31.366
fin,1977,30.577
fin,1978,29.798
fin,1979,29.03
fin,1980,28.273
fin,1981,27.472
fin,1982,26.627
fin,1983,25.798
fin,1984,24.985
fin,1985,24.192
fin,1986,23.433
fin,1987,22.709
fin,1988,22
fin,1989,21.309
fin,1990,20.633
fin,1991,20.157
fin,1992,19.872
fin,1993,19.591
fin,1994,19.312
fin,1995,19.037
fin,1996,18.777
fin,1997,18.534
fin,1998,18.293
fin,1999,18.054
fin,2000,17.817
fin,2001,17.632
fin,2002,17.497
fin,2003,17.362
fin,2004,17.228
fin,2005,17.095
fin,2006,16.963
fin,2007,16.832
fin,2008,16.701
fin,2009,16.571
fin,2010,16.23
fin,2011,15.687
fin,2012,15.159
fin,2013,14.875
fin,2014,14.825
fin,2015,14.775
fin,2016,14.725
fin,2017,14.675
fin,2018,14.618
fin,2019,14.554
fin,2020,14.483
fji,1960,70.319
fji,1961,69.752
fji,1962,69.177
fji,1963,68.597
fji,1964,68.009
fji,1965,67.418
fji,1966,66.82
fji,1967,66.396
fji,1968,66.013
fji,1969,65.629
fji,1970,65.242
fji,1971,64.853
fji,1972,64.462
fji,1973,64.07
fji,1974,63.676
fji,1975,63.279
fji,1976,62.881
fji,1977,62.681
fji,1978,62.531
fji,1979,62.381
fji,1980,62.231
fji,1981,62.081
fji,1982,61.93
fji,1983,61.779
fji,1984,61.628
fji,1985,61.477
fji,1986,61.325
fji,1987,60.673
fji,1988,59.915
fji,1989,59.155
fji,1990,58.389
fji,1991,57.619
fji,1992,56.844
fji,1993,56.067
fji,1994,55.287
fji,1995,54.504
fji,1996,53.718
fji,1997,53.268
fji,1998,52.877
fji,1999,52.485
fji,2000,52.092
fji,2001,51.7
fji,2002,51.308
fji,2003,50.915
fji,2004,50.521
fji,2005,50.129
fji,2006,49.736
fji,2007,49.343
fji,2008,48.854
fji,2009,48.342
fji,2010,47.829
fji,2011,47.317
fji,2012,46.804
fji,2013,46.294
fji,2014,45.784
fji,2015,45.274
fji,2016,44.765
fji,2017,44.258
fji,2018,43.752
fji,2019,43.25
fji,2020,42.753
fra,1960,38.12
fra,1961,37.393
fra,1962,36.511
fra,1963,35.298
fra,1964,34.102
fra,1965,32.929
fra,1966,31.775
fra,1967,30.643
fra,1968,29.762
fra,1969,29.352
fra,1970,28.945
fra,1971,28.541
fra,1972,28.14
fra,1973,27.744
fra,1974,27.35
fra,1975,27.074
fra,1976,27.003
fra,1977,26.932
fra,1978,26.86
fra,1979,26.789
fra,1980,26.718
fra,1981,26.648
fra,1982,26.575
fra,1983,26.5
fra,1984,26.425
fra,1985,26.35
fra,1986,26.275
fra,1987,26.2
fra,1988,26.125
fra,1989,26.05
fra,1990,25.944
fra,1991,25.771
fra,1992,25.599
fra,1993,25.428
fra,1994,25.257
fra,1995,25.088
fra,1996,24.918
fra,1997,24.75
fra,1998,24.583
fra,1999,24.386
fra,2000,24.129
fra,2001,23.873
fra,2002,23.62
fra,2003,23.368
fra,2004,23.117
fra,2005,22.87
fra,2006,22.623
fra,2007,22.379
fra,2008,22.132
fra,2009,21.883
fra,2010,21.631
fra,2011,21.378
fra,2012,21.122
fra,2013,20.865
fra,2014,20.606
fra,2015,20.345
fra,2016,20.083
fra,2017,19.82
fra,2018,19.556
fra,2019,19.291
fra,2020,19.025
fro,1960,78.617
fro,1961,77.859
fro,1962,77.038
fro,1963,76.195
fro,1964,75.331
fro,1965,74.447
fro,1966,73.672
fro,1967,73.277
fro,1968,72.878
fro,1969,72.476
fro,1970,72.049
fro,1971,71.583
fro,1972,71.112
fro,1973,70.638
fro,1974,70.158
fro,1975,69.674
fro,1976,69.185
fro,1977,68.693
fro,1978,68.645
fro,1979,68.73
fro,1980,68.814
fro,1981,68.899
fro,1982,68.983
fro,1983,69.067
fro,1984,69.151
fro,1985,69.234
fro,1986,69.318
fro,1987,69.402
fro,1988,69.485
fro,1989,69.568
fro,1990,69.406
fro,1991,68.846
fro,1992,68.128
fro,1993,67.404
fro,1994,66.67
fro,1995,65.929
fro,1996,65.178
fro,1997,64.646
fro,1998,64.346
fro,1999,64.14
fro,2000,63.663
fro,2001,62.825
fro,2002,61.978
fro,2003,61.286
fro,2004,60.753
fro,2005,60.219
fro,2006,59.853
fro,2007,59.659
fro,2008,59.464
fro,2009,59.269
fro,2010,59.074
fro,2011,58.912
fro,2012,58.775
fro,2013,58.637
fro,2014,58.499
fro,2015,58.362
fro,2016,58.223
fro,2017,58.086
fro,2018,57.936
fro,2019,57.775
fro,2020,57.602
fsm,1960,77.688
fsm,1961,77.447
fsm,1962,77.203
fsm,1963,76.958
fsm,1964,76.711
fsm,1965,76.463
fsm,1966,76.212
fsm,1967,75.96
fsm,1968,75.705
fsm,1969,75.449
fsm,1970,75.192
fsm,1971,74.932
fsm,1972,74.67
fsm,1973,74.407
fsm,1974,74.259
fsm,1975,74.142
fsm,1976,74.025
fsm,1977,73.908
fsm,1978,73.791
fsm,1979,73.673
fsm,1980,73.555
fsm,1981,73.583
fsm,1982,73.65
fsm,1983,73.717
fsm,1984,73.784
fsm,1985,73.851
fsm,1986,73.917
fsm,1987,73.984
fsm,1988,74.05
fsm,1989,74.116
fsm,1990,74.182
fsm,1991,74.248
fsm,1992,74.314
fsm,1993,74.38
fsm,1994,74.446
fsm,1995,74.932
fsm,1996,75.527
fsm,1997,76.111
fsm,1998,76.686
fsm,1999,77.251
fsm,2000,77.67
fsm,2001,77.67
fsm,2002,77.67
fsm,2003,77.67
fsm,2004,77.67
fsm,2005,77.67
fsm,2006,77.676
fsm,2007,77.683
fsm,2008,77.689
fsm,2009,77.695
fsm,2010,77.702
fsm,2011,77.695
fsm,2012,77.676
fsm,2013,77.645
fsm,2014,77.601
fsm,2015,77.544
fsm,2016,77.474
fsm,2017,77.392
fsm,2018,77.297
fsm,2019,77.188
fsm,2020,77.067
gab,1960,82.602
gab,1961,81.67
gab,1962,80.406
gab,1963,79.077
gab,1964,77.682
gab,1965,76.225
gab,1966,74.703
gab,1967,73.117
gab,1968,71.467
gab,1969,69.763
gab,1970,68
gab,1971,65.918
gab,1972,63.769
gab,1973,61.57
gab,1974,59.319
gab,1975,57.029
gab,1976,54.705
gab,1977,52.367
gab,1978,50.015
gab,1979,47.663
gab,1980,45.318
gab,1981,43
gab,1982,41.628
gab,1983,40.27
gab,1984,38.924
gab,1985,37.598
gab,1986,36.289
gab,1987,35
gab,1988,33.588
gab,1989,32.208
gab,1990,30.857
gab,1991,29.538
gab,1992,28.251
gab,1993,27.001
gab,1994,26.079
gab,1995,25.203
gab,1996,24.346
gab,1997,23.51
gab,1998,22.694
gab,1999,21.898
gab,2000,21.121
gab,2001,20.367
gab,2002,19.632
gab,2003,18.917
gab,2004,18.222
gab,2005,17.548
gab,2006,16.893
gab,2007,16.258
gab,2008,15.641
gab,2009,15.045
gab,2010,14.467
gab,2011,13.908
gab,2012,13.366
gab,2013,12.844
gab,2014,12.349
gab,2015,11.882
gab,2016,11.441
gab,2017,11.024
gab,2018,10.63
gab,2019,10.259
gab,2020,9.908
gbm,1960,44.877
gbm,1961,44.655
gbm,1962,44.414
gbm,1963,44.174
gbm,1964,43.934
gbm,1965,43.695
gbm,1966,43.53
gbm,1967,43.689
gbm,1968,43.849
gbm,1969,44.009
gbm,1970,44.169
gbm,1971,44.444
gbm,1972,45.23
gbm,1973,46.017
gbm,1974,46.806
gbm,1975,47.597
gbm,1976,48.201
gbm,1977,48.205
gbm,1978,48.209
gbm,1979,48.212
gbm,1980,48.216
gbm,1981,48.22
gbm,1982,48.224
gbm,1983,48.227
gbm,1984,48.231
gbm,1985,48.235
gbm,1986,48.239
gbm,1987,48.243
gbm,1988,48.246
gbm,1989,48.25
gbm,1990,48.254
gbm,1991,48.255
gbm,1992,48.246
gbm,1993,48.236
gbm,1994,48.227
gbm,1995,48.217
gbm,1996,48.208
gbm,1997,48.2
gbm,1998,48.192
gbm,1999,48.185
gbm,2000,48.177
gbm,2001,48.167
gbm,2002,48.149
gbm,2003,48.131
gbm,2004,48.113
gbm,2005,48.095
gbm,2006,48.078
gbm,2007,48.06
gbm,2008,48.042
gbm,2009,48.024
gbm,2010,48.006
gbm,2011,47.988
gbm,2012,47.954
gbm,2013,47.904
gbm,2014,47.838
gbm,2015,47.755
gbm,2016,47.657
gbm,2017,47.542
gbm,2018,47.412
gbm,2019,47.265
gbm,2020,47.102
gbr,1960,21.556
gbr,1961,21.626
gbr,1962,21.763
gbr,1963,21.901
gbr,1964,22.04
gbr,1965,22.179
gbr,1966,22.318
gbr,1967,22.459
gbr,1968,22.6
gbr,1969,22.741
gbr,1970,22.883
gbr,1971,22.97
gbr,1972,22.805
gbr,1973,22.642
gbr,1974,22.479
gbr,1975,22.317
gbr,1976,22.156
gbr,1977,21.995
gbr,1978,21.836
gbr,1979,21.677
gbr,1980,21.519
gbr,1981,21.412
gbr,1982,21.461
gbr,1983,21.511
gbr,1984,21.56
gbr,1985,21.61
gbr,1986,21.66
gbr,1987,21.71
gbr,1988,21.76
gbr,1989,21.81
gbr,1990,21.86
gbr,1991,21.888
gbr,1992,21.828
gbr,1993,21.768
gbr,1994,21.707
gbr,1995,21.647
gbr,1996,21.587
gbr,1997,21.528
gbr,1998,21.468
gbr,1999,21.409
gbr,2000,21.349
gbr,2001,21.249
gbr,2002,20.953
gbr,2003,20.661
gbr,2004,20.371
gbr,2005,20.085
gbr,2006,19.801
gbr,2007,19.521
gbr,2008,19.243
gbr,2009,18.969
gbr,2010,18.698
gbr,2011,18.43
gbr,2012,18.163
gbr,2013,17.898
gbr,2014,17.635
gbr,2015,17.374
gbr,2016,17.114
gbr,2017,16.857
gbr,2018,16.602
gbr,2019,16.348
gbr,2020,16.097
geo,1960,56.931
geo,1961,56.441
geo,1962,55.949
geo,1963,55.456
geo,1964,54.961
geo,1965,54.466
geo,1966,53.97
geo,1967,53.473
geo,1968,52.975
geo,1969,52.478
geo,1970,51.994
geo,1971,51.526
geo,1972,51.058
geo,1973,50.591
geo,1974,50.124
geo,1975,49.656
geo,1976,49.188
geo,1977,48.721
geo,1978,48.253
geo,1979,47.844
geo,1980,47.503
geo,1981,47.164
geo,1982,46.824
geo,1983,46.484
geo,1984,46.145
geo,1985,45.806
geo,1986,45.468
geo,1987,45.13
geo,1988,44.792
geo,1989,44.723
geo,1990,44.962
geo,1991,45.201
geo,1992,45.441
geo,1993,45.68
geo,1994,45.92
geo,1995,46.159
geo,1996,46.4
geo,1997,46.64
geo,1998,46.88
geo,1999,47.121
geo,2000,47.362
geo,2001,47.602
geo,2002,47.559
geo,2003,47.17
geo,2004,46.782
geo,2005,46.395
geo,2006,46.008
geo,2007,45.621
geo,2008,45.235
geo,2009,44.85
geo,2010,44.465
geo,2011,44.081
geo,2012,43.697
geo,2013,43.315
geo,2014,42.933
geo,2015,42.552
geo,2016,42.163
geo,2017,41.769
geo,2018,41.368
geo,2019,40.961
geo,2020,40.547
gha,1960,76.748
gha,1961,76.203
gha,1962,75.648
gha,1963,75.085
gha,1964,74.512
gha,1965,73.933
gha,1966,73.344
gha,1967,72.746
gha,1968,72.14
gha,1969,71.527
gha,1970,71.042
gha,1971,70.826
gha,1972,70.608
gha,1973,70.39
gha,1974,70.171
gha,1975,69.951
gha,1976,69.73
gha,1977,69.508
gha,1978,69.286
gha,1979,69.062
gha,1980,68.837
gha,1981,68.612
gha,1982,68.386
gha,1983,68.158
gha,1984,67.791
gha,1985,67.104
gha,1986,66.409
gha,1987,65.707
gha,1988,64.996
gha,1989,64.281
gha,1990,63.559
gha,1991,62.83
gha,1992,62.095
gha,1993,61.356
gha,1994,60.61
gha,1995,59.86
gha,1996,59.104
gha,1997,58.346
gha,1998,57.582
gha,1999,56.816
gha,2000,56.071
gha,2001,55.399
gha,2002,54.725
gha,2003,54.049
gha,2004,53.37
gha,2005,52.692
gha,2006,52.012
gha,2007,51.331
gha,2008,50.649
gha,2009,49.969
gha,2010,49.287
gha,2011,48.606
gha,2012,47.927
gha,2013,47.252
gha,2014,46.581
gha,2015,45.914
gha,2016,45.251
gha,2017,44.593
gha,2018,43.94
gha,2019,43.293
gha,2020,42.651
gib,1960,0
gib,1961,0
gib,1962,0
gib,1963,0
gib,1964,0
gib,1965,0
gib,1966,0
gib,1967,0
gib,1968,0
gib,1969,0
gib,1970,0
gib,1971,0
gib,1972,0
gib,1973,0
gib,1974,0
gib,1975,0
gib,1976,0
gib,1977,0
gib,1978,0
gib,1979,0
gib,1980,0
gib,1981,0
gib,1982,0
gib,1983,0
gib,1984,0
gib,1985,0
gib,1986,0
gib,1987,0
gib,1988,0
gib,1989,0
gib,1990,0
gib,1991,0
gib,1992,0
gib,1993,0
gib,1994,0
gib,1995,0
gib,1996,0
gib,1997,0
gib,1998,0
gib,1999,0
gib,2000,0
gib,2001,0
gib,2002,0
gib,2003,0
gib,2004,0
gib,2005,0
gib,2006,0
gib,2007,0
gib,2008,0
gib,2009,0
gib,2010,0
gib,2011,0
gib,2012,0
gib,2013,0
gib,2014,0
gib,2015,0
gib,2016,0
gib,2017,0
gib,2018,0
gib,2019,0
gib,2020,0
gin,1960,89.528
gin,1961,89.064
gin,1962,88.582
gin,1963,88.081
gin,1964,87.561
gin,1965,87.022
gin,1966,86.463
gin,1967,85.884
gin,1968,85.284
gin,1969,84.664
gin,1970,84.023
gin,1971,83.359
gin,1972,82.673
gin,1973,81.967
gin,1974,81.237
gin,1975,80.485
gin,1976,79.709
gin,1977,78.913
gin,1978,78.093
gin,1979,77.25
gin,1980,76.383
gin,1981,75.497
gin,1982,74.586
gin,1983,73.928
gin,1984,73.654
gin,1985,73.379
gin,1986,73.102
gin,1987,72.822
gin,1988,72.541
gin,1989,72.259
gin,1990,71.974
gin,1991,71.688
gin,1992,71.399
gin,1993,71.11
gin,1994,70.818
gin,1995,70.525
gin,1996,70.23
gin,1997,69.948
gin,1998,69.677
gin,1999,69.405
gin,2000,69.131
gin,2001,68.856
gin,2002,68.58
gin,2003,68.302
gin,2004,68.023
gin,2005,67.743
gin,2006,67.461
gin,2007,67.178
gin,2008,66.894
gin,2009,66.609
gin,2010,66.322
gin,2011,66.034
gin,2012,65.745
gin,2013,65.455
gin,2014,65.164
gin,2015,64.859
gin,2016,64.54
gin,2017,64.207
gin,2018,63.86
gin,2019,63.5
gin,2020,63.125
gmb,1960,87.871
gmb,1961,87.669
gmb,1962,87.465
gmb,1963,87.138
gmb,1964,86.323
gmb,1965,85.467
gmb,1966,84.567
gmb,1967,83.621
gmb,1968,82.627
gmb,1969,81.59
gmb,1970,80.504
gmb,1971,79.37
gmb,1972,78.186
gmb,1973,77.059
gmb,1974,76.325
gmb,1975,75.574
gmb,1976,74.807
gmb,1977,74.026
gmb,1978,73.228
gmb,1979,72.415
gmb,1980,71.586
gmb,1981,70.744
gmb,1982,69.887
gmb,1983,68.992
gmb,1984,67.993
gmb,1985,66.981
gmb,1986,65.951
gmb,1987,64.906
gmb,1988,63.845
gmb,1989,62.774
gmb,1990,61.688
gmb,1991,60.59
