geo,time,sp_pop_1564_fe_in
dza,1973,3904785
dza,1974,4011413
dza,1975,4129472
dza,1976,4245736
dza,1977,4374849
dza,1978,4515284
dza,1979,4664539
dza,1980,4821303
dza,1981,4978021
dza,1982,5146246
dza,1983,5324535
dza,1984,5512332
dza,1985,5709308
dza,1986,5905814
dza,1987,6112591
dza,1988,6328648
dza,1989,6553130
dza,1990,6785639
dza,1991,7022900
dza,1992,7267942
dza,1993,7520108
dza,1994,7779696
dza,1995,8046774
dza,1996,8304885
dza,1997,8572452
dza,1998,8846744
dza,1999,9122490
dza,2000,9396569
dza,2001,9688789
dza,2002,9970450
dza,2003,10245811
dza,2004,10519604
dza,2005,10791513
dza,2006,11050659
dza,2007,11299998
dza,2008,11538985
dza,2009,11767801
dza,2010,11986010
dza,2011,12171404
dza,2012,12364676
dza,2013,12554168
dza,2014,12726608
dza,2015,12878040
dza,2016,13032213
dza,2017,13165818
dza,2018,13290319
dza,2019,13425906
dza,2020,13584234
ecu,1960,1180138
ecu,1961,1208030
ecu,1962,1234953
ecu,1963,1262678
ecu,1964,1294143
ecu,1965,1330772
ecu,1966,1367557
ecu,1967,1409657
ecu,1968,1456154
ecu,1969,1505308
ecu,1970,1556117
ecu,1971,1604988
ecu,1972,1656686
ecu,1973,1710780
ecu,1974,1767125
ecu,1975,1825731
ecu,1976,1883494
ecu,1977,1943883
ecu,1978,2007006
ecu,1979,2073027
ecu,1980,2142023
ecu,1981,2211565
ecu,1982,2283835
ecu,1983,2358807
ecu,1984,2436437
ecu,1985,2516512
ecu,1986,2595524
ecu,1987,2677273
ecu,1988,2761214
ecu,1989,2846745
ecu,1990,2933481
ecu,1991,3018706
ecu,1992,3105625
ecu,1993,3193826
ecu,1994,3282853
ecu,1995,3372389
ecu,1996,3459698
ecu,1997,3546904
ecu,1998,3634259
ecu,1999,3722391
ecu,2000,3811516
ecu,2001,3895926
ecu,2002,3982531
ecu,2003,4070808
ecu,2004,4159784
ecu,2005,4249133
ecu,2006,4344327
ecu,2007,4439159
ecu,2008,4534220
ecu,2009,4630391
ecu,2010,4727671
ecu,2011,4824370
ecu,2012,4921322
ecu,2013,5018982
ecu,2014,5117569
ecu,2015,5217174
ecu,2016,5322596
ecu,2017,5430734
ecu,2018,5538179
ecu,2019,5640996
ecu,2020,5736571
egy,1960,7159172
egy,1961,7298167
egy,1962,7486633
egy,1963,7708769
egy,1964,7938568
egy,1965,8162690
egy,1966,8362178
egy,1967,8560655
egy,1968,8761202
egy,1969,8974529
egy,1970,9206599
egy,1971,9406811
egy,1972,9629537
egy,1973,9871394
egy,1974,10123866
egy,1975,10382386
egy,1976,10625918
egy,1977,10876897
egy,1978,11140276
egy,1979,11423124
egy,1980,11727928
egy,1981,12034971
egy,1982,12366329
egy,1983,12716585
egy,1984,13077743
egy,1985,13444908
egy,1986,13800427
egy,1987,14166528
egy,1988,14539536
egy,1989,14919727
egy,1990,15308935
egy,1991,15657312
egy,1992,16029725
egy,1993,16425413
egy,1994,16840662
egy,1995,17275231
egy,1996,17772448
egy,1997,18272555
egy,1998,18786286
egy,1999,19330244
egy,2000,19908813
egy,2001,20465943
egy,2002,21066942
egy,2003,21692047
egy,2004,22310695
egy,2005,22906857
egy,2006,23480616
egy,2007,24032578
egy,2008,24569428
egy,2009,25099506
egy,2010,25624653
egy,2011,26151054
egy,2012,26649099
egy,2013,27134270
egy,2014,27634198
egy,2015,28162548
egy,2016,28607638
egy,2017,29137610
egy,2018,29709495
egy,2019,30265076
egy,2020,30782471
eri,1960,274260
eri,1961,280462
eri,1962,288048
eri,1963,296498
eri,1964,305106
eri,1965,313540
eri,1966,320550
eri,1967,327666
eri,1968,335090
eri,1969,343231
eri,1970,352290
eri,1971,360602
eri,1972,370064
eri,1973,380447
eri,1974,391419
eri,1975,402798
eri,1976,413369
eri,1977,424513
eri,1978,436306
eri,1979,448856
eri,1980,462187
eri,1981,474811
eri,1982,488059
eri,1983,501963
eri,1984,516575
eri,1985,531784
eri,1986,544756
eri,1987,558328
eri,1988,571211
eri,1989,581869
eri,1990,589387
eri,1991,581833
eri,1992,570514
eri,1993,557187
eri,1994,544178
eri,1995,533554
eri,1996,535758
eri,1997,540879
eri,1998,550125
eri,1999,564620
eri,2000,584837
eri,2001,626058
eri,2002,673237
eri,2003,723888
eri,2004,774088
eri,2005,820168
eri,2006,845207
eri,2007,865772
eri,2008,881872
eri,2009,894027
eri,2010,903205
eri,2011,902550
esp,1960,10102085
esp,1961,10148965
esp,1962,10210751
esp,1963,10274577
esp,1964,10344164
esp,1965,10411963
esp,1966,10473186
esp,1967,10547474
esp,1968,10626821
esp,1969,10677539
esp,1970,10751664
esp,1971,10860085
esp,1972,10963112
esp,1973,11073279
esp,1974,11189143
esp,1975,11310409
esp,1976,11419135
esp,1977,11536163
esp,1978,11657354
esp,1979,11781950
esp,1980,11911130
esp,1981,12032558
esp,1982,12158626
esp,1983,12282294
esp,1984,12399468
esp,1985,12507284
esp,1986,12621386
esp,1987,12718898
esp,1988,12805299
esp,1989,12888216
esp,1990,12969595
esp,1991,13068638
esp,1992,13204145
esp,1993,13341544
esp,1994,13459321
esp,1995,13551910
esp,1996,13629850
esp,1997,13694026
esp,1998,13745143
esp,1999,13787750
esp,2000,13831240
esp,2001,13942892
esp,2002,14151366
esp,2003,14412067
esp,2004,14655852
esp,2005,14888683
esp,2006,15096896
esp,2007,15328851
esp,2008,15523355
esp,2009,15615003
esp,2010,15652581
esp,2011,15635463
esp,2012,15597236
esp,2013,15509208
esp,2014,15420998
esp,2015,15354018
esp,2016,15344498
esp,2017,15339378
esp,2018,15354398
esp,2019,15412745
esp,2020,15439457
est,1960,451588
est,1961,453583
est,1962,456906
est,1963,460673
est,1964,464894
est,1965,468852
est,1966,471358
est,1967,472671
est,1968,474765
est,1969,477519
est,1970,480548
est,1971,484856
est,1972,488777
est,1973,492012
est,1974,494965
est,1975,497729
est,1976,499454
est,1977,501712
est,1978,504123
est,1979,506312
est,1980,509226
est,1981,513660
est,1982,518531
est,1983,523238
est,1984,527366
est,1985,530903
est,1986,533441
est,1987,535616
est,1988,536768
est,1989,537175
est,1990,536863
est,1991,532871
est,1992,523280
est,1993,510981
est,1994,501416
est,1995,493487
est,1996,488282
est,1997,484058
est,1998,480253
est,1999,482439
est,2000,485782
est,2001,483114
est,2002,480609
est,2003,478272
est,2004,476068
est,2005,473778
est,2006,469892
est,2007,466650
est,2008,464000
est,2009,461140
est,2010,457489
est,2011,452844
est,2012,447742
est,2013,442375
est,2014,437107
est,2015,432929
est,2016,430087
est,2017,426732
est,2018,423454
est,2019,420004
est,2020,416265
eth,1960,6001624
eth,1961,6130852
eth,1962,6276700
eth,1963,6435196
eth,1964,6602313
eth,1965,6776037
eth,1966,6916180
eth,1967,7069582
eth,1968,7236391
eth,1969,7417199
eth,1970,7611702
eth,1971,7796742
eth,1972,7998858
eth,1973,8204493
eth,1974,8399322
eth,1975,8576656
eth,1976,8717345
eth,1977,8831478
eth,1978,8936411
eth,1979,9056931
eth,1980,9210103
eth,1981,9368392
eth,1982,9589589
eth,1983,9858974
eth,1984,10157047
eth,1985,10470999
eth,1986,10774239
eth,1987,11097405
eth,1988,11442736
eth,1989,11819382
eth,1990,12234495
eth,1991,12639820
eth,1992,13089272
eth,1993,13570989
eth,1994,14068567
eth,1995,14572491
eth,1996,15013914
eth,1997,15464001
eth,1998,15926721
eth,1999,16410572
eth,2000,16920571
eth,2001,17383112
eth,2002,17876408
eth,2003,18392308
eth,2004,18925570
eth,2005,19480888
eth,2006,20087889
eth,2007,20731441
eth,2008,21418879
eth,2009,22155327
eth,2010,22939552
eth,2011,23790735
eth,2012,24681242
eth,2013,25608379
eth,2014,26568105
eth,2015,27554654
eth,2016,28520778
eth,2017,29520941
eth,2018,30542875
eth,2019,31571709
eth,2020,32600197
fin,1960,1432559
fin,1961,1445808
fin,1962,1464028
fin,1963,1486340
fin,1964,1506621
fin,1965,1521799
fin,1966,1534037
fin,1967,1548086
fin,1968,1559809
fin,1969,1562933
fin,1970,1560385
fin,1971,1565980
fin,1972,1578596
fin,1973,1590364
fin,1974,1600872
fin,1975,1609519
fin,1976,1614946
fin,1977,1617875
fin,1978,1620076
fin,1979,1622525
fin,1980,1627132
fin,1981,1632083
fin,1982,1642150
fin,1983,1653709
fin,1984,1662347
fin,1985,1665940
fin,1986,1668187
fin,1987,1667057
fin,1988,1664405
fin,1989,1663002
fin,1990,1663879
fin,1991,1668088
fin,1992,1672436
fin,1993,1676059
fin,1994,1680262
fin,1995,1685547
fin,1996,1688473
fin,1997,1694318
fin,1998,1701509
fin,1999,1707705
fin,2000,1711830
fin,2001,1716983
fin,2002,1719751
fin,2003,1721016
fin,2004,1723692
fin,2005,1728482
fin,2006,1734542
fin,2007,1742667
fin,2008,1751108
fin,2009,1756621
fin,2010,1756995
fin,2011,1752813
fin,2012,1745336
fin,2013,1735266
fin,2014,1724476
fin,2015,1714087
fin,2016,1705195
fin,2017,1697451
fin,2018,1689720
fin,2019,1682682
fin,2020,1676797
fji,1960,94133
fji,1961,97850
fji,1962,102142
fji,1963,106773
fji,1964,111458
fji,1965,116052
fji,1966,120366
fji,1967,124592
fji,1968,128874
fji,1969,133417
fji,1970,138334
fji,1971,143050
fji,1972,148145
fji,1973,153507
fji,1974,158974
fji,1975,164408
fji,1976,168029
fji,1977,171577
fji,1978,175244
fji,1979,179229
fji,1980,183630
fji,1981,188441
fji,1982,193684
fji,1983,198676
fji,1984,202795
fji,1985,205873
fji,1986,207752
fji,1987,208648
fji,1988,209122
fji,1989,209879
fji,1990,211393
fji,1991,214264
fji,1992,217850
fji,1993,222080
fji,1994,226715
fji,1995,231457
fji,1996,234583
fji,1997,237994
fji,1998,241294
fji,1999,244074
fji,2000,246237
fji,2001,250620
fji,2002,253953
fji,2003,256823
fji,2004,259952
fji,2005,263663
fji,2006,265460
fji,2007,268372
fji,2008,271960
fji,2009,275449
fji,2010,278219
fji,2011,278880
fji,2012,278870
fji,2013,278323
fji,2014,277680
fji,2015,277433
fji,2016,278545
fji,2017,280015
fji,2018,281915
fji,2019,284159
fji,2020,286569
fra,1960,14557572
fra,1961,14688124
fra,1962,14880840
fra,1963,15112228
fra,1964,15340378
fra,1965,15539923
fra,1966,15681657
fra,1967,15808308
fra,1968,15922030
fra,1969,16031554
fra,1970,16144010
fra,1971,16260270
fra,1972,16375540
fra,1973,16492513
fra,1974,16617091
fra,1975,16752466
fra,1976,16864513
fra,1977,16992829
fra,1978,17140883
fra,1979,17310816
fra,1980,17503274
fra,1981,17742227
fra,1982,17989709
fra,1983,18236313
fra,1984,18469503
fra,1985,18678178
fra,1986,18810400
fra,1987,18934347
fra,1988,19045609
fra,1989,19139576
fra,1990,19217586
fra,1991,19303114
fra,1992,19367301
fra,1993,19413985
fra,1994,19452934
fra,1995,19497815
fra,1996,19549387
fra,1997,19606163
fra,1998,19673307
fra,1999,19776282
fra,2000,19918366
fra,2001,20066357
fra,2002,20225136
fra,2003,20386811
fra,2004,20556237
fra,2005,20727736
fra,2006,20874298
fra,2007,21008354
fra,2008,21122518
fra,2009,21203142
fra,2010,21244448
fra,2011,21260654
fra,2012,21243891
fra,2013,21211235
fra,2014,21169272
fra,2015,21117850
fra,2016,21082936
fra,2017,21069176
fra,2018,21063677
fra,2019,21046721
fra,2020,21015328
fsm,1960,11015
fsm,1961,11317
fsm,1962,11556
fsm,1963,11797
fsm,1964,12105
fsm,1965,12509
fsm,1966,12976
fsm,1967,13534
fsm,1968,14133
fsm,1969,14662
fsm,1970,15076
fsm,1971,15182
fsm,1972,15146
fsm,1973,15048
fsm,1974,14985
fsm,1975,15014
fsm,1976,15396
fsm,1977,15908
fsm,1978,16516
fsm,1979,17172
fsm,1980,17850
fsm,1981,18568
fsm,1982,19281
fsm,1983,20000
fsm,1984,20748
fsm,1985,21529
fsm,1986,22139
fsm,1987,22787
fsm,1988,23457
fsm,1989,24128
fsm,1990,24798
fsm,1991,25454
fsm,1992,26091
fsm,1993,26731
fsm,1994,27367
fsm,1995,27977
fsm,1996,28496
fsm,1997,28924
fsm,1998,29317
fsm,1999,29672
fsm,2000,30021
fsm,2001,29996
fsm,2002,29993
fsm,2003,29995
fsm,2004,29963
fsm,2005,29917
fsm,2006,30123
fsm,2007,30239
fsm,2008,30342
fsm,2009,30525
fsm,2010,30837
fsm,2011,31279
fsm,2012,31913
fsm,2013,32657
fsm,2014,33391
fsm,2015,34025
fsm,2016,34617
fsm,2017,35098
fsm,2018,35502
fsm,2019,35892
fsm,2020,36300
gab,1960,157575
gab,1961,158537
gab,1962,159875
gab,1963,161607
gab,1964,163789
gab,1965,166430
gab,1966,169263
gab,1967,172666
gab,1968,176395
gab,1969,180136
gab,1970,183672
gab,1971,185268
gab,1972,186826
gab,1973,188444
gab,1974,190300
gab,1975,192524
gab,1976,194768
gab,1977,197432
gab,1978,200487
gab,1979,203904
gab,1980,207642
gab,1981,211131
gab,1982,215037
gab,1983,219335
gab,1984,223998
gab,1985,228987
gab,1986,233836
gab,1987,239098
gab,1988,244723
gab,1989,250637
gab,1990,256813
gab,1991,262852
gab,1992,269236
gab,1993,275951
gab,1994,283007
gab,1995,290412
gab,1996,297730
gab,1997,305512
gab,1998,313733
gab,1999,322392
gab,2000,331513
gab,2001,341141
gab,2002,351370
gab,2003,362237
gab,2004,373796
gab,2005,386085
gab,2006,399713
gab,2007,413995
gab,2008,429063
gab,2009,445202
gab,2010,462571
gab,2011,482090
gab,2012,502984
gab,2013,524365
gab,2014,545304
gab,2015,565271
gab,2016,580471
gab,2017,594983
gab,2018,609090
gab,2019,623363
gab,2020,638284
gbr,1960,17388490
gbr,1961,17430089
gbr,1962,17519272
gbr,1963,17607773
gbr,1964,17670173
gbr,1965,17711165
gbr,1966,17689651
gbr,1967,17673869
gbr,1968,17652591
gbr,1969,17625612
gbr,1970,17607635
gbr,1971,17604391
gbr,1972,17599154
gbr,1973,17589143
gbr,1974,17586744
gbr,1975,17604823
gbr,1976,17635026
gbr,1977,17689123
gbr,1978,17774830
gbr,1979,17895382
gbr,1980,18033739
gbr,1981,18141737
gbr,1982,18245744
gbr,1983,18359053
gbr,1984,18477729
gbr,1985,18583081
gbr,1986,18627418
gbr,1987,18654811
gbr,1988,18670789
gbr,1989,18685740
gbr,1990,18705750
gbr,1991,18729258
gbr,1992,18745314
gbr,1993,18758870
gbr,1994,18785727
gbr,1995,18829263
gbr,1996,18891063
gbr,1997,18968705
gbr,1998,19063618
gbr,1999,19171360
gbr,2000,19284914
gbr,2001,19402353
gbr,2002,19533603
gbr,2003,19674585
gbr,2004,19832350
gbr,2005,20005582
gbr,2006,20176411
gbr,2007,20351283
gbr,2008,20516679
gbr,2009,20659233
gbr,2010,20787873
gbr,2011,20853414
gbr,2012,20896893
gbr,2013,20931370
gbr,2014,20981572
gbr,2015,21051360
gbr,2016,21134373
gbr,2017,21214013
gbr,2018,21288097
gbr,2019,21358489
gbr,2020,21429207
geo,1960,1249392
geo,1961,1260571
geo,1962,1271009
geo,1963,1281474
geo,1964,1292459
geo,1965,1304043
geo,1966,1313715
geo,1967,1323429
geo,1968,1334466
geo,1969,1348035
geo,1970,1364108
geo,1971,1384165
geo,1972,1404788
geo,1973,1424384
geo,1974,1444216
geo,1975,1462119
geo,1976,1477526
geo,1977,1492271
geo,1978,1505542
geo,1979,1521085
geo,1980,1537984
geo,1981,1554669
geo,1982,1571634
geo,1983,1588198
geo,1984,1602805
geo,1985,1615928
geo,1986,1626249
geo,1987,1634822
geo,1988,1645400
geo,1989,1643849
geo,1990,1638680
geo,1991,1646797
geo,1992,1658416
geo,1993,1674152
geo,1994,1656667
geo,1995,1607489
geo,1996,1547758
geo,1997,1499841
geo,1998,1466292
geo,1999,1439913
geo,2000,1414244
geo,2001,1390862
geo,2002,1376721
geo,2003,1365802
geo,2004,1356929
geo,2005,1349753
geo,2006,1345064
geo,2007,1343173
geo,2008,1344819
geo,2009,1337154
geo,2010,1328817
geo,2011,1315699
geo,2012,1301612
geo,2013,1291457
geo,2014,1284401
geo,2015,1277772
geo,2016,1269177
geo,2017,1259750
geo,2018,1249601
geo,2019,1238117
geo,2020,1230229
gha,1960,1754325
gha,1961,1802360
gha,1962,1858646
gha,1963,1918982
gha,1964,1977332
gha,1965,2030698
gha,1966,2065147
gha,1967,2096211
gha,1968,2126955
gha,1969,2162204
gha,1970,2204911
gha,1971,2252183
gha,1972,2307597
gha,1973,2368856
gha,1974,2432587
gha,1975,2496735
gha,1976,2544516
gha,1977,2594041
gha,1978,2648141
gha,1979,2710208
gha,1980,2782450
gha,1981,2875334
gha,1982,2979130
gha,1983,3091368
gha,1984,3208688
gha,1985,3328368
gha,1986,3437668
gha,1987,3550053
gha,1988,3665692
gha,1989,3785391
gha,1990,3909829
gha,1991,4030791
gha,1992,4158937
gha,1993,4292048
gha,1994,4427335
gha,1995,4563326
gha,1996,4693079
gha,1997,4822899
gha,1998,4955665
gha,1999,5095570
gha,2000,5244881
gha,2001,5396397
gha,2002,5559806
gha,2003,5733365
gha,2004,5913866
gha,2005,6099411
gha,2006,6290222
gha,2007,6485999
gha,2008,6685986
gha,2009,6889690
gha,2010,7095973
gha,2011,7287314
gha,2012,7480866
gha,2013,7677460
gha,2014,7878383
gha,2015,8084500
gha,2016,8285863
gha,2017,8495754
gha,2018,8711508
gha,2019,8929624
gha,2020,9148330
gin,1960,995256
gin,1961,1007605
gin,1962,1019570
gin,1963,1032362
gin,1964,1048109
gin,1965,1067776
gin,1966,1083645
gin,1967,1103838
gin,1968,1127315
gin,1969,1152324
gin,1970,1177824
gin,1971,1196509
gin,1972,1216663
gin,1973,1238101
gin,1974,1260833
gin,1975,1284860
gin,1976,1302190
gin,1977,1321678
gin,1978,1343317
gin,1979,1367179
gin,1980,1393411
gin,1981,1417238
gin,1982,1444590
gin,1983,1475276
gin,1984,1509127
gin,1985,1546008
gin,1986,1580076
gin,1987,1618137
gin,1988,1659468
gin,1989,1703405
gin,1990,1749542
gin,1991,1788370
gin,1992,1830314
gin,1993,1875240
gin,1994,1923205
gin,1995,1974294
gin,1996,2021799
gin,1997,2073499
gin,1998,2128070
gin,1999,2183985
gin,2000,2240383
gin,2001,2282957
gin,2002,2326677
gin,2003,2373000
gin,2004,2423664
gin,2005,2479749
gin,2006,2537095
gin,2007,2600030
gin,2008,2667465
gin,2009,2738000
gin,2010,2810770
gin,2011,2880893
gin,2012,2953942
gin,2013,3030761
gin,2014,3112169
gin,2015,3198740
gin,2016,3294647
gin,2017,3396899
gin,2018,3504526
gin,2019,3616319
gin,2020,3731155
gmb,1960,101272
gmb,1961,102751
gmb,1962,104537
gmb,1963,106609
gmb,1964,108944
gmb,1965,111529
gmb,1966,113801
gmb,1967,116475
gmb,1968,119473
gmb,1969,122773
gmb,1970,126348
gmb,1971,129389
gmb,1972,132887
gmb,1973,136733
gmb,1974,140824
gmb,1975,145126
gmb,1976,149141
gmb,1977,153528
gmb,1978,158226
gmb,1979,163247
gmb,1980,168613
gmb,1981,173162
gmb,1982,178294
gmb,1983,184174
gmb,1984,191008
gmb,1985,198939
gmb,1986,209313
gmb,1987,221122
gmb,1988,233640
gmb,1989,246170
gmb,1990,258242
gmb,1991,265278
gmb,1992,271921
gmb,1993,278413
gmb,1994,285118
gmb,1995,292377
gmb,1996,299456
gmb,1997,307457
gmb,1998,316298
gmb,1999,325942
gmb,2000,336417
gmb,2001,347984
gmb,2002,360418
gmb,2003,373613
gmb,2004,387514
gmb,2005,402063
gmb,2006,415790
gmb,2007,430302
gmb,2008,445579
gmb,2009,461513
gmb,2010,478003
gmb,2011,493548
gmb,2012,509936
gmb,2013,527051
gmb,2014,544834
gmb,2015,563220
gmb,2016,580967
gmb,2017,599544
gmb,2018,618965
gmb,2019,639310
gmb,2020,660589
gnb,1960,176320
gnb,1961,177791
gnb,1962,178835
gnb,1963,179869
gnb,1964,181536
gnb,1965,184134
gnb,1966,186506
gnb,1967,189870
gnb,1968,193910
gnb,1969,198139
gnb,1970,202262
gnb,1971,205554
gnb,1972,208948
gnb,1973,212189
gnb,1974,215004
gnb,1975,217244
gnb,1976,217481
gnb,1977,217267
gnb,1978,216983
gnb,1979,217171
gnb,1980,218198
gnb,1981,219841
gnb,1982,222415
gnb,1983,225747
gnb,1984,229661
gnb,1985,233997
gnb,1986,237590
gnb,1987,241983
gnb,1988,247013
gnb,1989,252469
gnb,1990,258249
gnb,1991,263904
gnb,1992,269878
gnb,1993,276234
gnb,1994,283118
gnb,1995,290551
gnb,1996,296415
gnb,1997,302980
gnb,1998,310171
gnb,1999,317867
gnb,2000,326084
gnb,2001,334781
gnb,2002,344242
gnb,2003,354412
gnb,2004,365160
gnb,2005,376316
gnb,2006,386592
gnb,2007,397247
gnb,2008,408273
gnb,2009,419717
gnb,2010,431615
gnb,2011,443100
gnb,2012,455304
gnb,2013,467987
gnb,2014,480892
gnb,2015,493901
gnb,2016,506324
gnb,2017,519040
gnb,2018,532185
gnb,2019,545990
gnb,2020,560592
gnq,1960,74091
gnq,1961,74674
gnq,1962,75182
gnq,1963,75805
gnq,1964,76781
gnq,1965,78217
gnq,1966,79818
gnq,1967,81856
gnq,1968,83870
gnq,1969,85279
gnq,1970,85764
gnq,1971,83970
gnq,1972,81396
gnq,1973,78409
gnq,1974,75449
gnq,1975,72885
gnq,1976,70890
gnq,1977,69310
gnq,1978,68538
gnq,1979,69010
gnq,1980,70875
gnq,1981,74513
gnq,1982,79803
gnq,1983,85942
gnq,1984,91964
gnq,1985,97290
gnq,1986,100812
gnq,1987,103804
gnq,1988,106442
gnq,1989,108987
gnq,1990,111663
gnq,1991,114743
gnq,1992,117776
gnq,1993,120998
gnq,1994,124709
gnq,1995,129047
gnq,1996,133846
gnq,1997,139340
gnq,1998,145320
gnq,1999,151536
gnq,2000,157871
gnq,2001,164125
gnq,2002,170738
gnq,2003,177608
gnq,2004,184743
gnq,2005,192216
gnq,2006,200311
gnq,2007,208884
gnq,2008,217806
gnq,2009,227127
gnq,2010,236909
gnq,2011,246850
gnq,2012,257468
gnq,2013,268494
gnq,2014,279769
gnq,2015,291284
gnq,2016,302136
gnq,2017,313634
gnq,2018,325570
gnq,2019,337888
gnq,2020,350614
grc,1960,2805613
grc,1961,2816539
grc,1962,2833222
grc,1963,2850014
grc,1964,2864175
grc,1965,2874317
grc,1966,2886489
grc,1967,2891273
grc,1968,2884984
grc,1969,2869954
grc,1970,2853372
grc,1971,2855457
grc,1972,2869792
grc,1973,2882439
grc,1974,2892097
grc,1975,2915269
grc,1976,2961181
grc,1977,2995751
grc,1978,3029041
grc,1979,3064218
grc,1980,3096816
grc,1981,3123814
grc,1982,3148776
grc,1983,3177160
grc,1984,3204548
grc,1985,3229097
grc,1986,3253681
grc,1987,3279696
grc,1988,3306756
grc,1989,3337943
grc,1990,3384958
grc,1991,3446628
grc,1992,3489606
grc,1993,3523530
grc,1994,3552955
grc,1995,3580213
grc,1996,3595282
grc,1997,3613993
grc,1998,3634924
grc,1999,3647334
grc,2000,3657561
grc,2001,3663845
grc,2002,3663492
grc,2003,3659004
grc,2004,3658501
grc,2005,3665052
grc,2006,3664278
grc,2007,3664593
grc,2008,3666087
grc,2009,3665375
grc,2010,3656033
grc,2011,3639624
grc,2012,3607441
grc,2013,3567574
grc,2014,3529383
grc,2015,3491704
grc,2016,3470400
grc,2017,3455666
grc,2018,3440164
grc,2019,3427931
grc,2020,3412294
grd,1960,23375
grd,1961,23443
grd,1962,23547
grd,1963,23670
grd,1964,23724
grd,1965,23715
grd,1966,23688
grd,1967,23596
grd,1968,23490
grd,1969,23398
grd,1970,23363
grd,1971,23963
grd,1972,24447
grd,1973,24789
grd,1974,25040
grd,1975,25228
grd,1976,25051
grd,1977,24883
grd,1978,24759
grd,1979,24674
grd,1980,24660
grd,1981,25441
grd,1982,26376
grd,1983,27325
grd,1984,28163
grd,1985,28788
grd,1986,28530
grd,1987,27968
grd,1988,27227
grd,1989,26439
grd,1990,25704
grd,1991,25774
grd,1992,25976
grd,1993,26282
grd,1994,26659
grd,1995,27080
grd,1996,27575
grd,1997,28056
grd,1998,28541
grd,1999,29064
grd,2000,29619
grd,2001,30261
grd,2002,30905
grd,2003,31499
grd,2004,32009
grd,2005,32442
grd,2006,32827
grd,2007,33171
grd,2008,33520
grd,2009,33901
grd,2010,34310
grd,2011,34619
grd,2012,35025
grd,2013,35444
grd,2014,35805
grd,2015,36086
grd,2016,36341
grd,2017,36512
grd,2018,36626
grd,2019,36718
grd,2020,36810
gtm,1960,1050400
gtm,1961,1076493
gtm,1962,1103169
gtm,1963,1131415
gtm,1964,1162915
gtm,1965,1198281
gtm,1966,1231247
gtm,1967,1267880
gtm,1968,1307254
gtm,1969,1347839
gtm,1970,1388697
gtm,1971,1423187
gtm,1972,1458803
gtm,1973,1495351
gtm,1974,1532670
gtm,1975,1570569
gtm,1976,1603083
gtm,1977,1637074
gtm,1978,1673460
gtm,1979,1713247
gtm,1980,1756974
gtm,1981,1800462
gtm,1982,1848324
gtm,1983,1900060
gtm,1984,1955577
gtm,1985,2014945
gtm,1986,2075004
gtm,1987,2140026
gtm,1988,2209412
gtm,1989,2281774
gtm,1990,2355915
gtm,1991,2430902
gtm,1992,2504709
gtm,1993,2578694
gtm,1994,2655448
gtm,1995,2736404
gtm,1996,2813474
gtm,1997,2896292
gtm,1998,2984152
gtm,1999,3073604
gtm,2000,3164618
gtm,2001,3258743
gtm,2002,3348473
gtm,2003,3435642
gtm,2004,3526416
gtm,2005,3623198
gtm,2006,3724331
gtm,2007,3832657
gtm,2008,3946111
gtm,2009,4060874
gtm,2010,4174709
gtm,2011,4295208
gtm,2012,4412164
gtm,2013,4528049
gtm,2014,4645053
gtm,2015,4763441
gtm,2016,4876895
gtm,2017,4992535
gtm,2018,5108689
gtm,2019,5221773
gtm,2020,5330363
gum,1960,13982
gum,1961,14593
gum,1962,15242
gum,1963,15866
gum,1964,16442
gum,1965,17009
gum,1966,17656
gum,1967,18355
gum,1968,19056
gum,1969,19748
gum,1970,20453
gum,1971,21420
gum,1972,22377
gum,1973,23305
gum,1974,24206
gum,1975,25109
gum,1976,26258
gum,1977,27442
gum,1978,28613
gum,1979,29716
gum,1980,30727
gum,1981,31652
gum,1982,32491
gum,1983,33249
gum,1984,33962
gum,1985,34668
gum,1986,35487
gum,1987,36306
gum,1988,37165
gum,1989,38101
gum,1990,39102
gum,1991,40070
gum,1992,41116
gum,1993,42182
gum,1994,43249
gum,1995,44286
gum,1996,45219
gum,1997,46158
gum,1998,47069
gum,1999,47916
gum,2000,48641
gum,2001,49005
gum,2002,49230
gum,2003,49362
gum,2004,49485
gum,2005,49675
gum,2006,49864
gum,2007,50141
gum,2008,50465
gum,2009,50763
gum,2010,50985
gum,2011,51210
gum,2012,51364
gum,2013,51503
gum,2014,51694
gum,2015,51977
gum,2016,52340
gum,2017,52802
gum,2018,53322
gum,2019,53813
gum,2020,54231
guy,1960,142373
guy,1961,145250
guy,1962,148168
guy,1963,151113
guy,1964,154125
guy,1965,157313
guy,1966,160786
guy,1967,164171
guy,1968,167427
guy,1969,170597
guy,1970,173732
guy,1971,178182
guy,1972,182449
guy,1973,186342
guy,1974,189824
guy,1975,193037
guy,1976,196553
guy,1977,199928
guy,1978,203207
guy,1979,206390
guy,1980,209420
guy,1981,212304
guy,1982,214455
guy,1983,215853
guy,1984,216915
guy,1985,218198
guy,1986,219836
guy,1987,221672
guy,1988,223503
guy,1989,225124
guy,1990,226579
guy,1991,228426
guy,1992,230507
guy,1993,232449
guy,1994,233920
guy,1995,234679
guy,1996,234499
guy,1997,233530
guy,1998,231727
guy,1999,229238
guy,2000,226427
guy,2001,224638
guy,2002,222645
guy,2003,220914
guy,2004,219976
