geo,time,ne_con_govt_cd
cri,1979,728494749.12485
cri,1980,880315052.50875
cri,1981,412919915.63779
cri,1982,379394600.43254
cri,1983,475178979.02867
cri,1984,572671317.93042
cri,1985,617326732.67327
cri,1986,680121863.79928
cri,1987,679493388.56141
cri,1988,720802216.65127
cri,1989,891176180.49562
cri,1990,1037233996.06729
cri,1991,949398692.58213
cri,1992,1037108216.30771
cri,1993,1223902715.21519
cri,1994,1394519879.72002
cri,1995,1496728817.04103
cri,1996,1525544145.67705
cri,1997,1592466780.30357
cri,1998,1742039034.62335
cri,1999,1894059751.89467
cri,2000,2061044982.62163
cri,2001,2284003788.9903
cri,2002,2435273623.01787
cri,2003,2503967509.9859
cri,2004,2601092536.6947
cri,2005,2708068208.18574
cri,2006,2990510209.80389
cri,2007,3442658108.99721
cri,2008,4182099129.53198
cri,2009,4841874117.62763
cri,2010,6259129399.36004
cri,2011,7253325072.77369
cri,2012,7930216878.8732
cri,2013,8727775215.17448
cri,2014,8848669066.54069
cri,2015,9572685774.94423
cri,2016,9832559058.60483
cri,2017,9899320100.37793
cri,2018,10109403834.989
cri,2019,10793673236.437
cri,2020,10969284332.6434
cub,1970,1803101400
cub,1971,2189960200
cub,1972,2576582476.39035
cub,1973,3163574427.02051
cub,1974,3613191829.26829
cub,1975,4125111463.41463
cub,1976,4366677953.71498
cub,1977,4500076265.06024
cub,1978,5654444935.06493
cub,1979,6207347671.23288
cub,1980,6292183472.22222
cub,1981,6382548795.18072
cub,1982,6648362235.29412
cub,1983,7047198370.1979
cub,1984,7629374615.82242
cub,1985,7131660115.73316
cub,1986,7766061315.09479
cub,1987,8068648861.7576
cub,1988,8725618073.87863
cub,1989,8576307061.38665
cub,1990,8880540292.55319
cub,1991,8100081070.01501
cub,1992,7685581081.08108
cub,1993,7914077027.02703
cub,1994,7756708243.24324
cub,1995,7422978935.27384
cub,1996,6643000000
cub,1997,6806900000
cub,1998,7122047400
cub,1999,8204404100
cub,2000,9046224800
cub,2001,9786000000
cub,2002,11455875900
cub,2003,12110612500
cub,2004,13554299600
cub,2005,14348951700
cub,2006,17001135300
cub,2007,20751500000
cub,2008,24250000000
cub,2009,24187000000
cub,2010,22360000000
cub,2011,24437000000
cub,2012,23343000000
cub,2013,25032000000
cub,2014,26138000000
cub,2015,28062000000
cub,2016,29143000000
cub,2017,29867000000
cub,2018,30060000000
cub,2019,33337000000
cub,2020,41704000000
cym,2017,104044161.76647
cym,2018,116764670.58682
cym,2019,139925597.02388
cym,2020,144725789.03156
cyp,1975,85592100.85909
cyp,1976,94030899.72736
cyp,1977,102825251.6011
cyp,1978,126189484.2375
cyp,1979,164721437.12575
cyp,1980,294400829.1874
cyp,1981,305022315.20223
cyp,1982,320441800.24661
cyp,1983,326705895.43938
cyp,1984,321448753.73878
cyp,1985,341884261.03647
cyp,1986,436127796.61017
cyp,1987,615387819.73203
cyp,1988,712810539.52321
cyp,1989,729340236.68639
cyp,1990,969374263.76441
cyp,1991,1065071338.38384
cyp,1992,1315868187.74446
cyp,1993,1111899057.71496
cyp,1994,1236905357.14286
cyp,1995,1233247089.26261
cyp,1996,1316562107.90464
cyp,1997,1412086659.06499
cyp,1998,1646380090.49774
cyp,1999,1685976267.52967
cyp,2000,1506503298.77474
cyp,2001,1657012750.45537
cyp,2002,1896826923.07692
cyp,2003,2605662514.15629
cyp,2004,2871250000
cyp,2005,3044024375.07773
cyp,2006,3392046167.35667
cyp,2007,3941554886.39474
cyp,2008,4748059176.79801
cyp,2009,4871631008.6135
cyp,2010,4765610499.80114
cyp,2011,5261692650.33407
cyp,2012,4699473210.84415
cyp,2013,4410280249.70116
cyp,2014,3887338913.24565
cyp,2015,3244979474.09298
cyp,2016,3194708877.57361
cyp,2017,3390081337.55084
cyp,2018,3720482994.80397
cyp,2019,4158849210.79145
cyp,2020,4915819531.69617
cze,1990,8917304795.85585
cze,1991,6433657427.82508
cze,1992,7154347753.80262
cze,1993,8547070627.37969
cze,1994,10145609935.7304
cze,1995,12147437829.691
cze,1996,13109721055.6563
cze,1997,12469730524.3765
cze,1998,12694447542.2227
cze,1999,12958413848.1654
cze,2000,12072702776.2304
cze,2001,13205409654.614
cze,2002,17225782409.7548
cze,2003,21939203800.2056
cze,2004,24742021338.6875
cze,2005,27863207192.7672
cze,2006,31142080759.0858
cze,2007,36365423752.199
cze,2008,45303279696.8082
cze,2009,42879662172.7955
cze,2010,42929797232.7307
cze,2011,45445964464.495
cze,2012,40628170093.2193
cze,2013,41751029393.60529
cze,2014,40473804648.9221
cze,2015,35566929213.8828
cze,2016,37217475509.6682
cze,2017,41011008284.7325
cze,2018,48268891965.3779
cze,2019,49420314186.35329
cze,2020,53062246205.8789
deu,1970,35081779511.5695
deu,1971,43379490882.7302
deu,1972,53091518738.8824
deu,1973,73273110135.3824
deu,1974,88265367697.0751
deu,1975,102731107401.224
deu,1976,106064565014.758
deu,1977,122316889581.403
deu,1978,151726385589.09399
deu,1979,179812896169.03201
deu,1980,198468287066.92496
deu,1981,171523763738.64099
deu,1982,164005706456.03299
deu,1983,160798861738.797
deu,1984,149830837743.10999
deu,1985,150847294047.30301
deu,1986,214224894172.746
deu,1987,268625227421.10999
deu,1988,286460315179.86401
deu,1989,272534004993.23801
deu,1990,338394845660.33197
deu,1991,349061873895.10901
deu,1992,409711959924.85907
deu,1993,400838755471.42999
deu,1994,425888875497.16803
deu,1995,502268322642.28198
deu,1996,492270600467.89697
deu,1997,428127678772.84003
deu,1998,427605868622.87402
deu,1999,422454599962.16302
deu,2000,370983758114.51099
deu,2001,368706494498.81897
deu,2002,399725217697.64801
deu,2003,483457951607.84198
deu,2004,529587679586.48798
deu,2005,534524629615.56403
deu,2006,548862424927.05798
deu,2007,611638866989.80603
deu,2008,683718919290.625
deu,2009,681969101698.828
deu,2010,665084211616.66797
deu,2011,714991735214.00891
deu,2012,679923013042.96899
deu,2013,732980377134.90405
deu,2014,761835417268.625
deu,2015,661167607626.56201
deu,2016,690542613848.64001
deu,2017,732280802530.58911
deu,2018,791671750919.21484
deu,2019,789447826941.17505
deu,2020,861872628910.50806
dji,2013,401854592.31042
dji,2014,422859425.72909
dji,2015,482722919.63246
dji,2016,579081819.25602
dji,2017,601510232.33045
dji,2018,622031161.20211
dji,2019,618921005.3961
dji,2020,607780427.18643
dma,2009,82388888.88889
dma,2010,82611111.11111
dma,2011,87007407.40741
dma,2012,89640740.74074
dma,2013,98955555.55556
dma,2014,106514814.81481
dma,2015,115440740.74074
dma,2016,109955555.55556
dma,2017,125581481.48148
dma,2018,151955555.55556
dnk,1966,2138006392.5769
dnk,1967,2434167430.20369
dnk,1968,2631170666.66667
dnk,1969,3047134266.66667
dnk,1970,3579366933.33333
dnk,1971,4268968396.10573
dnk,1972,5211714417.27944
dnk,1973,6748558558.55856
dnk,1974,8078001771.97329
dnk,1975,9955216490.89833
dnk,1976,10740368072.7874
dnk,1977,11849303871.2687
dnk,1978,14766583070.395
dnk,1979,17528764303.3644
dnk,1980,18683464930.1797
dnk,1981,16875712159.9236
dnk,1982,16728893236.0424
dnk,1983,16363494477.8568
dnk,1984,14853481934.2255
dnk,1985,15407695160.6206
dnk,1986,20726308243.7276
dnk,1987,26586075464.5264
dnk,1988,28542730446.4087
dnk,1989,27383445459.7685
dnk,1990,33050245128.1388
dnk,1991,33759379348.081
dnk,1992,36949068438.23
dnk,1993,36230002776.107
dnk,1994,38110158475.6155
dnk,1995,44497989433.1001
dnk,1996,45229536275.37209
dnk,1997,41022940722.2348
dnk,1998,42706600853.6294
dnk,1999,43362981422.551
dnk,2000,39190870952.976
dnk,2001,40085372951.4106
dnk,2002,44424875676.08649
dnk,2003,54606937777.9802
dnk,2004,62677094690.4575
dnk,2005,64791030032.1833
dnk,2006,68468166913.2979
dnk,2007,77741155647.8131
dnk,2008,88696765853.9456
dnk,2009,89738757298.21489
dnk,2010,88116738663.69139
dnk,2011,91383284386.49921
dnk,2012,86601087184.98141
dnk,2013,89357668171.31261
dnk,2014,91021709586.99081
dnk,2015,77088408030.17929
dnk,2016,77867254832.85699
dnk,2017,81077670234.7135
dnk,2018,86624459287.23241
dnk,2019,83612976036.9931
dnk,2020,87814821800.4015
dom,1960,89500000
dom,1961,86800000
dom,1962,126100000
dom,1963,151800000
dom,1964,160100000
dom,1965,167700000
dom,1966,147700000
dom,1967,135700000
dom,1968,144700000
dom,1969,156100000
dom,1970,171990100
dom,1971,169075800
dom,1972,177700600
dom,1973,193605600
dom,1974,291513600
dom,1975,222072600
dom,1976,151909200
dom,1977,189347600
dom,1978,271148500
dom,1979,419581100
dom,1980,504000000
dom,1981,693000000
dom,1982,779400000
dom,1983,786300000
dom,1984,870754000
dom,1985,357289725.6313
dom,1986,446682505.25084
dom,1987,233538181.43987
dom,1988,190376130.87935
dom,1989,196046703.47003
dom,1990,206978898.10329
dom,1991,315921723.29615
dom,1992,446024000
dom,1993,586432000
dom,1994,717257941.7919
dom,1995,804848484.84849
dom,1996,945395190.8687
dom,1997,1415446347.61065
dom,1998,1586801422.8292
dom,1999,1745263476.98681
dom,2000,2119543923.61648
dom,2001,2439901743.45456
dom,2002,2706047859.9443
dom,2003,1848566564.52162
dom,2004,1693844308.29257
dom,2005,2894187459.54799
dom,2006,3328513513.51351
dom,2007,4034736427.51847
dom,2008,4839501830.3243
dom,2009,5166616953.78893
dom,2010,5346759609.24791
dom,2011,5409616954.07429
dom,2012,5999065612.41903
dom,2013,6549242144.30128
dom,2014,7034603579.35876
dom,2015,7321968085.60234
dom,2016,7799622936.58443
dom,2017,8750693354.70733
dom,2018,9291191698.64674
dom,2019,9844732156.60816
dom,2020,9955417296.92434
dza,1960,726257600.61575
dza,1961,566835206.90284
dza,1962,389699216.13903
dza,1963,513694436.00494
dza,1964,495980798.44443
dza,1965,513694436.00494
dza,1966,536028984.6266
dza,1967,603032569.72717
dza,1968,647701666.97049
dza,1969,714705272.32586
dza,1970,804043426.30289
dza,1971,942728880.83703
dza,1972,1181309519.02689
dza,1973,1391392454.25868
dza,1974,1556151792.76198
dza,1975,2233612244.89796
dza,1976,2436390580.71953
dza,1977,3084564411.11218
dza,1978,4059382939.55975
dza,1979,5007882723.899
dza,1980,6436649893.15683
dza,1981,6696325061.40229
dza,1982,7316754496.75537
dza,1983,7914300304.87805
dza,1984,8608580647.75053
dza,1985,9686144675.60364
dza,1986,12100461859.0902
dza,1987,12969874157.1644
dza,1988,11885439964.1577
dza,1989,10014983242.6465
dza,1990,9969299559.02875
dza,1991,6728775736.34892
dza,1992,7689102193.1572
dza,1993,8652668500.00428
dza,1994,7604432750.97337
dza,1995,7001282048.64601
dza,1996,7404714878.28979
dza,1997,7967795862.91509
dza,1998,8573519956.07688
dza,1999,8165420682.88023
dza,2000,7442697163.69164
dza,2001,8088572168.62009
dza,2002,8790545908.16735
dza,2003,10046150268.1052
dza,2004,11752555488.0198
dza,2005,11816632390.0088
dza,2006,13144012245.5834
dza,2007,15716052554.1041
dza,2008,22583573335.3153
dza,2009,22153114908.4482
dza,2010,27770783480.7625
dza,2011,41338869092.7488
dza,2012,42476677930.2518
dza,2013,40138242675.9264
dza,2014,41759275990.0222
dza,2015,35785706624.3989
dza,2016,33430915242.7152
dza,2017,32234084867.4903
dza,2018,30088220814.4858
dza,2019,29004571290.6858
dza,2020,29165430899.0288
ecu,1960,183549832.29497
ecu,1961,166744228.83631
ecu,1962,140968902.2007
ecu,1963,161370282.58041
ecu,1964,206715203.43418
ecu,1965,225184944.65507
ecu,1966,222321572.06879
ecu,1967,191061587.28248
ecu,1968,185851089.5783
ecu,1969,256317868.53346
ecu,1970,277472008.98223
ecu,1971,234453387.57587
ecu,1972,293978921.73592
ecu,1973,420577608.08221
ecu,1974,1058379344.72269
ecu,1975,1618928049.34974
ecu,1976,1835741981.27614
ecu,1977,2305917364.54787
ecu,1978,2358176415.44651
ecu,1979,2670200987.54539
ecu,1980,3270805893.51311
ecu,1981,3461992540.74433
ecu,1982,3454641016.71777
ecu,1983,2639342195.07463
ecu,1984,2739672289.3086
ecu,1985,2531547522.62044
ecu,1986,2391194242.87226
ecu,1987,2130988510.65247
ecu,1988,2124253282.05329
ecu,1989,1900391971.89565
ecu,1990,1874732671.85358
ecu,1991,1926260130.06503
ecu,1992,1798357178.58929
ecu,1993,2008252126.06303
ecu,1994,2488142071.03552
ecu,1995,2739829914.95748
ecu,1996,2743479739.86994
ecu,1997,3173669834.91746
ecu,1998,3104031015.50775
ecu,1999,2311763881.94097
ecu,2000,1713718859.42971
ecu,2001,2311996000
ecu,2002,2807058000
ecu,2003,3474828000
ecu,2004,3982766000
ecu,2005,4448665000
ecu,2006,4961903000
ecu,2007,5574209000
ecu,2008,7306788000
ecu,2009,8581275000
ecu,2010,9181067000
ecu,2011,10091166000
ecu,2012,11726752000
ecu,2013,13323278000
ecu,2014,14542955000
ecu,2015,14327128000
ecu,2016,14596594000
ecu,2017,15197218000
ecu,2018,15829210000
ecu,2019,15583493000
ecu,2020,14486205000
egy,1965,942114460.46308
egy,1966,1040146773.14915
egy,1967,1080053073.86112
egy,1968,1314018691.58879
egy,1969,1560774818.40194
egy,1970,1793268023.10977
egy,1971,2094873756.69472
egy,1972,2394260599.79317
egy,1973,2462102071.75341
egy,1974,2321421151.04924
egy,1975,2946295484.43665
egy,1976,3120953326.71301
egy,1977,2976319943.8695
egy,1978,2790479078.22923
egy,1979,2920142857.14286
egy,1980,3395569575.04326
egy,1981,3838243243.24324
egy,1982,4413916256.15763
egy,1983,4889406286.37951
egy,1984,5267684368.95291
egy,1985,5967961470.00314
egy,1986,6080449017.77362
egy,1987,5813040062.84368
egy,1988,4883589153.88984
egy,1989,5008260894.25857
egy,1990,4890085240.01795
egy,1991,4154204054.50316
egy,1992,4363133030.42157
egy,1993,4801920768.30732
egy,1994,5338078291.81495
egy,1995,6340312592.15571
egy,1996,7016509433.96226
egy,1997,8879056047.19764
egy,1998,9592680047.2255
egy,1999,10527867885.5795
egy,2000,11184500220.1673
egy,2001,10943396226.4151
egy,2002,10719101123.5955
egy,2003,10173076923.0769
egy,2004,10048701298.7013
egy,2005,11414309484.193
egy,2006,13200000000
egy,2007,14781085814.3608
egy,2008,17727272727.2727
egy,2009,21470054446.461
egy,2010,24446460980.0363
egy,2011,27022375215.1463
egy,2012,31200000000
egy,2013,32744186046.5116
egy,2014,36212338593.9742
egy,2015,38733153638.814
egy,2016,37987730061.34969
egy,2017,23790760869.5652
egy,2018,20855374226.224
egy,2019,23217539863.3257
egy,2020,28939488459.1391
eri,1992,103855300.76582
eri,1993,145854050.33275
eri,1994,160422077.92208
eri,1995,253828125
eri,1996,268629949.5021
eri,1997,205419519.71555
eri,1998,390151998.80466
eri,1999,428050327.50288
eri,2000,387068374.02597
eri,2001,320882682.70038
eri,2002,289224549.01062
eri,2003,405544895.12102
eri,2004,406035249.32004
eri,2005,387019957.18348
eri,2006,313931707.31707
eri,2007,337858081.30081
eri,2008,363829398.37398
eri,2009,373413671.54471
eri,2010,505565515.44715
eri,2011,549641365.85366
esp,1970,4046004278.58331
esp,1971,4681686227.54491
esp,1972,5869166450.94486
esp,1973,7794805825.24272
esp,1974,10038214594.7505
esp,1975,12508959420.2899
esp,1976,13951740860.4825
esp,1977,15876976998.9047
esp,1978,19960188802.0833
esp,1979,27794903321.765
esp,1980,31668530981.6663
esp,1981,29490522616.68769
esp,1982,28842432227.7753
esp,1983,25907525522.0418
esp,1984,25673200165.5972
esp,1985,27455210371.82
esp,1986,37674950695.022
esp,1987,49364952162.7813
esp,1988,57684636480.5028
esp,1989,65677402670.4146
esp,1990,87184722494.28659
esp,1991,97661945556.44508
esp,1992,112339151633.35001
esp,1993,96326090992.28659
esp,1994,94237853682.77229
esp,1995,108255938083.8
esp,1996,112370944437.147
esp,1997,100352272727.27299
esp,1998,104385789063.37
esp,1999,106604289198.842
esp,2000,99913634715.29427
esp,2001,103872425717.717
esp,2002,117826050785.883
esp,2003,152246270661.56799
esp,2004,183545250228.57199
esp,2005,199957653117.51001
esp,2006,218809440180
esp,2007,260981503485.88297
esp,2008,307167279648.43701
esp,2009,307835454419.922
esp,2010,293422195550.00098
esp,2011,306088176206.22601
esp,2012,264643340210.15601
esp,2013,269411400490.98096
esp,2014,269257881963.13599
esp,2015,232897850871.09399
esp,2016,234971178987.54901
esp,2017,244386188268.23599
esp,2018,265347487853.33301
esp,2019,262324222933.33301
esp,2020,280133875484.82599
est,1993,826295316.22122
est,1994,959244013.45735
est,1995,1106445318.64673
est,1996,1082417739.62804
est,1997,1051824842.20018
est,1998,1174398709.53387
est,1999,1262292376.49063
est,2000,1112407629.22694
est,2001,1165227822.03921
est,2002,1339244607.70462
est,2003,1762203026.19693
est,2004,2110304347.82609
est,2005,2377754010.69519
est,2006,2695570191.9458
est,2007,3569403230.22174
est,2008,4487977149.55324
est,2009,4031501806.05724
est,2010,3819286510.55841
est,2011,4263448975.22374
est,2012,4188369957.075
est,2013,4682779519.63766
est,2014,4988802087.2643
est,2015,4481298155.95078
est,2016,4748234686.31791
est,2017,5184855897.44354
est,2018,5854095429.0949
est,2019,6066911503.71764
est,2020,6514362453.11442
eth,2011,3296964720.84367
eth,2012,3595737826.71689
eth,2013,4267123006.23276
eth,2014,5143904126.82436
eth,2015,5821946097.65322
eth,2016,8272520953.85651
eth,2017,9084086964.66893
eth,2018,8638014110.50934
eth,2019,8817289389.82398
eth,2020,9818134022.44748
fin,1970,1622141845.97961
fin,1971,1875737425.40494
fin,1972,2226118439.9197
fin,1973,2883270577.25222
fin,1974,3736588939.65653
fin,1975,4985248100.85664
fin,1976,5699006000.92322
fin,1977,6156116275.63819
fin,1978,6548544404.33213
fin,1979,7824744313.84521
fin,1980,9499521836.14919
fin,1981,9621107743.17994
fin,1982,9745898606.14284
fin,1983,9577284372.33134
fin,1984,10020775623.2687
fin,1985,11010168841.1358
fin,1986,14655172413.7931
fin,1987,18606790206.9525
fin,1988,21384506041.2225
fin,1989,23107939587.086
fin,1990,29517959881.8224
fin,1991,30555800617.5562
fin,1992,27312184762.4104
fin,1993,20787967107.3176
fin,1994,23134889015.3671
fin,1995,29380446623.0937
fin,1996,29279057727.1551
fin,1997,27047302714.46569
fin,1998,27577881619.93769
fin,1999,27404309804.2472
fin,2000,24872885945.09809
fin,2001,25810251725.1969
fin,2002,28961977638.0393
fin,2003,36212968794.5097
fin,2004,41834922711.9692
fin,2005,43869111184.4358
fin,2006,46285139431.7646
fin,2007,53241701345.4904
fin,2008,61614358852.3437
fin,2009,61010572697.6562
fin,2010,59079237533.3335
fin,2011,64384890223.7355
fin,2012,62240302420.31249
fin,2013,66582541660.0002
fin,2014,67361632268.6272
fin,2015,57189841947.2656
fin,2016,56993334377.04289
fin,2017,58255398908.2354
fin,2018,63171618638.4313
fin,2019,62281964352.9411
fin,2020,65994948978.98849
fji,1980,191578239.6088
fji,1981,202519307.27826
fji,1982,218529601.0296
fji,1983,227717797.44346
fji,1984,226171254.38759
fji,1985,218796809.98613
fji,1986,222932297.64322
fji,1987,205080794.27607
fji,1988,184157169.82451
fji,1989,204874266.83746
fji,1990,233919238.30103
fji,1991,242178774.7357
fji,1992,275946773.12043
fji,1993,302590478.66131
fji,1994,298589577.21467
fji,1995,317444357.53395
fji,1996,337846504.66757
fji,1997,351527325.62167
fji,1998,288202134.08496
fji,1999,308539805.03656
fji,2000,290284694.16518
fji,2001,289203197.75103
fji,2002,310850976.26778
fji,2003,385694693.53307
fji,2004,426370455.8569
fji,2005,475019515.07983
fji,2006,571347042.51386
fji,2007,580345898.27982
fji,2008,550530463.70082
fji,2009,485563225.44358
fji,2010,470360736.06839
fji,2011,653825172.87531
fji,2012,743898877.03224
fji,2013,793549147.38786
fji,2014,971389212.67352
fji,2015,943649885.58352
fji,2016,933833007.11319
fji,2017,1032173786.83052
fji,2018,1138162307.17639
fji,2019,1088131827.43936
fji,2020,921329767.61343
fra,1960,9183552631.46641
fra,1961,10205276007.2763
fra,1962,11673422080.4491
fra,1963,13400652754.77
fra,1964,14888728412.6465
fra,1965,16108418996.5131
fra,1966,17539363178.239
fra,1967,19217434210.2908
fra,1968,21522622841.0192
fra,1969,23764590235.7124
fra,1970,25234439588.9926
fra,1971,28812596187.9957
fra,1972,35414824447.3342
fra,1973,46540954625.8103
fra,1974,51477086743.0442
fra,1975,70640966804.3445
fra,1976,74008467631.79459
fra,1977,82722653115.80638
fra,1978,104117732558.14
fra,1979,125610545790.93401
fra,1980,147593914933.25101
fra,1981,133901025950.513
fra,1982,129851282563.13
fra,1983,125159652293.657
fra,1984,119566163776.927
fra,1985,124921156373.19299
fra,1986,172084477696.75201
fra,1987,206882025537.48801
fra,1988,221061557097.23599
fra,1989,216700596339.70801
fra,1990,268671244428.38199
fra,1991,274862225322.63696
fra,1992,311955390334.57202
fra,1993,309658327542.27502
fra,1994,323212429111.53101
fra,1995,371080299645.15698
fra,1996,376847031670.72699
fra,1997,339988761519.44293
fra,1998,339931065154.54694
fra,1999,337915080563.70697
fra,2000,304890967719.216
fra,2001,305038878273.229
fra,2002,341137469666.27502
fra,2003,426890882716.862
fra,2004,488463025097.29901
fra,2005,506770219729.18298
fra,2006,528134999548.23499
fra,2007,596854149902.74683
fra,2008,661151647378.125
fra,2009,650395412014.84302
fra,2010,634560911083.33496
fra,2011,680318129863.81482
fra,2012,642752791976.953
fra,2013,677990977839.21802
fra,2014,689026931784.31104
fra,2015,580719046953.125
fra,2016,586893313265.37097
fra,2017,613597627811.76599
fra,2018,649500180347.45105
fra,2019,627191191490.19482
fra,2020,659414942010.89697
fro,1998,277310171.91977
fro,1999,289799604.36914
fro,2000,273360468.13722
fro,2001,293855433.26765
fro,2002,338936248.36916
fro,2003,437724850.85842
fro,2004,507653018.64432
fro,2005,534242692.05756
fro,2006,564421201.31836
fro,2007,666127817.47708
fro,2008,780153390.47881
fro,2009,766401163.98366
fro,2010,764335627.03366
fro,2011,816436008.71719
fro,2012,766387570.13379
fro,2013,816053273.50747
fro,2014,837986636.97105
fro,2015,720834138.43844
fro,2016,770964243.80171
fro,2017,814339154.00809
fro,2018,898758432.83818
fro,2019,888610669.62545
fsm,1983,62100000
gab,1960,13835136.59123
gab,1961,17218768.56447
gab,1962,18648867.34851
gab,1963,21756790.45441
gab,1964,24863802.45073
gab,1965,25707891.87746
gab,1966,29306593.2073
gab,1967,36991732.96534
gab,1968,41201351.63543
gab,1969,44622150.98944
gab,1970,63675109.44094
gab,1971,71543628.34686
gab,1972,76182124.1318
gab,1973,112612059.75172
gab,1974,142913680.64272
gab,1975,263633219.97905
gab,1976,318057513.26485
gab,1977,508385539.50264
gab,1978,327046769.02018
gab,1979,366205753.39248
gab,1980,566074648.18472
gab,1981,550175544.99815
gab,1982,568461489.90082
gab,1983,583363456.68353
gab,1984,650865457.07483
gab,1985,681783332.753
gab,1986,877547846.80468
gab,1987,805891962.24463
gab,1988,758775731.12846
gab,1989,593401489.25241
gab,1990,797752811.26834
gab,1991,771009145.8238
gab,1992,866558767.5931
gab,1993,670034180.45564
gab,1994,502380473.36415
gab,1995,582991951.89246
gab,1996,640088874.57082
gab,1997,575325689.50848
gab,1998,693446481.56002
gab,1999,549294290.01926
gab,2000,485698555.91601
gab,2001,803630322.70582
gab,2002,878436506.61397
gab,2003,1054931441.32048
gab,2004,1166088922.09551
gab,2005,1201232640.39037
gab,2006,1377681338.73991
gab,2007,1703168832.44953
gab,2008,1935594170.40359
gab,2009,1953167958.55523
gab,2010,1938423478.20094
gab,2011,2329775192.96609
gab,2012,2409154951.17776
gab,2013,2543679631.8523
gab,2014,2703192608.39283
gab,2015,2131058490.21594
gab,2016,2053266112.90882
gab,2017,1975425936.70236
gab,2018,1782168463.74943
gab,2019,1855075874.49288
gab,2020,2017128893.85774
gbr,1960,12917334261.3888
gbr,1961,13732435741.7986
gbr,1962,14611126594.1554
gbr,1963,14960868839.8631
gbr,1964,15934943890.1402
gbr,1965,18001601698.4134
gbr,1966,19576886323.4608
gbr,1967,21321401154.1941
gbr,1968,19698689640.2616
gbr,1969,20672351547.6823
gbr,1970,23200626349.892
gbr,1971,26804750547.5785
gbr,1972,31366773226.7732
gbr,1973,35178613424.7918
gbr,1974,41561283309.9579
gbr,1975,54254646017.6991
gbr,1976,51602389937.1069
gbr,1977,54693710099.4244
gbr,1978,68114515819.7507
gbr,1979,87241922914.0195
gbr,1980,120411596560.539
gbr,1981,117646161575.563
gbr,1982,111379743186.58299
gbr,1983,104773810823.101
gbr,1984,97377839851.02419
gbr,1985,99392230492.8131
gbr,1986,122012080035.17999
gbr,1987,145892206242.85001
gbr,1988,171089180007.11499
gbr,1989,170315723167.539
gbr,1990,203083622159.091
gbr,1991,222091555555.556
gbr,1992,234903610038.60999
gbr,1993,204009082183.56296
gbr,1994,215191253443.526
gbr,1995,229509231497.55399
gbr,1996,236082683307.332
gbr,1997,251416175507.53101
gbr,1998,266500496853.263
gbr,1999,279042226176.99402
gbr,2000,278427901346.64801
gbr,2001,286038577803.36798
gbr,2002,325118405275.77893
gbr,2003,388610612244.89801
gbr,2004,471962651043.57397
gbr,2005,501174545454.54498
gbr,2006,539048758049.67798
gbr,2007,610838335334.13403
gbr,2008,599066176470.58801
gbr,2009,532562704471.10095
gbr,2010,537374998732.35498
gbr,2011,559569218997.89099
gbr,2012,563841241302.302
gbr,2013,562265383528.651
gbr,2014,610194046166.33606
gbr,2015,573462061968.23291
gbr,2016,516634073561.68701
gbr,2017,500118018835.76001
gbr,2018,532355623397.26495
gbr,2019,541207028522.45001
gbr,2020,616738796240.11292
geo,1990,775350186.7761
geo,1991,596026490.06623
geo,1992,346277516.69552
geo,1993,158329036.43495
geo,1994,247124372.20798
geo,1995,293802858.47268
geo,1996,238267207.51162
geo,1997,357009633.91137
geo,1998,400488792.52542
geo,1999,297723357.3483
geo,2000,261070221.18284
geo,2001,310483839.84563
geo,2002,332414264.24375
geo,2003,324043435.70863
geo,2004,586080968.28047
geo,2005,922105147.01826
geo,2006,930071893.95641
geo,2007,1678180185.57318
geo,2008,2482224309.09579
geo,2009,1994313079.91619
geo,2010,1869718902.54166
geo,2011,2073584346.27928
geo,2012,2245200750.92351
geo,2013,2409642900.08417
geo,2014,2515659511.80835
geo,2015,2137046666.37289
geo,2016,2317953268.26383
geo,2017,2250169356.44551
geo,2018,2324493903.16089
geo,2019,2291497498.31447
geo,2020,2331450995.05339
gha,1960,121863076.32831
gha,1961,141473226.54206
gha,1962,142873951.55733
gha,1963,175090626.90849
gha,1964,203105127.21385
gha,1965,296953703.2368
gha,1966,277343553.02305
gha,1967,261381114.57554
gha,1968,279452586.70139
gha,1969,279452586.70139
gha,1970,284355263.66106
gha,1971,313257158.98961
gha,1972,266381525.8784
gha,1973,269014084.50704
gha,1974,353416149.06832
gha,1975,365957446.80851
gha,1976,338559322.0339
gha,1977,402571428.57143
gha,1978,413787085.51483
gha,1979,413532763.53276
gha,1980,496265560.16597
gha,1981,371162769.11844
gha,1982,261577964.51914
gha,1983,237808636.73261
gha,1984,320303326.81018
gha,1985,423335787.52806
gha,1986,633875315.61886
gha,1987,539673469.38776
gha,1988,504605869.80986
gha,1989,517026118.62372
gha,1990,548372188.02695
gha,1991,625559782.6087
gha,1992,776567505.72082
gha,1993,862086286.59476
gha,1994,747175732.21757
gha,1995,780567139.28274
gha,1996,835229357.79816
gha,1997,851464843.75
gha,1998,772347318.3391
gha,1999,837036384.09602
gha,2000,506854101.67003
gha,2001,516734887.61692
gha,2002,608787607.26906
gha,2003,880260959.85233
gha,2004,1081112284.60256
gha,2005,1644812638.09103
gha,2006,1813254835.5371
gha,2007,2116558974.90886
gha,2008,2504126674.90259
gha,2009,1972947259.78648
gha,2010,2276186013.98601
gha,2011,5424064250.95357
gha,2012,4855258041.53652
