geo,time,ag_lnd_frst_zs
arg,1997,12.39665
arg,1998,12.32993
arg,1999,12.26321
arg,2000,12.19649
arg,2001,12.08087
arg,2002,11.96526
arg,2003,11.84964
arg,2004,11.73403
arg,2005,11.61841
arg,2006,11.5028
arg,2007,11.38719
arg,2008,11.27157
arg,2009,11.15596
arg,2010,11.04034
arg,2011,10.95871
arg,2012,10.87708
arg,2013,10.79545
arg,2014,10.71382
arg,2015,10.63219
arg,2016,10.6004
arg,2017,10.55984
arg,2018,10.52037
arg,2019,10.48018
arg,2020,10.44071
arm,1990,11.76677
arm,1991,11.75272
arm,1992,11.74261
arm,1993,11.73527
arm,1994,11.72792
arm,1995,11.72058
arm,1996,11.71324
arm,1997,11.7059
arm,1998,11.69856
arm,1999,11.69122
arm,2000,11.68388
arm,2001,11.67657
arm,2002,11.66927
arm,2003,11.66196
arm,2004,11.65465
arm,2005,11.64735
arm,2006,11.64004
arm,2007,11.63274
arm,2008,11.62543
arm,2009,11.61812
arm,2010,11.61082
arm,2011,11.60351
arm,2012,11.59621
arm,2013,11.5889
arm,2014,11.58159
arm,2015,11.57429
arm,2016,11.56691
arm,2017,11.55954
arm,2018,11.55216
arm,2019,11.54478
arm,2020,11.53741
asm,1990,90.35
asm,1991,90.18
asm,1992,90.01
asm,1993,89.84
asm,1994,89.67
asm,1995,89.5
asm,1996,89.33
asm,1997,89.16
asm,1998,88.99
asm,1999,88.82
asm,2000,88.65
asm,2001,88.5
asm,2002,88.35
asm,2003,88.2
asm,2004,88.05
asm,2005,87.9
asm,2006,87.75
asm,2007,87.6
asm,2008,87.45
asm,2009,87.3
asm,2010,87.15
asm,2011,87
asm,2012,86.85
asm,2013,86.7
asm,2014,86.55
asm,2015,86.4
asm,2016,86.25
asm,2017,86.1
asm,2018,85.95
asm,2019,85.8
asm,2020,85.65
atg,1990,22.97727
atg,1991,22.82727
atg,1992,22.67727
atg,1993,22.52727
atg,1994,22.37727
atg,1995,22.22727
atg,1996,22.07727
atg,1997,21.92727
atg,1998,21.77727
atg,1999,21.62727
atg,2000,21.47727
atg,2001,21.325
atg,2002,21.17273
atg,2003,21.02045
atg,2004,20.86818
atg,2005,20.71591
atg,2006,20.56364
atg,2007,20.41136
atg,2008,20.25909
atg,2009,20.10682
atg,2010,19.95455
atg,2011,19.80455
atg,2012,19.65455
atg,2013,19.50455
atg,2014,19.35455
atg,2015,19.20455
atg,2016,19.04545
atg,2017,18.90909
atg,2018,18.75
atg,2019,18.59091
atg,2020,18.45455
aus,1990,17.42736
aus,1991,17.40044
aus,1992,17.37352
aus,1993,17.3466
aus,1994,17.31968
aus,1995,17.29276
aus,1996,17.26584
aus,1997,17.23892
aus,1998,17.212
aus,1999,17.18508
aus,2000,17.15816
aus,2001,17.12863
aus,2002,17.09911
aus,2003,17.06959
aus,2004,17.04007
aus,2005,17.01054
aus,2006,16.98102
aus,2007,16.9515
aus,2008,16.92198
aus,2009,16.89245
aus,2010,16.86293
aus,2011,16.95531
aus,2012,17.04769
aus,2013,17.14007
aus,2014,17.23245
aus,2015,17.32482
aus,2016,17.42549
aus,2017,17.42291
aus,2018,17.42131
aus,2019,17.42131
aus,2020,17.42131
aut,1990,45.72136
aut,1991,45.79701
aut,1992,45.87266
aut,1993,45.9483
aut,1994,46.02395
aut,1995,46.0996
aut,1996,46.17525
aut,1997,46.2509
aut,1998,46.32654
aut,1999,46.40219
aut,2000,46.47784
aut,2001,46.50819
aut,2002,46.53853
aut,2003,46.56888
aut,2004,46.59922
aut,2005,46.62957
aut,2006,46.65992
aut,2007,46.69139
aut,2008,46.72174
aut,2009,46.75209
aut,2010,46.7864
aut,2011,46.83565
aut,2012,46.8832
aut,2013,46.93987
aut,2014,46.98802
aut,2015,47.03333
aut,2016,47.07695
aut,2017,47.12046
aut,2018,47.16396
aut,2019,47.20746
aut,2020,47.25097
aze,1990,10.23829
aze,1991,10.28396
aze,1992,11.45482
aze,1993,11.50587
aze,1994,11.55692
aze,1995,11.60796
aze,1996,11.65901
aze,1997,11.71006
aze,1998,11.7788
aze,1999,11.88528
aze,2000,11.95109
aze,2001,12.00605
aze,2002,12.05881
aze,2003,12.10863
aze,2004,12.16046
aze,2005,12.217
aze,2006,12.27519
aze,2007,12.33117
aze,2008,12.38626
aze,2009,12.44181
aze,2010,12.49147
aze,2011,12.601
aze,2012,12.71083
aze,2013,12.8205
aze,2014,12.92971
aze,2015,13.03953
aze,2016,13.15441
aze,2017,13.27315
aze,2018,13.41393
aze,2019,13.55337
aze,2020,13.69286
bdi,1990,10.76636
bdi,1991,10.44494
bdi,1992,10.12352
bdi,1993,9.8021
bdi,1994,9.48069
bdi,1995,9.15927
bdi,1996,8.83785
bdi,1997,8.51643
bdi,1998,8.19502
bdi,1999,7.8736
bdi,2000,7.55218
bdi,2001,7.55218
bdi,2002,7.55218
bdi,2003,7.55218
bdi,2004,7.55218
bdi,2005,7.55218
bdi,2006,7.55218
bdi,2007,7.55218
bdi,2008,7.55218
bdi,2009,7.55218
bdi,2010,7.55218
bdi,2011,8.21963
bdi,2012,8.88707
bdi,2013,9.55452
bdi,2014,10.22196
bdi,2015,10.88941
bdi,2016,10.88941
bdi,2017,10.88941
bdi,2018,10.88941
bdi,2019,10.88941
bdi,2020,10.88941
bel,1990,23.25411
bel,1991,23.22608
bel,1992,23.19805
bel,1993,23.17002
bel,1994,23.14199
bel,1995,23.11395
bel,1996,23.08592
bel,1997,23.05789
bel,1998,23.02986
bel,1999,23.00183
bel,2000,22.03765
bel,2001,22.11219
bel,2002,22.18672
bel,2003,22.26126
bel,2004,22.3358
bel,2005,22.41034
bel,2006,22.48487
bel,2007,22.55941
bel,2008,22.63395
bel,2009,22.70849
bel,2010,22.78303
bel,2011,22.77926
bel,2012,22.7755
bel,2013,22.77173
bel,2014,22.76797
bel,2015,22.7642
bel,2016,22.7642
bel,2017,22.7642
bel,2018,22.7642
bel,2019,22.7642
bel,2020,22.7642
ben,1990,42.88001
ben,1991,42.25922
ben,1992,41.63844
ben,1993,41.01765
ben,1994,40.39686
ben,1995,39.77607
ben,1996,39.15529
ben,1997,38.5345
ben,1998,37.91371
ben,1999,37.29292
ben,2000,36.67214
ben,2001,36.22872
ben,2002,35.7853
ben,2003,35.34188
ben,2004,34.89846
ben,2005,34.45504
ben,2006,34.01162
ben,2007,33.5682
ben,2008,33.12478
ben,2009,32.68136
ben,2010,32.23794
ben,2011,31.79452
ben,2012,31.3511
ben,2013,30.90768
ben,2014,30.46426
ben,2015,30.02084
ben,2016,29.57742
ben,2017,29.134
ben,2018,28.69058
ben,2019,28.24716
ben,2020,27.80374
bfa,1990,28.20395
bfa,1991,28.02116
bfa,1992,27.83838
bfa,1993,27.65559
bfa,1994,27.47281
bfa,1995,27.29002
bfa,1996,27.10724
bfa,1997,26.92445
bfa,1998,26.74167
bfa,1999,26.55888
bfa,2000,26.3761
bfa,2001,26.19335
bfa,2002,26.0106
bfa,2003,25.82785
bfa,2004,25.6451
bfa,2005,25.46235
bfa,2006,25.27961
bfa,2007,25.09686
bfa,2008,24.91411
bfa,2009,24.73136
bfa,2010,24.54861
bfa,2011,24.36579
bfa,2012,24.18297
bfa,2013,24.00015
bfa,2014,23.81732
bfa,2015,23.6345
bfa,2016,23.45175
bfa,2017,23.26901
bfa,2018,23.08626
bfa,2019,22.90351
bfa,2020,22.72076
bgd,1990,14.75248
bgd,1991,14.75248
bgd,1992,14.75247
bgd,1993,14.75247
bgd,1994,14.75247
bgd,1995,14.75247
bgd,1996,14.75247
bgd,1997,14.75247
bgd,1998,14.75247
bgd,1999,14.75246
bgd,2000,14.75246
bgd,2001,14.72789
bgd,2002,14.70332
bgd,2003,14.67875
bgd,2004,14.65417
bgd,2005,14.6296
bgd,2006,14.60503
bgd,2007,14.58046
bgd,2008,14.55588
bgd,2009,14.53131
bgd,2010,14.50674
bgd,2011,14.49914
bgd,2012,14.49155
bgd,2013,14.48396
bgd,2014,14.47636
bgd,2015,14.46877
bgd,2016,14.46877
bgd,2017,14.46877
bgd,2018,14.46877
bgd,2019,14.46877
bgd,2020,14.46877
bgr,1990,30.07322
bgr,1991,30.1166
bgr,1992,30.15999
bgr,1993,30.20338
bgr,1994,30.24677
bgr,1995,30.29016
bgr,1996,30.33354
bgr,1997,30.37693
bgr,1998,30.42032
bgr,1999,30.46371
bgr,2000,30.5071
bgr,2001,30.83431
bgr,2002,31.68566
bgr,2003,32.02721
bgr,2004,32.363
bgr,2005,32.73196
bgr,2006,33.06821
bgr,2007,33.40761
bgr,2008,33.74091
bgr,2009,34.0899
bgr,2010,34.42336
bgr,2011,34.60022
bgr,2012,34.77708
bgr,2013,34.95394
bgr,2014,35.1308
bgr,2015,35.30766
bgr,2016,35.38136
bgr,2017,35.50111
bgr,2018,35.62085
bgr,2019,35.7406
bgr,2020,35.86035
bhr,1990,0.31884
bhr,1991,0.34058
bhr,1992,0.35211
bhr,1993,0.37324
bhr,1994,0.39437
bhr,1995,0.41549
bhr,1996,0.43662
bhr,1997,0.45775
bhr,1998,0.47887
bhr,1999,0.5
bhr,2000,0.52113
bhr,2001,0.54225
bhr,2002,0.56338
bhr,2003,0.57639
bhr,2004,0.58904
bhr,2005,0.60135
bhr,2006,0.62162
bhr,2007,0.63333
bhr,2008,0.64474
bhr,2009,0.66447
bhr,2010,0.68241
bhr,2011,0.69883
bhr,2012,0.71688
bhr,2013,0.73766
bhr,2014,0.75746
bhr,2015,0.77121
bhr,2016,0.79589
bhr,2017,0.82051
bhr,2018,0.84615
bhr,2019,0.87179
bhr,2020,0.89744
bhs,1990,50.93506
bhs,1991,50.93506
bhs,1992,50.93506
bhs,1993,50.93506
bhs,1994,50.93506
bhs,1995,50.93506
bhs,1996,50.93506
bhs,1997,50.93506
bhs,1998,50.93506
bhs,1999,50.93506
bhs,2000,50.93506
bhs,2001,50.93506
bhs,2002,50.93506
bhs,2003,50.93506
bhs,2004,50.93506
bhs,2005,50.93506
bhs,2006,50.93506
bhs,2007,50.93506
bhs,2008,50.93506
bhs,2009,50.93506
bhs,2010,50.93506
bhs,2011,50.93506
bhs,2012,50.93506
bhs,2013,50.93506
bhs,2014,50.93506
bhs,2015,50.93506
bhs,2016,50.93506
bhs,2017,50.93506
bhs,2018,50.93506
bhs,2019,50.93506
bhs,2020,50.93506
bih,1990,43.16406
bih,1991,43.06641
bih,1992,42.77988
bih,1993,42.58779
bih,1994,42.3957
bih,1995,42.20361
bih,1996,42.01152
bih,1997,41.81943
bih,1998,41.62734
bih,1999,41.43525
bih,2000,41.24316
bih,2001,41.22561
bih,2002,41.20805
bih,2003,41.19049
bih,2004,41.17293
bih,2005,41.15537
bih,2006,41.13781
bih,2007,41.12025
bih,2008,41.1027
bih,2009,41.08514
bih,2010,41.06758
bih,2011,41.29352
bih,2012,41.51945
bih,2013,41.74539
bih,2014,41.97133
bih,2015,42.19727
bih,2016,42.50996
bih,2017,42.73262
bih,2018,42.73262
bih,2019,42.73262
bih,2020,42.73262
blr,1990,38.35535
blr,1991,38.84145
blr,1992,38.84145
blr,1993,39.0845
blr,1994,39.32755
blr,1995,39.5706
blr,1996,39.81365
blr,1997,40.05669
blr,1998,40.29974
blr,1999,40.54279
blr,2000,40.78584
blr,2001,40.96184
blr,2002,41.13987
blr,2003,41.31588
blr,2004,41.49598
blr,2005,41.6679
blr,2006,41.82947
blr,2007,42.00542
blr,2008,42.18137
blr,2009,42.37403
blr,2010,42.53327
blr,2011,42.53462
blr,2012,42.53807
blr,2013,42.54194
blr,2014,42.53177
blr,2015,42.53417
blr,2016,42.90697
blr,2017,42.97798
blr,2018,43.05153
blr,2019,43.12297
blr,2020,43.1944
blz,1990,70.14599
blz,1991,69.52902
blz,1992,68.91206
blz,1993,68.29509
blz,1994,67.67812
blz,1995,67.06116
blz,1996,66.44419
blz,1997,65.82722
blz,1998,65.21026
blz,1999,64.59329
blz,2000,63.97633
blz,2001,63.67861
blz,2002,63.38089
blz,2003,63.08317
blz,2004,62.78544
blz,2005,62.48772
blz,2006,62.19
blz,2007,61.89228
blz,2008,61.59456
blz,2009,61.29684
blz,2010,60.99912
blz,2011,60.48566
blz,2012,59.97221
blz,2013,59.45875
blz,2014,58.94529
blz,2015,58.43183
blz,2016,57.94301
blz,2017,57.45375
blz,2018,56.96493
blz,2019,56.47567
blz,2020,55.98641
bmu,1990,18.51852
bmu,1991,18.51852
bmu,1992,18.51852
bmu,1993,18.51852
bmu,1994,18.51852
bmu,1995,18.51852
bmu,1996,18.51852
bmu,1997,18.51852
bmu,1998,18.51852
bmu,1999,18.51852
bmu,2000,18.51852
bmu,2001,18.51852
bmu,2002,18.51852
bmu,2003,18.51852
bmu,2004,18.51852
bmu,2005,18.51852
bmu,2006,18.51852
bmu,2007,18.51852
bmu,2008,18.51852
bmu,2009,18.51852
bmu,2010,18.51852
bmu,2011,18.51852
bmu,2012,18.51852
bmu,2013,18.51852
bmu,2014,18.51852
bmu,2015,18.51852
bmu,2016,18.51852
bmu,2017,18.51852
bmu,2018,18.51852
bmu,2019,18.51852
bmu,2020,18.51852
bol,1990,53.35984
bol,1991,53.1103
bol,1992,52.86075
bol,1993,52.61121
bol,1994,52.36166
bol,1995,52.11212
bol,1996,51.86257
bol,1997,51.61302
bol,1998,51.36348
bol,1999,51.11393
bol,2000,50.86439
bol,2001,50.67835
bol,2002,50.4923
bol,2003,50.30626
bol,2004,50.12022
bol,2005,49.93418
bol,2006,49.74814
bol,2007,49.5621
bol,2008,49.37606
bol,2009,49.19002
bol,2010,49.00398
bol,2011,48.8085
bol,2012,48.61303
bol,2013,48.41755
bol,2014,48.22208
bol,2015,48.0266
bol,2016,47.77133
bol,2017,47.53274
bol,2018,47.31214
bol,2019,47.10954
bol,2020,46.92491
bra,1990,70.45802
bra,1991,70.00565
bra,1992,69.55329
bra,1993,69.10092
bra,1994,68.64856
bra,1995,68.19619
bra,1996,67.74382
bra,1997,67.29146
bra,1998,66.83909
bra,1999,66.38672
bra,2000,65.93436
bra,2001,65.46167
bra,2002,64.98898
bra,2003,64.5163
bra,2004,64.04361
bra,2005,63.57092
bra,2006,63.09823
bra,2007,62.62554
bra,2008,62.15286
bra,2009,61.68017
bra,2010,61.20748
bra,2011,61.02333
bra,2012,60.83917
bra,2013,60.65502
bra,2014,60.47087
bra,2015,60.28671
bra,2016,60.07103
bra,2017,59.83288
bra,2018,59.70843
bra,2019,59.55853
bra,2020,59.41748
brb,1990,14.65116
brb,1991,14.65116
brb,1992,14.65116
brb,1993,14.65116
brb,1994,14.65116
brb,1995,14.65116
brb,1996,14.65116
brb,1997,14.65116
brb,1998,14.65116
brb,1999,14.65116
brb,2000,14.65116
brb,2001,14.65116
brb,2002,14.65116
brb,2003,14.65116
brb,2004,14.65116
brb,2005,14.65116
brb,2006,14.65116
brb,2007,14.65116
brb,2008,14.65116
brb,2009,14.65116
brb,2010,14.65116
brb,2011,14.65116
brb,2012,14.65116
brb,2013,14.65116
brb,2014,14.65116
brb,2015,14.65116
brb,2016,14.65116
brb,2017,14.65116
brb,2018,14.65116
brb,2019,14.65116
brb,2020,14.65116
brn,1990,78.36812
brn,1991,78.06452
brn,1992,77.76091
brn,1993,77.45731
brn,1994,77.1537
brn,1995,76.85009
brn,1996,76.54649
brn,1997,76.24288
brn,1998,75.93928
brn,1999,75.63567
brn,2000,75.33207
brn,2001,75.00949
brn,2002,74.68691
brn,2003,74.36433
brn,2004,74.04175
brn,2005,73.71917
brn,2006,73.39658
brn,2007,73.074
brn,2008,72.75142
brn,2009,72.42884
brn,2010,72.10626
brn,2011,72.10626
brn,2012,72.10626
brn,2013,72.10626
brn,2014,72.10626
brn,2015,72.10626
brn,2016,72.10626
brn,2017,72.10626
brn,2018,72.10626
brn,2019,72.10626
brn,2020,72.10626
btn,1990,53.65066
btn,1991,53.86315
btn,1992,54.07564
btn,1993,54.28812
btn,1994,63.9807
btn,1995,64.23015
btn,1996,64.4796
btn,1997,64.72905
btn,1998,64.97849
btn,1999,65.22794
btn,2000,65.47739
btn,2001,65.72686
btn,2002,65.97633
btn,2003,66.2258
btn,2004,69.41039
btn,2005,69.67088
btn,2006,69.93137
btn,2007,70.19186
btn,2008,70.45234
btn,2009,70.71283
btn,2010,70.97332
btn,2011,71.02521
btn,2012,71.0771
btn,2013,71.129
btn,2014,71.18089
btn,2015,71.23278
btn,2016,71.23427
btn,2017,71.28618
btn,2018,71.34557
btn,2019,71.39748
btn,2020,71.4494
bwa,1990,33.17929
bwa,1991,32.97055
bwa,1992,32.76181
bwa,1993,32.55307
bwa,1994,32.34433
bwa,1995,32.13558
bwa,1996,31.92684
bwa,1997,31.7181
bwa,1998,31.50936
bwa,1999,31.30062
bwa,2000,31.09188
bwa,2001,30.88314
bwa,2002,30.6744
bwa,2003,30.46565
bwa,2004,30.25691
bwa,2005,30.04817
bwa,2006,29.83943
bwa,2007,29.63069
bwa,2008,29.42195
bwa,2009,29.21321
bwa,2010,29.00446
bwa,2011,28.79572
bwa,2012,28.58698
bwa,2013,28.37824
bwa,2014,28.1695
bwa,2015,27.96076
bwa,2016,27.75202
bwa,2017,27.54327
bwa,2018,27.33453
bwa,2019,27.12579
bwa,2020,26.91705
caf,1990,37.24518
caf,1991,37.19702
caf,1992,37.14887
caf,1993,37.10071
caf,1994,37.05255
caf,1995,37.0044
caf,1996,36.95624
caf,1997,36.90809
caf,1998,36.85993
caf,1999,36.81178
caf,2000,36.76362
caf,2001,36.71546
caf,2002,36.66731
caf,2003,36.61915
caf,2004,36.571
caf,2005,36.52284
caf,2006,36.47469
caf,2007,36.42653
caf,2008,36.37837
caf,2009,36.33022
caf,2010,36.28206
caf,2011,36.23391
caf,2012,36.18575
caf,2013,36.1376
caf,2014,36.08944
caf,2015,36.04129
caf,2016,35.99313
caf,2017,35.94497
caf,2018,35.89682
caf,2019,35.84866
caf,2020,35.80051
can,1990,38.84551
can,1991,38.84026
can,1992,38.83501
can,1993,38.82975
can,1994,38.8245
can,1995,38.81925
can,1996,38.81399
can,1997,38.80874
can,1998,38.80349
can,1999,38.79823
can,2000,38.79298
can,2001,38.78763
can,2002,38.78228
can,2003,38.77693
can,2004,38.77158
can,2005,38.76623
can,2006,38.76088
can,2007,38.75552
can,2008,38.75017
can,2009,38.74482
can,2010,38.73947
can,2011,38.73486
can,2012,38.73026
can,2013,38.72565
can,2014,38.72104
can,2015,38.71644
can,2016,38.71201
can,2017,38.70789
can,2018,38.70376
can,2019,38.69964
can,2020,38.69551
chanisl,1990,4.19192
chanisl,1991,4.19192
chanisl,1992,4.19192
chanisl,1993,4.19192
chanisl,1994,4.19192
chanisl,1995,4.19192
chanisl,1996,4.19192
chanisl,1997,4.19192
chanisl,1998,4.19192
chanisl,1999,4.19192
chanisl,2000,4.19192
chanisl,2001,4.28788
chanisl,2002,4.38384
chanisl,2003,4.4798
chanisl,2004,4.57576
chanisl,2005,4.67172
chanisl,2006,4.76768
chanisl,2007,4.86364
chanisl,2008,4.9596
chanisl,2009,5.05556
chanisl,2010,5.15152
chanisl,2011,5.15152
chanisl,2012,5.15152
chanisl,2013,5.15152
chanisl,2014,5.15152
chanisl,2015,5.15152
chanisl,2016,5.15152
chanisl,2017,5.15152
chanisl,2018,5.15152
che,1990,29.18111
che,1991,29.28908
che,1992,29.39705
che,1993,29.50502
che,1994,29.61299
che,1995,29.72096
che,1996,29.82969
che,1997,29.93842
che,1998,30.04716
che,1999,30.1559
che,2000,30.26465
che,2001,30.36293
che,2002,30.46121
che,2003,30.5595
che,2004,30.65779
che,2005,30.75687
che,2006,30.85518
che,2007,30.95349
che,2008,31.05102
che,2009,31.14855
che,2010,31.24608
che,2011,31.33308
che,2012,31.42008
che,2013,31.50709
che,2014,31.59409
che,2015,31.68107
che,2016,31.76812
che,2017,31.85517
che,2018,31.94223
che,2019,32.02928
che,2020,32.11633
chl,1990,20.5049
chl,1991,20.5817
chl,1992,20.65849
chl,1993,20.73529
chl,1994,20.81209
chl,1995,20.88889
chl,1996,20.96568
chl,1997,21.04248
chl,1998,21.11928
chl,1999,21.19607
chl,2000,21.27287
chl,2001,21.39502
chl,2002,21.51716
chl,2003,21.63931
chl,2004,21.76146
chl,2005,21.8836
chl,2006,22.00575
chl,2007,22.1279
chl,2008,22.25004
chl,2009,22.37219
chl,2010,22.49434
chl,2011,22.72858
chl,2012,22.96282
chl,2013,23.19705
chl,2014,23.43129
chl,2015,23.66553
chl,2016,23.83086
chl,2017,23.9962
chl,2018,24.16153
chl,2019,24.32686
chl,2020,24.49215
chn,1990,16.67333
chn,1991,16.88405
chn,1992,17.09477
chn,1993,17.30549
chn,1994,17.51622
chn,1995,17.72685
chn,1996,17.93759
chn,1997,18.14831
chn,1998,18.35903
chn,1999,18.56975
chn,2000,18.7805
chn,2001,19.03101
chn,2002,19.28152
chn,2003,19.53203
chn,2004,19.78254
chn,2005,20.03305
chn,2006,20.28356
chn,2007,20.53407
chn,2008,20.78458
chn,2009,21.03509
chn,2010,21.2856
chn,2011,21.4911
chn,2012,21.6966
chn,2013,21.90209
chn,2014,22.10759
chn,2015,22.31309
chn,2016,22.54288
chn,2017,22.74231
chn,2018,22.94174
chn,2019,23.14117
chn,2020,23.3406
civ,1990,24.68824
civ,1991,23.82144
civ,1992,22.95465
civ,1993,22.08785
civ,1994,21.22106
civ,1995,20.35426
civ,1996,19.48747
civ,1997,18.62067
civ,1998,17.75387
civ,1999,16.88708
civ,2000,16.02028
civ,2001,15.66529
civ,2002,15.3103
civ,2003,14.95531
civ,2004,14.60032
civ,2005,14.24533
civ,2006,13.89034
civ,2007,13.53535
civ,2008,13.18036
civ,2009,12.82537
civ,2010,12.47038
civ,2011,12.11539
civ,2012,11.7604
civ,2013,11.40542
civ,2014,11.05043
civ,2015,10.69544
civ,2016,10.34044
civ,2017,9.98544
civ,2018,9.63044
civ,2019,9.27547
civ,2020,8.92047
cmr,1990,47.59789
cmr,1991,47.40697
cmr,1992,47.21605
cmr,1993,47.02513
cmr,1994,46.8342
cmr,1995,46.64328
cmr,1996,46.45236
cmr,1997,46.26144
cmr,1998,46.07051
cmr,1999,45.87959
cmr,2000,45.68867
cmr,2001,45.54122
cmr,2002,45.39377
cmr,2003,45.24632
cmr,2004,45.09887
cmr,2005,44.95142
cmr,2006,44.80397
cmr,2007,44.65652
cmr,2008,44.50907
cmr,2009,44.36162
cmr,2010,44.21417
cmr,2011,44.0957
cmr,2012,43.97724
cmr,2013,43.85877
cmr,2014,43.74031
cmr,2015,43.62184
cmr,2016,43.50337
cmr,2017,43.38491
cmr,2018,43.26644
cmr,2019,43.14798
cmr,2020,43.02951
cod,1990,66.44273
cod,1991,66.14587
cod,1992,65.84901
cod,1993,65.55215
cod,1994,65.25529
cod,1995,64.95843
cod,1996,64.66156
cod,1997,64.3647
cod,1998,64.06784
cod,1999,63.77098
cod,2000,63.47412
cod,2001,63.17726
cod,2002,62.8804
cod,2003,62.58353
cod,2004,62.28667
cod,2005,61.98981
cod,2006,61.69295
cod,2007,61.39609
cod,2008,61.09923
cod,2009,60.80236
cod,2010,60.5055
cod,2011,60.01968
cod,2012,59.53386
cod,2013,59.04805
cod,2014,58.56223
cod,2015,58.07641
cod,2016,57.59059
cod,2017,57.10477
cod,2018,56.61895
cod,2019,56.13313
cod,2020,55.64731
cog,1990,65.34407
cog,1991,65.30893
cog,1992,65.27379
cog,1993,65.23865
cog,1994,65.20351
cog,1995,65.16837
cog,1996,65.13324
cog,1997,65.0981
cog,1998,65.06296
cog,1999,65.02782
cog,2000,64.99268
cog,2001,64.95754
cog,2002,64.9224
cog,2003,64.88726
cog,2004,64.85212
cog,2005,64.81698
