geo,time,dc_dac_espl_cd
ner,2011,27840000.15259
ner,2012,6679999.82834
ner,2013,5880000.11444
ner,2014,17440000.53406
ner,2015,7400000.09537
ner,2016,7420000.07629
ner,2017,14800000.19073
ner,2018,10369999.88556
ner,2019,8289999.96185
nga,1989,39999.99911
nga,1994,9999.99978
nga,1995,230000.00417
nga,1996,449999.98808
nga,1997,389999.98569
nga,1998,119999.99732
nga,1999,379999.99523
nga,2000,200000.00298
nga,2001,2910000.08583
nga,2002,449999.98808
nga,2003,409999.99642
nga,2004,560000.00238
nga,2005,1850000.02384
nga,2006,136539993.28613
nga,2007,469999.99881
nga,2008,25420000.07629
nga,2009,6969999.79019
nga,2010,490000.00954
nga,2011,200000.00298
nga,2012,9999.99978
nga,2013,569999.99285
nga,2014,150000.00596
nga,2015,50000.00075
nga,2016,400000.00596
nga,2017,1970000.02861
nga,2018,4340000.15259
nga,2019,4690000.05722
nic,1988,7199999.80927
nic,1989,19469999.31335
nic,1990,14789999.96185
nic,1991,15420000.07629
nic,1992,9489999.77112
nic,1993,11199999.80927
nic,1994,12600000.38147
nic,1995,34340000.15259
nic,1996,31680000.30518
nic,1997,15649999.61853
nic,1998,23290000.91553
nic,1999,21879999.16077
nic,2000,19670000.07629
nic,2001,399470001.2207
nic,2002,22290000.91553
nic,2003,72669998.16895
nic,2004,207690002.44141
nic,2005,60080001.83105
nic,2006,36580001.83105
nic,2007,115120002.74658
nic,2008,125360000.61035
nic,2009,142369995.11719
nic,2010,106180000.30518
nic,2011,64610000.61035
nic,2012,19379999.16077
nic,2013,27540000.91553
nic,2014,15000000
nic,2015,9180000.30518
nic,2016,11699999.80927
nic,2017,12300000.19073
nic,2018,13939999.58038
nic,2019,17350000.38147
npl,1989,9999.99978
npl,1990,9999.99978
npl,1994,9999.99978
npl,1995,39999.99911
npl,1996,50000.00075
npl,1997,90000.00358
npl,1998,39999.99911
npl,1999,79999.99821
npl,2000,39999.99911
npl,2001,29999.99933
npl,2002,19999.99955
npl,2003,39999.99911
npl,2004,90000.00358
npl,2005,100000.00149
npl,2006,189999.99762
npl,2007,140000.0006
npl,2008,2849999.90463
npl,2009,49619998.93188
npl,2010,239999.99464
npl,2011,219999.99881
npl,2012,70000.0003
npl,2013,79999.99821
npl,2014,50000.00075
npl,2015,1350000.02384
npl,2016,129999.99523
npl,2017,59999.99866
npl,2018,129999.99523
npl,2019,70000.0003
omn,2005,9999.99978
omn,2010,9999.99978
pak,1989,9999.99978
pak,1991,59999.99866
pak,1995,10640000.34332
pak,1996,21969999.31335
pak,1997,5360000.13351
pak,1998,3950000.04768
pak,1999,4880000.11444
pak,2000,790000.02146
pak,2001,3549999.95232
pak,2002,740000.00954
pak,2003,920000.01669
pak,2004,70000.0003
pak,2005,4599999.90463
pak,2006,430000.00715
pak,2007,5670000.07629
pak,2008,3279999.97139
pak,2009,13680000.30518
pak,2010,22700000.76294
pak,2011,5739999.77112
pak,2012,289999.99166
pak,2013,579999.98331
pak,2014,150000.00596
pak,2015,-29999.99933
pak,2016,1039999.96185
pak,2017,1769999.98093
pak,2018,1940000.05722
pak,2019,1139999.98569
pan,1989,1169999.95708
pan,1990,5889999.86649
pan,1991,1120000.00477
pan,1992,1779999.97139
pan,1993,1740000.00954
pan,1994,819999.99285
pan,1995,4260000.22888
pan,1996,7739999.77112
pan,1997,6309999.94278
pan,1998,21639999.38965
pan,1999,18750000
pan,2000,12949999.80927
pan,2001,7289999.96185
pan,2002,5860000.13351
pan,2003,8079999.92371
pan,2004,6599999.90463
pan,2005,4489999.77112
pan,2006,6429999.82834
pan,2007,10600000.38147
pan,2008,7440000.05722
pan,2009,6269999.98093
pan,2010,5869999.88556
pan,2011,2539999.96185
pan,2012,860000.01431
pan,2013,5769999.98093
pan,2014,239999.99464
pan,2015,-3630000.11444
pan,2016,-2039999.96185
pan,2017,-3619999.88556
pan,2018,-1750000
pan,2019,-1889999.98569
per,1987,2200000.04768
per,1988,3900000.09537
per,1989,4849999.90463
per,1990,6269999.98093
per,1991,23280000.68665
per,1992,4750000
per,1993,7000000
per,1994,5050000.19073
per,1995,13770000.45776
per,1996,30200000.76294
per,1997,22049999.23706
per,1998,25680000.30518
per,1999,32639999.38965
per,2000,18540000.91553
per,2001,29079999.92371
per,2002,31860000.61035
per,2003,44419998.16895
per,2004,56150001.52588
per,2005,65529998.7793
per,2006,69370002.74658
per,2007,109349998.47412
per,2008,131479995.72754
per,2009,100169998.16894
per,2010,118050003.05176
per,2011,61159999.84741
per,2012,29309999.46594
per,2013,43240001.67847
per,2014,-1789999.96185
per,2015,4119999.88556
per,2016,8210000.03815
per,2017,8770000.45776
per,2018,13510000.22888
per,2019,24989999.77112
phl,1988,800000.01192
phl,1989,379999.99523
phl,1990,4559999.94278
phl,1991,1820000.05245
phl,1992,4030000.20981
phl,1993,31239999.77112
phl,1994,16780000.68665
phl,1995,11760000.22888
phl,1996,4360000.13351
phl,1997,22719999.31335
phl,1998,15420000.07629
phl,1999,12850000.38147
phl,2000,6340000.15259
phl,2001,9939999.58038
phl,2002,18989999.77112
phl,2003,25840000.15259
phl,2004,14050000.19073
phl,2005,10430000.30518
phl,2006,12520000.45776
phl,2007,29209999.08447
phl,2008,35310001.37329
phl,2009,-31350000.38147
phl,2010,27010000.22888
phl,2011,19799999.23706
phl,2012,10359999.65668
phl,2013,6110000.13351
phl,2014,8180000.30518
phl,2015,1210000.03815
phl,2016,1100000.02384
phl,2017,2630000.11444
phl,2018,889999.98569
phl,2019,850000.02384
plw,2006,300000.01192
plw,2016,9999.99978
png,2004,79999.99821
png,2007,140000.0006
png,2009,920000.01669
png,2010,150000.00596
png,2015,59999.99866
png,2017,29999.99933
pol,1991,22290000.91553
pol,1992,-980000.01907
pol,1995,-4320000.17166
pol,1996,500000
pol,1997,259999.99046
pol,1998,839999.97377
pol,1999,1720000.02861
pol,2000,920000.01669
pol,2001,-1159999.96662
pol,2002,1409999.96662
pol,2003,-2960000.03815
pol,2004,2109999.8951
prk,2003,9999.99978
prk,2004,50000.00075
prk,2006,39999.99911
prk,2007,1580000.04292
prk,2008,349999.99404
prk,2009,2000000
prk,2013,239999.99464
prk,2014,109999.9994
prk,2016,0
pry,1989,490000.00954
pry,1990,959999.97854
pry,1991,1320000.05245
pry,1992,2640000.1049
pry,1993,1000000
pry,1994,1129999.99523
pry,1995,8699999.80927
pry,1996,5820000.17166
pry,1997,11319999.69482
pry,1998,16790000.91553
pry,1999,12770000.45776
pry,2000,5300000.19073
pry,2001,8420000.07629
pry,2002,4090000.15259
pry,2003,11739999.77112
pry,2004,6389999.86649
pry,2005,7050000.19073
pry,2006,9810000.41962
pry,2007,13260000.22888
pry,2008,23030000.68665
pry,2009,38889999.38965
pry,2010,21840000.15259
pry,2011,16340000.15259
pry,2012,6880000.11444
pry,2013,5440000.05722
pry,2014,-1480000.01907
pry,2015,1460000.03815
pry,2016,2799999.95232
pry,2017,9289999.96185
pry,2018,10170000.07629
pry,2019,9060000.41962
pse,1993,2400000.09537
pse,1994,12390000.34332
pse,1995,28260000.22888
pse,1996,17129999.16077
pse,1997,21489999.77112
pse,1998,41740001.67847
pse,1999,17399999.61853
pse,2000,12909999.84741
pse,2001,10079999.92371
pse,2002,11270000.45776
pse,2003,14149999.61853
pse,2004,23809999.46594
pse,2005,39349998.47412
pse,2006,39979999.54224
pse,2007,72709999.08447
pse,2008,103180000.30518
pse,2009,99400001.52588
pse,2010,97589996.33789
pse,2011,63119998.93188
pse,2012,23020000.45776
pse,2013,16879999.16077
pse,2014,19450000.76294
pse,2015,16750000
pse,2016,18709999.08447
pse,2017,25100000.38147
pse,2018,30440000.53406
pse,2019,32810001.37329
rou,1991,189999.99762
rou,1992,230000.00417
rou,1995,360000.01431
rou,1996,689999.99762
rou,1997,730000.01907
rou,1998,1309999.94278
rou,1999,2539999.96185
rou,2000,1600000.02384
rou,2001,2559999.94278
rou,2002,1679999.94755
rou,2003,1690000.05722
rou,2004,1490000.00954
rus,1991,300000.01192
rus,1992,379999.99523
rus,1995,310000.00238
rus,1996,159999.99642
rus,1997,250000
rus,1998,389999.98569
rus,1999,1950000.04768
rus,2000,689999.99762
rus,2001,7119999.88556
rus,2002,2990000.00954
rus,2003,2420000.07629
rus,2004,3289999.96185
rwa,1989,90000.00358
rwa,1990,119999.99732
rwa,1991,19999.99955
rwa,1993,819999.99285
rwa,1994,6530000.20981
rwa,1995,8109999.65668
rwa,1996,4489999.77112
rwa,1997,469999.99881
rwa,1998,219999.99881
rwa,1999,150000.00596
rwa,2000,300000.01192
rwa,2001,769999.98093
rwa,2002,730000.01907
rwa,2003,680000.00715
rwa,2004,349999.99404
rwa,2005,850000.02384
rwa,2006,2000000
rwa,2007,8420000.07629
rwa,2008,24860000.61035
rwa,2009,24979999.54224
rwa,2010,1779999.97139
rwa,2011,1730000.01907
rwa,2012,1320000.05245
rwa,2013,730000.01907
rwa,2014,800000.01192
rwa,2015,550000.01192
rwa,2016,629999.99523
rwa,2017,529999.97139
rwa,2018,1149999.97616
rwa,2019,1259999.99046
sau,1989,9999.99978
sdn,1988,1000000
sdn,1989,1139999.98569
sdn,1990,1230000.01907
sdn,1991,819999.99285
sdn,1992,189999.99762
sdn,1993,79999.99821
sdn,1994,19999.99955
sdn,1995,29999.99933
sdn,1996,180000.00715
sdn,1997,29999.99933
sdn,1998,2000000
sdn,1999,50000.00075
sdn,2000,39999.99911
sdn,2001,100000.00149
sdn,2002,9999.99978
sdn,2003,310000.00238
sdn,2004,7869999.88556
sdn,2005,9720000.26703
sdn,2006,13260000.22888
sdn,2007,28360000.61035
sdn,2008,37680000.30518
sdn,2009,25989999.77112
sdn,2010,22979999.54224
sdn,2011,31790000.91553
sdn,2012,8949999.80927
sdn,2013,1529999.97139
sdn,2014,29999.99933
sdn,2015,9999.99978
sdn,2016,239999.99464
sdn,2017,100000.00149
sdn,2018,980000.01907
sdn,2019,1000000
sen,1988,899999.97616
sen,1989,119999.99732
sen,1990,5579999.92371
sen,1991,2240000.00954
sen,1992,600000.02384
sen,1993,170000.00179
sen,1994,8210000.03815
sen,1995,4880000.11444
sen,1996,19999.99955
sen,1997,-449999.98808
sen,1998,680000.00715
sen,1999,36490001.67847
sen,2000,1340000.03338
sen,2001,9489999.77112
sen,2002,7260000.22888
sen,2003,34720001.2207
sen,2004,18329999.92371
sen,2005,82480003.35693
sen,2006,18120000.83923
sen,2007,41560001.37329
sen,2008,59119998.93188
sen,2009,59259998.32153
sen,2010,45569999.69482
sen,2011,36840000.15259
sen,2012,13149999.61853
sen,2013,19530000.68665
sen,2014,11699999.80927
sen,2015,12609999.65668
sen,2016,7630000.11444
sen,2017,9529999.73297
sen,2018,16110000.61035
sen,2019,16809999.46594
sgp,2004,50000.00075
slb,2008,310000.00238
sle,1989,59999.99866
sle,1991,50000.00075
sle,1993,29999.99933
sle,1994,19999.99955
sle,1995,29999.99933
sle,1996,9999.99978
sle,1997,300000.01192
sle,1998,639999.98569
sle,2001,9999.99978
sle,2002,79999.99821
sle,2003,200000.00298
sle,2004,1590000.03338
sle,2005,2440000.05722
sle,2006,1769999.98093
sle,2007,3150000.09537
sle,2008,3359999.8951
sle,2009,3380000.11444
sle,2010,1940000.05722
sle,2011,720000.02861
sle,2012,649999.97616
sle,2013,610000.01431
sle,2014,7730000.01907
sle,2015,1279999.97139
sle,2016,529999.97139
sle,2017,939999.99762
sle,2018,1149999.97616
sle,2019,959999.97854
slv,1988,800000.01192
slv,1989,2269999.98093
slv,1990,3319999.93324
slv,1991,4280000.20981
slv,1992,8699999.80927
slv,1993,5289999.96185
slv,1994,4909999.84741
slv,1995,9279999.73297
slv,1996,11079999.92371
slv,1997,11100000.38147
slv,1998,16430000.30518
slv,1999,19670000.07629
slv,2000,22379999.16077
slv,2001,45930000.30518
slv,2002,55700000.76294
slv,2003,27020000.45776
slv,2004,27469999.31335
slv,2005,42619998.93188
slv,2006,44080001.83105
slv,2007,61049999.23706
slv,2008,83620002.74658
slv,2009,125680000.30518
slv,2010,85510002.13623
slv,2011,44560001.37329
slv,2012,18530000.68665
slv,2013,33849998.47412
slv,2014,18860000.61035
slv,2015,8789999.96185
slv,2016,13800000.19073
slv,2017,21500000
slv,2018,36110000.61035
slv,2019,38540000.91553
som,1989,9999.99978
som,1990,9699999.80927
som,1991,19999.99955
som,1992,819999.99285
som,1993,39999.99911
som,2005,70000.0003
som,2006,2259999.99046
som,2007,2269999.98093
som,2008,14609999.65668
som,2009,52750000
som,2010,5889999.86649
som,2011,16049999.23706
som,2012,4940000.05722
som,2013,810000.00238
som,2014,29999.99933
som,2016,1159999.96662
som,2017,949999.98808
som,2018,730000.01907
som,2019,1070000.05245
srb,1997,59999.99866
srb,1998,409999.99642
srb,1999,37459999.08447
srb,2000,1299999.95232
srb,2001,23790000.91553
srb,2002,24469999.31335
srb,2003,14329999.92371
srb,2004,18500000
srb,2005,16290000.91553
srb,2006,5510000.22888
srb,2007,2480000.01907
srb,2008,16309999.46594
srb,2009,4019999.98093
srb,2010,439999.99762
srb,2011,-2380000.11444
srb,2012,-2809999.94278
srb,2013,-3240000.00954
srb,2014,-3259999.99046
srb,2015,-2859999.8951
srb,2016,-560000.00238
srb,2017,-259999.99046
srb,2018,-2130000.11444
srb,2019,899999.97616
ssd,2012,2039999.96185
ssd,2013,119999.99732
ssd,2014,2500000
ssd,2015,800000.01192
ssd,2016,639999.98569
ssd,2017,1070000.05245
ssd,2018,1549999.95232
ssd,2019,1200000.04768
stp,1988,699999.98808
stp,1989,70000.0003
stp,1990,310000.00238
stp,1991,449999.98808
stp,1992,389999.98569
stp,1993,319999.99285
stp,1994,230000.00417
stp,1995,200000.00298
stp,1996,250000
stp,1997,1049999.95232
stp,1998,430000.00715
stp,1999,730000.01907
stp,2000,1929999.94755
stp,2001,2579999.92371
stp,2002,949999.98808
stp,2003,1230000.01907
stp,2004,469999.99881
stp,2005,219999.99881
stp,2006,550000.01192
stp,2007,1299999.95232
stp,2008,209999.99344
stp,2009,1440000.05722
stp,2010,1269999.98093
stp,2011,1590000.03338
stp,2012,159999.99642
stp,2013,100000.00149
stp,2016,9999.99978
stp,2018,39999.99911
stp,2019,29999.99933
sur,2004,19999.99955
sur,2009,140000.0006
sur,2019,9999.99978
svk,1991,100000.00149
svk,1992,100000.00149
svk,1996,59999.99866
svk,1997,100000.00149
svk,1998,150000.00596
svk,1999,209999.99344
svk,2000,180000.00715
svk,2001,310000.00238
svk,2002,119999.99732
svk,2003,189999.99762
svk,2004,310000.00238
svn,1998,79999.99821
svn,1999,50000.00075
svn,2000,70000.0003
svn,2001,59999.99866
svn,2002,29999.99933
svn,2003,100000.00149
svn,2004,209999.99344
swz,2009,1169999.95708
swz,2014,19999.99955
swz,2016,9999.99978
syc,1990,1159999.96662
syc,1991,19999.99955
syc,1995,29999.99933
syc,1997,109999.9994
syc,1998,9999.99978
syc,1999,180000.00715
syc,2000,150000.00596
syc,2001,150000.00596
syc,2003,9999.99978
syc,2010,-769999.98093
syc,2011,1659999.96662
syr,1989,150000.00596
syr,1990,19999.99955
syr,1991,219999.99881
syr,1992,250000
syr,1993,330000.01311
syr,1994,150000.00596
syr,1995,600000.02384
syr,1996,389999.98569
syr,1997,430000.00715
syr,1998,610000.01431
syr,1999,829999.98331
syr,2000,689999.99762
syr,2001,720000.02861
syr,2002,479999.98927
syr,2003,699999.98808
syr,2004,689999.99762
syr,2005,1080000.04292
syr,2006,2559999.94278
syr,2007,2960000.03815
syr,2008,7449999.80927
syr,2009,6269999.98093
syr,2010,6079999.92371
syr,2011,3809999.94278
syr,2012,9310000.41962
syr,2013,11380000.11444
syr,2014,12039999.96185
syr,2015,6440000.05722
syr,2016,41299999.23706
syr,2017,62029998.7793
syr,2018,35970001.2207
syr,2019,30670000.07629
tcd,1989,2490000.00954
tcd,1990,5230000.01907
tcd,1991,1710000.03815
tcd,1995,70000.0003
tcd,1996,180000.00715
tcd,1997,59999.99866
tcd,1998,289999.99166
tcd,1999,509999.99046
tcd,2000,-370000.00477
tcd,2001,29999.99933
tcd,2002,-239999.99464
tcd,2003,-209999.99344
tcd,2004,3059999.94278
tcd,2005,1559999.94278
tcd,2006,3970000.02861
tcd,2007,4079999.92371
tcd,2008,10899999.61853
tcd,2009,13189999.58038
tcd,2010,7780000.20981
tcd,2011,9930000.30518
tcd,2012,1139999.98569
tcd,2013,959999.97854
tcd,2014,850000.02384
tcd,2015,310000.00238
tcd,2016,930000.00715
tcd,2017,629999.99523
tcd,2018,959999.97854
tcd,2019,2490000.00954
tgo,1990,9999.99978
tgo,1993,90000.00358
tgo,1994,39999.99911
tgo,1995,7699999.80927
tgo,1996,519999.98093
tgo,1997,639999.98569
tgo,1998,1429999.94755
tgo,1999,150000.00596
tgo,2000,319999.99285
tgo,2001,1169999.95708
tgo,2002,310000.00238
tgo,2003,239999.99464
tgo,2004,740000.00954
tgo,2005,2009999.99046
tgo,2006,1750000
tgo,2007,1610000.01431
tgo,2008,3450000.04768
tgo,2009,3799999.95232
tgo,2010,1590000.03338
tgo,2011,26500000
tgo,2012,51659999.84741
tgo,2013,419999.98689
tgo,2014,750000
tgo,2015,219999.99881
tgo,2016,629999.99523
tgo,2017,180000.00715
tgo,2018,550000.01192
tgo,2019,1669999.95708
tha,1989,50000.00075
tha,1990,109999.9994
tha,1992,9999.99978
tha,1995,109999.9994
tha,1996,360000.01431
tha,1997,59999.99866
tha,1998,159999.99642
tha,1999,170000.00179
tha,2000,109999.9994
tha,2001,50000.00075
tha,2002,59999.99866
tha,2003,119999.99732
tha,2004,720000.02861
tha,2005,759999.99046
tha,2006,620000.00477
tha,2007,660000.02623
tha,2008,59999.99866
tha,2009,4460000.03815
tha,2010,579999.98331
tha,2011,1149999.97616
tha,2012,29999.99933
tha,2013,50000.00075
tha,2014,200000.00298
tha,2015,70000.0003
tha,2016,79999.99821
tha,2017,109999.9994
tha,2018,119999.99732
tha,2019,119999.99732
tjk,1994,209999.99344
tjk,2005,19999.99955
tjk,2006,50000.00075
tjk,2007,3039999.96185
tjk,2008,2490000.00954
tjk,2009,6309999.94278
tjk,2010,19999.99955
tjk,2011,70000.0003
tjk,2013,79999.99821
tjk,2014,19999.99955
tjk,2015,9999.99978
tjk,2017,9999.99978
tjk,2018,39999.99911
tjk,2019,70000.0003
tkm,1994,59999.99866
tkm,2013,9999.99978
tkm,2014,19999.99955
tkm,2017,59999.99866
tkm,2018,9999.99978
tkm,2019,9999.99978
tls,1998,400000.00596
tls,1999,629999.99523
tls,2000,720000.02861
tls,2001,860000.01431
tls,2002,1049999.95232
tls,2003,1029999.97139
tls,2004,689999.99762
tls,2005,1580000.04292
tls,2006,790000.02146
tls,2007,11409999.84741
tls,2008,13960000.03815
tls,2009,10819999.69482
tls,2010,6019999.98093
tls,2011,5690000.05722
tls,2012,1539999.96185
tls,2013,1539999.96185
tls,2014,0
ton,1996,9999.99978
ton,2009,70000.0003
tto,2000,9999.99978
tto,2001,39999.99911
tto,2002,19999.99955
tto,2003,29999.99933
tto,2004,50000.00075
tto,2005,70000.0003
tto,2006,70000.0003
tto,2007,19999.99955
tto,2009,90000.00358
tto,2010,109999.9994
tun,1987,2200000.04768
tun,1988,1200000.04768
tun,1989,2700000.04768
tun,1990,1129999.99523
tun,1991,1850000.02384
tun,1992,9130000.11444
tun,1993,1250000
tun,1994,460000.00834
tun,1995,8090000.15259
tun,1996,7030000.20981
tun,1997,9729999.54224
tun,1998,5469999.79019
tun,1999,1129999.99523
tun,2000,1750000
tun,2001,6210000.03815
tun,2002,7369999.88556
tun,2003,12560000.41962
tun,2004,9710000.03815
tun,2005,5630000.11444
tun,2006,15850000.38147
tun,2007,21260000.22888
tun,2008,16190000.53406
tun,2009,124139999.38965
tun,2010,158029998.7793
tun,2011,82860000.61035
tun,2012,519999.98093
tun,2013,25180000.30518
tun,2014,-829999.98331
tun,2015,-2349999.90463
tun,2016,-1149999.97616
tun,2017,-3299999.95232
tun,2018,-1659999.96662
tun,2019,1389999.98569
tur,1988,709999.97854
tur,1989,1799999.95232
tur,1990,219999.99881
tur,1991,1029999.97139
tur,1992,-200000.00298
tur,1993,-129999.99523
tur,1994,-150000.00596
tur,1995,-340000.00358
tur,1996,-90000.00358
tur,1997,-70000.0003
tur,1998,-70000.0003
tur,1999,2619999.88556
tur,2000,4389999.86649
tur,2001,8560000.41962
tur,2002,14189999.58038
tur,2003,41439998.62671
tur,2004,49529998.7793
tur,2005,12399999.61853
tur,2006,91519996.64307
tur,2007,55909999.84741
tur,2008,92099998.47412
tur,2009,135279998.7793
tur,2010,55959999.08447
tur,2011,4820000.17166
tur,2012,1539999.96185
tur,2013,-949999.98808
tur,2014,1320000.05245
tur,2015,-14039999.96185
tur,2016,28840000.15259
tur,2017,48689998.62671
tur,2018,13079999.92371
tur,2019,-389999.98569
tuv,2016,9999.99978
tuv,2019,9999.99978
tza,1988,500000
tza,1989,4610000.13351
tza,1990,6570000.17166
tza,1991,1840000.03338
tza,1992,1570000.05245
tza,1993,430000.00715
tza,1994,439999.99762
tza,1995,1259999.99046
tza,1996,3910000.08583
tza,1997,5099999.90463
tza,1998,2910000.08583
tza,1999,1379999.99523
tza,2000,289999.99166
tza,2001,1860000.01431
tza,2002,310000.00238
tza,2003,2450000.04768
tza,2004,5760000.22888
tza,2005,4050000.19073
tza,2006,3869999.88556
tza,2007,7989999.77112
tza,2008,3359999.8951
tza,2009,25079999.92371
tza,2010,3210000.03815
tza,2011,5449999.80927
tza,2012,1580000.04292
tza,2013,430000.00715
tza,2014,1009999.99046
tza,2015,430000.00715
tza,2016,829999.98331
tza,2017,660000.02623
tza,2018,829999.98331
tza,2019,750000
uga,1989,4719999.79019
uga,1990,959999.97854
uga,1991,11170000.07629
uga,1992,17459999.08447
uga,1993,6179999.82834
uga,1994,1470000.02861
uga,1995,4179999.82834
uga,1996,4719999.79019
uga,1997,-879999.99523
uga,1998,-1029999.97139
uga,1999,-4750000
uga,2000,-3210000.03815
uga,2001,-2309999.94278
uga,2002,2779999.97139
uga,2003,9770000.45776
uga,2004,3279999.97139
uga,2005,-550000.01192
uga,2006,2740000.00954
uga,2007,2650000.09537
uga,2008,11460000.03815
uga,2009,5889999.86649
uga,2010,4289999.96185
uga,2011,2319999.93324
uga,2012,460000.00834
uga,2013,529999.97139
uga,2014,189999.99762
uga,2015,150000.00596
uga,2016,219999.99881
uga,2017,560000.00238
uga,2018,709999.97854
uga,2019,1080000.04292
ukr,1995,109999.9994
ukr,1996,79999.99821
ukr,1997,200000.00298
ukr,1998,829999.98331
ukr,1999,250000
ukr,2000,740000.00954
ukr,2001,1049999.95232
ukr,2002,949999.98808
ukr,2003,819999.99285
ukr,2004,230000.00417
ukr,2005,500000
ukr,2006,360000.01431
ukr,2007,129999.99523
ukr,2008,259999.99046
ukr,2009,3839999.91417
ukr,2010,270000.01073
ukr,2011,319999.99285
ukr,2012,150000.00596
ukr,2013,389999.98569
ukr,2014,200000.00298
ukr,2015,3420000.07629
ukr,2016,15409999.84741
ukr,2017,24549999.23706
ukr,2018,23860000.61035
ukr,2019,19379999.16077
ury,1989,479999.98927
ury,1990,6829999.92371
ury,1991,649999.97616
ury,1992,14739999.77112
ury,1993,31159999.84741
ury,1994,32430000.30518
ury,1995,20379999.16077
ury,1996,4059999.94278
ury,1997,2130000.11444
ury,1998,2599999.90463
ury,1999,3140000.1049
ury,2000,2819999.93324
ury,2001,1789999.96185
ury,2002,1169999.95708
ury,2003,4420000.07629
ury,2004,2710000.03815
ury,2005,2299999.95232
ury,2006,4050000.19073
ury,2007,12649999.61853
ury,2008,9359999.65668
ury,2009,12229999.54224
ury,2010,8409999.84741
ury,2011,5550000.19073
ury,2012,980000.01907
ury,2013,1659999.96662
ury,2014,600000.02384
ury,2015,-550000.01192
ury,2016,-200000.00298
ury,2017,-409999.99642
uzb,1993,189999.99762
uzb,1994,100000.00149
uzb,1998,70000.0003
uzb,1999,239999.99464
uzb,2000,29999.99933
uzb,2001,3009999.99046
uzb,2002,4989999.77112
uzb,2003,4110000.13351
uzb,2004,1279999.97139
uzb,2005,79999.99821
uzb,2006,79999.99821
uzb,2008,360000.01431
uzb,2009,660000.02623
uzb,2010,230000.00417
uzb,2011,1269999.98093
uzb,2013,29999.99933
uzb,2014,0
uzb,2015,9999.99978
uzb,2016,-670000.01669
uzb,2017,-730000.01907
uzb,2018,-759999.99046
uzb,2019,-670000.01669
vct,2004,9999.99978
vct,2005,9999.99978
ven,1988,5199999.80927
ven,1989,39419998.16895
ven,1990,439999.99762
ven,1991,-2619999.88556
ven,1992,-1409999.96662
ven,1993,2650000.09537
ven,1994,1330000.04292
ven,1995,5480000.01907
ven,1996,7179999.82834
ven,1997,-19649999.61853
ven,1998,3539999.96185
ven,1999,15569999.69482
ven,2000,28170000.07629
ven,2001,11409999.84741
ven,2002,16659999.84741
ven,2003,35740001.67847
ven,2004,2759999.99046
ven,2005,-5420000.07629
ven,2006,9899999.61853
ven,2007,15880000.11444
ven,2008,15479999.54224
ven,2009,12890000.34332
ven,2010,8229999.54224
ven,2011,460000.00834
ven,2012,1509999.99046
ven,2013,-2819999.93324
ven,2014,639999.98569
ven,2015,-3759999.99046
ven,2016,6190000.05722
ven,2017,42479999.54224
ven,2018,63680000.30518
ven,2019,69099998.47412
vnm,1993,39999.99911
vnm,1996,5320000.17166
vnm,1997,4769999.98093
vnm,1998,10859999.65668
vnm,1999,2960000.03815
vnm,2000,4250000
vnm,2001,6579999.92371
vnm,2002,7349999.90463
vnm,2003,7849999.90463
vnm,2004,6309999.94278
vnm,2005,9130000.11444
vnm,2006,18389999.38965
vnm,2007,31510000.22888
vnm,2008,49470001.2207
vnm,2009,32650001.52588
vnm,2010,15989999.77112
vnm,2011,10470000.26703
vnm,2012,3730000.01907
vnm,2013,-2109999.8951
vnm,2014,-1529999.97139
vnm,2015,-23639999.38965
vnm,2016,-4550000.19073
vnm,2017,-2880000.11444
vnm,2018,-4059999.94278
vnm,2019,-4449999.80927
vut,2006,9999.99978
vut,2007,9999.99978
vut,2008,29999.99933
vut,2010,29999.99933
vut,2011,39999.99911
vut,2012,50000.00075
vut,2015,59999.99866
vut,2019,9999.99978
wsm,2006,19999.99955
wsm,2009,9999.99978
wsm,2010,9999.99978
wsm,2013,50000.00075
wsm,2014,19999.99955
wsm,2015,0
wsm,2016,-9999.99978
yem,1994,70000.0003
yem,1995,90000.00358
yem,1996,90000.00358
yem,2000,2140000.1049
yem,2001,4150000.09537
yem,2002,4530000.20981
yem,2003,8600000.38147
yem,2004,2630000.11444
yem,2005,119999.99732
yem,2007,150000.00596
yem,2008,1889999.98569
yem,2009,3859999.8951
yem,2010,1110000.01431
yem,2011,2119999.88556
yem,2013,-990000.00954
yem,2015,-1059999.94278
yem,2016,1009999.99046
yem,2017,3640000.1049
yem,2018,6210000.03815
yem,2019,5679999.82834
zaf,1993,159999.99642
zaf,1995,1070000.05245
zaf,1996,280000.00119
zaf,1997,159999.99642
zaf,1998,1570000.05245
zaf,1999,2049999.95232
zaf,2000,1049999.95232
zaf,2001,1090000.03338
zaf,2002,59999.99866
zaf,2003,250000
zaf,2004,490000.00954
zaf,2005,400000.00596
zaf,2006,1049999.95232
zaf,2007,1129999.99523
zaf,2008,620000.00477
zaf,2009,5320000.17166
zaf,2010,1120000.00477
zaf,2011,360000.01431
zaf,2012,50000.00075
zaf,2013,140000.0006
zaf,2014,29999.99933
zaf,2015,50000.00075
zaf,2016,39999.99911
zaf,2017,159999.99642
zaf,2018,129999.99523
zaf,2019,189999.99762
zmb,1989,9999.99978
zmb,1994,59999.99866
zmb,1995,19999.99955
zmb,1996,19999.99955
zmb,1997,170000.00179
zmb,1998,159999.99642
zmb,1999,150000.00596
