geo,time,sh_xpd_oopc_pp_cd
geo,2016,529.9372
geo,2017,488.48178
geo,2018,461.00693
geo,2019,453.74062
gha,2000,37.35393
gha,2001,39.17459
gha,2002,42.79667
gha,2003,41.17533
gha,2004,39.83083
gha,2005,43.21888
gha,2006,48.27325
gha,2007,50.29943
gha,2008,52.72433
gha,2009,51.3323
gha,2010,46.6745
gha,2011,77.81623
gha,2012,78.71807
gha,2013,94.52721
gha,2014,100.7535
gha,2015,84.67734
gha,2016,64.02489
gha,2017,69.48812
gha,2018,69.45446
gha,2019,69.98081
gin,2000,35.08255
gin,2001,36.27586
gin,2002,39.5573
gin,2003,38.01369
gin,2004,43.50888
gin,2005,42.9574
gin,2006,37.67711
gin,2007,38.77495
gin,2008,37.95129
gin,2009,41.41603
gin,2010,39.27942
gin,2011,39.64347
gin,2012,37.96701
gin,2013,38.80699
gin,2014,50.42315
gin,2015,52.16072
gin,2016,55.82425
gin,2017,61.14813
gin,2018,69.73799
gin,2019,70.81574
gmb,2000,28.66757
gmb,2001,24.88444
gmb,2002,27.06444
gmb,2003,21.62738
gmb,2004,11.43737
gmb,2005,12.96291
gmb,2006,14.74323
gmb,2007,15.93709
gmb,2008,17.19248
gmb,2009,17.77609
gmb,2010,18.08728
gmb,2011,18.61723
gmb,2012,18.26076
gmb,2013,17.35359
gmb,2014,16.59819
gmb,2015,15.37141
gmb,2016,20.16049
gmb,2017,18.54215
gmb,2018,20.02439
gmb,2019,20.57533
gnb,2000,28.76556
gnb,2001,30.19158
gnb,2002,26.78647
gnb,2003,25.23918
gnb,2004,28.04852
gnb,2005,30.63575
gnb,2006,33.64551
gnb,2007,31.87398
gnb,2008,35.77508
gnb,2009,34.02675
gnb,2010,34.66871
gnb,2011,33.72103
gnb,2012,50.16853
gnb,2013,65.55331
gnb,2014,81.89677
gnb,2015,95.56183
gnb,2016,99.22338
gnb,2017,100.3868
gnb,2018,100.39017
gnb,2019,121.46767
gnq,2000,142.90491
gnq,2001,243.35635
gnq,2002,324.31901
gnq,2003,395.60489
gnq,2004,400.80498
gnq,2005,324.32701
gnq,2006,323.58366
gnq,2007,372.64276
gnq,2008,538.986
gnq,2009,398.85401
gnq,2010,396.8429
gnq,2011,342.66019
gnq,2012,230.98706
gnq,2013,467.32689
gnq,2014,550.36397
gnq,2015,540.73737
gnq,2016,478.38776
gnq,2017,503.46592
gnq,2018,479.6097
gnq,2019,458.40037
grc,2000,514.41012
grc,2001,583.78821
grc,2002,696.95276
grc,2003,765.288
grc,2004,803.30695
grc,2005,809.08179
grc,2006,849.93364
grc,2007,842.62362
grc,2008,878.65738
grc,2009,844.11401
grc,2010,757.69182
grc,2011,734.13624
grc,2012,674.3854
grc,2013,737.23786
grc,2014,779.13618
grc,2015,789.94231
grc,2016,796.8838
grc,2017,815.93089
grc,2018,868.09819
grc,2019,850.86348
grd,2000,242.82318
grd,2001,240.48475
grd,2002,251.19947
grd,2003,251.58897
grd,2004,228.43164
grd,2005,262.31833
grd,2006,279.5635
grd,2007,326.42052
grd,2008,343.51583
grd,2009,321.41245
grd,2010,333.0421
grd,2011,350.13662
grd,2012,356.03906
grd,2013,368.69474
grd,2014,323.04753
grd,2015,354.98841
grd,2016,371.76311
grd,2017,416.17094
grd,2018,432.42782
grd,2019,478.6358
gtm,2000,161.63242
gtm,2001,196.31286
gtm,2002,199.85048
gtm,2003,206.5727
gtm,2004,209.81024
gtm,2005,221.6184
gtm,2006,239.63442
gtm,2007,247.24674
gtm,2008,240.01259
gtm,2009,233.90486
gtm,2010,237.72098
gtm,2011,238.54812
gtm,2012,248.55651
gtm,2013,226.4526
gtm,2014,243.97933
gtm,2015,262.68631
gtm,2016,267.03551
gtm,2017,262.89634
gtm,2018,288.83434
gtm,2019,296.25013
guy,2000,64.78849
guy,2001,68.65827
guy,2002,71.36777
guy,2003,70.54397
guy,2004,73.27965
guy,2005,76.25252
guy,2006,86.00908
guy,2007,94.4396
guy,2008,104.06136
guy,2009,104.08364
guy,2010,115.14789
guy,2011,130.80477
guy,2012,151.15255
guy,2013,159.09219
guy,2014,155.436
guy,2015,151.87431
guy,2016,135.89171
guy,2017,149.54523
guy,2018,211.46441
guy,2019,234.60855
hnd,2000,74.63423
hnd,2001,82.49597
hnd,2002,88.08007
hnd,2003,94.04496
hnd,2004,103.1705
hnd,2005,118.14944
hnd,2006,135.02265
hnd,2007,147.81704
hnd,2008,168.8419
hnd,2009,148.43847
hnd,2010,152.52035
hnd,2011,158.16357
hnd,2012,174.05289
hnd,2013,172.9691
hnd,2014,171.57704
hnd,2015,182.88128
hnd,2016,197.47981
hnd,2017,193.70052
hnd,2018,219.39761
hnd,2019,229.20958
hrv,2000,112.47344
hrv,2001,120.37694
hrv,2002,146.10433
hrv,2003,143.30235
hrv,2004,172.999
hrv,2005,141.50765
hrv,2006,161.83304
hrv,2007,178.84629
hrv,2008,232.84947
hrv,2009,224.64762
hrv,2010,223.30567
hrv,2011,194.36671
hrv,2012,188.66388
hrv,2013,125.41304
hrv,2014,166.32936
hrv,2015,170.00287
hrv,2016,185.70627
hrv,2017,197.84505
hrv,2018,208.49655
hrv,2019,248.53484
hti,2000,36.81921
hti,2001,35.39052
hti,2002,34.7061
hti,2003,35.94486
hti,2004,35.029
hti,2005,35.6171
hti,2006,36.04429
hti,2007,37.82345
hti,2008,38.05026
hti,2009,38.82325
hti,2010,40.49781
hti,2011,43.27034
hti,2012,43.71745
hti,2013,43.92458
hti,2014,41.57613
hti,2015,49.96588
hti,2016,52.32416
hti,2017,57.00239
hti,2018,62.18496
hti,2019,62.10727
hun,2000,219.70938
hun,2001,260.03933
hun,2002,284.66974
hun,2003,331.00453
hun,2004,325.96197
hun,2005,352.08609
hun,2006,357.47438
hun,2007,370.75951
hun,2008,395.58319
hun,2009,393.11253
hun,2010,444.19033
hun,2011,485.92765
hun,2012,506.29075
hun,2013,503.28815
hun,2014,512.87789
hun,2015,504.26331
hun,2016,539.73588
hun,2017,544.31751
hun,2018,550.5597
hun,2019,607.09471
idn,2000,43.20974
idn,2001,46.24276
idn,2002,51.85538
idn,2003,61.50038
idn,2004,61.57059
idn,2005,95.29602
idn,2006,102.01465
idn,2007,110.01194
idn,2008,106.14531
idn,2009,111.06207
idn,2010,143.81706
idn,2011,152.8773
idn,2012,151.78664
idn,2013,147.03482
idn,2014,137.8593
idn,2015,128.98848
idn,2016,122.13466
idn,2017,116.22488
idn,2018,119.0524
idn,2019,124.54704
ind,2000,61.69302
ind,2001,70.92372
ind,2002,72.42041
ind,2003,74.03535
ind,2004,78.68576
ind,2005,83.27687
ind,2006,85.82469
ind,2007,89.40106
ind,2008,90.59504
ind,2009,92.62583
ind,2010,92.13783
ind,2011,90.77363
ind,2012,101.96257
ind,2013,130.9749
ind,2014,126.95387
ind,2015,127.06408
ind,2016,129.34936
ind,2017,100.04519
ind,2018,108.18778
ind,2019,115.59047
irl,2000,217.57966
irl,2001,223.68893
irl,2002,248.03501
irl,2003,336.68466
irl,2004,344.91422
irl,2005,424.05834
irl,2006,469.69025
irl,2007,427.78343
irl,2008,481.57622
irl,2009,556.37042
irl,2010,629.31454
irl,2011,667.16622
irl,2012,686.19401
irl,2013,706.75282
irl,2014,700.95729
irl,2015,670.90191
irl,2016,685.31557
irl,2017,703.92386
irl,2018,705.67188
irl,2019,704.11331
irn,2000,297.49279
irn,2001,326.06657
irn,2002,296.63396
irn,2003,345.2803
irn,2004,381.95672
irn,2005,415.32931
irn,2006,402.30104
irn,2007,435.24144
irn,2008,479.15327
irn,2009,598.9065
irn,2010,691.37289
irn,2011,681.02096
irn,2012,577.1895
irn,2013,463.21042
irn,2014,434.51096
irn,2015,420.86079
irn,2016,507.91258
irn,2017,508.13212
irn,2018,418.42691
irn,2019,342.87858
irq,2003,97.9688
irq,2004,101.82933
irq,2005,84.09798
irq,2006,86.81708
irq,2007,103.89293
irq,2008,77.54602
irq,2009,102.1717
irq,2010,107.12587
irq,2011,94.82515
irq,2012,251.86287
irq,2013,255.57397
irq,2014,246.72346
irq,2015,249.77365
irq,2016,261.90211
irq,2017,262.70142
irq,2018,230.25923
irq,2019,242.13811
isl,2000,518.22118
isl,2001,549.56275
isl,2002,577.45028
isl,2003,555.61299
isl,2004,589.69638
isl,2005,590.82166
isl,2006,582.72117
isl,2007,581.70607
isl,2008,606.19517
isl,2009,625.16226
isl,2010,616.69269
isl,2011,612.77281
isl,2012,628.40192
isl,2013,655.89798
isl,2014,678.05851
isl,2015,701.63036
isl,2016,737.55034
isl,2017,778.94065
isl,2018,841.25921
isl,2019,871.51794
isr,2000,528.92127
isr,2001,580.24193
isr,2002,534.60923
isr,2003,515.09142
isr,2004,541.59164
isr,2005,567.81589
isr,2006,482.19082
isr,2007,529.11712
isr,2008,504.4011
isr,2009,514.01852
isr,2010,499.7828
isr,2011,525.21032
isr,2012,548.34249
isr,2013,570.60251
isr,2014,589.10507
isr,2015,595.20242
isr,2016,652.09511
isr,2017,671.14176
isr,2018,690.73993
isr,2019,697.847
ita,2000,542.53157
ita,2001,531.28458
ita,2002,546.08507
ita,2003,543.62338
ita,2004,552.3745
ita,2005,543.77608
ita,2006,583.69631
ita,2007,599.14256
ita,2008,648.74167
ita,2009,641.56135
ita,2010,645.59662
ita,2011,707.49449
ita,2012,709.48818
ita,2013,714.81389
ita,2014,723.54945
ita,2015,766.09874
ita,2016,812.02125
ita,2017,860.98687
ita,2018,908.53333
ita,2019,932.12868
jam,2000,106.30039
jam,2001,129.42471
jam,2002,85.96151
jam,2003,102.94404
jam,2004,96.65248
jam,2005,100.06194
jam,2006,96.98714
jam,2007,136.84125
jam,2008,140.65695
jam,2009,94.16049
jam,2010,98.24477
jam,2011,94.19475
jam,2012,86.99407
jam,2013,81.47635
jam,2014,94.51177
jam,2015,93.82325
jam,2016,93.98133
jam,2017,98.88115
jam,2018,99.97341
jam,2019,98.27288
jor,2000,223.6932
jor,2001,238.47562
jor,2002,252.05498
jor,2003,263.03999
jor,2004,273.57747
jor,2005,285.68177
jor,2006,272.11361
jor,2007,274.43167
jor,2008,259.36041
jor,2009,201.71407
jor,2010,168.92505
jor,2011,160.13338
jor,2012,155.05875
jor,2013,147.86038
jor,2014,138.26748
jor,2015,207.39655
jor,2016,207.01472
jor,2017,242.95537
jor,2018,249.10934
jor,2019,241.54683
jpn,2000,303.83701
jpn,2001,317.73738
jpn,2002,335.09076
jpn,2003,370.76721
jpn,2004,384.16271
jpn,2005,384.47084
jpn,2006,422.40656
jpn,2007,420.75005
jpn,2008,433.18902
jpn,2009,454.06782
jpn,2010,465.07233
jpn,2011,495.79532
jpn,2012,517.38422
jpn,2013,530.58759
jpn,2014,542.3732
jpn,2015,565.48972
jpn,2016,553.24301
jpn,2017,556.56684
jpn,2018,588.88101
jpn,2019,592.06498
kaz,2000,155.67381
kaz,2001,132.7543
kaz,2002,164.96317
kaz,2003,182.11026
kaz,2004,200.00983
kaz,2005,183.99108
kaz,2006,163.49623
kaz,2007,151.88191
kaz,2008,133.37687
kaz,2009,144.46649
kaz,2010,144.21219
kaz,2011,133.55241
kaz,2012,186.61743
kaz,2013,169.45968
kaz,2014,174.9263
kaz,2015,226.25654
kaz,2016,290.19178
kaz,2017,250.9509
kaz,2018,246.20754
kaz,2019,259.22409
ken,2000,34.32554
ken,2001,36.39069
ken,2002,35.7395
ken,2003,38.73871
ken,2004,41.15366
ken,2005,44.15721
ken,2006,45.51904
ken,2007,46.16729
ken,2008,43.30505
ken,2009,41.14147
ken,2010,42.67744
ken,2011,43.87355
ken,2012,44.89269
ken,2013,49.07985
ken,2014,48.20136
ken,2015,47.19921
ken,2016,46.72103
ken,2017,39.00755
ken,2018,43.32148
ken,2019,50.4508
kgz,2000,42.29616
kgz,2001,45.02065
kgz,2002,47.43274
kgz,2003,64.55523
kgz,2004,68.5873
kgz,2005,76.91369
kgz,2006,83.08967
kgz,2007,83.61451
kgz,2008,97.33716
kgz,2009,83.31649
kgz,2010,92.85086
kgz,2011,101.97636
kgz,2012,132.80342
kgz,2013,153.32529
kgz,2014,177.17099
kgz,2015,164.28394
kgz,2016,171.88814
kgz,2017,176.23822
kgz,2018,123.18655
kgz,2019,120.23289
khm,2000,48.3167
khm,2001,50.83934
khm,2002,54.29293
khm,2003,57.60055
khm,2004,59.88654
khm,2005,71.98432
khm,2006,62.03859
khm,2007,51.5459
khm,2008,78.03407
khm,2009,88.06263
khm,2010,87.08527
khm,2011,117.05834
khm,2012,125.96299
khm,2013,132.45703
khm,2014,125.13863
khm,2015,120.34312
khm,2016,131.63391
khm,2017,130.92015
khm,2018,159.59847
khm,2019,203.50662
kir,2000,0.20607
kir,2001,0.19267
kir,2002,0.2115
kir,2003,0.20389
kir,2004,0.19735
kir,2005,0.23767
kir,2006,0.20901
kir,2007,0.20784
kir,2008,0.1985
kir,2009,0.20253
kir,2010,0.19358
kir,2011,0.20157
kir,2012,0.22808
kir,2013,0.22048
kir,2014,0.22402
kir,2015,0.24733
kir,2016,0.25426
kir,2017,0.26749
kir,2018,0.25921
kir,2019,0.25919
kna,2000,412.76471
kna,2001,387.83836
kna,2002,401.6145
kna,2003,408.20035
kna,2004,370.78406
kna,2005,453.99695
kna,2006,525.06523
kna,2007,528.22094
kna,2008,722.13417
kna,2009,663.47127
kna,2010,651.70309
kna,2011,667.32883
kna,2012,615.73166
kna,2013,658.03959
kna,2014,635.94099
kna,2015,725.73499
kna,2016,770.66866
kna,2017,757.65293
kna,2018,682.90485
kna,2019,698.53613
kor,2000,312.85695
kor,2001,339.78842
kor,2002,341.76601
kor,2003,375.51136
kor,2004,393.23287
kor,2005,434.27
kor,2006,470.57902
kor,2007,527.70203
kor,2008,597.51182
kor,2009,585.05902
kor,2010,639.20033
kor,2011,669.7307
kor,2012,712.95108
kor,2013,733.26576
kor,2014,776.55938
kor,2015,850.41202
kor,2016,908.0075
kor,2017,954.59414
kor,2018,1050.58371
kor,2019,1065.02796
kwt,2000,315.60582
kwt,2001,350.29802
kwt,2002,387.76144
kwt,2003,391.23487
kwt,2004,384.62614
kwt,2005,361.81179
kwt,2006,342.97331
kwt,2007,376.21909
kwt,2008,343.37796
kwt,2009,359.40703
kwt,2010,283.97537
kwt,2011,255.55118
kwt,2012,288.48525
kwt,2013,281.30845
kwt,2014,284.66078
kwt,2015,272.64271
kwt,2016,280.79366
kwt,2017,305.90577
kwt,2018,281.49033
kwt,2019,337.45599
lao,2000,36.341
lao,2001,39.02723
lao,2002,42.22806
lao,2003,59.89898
lao,2004,44.29576
lao,2005,41.7768
lao,2006,38.56347
lao,2007,38.08619
lao,2008,31.47864
lao,2009,36.32818
lao,2010,42.15081
lao,2011,43.48881
lao,2012,48.88996
lao,2013,61.82375
lao,2014,68.69016
lao,2015,68.66188
lao,2016,75.03564
lao,2017,84.73894
lao,2018,84.81583
lao,2019,88.83932
lbn,2000,552.40922
lbn,2001,521.1793
lbn,2002,453.0666
lbn,2003,405.76131
lbn,2004,378.02861
lbn,2005,355.6195
lbn,2006,397.93816
lbn,2007,434.76008
lbn,2008,449.5528
lbn,2009,440.22835
lbn,2010,485.07814
lbn,2011,482.0703
lbn,2012,387.37273
lbn,2013,390.94079
lbn,2014,401.86996
lbn,2015,365.29235
lbn,2016,391.76226
lbn,2017,411.67835
lbn,2018,454.44421
lbn,2019,432.21389
lbr,2000,29.54826
lbr,2001,20.92572
lbr,2002,19.59557
lbr,2003,16.72041
lbr,2004,53.8002
lbr,2005,56.50816
lbr,2006,50.3489
lbr,2007,67.79618
lbr,2008,53.67781
lbr,2009,45.83954
lbr,2010,45.93341
lbr,2011,48.51381
lbr,2012,45.8311
lbr,2013,53.05405
lbr,2014,63.94609
lbr,2015,62.329
lbr,2016,63.3127
lbr,2017,67.1075
lbr,2018,65.5615
lbr,2019,68.55032
lby,2000,317.01412
lby,2001,328.90054
lby,2002,285.65402
lby,2003,276.78375
lby,2004,252.26693
lby,2005,220.25805
lby,2006,225.7469
lby,2007,227.43401
lby,2008,207.47688
lby,2009,305.64899
lby,2010,296.35475
lby,2011,234.89121
lca,2000,265.16304
lca,2001,263.76575
lca,2002,281.08672
lca,2003,302.11516
lca,2004,289.32558
lca,2005,292.22194
lca,2006,349.38092
lca,2007,422.45839
lca,2008,380.17544
lca,2009,367.10791
lca,2010,342.45521
lca,2011,378.9122
lca,2012,338.00616
lca,2013,361.33336
lca,2014,340.00267
lca,2015,307.67749
lca,2016,359.56266
lca,2017,346.63354
lca,2018,339.31228
lca,2019,322.70951
lka,2000,70.60373
lka,2001,77.25815
lka,2002,79.30733
lka,2003,68.90003
lka,2004,89.40457
lka,2005,92.0993
lka,2006,101.73386
lka,2007,120.42964
lka,2008,147.05304
lka,2009,168.70917
lka,2010,168.9064
lka,2011,171.49399
lka,2012,181.38085
lka,2013,202.45793
lka,2014,197.53966
lka,2015,220.6398
lka,2016,238.80943
lka,2017,226.19003
lka,2018,245.11181
lka,2019,259.93374
lso,2000,26.75082
lso,2001,25.79712
lso,2002,24.51295
lso,2003,26.03239
lso,2004,25.97136
lso,2005,27.36929
lso,2006,28.56335
lso,2007,35.57277
lso,2008,36.08436
lso,2009,39.00376
lso,2010,39.47894
lso,2011,40.49243
lso,2012,40.39161
lso,2013,41.28191
lso,2014,41.94934
lso,2015,45.2399
lso,2016,45.07075
lso,2017,41.6941
lso,2018,40.52249
lso,2019,43.15696
ltu,2000,141.72376
ltu,2001,155.86845
ltu,2002,164.32544
ltu,2003,179.48255
ltu,2004,234.70427
ltu,2005,266.02262
ltu,2006,304.61284
ltu,2007,310.46062
ltu,2008,365.82634
ltu,2009,355.76983
ltu,2010,372.77414
ltu,2011,415.64923
ltu,2012,490.43145
ltu,2013,534.69028
ltu,2014,547.64992
ltu,2015,592.49055
ltu,2016,658.68675
ltu,2017,709.83342
ltu,2018,770.04151
ltu,2019,902.54084
lux,2000,468.51931
lux,2001,492.22758
lux,2002,551.59371
lux,2003,559.07246
lux,2004,605.28184
lux,2005,638.87
lux,2006,704.56649
lux,2007,543.87872
lux,2008,576.04378
lux,2009,603.08738
lux,2010,622.47712
lux,2011,619.64053
lux,2012,594.52169
lux,2013,599.82756
lux,2014,619.17742
lux,2015,596.23272
lux,2016,625.59895
lux,2017,639.51481
lux,2018,672.75562
lux,2019,650.17435
lva,2000,207.03547
lva,2001,253.29407
lva,2002,275.14736
lva,2003,292.55547
lva,2004,307.34849
lva,2005,336.68775
lva,2006,320.24391
lva,2007,368.41778
lva,2008,405.10553
lva,2009,398.93302
lva,2010,397.43995
lva,2011,375.16134
lva,2012,433.45873
lva,2013,468.47744
lva,2014,506.87435
lva,2015,569.71131
lva,2016,708.57416
lva,2017,715.61289
lva,2018,747.37953
lva,2019,749.56083
mar,2000,77.89816
mar,2001,86.2799
mar,2002,96.17278
mar,2003,107.65722
mar,2004,121.31574
mar,2005,137.2851
mar,2006,154.65661
mar,2007,166.56977
mar,2008,176.45154
mar,2009,192.761
mar,2010,209.56833
mar,2011,214.73782
mar,2012,209.53143
mar,2013,206.27433
mar,2014,195.85641
mar,2015,200.68233
mar,2016,205.55001
mar,2017,209.25272
mar,2018,194.12964
mar,2019,198.71201
mco,2000,115.18772
mco,2001,121.78576
mco,2002,125.4795
mco,2003,123.9859
mco,2004,127.1405
mco,2005,133.98277
mco,2006,146.28454
mco,2007,170.73216
mco,2008,177.01683
mco,2009,161.64024
mco,2010,166.61008
mco,2011,179.3673
mco,2012,179.61002
mco,2013,203.55574
mco,2014,216.74368
mco,2015,224.63115
mco,2016,233.79883
mco,2017,227.10872
mco,2018,227.63184
mco,2019,245.2681
mda,2000,70.58055
mda,2001,87.08976
mda,2002,101.64179
mda,2003,108.97422
mda,2004,121.69141
mda,2005,161.32843
mda,2006,209.34484
mda,2007,225.23499
mda,2008,264.65855
mda,2009,295.16474
mda,2010,210.37078
mda,2011,226.29298
mda,2012,228.23257
mda,2013,248.85481
mda,2014,234.67112
mda,2015,291.65526
mda,2016,291.9086
mda,2017,353.36888
mda,2018,331.82733
mda,2019,307.03816
mdg,2000,22.40599
mdg,2001,21.71365
mdg,2002,21.75084
mdg,2003,22.01055
mdg,2004,21.46589
mdg,2005,24.14899
mdg,2006,23.73713
mdg,2007,23.46563
mdg,2008,25.0198
mdg,2009,25.60133
mdg,2010,26.06569
mdg,2011,19.58386
mdg,2012,19.45287
mdg,2013,20.5006
mdg,2014,19.55547
mdg,2015,19.49357
mdg,2016,19.75465
mdg,2017,19.50484
mdg,2018,20.22289
mdg,2019,21.21121
mdv,2000,515.71702
mdv,2001,343.70906
mdv,2002,352.36652
mdv,2003,353.02352
mdv,2004,456.32068
mdv,2005,439.26795
mdv,2006,455.49348
mdv,2007,480.55184
mdv,2008,506.70118
mdv,2009,419.9087
mdv,2010,432.44927
mdv,2011,425.82023
mdv,2012,382.1956
mdv,2013,389.03745
mdv,2014,355.8522
mdv,2015,284.61691
mdv,2016,339.74594
mdv,2017,344.55851
mdv,2018,283.25444
mdv,2019,269.78414
mex,2000,257.67126
mex,2001,286.64304
mex,2002,308.4288
mex,2003,371.66
mex,2004,386.359
mex,2005,403.26128
mex,2006,419.83602
mex,2007,432.59171
mex,2008,413.33018
mex,2009,422.58047
mex,2010,380.91263
mex,2011,371.3844
mex,2012,395.16366
mex,2013,402.49571
mex,2014,409.85143
mex,2015,429.87337
mex,2016,443.97849
mex,2017,449.77053
mex,2018,460.43662
mex,2019,467.95306
mhl,2000,37.54029
mhl,2001,39.51256
mhl,2002,41.08755
mhl,2003,40.95692
mhl,2004,43.2201
mhl,2005,47.56909
mhl,2006,47.01878
mhl,2007,52.33843
mhl,2008,52.28971
mhl,2009,53.81905
mhl,2010,58.45929
mhl,2011,57.24973
mhl,2012,53.87205
mhl,2013,54.48044
mhl,2014,56.36732
mhl,2015,56.49513
mhl,2016,55.22181
mhl,2017,59.98855
mhl,2018,64.38308
mhl,2019,69.11339
mkd,2000,228.7941
mkd,2001,214.16838
mkd,2002,240.99561
mkd,2003,256.54066
mkd,2004,254.93429
mkd,2005,245.72919
mkd,2006,234.44692
mkd,2007,226.38985
mkd,2008,218.66614
mkd,2009,248.02724
mkd,2010,286.25989
mkd,2011,270.96118
mkd,2012,276.01462
mkd,2013,286.58773
mkd,2014,294.10171
mkd,2015,300.46892
mkd,2016,339.73784
mkd,2017,439.22519
mkd,2018,474.69165
mkd,2019,530.44814
mli,2000,42.67873
mli,2001,39.80391
mli,2002,40.74419
mli,2003,43.97242
mli,2004,41.70643
mli,2005,45.28287
mli,2006,49.37749
mli,2007,52.83106
mli,2008,54.01055
mli,2009,55.95416
mli,2010,47.04705
mli,2011,36.67039
mli,2012,29.61241
mli,2013,25.0454
mli,2014,28.7998
mli,2015,28.55749
mli,2016,29.53294
mli,2017,30.95886
mli,2018,28.42435
mli,2019,29.64434
mlt,2000,319.42612
mlt,2001,386.14221
mlt,2002,435.50824
mlt,2003,477.56321
mlt,2004,489.81668
mlt,2005,559.36278
mlt,2006,608.24872
mlt,2007,637.1506
mlt,2008,690.69651
mlt,2009,688.52798
mlt,2010,755.78453
mlt,2011,814.21674
mlt,2012,817.96977
mlt,2013,836.10174
mlt,2014,1151.16545
mlt,2015,1254.72963
mlt,2016,1264.61829
mlt,2017,1364.33894
mlt,2018,1413.40253
mlt,2019,1399.64902
mmr,2000,16.74213
mmr,2001,18.83311
mmr,2002,23.11893
mmr,2003,26.29881
mmr,2004,30.04301
mmr,2005,34.49423
mmr,2006,34.85556
mmr,2007,39.04445
mmr,2008,46.03038
mmr,2009,51.0428
mmr,2010,47.78968
mmr,2011,47.83034
mmr,2012,66.3394
mmr,2013,88.43187
mmr,2014,116.33879
mmr,2015,158.43404
mmr,2016,158.04884
mmr,2017,162.45123
mmr,2018,170.11223
mmr,2019,172.28858
mne,2011,443.6975
mne,2012,409.46776
mne,2013,525.63062
mne,2014,477.34875
mne,2015,551.71614
mne,2016,595.92389
mne,2017,659.09033
mne,2018,728.05048
mne,2019,764.80758
mng,2000,41.94703
mng,2001,43.94534
mng,2002,47.22456
mng,2003,45.42531
mng,2004,52.66363
mng,2005,66.02388
mng,2006,57.39683
mng,2007,63.46667
mng,2008,71.45681
mng,2009,72.74946
mng,2010,79.53867
mng,2011,102.29277
mng,2012,124.32895
mng,2013,160.05411
mng,2014,161.4017
mng,2015,163.90168
mng,2016,151.86326
mng,2017,145.66457
mng,2018,159.43485
mng,2019,168.40837
moz,2000,4.04927
moz,2001,4.03834
moz,2002,5.2014
moz,2003,4.37036
moz,2004,3.74121
moz,2005,3.75903
moz,2006,3.99373
moz,2007,3.89524
moz,2008,4.04249
moz,2009,3.92151
moz,2010,3.70939
moz,2011,3.43941
moz,2012,3.01781
moz,2013,5.32797
moz,2014,7.51917
moz,2015,9.76706
moz,2016,10.47555
moz,2017,9.73194
moz,2018,10.14832
moz,2019,10.45917
mrt,2000,82.37192
mrt,2001,85.164
mrt,2002,86.74728
mrt,2003,90.45087
mrt,2004,89.53136
mrt,2005,85.23693
mrt,2006,81.42171
mrt,2007,81.21021
mrt,2008,78.3808
mrt,2009,81.63604
mrt,2010,69.61586
mrt,2011,63.7634
mrt,2012,65.05036
mrt,2013,68.03303
mrt,2014,70.91699
mrt,2015,73.66531
mrt,2016,78.19374
mrt,2017,82.1766
mrt,2018,84.97705
mrt,2019,84.21316
mus,2000,120.2789
mus,2001,128.40208
mus,2002,147.17208
mus,2003,159.08191
mus,2004,169.2633
mus,2005,214.06479
mus,2006,241.04178
mus,2007,268.42762
mus,2008,355.72643
mus,2009,368.67968
mus,2010,376.87644
mus,2011,381.13451
mus,2012,375.1621
mus,2013,446.08683
mus,2014,511.14792
mus,2015,544.76553
mus,2016,569.68403
mus,2017,598.8428
mus,2018,642.82036
mus,2019,674.81449
mwi,2000,2.70981
mwi,2001,2.52985
mwi,2002,3.63408
mwi,2003,3.85487
mwi,2004,4.01201
mwi,2005,4.12411
mwi,2006,4.8498
mwi,2007,7.71979
mwi,2008,8.17703
mwi,2009,9.03731
mwi,2010,8.08619
mwi,2011,7.13841
mwi,2012,8.97926
mwi,2013,8.60749
mwi,2014,8.57493
mwi,2015,10.49131
mwi,2016,13.99496
mwi,2017,14.1746
mwi,2018,13.43968
mwi,2019,13.77862
mys,2000,143.94758
mys,2001,134.96396
mys,2002,137.01076
mys,2003,157.88449
mys,2004,173.7781
mys,2005,182.73436
mys,2006,198.49226
mys,2007,212.18815
mys,2008,220.43516
mys,2009,211.04696
mys,2010,224.58008
mys,2011,248.16618
mys,2012,266.32187
mys,2013,281.62312
mys,2014,305.99539
mys,2015,316.39734
mys,2016,324.14719
mys,2017,337.90817
mys,2018,370.229
mys,2019,391.71919
nam,2000,33.67624
nam,2001,32.14594
nam,2002,36.85348
nam,2003,38.25065
nam,2004,42.93459
nam,2005,44.07538
nam,2006,42.75931
nam,2007,48.47359
nam,2008,54.83431
nam,2009,61.09701
nam,2010,75.59644
nam,2011,89.44935
nam,2012,94.42204
nam,2013,87.25629
nam,2014,79.54097
nam,2015,77.78551
nam,2016,74.96538
nam,2017,69.17954
nam,2018,69.22518
nam,2019,71.42631
ner,2000,21.97698
ner,2001,23.54661
ner,2002,24.37953
ner,2003,24.69837
ner,2004,25.19154
ner,2005,25.43125
ner,2006,26.61215
ner,2007,27.58632
ner,2008,27.7879
ner,2009,28.65341
ner,2010,29.75335
ner,2011,29.9975
ner,2012,30.28073
ner,2013,28.41801
ner,2014,27.72933
ner,2015,31.65296
ner,2016,30.45155
ner,2017,31.33753
ner,2018,31.84727
ner,2019,33.41135
nga,2000,46.56547
nga,2001,50.07689
nga,2002,47.71267
nga,2003,115.03735
nga,2004,100.9533
nga,2005,107.18539
nga,2006,113.82738
nga,2007,113.13925
nga,2008,119.74707
nga,2009,130.85915
nga,2010,121.06355
