geo,time,sh_xpd_oopc_pp_cd
aut,2005,648.71259
aut,2006,675.34477
aut,2007,707.0493
aut,2008,734.28229
aut,2009,756.61481
aut,2010,800.45021
aut,2011,836.84504
aut,2012,887.12797
aut,2013,948.10457
aut,2014,970.67185
aut,2015,993.62029
aut,2016,1053.89648
aut,2017,1164.26591
aut,2018,1155.68992
aut,2019,1169.89623
aze,2000,69.01442
aze,2001,73.3294
aze,2002,82.57936
aze,2003,87.47614
aze,2004,90.40533
aze,2005,89.07982
aze,2006,107.55221
aze,2007,123.39404
aze,2008,137.71883
aze,2009,207.36483
aze,2010,215.7997
aze,2011,217.46832
aze,2012,287.80431
aze,2013,336.25968
aze,2014,387.51441
aze,2015,414.91947
aze,2016,410.8707
aze,2017,382.9496
aze,2018,378.68468
aze,2019,411.80836
bdi,2000,13.60329
bdi,2001,13.87006
bdi,2002,14.79607
bdi,2003,14.35187
bdi,2004,15.47175
bdi,2005,16.86543
bdi,2006,20.71645
bdi,2007,23.24399
bdi,2008,21.13178
bdi,2009,21.01439
bdi,2010,21.08498
bdi,2011,17.49494
bdi,2012,13.36493
bdi,2013,13.33797
bdi,2014,17.37021
bdi,2015,16.52283
bdi,2016,15.96413
bdi,2017,15.7915
bdi,2018,15.35488
bdi,2019,15.2491
bel,2000,450.28732
bel,2001,460.81507
bel,2002,526.90721
bel,2003,602.22032
bel,2004,609.93674
bel,2005,627.19007
bel,2006,663.55402
bel,2007,704.74977
bel,2008,739.18851
bel,2009,782.78786
bel,2010,818.30987
bel,2011,840.62137
bel,2012,862.79463
bel,2013,906.16319
bel,2014,922.33378
bel,2015,935.0712
bel,2016,944.43843
bel,2017,970.43592
bel,2018,1036.42219
bel,2019,1062.5499
ben,2000,28.59347
ben,2001,29.78851
ben,2002,30.3697
ben,2003,31.19557
ben,2004,31.65619
ben,2005,30.78222
ben,2006,32.05768
ben,2007,32.02562
ben,2008,29.96814
ben,2009,30.59714
ben,2010,31.88102
ben,2011,32.60112
ben,2012,31.91186
ben,2013,32.29092
ben,2014,33.26444
ben,2015,33.98967
ben,2016,35.39712
ben,2017,34.97935
ben,2018,36.22959
ben,2019,38.57082
bfa,2000,11.4674
bfa,2001,12.04754
bfa,2002,11.43399
bfa,2003,11.25421
bfa,2004,14.34457
bfa,2005,14.75063
bfa,2006,17.98819
bfa,2007,19.20784
bfa,2008,20.17168
bfa,2009,22.54541
bfa,2010,23.74399
bfa,2011,24.25179
bfa,2012,24.1373
bfa,2013,31.40319
bfa,2014,28.83713
bfa,2015,31.68335
bfa,2016,35.41816
bfa,2017,39.22155
bfa,2018,38.54254
bfa,2019,42.46752
bgd,2000,17.26373
bgd,2001,19.04608
bgd,2002,20.63241
bgd,2003,21.98282
bgd,2004,23.88292
bgd,2005,27.64917
bgd,2006,30.74557
bgd,2007,34.78188
bgd,2008,36.87858
bgd,2009,39.76878
bgd,2010,43.95005
bgd,2011,48.75463
bgd,2012,54.46978
bgd,2013,57.17239
bgd,2014,62.55483
bgd,2015,67.39718
bgd,2016,69.62839
bgd,2017,74.77269
bgd,2018,84.29133
bgd,2019,89.6005
bgr,2000,150.84287
bgr,2001,205.13021
bgr,2002,218.52574
bgr,2003,229.5259
bgr,2004,247.46065
bgr,2005,274.54478
bgr,2006,315.87783
bgr,2007,334.53353
bgr,2008,382.95268
bgr,2009,414.03702
bgr,2010,456.58127
bgr,2011,495.88475
bgr,2012,586.0158
bgr,2013,496.43446
bgr,2014,543.01838
bgr,2015,575.93592
bgr,2016,645.10698
bgr,2017,697.11878
bgr,2018,700.70944
bgr,2019,700.54691
bhr,2000,387.49882
bhr,2001,402.17167
bhr,2002,415.7699
bhr,2003,538.36395
bhr,2004,474.19871
bhr,2005,406.44826
bhr,2006,383.3766
bhr,2007,473.58092
bhr,2008,427.85491
bhr,2009,534.76401
bhr,2010,512.64627
bhr,2011,481.88946
bhr,2012,557.78728
bhr,2013,597.22571
bhr,2014,589.48545
bhr,2015,587.31552
bhr,2016,609.01444
bhr,2017,688.79252
bhr,2018,588.758
bhr,2019,559.1382
bhs,2000,287.13153
bhs,2001,317.21884
bhs,2002,322.67756
bhs,2003,334.26963
bhs,2004,353.71456
bhs,2005,378.41226
bhs,2006,405.33654
bhs,2007,422.9644
bhs,2008,432.8198
bhs,2009,422.69749
bhs,2010,445.92503
bhs,2011,464.01214
bhs,2012,492.57862
bhs,2013,497.76398
bhs,2014,523.18757
bhs,2015,530.96696
bhs,2016,538.26574
bhs,2017,584.97599
bhs,2018,614.70238
bhs,2019,584.39966
bih,2000,138.6951
bih,2001,134.90562
bih,2002,132.73051
bih,2003,132.40623
bih,2004,230.03638
bih,2005,258.32852
bih,2006,295.96678
bih,2007,335.42727
bih,2008,376.10966
bih,2009,249.40616
bih,2010,253.57739
bih,2011,269.62268
bih,2012,285.33403
bih,2013,302.17072
bih,2014,313.18718
bih,2015,323.48083
bih,2016,345.97487
bih,2017,359.10681
bih,2018,401.03653
bih,2019,433.48272
blr,2000,51.42999
blr,2001,77.31764
blr,2002,90.94975
blr,2003,89.72893
blr,2004,97.93854
blr,2005,133.24305
blr,2006,155.96416
blr,2007,188.58213
blr,2008,228.57761
blr,2009,236.00997
blr,2010,255.12754
blr,2011,272.51149
blr,2012,293.1811
blr,2013,366.34161
blr,2014,358.0019
blr,2015,398.25858
blr,2016,281.53737
blr,2017,286.33472
blr,2018,272.95704
blr,2019,307.92652
blz,2000,81.79722
blz,2001,89.63075
blz,2002,93.28745
blz,2003,99.94086
blz,2004,101.56196
blz,2005,99.70811
blz,2006,96.47776
blz,2007,97.28866
blz,2008,98.25192
blz,2009,104.54538
blz,2010,105.70297
blz,2011,107.78421
blz,2012,100.66851
blz,2013,101.76876
blz,2014,99.11808
blz,2015,100.52506
blz,2016,104.6638
blz,2017,98.22748
blz,2018,99.13776
blz,2019,97.21388
bol,2000,50.6297
bol,2001,55.89672
bol,2002,59.47424
bol,2003,61.21598
bol,2004,61.24015
bol,2005,66.35126
bol,2006,65.1978
bol,2007,66.11154
bol,2008,68.10944
bol,2009,77.66311
bol,2010,89.45294
bol,2011,91.81606
bol,2012,106.89579
bol,2013,125.59915
bol,2014,128.58712
bol,2015,127.70121
bol,2016,143.60382
bol,2017,137.10432
bol,2018,129.45186
bol,2019,150.55434
bra,2000,276.33655
bra,2001,299.34162
bra,2002,302.94415
bra,2003,282.7615
bra,2004,300.14111
bra,2005,316.79115
bra,2006,330.11757
bra,2007,340.64566
bra,2008,329.38606
bra,2009,347.65691
bra,2010,333.85212
bra,2011,343.20033
bra,2012,345.51003
bra,2013,350.3679
bra,2014,371.92294
bra,2015,324.55521
bra,2016,319.21348
bra,2017,336.59621
bra,2018,357.17823
bra,2019,372.65401
brb,2000,266.72893
brb,2001,265.60374
brb,2002,275.87794
brb,2003,321.05019
brb,2004,340.89283
brb,2005,351.74958
brb,2006,374.96602
brb,2007,375.2807
brb,2008,394.76496
brb,2009,425.07554
brb,2010,416.0234
brb,2011,474.57309
brb,2012,459.7469
brb,2013,471.10686
brb,2014,465.09387
brb,2015,462.39618
brb,2016,469.71738
brb,2017,473.55079
brb,2018,490.19145
brb,2019,480.73359
brn,2000,296.9545
brn,2001,324.144
brn,2002,325.91823
brn,2003,357.77357
brn,2004,352.89906
brn,2005,304.08855
brn,2006,247.62681
brn,2007,222.81556
brn,2008,168.18354
brn,2009,197.22268
brn,2010,151.09445
brn,2011,132.55342
brn,2012,144.58916
brn,2013,149.62891
brn,2014,114.25897
brn,2015,74.2518
brn,2016,71.43963
brn,2017,74.93556
brn,2018,72.51635
brn,2019,79.57341
btn,2000,13.3868
btn,2001,10.90494
btn,2002,14.2231
btn,2003,25.94812
btn,2004,26.56779
btn,2005,26.46772
btn,2006,27.12491
btn,2007,28.58037
btn,2008,27.94108
btn,2009,33.2768
btn,2010,36.19822
btn,2011,37.01016
btn,2012,54.94214
btn,2013,57.92063
btn,2014,61.49998
btn,2015,67.33878
btn,2016,71.04281
btn,2017,47.30285
btn,2018,48.47218
btn,2019,76.87865
bwa,2000,56.21947
bwa,2001,52.87663
bwa,2002,54.05094
bwa,2003,54.69599
bwa,2004,52.22809
bwa,2005,47.6114
bwa,2006,46.4562
bwa,2007,46.16283
bwa,2008,45.5729
bwa,2009,43.7632
bwa,2010,41.29879
bwa,2011,37.66044
bwa,2012,35.38958
bwa,2013,34.64404
bwa,2014,33.91871
bwa,2015,31.85245
bwa,2016,31.74435
bwa,2017,31.68149
bwa,2018,33.30787
bwa,2019,35.20034
caf,2000,12.83117
caf,2001,14.38538
caf,2002,15.05581
caf,2003,16.16394
caf,2004,17.79369
caf,2005,18.31072
caf,2006,19.53486
caf,2007,20.52758
caf,2008,20.84437
caf,2009,21.77238
caf,2010,22.85224
caf,2011,23.81252
caf,2012,25.32185
caf,2013,17.29034
caf,2014,17.80893
caf,2015,19.32579
caf,2016,25.58
caf,2017,34.32462
caf,2018,44.93337
caf,2019,47.31347
can,2000,403.44114
can,2001,416.91015
can,2002,438.79938
can,2003,446.5589
can,2004,471.8701
can,2005,505.68139
can,2006,565.6119
can,2007,581.89824
can,2008,599.03146
can,2009,629.47866
can,2010,661.76729
can,2011,649.11719
can,2012,656.82
can,2013,664.12175
can,2014,680.12557
can,2015,694.2216
can,2016,786.54538
can,2017,795.9065
can,2018,813.57361
can,2019,823.38746
che,2000,1043.647
che,2001,1081.75513
che,2002,1115.32946
che,2003,1126.58635
che,2004,1184.52682
che,2005,1137.08199
che,2006,1214.89388
che,2007,1316.40556
che,2008,1368.74032
che,2009,1416.31358
che,2010,1436.51533
che,2011,1497.95663
che,2012,1597.19557
che,2013,1648.37013
che,2014,1782.57774
che,2015,1889.43754
che,2016,2056.31739
che,2017,2109.73611
che,2018,2363.7911
che,2019,2158.13974
chl,2000,287.76379
chl,2001,303.90944
chl,2002,318.97112
chl,2003,339.98423
chl,2004,341.11647
chl,2005,356.68568
chl,2006,387.44185
chl,2007,409.98584
chl,2008,416.33898
chl,2009,402.95274
chl,2010,424.1045
chl,2011,475.2466
chl,2012,504.46842
chl,2013,561.94667
chl,2014,609.64832
chl,2015,650.35819
chl,2016,693.82499
chl,2017,739.08518
chl,2018,753.32429
chl,2019,795.12166
chn,2000,77.08183
chn,2001,85.43366
chn,2002,95.05945
chn,2003,103.24252
chn,2004,109.0672
chn,2005,119.49795
chn,2006,126.45221
chn,2007,125.88219
chn,2008,136.42953
chn,2009,153.19928
chn,2010,154.73237
chn,2011,174.49067
chn,2012,195.90366
chn,2013,210.40544
chn,2014,214.72783
chn,2015,220.23116
chn,2016,236.47024
chn,2017,254.64866
chn,2018,280.35426
chn,2019,310.09157
civ,2000,141.79125
civ,2001,141.72244
civ,2002,133.3294
civ,2003,120.71877
civ,2004,118.64944
civ,2005,111.89364
civ,2006,104.58892
civ,2007,95.92791
civ,2008,92.25893
civ,2009,92.14526
civ,2010,90.08675
civ,2011,87.49313
civ,2012,84.85305
civ,2013,81.62792
civ,2014,82.49139
civ,2015,63.80674
civ,2016,63.39394
civ,2017,62.61148
civ,2018,63.1763
civ,2019,66.96147
cmr,2000,64.69634
cmr,2001,60.59792
cmr,2002,62.73077
cmr,2003,65.9203
cmr,2004,68.36957
cmr,2005,71.84582
cmr,2006,73.31713
cmr,2007,76.14674
cmr,2008,74.66229
cmr,2009,75.69334
cmr,2010,76.66636
cmr,2011,77.61824
cmr,2012,77.74516
cmr,2013,79.24072
cmr,2014,80.93347
cmr,2015,85.38207
cmr,2016,88.68066
cmr,2017,94.11884
cmr,2018,96.09945
cmr,2019,98.81385
cod,2000,3.54083
cod,2001,8.2604
cod,2002,8.09493
cod,2003,11.70322
cod,2004,15.30232
cod,2005,15.11711
cod,2006,16.25528
cod,2007,15.86889
cod,2008,14.98849
cod,2009,12.47877
cod,2010,9.06669
cod,2011,8.4735
cod,2012,8.90174
cod,2013,10.59723
cod,2014,13.08993
cod,2015,13.45088
cod,2016,15.69022
cod,2017,17.67521
cod,2018,15.38844
cod,2019,15.63507
cog,2000,30.23914
cog,2001,37.98808
cog,2002,41.56235
cog,2003,46.77416
cog,2004,43.44946
cog,2005,38.95763
cog,2006,39.0582
cog,2007,40.67794
cog,2008,38.61574
cog,2009,53.51574
cog,2010,41.76011
cog,2011,39.08732
cog,2012,35.98152
cog,2013,36.15447
cog,2014,36.49671
cog,2015,36.99929
cog,2016,47.15907
cog,2017,48.69736
cog,2018,38.59648
cog,2019,37.46554
col,2000,51.16362
col,2001,54.00782
col,2002,45.82052
col,2003,36.04945
col,2004,61.73212
col,2005,82.04627
col,2006,101.63679
col,2007,121.00103
col,2008,143.78344
col,2009,133.77541
col,2010,127.74892
col,2011,119.31106
col,2012,143.35076
col,2013,151.67286
col,2014,154.09178
col,2015,152.17693
col,2016,162.40015
col,2017,167.17494
col,2018,171.52005
col,2019,178.92205
com,2000,104.36841
com,2001,97.94932
com,2002,95.33283
com,2003,92.23491
com,2004,91.47615
com,2005,93.8803
com,2006,93.64765
com,2007,92.71133
com,2008,91.50064
com,2009,91.09412
com,2010,90.48638
com,2011,79.35894
com,2012,88.31006
com,2013,91.49807
com,2014,93.24022
com,2015,93.48445
com,2016,94.9593
com,2017,101.98602
com,2018,103.5812
com,2019,104.26918
cpv,2000,34.59472
cpv,2001,35.17292
cpv,2002,37.34802
cpv,2003,37.97489
cpv,2004,41.02536
cpv,2005,45.56277
cpv,2006,50.61732
cpv,2007,51.04062
cpv,2008,50.0389
cpv,2009,52.79561
cpv,2010,71.54406
cpv,2011,66.51627
cpv,2012,73.39142
cpv,2013,74.31142
cpv,2014,78.69496
cpv,2015,80.17671
cpv,2016,87.92817
cpv,2017,96.03237
cpv,2018,100.74055
cpv,2019,92.20182
cri,2000,163.14731
cri,2001,167.38216
cri,2002,177.93943
cri,2003,189.24664
cri,2004,198.11401
cri,2005,215.01644
cri,2006,231.26844
cri,2007,254.37331
cri,2008,273.17838
cri,2009,253.34974
cri,2010,262.0785
cri,2011,283.66646
cri,2012,273.23866
cri,2013,267.74541
cri,2014,300.61579
cri,2015,293.23115
cri,2016,311.25694
cri,2017,306.02888
cri,2018,343.02036
cri,2019,365.2706
cub,2000,88.92286
cub,2001,119.5592
cub,2002,137.83168
cub,2003,153.85506
cub,2004,146.66191
cub,2005,158.74696
cub,2006,184.20102
cub,2007,180.2831
cub,2008,174.53906
cub,2009,177.57193
cub,2010,187.45455
cub,2011,234.77817
cub,2012,247.93424
cub,2013,273.50999
cub,2014,260.8749
cub,2015,306.00891
cub,2016,256.48048
cub,2017,263.92009
cub,2018,277.32431
cub,2019,275.17465
cyp,2000,635.19143
cyp,2001,678.16936
cyp,2002,702.13117
cyp,2003,655.59021
cyp,2004,703.91646
cyp,2005,757.66003
cyp,2006,798.8781
cyp,2007,869.01658
cyp,2008,1091.00396
cyp,2009,1109.76734
cyp,2010,951.5787
cyp,2011,900.70635
cyp,2012,886.14789
cyp,2013,894.58823
cyp,2014,937.35141
cyp,2015,935.11322
cyp,2016,1055.20965
cyp,2017,1124.77043
cyp,2018,1240.59015
cyp,2019,922.32618
cze,2000,94.2165
cze,2001,109.83888
cze,2002,112.72479
cze,2003,132.03105
cze,2004,142.21211
cze,2005,155.60356
cze,2006,171.76083
cze,2007,215.11534
cze,2008,286.82892
cze,2009,303.62443
cze,2010,292.92254
cze,2011,302.07513
cze,2012,312.34465
cze,2013,323.27641
cze,2014,348.13157
cze,2015,362.01083
cze,2016,385.86216
cze,2017,412.52965
cze,2018,453.94584
cze,2019,492.00004
deu,2000,330.83838
deu,2001,346.18186
deu,2002,373.89166
deu,2003,399.04663
deu,2004,445.39089
deu,2005,462.74855
deu,2006,503.40201
deu,2007,524.70622
deu,2008,546.31768
deu,2009,574.53894
deu,2010,603.64237
deu,2011,642.55182
deu,2012,667.63848
deu,2013,659.62464
deu,2014,675.41968
deu,2015,700.78957
deu,2016,739.51335
deu,2017,770.22691
deu,2018,834.53526
deu,2019,863.65499
dji,2000,36.35671
dji,2001,37.70381
dji,2002,38.79235
dji,2003,38.3463
dji,2004,37.23707
dji,2005,38.17794
dji,2006,39.78961
dji,2007,39.37921
dji,2008,34.53704
dji,2009,33.5249
dji,2010,31.90478
dji,2011,31.65022
dji,2012,29.9724
dji,2013,28.83158
dji,2014,28.83843
dji,2015,29.08228
dji,2016,29.83668
dji,2017,31.67251
dji,2018,35.38504
dji,2019,25.15369
dma,2000,114.51888
dma,2001,127.23035
dma,2002,127.18736
dma,2003,137.34273
dma,2004,143.76245
dma,2005,153.57488
dma,2006,158.50271
dma,2007,186.4287
dma,2008,221.34341
dma,2009,207.2031
dma,2010,200.40367
dma,2011,200.15512
dma,2012,204.40406
dma,2013,191.8081
dma,2014,205.2524
dma,2015,195.73289
dma,2016,197.30252
dma,2017,176.90093
dma,2018,227.49461
dma,2019,228.67927
dnk,2000,357.46057
dnk,2001,376.76307
dnk,2002,393.2837
dnk,2003,399.58094
dnk,2004,441.413
dnk,2005,457.31649
dnk,2006,497.48898
dnk,2007,530.42135
dnk,2008,556.08704
dnk,2009,590.81569
dnk,2010,641.22413
dnk,2011,657.15609
dnk,2012,650.98008
dnk,2013,657.68603
dnk,2014,673.10049
dnk,2015,688.79973
dnk,2016,725.64711
dnk,2017,765.68296
dnk,2018,798.28954
dnk,2019,852.34584
dom,2000,179.37283
dom,2001,182.21327
dom,2002,190.93915
dom,2003,192.02444
dom,2004,196.77006
dom,2005,192.48503
dom,2006,199.14469
dom,2007,202.62645
dom,2008,216.14822
dom,2009,229.58409
dom,2010,279.58687
dom,2011,285.39302
dom,2012,300.18998
dom,2013,303.50033
dom,2014,329.23171
dom,2015,365.39464
dom,2016,418.8669
dom,2017,436.5422
dom,2018,465.41204
dom,2019,489.62947
dza,2000,76.01728
dza,2001,72.97462
dza,2002,78.08617
dza,2003,76.30422
dza,2004,97.94582
dza,2005,103.66305
dza,2006,115.058
dza,2007,132.14443
dza,2008,138.90582
dza,2009,187.1625
dza,2010,193.5459
dza,2011,198.21796
dza,2012,205.28178
dza,2013,217.20954
dza,2014,226.95722
dza,2015,236.52985
dza,2016,237.20971
dza,2017,239.79648
dza,2018,239.81647
dza,2019,250.97824
ecu,2000,123.67179
ecu,2001,139.47973
ecu,2002,177.44084
ecu,2003,219.90238
ecu,2004,241.18318
ecu,2005,267.10771
ecu,2006,279.42448
ecu,2007,245.32068
ecu,2008,260.6377
ecu,2009,261.42996
ecu,2010,263.27162
ecu,2011,296.58275
ecu,2012,301.06076
ecu,2013,288.49854
ecu,2014,261.18916
ecu,2015,300.48611
ecu,2016,266.26392
ecu,2017,279.88196
ecu,2018,283.77246
ecu,2019,288.56477
egy,2000,187.40187
egy,2001,217.99902
egy,2002,226.85538
egy,2003,227.5894
egy,2004,219.19404
egy,2005,235.11708
egy,2006,233.97825
egy,2007,231.75232
egy,2008,256.1012
egy,2009,254.09082
egy,2010,260.43664
egy,2011,268.44851
egy,2012,318.11737
egy,2013,319.68028
egy,2014,301.81255
egy,2015,365.26805
egy,2016,354.19329
egy,2017,349.9242
egy,2018,358.66002
egy,2019,365.33665
eri,2000,46.45502
eri,2001,44.86814
eri,2002,41.78733
eri,2003,36.6752
eri,2004,31.50408
eri,2005,31.49092
eri,2006,30.39367
eri,2007,30.36832
eri,2008,22.47924
eri,2009,28.91418
eri,2010,31.2748
eri,2011,31.44865
eri,2012,33.42288
eri,2013,37.04965
eri,2014,42.53344
eri,2015,29.82221
eri,2016,33.79626
eri,2017,23.46312
eri,2018,35.50729
eri,2019,35.35416
esp,2000,357.99144
esp,2001,387.98312
esp,2002,411.6496
esp,2003,428.62483
esp,2004,447.19157
esp,2005,468.39981
esp,2006,509.43462
esp,2007,537.68827
esp,2008,579.10081
esp,2009,557.72916
esp,2010,587.7971
esp,2011,596.7457
esp,2012,632.78923
esp,2013,668.20437
esp,2014,704.53192
esp,2015,710.1772
esp,2016,733.67548
esp,2017,790.6101
esp,2018,842.89428
esp,2019,868.95328
est,2000,98.81418
est,2001,94.62274
est,2002,112.43825
est,2003,130.39854
est,2004,166.07208
est,2005,189.78071
est,2006,212.52877
est,2007,249.7662
est,2008,269.90225
est,2009,272.66314
est,2010,299.44926
est,2011,307.53215
est,2012,325.69583
est,2013,372.92087
est,2014,400.40857
est,2015,425.12686
est,2016,461.40352
est,2017,557.70332
est,2018,599.79931
est,2019,629.22257
eth,2000,7.57553
eth,2001,8.47537
eth,2002,9.18644
eth,2003,8.5086
eth,2004,8.60119
eth,2005,8.23867
eth,2006,12.30096
eth,2007,14.65981
eth,2008,14.33713
eth,2009,17.91756
eth,2010,23.77627
eth,2011,23.60091
eth,2012,23.23103
eth,2013,22.18001
eth,2014,23.49158
eth,2015,23.28179
eth,2016,23.9672
eth,2017,24.01647
eth,2018,25.26543
eth,2019,28.4497
fin,2000,410.10054
fin,2001,426.81737
fin,2002,451.51965
fin,2003,467.2563
fin,2004,497.64057
fin,2005,518.75849
fin,2006,535.22327
fin,2007,579.40653
fin,2008,620.41622
fin,2009,637.2755
fin,2010,669.89403
fin,2011,684.79247
fin,2012,684.06058
fin,2013,723.97509
fin,2014,720.38921
fin,2015,763.37776
fin,2016,811.79192
fin,2017,826.42315
fin,2018,827.57021
fin,2019,821.88434
fji,2000,23.46275
fji,2001,25.1439
fji,2002,25.2592
fji,2003,26.99436
fji,2004,32.16451
fji,2005,31.01287
fji,2006,39.40764
fji,2007,44.02412
fji,2008,44.28445
fji,2009,72.08904
fji,2010,65.52552
fji,2011,71.22228
fji,2012,77.50931
fji,2013,74.54018
fji,2014,76.04986
fji,2015,86.76815
fji,2016,85.50285
fji,2017,66.74029
fji,2018,70.04979
fji,2019,71.95152
fra,2000,183.06821
fra,2001,197.02231
fra,2002,205.32081
fra,2003,210.61304
fra,2004,215.27794
fra,2005,231.05744
fra,2006,317.11643
fra,2007,336.93081
fra,2008,371.74957
fra,2009,400.46101
fra,2010,415.1728
fra,2011,431.2233
fra,2012,433.30897
fra,2013,451.5985
fra,2014,458.418
fra,2015,455.00836
fra,2016,472.16749
fra,2017,485.05272
fra,2018,486.40025
fra,2019,508.66762
fsm,2000,8.20076
fsm,2001,9.33137
fsm,2002,10.01317
fsm,2003,11.37467
fsm,2004,12.68088
fsm,2005,14.54209
fsm,2006,14.33672
fsm,2007,13.34079
fsm,2008,13.33935
fsm,2009,13.07308
fsm,2010,12.19408
fsm,2011,11.93358
fsm,2012,10.56503
fsm,2013,10.56298
fsm,2014,8.96548
fsm,2015,9.45893
fsm,2016,9.54591
fsm,2017,9.95357
fsm,2018,10.22348
fsm,2019,10.42215
gab,2000,213.82348
gab,2001,226.08845
gab,2002,251.53858
gab,2003,251.56726
gab,2004,238.1876
gab,2005,222.88499
gab,2006,227.42445
gab,2007,242.73995
gab,2008,210.81363
gab,2009,277.61609
gab,2010,93.68275
gab,2011,110.92425
gab,2012,104.1132
gab,2013,122.77247
gab,2014,109.51464
gab,2015,101.1917
gab,2016,100.11981
gab,2017,104.9774
gab,2018,95.8588
gab,2019,99.78346
gbr,2000,337.34891
gbr,2001,376.24743
gbr,2002,398.47817
gbr,2003,405.89977
gbr,2004,408.51627
gbr,2005,385.01818
gbr,2006,397.99467
gbr,2007,469.75942
gbr,2008,459.76059
gbr,2009,449.68715
gbr,2010,489.55263
gbr,2011,508.5679
gbr,2012,554.562
gbr,2013,638.4299
gbr,2014,656.961
gbr,2015,680.53785
gbr,2016,712.52209
gbr,2017,755.72118
gbr,2018,821.12113
gbr,2019,868.59961
geo,2000,173.81731
geo,2001,177.74352
geo,2002,211.34309
geo,2003,253.4603
geo,2004,279.05697
geo,2005,316.64547
geo,2006,329.0447
geo,2007,364.93685
geo,2008,382.78079
geo,2009,438.41208
geo,2010,461.10831
geo,2011,466.33704
geo,2012,532.77427
geo,2013,530.60369
geo,2014,556.36801
geo,2015,476.20784
