geo,time,sh_dyn_nmrt
fji,2020,11.6
fra,1960,18.3
fra,1961,17.5
fra,1962,16.3
fra,1963,15.9
fra,1964,16.2
fra,1965,16.2
fra,1966,15.2
fra,1967,13.4
fra,1968,11.6
fra,1969,10.3
fra,1970,9.4
fra,1971,8.8
fra,1972,8.4
fra,1973,8.2
fra,1974,8.2
fra,1975,8.2
fra,1976,7.9
fra,1977,7.4
fra,1978,6.8
fra,1979,6.2
fra,1980,5.7
fra,1981,5.4
fra,1982,5.2
fra,1983,5
fra,1984,4.8
fra,1985,4.6
fra,1986,4.4
fra,1987,4.2
fra,1988,4
fra,1989,3.8
fra,1990,3.6
fra,1991,3.4
fra,1992,3.2
fra,1993,3.1
fra,1994,3.1
fra,1995,3.1
fra,1996,3.1
fra,1997,3
fra,1998,2.9
fra,1999,2.8
fra,2000,2.8
fra,2001,2.7
fra,2002,2.7
fra,2003,2.6
fra,2004,2.5
fra,2005,2.4
fra,2006,2.4
fra,2007,2.4
fra,2008,2.4
fra,2009,2.4
fra,2010,2.3
fra,2011,2.3
fra,2012,2.3
fra,2013,2.3
fra,2014,2.4
fra,2015,2.4
fra,2016,2.5
fra,2017,2.6
fra,2018,2.6
fra,2019,2.6
fra,2020,2.6
fsm,1989,24.4
fsm,1990,23.9
fsm,1991,23.6
fsm,1992,23.2
fsm,1993,22.8
fsm,1994,22.5
fsm,1995,22.1
fsm,1996,21.7
fsm,1997,21.3
fsm,1998,20.9
fsm,1999,20.4
fsm,2000,20
fsm,2001,19.6
fsm,2002,19.2
fsm,2003,18.8
fsm,2004,18.6
fsm,2005,18.5
fsm,2006,18.4
fsm,2007,18.3
fsm,2008,18.2
fsm,2009,17.9
fsm,2010,17.5
fsm,2011,17.1
fsm,2012,16.7
fsm,2013,16.2
fsm,2014,15.6
fsm,2015,15.2
fsm,2016,14.7
fsm,2017,14.2
fsm,2018,13.7
fsm,2019,13.3
fsm,2020,12.9
gab,1977,35.7
gab,1978,35.1
gab,1979,34.6
gab,1980,34.1
gab,1981,33.6
gab,1982,33.1
gab,1983,32.8
gab,1984,32.5
gab,1985,32.2
gab,1986,31.9
gab,1987,31.7
gab,1988,31.4
gab,1989,31.1
gab,1990,30.9
gab,1991,30.6
gab,1992,30.3
gab,1993,29.9
gab,1994,29.5
gab,1995,29
gab,1996,28.5
gab,1997,28
gab,1998,27.6
gab,1999,27.3
gab,2000,26.9
gab,2001,26.6
gab,2002,26.3
gab,2003,26
gab,2004,25.7
gab,2005,25.4
gab,2006,25.1
gab,2007,24.8
gab,2008,24.5
gab,2009,24.2
gab,2010,23.8
gab,2011,23.5
gab,2012,23.1
gab,2013,22.7
gab,2014,22.2
gab,2015,21.8
gab,2016,21.3
gab,2017,20.9
gab,2018,20.5
gab,2019,20.1
gab,2020,19.7
gbr,1960,16
gbr,1961,15.6
gbr,1962,15.1
gbr,1963,14.6
gbr,1964,14.1
gbr,1965,13.7
gbr,1966,13.3
gbr,1967,13
gbr,1968,12.6
gbr,1969,12.4
gbr,1970,12.2
gbr,1971,12
gbr,1972,11.8
gbr,1973,11.5
gbr,1974,11.2
gbr,1975,10.7
gbr,1976,10.2
gbr,1977,9.6
gbr,1978,8.8
gbr,1979,8.1
gbr,1980,7.5
gbr,1981,6.9
gbr,1982,6.4
gbr,1983,6.1
gbr,1984,5.7
gbr,1985,5.5
gbr,1986,5.2
gbr,1987,5
gbr,1988,4.8
gbr,1989,4.6
gbr,1990,4.5
gbr,1991,4.4
gbr,1992,4.4
gbr,1993,4.3
gbr,1994,4.2
gbr,1995,4.1
gbr,1996,4
gbr,1997,3.9
gbr,1998,3.9
gbr,1999,3.8
gbr,2000,3.8
gbr,2001,3.7
gbr,2002,3.6
gbr,2003,3.6
gbr,2004,3.5
gbr,2005,3.5
gbr,2006,3.4
gbr,2007,3.3
gbr,2008,3.2
gbr,2009,3.1
gbr,2010,3
gbr,2011,3
gbr,2012,2.9
gbr,2013,2.8
gbr,2014,2.7
gbr,2015,2.7
gbr,2016,2.7
gbr,2017,2.8
gbr,2018,2.8
gbr,2019,2.8
gbr,2020,2.7
geo,1977,28.5
geo,1978,27.9
geo,1979,27.3
geo,1980,26.8
geo,1981,26.3
geo,1982,25.8
geo,1983,25.3
geo,1984,25
geo,1985,24.7
geo,1986,24.5
geo,1987,24.5
geo,1988,24.6
geo,1989,24.7
geo,1990,24.9
geo,1991,25.1
geo,1992,25.1
geo,1993,25.1
geo,1994,25
geo,1995,24.8
geo,1996,24.6
geo,1997,24.3
geo,1998,24
geo,1999,23.5
geo,2000,22.8
geo,2001,21.7
geo,2002,20.3
geo,2003,18.9
geo,2004,17.4
geo,2005,15.9
geo,2006,14.5
geo,2007,13.2
geo,2008,12
geo,2009,11
geo,2010,10.1
geo,2011,9.3
geo,2012,8.6
geo,2013,8
geo,2014,7.3
geo,2015,6.7
geo,2016,6.2
geo,2017,5.8
geo,2018,5.4
geo,2019,5.2
geo,2020,5
gha,1965,60.2
gha,1966,60.1
gha,1967,60
gha,1968,59.9
gha,1969,59.7
gha,1970,59.4
gha,1971,59
gha,1972,58.3
gha,1973,57.6
gha,1974,56.6
gha,1975,55.5
gha,1976,54.4
gha,1977,53.5
gha,1978,52.6
gha,1979,51.9
gha,1980,51.3
gha,1981,50.6
gha,1982,49.9
gha,1983,49.1
gha,1984,48.2
gha,1985,47.2
gha,1986,46.2
gha,1987,45.1
gha,1988,44
gha,1989,42.9
gha,1990,41.9
gha,1991,41
gha,1992,40.3
gha,1993,39.8
gha,1994,39.3
gha,1995,38.8
gha,1996,38.4
gha,1997,37.9
gha,1998,37.3
gha,1999,36.6
gha,2000,35.8
gha,2001,34.9
gha,2002,34.2
gha,2003,33.5
gha,2004,33
gha,2005,32.6
gha,2006,32.2
gha,2007,31.7
gha,2008,31.2
gha,2009,30.5
gha,2010,29.8
gha,2011,29
gha,2012,28.2
gha,2013,27.5
gha,2014,26.8
gha,2015,26
gha,2016,25.4
gha,2017,24.7
gha,2018,24.1
gha,2019,23.5
gha,2020,22.9
gin,1976,69.2
gin,1977,70
gin,1978,71.1
gin,1979,72.3
gin,1980,73.3
gin,1981,73.8
gin,1982,73.8
gin,1983,73.2
gin,1984,71.9
gin,1985,70.3
gin,1986,68.3
gin,1987,66.4
gin,1988,64.5
gin,1989,62.8
gin,1990,61.3
gin,1991,60
gin,1992,59.1
gin,1993,58.2
gin,1994,57.4
gin,1995,56.4
gin,1996,55.1
gin,1997,53
gin,1998,50.5
gin,1999,47.9
gin,2000,45.5
gin,2001,43.4
gin,2002,41.9
gin,2003,40.7
gin,2004,39.6
gin,2005,38.5
gin,2006,37.4
gin,2007,36.5
gin,2008,35.8
gin,2009,35.3
gin,2010,34.7
gin,2011,34.2
gin,2012,33.6
gin,2013,33
gin,2014,32.4
gin,2015,31.9
gin,2016,31.4
gin,2017,31.1
gin,2018,30.7
gin,2019,30.3
gin,2020,29.9
gmb,1989,51
gmb,1990,50.1
gmb,1991,49.2
gmb,1992,48.3
gmb,1993,47.4
gmb,1994,46.5
gmb,1995,45.6
gmb,1996,44.6
gmb,1997,43.6
gmb,1998,42.5
gmb,1999,41.5
gmb,2000,40.6
gmb,2001,39.8
gmb,2002,39.1
gmb,2003,38.4
gmb,2004,37.7
gmb,2005,37
gmb,2006,36.3
gmb,2007,35.5
gmb,2008,34.7
gmb,2009,33.9
gmb,2010,33.1
gmb,2011,32.4
gmb,2012,31.7
gmb,2013,30.9
gmb,2014,30.1
gmb,2015,29.4
gmb,2016,28.5
gmb,2017,27.8
gmb,2018,27.1
gmb,2019,26.4
gmb,2020,25.7
gnb,1987,65.2
gnb,1988,64.6
gnb,1989,64.1
gnb,1990,63.5
gnb,1991,62.9
gnb,1992,62.3
gnb,1993,61.6
gnb,1994,60.9
gnb,1995,60.3
gnb,1996,59.4
gnb,1997,58.4
gnb,1998,57.3
gnb,1999,56.3
gnb,2000,55.3
gnb,2001,54.2
gnb,2002,53.3
gnb,2003,52.5
gnb,2004,51.7
gnb,2005,50.9
gnb,2006,49.8
gnb,2007,48.7
gnb,2008,47.5
gnb,2009,46.2
gnb,2010,44.8
gnb,2011,43.6
gnb,2012,42.3
gnb,2013,41.2
gnb,2014,40.2
gnb,2015,39.2
gnb,2016,38.4
gnb,2017,37.5
gnb,2018,36.7
gnb,2019,35.9
gnb,2020,35.1
gnq,1989,48.5
gnq,1990,48.3
gnq,1991,48.1
gnq,1992,47.8
gnq,1993,47.6
gnq,1994,47.2
gnq,1995,47
gnq,1996,46.7
gnq,1997,46.2
gnq,1998,45.6
gnq,1999,45
gnq,2000,44.3
gnq,2001,43.7
gnq,2002,42.9
gnq,2003,42.1
gnq,2004,41.2
gnq,2005,40.2
gnq,2006,39.1
gnq,2007,37.9
gnq,2008,36.9
gnq,2009,35.9
gnq,2010,35.1
gnq,2011,34.3
gnq,2012,33.7
gnq,2013,33
gnq,2014,32.5
gnq,2015,31.8
gnq,2016,31.2
gnq,2017,30.5
gnq,2018,29.9
gnq,2019,29.2
gnq,2020,28.7
grc,1960,19.7
grc,1961,20
grc,1962,20
grc,1963,20
grc,1964,20.2
grc,1965,20.4
grc,1966,20.6
grc,1967,20.8
grc,1968,21
grc,1969,20.8
grc,1970,20.2
grc,1971,19.5
grc,1972,18.8
grc,1973,18.2
grc,1974,17.8
grc,1975,17.4
grc,1976,16.7
grc,1977,15.8
grc,1978,15
grc,1979,14.2
grc,1980,13.4
grc,1981,12.6
grc,1982,11.8
grc,1983,11.1
grc,1984,10.6
grc,1985,10
grc,1986,9.3
grc,1987,8.5
grc,1988,7.7
grc,1989,7
grc,1990,6.4
grc,1991,6.1
grc,1992,5.9
grc,1993,5.8
grc,1994,5.7
grc,1995,5.5
grc,1996,5.3
grc,1997,5
grc,1998,4.6
grc,1999,4.3
grc,2000,3.9
grc,2001,3.6
grc,2002,3.3
grc,2003,3
grc,2004,2.7
grc,2005,2.5
grc,2006,2.4
grc,2007,2.2
grc,2008,2.1
grc,2009,2.1
grc,2010,2.1
grc,2011,2.2
grc,2012,2.3
grc,2013,2.4
grc,2014,2.6
grc,2015,2.6
grc,2016,2.6
grc,2017,2.6
grc,2018,2.5
grc,2019,2.5
grc,2020,2.4
grd,1989,13
grd,1990,12.3
grd,1991,11.5
grd,1992,10.7
grd,1993,9.9
grd,1994,9.2
grd,1995,8.6
grd,1996,8.2
grd,1997,8
grd,1998,7.9
grd,1999,7.9
grd,2000,8
grd,2001,8
grd,2002,8
grd,2003,8
grd,2004,8
grd,2005,8
grd,2006,8
grd,2007,8.1
grd,2008,8.3
grd,2009,8.6
grd,2010,8.9
grd,2011,9.3
grd,2012,9.7
grd,2013,10.1
grd,2014,10.5
grd,2015,10.7
grd,2016,10.9
grd,2017,11.1
grd,2018,11.1
grd,2019,11.1
grd,2020,10.9
gtm,1964,57.9
gtm,1965,57
gtm,1966,56
gtm,1967,54.9
gtm,1968,53.8
gtm,1969,52.7
gtm,1970,51.5
gtm,1971,50.4
gtm,1972,49.1
gtm,1973,47.7
gtm,1974,46.2
gtm,1975,44.8
gtm,1976,43.7
gtm,1977,42
gtm,1978,40.8
gtm,1979,39.6
gtm,1980,38.5
gtm,1981,37.3
gtm,1982,36.5
gtm,1983,34.9
gtm,1984,33.8
gtm,1985,32.8
gtm,1986,31.8
gtm,1987,30.8
gtm,1988,29.9
gtm,1989,29
gtm,1990,28.2
gtm,1991,27.4
gtm,1992,26.6
gtm,1993,25.8
gtm,1994,25.1
gtm,1995,24.4
gtm,1996,23.7
gtm,1997,23.1
gtm,1998,22.5
gtm,1999,21.9
gtm,2000,21.3
gtm,2001,20.7
gtm,2002,20.2
gtm,2003,19.7
gtm,2004,19.1
gtm,2005,18.6
gtm,2006,18.2
gtm,2007,17.7
gtm,2008,17.3
gtm,2009,16.8
gtm,2010,16.2
gtm,2011,15.6
gtm,2012,15
gtm,2013,14.4
gtm,2014,13.9
gtm,2015,13.4
gtm,2016,12.9
gtm,2017,12.4
gtm,2018,12
gtm,2019,11.5
gtm,2020,11.1
guy,1960,40
guy,1961,38.9
guy,1962,38
guy,1963,37.3
guy,1964,36.7
guy,1965,36.3
guy,1966,35.9
guy,1967,35.7
guy,1968,35.4
guy,1969,35.1
guy,1970,34.8
guy,1971,34.6
guy,1972,34.4
guy,1973,34.1
guy,1974,33.9
guy,1975,33.6
guy,1976,33.4
guy,1977,33.1
guy,1978,32.7
guy,1979,32.4
guy,1980,32.1
guy,1981,31.8
guy,1982,31.5
guy,1983,31.3
guy,1984,31.2
guy,1985,31.1
guy,1986,31.1
guy,1987,31
guy,1988,30.9
guy,1989,30.9
guy,1990,30.8
guy,1991,30.6
guy,1992,30.5
guy,1993,30.2
guy,1994,29.9
guy,1995,29.6
guy,1996,29.1
guy,1997,28.7
guy,1998,28.2
guy,1999,27.6
guy,2000,27
guy,2001,26.4
guy,2002,26
guy,2003,25.5
guy,2004,25.2
guy,2005,24.8
guy,2006,24.3
guy,2007,23.9
guy,2008,23.6
guy,2009,23.2
guy,2010,22.8
guy,2011,22.4
guy,2012,21.9
guy,2013,21.4
guy,2014,20.8
guy,2015,20.2
guy,2016,19.6
guy,2017,19.1
guy,2018,18.4
guy,2019,17.9
guy,2020,17.3
hnd,1972,38.1
hnd,1973,37.2
hnd,1974,36.7
hnd,1975,35.3
hnd,1976,34.4
hnd,1977,33.5
hnd,1978,32.8
hnd,1979,31.9
hnd,1980,31.1
hnd,1981,30.2
hnd,1982,29.2
hnd,1983,28.2
hnd,1984,27.3
hnd,1985,26.4
hnd,1986,25.4
hnd,1987,24.5
hnd,1988,23.6
hnd,1989,22.7
hnd,1990,21.8
hnd,1991,21
hnd,1992,20.3
hnd,1993,19.8
hnd,1994,19.4
hnd,1995,19.1
hnd,1996,18.8
hnd,1997,18.6
hnd,1998,18.7
hnd,1999,18
hnd,2000,17.7
hnd,2001,17.1
hnd,2002,16.6
hnd,2003,16.1
hnd,2004,15.6
hnd,2005,15.2
hnd,2006,14.7
hnd,2007,14.2
hnd,2008,13.7
hnd,2009,13.2
hnd,2010,12.7
hnd,2011,12.2
hnd,2012,11.7
hnd,2013,11.3
hnd,2014,10.9
hnd,2015,10.5
hnd,2016,10.1
hnd,2017,9.8
hnd,2018,9.4
hnd,2019,9.1
hnd,2020,8.8
hrv,1982,13.9
hrv,1983,13.4
hrv,1984,13
hrv,1985,12.3
hrv,1986,11.3
hrv,1987,10.1
hrv,1988,9.1
hrv,1989,8.5
hrv,1990,8.2
hrv,1991,8
hrv,1992,7.8
hrv,1993,7.5
hrv,1994,6.9
hrv,1995,6.4
hrv,1996,6
hrv,1997,5.8
hrv,1998,5.7
hrv,1999,5.7
hrv,2000,5.5
hrv,2001,5.3
hrv,2002,5
hrv,2003,4.7
hrv,2004,4.4
hrv,2005,4.2
hrv,2006,4
hrv,2007,3.9
hrv,2008,3.8
hrv,2009,3.7
hrv,2010,3.6
hrv,2011,3.4
hrv,2012,3.3
hrv,2013,3.2
hrv,2014,3.1
hrv,2015,3.1
hrv,2016,3
hrv,2017,3
hrv,2018,3
hrv,2019,3
hrv,2020,3
hti,1960,87.7
hti,1961,87.5
hti,1962,87.2
hti,1963,86.9
hti,1964,86.6
hti,1965,85.9
hti,1966,85.1
hti,1967,84.1
hti,1968,83
hti,1969,81.7
hti,1970,80.3
hti,1971,78.6
hti,1972,76.7
hti,1973,74.7
hti,1974,72.5
hti,1975,70.4
hti,1976,68.2
hti,1977,65.8
hti,1978,63.6
hti,1979,61.1
hti,1980,58.7
hti,1981,56.5
hti,1982,54.5
hti,1983,52.6
hti,1984,50.9
hti,1985,49.2
hti,1986,47.4
hti,1987,45.3
hti,1988,43
hti,1989,40.8
hti,1990,38.9
hti,1991,37.3
hti,1992,36
hti,1993,34.9
hti,1994,34
hti,1995,33.2
hti,1996,32.5
hti,1997,31.7
hti,1998,31
hti,1999,30.3
hti,2000,29.8
hti,2001,29.5
hti,2002,29.3
hti,2003,29.3
hti,2004,29.4
hti,2005,29.4
hti,2006,29.3
hti,2007,29.2
hti,2008,29
hti,2009,28.7
hti,2010,30.6
hti,2011,28.3
hti,2012,28.1
hti,2013,27.8
hti,2014,27.5
hti,2015,27.1
hti,2016,26.6
hti,2017,26.2
hti,2018,25.7
hti,2019,25.2
hti,2020,24.8
hun,1960,28.1
hun,1961,27.3
hun,1962,26.9
hun,1963,26.9
hun,1964,27.3
hun,1965,27.9
hun,1966,28.2
hun,1967,28.1
hun,1968,27.8
hun,1969,27.7
hun,1970,27.9
hun,1971,28.2
hun,1972,28.3
hun,1973,28
hun,1974,27.3
hun,1975,26
hun,1976,24
hun,1977,21.8
hun,1978,19.9
hun,1979,18.2
hun,1980,16.9
hun,1981,16
hun,1982,15.6
hun,1983,15.4
hun,1984,15.2
hun,1985,15
hun,1986,14.4
hun,1987,13.4
hun,1988,12.3
hun,1989,11.5
hun,1990,11.2
hun,1991,10.8
hun,1992,10
hun,1993,8.9
hun,1994,8
hun,1995,7.5
hun,1996,7.1
hun,1997,6.8
hun,1998,6.4
hun,1999,6
hun,2000,5.8
hun,2001,5.5
hun,2002,5.1
hun,2003,4.8
hun,2004,4.4
hun,2005,4.1
hun,2006,3.9
hun,2007,3.8
hun,2008,3.6
hun,2009,3.5
hun,2010,3.4
hun,2011,3.3
hun,2012,3.2
hun,2013,3
hun,2014,2.9
hun,2015,2.7
hun,2016,2.5
hun,2017,2.4
hun,2018,2.3
hun,2019,2.2
hun,2020,2.1
idn,1960,57.8
idn,1961,56.8
idn,1962,55.7
idn,1963,54.8
idn,1964,53.8
idn,1965,53.5
idn,1966,52.1
idn,1967,51.2
idn,1968,50.3
idn,1969,49.5
idn,1970,48.6
idn,1971,47.7
idn,1972,46.7
idn,1973,45.6
idn,1974,44.6
idn,1975,43.4
idn,1976,42.3
idn,1977,41.3
idn,1978,40.3
idn,1979,39.4
idn,1980,38.4
idn,1981,37.5
idn,1982,36.4
idn,1983,35.4
idn,1984,34.4
idn,1985,33.6
idn,1986,32.9
idn,1987,32.3
idn,1988,31.7
idn,1989,31.2
idn,1990,30.7
idn,1991,30.2
idn,1992,29.6
idn,1993,29
idn,1994,28.3
idn,1995,27.4
idn,1996,26.5
idn,1997,25.6
idn,1998,24.6
idn,1999,23.7
idn,2000,22.8
idn,2001,22.1
idn,2002,21.4
idn,2003,20.9
idn,2004,20.5
idn,2005,19.9
idn,2006,19.5
idn,2007,19.1
idn,2008,18.7
idn,2009,18.1
idn,2010,17.5
idn,2011,16.8
idn,2012,16.1
idn,2013,15.4
idn,2014,14.8
idn,2015,14.2
idn,2016,13.6
idn,2017,13.1
idn,2018,12.6
idn,2019,12.2
idn,2020,11.7
ind,1969,85
ind,1970,84.3
ind,1971,83.6
ind,1972,82.8
ind,1973,82
ind,1974,81
ind,1975,79.8
ind,1976,78.4
ind,1977,76.9
ind,1978,75.2
ind,1979,73.6
ind,1980,72
ind,1981,70.4
ind,1982,68.9
ind,1983,67.3
ind,1984,65.8
ind,1985,64.3
ind,1986,62.9
ind,1987,61.4
ind,1988,59.9
ind,1989,58.5
ind,1990,57.2
ind,1991,55.9
ind,1992,54.6
ind,1993,53.5
ind,1994,52.3
ind,1995,51.2
ind,1996,50
ind,1997,48.7
ind,1998,47.4
ind,1999,46.1
ind,2000,44.7
ind,2001,43.3
ind,2002,41.9
ind,2003,40.5
ind,2004,39.1
ind,2005,37.9
ind,2006,36.6
ind,2007,35.4
ind,2008,34.3
ind,2009,33.1
ind,2010,31.8
ind,2011,30.6
ind,2012,29.4
ind,2013,28.2
ind,2014,27
ind,2015,25.9
ind,2016,24.8
ind,2017,23.7
ind,2018,22.7
ind,2019,21.4
ind,2020,20.3
irl,1960,21.2
irl,1961,20.1
irl,1962,19.2
irl,1963,18.4
irl,1964,17.7
irl,1965,17.1
irl,1966,16.4
irl,1967,15.5
irl,1968,14.6
irl,1969,13.8
irl,1970,13.1
irl,1971,12.6
irl,1972,12.3
irl,1973,12.1
irl,1974,11.9
irl,1975,11.5
irl,1976,10.8
irl,1977,10
irl,1978,9.1
irl,1979,8.2
irl,1980,7.5
irl,1981,6.8
irl,1982,6.4
irl,1983,6
irl,1984,5.7
irl,1985,5.4
irl,1986,5.1
irl,1987,4.9
irl,1988,4.8
irl,1989,4.8
irl,1990,4.7
irl,1991,4.6
irl,1992,4.5
irl,1993,4.4
irl,1994,4.3
irl,1995,4.2
irl,1996,4.1
irl,1997,4.1
irl,1998,4.1
irl,1999,4.1
irl,2000,4
irl,2001,3.9
irl,2002,3.7
irl,2003,3.5
irl,2004,3.3
irl,2005,3
irl,2006,2.8
irl,2007,2.6
irl,2008,2.5
irl,2009,2.5
irl,2010,2.5
irl,2011,2.5
irl,2012,2.5
irl,2013,2.5
irl,2014,2.5
irl,2015,2.4
irl,2016,2.3
irl,2017,2.2
irl,2018,2.2
irl,2019,2.1
irl,2020,2
irn,1989,25.8
irn,1990,24.9
irn,1991,24.1
irn,1992,23.4
irn,1993,22.8
irn,1994,22.3
irn,1995,21.8
irn,1996,21.3
irn,1997,20.8
irn,1998,20.4
irn,1999,19.9
irn,2000,19.5
irn,2001,18.8
irn,2002,18.1
irn,2003,17.4
irn,2004,16.7
irn,2005,16
irn,2006,15.4
irn,2007,14.7
irn,2008,14
irn,2009,13.3
irn,2010,12.6
irn,2011,11.9
irn,2012,11.3
irn,2013,10.8
irn,2014,10.4
irn,2015,10
irn,2016,9.6
irn,2017,9.2
irn,2018,8.9
irn,2019,8.6
irn,2020,8.3
irq,1983,30
irq,1984,29.4
irq,1985,28.7
irq,1986,28.2
irq,1987,27.7
irq,1988,27.2
irq,1989,26.8
irq,1990,26.4
irq,1991,26
irq,1992,25.7
irq,1993,25.5
irq,1994,25.3
irq,1995,25.1
irq,1996,24.9
irq,1997,24.7
irq,1998,24.4
irq,1999,24.2
irq,2000,23.9
irq,2001,23.6
irq,2002,23.3
irq,2003,23
irq,2004,22.6
irq,2005,22.2
irq,2006,21.8
irq,2007,21.4
irq,2008,21
irq,2009,20.5
irq,2010,19.9
irq,2011,19.3
irq,2012,18.7
irq,2013,18.1
irq,2014,17.5
irq,2015,17
irq,2016,16.4
irq,2017,15.9
irq,2018,15.4
irq,2019,14.9
irq,2020,14.4
isl,1960,11.3
isl,1961,11.3
isl,1962,11.2
isl,1963,11.1
isl,1964,11
isl,1965,10.8
isl,1966,10.6
isl,1967,10.4
isl,1968,10.2
isl,1969,9.9
isl,1970,9.6
isl,1971,9.2
isl,1972,8.8
isl,1973,8.4
isl,1974,7.9
isl,1975,7.4
isl,1976,6.9
isl,1977,6.5
isl,1978,6.1
isl,1979,5.7
isl,1980,5.4
isl,1981,5.1
isl,1982,4.9
isl,1983,4.6
isl,1984,4.4
isl,1985,4.2
isl,1986,4.1
isl,1987,3.9
isl,1988,3.8
isl,1989,3.6
isl,1990,3.5
isl,1991,3.3
isl,1992,3.2
isl,1993,3
isl,1994,2.9
isl,1995,2.7
isl,1996,2.6
isl,1997,2.5
isl,1998,2.3
isl,1999,2.2
isl,2000,2.1
isl,2001,2
isl,2002,1.9
isl,2003,1.8
isl,2004,1.7
isl,2005,1.6
isl,2006,1.6
isl,2007,1.5
isl,2008,1.4
isl,2009,1.4
isl,2010,1.3
isl,2011,1.3
isl,2012,1.3
isl,2013,1.2
isl,2014,1.2
isl,2015,1.2
isl,2016,1.1
isl,2017,1.1
isl,2018,1.1
isl,2019,1
isl,2020,1
isr,1975,13.1
isr,1976,12.6
isr,1977,11.9
isr,1978,11.2
isr,1979,10.5
isr,1980,10
isr,1981,9.4
isr,1982,8.9
isr,1983,8.4
isr,1984,8.1
isr,1985,7.8
isr,1986,7.5
isr,1987,7.2
isr,1988,6.9
isr,1989,6.6
isr,1990,6.3
isr,1991,5.9
isr,1992,5.5
isr,1993,5.1
isr,1994,4.7
isr,1995,4.5
isr,1996,4.2
isr,1997,4
isr,1998,3.8
isr,1999,3.7
isr,2000,3.6
isr,2001,3.5
isr,2002,3.3
isr,2003,3.1
isr,2004,2.9
isr,2005,2.7
isr,2006,2.6
isr,2007,2.5
isr,2008,2.4
isr,2009,2.4
isr,2010,2.4
isr,2011,2.3
isr,2012,2.3
isr,2013,2.2
isr,2014,2.1
isr,2015,2.1
isr,2016,2
isr,2017,2
isr,2018,2
isr,2019,1.9
isr,2020,1.9
ita,1960,24.4
ita,1961,23.5
ita,1962,22.9
ita,1963,22.8
ita,1964,22.8
ita,1965,22.7
ita,1966,22.4
ita,1967,21.9
ita,1968,21.2
ita,1969,20.6
ita,1970,20.4
ita,1971,20.2
ita,1972,19.7
ita,1973,18.5
ita,1974,17.2
ita,1975,15.9
ita,1976,14.9
ita,1977,14
ita,1978,13.1
ita,1979,12.2
ita,1980,11.3
ita,1981,10.5
ita,1982,9.8
ita,1983,9.3
ita,1984,8.8
ita,1985,8.3
ita,1986,7.8
ita,1987,7.4
ita,1988,7.1
ita,1989,6.8
ita,1990,6.5
ita,1991,6
ita,1992,5.6
ita,1993,5.3
ita,1994,5
ita,1995,4.7
ita,1996,4.4
ita,1997,4.2
ita,1998,3.9
ita,1999,3.7
ita,2000,3.5
ita,2001,3.2
ita,2002,3.1
ita,2003,2.9
ita,2004,2.8
ita,2005,2.7
ita,2006,2.6
ita,2007,2.5
ita,2008,2.5
ita,2009,2.5
ita,2010,2.4
ita,2011,2.4
ita,2012,2.3
ita,2013,2.2
ita,2014,2.2
ita,2015,2.1
ita,2016,2.1
ita,2017,2
ita,2018,1.9
ita,2019,1.8
ita,2020,1.7
jam,1960,35
jam,1961,33.8
jam,1962,32.7
jam,1963,31.6
jam,1964,30.5
jam,1965,29.5
jam,1966,28.6
jam,1967,27.6
jam,1968,26.7
jam,1969,25.7
jam,1970,24.7
jam,1971,23.8
jam,1972,23.2
jam,1973,22.7
jam,1974,22.4
jam,1975,22.2
jam,1976,22
jam,1977,22
jam,1978,21.9
jam,1979,21.8
jam,1980,21.8
jam,1981,21.7
jam,1982,21.6
jam,1983,21.5
jam,1984,21.4
jam,1985,21.2
jam,1986,20.9
jam,1987,20.6
jam,1988,20.4
jam,1989,20.1
jam,1990,19.8
jam,1991,19.6
jam,1992,19.3
jam,1993,19
jam,1994,18.7
jam,1995,18.5
jam,1996,18.3
jam,1997,18
jam,1998,17.7
jam,1999,17.4
jam,2000,17
jam,2001,16.5
jam,2002,16.1
jam,2003,15.6
jam,2004,15.1
jam,2005,14.7
jam,2006,14.2
jam,2007,13.9
jam,2008,13.6
jam,2009,13.2
jam,2010,12.9
jam,2011,12.5
jam,2012,12.2
jam,2013,11.8
jam,2014,11.4
jam,2015,11
jam,2016,10.7
jam,2017,10.3
jam,2018,10
jam,2019,9.6
jam,2020,9.3
jor,1960,40.1
jor,1961,39.3
jor,1962,38.4
jor,1963,37.5
jor,1964,36.5
jor,1965,35.6
jor,1966,34.6
jor,1967,33.7
jor,1968,32.8
jor,1969,31.9
jor,1970,31.1
jor,1971,30.2
jor,1972,29.5
jor,1973,28.7
jor,1974,28
jor,1975,27.4
jor,1976,26.8
jor,1977,26.3
jor,1978,26
jor,1979,25.7
jor,1980,25.5
jor,1981,25.3
jor,1982,25
jor,1983,24.6
jor,1984,24.1
jor,1985,23.4
jor,1986,22.7
jor,1987,21.9
jor,1988,21.2
jor,1989,20.6
jor,1990,20
jor,1991,19.3
jor,1992,18.8
jor,1993,18.3
jor,1994,17.9
jor,1995,17.5
jor,1996,17.2
jor,1997,16.9
jor,1998,16.6
jor,1999,16.3
jor,2000,16
jor,2001,15.6
jor,2002,15.2
jor,2003,14.7
jor,2004,14.2
jor,2005,13.8
jor,2006,13.3
jor,2007,12.9
jor,2008,12.5
jor,2009,12.2
jor,2010,11.8
jor,2011,11.5
jor,2012,11.2
jor,2013,10.9
jor,2014,10.6
jor,2015,10.2
