geo,time,sl_emp_totl_sp_ma_zs
dji,2000,40.896
dji,2001,40.824
dji,2002,40.667
dji,2003,40.407
dji,2004,40.067
dji,2005,39.658
dji,2006,38.957
dji,2007,38.193
dji,2008,37.434
dji,2009,36.724
dji,2010,36.168
dji,2011,35.91
dji,2012,35.732
dji,2013,35.634
dji,2014,35.553
dji,2015,35.437
dji,2016,35.371
dji,2017,35.248
dji,2018,34.938
dji,2019,34.628
dji,2020,33.297
dji,2021,33.306
dnk,1991,68.078
dnk,1992,67.934
dnk,1993,65.514
dnk,1994,65.617
dnk,1995,68.004
dnk,1996,67.929
dnk,1997,68.858
dnk,1998,68.336
dnk,1999,68.572
dnk,2000,68.193
dnk,2001,68.29
dnk,2002,68.235
dnk,2003,67.812
dnk,2004,68.099
dnk,2005,67.942
dnk,2006,68.733
dnk,2007,68.491
dnk,2008,68.076
dnk,2009,64.39
dnk,2010,62.403
dnk,2011,62.298
dnk,2012,61.394
dnk,2013,60.697
dnk,2014,61.192
dnk,2015,62.019
dnk,2016,62.124
dnk,2017,62.207
dnk,2018,62.909
dnk,2019,63.65
dnk,2020,62.852
dnk,2021,63.538
dom,1991,75.019
dom,1992,75.018
dom,1993,74.906
dom,1994,74.812
dom,1995,74.767
dom,1996,74.696
dom,1997,74.613
dom,1998,74.488
dom,1999,74.373
dom,2000,74.257
dom,2001,72.429
dom,2002,71.553
dom,2003,70.307
dom,2004,71.421
dom,2005,69.961
dom,2006,71.25
dom,2007,71.423
dom,2008,71.082
dom,2009,69.169
dom,2010,68.942
dom,2011,69.412
dom,2012,70.037
dom,2013,69.715
dom,2014,70.333
dom,2015,71.921
dom,2016,72.485
dom,2017,72.696
dom,2018,74.653
dom,2019,74.87
dom,2020,70.489
dom,2021,70.838
dza,1991,60.58
dza,1992,57.781
dza,1993,56.788
dza,1994,55.971
dza,1995,52.804
dza,1996,55.376
dza,1997,57.343
dza,1998,55.856
dza,1999,54.073
dza,2000,52.449
dza,2001,53.874
dza,2002,54.493
dza,2003,55.657
dza,2004,59.372
dza,2005,60.698
dza,2006,62.378
dza,2007,61.036
dza,2008,62.306
dza,2009,62.732
dza,2010,63.361
dza,2011,60.14
dza,2012,61.399
dza,2013,63.746
dza,2014,60.447
dza,2015,60.203
dza,2016,61.072
dza,2017,61.038
dza,2018,61.02
dza,2019,61.044
dza,2020,57.347
dza,2021,57.75
ecu,1991,76.619
ecu,1992,76.429
ecu,1993,76.321
ecu,1994,76.431
ecu,1995,76.261
ecu,1996,76.144
ecu,1997,77.3
ecu,1998,78.314
ecu,1999,77.986
ecu,2000,78.353
ecu,2001,78.582
ecu,2002,78.018
ecu,2003,77.358
ecu,2004,78.694
ecu,2005,79.656
ecu,2006,80.915
ecu,2007,79.664
ecu,2008,78.698
ecu,2009,75.618
ecu,2010,74.851
ecu,2011,74.484
ecu,2012,74.863
ecu,2013,74.557
ecu,2014,75.415
ecu,2015,77.234
ecu,2016,77.153
ecu,2017,77.863
ecu,2018,76.729
ecu,2019,75.607
ecu,2020,68.271
ecu,2021,72.342
egy,1991,67.54
egy,1992,67.198
egy,1993,68.277
egy,1994,69.446
egy,1995,68.846
egy,1996,69.061
egy,1997,69.292
egy,1998,68.934
egy,1999,71.033
egy,2000,68.513
egy,2001,65.72
egy,2002,63.975
egy,2003,64.106
egy,2004,66.111
egy,2005,66.332
egy,2006,67.808
egy,2007,68.274
egy,2008,69.111
egy,2009,69.155
egy,2010,71.877
egy,2011,68.412
egy,2012,67.539
egy,2013,66.575
egy,2014,65.921
egy,2015,64.435
egy,2016,64.006
egy,2017,62.221
egy,2018,63.59
egy,2019,65.236
egy,2020,63.059
egy,2021,63.126
eri,1991,85.001
eri,1992,85.218
eri,1993,85.429
eri,1994,85.656
eri,1995,85.857
eri,1996,85.642
eri,1997,85.373
eri,1998,85.107
eri,1999,84.8
eri,2000,84.529
eri,2001,83.838
eri,2002,83.111
eri,2003,82.48
eri,2004,81.948
eri,2005,81.431
eri,2006,81.47
eri,2007,81.528
eri,2008,81.661
eri,2009,81.784
eri,2010,81.82
eri,2011,82.168
eri,2012,82.486
eri,2013,82.709
eri,2014,82.862
eri,2015,82.962
eri,2016,82.759
eri,2017,82.624
eri,2018,82.512
eri,2019,82.306
eri,2020,76.713
eri,2021,77.693
esp,1991,57.198
esp,1992,57.162
esp,1993,53.514
esp,1994,52.152
esp,1995,52.694
esp,1996,52.927
esp,1997,53.973
esp,1998,55.741
esp,1999,57.857
esp,2000,59.308
esp,2001,60.492
esp,2002,60.807
esp,2003,61.261
esp,2004,61.577
esp,2005,63.26
esp,2006,64.041
esp,2007,64.162
esp,2008,61.809
esp,2009,55.867
esp,2010,54.162
esp,2011,52.759
esp,2012,50.027
esp,2013,48.826
esp,2014,49.699
esp,2015,51.37
esp,2016,52.647
esp,2017,53.89
esp,2018,54.978
esp,2019,55.533
esp,2020,53.463
esp,2021,54.35
est,1991,79.718
est,1992,76.036
est,1993,71.69
est,1994,70.855
est,1995,66.922
est,1996,65.225
est,1997,63.157
est,1998,61.947
est,1999,58.474
est,2000,56.472
est,2001,56.779
est,2002,57.155
est,2003,58.682
est,2004,58.296
est,2005,58.948
est,2006,63.429
est,2007,64.634
est,2008,64.768
est,2009,56.589
est,2010,54.038
est,2011,59.112
est,2012,60.871
est,2013,62.156
est,2014,63.449
est,2015,65.104
est,2016,65.295
est,2017,66.956
est,2018,67.409
est,2019,67.727
est,2020,65.676
est,2021,65.552
eth,1991,86.863
eth,1992,86.897
eth,1993,86.983
eth,1994,86.941
eth,1995,87.008
eth,1996,87.078
eth,1997,87.102
eth,1998,87.136
eth,1999,87.218
eth,2000,87.35
eth,2001,87.489
eth,2002,87.603
eth,2003,87.728
eth,2004,87.897
eth,2005,88.027
eth,2006,87.896
eth,2007,87.766
eth,2008,87.629
eth,2009,87.485
eth,2010,87.349
eth,2011,87.2
eth,2012,87.045
eth,2013,86.898
eth,2014,86.566
eth,2015,86.236
eth,2016,85.963
eth,2017,85.682
eth,2018,85.396
eth,2019,85.129
eth,2020,81.971
eth,2021,82.297
fin,1991,64.824
fin,1992,59.585
fin,1993,55.79
fin,1994,55.011
fin,1995,54.556
fin,1996,54.44
fin,1997,56.107
fin,1998,57.338
fin,1999,58.565
fin,2000,59.355
fin,2001,59.694
fin,2002,59.019
fin,2003,58.613
fin,2004,58.446
fin,2005,59.669
fin,2006,60.435
fin,2007,61.081
fin,2008,61.829
fin,2009,58.524
fin,2010,58.301
fin,2011,58.853
fin,2012,58.45
fin,2013,57.397
fin,2014,56.748
fin,2015,56.273
fin,2016,56.757
fin,2017,57.173
fin,2018,58.473
fin,2019,58.673
fin,2020,57.926
fin,2021,58.894
fji,1991,76.898
fji,1992,76.835
fji,1993,76.757
fji,1994,76.659
fji,1995,76.583
fji,1996,76.48
fji,1997,76.49
fji,1998,76.647
fji,1999,76.849
fji,2000,76.798
fji,2001,76.92
fji,2002,77.001
fji,2003,77.033
fji,2004,77.155
fji,2005,75.416
fji,2006,75.692
fji,2007,75.881
fji,2008,76.11
fji,2009,76.244
fji,2010,76.465
fji,2011,76.583
fji,2012,75.418
fji,2013,74.281
fji,2014,73.052
fji,2015,73.355
fji,2016,73.619
fji,2017,73.42
fji,2018,73.249
fji,2019,73.159
fji,2020,72.287
fji,2021,71.851
fra,1991,60.059
fra,1992,59.32
fra,1993,57.867
fra,1994,56.647
fra,1995,56.998
fra,1996,56.858
fra,1997,56.305
fra,1998,56.441
fra,1999,56.657
fra,2000,57.55
fra,2001,58.334
fra,2002,58.068
fra,2003,58.272
fra,2004,57.853
fra,2005,57.681
fra,2006,57.409
fra,2007,57.645
fra,2008,57.956
fra,2009,56.793
fra,2010,56.643
fra,2011,56.394
fra,2012,56.014
fra,2013,55.398
fra,2014,54.564
fra,2015,54.289
fra,2016,54.315
fra,2017,54.672
fra,2018,54.796
fra,2019,54.609
fra,2020,54.06
fra,2021,54.835
gab,1991,50.852
gab,1992,50.83
gab,1993,50.888
gab,1994,51.161
gab,1995,51.393
gab,1996,51.586
gab,1997,51.75
gab,1998,51.843
gab,1999,51.848
gab,2000,51.952
gab,2001,52.003
gab,2002,52.004
gab,2003,52.024
gab,2004,52.026
gab,2005,52.056
gab,2006,51.36
gab,2007,50.773
gab,2008,50.149
gab,2009,49.642
gab,2010,49.211
gab,2011,48.855
gab,2012,48.524
gab,2013,48.26
gab,2014,48.044
gab,2015,47.873
gab,2016,47.998
gab,2017,48.109
gab,2018,48.211
gab,2019,48.291
gab,2020,47.389
gab,2021,47.398
gbr,1991,66.892
gbr,1992,64.664
gbr,1993,63.083
gbr,1994,63.476
gbr,1995,64.139
gbr,1996,64.214
gbr,1997,65.263
gbr,1998,65.887
gbr,1999,65.416
gbr,2000,65.912
gbr,2001,65.966
gbr,2002,65.552
gbr,2003,65.917
gbr,2004,65.877
gbr,2005,66.011
gbr,2006,65.925
gbr,2007,65.922
gbr,2008,65.711
gbr,2009,63.447
gbr,2010,63.071
gbr,2011,62.841
gbr,2012,63.14
gbr,2013,63.296
gbr,2014,64.242
gbr,2015,64.817
gbr,2016,65.248
gbr,2017,65.227
gbr,2018,65.576
gbr,2019,65.496
gbr,2020,63.966
gbr,2021,63.918
geo,1991,74.119
geo,1992,72.404
geo,1993,72.875
geo,1994,70.953
geo,1995,71.255
geo,1996,67.369
geo,1997,66.712
geo,1998,64.031
geo,1999,63.692
geo,2000,66.399
geo,2001,66.875
geo,2002,64.959
geo,2003,67.228
geo,2004,64.101
geo,2005,62.62
geo,2006,61.167
geo,2007,62.905
geo,2008,60.89
geo,2009,59.389
geo,2010,59.564
geo,2011,61.181
geo,2012,63.01
geo,2013,61.993
geo,2014,63.819
geo,2015,65.118
geo,2016,64.508
geo,2017,65.627
geo,2018,63.313
geo,2019,63.302
geo,2020,55.101
geo,2021,60.186
gha,1991,75.906
gha,1992,75.438
gha,1993,74.741
gha,1994,74.027
gha,1995,73.329
gha,1996,72.629
gha,1997,71.92
gha,1998,71.218
gha,1999,69.582
gha,2000,68.817
gha,2001,69.351
gha,2002,69.885
gha,2003,70.419
gha,2004,70.946
gha,2005,71.471
gha,2006,71.994
gha,2007,71.699
gha,2008,71.444
gha,2009,71.131
gha,2010,70.863
gha,2011,70.401
gha,2012,69.867
gha,2013,69.35
gha,2014,68.81
gha,2015,68.299
gha,2016,69.24
gha,2017,70.17
gha,2018,69.963
gha,2019,69.761
gha,2020,68.86
gha,2021,68.999
gin,1991,61.462
gin,1992,61.673
gin,1993,61.827
gin,1994,61.905
gin,1995,61.947
gin,1996,62.148
gin,1997,62.288
gin,1998,62.349
gin,1999,62.363
gin,2000,62.302
gin,2001,62.482
gin,2002,62.592
gin,2003,62.648
gin,2004,62.692
gin,2005,62.689
gin,2006,62.639
gin,2007,62.618
gin,2008,62.499
gin,2009,62.333
gin,2010,62.232
gin,2011,62.087
gin,2012,61.909
gin,2013,61.69
gin,2014,61.473
gin,2015,61.255
gin,2016,60.954
gin,2017,60.592
gin,2018,60.204
gin,2019,59.837
gin,2020,58.176
gin,2021,58.345
gmb,1991,64.557
gmb,1992,64.945
gmb,1993,65.243
gmb,1994,65.112
gmb,1995,65.007
gmb,1996,64.928
gmb,1997,64.865
gmb,1998,64.785
gmb,1999,64.725
gmb,2000,64.642
gmb,2001,64.558
gmb,2002,64.427
gmb,2003,64.384
gmb,2004,64.295
gmb,2005,64.16
gmb,2006,64.071
gmb,2007,63.991
gmb,2008,63.91
gmb,2009,63.816
gmb,2010,63.718
gmb,2011,63.558
gmb,2012,63.525
gmb,2013,63.366
gmb,2014,63.195
gmb,2015,63.065
gmb,2016,62.981
gmb,2017,62.896
gmb,2018,62.784
gmb,2019,62.624
gmb,2020,60.202
gmb,2021,60.673
gnb,1991,77.389
gnb,1992,77.31
gnb,1993,77.235
gnb,1994,77.146
gnb,1995,77.012
gnb,1996,77
gnb,1997,76.92
gnb,1998,76.839
gnb,1999,76.721
gnb,2000,76.621
gnb,2001,76.513
gnb,2002,76.325
gnb,2003,76.18
gnb,2004,76.082
gnb,2005,75.94
gnb,2006,75.868
gnb,2007,75.772
gnb,2008,75.716
gnb,2009,75.607
gnb,2010,75.403
gnb,2011,75.402
gnb,2012,75.396
gnb,2013,75.324
gnb,2014,75.203
gnb,2015,75.046
gnb,2016,74.905
gnb,2017,74.747
gnb,2018,74.584
gnb,2019,74.373
gnb,2020,73.471
gnb,2021,73.724
gnq,1991,60.629
gnq,1992,60.539
gnq,1993,60.448
gnq,1994,60.298
gnq,1995,60.033
gnq,1996,59.634
gnq,1997,59.155
gnq,1998,58.713
gnq,1999,58.305
gnq,2000,57.981
gnq,2001,57.707
gnq,2002,57.368
gnq,2003,57.123
gnq,2004,56.988
gnq,2005,56.85
gnq,2006,56.625
gnq,2007,56.392
gnq,2008,56.239
gnq,2009,56.05
gnq,2010,55.761
gnq,2011,55.646
gnq,2012,55.492
gnq,2013,55.321
gnq,2014,55.132
gnq,2015,54.916
gnq,2016,54.777
gnq,2017,54.594
gnq,2018,54.431
gnq,2019,54.253
gnq,2020,52.809
gnq,2021,53.559
grc,1991,61.086
grc,1992,60.612
grc,1993,59.972
grc,1994,60.054
grc,1995,59.707
grc,1996,59.621
grc,1997,58.288
grc,1998,60.502
grc,1999,59.785
grc,2000,59.807
grc,2001,59.483
grc,2002,59.78
grc,2003,60.256
grc,2004,60.177
grc,2005,60.106
grc,2006,60.527
grc,2007,60.654
grc,2008,60.775
grc,2009,59.47
grc,2010,57.087
grc,2011,52.677
grc,2012,47.993
grc,2013,45.916
grc,2014,45.854
grc,2015,46.714
grc,2016,47.853
grc,2017,49.196
grc,2018,50.707
grc,2019,51.573
grc,2020,50.969
grc,2021,51.357
gtm,1991,84.487
gtm,1992,84.545
gtm,1993,84.559
gtm,1994,84.572
gtm,1995,84.56
gtm,1996,84.513
gtm,1997,84.494
gtm,1998,84.415
gtm,1999,84.297
gtm,2000,84.216
gtm,2001,84.06
gtm,2002,83.971
gtm,2003,83.815
gtm,2004,83.439
gtm,2005,83.165
gtm,2006,82.941
gtm,2007,82.676
gtm,2008,82.271
gtm,2009,81.859
gtm,2010,81.637
gtm,2011,81.828
gtm,2012,81.177
gtm,2013,79.927
gtm,2014,80.879
gtm,2015,82.513
gtm,2016,81.418
gtm,2017,82.961
gtm,2018,82.659
gtm,2019,82.597
gtm,2020,76.364
gtm,2021,77.824
gum,1991,80.005
gum,1992,78.972
gum,1993,76.715
gum,1994,74.122
gum,1995,73.026
gum,1996,71.852
gum,1997,69.809
gum,1998,70.571
gum,1999,64.442
gum,2000,62.413
gum,2001,62.11
gum,2002,61.209
gum,2003,63.003
gum,2004,65.107
gum,2005,62.878
gum,2006,64.877
gum,2007,62.227
gum,2008,63.024
gum,2009,63.634
gum,2010,61.387
gum,2011,61.135
gum,2012,60.02
gum,2013,60.425
gum,2014,63.124
gum,2015,63.636
gum,2016,64.742
gum,2017,64.768
gum,2018,64.776
gum,2019,64.775
gum,2020,62.183
gum,2021,62.419
guy,1991,72.734
guy,1992,72.732
guy,1993,72.735
guy,1994,72.601
guy,1995,72.413
guy,1996,72.173
guy,1997,71.875
guy,1998,71.522
guy,1999,71.24
guy,2000,70.914
guy,2001,70.691
guy,2002,70.433
guy,2003,69.914
guy,2004,69.429
guy,2005,68.924
guy,2006,68.488
guy,2007,67.698
guy,2008,66.872
guy,2009,66.065
guy,2010,65.212
guy,2011,64.345
guy,2012,63.426
guy,2013,62.482
guy,2014,61.541
guy,2015,60.62
guy,2016,59.734
guy,2017,58.84
guy,2018,57.955
guy,2019,57.912
guy,2020,54.328
guy,2021,54.819
hkg,1991,77.323
hkg,1992,76.553
hkg,1993,76.727
hkg,1994,76.193
hkg,1995,73.935
hkg,1996,73.635
hkg,1997,74.105
hkg,1998,72.032
hkg,1999,69.175
hkg,2000,68.982
hkg,2001,68.55
hkg,2002,66.439
hkg,2003,65.369
hkg,2004,66.151
hkg,2005,66.422
hkg,2006,66.933
hkg,2007,67.243
hkg,2008,66.875
hkg,2009,65.218
hkg,2010,65.041
hkg,2011,65.675
hkg,2012,66.104
hkg,2013,66.557
hkg,2014,66.353
hkg,2015,66.442
hkg,2016,66.046
hkg,2017,65.998
hkg,2018,66.315
hkg,2019,65.029
hkg,2020,61.606
hkg,2021,61.676
hnd,1991,84.771
hnd,1992,85.519
hnd,1993,85.329
hnd,1994,85.155
hnd,1995,85.033
hnd,1996,83.877
hnd,1997,84.623
hnd,1998,84.027
hnd,1999,83.901
hnd,2000,82.698
hnd,2001,81.94
hnd,2002,81.571
hnd,2003,80.029
hnd,2004,79.234
hnd,2005,79.092
hnd,2006,79.238
hnd,2007,78.472
hnd,2008,77.953
hnd,2009,78.904
hnd,2010,78.804
hnd,2011,77.394
hnd,2012,76.505
hnd,2013,78.469
hnd,2014,77.855
hnd,2015,78.225
hnd,2016,76.64
hnd,2017,79.808
hnd,2018,79.307
hnd,2019,78.565
hnd,2020,72.793
hnd,2021,73.686
hrv,1991,60.832
hrv,1992,59.987
hrv,1993,59.262
hrv,1994,58.346
hrv,1995,57.675
hrv,1996,57.009
hrv,1997,55.968
hrv,1998,54.041
hrv,1999,51.861
hrv,2000,49.541
hrv,2001,49.597
hrv,2002,51.385
hrv,2003,51.271
hrv,2004,52.185
hrv,2005,50.773
hrv,2006,50.766
hrv,2007,56.134
hrv,2008,56.94
hrv,2009,55.414
hrv,2010,53.083
hrv,2011,51.634
hrv,2012,49.528
hrv,2013,47.523
hrv,2014,49.204
hrv,2015,49.967
hrv,2016,50.566
hrv,2017,52.065
hrv,2018,53.039
hrv,2019,54.049
hrv,2020,53.66
hrv,2021,53.61
hti,1991,71.686
hti,1992,70.913
hti,1993,70.213
hti,1994,69.437
hti,1995,68.936
hti,1996,68.077
hti,1997,67.249
hti,1998,66.419
hti,1999,65.59
hti,2000,63.979
hti,2001,63.315
hti,2002,62.672
hti,2003,62.041
hti,2004,61.307
hti,2005,60.725
hti,2006,60.166
hti,2007,59.712
hti,2008,60.371
hti,2009,61.174
hti,2010,61.72
hti,2011,62.191
hti,2012,62.449
hti,2013,62.307
hti,2014,62.171
hti,2015,62.049
hti,2016,61.974
hti,2017,61.92
hti,2018,61.841
hti,2019,61.78
hti,2020,60.049
hti,2021,60.165
hun,1991,57.043
hun,1992,56.042
hun,1993,52.561
hun,1994,52.009
hun,1995,52.667
hun,1996,51.522
hun,1997,51.569
hun,1998,51.751
hun,1999,53.817
hun,2000,54.299
hun,2001,54.045
hun,2002,54.026
hun,2003,54.577
hun,2004,54.408
hun,2005,54.201
hun,2006,54.73
hun,2007,54.519
hun,2008,53.65
hun,2009,51.925
hun,2010,51.115
hun,2011,51.868
hun,2012,52.537
hun,2013,54.031
hun,2014,57.179
hun,2015,58.956
hun,2016,61.067
hun,2017,62.704
hun,2018,63.504
hun,2019,64.259
hun,2020,63.638
hun,2021,64.572
idn,1991,80.648
idn,1992,80.397
idn,1993,79.963
idn,1994,79.99
idn,1995,79.934
idn,1996,79.844
idn,1997,79.735
idn,1998,78.842
idn,1999,78.478
idn,2000,79.295
idn,2001,80.014
idn,2002,79.176
idn,2003,78.915
idn,2004,79.032
idn,2005,77.276
idn,2006,77.119
idn,2007,76.984
idn,2008,76.954
idn,2009,77.172
idn,2010,78.037
idn,2011,78.835
idn,2012,79.834
idn,2013,79.218
idn,2014,79.208
idn,2015,78.659
idn,2016,77.968
idn,2017,78.23
idn,2018,78.456
idn,2019,79.336
idn,2020,77.757
idn,2021,77.824
ind,1991,79.577
ind,1992,79.342
ind,1993,79.247
ind,1994,79.069
ind,1995,78.824
ind,1996,78.604
ind,1997,78.473
ind,1998,78.189
ind,1999,77.889
ind,2000,77.796
ind,2001,77.735
ind,2002,77.727
ind,2003,77.584
ind,2004,77.545
ind,2005,77.503
ind,2006,77.044
ind,2007,76.571
ind,2008,76.176
ind,2009,75.515
ind,2010,74.936
ind,2011,74.541
ind,2012,74.019
ind,2013,73.287
ind,2014,72.546
ind,2015,71.806
ind,2016,71.069
ind,2017,70.365
ind,2018,69.625
ind,2019,69.318
ind,2020,63.447
ind,2021,65.642
irl,1991,63.233
irl,1992,61.34
irl,1993,60.565
irl,1994,61.487
irl,1995,63.107
irl,1996,63.347
irl,1997,64.622
irl,1998,67.77
irl,1999,70.261
irl,2000,72.082
irl,2001,72.146
irl,2002,70.777
irl,2003,70.5
irl,2004,70.701
irl,2005,72.38
irl,2006,73.045
irl,2007,72.61
irl,2008,69.528
irl,2009,61.373
irl,2010,58.199
irl,2011,56.962
irl,2012,56.6
irl,2013,58.685
irl,2014,60.124
irl,2015,61.668
irl,2016,62.803
irl,2017,63.703
irl,2018,64.557
irl,2019,65.096
irl,2020,63.595
irl,2021,64.033
irn,1991,73.18
irn,1992,72.085
irn,1993,71.06
irn,1994,70.03
irn,1995,69.071
irn,1996,68.095
irn,1997,67.565
irn,1998,67.08
irn,1999,66.534
irn,2000,66.018
irn,2001,65.352
irn,2002,64.785
irn,2003,65.145
irn,2004,65.416
irn,2005,63.971
irn,2006,63.111
irn,2007,63.064
irn,2008,61.347
irn,2009,61.11
irn,2010,59.548
irn,2011,58.946
irn,2012,59.077
irn,2013,61.507
irn,2014,61.128
irn,2015,61.576
irn,2016,61.294
irn,2017,62.552
irn,2018,62.9
irn,2019,63.783
irn,2020,60.616
irn,2021,61.35
irq,1991,70.332
irq,1992,70.088
irq,1993,70.083
irq,1994,69.98
irq,1995,69.85
irq,1996,69.839
irq,1997,69.619
irq,1998,69.218
irq,1999,68.808
irq,2000,68.391
irq,2001,67.876
irq,2002,67.38
irq,2003,66.937
irq,2004,66.623
irq,2005,66.065
irq,2006,65.634
irq,2007,65.154
irq,2008,65.209
irq,2009,65.206
irq,2010,65.237
irq,2011,65.234
irq,2012,65.254
irq,2013,65.734
irq,2014,66.193
irq,2015,65.912
irq,2016,65.654
irq,2017,65.064
irq,2018,65.334
irq,2019,65.207
irq,2020,63.445
irq,2021,63.629
isl,1991,79.298
isl,1992,78.607
isl,1993,75.942
isl,1994,75.51
isl,1995,77.723
isl,1996,78.483
isl,1997,77.829
isl,1998,79.962
isl,1999,80.953
isl,2000,81.947
isl,2001,82.317
isl,2002,79.396
isl,2003,78.352
isl,2004,76.98
isl,2005,78.588
isl,2006,79.591
isl,2007,80.061
isl,2008,78.559
isl,2009,72.214
isl,2010,72.572
isl,2011,72.295
isl,2012,72.935
isl,2013,74.248
isl,2014,76.371
isl,2015,77.781
isl,2016,79.926
isl,2017,78.735
isl,2018,77.265
isl,2019,75.466
isl,2020,72.189
isl,2021,67.208
isr,1991,63.675
isr,1992,62.955
isr,1993,65.021
isr,1994,67.316
isr,1995,67.809
isr,1996,66.569
isr,1997,64.907
isr,1998,62.84
isr,1999,61.996
isr,2000,62.005
isr,2001,61.307
isr,2002,59.38
isr,2003,58.969
isr,2004,59.968
isr,2005,61.072
isr,2006,61.948
isr,2007,63.466
isr,2008,64.505
isr,2009,62.141
isr,2010,63.153
isr,2011,64.195
isr,2012,64.639
isr,2013,65.109
isr,2014,65.384
isr,2015,65.738
isr,2016,65.877
isr,2017,66.096
isr,2018,65.479
isr,2019,65.094
isr,2020,62.543
isr,2021,62.675
ita,1991,62.094
ita,1992,60.231
ita,1993,59.214
ita,1994,57.584
ita,1995,56.548
ita,1996,56.299
ita,1997,56.144
ita,1998,56.163
ita,1999,56.351
ita,2000,56.564
ita,2001,56.883
ita,2002,57.448
ita,2003,57.883
ita,2004,57.963
ita,2005,57.281
ita,2006,57.545
ita,2007,57.498
ita,2008,57.089
ita,2009,55.595
ita,2010,54.683
ita,2011,54.315
ita,2012,53.453
ita,2013,51.934
ita,2014,51.765
ita,2015,52.235
ita,2016,52.806
ita,2017,53.228
ita,2018,53.608
ita,2019,53.78
ita,2020,52.945
ita,2021,52.535
jam,1991,69.131
jam,1992,68.759
jam,1993,67.317
jam,1994,67.889
jam,1995,66.629
jam,1996,66.867
jam,1997,66.16
jam,1998,66.062
jam,1999,65.556
jam,2000,65.357
jam,2001,65.256
jam,2002,64.841
jam,2003,65.462
jam,2004,67.643
jam,2005,67.998
jam,2006,68.419
jam,2007,69.041
jam,2008,68.185
jam,2009,65.588
jam,2010,63.768
jam,2011,63.47
jam,2012,61.844
jam,2013,62.114
jam,2014,62.907
jam,2015,63.29
jam,2016,64.295
jam,2017,65.262
jam,2018,65.62
jam,2019,66.887
jam,2020,63.298
jam,2021,64.695
jor,1991,52.51
jor,1992,51.85
jor,1993,51.713
jor,1994,53.667
jor,1995,55.509
jor,1996,55.691
jor,1997,55.666
jor,1998,55.615
jor,1999,55.51
jor,2000,55.325
jor,2001,54.275
jor,2002,53.784
jor,2003,54.112
jor,2004,53.992
jor,2005,53.885
jor,2006,54.152
jor,2007,54.802
jor,2008,54.847
jor,2009,54.758
jor,2010,55.041
jor,2011,54.985
jor,2012,55.649
jor,2013,55.909
jor,2014,56.413
jor,2015,55.988
jor,2016,54.65
jor,2017,53.013
jor,2018,52.218
jor,2019,54.208
jor,2020,51.005
jor,2021,51.378
jpn,1991,75.995
jpn,1992,76.243
jpn,1993,76.086
jpn,1994,75.521
jpn,1995,75.066
jpn,1996,75.008
jpn,1997,75.039
jpn,1998,73.995
jpn,1999,73.185
jpn,2000,72.612
jpn,2001,71.651
jpn,2002,70.511
jpn,2003,69.975
jpn,2004,69.71
jpn,2005,69.848
jpn,2006,69.917
jpn,2007,70.18
jpn,2008,69.663
jpn,2009,68.165
jpn,2010,67.595
jpn,2011,67.646
jpn,2012,67.424
jpn,2013,67.414
jpn,2014,67.682
jpn,2015,67.716
jpn,2016,68.013
jpn,2017,68.43
jpn,2018,69.294
jpn,2019,69.62
jpn,2020,69.218
jpn,2021,68.895
kaz,1991,75.516
kaz,1992,75.616
kaz,1993,75.839
kaz,1994,71.975
kaz,1995,69.934
kaz,1996,68.573
kaz,1997,68.464
kaz,1998,68.426
kaz,1999,68.123
kaz,2000,68.315
kaz,2001,69.466
kaz,2002,70.234
kaz,2003,70.183
kaz,2004,70.274
kaz,2005,69.869
kaz,2006,70.156
kaz,2007,71.047
kaz,2008,72.035
kaz,2009,71.253
kaz,2010,72.137
kaz,2011,72.528
kaz,2012,73.015
kaz,2013,72.83
kaz,2014,73.245
kaz,2015,73.653
kaz,2016,73.118
kaz,2017,72.636
kaz,2018,73.565
kaz,2019,73.513
kaz,2020,72.065
kaz,2021,72.216
ken,1991,74.541
ken,1992,74.232
ken,1993,73.891
ken,1994,73.544
ken,1995,73.209
ken,1996,72.945
ken,1997,72.73
ken,1998,72.571
ken,1999,72.366
ken,2000,72.546
ken,2001,72.747
ken,2002,72.918
ken,2003,73.114
ken,2004,73.308
ken,2005,73.496
ken,2006,73.682
ken,2007,73.866
ken,2008,74.019
ken,2009,74.214
ken,2010,74.417
ken,2011,74.587
ken,2012,74.76
ken,2013,74.944
ken,2014,75.12
ken,2015,75.299
ken,2016,75.476
ken,2017,74.447
ken,2018,73.42
ken,2019,72.36
ken,2020,71.273
ken,2021,71.482
kgz,1991,70.961
kgz,1992,71.885
kgz,1993,71.429
kgz,1994,72.015
kgz,1995,71.828
kgz,1996,70.317
kgz,1997,69.667
kgz,1998,68.697
kgz,1999,68.903
kgz,2000,69.216
kgz,2001,68.74
kgz,2002,65.68
kgz,2003,67.45
kgz,2004,68.393
kgz,2005,70.182
kgz,2006,71.304
kgz,2007,71.346
kgz,2008,71.185
kgz,2009,70.077
kgz,2010,70.873
kgz,2011,71.624
kgz,2012,71.328
kgz,2013,70.742
kgz,2014,69.695
kgz,2015,70.557
kgz,2016,70.765
kgz,2017,70.828
kgz,2018,70.082
kgz,2019,69.908
kgz,2020,65.839
kgz,2021,66.278
khm,1991,81.533
khm,1992,81.543
khm,1993,81.536
khm,1994,81.053
khm,1995,81.28
