geo,time,bx_gsr_fcty_cd
chn,1983,1549000000
chn,1984,2008000000
chn,1985,1478000000
chn,1986,1100000000
chn,1987,976000000
chn,1988,1469000000
chn,1989,1894000000
chn,1990,3017000000
chn,1991,3719000000
chn,1992,5595000000
chn,1993,4390000000
chn,1994,5737000000
chn,1995,5191260000
chn,1996,7318000000
chn,1997,5710000000
chn,1998,5584000000
chn,1999,8330000000
chn,2000,12549886000
chn,2001,9388000000
chn,2002,8343959798.91798
chn,2003,16094692748.0559
chn,2004,20557461960.7335
chn,2005,39272833557.1044
chn,2006,54563185729.0875
chn,2007,83476171502.85741
chn,2008,111787246415.248
chn,2009,108250876294
chn,2010,142424474559.70901
chn,2011,144267588406.66199
chn,2012,167037043392.15399
chn,2013,183973159621
chn,2014,239372290479.92001
chn,2015,223815944416.177
chn,2016,226653572991.694
chn,2017,289698219870.63501
chn,2018,268496336547.888
chn,2019,273514296477.20401
chn,2020,241680866697.272
civ,2005,193973215.49542
civ,2006,196347566.25995
civ,2007,218352773.66728
civ,2008,237559432.42631
civ,2009,222783930.11578
civ,2010,217503897.60615
civ,2011,207879544.85602
civ,2012,207707782.84197
civ,2013,207293712.69565
civ,2014,236343853.42587
civ,2015,225818620.39531
civ,2016,281699220.79163
civ,2017,297093196.83693
civ,2018,350045550.99819
civ,2019,381873651.40228
civ,2020,399606090.20615
cmr,1977,8099977.7711
cmr,1978,16263703.48279
cmr,1979,12410584.7769
cmr,1980,38337831.52421
cmr,1981,29772041.19756
cmr,1982,14850599.9503
cmr,1983,28157849.25872
cmr,1984,35655709.63863
cmr,1985,38084599.48875
cmr,1986,36932665.2209
cmr,1987,12444409.32616
cmr,1988,16921370.28711
cmr,1989,16833417.84092
cmr,1990,8300742.87968
cmr,1991,18326385.631
cmr,1992,41822224.82377
cmr,1993,16986707.80755
cmr,1994,19938592.17442
cmr,1995,12361052.70463
cmr,1996,37576402.46135
cmr,1997,19033892.34766
cmr,1998,55349269.90252
cmr,1999,37871176.75491
cmr,2000,26286384.55743
cmr,2001,47467790.13632
cmr,2002,42833261.44734
cmr,2003,108727849.36495
cmr,2004,105255067.15076
cmr,2005,44936224.20882
cmr,2006,46333868.10775
cmr,2007,66971880.08827
cmr,2008,66073984.89321
cmr,2009,131960169.8001
cmr,2010,93143764.02213
cmr,2011,163363871.63475
cmr,2012,205683471.32451
cmr,2013,167758783.36119
cmr,2014,162541384.48996
cmr,2015,182337393.47148
cmr,2016,202774399.37016
cmr,2017,194492459.74255
cmr,2018,210451029.80085
cmr,2019,231521871.88854
cmr,2020,162418539.31369
cod,2005,9500000
cod,2006,17700000
cod,2007,26000000
cod,2008,17800000
cod,2009,26000000
cod,2010,48300000
cod,2011,168239061.03266
cod,2012,18261603.27975
cod,2013,144816065.83219
cod,2014,109399393.02774
cod,2015,142538018.66362
cod,2016,16734606.04703
cod,2017,12267260.50041
cod,2018,72682063.35985
cod,2019,72871115.92678
cod,2020,193002848.52776
cog,1978,3412275.6626
cog,1979,3309489.27384
cog,1980,8022546.22636
cog,1981,16600949.05342
cog,1982,19634440.75396
cog,1983,5445250.43913
cog,1984,6538405.80472
cog,1985,9132735.9265
cog,1986,8073786.70505
cog,1987,30532058.81733
cog,1988,7470247.7954
cog,1989,2194300.27721
cog,1990,14691580.31802
cog,1991,18787203.83836
cog,1992,12467329.89327
cog,1993,11300928.27114
cog,1994,1981251.25491
cog,1995,8626692.53584
cog,1996,9291325.22637
cog,1997,5924587.04156
cog,1998,3991851.70979
cog,1999,29556643.9109
cog,2000,13973780.24704
cog,2001,15233851.82674
cog,2002,6169401.40123
cog,2003,10323463.11052
cog,2004,13250428.32333
cog,2005,17631396.56156
cog,2006,20080701.10145
cog,2007,37146325.69335
cog,2008,38007593.23087
cog,2009,34922657.27079
cog,2010,37261975.00827
cog,2011,73109721.10469
cog,2012,73641531.18634
cog,2013,100704388.77201
cog,2014,43783060.91789
cog,2015,58708308.24882
cog,2016,13755291.08504
col,1968,23999999.99998
col,1969,29999999.99994
col,1970,38999999.99988
col,1971,25074499.99977
col,1972,23885620
col,1973,44108810
col,1974,87792719.99899
col,1975,65996200
col,1976,80154520
col,1977,112076799.99893
col,1978,164435999.99927
col,1979,305000000
col,1980,532153859.99802
col,1981,708000000
col,1982,525288219.99988
col,1983,289000000
col,1984,128000000
col,1985,111000000
col,1986,175000000
col,1987,202000000
col,1988,257000000
col,1989,287000000
col,1990,347000000
col,1991,390400000
col,1992,448800000
col,1993,561200000
col,1994,702482711.90218
col,1995,677523907.8379
col,1996,715924398.41958
col,1997,919834469.28651
col,1998,949327285.29811
col,1999,923079974.05891
col,2000,1029698251.45954
col,2001,899960508.9038
col,2002,702988343.11804
col,2003,562015724.45984
col,2004,709554484.64616
col,2005,1009688358.33356
col,2006,1512473544.82236
col,2007,1847105573.29922
col,2008,1852968014.24266
col,2009,1781378675.88385
col,2010,1913343199.95584
col,2011,2954457776.83157
col,2012,3851363477.88402
col,2013,3846373306.45958
col,2014,4412037264.8232
col,2015,4594795863.00759
col,2016,4993988139.33402
col,2017,5576621134.65231
col,2018,6177216850.25695
col,2019,6976147440.03894
col,2020,4404771440.01325
col,2021,5851879080.46065
com,1980,634236.1676
com,1981,809629.73634
com,1982,1265963.51035
com,1983,1270131.82931
com,1984,1036724.86129
com,1985,572052.89363
com,1986,1501575.34466
com,1987,1796801.59929
com,1988,1762657.6749
com,1989,4297730.24737
com,1990,3349708.69774
com,1991,2811014.88525
com,1992,3490881.95165
com,1993,3302017.96033
com,1994,2624887.35559
com,1995,3400496.53913
com,2003,4092677.8189
com,2004,2819191.06082
com,2005,2442825.17119
com,2006,3371452.79519
com,2007,5323764.78081
com,2008,5569628.32265
com,2009,3202917.63094
com,2010,3236260.6648
com,2011,3796736.09432
com,2012,3759625.57331
com,2014,7034715.27409
com,2015,6125957.90876
com,2016,7681567.3036
com,2017,7788988.62648
com,2018,8799807.09636
com,2019,8860283.7611
com,2020,9235161.0023
cpv,1977,1133743.83413
cpv,1978,895755.7235
cpv,1979,2118451.63364
cpv,1980,3482272.31345
cpv,1981,2879165.41174
cpv,1982,1660567.24614
cpv,1983,1319647.07115
cpv,1984,1623508.27415
cpv,1985,1899998.18113
cpv,1986,2636474.13695
cpv,1987,4166239.26218
cpv,1988,5281576.3
cpv,1989,7602136.07028
cpv,1990,6405132.94049
cpv,1991,5848617.10818
cpv,1992,5683236.32002
cpv,1993,4809478.61385
cpv,1994,4223427.53055
cpv,1995,3995272.38029
cpv,1996,2975246.83745
cpv,1997,4874610.9541
cpv,1998,2505661.05845
cpv,1999,1909799.60169
cpv,2000,5192515.95157
cpv,2001,7527127.06085
cpv,2002,6409495.7119
cpv,2003,16181601.80226
cpv,2004,17767847.65821
cpv,2005,19218409.27508
cpv,2006,19063525.66814
cpv,2007,26716652.61296
cpv,2008,27678837.95703
cpv,2009,22658367.2193
cpv,2010,13899470.5669
cpv,2011,14289686.02931
cpv,2012,12558800.55525
cpv,2013,13862651.10756
cpv,2014,13963981.94085
cpv,2015,12378798.22706
cpv,2016,24584112.82455
cpv,2017,30149711.94478
cpv,2018,34745346.70106
cpv,2019,35274313.60178
cpv,2020,25322623.44229
cri,1977,11400000
cri,1978,19200000
cri,1979,14400000
cri,1980,23500000
cri,1981,25900000
cri,1982,32200000
cri,1983,44900000
cri,1984,43700000
cri,1985,56400000
cri,1986,52400000
cri,1987,48500000
cri,1988,47800000
cri,1989,119900000
cri,1990,130300000
cri,1991,111400000
cri,1992,112800000
cri,1993,111200000
cri,1994,154600000
cri,1995,146400000
cri,1996,142490000
cri,1997,185440000
cri,1998,182700000
cri,1999,198222073
cri,2000,345141204.60401
cri,2001,241622649.98804
cri,2002,175554142.136
cri,2003,160357471.92181
cri,2004,200133275.72183
cri,2005,319751976.00387
cri,2006,451182895.86582
cri,2007,539149869.19102
cri,2008,450368846.90368
cri,2009,290926755.12284
cri,2010,271664038.43089
cri,2011,295350490.22221
cri,2012,303512234.21721
cri,2013,245679003.53735
cri,2014,344587429.61046
cri,2015,318508008.73645
cri,2016,371770197.15764
cri,2017,384232415.53086
cri,2018,545779393.38798
cri,2019,566665476.44645
cri,2020,348959449.12262
cym,2016,2147601635.83596
cym,2017,2582569932.72858
cym,2018,4259426412.27859
cym,2019,4312717498.82613
cyp,1976,29476557.82191
cyp,1977,46554754.90245
cyp,1978,60774391.59235
cyp,1979,74200748.48254
cyp,1980,97719402.85299
cyp,1981,102270655.56188
cyp,1982,115274770.43772
cyp,1983,102916452.67146
cyp,1984,109961853.9266
cyp,1985,115581964.40004
cyp,1986,68513893.44353
cyp,1987,77531209.51632
cyp,1988,87864266.13872
cyp,1989,119080131.25771
cyp,1990,158924234.29027
cyp,1991,175269174.91067
cyp,1992,156823984.35616
cyp,1993,131884436.26272
cyp,1994,121497548.71584
cyp,1995,443835210.70568
cyp,1996,417746730.32229
cyp,1997,440135183.29212
cyp,1998,470240795.04247
cyp,1999,493270974.96951
cyp,2000,572408501.83562
cyp,2001,558944232.56804
cyp,2002,756935161.41077
cyp,2003,905488834.31488
cyp,2004,1160121202.39659
cyp,2005,1634777163.24588
cyp,2006,2139545428.66323
cyp,2007,4162194678.29122
cyp,2008,15077446363.4393
cyp,2009,15529538247.6933
cyp,2010,17024154666.4568
cyp,2011,22632683870.461
cyp,2012,18796562278.4081
cyp,2013,20494726928.83649
cyp,2014,21354002182.1228
cyp,2015,31394945365.5215
cyp,2016,14251609152.2105
cyp,2017,25399075581.22969
cyp,2018,30763027357.0233
cyp,2019,19209879713.128
cyp,2020,17952687578.5136
cze,1993,547516352.74005
cze,1994,790597132.72098
cze,1995,1197036372.4674
cze,1996,1170079599.36014
cze,1997,1405094424.9518
cze,1998,1712680823.66161
cze,1999,1859276088.49151
cze,2000,1952076611.41927
cze,2001,2233047737.1259
cze,2002,2051555582.07183
cze,2003,2681253160.3731
cze,2004,3427547174.71191
cze,2005,4764412123.08325
cze,2006,6431294431.93236
cze,2007,8821902232.09727
cze,2008,11026551378.9853
cze,2009,6435451754.32845
cze,2010,6081499013.60282
cze,2011,7125401941.01658
cze,2012,7821487033.3361
cze,2013,6891738086.85937
cze,2014,7417828841.77771
cze,2015,7348264848.31692
cze,2016,8303774274.98975
cze,2017,11627427907.8194
cze,2018,11948322876.9432
cze,2019,13296816357.779
cze,2020,9963847582.20073
cze,2021,12486667632.0709
deu,1971,2680427690.18724
deu,1972,3150081216.86091
deu,1973,4391240161.12262
deu,1974,5347813224.99777
deu,1975,5492563861.57731
deu,1976,5990413775.97868
deu,1977,6458733267.72731
deu,1978,9493301039.79938
deu,1979,12065318780.9518
deu,1980,16662511406.2468
deu,1981,15738590272.1048
deu,1982,15250749617.4665
deu,1983,15564220294.4803
deu,1984,16880560214.2802
deu,1985,17845201883.2528
deu,1986,25199762336.5606
deu,1987,32443037569.536
deu,1988,42694584228.6868
deu,1989,49659981903.65391
deu,1990,71782691613.05991
deu,1991,82775675734.16739
deu,1992,89099169344.0603
deu,1993,83680217946.47868
deu,1994,79847211944.42641
deu,1995,92410372687.55901
deu,1996,93059683461.67741
deu,1997,90333368232.22769
deu,1998,91945554099.43501
deu,1999,98155322258.68141
deu,2000,111591890229.075
deu,2001,95962727376.4424
deu,2002,102731066186.183
deu,2003,126506551007.202
deu,2004,177065745882.46799
deu,2005,207475281061.95599
deu,2006,262286641469.54001
deu,2007,336026236245.37903
deu,2008,290388170892.20599
deu,2009,256091225571.51599
deu,2010,266342276194.51697
deu,2011,306628687505.20099
deu,2012,263275601034.76501
deu,2013,255532097173.72198
deu,2014,253951536379.77399
deu,2015,225477056918.23199
deu,2016,235602863818.198
deu,2017,234724874856.45801
deu,2018,284641726608.04102
deu,2019,267552356128.27399
deu,2020,235240727876.78101
deu,2021,277815215197.33002
dji,1991,27689468.32395
dji,1992,29355000.25321
dji,1993,30266541.37665
dji,1994,23655054.83314
dji,1995,25894520.06234
dji,1996,24212107.74191
dji,1997,21680049.06567
dji,1998,21477484.37157
dji,1999,21680049.06567
dji,2000,25191170.43006
dji,2001,21471857.57451
dji,2002,24476567.20365
dji,2003,31217470.07951
dji,2004,33254370.61462
dji,2005,31954580.49415
dji,2006,34863634.57329
dji,2007,35195615.59973
dji,2008,45583639.52487
dji,2009,36956803.07898
dji,2010,32753585.67643
dji,2011,36681090.02313
dji,2012,45627697.34584
dji,2013,39787081.99931
dji,2014,37879597.79655
dji,2015,39713933.63756
dji,2016,40237225.76398
dji,2017,41323197.59623
dji,2018,59857867.10631
dji,2019,79461628.05746
dji,2020,64055457.71181
dma,1976,401580.18624
dma,1977,300000
dma,1978,200000
dma,1979,300000
dma,1980,600000
dma,1981,1000000
dma,1982,1000000
dma,1983,1259259.25926
dma,1984,0
dma,1985,0
dma,1986,1977777.77778
dma,1987,2688888.88889
dma,1988,4329629.62963
dma,1989,3600000
dma,1990,4029629.62963
dma,1991,2603703.7037
dma,1992,2503703.7037
dma,1993,2970370.37037
dma,1994,3074074.07407
dma,1995,3288888.88889
dma,1996,2848148.14815
dma,1997,3603703.7037
dma,1998,4648148.14815
dma,1999,4625925.92593
dma,2000,4674074.07407
dma,2001,3571111.11111
dma,2002,2735370.37037
dma,2003,2225961.11111
dma,2004,3807963.40741
dma,2005,5925844.44444
dma,2006,6168450.37037
dma,2007,8537628.88889
dma,2008,8415728.51852
dma,2009,6565808.51852
dma,2010,6090838.14815
dma,2011,4931905.18519
dma,2012,4782713.33333
dma,2013,4625272.22222
dma,2014,10773654.49979
dma,2015,12527401.02662
dma,2016,11240383.56111
dma,2017,13137422.287
dma,2018,10616133.48635
dma,2019,14571071.96958
dma,2020,11593585.82554
dnk,1975,248883728.12939
dnk,1976,255236950.11649
dnk,1977,362770415.45554
dnk,1978,542635789.44826
dnk,1979,893387086.4739
dnk,1980,1126968986.67359
dnk,1981,1187409934.3674
dnk,1982,1145702826.53439
dnk,1983,909101097.75328
dnk,1984,1227354937.04894
dnk,1985,1408639632.62025
dnk,1986,1994800954.03036
dnk,1987,2626551414.36882
dnk,1988,3676906336.11492
dnk,1989,4718111067.49804
dnk,1990,6011240248.79559
dnk,1991,8855111746.41581
dnk,1992,15955796491.0633
dnk,1993,23090598540.60189
dnk,1994,22743023144.3158
dnk,1995,28432768721.358
dnk,1996,37626483489.4414
dnk,1997,18774101621.1002
dnk,1998,10401186097.384
dnk,1999,9090113109.38503
dnk,2000,11883341020.1073
dnk,2001,10737102146.0125
dnk,2002,9265132944.52726
dnk,2003,11179636683.1683
dnk,2004,12784127267.0353
dnk,2005,25605613357.5987
dnk,2006,28354959993.5002
dnk,2007,34664512344.7414
dnk,2008,37952402000.2723
dnk,2009,25225770222.35189
dnk,2010,26130398199.3545
dnk,2011,30446243804.748
dnk,2012,26285822270.6044
dnk,2013,31772674911.5716
dnk,2014,33308941350.6971
dnk,2015,28705291764.7225
dnk,2016,26938366258.13869
dnk,2017,28758983966.5541
dnk,2018,32020963130.0898
dnk,2019,31087241985.8428
dnk,2020,29760966231.147
dnk,2021,34245264156.02069
dom,1968,1000000
dom,1969,1000000
dom,1970,1500000
dom,1971,1500000
dom,1972,1500000
dom,1973,2800000
dom,1974,5000000
dom,1975,5200000
dom,1976,8900000
dom,1977,12300000
dom,1978,20800000
dom,1979,31900000
dom,1980,41800000
dom,1981,11800000
dom,1982,4400000
dom,1983,6900000
dom,1984,5800000
dom,1985,21600000
dom,1986,17000000
dom,1987,11600000
dom,1988,8500000
dom,1989,107100000
dom,1990,86300000
dom,1991,87200000
dom,1992,54700000
dom,1993,103600000
dom,1994,101400000
dom,1995,128100000
dom,1996,130300000
dom,1997,140400000
dom,1998,168200000
dom,1999,218300000
dom,2000,299700000
dom,2001,271200000
dom,2002,300400000
dom,2003,340700000
dom,2004,325000000
dom,2005,436640000
dom,2006,728700000
dom,2007,828600000
dom,2008,728700000
dom,2009,461400000
dom,2010,486100000
dom,2011,704700000
dom,2012,678500000
dom,2013,554600000
dom,2014,552300000
dom,2015,545500000
dom,2016,478700000
dom,2017,459400000
dom,2018,619300000
dom,2019,665900000
dom,2020,385300000
dza,1977,87297105.59147
dza,1978,69088983.60248
dza,1979,156490596.76374
dza,1980,372122112.4372
dza,1981,481485700.93624
dza,1982,328383506.13161
dza,1983,186476779.19029
dza,1984,179396493.35536
dza,1985,190540594.29572
dza,1986,171617536.0372
dza,1987,109696564.59365
dza,1988,71177786.66952
dza,1989,110927716.26688
dza,1990,73234651.3772
dza,1991,70265186.11748
dza,2005,1426999999.99992
dza,2006,2417000000.0001
dza,2007,3798220253.88659
dza,2008,5110448347.55729
dza,2009,4751497246.97293
dza,2010,4580427707.4646
dza,2011,4443262907.95844
dza,2012,3906662331.957
dza,2013,3545329114.51377
dza,2014,3259235933.57939
dza,2015,2197441274.61172
dza,2016,2424791799.76258
dza,2017,2258960048.77348
dza,2018,1151511506.3509
dza,2019,1042510528.47072
dza,2020,846285788.21544
ecu,1976,13200000
ecu,1977,23500000
ecu,1978,34900000
ecu,1979,62200000
ecu,1980,88010000
ecu,1981,69400000
ecu,1982,26000000
ecu,1983,23000000
ecu,1984,59000000
ecu,1985,29000000
ecu,1986,32000000
ecu,1987,28000000
ecu,1988,17000000
ecu,1989,20000000
ecu,1990,25000000
ecu,1991,31000000
ecu,1992,35000000
ecu,1993,31790000
ecu,1994,61290000
ecu,1995,98420000
ecu,1996,80290000
ecu,1997,128360000
ecu,1998,119380000
ecu,1999,75190000
ecu,2000,257446289.99
ecu,2001,150090218.78333
ecu,2002,82715571.85852
ecu,2003,62570494.76333
ecu,2004,100124131.21
ecu,2005,213158962.44
ecu,2006,286568076.83191
ecu,2007,337442419.26265
ecu,2008,333508159.92766
ecu,2009,199067002.86606
ecu,2010,77718696.47578
ecu,2011,84464861.436
ecu,2012,104925519.66574
ecu,2013,112626497.22692
ecu,2014,120712562.86449
ecu,2015,140332162.96685
ecu,2016,163088428.45721
ecu,2017,185031527.32812
ecu,2018,235842547.118
ecu,2019,195040778.08208
ecu,2020,85933694.79993
egy,1977,38588824.6728
egy,1978,86122078.90551
egy,1979,172285714.53184
egy,1980,269714286.09959
egy,1981,400714286.28673
egy,1982,402285714.86041
egy,1983,437000000.62429
egy,1984,522428571.73954
egy,1985,418285714.28571
egy,1986,406285714.28571
egy,1987,502857142.85714
egy,1988,574857142.85714
egy,1989,708727272.72727
egy,1990,856500000
egy,1991,860000000
egy,1992,915000000
egy,1993,1110000000
egy,1994,1330000000
egy,1995,1578000000
egy,1996,1901000000
egy,1997,2121500000
egy,1998,2030000000
egy,1999,1787800000
egy,2000,1871000000
egy,2001,1468400000
egy,2002,698200000
egy,2003,578400000
egy,2004,572200000
egy,2005,1425400000
egy,2006,2560400000
egy,2007,3309000000
egy,2008,3065400000
egy,2009,991900000
egy,2010,533700000
egy,2011,317800000
egy,2012,232300000
egy,2013,196500000
egy,2014,198500000
egy,2015,303500000
egy,2016,382900000
egy,2017,734600000
egy,2018,909626911.66667
egy,2019,1047827740.91667
egy,2020,544556091.30833
eri,1994,3596828.76551
eri,1995,7792707.1717
eri,1996,8293112.85973
eri,1997,10720389.1915
eri,1998,11566793.53836
eri,1999,8466686.69605
eri,2000,9140925.68729
esp,1975,597396092.41129
esp,1976,424541829.56989
esp,1977,449338996.46683
esp,1978,758332912.35222
esp,1979,1348034924.54411
esp,1980,1722613027.28259
esp,1981,2026566831.9242
esp,1982,1935627074.32319
esp,1983,1324871589.6411
esp,1984,1488987332.71057
esp,1985,1816668328.01759
esp,1986,1665936167.10636
esp,1987,1861802675.30801
esp,1988,2690462417.80411
esp,1989,3775225333.17411
esp,1990,7816803706.85443
esp,1991,10923325691.0402
esp,1992,14083664689.1534
esp,1993,11845018572.929
esp,1994,8686787179.94939
esp,1995,14204595429.1986
esp,1996,15582198724.5255
esp,1997,15041031641.9204
esp,1998,15924725284.6637
esp,1999,20756263361.3187
esp,2000,23756640521.1112
esp,2001,25422497266.2613
esp,2002,27416090498.6786
esp,2003,34034358221.2498
esp,2004,42192784119.0477
esp,2005,48043116777.6301
esp,2006,66290095950.6452
esp,2007,88441492325.31398
esp,2008,87637417934.989
esp,2009,72458325039.03149
esp,2010,71509224734.92059
esp,2011,74233710442.70151
esp,2012,63975586154.0634
esp,2013,71997998793.41431
esp,2014,69068443076.04469
esp,2015,60905877128.8977
esp,2016,63751772474.1179
esp,2017,67922059180.7088
esp,2018,76946118981.90489
esp,2019,75006422103.815
esp,2020,64514890482.5779
est,1992,464706.85522
est,1993,26870036.84775
est,1994,37282675.87778
est,1995,63631696.01495
est,1996,112161272.26532
est,1997,115068683.35171
est,1998,133545239.14308
est,1999,133836512.19307
est,2000,119007867.69064
est,2001,172858716.32756
est,2002,205005381.19122
est,2003,247288673.45361
est,2004,494656588.82114
est,2005,800357357.28738
est,2006,1160235353.99886
est,2007,1708039066.34439
est,2008,1736546782.63038
est,2009,1039314856.83934
est,2010,1114852751.35267
est,2011,1429950846.39193
est,2012,1287325529.43885
est,2013,1574087729.54568
est,2014,1498176814.49156
est,2015,1133571177.31236
est,2016,1319079081.41767
est,2017,1385303580.9902
est,2018,1679267393.26669
est,2019,1846543201.10525
est,2020,1696860291.3636
est,2021,2251261565.50526
eth,1977,19275362.32815
eth,1978,18067632.85897
eth,1979,20483091.79733
eth,1980,28115942.04257
eth,1981,24782608.70762
eth,1982,41400966.20358
eth,1983,30676328.51723
eth,1984,23816425.12537
eth,1985,24734299.51691
eth,1986,34009661.83575
eth,1987,21884057.97101
eth,1988,17149758.45411
eth,1989,12657004.83092
eth,1990,9178743.96135
eth,1991,14444444.44444
eth,1992,22287922.70531
eth,1993,25940000
eth,1994,42920172.01911
eth,1995,68359586.15455
eth,1996,41244920.5982
eth,1997,24237875.33956
eth,1998,20997691.72379
eth,1999,16646847.28614
eth,2000,16187990.18251
eth,2001,16283419.35482
eth,2002,14306017.23304
eth,2003,18876976.59218
eth,2004,31724040.71961
eth,2005,43402285.33539
eth,2006,55773000.4509
eth,2007,76470534.1157
eth,2008,37501638.39556
eth,2009,6499912.51446
eth,2010,8140667.58633
eth,2011,8796270.342
eth,2012,8652355.65019
eth,2013,7619284.77929
eth,2014,10435808.92174
eth,2015,18850862.51171
eth,2016,12265222.26424
eth,2017,28434014.13442
eth,2018,66487959.22791
eth,2019,66570909.2172
eth,2020,12852345.70768
fin,1975,134012053.99484
fin,1976,132347050.82581
fin,1977,146792934.37829
fin,1978,224643909.87108
fin,1979,367935188.40008
fin,1980,529783275.95998
fin,1981,682559057.99359
fin,1982,571341415.6448
fin,1983,520401549.29923
fin,1984,871942918.17455
fin,1985,999197875.59978
fin,1986,1022824895.53878
fin,1987,1496318839.63259
fin,1988,2368407783.02675
fin,1989,2512822533.00224
fin,1990,3504713592.31915
fin,1991,2597895187.83111
fin,1992,1535565813.42523
fin,1993,1153996788.142
fin,1994,1789029046.19955
fin,1995,2878760852.87828
fin,1996,2867696128.17907
fin,1997,4135834319.85907
fin,1998,4236576082.99194
fin,1999,5663744011.64836
fin,2000,7265264236.86165
fin,2001,8570019055.65099
fin,2002,8615310669.92874
fin,2003,9356434555.8348
fin,2004,13138665425.7962
fin,2005,14400129455.6673
fin,2006,19818542062.1578
fin,2007,25352603552.0017
fin,2008,24944144093.5145
fin,2009,16438404879.2347
fin,2010,19196131063.51229
fin,2011,20355542795.3559
fin,2012,18875271699.8794
fin,2013,19264219231.9642
fin,2014,22843969447.5399
fin,2015,17212917310.2765
fin,2016,17807752245.8745
fin,2017,18409453665.1896
fin,2018,20422978744.9451
fin,2019,23501396089.881
fin,2020,22093901417.7072
fin,2021,23674347020.202
fji,1979,14047376.40902
fji,1980,23008328.83125
fji,1981,30890684.35939
fji,1982,22489173.69087
fji,1983,20648554.73619
fji,1984,20940393.32489
fji,1985,35022195.90722
fji,1986,41222886.79678
fji,1987,39956318.71261
fji,1988,46215427.28295
fji,1989,51235955.05618
fji,1990,49091492.27107
fji,1991,51844811.19848
fji,1992,52295728.12875
fji,1993,52147686.9193
fji,1994,49176129.08734
fji,1995,55392273.05049
fji,1996,63635715.81273
fji,1997,61717491.81776
fji,1998,54559638.95343
fji,1999,47267880.9418
fji,2000,53253255.87361
fji,2001,67415314.63529
fji,2002,72763393.42509
fji,2003,92990843.99446
fji,2004,146682229.41412
fji,2005,81589249.73971
fji,2006,66005179.26574
fji,2007,67091878.92881
fji,2008,72313736.9157
fji,2009,61145087.16435
fji,2010,80282426.27493
fji,2011,99915056.76457
fji,2012,75518603.53195
fji,2013,88126872.40806
fji,2014,59411827.02239
fji,2015,66711254.32862
fji,2016,72294478.64622
fji,2017,77450239.01236
fji,2018,69390504.71926
fji,2019,61561070.31964
fji,2020,61827003.32381
fra,1975,5141024441.55313
fra,1976,5330438540.36199
fra,1977,6358673112.73482
fra,1978,9286551337.19284
fra,1979,14346405743.0576
fra,1980,20920505689.3807
fra,1981,26160844183.7026
fra,1982,25438935244.3563
fra,1983,20215927161.0252
fra,1984,20420087135.2089
fra,1985,21791349690.7335
fra,1986,24239931697.6799
fra,1987,27560666327.439
fra,1988,34015506027.1409
fra,1989,41286537017.4695
fra,1990,55735560152.6125
fra,1991,69770546156.0063
fra,1992,87595551896.9532
fra,1993,98991794959.9335
fra,1994,41560818168.6174
fra,1995,45182115807.0478
fra,1996,47549189468.6984
fra,1997,57130332097.4652
fra,1998,66664987997.3734
fra,1999,85391757927.70828
fra,2000,84786205242.17419
fra,2001,86886328778.24071
fra,2002,79164796870.04649
fra,2003,107014959614.69299
fra,2004,136927726639.994
fra,2005,175190002667.12701
fra,2006,220040440618.82901
fra,2007,276090372129.39502
fra,2008,284950929458.79602
fra,2009,212526852276.49799
fra,2010,222011529977.505
fra,2011,237934814901.91296
fra,2012,213624107969.20999
fra,2013,210766069448.78696
fra,2014,209888291437.29095
fra,2015,178211106774.16199
fra,2016,177571909386.48999
fra,2017,187486522363.25601
fra,2018,216972196901.564
fra,2019,221137651220.474
fra,2020,165667856981.133
fra,2021,191270135854.228
fro,1998,112060000
fro,1999,113530000
fro,2000,101500000
fro,2001,90610000
fro,2002,91970000
fro,2003,106300000
fro,2004,104423283.11327
fro,2005,145798953.98811
fro,2006,179934463.8249
fro,2007,223763089.52362
fro,2008,232034158.90753
fro,2009,159233148.01266
fro,2010,209754476.36687
fro,2011,238717158.18924
fsm,2009,26537700
fsm,2010,23452900
fsm,2011,23706300
fsm,2012,31397300
fsm,2013,39897900
fsm,2014,54642000
gab,1978,4387211.5662
gab,1979,7333527.36817
gab,1980,24895925.16264
gab,1981,25208712.26245
gab,1982,19963101.57253
gab,1983,43247097.46353
gab,1984,47739287.74466
gab,1985,29181127.95427
gab,1986,18105380.05747
gab,1987,16004708.25102
gab,1988,15141940.47518
gab,1989,19027718.11813
gab,1990,20054007.13409
gab,1991,28003567.98547
gab,1992,47224734.44419
gab,1993,32137014.77105
gab,1994,11887507.52946
gab,1995,35045688.00034
gab,1996,42761990.18026
gab,1997,39052931.47059
gab,1998,57445373.43727
gab,1999,84175853.60865
gab,2000,48356948.44961
gab,2001,29836086.08424
gab,2002,17742050.63432
gab,2003,48329292.5519
gab,2004,13314787.54661
gab,2005,36498886.73152
gab,2007,105596719.48631
gab,2008,38766851.85005
gab,2009,250744255.64265
gab,2010,101959101.27161
gab,2011,184482414.39749
gab,2012,117435481.45404
gab,2013,40158688.55999
gab,2014,122142341.46858
gab,2015,111169253.10797
gbr,1970,3585597136.54212
gbr,1971,3739090063.53912
gbr,1972,8512687284.71938
gbr,1973,12067551206.0639
gbr,1974,14522571557.9501
gbr,1975,14562401989.0707
gbr,1976,15085526031.9872
gbr,1977,15397475578.8996
gbr,1978,21473169564.7672
gbr,1979,37250021948.8964
gbr,1980,55065060180.0032
gbr,1981,74883260647.03281
gbr,1982,77585999416.44031
