geo,time,dt_nfl_uncr_cd
geo,2000,4210000.03815
geo,2001,4940000.05722
geo,2002,4340000.15259
geo,2003,3799999.95232
geo,2004,3430000.06676
geo,2005,1450000.04768
geo,2006,1110000.01431
geo,2007,2400000.09537
geo,2008,3019999.98093
geo,2009,959999.97854
geo,2010,1519999.98093
geo,2011,3460000.03815
geo,2012,4043600.0824
geo,2013,2831088.0661
geo,2018,2652902.36473
geo,2019,1704423.78521
gha,1976,19999.99955
gha,1977,19999.99955
gha,1978,100000.00149
gha,1979,150000.00596
gha,1980,140000.0006
gha,1981,389999.98569
gha,1982,389999.98569
gha,1983,159999.99642
gha,1984,90000.00358
gha,1985,170000.00179
gha,1986,230000.00417
gha,1988,150000.00596
gha,1989,170000.00179
gha,1990,209999.99344
gha,1991,569999.99285
gha,1992,589999.97377
gha,1993,4289999.96185
gha,1994,2920000.07629
gha,1995,2569999.93324
gha,1996,2380000.11444
gha,1997,1879999.99523
gha,1998,1539999.96185
gha,1999,1200000.04768
gha,2000,680000.00715
gha,2001,790000.02146
gha,2002,1470000.02861
gha,2003,2529999.97139
gha,2004,4610000.13351
gha,2005,1700000.04768
gha,2006,1200000.04768
gha,2007,2380000.11444
gha,2008,2480000.01907
gha,2009,1899999.97616
gha,2010,779999.97139
gha,2013,56411.00183
gha,2015,4480950.83237
gha,2018,3015840.5304
gha,2019,5595968.24646
gin,1984,1100000.02384
gin,1990,9880000.11444
gin,1991,15699999.80927
gin,1992,16459999.08447
gin,1993,16399999.61853
gin,1994,16040000.91553
gin,1995,19680000.30518
gin,1996,23659999.84741
gin,1997,25559999.46594
gin,1998,19639999.38965
gin,1999,25239999.77112
gin,2000,18649999.61853
gin,2001,29309999.46594
gin,2002,22979999.54224
gin,2003,20670000.07629
gin,2004,11220000.26703
gin,2005,3440000.05722
gin,2006,1320000.05245
gin,2007,2329999.92371
gin,2008,3269999.98093
gin,2009,2059999.94278
gin,2010,769999.98093
gin,2013,1282691.00189
gin,2015,2382490.63492
gin,2018,817847.60952
gin,2019,919509.05323
gmb,1979,29999.99933
gmb,1980,39999.99911
gmb,1981,9999.99978
gmb,1993,419999.98689
gmb,1994,280000.00119
gmb,1995,790000.02146
gmb,1996,509999.99046
gmb,1997,349999.99404
gmb,1998,310000.00238
gmb,1999,189999.99762
gmb,2000,589999.97377
gmb,2001,469999.99881
gmb,2002,300000.01192
gmb,2003,540000.02146
gmb,2004,479999.98927
gmb,2005,180000.00715
gmb,2006,109999.9994
gmb,2007,119999.99732
gmb,2008,39999.99911
gmb,2009,29999.99933
gmb,2013,264402.0021
gmb,2015,967666.38756
gmb,2018,532822.96658
gmb,2019,667527.67563
gnb,1975,1600000.02384
gnb,1976,2180000.06676
gnb,1977,19999.99955
gnb,1978,9999.99978
gnb,1991,250000
gnb,1992,219999.99881
gnb,1993,1149999.97616
gnb,1994,540000.02146
gnb,1995,219999.99881
gnb,1996,949999.98808
gnb,1997,460000.00834
gnb,1998,360000.01431
gnb,1999,330000.01311
gnb,2000,310000.00238
gnb,2003,29999.99933
gnb,2010,79999.99821
gnb,2013,592739.99929
gnb,2015,1030884.62353
gnb,2018,809303.04527
gnb,2019,1478255.74875
gnq,1979,1860000.01431
gnq,1980,50000.00075
gtm,1986,79999.99821
gtm,1988,949999.98808
gtm,1989,1179999.94755
gtm,1990,920000.01669
gtm,1991,860000.01431
gtm,1992,3150000.09537
gtm,1993,4690000.05722
gtm,1994,6659999.84741
gtm,1995,9939999.58038
gtm,1996,209999.99344
gtm,1997,219999.99881
gtm,1998,140000.0006
gtm,1999,140000.0006
gtm,2000,259999.99046
gtm,2013,3556.00007
hkg,1969,50000.00075
hkg,1970,19999.99955
hkg,1978,109999.9994
hkg,1979,8500000
hkg,1980,7190000.05722
hkg,1981,5579999.92371
hkg,1982,4099999.90463
hkg,1983,3960000.03815
hkg,1984,4320000.17166
hkg,1985,3650000.09537
hkg,1986,4179999.82834
hkg,1987,4250000
hkg,1988,8479999.54224
hkg,1989,26389999.38965
hkg,1990,15529999.73297
hkg,1991,20340000.15259
hkg,1992,18829999.92371
hkg,1993,17190000.53406
hkg,1994,14649999.61853
hkg,1995,3549999.95232
hkg,1996,2180000.06676
hkg,1997,3829999.92371
hkg,1998,159999.99642
hnd,1978,150000.00596
hnd,1980,239999.99464
hnd,1981,730000.01907
hnd,1982,1809999.94278
hnd,1983,11659999.84741
hnd,1984,12000000
hnd,1985,11000000
hnd,1986,13800000.19073
hnd,1987,15069999.69482
hnd,1988,13960000.03815
hnd,1989,13539999.96185
hnd,1990,11390000.34332
hnd,1991,2009999.99046
hnd,1992,1299999.95232
hnd,1993,500000
hnd,1994,70000.0003
hnd,1995,70000.0003
hnd,1996,50000.00075
hrv,1994,60159999.84741
hrv,2000,10310000.41962
hrv,2001,9659999.84741
hrv,2002,9460000.03815
hrv,2003,6769999.98093
hrv,2004,4500000
hrv,2005,1610000.01431
hrv,2006,1379999.99523
hrv,2007,1779999.97139
hrv,2008,2109999.8951
hrv,2009,1179999.94755
hrv,2010,239999.99464
hti,1988,150000.00596
hti,1989,159999.99642
hti,1990,129999.99523
hti,1991,140000.0006
hti,1992,490000.00954
hti,1993,259999.99046
hti,1994,939999.99762
hti,1995,560000.00238
hti,2015,39233.96021
hti,2016,804263.17453
hun,1990,2490000.00954
hun,1991,4010000.22888
hun,1992,9659999.84741
hun,1993,4510000.22888
hun,1994,2990000.00954
hun,1995,469999.99881
hun,1996,2380000.11444
hun,1997,1580000.04292
hun,1998,1110000.01431
hun,1999,1169999.95708
hun,2000,870000.00477
hun,2001,1230000.01907
hun,2002,1580000.04292
hun,2003,1710000.03815
hun,2004,2299999.95232
idn,1979,16670000.07629
idn,1980,9550000.19073
idn,1981,3799999.95232
idn,1982,7000000
idn,1983,4530000.20981
idn,1984,3599999.90463
idn,1985,3230000.01907
idn,1986,2470000.02861
idn,1987,2869999.88556
idn,1988,1679999.94755
idn,1989,1980000.01907
idn,1990,3990000.00954
idn,1991,6369999.88556
idn,1992,4070000.17166
idn,1993,2960000.03815
idn,1994,1960000.03815
idn,1995,419999.98689
idn,1996,579999.98331
idn,1997,730000.01907
idn,1998,469999.99881
idn,1999,870000.00477
idn,2000,1139999.98569
idn,2001,6090000.15259
idn,2002,5760000.22888
idn,2003,5920000.07629
idn,2005,1009999.99046
idn,2006,239999.99464
idn,2007,1080000.04292
idn,2008,980000.01907
idn,2009,930000.00715
idn,2010,959999.97854
idn,2012,59799.999
idn,2019,4665218.35327
ind,1969,319999.99285
ind,1970,310000.00238
ind,1971,699999.98808
ind,1972,129999.99523
ind,1973,230000.00417
ind,1974,100000.00149
ind,1975,9999.99978
ind,1980,39999.99911
ind,1981,1169999.95708
ind,1982,2230000.01907
ind,1983,2970000.02861
ind,1984,3920000.07629
ind,1985,3529999.97139
ind,1986,4019999.98093
ind,1988,3819999.93324
ind,1989,3549999.95232
ind,1990,4480000.01907
ind,1991,3549999.95232
ind,1992,2730000.01907
ind,1993,4449999.80927
ind,1994,4469999.79019
ind,1995,4929999.82834
ind,1996,3599999.90463
ind,1997,2630000.11444
ind,1998,2240000.00954
ind,1999,2309999.94278
ind,2000,2160000.08583
ind,2001,2200000.04768
ind,2002,2470000.02861
ind,2003,2309999.94278
ind,2005,790000.02146
ind,2006,119999.99732
ind,2007,1600000.02384
ind,2008,2099999.90463
ind,2009,1840000.03338
ind,2010,3049999.95232
ind,2012,1711500.04864
ind,2013,667171.00143
ind,2015,1239060.28271
ind,2017,2383310.07957
ind,2018,3596317.05284
ind,2019,5063142.77649
irn,1976,19999.99955
irn,1983,3549999.95232
irn,1984,7650000.09537
irn,1985,11850000.38147
irn,1986,8170000.07629
irn,1987,16110000.61035
irn,1988,22250000
irn,1989,18170000.07629
irn,1990,12279999.73297
irn,1991,55680000.30518
irn,1992,20819999.69482
irn,1993,23569999.69482
irn,1994,16200000.76294
irn,1995,9319999.69482
irn,1996,13060000.41962
irn,1997,14300000.19073
irn,1998,12029999.73297
irn,1999,12829999.92371
irn,2000,11069999.69482
irn,2001,11279999.73297
irn,2002,20270000.45776
irn,2003,10810000.41962
irn,2004,15300000.19073
irn,2005,2579999.92371
irn,2006,3309999.94278
irn,2007,709999.97854
irn,2008,1570000.05245
irn,2010,3470000.02861
irn,2016,16243917.46521
irn,2018,9292967.79633
irn,2019,14652213.09662
irq,1990,519999.98093
irq,1991,64790000.91553
irq,1992,15840000.15259
irq,1993,2190000.05722
irq,1994,2940000.05722
irq,1995,4510000.22888
irq,1996,4019999.98093
irq,1997,4210000.03815
irq,1998,3700000.04768
irq,1999,2920000.07629
irq,2000,2559999.94278
irq,2001,2740000.00954
irq,2002,3170000.07629
irq,2003,2119999.88556
irq,2004,430000.00715
irq,2006,589999.97377
irq,2007,90000.00358
irq,2008,159999.99642
irq,2009,340000.00358
irq,2010,10840000.15259
irq,2019,7354176.99814
isr,2000,9999.99978
isr,2002,59999.99866
isr,2003,59999.99866
isr,2004,100000.00149
jam,1983,50000.00075
jam,1984,39999.99911
jam,1985,19999.99955
jor,1970,9999.99978
jor,1990,360000.01431
jor,1991,1879999.99523
jor,1992,529999.97139
jor,1993,509999.99046
jor,1994,1000000
jor,1995,1259999.99046
jor,1996,1519999.98093
jor,1997,1360000.01431
jor,1998,1320000.05245
jor,1999,1610000.01431
jor,2000,1120000.00477
jor,2001,1080000.04292
jor,2002,1370000.00477
jor,2003,1200000.04768
jor,2004,1289999.96185
jor,2005,600000.02384
jor,2006,319999.99285
jor,2008,430000.00715
jor,2009,879999.99523
jor,2010,17129999.16077
jor,2018,306976.07994
jor,2019,13979884.14764
kaz,1997,270000.01073
kaz,1998,200000.00298
kaz,1999,230000.00417
kaz,2000,660000.02623
kaz,2001,870000.00477
kaz,2002,1299999.95232
kaz,2003,910000.02623
kaz,2004,1379999.99523
kaz,2005,860000.01431
kaz,2006,839999.97377
kaz,2007,639999.98569
kaz,2008,970000.02861
kaz,2009,569999.99285
kaz,2010,460000.00834
kaz,2013,1672381.04343
kaz,2015,221208.7512
kaz,2016,494418.68067
kaz,2017,1389009.95255
ken,1970,50000.00075
ken,1971,59999.99866
ken,1972,90000.00358
ken,1973,100000.00149
ken,1974,100000.00149
ken,1975,119999.99732
ken,1976,150000.00596
ken,1977,660000.02623
ken,1978,1700000.04768
ken,1979,1720000.02861
ken,1980,2230000.01907
ken,1981,1899999.97616
ken,1982,1960000.03815
ken,1983,2180000.06676
ken,1984,3299999.95232
ken,1985,2549999.95232
ken,1986,2230000.01907
ken,1987,2460000.03815
ken,1988,2660000.08583
ken,1989,2259999.99046
ken,1990,2039999.96185
ken,1991,12689999.58038
ken,1992,65019996.64307
ken,1993,59169998.16895
ken,1994,41580001.83105
ken,1995,23409999.84741
ken,1996,18469999.31335
ken,1997,20940000.53406
ken,1998,17610000.61035
ken,1999,18930000.30518
ken,2000,16969999.31335
ken,2001,21950000.76294
ken,2002,25079999.92371
ken,2003,24709999.08447
ken,2004,15869999.88556
ken,2005,7280000.20981
ken,2006,2309999.94278
ken,2007,8159999.84741
ken,2008,9350000.38147
ken,2009,6429999.82834
ken,2010,4579999.92371
ken,2013,7087257.86209
ken,2017,3636409.99794
ken,2018,325615.13782
ken,2019,44897132.87354
kgz,1997,500000
kgz,1998,550000.01192
kgz,1999,449999.98808
kgz,2000,1090000.03338
kgz,2001,1009999.99046
kgz,2002,930000.00715
kgz,2003,899999.97616
kgz,2004,1080000.04292
kgz,2005,1470000.02861
kgz,2006,709999.97854
kgz,2007,649999.97616
kgz,2008,819999.99285
kgz,2009,360000.01431
kgz,2010,230000.00417
kgz,2012,1046399.95098
kgz,2013,1733332.9916
kgz,2015,2165493.48831
kgz,2016,1532763.36193
kgz,2017,805939.9724
kgz,2018,576125.86021
kgz,2019,585634.6488
khm,1970,50000.00075
khm,1971,9999.99978
khm,1979,18280000.68665
khm,1980,74099998.47412
khm,1981,37060001.37329
khm,1982,2079999.92371
khm,1983,1000000
khm,1984,2250000
khm,1985,699999.98808
khm,1986,1220000.02861
khm,1988,439999.99762
khm,1989,560000.00238
khm,1990,959999.97854
khm,1991,18959999.08447
khm,1992,39819999.69482
khm,1993,26219999.31335
khm,1994,3589999.91417
khm,1995,1750000
khm,1996,379999.99523
khm,1997,409999.99642
khm,1998,100000.00149
khm,1999,109999.9994
khm,2000,2589999.91417
khm,2001,759999.99046
khm,2002,1129999.99523
khm,2003,449999.98808
khm,2005,300000.01192
khm,2006,9999.99978
khm,2007,579999.98331
khm,2008,649999.97616
khm,2009,449999.98808
khm,2010,349999.99404
khm,2011,579999.98331
kor,1979,79999.99821
kor,1980,170000.00179
kor,1981,109999.9994
kor,1982,79999.99821
kor,1983,50000.00075
kor,1984,50000.00075
kor,1985,70000.0003
kor,1986,200000.00298
kor,1988,119999.99732
kor,1989,259999.99046
kor,1990,289999.99166
kor,1991,189999.99762
kor,1992,159999.99642
kor,1993,39999.99911
kor,2001,70000.0003
kor,2002,189999.99762
kos,2009,4239999.77112
kos,2011,7340000.15259
kos,2012,4414899.82605
kos,2013,5007924.0799
kos,2015,3179657.69768
kos,2016,3493463.75465
kos,2017,3288110.01778
kos,2018,1485758.66222
kos,2019,2385661.3636
kwt,1991,1000000
kwt,1992,310000.00238
kwt,1995,449999.98808
kwt,1996,689999.99762
kwt,1997,779999.97139
kwt,1998,810000.00238
kwt,1999,1019999.98093
kwt,2000,579999.98331
kwt,2001,430000.00715
lao,1972,29999.99933
lao,1973,29999.99933
lao,1976,180000.00715
lao,1977,200000.00298
lao,1978,3839999.91417
lao,1979,4119999.88556
lao,1980,3880000.11444
lao,1981,2250000
lao,1982,1149999.97616
lao,1983,1370000.00477
lao,1984,759999.99046
lao,1985,860000.01431
lao,1986,759999.99046
lao,1987,509999.99046
lao,1988,750000
lao,1989,579999.98331
lao,1990,800000.01192
lao,1991,1120000.00477
lao,1992,3099999.90463
lao,1993,3230000.01907
lao,1994,4429999.82834
lao,2000,910000.02623
lao,2001,430000.00715
lbn,1975,50000.00075
lbn,1976,920000.01669
lbn,1977,980000.01907
lbn,1978,3240000.00954
lbn,1979,180000.00715
lbn,1980,129999.99523
lbn,1981,239999.99464
lbn,1982,3480000.01907
lbn,1983,769999.98093
lbn,1984,639999.98569
lbn,1985,189999.99762
lbn,1986,70000.0003
lbn,1987,59999.99866
lbn,1988,50000.00075
lbn,1989,90000.00358
lbn,1990,100000.00149
lbn,1991,59999.99866
lbn,1992,319999.99285
lbn,1993,1289999.96185
lbn,1994,579999.98331
lbn,1995,759999.99046
lbn,1996,1360000.01431
lbn,1997,1740000.00954
lbn,1998,2420000.07629
lbn,1999,2569999.93324
lbn,2000,1700000.04768
lbn,2001,1799999.95232
lbn,2002,2140000.1049
lbn,2003,2069999.93324
lbn,2004,2640000.1049
lbn,2005,1090000.03338
lbn,2006,419999.98689
lbn,2007,1820000.05245
lbn,2008,980000.01907
lbn,2009,1440000.05722
lbn,2010,6239999.77112
lbn,2013,166637.00342
lbn,2017,12445590.01923
lbn,2018,8934276.58081
lbn,2019,29937271.11816
lbr,1969,19999.99955
lbr,1970,29999.99933
lbr,1971,29999.99933
lbr,1972,29999.99933
lbr,1973,29999.99933
lbr,1974,19999.99955
lbr,1975,9999.99978
lbr,1978,29999.99933
lbr,1979,29999.99933
lbr,1980,100000.00149
lbr,1981,189999.99762
lbr,1982,270000.01073
lbr,1983,259999.99046
lbr,1984,300000.01192
lbr,1985,280000.00119
lbr,1986,349999.99404
lbr,1988,360000.01431
lbr,1989,379999.99523
lbr,1990,209999.99344
lbr,1991,79999.99821
lbr,1992,3990000.00954
lbr,1993,9399999.61853
lbr,1994,5230000.01907
lbr,1995,3549999.95232
lbr,1996,1830000.04292
lbr,1997,2279999.97139
lbr,1998,2500000
lbr,1999,6079999.92371
lbr,2000,11720000.26703
lbr,2001,5800000.19073
lbr,2002,8329999.92371
lbr,2003,5889999.86649
lbr,2004,189999.99762
lbr,2005,4159999.84741
lbr,2006,1779999.97139
lbr,2007,3779999.97139
lbr,2008,6329999.92371
lbr,2009,2190000.05722
lbr,2010,1090000.03338
lbr,2012,10215200.42419
lbr,2013,14615200.9964
lbr,2015,4808256.62613
lbr,2018,4773289.20364
lbr,2019,7636781.6925
lby,1988,9999.99978
lby,1991,270000.01073
lby,1992,730000.01907
lby,1993,1049999.95232
lby,1994,1070000.05245
lby,1995,1129999.99523
lby,1996,1250000
lby,1997,1379999.99523
lby,1998,1389999.98569
lby,1999,1230000.01907
lby,2000,839999.97377
lby,2001,939999.99762
lby,2002,750000
lby,2003,689999.99762
lby,2004,709999.97854
lby,2005,370000.00477
lby,2006,419999.98689
lby,2007,289999.99166
lby,2008,1000000
lby,2009,1860000.01431
lby,2010,479999.98927
lby,2012,5153999.80545
lby,2013,2743102.07367
lby,2014,3740799.90387
lby,2019,2500000
lka,1988,6469999.79019
lka,1989,2869999.88556
lka,1990,2160000.08583
lka,1991,1220000.02861
lka,1992,3740000.00954
lka,1993,4739999.77112
lka,1994,5230000.01907
lka,1995,5409999.84741
lka,1996,39999.99911
lka,1997,39999.99911
lka,1998,50000.00075
lka,1999,39999.99911
lka,2000,4530000.20981
lka,2001,5190000.05722
lka,2002,5360000.13351
lka,2003,5090000.15259
lka,2005,500000
lka,2006,100000.00149
lka,2007,109999.9994
lka,2008,1990000.00954
lka,2012,1075500.01144
lka,2015,3180142.16423
lka,2016,2839130.87845
lka,2017,3312180.04227
lka,2018,1812582.1352
lka,2019,2316122.05505
lso,1974,9999.99978
lso,1975,9999.99978
lso,1976,9999.99978
lso,1977,100000.00149
lso,1978,50000.00075
lso,1979,500000
lso,1980,540000.02146
lso,1981,460000.00834
lso,1982,660000.02623
lso,1983,720000.02861
lso,1984,629999.99523
lso,1985,419999.98689
lso,1986,289999.99166
lso,1987,419999.98689
lso,1988,370000.00477
lso,1989,189999.99762
lso,1990,170000.00179
lso,1991,200000.00298
lso,1992,250000
lso,1993,170000.00179
lso,1994,50000.00075
lso,1995,29999.99933
lso,1996,39999.99911
lso,1997,29999.99933
lva,1998,170000.00179
lva,1999,289999.99166
lva,2000,219999.99881
lva,2001,250000
lva,2002,70000.0003
mac,1969,70000.0003
mac,1970,209999.99344
mac,1971,239999.99464
mac,1972,79999.99821
mac,1973,119999.99732
mac,1974,29999.99933
mac,1975,19999.99955
mac,1980,4360000.13351
mac,1982,660000.02623
mac,1983,479999.98927
mac,1984,379999.99523
mac,1985,300000.01192
mac,1986,259999.99046
mac,1988,150000.00596
mac,1989,129999.99523
mac,1990,119999.99732
mar,1969,9999.99978
mar,1981,19999.99955
mar,1982,50000.00075
mar,1983,50000.00075
mar,1984,50000.00075
mar,1985,70000.0003
mar,1986,39999.99911
mar,1988,59999.99866
mar,1989,70000.0003
mar,1990,59999.99866
mar,1991,159999.99642
mar,1992,230000.00417
mar,1993,239999.99464
mar,1994,239999.99464
mar,1995,180000.00715
mar,1996,239999.99464
mar,1997,209999.99344
mar,1998,239999.99464
mar,1999,230000.00417
mar,2000,280000.00119
mar,2001,319999.99285
mar,2002,389999.98569
mar,2003,189999.99762
mar,2004,250000
mar,2005,200000.00298
mar,2006,150000.00596
mar,2007,180000.00715
mar,2008,639999.98569
mar,2009,430000.00715
mar,2010,289999.99166
mar,2012,1819800.01926
mar,2014,2269799.94774
mar,2015,1526632.42817
mar,2016,3284836.7691
mar,2017,4009840.0116
mar,2018,3377853.15514
mar,2019,3932195.42503
mda,1997,430000.00715
mda,1998,519999.98093
mda,1999,519999.98093
mda,2000,730000.01907
mda,2001,939999.99762
mda,2002,889999.98569
mda,2003,879999.99523
mda,2004,769999.98093
mda,2005,300000.01192
mda,2006,340000.00358
mda,2007,409999.99642
mda,2008,469999.99881
mda,2009,230000.00417
mda,2010,270000.01073
mda,2011,1120000.00477
mda,2012,688199.99695
mda,2018,16482.94926
mda,2019,352395.08748
mdg,1995,39999.99911
mdg,1996,59999.99866
mdg,1997,50000.00075
mdg,1998,39999.99911
mex,1977,19999.99955
mex,1984,9739999.77112
mex,1985,11670000.07629
mex,1986,8810000.41962
mex,1987,7690000.05722
mex,1988,7349999.90463
mex,1989,8109999.65668
mex,1990,8340000.15259
mex,1991,8899999.61853
mex,1992,9399999.61853
mex,1993,10810000.41962
mex,1994,11310000.41962
mex,1995,4869999.88556
mex,1996,7239999.77112
mex,1997,9239999.77112
mex,1998,8619999.88556
mex,1999,8520000.45776
mex,2000,4449999.80927
mex,2001,4179999.82834
mex,2002,1750000
mex,2003,1480000.01907
mex,2004,1480000.01907
mex,2005,1070000.05245
mex,2009,930000.00715
mex,2010,389999.98569
mex,2012,1398000.00191
mex,2015,1825162.52995
mex,2018,2460399.62769
mex,2019,2092640.87677
mkd,1996,2529999.97139
mkd,1997,1519999.98093
mkd,1998,949999.98808
mkd,1999,449999.98808
mkd,2000,7969999.79019
mkd,2001,4760000.22888
mkd,2002,4139999.86649
mkd,2003,3990000.00954
mkd,2004,2180000.06676
mkd,2005,1000000
mkd,2006,819999.99285
mkd,2007,2029999.97139
mkd,2008,1679999.94755
mkd,2009,1289999.96185
mkd,2010,500000
mkd,2011,560000.00238
mkd,2012,1865000.00954
mkd,2013,1451218.96267
mkd,2015,385376.18518
mkd,2016,1346146.94118
mkd,2017,1364510.05936
mkd,2018,585960.26897
mkd,2019,2520228.62434
mli,1980,9999.99978
mli,1982,9999.99978
mli,1989,29999.99933
mli,1990,39999.99911
mli,1991,709999.97854
mli,1992,409999.99642
mli,1993,1029999.97139
mli,1994,1490000.00954
mli,1995,1809999.94278
mli,1996,649999.97616
mli,1997,430000.00715
mli,1998,150000.00596
mli,1999,569999.99285
mli,2000,230000.00417
mli,2001,250000
mli,2003,39999.99911
mli,2008,39999.99911
mli,2009,29999.99933
mli,2010,29999.99933
mli,2012,164199.99301
mli,2013,926775.99192
mli,2015,330000.01311
mli,2018,625251.23358
mli,2019,2196126.22261
mlt,1972,170000.00179
mlt,1973,400000.00596
mlt,1974,29999.99933
mlt,1975,29999.99933
mlt,1988,29999.99933
mlt,1989,39999.99911
mlt,1990,39999.99911
mlt,1991,39999.99911
mlt,1992,100000.00149
mlt,1993,140000.0006
mlt,1994,519999.98093
mlt,1995,620000.00477
mlt,1996,490000.00954
mlt,1997,300000.01192
mlt,1998,219999.99881
mlt,1999,219999.99881
mlt,2000,150000.00596
mlt,2001,140000.0006
mlt,2002,119999.99732
mlt,2003,29999.99933
mlt,2004,29999.99933
mmr,1993,150000.00596
mmr,1994,8229999.54224
mmr,1995,11520000.45776
mmr,2000,6300000.19073
mmr,2001,4360000.13351
mmr,2002,5320000.17166
mmr,2003,3279999.97139
mmr,2005,239999.99464
mmr,2006,159999.99642
mmr,2007,649999.97616
mmr,2008,620000.00477
mmr,2009,379999.99523
mmr,2012,816799.99828
mmr,2019,3100000.14305
mne,2006,319999.99285
mne,2007,1259999.99046
mne,2008,1360000.01431
mne,2009,1129999.99523
mne,2010,540000.02146
mne,2011,2759999.99046
mne,2012,1878200.05417
mne,2013,2398926.01967
mne,2015,1842879.77219
mne,2016,1670984.86423
mne,2017,1503239.98928
mne,2018,764559.03053
mne,2019,1785545.46833
mng,2002,100000.00149
mng,2003,50000.00075
mng,2005,50000.00075
mng,2008,90000.00358
mng,2009,209999.99344
mng,2010,39999.99911
mng,2011,19999.99955
moz,1974,100000.00149
moz,1975,3240000.00954
moz,1976,3369999.88556
moz,1977,3059999.94278
moz,1978,3589999.91417
moz,1979,4440000.05722
moz,1980,4650000.09537
moz,1981,50000.00075
moz,1982,310000.00238
moz,1983,9999.99978
moz,1984,709999.97854
moz,1985,1070000.05245
moz,1986,109999.9994
moz,1988,3019999.98093
moz,1989,4559999.94278
moz,1990,4510000.22888
moz,1991,3990000.00954
moz,1992,10510000.22888
moz,1993,30879999.16077
moz,1994,55159999.84741
moz,1995,43520000.45776
moz,1996,360000.01431
moz,1997,1009999.99046
moz,1998,769999.98093
moz,1999,529999.97139
moz,2000,819999.99285
moz,2001,1049999.95232
moz,2002,1879999.99523
moz,2003,1539999.96185
moz,2004,2200000.04768
moz,2005,740000.00954
moz,2006,589999.97377
moz,2007,1039999.96185
moz,2008,1009999.99046
moz,2009,1250000
moz,2010,800000.01192
moz,2011,3170000.07629
moz,2012,2736500.0248
moz,2013,3323688.98392
moz,2015,1931740.28397
moz,2016,2750956.0585
moz,2017,3080660.10475
moz,2018,2344554.6627
moz,2019,3157842.39769
mrt,1989,479999.98927
mrt,1990,1039999.96185
mrt,1991,740000.00954
mrt,1992,6119999.88556
mrt,1993,7110000.13351
mrt,1994,6519999.98093
mrt,1995,5690000.05722
mrt,1996,3809999.94278
mrt,1997,1100000.02384
mrt,1998,319999.99285
mrt,1999,59999.99866
mrt,2000,170000.00179
mrt,2001,219999.99881
mrt,2002,289999.99166
mrt,2003,280000.00119
mrt,2004,379999.99523
mrt,2005,289999.99166
mrt,2006,239999.99464
mrt,2007,140000.0006
mrt,2008,469999.99881
mrt,2009,790000.02146
mrt,2010,540000.02146
mrt,2011,0
mrt,2012,2759599.92409
mrt,2014,59599.99934
mrt,2015,2273676.63383
mrt,2016,9035856.24695
mrt,2017,8842309.95178
mrt,2018,4516232.0137
mrt,2019,7247292.51862
mwi,1985,159999.99642
mwi,1986,709999.97854
mwi,1987,6230000.01907
mwi,1988,37529998.7793
mwi,1989,28959999.08447
mwi,1990,36340000.15259
mwi,1991,49430000.30518
mwi,1992,27819999.69482
mwi,1993,28090000.15259
mwi,1994,18979999.54224
mwi,1995,4239999.77112
mwi,1996,2130000.11444
mwi,1997,1350000.02384
mwi,1998,1029999.97139
mwi,1999,819999.99285
mwi,2000,790000.02146
mwi,2001,1049999.95232
mwi,2002,1460000.03815
mwi,2003,1399999.97616
mwi,2004,1629999.99523
mwi,2005,709999.97854
mwi,2006,449999.98808
mwi,2007,1149999.97616
mwi,2008,889999.98569
mwi,2009,1149999.97616
mwi,2010,750000
mwi,2011,3140000.1049
mwi,2012,2179699.89777
mwi,2013,2403305.05371
mwi,2015,2874131.44112
mwi,2016,464690.83428
mwi,2017,5615729.80881
mwi,2018,4698497.77222
mwi,2019,7827381.13403
mys,1977,610000.01431
mys,1978,500000
mys,1979,23700000.76294
mys,1980,12720000.26703
mys,1981,9640000.34332
mys,1982,8020000.45776
mys,1983,6760000.22888
mys,1984,6639999.86649
mys,1985,5369999.88556
mys,1986,4789999.96185
mys,1987,4860000.13351
mys,1988,5480000.01907
mys,1989,7119999.88556
mys,1990,6880000.11444
mys,1991,9409999.84741
mys,1992,5570000.17166
mys,1993,3680000.06676
mys,1994,3259999.99046
mys,1995,639999.98569
mys,1996,1049999.95232
mys,1997,779999.97139
mys,1998,610000.01431
mys,1999,589999.97377
mys,2000,400000.00596
mys,2001,610000.01431
mys,2003,1110000.01431
mys,2005,910000.02623
mys,2006,270000.01073
mys,2007,1870000.00477
mys,2008,2660000.08583
mys,2009,2140000.1049
mys,2010,3049999.95232
mys,2011,6980000.01907
mys,2012,530600.01135
mys,2013,4131261.82556
mys,2017,5586540.22217
mys,2018,5640707.01599
mys,2019,8313323.97461
nam,1988,1039999.96185
nam,1989,12119999.88556
nam,1990,1659999.96662
nam,1991,189999.99762
nam,1992,409999.99642
nam,1993,779999.97139
nam,1994,639999.98569
nam,1995,670000.01669
nam,1996,750000
nam,1997,829999.98331
nam,1998,949999.98808
nam,1999,2180000.06676
nam,2000,2559999.94278
nam,2001,2519999.98093
nam,2002,4420000.07629
nam,2003,4059999.94278
nam,2004,3910000.08583
nam,2005,939999.99762
nam,2006,589999.97377
nam,2007,889999.98569
nam,2008,1059999.94278
nam,2009,1220000.02861
nam,2010,1009999.99046
nam,2011,3240000.00954
nam,2012,2992300.03357
nam,2013,2984488.01041
nam,2015,450487.97131
ner,1973,19999.99955
ner,1974,100000.00149
