geo,time,dt_nfl_ilog_cd
cog,2012,123222.58204
cog,2013,139069.24427
cog,2014,151209.99515
cog,2015,125159.99377
cog,2016,194639.99569
cog,2017,4389.9999
cog,2018,241887.46512
cog,2019,223759.99391
col,2012,326175.65989
col,2013,476880.96762
col,2014,307520.00213
col,2015,790539.97993
col,2016,482250.00501
col,2017,703629.97055
col,2018,1557821.15459
col,2019,2813750.02861
com,2012,147035.55405
com,2013,213111.69863
com,2014,128989.99453
com,2015,98839.99825
com,2016,247350.0073
com,2017,250669.98601
com,2018,461409.53898
com,2019,691150.00963
cpv,2012,255399.04833
cpv,2013,323489.45737
cpv,2014,225999.99607
cpv,2015,238250.00226
cpv,2016,277220.01076
cpv,2017,344370.00751
cpv,2018,433729.91681
cpv,2019,578119.99321
cri,2012,300429.04615
cri,2013,462997.97297
cri,2014,451350.00348
cri,2015,739229.97713
cri,2016,560119.98653
cri,2017,562789.9766
cri,2018,884396.91067
cri,2019,951349.97368
cub,2012,6695.02979
cub,2013,32909.03941
cub,2014,28249.99951
cub,2015,10459.99955
cub,2016,14109.99987
cub,2017,12570.00025
cub,2018,20105.82387
cub,2019,4939.9999
dji,2012,74182.2198
dji,2013,94565.86838
dji,2014,65600.00032
dji,2015,121009.99802
dji,2016,106229.99817
dji,2017,83559.99738
dji,2018,64274.40047
dji,2019,512889.98127
dma,2012,73722.0943
dma,2013,77271.07406
dma,2014,72920.00204
dma,2015,73200.00231
dma,2016,80859.99638
dma,2017,83439.99833
dma,2018,11888.57388
dma,2019,82670.00318
dom,2012,289367.9142
dom,2013,558221.39978
dom,2014,308459.99718
dom,2015,376190.00673
dom,2016,278010.01072
dom,2017,300940.00697
dom,2018,697689.89086
dom,2019,707520.00809
dza,2012,183236.46486
dza,2013,228266.76071
dza,2014,267259.98521
dza,2015,329109.99656
dza,2016,294930.01103
dza,2017,307709.99193
dza,2018,370540.6189
dza,2019,393020.00403
ecu,2012,266926.91445
ecu,2013,474875.18191
ecu,2014,290809.98898
ecu,2015,638639.98652
ecu,2016,400249.98784
ecu,2017,702910.00605
ecu,2018,529671.72861
ecu,2019,1154019.95182
egy,2012,731070.04166
egy,2013,853457.9277
egy,2014,778850.01898
egy,2015,1235679.98409
egy,2016,1009520.05386
egy,2017,1397930.02605
egy,2018,1269795.41779
egy,2019,1993109.94148
eri,2012,225730.07643
eri,2013,313794.28506
eri,2014,213469.99705
eri,2015,302670.00198
eri,2016,213080.00386
eri,2017,510900.0206
eri,2018,46304.71021
eri,2019,173449.99313
eth,2012,579415.79819
eth,2013,477077.39472
eth,2014,328249.99094
eth,2015,440910.01153
eth,2016,470120.01276
eth,2017,370110.00514
eth,2018,1615723.37151
eth,2019,4330810.07004
fji,2012,215879.87244
fji,2013,312607.8546
fji,2014,331640.00511
fji,2015,280559.98683
fji,2016,249380.00739
fji,2017,338679.99911
fji,2018,401168.34641
fji,2019,476179.98719
gab,2012,119922.65284
gab,2013,141600.53432
gab,2014,111000.00143
gab,2015,158840.00063
gab,2016,181559.99482
gab,2017,229230.00157
gab,2018,371322.63184
gab,2019,228860.00574
geo,2012,48549.99855
geo,2013,1399.99995
geo,2014,25820.0001
geo,2015,68889.9979
geo,2016,26009.99922
geo,2017,2880.00004
geo,2018,596646.13008
geo,2019,987209.97572
gha,2012,362627.59566
gha,2013,405557.66225
gha,2014,964919.98434
gha,2015,529240.01217
gha,2016,346500.0093
gha,2017,490709.99026
gha,2018,719786.94201
gha,2019,2922729.96902
gin,2012,66514.79751
gin,2013,14298.57034
gin,2015,22129.99947
gin,2016,631789.98232
gin,2017,454470.00861
gin,2018,138665.10987
gin,2019,271090.00087
gmb,2012,313382.17854
gmb,2013,401473.49238
gmb,2014,327140.00344
gmb,2015,367430.0015
gmb,2016,284539.99758
gmb,2017,319649.99437
gmb,2018,325520.15781
gmb,2019,623759.98497
gnb,2012,216108.45625
gnb,2013,246451.81
gnb,2014,200120.00203
gnb,2015,204899.99652
gnb,2016,226469.99359
gnb,2017,338970.00551
gnb,2018,129901.75188
gnb,2019,135100.00706
gnq,2012,110764.65249
gnq,2013,109064.62371
gnq,2014,137569.99373
gnq,2015,153549.999
gnq,2016,145160.0045
gnq,2017,650669.99197
gnq,2018,286511.09338
gnq,2019,269329.99492
grd,2012,91678.06804
grd,2013,701518.95285
grd,2014,75220.00372
grd,2015,72389.99754
grd,2016,85490.00323
grd,2017,96419.99751
grd,2018,145939.0521
grd,2019,57530.00081
gtm,2012,947328.68671
gtm,2013,489801.31745
gtm,2014,300190.00173
gtm,2015,382880.00226
gtm,2016,441060.00662
gtm,2017,556389.98747
gtm,2018,1298090.10029
gtm,2019,1505200.02842
guy,2012,83168.83445
guy,2013,77271.07406
guy,2014,72920.00204
guy,2015,69459.99712
guy,2016,104939.9972
guy,2017,482989.99667
guy,2018,718872.96438
guy,2019,641120.01657
hnd,2012,244837.58211
hnd,2013,409550.84562
hnd,2014,364589.98919
hnd,2015,477780.01428
hnd,2016,292919.9934
hnd,2017,492520.00451
hnd,2018,488199.74065
hnd,2019,681249.97616
hti,2012,272085.78587
hti,2013,548023.81992
hti,2014,382580.01208
hti,2015,618900.00105
hti,2016,346579.99873
hti,2017,375620.00751
hti,2018,540931.10561
hti,2019,519119.97795
idn,2012,1017043.11371
idn,2013,1629478.93143
idn,2014,1130789.99519
idn,2015,797699.98789
idn,2016,829410.01654
idn,2017,847580.01566
idn,2018,1739799.97635
idn,2019,3390079.97513
ind,2012,955456.19726
ind,2013,983369.11201
ind,2014,1080880.04589
ind,2015,881070.01781
ind,2016,1598430.0375
ind,2017,1071040.03429
ind,2018,1841175.31776
ind,2019,3925280.09415
irn,2012,104290.11285
irn,2013,121353.40273
irn,2014,110870.0037
irn,2015,97949.99659
irn,2016,93950.00339
irn,2017,116509.99635
irn,2018,34096.09199
irq,2012,221225.17228
irq,2013,228787.42218
irq,2014,240160.0033
irq,2015,266900.00296
irq,2016,376359.99918
irq,2017,425700.00887
irq,2018,497636.76524
irq,2019,1193709.96952
jam,2012,90362.09434
jam,2013,120241.04595
jam,2014,115860.00025
jam,2015,381650.00081
jam,2016,84320.0013
jam,2017,111019.99879
jam,2018,401910.69245
jam,2019,1009050.01163
jor,2012,648909.80721
jor,2013,419333.13012
jor,2014,1207849.9794
jor,2015,1121719.9564
jor,2016,1380040.04955
jor,2017,793229.99716
jor,2018,1040099.74003
jor,2019,2205640.07759
kaz,2012,208501.54757
kaz,2013,161572.32225
kaz,2014,91040.00032
kaz,2015,78800.00025
kaz,2016,111639.99885
kaz,2017,72729.99734
kaz,2018,489543.31875
kaz,2019,613919.97337
ken,2012,365388.95965
ken,2013,414143.44311
ken,2014,444420.00985
ken,2015,297710.00147
ken,2016,408780.00855
ken,2017,368680.00031
ken,2018,749935.09054
ken,2019,1670369.98272
kgz,2012,141283.48231
kgz,2013,61929.29298
kgz,2014,63199.99695
kgz,2015,159199.99778
kgz,2016,182260.00667
kgz,2017,85479.9971
kgz,2018,446565.09161
kgz,2019,863610.02922
khm,2012,378282.07016
khm,2013,426327.49677
khm,2014,336989.99882
khm,2015,792410.01606
khm,2016,528550.0288
khm,2017,449000.00095
khm,2018,878857.19538
khm,2019,1211439.96716
kir,2012,142948.21024
kir,2013,231896.71338
kir,2014,184090.00337
kir,2015,170210.00385
kir,2016,111610.00282
kir,2017,215949.99731
kir,2018,24971.10888
kir,2019,32960.00138
lao,2012,389940.58967
lao,2013,331426.26286
lao,2014,162369.99631
lao,2015,512589.99109
lao,2016,248329.99706
lao,2017,400050.01426
lao,2018,634513.85498
lao,2019,975049.97253
lbn,2012,554171.56219
lbn,2013,436976.52221
lbn,2014,607680.02272
lbn,2015,1144809.96132
lbn,2016,1290820.00256
lbn,2017,786759.97257
lbn,2018,2207944.63158
lbn,2019,1103019.95277
lbr,2012,334396.3623
lbr,2013,369743.01934
lbr,2014,304159.99889
lbr,2015,315149.9927
lbr,2016,340869.99297
lbr,2017,713020.02668
lbr,2018,308916.30054
lbr,2019,385720.01457
lby,2012,31042.51251
lby,2013,30481.169
lby,2014,30799.99983
lby,2015,44799.9984
lby,2016,43180.00004
lby,2017,60240.00049
lby,2018,21546.33403
lby,2019,899079.97847
lca,2012,103116.4676
lca,2013,116670.87674
lca,2014,77019.99694
lca,2015,81909.99925
lca,2016,97920.00055
lca,2017,94240.00233
lca,2018,17813.35473
lca,2019,50859.99891
lka,2012,602630.25761
lka,2013,715360.10504
lka,2014,682980.00097
lka,2015,893159.98554
lka,2016,888809.97896
lka,2017,793309.98659
lka,2018,1854251.02711
lka,2019,2661619.90166
lso,2012,463383.70442
lso,2013,607182.86037
lso,2014,429659.99246
lso,2015,471119.99989
lso,2016,475389.98723
lso,2017,579940.02104
lso,2018,263954.84805
lso,2019,1054690.0034
mar,2012,330312.04343
mar,2013,342342.3171
mar,2014,365229.99406
mar,2015,531530.02262
mar,2016,430830.00183
mar,2017,371149.98698
mar,2018,759601.17579
mar,2019,653819.97824
mda,2012,128757.83443
mda,2013,150595.39676
mda,2014,81289.99919
mda,2015,333059.99637
mda,2016,164939.99958
mda,2017,214440.00304
mda,2018,799041.62884
mda,2019,1066730.02243
mdg,2012,537789.64281
mdg,2013,608943.82
mdg,2014,528789.9971
mdg,2015,857949.97215
mdg,2016,1124140.02419
mdg,2017,756519.97328
mdg,2018,825107.51486
mdg,2019,1499580.02567
mdv,2012,59424.92932
mdv,2013,98636.98483
mdv,2014,98729.99787
mdv,2015,102669.999
mdv,2016,64489.99792
mdv,2017,76010.00369
mdv,2018,65363.12401
mdv,2019,10339.99957
mex,2012,1715758.80051
mex,2013,1828648.80562
mex,2014,1963500.02289
mex,2015,2135570.04929
mex,2016,1588999.98665
mex,2017,2056299.92485
mex,2018,1939395.07008
mex,2019,2888370.03708
mhl,2012,82305.05139
mhl,2013,147573.51577
mhl,2014,99490.0018
mhl,2015,113959.99789
mhl,2016,116779.99794
mhl,2017,175229.99644
mhl,2018,115106.38893
mhl,2019,260509.99761
mkd,2012,242443.90428
mkd,2013,166490.4505
mkd,2014,199149.99604
mkd,2015,175449.99719
mkd,2016,87659.99973
mkd,2017,176459.99789
mkd,2018,542553.06721
mkd,2019,356730.01409
mli,2012,220394.41764
mli,2013,294567.58499
mli,2014,254960.00051
mli,2015,215920.00127
mli,2016,291920.00628
mli,2017,371829.98657
mli,2018,502872.64585
mli,2019,327969.99812
mmr,2012,378644.67502
mmr,2013,1186027.52686
mmr,2014,1067780.01785
mmr,2015,1693339.94389
mmr,2016,1274600.02899
mmr,2017,1625990.03315
mmr,2018,2062142.37213
mmr,2019,3341219.90204
mne,2012,6988.42993
mne,2013,34619.39096
mne,2014,57130.00149
mne,2015,108429.99816
mne,2016,62710.00206
mne,2017,195559.99339
mne,2018,426559.23963
mne,2019,514299.98875
mng,2012,741173.14816
mng,2013,885311.66315
mng,2014,668099.99943
mng,2015,1007789.96944
mng,2016,792299.98589
mng,2017,1226079.9408
mng,2018,1045644.87934
mng,2019,1262480.02052
moz,2012,373041.6894
moz,2013,803133.01086
moz,2014,389290.00497
moz,2015,668869.97223
moz,2016,478989.98857
moz,2017,423640.01274
moz,2018,815347.90993
moz,2019,1397750.02003
mrt,2012,244890.0491
mrt,2013,353691.33949
mrt,2014,204199.99957
mrt,2015,229570.00136
mrt,2016,345990.00216
mrt,2017,417540.01379
mrt,2018,706820.42837
mrt,2019,1426699.99599
mus,2012,191094.99454
mus,2013,170070.06705
mus,2014,192029.99771
mus,2015,110299.99703
mus,2016,144309.99756
mus,2017,211229.99489
mus,2018,178486.74953
mus,2019,664300.02451
mwi,2012,457285.82144
mwi,2013,991792.44041
mwi,2014,422259.9864
mwi,2015,666980.02815
mwi,2016,617720.0079
mwi,2017,824270.00999
mwi,2018,900116.86087
mwi,2019,1617630.00488
mys,2012,195020.79487
mys,2013,193341.12108
mys,2014,174989.99834
mys,2015,203950.00279
mys,2016,214190.00626
mys,2017,225280.00176
mys,2018,431379.91428
mys,2019,1313920.02106
nam,2012,543830.75237
nam,2013,632448.25602
nam,2014,485089.98752
nam,2015,501089.99014
nam,2016,445580.00565
nam,2017,511780.02357
nam,2018,571674.16811
nam,2019,1432109.95197
ner,2012,210973.05417
ner,2013,318236.79805
ner,2014,582459.98621
ner,2015,497260.00428
ner,2016,736750.00668
ner,2017,263700.00839
ner,2018,843867.18273
ner,2019,802609.98011
nga,2012,385205.38807
nga,2013,428038.12027
nga,2014,524030.02977
nga,2015,579370.02182
nga,2016,517139.97126
nga,2017,667299.98589
nga,2018,1073654.0556
nga,2019,1950649.97673
nic,2012,222149.83404
nic,2013,318928.30133
nic,2014,221129.99856
nic,2015,363840.01374
nic,2016,410699.99337
nic,2017,258610.01015
nic,2018,67119.129
nic,2019,189050.00389
npl,2012,778348.86312
npl,2013,937310.0996
npl,2014,745559.99041
npl,2015,1721850.03757
npl,2016,777729.9881
npl,2017,1043370.00847
npl,2018,1146097.42165
npl,2019,2112819.91005
pak,2012,1188011.16943
pak,2013,1325732.35035
pak,2014,1261350.03567
pak,2015,1410770.05863
pak,2016,1354110.00252
pak,2017,1419039.96468
pak,2018,2107515.81192
pak,2019,2467760.08606
pan,2012,278380.42378
pan,2013,418875.24724
pan,2014,222589.99944
pan,2015,304309.99398
pan,2016,243939.99577
pan,2017,251480.01313
pan,2018,841515.18345
pan,2019,484369.99321
per,2012,487208.87303
per,2013,904851.67503
per,2014,426660.00128
per,2015,844519.9728
per,2016,480949.9979
per,2017,459829.9861
per,2018,962725.93737
per,2019,1350990.05699
phl,2012,1603576.06411
phl,2013,2309362.64992
phl,2014,1523100.0185
phl,2015,1711249.94755
phl,2016,1501649.97578
phl,2017,1695940.0177
phl,2018,2119485.61668
phl,2019,2499880.07545
plw,2015,19999.99955
plw,2018,76754.30924
plw,2019,160099.99812
png,2012,175278.27621
png,2013,310111.61208
png,2014,238340.00528
png,2015,186710.00004
png,2016,117990.00204
png,2017,226390.00416
png,2018,567269.8617
png,2019,632920.02678
pry,2012,803821.56372
pry,2013,910266.81662
pry,2014,771480.02386
pry,2015,921700.00076
pry,2016,781809.98564
pry,2017,1158660.05421
pry,2018,1029549.47948
pry,2019,3092920.06493
pse,2012,794690.13214
pse,2013,990766.64448
pse,2014,617169.97623
pse,2015,1443390.01179
pse,2016,989019.98997
pse,2017,551140.01036
pse,2018,2533870.69702
pse,2019,1557919.9791
rwa,2012,404682.18923
rwa,2013,435529.17242
rwa,2014,348830.01447
rwa,2015,397379.99439
rwa,2016,419539.98804
rwa,2017,399890.00559
rwa,2018,600087.58307
rwa,2019,409139.99081
sdn,2012,251006.66285
sdn,2013,284480.75056
sdn,2014,303240.0012
sdn,2015,380809.99255
sdn,2016,286779.99973
sdn,2017,247409.99937
sdn,2018,431565.28473
sdn,2019,325100.00467
sen,2012,521253.76463
sen,2013,687689.72158
sen,2014,503369.98701
sen,2015,542970.0017
sen,2016,706870.01944
sen,2017,1087290.0486
sen,2018,1044815.3019
sen,2019,1620110.03494
slb,2012,119519.61368
slb,2013,191481.09853
slb,2014,260490.00025
slb,2015,153510.00428
slb,2016,158889.99403
slb,2017,206880.00321
slb,2018,27460.57324
slb,2019,7730.00019
sle,2012,377896.21949
sle,2013,390152.54378
sle,2014,304159.99889
sle,2015,321709.9905
sle,2016,318650.00725
sle,2017,449220.0017
sle,2018,574735.64148
sle,2019,1791599.98894
slv,2012,301872.37263
slv,2013,338785.94637
slv,2014,251810.01425
slv,2015,605470.0017
slv,2016,725080.01328
slv,2017,592079.99706
slv,2018,642525.4941
slv,2019,557739.97307
som,2012,368031.17394
som,2013,312660.12788
som,2014,230230.0036
som,2015,293520.00356
som,2016,108840.00361
som,2017,232490.00311
som,2018,584741.83083
som,2019,1990880.01251
srb,2012,89783.20658
srb,2013,195696.63703
srb,2014,118119.99977
srb,2015,133070.00697
srb,2016,107720.00253
srb,2017,78259.99707
srb,2018,253501.38545
srb,2019,432370.00704
ssd,2012,54919.11992
ssd,2013,92131.44332
ssd,2014,20959.99941
ssd,2015,22800.00038
ssd,2016,15979.99968
ssd,2017,120520.00314
ssd,2018,136550.53079
ssd,2019,937740.0279
stp,2012,195096.83549
stp,2013,241203.50182
stp,2014,181060.00125
stp,2015,173749.99821
stp,2016,176640.00392
stp,2017,247909.99293
stp,2018,771001.21975
stp,2019,1191840.0526
sur,2012,73722.0943
sur,2013,77271.07406
sur,2014,76909.99657
sur,2015,88880.0025
sur,2016,91380.00011
sur,2017,118289.99966
sur,2018,243358.52265
sur,2019,451160.01368
swz,2012,493110.35872
swz,2013,522361.69577
swz,2014,433459.99718
swz,2015,450309.99184
swz,2016,468290.00115
swz,2017,539430.02224
swz,2018,328171.2234
swz,2019,233909.99436
syc,2012,101291.32122
syc,2013,122092.31406
syc,2014,117140.00255
syc,2015,123439.99743
syc,2016,121789.99931
syc,2017,219689.99505
syr,2012,206567.42156
syr,2013,173473.61147
syr,2014,175029.99306
syr,2015,197449.99707
syr,2016,204689.99445
syr,2017,249119.99702
syr,2018,234232.00846
syr,2019,458029.98543
tcd,2012,172493.24918
tcd,2013,175417.61696
tcd,2014,163240.00061
tcd,2015,161679.99804
tcd,2016,204490.00597
tcd,2017,238409.99603
tcd,2018,178950.10114
tcd,2019,159569.99362
tgo,2012,229173.58577
tgo,2013,280498.92187
tgo,2014,277889.99677
tgo,2015,209399.99819
tgo,2016,316900.01488
tgo,2017,263179.98767
tgo,2018,420753.15118
tgo,2019,429509.99737
tha,2012,320576.60818
tha,2013,402361.21416
tha,2014,168459.99658
tha,2015,430579.99015
tha,2016,137309.99827
tha,2017,207599.99752
tha,2018,373024.85108
tha,2019,1415940.04631
tjk,2012,113633.73697
tjk,2013,63238.5388
tjk,2014,95250.00304
tjk,2015,86410.00092
tjk,2016,73250.00316
tjk,2017,404610.008
tjk,2018,397914.85667
tjk,2019,611339.98632
tkm,2012,2736.94005
tkm,2016,5669.99987
tkm,2018,4177.23786
tkm,2019,30799.99983
tls,2012,637638.09204
tls,2013,929604.47073
tls,2014,617060.00566
tls,2015,1180899.97768
tls,2016,564649.99914
tls,2017,655120.01514
tls,2018,232227.47445
tls,2019,301809.99637
ton,2018,143527.13525
ton,2019,472279.99568
tun,2012,344678.16353
tun,2013,276876.95622
tun,2014,259290.00974
tun,2015,454530.00069
tun,2016,506200.01554
tun,2017,263249.99332
tun,2018,957106.70948
tun,2019,1847859.97868
tur,2012,433017.64131
tur,2013,715162.81366
tur,2014,547680.02033
tur,2015,1018239.97498
tur,2016,885349.98894
tur,2017,830569.98253
tur,2018,959197.64042
tur,2019,1392220.02029
tuv,2012,107924.05903
tuv,2013,208122.67065
tuv,2014,124370.00126
tuv,2015,123700.00035
tuv,2016,104960.00201
tuv,2017,201920.0027
tuv,2018,12004.74892
tuv,2019,2330.00005
tza,2012,331402.3912
tza,2013,513066.53023
tza,2014,851840.01923
tza,2015,666270.01762
tza,2016,824819.98205
tza,2017,662769.97328
tza,2018,567272.66312
tza,2019,4404160.02274
uga,2012,360276.69907
uga,2013,373512.17866
uga,2014,403600.0073
uga,2015,240989.99798
uga,2016,363350.00396
uga,2017,332269.9964
uga,2018,643224.95461
uga,2019,611829.99611
ukr,2012,141607.80609
ukr,2013,120445.23656
ukr,2014,131170.00461
ukr,2015,409420.01343
ukr,2016,253259.98664
ukr,2017,243159.99448
ukr,2018,1083504.31919
ukr,2019,1444990.03887
ury,2012,844767.15326
ury,2013,848433.31575
ury,2014,675390.00511
ury,2015,619859.99346
ury,2016,646369.99369
ury,2017,995809.97229
uzb,2012,4766.50009
uzb,2013,8657.4303
uzb,2014,281509.99546
uzb,2015,191839.993
uzb,2016,452650.01059
uzb,2017,10999.99994
uzb,2018,701034.18827
uzb,2019,1006569.98158
vct,2012,80206.01422
vct,2013,79588.01836
vct,2014,72920.00204
vct,2015,69459.99712
vct,2016,179700.00207
vct,2017,84440.00036
vct,2018,54682.24734
vct,2019,2929.99996
ven,2012,291414.08205
ven,2013,371349.57314
ven,2014,292849.98775
ven,2015,369069.9935
ven,2016,247649.99747
ven,2017,320569.99207
ven,2018,424580.57404
ven,2019,618420.00484
vnm,2012,1102514.14776
vnm,2013,1152988.43384
vnm,2014,991429.98457
vnm,2015,1258870.00561
vnm,2016,926859.97486
vnm,2017,2012259.96017
vnm,2018,2657209.8732
vnm,2019,4214540.00473
vut,2012,181538.96928
vut,2013,294872.01571
vut,2014,184489.99524
vut,2015,145850.00277
vut,2016,114780.00134
vut,2017,226080.0004
vut,2018,39896.81974
vut,2019,3329.99998
wsm,2012,110280.49141
wsm,2013,212033.62942
wsm,2014,209600.00157
wsm,2015,182510.00345
wsm,2016,147699.99683
wsm,2017,244829.99742
wsm,2018,164345.80088
wsm,2019,479479.99835
yem,2012,324188.05361
yem,2013,548025.54846
yem,2014,300559.99756
yem,2015,325929.99935
yem,2016,267699.9867
yem,2017,301129.99678
yem,2018,986083.09031
yem,2019,967859.98344
zaf,2012,619244.93313
zaf,2013,887198.98462
zaf,2014,718230.00908
zaf,2015,924749.97044
zaf,2016,1158229.94709
zaf,2017,1609320.04452
zaf,2018,1003370.76187
zaf,2019,1456449.9855
zmb,2012,615938.8423
zmb,2013,1176019.66858
zmb,2014,839110.01682
zmb,2015,1013460.04009
zmb,2016,689979.97046
zmb,2017,1240869.99893
zmb,2018,1038812.16049
zmb,2019,2032480.00145
zwe,2012,1074176.4307
zwe,2013,1290878.65353
zwe,2014,889379.97818
zwe,2015,1611829.99611
zwe,2016,1510519.98138
zwe,2017,1200860.0235
zwe,2018,1116321.44451
zwe,2019,1620360.01682
