geo,time,ag_prd_lvsk_xd
kna,2016,98.27
kna,2017,74.13
kna,2018,75.07
kna,2019,64.02
kor,1961,4.65
kor,1962,4.31
kor,1963,5.56
kor,1964,6.64
kor,1965,6.71
kor,1966,6.76
kor,1967,6.64
kor,1968,7.29
kor,1969,8.81
kor,1970,9.42
kor,1971,10.09
kor,1972,10.95
kor,1973,11.63
kor,1974,13.11
kor,1975,15.45
kor,1976,16.08
kor,1977,16.9
kor,1978,18.41
kor,1979,22.84
kor,1980,24.22
kor,1981,23.84
kor,1982,24.72
kor,1983,27.7
kor,1984,32.32
kor,1985,36.69
kor,1986,39.33
kor,1987,43.05
kor,1988,44.61
kor,1989,43.68
kor,1990,46.42
kor,1991,48.13
kor,1992,58.04
kor,1993,61.36
kor,1994,62.96
kor,1995,64.84
kor,1996,70.03
kor,1997,74.59
kor,1998,77.03
kor,1999,79.93
kor,2000,76.16
kor,2001,73.98
kor,2002,76.45
kor,2003,77.76
kor,2004,71.46
kor,2005,73.55
kor,2006,77.26
kor,2007,80
kor,2008,82.2
kor,2009,86.63
kor,2010,85.5
kor,2011,79.72
kor,2012,90.15
kor,2013,96.87
kor,2014,98.21
kor,2015,101.56
kor,2016,100.24
kor,2017,98.95
kor,2018,101.72
kor,2019,103.8
kwt,1961,7.17
kwt,1962,7.21
kwt,1963,8.12
kwt,1964,6.62
kwt,1965,8.43
kwt,1966,8.81
kwt,1967,7.12
kwt,1968,6.69
kwt,1969,10.4
kwt,1970,11.67
kwt,1971,12.1
kwt,1972,11.89
kwt,1973,11.58
kwt,1974,11.74
kwt,1975,11.56
kwt,1976,13.12
kwt,1977,13.47
kwt,1978,15.31
kwt,1979,20.94
kwt,1980,23.1
kwt,1981,19.32
kwt,1982,16.24
kwt,1983,23.09
kwt,1984,28
kwt,1985,32.6
kwt,1986,33.29
kwt,1987,36.97
kwt,1988,35.66
kwt,1989,34.49
kwt,1990,25.8
kwt,1991,1.31
kwt,1992,7
kwt,1993,14.61
kwt,1994,22.11
kwt,1995,29.8
kwt,1996,27.61
kwt,1997,36.13
kwt,1998,38.69
kwt,1999,37.01
kwt,2000,36.73
kwt,2001,36.21
kwt,2002,38.82
kwt,2003,39.4
kwt,2004,38.01
kwt,2005,40.09
kwt,2006,39.91
kwt,2007,45.09
kwt,2008,40.6
kwt,2009,61.78
kwt,2010,55.38
kwt,2011,81.46
kwt,2012,91.72
kwt,2013,74.94
kwt,2014,90.68
kwt,2015,92.81
kwt,2016,116.51
kwt,2017,113.71
kwt,2018,146.3
kwt,2019,149.12
lao,1961,16.2
lao,1962,16.78
lao,1963,16.88
lao,1964,19.79
lao,1965,21.26
lao,1966,23.32
lao,1967,25.7
lao,1968,25
lao,1969,24.44
lao,1970,23.88
lao,1971,23.16
lao,1972,21.4
lao,1973,18.67
lao,1974,18.45
lao,1975,17.13
lao,1976,19.35
lao,1977,19.07
lao,1978,19.43
lao,1979,22.18
lao,1980,26.8
lao,1981,28.7
lao,1982,29.41
lao,1983,31.07
lao,1984,33.28
lao,1985,33.92
lao,1986,36.73
lao,1987,41.07
lao,1988,40.84
lao,1989,47.72
lao,1990,47.59
lao,1991,43.1
lao,1992,45.7
lao,1993,49.93
lao,1994,52.81
lao,1995,61.86
lao,1996,62.12
lao,1997,66.1
lao,1998,68.8
lao,1999,77.49
lao,2000,70.7
lao,2001,76.36
lao,2002,80.95
lao,2003,89.28
lao,2004,91.11
lao,2005,94.29
lao,2006,98.7
lao,2007,100.7
lao,2008,101.61
lao,2009,92.87
lao,2010,101.63
lao,2011,115.62
lao,2012,110.19
lao,2013,84.81
lao,2014,82.63
lao,2015,111.36
lao,2016,106.01
lao,2017,116.85
lao,2018,110.8
lao,2019,159.81
lbn,1961,19.53
lbn,1962,23.22
lbn,1963,25.12
lbn,1964,29.39
lbn,1965,31.57
lbn,1966,36.73
lbn,1967,36.08
lbn,1968,35.47
lbn,1969,33.58
lbn,1970,34.61
lbn,1971,35.81
lbn,1972,39.01
lbn,1973,37.59
lbn,1974,40.1
lbn,1975,34.45
lbn,1976,19.69
lbn,1977,20.55
lbn,1978,33.04
lbn,1979,47.09
lbn,1980,57.72
lbn,1981,58.29
lbn,1982,60.39
lbn,1983,57.85
lbn,1984,55.27
lbn,1985,54.37
lbn,1986,55.01
lbn,1987,56.38
lbn,1988,56.38
lbn,1989,55.42
lbn,1990,57.83
lbn,1991,60.67
lbn,1992,61.1
lbn,1993,61.3
lbn,1994,63.53
lbn,1995,63.67
lbn,1996,71.4
lbn,1997,78.68
lbn,1998,82.82
lbn,1999,84.94
lbn,2000,91.01
lbn,2001,89.63
lbn,2002,99.97
lbn,2003,104.18
lbn,2004,107.19
lbn,2005,105.36
lbn,2006,101.41
lbn,2007,110.43
lbn,2008,118.23
lbn,2009,104.59
lbn,2010,77.54
lbn,2011,88.45
lbn,2012,90.62
lbn,2013,95.18
lbn,2014,98.43
lbn,2015,100.49
lbn,2016,101.08
lbn,2017,100.71
lbn,2018,114.75
lbn,2019,111.07
lbr,1961,22.32
lbr,1962,23.03
lbr,1963,23.75
lbr,1964,24.48
lbr,1965,25.22
lbr,1966,25.96
lbr,1967,26.96
lbr,1968,28.4
lbr,1969,29.5
lbr,1970,30.83
lbr,1971,32.08
lbr,1972,33.14
lbr,1973,34.43
lbr,1974,35.71
lbr,1975,36.16
lbr,1976,37.68
lbr,1977,38.68
lbr,1978,40.04
lbr,1979,40.92
lbr,1980,42.05
lbr,1981,43.63
lbr,1982,45.25
lbr,1983,46.34
lbr,1984,47.4
lbr,1985,48.89
lbr,1986,49.76
lbr,1987,51.12
lbr,1988,51.01
lbr,1989,51.48
lbr,1990,51.06
lbr,1991,53.1
lbr,1992,53.08
lbr,1993,53.5
lbr,1994,53.79
lbr,1995,54.22
lbr,1996,55.8
lbr,1997,56.42
lbr,1998,57.29
lbr,1999,58.55
lbr,2000,61.15
lbr,2001,61.88
lbr,2002,62.79
lbr,2003,63.7
lbr,2004,65.19
lbr,2005,66.01
lbr,2006,69.13
lbr,2007,73
lbr,2008,77.03
lbr,2009,82.15
lbr,2010,88.25
lbr,2011,92.91
lbr,2012,95.06
lbr,2013,93.31
lbr,2014,96.37
lbr,2015,97.76
lbr,2016,105.87
lbr,2017,108.32
lbr,2018,111.39
lbr,2019,114.74
lby,1961,15.59
lby,1962,15.82
lby,1963,16.19
lby,1964,17.29
lby,1965,20.63
lby,1966,24.93
lby,1967,22.13
lby,1968,24.03
lby,1969,26.4
lby,1970,28.69
lby,1971,26.65
lby,1972,33.07
lby,1973,31.87
lby,1974,35.71
lby,1975,43.49
lby,1976,45.98
lby,1977,40.25
lby,1978,44.06
lby,1979,50.69
lby,1980,55.14
lby,1981,51.98
lby,1982,59.85
lby,1983,62.78
lby,1984,61.61
lby,1985,62.33
lby,1986,61.6
lby,1987,59.86
lby,1988,62.67
lby,1989,70.12
lby,1990,75.93
lby,1991,76.24
lby,1992,74.82
lby,1993,74.57
lby,1994,79.04
lby,1995,87.61
lby,1996,92.65
lby,1997,89.93
lby,1998,94.75
lby,1999,96.38
lby,2000,90.07
lby,2001,91.8
lby,2002,94.59
lby,2003,94.55
lby,2004,96.63
lby,2005,102.13
lby,2006,104.78
lby,2007,112.09
lby,2008,108.6
lby,2009,116.53
lby,2010,121.83
lby,2011,120.83
lby,2012,121.03
lby,2013,120.23
lby,2014,95.93
lby,2015,100.13
lby,2016,103.94
lby,2017,102.89
lby,2018,104.32
lby,2019,104.86
lca,1961,47.82
lca,1962,47.92
lca,1963,49.36
lca,1964,50.52
lca,1965,49.6
lca,1966,53.1
lca,1967,50.47
lca,1968,50.41
lca,1969,52.5
lca,1970,55.15
lca,1971,52.63
lca,1972,53.7
lca,1973,56.64
lca,1974,57.69
lca,1975,57.95
lca,1976,65.14
lca,1977,66.36
lca,1978,69.87
lca,1979,67.92
lca,1980,70.51
lca,1981,73.09
lca,1982,74.61
lca,1983,77.53
lca,1984,81.5
lca,1985,81.76
lca,1986,80.74
lca,1987,79.96
lca,1988,80.91
lca,1989,78.12
lca,1990,78.71
lca,1991,80.29
lca,1992,84.63
lca,1993,84.75
lca,1994,87.58
lca,1995,86.66
lca,1996,79.16
lca,1997,82.68
lca,1998,82.92
lca,1999,85.97
lca,2000,81.48
lca,2001,74.24
lca,2002,88.89
lca,2003,96.7
lca,2004,96.68
lca,2005,91.25
lca,2006,88.39
lca,2007,113.69
lca,2008,103.73
lca,2009,110.93
lca,2010,103.17
lca,2011,103.74
lca,2012,102.08
lca,2013,95.38
lca,2014,98.87
lca,2015,100.64
lca,2016,100.49
lca,2017,98.78
lca,2018,102.06
lca,2019,105.35
lie,1961,38.7
lie,1962,41.41
lie,1963,40.2
lie,1964,38.26
lie,1965,40.43
lie,1966,40.97
lie,1967,43.86
lie,1968,43.92
lie,1969,43.22
lie,1970,43.59
lie,1971,40.55
lie,1972,40.78
lie,1973,39.38
lie,1974,41.54
lie,1975,44.61
lie,1976,47.48
lie,1977,50.72
lie,1978,52.78
lie,1979,58.88
lie,1980,64.23
lie,1981,66.03
lie,1982,70.02
lie,1983,75.12
lie,1984,84.78
lie,1985,91.17
lie,1986,94.9
lie,1987,95.22
lie,1988,92.27
lie,1989,95.1
lie,1990,93.62
lie,1991,93.53
lie,1992,91.57
lie,1993,88.89
lie,1994,89.71
lie,1995,90.56
lie,1996,92.39
lie,1997,92.73
lie,1998,94.57
lie,1999,90.71
lie,2000,92.27
lie,2001,96.26
lie,2002,98.88
lie,2003,100.55
lie,2004,102.42
lie,2005,100.37
lie,2006,99.11
lie,2007,98.49
lie,2008,100.38
lie,2009,99.73
lie,2010,101.29
lie,2011,104.7
lie,2012,103.58
lie,2013,100.42
lie,2014,102.49
lie,2015,100.1
lie,2016,97.4
lie,2017,98.99
lie,2018,103.48
lka,1961,28.68
lka,1962,30.7
lka,1963,35.13
lka,1964,39.08
lka,1965,40
lka,1966,37.83
lka,1967,38.34
lka,1968,40.48
lka,1969,39.9
lka,1970,40.07
lka,1971,43.02
lka,1972,42.3
lka,1973,42.3
lka,1974,42.24
lka,1975,43.56
lka,1976,43.44
lka,1977,41.99
lka,1978,40.94
lka,1979,41.69
lka,1980,45.06
lka,1981,47.07
lka,1982,45.18
lka,1983,47.3
lka,1984,50.27
lka,1985,50.52
lka,1986,41.11
lka,1987,45.13
lka,1988,43.17
lka,1989,44.14
lka,1990,47.57
lka,1991,51.01
lka,1992,56.5
lka,1993,58.92
lka,1994,63.39
lka,1995,65.06
lka,1996,63.32
lka,1997,63.49
lka,1998,53.57
lka,1999,52.39
lka,2000,57.31
lka,2001,61.73
lka,2002,62.38
lka,2003,63.91
lka,2004,65.18
lka,2005,66.65
lka,2006,60.61
lka,2007,64.88
lka,2008,66.15
lka,2009,68.47
lka,2010,73.59
lka,2011,71.32
lka,2012,89.5
lka,2013,92.24
lka,2014,90.99
lka,2015,99.15
lka,2016,109.86
lka,2017,111.51
lka,2018,117.26
lka,2019,114.99
lso,1961,40.08
lso,1962,43.35
lso,1963,42.99
lso,1964,36.89
lso,1965,41.46
lso,1966,43.76
lso,1967,48.1
lso,1968,49.21
lso,1969,55.66
lso,1970,56.34
lso,1971,54.33
lso,1972,55.01
lso,1973,59.52
lso,1974,58.49
lso,1975,52.95
lso,1976,45.99
lso,1977,42.89
lso,1978,42.63
lso,1979,48.06
lso,1980,56.68
lso,1981,64.72
lso,1982,68.46
lso,1983,68.71
lso,1984,71.07
lso,1985,61.8
lso,1986,64.07
lso,1987,65.17
lso,1988,61.93
lso,1989,61.75
lso,1990,58.29
lso,1991,75.85
lso,1992,85.05
lso,1993,86.27
lso,1994,83.54
lso,1995,88.09
lso,1996,76.21
lso,1997,83.12
lso,1998,75.22
lso,1999,95.18
lso,2000,95.16
lso,2001,99.2
lso,2002,93.07
lso,2003,88.98
lso,2004,91.35
lso,2005,102.56
lso,2006,91.07
lso,2007,103.37
lso,2008,101.37
lso,2009,94.35
lso,2010,94.87
lso,2011,107.24
lso,2012,104.16
lso,2013,109.86
lso,2014,104.61
lso,2015,98.94
lso,2016,96.45
lso,2017,99.36
lso,2018,93.17
lso,2019,97.45
ltu,1992,184.44
ltu,1993,139.32001
ltu,1994,118.58
ltu,1995,108.95
ltu,1996,106.94
ltu,1997,112.1
ltu,1998,110.67
ltu,1999,101.29
ltu,2000,100.06
ltu,2001,90.11
ltu,2002,95
ltu,2003,95.46
ltu,2004,101.28
ltu,2005,105.69
ltu,2006,106.09
ltu,2007,110.07
ltu,2008,102.33
ltu,2009,96.39
ltu,2010,97.1
ltu,2011,98.15
ltu,2012,98.87
ltu,2013,97.87
ltu,2014,100.94
ltu,2015,102
ltu,2016,97.05
ltu,2017,97.51
ltu,2018,94.95
ltu,2019,93.96
lux,2000,80.48
lux,2001,86.04
lux,2002,85.72
lux,2003,86.65
lux,2004,86.21
lux,2005,84.86
lux,2006,82.64
lux,2007,84.28
lux,2008,82.71
lux,2009,84.62
lux,2010,87.04
lux,2011,87.86
lux,2012,87.54
lux,2013,88.25
lux,2014,93.24
lux,2015,101.09
lux,2016,105.67
lux,2017,108.86
lux,2018,113.47
lux,2019,115.62
lva,1992,212
lva,1993,169.95
lva,1994,125.77
lva,1995,114.45
lva,1996,92.94
lva,1997,94.74
lva,1998,92.52
lva,1999,79.21
lva,2000,79.36
lva,2001,78.7
lva,2002,75.95
lva,2003,79.3
lva,2004,81.27
lva,2005,83.92
lva,2006,86.12
lva,2007,91.18
lva,2008,91.33
lva,2009,89.69
lva,2010,88.93
lva,2011,89.3
lva,2012,90.49
lva,2013,92.57
lva,2014,98.14
lva,2015,100.14
lva,2016,101.72
lva,2017,103.72
lva,2018,101.13
lva,2019,101.12
mac,1961,32.57
mac,1962,39.76
mac,1963,47.1
mac,1964,47.34
mac,1965,50.08
mac,1966,48.69
mac,1967,49.02
mac,1968,48.6
mac,1969,48.6
mac,1970,54.7
mac,1971,55.63
mac,1972,56.91
mac,1973,58.39
mac,1974,59.65
mac,1975,60.32
mac,1976,60.67
mac,1977,64.03
mac,1978,65.25
mac,1979,74.22
mac,1980,71.15
mac,1981,71.52
mac,1982,70.71
mac,1983,66.01
mac,1984,63.44
mac,1985,65.35
mac,1986,71.26
mac,1987,70.55
mac,1988,68.71
mac,1989,69.87
mac,1990,70.27
mac,1991,70.26
mac,1992,70.26
mac,1993,71.29
mac,1994,67.83
mac,1995,68.02
mac,1996,73.19
mac,1997,68.98
mac,1998,82.31
mac,1999,102.01
mac,2000,104.71
mac,2001,111.93
mac,2002,156.42
mac,2003,99.04
mac,2004,85.79
mac,2005,103.72
mac,2006,117.78
mac,2007,163.86
mac,2008,93.8
mac,2009,108.79
mac,2010,109.47
mac,2011,93.9
mac,2012,112.94
mac,2013,99.69
mac,2014,132.2
mac,2015,81.1
mac,2016,86.7
mac,2017,106.39
mac,2018,81.99
mac,2019,74.44
mar,1961,19.25
mar,1962,18.06
mar,1963,17.57
mar,1964,17.42
mar,1965,18.94
mar,1966,20.09
mar,1967,21.02
mar,1968,22.25
mar,1969,22.88
mar,1970,23.14
mar,1971,23.3
mar,1972,25.15
mar,1973,25.21
mar,1974,24.39
mar,1975,22.62
mar,1976,21.64
mar,1977,23.34
mar,1978,25.2
mar,1979,27.25
mar,1980,28.04
mar,1981,31.83
mar,1982,31.83
mar,1983,29.77
mar,1984,29.7
mar,1985,28.89
mar,1986,32.12
mar,1987,37.61
mar,1988,41.76
mar,1989,46.89
mar,1990,47
mar,1991,47.8
mar,1992,48.89
mar,1993,47.45
mar,1994,45.82
mar,1995,47.47
mar,1996,46.05
mar,1997,54.35
mar,1998,51.41
mar,1999,57.16
mar,2000,57.65
mar,2001,58.15
mar,2002,61.13
mar,2003,60.63
mar,2004,61.31
mar,2005,65.56
mar,2006,68.11
mar,2007,70.28
mar,2008,73.51
mar,2009,79.1
mar,2010,84.78
mar,2011,89.68
mar,2012,94.21
mar,2013,92.98
mar,2014,96.04
mar,2015,102.82
mar,2016,101.14
mar,2017,110.9
mar,2018,113.21
mar,2019,117.12
mda,1992,216.55
mda,1993,181.42999
mda,1994,162.75999
mda,1995,144.03999
mda,1996,130.59
mda,1997,122.83
mda,1998,107.11
mda,1999,103.62
mda,2000,95.72
mda,2001,92.96
mda,2002,97.46
mda,2003,95.73
mda,2004,98.91
mda,2005,102.66
mda,2006,104.73
mda,2007,105.35
mda,2008,84.18
mda,2009,90.29
mda,2010,100.42
mda,2011,101.85
mda,2012,95.6
mda,2013,97.45
mda,2014,93.89
mda,2015,101.93
mda,2016,104.18
mda,2017,95.16
mda,2018,92.06
mda,2019,87.89
mdg,1961,51.54
mdg,1962,53.64
mdg,1963,54.25
mdg,1964,55.49
mdg,1965,50.86
mdg,1966,60.93
mdg,1967,61.6
mdg,1968,63.06
mdg,1969,61.59
mdg,1970,61.37
mdg,1971,58.96
mdg,1972,62.4
mdg,1973,62.39
mdg,1974,62.45
mdg,1975,64.02
mdg,1976,64.2
mdg,1977,52.73
mdg,1978,77.51
mdg,1979,69.08
mdg,1980,71.05
mdg,1981,73.15
mdg,1982,72.39
mdg,1983,71.7
mdg,1984,73.33
mdg,1985,74.01
mdg,1986,75.33
mdg,1987,76.11
mdg,1988,78.46
mdg,1989,78.7
mdg,1990,79.52
mdg,1991,80.82
mdg,1992,81.69
mdg,1993,82.65
mdg,1994,83.42
mdg,1995,85.41
mdg,1996,86.28
mdg,1997,87.27
mdg,1998,85.61
mdg,1999,84.59
mdg,2000,82.73
mdg,2001,72.32
mdg,2002,70.56
mdg,2003,72.05
mdg,2004,73.41
mdg,2005,83.02
mdg,2006,83.99
mdg,2007,84.92
mdg,2008,90.66
mdg,2009,93.29
mdg,2010,95.64
mdg,2011,98.12
mdg,2012,100.66
mdg,2013,100.69
mdg,2014,99.83
mdg,2015,99.49
mdg,2016,100.68
mdg,2017,101.16
mdg,2018,101.55
mdg,2019,97.23
mdv,1961,46.48
mdv,1962,47.64
mdv,1963,48.8
mdv,1964,49.96
mdv,1965,51.12
mdv,1966,52.29
mdv,1967,53.45
mdv,1968,54.61
mdv,1969,55.77
mdv,1970,56.93
mdv,1971,58.68
mdv,1972,60.42
mdv,1973,62.16
mdv,1974,63.9
mdv,1975,65.65
mdv,1976,67.39
mdv,1977,68.55
mdv,1978,69.71
mdv,1979,69.71
mdv,1980,69.71
mdv,1981,70.88
mdv,1982,75.52
mdv,1983,81.33
mdv,1984,84.82
mdv,1985,87.14
mdv,1986,88.3
mdv,1987,89.47
mdv,1988,90.63
mdv,1989,91.79
mdv,1990,92.95
mdv,1991,95.27
mdv,1992,97.25
mdv,1993,98.76
mdv,1994,98.99
mdv,1995,99.69
mdv,1996,98.41
mdv,1997,101.08
mdv,1998,104.57
mdv,1999,116.19
mdv,2000,104.57
mdv,2001,101.55
mdv,2002,98.76
mdv,2003,94.46
mdv,2004,90.4
mdv,2005,81.33
mdv,2006,87.96
mdv,2007,89.7
mdv,2008,91.56
mdv,2009,96.79
mdv,2010,97.37
mdv,2011,97.6
mdv,2012,97.6
mdv,2013,97.6
mdv,2014,98.18
mdv,2015,100.15
mdv,2016,101.67
mdv,2017,102.71
mdv,2018,103.76
mdv,2019,104.92
mex,1961,18.6
mex,1962,20.49
mex,1963,20.29
mex,1964,20.28
mex,1965,21.36
mex,1966,23.33
mex,1967,23.99
mex,1968,25.03
mex,1969,26.17
mex,1970,26.04
mex,1971,26.07
mex,1972,29.42
mex,1973,29.67
mex,1974,30.85
mex,1975,33.5
mex,1976,37.15
mex,1977,40.05
mex,1978,42.04
mex,1979,41.38
mex,1980,44.11
mex,1981,46.8
mex,1982,48.11
mex,1983,51.07
mex,1984,49.14
mex,1985,49.87
mex,1986,55.31
mex,1987,54.62
mex,1988,52.74
mex,1989,49.18
mex,1990,53.6
mex,1991,53.03
mex,1992,55.03
mex,1993,57.47
mex,1994,60.04
mex,1995,62.64
mex,1996,61.14
mex,1997,63.8
mex,1998,67.23
mex,1999,70.56
mex,2000,73.33
mex,2001,75.85
mex,2002,77.77
mex,2003,79.1
mex,2004,81.79
mex,2005,83.62
mex,2006,86.34
mex,2007,88.07
mex,2008,89.81
mex,2009,91
mex,2010,92.41
mex,2011,94.77
mex,2012,95.05
mex,2013,96.32
mex,2014,97.8
mex,2015,99.87
mex,2016,102.33
mex,2017,105.15
mex,2018,108.58
mex,2019,112.01
mkd,1992,91.03
mkd,1993,92.2
mkd,1994,94.21
mkd,1995,90.64
mkd,1996,85.47
mkd,1997,82.95
mkd,1998,79.79
mkd,1999,81.37
mkd,2000,84.51
mkd,2001,84.89
mkd,2002,81.77
mkd,2003,84.99
mkd,2004,91.93
mkd,2005,88.67
mkd,2006,94.46
mkd,2007,111.42
mkd,2008,107.41
mkd,2009,101.97
mkd,2010,103.05
mkd,2011,102.18
mkd,2012,98.75
mkd,2013,99.91
mkd,2014,101.55
mkd,2015,96.22
mkd,2016,102.23
mkd,2017,101.68
mkd,2018,101.78
mkd,2019,98.4
mli,1961,20.56
mli,1962,21.49
mli,1963,22.91
mli,1964,24.39
mli,1965,26.29
mli,1966,27.41
mli,1967,28.67
mli,1968,29.48
mli,1969,30.96
mli,1970,31.34
mli,1971,30.44
mli,1972,26.58
mli,1973,21.82
mli,1974,23.45
mli,1975,26.77
mli,1976,28.71
mli,1977,29.96
mli,1978,33.87
mli,1979,35.67
mli,1980,38.96
mli,1981,43.72
mli,1982,45.15
mli,1983,42.03
mli,1984,39.57
mli,1985,33.97
mli,1986,37.8
mli,1987,37.48
mli,1988,39.13
mli,1989,40.48
mli,1990,42.3
mli,1991,41.45
mli,1992,37.62
mli,1993,38.03
mli,1994,39.69
mli,1995,40.07
mli,1996,40.62
mli,1997,43.46
mli,1998,46.46
mli,1999,48.78
mli,2000,48.22
mli,2001,52.18
mli,2002,56.59
mli,2003,62.63
mli,2004,64.54
mli,2005,73.45
mli,2006,72.18
mli,2007,84.38
mli,2008,90.86
mli,2009,94.73
mli,2010,98.09
mli,2011,102.04
mli,2012,104.65
mli,2013,96.51
mli,2014,98.78
mli,2015,96.79
mli,2016,104.43
mli,2017,99.12
mli,2018,102.39
mli,2019,105.99
mlt,1961,45.61
mlt,1962,44.29
mlt,1963,43.35
mlt,1964,45.58
mlt,1965,53.29
mlt,1966,48.13
mlt,1967,47.17
mlt,1968,62.07
mlt,1969,61.92
mlt,1970,68.16
mlt,1971,68.03
mlt,1972,69.29
mlt,1973,73.92
mlt,1974,71.28
mlt,1975,71.01
mlt,1976,75.67
mlt,1977,87.9
mlt,1978,86.6
mlt,1979,74.66
mlt,1980,68.44
mlt,1981,71.32
mlt,1982,66.99
mlt,1983,75.65
mlt,1984,81.09
mlt,1985,89.05
mlt,1986,91.92
mlt,1987,92.96
mlt,1988,95.62
mlt,1989,95.89
mlt,1990,95.04
mlt,1991,101.93
mlt,1992,114.67
mlt,1993,114.92
mlt,1994,121.85
mlt,1995,108.39
mlt,1996,121.16
mlt,1997,126.29
mlt,1998,133.74001
mlt,1999,134.62
mlt,2000,127.6
mlt,2001,131.48
mlt,2002,133.27
mlt,2003,132.03
mlt,2004,118.36
mlt,2005,114.86
mlt,2006,115.01
mlt,2007,116.66
mlt,2008,123.13
mlt,2009,114.57
mlt,2010,111.04
mlt,2011,102.5
mlt,2012,100.89
mlt,2013,102.07
mlt,2014,103.17
mlt,2015,98.24
mlt,2016,98.59
mlt,2017,96.58
mlt,2018,86.48
mlt,2019,79.03
mmr,1961,4.81
mmr,1962,4.9
mmr,1963,5.29
mmr,1964,5.65
mmr,1965,6.04
mmr,1966,6.34
mmr,1967,6.79
mmr,1968,6.91
mmr,1969,7.16
mmr,1970,7.54
mmr,1971,7.7
mmr,1972,7.68
mmr,1973,8.31
mmr,1974,8.16
mmr,1975,8.46
mmr,1976,8.81
mmr,1977,9.02
mmr,1978,9.36
mmr,1979,9.99
mmr,1980,10.43
mmr,1981,11.29
mmr,1982,12.06
mmr,1983,12.82
mmr,1984,13.71
mmr,1985,14.18
mmr,1986,14.2
mmr,1987,14.61
mmr,1988,15.06
mmr,1989,12.14
mmr,1990,9.69
mmr,1991,9.51
mmr,1992,9.94
mmr,1993,10.17
mmr,1994,10.57
mmr,1995,11.42
mmr,1996,12.23
mmr,1997,12.96
mmr,1998,13.71
mmr,1999,15.92
mmr,2000,18.69
mmr,2001,20.35
mmr,2002,22.83
mmr,2003,27.51
mmr,2004,32.24
mmr,2005,38.17
mmr,2006,43.25
mmr,2007,47.87
mmr,2008,52.86
mmr,2009,61.07
mmr,2010,67.2
mmr,2011,71.53
mmr,2012,77.79
mmr,2013,84.93
mmr,2014,93.63
mmr,2015,101.29
mmr,2016,105.08
mmr,2017,107.14
mmr,2018,116.26
mmr,2019,122.45
mne,2006,121.04
mne,2007,123.53
mne,2008,100.42
mne,2009,84.68
mne,2010,78.43
mne,2011,106.39
mne,2012,91.54
mne,2013,105.2
mne,2014,98.57
mne,2015,95.84
mne,2016,105.6
mne,2017,94.82
mne,2018,95.23
mne,2019,102.17
mng,1961,64.22
mng,1962,57.89
mng,1963,52.49
mng,1964,53.03
mng,1965,57.25
mng,1966,61.7
mng,1967,63.25
mng,1968,59.89
mng,1969,61
mng,1970,61.34
mng,1971,60.23
mng,1972,65.36
mng,1973,63.5
mng,1974,70.42
mng,1975,76.77
mng,1976,72.58
mng,1977,67.78
mng,1978,76.75
mng,1979,75.85
mng,1980,72.37
mng,1981,73.52
mng,1982,73.65
mng,1983,73.33
mng,1984,73.77
mng,1985,70.77
mng,1986,76.69
mng,1987,75.67
mng,1988,71.52
mng,1989,75.63
mng,1990,77.16
mng,1991,80.51
mng,1992,72.99
mng,1993,64.7
mng,1994,62.2
mng,1995,66.71
mng,1996,76.51
mng,1997,71.91
mng,1998,80.13
mng,1999,88.35
mng,2000,85.96
mng,2001,66.49
mng,2002,61.41
mng,2003,50.41
mng,2004,62.06
mng,2005,58.56
mng,2006,56.19
mng,2007,62.21
mng,2008,70.39
mng,2009,85.78
mng,2010,63.77
mng,2011,67.5
mng,2012,71.57
mng,2013,81.1
mng,2014,79.81
mng,2015,114.68
mng,2016,105.51
mng,2017,111.22
mng,2018,133.95
mng,2019,143.89999
moz,1961,22.59
moz,1962,23.49
moz,1963,24.13
moz,1964,24.97
moz,1965,26.66
moz,1966,26.62
moz,1967,27.87
moz,1968,29.35
moz,1969,29.87
moz,1970,31.12
moz,1971,32.43
moz,1972,33.22
moz,1973,34.31
moz,1974,35.28
moz,1975,35.25
moz,1976,30.16
moz,1977,32.18
moz,1978,33.03
moz,1979,34.14
moz,1980,35.06
moz,1981,35.87
moz,1982,35.66
moz,1983,35.35
moz,1984,36.29
moz,1985,37.76
moz,1986,36.04
moz,1987,35.49
moz,1988,36.99
moz,1989,37.49
moz,1990,31.47
moz,1991,65.45
moz,1992,65.48
moz,1993,69.14
moz,1994,70.64
moz,1995,75.6
moz,1996,77.42
moz,1997,77.99
moz,1998,77.85
moz,1999,78.94
moz,2000,79.14
moz,2001,77.95
moz,2002,73.54
moz,2003,68.72
moz,2004,72.65
moz,2005,76.28
moz,2006,68.42
moz,2007,72.07
moz,2008,74.87
moz,2009,75.33
moz,2010,79.3
moz,2011,85.71
moz,2012,97.69
moz,2013,97.65
moz,2014,106.18
moz,2015,98.15
moz,2016,95.67
moz,2017,123.17
moz,2018,119.07
moz,2019,114.6
mrt,1961,50.44
mrt,1962,51.63
mrt,1963,52.53
mrt,1964,54.12
mrt,1965,55.51
mrt,1966,57.51
mrt,1967,58.84
mrt,1968,61.2
mrt,1969,58.93
mrt,1970,58.97
mrt,1971,59.29
mrt,1972,57.14
mrt,1973,50.62
mrt,1974,47.36
mrt,1975,48.57
mrt,1976,53.55
mrt,1977,57.53
mrt,1978,59.79
mrt,1979,60.81
mrt,1980,63.75
mrt,1981,65.22
