geo,time,ag_prd_lvsk_xd
gtm,1972,26.38
gtm,1973,26.08
gtm,1974,25.16
gtm,1975,26.32
gtm,1976,27.4
gtm,1977,28.4
gtm,1978,27.79
gtm,1979,25.51
gtm,1980,27.35
gtm,1981,27.25
gtm,1982,27.83
gtm,1983,30.05
gtm,1984,31.12
gtm,1985,29.6
gtm,1986,27.12
gtm,1987,29.88
gtm,1988,32.32
gtm,1989,35.32
gtm,1990,36.53
gtm,1991,33.15
gtm,1992,32.5
gtm,1993,35.5
gtm,1994,37.88
gtm,1995,39.96
gtm,1996,41.47
gtm,1997,43.22
gtm,1998,42.62
gtm,1999,43.05
gtm,2000,43.72
gtm,2001,49.81
gtm,2002,56.66
gtm,2003,57.3
gtm,2004,57.64
gtm,2005,59.34
gtm,2006,61.53
gtm,2007,64.39
gtm,2008,65.93
gtm,2009,71.5
gtm,2010,74.03
gtm,2011,77.84
gtm,2012,83.66
gtm,2013,86.64
gtm,2014,96.27
gtm,2015,100.24
gtm,2016,103.49
gtm,2017,102.15
gtm,2018,102.83
gtm,2019,108.73
gum,1961,94.22
gum,1962,92.84
gum,1963,125.71
gum,1964,91.82
gum,1965,112.44
gum,1966,128.42
gum,1967,125.17
gum,1968,143.88
gum,1969,145.45
gum,1970,149.72
gum,1971,123.16
gum,1972,135.54
gum,1973,148.28
gum,1974,161.26
gum,1975,178.98
gum,1976,139.43
gum,1977,166.18
gum,1978,168.65
gum,1979,169.7
gum,1980,155.9
gum,1981,157.56
gum,1982,128.46
gum,1983,105.1
gum,1984,108.1
gum,1985,94.01
gum,1986,107.15
gum,1987,115.9
gum,1988,137.87
gum,1989,50.93
gum,1990,41.47
gum,1991,73.32
gum,1992,75.85
gum,1993,79.1
gum,1994,72.15
gum,1995,72.26
gum,1996,72.37
gum,1997,73.14
gum,1998,73.25
gum,1999,76.14
gum,2000,77.61
gum,2001,79.42
gum,2002,80.43
gum,2003,79.45
gum,2004,81.06
gum,2005,81.18
gum,2006,81.62
gum,2007,92.77
gum,2008,83.53
gum,2009,102.27
gum,2010,84.02
gum,2011,84.88
gum,2012,100.56
gum,2013,100.75
gum,2014,100.9
gum,2015,99.84
gum,2016,99.25
gum,2017,99.98
gum,2018,101.78
guy,1961,28.52
guy,1962,29.62
guy,1963,30.26
guy,1964,33.6
guy,1965,36.21
guy,1966,37.9
guy,1967,38.82
guy,1968,43.56
guy,1969,48.16
guy,1970,48.84
guy,1971,51.8
guy,1972,54.25
guy,1973,57.11
guy,1974,52.8
guy,1975,56.44
guy,1976,59.27
guy,1977,58.62
guy,1978,54.09
guy,1979,46.53
guy,1980,47.33
guy,1981,46.57
guy,1982,38.21
guy,1983,29.04
guy,1984,27.56
guy,1985,25.82
guy,1986,27.29
guy,1987,30.75
guy,1988,33.56
guy,1989,30.75
guy,1990,29.62
guy,1991,30.76
guy,1992,38.97
guy,1993,40.74
guy,1994,44.79
guy,1995,43.96
guy,1996,53.6
guy,1997,53.5
guy,1998,51.56
guy,1999,51.92
guy,2000,49.13
guy,2001,50.31
guy,2002,55.45
guy,2003,69.71
guy,2004,72.37
guy,2005,69.94
guy,2006,65.1
guy,2007,74.73
guy,2008,71.17
guy,2009,78.67
guy,2010,74.78
guy,2011,84.7
guy,2012,90.69
guy,2013,93.08
guy,2014,96.84
guy,2015,100.89
guy,2016,102.28
guy,2017,100.06
guy,2018,123.47
guy,2019,121.8
hkg,1961,94.39
hkg,1962,135.31
hkg,1963,126.31
hkg,1964,97.9
hkg,1965,86.62
hkg,1966,87.1
hkg,1967,92.75
hkg,1968,122.08
hkg,1969,132.87
hkg,1970,140.73
hkg,1971,150.63
hkg,1972,166.27
hkg,1973,129.13
hkg,1974,123.62
hkg,1975,113.62
hkg,1976,122.1
hkg,1977,143.46001
hkg,1978,153.39999
hkg,1979,172.67
hkg,1980,89.63
hkg,1981,194.84
hkg,1982,190.08
hkg,1983,187.61
hkg,1984,176.27
hkg,1985,190.71001
hkg,1986,168.07001
hkg,1987,175.13
hkg,1988,177.53
hkg,1989,155
hkg,1990,136.87
hkg,1991,115.04
hkg,1992,73.36
hkg,1993,85.87
hkg,1994,46
hkg,1995,59.33
hkg,1996,66.43
hkg,1997,72.06
hkg,1998,81.09
hkg,1999,96.07
hkg,2000,101
hkg,2001,105.06
hkg,2002,95.34
hkg,2003,113.33
hkg,2004,104.11
hkg,2005,109.2
hkg,2006,111.76
hkg,2007,116.8
hkg,2008,96.64
hkg,2009,116.99
hkg,2010,101.35
hkg,2011,91.02
hkg,2012,94.5
hkg,2013,103.75
hkg,2014,95.51
hkg,2015,95.42
hkg,2016,109.07
hkg,2017,98.66
hkg,2018,78.08
hkg,2019,146.64999
hnd,1961,19.72
hnd,1962,20.54
hnd,1963,20.93
hnd,1964,20.14
hnd,1965,20.29
hnd,1966,20.79
hnd,1967,23.53
hnd,1968,25.15
hnd,1969,25.32
hnd,1970,26.28
hnd,1971,30.08
hnd,1972,31.36
hnd,1973,32.15
hnd,1974,29.29
hnd,1975,31.68
hnd,1976,33.24
hnd,1977,33.12
hnd,1978,41.41
hnd,1979,29.49
hnd,1980,42.74
hnd,1981,44.82
hnd,1982,38.3
hnd,1983,33.45
hnd,1984,34.43
hnd,1985,35.5
hnd,1986,32.71
hnd,1987,40.91
hnd,1988,43.55
hnd,1989,44.5
hnd,1990,47.75
hnd,1991,49
hnd,1992,50.49
hnd,1993,49.67
hnd,1994,65.14
hnd,1995,63.33
hnd,1996,70.19
hnd,1997,68.46
hnd,1998,69.97
hnd,1999,69.16
hnd,2000,70.04
hnd,2001,69.5
hnd,2002,76.12
hnd,2003,82.33
hnd,2004,85.94
hnd,2005,90.01
hnd,2006,92.68
hnd,2007,96.57
hnd,2008,103.71
hnd,2009,91.69
hnd,2010,90.86
hnd,2011,94.44
hnd,2012,96.29
hnd,2013,95.75
hnd,2014,95.94
hnd,2015,100.44
hnd,2016,103.61
hnd,2017,104.86
hnd,2018,106.87
hnd,2019,109.64
hrv,1992,87.92
hrv,1993,80.51
hrv,1994,73.16
hrv,1995,69.48
hrv,1996,66.7
hrv,1997,67.41
hrv,1998,68.54
hrv,1999,72.26
hrv,2000,62.19
hrv,2001,69.1
hrv,2002,67.82
hrv,2003,69.71
hrv,2004,75.74
hrv,2005,82.56
hrv,2006,83.04
hrv,2007,88.58
hrv,2008,85.64
hrv,2009,87.64
hrv,2010,84.35
hrv,2011,88.48
hrv,2012,100.25
hrv,2013,82.54
hrv,2014,98.4
hrv,2015,96.42
hrv,2016,105.18
hrv,2017,105.06
hrv,2018,100.35
hrv,2019,96.18
hti,1961,35.78
hti,1962,36.62
hti,1963,37.7
hti,1964,38.69
hti,1965,39.88
hti,1966,40.72
hti,1967,44.13
hti,1968,45.02
hti,1969,46.36
hti,1970,47.88
hti,1971,49.34
hti,1972,51.27
hti,1973,52.09
hti,1974,53.02
hti,1975,54.32
hti,1976,55.9
hti,1977,55.16
hti,1978,57.9
hti,1979,56.29
hti,1980,54.93
hti,1981,55.35
hti,1982,59.59
hti,1983,61.38
hti,1984,62.8
hti,1985,63.21
hti,1986,63.08
hti,1987,60.92
hti,1988,59.57
hti,1989,57.94
hti,1990,55.17
hti,1991,59.35
hti,1992,62.9
hti,1993,65.41
hti,1994,66.3
hti,1995,61.91
hti,1996,67.37
hti,1997,69.91
hti,1998,76.22
hti,1999,75.72
hti,2000,88.92
hti,2001,91.07
hti,2002,93.88
hti,2003,94.85
hti,2004,94.57
hti,2005,95.88
hti,2006,94.76
hti,2007,96.84
hti,2008,97.68
hti,2009,96.56
hti,2010,97.01
hti,2011,99.71
hti,2012,100.76
hti,2013,100.14
hti,2014,97.75
hti,2015,99.6
hti,2016,102.65
hti,2017,101.99
hti,2018,101.14
hti,2019,102.93
hun,1961,98.02
hun,1962,99.18
hun,1963,100.32
hun,1964,99.59
hun,1965,103.59
hun,1966,101.94
hun,1967,105.19
hun,1968,114.74
hun,1969,112.95
hun,1970,117
hun,1971,127.93
hun,1972,129.88
hun,1973,129.25999
hun,1974,138.17999
hun,1975,146.78
hun,1976,140.96001
hun,1977,153.10001
hun,1978,158.31
hun,1979,163.69
hun,1980,167
hun,1981,168.86
hun,1982,179.16
hun,1983,183.66
hun,1984,186.53
hun,1985,180.28999
hun,1986,176.42999
hun,1987,182.7
hun,1988,182.27
hun,1989,180.60001
hun,1990,181.60001
hun,1991,150.69
hun,1992,135.78999
hun,1993,121.68
hun,1994,112.51
hun,1995,111.21
hun,1996,115.45
hun,1997,112.19
hun,1998,115.08
hun,1999,115.52
hun,2000,122.75
hun,2001,116.61
hun,2002,120.73
hun,2003,113.32
hun,2004,106.97
hun,2005,100.03
hun,2006,96.74
hun,2007,97.3
hun,2008,97.21
hun,2009,94.91
hun,2010,88.38
hun,2011,91.83
hun,2012,90.34
hun,2013,87.45
hun,2014,95.01
hun,2015,102.17
hun,2016,102.83
hun,2017,99.14
hun,2018,102.71
hun,2019,103.43
idn,1961,13.15
idn,1962,13.82
idn,1963,13.78
idn,1964,14.31
idn,1965,14.52
idn,1966,14.3
idn,1967,14.24
idn,1968,14.91
idn,1969,15.16
idn,1970,16.96
idn,1971,17.52
idn,1972,18.4
idn,1973,18.96
idn,1974,20.09
idn,1975,20.56
idn,1976,21.44
idn,1977,21.8
idn,1978,22.35
idn,1979,23.95
idn,1980,25.49
idn,1981,26.67
idn,1982,28.18
idn,1983,31.76
idn,1984,33.65
idn,1985,35.82
idn,1986,39.55
idn,1987,40.66
idn,1988,42.33
idn,1989,44.75
idn,1990,47.61
idn,1991,51.52
idn,1992,55.28
idn,1993,59.65
idn,1994,63.29
idn,1995,60.82
idn,1996,63.77
idn,1997,63.49
idn,1998,55.82
idn,1999,52.68
idn,2000,56.86
idn,2001,61.55
idn,2002,68.7
idn,2003,72.41
idn,2004,70.82
idn,2005,64.3
idn,2006,72.82
idn,2007,72.05
idn,2008,71.89
idn,2009,74.31
idn,2010,79.42
idn,2011,86.1
idn,2012,91.05
idn,2013,94.02
idn,2014,94.09
idn,2015,99.15
idn,2016,106.76
idn,2017,160.42999
idn,2018,165.17999
idn,2019,168.09
ind,1961,16.49
ind,1962,16.59
ind,1963,16.65
ind,1964,16.62
ind,1965,16.68
ind,1966,16.88
ind,1967,17.17
ind,1968,17.95
ind,1969,18.27
ind,1970,18.11
ind,1971,19.11
ind,1972,19.36
ind,1973,19.78
ind,1974,20.62
ind,1975,21.42
ind,1976,22.52
ind,1977,23.36
ind,1978,23.85
ind,1979,24.86
ind,1980,25.89
ind,1981,27.5
ind,1982,29.15
ind,1983,30.93
ind,1984,32.47
ind,1985,34.12
ind,1986,35.36
ind,1987,36.32
ind,1988,37.35
ind,1989,39.12
ind,1990,40.47
ind,1991,41.28
ind,1992,42.53
ind,1993,44.07
ind,1994,45.53
ind,1995,47.8
ind,1996,49.37
ind,1997,50.74
ind,1998,52.54
ind,1999,54.7
ind,2000,56.04
ind,2001,58.13
ind,2002,59.29
ind,2003,60.52
ind,2004,63.27
ind,2005,65.9
ind,2006,68.87
ind,2007,73.2
ind,2008,75.48
ind,2009,78.05
ind,2010,81.21
ind,2011,84.69
ind,2012,87.46
ind,2013,90.53
ind,2014,95.22
ind,2015,99.8
ind,2016,104.98
ind,2017,111.08
ind,2018,117.91
ind,2019,118.69
irl,1961,42.53
irl,1962,40.83
irl,1963,42.08
irl,1964,44.39
irl,1965,43.18
irl,1966,45.52
irl,1967,52.08
irl,1968,51.36
irl,1969,51.13
irl,1970,50.67
irl,1971,56.96
irl,1972,55.62
irl,1973,52.88
irl,1974,61.2
irl,1975,71.34
irl,1976,62.52
irl,1977,68.6
irl,1978,74.77
irl,1979,71.26
irl,1980,78.69
irl,1981,68.1
irl,1982,72.25
irl,1983,78.05
irl,1984,82.06
irl,1985,85.48
irl,1986,89.15
irl,1987,85.46
irl,1988,82.8
irl,1989,81
irl,1990,90.29
irl,1991,88.98
irl,1992,90.18
irl,1993,88.22
irl,1994,83
irl,1995,84.78
irl,1996,88.42
irl,1997,89.89
irl,1998,92.55
irl,1999,97.06
irl,2000,91.55
irl,2001,92.94
irl,2002,88.88
irl,2003,89.81
irl,2004,89.63
irl,2005,87.47
irl,2006,87.38
irl,2007,89.61
irl,2008,85.6
irl,2009,84.86
irl,2010,88.61
irl,2011,89.92
irl,2012,85.94
irl,2013,89.19
irl,2014,95.6
irl,2015,100.23
irl,2016,104.18
irl,2017,110.44
irl,2018,113.49
irl,2019,116.09
irn,1961,19.12
irn,1962,20.23
irn,1963,19.43
irn,1964,19.81
irn,1965,20.1
irn,1966,20.09
irn,1967,21.12
irn,1968,21.78
irn,1969,22.49
irn,1970,23.22
irn,1971,23.83
irn,1972,24.59
irn,1973,25.41
irn,1974,26.1
irn,1975,26.36
irn,1976,28.13
irn,1977,29.16
irn,1978,31.12
irn,1979,31.85
irn,1980,31.69
irn,1981,33.07
irn,1982,34.85
irn,1983,35.96
irn,1984,37.15
irn,1985,38.15
irn,1986,40.51
irn,1987,41.06
irn,1988,41.39
irn,1989,44.41
irn,1990,47.27
irn,1991,49.54
irn,1992,52.87
irn,1993,55.57
irn,1994,58.35
irn,1995,59.09
irn,1996,62.32
irn,1997,65.01
irn,1998,66.88
irn,1999,67.01
irn,2000,71.37
irn,2001,73.55
irn,2002,75.61
irn,2003,78.55
irn,2004,82.19
irn,2005,86.97
irn,2006,90.94
irn,2007,96.25
irn,2008,86.67
irn,2009,88.69
irn,2010,91.52
irn,2011,93.74
irn,2012,98.98
irn,2013,101.45
irn,2014,104.43
irn,2015,96.14
irn,2016,99.44
irn,2017,102.56
irn,2018,99.73
irn,2019,97.26
irq,1961,89.47
irq,1962,89.82
irq,1963,89.16
irq,1964,88.88
irq,1965,86.48
irq,1966,88.47
irq,1967,90.71
irq,1968,94.18
irq,1969,97.29
irq,1970,101.72
irq,1971,101.97
irq,1972,102.59
irq,1973,101.19
irq,1974,99.97
irq,1975,98.66
irq,1976,108.68
irq,1977,108.77
irq,1978,108.35
irq,1979,110.28
irq,1980,113.19
irq,1981,112.1
irq,1982,132.2
irq,1983,120.99
irq,1984,131.74001
irq,1985,138.27
irq,1986,145.75
irq,1987,145.17
irq,1988,146.22
irq,1989,169.94
irq,1990,152.72
irq,1991,64.12
irq,1992,72.57
irq,1993,83.18
irq,1994,82.7
irq,1995,73.84
irq,1996,70.88
irq,1997,80.81
irq,1998,83.41
irq,1999,90.98
irq,2000,104.41
irq,2001,112.68
irq,2002,116.99
irq,2003,77.81
irq,2004,85.79
irq,2005,100.54
irq,2006,92.74
irq,2007,95.14
irq,2008,102.34
irq,2009,99.66
irq,2010,111.34
irq,2011,118.89
irq,2012,125.04
irq,2013,117.48
irq,2014,110.68
irq,2015,99.16
irq,2016,90.16
irq,2017,93.36
irq,2018,98.28
irq,2019,98.26
isl,1961,78.88
isl,1962,83.26
isl,1963,81.18
isl,1964,79.94
isl,1965,84.3
isl,1966,82.18
isl,1967,86.59
isl,1968,80.65
isl,1969,81.12
isl,1970,77.09
isl,1971,75.95
isl,1972,82.1
isl,1973,85.31
isl,1974,88.78
isl,1975,91.61
isl,1976,89.9
isl,1977,90.98
isl,1978,95.97
isl,1979,97.58
isl,1980,89.91
isl,1981,91.23
isl,1982,90.03
isl,1983,89.51
isl,1984,87.8
isl,1985,90.49
isl,1986,91.11
isl,1987,86.49
isl,1988,77.59
isl,1989,73.38
isl,1990,73.71
isl,1991,74.07
isl,1992,73.11
isl,1993,70.11
isl,1994,71.52
isl,1995,71.29
isl,1996,69.28
isl,1997,70.53
isl,1998,72.24
isl,1999,76.08
isl,2000,79.61
isl,2001,78.65
isl,2002,80.27
isl,2003,81.2
isl,2004,80.89
isl,2005,80.12
isl,2006,82.37
isl,2007,86.95
isl,2008,88.67
isl,2009,88.74
isl,2010,88.96
isl,2011,91.27
isl,2012,94.14
isl,2013,93.38
isl,2014,95.66
isl,2015,100.26
isl,2016,104.08
isl,2017,107.91
isl,2018,108.5
isl,2019,106.89
isr,1961,15.78
isr,1962,17.54
isr,1963,17.47
isr,1964,18.98
isr,1965,19
isr,1966,19.68
isr,1967,21.56
isr,1968,21.84
isr,1969,22.22
isr,1970,23.62
isr,1971,25.02
isr,1972,26.56
isr,1973,27.48
isr,1974,29.66
isr,1975,31.52
isr,1976,34.75
isr,1977,35.91
isr,1978,35.92
isr,1979,35.82
isr,1980,35.3
isr,1981,35.73
isr,1982,38.09
isr,1983,39.73
isr,1984,42.93
isr,1985,41.65
isr,1986,40.27
isr,1987,41.74
isr,1988,45.05
isr,1989,44.6
isr,1990,45.24
isr,1991,47.92
isr,1992,49.75
isr,1993,51.96
isr,1994,55.67
isr,1995,54.96
isr,1996,55.92
isr,1997,56.83
isr,1998,54.26
isr,1999,56.96
isr,2000,69.8
isr,2001,71.04
isr,2002,76.18
isr,2003,77.38
isr,2004,78.67
isr,2005,79.93
isr,2006,80.01
isr,2007,85.71
isr,2008,89.64
isr,2009,86.37
isr,2010,87.68
isr,2011,88.46
isr,2012,92.35
isr,2013,91.08
isr,2014,97.79
isr,2015,100.03
isr,2016,102.19
isr,2017,104.29
isr,2018,99.54
isr,2019,95.24
ita,1961,71.28
ita,1962,72.29
ita,1963,65.18
ita,1964,69.6
ita,1965,73.96
ita,1966,80
ita,1967,79.63
ita,1968,83.85
ita,1969,85.32
ita,1970,86.44
ita,1971,85.1
ita,1972,83.87
ita,1973,89.08
ita,1974,92.23
ita,1975,90.34
ita,1976,93.15
ita,1977,99.63
ita,1978,101.49
ita,1979,105.93
ita,1980,108.8
ita,1981,108.05
ita,1982,108.42
ita,1983,112.16
ita,1984,114.36
ita,1985,112.91
ita,1986,109.71
ita,1987,112.24
ita,1988,113.17
ita,1989,111.57
ita,1990,115.86
ita,1991,106.2
ita,1992,108.3
ita,1993,109.53
ita,1994,109.86
ita,1995,113.69
ita,1996,114.88
ita,1997,115.11
ita,1998,111.4
ita,1999,115.62
ita,2000,114.39
ita,2001,113.5
ita,2002,114.18
ita,2003,110.41
ita,2004,110.28
ita,2005,109.73
ita,2006,107.17
ita,2007,110.65
ita,2008,114.55
ita,2009,111.74
ita,2010,109.67
ita,2011,106.88
ita,2012,109.28
ita,2013,103.91
ita,2014,96.03
ita,2015,101.51
ita,2016,102.47
ita,2017,100.43
ita,2018,106.07
ita,2019,106.87
jam,1961,25.36
jam,1962,24.72
jam,1963,24.89
jam,1964,25.62
jam,1965,25.34
jam,1966,27.65
jam,1967,31.68
jam,1968,32.38
jam,1969,34.36
jam,1970,34.72
jam,1971,36.03
jam,1972,34.76
jam,1973,39.61
jam,1974,40.33
jam,1975,41.11
jam,1976,43.96
jam,1977,45.37
jam,1978,45.32
jam,1979,45.37
jam,1980,45.47
jam,1981,44.46
jam,1982,43.59
jam,1983,49.2
jam,1984,53.53
jam,1985,44.99
jam,1986,48.26
jam,1987,51.82
jam,1988,49.71
jam,1989,47.77
jam,1990,73.78
jam,1991,70.73
jam,1992,73.6
jam,1993,67.25
jam,1994,67.48
jam,1995,68.8
jam,1996,72.91
jam,1997,74.06
jam,1998,77.21
jam,1999,82.72
jam,2000,83.44
jam,2001,84.8
jam,2002,86.99
jam,2003,91.55
jam,2004,89.8
jam,2005,92.37
jam,2006,89.47
jam,2007,89.41
jam,2008,90.99
jam,2009,90.91
jam,2010,88.12
jam,2011,89.49
jam,2012,92.24
jam,2013,92.92
jam,2014,95.04
jam,2015,97.97
jam,2016,106.99
jam,2017,106.89
jam,2018,108.94
jam,2019,110.33
jor,1961,7.07
jor,1962,8.02
jor,1963,9.36
jor,1964,11.24
jor,1965,14.34
jor,1966,15.67
jor,1967,10.55
jor,1968,11.21
jor,1969,10.87
jor,1970,10.84
jor,1971,14.79
jor,1972,14.05
jor,1973,15.39
jor,1974,12.55
jor,1975,14.49
jor,1976,13.06
jor,1977,14.54
jor,1978,14.92
jor,1979,15.5
jor,1980,16.35
jor,1981,17.18
jor,1982,17.79
jor,1983,22.43
jor,1984,27.62
jor,1985,31.34
jor,1986,31.35
jor,1987,31.43
jor,1988,29.85
jor,1989,26.63
jor,1990,30.94
jor,1991,38.5
jor,1992,47.31
jor,1993,53.31
jor,1994,50.96
jor,1995,53.06
jor,1996,53.92
jor,1997,53.31
jor,1998,53.51
jor,1999,56.52
jor,2000,56.97
jor,2001,57.86
jor,2002,58.49
jor,2003,63.18
jor,2004,67.42
jor,2005,68.51
jor,2006,68.4
jor,2007,77.71
jor,2008,87.35
jor,2009,87.06
jor,2010,93.72
jor,2011,94.57
jor,2012,96.36
jor,2013,93
jor,2014,100.35
jor,2015,97.83
jor,2016,101.82
jor,2017,109.7
jor,2018,115.73
jor,2019,107.42
jpn,1961,27.94
jpn,1962,31.89
jpn,1963,33.6
jpn,1964,38.18
jpn,1965,40.28
jpn,1966,40.23
jpn,1967,43.05
jpn,1968,46.15
jpn,1969,51.34
jpn,1970,57.03
jpn,1971,59.93
jpn,1972,62.23
jpn,1973,61.99
jpn,1974,65.79
jpn,1975,66.04
jpn,1976,66.63
jpn,1977,72.36
jpn,1978,77.85
jpn,1979,81.92
jpn,1980,83.41
jpn,1981,83.84
jpn,1982,86.29
jpn,1983,88.43
jpn,1984,90.59
jpn,1985,93.96
jpn,1986,95.07
jpn,1987,96.79
jpn,1988,97.88
jpn,1989,98.51
jpn,1990,97.96
jpn,1991,98.03
jpn,1992,99.44
jpn,1993,99.29
jpn,1994,97.17
jpn,1995,95.63
jpn,1996,94.34
jpn,1997,93.94
jpn,1998,93.13
jpn,1999,93.04
jpn,2000,92.28
jpn,2001,89.41
jpn,2002,92.38
jpn,2003,91.69
jpn,2004,91.56
jpn,2005,91.08
jpn,2006,91.84
jpn,2007,92.5
jpn,2008,92.74
jpn,2009,93.49
jpn,2010,92.75
jpn,2011,90.57
jpn,2012,93.13
jpn,2013,100.81
jpn,2014,100.02
jpn,2015,99.63
jpn,2016,100.35
jpn,2017,100.89
jpn,2018,101.91
jpn,2019,102.46
kaz,1992,123.95
kaz,1993,131.59
kaz,1994,122.47
kaz,1995,102.68
kaz,1996,84.12
kaz,1997,74.1
kaz,1998,68.06
kaz,1999,67.81
kaz,2000,65.75
kaz,2001,67.22
kaz,2002,69.92
kaz,2003,72.48
kaz,2004,76.65
kaz,2005,80.04
kaz,2006,83.92
kaz,2007,87.36
kaz,2008,90.39
kaz,2009,92.09
kaz,2010,95.38
kaz,2011,94.19
kaz,2012,91.23
kaz,2013,93.27
kaz,2014,96.99
kaz,2015,100.01
kaz,2016,103.01
kaz,2017,107.17
kaz,2018,111.43
kaz,2019,115.74
ken,1961,19.13
ken,1962,19.04
ken,1963,18.04
ken,1964,19.11
ken,1965,20.03
ken,1966,19.96
ken,1967,20.12
ken,1968,21.25
ken,1969,21.57
ken,1970,23.72
ken,1971,24.82
ken,1972,25.66
ken,1973,25.67
ken,1974,25.83
ken,1975,25.92
ken,1976,27.28
ken,1977,31.9
ken,1978,33.25
ken,1979,34.16
ken,1980,32.54
ken,1981,30.6
ken,1982,34.31
ken,1983,36.84
ken,1984,38.1
ken,1985,39.45
ken,1986,42.57
ken,1987,46.39
ken,1988,50.54
ken,1989,50.84
ken,1990,49.98
ken,1991,51.05
ken,1992,50.57
ken,1993,49.71
ken,1994,50.01
ken,1995,50.42
ken,1996,50.5
ken,1997,52.91
ken,1998,52.77
ken,1999,57.17
ken,2000,55.29
ken,2001,60.04
ken,2002,65.21
ken,2003,68.06
ken,2004,73.73
ken,2005,79.28
ken,2006,82.43
ken,2007,86.65
ken,2008,91.14
ken,2009,96.56
ken,2010,96.35
ken,2011,97.03
ken,2012,93.96
ken,2013,94.67
ken,2014,94.83
ken,2015,99.48
ken,2016,105.69
ken,2017,105.58
ken,2018,96.54
ken,2019,109.68
kgz,1992,92.05
kgz,1993,89.41
kgz,1994,80.85
kgz,1995,73.14
kgz,1996,74.29
kgz,1997,73.83
kgz,1998,75.94
kgz,1999,79.71
kgz,2000,81.33
kgz,2001,83.11
kgz,2002,84.55
kgz,2003,83.12
kgz,2004,81
kgz,2005,81.24
kgz,2006,81.69
kgz,2007,82.76
kgz,2008,84.34
kgz,2009,85.8
kgz,2010,88.22
kgz,2011,88.7
kgz,2012,89.78
kgz,2013,91.4
kgz,2014,97.9
kgz,2015,99.94
kgz,2016,102.17
kgz,2017,103.62
kgz,2018,105.91
kgz,2019,104.8
khm,1961,20.51
khm,1962,22.86
khm,1963,23.41
khm,1964,22.29
khm,1965,24.27
khm,1966,26.01
khm,1967,31.38
khm,1968,34.8
khm,1969,39.98
khm,1970,39.45
khm,1971,38.95
khm,1972,38.59
khm,1973,38.22
khm,1974,34.88
khm,1975,27.85
khm,1976,23.24
khm,1977,20.35
khm,1978,18.25
khm,1979,15.78
khm,1980,16.08
khm,1981,19.42
khm,1982,29.53
khm,1983,32.65
khm,1984,37.73
khm,1985,42.89
khm,1986,44.75
khm,1987,47.92
khm,1988,53.35
khm,1989,58.94
khm,1990,57.24
khm,1991,60.05
khm,1992,70.23
khm,1993,73.41
khm,1994,72.55
khm,1995,75.16
khm,1996,78.33
khm,1997,83.28
khm,1998,84.9
khm,1999,86.61
khm,2000,98.92
khm,2001,99.61
khm,2002,96.15
khm,2003,99.77
khm,2004,102.39
khm,2005,108.62
khm,2006,112.31
khm,2007,107.41
khm,2008,101.49
khm,2009,100.06
khm,2010,98.48
khm,2011,100.77
khm,2012,98.78
khm,2013,100.14
khm,2014,101.61
khm,2015,98.28
khm,2016,100.11
khm,2017,100.66
khm,2018,90.22
khm,2019,99.4
kir,1961,38.47
kir,1962,38.68
kir,1963,38.87
kir,1964,45.35
kir,1965,45.54
kir,1966,40.45
kir,1967,40.64
kir,1968,40.99
kir,1969,41.3
kir,1970,41.57
kir,1971,42.16
kir,1972,42.56
kir,1973,42.84
kir,1974,43.05
kir,1975,43.26
kir,1976,43.68
kir,1977,43.89
kir,1978,44.1
kir,1979,44.28
kir,1980,44.49
kir,1981,45.17
kir,1982,45.72
kir,1983,46.21
kir,1984,46.69
kir,1985,47.17
kir,1986,47.86
kir,1987,48.34
kir,1988,48.68
kir,1989,49.24
kir,1990,49.73
kir,1991,50.23
kir,1992,50.69
kir,1993,51.2
kir,1994,51.36
kir,1995,52.99
kir,1996,53.33
kir,1997,53.77
kir,1998,53.77
kir,1999,53.28
kir,2000,59.87
kir,2001,64.99
kir,2002,72.26
kir,2003,72.37
kir,2004,73.63
kir,2005,76.71
kir,2006,81.45
kir,2007,87.69
kir,2008,90.02
kir,2009,90.83
kir,2010,92.92
kir,2011,94.08
kir,2012,96.23
kir,2013,94.43
kir,2014,97.85
kir,2015,99.3
kir,2016,102.85
kir,2017,103.72
kir,2018,106.39
kir,2019,108.24
kna,1961,203.50999
kna,1962,204.71001
kna,1963,210.22
kna,1964,212.78
kna,1965,219.03999
kna,1966,230.96001
kna,1967,216.42
kna,1968,206.37
kna,1969,207.7
kna,1970,211.11
kna,1971,212.17
kna,1972,207.62
kna,1973,205.7
kna,1974,209.57001
kna,1975,208.02
kna,1976,215.89
kna,1977,217.46001
kna,1978,226.84
kna,1979,230.31
kna,1980,246.92
kna,1981,256.54001
kna,1982,240.77
kna,1983,242.92999
kna,1984,212.87
kna,1985,228.11
kna,1986,232.41
kna,1987,231.88
kna,1988,220.41
kna,1989,211.95
kna,1990,215.47
kna,1991,220.35001
kna,1992,218.82001
kna,1993,207.44
kna,1994,216.66
kna,1995,220.42999
kna,1996,221.53
kna,1997,223.98
kna,1998,218.78999
kna,1999,227.2
kna,2000,199.21001
kna,2001,221.63
kna,2002,200.89
kna,2003,214.22
kna,2004,207.71001
kna,2005,188.78
kna,2006,125.53
kna,2007,141.69
kna,2008,159.13
kna,2009,148.92999
kna,2010,147.46001
kna,2011,142.10001
kna,2012,104.82
kna,2013,93.39
kna,2014,98.17
kna,2015,103.56
