geo,time,ny_gns_ictr_cn
cmr,1988,718618434978.76892
cmr,1989,624834628181.44299
cmr,1990,542709979189.862
cmr,1991,515030084098.74493
cmr,1992,353595295282.33398
cmr,1993,736903172555.30005
cmr,1994,891564795890.29712
cmr,1995,1067546713500.42004
cmr,1996,930866059945.13599
cmr,1997,1105724838926.37012
cmr,1998,1155472729288.16992
cmr,1999,1177562301108.87988
cmr,2000,1079254051708.90002
cmr,2001,975338084184.55286
cmr,2002,1026080041205.5
cmr,2003,1314247690206.43994
cmr,2004,1679529719415.42993
cmr,2005,1735410413933.82007
cmr,2006,2110588248305.71997
cmr,2007,2162984305377.97998
cmr,2008,2165210882440.23999
cmr,2009,2120400090871.65991
cmr,2010,2082170333820.1897
cmr,2011,2240421116464.74023
cmr,2012,2326998452473.83008
cmr,2013,2552290642736.39014
cmr,2014,2929605870565.00977
cmr,2015,2726147124639.45996
cmr,2016,3297288587028.72949
cmr,2017,3414882520877.70947
cmr,2018,3487350287881.70947
cmr,2019,3346845077741.43994
cmr,2020,3147091527295.41992
cod,2005,417454093000
cod,2006,800261394620
cod,2007,1130458689420
cod,2008,382183789500
cod,2009,1290190504580
cod,2010,3895683347150
cod,2011,4554239373670
cod,2012,2198952940403.58008
cod,2013,3768192428557.72021
cod,2014,5114213326753.12012
cod,2015,4686324440707.19043
cod,2016,5828747671029.33984
cod,2017,12102532754423.5
cod,2018,13879540448139.5
cod,2019,14537048516754
cod,2020,20162417157159.69531
cog,1978,16121611700.0017
cog,1979,45670842900.0003
cog,1980,94140027600
cog,1981,135681159000
cog,1982,278679263200
cog,1983,288784028700
cog,1984,388072923400
cog,1985,241470105200
cog,1986,117515368500
cog,1987,172611557100
cog,1988,35268210800.0002
cog,1989,111291995100
cog,1990,242143480000
cog,1991,135125082040.593
cog,1992,251026440513.89496
cog,1993,161228339619.009
cog,1994,282997810340.37402
cog,1995,-24311081081.7716
cog,1996,-2719600940.09757
cog,1997,125738640056.367
cog,1998,69286019922.57491
cog,1999,256266613769.65799
cog,2000,829224273754.16187
cog,2001,451152649192.34003
cog,2002,495699564995.51697
cog,2003,624630155291.46204
cog,2004,418612606052.66895
cog,2005,1146482938700.51001
cog,2006,1771422000246.29004
cog,2007,1401868999995.88989
cog,2008,2259797000216.24023
cog,2009,1837904000291.28003
cog,2010,3515987997415.8999
cog,2011,3695415998639.76953
cog,2012,5194261997642.90039
cog,2013,5131198073516.15039
cog,2014,5075122749750.92969
cog,2015,2843978189356.91992
cog,2016,1476562303389.66992
col,1968,16404976033.4221
col,1969,17820965900.118
col,1970,22630334900.166
col,1971,21136417055.0867
col,1972,31675444729.696
col,1973,45753490092.8562
col,1974,62144374596.9333
col,1975,67682835685.157
col,1976,99656021065.7
col,1977,150538350940.88599
col,1978,181537542784.41199
col,1979,228788581124.79001
col,1980,307128921743.03003
col,1981,325005096924.95801
col,1982,353582406994.784
col,1983,439761655500.51001
col,1984,580421276875.66003
col,1985,836467652033.75012
col,1986,1499394771666.66992
col,1987,1880678381700
col,1988,2631054722033.2998
col,1989,3118523873016.7002
col,1990,5017740188750
col,1991,7150428937800
col,1992,7582253032400
col,1993,9358386627000
col,1994,12899753939446.09961
col,1995,15627130666361
col,1996,15216761627595.69922
col,1997,16428379277551.30078
col,1998,18085558025300.80078
col,1999,20524098341393.30078
col,2000,28307615638209.39844
col,2001,28986540025434.80078
col,2002,34161190432083.39844
col,2003,41931946315756.39844
col,2004,51792221683898.09375
col,2005,62407401208779.89844
col,2006,72671864137728.1875
col,2007,80080210732608.40625
col,2008,93257119952128.79688
col,2009,93140846287666.70312
col,2010,99410249369576.79688
col,2011,119533064188704
col,2012,122549797824152
col,2013,129524547765095
col,2014,137688518533870
col,2015,139045503125023
col,2016,151217585072460
col,2017,156349027268791
col,2018,160687750915843
col,2019,171418245112426
col,2020,137087204710931
com,1980,2516590697.24607
com,1981,6642861888.56759
com,1982,5703234237.85652
com,1983,6617331076.26852
com,1984,12127608451.8337
com,1985,13516232189.0029
com,1986,9693437519.17378
com,1987,11585299378.2965
com,1988,12369510225.2811
com,1989,14303160164.7963
com,1990,11939000859.0069
com,1991,11353999252.7512
com,1992,12904001903.8015
com,1993,15840001086.415
com,1994,18353999083.0784
com,1995,14376000253.4213
com,2003,10525704283.1427
com,2004,17144574591.2167
com,2005,22131691822.4221
com,2006,28620282703.7093
com,2007,36539161967.77689
com,2008,36163575524.5358
com,2009,44302039045.733
com,2010,46643942421.022
com,2011,39055891449.9002
com,2012,46798662361.11089
com,2014,40694481717.308
com,2015,57212454406.0626
com,2016,36894239996.8266
com,2017,53782420993.4173
com,2018,56406207500.6556
com,2019,42683748812.3847
com,2020,50662738783.8399
cpv,2007,45639995392.8094
cpv,2008,50260468147.32529
cpv,2009,45421932978.8034
cpv,2010,47938236412.0479
cpv,2011,50324375744.59969
cpv,2012,42565403100.3459
cpv,2013,44008926596.7922
cpv,2014,40036388505.9727
cpv,2015,44683297677.5812
cpv,2016,54367256614.8855
cpv,2017,52897534901.8863
cpv,2018,63275520267.2158
cpv,2019,68802510930.97971
cpv,2020,55761406849.1661
cri,1977,4403576500
cri,1978,3884880500
cri,1979,4024325600
cri,1980,4993888900
cri,1981,8179334530
cri,1982,13150730030
cri,1983,19432678600
cri,1984,30501926830
cri,1985,44563654800
cri,1986,57439889300
cri,1987,60943679100
cri,1988,73150294000
cri,1989,79630845000
cri,1990,101208876000
cri,1991,116158016309.88
cri,1992,168395100212.51001
cri,1993,178435743605.62
cri,1994,251102102792.23001
cri,1995,330537357689.29999
cri,1996,342968135223.76001
cri,1997,461524458731.20001
cri,1998,613765682854.15002
cri,1999,641150990140.92493
cri,2000,729722136144.66895
cri,2001,870756168579.95483
cri,2002,856464019406.427
cri,2003,924040378686.61206
cri,2004,1212805781000.71997
cri,2005,1357930434719.22998
cri,2006,1910053199314.61011
cri,2007,2377389993634.4502
cri,2008,2470629581448.5
cri,2009,2781724252237.4502
cri,2010,3129056874763.7998
cri,2011,2983840115360.99023
cri,2012,3286919455823.52002
cri,2013,3522680584311.10938
cri,2014,3778997799341.2998
cri,2015,4411902561025.5293
cri,2016,5090774857044.99023
cri,2017,4893266121889.66016
cri,2018,5180424101478.20996
cri,2019,5073516510798.16016
cri,2020,4853814720549.5498
cyp,1976,94862359.2244
cyp,1977,139948574.93799
cyp,1978,158403773.62344
cyp,1979,251955033.63941
cyp,1980,291958850.39831
cyp,1981,337070357.74054
cyp,1982,385226087.81729
cyp,1983,388121100.62604
cyp,1984,535114023.22382
cyp,1985,587974953.2745
cyp,1986,735960390.18418
cyp,1987,783640534.63989
cyp,1988,838889446.84133
cyp,1989,1015591980.49128
cyp,1990,1008529175.34177
cyp,1991,784081878.11278
cyp,1992,983780550.90017
cyp,1993,1386308020.95964
cyp,1994,1619113480.9708
cyp,1995,1626654540.89211
cyp,1996,1546528691.07812
cyp,1997,1473647451.16923
cyp,1998,2267157041.37027
cyp,1999,1734913410.12188
cyp,2000,1716352720.18204
cyp,2001,1809093795.23276
cyp,2002,2077918651.98572
cyp,2003,2326823914.10367
cyp,2004,2395849842.6341
cyp,2005,2551799332.28819
cyp,2006,2744726990.74022
cyp,2007,2304868892.26497
cyp,2008,2697945893.81232
cyp,2009,3022226603.90689
cyp,2010,2575291393.14798
cyp,2011,3290575831.98429
cyp,2012,2397663050.7342
cyp,2013,2061977207.55438
cyp,2014,1653656548.49953
cyp,2015,2366236509.76554
cyp,2016,2505677024.11576
cyp,2017,3170344691.73634
cyp,2018,3322519625.13854
cyp,2019,3365796297.33296
cyp,2020,1890439072.40794
cze,1993,351091566684.68494
cze,1994,412497630855.97998
cze,1995,499263770181.36798
cze,1996,555274022452.552
cze,1997,550363368305.90295
cze,1998,645405460301.80603
cze,1999,639709447748.68201
cze,2000,685825316527.203
cze,2001,740163459920.92102
cze,2002,721286591487.71814
cze,2003,716086548169.21594
cze,2004,797991418102.93506
cze,2005,879941820705.26111
cze,2006,930964820177.521
cze,2007,1074088760453.25
cze,2008,1095916129093.66003
cze,2009,920692470448.04883
cze,2010,904650312785.04004
cze,2011,912423640967.28406
cze,2012,982299984800.51196
cze,2013,998859935798.80701
cze,2014,1099933077309.58008
cze,2015,1253189511106.41992
cze,2016,1263945771871.87012
cze,2017,1393994400840.15991
cze,2018,1458075698682.62988
cze,2019,1561007158953.07007
cze,2020,1638074674086
deu,1971,117200014056.466
deu,1972,122089562206.987
deu,1973,134471009953.76801
deu,1974,138704910718.65799
deu,1975,123558979005.621
deu,1976,137427437960.942
deu,1977,144354507554.806
deu,1978,160797317702.29901
deu,1979,170111903049.88901
deu,1980,171120591869.573
deu,1981,166541729344.686
deu,1982,176483149692.34601
deu,1983,189993673178.26096
deu,1984,205757117097.82101
deu,1985,223807795441.69199
deu,1986,253335420978.98199
deu,1987,250222195165.66901
deu,1988,278651614101.039
deu,1989,311373634205.16998
deu,1990,357150343043.79102
deu,1991,376103262897.21802
deu,1992,400151190644.46094
deu,1993,394180611880.47699
deu,1994,416187080632.50494
deu,1995,436481633073.27197
deu,1996,432724385073.44495
deu,1997,446861376416.61603
deu,1998,467869216856.45099
deu,1999,464689040035.20203
deu,2000,478107880896.00598
deu,2001,489704587320.31
deu,2002,497645348011.09003
deu,2003,482042542379.77295
deu,2004,550266296193.58301
deu,2005,552191174301.81702
deu,2006,628192432476.72595
deu,2007,706558748916.55298
deu,2008,691338931196.96802
deu,2009,596680804839.62598
deu,2010,661009194013.11597
deu,2011,749418071236.54004
deu,2012,735750316853.84399
deu,2013,747323893821.375
deu,2014,807547011197.82593
deu,2015,857291732962.53601
deu,2016,894208012224.46802
deu,2017,943653132443.83997
deu,2018,1005142394766.56006
deu,2019,1029379558702.23999
deu,2020,946931657169.14404
dji,2013,94749108999.99988
dji,2014,94939081000
dji,2015,110911877500
dji,2016,96610078000.00009
dji,2017,80662458800.00009
dji,2018,94112005200
dji,2019,154999340000
dji,2020,199195861989.867
dma,2009,-43982418
dma,2010,32838634
dma,2011,33760100
dma,2012,-31174527
dma,2013,53499242
dma,2014,255759622.75598
dma,2015,84780257.02744
dma,2016,95555385.19128
dma,2017,59519574.59123
dma,2018,-178535969.30608
dnk,1975,49341596830.7409
dnk,1976,56749008286.0023
dnk,1977,65041646241.4467
dnk,1978,73809453298.75798
dnk,1979,76237164392.0995
dnk,1980,72590939956.26801
dnk,1981,67218333635.265
dnk,1982,76814319417.91219
dnk,1983,93870160474.67848
dnk,1984,113893410652.41299
dnk,1985,124757090604.866
dnk,1986,142817148185.077
dnk,1987,157657645280.48001
dnk,1988,164958072035.29199
dnk,1989,176365225830.914
dnk,1990,193796228319.078
dnk,1991,192779723654.21301
dnk,1992,204422956200.56201
dnk,1993,204400688695.01801
dnk,1994,215247866294.92001
dnk,1995,236729547326.11801
dnk,1996,249530906503.14801
dnk,1997,273248744898.67999
dnk,1998,278351967039.68103
dnk,1999,301653885046.82703
dnk,2000,331058871804.75
dnk,2001,355635296855.50098
dnk,2002,356211820378.64398
dnk,2003,362065434891.29999
dnk,2004,388678756651.86096
dnk,2005,418827721643.52002
dnk,2006,465080769533.216
dnk,2007,464978604429.34302
dnk,2008,484385128683.77698
dnk,2009,388627902624.27698
dnk,2010,445985594233.25201
dnk,2011,474922204755.11798
dnk,2012,487807140711.63293
dnk,2013,529736308449.89294
dnk,2014,574609401653.22803
dnk,2015,587976677561.125
dnk,2016,622752648552.21899
dnk,2017,659237848384.94495
dnk,2018,673287278404.63306
dnk,2019,713344664984.01501
dnk,2020,723662498559.83203
dom,1968,49000000
dom,1969,89400000
dom,1970,158073104.1
dom,1971,151218693
dom,1972,394968156
dom,1973,451346816.6
dom,1974,439110909.4
dom,1975,798666646.9
dom,1976,729435006
dom,1977,729073573.2
dom,1978,804751470
dom,1979,1116785360
dom,1980,601116841
dom,1981,763661737.6
dom,1982,560475359.5
dom,1983,460593006.4371
dom,1984,-243146307.2476
dom,1985,2110045823.4014
dom,1986,2969277472.3375
dom,1987,3669677529.4767
dom,1988,7039636931.395
dom,1989,7928235076.7714
dom,1990,9746646236.68739
dom,1991,17233545250
dom,1992,17195612500
dom,1993,26227330000
dom,1994,33844038140
dom,1995,38427746700
dom,1996,46139813510
dom,1997,59138514190
dom,1998,82310444550
dom,1999,86625370320
dom,2000,90970592350
dom,2001,101262194200
dom,2002,113620671000
dom,2003,148556396700
dom,2004,231804984750
dom,2005,238346069880
dom,2006,290378518400
dom,2007,331047130380
dom,2008,334193007660
dom,2009,315432756620
dom,2010,367315804680
dom,2011,378614806340
dom,2012,419015838090
dom,2013,478103527500
dom,2014,573012674850
dom,2015,684285016300
dom,2016,752826825420
dom,2017,836847062640
dom,2018,1018557190700
dom,2019,1109101336420
dom,2020,1025286576550
dza,1977,27412005826.3084
dza,1978,35530001800.3152
dza,1979,46963016101.1982
dza,1980,63983985951.245
dza,1981,70601002724.50729
dza,1982,73774999140.4874
dza,1983,85358991800.23811
dza,1984,81933005015.08769
dza,1985,85639019700
dza,1986,65231005668.6867
dza,1987,69099980943.869
dza,1988,59331042223.9006
dza,1989,74043024829.45419
dza,1990,133267988524.86099
dza,1991,272429976002.51599
dza,2005,3921407912099.99023
dza,2006,4639487172600
dza,2007,5325708362719.79004
dza,2008,6340608839918.79004
dza,2009,4705465634558.2002
dza,2010,5975294854847.24023
dza,2011,7079387566658.91992
dza,2012,7744785944144.33008
dza,2013,7584208430820.99023
dza,2014,7459857465896.91016
dza,2015,6098111756577.16992
dza,2016,6547552932575.54004
dza,2017,7310000849063.46094
dza,2018,8199412568928.50879
dza,2019,8010493026842.21094
dza,2020,5739511813367.2998
ecu,1976,1624804721.728
ecu,1977,2336508647.168
ecu,1978,2485698394.176
ecu,1979,2816160715.072
ecu,1980,3822047523.328
ecu,1981,4745763016
ecu,1982,2738085412.8
ecu,1983,2718724495.36
ecu,1984,2378400412.8
ecu,1985,2894291651.2
ecu,1986,2327164428.8
ecu,1987,1638926724.48
ecu,1988,1663481502.08
ecu,1989,1862866502.08
ecu,1990,2705830708.48
ecu,1991,3101772000
ecu,1992,3901780000
ecu,1993,2798102275
ecu,1994,3483266830
ecu,1995,3543998045
ecu,1996,4226102130
ecu,1997,4762140535
ecu,1998,4178454525
ecu,1999,4334203250
ecu,2000,4902998829.91961
ecu,2001,4822862187.14631
ecu,2002,5340900047.1614
ecu,2003,5967262715.23525
ecu,2004,7011774545.76178
ecu,2005,9467942232.91401
ecu,2006,12235511102.9436
ecu,2007,13600920983.446
ecu,2008,18213296424.4336
ecu,2009,16468586739.747
ecu,2010,17856995422.07
ecu,2011,22041917721.0884
ecu,2012,24332581062.6851
ecu,2013,25772873594.28
ecu,2014,27697512146.925
ecu,2015,24144743937.0412
ecu,2016,25875392001.9609
ecu,2017,26809940108.876
ecu,2018,26982789699.6508
ecu,2019,27593217954.8979
ecu,2020,24768338436.8279
egy,1977,1708177159.20747
egy,1978,2384476868.16825
egy,1979,2846200002.30429
egy,1980,3325531683.54021
egy,1981,3623451430.93021
egy,1982,4953103902.87829
egy,1983,7457008476.95773
egy,1984,8736650902.77122
egy,1985,8525143585.71429
egy,1986,8934393471.42858
egy,1987,13385115000
egy,1988,16857358971.4286
egy,1989,20295391872.72729
egy,1990,30353387300
egy,1991,39293888800
egy,1992,49346602100
egy,1993,49082043200
egy,1994,41871599200
egy,1995,45376621600
egy,1996,43016697600
egy,1997,47162523000
egy,1998,54489200000
egy,1999,58121463600
egy,2000,59802753500
egy,2001,66756477000
egy,2002,69747865000
egy,2003,77855800000
egy,2004,102457600000
egy,2005,117620743000
egy,2006,141927300000
egy,2007,175439861000
egy,2008,211548450000
egy,2009,175504834000
egy,2010,216589393000
egy,2011,231286996000
egy,2012,215671400000
egy,2013,254562655000
egy,2014,253149665000
egy,2015,234454684000
egy,2016,263083865000
egy,2017,359329376000
egy,2018,616554592000
egy,2019,808068888000
egy,2020,651233386000
eri,1992,1497352307.60642
eri,1993,1009684993.12196
eri,1994,1781504661.04657
eri,1995,706799434.48856
eri,1996,833738845.05586
eri,1997,1735003494.86112
eri,1998,345398397.37801
eri,1999,972598249.91221
eri,2000,1075622096.875
esp,1975,9937867652.091
esp,1976,10729181008.2329
esp,1977,13864356843.6432
esp,1978,17417279380.4804
esp,1979,19541031786.6157
esp,1980,20541739097.7517
esp,1981,20802852686.9607
esp,1982,24019252133.7768
esp,1983,27103630706.7354
esp,1984,33383441377.3756
esp,1985,38569808965.0692
esp,1986,46096477174.2722
esp,1987,51305645837.4954
esp,1988,60136754791.747
esp,1989,65800671729.4862
esp,1990,71672369358.76529
esp,1991,76405518490.2117
esp,1992,75092860170.62498
esp,1993,77068484174.61729
esp,1994,79899656772.9156
esp,1995,98170866149.58528
esp,1996,102730812833.46899
esp,1997,114595637730.314
esp,1998,126216250181.64999
esp,1999,132777274396.644
esp,2000,144659636225.34698
esp,2001,154790882249.931
esp,2002,172128385502.366
esp,2003,189568097497.841
esp,2004,196019339571.578
esp,2005,205159808317.258
esp,2006,217987725853.50101
esp,2007,226012105023.828
esp,2008,217032165328.22696
esp,2009,205568953775.397
esp,2010,199988534726.43201
esp,2011,189940089103.84399
esp,2012,190929304099.27701
esp,2013,196517143925.224
esp,2014,202163177616.57501
esp,2015,226487622794.19199
esp,2016,244280841865.526
esp,2017,257794607670.578
esp,2018,269018900071.914
esp,2019,286117055954.86499
esp,2020,241355060582.625
est,2000,1467059042.53088
est,2001,1611043813.41682
est,2002,1719778202.14282
est,2003,1919844743.4799
est,2004,2177337719.63898
est,2005,2753444930.52595
est,2006,3339171013.32296
est,2007,3994509297.43638
est,2008,3915877380.14354
est,2009,3437204498.29429
est,2010,3565652023.77473
est,2011,4635577842.02964
est,2012,5052636563.60986
est,2013,5328416155.54097
est,2014,5713243789.77635
est,2015,5689777470.01549
est,2016,5927615209.94085
est,2017,6886120938.31482
est,2018,7601739753.24232
est,2019,8300750143.82773
eth,2011,167700692066.177
eth,2012,231015477336.77496
eth,2013,245640170199.841
eth,2014,333629640822.94598
eth,2015,383186233885.51099
eth,2016,485376501255.24402
eth,2017,560649655003.45801
eth,2018,729627493280.724
eth,2019,781137169933.80603
eth,2020,919288991793.79285
fin,1975,5587447515.11579
fin,1976,6003740246.78648
fin,1977,6303698445.5216
fin,1978,7070635836.8442
fin,1979,8666253079.29115
fin,1980,10266572556.4616
fin,1981,11178602001.5698
fin,1982,12002410272.6985
fin,1983,13222257775.7628
fin,1984,15146587664.0637
fin,1985,15969855241.3601
fin,1986,17019217880.6216
fin,1987,18065184839.9404
fin,1988,22225508222.2337
fin,1989,24385620211.6384
fin,1990,24268591122.9772
fin,1991,16854164380.9821
fin,1992,14391157183.3851
fin,1993,15146585206.9061
fin,1994,18734984043.43209
fin,1995,23433582528.0675
fin,1996,23775897740.9752
fin,1997,29281739904.9956
fin,1998,33329653391.5988
fin,1999,37021148565.4008
fin,2000,42659745847.1384
fin,2001,46227399402.6885
fin,2002,45883731834.6329
fin,2003,42514191655.377
fin,2004,46984302617.0324
fin,2005,47105886850.9726
fin,2006,49725379626.9163
fin,2007,56147032893.8143
fin,2008,54917854651.5467
fin,2009,43365262499.7344
fin,2010,44938733341.0484
fin,2011,45339676926.2736
fin,2012,43183011687.2778
fin,2013,41616644233.1393
fin,2014,42808485454.0531
fin,2015,44161136373.1172
fin,2016,46294981106.3464
fin,2017,52508100489.9268
fin,2018,54661445261.7972
fin,2019,57239512679.7346
fin,2020,58848255809.7765
fji,1980,272035482.98296
fji,1981,237530257.23569
fji,1982,214003808.99555
fji,1983,166859734.8641
fji,1984,229305372.49274
fji,1985,252967453.54614
fji,1986,352358581.13295
fji,1987,242723104.33731
fji,1988,267020895.4979
fji,1989,155564029.21348
fji,1990,118589011.25435
fji,1991,152641025.92241
fji,1992,243152051.84108
fji,1993,362166299.97892
fji,1994,421734885.5972
fji,1995,496577905.1908
fji,1996,734400000
fji,1997,714500606.09209
fji,1998,885799490.81026
fji,1999,1226399287.93552
fji,2000,1170283231.4861
fji,2001,1193174268.1308
fji,2002,1469749740.9301
fji,2003,1613741860.38213
fji,2004,1820976375.26244
fji,2005,669181121.87091
fji,2006,328917244.78915
fji,2007,678686448.42888
fji,2008,473212273.32499
fji,2009,753827443.57099
fji,2010,864122991.64764
fji,2011,1069604832.86548
fji,2012,1125425119.43245
fji,2013,1385590642.08237
fji,2014,2051666013.27069
fji,2015,2228765406.71699
fji,2016,2063687744.30246
fji,2017,2015292882.13838
fji,2018,2151946043.11301
fji,2019,1948618486.68252
fji,2020,1990988757.57772
fra,1975,59905984848.7679
fra,1976,68589540178.8909
fra,1977,76558540534.1478
fra,1978,87267788687.97638
fra,1979,99711291086.2018
fra,1980,110021000087.16901
fra,1981,112171297731.774
fra,1982,121861000253.216
fra,1983,132628804484.24699
fra,1984,142646873839.98099
fra,1985,153005134881.586
fra,1986,174894276202.302
fra,1987,183006946814.022
fra,1988,209902518470.504
fra,1989,231489340314.67001
fra,1990,245763829066.16501
fra,1991,250663880561.82199
fra,1992,253099011175.73599
fra,1993,242554164634.534
fra,1994,251940679211.53201
fra,1995,266499898728.32001
fra,1996,272525344330.12897
fra,1997,294737720304.96802
fra,1998,322512793418.80103
fra,1999,343158986515.57397
fra,2000,352473977898.61603
fra,2001,368252405897.51599
fra,2002,361269008019.78198
fra,2003,362633150720.33398
fra,2004,384297766587.64801
fra,2005,396694124494.25897
fra,2006,430762551531.62299
fra,2007,461048100413.89093
fra,2008,467033057170.33002
fra,2009,406105135589.98798
fra,2010,420729023132.854
fra,2011,455215371884.86798
fra,2012,448167811052.50098
fra,2013,452861954883.41296
fra,2014,461961722519.26306
fra,2015,489258167426.62598
fra,2016,491644117848.94397
fra,2017,522690198813.62402
fra,2018,547268876080.48895
fra,2019,576706885188.82092
fra,2020,494495020776.02197
fro,1998,3060264768
fro,1999,2988187982
fro,2000,3382966783
fro,2001,3719847420
fro,2002,3316269923
fro,2003,2747486143
fro,2004,2716862671.26306
fro,2005,2193680894.79172
fro,2006,3171639847.57876
fro,2007,3457586060.3834
fro,2008,2437893260.67442
fro,2009,1755123700.97058
fro,2010,3006246812.99641
fro,2011,3493805069.54951
gab,1978,208049999999.99799
gab,1979,246109999999.99701
gab,1980,432490000000.00098
gab,1981,512600000000.00201
gab,1982,554639999999.99902
gab,1983,538000000000.00293
gab,1984,679770000000
gab,1985,557090000000.00098
gab,1986,180249999999.99896
gab,1987,125020000499.99699
gab,1988,244530001299.99701
gab,1989,297720000000
gab,1990,393029999999.99902
gab,1991,438671900755.40894
gab,1992,286072435706.62097
gab,1993,267353592423.59399
gab,1994,678028674078.56396
gab,1995,808956953695.47083
gab,1996,1035783855517.81006
gab,1997,1288637549348.72998
gab,1998,667746761641.00891
gab,1999,927662507572.89685
gab,2000,1503071514280.45996
gab,2001,1244988175267.80005
gab,2002,1286095488517.27002
gab,2003,1235902835800.76001
gab,2004,1316193077768.96997
gab,2005,2254878426816.24023
gab,2007,2388300080687.9502
gab,2008,3082903726369.66016
gab,2009,1964185364245.6897
gab,2010,2926982209398.25977
gab,2011,3755401754894.84961
gab,2012,3847638175004.95996
gab,2013,3502798119269.66943
gab,2014,3809854186322.60938
gab,2015,3263458200588.62012
gbr,1970,12959305585.3567
gbr,1971,13871488572.6883
gbr,1972,14589892791.6818
gbr,1973,17491825804.3621
gbr,1974,17079623691.0474
gbr,1975,20327685446.4701
gbr,1976,25788441534.4994
gbr,1977,31806535895.3644
gbr,1978,37575907404.7424
gbr,1979,42647609707.42329
gbr,1980,46108427563.9372
gbr,1981,47681766147.1895
gbr,1982,51766104022.7254
gbr,1983,58794946059.0328
gbr,1984,64190366730.9033
gbr,1985,68723893056.9268
gbr,1986,68991028363.4446
gbr,1987,77803824913.42281
gbr,1988,88230311752.40489
gbr,1989,96117461460.26419
gbr,1990,96575301172.38968
gbr,1991,97126208359.7124
gbr,1992,93866848618.5894
gbr,1993,97743227264.3978
gbr,1994,118971695022.065
gbr,1995,126864983821.216
gbr,1996,137531008505.34201
gbr,1997,150395258884.74799
gbr,1998,168434524971.07501
gbr,1999,160555679715.82999
gbr,2000,176176199767.65799
gbr,2001,183516602581.33801
gbr,2002,190506598110.68799
gbr,2003,200973921597.46097
gbr,2004,201024539302.125
gbr,2005,221227012245.64496
gbr,2006,224910557598.71201
gbr,2007,233058104618.13297
gbr,2008,216561408959.66199
gbr,2009,182222757116.66199
gbr,2010,209491083352.20599
gbr,2011,232587526513.31201
gbr,2012,214213629305.23801
gbr,2013,209370304492.54401
gbr,2014,233713054656.87701
gbr,2015,242454620268.284
gbr,2016,251709845320.18097
gbr,2017,306152082141.75
gbr,2018,306996389576.34497
gbr,2019,342664958852.77698
gbr,2020,301921909863.81201
geo,1997,-135447050
geo,1998,795085549.027
geo,1999,1159138112.319
geo,2000,624962060.40073
geo,2001,1241587068.17766
geo,2002,1422215548.24179
geo,2003,1400540638.32389
geo,2004,2058922556.86195
geo,2005,2214639714.14875
geo,2006,1598051266.3033
geo,2007,1871399996.77531
geo,2008,559684838.02596
geo,2009,118181337.992
geo,2010,2341739004.73152
geo,2011,2549926361.02647
geo,2012,3936371520.33095
geo,2013,4412555915.18581
geo,2014,4756330005.23229
geo,2015,4911090476.14874
geo,2016,6342047551.70605
geo,2017,7844985006.36581
geo,2018,9518982361.69013
geo,2019,9728782221.51424
geo,2020,5577873731.74078
gha,1975,76270.13299
gha,1976,57220.73042
gha,1977,128182.70257
gha,1978,113500.64311
gha,1979,232983.31182
gha,1980,270998.4
gha,1981,414212.00846
gha,1982,480228
gha,1983,783424.80743
gha,1984,1825123.6
gha,1985,2756109.87024
gha,1986,3545649.68878
gha,1987,5647860
gha,1988,10474111.40375
gha,1989,16163669.85097
gha,1990,20232312.831
gha,1991,28812420
gha,1992,19438110
gha,1993,49718650
gha,1994,99312280
gha,1995,136621080
gha,1996,205154650
gha,1997,146934980
gha,1998,311900080
gha,1999,192665960
gha,2000,414494340.87139
gha,2001,803010415
gha,2002,916359660
gha,2003,1399696185.2
gha,2004,1827179530
gha,2005,1868102238.8
gha,2006,3327684756.2
gha,2007,1561446702.8
gha,2008,1310100340.8
gha,2009,4039053250
gha,2010,2242686100
gha,2011,2321862325.9341
gha,2012,3967330692.5
gha,2013,18914232616
gha,2014,28984511238.346
gha,2015,38961107504.6864
gha,2016,41486044835.6148
gha,2017,44381051000
gha,2018,64611608500.4581
gha,2019,66345100687.93369
gha,2020,94383379412.8511
gin,1986,75437206375
gin,1987,106530676825
gin,1988,124581185538
gin,1989,214232010534
gin,1990,338186830675
gin,1991,444223038676
gin,1992,585322220864
gin,1993,738489476624
gin,1994,722605103540
gin,1995,756766616285
gin,1996,621354397767.59998
gin,1997,740106017910
gin,1998,604018378172
gin,1999,741360688536.08386
gin,2000,842912003808.6969
gin,2001,835264465285.24512
gin,2002,728469257447.53101
gin,2003,1312468770523.45996
gin,2004,1030095563584
gin,2005,1002115723036
gin,2006,297679657000
gin,2007,-971345756080
gin,2008,1368463883880
gin,2009,-1766977771796
gin,2010,2584139798150
gin,2011,1532696420511
gin,2012,3072925237550
gin,2013,-4501456726315
gin,2014,-2224113298772.02002
gin,2015,-4860996896605.84961
gin,2016,-940029592540.70874
gin,2017,10719034931225
gin,2018,8907983540532
gin,2019,10430389491056
gin,2020,36001615445282
gmb,1978,13638437.08863
gmb,1979,44519811.28778
gmb,1980,67857005.63421
gmb,1981,105755228.17654
gmb,1982,98276254.73764
gmb,1983,56553720.39682
gmb,1984,77143813.47038
gmb,1985,201110793.82067
gmb,1986,377324667.35805
gmb,1987,660179194.9983
gmb,1988,538736468.21006
gmb,1989,376140141.78576
gmb,1990,545970376.90051
gmb,1991,527562676.27721
gmb,1992,743631834.47534
gmb,1993,-10886276.8425
gmb,1994,-167316601.00771
gmb,1995,709153621.16946
