geo,time,dt_dod_mida_cd
gha,2007,1086767000
gha,2008,1329664000
gha,2009,1581025000
gha,2010,1868390000
gha,2011,2267331000
gha,2012,2523402000
gha,2013,2832215000
gha,2014,2946418000
gha,2015,3284863000
gha,2016,3414976000
gha,2017,3944951000
gha,2018,3925733000
gha,2019,3989482000
gha,2020,4477163000
gin,1975,0
gin,1976,1170000
gin,1977,7460000
gin,1978,14872000
gin,1979,22113000
gin,1980,31904000
gin,1981,45327840
gin,1982,56510595.3
gin,1983,71837723
gin,1984,89885771.3
gin,1985,116518812.4
gin,1986,159617747.2
gin,1987,217132727.3
gin,1988,256971896
gin,1989,317124640.8
gin,1990,391668738.9
gin,1991,479105466.3
gin,1992,547771000
gin,1993,680808000
gin,1994,773128000
gin,1995,847047000
gin,1996,862608000
gin,1997,921622000
gin,1998,1015979000
gin,1999,1013673838.6
gin,2000,981869000
gin,2001,1003117000
gin,2002,1096012000
gin,2003,1212237000
gin,2004,1287046000
gin,2005,1204761000
gin,2006,1259015000
gin,2007,1305197000
gin,2008,1288171000
gin,2009,1269404000
gin,2010,1247632540
gin,2011,1165841000
gin,2012,158959000
gin,2013,168047000
gin,2014,196542000
gin,2015,186017000
gin,2016,221594000
gin,2017,252496000
gin,2018,343895000
gin,2019,471165000
gin,2020,572188000
gmb,1970,0
gmb,1971,0
gmb,1972,1432000
gmb,1973,2441000
gmb,1974,3657000
gmb,1975,4621000
gmb,1976,5025000
gmb,1977,6656000
gmb,1978,7907000
gmb,1979,10710000
gmb,1980,15882000
gmb,1981,19506000
gmb,1982,23692746.4
gmb,1983,27955633.4
gmb,1984,30172168.3
gmb,1985,35210955.5
gmb,1986,50471413.6
gmb,1987,69315254.6
gmb,1988,72044100.1
gmb,1989,86631218.2
gmb,1990,101576361.2
gmb,1991,108374727
gmb,1992,126029000
gmb,1993,133683000
gmb,1994,147776000
gmb,1995,161598000
gmb,1996,165866000
gmb,1997,165581000
gmb,1998,172573000
gmb,1999,172798000
gmb,2000,170675000
gmb,2001,169871000
gmb,2002,194476000
gmb,2003,220129000
gmb,2004,247429000
gmb,2005,244856000
gmb,2006,263480000
gmb,2007,218880000
gmb,2008,61886000
gmb,2009,64305000
gmb,2010,65028000
gmb,2011,64048000
gmb,2012,62922000
gmb,2013,61856000
gmb,2014,57745000
gmb,2015,55021000
gmb,2016,57237000
gmb,2017,105129000
gmb,2018,115781000
gmb,2019,117666000
gmb,2020,128072000
gnb,1979,503000
gnb,1980,4692000
gnb,1981,9817880
gnb,1982,12548937.6
gnb,1983,22851233.5
gnb,1984,26441856.8
gnb,1985,44332876.2
gnb,1986,58823382.4
gnb,1987,87334149.1
gnb,1988,100071593.2
gnb,1989,120119475.7
gnb,1990,145459379.7
gnb,1991,160288355.4
gnb,1992,164653000
gnb,1993,178377000
gnb,1994,197324000
gnb,1995,209919000
gnb,1996,216193000
gnb,1997,220734000
gnb,1998,233548000
gnb,1999,227931000
gnb,2000,227590000
gnb,2001,219889000
gnb,2002,237097000
gnb,2003,267299000
gnb,2004,300502000
gnb,2005,283890000
gnb,2006,297010000
gnb,2007,314601000
gnb,2008,308702000
gnb,2009,303752000
gnb,2010,288571000
gnb,2011,57084000
gnb,2012,56124000
gnb,2013,55215000
gnb,2014,53148000
gnb,2015,53028000
gnb,2016,54146000
gnb,2017,66995000
gnb,2018,111061000
gnb,2019,126124000
gnb,2020,163658000
grd,1985,0
grd,1986,2118582.4
grd,1987,3244475.4
grd,1988,3584944.8
grd,1989,4152745.6
grd,1990,5501426.2
grd,1991,7102085.2
grd,1992,6834000
grd,1993,6865000
grd,1994,7202000
grd,1995,7315000
grd,1996,7240000
grd,1997,7084000
grd,1998,8211000
grd,1999,9337000
grd,2000,9569000
grd,2001,9239000
grd,2002,16188000
grd,2003,19314000
grd,2004,21313000
grd,2005,22947000
grd,2006,27784000
grd,2007,34782000
grd,2008,36602000
grd,2009,39406000
grd,2010,44036000
grd,2011,45199000
grd,2012,48402000
grd,2013,54171000
grd,2014,66174000
grd,2015,77697000
grd,2016,78518000
grd,2017,92058000
grd,2018,121993000
grd,2019,122773000
grd,2020,152101000
guy,1970,365000
guy,1971,541000
guy,1972,765000
guy,1973,2202000
guy,1974,4205000
guy,1975,4577000
guy,1976,5114000
guy,1977,6684000
guy,1978,9617000
guy,1979,15989000
guy,1980,18125000
guy,1981,25816792.5
guy,1982,25722593
guy,1983,25272785
guy,1984,25056564.1
guy,1985,27056711.3
guy,1986,33664794.4
guy,1987,36603044.2
guy,1988,35526877.4
guy,1989,34843425.2
guy,1990,92558397.8
guy,1991,134386930.2
guy,1992,133647000
guy,1993,163230000
guy,1994,182291000
guy,1995,203365000
guy,1996,212236000
guy,1997,218085000
guy,1998,234463000
guy,1999,183501000
guy,2000,179589000
guy,2001,177903000
guy,2002,195593000
guy,2003,232071000
guy,2004,246427000
guy,2005,226360000
guy,2006,9164000
guy,2007,9973000
guy,2008,9775000
guy,2009,9712000
guy,2010,9411000
guy,2011,10017000
guy,2012,10995000
guy,2013,12858000
guy,2014,14207000
guy,2015,20436000
guy,2016,25005000
guy,2017,35563000
guy,2018,75452000
guy,2019,82971000
guy,2020,90260000
hnd,1970,15153000
hnd,1971,16798000
hnd,1972,22175000
hnd,1973,25800000
hnd,1974,26949000
hnd,1975,28690000
hnd,1976,30397000
hnd,1977,32815000
hnd,1978,41075000
hnd,1979,46588000
hnd,1980,64048000
hnd,1981,76603000
hnd,1982,79325000
hnd,1983,80812000
hnd,1984,81378000
hnd,1985,81443000
hnd,1986,80761000
hnd,1987,80046000
hnd,1988,79170000
hnd,1989,79170000
hnd,1990,76933000
hnd,1991,125779260.1
hnd,1992,182260000
hnd,1993,235987000
hnd,1994,306565000
hnd,1995,385509000
hnd,1996,424122000
hnd,1997,496119000
hnd,1998,579256000
hnd,1999,841238000
hnd,2000,837875000
hnd,2001,901012000
hnd,2002,1013974000
hnd,2003,1142934000
hnd,2004,1310464000
hnd,2005,1353327000
hnd,2006,349270000
hnd,2007,401254000
hnd,2008,448637000
hnd,2009,502230000
hnd,2010,602290000
hnd,2011,731692000
hnd,2012,809383000
hnd,2013,898909000
hnd,2014,935517000
hnd,2015,965348000
hnd,2016,940247000
hnd,2017,984682000
hnd,2018,936505000
hnd,2019,908491000
hnd,2020,1033950000
hti,1970,350000
hti,1971,350000
hti,1972,378000
hti,1973,416000
hti,1974,412000
hti,1975,6256000
hti,1976,19421000
hti,1977,37340000
hti,1978,45255000
hti,1979,53198000
hti,1980,66265000
hti,1981,82405760
hti,1982,96207530.8
hti,1983,122202815.6
hti,1984,150357578.4
hti,1985,173895182
hti,1986,209306002.6
hti,1987,280046915
hti,1988,285253132.1
hti,1989,293805608.2
hti,1990,323580615.4
hti,1991,329813389.1
hti,1992,343517000
hti,1993,337325000
hti,1994,346153000
hti,1995,389384000
hti,1996,441526000
hti,1997,458056000
hti,1998,492919000
hti,1999,503634000
hti,2000,480060000
hti,2001,466777000
hti,2002,501182000
hti,2003,517647000
hti,2004,504382000
hti,2005,505484000
hti,2006,511457000
hti,2007,518369000
hti,2008,507237000
hti,2009,38500191
hti,2010,0
idn,1970,5108000
idn,1971,31916000
idn,1972,67514000
idn,1973,134842000
idn,1974,211174000
idn,1975,318062000
idn,1976,417478000
idn,1977,466437000
idn,1978,495908000
idn,1979,525357000
idn,1980,565794000
idn,1981,632223000
idn,1982,707271000
idn,1983,762589000
idn,1984,811594000
idn,1985,844326000
idn,1986,856755000
idn,1987,865479000
idn,1988,860643000
idn,1989,853598000
idn,1990,842438000
idn,1991,829079000
idn,1992,813798000
idn,1993,796191000
idn,1994,776321000
idn,1995,755937000
idn,1996,735546000
idn,1997,715158000
idn,1998,694088000
idn,1999,681784000
idn,2000,713566000
idn,2001,722268000
idn,2002,794290000
idn,2003,879976000
idn,2004,996077000
idn,2005,1000522000
idn,2006,1318310000
idn,2007,1549561000
idn,2008,2006146000
idn,2009,2234469000
idn,2010,2313113000
idn,2011,2276703000
idn,2012,2199889000
idn,2013,2095090000
idn,2014,1877884000
idn,2015,1673832000
idn,2016,1476396000
idn,2017,1391004000
idn,2018,1192270000
idn,2019,996275000
idn,2020,836487000
ind,1970,1065196000
ind,1971,1170138000
ind,1972,1608727000
ind,1973,1928853000
ind,1974,2323664000
ind,1975,2808602000
ind,1976,3332968000
ind,1977,3655841000
ind,1978,3972025000
ind,1979,4505397000
ind,1980,5142002000
ind,1981,5908688256.6
ind,1982,6992144618.3
ind,1983,7807784154.5
ind,1984,8533133939.1
ind,1985,9681355452.9
ind,1986,10402579265.6
ind,1987,11698029182
ind,1988,12185908716
ind,1989,12568023648
ind,1990,13621962774.6
ind,1991,14203381000
ind,1992,15339123000
ind,1993,15978150000
ind,1994,17666075000
ind,1995,17499054000
ind,1996,17615773000
ind,1997,17911693000
ind,1998,18561718000
ind,1999,18929685000
ind,2000,18888421000
ind,2001,19457962000
ind,2002,21010862000
ind,2003,22598691000
ind,2004,23716798000.1
ind,2005,22728227000
ind,2006,24433023000
ind,2007,25318674000
ind,2008,25365082000
ind,2009,26049870000
ind,2010,25888349000
ind,2011,26604766000
ind,2012,26383891000
ind,2013,26405903000
ind,2014,25343487000
ind,2015,24120935000
ind,2016,23519621000
ind,2017,24379153000
ind,2018,23069523000
ind,2019,22017976000
ind,2020,22157227000
jor,1970,9075000
jor,1971,9548000
jor,1972,12446000
jor,1973,17980000
jor,1974,22662000
jor,1975,32692000
jor,1976,39071000
jor,1977,47709000
jor,1978,53384000
jor,1979,66621000
jor,1980,75518000
jor,1981,78160000
jor,1982,81986000
jor,1983,83866000
jor,1984,83032000
jor,1985,82173000
jor,1986,81290000
jor,1987,80332000
jor,1988,79351000
jor,1989,78257000
jor,1990,77184000
jor,1991,76010000
jor,1992,74692000
jor,1993,73167000
jor,1994,71390000
jor,1995,69364000
jor,1996,67090000
jor,1997,64817000
jor,1998,62403000
jor,1999,59848000
jor,2000,57295000
jor,2001,54741000
jor,2002,52186000
jor,2003,49633000
jor,2004,47078000
jor,2005,44525000
jor,2006,41971000
jor,2007,39415000
jor,2008,36876000
jor,2009,34308000
jor,2010,31754000
jor,2011,29227000
jor,2012,26729000
jor,2013,24228000
jor,2014,21928000
jor,2015,19626000
jor,2016,65667000
jor,2017,71804000
jor,2018,84663000
jor,2019,100756000
jor,2020,133507000
ken,1970,31768000
ken,1971,34838000
ken,1972,43829000
ken,1973,63421000
ken,1974,74550000
ken,1975,81165000
ken,1976,94573000
ken,1977,111988000
ken,1978,127916000
ken,1979,148945000
ken,1980,220025000
ken,1981,234132131.5
ken,1982,318685049.6
ken,1983,333943772
ken,1984,363118998.3
ken,1985,408479154
ken,1986,450939296.8
ken,1987,553117579.2
ken,1988,672698712.1
ken,1989,893099347.7
ken,1990,1184554018.5
ken,1991,1370366066.8
ken,1992,1410555000
ken,1993,1631042000
ken,1994,1788798000
ken,1995,1976772000
ken,1996,2062398000
ken,1997,2032105000
ken,1998,2210056000
ken,1999,2219853000
ken,2000,2262010000
ken,2001,2263384000
ken,2002,2447022000
ken,2003,2736088000
ken,2004,2881612000
ken,2005,2663220000
ken,2006,2764089000
ken,2007,2968119000
ken,2008,3050475000
ken,2009,3156096000
ken,2010,3237614000
ken,2011,3388428000
ken,2012,3585785000
ken,2013,3982522000
ken,2014,4199127000
ken,2015,4381759000
ken,2016,4567712000
ken,2017,5303104000
ken,2018,5801797000
ken,2019,7124964000
ken,2020,9037459000
kgz,1993,22601000
kgz,1994,60350000
kgz,1995,141177000
kgz,1996,196846000
kgz,1997,251149000
kgz,1998,328027000
kgz,1999,342360000
kgz,2000,376810000
kgz,2001,388675000
kgz,2002,453552000
kgz,2003,530419000
kgz,2004,578915000
kgz,2005,564960000
kgz,2006,611803000
kgz,2007,651135000
kgz,2008,655494000
kgz,2009,655981000
kgz,2010,649351000
kgz,2011,660493000
kgz,2012,675024000
kgz,2013,697671000
kgz,2014,672245000
kgz,2015,652061000
kgz,2016,630599000
kgz,2017,666981000
kgz,2018,659529000
kgz,2019,657031000
kgz,2020,677428000
khm,1993,0
khm,1994,39440000
khm,1995,64820000
khm,1996,107749000
khm,1997,131702000
khm,1998,156458000
khm,1999,179890000
khm,2000,207098000
khm,2001,238081000
khm,2002,305690000
khm,2003,400073000
khm,2004,467136000
khm,2005,462222000
khm,2006,499936000
khm,2007,535020000
khm,2008,545415000
khm,2009,565845000
khm,2010,564899000
khm,2011,574979000
khm,2012,589322000
khm,2013,592519000
khm,2014,577338000
khm,2015,541486000
khm,2016,518448000
khm,2017,549797000
khm,2018,543571000
khm,2019,584540000
khm,2020,684555000
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,560000
kna,1993,1409000
kna,1994,1594000
kna,1995,1635000
kna,1996,1579000
kna,1997,1491000
kna,1998,1545000
kna,1999,1511000
kna,2000,1435000
kna,2001,1363000
kna,2002,1431000
kna,2003,1527000
kna,2004,1555000
kna,2005,1401000
kna,2006,1427000
kna,2007,1444000
kna,2008,1391000
kna,2009,1358000
kna,2010,1292000
kos,2010,0
kos,2011,6552000
kos,2012,11086000
kos,2013,17046000
kos,2014,25298000
kos,2015,31421000
kos,2016,37969000
kos,2017,49316000
kos,2018,56712000
kos,2019,67757000
kos,2020,161775000
lao,1978,0
lao,1979,340000
lao,1980,5640000
lao,1981,11050000
lao,1982,14220000
lao,1983,18788375
lao,1984,25710314.1
lao,1985,26562608.2
lao,1986,40303412.8
lao,1987,48109395.2
lao,1988,57070124.8
lao,1989,92415736.2
lao,1990,131170126.2
lao,1991,146944465.1
lao,1992,179577000
lao,1993,217259000
lao,1994,252996000
lao,1995,285329000
lao,1996,334883000
lao,1997,357956000
lao,1998,394659000
lao,1999,405159000
lao,2000,402907000
lao,2001,414933000
lao,2002,473493000
lao,2003,560532000
lao,2004,616183000
lao,2005,597802000
lao,2006,642689000
lao,2007,685734000
lao,2008,684793000
lao,2009,679707000
lao,2010,655311000
lao,2011,638522000
lao,2012,620328000
lao,2013,611202000
lao,2014,555594000
lao,2015,511270000
lao,2016,492533000
lao,2017,582459000
lao,2018,587688000
lao,2019,658619000
lao,2020,716804000
lbn,2017,25563000
lbn,2018,24965000
lbn,2019,24822000
lbn,2020,85662000
lbr,1972,0
lbr,1973,217000
lbr,1974,2525000
lbr,1975,4722000
lbr,1976,6498000
lbr,1977,9655000
lbr,1978,13138000
lbr,1979,18055000
lbr,1980,22939000
lbr,1981,28770000
lbr,1982,36386234.4
lbr,1983,46868380
lbr,1984,60387890.3
lbr,1985,75691705.6
lbr,1986,90403276
lbr,1987,104651547.3
lbr,1988,101948886
lbr,1989,100561756.6
lbr,1990,105333586.6
lbr,1991,105675313.8
lbr,1992,103231000
lbr,1993,103504000
lbr,1994,106491000
lbr,1995,108142000
lbr,1996,105905000
lbr,1997,102365000
lbr,1998,104549000
lbr,1999,103168000
lbr,2000,100149000
lbr,2001,97938000
lbr,2002,102205000
lbr,2003,107871000
lbr,2004,110892000
lbr,2005,105866000
lbr,2006,108906000
lbr,2007,76618000
lbr,2008,72013000
lbr,2009,68993000
lbr,2010,0
lbr,2011,13723000
lbr,2012,36970000
lbr,2013,58947000
lbr,2014,102315000
lbr,2015,164323000
lbr,2016,231253000
lbr,2017,306397000
lbr,2018,367648000
lbr,2019,454936000
lbr,2020,550147000
lca,1990,0
lca,1991,626528.4
lca,1992,4426000
lca,1993,5267000
lca,1994,5702000
lca,1995,7931000
lca,1996,8221000
lca,1997,9722000
lca,1998,11360000
lca,1999,11635000
lca,2000,11635000
lca,2001,11821000
lca,2002,20068000
lca,2003,23222000
lca,2004,26095000
lca,2005,27249000
lca,2006,40652000
lca,2007,46241000
lca,2008,49239000
lca,2009,50007000
lca,2010,59496000
lca,2011,63974000
lca,2012,64044000
lca,2013,73035000
lca,2014,73019000
lca,2015,71889000
lca,2016,72197000
lca,2017,79965000
lca,2018,81245000
lca,2019,83128000
lca,2020,105134000
lka,1970,1144000
lka,1971,4797000
lka,1972,8148000
lka,1973,14105000
lka,1974,25033000
lka,1975,38611000
lka,1976,43623000
lka,1977,54692000
lka,1978,65883000
lka,1979,78237000
lka,1980,97929000
lka,1981,125742474.4
lka,1982,179156357.5
lka,1983,236556438.3
lka,1984,311403197.5
lka,1985,396941653.8
lka,1986,498420379.2
lka,1987,618537387.3
lka,1988,657855360.2
lka,1989,702351422.7
lka,1990,864343187.3
lka,1991,1057931743.3
lka,1992,1095354000
lka,1993,1222276000
lka,1994,1339088000
lka,1995,1462641000
lka,1996,1516153000
lka,1997,1513705000
lka,1998,1648089000
lka,1999,1651476000
lka,2000,1610300000
lka,2001,1569848000
lka,2002,1734054000
lka,2003,2051279000
lka,2004,2167271000
lka,2005,2094999000
lka,2006,2244549000
lka,2007,2356761000
lka,2008,2380921000
lka,2009,2486760000
lka,2010,2530524000
lka,2011,2652150000
lka,2012,2749760000
lka,2013,2849529000
lka,2014,2789661000
lka,2015,2712363000
lka,2016,2784716000
lka,2017,3058136000
lka,2018,3007386000
lka,2019,2973896000
lka,2020,3180438000
lso,1970,4100000
lso,1971,4100000
lso,1972,4946000
lso,1973,4960000
lso,1974,6355000
lso,1975,8090000
lso,1976,9999000
lso,1977,15005000
lso,1978,17704000
lso,1979,20294000
lso,1980,24091000
lso,1981,31304000
lso,1982,39592244
lso,1983,47904722.5
lso,1984,53206614.6
lso,1985,62291586
lso,1986,69604560.8
lso,1987,81439494.1
lso,1988,86839827.2
lso,1989,98817640.1
lso,1990,111734304.3
lso,1991,120734765.4
lso,1992,127053000
lso,1993,133562000
lso,1994,142994000
lso,1995,152774000
lso,1996,159334000
lso,1997,162865000
lso,1998,180148000
lso,1999,185049000
lso,2000,183223000
lso,2001,187122000
lso,2002,217829000
lso,2003,247263000
lso,2004,267597000
lso,2005,258201000
lso,2006,274627000
lso,2007,293158000
lso,2008,302704000
lso,2009,310686000
lso,2010,328388000
lso,2011,321665000
lso,2012,315746000
lso,2013,308205000
lso,2014,293214000
lso,2015,283652000
lso,2016,284061000
lso,2017,321420000
lso,2018,338258000
lso,2019,362837000
lso,2020,399511000
mar,1970,2851000
mar,1971,8516000
mar,1972,15441000
mar,1973,23298000
mar,1974,29572000
mar,1975,30807000
mar,1976,35174000
mar,1977,38332000
mar,1978,38374000
mar,1979,38432000
mar,1980,39158000
mar,1981,39905000
mar,1982,40811000
mar,1983,41826000
mar,1984,42999000
mar,1985,42714000
mar,1986,42069000
mar,1987,41334000
mar,1988,40642000
mar,1989,39953000
mar,1990,39099000
mar,1991,38160000
mar,1992,37042000
mar,1993,35813000
mar,1994,34589000
mar,1995,33299000
mar,1996,31945000
mar,1997,30589000
mar,1998,29235000
mar,1999,27881000
mar,2000,26524000
mar,2001,25170000
mar,2002,23816000
mar,2003,22460000
mar,2004,21106000
mar,2005,19752000
mar,2006,18396000
mar,2007,17041000
mar,2008,15708000
mar,2009,14332000
mar,2010,12977000
mar,2011,11621000
mar,2012,10267000
mar,2013,8912000
mar,2014,7564000
mar,2015,6202000
mar,2016,5211000
mar,2017,4206000
mar,2018,3210000
mar,2019,2213000
mar,2020,1464000
mda,1997,34550000
mda,1998,38172000
mda,1999,76950000
mda,2000,103247000
mda,2001,113256000
mda,2002,144627000
mda,2003,174963000
mda,2004,201079000
mda,2005,209217000
mda,2006,242316000
mda,2007,291755000
mda,2008,311484000
mda,2009,332130000
mda,2010,386162000
mda,2011,434460000
mda,2012,506294000
mda,2013,534208000
mda,2014,534913000
mda,2015,541632000
mda,2016,566192000
mda,2017,612451000
mda,2018,620997000
mda,2019,616773000
mda,2020,679717000
mdg,1970,9869000
mdg,1971,12166000
mdg,1972,15471000
mdg,1973,27976000
mdg,1974,40102000
mdg,1975,54199000
mdg,1976,67749000
mdg,1977,76507000
mdg,1978,84998000
mdg,1979,97410000
mdg,1980,121934000
mdg,1981,154547396
mdg,1982,187426356.3
mdg,1983,223270472.5
mdg,1984,251042414.4
mdg,1985,315600497.6
mdg,1986,422268656
mdg,1987,550052539.7
mdg,1988,606617674.4
mdg,1989,669938844
mdg,1990,770156901.3
mdg,1991,880562147.7
mdg,1992,887071000
mdg,1993,931595000
mdg,1994,1021020000
mdg,1995,1109876000
mdg,1996,1146818000
mdg,1997,1211772000
mdg,1998,1317162000
mdg,1999,1360592000
mdg,2000,1377614000
mdg,2001,1408525000
mdg,2002,1652156000
mdg,2003,1975078000
mdg,2004,2268870000
mdg,2005,2297933000
mdg,2006,636053000
mdg,2007,864936000
mdg,2008,1066132000
mdg,2009,1104906000
mdg,2010,1161066000
mdg,2011,1198094000
mdg,2012,1246421000
mdg,2013,1330339000
mdg,2014,1365919000
mdg,2015,1412191000
mdg,2016,1433353000
mdg,2017,1594927000
mdg,2018,1648010000
mdg,2019,1686384000
mdg,2020,1874334000
mdv,1979,0
mdv,1980,1634000
mdv,1981,2108000
mdv,1982,2168000
mdv,1983,2481000
mdv,1984,2959342.5
mdv,1985,3815580.3
mdv,1986,5090085.6
mdv,1987,6995176.1
mdv,1988,7378002.3
mdv,1989,8259188.9
mdv,1990,9975562
mdv,1991,14477525.4
mdv,1992,21839000
mdv,1993,24875000
mdv,1994,31637000
mdv,1995,36102000
mdv,1996,37310000
mdv,1997,38987000
mdv,1998,44071000
mdv,1999,45560000
mdv,2000,46374000
mdv,2001,44357000
mdv,2002,50328000
mdv,2003,57583000
mdv,2004,65615000
mdv,2005,64404000
mdv,2006,69776000
mdv,2007,76747000
mdv,2008,79141000
mdv,2009,84181000
mdv,2010,98640000
mdv,2011,102685000
mdv,2012,104731000
mdv,2013,107172000
mdv,2014,98725000
mdv,2015,92646000
mdv,2016,87511000
mdv,2017,90115000
mdv,2018,85388000
mdv,2019,92171000
mdv,2020,105646000
mkd,1994,42020000
mkd,1995,83577000
mkd,1996,124635000
mkd,1997,146057000
mkd,1998,180983000
mkd,1999,222615000
mkd,2000,249111000
mkd,2001,254203000
mkd,2002,293440000
mkd,2003,356053000
mkd,2004,386692000
mkd,2005,363693000
mkd,2006,382991000
mkd,2007,394404000
mkd,2008,385976000
mkd,2009,381616000
mkd,2010,366627000
mkd,2011,356726000
mkd,2012,345663000
mkd,2013,334573000
mkd,2014,303151000
mkd,2015,277249000
mkd,2016,255298000
mkd,2017,255250000
mkd,2018,233501000
mkd,2019,215321000
mkd,2020,205527000
mli,1970,5977000
mli,1971,9547000
mli,1972,15438000
mli,1973,21695000
mli,1974,28235000
mli,1975,41000000
mli,1976,54432000
mli,1977,67082000
mli,1978,81551000
mli,1979,101997000
mli,1980,120800000
mli,1981,139829752
mli,1982,153822932.8
mli,1983,171880949
mli,1984,190892803.7
mli,1985,224441918
mli,1986,276751846.4
mli,1987,339657793.2
mli,1988,389969066.6
mli,1989,432097076.7
mli,1990,497612050.8
mli,1991,569275420.7
mli,1992,611063000
mli,1993,655665000
mli,1994,769591000
mli,1995,862998000
mli,1996,915199000
mli,1997,938801000
mli,1998,1008729000
mli,1999,1035086000
mli,2000,956887000
mli,2001,980748000
mli,2002,1133709000
mli,2003,1321761000
mli,2004,1440710000
mli,2005,1423842000
mli,2006,297359000
mli,2007,451682000
mli,2008,533952000
mli,2009,698443000
mli,2010,839879000
mli,2011,981342000
mli,2012,1051099000
mli,2013,1202881000
mli,2014,1231870000
mli,2015,1349331000
mli,2016,1364256000
mli,2017,1574123000
mli,2018,1681583000
mli,2019,1969641000
mli,2020,2145725000
mmr,1973,0
mmr,1974,4282000
mmr,1975,22143000
mmr,1976,41412000
mmr,1977,62667000
mmr,1978,85590000
mmr,1979,123567000
mmr,1980,146223000
mmr,1981,185120000
mmr,1982,233156450.4
mmr,1983,284818481.6
mmr,1984,358306727.4
mmr,1985,407497692.5
mmr,1986,479361147.2
mmr,1987,558293600.2
mmr,1988,604546311.2
mmr,1989,656162038.5
mmr,1990,737887582.8
mmr,1991,748641000
mmr,1992,764996000
mmr,1993,760900000
mmr,1994,817495000
mmr,1995,776631000
mmr,1996,742138000
mmr,1997,723819000
mmr,1998,726764000
mmr,1999,722537000
mmr,2000,683846000
mmr,2001,692842000
mmr,2002,729019000
mmr,2003,762472000
mmr,2004,774238000
mmr,2005,752210000
mmr,2006,775878000
mmr,2007,792824000
mmr,2008,770330000
mmr,2009,777441000
mmr,2010,798547000
mmr,2011,787120000
mmr,2012,854565000
mmr,2013,850612000
mmr,2014,766514000
mmr,2015,833210000
mmr,2016,913751000
mmr,2017,1191709000
mmr,2018,1265809000
mmr,2019,1467678000
mmr,2020,1803872000
mne,2006,47184000
mne,2007,55994000
mne,2008,70753000
mne,2009,75161000
mne,2010,79410000
mne,2011,83316000
mne,2012,85950000
mne,2013,84583000
mne,2014,74886000
mne,2015,65290000
mne,2016,57190000
mne,2017,53235000
mne,2018,43990000
mne,2019,35784000
mne,2020,28986000
mng,1991,0
mng,1992,27400000
mng,1993,30066000
mng,1994,49249000
mng,1995,58739000
mng,1996,67565000
mng,1997,97092000
mng,1998,118012000
mng,1999,129653000
mng,2000,137092000
mng,2001,154851000
mng,2002,180545000
mng,2003,226995000
mng,2004,286958000
mng,2005,277324000
mng,2006,301306000
mng,2007,330813000
mng,2008,338341000
mng,2009,392082000
mng,2010,402634000
mng,2011,447225000
mng,2012,467311000
mng,2013,471814000
mng,2014,449653000
mng,2015,434330000
mng,2016,423254000
mng,2017,578881000
mng,2018,569846000
mng,2019,578889000
mng,2020,737041000
moz,1985,5085684.6
moz,1986,30062586.4
moz,1987,87193680.9
moz,1988,126779742.7
moz,1989,175901630
moz,1990,267940939.1
moz,1991,327996181.1
moz,1992,417388000
moz,1993,511801000
moz,1994,714316000
moz,1995,889657000
moz,1996,1076433000
moz,1997,1159878000
moz,1998,1335248000
moz,1999,702144000
moz,2000,760297000
moz,2001,777287000
moz,2002,985329000
moz,2003,1231640000
moz,2004,1475223000
moz,2005,1574781000
moz,2006,655468000
moz,2007,902072000
moz,2008,1149468000
moz,2009,1355819000
moz,2010,1490905000
moz,2011,1577138000
moz,2012,1808341000
moz,2013,2185015000
moz,2014,2284912000
moz,2015,2460788000
moz,2016,2554627000
moz,2017,2822282000
moz,2018,2904220000
moz,2019,3039196000
moz,2020,3224074000
mrt,1970,4927000
mrt,1971,8503000
mrt,1972,9619000
mrt,1973,11299000
mrt,1974,12158000
mrt,1975,14050000
mrt,1976,18624000
mrt,1977,24275000
mrt,1978,29883000
mrt,1979,34054000
mrt,1980,37913000
mrt,1981,44007336
mrt,1982,49253425.6
mrt,1983,51598570.5
mrt,1984,55095355.2
mrt,1985,62387851.3
mrt,1986,77205863.2
mrt,1987,125831708.5
mrt,1988,150495812.7
mrt,1989,159721872.5
mrt,1990,209527983.4
mrt,1991,223753746
mrt,1992,228486000
mrt,1993,256252000
mrt,1994,300900000
mrt,1995,336020000
mrt,1996,359484000
mrt,1997,372462000
mrt,1998,407599000
mrt,1999,415325000
mrt,2000,449457000
mrt,2001,475032000
mrt,2002,546681000
mrt,2003,633536000
mrt,2004,693834000
mrt,2005,676678000
mrt,2006,130053000
mrt,2007,203268000
mrt,2008,242815000
mrt,2009,282094000
mrt,2010,316225000
mrt,2011,345177000
mrt,2012,384257000
mrt,2013,393563000
mrt,2014,378650000
mrt,2015,368571000
mrt,2016,366218000
mrt,2017,390150000
mrt,2018,382223000
mrt,2019,387548000
mrt,2020,417895000
mus,1971,509000
mus,1972,1550000
mus,1973,2773000
mus,1974,5057000
mus,1975,8030000
mus,1976,11036000
mus,1977,14995000
mus,1978,18769000
mus,1979,19206000
mus,1980,20419000
mus,1981,20392000
mus,1982,20321000
mus,1983,20192000
mus,1984,20006000
mus,1985,19801000
mus,1986,19597000
mus,1987,19393000
mus,1988,19189000
mus,1989,18985000
mus,1990,18781000
mus,1991,18521000
mus,1992,18174000
