geo,time,se_prm_uner_fe_zs
pan,1986,15.43558
pan,1987,14.35688
pan,1988,14.94906
pan,1989,13.28392
pan,1990,13.17508
pan,1999,6.35918
pan,2000,4.87187
pan,2001,3.51857
pan,2002,1.66095
pan,2005,1.78654
pan,2006,1.01601
pan,2008,2.28214
pan,2009,4.60994
pan,2010,3.94911
pan,2011,4.41979
pan,2012,5.15009
pan,2013,6.71975
pan,2014,8.78436
pan,2015,10.37971
pan,2017,13.53427
pan,2020,10.37797
per,1970,28.43772
per,1981,13.71695
per,1993,10.11306
per,1995,15.23044
per,1998,2.87982
per,1999,1.36462
per,2000,0.45196
per,2003,1.47278
per,2009,0.71956
per,2011,0.19382
phl,1981,7.31421
phl,1982,5.70641
phl,1983,7.41681
phl,1984,11.59807
phl,1986,6.08045
phl,1987,6.68713
phl,1988,3.18145
phl,1989,1.68719
phl,1990,2.34767
phl,1998,9.75026
phl,1999,10.70202
phl,2001,8.45853
phl,2002,7.55996
phl,2003,8.61595
phl,2004,9.09178
phl,2005,8.49632
phl,2006,10.01463
phl,2007,9.76566
phl,2008,8.49622
phl,2009,6.43698
phl,2014,1.73547
phl,2015,2.37977
phl,2016,3.12123
phl,2017,3.37445
phl,2018,4.09849
phl,2019,3.40215
png,1989,47.66831
png,2016,10.37539
pol,1999,2.76122
pol,2000,3.10233
pol,2001,3.24894
pol,2002,4.11891
pol,2003,4.95565
pol,2004,5.75972
pol,2005,6.36061
pol,2006,6.31773
pol,2007,6.25568
pol,2008,5.89512
pol,2009,5.41266
pol,2010,4.91408
pol,2011,4.89487
pol,2012,4.13099
pol,2013,3.54602
pol,2014,3.6334
pol,2017,2.56038
pol,2018,1.81677
pol,2019,0.94869
pri,2010,7.15532
pri,2011,10.48052
pri,2012,9.48891
pri,2013,11.24035
pri,2014,15.76772
pri,2015,18.00647
pri,2016,18.83539
prk,2009,2.19316
prt,1973,11.88354
prt,1974,12.04733
prt,1976,7.74096
prt,1977,6.84397
prt,1978,4.34708
prt,1980,4.7073
prt,1981,4.09379
prt,1991,0.9877
prt,1994,1.88818
prt,2014,0.76991
prt,2015,1.61114
prt,2016,2.2442
prt,2017,1.19776
pry,1970,21.35607
pry,1972,29.53719
pry,1975,21.79738
pry,1976,20.88091
pry,1977,19.83698
pry,1978,18.11433
pry,1979,16.80845
pry,1980,14.67081
pry,1981,12.68905
pry,1983,12.46067
pry,1984,12.75468
pry,1985,12.7596
pry,1986,13.85478
pry,1987,13.00812
pry,1988,11.45398
pry,1989,9.37479
pry,1990,7.83326
pry,1991,5.78761
pry,1992,14.03278
pry,1993,4.7255
pry,1994,8.61158
pry,1996,5.47473
pry,1999,1.8014
pry,2000,0.24237
pry,2001,0.5285
pry,2002,2.32276
pry,2003,2.89915
pry,2004,3.31322
pry,2005,2.86899
pry,2006,4.45703
pry,2007,6.43274
pry,2008,8.26926
pry,2009,9.57466
pry,2010,9.88486
pry,2011,10.00278
pry,2012,10.66189
pry,2020,19.65641
pse,1999,8.92455
pse,2000,8.43254
pse,2001,10.04182
pse,2002,10.1897
pse,2003,10.69999
pse,2004,11.75017
pse,2005,14.52975
pse,2006,14.89022
pse,2007,15.43824
pse,2008,13.09072
pse,2009,11.33596
pse,2010,10.45377
pse,2011,8.84769
pse,2012,5.68818
pse,2013,4.32673
pse,2014,3.74866
pse,2015,3.72784
pse,2016,3.4927
pse,2017,2.57158
pse,2018,2.49161
pse,2019,3.42811
pse,2020,4.85802
pyf,1983,5.12225
pyf,1984,5.30813
pyf,1985,6.90276
qat,1971,25.42827
qat,1972,16.22563
qat,1973,14.22966
qat,1974,15.69639
qat,1976,9.22466
qat,1977,11.28231
qat,1978,7.39781
qat,1979,6.68784
qat,1981,7.01278
qat,1983,8.78011
qat,1984,7.50016
qat,1985,7.93133
qat,1986,4.6951
qat,1987,11.15215
qat,1988,11.76693
qat,1989,13.1094
qat,1990,15.53402
qat,1991,19.37369
qat,1992,22.4703
qat,1993,22.46013
qat,1994,17.75546
qat,2000,1.95378
qat,2006,1.86878
qat,2013,4.02702
qat,2014,4.51692
qat,2015,2.95336
qat,2016,2.92508
qat,2017,2.3227
qat,2018,0.42872
qat,2019,0.34761
rou,1993,24.53466
rou,1994,16.6035
rou,1995,11.69688
rou,1996,10.28224
rou,1997,10.24345
rou,1998,6.48547
rou,1999,9.13769
rou,2000,9.22508
rou,2001,9.17836
rou,2002,6.29401
rou,2003,2.64231
rou,2005,0.564
rou,2006,2.32172
rou,2007,2.2404
rou,2008,2.56733
rou,2009,2.46104
rou,2010,2.84521
rou,2011,3.36457
rou,2012,4.5165
rou,2015,7.97437
rou,2016,9.81802
rou,2017,11.76118
rou,2018,12.61956
rou,2019,12.76272
rus,1994,3.10712
rus,1995,6.50776
rus,2006,6.42671
rus,2007,5.78532
rus,2008,1.8364
rus,2009,0.27066
rus,2014,2.05839
rus,2015,0.88766
rus,2016,0.20568
rwa,1973,50.10189
rwa,1974,52.17068
rwa,1975,53.77094
rwa,1977,49.58781
rwa,1978,46.97203
rwa,1999,14.36681
rwa,2002,17.54728
rwa,2003,13.30524
rwa,2016,0.1496
rwa,2017,1.95838
rwa,2018,4.07134
rwa,2019,6.19648
sau,1979,68.5654
sau,2009,8.95368
sau,2010,3.05304
sau,2011,2.91001
sau,2016,2.62687
sau,2020,4.96755
sdn,2011,44.72652
sdn,2012,43.52909
sdn,2013,42.36073
sdn,2014,41.28174
sdn,2015,40.89717
sdn,2016,37.98693
sdn,2017,38.98486
sdn,2018,35.27231
sen,1978,75.1117
sen,1979,72.95587
sen,1980,71.91095
sen,1981,70.91315
sen,1982,69.48702
sen,1983,67.80483
sen,1984,66.94455
sen,1985,66.10657
sen,1986,62.46642
sen,1988,61.2152
sen,1990,61.67009
sen,1992,61.7429
sen,1996,55.89402
sen,1997,51.30009
sen,1998,48.04401
sen,1999,49.22547
sen,2000,44.93288
sen,2003,37.05654
sen,2004,37.4437
sen,2005,35.99346
sen,2006,32.39045
sen,2007,29.3706
sen,2008,27.68601
sen,2009,26.87513
sen,2010,25.31967
sen,2011,24.2091
sen,2012,20.7602
sen,2013,21.7704
sen,2014,20.84588
sen,2015,20.6884
sen,2019,20.97977
sen,2020,19.49477
sgp,2018,0.1318
slb,2005,25.95915
slb,2006,20.41436
slb,2007,20.64958
slb,2018,4.1265
slb,2019,4.12852
sle,1983,62.80155
sle,2012,4.38448
sle,2015,1.5445
slv,1970,36.21087
slv,1983,24.93443
slv,1998,9.31498
slv,2000,7.32461
slv,2001,6.45345
slv,2002,4.59656
slv,2003,4.28043
slv,2014,6.6392
slv,2015,8.70973
slv,2016,10.01583
slv,2017,14.22604
slv,2018,13.30333
slv,2019,15.22873
smr,2020,5.07426
som,1976,84.58462
som,1977,85.9017
som,1978,88.25122
som,1979,88.27296
som,1980,89.05643
srb,2006,0.1104
srb,2007,1.17753
srb,2008,1.60334
srb,2009,3.89881
srb,2010,5.32394
srb,2011,2.48333
srb,2012,3.45738
srb,2013,3.15561
srb,2014,0.93683
srb,2015,0.69704
srb,2016,0.77919
srb,2017,0.9623
srb,2018,1.26143
srb,2019,1.93425
srb,2020,2.914
ssd,2011,62.90518
ssd,2015,67.2605
stp,1983,6.47781
stp,1984,6.43733
stp,1988,10.65674
stp,1990,10.39604
stp,1999,20.84998
stp,2002,6.71056
stp,2003,4.61395
stp,2004,2.92358
stp,2005,2.95828
stp,2007,9.54901
stp,2008,8.81784
stp,2009,6.93488
stp,2010,8.15397
stp,2011,8.95265
stp,2012,9.82755
stp,2013,11.04814
stp,2014,11.15169
stp,2015,12.10237
stp,2017,6.01822
sur,1977,5.81446
sur,1978,5.00257
sur,2005,16.82022
sur,2006,14.52975
sur,2007,16.66446
sur,2008,9.8064
sur,2009,5.90118
sur,2010,7.91098
sur,2011,9.52794
sur,2012,9.28969
sur,2013,9.89165
sur,2014,9.63059
sur,2015,8.65221
sur,2016,7.35348
sur,2017,11.90476
sur,2018,12.14386
sur,2019,10.66073
svk,2001,3.64721
svk,2002,6.34006
svk,2003,8.13542
svk,2004,8.63148
svk,2005,7.45116
svk,2006,5.06261
svk,2007,2.62133
svk,2008,2.56454
svk,2009,3.80835
svk,2010,5.17826
svk,2011,5.83273
svk,2012,4.60221
svk,2013,4.32073
svk,2014,5.29201
svk,2015,6.23822
svk,2016,6.65463
svk,2017,5.4389
svk,2018,4.28034
svk,2019,3.30093
svn,1995,7.10633
svn,1996,5.33834
svn,1997,4.85845
svn,1998,2.08041
svn,1999,3.39507
svn,2000,3.05878
svn,2001,3.76864
svn,2002,2.86145
svn,2003,1.96678
svn,2004,0.04357
svn,2007,0.80738
svn,2008,0.72417
svn,2009,0.69762
svn,2010,0.62306
svn,2011,0.05012
svn,2013,0.27217
svn,2014,0.38165
swe,1982,3.66329
swe,1987,1.94403
swe,1988,1.58527
swe,1989,1.24202
swe,1990,0.45672
swe,1991,0.1625
swe,2003,1.07988
swe,2004,3.25044
swe,2005,4.64579
swe,2006,4.91652
swe,2007,3.76147
swe,2008,1.68728
swz,1970,41.7396
swz,1971,41.84083
swz,1972,39.82167
swz,1973,36.89039
swz,1974,35.34641
swz,1975,32.67855
swz,1976,31.79179
swz,1977,30.85165
swz,1978,30.4849
swz,1979,29.69528
swz,1981,25.93026
swz,1982,26.99981
swz,1983,27.82468
swz,1984,28.23147
swz,1985,26.64974
swz,1986,27.70034
swz,1987,26.76633
swz,1988,27.50694
swz,1989,27.55528
swz,1990,25.72079
swz,1991,25.52241
swz,1992,24.31427
swz,1993,24.6704
swz,1994,22.19979
swz,1995,19.36573
swz,1996,20.07823
swz,2009,18.33428
swz,2010,12.74649
swz,2011,9.91168
swz,2012,13.3779
swz,2013,16.29116
swz,2014,15.31161
swz,2015,16.2764
swz,2016,16.28719
swz,2017,17.53229
swz,2018,17.23712
swz,2019,15.9
syc,1979,14.20373
syc,1993,12.66086
syc,1994,8.11777
syc,1995,6.82108
syc,1996,6.78435
syc,2001,8.50408
syc,2002,1.54639
syc,2014,14.6001
syc,2015,14.13055
syc,2018,12.71569
syc,2019,14.12044
syr,1971,45.46897
syr,1973,35.22809
syr,1978,29.32171
syr,1979,28.34371
syr,1980,25.36808
syr,1981,24.12338
syr,1982,22.3743
syr,1983,21.12
syr,1984,18.44201
syr,1985,16.11707
syr,1986,13.73087
syr,1987,9.68639
syr,1988,9.63484
syr,1989,9.01662
syr,1990,9.42521
syr,1996,7.39015
syr,1997,7.9821
syr,1998,6.70038
syr,2013,28.40646
tca,1997,21.2973
tca,1999,12.01629
tca,2000,12.16216
tca,2001,2.07021
tca,2002,17.24724
tca,2003,32.5525
tca,2004,21.9305
tca,2005,20.13373
tca,2014,32.12644
tca,2015,27.31018
tca,2016,56.92495
tca,2017,8.64353
tcd,1975,86.50292
tcd,1977,86.17395
tcd,1988,79.34837
tcd,1997,69.31038
tcd,1998,64.60171
tcd,1999,61.83957
tcd,2000,59.37747
tcd,2001,57.60809
tcd,2002,54.60672
tcd,2003,52.7536
tcd,2011,45.86638
tcd,2013,32.58802
tcd,2015,30.66162
tcd,2016,35.65309
tcd,2017,41.25929
tcd,2018,34.67628
tcd,2019,35.04273
tgo,1971,67.77068
tgo,1972,65.47781
tgo,1978,46.20404
tgo,1979,44.10164
tgo,1980,43.18884
tgo,1982,45.01436
tgo,1983,45.28167
tgo,1984,52.22357
tgo,1985,53.65806
tgo,1986,57.13009
tgo,1987,50.43003
tgo,1988,49.55038
tgo,1989,49.21633
tgo,1990,47.38553
tgo,1991,44.57854
tgo,1994,47.37842
tgo,1995,39.04289
tgo,1996,32.52811
tgo,1997,33.98878
tgo,2001,19.30327
tgo,2003,17.43368
tgo,2005,14.79761
tgo,2007,15.62308
tgo,2008,14.10298
tgo,2014,11.05395
tgo,2015,9.04297
tgo,2016,11.06562
tgo,2017,10.33017
tgo,2018,7.80955
tgo,2019,4.03906
tha,1973,28.2715
tha,1974,27.40802
tha,2006,1.91609
tha,2007,2.31939
tha,2008,2.78417
tha,2009,1.97533
tjk,2000,7.77147
tjk,2001,8.73543
tjk,2002,5.88633
tjk,2014,1.85738
tjk,2015,2.49002
tjk,2016,2.48817
tls,2008,17.71511
tls,2009,12.00617
tls,2010,11.09453
tls,2011,8.40067
tls,2012,9.47687
tls,2013,8.0578
tls,2014,6.07938
tls,2015,4.27338
tls,2016,4.14328
tls,2017,1.65113
tls,2018,2.90847
tls,2019,3.02567
ton,1970,12.37789
ton,1971,12.59065
ton,1972,5.97619
ton,1974,10.97977
ton,1975,2.66371
ton,1983,7.00543
ton,1985,1.87239
ton,1986,3.49762
ton,1990,6.84673
ton,1993,6.56904
ton,1998,6.93141
ton,1999,11.07401
tto,1971,6.55483
tto,1972,7.41599
tto,1973,8.11904
tto,1974,8.3611
tto,1975,7.38835
tto,1976,3.73625
tto,1977,3.77215
tto,1978,5.29042
tto,1979,9.92918
tto,1980,13.36073
tto,1981,7.58114
tto,1982,6.96546
tto,1983,5.9246
tto,1984,7.34063
tto,1985,6.92114
tto,1986,8.62999
tto,1987,6.96475
tto,1988,6.00741
tto,1989,7.6432
tto,1990,8.11633
tto,1991,10.3125
tto,1992,10.76562
tto,1993,11.46648
tto,1996,11.26072
tto,1997,11.16068
tto,1999,1.66963
tto,2000,0.47089
tto,2001,1.00796
tto,2002,4.5183
tto,2003,4.14795
tto,2004,1.08955
tto,2005,3.99597
tto,2008,2.23943
tto,2009,3.24705
tto,2010,1.56235
tun,1971,36.11978
tun,1975,38.82134
tun,1978,35.01401
tun,1979,32.69938
tun,1980,30.39513
tun,1981,27.78529
tun,1982,24.25406
tun,1983,20.521
tun,1984,16.9134
tun,1985,15.29881
tun,1989,11.06845
tun,1990,11.13768
tun,1991,9.66555
tun,1992,8.78874
tun,1993,7.37775
tun,1994,6.91145
tun,1995,6.02182
tun,1996,6.63903
tun,1997,7.14322
tun,1999,6.39912
tun,2000,5.02154
tun,2001,2.59797
tun,2005,0.03978
tun,2006,0.00301
tun,2007,1.24479
tun,2008,1.01912
tun,2009,0.31111
tur,1974,23.55943
tur,1994,11.15121
tur,1995,11.67747
tur,1997,11.68665
tur,1999,9.17938
tur,2006,3.80208
tur,2007,2.90515
tur,2008,3.40687
tur,2009,5.48879
tur,2010,4.45918
tur,2011,5.41782
tur,2012,6.78526
tur,2013,7.16071
tur,2014,5.83489
tur,2015,5.72135
tur,2016,6.23432
tur,2017,5.47584
tur,2018,5.25571
tur,2019,5.02673
tuv,2014,9.9162
tuv,2015,6.77732
tuv,2016,15.45828
tuv,2019,22.48677
tuv,2020,16.36126
tza,1981,31.03043
tza,1982,35.05394
tza,1983,35.58928
tza,1985,41.39205
tza,1986,42.62456
tza,1987,44.44074
tza,1988,46.2742
tza,1989,46.47155
tza,1990,47.21298
tza,1991,47.98265
tza,1992,47.99648
tza,1993,48.59238
tza,1994,49.607
tza,1995,49.78957
tza,1996,49.67612
tza,1997,49.16191
tza,1998,49.54048
tza,1999,49.02865
tza,2000,45.52604
tza,2001,41.52088
tza,2002,27.14916
tza,2003,18.98007
tza,2004,14.31066
tza,2005,9.58676
tza,2006,3.47427
tza,2008,0.98374
tza,2010,6.46215
tza,2012,11.16677
tza,2013,13.34232
tza,2014,14.60183
tza,2015,13.94538
tza,2016,13.33599
tza,2017,13.56812
tza,2018,15.85778
tza,2019,13.76598
tza,2020,14.51359
uga,1979,66.44594
uga,1981,62.79187
uga,1982,59.7748
uga,1986,46.01928
uga,2009,4.00402
uga,2010,7.40875
uga,2011,4.17909
uga,2012,4.26365
uga,2013,2.92569
uga,2014,4.75927
uga,2015,12.76654
uga,2016,10.93222
uga,2017,12.21721
ukr,2002,3.62895
ukr,2003,9.85271
ukr,2004,10.43865
ukr,2005,10.18991
ukr,2006,11.39185
ukr,2007,11.90243
ukr,2008,11.99094
ukr,2009,11.60664
ukr,2010,8.91669
ukr,2011,6.52899
ukr,2012,5.59437
ukr,2013,5.39731
ukr,2014,7.0116
ury,1984,13.71865
ury,1991,7.44781
ury,1992,5.67685
ury,1993,4.95922
ury,1994,6.62387
ury,1995,7.07196
ury,1996,7.40651
ury,1997,7.35459
ury,2007,1.42569
ury,2008,0.46637
ury,2010,1.06382
ury,2011,0.71346
ury,2012,1.35936
ury,2013,0.18919
ury,2014,3.00512
ury,2015,0.65337
ury,2019,0.10794
usa,2005,0.26888
usa,2013,3.1411
usa,2015,1.91738
usa,2016,0.43096
usa,2018,0.63568
usa,2019,0.84899
uzb,2007,7.93218
uzb,2008,6.69384
uzb,2009,7.41471
uzb,2010,6.77324
uzb,2011,6.24754
uzb,2012,4.61169
uzb,2013,3.38468
uzb,2014,1.81819
vct,1984,6.33725
vct,1986,2.94271
vct,2005,3.16464
ven,1999,10.16431
ven,2000,7.53537
ven,2001,5.3098
ven,2002,1.96605
ven,2003,3.74063
ven,2004,3.75751
ven,2005,4.5426
ven,2006,4.63699
ven,2007,3.38515
ven,2008,5.45896
ven,2009,3.79637
ven,2010,3.09219
ven,2011,3.18986
ven,2012,4.76476
ven,2013,5.61931
ven,2014,5.32471
ven,2015,5.90841
ven,2016,8.04832
ven,2017,9.60201
vgb,1983,7.97688
vgb,1984,14.21857
vgb,1999,1.14192
vgb,2000,14.53397
vgb,2001,2.91411
vgb,2005,5.42027
vgb,2006,8.16012
vgb,2010,2.27586
vgb,2012,5.20347
vgb,2013,3.11231
vut,1981,16.18705
vut,1989,25.86473
vut,1999,3.0221
vut,2004,2.66839
vut,2015,7.45092
vut,2019,4.9223
vut,2020,3.91638
wsm,1994,4.99603
wsm,1998,0.46874
wsm,1999,6.83647
yem,1999,58.03872
yem,2003,40.65005
yem,2004,37.27072
yem,2005,33.73853
yem,2008,30.28958
yem,2010,25.52342
yem,2012,22.30883
yem,2013,20.94317
yem,2016,21.12059
zaf,1970,31.75793
zaf,1991,11.02581
zaf,1994,9.80964
zaf,1995,9.15333
zaf,1998,8.22973
zaf,1999,7.07011
zaf,2000,8.81841
zaf,2001,7.54409
zaf,2002,6.2805
zaf,2003,5.22193
zaf,2004,4.64003
zaf,2005,4.46415
zaf,2017,5.33453
zaf,2018,10.16937
zaf,2019,9.80954
zmb,1972,28.99658
zmb,1976,25.01912
zmb,1977,24.54671
zmb,1978,25.07034
zmb,1979,25.02917
zmb,1980,24.80514
zmb,1981,24.57214
zmb,1982,24.63973
zmb,1983,23.14749
zmb,1984,22.1958
zmb,1986,20.3487
zmb,1988,21.7886
zmb,1994,28.49115
zmb,1995,30.24682
zmb,1998,33.04744
zmb,1999,34.55419
zmb,2000,34.12674
zmb,2001,33.93777
zmb,2002,31.11757
zmb,2004,17.69555
zmb,2005,8.66116
zmb,2006,9.81352
zmb,2007,8.34134
zmb,2009,10.1963
zmb,2010,13.1076
zmb,2011,9.56888
zmb,2012,7.84267
zmb,2013,10.92199
zmb,2017,12.96825
zwe,1998,14.38492
zwe,1999,11.67988
zwe,2000,10.13596
zwe,2001,6.55706
zwe,2002,9.25954
zwe,2003,9.69306
zwe,2014,2.11914
zwe,2015,12.39661
zwe,2016,12.3974
zwe,2017,14.47943
zwe,2018,14.21492
zwe,2019,13.93845
zwe,2020,12.76421
