geo,time,ag_con_fert_zs
btn,2015,14.76058
btn,2016,13.2533
btn,2017,30.48995
btn,2018,35.97564
bwa,1961,2.78195
bwa,1962,2.75689
bwa,1963,2.75689
bwa,1964,4.01003
bwa,1965,5.25
bwa,1966,5.3
bwa,1967,6.75
bwa,1968,3.75
bwa,1969,3.75
bwa,1970,4.25
bwa,1971,4.125
bwa,1972,4.36409
bwa,1973,4.73815
bwa,1974,4.89027
bwa,1975,5.98504
bwa,1976,4.98753
bwa,1977,5.23691
bwa,1978,5.23691
bwa,1979,2.72953
bwa,1980,3.47395
bwa,1981,3.47395
bwa,1982,4.44444
bwa,1983,3.20988
bwa,1984,2.96296
bwa,1985,1.10811
bwa,1986,1.66585
bwa,1987,2.20049
bwa,1988,2.20049
bwa,1989,2.17391
bwa,1990,2.14286
bwa,1991,3
bwa,1992,3.6
bwa,1993,2.85714
bwa,1994,2.53165
bwa,1995,6.62029
bwa,1996,9.68406
bwa,1997,12.66667
bwa,1998,18.46957
bwa,1999,19.16667
bwa,2000,13.14286
bwa,2001,23
bwa,2009,48.60443
bwa,2010,83.12741
bwa,2011,29.67901
bwa,2012,54.83509
bwa,2013,80.51786
bwa,2014,57.84328
bwa,2015,89.57242
bwa,2016,89.57242
bwa,2017,89.57242
bwa,2018,89.57242
caf,1961,0.18274
caf,1962,0.18935
caf,1963,0.21765
caf,1964,0.23392
caf,1965,0.46512
caf,1966,0.63584
caf,1967,0.74713
caf,1968,0.91429
caf,1969,1.09545
caf,1970,1.25593
caf,1971,1.17978
caf,1972,1.01285
caf,1973,0.92056
caf,1974,1.61878
caf,1975,0.93407
caf,1976,0.87432
caf,1977,0.92391
caf,1978,0.86486
caf,1979,0.05376
caf,1980,0.77754
caf,1981,0.67166
caf,1982,0.37234
caf,1983,0.23968
caf,1984,0.63158
caf,1985,1.52632
caf,1986,0.35208
caf,1987,0.4224
caf,1988,0.30052
caf,1989,0.4
caf,1990,0.48958
caf,1991,0.46875
caf,1992,0.56995
caf,1993,0.62176
caf,1994,0.15544
caf,1995,0.15544
caf,1996,0.15544
caf,1997,0.15544
caf,1998,0.31088
caf,1999,0.31088
caf,2000,0.31088
caf,2001,0.31088
caf,2002,0.04081
caf,2003,0.00017
caf,2004,0.06732
caf,2005,0.12698
caf,2006,0.22178
caf,2007,0.31301
caf,2008,0.20688
caf,2009,0.20824
caf,2010,0.29982
caf,2011,0.44473
caf,2012,0.28184
caf,2013,0.14392
caf,2014,0.00599
caf,2015,0.34098
caf,2016,0.22465
caf,2017,0.18677
caf,2018,0.18677
can,1961,10.96976
can,1962,12.39004
can,1963,13.40392
can,1964,14.90057
can,1965,18.29354
can,1966,21.24661
can,1967,23.13933
can,1968,18.8091
can,1969,18.95358
can,1970,20.8332
can,1971,22.80388
can,1972,26.25324
can,1973,31.14704
can,1974,31.84363
can,1975,33.48269
can,1976,34.08975
can,1977,41.18005
can,1978,45.16811
can,1979,45.17443
can,1980,48.10651
can,1981,47.95209
can,1982,50.60572
can,1983,57.08429
can,1984,59.95434
can,1985,56.18203
can,1986,51.96614
can,1987,53.48456
can,1988,51.37504
can,1989,52.298
can,1990,50.133
can,1991,52.59487
can,1992,54.79429
can,1993,57.24302
can,1994,58.17708
can,1995,62.46181
can,1996,65.66965
can,1997,66.42786
can,1998,64.58613
can,1999,65.60242
can,2000,59.68585
can,2001,60.4209
can,2002,64.88236
can,2003,66.66769
can,2004,62.11334
can,2005,70.63818
can,2006,53.96828
can,2007,78.83549
can,2008,73.55245
can,2009,71.58434
can,2010,79.65646
can,2011,96.89352
can,2012,108.18374
can,2013,96.49843
can,2014,102.15082
can,2015,104.35714
can,2016,99.27329
can,2017,101.82035
can,2018,111.82051
che,1961,268.8715
che,1962,303.02992
che,1963,313.58598
che,1964,328.03544
che,1965,352.66084
che,1966,358.49057
che,1967,368.18932
che,1968,379.76091
che,1969,405.55556
che,1970,414.44226
che,1971,423.0877
che,1972,380.81267
che,1973,437.43109
che,1974,397.37274
che,1975,388.72323
che,1976,412.17862
che,1977,420.65423
che,1978,468.69171
che,1979,488.98912
che,1980,475.46576
che,1981,440.45762
che,1982,437.3875
che,1983,448.6692
che,1984,447.06759
che,1985,443.7037
che,1986,428.60678
che,1987,444.69526
che,1988,441.57136
che,1989,433.43123
che,1990,415.9029
che,1991,390.18405
che,1992,374.29205
che,1993,368.38253
che,1994,345.89695
che,1995,319.75367
che,1996,296.98266
che,1997,291.2154
che,1998,290.41132
che,1999,248.41695
che,2000,217.56849
che,2001,240.18564
che,2002,196.20622
che,2003,203.36938
che,2004,216.43788
che,2005,227.96406
che,2006,228.65356
che,2007,229.8967
che,2008,227.27295
che,2009,190.83005
che,2010,218.38319
che,2011,208.95519
che,2012,167.63606
che,2013,203.45017
che,2014,208.4012
che,2015,208.93354
che,2016,212.11005
che,2017,199.88792
che,2018,187.7928
chl,1961,12.70549
chl,1962,18.4388
chl,1963,22.15571
chl,1964,22.68297
chl,1965,23.46398
chl,1966,29.8385
chl,1967,26.17846
chl,1968,26.30053
chl,1969,27.96658
chl,1970,33.18478
chl,1971,32.44054
chl,1972,31.62894
chl,1973,41.75524
chl,1974,38.24302
chl,1975,21.81093
chl,1976,28.05884
chl,1977,24.84298
chl,1978,31.78582
chl,1979,36.05348
chl,1980,34.60271
chl,1981,30.63863
chl,1982,30.11872
chl,1983,39.0292
chl,1984,51.81496
chl,1985,59.42276
chl,1986,77.98629
chl,1987,90.18205
chl,1988,95.5541
chl,1989,101.14658
chl,1990,109.45111
chl,1991,113.96648
chl,1992,140.98361
chl,1993,167.10069
chl,1994,167.39895
chl,1995,191.03774
chl,1996,213.09824
chl,1997,219.47528
chl,1998,237.49368
chl,1999,263.99778
chl,2000,275.42857
chl,2001,274.85714
chl,2002,307.77333
chl,2003,330.14267
chl,2004,491.35267
chl,2005,434.76138
chl,2006,475.81407
chl,2007,534.10063
chl,2008,687.24009
chl,2009,612.41679
chl,2010,373.24862
chl,2011,492.56112
chl,2012,339.40296
chl,2013,347.58212
chl,2014,358.22913
chl,2015,415.7837
chl,2016,293.84483
chl,2017,291.04849
chl,2018,307.60443
chn,1961,7.04082
chn,1962,9.59845
chn,1963,12.11821
chn,1964,16.32832
chn,1965,25.41529
chn,1966,36.46043
chn,1967,26.56776
chn,1968,26.68594
chn,1969,34.54585
chn,1970,44.04049
chn,1971,45.83174
chn,1972,52.91116
chn,1973,65.28871
chn,1974,56.17381
chn,1975,70.06729
chn,1976,65.77712
chn,1977,93.75404
chn,1978,111.71455
chn,1979,134.74931
chn,1980,158.17285
chn,1981,155.33219
chn,1982,160.03416
chn,1983,172.44912
chn,1984,174.84487
chn,1985,142.99665
chn,1986,142.90711
chn,1987,187.63711
chn,1988,208.25305
chn,1989,206.92509
chn,1990,219.0993
chn,1991,236.24278
chn,1992,236.3348
chn,1993,205.6422
chn,1994,237.67027
chn,1995,295.92461
chn,1996,299.88666
chn,1997,297.83952
chn,1998,299.39795
chn,1999,304.49633
chn,2000,285.94478
chn,2001,293.91549
chn,2002,335.81421
chn,2003,330.80375
chn,2004,354.4306
chn,2005,376.8997
chn,2006,376.73968
chn,2007,387.1513
chn,2008,374.21785
chn,2009,385.4265
chn,2010,424.41878
chn,2011,440.83226
chn,2012,450.80294
chn,2013,449.05245
chn,2014,464.82757
chn,2015,464.61995
chn,2016,463.18702
chn,2017,421.46775
chn,2018,393.21546
civ,1961,4.20417
civ,1962,3.69702
civ,1963,5.42619
civ,1964,6.62679
civ,1965,7.01905
civ,1966,7.44048
civ,1967,8.15824
civ,1968,6.88471
civ,1969,8.14412
civ,1970,12.04353
civ,1971,13.92353
civ,1972,17.95088
civ,1973,17.1454
civ,1974,17.39268
civ,1975,20.77135
civ,1976,20.27174
civ,1977,25.42553
civ,1978,21.46597
civ,1979,26.11221
civ,1980,27.16113
civ,1981,24.92386
civ,1982,19.69849
civ,1983,18.53491
civ,1984,18.03564
civ,1985,17.43697
civ,1986,12.60504
civ,1987,9.125
civ,1988,11.36364
civ,1989,14.46281
civ,1990,15.22634
civ,1991,15.79592
civ,1992,14.23077
civ,1993,18.60786
civ,1994,21.66667
civ,1995,22
civ,1996,23.5
civ,1997,37.93103
civ,1998,31.03448
civ,1999,25.21429
civ,2000,23.96429
civ,2001,24.53571
civ,2002,31.01893
civ,2003,29.34536
civ,2004,27.21893
civ,2005,17.78036
civ,2006,22.7725
civ,2007,23.99
civ,2008,18.21172
civ,2009,15.30759
civ,2010,32.08586
civ,2011,19.40276
civ,2012,26.02112
civ,2013,31.13828
civ,2014,35.12065
civ,2015,41.95445
civ,2016,44.11828
civ,2017,39.26288
civ,2018,30.87347
cmr,1961,0.65
cmr,1962,0.64356
cmr,1963,1.03922
cmr,1964,1.33981
cmr,1965,1.63462
cmr,1966,2.28571
cmr,1967,2.49283
cmr,1968,3.21664
cmr,1969,2.65722
cmr,1970,3.75093
cmr,1971,2.73394
cmr,1972,2.24972
cmr,1973,2.96881
cmr,1974,3.08255
cmr,1975,2.25225
cmr,1976,2.33018
cmr,1977,6.00071
cmr,1978,6.31318
cmr,1979,5.52865
cmr,1980,5.41861
cmr,1981,5.91641
cmr,1982,5.72487
cmr,1983,7.2198
cmr,1984,8.16294
cmr,1985,8.30795
cmr,1986,7.65599
cmr,1987,8.39798
cmr,1988,6.17424
cmr,1989,4.81481
cmr,1990,3.67003
cmr,1991,3.04202
cmr,1992,3.50671
cmr,1993,3.74228
cmr,1994,5.03356
cmr,1995,5.03356
cmr,1996,5.7047
cmr,1997,6.5755
cmr,1998,6.63305
cmr,1999,8.30705
cmr,2000,7.73221
cmr,2001,8.80906
cmr,2002,9.76862
cmr,2003,8.1552
cmr,2004,11.06275
cmr,2005,7.99899
cmr,2006,9.0322
cmr,2007,8.62284
cmr,2008,6.55744
cmr,2009,7.00285
cmr,2010,9.23903
cmr,2011,11.03597
cmr,2012,10.33573
cmr,2013,10.05834
cmr,2014,9.62104
cmr,2015,13.63045
cmr,2016,10.90362
cmr,2017,13.02838
cmr,2018,12.95031
cod,1961,0.04219
cod,1962,0.14172
cod,1963,0.16297
cod,1964,0.23981
cod,1965,0.22013
cod,1966,0.29874
cod,1967,0.42386
cod,1968,0.53125
cod,1969,0.62305
cod,1970,0.72981
cod,1971,0.72643
cod,1972,0.65954
cod,1973,1.01227
cod,1974,1.0229
cod,1975,1.63682
cod,1976,1.92473
cod,1977,1.33132
cod,1978,1.35952
cod,1979,1.12121
cod,1980,1.19335
cod,1981,1.14286
cod,1982,1.12214
cod,1983,1.40496
cod,1984,1.72414
cod,1985,1.01493
cod,1986,0.36012
cod,1987,0.92537
cod,1988,0.41791
cod,1989,1.1791
cod,1990,0.92954
cod,1991,1.22754
cod,1992,0.34328
cod,1993,0.61194
cod,1994,1.55284
cod,1995,1.34328
cod,1996,0.89552
cod,1998,0.4409
cod,1999,0.11075
cod,2000,0.1194
cod,2001,0.29328
cod,2003,0.27522
cod,2004,0.20821
cod,2005,0.06776
cod,2006,0.45493
cod,2007,0.63478
cod,2008,0.9403
cod,2009,0.7972
cod,2010,1.10412
cod,2011,1.01043
cod,2012,0.45625
cod,2013,0.86239
cod,2014,1.62784
cod,2015,1.69426
cod,2016,1.43182
cod,2017,1.79439
cod,2018,1.27082
cog,1961,1.15385
cog,1962,1.73077
cog,1963,2.5
cog,1964,2.89575
cog,1965,3.28185
cog,1966,3.92857
cog,1967,4.22201
cog,1968,7.72201
cog,1969,12.18497
cog,1970,13.73269
cog,1971,14.61538
cog,1972,13.84615
cog,1973,10.88931
cog,1974,8.1749
cog,1975,4.36433
cog,1976,4.9435
cog,1977,0.00947
cog,1979,0.18557
cog,1980,1.04918
cog,1981,1.05499
cog,1982,3.36822
cog,1983,3.07692
cog,1984,5.55556
cog,1985,8.90152
cog,1986,4.7619
cog,1987,3.41365
cog,1988,1.4
cog,1989,1.07371
cog,1990,3.2881
cog,1991,2.9106
cog,1992,4.16667
cog,1993,4.12371
cog,1994,4.01691
cog,1995,4.21053
cog,1996,8.38574
cog,1997,8.16327
cog,1998,10.1833
cog,1999,10.10101
cog,2000,10.20408
cog,2001,9.43878
cog,2004,2.65102
cog,2005,0.06531
cog,2006,0.05306
cog,2007,0.35918
cog,2008,0.74694
cog,2009,4.578
cog,2010,0.54118
cog,2011,1.31509
cog,2012,2.24798
cog,2013,2.92749
cog,2014,1.88584
cog,2015,2.02691
cog,2016,2.16798
cog,2017,2.30905
cog,2018,2.35033
col,1961,20.10193
col,1962,29.44507
col,1963,39.09718
col,1964,45.42056
col,1965,36.74157
col,1966,36.6521
col,1967,40.19608
col,1968,41.50224
col,1969,39.36338
col,1970,40.42105
col,1971,51.55891
col,1972,57.48579
col,1973,70.9212
col,1974,69.05222
col,1975,59.22063
col,1976,67.4189
col,1977,79.75996
col,1978,79.08557
col,1979,84.50744
col,1980,84.13254
col,1981,75.1073
col,1982,81.05797
col,1983,84.47991
col,1984,96.04928
col,1985,96.35884
col,1986,114.98791
col,1987,130.30832
col,1988,140.72547
col,1989,151.00288
col,1990,182.23903
col,1991,197.89335
col,1992,166.5798
col,1993,176.15464
col,1994,175.77684
col,1995,202.66778
col,1996,199.34238
col,1997,219.25955
col,1998,233.59467
col,1999,231.03312
col,2000,233.56991
col,2001,254.60929
col,2002,309.00226
col,2003,324.80963
col,2004,320.96291
col,2005,445.13327
col,2006,571.24961
col,2007,544.29129
col,2008,486.73169
col,2009,497.26817
col,2010,585.19172
col,2011,745.29697
col,2012,805.79113
col,2013,559.81006
col,2014,622.23509
col,2015,630.93961
col,2016,606.14392
col,2017,196.10091
col,2018,182.43624
cri,1961,65.56842
cri,1962,84.9614
cri,1963,121.05263
cri,1964,115.78947
cri,1965,85.96491
cri,1966,101.05263
cri,1967,107.36842
cri,1968,167.7193
cri,1969,190.10526
cri,1970,173.21053
cri,1971,200.95789
cri,1972,167.7193
cri,1973,226.14841
cri,1974,256.18375
cri,1975,233.5689
cri,1976,196.79152
cri,1977,235.13428
cri,1978,282.26148
cri,1979,279.5053
cri,1980,259.71731
cri,1981,255.83039
cri,1982,254.41696
cri,1983,312.01413
cri,1984,340.28269
cri,1985,282.80702
cri,1986,298.24561
cri,1987,333.33333
cri,1988,360.25
cri,1989,411.53846
cri,1990,417.69231
cri,1991,447.69231
cri,1992,491.2
cri,1993,467.3913
cri,1994,560.86957
cri,1995,554.54545
cri,1996,710.47619
cri,1997,909.52381
cri,1998,947.61905
cri,1999,836.36364
cri,2000,795.2381
cri,2001,557.96667
cri,2002,629.19155
cri,2003,919.66857
cri,2004,751.06081
cri,2005,683.53562
cri,2006,845.46871
cri,2007,858.04355
cri,2008,915.7099
cri,2009,382.96732
cri,2010,519.31773
cri,2011,706.07948
cri,2012,635.32767
cri,2013,589.84203
cri,2014,584.15293
cri,2015,625.22256
cri,2016,559.66071
cri,2017,636.4528
cri,2018,641.84115
cub,1961,72.41379
cub,1962,88.26047
cub,1963,108.26445
cub,1964,114.07491
cub,1965,141.97531
cub,1966,199.22631
cub,1967,192.14412
cub,1968,230.35439
cub,1969,240.19557
cub,1970,171.55844
cub,1971,128.23891
cub,1972,87.70115
cub,1973,99.60489
cub,1974,114.71927
cub,1975,115.29617
cub,1976,117.47605
cub,1977,137.90828
cub,1978,148.55072
cub,1979,155.89124
cub,1980,177.68456
cub,1981,202.447
cub,1982,181.70066
cub,1983,170.34
cub,1984,189.44319
cub,1985,184.75379
cub,1986,204
cub,1987,196.42643
cub,1988,177.13018
cub,1989,194.47221
cub,1990,171.04099
cub,1991,106.2591
cub,1992,69.79021
cub,1993,47.38292
cub,1994,33.66793
cub,1995,66.23236
cub,1996,67.43185
cub,1997,65.98677
cub,1998,47.36989
cub,1999,43.07479
cub,2000,37.21461
cub,2001,55.0682
cub,2002,38.10479
cub,2003,16.50267
cub,2004,18.53022
cub,2005,22.38017
cub,2006,32.11943
cub,2007,35.69913
cub,2008,43.57807
cub,2009,17.60331
cub,2010,29.89332
cub,2011,42.02156
cub,2012,46.94276
cub,2013,49.49716
cub,2014,66.90726
cub,2015,57.51738
cub,2016,44.86433
cub,2017,45.29263
cub,2018,38.63482
cyp,1961,51.29483
cyp,1962,59.92661
cyp,1963,62.74154
cyp,1964,35.32817
cyp,1965,59.19565
cyp,1966,56.88125
cyp,1967,51.5283
cyp,1968,94.93987
cyp,1969,65.67834
cyp,1970,87.6901
cyp,1971,84.98071
cyp,1972,97.34628
cyp,1973,114.93485
cyp,1974,57.62736
cyp,1975,126.03952
cyp,1976,144.03509
cyp,1977,95.47321
cyp,1978,143.22727
cyp,1979,158.4537
cyp,1980,138.70336
cyp,1981,143.78623
cyp,1982,167.8
cyp,1983,171.55172
cyp,1984,155.14783
cyp,1985,176.5856
cyp,1986,193.58527
cyp,1987,199.89362
cyp,1988,210.35783
cyp,1989,219.2433
cyp,1990,215.26515
cyp,1991,208.51224
cyp,1992,263.55948
cyp,1993,241.14995
cyp,1994,264.72837
cyp,1995,258.07265
cyp,1996,257.06061
cyp,1997,207.32926
cyp,1998,202.73726
cyp,1999,199.63403
cyp,2000,146.4939
cyp,2001,150.07143
cyp,2002,159.65
cyp,2003,158.23214
cyp,2004,131.40708
cyp,2005,108.97561
cyp,2006,109.02609
cyp,2007,109.83607
cyp,2008,112.01456
cyp,2009,181.44994
cyp,2010,202.7724
cyp,2011,151.20238
cyp,2012,196.52681
cyp,2013,183.87056
cyp,2014,158.20654
cyp,2015,157.99959
cyp,2016,204.04412
cyp,2017,173.5397
cyp,2018,157.71069
cze,1993,91.92767
cze,1994,101.50739
cze,1995,105.33172
cze,1996,106.44765
cze,1997,96.63754
cze,1998,91.96075
cze,1999,82.57586
cze,2000,101.98057
cze,2001,121.97651
cze,2002,81.67916
cze,2003,91.57431
cze,2004,87.00808
cze,2005,89.555
cze,2006,94.27358
cze,2007,100.16964
cze,2008,87.26412
cze,2009,88.51698
cze,2010,95.84579
cze,2011,100.57649
cze,2012,127.66519
cze,2013,161.48301
cze,2014,162.65729
cze,2015,192.31365
cze,2016,196.38338
cze,2017,182.42067
cze,2018,174.36071
deu,1961,268.06874
deu,1962,291.78695
deu,1963,304.43642
deu,1964,324.97615
deu,1965,345.24825
deu,1966,337.90152
deu,1967,349.52519
deu,1968,354.46642
deu,1969,380.08858
deu,1970,398.56066
deu,1971,409.58471
deu,1972,404.59538
deu,1973,411.67023
deu,1974,423.34767
deu,1975,409.63616
deu,1976,430.97576
deu,1977,418.40833
deu,1978,422.68766
deu,1979,440.35067
deu,1980,429.70482
deu,1981,404.55182
deu,1982,396.95741
deu,1983,383.33918
deu,1984,396.68089
deu,1985,403.34164
deu,1986,404.2199
deu,1987,402.67727
deu,1988,408.00703
deu,1989,384.20788
deu,1990,279.90143
deu,1991,256.82654
deu,1992,248.00305
deu,1993,228.86391
deu,1994,246.20381
deu,1995,238.35623
deu,1996,238.18547
deu,1997,241.44853
deu,1998,247.36325
deu,1999,256.56911
deu,2000,232.35988
deu,2001,221.23195
deu,2002,220.07404
deu,2003,219.69806
deu,2004,215.12582
deu,2005,208.75706
deu,2006,194.41901
deu,2007,221.87177
deu,2008,159.58272
deu,2009,181.4144
deu,2010,211.59683
deu,2011,191.48699
deu,2012,198.92158
deu,2013,203.47061
deu,2014,217.69568
deu,2015,202.27393
deu,2016,197.24503
deu,2017,178.11893
deu,2018,166.48112
dma,1976,742.85714
dma,1977,828.57143
dma,1978,642.85714
dma,1979,242.85714
dma,1980,428.57143
dma,1981,442.85714
dma,1982,302.16667
dma,1983,383.66667
dma,1984,416.66667
dma,1985,450
dma,1986,483.33333
dma,1987,500
dma,1988,600
dma,1989,880
dma,1990,680
dma,1991,1250
dma,1992,1150
dma,1993,1150
dma,1994,1100
dma,1995,1070.66667
dma,1996,913
dma,1997,1000
dma,1998,1000
dma,1999,750
dma,2000,600
dma,2001,600
dma,2002,86.6
dma,2003,148.2
dma,2004,198.6
dma,2005,207.8
dma,2006,134.2
dma,2007,276
dma,2008,44.6
dma,2009,58.16667
dma,2010,52.16667
dma,2011,150.16667
dma,2012,84.825
dma,2013,122.61333
dma,2014,80.40833
dma,2015,152.16
dma,2016,88.68833
dma,2017,41.38167
dma,2018,21.88
dnk,1961,152.72284
dnk,1962,155.24955
dnk,1963,162.70408
dnk,1964,174.33859
dnk,1965,183.29967
dnk,1966,194.60462
dnk,1967,195.94786
dnk,1968,205.35672
dnk,1969,216.44996
dnk,1970,224.61142
dnk,1971,238.93804
dnk,1972,255.26103
dnk,1973,277.48021
dnk,1974,217.41499
dnk,1975,241.15132
dnk,1976,245.2198
dnk,1977,262.21843
dnk,1978,260.34658
dnk,1979,264.10182
dnk,1980,237.69382
dnk,1981,234.23132
dnk,1982,248.15817
dnk,1983,267.76128
dnk,1984,252.42228
dnk,1985,243.59516
dnk,1986,247.53045
dnk,1987,234.98836
dnk,1988,241.01562
dnk,1989,255.63851
dnk,1990,247.24717
dnk,1991,227.86499
dnk,1992,199.68492
dnk,1993,190.68298
dnk,1994,197.04017
dnk,1995,188.87451
dnk,1996,193.36779
dnk,1997,184.77801
dnk,1998,174.13356
dnk,1999,163.46992
dnk,2000,153.00307
dnk,2001,134.6719
dnk,2002,128.87434
dnk,2003,138.18005
dnk,2004,144.78449
dnk,2005,137.11707
dnk,2006,138.58117
dnk,2007,142.41197
dnk,2008,147.6761
dnk,2009,102.91814
dnk,2010,113.7121
dnk,2011,112.84874
dnk,2012,107.11332
dnk,2013,116.62278
dnk,2014,123.56579
dnk,2015,136.88043
dnk,2016,137.43571
dnk,2017,132.84803
dnk,2018,108.11056
dom,1961,19.44028
dom,1962,15.06575
dom,1963,11.48649
dom,1964,13.33333
dom,1965,15.78947
dom,1966,20.60909
dom,1967,22.82051
dom,1968,21.15385
dom,1969,37.17791
dom,1970,46.19634
dom,1971,63.84625
dom,1972,89.48471
dom,1973,87.67283
dom,1974,110.82034
dom,1975,79.78142
dom,1976,78.95833
dom,1977,50.50505
dom,1978,56.23448
dom,1979,69.15865
dom,1980,48.2243
dom,1981,54.13953
dom,1982,56.27907
dom,1983,39.06977
dom,1984,55.25581
dom,1985,56.74419
dom,1986,53.95349
dom,1987,73.46115
dom,1988,63.47326
dom,1989,80.36784
dom,1990,102.54556
dom,1991,105.22222
dom,1992,93.22222
dom,1993,86.88889
dom,1994,100.77778
dom,1995,101.07527
dom,1996,98.28877
dom,1997,126.62791
dom,1998,112.41379
dom,1999,110.23529
dom,2000,102.11024
dom,2001,108.65256
dom,2002,73.3931
dom,2003,52.24268
dom,2004,59.17317
dom,2005,58.24024
dom,2006,80.46707
dom,2007,94.75732
dom,2008,80.39875
dom,2009,80.56
dom,2010,107.00625
dom,2011,94.15625
dom,2012,74.46375
dom,2013,79.7825
dom,2014,94.73328
dom,2015,134.1669
dom,2016,149.98613
dom,2017,150.96393
dom,2018,196.55829
dza,1961,7.57108
dza,1962,8.73016
dza,1963,8.54839
dza,1964,8.56164
dza,1965,6.29599
dza,1966,8.24626
dza,1967,8.17807
dza,1968,10.8922
dza,1969,11.23055
dza,1970,17.76569
dza,1971,28.05643
dza,1972,33.02611
dza,1973,28.86978
dza,1974,26.13081
dza,1975,17.96932
dza,1976,23.40666
dza,1977,20.42541
dza,1978,25.84257
dza,1979,24.8104
dza,1980,34.28364
dza,1981,24.12491
dza,1982,19.0872
dza,1983,23.49818
dza,1984,29.49168
dza,1985,40.61245
dza,1986,38.99239
dza,1987,34.12081
dza,1988,20.6309
dza,1989,16.41184
dza,1990,17.93532
dza,1991,12.60331
dza,1992,12.80085
dza,1993,17.37688
dza,1994,15.9556
dza,1995,6.17103
dza,1996,5.05252
dza,1997,12.67974
dza,1998,14.09738
dza,1999,12.12042
dza,2000,12.04646
dza,2001,13.88632
dza,2002,9.64158
dza,2003,6.00117
dza,2004,25.09516
dza,2005,7.4299
dza,2006,13.26265
dza,2007,14.96157
dza,2008,8.57671
dza,2009,14.27999
dza,2010,15.79579
dza,2011,15.76913
dza,2012,21.32818
dza,2013,22.45138
dza,2014,25.50406
dza,2015,23.53225
dza,2016,21.02861
dza,2017,20.84112
dza,2018,20.74612
ecu,1961,6.44985
ecu,1962,8.63167
ecu,1963,10.96433
ecu,1964,6.1386
ecu,1965,8.96968
ecu,1966,10.20058
ecu,1967,29.03081
ecu,1968,36.89329
ecu,1969,24.06802
ecu,1970,19.76696
ecu,1971,10.63584
ecu,1972,24.43055
ecu,1973,30.12069
ecu,1974,23.31261
ecu,1975,19.02558
ecu,1976,48.44286
ecu,1977,52.08364
ecu,1978,44.32733
ecu,1979,50.22722
ecu,1980,47.06809
ecu,1981,44
ecu,1982,46.42526
ecu,1983,47.30769
ecu,1984,46.40381
ecu,1985,45.4956
ecu,1986,46.40312
ecu,1987,39.13614
ecu,1988,47.26215
ecu,1989,46.89071
ecu,1990,42.40711
ecu,1991,50.24331
ecu,1992,59.88977
ecu,1993,59.91077
ecu,1994,57.37199
ecu,1995,64.16773
ecu,1996,73.42875
ecu,1997,101.05656
ecu,1998,100.9432
ecu,1999,109.00621
ecu,2000,101.73267
ecu,2001,233.10067
ecu,2002,167.62206
ecu,2003,156.82217
ecu,2004,217.52937
ecu,2005,150.82948
ecu,2006,207.78994
ecu,2007,199.10628
ecu,2008,214.11974
ecu,2009,187.27864
ecu,2010,252.07097
ecu,2011,275.3552
ecu,2012,254.74354
ecu,2013,236.17099
ecu,2014,344.01645
ecu,2015,254.81258
ecu,2016,317.93353
ecu,2017,345.41783
ecu,2018,386.82433
egy,1961,96.95038
egy,1962,98.21702
egy,1963,114.42934
egy,1964,125.79273
egy,1965,130.75833
egy,1966,107.29296
egy,1967,104.21307
egy,1968,119.49088
egy,1969,127.65761
egy,1970,136.84147
egy,1971,136.16088
egy,1972,153.65028
egy,1973,148.54242
egy,1974,158.33025
egy,1975,186.24749
egy,1976,191.45223
egy,1977,217.38575
egy,1978,242.65595
egy,1979,262.23958
egy,1980,290.24497
egy,1981,306.85306
egy,1982,346.60974
egy,1983,347.54541
egy,1984,349.85013
egy,1985,374.62039
egy,1986,435.37532
egy,1987,441.04021
egy,1988,433.4632
egy,1989,409.50174
egy,1990,419.85377
egy,1991,424.96692
egy,1992,335.50595
egy,1993,377.7026
egy,1994,322.74999
egy,1995,399.858
egy,1996,427.04928
egy,1997,388.18786
egy,1998,419.21521
egy,1999,393.95458
egy,2000,449.74331
egy,2001,457.30444
egy,2002,454.35967
egy,2003,477.6669
egy,2004,541.28162
egy,2005,600.07803
egy,2006,586.5643
egy,2007,523.16693
egy,2008,520.24981
egy,2009,483.07906
egy,2010,473.37278
egy,2011,503.56125
egy,2012,462.99046
egy,2013,500.92874
egy,2014,522.57603
egy,2015,566.77239
egy,2016,565.99669
egy,2017,569.12324
egy,2018,569.12324
eri,1993,1.40562
eri,1994,2.97483
eri,1995,3.68493
eri,1996,13.53117
eri,1997,15.34527
eri,1998,13.05221
eri,1999,21.88755
eri,2000,19.46429
eri,2001,9.72954
eri,2002,6.23665
eri,2003,1.62814
eri,2004,0.00502
eri,2005,2.31613
eri,2006,0.01642
eri,2007,3.48955
eri,2009,2.78261
eri,2010,0.41739
eri,2011,0.82174
eri,2012,0.98361
eri,2013,1.18894
eri,2014,1.45812
eri,2015,2.32341
eri,2016,2.7873
eri,2017,2.57154
eri,2018,6.79972
esp,1961,44.92527
esp,1962,46.15771
esp,1963,46.05801
esp,1964,48.19141
esp,1965,49.00157
esp,1966,56.88955
esp,1967,59.18679
esp,1968,68.02829
esp,1969,69.14563
esp,1970,77.50159
esp,1971,85.37854
esp,1972,87.10112
esp,1973,94.76087
esp,1974,93.79061
esp,1975,88.60622
esp,1976,108.28958
esp,1977,90.28906
esp,1978,103.55179
esp,1979,108.1626
esp,1980,106.83141
esp,1981,88.46939
esp,1982,95.39762
esp,1983,93.41239
