geo,time,gc_ast_totl_gd_zs
lca,2004,-2.6867
lca,2005,0.20266
lca,2006,1.95257
lca,2007,3.49353
lca,2008,1.25477
lca,2009,-1.32872
lca,2010,-1.08849
lka,1990,4.10772
lka,1991,3.97642
lka,1992,-0.83192
lka,1993,0.04824
lka,1994,2.46786
lka,1995,0.75205
lka,1996,0.34382
lka,1997,-1.38609
lka,1998,0.47938
lka,1999,1.06613
lka,2000,1.15725
lka,2001,1.48934
lka,2002,-0.51123
lka,2003,-0.00357
lka,2004,0.20561
lka,2005,0.32286
lka,2006,0.35019
lka,2007,0.50493
lka,2008,0.18739
lka,2009,0.95353
lka,2010,0.8647
lka,2011,0.72825
lka,2012,0.23802
lka,2013,0.10335
lka,2014,0.25851
lka,2015,0.04535
lka,2016,-0.07767
lka,2017,0.19429
lka,2018,0.25818
lka,2019,-0.06712
lso,1991,9.32404
lso,1992,-1.28834
lso,1993,19.86144
lso,1994,4.02172
lso,1995,10.38464
lso,1996,11.17087
lso,1997,6.74346
lso,1998,-2.06385
lso,1999,-7.53405
lso,2000,-8.48234
lso,2001,4.58824
lso,2002,-6.41074
lso,2003,2.602
lso,2004,1.55706
lso,2005,3.05555
lso,2006,11.29873
lso,2007,8.44662
lso,2008,2.49431
lso,2009,-1.21076
lso,2010,-4.07227
lso,2011,-4.53562
lso,2012,9.57435
lso,2013,1.49002
lso,2014,5.65551
lso,2015,-2.43751
lso,2016,-8.31515
lso,2017,1.12078
lso,2018,-2.52337
lso,2019,-0.1936
lux,1972,0
lux,1973,0
lux,1974,0
lux,1975,0
lux,1976,0
lux,1977,0
lux,1978,0
lux,1979,0
lux,1980,0
lux,1981,0
lux,1982,0
lux,1983,0
lux,1984,0
lux,1985,0
lux,1986,0
lux,1987,0
lux,1988,0
lux,1989,0
lux,1990,2.50377
lux,1991,-5.73277
lux,1994,-0.70897
mac,1999,-0.54322
mac,2000,1.48092
mac,2001,3.26277
mac,2002,2.66239
mac,2003,4.79927
mac,2004,7.79778
mac,2005,8.31494
mac,2006,9.74003
mac,2007,16.37686
mac,2008,17.4792
mac,2009,13.36547
mac,2010,19.40531
mac,2011,24.67075
mac,2012,23.98128
mac,2013,26.98603
mac,2014,24.16039
mac,2015,13.81715
mac,2016,11.41453
mac,2017,13.25891
mac,2018,13.303
mac,2019,14.41212
mar,1990,0.33206
mar,1991,0.0185
mar,1992,0.78867
mar,1994,0.27192
mar,1995,-0.0042
mar,1997,-0.93039
mar,1998,-1.91247
mar,1999,-1.26563
mar,2002,-4.0372
mar,2003,-1.89225
mar,2004,-2.66344
mar,2005,-2.09437
mar,2006,-1.0011
mar,2007,-0.1447
mar,2008,0.08104
mar,2009,0.20474
mar,2010,0.00182
mar,2011,-0.00367
mar,2017,-0.0841
mar,2018,-0.06071
mar,2019,-0.39061
mda,1997,0.9252
mda,1998,-0.47906
mda,1999,0.4902
mda,2000,-0.23908
mda,2001,-0.21521
mda,2004,0.82137
mda,2005,1.83071
mda,2006,-0.33047
mda,2007,-0.07449
mda,2008,-0.87759
mda,2009,0
mda,2010,0.57212
mda,2011,-1.06537
mda,2012,-0.26754
mda,2013,-0.4234
mda,2014,0.09027
mda,2015,-0.07382
mda,2016,0.7102
mda,2017,1.1681
mda,2018,-0.35359
mda,2019,-1.05724
mdg,2003,1.22143
mdg,2004,0.97733
mdg,2005,0.45756
mdg,2006,2.94346
mdg,2007,0.25165
mdg,2008,1.41996
mdg,2009,-0.74669
mdg,2010,1.44386
mdg,2011,-0.31148
mdg,2012,-0.18205
mdg,2013,-1.40694
mdg,2014,0.37054
mdg,2015,0.59894
mdg,2016,0.93362
mdg,2017,0.70926
mdg,2018,0.64266
mdg,2019,0.21985
mdv,1990,0.35052
mdv,1991,0.73031
mdv,1992,1.19566
mdv,1993,0.40762
mdv,1994,0.05576
mdv,1995,-0.14054
mdv,1996,0.26033
mdv,1997,-0.58845
mdv,1998,-0.51755
mdv,1999,0.21628
mdv,2000,-0.53345
mdv,2001,0.01127
mdv,2002,-0.18377
mdv,2003,-1.34253
mdv,2004,-0.94502
mdv,2005,-0.40024
mdv,2006,-0.29986
mdv,2007,0.05018
mdv,2008,-0.46738
mdv,2009,-0.511
mex,1972,0
mex,1973,0
mex,1974,0
mex,1975,0
mex,1976,0
mex,1977,0
mex,1978,0
mex,1979,0
mex,1980,0
mex,1981,0
mex,1982,0
mex,1983,0
mex,1984,0
mex,1985,0
mex,1986,0
mex,1987,0
mex,1988,0
mex,1989,0
mex,2008,-0.69736
mex,2009,-0.71295
mex,2010,-0.56122
mex,2011,-1.14575
mex,2012,-0.72788
mex,2013,0.51358
mex,2014,-0.488
mex,2015,0.4561
mex,2016,1.72418
mex,2017,0.73448
mex,2018,0.40046
mex,2019,0.63888
mhl,2008,5.12976
mhl,2009,2.68853
mhl,2010,3.91401
mhl,2011,-6.49823
mhl,2012,-3.25984
mhl,2013,0.19913
mhl,2014,1.15492
mhl,2015,1.23807
mhl,2016,2.89782
mhl,2017,4.70272
mhl,2018,0.00181
mhl,2019,0.05429
mkd,2005,4.78163
mkd,2006,-4.25502
mkd,2007,-4.82557
mkd,2008,-1.27118
mkd,2009,-0.00916
mkd,2010,-0.90419
mkd,2011,1.34881
mkd,2012,2.46902
mkd,2013,-0.10366
mkd,2014,3.04543
mkd,2015,-1.77975
mkd,2016,1.03246
mkd,2017,-1.46535
mkd,2018,1.56151
mkd,2019,0.12839
mli,2000,-1.08346
mli,2001,-0.41514
mli,2002,-1.25048
mli,2003,-0.1221
mli,2004,-0.20861
mli,2005,0.39465
mli,2007,-1.4703
mli,2008,-0.71868
mli,2009,-2.98943
mli,2010,0.37242
mli,2011,-0.03285
mli,2012,-2.03567
mli,2013,1.1819
mli,2014,1.83998
mli,2015,1.1819
mli,2016,-0.64967
mli,2017,-0.5604
mli,2018,-1.40345
mli,2019,3.07709
mlt,1990,6.60959
mlt,1991,-1.08741
mlt,1992,0.29728
mlt,1993,-0.91763
mlt,1994,-1.75752
mlt,1999,5.02765
mlt,2000,-3.28267
mlt,2001,2.54578
mlt,2002,-2.72596
mlt,2003,2.7422
mlt,2004,0.61147
mlt,2005,1.93249
mlt,2006,-6.90444
mlt,2007,4.15635
mlt,2008,0.44468
mlt,2009,2.82059
mlt,2010,2.52456
mlt,2011,3.55611
mlt,2012,1.58396
mlt,2013,2.21913
mlt,2014,1.36434
mlt,2015,1.04777
mlt,2016,4.61381
mlt,2017,1.56337
mlt,2018,2.57884
mlt,2019,1.10805
mmr,2001,-0.02282
mmr,2012,0.00885
mmr,2013,0.35394
mmr,2014,0.47025
mmr,2015,0.52952
mmr,2016,-0.04475
mmr,2017,-0.00247
mmr,2018,0.02226
mmr,2019,0.01393
mng,1992,5.6743
mng,1993,14.3352
mng,1994,2.68461
mng,1995,4.91699
mng,1996,7.24637
mng,1997,5.21263
mng,1998,5.79982
mng,1999,7.19062
mng,2000,5.83916
mng,2001,4.94713
mng,2002,3.04105
mng,2003,2.93043
mng,2006,7.78819
mng,2007,13.34304
mng,2008,-3.02726
mng,2009,8.54846
mng,2010,2.86903
mng,2011,4.74837
mng,2012,9.8897
mng,2013,5.08382
mng,2014,-0.19037
mng,2015,0.46157
mng,2016,7.17016
mng,2017,3.60437
mng,2018,-0.24169
moz,2010,2.08401
moz,2011,0.87804
moz,2012,0.88196
moz,2016,2.50195
moz,2017,8.01635
moz,2018,1.91369
moz,2019,5.32736
mus,1990,3.9607
mus,1991,4.6971
mus,1992,-6.34477
mus,1993,1.225
mus,1994,2.44063
mus,1995,1.20134
mus,1996,1.67176
mus,1997,1.70684
mus,1998,1.83224
mus,1999,-2.04845
mus,2000,1.44285
mus,2001,-4.73444
mus,2002,3.68184
mus,2003,4.84082
mus,2004,-2.45378
mus,2005,2.08246
mus,2006,1.02777
mus,2007,-0.68708
mus,2008,2.35082
mus,2009,4.64967
mus,2010,-0.62356
mus,2011,1.27892
mus,2012,1.75195
mus,2013,2.33278
mus,2014,2.66417
mus,2015,0.65739
mus,2016,5.63785
mus,2017,0.98471
mus,2018,-2.77146
mus,2019,-0.1533
mwi,2009,0.20701
mwi,2010,0.30526
mwi,2011,0.34604
mwi,2012,0.23122
mwi,2013,0.52062
mwi,2014,0.51515
mwi,2015,0.71257
mwi,2016,5.13823
mwi,2017,1.324
mwi,2018,0.02445
mwi,2019,1.6737
mwi,2020,-1.03209
mys,2002,-1.22282
mys,2003,-0.17575
mys,2004,1.31189
mys,2005,-2.0687
mys,2006,-0.49706
mys,2007,0.05474
mys,2008,0.16027
mys,2009,0.96381
mys,2010,-0.11645
mys,2011,0.38684
mys,2012,0.07499
mys,2013,0.09143
mys,2014,0.05553
mys,2015,0.28911
mys,2016,0.07115
mys,2017,0.06143
mys,2018,0.11212
mys,2019,0.04928
nam,2000,0.05425
nam,2001,1.29177
nam,2002,0.05718
nam,2003,-1.87561
nam,2004,-0.58339
nam,2005,1.19692
nam,2006,4.37833
nam,2007,1.06345
nam,2008,6.738
nam,2009,-0.01154
nam,2010,-2.2293
nam,2011,3.37123
nam,2012,1.23284
nam,2013,-0.44778
nam,2014,-2.56035
nam,2016,-1.11515
nam,2017,-0.68539
nam,2018,-0.54596
nam,2019,1.64929
nld,1972,0
nld,1973,0
nld,1974,0
nld,1975,0
nld,1976,0
nld,1977,0
nld,1978,0
nld,1979,0
nld,1980,0
nld,1981,0
nld,1982,0
nld,1983,0
nld,1984,0
nld,1985,0
nld,1986,0
nld,1987,0
nld,1988,0
nld,1989,0
nld,1990,-0.2674
nld,1991,1.08443
nld,1992,0.1598
nld,1993,-0.50256
nld,1994,-3.52736
nor,1972,0
nor,1973,0
nor,1974,0
nor,1975,0
nor,1976,0
nor,1977,0
nor,1978,0
nor,1979,0
nor,1980,0
nor,1981,0
nor,1982,0
nor,1983,0
nor,1984,0
nor,1985,0
nor,1986,0
nor,1987,0
nor,1988,0
nor,1989,0
nor,1990,0.37834
nor,1991,-0.00291
nor,1992,2.10751
nor,1993,7.55284
nor,1994,-0.58267
nor,1996,4.87336
nor,1997,6.553
nor,1998,3.53067
nor,1999,8.77159
nor,2000,21.92342
nor,2001,14.77371
nor,2002,17.53469
nor,2003,14.86629
nor,2004,18.67102
nor,2005,15.18211
nor,2006,32.79653
nor,2007,20.41556
nor,2008,11.34142
nor,2009,2.03638
nor,2010,14.33591
nor,2011,1.40059
nor,2012,16.48661
nor,2013,12.56812
nor,2014,6.96234
nor,2015,10.48089
nor,2016,7.35817
nor,2017,7.38658
nor,2018,11.60522
nor,2019,7.19217
npl,1990,-0.19484
npl,1997,-1.12294
npl,1998,-1.51108
npl,1999,-1.0686
npl,2000,-0.65826
npl,2001,-1.6287
npl,2002,-1.98458
npl,2003,-0.92404
npl,2004,-0.81731
npl,2005,-0.18495
npl,2006,-0.72582
npl,2007,-0.43307
npl,2008,0.03552
npl,2009,0.07115
npl,2010,1.01743
npl,2011,0.14686
npl,2012,-1.05951
npl,2013,-0.30019
npl,2014,1.3889
npl,2015,2.02843
npl,2016,4.28999
npl,2017,0.7672
npl,2018,-0.00279
npl,2019,-0.8641
nru,2014,11.10121
nru,2015,13.93235
nru,2016,12.16801
nru,2017,11.01536
nru,2018,31.15652
nzl,1972,0
nzl,1973,0
nzl,1974,0
nzl,1987,0
nzl,1988,0
nzl,2002,1.99777
nzl,2003,4.46269
nzl,2004,2.93992
nzl,2005,5.36232
nzl,2008,5.11916
per,1995,2.61926
per,1996,4.95819
per,1997,1.8858
per,1998,1.15914
per,1999,-0.86725
per,2000,0.21923
per,2001,1.02566
per,2002,4.21671
per,2003,0.25823
per,2004,0.90403
per,2005,-0.08551
per,2006,1.92493
per,2007,1.8649
per,2008,1.12874
per,2009,-0.29959
per,2010,-0.64807
per,2011,1.54578
per,2012,2.52195
per,2013,-0.04994
per,2014,-1.24879
per,2015,-1.1668
per,2016,-2.70088
per,2017,-5.13869
per,2018,-3.20172
per,2019,-3.45284
phl,1990,-0.85611
phl,1991,1.70855
phl,1992,5.43384
phl,1993,-1.28321
phl,1994,-1.90385
phl,1995,-0.17969
phl,1996,1.3823
phl,1997,-1.08391
phl,1998,0.59703
phl,1999,-1.02339
phl,2000,1.38497
phl,2001,0.28377
phl,2002,1.33771
phl,2003,1.73407
phl,2004,1.4989
phl,2005,0.35962
phl,2006,0.57271
phl,2007,0.54723
phl,2008,0.42931
phl,2009,-0.72023
phl,2010,0.51276
phl,2011,-0.46431
phl,2012,3.5151
phl,2013,0.75607
phl,2014,0.38682
phl,2015,-0.38654
phl,2016,-1.52872
phl,2017,1.54436
phl,2018,-0.32546
phl,2019,-1.05065
plw,2008,-2.4564
plw,2009,-1.58679
plw,2010,3.80568
plw,2011,-1.9277
plw,2012,4.7719
plw,2013,-2.76506
plw,2014,3.99922
plw,2015,3.35357
plw,2016,9.33563
plw,2017,6.30038
plw,2018,10.28049
plw,2019,0.93508
png,1990,-1.81198
png,1991,0.76908
png,1992,1.52119
png,1993,2.66442
png,1994,-0.55583
png,1995,0.2949
png,1996,5.87158
png,1997,2.46356
png,1998,-0.97404
png,1999,3.01852
png,2000,1.60513
png,2001,2.83968
png,2002,0.45458
png,2014,-0.30474
png,2015,-0.77887
png,2016,1.32507
png,2017,-0.24873
png,2018,1.5473
png,2019,-0.93494
pol,1994,0.34747
prt,1972,0
prt,1973,0
prt,1974,0
prt,1975,0
prt,1976,0
prt,1977,0
prt,1978,0
prt,1979,0
prt,1980,0
prt,1981,0
prt,1982,0
prt,1983,0
prt,1984,0
prt,1985,0
prt,1986,0
prt,1987,0
prt,1988,0
prt,1989,0
prt,1990,-2.63063
prt,1991,2.44084
prt,1992,0.01515
prt,1993,0.08511
prt,1994,1.08217
pry,2005,0.15889
pry,2006,0.998
pry,2007,0.3681
pry,2008,1.46513
pry,2009,1.44342
pry,2010,1.82347
pry,2011,0.88763
pry,2012,0.05928
pry,2013,0.79115
pry,2014,2.20875
pry,2015,1.2464
pry,2016,1.41569
pry,2017,2.72488
pry,2018,2.69587
pry,2019,0.25306
rou,1990,1.38011
rou,1991,1.94337
rou,1993,0.85487
rou,1994,0.44138
rus,1998,-0.49634
rus,1999,1.82429
rus,2000,1.41084
rus,2001,-0.27711
rus,2002,0.94436
rus,2003,-0.60497
rus,2004,3.94023
rus,2005,6.00967
rus,2006,5.81227
rus,2007,5.87442
rus,2008,6.06369
rus,2009,-3.53182
rus,2010,-0.30059
rus,2011,4.65449
rus,2012,3.13699
rus,2013,2.11603
rus,2014,0.63281
rus,2015,-1.69068
rus,2016,-0.85857
rus,2017,1.69823
rus,2018,3.97166
rus,2019,4.6455
rwa,2014,0.89296
rwa,2015,1.81577
rwa,2016,2.78592
rwa,2017,2.14282
rwa,2018,2.43742
rwa,2019,2.27261
sau,2016,-5.65409
sau,2017,-3.55021
sau,2018,-2.20658
sau,2019,-0.57583
sen,2015,-0.77119
sen,2016,3.15417
sen,2017,1.03599
sen,2018,3.36609
sgp,1990,22.70319
sgp,1991,18.41926
sgp,1992,21.03386
sgp,1993,24.91547
sgp,1994,23.15749
sgp,1995,28.91535
sgp,1996,24.22719
sgp,1997,27.35356
sgp,1998,29.05456
sgp,1999,22.37295
sgp,2000,18.7252
sgp,2001,12.88245
sgp,2002,10.78588
sgp,2003,10.0448
sgp,2004,12.49531
sgp,2005,11.97849
sgp,2006,9.94035
sgp,2007,23.19969
sgp,2008,15.0857
sgp,2009,14.41399
sgp,2010,17.04614
sgp,2011,19.45269
sgp,2012,16.44427
sgp,2013,4.18518
sgp,2014,10.77441
sgp,2015,13.67182
sgp,2016,14.85346
sgp,2017,15.48156
sgp,2018,13.62702
sgp,2019,25.90221
slb,2011,6.25568
slb,2012,4.37325
slb,2013,2.52893
slb,2014,0.89155
slb,2015,-1.65152
slb,2016,-2.73863
slb,2017,1.52395
slb,2018,0.48895
slb,2019,-1.01873
slb,2020,0.59392
slv,1998,5.10722
slv,1999,0.25053
slv,2000,1.04668
slv,2001,2.2764
slv,2002,-0.61986
slv,2003,-1.74118
slv,2004,-3.31516
slv,2005,3.20724
slv,2006,0.83063
slv,2007,0.34506
slv,2008,-1.49553
slv,2009,3.48888
slv,2010,-1.69125
slv,2011,0.13385
slv,2012,5.48522
slv,2013,-4.18035
slv,2014,0.63194
slv,2015,-2.3632
slv,2016,-2.05201
slv,2017,-1.3886
slv,2018,-3.25893
slv,2019,-2.11327
smr,2002,-0.59484
smr,2003,7.79117
smr,2004,10.81386
smr,2005,14.30362
smr,2006,15.51832
smr,2007,7.79231
som,2017,0
som,2018,0.00001
som,2019,0.00002
srb,2007,-2.02464
srb,2008,-2.39967
srb,2009,1.34371
srb,2010,-0.45116
srb,2011,1.09682
srb,2012,0.87926
swe,1972,0
swe,1973,0
swe,1974,0
swe,1975,0
swe,1976,0
swe,1977,0
swe,1978,0
swe,1979,0
swe,1980,0
swe,1981,0
swe,1982,0
swe,1983,0
swe,1984,0
swe,1985,0
swe,1986,0
swe,1987,0
swe,1988,0
swe,1989,0
syc,1993,1.97508
syc,1994,10.75466
syc,1995,-9.56159
syc,1996,4.63563
syc,1997,-24.58651
syc,1998,8.07797
syc,2000,-0.12239
syc,2005,2.16295
syc,2006,8.98112
syc,2007,0.67639
syc,2008,6.06837
syc,2009,-4.48661
syc,2010,15.85926
syc,2011,3.2381
syc,2012,10.08168
syc,2013,0.40636
syc,2014,6.22906
syc,2015,2.9602
syc,2016,2.42861
syc,2017,-0.28749
syc,2018,2.7618
tgo,2006,-0.30811
tgo,2007,-1.65058
tgo,2008,2.60187
tgo,2009,1.07705
tgo,2010,-0.18042
tgo,2011,1.93491
tgo,2012,-0.07753
tgo,2013,1.11478
tgo,2014,0.01658
tgo,2015,0.36943
tgo,2016,0.0044
tgo,2017,0.18856
tgo,2018,0.08847
tgo,2019,1.61389
tha,1990,3.5359
tha,1991,2.27408
tha,1992,2.06326
tha,1993,0.7418
tha,1994,0.93861
tha,1995,2.16229
tha,1996,2.2872
tha,1997,-1.69046
tha,1998,-0.85338
tha,1999,0.3978
tha,2000,1.06865
tha,2001,1.13921
tha,2002,-0.06355
tha,2003,1.6506
tha,2004,4.01897
tha,2005,2.78954
tha,2006,3.99479
tha,2007,1.69589
tha,2008,1.09904
tha,2009,2.05549
tha,2010,1.75083
tha,2011,1.93526
tha,2012,1.76082
tha,2013,2.1694
tha,2014,0.37771
tha,2015,1.03917
tha,2016,2.96513
tha,2017,2.23829
tha,2018,1.93415
tha,2019,1.08758
tjk,2000,-0.77305
tjk,2001,-0.20887
tls,2010,186.38184
tls,2011,238.5769
tls,2012,233.98958
tls,2013,214.3861
tls,2014,93.33838
tls,2015,0.77358
tls,2016,-51.37951
tls,2017,-10.71227
tls,2018,-3.28769
tls,2019,16.59467
tto,2006,0.57248
tto,2007,0.35545
tto,2008,2.07357
tto,2009,-5.10318
tto,2010,-2.98447
tto,2011,-0.29207
tto,2012,0.36354
tto,2013,-3.15466
tto,2014,0.13735
tto,2015,-0.82184
tto,2016,0.08674
tto,2017,0.08533
tto,2018,-1.87517
tun,1990,2.2116
tun,1991,0.49465
tun,1992,1.18563
tun,1993,1.14847
tun,1994,1.75733
tun,1995,1.34649
tun,1996,1.95686
tun,1997,1.01772
tun,1998,0.51959
tun,1999,-0.59818
tun,2000,-2.03035
tun,2001,2.07299
tun,2002,-0.73827
tun,2003,0.75113
tun,2004,-1.14062
tun,2005,-2.24284
tun,2006,-3.67972
tun,2007,-2.59644
tun,2008,-1.5067
tun,2009,-1.25994
tun,2010,-1.09601
tun,2011,-1.72243
tun,2012,-2.22977
tur,1972,0
tur,1973,0
tur,1974,0
tur,1975,0
tur,1976,0
tur,1977,0
tur,1978,0
tur,1979,0
tur,1980,0
tur,1981,0
tur,1982,0
tur,1983,0
tur,1984,0
tur,1985,0
tur,1986,0
tur,1987,0
tur,1988,0
tur,1989,0
tur,2008,0.3284
tur,2009,0.72286
tur,2010,-0.31593
tur,2011,1.01169
tur,2012,0.89602
tur,2013,0.91067
tur,2014,1.07975
tur,2015,1.59507
tur,2016,0.9953
tur,2017,0.89369
tur,2018,0.87054
tur,2019,2.10935
tur,2020,4.27572
tza,2009,7.77154
tza,2010,6.67873
tza,2011,5.79167
tza,2012,0.0161
tza,2013,0.94713
tza,2014,0.20453
tza,2015,-0.51503
tza,2016,0.25561
tza,2017,0.15418
tza,2018,0.09245
uga,2015,-1.40379
uga,2016,1.40492
uga,2017,0.77074
uga,2018,0.44066
uga,2019,-0.03828
ukr,1999,-0.06424
ukr,2000,0.52649
ukr,2001,0.75975
ukr,2002,0.30991
ukr,2003,0.52205
ukr,2004,-0.10497
ukr,2005,3.10477
ukr,2006,-0.53927
ukr,2007,0.33098
ukr,2008,1.95234
ukr,2009,5.83974
ukr,2010,3.20951
ukr,2011,2.12564
ukr,2012,-0.57865
ukr,2013,1.17504
ukr,2014,7.94604
ukr,2015,4.03037
ukr,2016,4.58918
ukr,2017,2.88996
ukr,2018,-0.21376
ukr,2019,0.07161
ury,1990,2.56556
ury,1991,1.2428
ury,1992,2.23597
ury,1993,-1.737
ury,1994,6.35691
ury,1999,-2.9427
ury,2001,-8.88681
ury,2002,15.51586
ury,2003,-2.60755
ury,2004,-1.07855
ury,2005,2.42962
ury,2006,-2.22499
ury,2007,2.38526
ury,2008,-0.88444
ury,2009,4.50922
ury,2010,-2.30553
ury,2011,3.47697
ury,2012,0.69866
ury,2013,-0.28908
ury,2014,0.23531
ury,2015,2.14401
ury,2016,-1.60014
ury,2017,-0.40596
ury,2018,-0.65699
ury,2019,-1.40081
usa,1989,-0.14889
usa,1990,0.01778
usa,1991,0.11822
usa,1992,0.32621
usa,1993,-0.08165
usa,1994,-0.23438
usa,1995,0.2771
usa,1996,0.20971
usa,1997,0.20495
usa,1998,0.22068
usa,1999,0.36135
usa,2000,0.04438
usa,2001,0.49325
usa,2002,0.06681
usa,2003,0.29761
usa,2004,0.03463
usa,2005,0.2258
usa,2006,-0.11196
usa,2007,-0.003
usa,2008,3.47438
usa,2009,0.86161
usa,2010,1.58998
usa,2011,-1.0598
usa,2012,0.43626
usa,2013,2.17229
usa,2014,0.18269
usa,2015,1.29912
usa,2016,1.10077
usa,2017,0.79582
usa,2018,1.56702
usa,2019,0.39279
usa,2020,8.10168
uzb,2011,6.88081
uzb,2012,8.75965
uzb,2013,4.33987
uzb,2014,3.85273
uzb,2015,2.74697
uzb,2016,3.57699
uzb,2017,1.41425
uzb,2018,2.47454
uzb,2019,0.33396
vct,2000,1.0803
vct,2001,-0.23217
vct,2002,4.27083
vct,2003,2.52891
vct,2004,10.96213
vct,2005,11.83645
vct,2006,-0.00937
vct,2007,-0.35266
vct,2008,1.15473
vct,2009,1.9267
vut,1990,-3.5328
vut,2009,0.20361
vut,2010,-0.97975
vut,2011,-0.79675
vut,2012,-0.0749
vut,2013,-0.46703
vut,2014,0.61507
vut,2015,7.83759
vut,2016,8.3388
vut,2017,-2.19372
vut,2018,3.3265
vut,2019,9.31394
wsm,2012,-0.87148
wsm,2013,0.72358
wsm,2014,0.21371
wsm,2015,-1.60368
wsm,2016,0.63064
wsm,2017,-1.52411
wsm,2018,1.8974
wsm,2019,1.88177
zaf,1990,0.12677
zaf,1991,0.60015
zaf,1992,-1.00776
zaf,1993,-0.05052
zaf,1994,0.08732
zaf,1995,0.02793
zaf,1996,-1.25477
zaf,1997,-0.34984
zaf,1998,-0.33379
zaf,1999,0.06733
zaf,2000,-0.09854
zaf,2001,0.54205
zaf,2002,0.14338
zaf,2003,0.60429
zaf,2004,1.48375
zaf,2005,2.04485
zaf,2006,1.42351
zaf,2007,1.3922
zaf,2008,1.78747
zaf,2009,3.28499
zaf,2010,2.81328
zaf,2011,0.43079
zaf,2012,-0.38381
zaf,2013,0.34138
zaf,2014,1.60126
zaf,2015,0.2653
zaf,2016,1.551
zaf,2017,1.06099
zaf,2018,-0.37552
zaf,2019,0.17057
zmb,1990,1.56141
zmb,1991,1.26968
zmb,1992,1.17541
zmb,1993,0.82841
zmb,1994,29.12459
zmb,2007,-0.14732
zmb,2008,-0.40719
zmb,2009,1.92551
zmb,2010,1.09075
zmb,2011,1.47317
zmb,2012,3.14209
zmb,2013,-0.32439
zmb,2014,1.16375
zmb,2015,4.2704
zmb,2016,-0.02922
zmb,2017,-7.50305
zmb,2018,0.23854
zmb,2019,0.35156
zwe,2015,1.31041
zwe,2016,1.63649
zwe,2017,2.03887
zwe,2018,-0.44896
