geo,time,ny_ttf_gnfs_kn
dnk,1982,-55533574060.074
dnk,1983,-55048081141.51489
dnk,1984,-55945741071.9064
dnk,1985,-56530834819.6427
dnk,1986,-45847043029.1978
dnk,1987,-43847525121.55209
dnk,1988,-49178758486.68169
dnk,1989,-47529118847.5811
dnk,1990,-45922124424.6179
dnk,1991,-50973601393.3163
dnk,1992,-41918885303.4542
dnk,1993,-43633787204.697
dnk,1994,-51549142162.9182
dnk,1995,-52266521941.1176
dnk,1996,-48223406113.6075
dnk,1997,-49848401853.6248
dnk,1998,-53719822724.6611
dnk,1999,-61263595269.0201
dnk,2000,-64785453964.5559
dnk,2001,-67586051950.4874
dnk,2002,-62524331568.9512
dnk,2003,-56175549398.43089
dnk,2004,-51520612006.9807
dnk,2005,-40605643281.2949
dnk,2006,-50977071591.0647
dnk,2007,-57832381714.8954
dnk,2008,-42589552934.5752
dnk,2009,-36307610889.9388
dnk,2010,-14975718227.4539
dnk,2011,-35187974562.8304
dnk,2012,-30116972734.4998
dnk,2013,-20006632642.3838
dnk,2014,-4067029899.68176
dnk,2015,0
dnk,2016,-1590246502.81323
dnk,2017,-1774587143.51147
dnk,2018,-11809462242.0295
dnk,2019,-13827247931.2136
dnk,2020,14724470518.6255
dom,1960,-7773128975.23182
dom,1961,-7834179931.32688
dom,1962,2551201996.25635
dom,1963,8575657279.44722
dom,1964,8652659521.00439
dom,1965,-1389929834.59232
dom,1966,-1516427441.87228
dom,1967,-1696049537.37926
dom,1968,-1758679987.75594
dom,1969,-1963309655.39861
dom,1970,-8942052859.97984
dom,1971,-26267231664.2947
dom,1972,-28387803662.96569
dom,1973,-33941626304.276
dom,1974,-20545211500.9394
dom,1975,3550281816.02756
dom,1976,-61587495593.0039
dom,1977,-56633883673.9917
dom,1978,-78207920858.713
dom,1979,-99202040411.84599
dom,1980,-62760033730.0299
dom,1981,-70069070516.868
dom,1982,-79224326669.89909
dom,1983,-82163697650.724
dom,1984,-93379268728.95569
dom,1985,-71705107327.8566
dom,1986,-31586662894.9364
dom,1987,-44755995464.6569
dom,1988,9076351583.52435
dom,1989,8042427854.02301
dom,1990,-16695338322.6781
dom,1991,4580928337.2926
dom,1992,4185834779.02234
dom,1993,9548600479.76953
dom,1994,18147373565.26789
dom,1995,19253940304.9025
dom,1996,15171658141.134
dom,1997,25426832146.9291
dom,1998,38973295708.70969
dom,1999,35086601410.2753
dom,2000,19625182667.3017
dom,2001,30370547825.8066
dom,2002,21113306331.0827
dom,2003,11661304670.0242
dom,2004,30177978757.3082
dom,2005,2123071759.19397
dom,2006,3563095843.23425
dom,2007,0
dom,2008,-27072539415.3641
dom,2009,3581064062.77985
dom,2010,-4288180605.11206
dom,2011,-24353992634.963
dom,2012,-22974798209.7158
dom,2013,-31985091668.8489
dom,2014,-34726366698.5458
dom,2015,8715855535.75665
dom,2016,32632371726.7795
dom,2017,5355894141.30994
dom,2018,-28889863430.4373
dom,2019,-3084758120.21326
dom,2020,18298513950.366
dza,1960,-2641677915068.25977
dza,1961,-2625625309919.12012
dza,1962,-903390148361.77905
dza,1963,-1484178535515.69995
dza,1964,-1505822805121.12012
dza,1965,-1537290436342.78003
dza,1966,-1638694160125.76001
dza,1967,-1708882808364.65991
dza,1968,-1991381723013.88965
dza,1969,-2186586177661.11011
dza,1970,-2294469659694.66016
dza,1971,-1648155648223.5
dza,1972,-2281360487140.10938
dza,1973,-2230767030669.3999
dza,1974,-1197670858476.37012
dza,1975,-1517859342066.56006
dza,1976,-1493948236853.56006
dza,1977,-1483681733856.93994
dza,1978,-1781298238408.96997
dza,1979,-1450872916081.91992
dza,1980,-486006100544.54999
dza,1981,-97385692667.4668
dza,1982,-611357439122.64502
dza,1983,-602676730504.90491
dza,1984,-1160717848223.56006
dza,1985,-1272704235710.76001
dza,1986,-2636997830442.47021
dza,1987,-2879684528640.64014
dza,1988,-3008542826499.56982
dza,1989,-3209507478537.75
dza,1990,-2964540894174.16943
dza,1991,-2786937030233.54004
dza,1992,-3158332310729.12939
dza,1993,-3356925440796.64941
dza,1994,-3230740400695.52002
dza,1995,-3430817507154.5498
dza,1996,-3516817946660.95996
dza,1997,-3512290560090.91992
dza,1998,-4139414866789.6001
dza,1999,-4090900632036.35986
dza,2000,-3006430019365.25977
dza,2001,-3144582368222.18945
dza,2002,-3341162618832.06006
dza,2003,-3213224279230.87012
dza,2004,-3067428203591.06982
dza,2005,-2079909402166.19995
dza,2006,-1213126670848.72998
dza,2007,-1440784162708.95996
dza,2008,-1108997488158.6499
dza,2009,-2420657844321.75
dza,2010,-1160557234347.92993
dza,2011,-729222874918.3219
dza,2012,0
dza,2013,-95001085015.9326
dza,2014,-396854072564.02893
dza,2015,-1947405400531.72949
dza,2016,-2672221161123.72949
dza,2017,-2028703245957.58008
dza,2018,-1383333602512.41992
dza,2019,-1442689303504.58008
dza,2020,-2021176960605.37988
ecu,1960,515744115.59794
ecu,1961,484496237.83274
ecu,1962,567116981.50294
ecu,1963,553493164.91582
ecu,1964,576112077.43056
ecu,1965,563323558.48176
ecu,1966,698319453.52444
ecu,1967,750011935.99943
ecu,1968,831972064.21952
ecu,1969,744839633.60206
ecu,1970,851288315.01152
ecu,1971,847419345.08621
ecu,1972,383082407.65692
ecu,1973,-315696214.27072
ecu,1974,1089690859.57308
ecu,1975,414305104.57668
ecu,1976,708242021.77701
ecu,1977,1479596486.66306
ecu,1978,777483302.92368
ecu,1979,1992245362.98797
ecu,1980,2384156912.47465
ecu,1981,2115169765.97888
ecu,1982,1605909188.79778
ecu,1983,1424258766.48969
ecu,1984,1595118092.54982
ecu,1985,2445363690.83385
ecu,1986,25746557.58792
ecu,1987,62841306.16389
ecu,1988,-1756120222.60382
ecu,1989,-1560490198.26857
ecu,1990,-400311517.20426
ecu,1991,-393684146.40545
ecu,1992,-43428227.25422
ecu,1993,-2536189542.53676
ecu,1994,-2710995177.98684
ecu,1995,-2922806940.9735
ecu,1996,-2514004858.86124
ecu,1997,-2548038081.80983
ecu,1998,-3549504370.72264
ecu,1999,-3484564239.85962
ecu,2000,-2660317839.52729
ecu,2001,-3317876253.15314
ecu,2002,-2711144220.62403
ecu,2003,-2322219127.16503
ecu,2004,-3055570491.06303
ecu,2005,-2299279195.51054
ecu,2006,-1203210548.47762
ecu,2007,0
ecu,2008,1263452275.23441
ecu,2009,-815427840.70911
ecu,2010,-1315946.67518
ecu,2011,1055935335.05166
ecu,2012,717493705.96209
ecu,2013,924745733.34951
ecu,2014,1160652238.50222
ecu,2015,-1575103025.65839
ecu,2016,-1037742630.06816
ecu,2017,-145077213.8127
ecu,2018,201958808.28714
ecu,2019,587490241.28156
ecu,2020,1009971557.17305
egy,1960,35766936574.3911
egy,1961,34913298190.1705
egy,1962,29717292978.7257
egy,1963,34000683940.2549
egy,1964,35762134309.6583
egy,1965,38299412944.0294
egy,1966,37231706574.5909
egy,1967,40344417629.4453
egy,1968,30130871054.8951
egy,1969,38840318239.54089
egy,1970,43554064537.4211
egy,1971,39777045379.28729
egy,1972,39695267965.244
egy,1973,45120890373.13
egy,1974,39913860171.37489
egy,1975,32763155579.3205
egy,1976,32271643496.9006
egy,1977,40554666790.8789
egy,1978,28495271645.3801
egy,1979,35258297121.3045
egy,1980,47214685304.6209
egy,1981,53506833774.1939
egy,1982,42436623806.6041
egy,1983,40837236179.1526
egy,1984,51323569771.7944
egy,1985,53193930766.4907
egy,1986,39822966691.921
egy,1987,25565627536.1283
egy,1988,11495077546.4555
egy,1989,10864656444.7427
egy,1990,21098028572.9686
egy,1991,45263181147.7387
egy,1992,50987798759.3023
egy,1993,57536597565.31049
egy,1994,48932787088.5947
egy,1995,45957542888.4956
egy,1996,36978929691.015
egy,1997,38976420356.7976
egy,1998,18982451928.8227
egy,1999,28783647366.3877
egy,2000,41597290021.5206
egy,2001,52599463451.3109
egy,2002,57056553440.745
egy,2003,61495763053.4381
egy,2004,76652103656.1281
egy,2005,93693540943.6219
egy,2006,123163530169.231
egy,2007,129855926631.573
egy,2008,145898891551.79199
egy,2009,66753915901.5791
egy,2010,71297688630.17461
egy,2011,122527706980.207
egy,2012,79294688767.53438
egy,2013,101753016769.55099
egy,2014,77012265659.4617
egy,2015,67855805095.3532
egy,2016,51619335044.2137
egy,2017,0
egy,2018,2338707697.03015
egy,2019,-9470727790.34961
egy,2020,-19182021171.0222
eri,1992,25524537.88403
eri,1993,50501017.48028
eri,1994,109673872.99458
eri,1995,67215934.90874
eri,1996,52103004.59973
eri,1997,93577269.67742
eri,1998,-9042329.85848
eri,1999,-6542831.30428
eri,2000,0
eri,2001,36271121.09603
eri,2002,9467593.57513
eri,2003,-103082173.64325
eri,2004,-167818087.22676
eri,2005,-209170451.77077
eri,2006,-320683651.22699
eri,2007,-318337539.70515
eri,2008,-259416417.22159
eri,2009,-350123927.20461
eri,2010,-408770768.994
eri,2011,0
esp,1970,-5375405974.45091
esp,1971,-6006811494.87514
esp,1972,-5549974918.8941
esp,1973,-6364763778.19784
esp,1974,-10603146832.9852
esp,1975,-9631432594.63314
esp,1976,-9724769738.91411
esp,1977,-11621221147.1576
esp,1978,-10121065899.2472
esp,1979,-9851178521.29529
esp,1980,-15994069926.7928
esp,1981,-22188860747.2408
esp,1982,-22953916250.3527
esp,1983,-27000999668.6126
esp,1984,-29995427940.3512
esp,1985,-27475349583.0349
esp,1986,-18243126348.909
esp,1987,-15206218874.2236
esp,1988,-12682685052.7872
esp,1989,-9971106690.88637
esp,1990,-7579143095.87001
esp,1991,-5525314845.36618
esp,1992,-4303054724.92775
esp,1993,-5825831636.61586
esp,1994,-8263000314.94753
esp,1995,-7136693472.85164
esp,1996,-5180755446.55594
esp,1997,-5689794100.98569
esp,1998,-641882575.2189
esp,1999,-1265642919.88129
esp,2000,-9430673568.5322
esp,2001,-5788325494.20584
esp,2002,923834567.98202
esp,2003,4341977322.90237
esp,2004,3664941554.98978
esp,2005,6085599612.59256
esp,2006,7867964272.0285
esp,2007,11153326559.7649
esp,2008,6013764726.13922
esp,2009,17929896918.2137
esp,2010,10886349208.653
esp,2011,97618304.96277
esp,2012,-3365891301.83704
esp,2013,1124880153.25146
esp,2014,-1696164996.2851
esp,2015,0
esp,2016,1639605487.22803
esp,2017,-263177443.25207
esp,2018,-2925851049.16956
esp,2019,-5232075684.99426
esp,2020,3164454760.06274
est,1993,-999783851.80742
est,1994,-1021017452.91917
est,1995,-985625882.53764
est,1996,-1017443910.51336
est,1997,-1059602491.6034
est,1998,-1136868165.10936
est,1999,-1154145813.06624
est,2000,-950193365.92867
est,2001,-785761635.2324
est,2002,-592897972.30013
est,2003,-550472522.97024
est,2004,-590136569.27981
est,2005,-540907116.48496
est,2006,-356849527.07002
est,2007,-170072670.86837
est,2008,-150872435.47538
est,2009,-83859969.15982
est,2010,-333260519.84331
est,2011,-355641979.50918
est,2012,-444387111.29995
est,2013,-311837936.12206
est,2014,-75518084.60902
est,2015,0
est,2016,196696794.31553
est,2017,187867845.88359
est,2018,154115094.6199
est,2019,100764500.90823
est,2020,256377841.46671
eth,2011,-42117854775.0896
eth,2012,-24608878780.7649
eth,2013,-21237614850.8945
eth,2014,-10822274773.4726
eth,2015,-2133225876.87875
eth,2016,0
eth,2017,-4153658748.84074
eth,2018,-88477034.73611
eth,2019,7467502947.32376
eth,2020,57753512486.6553
fin,1970,2186899492.58111
fin,1971,1938062132.94263
fin,1972,2097963660.23212
fin,1973,2489207755.57001
fin,1974,2150526057.74919
fin,1975,2650821149.35823
fin,1976,3103987596.16829
fin,1977,3133829364.95343
fin,1978,2547093949.34062
fin,1979,2705838294.51395
fin,1980,1506165926.74806
fin,1981,1003784711.38846
fin,1982,1270532844.93285
fin,1983,1157781505.25088
fin,1984,1878644291.13488
fin,1985,1796808823.52941
fin,1986,2698184243.29816
fin,1987,3272755323.64119
fin,1988,4242663728.70425
fin,1989,4510758491.44999
fin,1990,4333386721.10611
fin,1991,3095858141.70292
fin,1992,3040395529.87249
fin,1993,3066260498.34466
fin,1994,4111660870.91516
fin,1995,6288792601.62019
fin,1996,6290849042.14559
fin,1997,6498739135.59021
fin,1998,7984226345.08349
fin,1999,7183929092.25986
fin,2000,5989784210.52631
fin,2001,7019316111.48878
fin,2002,7199533824.5144
fin,2003,6093815780.44598
fin,2004,5047862706.91335
fin,2005,2887179224.29797
fin,2006,722241344.96751
fin,2007,731029814.97459
fin,2008,-891420680.54013
fin,2009,152374860.59705
fin,2010,-1365762491.57187
fin,2011,-2557878341.22499
fin,2012,-3333808905.26601
fin,2013,-2817840370.23584
fin,2014,-2248930321.86803
fin,2015,0
fin,2016,-207264134.11807
fin,2017,-650231516.06555
fin,2018,-19550879.34956
fin,2019,-500725974.20316
fin,2020,235840473.40633
fra,1960,2882988352.94929
fra,1961,3108083123.1251
fra,1962,2879777189.33294
fra,1963,3114086694.50211
fra,1964,4304333574.27477
fra,1965,4749454472.16059
fra,1966,4846082312.91013
fra,1967,5424350189.47726
fra,1968,5876826627.18862
fra,1969,6910229250.14836
fra,1970,6619301514.09431
fra,1971,7515634571.66484
fra,1972,10519715962.2162
fra,1973,13179453426.5536
fra,1974,-2738253211.82343
fra,1975,2270841048.42845
fra,1976,1088202253.67461
fra,1977,-1379021825.86748
fra,1978,4316690666.40265
fra,1979,2424807414.32758
fra,1980,-7587010659.72736
fra,1981,-16150327032.431
fra,1982,-15608435170.8256
fra,1983,-12871375612.5168
fra,1984,-16132691175.6746
fra,1985,-15760815399.8318
fra,1986,-1343247848.80469
fra,1987,-1789222184.50568
fra,1988,2545905338.33167
fra,1989,-502507703.03378
fra,1990,160193362.84051
fra,1991,-2149746878.68375
fra,1992,-694946319.88294
fra,1993,3091499121.45422
fra,1994,1582110664.33966
fra,1995,-1445930299.99609
fra,1996,-4799058184.41235
fra,1997,-5653857806.37646
fra,1998,-987164496.72394
fra,1999,-16895047.51398
fra,2000,-12297683753.5886
fra,2001,-11316651877.5472
fra,2002,-3298813331.83331
fra,2003,-3427151544.72058
fra,2004,-8185349522.24872
fra,2005,-15467259771.0845
fra,2006,-24569468317.6678
fra,2007,-18963381484.34
fra,2008,-22692499232.9172
fra,2009,-7165600935.82806
fra,2010,-15366447848.0706
fra,2011,-30106596187.8546
fra,2012,-32785319126.7374
fra,2013,-26668732615.0082
fra,2014,-19886534649.2871
fra,2015,0
fra,2016,6744063603.49609
fra,2017,-2313150136.81958
fra,2018,-10928471001.0215
fra,2019,-4622816461.85962
fra,2020,-226623976.17127
gab,1960,-48290438573.5863
gab,1961,-52281388423.746
gab,1962,-57868719520.8302
gab,1963,-72635220181.9512
gab,1964,-90195379294.89661
gab,1965,-97778176404.34781
gab,1966,-95853923601.1969
gab,1967,-130370062700
gab,1968,-138516242693.32999
gab,1969,-164043949545.86099
gab,1970,-77202251461.76469
gab,1971,-107470827689.08299
gab,1972,-182617444191.59601
gab,1973,-182739705585.92999
gab,1974,396232011326.492
gab,1975,149245518186.004
gab,1976,47316640521.59889
gab,1977,106612396972.612
gab,1978,147521357358.49799
gab,1979,434707151757.77698
gab,1980,1206966661313.8501
gab,1981,1536482523901.91992
gab,1982,1288957870579.19995
gab,1983,1339229536839.92993
gab,1984,1206281238490.40991
gab,1985,646707529867.78296
gab,1986,-125001598453.164
gab,1987,-169002615748.51999
gab,1988,-148713926619.862
gab,1989,-232175894736.96799
gab,1990,-17940050773.0654
gab,1991,-200281446582.85297
gab,1992,-290463809503.24597
gab,1993,-377920680202.10199
gab,1994,-561127895950.49902
gab,1995,-641169827681.84802
gab,1996,-379135648026.50403
gab,1997,-492833979506.716
gab,1998,-880201313791.52283
gab,1999,-371830237032.98297
gab,2000,154453090411.09698
gab,2001,0
gab,2002,62320870324.86649
gab,2003,27629301852.2769
gab,2004,299372240735.97302
gab,2005,867532994940.375
gab,2006,1033789288591.43994
gab,2007,1142360305106.72998
gab,2008,1848209702597.11011
gab,2009,831243944358.31482
gab,2010,1751710952565.56006
gab,2011,2879887636084.62012
gab,2012,2893560011066.64941
gab,2013,2450166499774.83008
gab,2014,2262303709543.43994
gab,2015,1895977567364.77002
gab,2016,1788065624143.01001
gab,2017,2148509345719.64966
gab,2018,5638268884331.16016
gab,2019,7133769294581.71973
gab,2020,5318506827868.34961
gbr,1970,-11218444925.1621
gbr,1971,-11125008172.914
gbr,1972,-9957892167.75822
gbr,1973,-20727862398.3409
gbr,1974,-33496718058.73149
gbr,1975,-27308864418.1959
gbr,1976,-30826816308.521
gbr,1977,-31379442316.7997
gbr,1978,-27531637062.6098
gbr,1979,-26293015926.92649
gbr,1980,-21704580087.6679
gbr,1981,-20811808099.2474
gbr,1982,-21146566578.73149
gbr,1983,-21016692110.7704
gbr,1984,-23884494915.3925
gbr,1985,-23832146645.5859
gbr,1986,-30237512434.8996
gbr,1987,-31255346013.959
gbr,1988,-29513179407.5549
gbr,1989,-28508415190.62889
gbr,1990,-25311519956.4204
gbr,1991,-22930797036.6241
gbr,1992,-22697529289.2574
gbr,1993,-22850717750.18489
gbr,1994,-28460664786.8095
gbr,1995,-36615168047.7548
gbr,1996,-35561288622.4077
gbr,1997,-45032101511.1672
gbr,1998,-41574831859.8007
gbr,1999,-36787869169.6072
gbr,2000,-41552308294.6575
gbr,2001,-37597191513.4274
gbr,2002,-31579756784.9732
gbr,2003,-25471056441.8093
gbr,2004,-24801178077.0858
gbr,2005,-23397255422.7645
gbr,2006,-27185324186.639
gbr,2007,-31413958271.1414
gbr,2008,-40868674978.0748
gbr,2009,-24820982891.31409
gbr,2010,-21459598061.9938
gbr,2011,-29978276482.41669
gbr,2012,-27374770534.2688
gbr,2013,-18339551786.8325
gbr,2014,-8699764651.02899
gbr,2015,0
gbr,2016,417499700.42248
gbr,2017,-5827181946.16174
gbr,2018,-4654484412.13928
gbr,2019,314736238.89563
gbr,2020,5817715830.04669
geo,2010,-513870581.81251
geo,2011,-726667235.92569
geo,2012,-1058742744.68226
geo,2013,-893491405.94574
geo,2014,-434953965.29309
geo,2015,0
geo,2016,-424079584.11157
geo,2017,757064258.84059
geo,2018,1281183656.18187
geo,2019,1634289912.83642
geo,2020,1366014289.77389
gha,2006,49038.91108
gha,2007,57865.97219
gha,2008,79814.832
gha,2009,46149.18873
gha,2010,-1066613599.89065
gha,2011,139665.26327
gha,2012,160974.16853
gha,2013,0
gha,2014,-1529489774.61788
gha,2015,-4708810565.50922
gha,2016,-3805807441.34081
gha,2017,-7039466164.41058
gha,2018,-6086441733.23145
gha,2019,-6449456949.6432
gha,2020,-6097835374.31203
gin,2006,-1491362139636.51001
gin,2007,-3330560838426.3999
gin,2008,-2533447348127.81982
gin,2009,-3445100161354.1001
gin,2010,0
gin,2011,558691090372.11096
gin,2012,1972344058417.36011
gin,2013,1516129196067.32007
gin,2014,1207052545782.51001
gin,2015,567183712125.26404
gin,2016,1439454184102.18994
gin,2017,3151538204423.24023
gin,2018,2829094865784.16016
gin,2019,2003408264339.15991
gin,2020,-22222038601448.10156
gmb,2004,1163893.80531
gmb,2005,436680.23519
gmb,2006,469354.83871
gmb,2007,-319416.19811
gmb,2008,-529597.93694
gmb,2009,262278.78306
gmb,2010,-668715.42717
gmb,2011,-631549.45363
gmb,2012,-148042.70463
gmb,2013,0
gmb,2014,-709273210.30579
gmb,2015,97911682.29063
gmb,2016,502721443.1328
gmb,2017,-4432456.73208
gmb,2018,-948806083.12137
gmb,2019,833580585.1686
gmb,2020,51054591.96112
gnb,2000,-3984824888.68083
gnb,2001,17572802870.8131
gnb,2002,23807481858.8706
gnb,2003,14274851242.1643
gnb,2004,18165501690.7814
gnb,2005,0
gnb,2007,-1509605354.3006
gnb,2008,3354468463.78265
gnb,2009,-14004227039.1542
gnb,2010,-4163678994.60327
gnb,2011,23346549040.1175
gnb,2012,-4646641459.70229
gnb,2013,-6115625113.13954
gnb,2014,5916771018.11604
gnb,2015,39178038437.2764
gnb,2016,47368266310.2632
gnb,2017,93763169495.5782
gnb,2018,41230910692.0447
gnb,2019,2863494160.09018
gnb,2020,-941002857.84126
gnq,2005,-1084747590320.41003
gnq,2006,0
gnq,2007,-134721171260.463
gnq,2008,1107332417922.37012
gnq,2009,-1318739413112.08008
gnq,2010,-343731673824.81799
gnq,2011,600581520488.86304
gnq,2012,592903876480.43799
gnq,2013,304885584076.23297
gnq,2014,-41345801518.6104
gnq,2015,-1415319213033.32007
gnq,2016,-1723896469237.06006
gnq,2017,-1117303913791.8999
gnq,2018,-689071834286.09998
gnq,2019,-896053247300.63013
gnq,2020,-1398063140742.8501
grc,1960,-125739816.08985
grc,1961,-117130762.95181
grc,1962,-154147169.33812
grc,1963,-68078271.56633
grc,1964,-88098958.32501
grc,1965,-135471329.51587
grc,1966,-102729446.32637
grc,1967,-67187053.74007
grc,1968,-128863281.46325
grc,1969,-118211067.22625
grc,1970,-282921839.17283
grc,1971,-556587429.90097
grc,1972,-826252103.84222
grc,1973,-699766678.83365
grc,1974,-823543626.30002
grc,1975,-1480394642.13189
grc,1976,-1925366584.4019
grc,1977,-1757860416.16467
grc,1978,-2260141857.87033
grc,1979,-2864002576.8685
grc,1980,-3067232061.74762
grc,1981,-2521335031.34325
grc,1982,-2319595790.41229
grc,1983,-1779318799.94307
grc,1984,-2869917803.45819
grc,1985,-3155201191.0026
grc,1986,-3208876245.40711
grc,1987,-3145187900.48928
grc,1988,-2738568376.60031
grc,1989,-2883474276.8737
grc,1990,-2519696511.62059
grc,1991,-2408415459.92376
grc,1992,-2960028011.77276
grc,1993,-2631229988.37586
grc,1994,-2349235449.2684
grc,1995,-2218935509.85942
grc,1996,-1891514745.04546
grc,1997,-2163302196.90875
grc,1998,-2060883182.91607
grc,1999,-2442123028.94375
grc,2000,-3672567777.53771
grc,2001,-3366613508.41222
grc,2002,-2615981434.56023
grc,2003,-1983438010.53935
grc,2004,-2399059678.08557
grc,2005,-2878674855.15993
grc,2006,-3053525584.02815
grc,2007,-3128088736.0127
grc,2008,-3838846150.40311
grc,2009,-3414022627.04245
grc,2010,-2052348416.55009
grc,2011,-2742761599.16557
grc,2012,-3580132505.01253
grc,2013,-2886162105.35066
grc,2014,-2220217423.73254
grc,2015,0
grc,2016,664802794.81111
grc,2017,250656822.45139
grc,2018,-1132004296.56557
grc,2019,-1581567547.30933
grc,2020,-1678039997.38036
grl,2003,670132958.23415
grl,2004,564265594.60219
grl,2005,307456068.43125
grl,2006,433804871.13858
grl,2007,72219757.95807
grl,2008,-274606075.57394
grl,2009,-44897200.89507
grl,2010,0
grl,2011,213677297.12709
grl,2012,448657409.39555
grl,2013,456710484.2844
grl,2014,315010754.76808
grl,2015,1216507490.29906
grl,2016,1798049296.92351
grl,2017,1996479755.65699
grl,2018,2264797476.70185
grl,2019,1952865008.36367
gtm,1960,4857317788.53158
gtm,1961,3654234086.60712
gtm,1962,4260738406.19224
gtm,1963,5031130792.13657
gtm,1964,6572202074.68619
gtm,1965,5857504007.01374
gtm,1966,5907700721.40578
gtm,1967,4309135986.8095
gtm,1968,5159198134.70261
gtm,1969,5019377031.16051
gtm,1970,8882788573.22692
gtm,1971,5775020269.07823
gtm,1972,3266994067.19825
gtm,1973,4222869142.39384
gtm,1974,673516261.67419
gtm,1975,-363132703.14977
gtm,1976,868709107.3341
gtm,1977,10676923661.7771
gtm,1978,4509463692.52421
gtm,1979,-1113032740.42676
gtm,1980,-4175744751.5212
gtm,1981,-6969543000.2198
gtm,1982,-8193718074.48
gtm,1983,-6908105566.12944
gtm,1984,-5000836113.82624
gtm,1985,-7897326800.91386
gtm,1986,-2575523828.63457
gtm,1987,-5528260818.88154
gtm,1988,-5449320840.50293
gtm,1989,-6785163443.45935
gtm,1990,-7477838733.70577
gtm,1991,-3383570198.54931
gtm,1992,-3928273247.35342
gtm,1993,-4021774034.18696
gtm,1994,-1863291233.7896
gtm,1995,-759401433.73451
gtm,1996,-6822132084.6431
gtm,1997,-3790402586.77605
gtm,1998,2342910648.26895
gtm,1999,163021862.94525
gtm,2000,1909869085.29606
gtm,2001,7831997862.84416
gtm,2002,6582422800.42612
gtm,2003,5055282776.88356
gtm,2004,3610247227.2207
gtm,2005,1269307838.74522
gtm,2006,539933627.95323
gtm,2007,139487317.3224
gtm,2008,-1404336924.83894
gtm,2009,5668002679.75096
gtm,2010,7584763847.72278
gtm,2011,11654073187.9897
gtm,2012,9520552118.81554
gtm,2013,-365.81099
gtm,2014,-565977429.3963
gtm,2015,1348668988.84389
gtm,2016,2961169957.98061
gtm,2017,3096827293.46985
gtm,2018,845936435.7094
gtm,2019,6199500352.87965
gtm,2020,13401696034.0419
gum,2002,-61017326.73267
gum,2003,-39522370.01209
gum,2004,-44072268.90756
gum,2005,-23549647.31416
gum,2006,-9243867.24387
gum,2007,-23999196.46444
gum,2008,-23858585.85859
gum,2009,22608942.78136
gum,2010,7250459.72784
gum,2011,-8692438.11462
gum,2012,0
gum,2013,-8751002.77692
gum,2014,-9064989.51782
gum,2015,42337325.99547
gum,2016,53760869.56522
gum,2017,28921296.2963
gum,2018,-3435116.85117
gum,2019,27407042.25352
gum,2020,21790814.81481
hkg,1961,-17700265206.4526
hkg,1962,-16932794633.3688
hkg,1963,-16093351112.1741
hkg,1964,-17154753966.5971
hkg,1965,-17441220172.5677
hkg,1966,-17596177331.218
hkg,1967,-17458159989.7933
hkg,1968,-16753279857.3975
hkg,1969,-18872956103.6789
hkg,1970,-20814250303.7667
hkg,1971,-15704494014.0845
hkg,1972,-15368199512.6904
hkg,1973,-17602491756.6451
hkg,1974,-25247098391.1851
hkg,1975,-20552208894.8787
hkg,1976,-18432801198.1585
hkg,1977,-20442268138.4651
hkg,1978,-22577013232.9832
hkg,1979,-21988910607.7348
hkg,1980,-15069593898.4531
hkg,1981,-21187432786.126
hkg,1982,-16363497818.3381
hkg,1983,-19028262585.5499
hkg,1984,-10395689215.6902
hkg,1985,2229690763.97504
hkg,1986,-8424070992.20697
hkg,1987,-7148255487.8562
hkg,1988,-4309963215.06433
hkg,1989,17046330545.8668
hkg,1990,24176592024.2858
hkg,1991,43871276063.8333
hkg,1992,66166387486.2095
hkg,1993,84823906738.3672
hkg,1994,76150239497.04878
hkg,1995,50507626893.0032
hkg,1996,69648950271.145
hkg,1997,86062791634.937
hkg,1998,109335944677.21201
hkg,1999,88351683460.06689
hkg,2000,85934106932.24289
hkg,2001,92875027993.03859
hkg,2002,126659588836.826
hkg,2003,108926823275.47501
hkg,2004,58367575673.5581
hkg,2005,40460949367.4956
hkg,2006,1736632142.08154
hkg,2007,23239268245.668
hkg,2008,-3352907917.24854
hkg,2009,15980949431.0234
hkg,2010,-19890560329.542
hkg,2011,-31568105968.7563
hkg,2012,-45243612964.2021
hkg,2013,-38045991603.8691
hkg,2014,-43597041459.3213
hkg,2015,-8957836128.20996
hkg,2016,601025571.19238
hkg,2017,3141886348.6377
hkg,2018,11517450293.2314
hkg,2019,0
hkg,2020,-3356167120.4375
hnd,1960,-2132497001.94049
hnd,1961,-1012937582.33035
hnd,1962,-281186521.49533
hnd,1963,-94962651.47929
hnd,1964,585147029.88506
hnd,1965,-59223529.2522
hnd,1966,-1502773547.88391
hnd,1967,-1248187635.52272
hnd,1968,-1302727746.60147
hnd,1969,-2120378135.40252
hnd,1970,-3948666060.90835
hnd,1971,-6286366374.88789
hnd,1972,-5763277417.66005
hnd,1973,-5453856113.90728
hnd,1974,-7441064918.75
hnd,1975,-9139441254.48431
hnd,1976,-2897994739.65015
hnd,1977,3190987425.04048
hnd,1978,-5797766164.60447
hnd,1979,-8596354742.21293
hnd,1980,-9187730032.10929
hnd,1981,-15538816533.4299
hnd,1982,-15008917695.7826
hnd,1983,-16367804815.5213
hnd,1984,-15099517466.9265
hnd,1985,-14796591106.5002
hnd,1986,-12350281567.9524
hnd,1987,-14653048454.4401
hnd,1988,-10838967322.0715
