geo,time,ny_gdp_pcap_cn
alb,1996,105541.51425
alb,1997,105239.653
alb,1998,123012.40519
alb,1999,142690.79362
alb,2000,162251.41444
alb,2001,184123.25055
alb,2002,200095.70601
alb,2003,222968.296
alb,2004,243697.01537
alb,2005,267031.86831
alb,2006,291636.18817
alb,2007,325091.7419
alb,2008,366664.69877
alb,2009,390752.71587
alb,2010,425553.05986
alb,2011,447689.05357
alb,2012,459526.45858
alb,2013,466324.73165
alb,2014,482954.23079
alb,2015,497901.72746
alb,2016,511970.54624
alb,2017,539644.40742
alb,2018,571010.57223
alb,2019,592717.5161
alb,2020,569988.36795
and,1970,1362.51699
and,1971,1459.80212
and,1972,1629.51832
and,1973,1870.82743
and,1974,2191.4247
and,1975,2473.33985
and,1976,2875.51759
and,1977,3538.71647
and,1978,4206.0959
and,1979,4767.57215
and,1980,5334.01825
and,1981,5755.85898
and,1982,6345.49661
and,1983,6917.72899
and,1984,7467.66965
and,1985,7946.67773
and,1986,8720.97807
and,1987,9361.68514
and,1988,10014.67888
and,1989,10790.09761
and,1990,11565.18493
and,1991,12199.14764
and,1992,12644.29537
and,1993,12632.82711
and,1994,13070.85328
and,1995,13832.55559
and,1996,14477.1002
and,1997,16152.95252
and,1998,16965.91986
and,1999,18079.60322
and,2000,23720.59948
and,2001,25669.5474
and,2002,26636.44929
and,2003,28593.74146
and,2004,30577.96721
and,2005,32215.64327
and,2006,34016.05037
and,2007,34926.22336
and,2008,33260.91104
and,2009,31314.33443
and,2010,30813.34217
and,2011,31131.72852
and,2012,30109.6728
and,2013,29770.21171
and,2014,31089.46764
and,2015,32240.20104
and,2016,33855.48871
and,2017,34491.73344
and,2018,35389.44006
and,2019,36533.58567
and,2020,32457.12807
are,1975,106353.33169
are,1976,119059.26393
are,1977,132022.02498
are,1978,110163.04049
are,1979,127874.15535
are,1980,158545.25766
are,1981,165149.25196
are,1982,146934.79485
are,1983,127909.23899
are,1984,118609.39589
are,1985,109105.41552
are,1986,86150.58498
are,1987,87099.27318
are,1988,81845.38077
are,1989,88207.75163
are,1990,101794.59287
are,1991,97693.58117
are,1992,96990.97663
are,1993,93965.6303
are,1994,94888.06765
are,1995,99931.72123
are,1996,106367.51852
are,1997,108341.02916
are,1998,98788.78749
are,1999,104559.32831
are,2000,122262.54257
are,2001,114878.57591
are,2002,115931.81381
are,2003,123025.45495
are,2004,133433.63048
are,2005,144569.65053
are,2006,153905.00535
are,2007,153545.24979
are,2008,163422.35901
are,2009,117608.86636
are,2010,124473.01157
are,2011,143942.4338
are,2012,150486.16227
are,2013,155760.41856
are,2014,160678.50624
are,2015,141991.33835
are,2016,140076.00704
are,2017,149267.99565
are,2018,160999.91918
are,2019,156821.04958
are,2020,133255.02913
arg,1960,0
arg,1961,0
arg,1962,0
arg,1963,0
arg,1964,0
arg,1965,0
arg,1966,0
arg,1967,0
arg,1968,0
arg,1969,0
arg,1970,0
arg,1971,0
arg,1972,0
arg,1973,0
arg,1974,0
arg,1975,0
arg,1976,0
arg,1977,0.00001
arg,1978,0.00003
arg,1979,0.00007
arg,1980,0.00014
arg,1981,0.00026
arg,1982,0.00076
arg,1983,0.00374
arg,1984,0.0266
arg,1985,0.17557
arg,1986,0.32523
arg,1987,0.7482
arg,1988,3.50697
arg,1989,100.90911
arg,1990,2112.96309
arg,1991,5468.66574
arg,1992,6759.39757
arg,1993,6962.15061
arg,1994,7483.14033
arg,1995,7408.70866
arg,1996,7721.3541
arg,1997,8213.12513
arg,1998,8289.50757
arg,1999,7774.7362
arg,2000,7708.09911
arg,2001,7208.37311
arg,2002,8295.26384
arg,2003,9869.5343
arg,2004,12603.0233
arg,2005,14977.9989
arg,2006,18221.08758
arg,2007,22602.89601
arg,2008,28683.67091
arg,2009,30826.17063
arg,2010,40739.98408
arg,2011,52810.11674
arg,2012,63208.89269
arg,2013,79338.28508
arg,2014,107315.21169
arg,2015,138053.31516
arg,2016,188760.95647
arg,2017,242031.42783
arg,2018,331385.00297
arg,2019,485155.34451
arg,2020,605628.03858
arm,1990,14.21924
arm,1991,22.73448
arm,1992,90.09765
arm,1993,1254.3178
arm,1994,56968.37682
arm,1995,162324.9423
arm,1996,208700.93725
arm,1997,256723.33189
arm,1998,307327.09928
arm,1999,319662.44683
arm,2000,335984.91919
arm,2001,385446.68314
arm,2002,449071.3506
arm,2003,538328.71981
arm,2004,635830.26045
arm,2005,752325.99483
arm,2006,897876.78806
arm,2007,1073882.32005
arm,2008,1227200.85018
arm,2009,1087793.8876
arm,2010,1202580.8445
arm,2011,1313366.35453
arm,2012,1479232.65028
arm,2013,1572214.66231
arm,2014,1657952.65971
arm,2015,1723989.56917
arm,2016,1725830.99552
arm,2017,1889606.79356
arm,2018,2038469.9064
arm,2019,2212279.76339
arm,2020,2086120.80585
asm,2002,8666.65538
asm,2003,8807.46281
asm,2004,8528.24878
asm,2005,8395.31877
asm,2006,8340.52344
asm,2007,8874.87793
asm,2008,9740.82449
asm,2009,11910.01323
asm,2010,10216.81763
asm,2011,10223.29836
asm,2012,11496.5241
asm,2013,11450.7242
asm,2014,11525.15639
asm,2015,12059.63516
asm,2016,12038.2497
asm,2017,11003.82976
asm,2018,11521.60978
asm,2019,11715.36014
asm,2020,12844.90099
atg,1977,3366.06343
atg,1978,3824.65943
atg,1979,4754.24458
atg,1980,5736.47002
atg,1981,6460.25479
atg,1982,7183.50685
atg,1983,7960.45664
atg,1984,9106.02559
atg,1985,10528.35797
atg,1986,12698.58438
atg,1987,14751.70753
atg,1988,17428.05572
atg,1989,19106.6481
atg,1990,19838.6452
atg,1991,20526.3324
atg,1992,20913.44886
atg,1993,21967.70908
atg,1994,23682.08806
atg,1995,22697.16915
atg,1996,24382.55244
atg,1997,25627.48407
atg,1998,26840.30101
atg,1999,27703.61839
atg,2000,29355.19097
atg,2001,27991.76294
atg,2002,28082.83736
atg,2003,29154.46785
atg,2004,30906.81668
atg,2005,33905.3792
atg,2006,37788.67195
atg,2007,42181.27075
atg,2008,43319.08565
atg,2009,38233.5174
atg,2010,35232.19357
atg,2011,34415.91036
atg,2012,35836.38435
atg,2013,34858.59469
atg,2014,36454.26849
atg,2015,38570.3904
atg,2016,41036.60601
atg,2017,41535.65627
atg,2018,45034.89749
atg,2019,46916.95413
atg,2020,37780.4101
aus,1960,1616.70191
aus,1961,1676.5239
aus,1962,1656.02309
aus,1963,1756.43836
aus,1964,1903.10737
aus,1965,2036.79312
aus,1966,2092.95339
aus,1967,2303.92406
aus,1968,2432.59222
aus,1969,2671.20607
aus,1970,2951.14736
aus,1971,3121.20275
aus,1972,3381.34629
aus,1973,3724.28999
aus,1974,4399.47533
aus,1975,5130.42539
aus,1976,5941.49505
aus,1977,6781.00338
aus,1978,7319.54311
aus,1979,8184.44261
aus,1980,9165.12388
aus,1981,10210.35707
aus,1982,11590.26222
aus,1983,12328.77871
aus,1984,13752.31601
aus,1985,14939.3324
aus,1986,16275.90771
aus,1987,17598.60796
aus,1988,19625.27673
aus,1989,21894.62603
aus,1990,23707.39111
aus,1991,24024.12636
aus,1992,24191.02601
aus,1993,25143.94068
aus,1994,26133.74405
aus,1995,27418.60336
aus,1996,28869.85965
aus,1997,30040.34131
aus,1998,31470.36503
aus,1999,32807.98901
aus,2000,34549.26121
aus,2001,36387.21475
aus,2002,38449.11813
aus,2003,40336.45968
aus,2004,42896.4993
aus,2005,45334.54606
aus,2006,48238.51695
aus,2007,52223.15581
aus,2008,55464.53514
aus,2009,58108.30871
aus,2010,59135.47494
aus,2011,63468.95599
aus,2012,65973.40089
aus,2013,66432.26523
aus,2014,68093.98456
aus,2015,68156.16983
aus,2016,68527.56699
aus,2017,71511.42231
aus,2018,73768.9235
aus,2019,76726.62482
aus,2020,77096.69619
aut,1960,1767.54659
aut,1961,1949.60795
aut,1962,2055.45595
aut,1963,2205.04016
aut,1964,2398.54708
aut,1965,2597.16982
aut,1966,2809.61782
aut,1967,2965.87626
aut,1968,3169.95357
aut,1969,3449.05559
aut,1970,3890.04412
aut,1971,4323.38068
aut,1972,4912.10971
aut,1973,5536.10893
aut,1974,6290.42058
aut,1975,6690.01015
aut,1976,7402.91269
aut,1977,8180.24491
aut,1978,8659.23141
aut,1979,9514.64304
aut,1980,10219.54761
aut,1981,10862.48727
aut,1982,11666.00749
aut,1983,12450.13165
aut,1984,13073.90767
aut,1985,13791.16469
aut,1986,14515.66912
aut,1987,15061.67664
aut,1988,15773.29477
aut,1989,16796.39171
aut,1990,17915.00173
aut,1991,19015.65863
aut,1992,19869.29906
aut,1993,20356.11544
aut,1994,21289.32622
aut,1995,22219.74999
aut,1996,22935.10367
aut,1997,23685.08897
aut,1998,24614.74285
aut,1999,25505.79531
aut,2000,26662.26303
aut,2001,27420.67219
aut,2002,28054.49472
aut,2003,28549.48696
aut,2004,29656.05339
aut,2005,30879.95995
aut,2006,32390.38314
aut,2007,34232.82684
aut,2008,35301.57438
aut,2009,34523.89653
aut,2010,35379.92903
aut,2011,36956.84623
aut,2012,37799.92648
aut,2013,38197.75484
aut,2014,38981.06632
aut,2015,39833.53233
aut,2016,40931.8461
aut,2017,41984.55232
aut,2018,43597.42486
aut,2019,44766.00465
aut,2020,42539.68211
aze,1990,0.04086
aze,1991,0.07349
aze,1992,0.65295
aze,1993,4.18957
aze,1994,49.32502
aze,1995,277.66319
aze,1996,352.00309
aze,1997,402.93433
aze,1998,434.80349
aze,1999,472.90721
aze,2000,586.20133
aze,2001,655.34076
aze,2002,741.867
aze,2003,867.91513
aze,2004,1026.93072
aze,2005,1492.22162
aze,2006,2209.4513
aze,2007,3304.91884
aze,2008,4580.09448
aze,2009,3979.04695
aze,2010,4690.0202
aze,2011,5677.69916
aze,2012,5889.08908
aze,2013,6178.53133
aze,2014,6189.1569
aze,2015,5635.61802
aze,2016,6192.49479
aze,2017,7137.97082
aze,2018,8057.73091
aze,2019,8169.78132
aze,2020,7176.39271
bdi,1960,3502.59549
bdi,1961,3558.35941
bdi,1962,3671.76654
bdi,1963,3925.73104
bdi,1964,4308.07748
bdi,1965,4335.34623
bdi,1966,4565.97327
bdi,1967,4795.56377
bdi,1968,4803.81668
bdi,1969,4875.05672
bdi,1970,6104.82112
bdi,1971,6267.33711
bdi,1972,6049.71629
bdi,1973,6755.69745
bdi,1974,7456.47521
bdi,1975,8958.06104
bdi,1976,10256.41298
bdi,1977,12784.76855
bdi,1978,13906.4646
bdi,1979,17383.49675
bdi,1980,19910.87476
bdi,1981,20441.5308
bdi,1982,20820.93245
bdi,1983,22380.65931
bdi,1984,25572.07208
bdi,1985,29214.04082
bdi,1986,28076.15294
bdi,1987,27809.83155
bdi,1988,29400.79939
bdi,1989,33303.31676
bdi,1990,35646.15949
bdi,1991,38077.43611
bdi,1992,39679.40516
bdi,1993,39306.29108
bdi,1994,39620.68662
bdi,1995,41734.28403
bdi,1996,43415.05352
bdi,1997,55993.58393
bdi,1998,64699.03149
bdi,1999,72664.81702
bdi,2000,98345.48984
bdi,2001,111568.67154
bdi,2002,114591.54827
bdi,2003,122950.17761
bdi,2004,141287.15949
bdi,2005,164055.32382
bdi,2006,172177.422
bdi,2007,186617.7594
bdi,2008,235185.15146
bdi,2009,260966.59534
bdi,2010,288284.99127
bdi,2011,314736.12605
bdi,2012,364029.08417
bdi,2013,399620.47323
bdi,2014,425118.95969
bdi,2015,480292.97933
bdi,2016,466924.11004
bdi,2017,506609.6734
bdi,2018,484501.24152
bdi,2019,482160.28945
bdi,2020,524740.8896
bel,1960,1578.69957
bel,1961,1673.5263
bel,1962,1783.00297
bel,1963,1902.61221
bel,1964,2109.38335
bel,1965,2275.16028
bel,1966,2426.41414
bel,1967,2586.31777
bel,1968,2754.54513
bel,1969,3046.71283
bel,1970,3428.32189
bel,1971,3749.14873
bel,1972,4180.69357
bel,1973,4735.30968
bel,1974,5536.55548
bel,1975,6109.64574
bel,1976,6931.59631
bel,1977,7487.34237
bel,1978,8033.2222
bel,1979,8583.95562
bel,1980,9325.11546
bel,1981,9777.22741
bel,1982,10582.85708
bel,1983,11212.60197
bel,1984,12114.19183
bel,1985,12880.32977
bel,1986,13477.10307
bel,1987,14008.23131
bel,1988,14940.48202
bel,1989,16141.68031
bel,1990,17065.35088
bel,1991,17811.76574
bel,1992,18627.97748
bel,1993,19110.70353
bel,1994,20078.57535
bel,1995,20764.82436
bel,1996,21098.2336
bel,1997,22011.20786
bel,1998,22799.53128
bel,1999,23694.27656
bel,2000,25009.28179
bel,2001,25697.08853
bel,2002,26445.52267
bel,2003,27100.67421
bel,2004,28482.46789
bel,2005,29587.64501
bel,2006,30826.01391
bel,2007,32338.47182
bel,2008,32842.57579
bel,2009,32091.23555
bel,2010,33329.10226
bel,2011,34060.41022
bel,2012,34768.80024
bel,2013,35206.1718
bel,2014,35953.36343
bel,2015,36960.63116
bel,2016,37955.10396
bel,2017,39124.74007
bel,2018,40257.91775
bel,2019,41619.07323
bel,2020,39577.56079
ben,1960,22808.71029
ben,1961,23440.05523
ben,1962,23145.11488
ben,1963,24467.07248
ben,1964,25566.12076
ben,1965,26989.19031
ben,1966,27747.12398
ben,1967,27540.18476
ben,1968,28939.11268
ben,1969,30161.99546
ben,1970,31663.82013
ben,1971,30996.8745
ben,1972,33978.25647
ben,1973,36105.16655
ben,1974,41886.01041
ben,1975,44427.1312
ben,1976,49858.55187
ben,1977,53669.70926
ben,1978,59478.70516
ben,1979,69734.88676
ben,1980,79873.04957
ben,1981,91839.36991
ben,1982,106066.70453
ben,1983,103318.36522
ben,1984,110493.1468
ben,1985,109804.79292
ben,1986,105051.56079
ben,1987,103535.80441
ben,1988,103274.88151
ben,1989,99427.88335
ben,1990,107187.04914
ben,1991,108823.82018
ben,1992,111485.01659
ben,1993,116642.08806
ben,1994,155272.2935
ben,1995,183380.98977
ben,1996,198191.81966
ben,1997,210763.01005
ben,1998,223852.35374
ben,1999,339631.35618
ben,2000,364105.10657
ben,2001,379431.4265
ben,2002,398836.39005
ben,2003,412472.29593
ben,2004,421208.22405
ben,2005,433820.37811
ben,2006,447225.00342
ben,2007,462457.61279
ben,2008,501940.05576
ben,2009,512035.65726
ben,2010,512871.36979
ben,2011,532639.68728
ben,2012,584658.49489
ben,2013,617972.00366
ben,2014,637643.20604
ben,2015,636614.80629
ben,2016,644332.56145
ben,2017,659970.96049
ben,2018,689767.51539
ben,2019,714527.54962
ben,2020,743105.109
bfa,1960,16777.40959
bfa,1961,17550.36641
bfa,1962,18748.59822
bfa,1963,19202.47328
bfa,1964,19718.0048
bfa,1965,20027.61488
bfa,1966,20279.69157
bfa,1967,20753.3912
bfa,1968,20976.88417
bfa,1969,22491.84548
bfa,1970,22526.85669
bfa,1971,23209.20147
bfa,1972,25033.08166
bfa,1973,25360.40928
bfa,1974,29933.77086
bfa,1975,32731.5799
bfa,1976,37192.41996
bfa,1977,43432.08063
bfa,1978,50985.03655
bfa,1979,55749.22809
bfa,1980,59725.75333
bfa,1981,69082.42662
bfa,1982,80539.5938
bfa,1983,83070.33114
bfa,1984,84701.11695
bfa,1985,90254.39917
bfa,1986,88918.36196
bfa,1987,87495.70622
bfa,1988,93244.83148
bfa,1989,97250.80344
bfa,1990,95831.55562
bfa,1991,97724.81933
bfa,1992,95566.14739
bfa,1993,94843.39784
bfa,1994,107193.52699
bfa,1995,117715.24062
bfa,1996,127560.99235
bfa,1997,133948.01203
bfa,1998,150861.43401
bfa,1999,184901.5498
bfa,2000,181613.45744
bfa,2001,195621.66764
bfa,2002,204413.26962
bfa,2003,217245.43086
bfa,2004,220625.91128
bfa,2005,241449.24801
bfa,2006,247342.33145
bfa,2007,256098.83854
bfa,2008,286958.44314
bfa,2009,293545.46033
bfa,2010,320545.60741
bfa,2011,353989.11641
bfa,2012,387001.89339
bfa,2013,388930.84059
bfa,2014,391473.61751
bfa,2015,386254.72485
bfa,2016,407861.21681
bfa,2017,426780.50747
bfa,2018,446857.00798
bfa,2019,466452.65695
bfa,2020,493814.06813
bgd,1960,427.36917
bgd,1961,468.45742
bgd,1962,480.58624
bgd,1963,489.1268
bgd,1964,481.06132
bgd,1965,511.90391
bgd,1966,540.79377
bgd,1967,589.77904
bgd,1968,589.66849
bgd,1969,648.70746
bgd,1970,672.01301
bgd,1971,641.04684
bgd,1972,566.29006
bgd,1973,930.29421
bgd,1974,1449.97147
bgd,1975,2463.71669
bgd,1976,2096.77781
bgd,1977,2032.34383
bgd,1978,2661.63329
bgd,1979,3055.71448
bgd,1980,3525.59982
bgd,1981,4046.59474
bgd,1982,4423.20469
bgd,1983,4856.96432
bgd,1984,5349.91596
bgd,1985,6381.80172
bgd,1986,7009.74217
bgd,1987,7873.20869
bgd,1988,8445.82776
bgd,1989,9175.11743
bgd,1990,10076.24072
bgd,1991,10465.82703
bgd,1992,11070.41603
bgd,1993,11361.00726
bgd,1994,12011.27479
bgd,1995,13242.84786
bgd,1996,16143.94542
bgd,1997,17143.9931
bgd,1998,18497.2846
bgd,1999,19690.83628
bgd,2000,21033.04848
bgd,2001,22395.25646
bgd,2002,23723.20063
bgd,2003,25841.38813
bgd,2004,27980.43593
bgd,2005,30716.90932
bgd,2006,34227.43515
bgd,2007,38539.06012
bgd,2008,43566.46285
bgd,2009,48317.47751
bgd,2010,54042.78231
bgd,2011,61352.5539
bgd,2012,69878.40912
bgd,2013,78483.37799
bgd,2014,86959.43178
bgd,2015,97007.44393
bgd,2016,109690.7932
bgd,2017,123731.72126
bgd,2018,139455.02162
bgd,2019,155936.35553
bgd,2020,166333.27238
bgr,1980,2.91044
bgr,1981,3.12874
bgr,1982,3.25351
bgr,1983,3.33506
bgr,1984,3.53443
bgr,1985,3.63765
bgr,1986,3.84273
bgr,1987,4.07199
bgr,1988,4.26937
bgr,1989,4.45864
bgr,1990,5.20637
bgr,1991,15.71991
bgr,1992,23.51243
bgr,1993,35.27962
bgr,1994,62.2484
bgr,1995,151.75682
bgr,1996,261.53145
bgr,1997,2289.72585
bgr,1998,3204.64113
bgr,1999,3050.0644
bgr,2000,3442.38518
bgr,2001,3868.9148
bgr,2002,4347.07313
bgr,2003,4712.07359
bgr,2004,5339.12757
bgr,2005,6138.84461
bgr,2006,7052.79316
bgr,2007,8409.81411
bgr,2008,9715.01493
bgr,2009,9830.34782
bgr,2010,10124.62642
bgr,2011,11039.85097
bgr,2012,11312.23268
bgr,2013,11320.09886
bgr,2014,11648.81274
bgr,2015,12482.5672
bgr,2016,13382.83854
bgr,2017,14519.70189
bgr,2018,15653.18318
bgr,2019,17259.08213
bgr,2020,17298.93676
bhr,1980,3217.86511
bhr,1981,3485.24538
bhr,1982,3551.7278
bhr,1983,3542.43021
bhr,1984,3606.04371
bhr,1985,3273.74424
bhr,1986,2647.65455
bhr,1987,2840.6545
bhr,1988,2992.48922
bhr,1989,3019.65781
bhr,1990,3206.9236
bhr,1991,3404.9223
bhr,1992,3415.14332
bhr,1993,3646.50549
bhr,1994,3809.02145
bhr,1995,3901.73444
bhr,1996,3964.8428
bhr,1997,4012.7614
bhr,1998,3788.67747
bhr,1999,3910.98737
bhr,2000,5127.2927
bhr,2001,4838.43452
bhr,2002,4906.76606
bhr,2003,5347.48584
bhr,2004,5958.28624
bhr,2005,6752.73321
bhr,2006,7259.62336
bhr,2007,7887.1423
bhr,2008,8672.98557
bhr,2009,7277.8263
bhr,2010,7791.4985
bhr,2011,8465.34022
bhr,2012,8894.04296
bhr,2013,9303.85566
bhr,2014,9396.02851
bhr,2015,8510.4162
bhr,2016,8500.77816
bhr,2017,8927.34444
bhr,2018,9056.31945
bhr,2019,8855.52571
bhr,2020,7674.14225
bhs,1960,1581.27305
bhs,1961,1684.34403
bhs,1962,1787.89681
bhs,1963,1904.35056
bhs,1964,2034.32931
bhs,1965,2187.63387
bhs,1966,2369.15993
bhs,1967,2607.76695
bhs,1968,2860.42055
bhs,1969,3279.45698
bhs,1970,3185.22105
bhs,1971,3297.41107
bhs,1972,3322.21991
bhs,1973,3696.03182
bhs,1974,3416.43932
bhs,1975,3156.25083
bhs,1976,3328.61594
bhs,1977,3617.45307
bhs,1978,4131.38643
bhs,1979,5533.25194
bhs,1980,6340.78703
bhs,1981,6624.99245
bhs,1982,7168.16089
bhs,1983,7698.08303
bhs,1984,8877.70591
bhs,1985,9893.042
bhs,1986,10344.32265
bhs,1987,11156.55725
bhs,1988,11387.70908
bhs,1989,12163.43977
bhs,1990,12356.231
bhs,1991,11919.83357
bhs,1992,11686.73974
bhs,1993,11406.85813
bhs,1994,11814.43471
bhs,1995,12238.60461
bhs,1996,12708.64145
bhs,1997,22036.10068
bhs,1998,23514.17756
bhs,1999,26130.01296
bhs,2000,27098.15632
bhs,2001,27486.23677
bhs,2002,28867.0825
bhs,2003,28327.81367
bhs,2004,28396.01371
bhs,2005,30279.39221
bhs,2006,30713.79806
bhs,2007,31472.28554
bhs,2008,30627.32775
bhs,2009,28552.51716
bhs,2010,28443.88848
bhs,2011,28005.9124
bhs,2012,29485.86422
bhs,2013,28583.0233
bhs,2014,30065.1602
bhs,2015,31776.05559
bhs,2016,31732.91914
bhs,2017,32376.50917
bhs,2018,33290.02814
bhs,2019,33799.41769
bhs,2020,25194.02514
bih,1994,516.80072
bih,1995,698.60315
bih,1996,1113.70201
bih,1997,1704.27669
bih,1998,1939.87689
bih,1999,2298.20858
bih,2000,3150.90577
bih,2001,3375.8823
bih,2002,3719.32428
bih,2003,3914.7542
bih,2004,4250.08581
bih,2005,4687.59161
bih,2006,5326.68444
bih,2007,5992.32289
bih,2008,6797.43088
bih,2009,6637.81732
bih,2010,6845.2579
bih,2011,7164.71524
bih,2012,7274.03979
bih,2013,7559.07218
bih,2014,7856.94338
bih,2015,8336.55152
bih,2016,8831.1097
bih,2017,9361.75375
bih,2018,10061.6036
bih,2019,10692.44877
bih,2020,10436.47874
blr,1990,0.00004
blr,1991,0.00009
blr,1992,0.0009
blr,1993,0.00962
blr,1994,0.17398
blr,1995,1.19095
blr,1996,1.88826
blr,1997,3.62572
blr,1998,6.97144
blr,1999,30.17994
blr,2000,91.52462
blr,2001,172.96787
blr,2002,264.94524
blr,2003,373.23402
blr,2004,513.78263
blr,2005,673.29959
blr,2006,825.27462
blr,2007,1016.27212
blr,2008,1362.20617
blr,2009,1494.97669
blr,2010,1797.43513
blr,2011,3247.269
blr,2012,5796.82658
blr,2013,7102.33521
blr,2014,8528.24703
blr,2015,9503.12734
blr,2016,10026.95108
blr,2017,11179.65144
blr,2018,12959.2633
blr,2019,14303.13815
blr,2020,15672.36165
blz,1960,435.58565
blz,1961,452.02851
blz,1962,467.29506
blz,1963,481.34977
blz,1964,501.66878
blz,1965,539.95477
blz,1966,580.71478
blz,1967,609.5451
blz,1968,646.18964
blz,1969,662.36826
blz,1970,727.59117
blz,1971,778.07604
blz,1972,831.28854
blz,1973,987.67151
blz,1974,1344.19862
blz,1975,1603.58386
blz,1976,1599.04694
blz,1977,1717.64362
blz,1978,1961.50387
blz,1979,2148.58955
blz,1980,2746.43369
blz,1981,2657.54824
blz,1982,2405.58635
blz,1983,2465.7064
blz,1984,2674.07524
blz,1985,2578.78149
blz,1986,2732.08335
blz,1987,3224.66267
blz,1988,3576.00264
blz,1989,4023.89359
blz,1990,4394.32319
blz,1991,4653.44833
blz,1992,5337.06284
blz,1993,5669.37685
blz,1994,5764.30417
blz,1995,5995.52092
blz,1996,6006.36525
blz,1997,5908.45447
blz,1998,5986.0672
blz,1999,6132.19028
blz,2000,6728.98346
blz,2001,6808.84117
blz,2002,7052.16303
blz,2003,7301.21294
blz,2004,7604.52632
blz,2005,7770.06815
blz,2006,8310.64777
blz,2007,8504.79081
blz,2008,8808.6164
blz,2009,8373.04
blz,2010,8541.56017
blz,2011,8846.99368
blz,2012,9011.20119
blz,2013,9137.28246
blz,2014,9436.87316
blz,2015,9540.46531
blz,2016,9713.9465
blz,2017,9891.7154
blz,2018,10002.84431
blz,2019,10157.61989
blz,2020,8230.35402
bmu,1960,1630.63063
bmu,1961,1681.31868
bmu,1962,1731.75966
bmu,1963,1731.65618
bmu,1964,1885.48057
bmu,1965,1956.08782
bmu,1966,2254.90196
bmu,1967,2592.30769
bmu,1968,2830.18868
bmu,1969,3053.7037
bmu,1970,3387.27273
bmu,1971,3866.30037
bmu,1972,4343.17343
bmu,1973,5009.29368
bmu,1974,5853.93258
bmu,1975,6509.43396
bmu,1976,7261.2782
bmu,1977,8370.78652
bmu,1978,8876.86567
bmu,1979,9613.3829
bmu,1980,11218.21782
bmu,1981,13425.97697
bmu,1982,14166.17129
bmu,1983,15902.02038
bmu,1984,17469.82557
bmu,1985,18269.53552
bmu,1986,20450.66453
bmu,1987,22411.79567
