geo,time,cm_mkt_indx_zg
bhr,2005,20.80118
bhr,2006,-2.24407
bhr,2007,34.99062
bhr,2009,-19.96879
bhr,2010,9.96791
bhr,2011,-14.36843
bhr,2012,-4.47485
bhr,2013,35.83134
bhr,2014,4.12569
bhr,2015,-12.34095
bhr,2016,18.55169
bhr,2017,5.29849
bhr,2018,-6.54701
bhr,2019,37.14059
bhr,2020,-13.55237
bra,1996,29.8
bra,1997,21.763
bra,1998,-43.0028
bra,1999,66.9
bra,2000,-10.33672
bra,2001,-22.51263
bra,2002,-32.96
bra,2003,105.37
bra,2004,33.68
bra,2005,47.6437
bra,2006,43.06659
bra,2007,74.67163
bra,2008,-57.17827
bra,2009,125.11006
bra,2010,6.50041
bra,2011,-24.41433
bra,2012,-0.26977
bra,2013,-19.13935
bra,2014,-18.37772
bra,2015,-44.29808
bra,2016,62.56864
bra,2017,22.58944
bra,2018,-4.45071
bra,2019,25.9985
bra,2020,-18.95035
bwa,1997,99.7742
bwa,1998,9.1925
bwa,1999,45.6
bwa,2000,-6.91313
bwa,2001,43.93854
bwa,2002,31.15
bwa,2003,25.57
bwa,2004,21.1
bwa,2005,-3.2419
bwa,2006,53.01781
bwa,2007,37.21443
bwa,2008,-38.40631
bwa,2009,24.33381
bwa,2010,-6.76804
bwa,2011,-7.48314
bwa,2012,8.09823
bwa,2013,8.17237
bwa,2014,-0.75462
bwa,2015,-2.74851
bwa,2016,-11.31852
bwa,2017,-0.75382
bwa,2018,-21.94939
bwa,2019,-7.28374
bwa,2020,-8.18677
can,1990,-17.08868
can,1991,7.55628
can,1992,-13.55882
can,1993,23.516
can,1994,-7.46478
can,1995,15.32314
can,1996,25.28725
can,1997,7.62351
can,1998,-10.06003
can,1999,33.12893
can,2000,3.97285
can,2001,-18.129
can,2002,-12.35546
can,2003,53.62241
can,2004,22.26931
can,2005,25.97545
can,2006,16.26323
can,2007,26.42699
can,2008,-49.04018
can,2009,57.53309
can,2010,22.02772
can,2011,-14.70643
can,2012,5.99382
can,2013,2.97976
can,2014,-2.13617
can,2015,-26.16683
can,2016,22.56203
can,2017,13.74672
can,2018,-19.37613
can,2019,25.32262
can,2020,4.48317
che,1990,-6.39279
che,1991,8.52773
che,1992,9.39543
che,1993,40.7704
che,1994,1.96064
che,1995,39.85337
che,1996,1.30931
che,1997,42.45362
che,1998,21.73061
che,1999,-6.29072
che,2000,9.43269
che,2001,-23.35766
che,2002,-11.83859
che,2003,33.78069
che,2004,14.12231
che,2005,14.80437
che,2006,26.96455
che,2007,4.95554
che,2008,-30.59794
che,2009,24.50505
che,2010,11.03874
che,2011,-9.41076
che,2012,18.12944
che,2013,25.7347
che,2014,-0.47957
che,2015,-0.82757
che,2016,-6.12507
che,2017,21.093
che,2018,-11.95697
che,2019,29.15973
che,2020,10.42779
chl,1996,-17.1
chl,1997,3.6168
chl,1998,-29.767
chl,1999,35.8
chl,2000,-15.21179
chl,2001,-8.32868
chl,2002,-14.84
chl,2003,79.47
chl,2004,18.28
chl,2005,14.6523
chl,2006,28.62814
chl,2007,22.6305
chl,2008,-41.24287
chl,2009,83.99035
chl,2010,47.24033
chl,2011,-24.13657
chl,2012,11.40411
chl,2013,-22.05937
chl,2014,-12.89602
chl,2015,-19.15657
chl,2016,16.65548
chl,2017,41.63678
chl,2018,-20.39202
chl,2019,-18.46114
chl,2020,-8.85362
chn,1996,36.3
chn,1997,-25
chn,1998,-52.6497
chn,1999,102.2
chn,2000,-9.80355
chn,2001,-19.47644
chn,2002,-14.51
chn,2003,77.67
chn,2004,-2.11
chn,2005,13.31118
chn,2006,80.71936
chn,2007,66.60972
chn,2008,-52.70443
chn,2009,66.26379
chn,2010,6.91468
chn,2011,-21.67267
chn,2012,17.17117
chn,2013,7.26435
chn,2014,3.02638
chn,2015,-6.00718
chn,2016,-2.025
chn,2017,46.03002
chn,2018,-20.51548
chn,2019,19.26135
chn,2020,27.87223
civ,1997,-10.5728
civ,1998,4.419
civ,1999,-12.1
civ,2000,-25.57895
civ,2001,-2.36917
civ,2002,17.36
civ,2003,27.36
civ,2004,41.1
civ,2005,16.86602
civ,2006,35.55338
civ,2007,115.55636
civ,2008,-16.9393
civ,2009,-10.71018
civ,2010,19.32492
civ,2011,-15.15335
civ,2012,27.19393
civ,2013,37.48274
civ,2014,0.04431
civ,2015,7.58978
civ,2016,-1.25731
civ,2017,-2.48825
civ,2018,-33.90691
civ,2019,-7.86641
civ,2020,2.9595
col,1996,5.9
col,1997,30.3687
col,1998,-46.7706
col,1999,-19.7
col,2000,-43.76772
col,2001,25.19195
col,2002,9.73
col,2003,27.27
col,2004,115.39
col,2005,108.05656
col,2006,12.65764
col,2007,12.73624
col,2009,75.72172
col,2010,44.05827
col,2011,-12.00378
col,2012,29.14243
col,2013,-17.8417
col,2014,-19.79664
col,2015,-41.04159
col,2016,22.69755
col,2017,11.87523
col,2018,-19.30535
col,2019,27.18467
col,2020,-17.94928
cyp,2011,-71.90666
cyp,2012,-41.24765
cyp,2013,-56.81693
cyp,2014,-43.32934
cyp,2015,-40.90045
cyp,2016,-2.14953
cyp,2017,40.32314
cyp,2018,-19.67908
cyp,2019,-10.12013
cyp,2020,-10.39023
cze,1996,16.9
cze,1997,-22.0068
cze,1998,-7.2551
cze,1999,4.2
cze,2000,-0.56732
cze,2001,-13.71244
cze,2002,38.9
cze,2003,54.44
cze,2004,76.34
cze,2005,43.51803
cze,2006,30.90289
cze,2007,49.72088
cze,2008,-45.92551
cze,2009,23.00873
cze,2010,0.20595
cze,2011,-15.01806
cze,2012,-3.22702
cze,2013,-15.69306
cze,2014,-10.4571
cze,2015,-13.12257
cze,2016,-6.57888
cze,2017,37.78203
cze,2018,-8.20236
cze,2019,-0.76208
cze,2020,-4.09667
deu,1990,-11.86012
deu,1991,11.1624
deu,1992,-8.00097
deu,1993,36.684
deu,1994,4.12875
deu,1995,15.65283
deu,1996,17.98229
deu,1997,28.02266
deu,1998,25.23984
deu,1999,20.06611
deu,2000,-13.46115
deu,2001,-24.5583
deu,2002,-33.53901
deu,2003,64.03047
deu,2004,16.75468
deu,2005,10.26147
deu,2006,35.95672
deu,2007,36.41053
deu,2008,-42.79786
deu,2009,25.82431
deu,2010,7.35079
deu,2011,-16.641
deu,2012,29.05965
deu,2013,25.48175
deu,2014,2.6527
deu,2015,9.5605
deu,2016,6.87005
deu,2017,12.51261
deu,2018,-18.25937
deu,2019,25.47647
deu,2020,3.5457
dnk,1990,-2.73416
dnk,1991,11.63326
dnk,1992,-28.86764
dnk,1993,33.5597
dnk,1994,3.49155
dnk,1995,18.14611
dnk,1996,21.32469
dnk,1997,28.64042
dnk,1998,7.89604
dnk,1999,-0.07505
dnk,2000,14.23369
dnk,2001,-16.79982
dnk,2002,-12.28124
dnk,2003,55.8246
dnk,2004,30.38976
dnk,2005,20.96244
dnk,2006,38.20854
dnk,2007,19.46622
dnk,2008,-50.99419
dnk,2009,40.60252
dnk,2010,25.06334
dnk,2011,-17.30689
dnk,2012,29.40437
dnk,2013,31.27629
dnk,2014,6.48738
dnk,2015,22.36982
dnk,2016,-14.03182
dnk,2017,32.89806
dnk,2018,-15.73989
dnk,2019,25.33361
dnk,2020,40.90835
ecu,1997,-8.7244
ecu,1998,-36.9026
ecu,1999,-77.1
ecu,2000,33.00449
ecu,2001,85.3675
ecu,2002,23.35
ecu,2003,14.63
ecu,2004,46.7
ecu,2005,25.9986
ecu,2006,31.96607
ecu,2007,3.75092
ecu,2008,-8.80471
ecu,2009,-13.14748
ecu,2010,9.69495
ecu,2011,-9.55281
ecu,2012,-7.44441
ecu,2013,12.27218
ecu,2014,0.7265
ecu,2015,-23.37106
ecu,2016,-19.00846
ecu,2017,-22.28774
ecu,2018,22.60117
egy,1998,-30.8592
egy,1999,24.2
egy,2000,-45.64647
egy,2001,-45.52976
egy,2002,-5.78
egy,2003,79.31
egy,2004,126.4
egy,2005,158.04744
egy,2006,10.21717
egy,2007,52.238
egy,2008,-55.84968
egy,2009,35.5539
egy,2010,11.50164
egy,2011,-49.14383
egy,2012,41.1782
egy,2013,12.07829
egy,2014,26.30264
egy,2015,-27.50033
egy,2016,-22.85089
egy,2017,21.00133
egy,2018,-10.25637
egy,2019,25.37945
egy,2020,-22.4091
esp,1990,-13.24733
esp,1991,10.21413
esp,1992,-27.23415
esp,1993,21.5114
esp,1994,-6.22699
esp,1995,25.83573
esp,1996,33.4024
esp,1997,26.6294
esp,1998,47.02208
esp,1999,4.13601
esp,2000,-17.58494
esp,2001,-12.42374
esp,2002,-13.7692
esp,2003,54.93555
esp,2004,25.98449
esp,2005,3.37507
esp,2006,46.9773
esp,2007,18.20889
esp,2008,-42.83278
esp,2009,29.0176
esp,2010,-24.49614
esp,2011,-16.77282
esp,2012,1.50386
esp,2013,31.6004
esp,2014,-6.65367
esp,2015,-17.41197
esp,2016,-4.60017
esp,2017,22.78062
esp,2018,-18.64979
esp,2019,8.58639
esp,2020,-7.51167
est,1998,-65.42
est,1999,42.3
est,2000,4.47064
est,2001,-3.71523
est,2002,66.26
est,2003,41.48
est,2004,70.5
est,2005,22.8374
est,2006,30.32972
est,2007,-15.52855
est,2008,-65.49916
est,2009,32.89011
est,2010,56.02515
est,2011,-23.2868
est,2012,24.55417
est,2013,4.03294
est,2014,-28.46311
est,2015,6.10827
est,2016,16.83372
est,2017,29.27386
est,2018,-17.35131
est,2019,3.39651
est,2020,13.83117
fin,1990,-26.04819
fin,1991,-22.49741
fin,1992,-16.11027
fin,1993,78.3304
fin,1994,50.22537
fin,1995,2.15019
fin,1996,36.08222
fin,1997,15.61223
fin,1998,103.22567
fin,1999,138.57548
fin,2000,-10.57219
fin,2001,-37.60643
fin,2002,-28.01201
fin,2003,19.58903
fin,2004,6.20909
fin,2005,13.57904
fin,2006,28.52212
fin,2007,39.55921
fin,2008,-56.84719
fin,2009,17.51986
fin,2010,10.72261
fin,2011,-33.08907
fin,2012,12.67863
fin,2013,35.43555
fin,2014,-5.62584
fin,2015,0.46848
fin,2016,-1.0184
fin,2017,18.89436
fin,2018,-11.31433
fin,2019,7.98982
fin,2020,18.16386
fra,1990,-14.84552
fra,1991,15.16656
fra,1992,-1.12088
fra,1993,13.98923
fra,1994,-7.98977
fra,1995,8.18813
fra,1996,17.00778
fra,1997,12.1835
fra,1998,39.87958
fra,1999,30.22426
fra,2000,-6.90675
fra,2001,-26.60137
fra,2002,-21.24946
fra,2003,38.89639
fra,2004,15.8791
fra,2005,7.71371
fra,2006,30.99714
fra,2007,12.01235
fra,2008,-45.15663
fra,2009,25.63725
fra,2010,-9.85057
fra,2011,-19.47421
fra,2012,15.23066
fra,2013,17.98592
fra,2014,-0.54004
fra,2015,8.52636
fra,2016,4.8576
fra,2017,9.26
fra,2018,-10.95273
fra,2019,26.36761
fra,2020,-7.13693
gbr,1990,5.89151
gbr,1991,12.74138
gbr,1992,-7.8091
gbr,1993,17.46769
gbr,1994,-5.02489
gbr,1995,19.18001
gbr,1996,23.57072
gbr,1997,19.80109
gbr,1998,15.4861
gbr,1999,14.45465
gbr,2000,-16.91451
gbr,2001,-18.36997
gbr,2002,-16.35832
gbr,2003,25.81288
gbr,2004,15.51999
gbr,2005,4.70329
gbr,2006,26.05824
gbr,2007,5.16378
gbr,2008,-49.51762
gbr,2009,35.24656
gbr,2010,5.23845
gbr,2011,-6.05035
gbr,2012,5.84195
gbr,2013,14.43383
gbr,2014,-2.71148
gbr,2015,-4.93094
gbr,2016,14.42589
gbr,2017,7.62919
gbr,2018,-12.48342
gbr,2019,12.10297
gbr,2020,-14.34424
gha,1997,-32.3881
gha,1998,17.2842
gha,1999,-33.5
gha,2000,-50.89906
gha,2001,4.49219
gha,2002,27.57
gha,2003,65.38
gha,2004,32.7
gha,2005,-33.92827
gha,2006,9.71977
gha,2007,21.58306
gha,2008,-10.40878
gha,2009,-42.70009
gha,2010,94.06224
gha,2011,-22.8177
gha,2012,7.73527
gha,2013,54.91096
gha,2014,-22.52433
gha,2015,-29.61678
gha,2016,-19.25936
gha,2017,49.12695
gha,2018,-17.67813
gha,2019,-23.60517
gha,2020,-17.41918
grc,1995,11.53391
grc,1996,9.84129
grc,1997,38.45065
grc,1998,96.3914
grc,1999,50.07821
grc,2000,-48.78824
grc,2001,-32.49807
grc,2002,-26.38242
grc,2003,64.0897
grc,2004,36.4829
grc,2005,14.12697
grc,2006,36.0688
grc,2007,28.56007
grc,2008,-66.49597
grc,2009,22.10439
grc,2010,-43.75047
grc,2011,-58.34576
grc,2012,24.65907
grc,2013,46.42415
grc,2014,-39.65144
grc,2015,-47.93718
grc,2016,-0.22866
grc,2017,30.26005
grc,2018,-32.31555
grc,2019,46.34666
grc,2020,-13.54117
hkg,1990,2.11226
hkg,1991,44.99262
hkg,1992,28.19379
hkg,1993,113.2023
hkg,1994,-32.78572
hkg,1995,20.42234
hkg,1996,34.72531
hkg,1997,-21.9199
hkg,1998,-14.23269
hkg,1999,58.15195
hkg,2000,-12.56716
hkg,2001,-18.95223
hkg,2002,-18.92248
hkg,2003,39.43623
hkg,2004,19.25802
hkg,2005,8.07599
hkg,2006,28.20766
hkg,2007,36.08968
hkg,2008,-53.88148
hkg,2009,67.10347
hkg,2010,21.28606
hkg,2011,-20.16943
hkg,2012,22.62403
hkg,2013,7.62448
hkg,2014,0.11734
hkg,2015,-5.36621
hkg,2016,-3.06862
hkg,2017,27.819
hkg,2018,-11.45658
hkg,2019,5.09074
hkg,2020,5.10208
hrv,1998,-33.79
hrv,1999,-18.1
hrv,2000,10.90406
hrv,2001,-3.51023
hrv,2002,44.19
hrv,2003,12.79
hrv,2004,-7.7
hrv,2005,7.41761
hrv,2006,85.15232
hrv,2007,68.06189
hrv,2008,-59.2786
hrv,2009,31.11478
hrv,2010,-0.40429
hrv,2011,-30.34016
hrv,2012,-5.20249
hrv,2013,3.19653
hrv,2014,-12.68605
hrv,2015,-4.71679
hrv,2016,15.50851
hrv,2017,6.38562
hrv,2018,-9.33379
hrv,2019,13.37775
hrv,2020,-2.12576
hun,1996,99.9
hun,1997,59.9593
hun,1998,-10.835
hun,1999,15.2
hun,2000,-28.22853
hun,2001,-10.28746
hun,2002,34.58
hun,2003,28.57
hun,2004,93.69
hun,2005,16.08876
hun,2006,31.3717
hun,2007,13.07593
hun,2008,-62.53553
hun,2009,72.96898
hun,2010,-10.75066
hun,2011,-35.28926
hun,2012,18.73165
hun,2013,0.18824
hun,2014,-28.6599
hun,2015,28.78871
hun,2016,32.82254
hun,2017,34.2927
hun,2018,-8.4685
hun,2019,13.80094
hun,2020,-12.33046
idn,1996,16.4
idn,1997,-73.629
idn,1998,-28.0749
idn,1999,95.1
idn,2000,-61.04171
idn,2001,-18.53261
idn,2002,33.29
idn,2003,69.72
idn,2004,39.34
idn,2005,9.07937
idn,2006,67.92782
idn,2007,49.26632
idn,2008,-61.07284
idn,2009,130.06668
idn,2010,37.89422
idn,2011,1.13587
idn,2012,2.81133
idn,2013,-24.20733
idn,2014,20.47956
idn,2015,-23.09157
idn,2016,16.37711
idn,2017,16.63817
idn,2018,-9.54202
idn,2019,7.09567
idn,2020,-9.67332
ind,1996,-2
ind,1997,5.801
ind,1998,-22.9754
ind,1999,81
ind,2000,-31.08166
ind,2001,-19.9151
ind,2002,6.83
ind,2003,76.52
ind,2004,20.09
ind,2005,33.56282
ind,2006,46.70103
ind,2007,78.58046
ind,2008,-64.13702
ind,2009,94.13997
ind,2010,18.72243
ind,2011,-38.04853
ind,2012,23.33122
ind,2013,-6.3359
ind,2014,31.62886
ind,2015,-3.91022
ind,2016,-0.15006
ind,2017,44.42353
ind,2018,-11.36739
ind,2019,6.09012
ind,2020,15.77072
irl,1990,-21.24166
irl,1991,16.25684
irl,1992,-18.80177
irl,1993,36.2276
irl,1994,8.20392
irl,1995,28.65215
irl,1996,27.92353
irl,1997,29.95377
irl,1998,36.08747
irl,1999,-17.43453
irl,2000,9.14006
irl,2001,-5.44197
irl,2002,-21.22363
irl,2003,49.8537
irl,2004,38.0074
irl,2005,-1.01582
irl,2006,41.20021
irl,2007,-19.62008
irl,2008,-69.9427
irl,2009,44.74778
irl,2010,-7.68454
irl,2011,-1.52017
irl,2012,19.40248
irl,2013,43.19102
irl,2014,0.81137
irl,2015,24.17885
irl,2016,-6.97547
irl,2017,24.31452
irl,2018,-21.84347
irl,2019,29.96765
irl,2020,10.40018
isr,1995,24.9582
isr,1996,-5.50235
isr,1997,22.49618
isr,1998,-7.7875
isr,1999,73.76137
isr,2000,8.58867
isr,2001,-34.62667
isr,2002,-30.53676
isr,2003,60.19742
isr,2004,13.84639
isr,2005,23.26687
isr,2006,-5.8038
isr,2007,33.00967
isr,2008,-34.67593
isr,2009,56.7785
isr,2010,7.36225
isr,2011,-29.74042
isr,2012,3.103
isr,2013,13.62193
isr,2014,8.75527
isr,2015,4.749
isr,2016,-17.01226
isr,2017,9.46727
isr,2018,-3.81896
isr,2019,18.41743
isr,2020,17.37783
ita,1990,-16.02743
ita,1991,-3.0088
ita,1992,-29.88405
ita,1993,23.5368
ita,1994,10.15867
ita,1995,-3.94808
ita,1996,9.36107
ita,1997,34.60653
ita,1998,53.17122
ita,1999,4.27531
ita,2000,-1.98879
ita,2001,-28.20025
ita,2002,-9.64164
ita,2003,37.16502
ita,2004,27.29094
ita,2005,-0.24862
ita,2006,30.61533
ita,2007,1.59619
ita,2008,-52.59906
ita,2009,23.09159
ita,2010,-17.36607
ita,2011,-27.60953
ita,2012,11.02804
ita,2013,23.05811
ita,2014,-12.02027
ita,2015,3.19987
ita,2016,-13.00339
ita,2017,29.7703
ita,2018,-20.94888
ita,2019,24.53738
ita,2020,2.68352
jam,1997,7.174
jam,1998,-21.2627
jam,1999,1.9
jam,2000,45.5856
jam,2001,4.34126
jam,2002,40.04
jam,2003,-3.43
jam,2004,107.4
jam,2005,-14.05065
jam,2006,-1.5476
jam,2007,0.32297
jam,2008,-38.19
jam,2009,-15.83187
jam,2010,22.36149
jam,2011,28.42879
jam,2012,-18.50003
jam,2013,-18.93284
jam,2014,-4.38935
jam,2015,74.86222
jam,2016,22.806
jam,2017,59.95299
jam,2018,29.22015
jam,2019,26.84135
jam,2020,-29.49628
jor,1996,1.1
jor,1997,12.6252
jor,1998,2.9963
jor,1999,-3.6
jor,2000,-24.47817
jor,2001,31.36961
jor,2002,-2.13
jor,2003,65.42
jor,2004,55
jor,2005,117.81268
jor,2006,-35.95239
jor,2007,32.58717
jor,2009,-13.89776
jor,2010,-8.57226
jor,2011,-16.23597
jor,2012,-5.13655
jor,2013,2.99628
jor,2014,-0.81711
jor,2015,0.85404
jor,2016,-0.29051
jor,2017,-5.09564
jor,2018,-0.35486
jor,2019,-5.69508
jor,2020,-20.54524
jpn,1990,-34.78051
jpn,1991,3.55427
jpn,1992,-25.71146
jpn,1993,14.72646
jpn,1994,27.14623
jpn,1995,-3.09839
jpn,1996,-12.99
jpn,1997,-29.76735
jpn,1998,2.69923
jpn,1999,53.33207
jpn,2000,-34.86113
jpn,2001,-33.22705
jpn,2002,-9.85463
jpn,2003,37.74083
jpn,2004,11.77294
jpn,2005,22.50035
jpn,2006,5.92021
jpn,2007,-6.18727
jpn,2008,-27.72685
jpn,2009,16.39863
jpn,2010,9.61429
jpn,2011,-12.23889
jpn,2012,22.94204
jpn,2013,56.71985
jpn,2014,7.11705
jpn,2015,9.07089
jpn,2016,0.42377
jpn,2017,19.09856
jpn,2018,-12.08073
jpn,2019,18.19581
jpn,2020,16.01053
kaz,2008,-47.03275
kaz,2009,1.53229
kaz,2010,-0.96961
kaz,2011,-36.40276
kaz,2012,-12.68209
kaz,2013,-22.5117
kaz,2014,-15.98498
kaz,2015,-47.63553
kaz,2016,29.6013
kaz,2017,80.2537
kaz,2018,-38.28676
kaz,2019,0.20585
kaz,2020,7.18359
ken,1997,-10.9619
ken,1998,13.8069
ken,1999,-27.5
ken,2000,-8.11803
ken,2001,-22.71051
ken,2002,42.19
ken,2003,186.21001
ken,2004,-15
ken,2005,59.9862
ken,2006,60.30194
ken,2007,11.81272
ken,2008,-40.30563
ken,2009,0.55554
ken,2010,33.7983
ken,2011,-31.63197
ken,2012,43.22717
ken,2013,37.90111
ken,2014,13.83412
ken,2015,-24.15689
ken,2016,-11.83211
ken,2017,23.45949
ken,2018,-14.72604
ken,2019,26.59491
ken,2020,-21.60695
kor,1996,-38.7
kor,1997,-68.9061
kor,1998,120.6911
kor,1999,106.5
kor,2000,-57.09978
kor,2001,51.22471
kor,2002,5.76
kor,2004,25.71
kor,2005,58.83054
kor,2006,13.30032
kor,2007,27.66324
kor,2008,-55.6178
kor,2009,67.24844
kor,2010,25.25815
kor,2011,-10.8974
kor,2012,18.87783
kor,2013,3.14675
kor,2014,-9.95935
kor,2015,-5.01212
kor,2016,2.24783
kor,2017,43.43702
kor,2018,-21.89458
kor,2019,7.2199
kor,2020,44.13952
kwt,2006,-4.587
kwt,2007,39.93893
kwt,2009,-10.40778
kwt,2010,29.12401
kwt,2011,-21.35595
kwt,2012,-2.98521
kwt,2013,1.69853
kwt,2014,-8.73378
kwt,2015,-18.30701
kwt,2016,-2.03893
kwt,2017,11.57309
kwt,2018,9.15028
kwt,2019,26.87036
kwt,2020,-12.68279
lbn,1999,-18
lbn,2000,-18.58537
lbn,2001,-29.22409
lbn,2002,5.69
lbn,2003,0.94
lbn,2004,53.5
lbn,2005,111.77155
lbn,2006,-9.2257
lbn,2007,40.51892
lbn,2008,-25.26668
lbn,2009,43.35737
lbn,2010,-8.70705
lbn,2011,-22.21231
lbn,2012,-2.32545
lbn,2013,-5.66955
lbn,2014,0.97333
lbn,2015,0.58892
lbn,2016,4.98578
lbn,2017,-13.26788
lbn,2018,-13.98499
lbn,2019,-18.0643
lbn,2020,23.96045
lka,1996,-8.6
lka,1997,22.3496
lka,1998,-29.2014
lka,1999,-6
lka,2000,-41.73015
lka,2001,36.5334
lka,2002,28.41
lka,2003,35.61
lka,2004,-59.2
lka,2005,29.2938
lka,2006,45.29128
lka,2007,-10.56798
lka,2009,118.04929
lka,2010,84.59059
lka,2011,-23.04025
lka,2012,-13.10275
lka,2013,3.92762
lka,2014,24.16229
lka,2015,-19.34562
lka,2016,-10.17572
lka,2017,2.10016
lka,2018,-24.11632
lka,2019,-4.02371
lka,2020,-6.87647
ltu,1997,8.6529
ltu,1998,-39.1768
ltu,1999,9.5
ltu,2000,4.90872
ltu,2001,-23.62626
ltu,2002,25.67
ltu,2003,117.9
ltu,2004,56.2
ltu,2005,6.19448
ltu,2006,9.68306
ltu,2007,14.30767
ltu,2008,-73.01774
ltu,2009,36.67085
ltu,2010,43.95667
ltu,2011,-16.13879
ltu,2012,14.91738
ltu,2013,11.41962
ltu,2014,-15.41576
ltu,2015,-10.45126
ltu,2016,14.55895
ltu,2017,33.37971
ltu,2018,-20.70657
ltu,2019,12.11963
ltu,2020,21.54188
lux,2006,24.38091
lux,2007,41.87375
lux,2008,-64.26148
lux,2009,76.73172
lux,2010,-3.34477
lux,2011,-34.4468
lux,2012,0.55252
lux,2013,9.95857
lux,2014,-14.35372
lux,2015,-29.25993
lux,2016,16.90773
lux,2017,19.8842
lux,2018,-21.53793
lux,2019,-10.88368
lux,2020,13.40333
lva,1998,-67.4
lva,1999,-9.5
lva,2000,41.19241
lva,2001,60.10077
lva,2002,-14.09
lva,2003,62.59
lva,2004,49.8
lva,2005,32.82984
lva,2006,1.50903
lva,2007,1.86886
lva,2008,-58.70642
lva,2009,2.18965
lva,2010,39.41443
lva,2011,-17.34055
