geo,time,dc_dac_nzll_cd
kor,1987,50000.00075
kor,1988,19999.99955
kor,1989,9999.99978
kwt,2003,9999.99978
kwt,2004,109999.9994
lao,1972,59999.99866
lao,1973,189999.99762
lao,1974,200000.00298
lao,1975,100000.00149
lao,1976,409999.99642
lao,1977,19999.99955
lao,1978,9999.99978
lao,1979,9999.99978
lao,1981,19999.99955
lao,1984,9999.99978
lao,1985,19999.99955
lao,1986,9999.99978
lao,1987,9999.99978
lao,1988,9999.99978
lao,1989,9999.99978
lao,1990,9999.99978
lao,1991,19999.99955
lao,1992,19999.99955
lao,1993,29999.99933
lao,1994,219999.99881
lao,1995,349999.99404
lao,1996,779999.97139
lao,1997,720000.02861
lao,1998,779999.97139
lao,1999,899999.97616
lao,2000,649999.97616
lao,2001,670000.01669
lao,2002,920000.01669
lao,2003,899999.97616
lao,2004,1669999.95708
lao,2005,1200000.04768
lao,2006,2519999.98093
lao,2007,2009999.99046
lao,2008,2630000.11444
lao,2009,1389999.98569
lao,2010,2619999.88556
lao,2011,2450000.04768
lao,2012,4940000.05722
lao,2013,4550000.19073
lao,2014,5250000
lao,2015,3829999.92371
lao,2016,5010000.22888
lao,2017,6150000.09537
lao,2018,6480000.01907
lao,2019,5349999.90463
lbn,1984,29999.99933
lbn,1985,9999.99978
lbn,1986,19999.99955
lbn,1994,9999.99978
lbn,1995,19999.99955
lbn,1996,140000.0006
lbn,1997,9999.99978
lbn,2006,810000.00238
lbn,2008,610000.01431
lbn,2009,550000.01192
lbn,2010,629999.99523
lbn,2011,689999.99762
lbn,2012,400000.00596
lbr,1996,100000.00149
lbr,1999,50000.00075
lbr,2003,180000.00715
lbr,2004,50000.00075
lbr,2005,90000.00358
lby,2011,790000.02146
lby,2012,810000.00238
lca,1995,19999.99955
lca,1996,29999.99933
lca,1999,19999.99955
lca,2000,9999.99978
lca,2002,9999.99978
lca,2003,70000.0003
lca,2004,79999.99821
lca,2005,79999.99821
lca,2006,109999.9994
lca,2007,100000.00149
lca,2008,70000.0003
lca,2009,50000.00075
lca,2010,100000.00149
lca,2011,70000.0003
lca,2012,70000.0003
lca,2013,79999.99821
lca,2014,100000.00149
lca,2015,100000.00149
lca,2016,100000.00149
lca,2017,150000.00596
lca,2018,209999.99344
lca,2019,159999.99642
lka,1972,29999.99933
lka,1973,39999.99911
lka,1974,50000.00075
lka,1975,1470000.02861
lka,1976,670000.01669
lka,1977,239999.99464
lka,1978,150000.00596
lka,1979,119999.99732
lka,1980,79999.99821
lka,1981,59999.99866
lka,1982,9999.99978
lka,1983,39999.99911
lka,1984,29999.99933
lka,1985,29999.99933
lka,1986,29999.99933
lka,1987,70000.0003
lka,1989,100000.00149
lka,1990,140000.0006
lka,1991,50000.00075
lka,1992,39999.99911
lka,1993,70000.0003
lka,1994,159999.99642
lka,1995,430000.00715
lka,1996,209999.99344
lka,1997,600000.02384
lka,1998,289999.99166
lka,1999,479999.98927
lka,2000,330000.01311
lka,2001,379999.99523
lka,2002,680000.00715
lka,2003,469999.99881
lka,2004,899999.97616
lka,2005,3390000.1049
lka,2006,1470000.02861
lka,2007,1710000.03815
lka,2008,1009999.99046
lka,2009,1470000.02861
lka,2010,189999.99762
lka,2011,1110000.01431
lka,2012,1129999.99523
lka,2013,1090000.03338
lka,2014,670000.01669
lka,2015,579999.98331
lka,2016,1539999.96185
lka,2017,1240000.00954
lka,2018,1230000.01907
lka,2019,1379999.99523
lso,1980,9999.99978
lso,1986,9999.99978
lso,1995,19999.99955
lso,1996,9999.99978
lso,1999,70000.0003
lso,2000,50000.00075
lso,2001,50000.00075
lso,2002,29999.99933
lso,2003,150000.00596
lso,2004,79999.99821
lso,2005,50000.00075
lso,2006,9999.99978
lso,2007,29999.99933
lso,2008,19999.99955
lso,2016,9999.99978
lso,2017,79999.99821
lso,2018,39999.99911
lso,2019,39999.99911
mar,2013,19999.99955
mar,2014,50000.00075
mar,2018,39999.99911
mdg,2004,50000.00075
mdv,1972,19999.99955
mdv,1973,29999.99933
mdv,1974,29999.99933
mdv,1975,19999.99955
mdv,1976,239999.99464
mdv,1977,29999.99933
mdv,1978,19999.99955
mdv,1979,9999.99978
mdv,1980,9999.99978
mdv,1981,19999.99955
mdv,1985,9999.99978
mdv,1986,9999.99978
mdv,1987,39999.99911
mdv,1988,19999.99955
mdv,1989,29999.99933
mdv,1990,39999.99911
mdv,1991,29999.99933
mdv,1992,29999.99933
mdv,1993,39999.99911
mdv,1994,50000.00075
mdv,1995,189999.99762
mdv,1996,289999.99166
mdv,1997,349999.99404
mdv,1998,219999.99881
mdv,1999,270000.01073
mdv,2000,270000.01073
mdv,2001,119999.99732
mdv,2002,289999.99166
mdv,2003,349999.99404
mdv,2004,239999.99464
mdv,2005,1340000.03338
mdv,2006,319999.99285
mdv,2007,469999.99881
mdv,2008,500000
mdv,2009,500000
mdv,2010,600000.02384
mdv,2011,479999.98927
mdv,2012,430000.00715
mdv,2013,209999.99344
mdv,2014,100000.00149
mdv,2015,50000.00075
mdv,2016,39999.99911
mdv,2017,19999.99955
mdv,2018,29999.99933
mdv,2019,9999.99978
mex,1985,129999.99523
mex,1986,9999.99978
mex,1987,9999.99978
mex,1988,70000.0003
mex,1989,50000.00075
mex,1990,100000.00149
mex,1991,79999.99821
mex,1992,70000.0003
mex,1993,239999.99464
mex,1994,159999.99642
mex,1995,150000.00596
mex,1996,230000.00417
mex,1997,409999.99642
mex,1998,419999.98689
mex,1999,280000.00119
mex,2000,140000.0006
mex,2001,289999.99166
mex,2002,230000.00417
mex,2003,319999.99285
mex,2004,389999.98569
mex,2005,389999.98569
mex,2006,219999.99881
mex,2007,140000.0006
mex,2008,70000.0003
mex,2009,19999.99955
mex,2010,29999.99933
mex,2011,119999.99732
mex,2012,70000.0003
mex,2013,39999.99911
mex,2014,129999.99523
mex,2015,140000.0006
mex,2016,129999.99523
mex,2017,280000.00119
mex,2018,270000.01073
mex,2019,109999.9994
mhl,1992,39999.99911
mhl,1993,39999.99911
mhl,1994,9999.99978
mhl,1995,159999.99642
mhl,1996,9999.99978
mhl,1997,150000.00596
mhl,1998,50000.00075
mhl,1999,100000.00149
mhl,2000,100000.00149
mhl,2001,119999.99732
mhl,2002,180000.00715
mhl,2003,170000.00179
mhl,2004,100000.00149
mhl,2005,129999.99523
mhl,2006,79999.99821
mhl,2007,70000.0003
mhl,2008,159999.99642
mhl,2010,90000.00358
mhl,2011,39999.99911
mhl,2012,19999.99955
mhl,2013,50000.00075
mhl,2014,50000.00075
mhl,2015,50000.00075
mhl,2016,270000.01073
mhl,2017,259999.99046
mhl,2018,800000.01192
mhl,2019,699999.98808
mli,1996,39999.99911
mli,1997,100000.00149
mli,1999,140000.0006
mli,2000,200000.00298
mli,2001,109999.9994
mli,2003,39999.99911
mli,2004,50000.00075
mli,2005,400000.00596
mlt,1976,29999.99933
mlt,1977,29999.99933
mlt,1979,9999.99978
mlt,1995,9999.99978
mlt,1997,39999.99911
mlt,1998,39999.99911
mlt,2000,19999.99955
mlt,2001,19999.99955
mmr,1972,189999.99762
mmr,1973,59999.99866
mmr,1974,9999.99978
mmr,1975,29999.99933
mmr,1976,50000.00075
mmr,1977,180000.00715
mmr,1978,90000.00358
mmr,1979,50000.00075
mmr,1980,29999.99933
mmr,1981,19999.99955
mmr,1984,9999.99978
mmr,1986,9999.99978
mmr,1987,9999.99978
mmr,1995,79999.99821
mmr,1996,90000.00358
mmr,1997,109999.9994
mmr,1998,119999.99732
mmr,1999,109999.9994
mmr,2000,100000.00149
mmr,2001,70000.0003
mmr,2002,70000.0003
mmr,2003,419999.98689
mmr,2004,589999.97377
mmr,2005,750000
mmr,2006,649999.97616
mmr,2007,870000.00477
mmr,2008,3049999.95232
mmr,2009,419999.98689
mmr,2010,889999.98569
mmr,2011,1269999.98093
mmr,2012,1789999.96185
mmr,2013,1220000.02861
mmr,2014,2980000.01907
mmr,2015,4530000.20981
mmr,2016,6170000.07629
mmr,2017,8960000.03815
mmr,2018,12579999.92371
mmr,2019,15680000.30518
mng,1991,19999.99955
mng,1992,39999.99911
mng,1993,119999.99732
mng,1994,59999.99866
mng,1995,239999.99464
mng,1996,509999.99046
mng,1997,740000.00954
mng,1998,490000.00954
mng,1999,370000.00477
mng,2000,490000.00954
mng,2001,400000.00596
mng,2002,400000.00596
mng,2003,250000
mng,2004,250000
mng,2005,330000.01311
mng,2006,330000.01311
mng,2007,270000.01073
mng,2008,289999.99166
mng,2009,379999.99523
mng,2010,189999.99762
mng,2011,560000.00238
mng,2012,389999.98569
mng,2013,280000.00119
mng,2014,270000.01073
mng,2015,219999.99881
mng,2016,189999.99762
mng,2017,79999.99821
mng,2018,100000.00149
mng,2019,389999.98569
mnp,1988,70000.0003
mnp,1989,79999.99821
mnp,1990,140000.0006
mnp,1991,100000.00149
mnp,1992,9999.99978
moz,1989,29999.99933
moz,1992,9999.99978
moz,1993,29999.99933
moz,1994,90000.00358
moz,1995,119999.99732
moz,1996,289999.99166
moz,1997,159999.99642
moz,1998,200000.00298
moz,1999,180000.00715
moz,2000,579999.98331
moz,2001,419999.98689
moz,2002,189999.99762
moz,2003,610000.01431
moz,2004,430000.00715
moz,2005,479999.98927
moz,2006,230000.00417
moz,2007,209999.99344
moz,2008,200000.00298
moz,2009,219999.99881
moz,2012,100000.00149
moz,2013,159999.99642
moz,2016,39999.99911
moz,2017,79999.99821
moz,2019,360000.01431
mrt,2005,349999.99404
mus,1972,9999.99978
mus,1973,9999.99978
mus,1974,50000.00075
mus,1975,9999.99978
mus,1995,19999.99955
mus,1996,9999.99978
mus,1997,9999.99978
mus,2000,9999.99978
mus,2002,9999.99978
mus,2003,19999.99955
mus,2004,29999.99933
mus,2006,29999.99933
mus,2007,39999.99911
mus,2008,29999.99933
mus,2009,39999.99911
mus,2010,39999.99911
mus,2011,9999.99978
mus,2014,29999.99933
mus,2015,100000.00149
mus,2016,70000.0003
mus,2017,70000.0003
mus,2018,159999.99642
mus,2019,50000.00075
mwi,1973,9999.99978
mwi,1978,39999.99911
mwi,1979,50000.00075
mwi,1980,39999.99911
mwi,1981,19999.99955
mwi,1982,9999.99978
mwi,1984,9999.99978
mwi,1985,9999.99978
mwi,1995,100000.00149
mwi,1996,119999.99732
mwi,1997,250000
mwi,1998,129999.99523
mwi,1999,219999.99881
mwi,2000,200000.00298
mwi,2001,140000.0006
mwi,2002,140000.0006
mwi,2003,79999.99821
mwi,2004,90000.00358
mwi,2005,310000.00238
mwi,2006,330000.01311
mwi,2007,140000.0006
mwi,2008,150000.00596
mwi,2009,200000.00298
mwi,2010,100000.00149
mwi,2011,150000.00596
mwi,2012,100000.00149
mwi,2013,39999.99911
mwi,2014,59999.99866
mwi,2015,70000.0003
mwi,2016,100000.00149
mwi,2017,200000.00298
mwi,2018,119999.99732
mwi,2019,300000.01192
mys,1972,1750000
mys,1973,1000000
mys,1974,1590000.03338
mys,1975,1879999.99523
mys,1976,2480000.01907
mys,1977,1370000.00477
mys,1978,1450000.04768
mys,1979,819999.99285
mys,1980,709999.97854
mys,1981,400000.00596
mys,1982,180000.00715
mys,1983,109999.9994
mys,1984,180000.00715
mys,1985,150000.00596
mys,1986,180000.00715
mys,1987,200000.00298
mys,1988,150000.00596
mys,1989,90000.00358
mys,1990,3390000.1049
mys,1991,9999.99978
mys,1992,230000.00417
mys,1993,109999.9994
mys,1994,9999.99978
mys,1995,219999.99881
mys,1996,90000.00358
mys,1997,159999.99642
mys,1998,70000.0003
mys,1999,159999.99642
mys,2000,119999.99732
mys,2001,129999.99523
mys,2002,59999.99866
mys,2003,90000.00358
mys,2004,90000.00358
mys,2005,39999.99911
mys,2006,19999.99955
mys,2007,19999.99955
mys,2008,29999.99933
mys,2009,19999.99955
mys,2012,29999.99933
mys,2013,59999.99866
mys,2014,230000.00417
mys,2015,259999.99046
mys,2016,280000.00119
mys,2017,239999.99464
mys,2018,150000.00596
mys,2019,270000.01073
nam,1991,19999.99955
nam,1992,29999.99933
nam,1993,50000.00075
nam,1994,109999.9994
nam,1995,19999.99955
nam,1996,119999.99732
nam,1997,200000.00298
nam,1998,109999.9994
nam,1999,200000.00298
nam,2000,280000.00119
nam,2001,159999.99642
nam,2002,100000.00149
nam,2003,90000.00358
nam,2004,319999.99285
nam,2005,90000.00358
nam,2007,39999.99911
nam,2008,29999.99933
nam,2012,109999.9994
nam,2013,29999.99933
nam,2014,19999.99955
nam,2015,29999.99933
nam,2016,230000.00417
nam,2017,29999.99933
ncl,1987,9999.99978
ncl,1988,19999.99955
ncl,1989,29999.99933
ncl,1990,109999.9994
ncl,1991,119999.99732
ncl,1992,200000.00298
ncl,1993,170000.00179
ncl,1994,150000.00596
ncl,1995,310000.00238
ncl,1996,360000.01431
ncl,1997,259999.99046
ncl,1998,379999.99523
ncl,1999,330000.01311
ncl,2000,189999.99762
ncl,2001,159999.99642
ncl,2002,289999.99166
ncl,2003,389999.98569
ncl,2004,319999.99285
ner,2004,50000.00075
ner,2005,500000
ner,2012,400000.00596
nga,1972,9999.99978
nga,1973,9999.99978
nga,1974,19999.99955
nga,1975,9999.99978
nga,1984,9999.99978
nga,1985,9999.99978
nga,1988,9999.99978
nga,1989,9999.99978
nga,1990,50000.00075
nga,1991,19999.99955
nga,1992,9999.99978
nga,1993,19999.99955
nga,1994,39999.99911
nga,1995,19999.99955
nga,1997,19999.99955
nga,1999,29999.99933
nga,2000,29999.99933
nga,2002,79999.99821
nga,2003,70000.0003
nga,2004,90000.00358
nga,2005,59999.99866
nga,2006,79999.99821
nga,2007,70000.0003
nga,2014,109999.9994
nga,2015,170000.00179
nga,2016,310000.00238
nga,2017,1919999.95708
nga,2018,620000.00477
nga,2019,699999.98808
nic,1988,19999.99955
nic,1989,100000.00149
nic,1990,19999.99955
nic,1991,50000.00075
nic,1995,39999.99911
nic,1997,59999.99866
nic,1999,59999.99866
nic,2000,79999.99821
nic,2001,200000.00298
nic,2002,100000.00149
nic,2003,70000.0003
nic,2004,170000.00179
nic,2005,579999.98331
nic,2006,500000
nic,2007,699999.98808
nic,2008,319999.99285
nic,2009,400000.00596
nic,2010,50000.00075
nic,2011,59999.99866
nic,2018,0
npl,1972,9999.99978
npl,1973,19999.99955
npl,1974,219999.99881
npl,1975,259999.99046
npl,1976,469999.99881
npl,1977,400000.00596
npl,1978,449999.98808
npl,1979,349999.99404
npl,1980,620000.00477
npl,1981,170000.00179
npl,1982,119999.99732
npl,1983,29999.99933
npl,1984,19999.99955
npl,1985,39999.99911
npl,1986,79999.99821
npl,1987,119999.99732
npl,1988,59999.99866
npl,1989,119999.99732
npl,1990,109999.9994
npl,1991,119999.99732
npl,1992,109999.9994
npl,1993,250000
npl,1994,280000.00119
npl,1995,479999.98927
npl,1996,430000.00715
npl,1997,759999.99046
npl,1998,400000.00596
npl,1999,519999.98093
npl,2000,439999.99762
npl,2001,469999.99881
npl,2002,519999.98093
npl,2003,779999.97139
npl,2004,1570000.05245
npl,2005,1399999.97616
npl,2006,1240000.00954
npl,2007,1679999.94755
npl,2008,1889999.98569
npl,2009,1769999.98093
npl,2010,560000.00238
npl,2011,1620000.00477
npl,2012,1279999.97139
npl,2013,740000.00954
npl,2014,1190000.05722
npl,2015,2900000.09537
npl,2016,1039999.96185
npl,2017,750000
npl,2018,779999.97139
npl,2019,990000.00954
nru,1990,9999.99978
nru,1993,19999.99955
nru,1995,29999.99933
nru,1996,19999.99955
nru,2002,19999.99955
nru,2005,349999.99404
nru,2006,200000.00298
nru,2007,1330000.04292
nru,2008,769999.98093
nru,2009,1110000.01431
nru,2010,1700000.04768
nru,2011,1610000.01431
nru,2012,2460000.03815
nru,2013,2099999.90463
nru,2014,1600000.02384
nru,2015,1730000.01907
nru,2016,980000.01907
nru,2017,1610000.01431
nru,2018,3109999.8951
nru,2019,2819999.93324
pak,1972,159999.99642
pak,1973,150000.00596
pak,1974,29999.99933
pak,1975,1570000.05245
pak,1976,400000.00596
pak,1977,70000.0003
pak,1978,19999.99955
pak,1979,19999.99955
pak,1980,19999.99955
pak,1981,19999.99955
pak,1982,9999.99978
pak,1983,19999.99955
pak,1984,19999.99955
pak,1985,9999.99978
pak,1986,39999.99911
pak,1987,29999.99933
pak,1988,9999.99978
pak,1989,19999.99955
pak,1990,100000.00149
pak,1991,39999.99911
pak,1992,90000.00358
pak,1993,90000.00358
pak,1994,140000.0006
pak,1995,140000.0006
pak,1996,200000.00298
pak,1997,250000
pak,1998,319999.99285
pak,1999,140000.0006
pak,2000,219999.99881
pak,2001,250000
pak,2002,389999.98569
pak,2003,400000.00596
pak,2004,219999.99881
pak,2005,1759999.99046
pak,2006,600000.02384
pak,2007,589999.97377
pak,2008,209999.99344
pak,2009,769999.98093
pak,2010,2880000.11444
pak,2011,1179999.94755
pan,2018,0
pan,2019,9999.99978
per,1974,59999.99866
per,1975,379999.99523
per,1976,379999.99523
per,1977,379999.99523
per,1978,300000.01192
per,1979,370000.00477
per,1980,349999.99404
per,1981,419999.98689
per,1983,29999.99933
per,1984,50000.00075
per,1985,59999.99866
per,1986,79999.99821
per,1987,170000.00179
per,1988,70000.0003
per,1989,79999.99821
per,1990,100000.00149
per,1991,50000.00075
per,1992,29999.99933
per,1993,59999.99866
per,1994,90000.00358
per,1995,59999.99866
per,1996,29999.99933
per,1997,90000.00358
per,1998,159999.99642
per,1999,150000.00596
per,2000,39999.99911
per,2001,209999.99344
per,2002,109999.9994
per,2003,280000.00119
per,2004,170000.00179
per,2005,209999.99344
per,2006,1200000.04768
per,2007,1159999.96662
per,2008,9999.99978
per,2009,50000.00075
per,2010,239999.99464
per,2011,100000.00149
per,2012,119999.99732
per,2013,180000.00715
per,2014,200000.00298
per,2015,730000.01907
per,2016,449999.98808
per,2017,800000.01192
per,2018,660000.02623
per,2019,639999.98569
phl,1972,250000
phl,1973,430000.00715
phl,1974,899999.97616
phl,1975,4639999.86649
phl,1976,3319999.93324
phl,1977,2690000.05722
phl,1978,3079999.92371
phl,1979,1610000.01431
phl,1980,1200000.04768
phl,1981,1269999.98093
phl,1982,1049999.95232
phl,1983,949999.98808
phl,1984,1269999.98093
phl,1985,930000.00715
phl,1986,750000
phl,1987,1110000.01431
phl,1988,899999.97616
phl,1989,1250000
phl,1990,1639999.98569
phl,1991,1480000.01907
phl,1992,1029999.97139
phl,1993,1509999.99046
phl,1994,1440000.05722
phl,1995,2000000
phl,1996,2450000.04768
phl,1997,2940000.05722
phl,1998,2220000.02861
phl,1999,2119999.88556
phl,2000,1870000.00477
phl,2001,1970000.02861
phl,2002,1940000.05722
phl,2003,2220000.02861
phl,2004,3359999.8951
phl,2005,3940000.05722
phl,2006,4489999.77112
phl,2007,3619999.88556
phl,2008,2690000.05722
phl,2009,3930000.06676
phl,2010,2250000
phl,2011,4800000.19073
phl,2012,3859999.8951
phl,2013,10159999.84741
phl,2014,7130000.11444
phl,2015,6429999.82834
phl,2016,3049999.95232
phl,2017,2269999.98093
phl,2018,6349999.90463
phl,2019,3049999.95232
plw,1996,50000.00075
plw,1997,19999.99955
plw,1998,39999.99911
plw,1999,100000.00149
plw,2000,50000.00075
plw,2001,159999.99642
plw,2002,239999.99464
plw,2003,59999.99866
plw,2004,29999.99933
plw,2005,29999.99933
plw,2007,29999.99933
plw,2008,39999.99911
plw,2009,9999.99978
plw,2010,9999.99978
plw,2013,39999.99911
plw,2014,29999.99933
plw,2015,39999.99911
plw,2016,100000.00149
plw,2017,189999.99762
plw,2018,250000
plw,2019,509999.99046
png,1972,59999.99866
png,1974,280000.00119
png,1975,1509999.99046
png,1976,1179999.94755
png,1977,1940000.05722
png,1978,2910000.08583
png,1979,2259999.99046
png,1980,2309999.94278
png,1981,2960000.03815
png,1982,1990000.00954
png,1983,1559999.94278
png,1984,2079999.92371
png,1985,2859999.8951
png,1986,1730000.01907
png,1987,2109999.8951
png,1988,2579999.92371
png,1989,3430000.06676
png,1990,2549999.95232
png,1991,3369999.88556
png,1992,2849999.90463
png,1993,3730000.01907
png,1994,3670000.07629
png,1995,5369999.88556
png,1996,5530000.20981
png,1997,6579999.92371
png,1998,6280000.20981
png,1999,8699999.80927
png,2000,6719999.79019
png,2001,6780000.20981
png,2002,5940000.05722
png,2003,7710000.03815
png,2004,8359999.65668
png,2005,9529999.73297
png,2006,13649999.61853
png,2007,12729999.54224
png,2008,17219999.31335
png,2009,14689999.58038
png,2010,23850000.38147
png,2011,25729999.54224
png,2012,24280000.68665
png,2013,19069999.69482
png,2014,22760000.22888
png,2015,19639999.38965
png,2016,23290000.91553
png,2017,22540000.91553
png,2018,28469999.31335
png,2019,28719999.31335
prk,1995,330000.01311
prk,1996,759999.99046
prk,1997,790000.02146
prk,1998,349999.99404
prk,1999,259999.99046
prk,2000,330000.01311
prk,2001,289999.99166
prk,2002,280000.00119
prk,2003,209999.99344
prk,2004,1110000.01431
prk,2005,300000.01192
prk,2006,209999.99344
prk,2007,400000.00596
prk,2008,349999.99404
pry,2001,50000.00075
pry,2002,100000.00149
pry,2003,90000.00358
pry,2004,59999.99866
pry,2005,50000.00075
pry,2007,79999.99821
pry,2008,140000.0006
pry,2009,79999.99821
pry,2010,29999.99933
pry,2011,29999.99933
pry,2012,9999.99978
pry,2013,90000.00358
pry,2014,529999.97139
pry,2015,469999.99881
pry,2016,100000.00149
pry,2017,70000.0003
pry,2018,19999.99955
pry,2019,9999.99978
pse,1994,9999.99978
pse,1996,19999.99955
pse,1999,29999.99933
pse,2000,59999.99866
pse,2001,90000.00358
pse,2002,689999.99762
pse,2003,430000.00715
pse,2004,389999.98569
pse,2005,740000.00954
pse,2006,620000.00477
pse,2007,460000.00834
pse,2008,730000.01907
pse,2009,930000.00715
pse,2011,2079999.92371
pse,2012,330000.01311
pse,2013,1110000.01431
pse,2014,1309999.94278
pse,2015,759999.99046
pse,2016,1200000.04768
pse,2018,200000.00298
pse,2019,200000.00298
pyf,1983,29999.99933
pyf,1990,9999.99978
pyf,1993,19999.99955
pyf,1994,70000.0003
pyf,1995,129999.99523
pyf,1996,129999.99523
pyf,1997,159999.99642
pyf,1998,150000.00596
pyf,1999,170000.00179
pyf,2000,90000.00358
pyf,2001,79999.99821
pyf,2002,100000.00149
pyf,2003,119999.99732
pyf,2004,150000.00596
rus,1992,9999.99978
rus,1993,39999.99911
rwa,1994,1299999.95232
rwa,1995,800000.01192
rwa,1996,170000.00179
rwa,1997,209999.99344
rwa,1998,90000.00358
rwa,2000,39999.99911
rwa,2001,109999.9994
rwa,2002,90000.00358
rwa,2003,119999.99732
rwa,2004,100000.00149
rwa,2005,109999.9994
rwa,2006,59999.99866
rwa,2007,29999.99933
rwa,2014,200000.00298
rwa,2015,209999.99344
rwa,2016,109999.9994
rwa,2017,70000.0003
rwa,2018,119999.99732
rwa,2019,119999.99732
sdn,1991,119999.99732
sdn,1993,59999.99866
sdn,1994,200000.00298
sdn,1995,109999.9994
sdn,1996,70000.0003
sdn,1997,100000.00149
sdn,1998,310000.00238
sdn,1999,159999.99642
sdn,2001,239999.99464
sdn,2002,230000.00417
sdn,2003,1179999.94755
sdn,2004,4429999.82834
sdn,2005,3690000.05722
sdn,2006,1860000.01431
sdn,2007,2230000.01907
sdn,2008,1879999.99523
sdn,2009,550000.01192
sen,1997,29999.99933
sen,2001,9999.99978
sen,2017,29999.99933
sgp,1972,209999.99344
sgp,1973,349999.99404
sgp,1974,280000.00119
sgp,1975,389999.98569
sgp,1976,259999.99046
sgp,1977,170000.00179
sgp,1978,150000.00596
sgp,1979,109999.9994
sgp,1980,119999.99732
sgp,1981,140000.0006
sgp,1982,100000.00149
sgp,1983,90000.00358
sgp,1984,90000.00358
sgp,1985,70000.0003
sgp,1986,79999.99821
sgp,1987,109999.9994
sgp,1988,119999.99732
sgp,1989,70000.0003
sgp,1990,1039999.96185
sgp,1991,19999.99955
sgp,1992,59999.99866
sgp,1993,9999.99978
slb,1972,19999.99955
slb,1973,29999.99933
slb,1974,70000.0003
slb,1975,100000.00149
slb,1976,400000.00596
slb,1977,319999.99285
slb,1978,349999.99404
slb,1979,829999.98331
slb,1980,620000.00477
slb,1981,569999.99285
slb,1982,560000.00238
slb,1983,680000.00715
slb,1984,1200000.04768
slb,1985,589999.97377
slb,1986,1399999.97616
slb,1987,1509999.99046
slb,1988,1470000.02861
slb,1989,2049999.95232
slb,1990,2069999.93324
slb,1991,1659999.96662
slb,1992,2089999.91417
slb,1993,2990000.00954
slb,1994,2619999.88556
slb,1995,3809999.94278
slb,1996,4340000.15259
slb,1997,5210000.03815
slb,1998,4449999.80927
slb,1999,4840000.15259
slb,2000,5289999.96185
slb,2001,6460000.03815
slb,2002,3329999.92371
slb,2003,6159999.84741
slb,2004,11619999.88556
slb,2005,10420000.07629
slb,2006,17649999.61853
slb,2007,17590000.15259
slb,2008,22059999.46594
slb,2009,26829999.92371
slb,2010,25479999.54224
slb,2011,21159999.84741
slb,2012,29379999.16077
slb,2013,33860000.61035
slb,2014,26840000.15259
slb,2015,20280000.68665
slb,2016,14260000.22888
slb,2017,18579999.92371
slb,2018,22200000.76294
slb,2019,22209999.08447
sle,1973,9999.99978
sle,1974,9999.99978
sle,1975,9999.99978
sle,1977,19999.99955
sle,1978,19999.99955
sle,1979,19999.99955
sle,1980,50000.00075
sle,1981,9999.99978
sle,1988,19999.99955
sle,1991,9999.99978
sle,1994,9999.99978
sle,1996,129999.99523
sle,1997,70000.0003
sle,1998,50000.00075
sle,1999,100000.00149
sle,2000,129999.99523
sle,2001,119999.99732
sle,2003,19999.99955
sle,2004,29999.99933
sle,2005,59999.99866
sle,2006,19999.99955
sle,2007,119999.99732
sle,2008,29999.99933
sle,2009,29999.99933
sle,2010,19999.99955
sle,2013,39999.99911
sle,2014,1700000.04768
sle,2015,9999.99978
sle,2016,90000.00358
sle,2017,79999.99821
sle,2018,9999.99978
sle,2019,39999.99911
slv,1986,39999.99911
slv,1992,59999.99866
slv,1993,19999.99955
slv,1994,19999.99955
slv,1995,59999.99866
slv,1996,59999.99866
slv,1997,79999.99821
slv,1998,59999.99866
slv,1999,170000.00179
slv,2000,19999.99955
slv,2001,59999.99866
slv,2002,29999.99933
slv,2003,39999.99911
slv,2004,29999.99933
slv,2005,100000.00149
slv,2006,79999.99821
slv,2007,39999.99911
slv,2008,59999.99866
slv,2009,50000.00075
slv,2010,29999.99933
slv,2011,39999.99911
slv,2012,19999.99955
slv,2013,29999.99933
slv,2018,79999.99821
slv,2019,79999.99821
som,1993,109999.9994
som,1994,79999.99821
som,1995,29999.99933
som,1997,50000.00075
som,1999,70000.0003
som,2000,50000.00075
som,2002,1429999.94755
som,2003,439999.99762
som,2004,550000.01192
som,2005,990000.00954
som,2006,170000.00179
som,2007,509999.99046
som,2008,800000.01192
som,2009,109999.9994
som,2010,39999.99911
som,2011,2549999.95232
som,2012,109999.9994
som,2014,70000.0003
som,2015,39999.99911
som,2017,1549999.95232
som,2018,1070000.05245
srb,1999,850000.02384
ssd,2011,790000.02146
ssd,2014,579999.98331
ssd,2017,3559999.94278
ssd,2018,1450000.04768
ssd,2019,1990000.00954
sur,2014,50000.00075
sur,2017,9999.99978
sur,2018,50000.00075
sur,2019,39999.99911
svk,1992,9999.99978
swz,1972,9999.99978
swz,1976,39999.99911
swz,1978,9999.99978
swz,1979,9999.99978
swz,1980,9999.99978
swz,1998,19999.99955
swz,1999,29999.99933
swz,2000,29999.99933
swz,2001,50000.00075
swz,2002,100000.00149
swz,2003,19999.99955
swz,2004,19999.99955
swz,2007,9999.99978
swz,2009,109999.9994
swz,2011,189999.99762
swz,2013,50000.00075
swz,2014,50000.00075
swz,2015,39999.99911
swz,2016,79999.99821
swz,2017,50000.00075
swz,2018,29999.99933
swz,2019,59999.99866
syc,1984,9999.99978
syc,1985,9999.99978
syc,1986,19999.99955
