geo,time,tm_tax_mrch_sr_zs
aze,2015,2.61217
aze,2019,0.39708
aze,2020,0.3701
bdi,2002,0.45422
bdi,2003,0.76308
bdi,2005,0
bdi,2006,0
bdi,2007,0.10335
bdi,2008,0.06437
bdi,2009,0
bdi,2010,0
bdi,2011,0.04051
bdi,2012,0
bdi,2013,0.01603
bdi,2014,0
bdi,2015,0
bdi,2016,0
bdi,2018,0
bdi,2019,0
bdi,2020,0
bel,1988,12.45447
bel,1989,17.69554
bel,1990,4.3834
bel,1991,3.56234
bel,1992,3.81519
bel,1993,3.73453
bel,1994,3.78545
bel,1995,2.51911
bel,1996,1.38261
bel,1997,1.27412
bel,1998,1.85513
bel,1999,6.68091
bel,2000,1.24151
bel,2001,1.37575
bel,2002,1.35586
bel,2003,1.22981
bel,2004,1.4917
bel,2005,1.01017
bel,2006,1.01403
bel,2007,0.93576
bel,2008,0.84337
bel,2009,1.02311
bel,2010,0.98679
bel,2011,0.93475
bel,2012,0.98426
bel,2013,0.93224
bel,2014,0.90224
bel,2015,0.88279
bel,2016,0.63463
bel,2017,0.86382
bel,2018,0.90199
bel,2019,0.95386
bel,2020,8.1222
ben,2001,0
ben,2002,0
ben,2003,0
ben,2004,0
ben,2005,0
ben,2006,0
ben,2007,0
ben,2008,0
ben,2009,0
ben,2010,0
ben,2011,0
ben,2012,0
ben,2013,0
ben,2014,0
ben,2015,0
ben,2016,0
ben,2017,0
ben,2018,0
ben,2019,0
ben,2020,0
bfa,1993,0
bfa,2001,0
bfa,2002,0
bfa,2003,0
bfa,2004,0
bfa,2005,0
bfa,2006,0
bfa,2007,0
bfa,2008,0
bfa,2009,0
bfa,2010,0
bfa,2011,0
bfa,2012,0
bfa,2013,0
bfa,2014,0
bfa,2015,0
bfa,2016,0
bfa,2017,0
bfa,2018,0
bfa,2019,0
bfa,2020,0
bgd,1989,1.29328
bgd,1994,0.13641
bgd,1998,0.00207
bgd,1999,0.02151
bgd,2000,0.0238
bgd,2001,0
bgd,2002,0
bgd,2003,0.05228
bgd,2004,0
bgd,2005,0.10991
bgd,2006,0.13091
bgd,2007,0
bgd,2008,0.00238
bgd,2009,0.09894
bgd,2010,0.04423
bgd,2011,0.05046
bgd,2012,0.01001
bgd,2013,0.01277
bgd,2015,0.01634
bgd,2016,0.04719
bgd,2019,0.01797
bgd,2020,0.0161
bgr,1988,12.45447
bgr,1989,17.69554
bgr,1990,4.3834
bgr,1991,3.56234
bgr,1992,3.81519
bgr,1993,3.73453
bgr,1994,3.78545
bgr,1995,2.51911
bgr,1996,1.38261
bgr,1997,1.27412
bgr,1998,1.85513
bgr,1999,6.68091
bgr,2000,1.24151
bgr,2001,1.37575
bgr,2002,1.35586
bgr,2003,1.22981
bgr,2004,1.4917
bgr,2005,1.01017
bgr,2006,1.01403
bgr,2007,0.93576
bgr,2008,0.84337
bgr,2009,1.02311
bgr,2010,0.98679
bgr,2011,0.93475
bgr,2012,0.98426
bgr,2013,0.93224
bgr,2014,0.90224
bgr,2015,0.88279
bgr,2016,0.63463
bgr,2017,0.86382
bgr,2018,0.90199
bgr,2019,0.95386
bgr,2020,8.1222
bhr,1999,0.04663
bhr,2000,0.0333
bhr,2001,0.04068
bhr,2002,0.25018
bhr,2003,0.24954
bhr,2004,0.22045
bhr,2005,0.48211
bhr,2006,0.4778
bhr,2007,0.05503
bhr,2008,0.31323
bhr,2009,0.19079
bhr,2010,0.37249
bhr,2011,0.1684
bhr,2012,0.1684
bhr,2013,0.56962
bhr,2014,0
bhr,2015,0.50973
bhr,2016,0.50089
bhr,2017,0.85829
bhr,2018,0.8385
bhr,2019,0.84526
bhr,2020,0.85873
bhs,1999,0
bhs,2002,0.81926
bhs,2006,0.66203
bhs,2010,0.40873
bhs,2011,0.33581
bhs,2013,0.6457
bhs,2014,0.67054
bhs,2015,0.9989
bhs,2016,0.72353
bhs,2018,0.24075
bih,2001,0
bih,2006,0.74051
bih,2007,0.62236
bih,2008,1.08696
bih,2009,0.37662
bih,2010,0.42933
bih,2011,0.46763
bih,2012,0.59864
bih,2013,0.35394
bih,2014,0
bih,2015,0.2278
bih,2016,0.2686
bih,2017,0.28799
bih,2018,0.24227
bih,2019,0.21096
bih,2020,0
blr,1996,0
blr,1997,0
blr,2000,11.88543
blr,2001,11.48046
blr,2002,0.07403
blr,2008,1.04931
blr,2009,1.04549
blr,2010,0.53051
blr,2011,0.91209
blr,2012,0.80539
blr,2013,1.19565
blr,2014,0
blr,2015,1.17674
blr,2016,1.22298
blr,2017,1.52167
blr,2018,0.55493
blr,2019,0.37049
blr,2020,0.34245
blz,1996,39.62922
blz,1999,41.75574
blz,2001,1.02698
blz,2002,0.35964
blz,2003,0.33548
blz,2006,1.22763
blz,2007,1.51475
blz,2008,1.43935
blz,2009,1.37834
blz,2010,1.37323
blz,2011,1.4037
blz,2012,1.34553
blz,2013,1.59785
blz,2014,1.59785
blz,2015,1.64265
blz,2016,1.42618
blz,2017,1.41807
blz,2018,1.00702
blz,2019,1.05798
blz,2020,0.16428
bmu,2007,0.42887
bmu,2008,0.43011
bmu,2009,0.41302
bmu,2010,0.41075
bmu,2011,0.40984
bmu,2012,0.65014
bmu,2013,0.82299
bmu,2014,0
bmu,2015,0.66631
bmu,2016,0.83465
bmu,2017,0.25672
bmu,2018,0.2652
bmu,2019,0.26312
bmu,2020,0.27886
bol,1993,0
bol,1994,0
bol,1995,0
bol,1996,0.04481
bol,1997,0.04481
bol,1998,0
bol,1999,0
bol,2000,0
bol,2001,0
bol,2002,8.23052
bol,2003,0
bol,2004,0
bol,2005,0
bol,2006,0
bol,2007,0
bol,2008,0
bol,2009,0
bol,2010,0
bol,2011,0
bol,2012,0
bol,2013,0
bol,2014,0
bol,2015,0
bol,2016,0
bol,2017,0
bol,2018,0
bol,2019,0
bol,2020,0
bra,1989,0.49422
bra,1990,0.10582
bra,1991,0
bra,1992,0.01719
bra,1993,0
bra,1994,0
bra,1995,0
bra,1996,0
bra,1997,0
bra,1998,0
bra,1999,55.59061
bra,2000,0
bra,2001,0
bra,2002,0
bra,2003,0
bra,2004,0
bra,2005,0
bra,2006,0
bra,2007,0
bra,2008,0
bra,2009,0
bra,2010,0
bra,2011,0.00052
bra,2012,0
bra,2013,0
bra,2014,0.00101
bra,2015,0
bra,2016,0.00638
bra,2017,0
bra,2018,0
bra,2019,0
bra,2020,0
brb,1996,36.65805
brb,1999,39.5166
brb,2000,38.95641
brb,2001,3.08281
brb,2002,2.07478
brb,2003,2.08421
brb,2004,0.95474
brb,2006,0.9641
brb,2007,0.39392
brb,2010,0.87745
brb,2011,0.76524
brb,2012,0.81264
brb,2013,0.82532
brb,2020,0
brn,1992,1.756
brn,1996,0.98606
brn,1997,0.98613
brn,1998,0.98613
brn,1999,1.02673
brn,2000,0.99407
brn,2001,1.10384
brn,2002,1.13499
brn,2003,0.85806
brn,2004,0.85018
brn,2005,0.72281
brn,2006,0.96766
brn,2007,0.82103
brn,2008,0.45338
brn,2009,0.65453
brn,2010,0.66522
brn,2011,0.4761
brn,2014,0
brn,2016,0.45183
brn,2017,0.23505
brn,2018,0.32416
brn,2019,0.32893
brn,2020,0.32355
btn,1996,5.54847
btn,2002,0
btn,2004,0.13329
btn,2005,0
btn,2007,0
btn,2015,0
btn,2019,0.11527
btn,2020,0.17756
bwa,2001,0.31995
bwa,2002,0.56751
bwa,2004,0.23454
bwa,2005,0.33774
bwa,2006,0.4215
bwa,2007,0.59846
bwa,2008,0.54957
bwa,2009,0.57099
bwa,2010,0.5265
bwa,2011,0.54089
bwa,2012,0.5471
bwa,2013,0.27353
bwa,2014,0
bwa,2015,0.58555
bwa,2016,0.61462
bwa,2017,0.19089
bwa,2018,0.16237
bwa,2019,0.16999
bwa,2020,0.11962
caf,1995,0.3209
caf,1997,0.09724
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,0.24525
caf,2008,0
caf,2009,0
caf,2010,0
caf,2011,0
caf,2012,0
caf,2013,0
caf,2015,0
caf,2016,0
caf,2017,0
can,1989,0.50824
can,1993,3.35628
can,1995,1.08658
can,1996,0.0956
can,1997,0.12495
can,1998,0.27872
can,1999,1.16319
can,2000,0.28908
can,2001,0.28703
can,2002,0.19247
can,2003,0.16291
can,2004,0.03969
can,2005,0.10125
can,2006,0.03828
can,2007,0.05275
can,2008,0.03677
can,2009,0.04268
can,2010,0.16292
can,2011,0.17611
can,2012,0.19785
can,2013,0.20366
can,2014,0
can,2015,0.20476
can,2016,0.18328
can,2017,0.16702
can,2018,0.17018
can,2019,0.16984
can,2020,0.24386
che,1990,1.54643
che,1993,0.88713
che,1995,2.02132
che,1996,0.41134
che,1997,0.43013
che,1998,0.54127
che,1999,0.48785
che,2000,0.07725
che,2001,0.06479
che,2002,0.0775
che,2003,0.06977
che,2004,0.08911
che,2005,0.03764
che,2006,0.0207
che,2007,0.03282
che,2008,0.03195
che,2009,0.03402
che,2010,0.02726
che,2011,0.03507
che,2012,0.02766
che,2013,0.02392
che,2014,0
che,2015,0.0211
che,2016,0.02127
che,2017,0.01064
che,2018,0.0104
che,2019,0.00869
che,2020,0.01414
chl,1992,0
chl,1993,0
chl,1994,0
chl,1995,0
chl,1996,0
chl,1997,0
chl,1998,0
chl,1999,0
chl,2000,0
chl,2001,0
chl,2002,0.00922
chl,2003,0
chl,2004,0
chl,2005,0
chl,2006,0
chl,2007,0.01375
chl,2008,0.01543
chl,2009,0.07489
chl,2010,0.0058
chl,2011,0.02171
chl,2012,0
chl,2013,0
chl,2015,0
chl,2016,0
chl,2017,0
chl,2018,0
chl,2019,0
chl,2020,0
chn,1992,0
chn,1993,0
chn,1994,0
chn,1996,0
chn,1997,0.37891
chn,1998,0.11441
chn,1999,0.43171
chn,2000,0
chn,2001,0.47134
chn,2002,0.21171
chn,2003,0
chn,2004,0
chn,2005,0
chn,2006,0.04756
chn,2007,0.04286
chn,2008,0.03584
chn,2009,0.10923
chn,2010,0.05984
chn,2011,0.28235
chn,2014,0
chn,2015,0.03517
chn,2016,0.18605
chn,2017,0.07519
chn,2018,0.07379
chn,2019,0.07756
chn,2020,0.05285
civ,1993,0
civ,1996,0
civ,2001,0
civ,2002,0
civ,2003,0
civ,2004,0
civ,2005,0
civ,2006,0
civ,2007,0
civ,2008,0
civ,2009,0
civ,2010,0
civ,2011,0
civ,2012,0
civ,2013,0
civ,2014,0
civ,2015,0
civ,2016,0
civ,2017,0
civ,2018,0
civ,2019,0
civ,2020,0
cmr,1994,0
cmr,1995,0.31542
cmr,2001,0.02769
cmr,2002,0.02623
cmr,2003,0
cmr,2004,0
cmr,2005,0
cmr,2006,0
cmr,2007,0.22265
cmr,2008,0
cmr,2009,4.45903
cmr,2010,0
cmr,2011,0.00833
cmr,2012,0
cmr,2013,0
cmr,2014,0
cmr,2019,0.02907
cod,2003,0.50998
cod,2006,0.18871
cod,2007,0.1942
cod,2008,0.1998
cod,2009,0.15762
cod,2010,0
cod,2014,0.00379
cod,2019,0.01049
cod,2020,0.00271
cog,1994,0
cog,1997,0
cog,2001,0.05668
cog,2002,0.03756
cog,2003,0
cog,2004,0
cog,2005,0
cog,2006,0
cog,2007,0.19653
cog,2008,0
cog,2009,0
cog,2010,0
cog,2011,0
cog,2013,0.77494
cog,2014,0.28564
cog,2015,0.01438
col,1991,0
col,1992,0
col,1994,0
col,1995,0
col,1996,0
col,1997,0
col,1998,0
col,1999,0
col,2000,0
col,2001,0
col,2002,0.05911
col,2003,0
col,2004,0
col,2005,0.01041
col,2006,0.01829
col,2007,0
col,2008,0
col,2009,0.03864
col,2010,0
col,2011,0.00096
col,2012,0
col,2013,0.00092
col,2014,0.00092
col,2015,6.06671
col,2016,5.97173
col,2017,0
col,2018,0
col,2019,0
col,2020,0
com,2008,0.29682
com,2010,0.36687
com,2011,0.36687
com,2012,0.05624
com,2013,0.098
com,2014,0.1451
com,2015,0.09441
com,2017,0.04552
com,2018,0.19717
com,2019,0.25679
com,2020,0.13207
cpv,2005,0
cpv,2006,0
cpv,2007,0.02557
cpv,2008,0.02557
cpv,2009,0
cpv,2010,0.0097
cpv,2011,0.04699
cpv,2012,0
cpv,2013,0
cpv,2015,0
cpv,2019,0
cpv,2020,0
cri,1995,0.07707
cri,1996,0.0172
cri,1997,0
cri,1998,0
cri,1999,0
cri,2000,0
cri,2001,0
cri,2002,0
cri,2003,0
cri,2004,0
cri,2005,0
cri,2006,0
cri,2007,0
cri,2008,0
cri,2009,0.00711
cri,2010,0.00428
cri,2011,0
cri,2012,0
cri,2013,0
cri,2014,0
cri,2016,0
cri,2018,0
cri,2019,0
cri,2020,0
cub,1993,0
cub,1996,0.00327
cub,1997,0
cub,1998,0.00327
cub,1999,0.35775
cub,2000,0
cub,2001,0
cub,2002,0.12447
cub,2003,0
cub,2004,0
cub,2005,0
cub,2006,0
cub,2007,0
cub,2008,0
cub,2009,0
cub,2010,0
cub,2011,0
cub,2012,0.03352
cub,2013,0.01231
cub,2015,0
cub,2016,0
cub,2017,0
cub,2019,0
cub,2020,0
cym,2016,1.35202
cyp,1988,12.45447
cyp,1989,17.69554
cyp,1990,4.3834
cyp,1991,3.56234
cyp,1992,3.81519
cyp,1993,3.73453
cyp,1994,3.78545
cyp,1995,2.51911
cyp,1996,1.38261
cyp,1997,1.27412
cyp,1998,1.85513
cyp,1999,6.68091
cyp,2000,1.24151
cyp,2001,1.37575
cyp,2002,1.35586
cyp,2003,1.22981
cyp,2004,1.4917
cyp,2005,1.01017
cyp,2006,1.01403
cyp,2007,0.93576
cyp,2008,0.84337
cyp,2009,1.02311
cyp,2010,0.98679
cyp,2011,0.93475
cyp,2012,0.98426
cyp,2013,0.93224
cyp,2014,0.90224
cyp,2015,0.88279
cyp,2016,0.63463
cyp,2017,0.86382
cyp,2018,0.90199
cyp,2019,0.95386
cyp,2020,8.1222
cze,1988,12.45447
cze,1989,17.69554
cze,1990,4.3834
cze,1991,3.56234
cze,1992,3.81519
cze,1993,3.73453
cze,1994,3.78545
cze,1995,2.51911
cze,1996,1.38261
cze,1997,1.27412
cze,1998,1.85513
cze,1999,6.68091
cze,2000,1.24151
cze,2001,1.37575
cze,2002,1.35586
cze,2003,1.22981
cze,2004,1.4917
cze,2005,1.01017
cze,2006,1.01403
cze,2007,0.93576
cze,2008,0.84337
cze,2009,1.02311
cze,2010,0.98679
cze,2011,0.93475
cze,2012,0.98426
cze,2013,0.93224
cze,2014,0.90224
cze,2015,0.88279
cze,2016,0.63463
cze,2017,0.86382
cze,2018,0.90199
cze,2019,0.95386
cze,2020,8.1222
deu,1988,12.45447
deu,1989,17.69554
deu,1990,4.3834
deu,1991,3.56234
deu,1992,3.81519
deu,1993,3.73453
deu,1994,3.78545
deu,1995,2.51911
deu,1996,1.38261
deu,1997,1.27412
deu,1998,1.85513
deu,1999,6.68091
deu,2000,1.24151
deu,2001,1.37575
deu,2002,1.35586
deu,2003,1.22981
deu,2004,1.4917
deu,2005,1.01017
deu,2006,1.01403
deu,2007,0.93576
deu,2008,0.84337
deu,2009,1.02311
deu,2010,0.98679
deu,2011,0.93475
deu,2012,0.98426
deu,2013,0.93224
deu,2014,0.90224
deu,2015,0.88279
deu,2016,0.63463
deu,2017,0.86382
deu,2018,0.90199
deu,2019,0.95386
deu,2020,8.1222
dji,1998,3.45711
dji,1999,3.45711
dji,2002,1.85778
dji,2005,0.59829
dji,2006,4.61736
dji,2009,0.23086
dji,2011,0.15279
dji,2012,0.15279
dji,2014,0.18368
dma,1996,34.68477
dma,1997,0
dma,1998,0.2011
dma,1999,35.1383
dma,2000,67.12645
dma,2001,0.20539
dma,2002,0
dma,2003,0
dma,2006,0.00564
dma,2007,0.01147
dma,2010,0.66237
dma,2011,0
dma,2012,0
dma,2013,0
dma,2015,0
dma,2016,0
dma,2017,0
dma,2020,0
dnk,1988,12.45447
dnk,1989,17.69554
dnk,1990,4.3834
dnk,1991,3.56234
dnk,1992,3.81519
dnk,1993,3.73453
dnk,1994,3.78545
dnk,1995,2.51911
dnk,1996,1.38261
dnk,1997,1.27412
dnk,1998,1.85513
dnk,1999,6.68091
dnk,2000,1.24151
dnk,2001,1.37575
dnk,2002,1.35586
dnk,2003,1.22981
dnk,2004,1.4917
dnk,2005,1.01017
dnk,2006,1.01403
dnk,2007,0.93576
dnk,2008,0.84337
dnk,2009,1.02311
dnk,2010,0.98679
dnk,2011,0.93475
dnk,2012,0.98426
dnk,2013,0.93224
dnk,2014,0.90224
dnk,2015,0.88279
dnk,2016,0.63463
dnk,2017,0.86382
dnk,2018,0.90199
dnk,2019,0.95386
dnk,2020,8.1222
dom,1996,0
dom,1997,0.09336
dom,1998,0
dom,1999,0
dom,2000,0.21231
dom,2001,0.03428
dom,2002,0
dom,2003,0
dom,2004,0.25843
dom,2005,0
dom,2006,0.16108
dom,2007,0
dom,2008,0.02963
dom,2010,0
dom,2011,0
dom,2012,0
dom,2013,0
dom,2015,0
dom,2016,0.00237
dom,2017,0
dom,2018,0
dom,2020,0
dza,1993,0
dza,1997,0
dza,1998,0
dza,2001,0
dza,2002,0
dza,2003,0
dza,2005,0
dza,2006,0
dza,2007,0
dza,2008,0
dza,2009,0
dza,2014,0
dza,2015,0
dza,2016,0
dza,2017,0
dza,2018,0
dza,2019,0
dza,2020,0
ecu,1993,0
ecu,1994,0
ecu,1995,0
ecu,1996,0
ecu,1997,0
ecu,1998,0
ecu,1999,0
ecu,2000,0.88384
ecu,2001,0.21145
ecu,2002,0.17615
ecu,2003,0.02193
ecu,2004,0
ecu,2005,0
ecu,2006,0
ecu,2007,0
ecu,2008,0
ecu,2009,0
ecu,2010,0
ecu,2011,0
ecu,2012,0
ecu,2014,0
ecu,2015,0.0161
ecu,2016,0.01438
ecu,2017,0.01017
ecu,2018,0.01007
ecu,2019,0.01006
ecu,2020,0.01422
egy,1995,0.55256
egy,1997,100
egy,1998,8.73801
egy,1999,0.91006
egy,2000,1.16071
egy,2001,1.16071
egy,2002,1.39478
egy,2003,1.12087
egy,2004,0.18046
egy,2005,0.15512
egy,2006,0
egy,2007,0
egy,2008,0.15324
egy,2009,0
egy,2010,0
egy,2011,0
egy,2012,0
egy,2013,0
egy,2014,0
egy,2015,0
egy,2016,0
egy,2017,0
egy,2018,0
egy,2019,0.03584
eri,2002,0.03224
eri,2006,0.03224
esp,1988,12.45447
esp,1989,17.69554
esp,1990,4.3834
esp,1991,3.56234
esp,1992,3.81519
esp,1993,3.73453
esp,1994,3.78545
esp,1995,2.51911
esp,1996,1.38261
esp,1997,1.27412
esp,1998,1.85513
esp,1999,6.68091
esp,2000,1.24151
esp,2001,1.37575
esp,2002,1.35586
esp,2003,1.22981
esp,2004,1.4917
esp,2005,1.01017
esp,2006,1.01403
esp,2007,0.93576
esp,2008,0.84337
esp,2009,1.02311
esp,2010,0.98679
esp,2011,0.93475
esp,2012,0.98426
esp,2013,0.93224
esp,2014,0.90224
esp,2015,0.88279
esp,2016,0.63463
esp,2017,0.86382
esp,2018,0.90199
esp,2019,0.95386
esp,2020,8.1222
est,1988,12.45447
est,1989,17.69554
est,1990,4.3834
est,1991,3.56234
est,1992,3.81519
est,1993,3.73453
est,1994,3.78545
est,1995,2.51911
est,1996,1.38261
est,1997,1.27412
est,1998,1.85513
est,1999,6.68091
est,2000,1.24151
est,2001,1.37575
est,2002,1.35586
est,2003,1.22981
est,2004,1.4917
est,2005,1.01017
est,2006,1.01403
est,2007,0.93576
est,2008,0.84337
est,2009,1.02311
est,2010,0.98679
est,2011,0.93475
est,2012,0.98426
est,2013,0.93224
est,2014,0.90224
est,2015,0.88279
est,2016,0.63463
est,2017,0.86382
est,2018,0.90199
est,2019,0.95386
est,2020,8.1222
eth,1995,0.09144
eth,2001,0.19846
eth,2002,0.20472
eth,2006,0.18287
eth,2008,0
eth,2009,0
eth,2010,0
eth,2011,0.01153
eth,2012,0
eth,2015,0.08836
eth,2018,0.08897
fin,1988,12.45447
fin,1989,17.69554
fin,1990,4.3834
fin,1991,3.56234
fin,1992,3.81519
fin,1993,3.73453
fin,1994,3.78545
fin,1995,2.51911
fin,1996,1.38261
fin,1997,1.27412
fin,1998,1.85513
fin,1999,6.68091
fin,2000,1.24151
fin,2001,1.37575
fin,2002,1.35586
fin,2003,1.22981
fin,2004,1.4917
fin,2005,1.01017
fin,2006,1.01403
fin,2007,0.93576
fin,2008,0.84337
fin,2009,1.02311
fin,2010,0.98679
fin,2011,0.93475
fin,2012,0.98426
fin,2013,0.93224
fin,2014,0.90224
fin,2015,0.88279
fin,2016,0.63463
fin,2017,0.86382
fin,2018,0.90199
fin,2019,0.95386
fin,2020,8.1222
fji,2003,0.66259
fji,2004,0.67893
fji,2006,0.74624
fji,2007,0.91888
fji,2008,0.70756
fji,2009,0.8477
fji,2010,0.61424
fji,2011,1.00937
fji,2012,1.15035
fji,2013,1.03246
fji,2015,6.64515
fji,2017,0.59421
fji,2018,0.45488
fji,2019,0.36017
fji,2020,0.39683
fra,1988,12.45447
fra,1989,17.69554
fra,1990,4.3834
fra,1991,3.56234
fra,1992,3.81519
fra,1993,3.73453
fra,1994,3.78545
fra,1995,2.51911
fra,1996,1.38261
fra,1997,1.27412
fra,1998,1.85513
fra,1999,6.68091
fra,2000,1.24151
fra,2001,1.37575
fra,2002,1.35586
fra,2003,1.22981
fra,2004,1.4917
fra,2005,1.01017
fra,2006,1.01403
fra,2007,0.93576
fra,2008,0.84337
fra,2009,1.02311
fra,2010,0.98679
fra,2011,0.93475
fra,2012,0.98426
fra,2013,0.93224
fra,2014,0.90224
fra,2015,0.88279
fra,2016,0.63463
fra,2017,0.86382
fra,2018,0.90199
fra,2019,0.95386
fra,2020,8.1222
gab,1995,0.0061
gab,1998,0.24957
gab,2000,0.00602
gab,2001,0.05838
gab,2002,0.02035
gab,2003,0
gab,2004,0
gab,2005,0
gab,2007,0.19946
gab,2008,0.09223
gab,2009,0.09837
gab,2010,0
gab,2011,0
gab,2012,0
gab,2013,0
gab,2015,0
gab,2016,0
gab,2019,2.25608
gbr,2000,1.28347
gbr,2001,1.43747
gbr,2002,1.44748
gbr,2003,1.32337
gbr,2004,1.38591
gbr,2005,1.15907
gbr,2006,1.16832
gbr,2007,1.10844
gbr,2008,1.05124
gbr,2009,1.282
gbr,2010,1.13113
gbr,2011,1.11883
gbr,2012,1.12308
gbr,2013,1.06132
gbr,2014,1.08427
gbr,2015,1.0733
gbr,2016,0.91668
gbr,2017,1.16657
gbr,2018,1.14076
gbr,2019,1.19188
gbr,2020,8.2115
geo,1999,1.21256
geo,2001,0
geo,2002,0.95022
geo,2003,0.85349
geo,2004,0.55218
geo,2005,0.89031
geo,2006,0
geo,2007,0.37429
geo,2008,0.48947
geo,2009,0.44023
geo,2010,0.4547
geo,2011,0.61443
geo,2012,0.05329
geo,2013,9.35256
geo,2015,3.60577
geo,2016,7.75692
geo,2020,0.30584
gha,1993,0
gha,2000,0
gha,2001,0
gha,2002,0
gha,2003,0
gha,2007,1.2519
gha,2008,1.22675
gha,2009,1.26395
gha,2010,0
gha,2013,0.22387
gha,2016,0.1091
gha,2017,0.12944
gha,2018,0
gha,2019,0
gha,2020,0
gin,1998,0
gin,2004,0
gin,2005,0.49833
gin,2008,0.63852
gin,2009,0.10294
gin,2010,0.0115
gin,2012,0.25311
gin,2017,0
gin,2018,0
gin,2019,0
gin,2020,0
gmb,2003,0
gmb,2007,0.19386
gmb,2008,0.1105
gmb,2009,0.10042
gmb,2010,0
gmb,2011,0.63198
gmb,2012,0.63198
gmb,2013,0
gmb,2018,0
gmb,2020,0
gnb,2001,0
gnb,2002,0
gnb,2003,0
gnb,2004,0
gnb,2005,0
gnb,2006,0
gnb,2007,0
gnb,2008,0
gnb,2009,0
gnb,2010,0
