geo,time,sl_emp_1524_sp_ma_zs
bdi,2004,60.583
bdi,2005,59.476
bdi,2006,58.305
bdi,2007,57.043
bdi,2008,55.73
bdi,2009,54.399
bdi,2010,53.014
bdi,2011,51.572
bdi,2012,50.095
bdi,2013,48.599
bdi,2014,47.107
bdi,2015,46.934
bdi,2016,46.763
bdi,2017,46.541
bdi,2018,46.281
bdi,2019,45.985
bdi,2020,45.025
bel,1991,33.455
bel,1992,32.6
bel,1993,29.855
bel,1994,29.609
bel,1995,28.855
bel,1996,29.348
bel,1997,28.471
bel,1998,29.151
bel,1999,27.409
bel,2000,33.667
bel,2001,31.776
bel,2002,31.311
bel,2003,30.413
bel,2004,30.193
bel,2005,29.738
bel,2006,30.368
bel,2007,29.967
bel,2008,29.738
bel,2009,27.408
bel,2010,27.291
bel,2011,27.74
bel,2012,27.826
bel,2013,25.353
bel,2014,24.53
bel,2015,24.996
bel,2016,24.034
bel,2017,24.422
bel,2018,26.341
bel,2019,27.255
bel,2020,25.533
ben,1991,76.782
ben,1992,76.683
ben,1993,74.982
ben,1994,73.216
ben,1995,71.414
ben,1996,69.563
ben,1997,67.668
ben,1998,65.719
ben,1999,63.723
ben,2000,61.675
ben,2001,59.573
ben,2002,57.422
ben,2003,55.41
ben,2004,53.382
ben,2005,51.335
ben,2006,49.279
ben,2007,47.222
ben,2008,45.165
ben,2009,43.116
ben,2010,41.081
ben,2011,37.655
ben,2012,37.577
ben,2013,37.474
ben,2014,37.321
ben,2015,37.095
ben,2016,36.935
ben,2017,36.749
ben,2018,36.529
ben,2019,36.152
ben,2020,35.415
bfa,1991,80.458
bfa,1992,79.955
bfa,1993,79.518
bfa,1994,79.04
bfa,1995,78.612
bfa,1996,78.167
bfa,1997,77.651
bfa,1998,77.154
bfa,1999,76.572
bfa,2000,75.937
bfa,2001,75.323
bfa,2002,74.647
bfa,2003,73.981
bfa,2004,72.658
bfa,2005,71.383
bfa,2006,71.09
bfa,2007,69.812
bfa,2008,67.863
bfa,2009,65.839
bfa,2010,63.821
bfa,2011,61.711
bfa,2012,59.58
bfa,2013,57.421
bfa,2014,55.24
bfa,2015,54.839
bfa,2016,54.48
bfa,2017,54.091
bfa,2018,53.683
bfa,2019,53.354
bfa,2020,52.313
bgd,1991,73.728
bgd,1992,73.186
bgd,1993,72.834
bgd,1994,72.495
bgd,1995,72.009
bgd,1996,71.34
bgd,1997,70.295
bgd,1998,69.187
bgd,1999,68.171
bgd,2000,67.027
bgd,2001,67.081
bgd,2002,67.317
bgd,2003,67.519
bgd,2004,66.748
bgd,2005,65.928
bgd,2006,66.609
bgd,2007,64.317
bgd,2008,62.119
bgd,2009,59.941
bgd,2010,59.925
bgd,2011,57.413
bgd,2012,54.931
bgd,2013,52.487
bgd,2014,50.784
bgd,2015,49.07
bgd,2016,47.398
bgd,2017,49.037
bgd,2018,48.843
bgd,2019,48.603
bgd,2020,45.011
bgr,1991,32.875
bgr,1992,29.369
bgr,1993,27.739
bgr,1994,30.398
bgr,1995,31.18
bgr,1996,29.207
bgr,1997,27.225
bgr,1998,27.729
bgr,1999,25.616
bgr,2000,23.024
bgr,2001,21.338
bgr,2002,21.441
bgr,2003,23.13
bgr,2004,24.924
bgr,2005,23.807
bgr,2006,25.318
bgr,2007,27.027
bgr,2008,29.201
bgr,2009,27.861
bgr,2010,27.223
bgr,2011,25.034
bgr,2012,24.865
bgr,2013,23.942
bgr,2014,24.016
bgr,2015,23.997
bgr,2016,23.086
bgr,2017,26.452
bgr,2018,24.142
bgr,2019,24.984
bgr,2020,21.652
bhr,1991,59.331
bhr,1992,59.223
bhr,1993,58.647
bhr,1994,57.968
bhr,1995,57.476
bhr,1996,56.864
bhr,1997,56.263
bhr,1998,55.747
bhr,1999,55.166
bhr,2000,54.605
bhr,2001,53.589
bhr,2002,53.284
bhr,2003,52.974
bhr,2004,52.621
bhr,2005,52.233
bhr,2006,52.004
bhr,2007,51.743
bhr,2008,51.452
bhr,2009,51.234
bhr,2010,51.162
bhr,2011,49.757
bhr,2012,50.63
bhr,2013,51.572
bhr,2014,52.488
bhr,2015,53.336
bhr,2016,53.117
bhr,2017,52.692
bhr,2018,52.287
bhr,2019,51.886
bhr,2020,47.58
bhs,1991,49.881
bhs,1992,48.454
bhs,1993,50.783
bhs,1994,49.965
bhs,1995,50.88
bhs,1996,51.303
bhs,1997,52.722
bhs,1998,57.749
bhs,1999,58.44
bhs,2000,56.634
bhs,2001,55.018
bhs,2002,52.647
bhs,2003,51.197
bhs,2004,52.66
bhs,2005,52.992
bhs,2006,54.082
bhs,2007,52.787
bhs,2008,54.443
bhs,2009,49.699
bhs,2010,48.217
bhs,2011,46.705
bhs,2012,46.652
bhs,2013,42.952
bhs,2014,47.383
bhs,2015,50.364
bhs,2016,51.07
bhs,2017,53.852
bhs,2018,50.505
bhs,2019,50.622
bhs,2020,41.672
bih,1991,31.89
bih,1992,31.176
bih,1993,30.202
bih,1994,28.825
bih,1995,27.605
bih,1996,26.487
bih,1997,25.506
bih,1998,24.455
bih,1999,23.383
bih,2000,22.431
bih,2001,21.425
bih,2002,20.325
bih,2003,19.348
bih,2004,18.164
bih,2005,16.842
bih,2006,15.843
bih,2007,17.904
bih,2008,22.08
bih,2009,21.494
bih,2010,17.7
bih,2011,16.993
bih,2012,13.955
bih,2013,14.629
bih,2014,13.285
bih,2015,15.719
bih,2016,18.364
bih,2017,22.993
bih,2018,26.15
bih,2019,27.375
bih,2020,25.222
blr,1991,46.866
blr,1992,44.868
blr,1993,39.527
blr,1994,35.408
blr,1995,30.483
blr,1996,23.45
blr,1997,31.252
blr,1998,34.152
blr,1999,35.201
blr,2000,35.977
blr,2001,36.868
blr,2002,37.719
blr,2003,38.521
blr,2004,39.251
blr,2005,40.132
blr,2006,40.943
blr,2007,41.782
blr,2008,42.545
blr,2009,43.492
blr,2010,43.437
blr,2011,43.51
blr,2012,43.584
blr,2013,43.602
blr,2014,43.607
blr,2015,43.727
blr,2016,43.758
blr,2017,43.112
blr,2018,41.961
blr,2019,41.404
blr,2020,40.297
blz,1991,52.827
blz,1992,51.555
blz,1993,50.951
blz,1994,49.741
blz,1995,48.913
blz,1996,47.462
blz,1997,50.989
blz,1998,48.059
blz,1999,50.558
blz,2000,52.377
blz,2001,54.08
blz,2002,52.09
blz,2003,52.006
blz,2004,51.828
blz,2005,51.677
blz,2006,52.995
blz,2007,53.272
blz,2008,53.435
blz,2009,53.279
blz,2010,53.175
blz,2011,53.055
blz,2012,52.938
blz,2013,52.794
blz,2014,54.181
blz,2015,53.908
blz,2016,53.191
blz,2017,52.988
blz,2018,53.039
blz,2019,53.375
blz,2020,47.703
bol,1991,57.172
bol,1992,57.115
bol,1993,57.138
bol,1994,57.042
bol,1995,57.303
bol,1996,57.594
bol,1997,57.848
bol,1998,57.675
bol,1999,57.399
bol,2000,57.265
bol,2001,57.543
bol,2002,57.859
bol,2003,58.16
bol,2004,58.498
bol,2005,58.804
bol,2006,59.113
bol,2007,58.434
bol,2008,54.937
bol,2009,53.962
bol,2010,55.791
bol,2011,57.641
bol,2012,52.261
bol,2013,50.485
bol,2014,58.24
bol,2015,50.573
bol,2016,47.012
bol,2017,47.875
bol,2018,51.643
bol,2019,52.253
bol,2020,42.351
bra,1991,70.584
bra,1992,69.758
bra,1993,69.185
bra,1994,68.465
bra,1995,67.636
bra,1996,63.858
bra,1997,63.541
bra,1998,61.48
bra,1999,60.299
bra,2000,59.946
bra,2001,58.95
bra,2002,59.454
bra,2003,58.683
bra,2004,60.159
bra,2005,60.4
bra,2006,60.073
bra,2007,60.151
bra,2008,60.558
bra,2009,58.764
bra,2010,58.052
bra,2011,56.448
bra,2012,55.73
bra,2013,54.534
bra,2014,53.297
bra,2015,50.931
bra,2016,46.213
bra,2017,45.418
bra,2018,46.019
bra,2019,46.962
bra,2020,41.09
brb,1991,38.764
brb,1992,41.487
brb,1993,40.233
brb,1994,44.599
brb,1995,45.023
brb,1996,51.31
brb,1997,48.463
brb,1998,51.776
brb,1999,52.495
brb,2000,52.071
brb,2001,50.044
brb,2002,48.349
brb,2003,45.716
brb,2004,49.777
brb,2005,51.178
brb,2006,49.25
brb,2007,51.17
brb,2008,49.411
brb,2009,43.839
brb,2010,41.946
brb,2011,43.575
brb,2012,38.731
brb,2013,38.711
brb,2014,33.522
brb,2015,33.451
brb,2016,33.675
brb,2017,31.763
brb,2018,36.519
brb,2019,33.081
brb,2020,28.827
brn,1991,50.233
brn,1992,49.853
brn,1993,49.591
brn,1994,49.025
brn,1995,48.472
brn,1996,48.225
brn,1997,48.044
brn,1998,47.578
brn,1999,46.901
brn,2000,46.307
brn,2001,45.926
brn,2002,45.23
brn,2003,44.584
brn,2004,43.94
brn,2005,43.127
brn,2006,42.303
brn,2007,41.894
brn,2008,41.36
brn,2009,40.679
brn,2010,39.732
brn,2011,38.7
brn,2012,37.515
brn,2013,36.374
brn,2014,35.122
brn,2015,33.29
brn,2016,31.781
brn,2017,29.994
brn,2018,31.117
brn,2019,37.705
brn,2020,36.273
btn,1991,59.201
btn,1992,58.351
btn,1993,57.586
btn,1994,56.685
btn,1995,55.81
btn,1996,55.159
btn,1997,54.447
btn,1998,53.689
btn,1999,53.232
btn,2000,52.556
btn,2001,51.576
btn,2002,50.475
btn,2003,49.485
btn,2004,47.469
btn,2005,44.666
btn,2006,44.022
btn,2007,42.468
btn,2008,41.621
btn,2009,40.445
btn,2010,38.837
btn,2011,34.339
btn,2012,27.332
btn,2013,26.632
btn,2014,24.002
btn,2015,26.604
btn,2016,26.069
btn,2017,25.663
btn,2018,25.268
btn,2019,24.796
btn,2020,22.389
bwa,1991,43.038
bwa,1992,39.933
bwa,1993,36.867
bwa,1994,33.806
bwa,1995,33.107
bwa,1996,32.438
bwa,1997,31.313
bwa,1998,29.892
bwa,1999,29.707
bwa,2000,29.428
bwa,2001,28.602
bwa,2002,27.098
bwa,2003,25.635
bwa,2004,28.472
bwa,2005,31.28
bwa,2006,34.02
bwa,2007,33.538
bwa,2008,33.036
bwa,2009,32.475
bwa,2010,30.415
bwa,2011,29.496
bwa,2012,28.623
bwa,2013,27.828
bwa,2014,26.978
bwa,2015,26.159
bwa,2016,25.397
bwa,2017,24.605
bwa,2018,23.848
bwa,2019,23.093
bwa,2020,22.303
caf,1991,50.857
caf,1992,50.683
caf,1993,50.505
caf,1994,50.35
caf,1995,50.162
caf,1996,50.189
caf,1997,50.249
caf,1998,50.316
caf,1999,50.266
caf,2000,50.112
caf,2001,50.457
caf,2002,50.623
caf,2003,50.691
caf,2004,50.932
caf,2005,51.004
caf,2006,51.439
caf,2007,51.793
caf,2008,52.181
caf,2009,52.397
caf,2010,52.295
caf,2011,53.033
caf,2012,53.698
caf,2013,53.768
caf,2014,54.138
caf,2015,54.414
caf,2016,54.044
caf,2017,53.575
caf,2018,53.084
caf,2019,52.465
caf,2020,51.145
can,1991,57.085
can,1992,54.402
can,1993,53.421
can,1994,54.074
can,1995,54.272
can,1996,53.22
can,1997,52.729
can,1998,52.937
can,1999,55.291
can,2000,56.707
can,2001,56.448
can,2002,57.313
can,2003,57.685
can,2004,57.446
can,2005,56.685
can,2006,57.735
can,2007,59.182
can,2008,59.047
can,2009,53.481
can,2010,53.123
can,2011,54.21
can,2012,53.143
can,2013,54.155
can,2014,54.246
can,2015,54.467
can,2016,54.095
can,2017,55.419
can,2018,55.413
can,2019,56.149
can,2020,48.864
chanisl,1991,51.194
chanisl,1992,49.542
chanisl,1993,48.273
chanisl,1994,48.23
chanisl,1995,48.615
chanisl,1996,47.879
chanisl,1997,48.091
chanisl,1998,49.016
chanisl,1999,48.888
chanisl,2000,49.611
chanisl,2001,49.91
chanisl,2002,46.358
chanisl,2003,45.454
chanisl,2004,44.364
chanisl,2005,45.467
chanisl,2006,46.241
chanisl,2007,47.868
chanisl,2008,47.913
chanisl,2009,43.106
chanisl,2010,41.246
chanisl,2011,43.079
chanisl,2012,41.514
chanisl,2013,40.522
chanisl,2014,41.06
chanisl,2015,42.016
chanisl,2016,42.754
chanisl,2017,43.358
chanisl,2018,44.132
chanisl,2019,43.963
chanisl,2020,42.154
che,1991,70.756
che,1992,68.418
che,1993,67.779
che,1994,64.48
che,1995,64.306
che,1996,66.011
che,1997,63.556
che,1998,67.47
che,1999,64.044
che,2000,66.546
che,2001,64.652
che,2002,65.388
che,2003,64.587
che,2004,62.656
che,2005,60.952
che,2006,64.613
che,2007,65.412
che,2008,63.585
che,2009,60.862
che,2010,63.487
che,2011,63.975
che,2012,62.965
che,2013,62.938
che,2014,62.448
che,2015,60.61
che,2016,61.843
che,2017,63.888
che,2018,62.626
che,2019,60.811
che,2020,59.461
chl,1991,51.04
chl,1992,51.575
chl,1993,50.927
chl,1994,49.797
chl,1995,50.274
chl,1996,47.549
chl,1997,45.923
chl,1998,44.092
chl,1999,39.846
chl,2000,38.022
chl,2001,36.643
chl,2002,36.101
chl,2003,35.42
chl,2004,35.025
chl,2005,34.832
chl,2006,35.878
chl,2007,36.184
chl,2008,37.643
chl,2009,34.266
chl,2010,36.634
chl,2011,37.648
chl,2012,36.133
chl,2013,35.417
chl,2014,35.069
chl,2015,35.291
chl,2016,33.753
chl,2017,32.025
chl,2018,30.49
chl,2019,27.353
chl,2020,23.017
chn,1991,72.858
chn,1992,72.013
chn,1993,70.604
chn,1994,69.337
chn,1995,68.229
chn,1996,67.072
chn,1997,65.912
chn,1998,64.913
chn,1999,63.94
chn,2000,63.008
chn,2001,61.419
chn,2002,60.061
chn,2003,58.901
chn,2004,58.39
chn,2005,57.648
chn,2006,57.045
chn,2007,56.383
chn,2008,55.21
chn,2009,54.156
chn,2010,53.513
chn,2011,52.845
chn,2012,51.961
chn,2013,51.072
chn,2014,50.308
chn,2015,49.6
chn,2016,49.034
chn,2017,48.421
chn,2018,47.935
chn,2019,47.017
chn,2020,44.722
civ,1991,57.378
civ,1992,56.914
civ,1993,57.238
civ,1994,57.473
civ,1995,57.762
civ,1996,57.895
civ,1997,57.864
civ,1998,57.789
civ,1999,56.19
civ,2000,54.57
civ,2001,52.955
civ,2002,51.323
civ,2003,49.704
civ,2004,48.107
civ,2005,46.52
civ,2006,44.922
civ,2007,43.343
civ,2008,41.786
civ,2009,40.251
civ,2010,38.731
civ,2011,37.2
civ,2012,35.767
civ,2013,36.366
civ,2014,35.264
civ,2015,34.153
civ,2016,33.025
civ,2017,31.033
civ,2018,30.688
civ,2019,30.346
civ,2020,29.793
cmr,1991,63.365
cmr,1992,63.228
cmr,1993,62.879
cmr,1994,62.692
cmr,1995,62.292
cmr,1996,61.982
cmr,1997,62.146
cmr,1998,62.188
cmr,1999,62.173
cmr,2000,62.116
cmr,2001,62.261
cmr,2002,63.196
cmr,2003,64.108
cmr,2004,65.01
cmr,2005,65.798
cmr,2006,66.548
cmr,2007,67.229
cmr,2008,64.427
cmr,2009,61.492
cmr,2010,58.441
cmr,2011,58.249
cmr,2012,58.029
cmr,2013,57.785
cmr,2014,57.496
cmr,2015,57.162
cmr,2016,56.828
cmr,2017,56.422
cmr,2018,55.97
cmr,2019,55.466
cmr,2020,54.359
cod,1991,37.195
cod,1992,37.28
cod,1993,37.277
cod,1994,37.295
cod,1995,37.18
cod,1996,37.424
cod,1997,37.472
cod,1998,37.443
cod,1999,37.319
cod,2000,37.177
cod,2001,37.346
cod,2002,37.502
cod,2003,37.641
cod,2004,37.753
cod,2005,37.825
cod,2006,36.64
cod,2007,35.484
cod,2008,34.353
cod,2009,33.242
cod,2010,32.169
cod,2011,31.11
cod,2012,30.081
cod,2013,30.202
cod,2014,30.261
cod,2015,30.221
cod,2016,30.224
cod,2017,30.142
cod,2018,29.987
cod,2019,29.742
cod,2020,28.089
cog,1991,30.482
cog,1992,29.983
cog,1993,29.383
cog,1994,28.727
cog,1995,28.272
cog,1996,27.814
cog,1997,27.282
cog,1998,26.856
cog,1999,26.303
cog,2000,25.944
cog,2001,25.631
cog,2002,25.317
cog,2003,24.929
cog,2004,24.63
cog,2005,24.425
cog,2006,24.309
cog,2007,24.062
cog,2008,24.063
cog,2009,24.021
cog,2010,23.913
cog,2011,24.15
cog,2012,24.423
cog,2013,24.534
cog,2014,24.746
cog,2015,24.774
cog,2016,24.646
cog,2017,24.545
cog,2018,24.376
cog,2019,24.158
cog,2020,21.476
col,1991,58.062
col,1992,58.704
col,1993,60.538
col,1994,60.596
col,1995,58.488
col,1996,55.073
col,1997,54.469
col,1998,51.179
col,1999,45.716
col,2000,45.542
col,2001,52.259
col,2002,51.359
col,2003,52.735
col,2004,50.462
col,2005,51.14
col,2006,48.665
col,2007,47.796
col,2008,47.487
col,2009,50.49
col,2010,51.177
col,2011,53.256
col,2012,55.031
col,2013,54.173
col,2014,54.19
col,2015,55.438
col,2016,53.017
col,2017,52.193
col,2018,51.59
col,2019,48.8
col,2020,42.606
com,1991,18.124
com,1992,18.173
com,1993,18.055
com,1994,17.77
com,1995,17.556
com,1996,17.254
com,1997,16.989
com,1998,16.639
com,1999,16.259
com,2000,15.944
com,2001,15.588
com,2002,15.212
com,2003,14.814
com,2004,14.418
com,2005,14.478
com,2006,14.518
com,2007,14.538
com,2008,14.553
com,2009,14.547
com,2010,14.535
com,2011,14.511
com,2012,14.474
com,2013,14.435
com,2014,14.381
com,2015,14.094
com,2016,13.889
com,2017,13.648
com,2018,13.375
com,2019,13.082
com,2020,12.056
cpv,1991,64.32
cpv,1992,63.3
cpv,1993,62.184
cpv,1994,61.114
cpv,1995,59.945
cpv,1996,58.765
cpv,1997,57.595
cpv,1998,56.434
cpv,1999,55.258
cpv,2000,54.098
cpv,2001,52.83
cpv,2002,51.612
cpv,2003,50.344
cpv,2004,49.07
cpv,2005,47.712
cpv,2006,46.243
cpv,2007,44.773
cpv,2008,43.217
cpv,2009,41.652
cpv,2010,40.127
cpv,2011,38.378
cpv,2012,36.595
cpv,2013,34.823
cpv,2014,33.065
cpv,2015,31.338
cpv,2016,29.664
cpv,2017,28.002
cpv,2018,27.766
cpv,2019,28.022
cpv,2020,23.713
cri,1991,63.522
cri,1992,64.505
cri,1993,65.567
cri,1994,64.399
cri,1995,62.691
cri,1996,59.682
cri,1997,60.468
cri,1998,62.057
cri,1999,57.07
cri,2000,58.388
cri,2001,57.107
cri,2002,55.116
cri,2003,56.323
cri,2004,54.421
cri,2005,53.405
cri,2006,54.711
cri,2007,58.119
cri,2008,53.661
cri,2009,48.168
cri,2010,46.241
cri,2011,42.996
cri,2012,45.941
cri,2013,44.287
cri,2014,44.828
cri,2015,42.548
cri,2016,42.02
cri,2017,42.23
cri,2018,42.714
cri,2019,36.781
cri,2020,32.654
cub,1991,40.767
cub,1992,42.798
cub,1993,45.399
cub,1994,45.662
cub,1995,45.519
cub,1996,45.492
cub,1997,45.675
cub,1998,46.485
cub,1999,45.985
cub,2000,46.024
cub,2001,46.725
cub,2002,47.48
cub,2003,48.128
cub,2004,47.465
cub,2005,45.682
cub,2006,44.106
cub,2007,43.209
cub,2008,43.286
cub,2009,44.081
cub,2010,42.257
cub,2011,42.231
cub,2012,41.586
cub,2013,41.799
cub,2014,42.936
cub,2015,42.783
cub,2016,43.655
cub,2017,43.986
cub,2018,44.211
cub,2019,44.522
cub,2020,40.13
cyp,1991,59.697
cyp,1992,55.932
cyp,1993,54.38
cyp,1994,52.361
cyp,1995,50.601
cyp,1996,48.424
cyp,1997,46.27
cyp,1998,44.44
cyp,1999,41.326
cyp,2000,40.496
cyp,2001,41.645
cyp,2002,39.112
cyp,2003,40.053
cyp,2004,41.494
cyp,2005,41.793
cyp,2006,42.006
cyp,2007,40.706
cyp,2008,40.918
cyp,2009,37.671
cyp,2010,35.829
cyp,2011,33.366
cyp,2012,31.784
cyp,2013,25.646
cyp,2014,27.172
cyp,2015,25.54
cyp,2016,27.679
cyp,2017,25.512
cyp,2018,28.753
cyp,2019,31.816
cyp,2020,31.984
cze,1991,56.515
cze,1992,56.964
cze,1993,55.571
cze,1994,55.256
cze,1995,54.591
cze,1996,53.918
cze,1997,49.454
cze,1998,47.564
cze,1999,42.756
cze,2000,39.49
cze,2001,37.405
cze,2002,35.787
cze,2003,32.613
cze,2004,29.678
cze,2005,31.301
cze,2006,31.402
cze,2007,32.795
cze,2008,32.331
cze,2009,31.052
cze,2010,29.587
cze,2011,29.061
cze,2012,29.224
cze,2013,29.949
cze,2014,32.325
cze,2015,33.116
cze,2016,33.756
cze,2017,33.767
cze,2018,32.172
cze,2019,31.578
cze,2020,30.491
deu,1991,59.105
deu,1992,56.905
deu,1993,53.945
deu,1994,51.561
deu,1995,49.855
deu,1996,47.999
deu,1997,46.822
deu,1998,47.718
deu,1999,48.608
deu,2000,48.575
deu,2001,48.658
deu,2002,46.94
deu,2003,45.104
deu,2004,42.763
deu,2005,43.603
deu,2006,45.283
deu,2007,47.173
deu,2008,48.673
deu,2009,47.48
deu,2010,47.947
deu,2011,49.744
deu,2012,48.624
deu,2013,48.436
deu,2014,47.705
deu,2015,46.518
deu,2016,46.947
deu,2017,47.393
deu,2018,48.831
deu,2019,50.67
deu,2020,49.321
dji,1991,23.25
dji,1992,22.746
dji,1993,21.643
dji,1994,20.798
dji,1995,20.095
dji,1996,19.171
dji,1997,18.566
dji,1998,18.079
dji,1999,17.505
dji,2000,16.607
dji,2001,16.031
dji,2002,15.288
dji,2003,14.417
dji,2004,13.538
dji,2005,12.702
dji,2006,11.426
dji,2007,10.185
dji,2008,9.006
dji,2009,7.844
dji,2010,6.876
dji,2011,6.394
dji,2012,5.939
dji,2013,5.55
dji,2014,5.197
dji,2015,4.833
dji,2016,4.56
dji,2017,4.225
dji,2018,4.07
dji,2019,3.921
dji,2020,3.026
dnk,1991,67.256
dnk,1992,64.134
dnk,1993,60.761
dnk,1994,64.841
dnk,1995,70.877
dnk,1996,69.772
dnk,1997,72.748
dnk,1998,66.699
dnk,1999,69.348
dnk,2000,70.129
dnk,2001,64.294
dnk,2002,64.404
dnk,2003,60.885
dnk,2004,63.106
dnk,2005,63.952
dnk,2006,64.985
dnk,2007,66.539
dnk,2008,63.861
dnk,2009,58.093
dnk,2010,52.584
dnk,2011,51.92
dnk,2012,50.871
