geo,time,sl_emp_mpyr_zs
dza,2002,6.47
dza,2003,5.95
dza,2004,5.59
dza,2005,5.23
dza,2006,4.89
dza,2007,4.57
dza,2008,4.27
dza,2009,3.98
dza,2010,3.7
dza,2011,3.44
dza,2012,3.76
dza,2013,4.11
dza,2014,4.23
dza,2015,4.36
dza,2016,4.49
dza,2017,4.62
dza,2018,4.63
dza,2019,4.65
ecu,1991,6.19
ecu,1992,8.07
ecu,1993,8.14
ecu,1994,7.94
ecu,1995,7.8
ecu,1996,7.51
ecu,1997,7.79
ecu,1998,8.01
ecu,1999,6.96
ecu,2000,6.24
ecu,2001,5.49
ecu,2002,5.21
ecu,2003,4.88
ecu,2004,6.41
ecu,2005,6.29
ecu,2006,6.01
ecu,2007,5.23
ecu,2008,5.29
ecu,2009,4.21
ecu,2010,3.93
ecu,2011,3.61
ecu,2012,4
ecu,2013,3.43
ecu,2014,3.36
ecu,2015,3.24
ecu,2016,3.3
ecu,2017,2.98
ecu,2018,3
ecu,2019,2.83
egy,1991,15.94
egy,1992,16.12
egy,1993,15.96
egy,1994,16.76
egy,1995,16.91
egy,1996,15.84
egy,1997,14.81
egy,1998,16.02
egy,1999,15.99
egy,2000,17.12
egy,2001,17.88
egy,2002,17.45
egy,2003,17.86
egy,2004,17.3
egy,2005,14.7
egy,2006,13.38
egy,2007,14.12
egy,2008,15.03
egy,2009,15.13
egy,2010,14.74
egy,2011,15.71
egy,2012,15.68
egy,2013,12.56
egy,2014,13.72
egy,2015,11.95
egy,2016,10.41
egy,2017,10.37
egy,2018,12.35
egy,2019,12.45
eri,1991,0.47
eri,1992,0.48
eri,1993,0.44
eri,1994,0.44
eri,1995,0.38
eri,1996,0.4
eri,1997,0.44
eri,1998,0.32
eri,1999,0.27
eri,2000,0.32
eri,2001,0.42
eri,2002,0.45
eri,2003,0.41
eri,2004,0.52
eri,2005,0.55
eri,2006,0.69
eri,2007,0.72
eri,2008,0.74
eri,2009,0.87
eri,2010,0.7
eri,2011,0.79
eri,2012,0.93
eri,2013,1.04
eri,2014,1.11
eri,2015,1.2
eri,2016,1.24
eri,2017,1.23
eri,2018,1.26
eri,2019,1.21
esp,1991,3.98
esp,1992,4.48
esp,1993,4.37
esp,1994,4.74
esp,1995,4.89
esp,1996,5.21
esp,1997,5.24
esp,1998,5.19
esp,1999,6
esp,2000,5.63
esp,2001,5.41
esp,2002,5.17
esp,2003,5.32
esp,2004,5.36
esp,2005,5.09
esp,2006,5.37
esp,2007,5.42
esp,2008,5.69
esp,2009,5.6
esp,2010,5.5
esp,2011,5.16
esp,2012,5.19
esp,2013,5.09
esp,2014,5.06
esp,2015,4.97
esp,2016,4.96
esp,2017,5.11
esp,2018,4.97
esp,2019,4.83
est,1991,2.18
est,1992,2.2
est,1993,2.25
est,1994,2.28
est,1995,2.32
est,1996,2.36
est,1997,2.34
est,1998,2.67
est,1999,3.59
est,2000,2.96
est,2001,2.21
est,2002,1.82
est,2003,2.58
est,2004,3.31
est,2005,2.58
est,2006,2.67
est,2007,3.3
est,2008,3.39
est,2009,3.85
est,2010,3.47
est,2011,3.95
est,2012,3.79
est,2013,3.77
est,2014,3.42
est,2015,3.64
est,2016,3.87
est,2017,4.67
est,2018,4.49
est,2019,4.55
eth,1991,1.05
eth,1992,1.12
eth,1993,1.12
eth,1994,1.11
eth,1995,1.12
eth,1996,1.13
eth,1997,1.12
eth,1998,1.04
eth,1999,0.95
eth,2000,0.85
eth,2001,0.87
eth,2002,0.81
eth,2003,0.8
eth,2004,0.75
eth,2005,0.71
eth,2006,0.67
eth,2007,0.66
eth,2008,0.63
eth,2009,0.6
eth,2010,0.57
eth,2011,0.54
eth,2012,0.53
eth,2013,0.5
eth,2014,0.49
eth,2015,0.48
eth,2016,0.45
eth,2017,0.45
eth,2018,0.45
eth,2019,0.46
fin,1991,3.73
fin,1992,3.8
fin,1993,3.76
fin,1994,3.77
fin,1995,3.7
fin,1996,3.87
fin,1997,4.55
fin,1998,3.75
fin,1999,4.16
fin,2000,4.32
fin,2001,3.96
fin,2002,4
fin,2003,4.11
fin,2004,4.19
fin,2005,3.84
fin,2006,4.04
fin,2007,4.01
fin,2008,3.79
fin,2009,4.07
fin,2010,4.17
fin,2011,4.09
fin,2012,4.02
fin,2013,4.02
fin,2014,4.23
fin,2015,4.23
fin,2016,4.05
fin,2017,3.93
fin,2018,3.58
fin,2019,3.78
fji,1991,0.96
fji,1992,0.97
fji,1993,0.98
fji,1994,0.99
fji,1995,1
fji,1996,1.01
fji,1997,1.02
fji,1998,1.04
fji,1999,1.04
fji,2000,1.05
fji,2001,1.07
fji,2002,1.08
fji,2003,1.09
fji,2004,1.09
fji,2005,1.1
fji,2006,1.09
fji,2007,1.1
fji,2008,1.1
fji,2009,1.13
fji,2010,1.15
fji,2011,1.16
fji,2012,1.17
fji,2013,1.18
fji,2014,1.16
fji,2015,1.14
fji,2016,1.12
fji,2017,1.09
fji,2018,1.06
fji,2019,1.03
fra,1991,4.77
fra,1992,4.94
fra,1993,4.83
fra,1994,4.75
fra,1995,4.69
fra,1996,4.66
fra,1997,4.67
fra,1998,4.71
fra,1999,4.58
fra,2000,4.33
fra,2001,4.19
fra,2002,4.07
fra,2003,4.35
fra,2004,4.37
fra,2005,4.35
fra,2006,4.47
fra,2007,4.41
fra,2008,4.63
fra,2009,4.48
fra,2010,4.46
fra,2011,4.44
fra,2012,4.34
fra,2013,4.3
fra,2014,4.25
fra,2015,4.26
fra,2016,4.24
fra,2017,4.2
fra,2018,4.23
fra,2019,4.25
gab,1991,0.56
gab,1992,0.58
gab,1993,0.62
gab,1994,0.67
gab,1995,0.73
gab,1996,0.78
gab,1997,0.86
gab,1998,0.93
gab,1999,1.06
gab,2000,1.14
gab,2001,1.15
gab,2002,1.27
gab,2003,1.4
gab,2004,1.53
gab,2005,1.68
gab,2006,1.82
gab,2007,1.99
gab,2008,2.16
gab,2009,2.35
gab,2010,2.55
gab,2011,2.52
gab,2012,2.52
gab,2013,2.54
gab,2014,2.57
gab,2015,2.62
gab,2016,2.67
gab,2017,2.72
gab,2018,2.8
gab,2019,2.85
gbr,1991,3.94
gbr,1992,3.56
gbr,1993,3.43
gbr,1994,3.34
gbr,1995,3.37
gbr,1996,3.13
gbr,1997,3.24
gbr,1998,3.13
gbr,1999,3.19
gbr,2000,3.2
gbr,2001,3.16
gbr,2002,3.05
gbr,2003,3.01
gbr,2004,3.05
gbr,2005,2.94
gbr,2006,2.93
gbr,2007,2.88
gbr,2008,2.81
gbr,2009,2.78
gbr,2010,2.65
gbr,2011,2.52
gbr,2012,2.53
gbr,2013,2.47
gbr,2014,2.54
gbr,2015,2.44
gbr,2016,2.43
gbr,2017,2.39
gbr,2018,2.06
gbr,2019,2.21
geo,1991,0.6
geo,1992,0.7
geo,1993,0.76
geo,1994,0.98
geo,1995,1.15
geo,1996,1.16
geo,1997,1.36
geo,1998,1.53
geo,1999,1.16
geo,2000,1.51
geo,2001,1.54
geo,2002,1.54
geo,2003,1.17
geo,2004,1.09
geo,2005,1.07
geo,2006,0.76
geo,2007,1.14
geo,2008,1.15
geo,2009,1.46
geo,2010,1.38
geo,2011,1.44
geo,2012,1.57
geo,2013,1.37
geo,2014,1.13
geo,2015,1.38
geo,2016,1.33
geo,2017,1.99
geo,2018,1.99
geo,2019,2
gha,1991,4.43
gha,1992,4.42
gha,1993,4.4
gha,1994,4.46
gha,1995,4.56
gha,1996,4.62
gha,1997,4.66
gha,1998,4.81
gha,1999,4.85
gha,2000,4.95
gha,2001,5.04
gha,2002,5.1
gha,2003,5.07
gha,2004,5.1
gha,2005,4.97
gha,2006,5.38
gha,2007,5.46
gha,2008,5.51
gha,2009,5.66
gha,2010,5.72
gha,2011,5.17
gha,2012,5.25
gha,2013,5.33
gha,2014,5.36
gha,2015,5.54
gha,2016,5.58
gha,2017,5.53
gha,2018,5.42
gha,2019,5.35
gin,1991,1.22
gin,1992,1.23
gin,1993,1.25
gin,1994,1.26
gin,1995,1.27
gin,1996,1.29
gin,1997,1.3
gin,1998,1.33
gin,1999,1.35
gin,2000,1.36
gin,2001,1.37
gin,2002,1.37
gin,2003,1.39
gin,2004,1.44
gin,2005,1.46
gin,2006,1.51
gin,2007,1.51
gin,2008,1.55
gin,2009,1.45
gin,2010,1.39
gin,2011,1.33
gin,2012,1.35
gin,2013,1.25
gin,2014,1.28
gin,2015,1.25
gin,2016,1.14
gin,2017,1.04
gin,2018,1.12
gin,2019,1.13
gmb,1991,1.02
gmb,1992,1.02
gmb,1993,1.03
gmb,1994,1.07
gmb,1995,1.08
gmb,1996,1.09
gmb,1997,1.11
gmb,1998,1.15
gmb,1999,1.15
gmb,2000,1.15
gmb,2001,1.16
gmb,2002,1.21
gmb,2003,1.26
gmb,2004,1.3
gmb,2005,1.32
gmb,2006,1.34
gmb,2007,1.38
gmb,2008,1.35
gmb,2009,1.38
gmb,2010,1.38
gmb,2011,1.43
gmb,2012,1.47
gmb,2013,1.48
gmb,2014,1.45
gmb,2015,1.4
gmb,2016,1.41
gmb,2017,1.44
gmb,2018,1.46
gmb,2019,1.43
gnb,1991,0.69
gnb,1992,0.7
gnb,1993,0.72
gnb,1994,0.72
gnb,1995,0.73
gnb,1996,0.74
gnb,1997,0.73
gnb,1998,0.73
gnb,1999,0.74
gnb,2000,0.65
gnb,2001,0.73
gnb,2002,0.75
gnb,2003,0.74
gnb,2004,0.79
gnb,2005,0.79
gnb,2006,0.86
gnb,2007,0.88
gnb,2008,0.93
gnb,2009,0.94
gnb,2010,0.94
gnb,2011,0.96
gnb,2012,0.95
gnb,2013,1.01
gnb,2014,0.89
gnb,2015,0.95
gnb,2016,0.99
gnb,2017,1
gnb,2018,1
gnb,2019,0.99
gnq,1991,11.13
gnq,1992,10.91
gnq,1993,9.67
gnq,1994,11.27
gnq,1995,10.26
gnq,1996,9.78
gnq,1997,10.35
gnq,1998,7.53
gnq,1999,9.75
gnq,2000,10.15
gnq,2001,10.27
gnq,2002,8.98
gnq,2003,9.03
gnq,2004,8.74
gnq,2005,9.04
gnq,2006,8.18
gnq,2007,8.04
gnq,2008,8.15
gnq,2009,7.59
gnq,2010,7.71
gnq,2011,7.94
gnq,2012,8.23
gnq,2013,7.98
gnq,2014,8.25
gnq,2015,7.79
gnq,2016,7.74
gnq,2017,8.42
gnq,2018,9
gnq,2019,8.8
grc,1991,6.32
grc,1992,6.95
grc,1993,7.24
grc,1994,7.03
grc,1995,6.41
grc,1996,6.93
grc,1997,7.13
grc,1998,7.27
grc,1999,7.57
grc,2000,7.97
grc,2001,8.18
grc,2002,7.49
grc,2003,7.19
grc,2004,7.95
grc,2005,7.87
grc,2006,8.01
grc,2007,8.02
grc,2008,8.34
grc,2009,8.27
grc,2010,7.85
grc,2011,7.66
grc,2012,7.06
grc,2013,6.65
grc,2014,6.33
grc,2015,6.88
grc,2016,7.4
grc,2017,7.31
grc,2018,7.62
grc,2019,7.4
gtm,1991,3.39
gtm,1992,3.39
gtm,1993,3.39
gtm,1994,3.37
gtm,1995,3.37
gtm,1996,3.35
gtm,1997,3.35
gtm,1998,3.43
gtm,1999,3.31
gtm,2000,3.19
gtm,2001,3.89
gtm,2002,4.64
gtm,2003,5.56
gtm,2004,4.8
gtm,2005,4.3
gtm,2006,3.85
gtm,2007,3.61
gtm,2008,3.38
gtm,2009,3.18
gtm,2010,2.98
gtm,2011,2.36
gtm,2012,2.79
gtm,2013,2.74
gtm,2014,2.96
gtm,2015,2.75
gtm,2016,3.08
gtm,2017,2.8
gtm,2018,2.84
gtm,2019,2.84
gum,1991,1.77
gum,1992,1.77
gum,1993,1.77
gum,1994,1.78
gum,1995,1.79
gum,1996,1.79
gum,1997,1.8
gum,1998,1.81
gum,1999,1.81
gum,2000,1.81
gum,2001,1.81
gum,2002,1.8
gum,2003,1.79
gum,2004,1.8
gum,2005,1.77
gum,2006,1.72
gum,2007,1.71
gum,2008,1.71
gum,2009,1.71
gum,2010,1.7
gum,2011,1.68
gum,2012,1.67
gum,2013,1.66
gum,2014,1.63
gum,2015,1.59
gum,2016,1.55
gum,2017,1.5
gum,2018,1.46
gum,2019,1.42
guy,1991,6.08
guy,1992,6.11
guy,1993,6.08
guy,1994,6.09
guy,1995,6.09
guy,1996,6.1
guy,1997,6.13
guy,1998,6.16
guy,1999,6.17
guy,2000,6.32
guy,2001,6.33
guy,2002,6.35
guy,2003,6.43
guy,2004,6.4
guy,2005,6.39
guy,2006,6.04
guy,2007,6.02
guy,2008,6.01
guy,2009,6.01
guy,2010,5.97
guy,2011,5.96
guy,2012,5.87
guy,2013,5.92
guy,2014,5.92
guy,2015,5.9
guy,2016,5.87
guy,2017,5.84
guy,2018,5.83
guy,2019,5.8
hkg,1991,5.98
hkg,1992,5.94
hkg,1993,5.92
hkg,1994,5.58
hkg,1995,5.42
hkg,1996,5.52
hkg,1997,5.36
hkg,1998,5.19
hkg,1999,5.13
hkg,2000,4.86
hkg,2001,5.09
hkg,2002,5.05
hkg,2003,4.99
hkg,2004,4.77
hkg,2005,4.53
hkg,2006,4.43
hkg,2007,4.13
hkg,2008,3.76
hkg,2009,3.79
hkg,2010,3.51
hkg,2011,3.47
hkg,2012,3.28
hkg,2013,3.25
hkg,2014,2.95
hkg,2015,2.96
hkg,2016,2.79
hkg,2017,2.74
hkg,2018,2.7
hkg,2019,2.66
hnd,1991,11.44
hnd,1992,11.44
hnd,1993,11.34
hnd,1994,11.31
hnd,1995,11.24
hnd,1996,11.24
hnd,1997,11.19
hnd,1998,11.24
hnd,1999,11.29
hnd,2000,11.2
hnd,2001,11.3
hnd,2002,11.33
hnd,2003,11.37
hnd,2004,11.51
hnd,2005,11.6
hnd,2006,11.91
hnd,2007,13.76
hnd,2008,12.73
hnd,2009,12.57
hnd,2010,13.24
hnd,2011,11.15
hnd,2012,11.61
hnd,2013,12.78
hnd,2014,11.45
hnd,2015,9.67
hnd,2016,11
hnd,2017,11.59
hnd,2018,9.97
hnd,2019,10.17
hrv,1991,5.33
hrv,1992,5.27
hrv,1993,5.2
hrv,1994,5.29
hrv,1995,5.22
hrv,1996,5.1
hrv,1997,4.87
hrv,1998,5.25
hrv,1999,5.09
hrv,2000,5.11
hrv,2001,5.04
hrv,2002,5.51
hrv,2003,4.99
hrv,2004,4.88
hrv,2005,5.02
hrv,2006,5.07
hrv,2007,5.34
hrv,2008,5.31
hrv,2009,4.91
hrv,2010,4.73
hrv,2011,4.55
hrv,2012,4.51
hrv,2013,4.39
hrv,2014,5.22
hrv,2015,5.2
hrv,2016,5.19
hrv,2017,4.83
hrv,2018,4.72
hrv,2019,4.92
hti,1991,0.65
hti,1992,0.66
hti,1993,0.66
hti,1994,0.66
hti,1995,0.66
hti,1996,0.66
hti,1997,0.67
hti,1998,0.67
hti,1999,0.67
hti,2000,0.68
hti,2001,0.68
hti,2002,0.69
hti,2003,0.69
hti,2004,0.7
hti,2005,0.7
hti,2006,0.7
hti,2007,0.7
hti,2008,0.7
hti,2009,0.71
hti,2010,0.72
hti,2011,0.72
hti,2012,0.72
hti,2013,0.73
hti,2014,0.73
hti,2015,0.73
hti,2016,0.73
hti,2017,0.73
hti,2018,0.73
hti,2019,0.73
hun,1991,2.39
hun,1992,2.38
hun,1993,2.12
hun,1994,2.09
hun,1995,2.08
hun,1996,2.11
hun,1997,2.59
hun,1998,2.7
hun,1999,2.99
hun,2000,5.07
hun,2001,5.5
hun,2002,5.26
hun,2003,5.13
hun,2004,5.86
hun,2005,5.88
hun,2006,5.46
hun,2007,5.25
hun,2008,5.14
hun,2009,5.34
hun,2010,5.43
hun,2011,5.28
hun,2012,5.26
hun,2013,5.22
hun,2014,5.11
hun,2015,5.1
hun,2016,4.94
hun,2017,4.63
hun,2018,4.32
hun,2019,4.49
idn,1991,1.32
idn,1992,1.33
idn,1993,1.35
idn,1994,1.37
idn,1995,1.4
idn,1996,1.41
idn,1997,1.72
idn,1998,1.74
idn,1999,2.87
idn,2000,2.26
idn,2001,3.07
idn,2002,3.04
idn,2003,2.88
idn,2004,3.17
idn,2005,3.03
idn,2006,2.99
idn,2007,2.89
idn,2008,2.93
idn,2009,2.87
idn,2010,2.91
idn,2011,3.34
idn,2012,3.51
idn,2013,3.5
idn,2014,3.57
idn,2015,3.52
idn,2016,3.52
idn,2017,3.42
idn,2018,3.57
idn,2019,3.5
ind,1991,2.3
ind,1992,2.26
ind,1993,2.2
ind,1994,2.13
ind,1995,1.87
ind,1996,1.63
ind,1997,1.44
ind,1998,1.27
ind,1999,1.11
ind,2000,0.98
ind,2001,1.05
ind,2002,1.13
ind,2003,1.21
ind,2004,1.3
ind,2005,1.4
ind,2006,1.35
ind,2007,1.31
ind,2008,1.28
ind,2009,1.25
ind,2010,1.21
ind,2011,1.36
ind,2012,1.53
ind,2013,1.59
ind,2014,1.67
ind,2015,1.75
ind,2016,1.83
ind,2017,1.92
ind,2018,2.01
ind,2019,2.05
irl,1991,5.19
irl,1992,5.65
irl,1993,6.04
irl,1994,5.71
irl,1995,5.76
irl,1996,5.09
irl,1997,5.43
irl,1998,6.17
irl,1999,5.89
irl,2000,5.97
irl,2001,5.99
irl,2002,5.88
irl,2003,5.78
irl,2004,5.78
irl,2005,5.62
irl,2006,5.42
irl,2007,5.53
irl,2008,5.53
irl,2009,5.44
irl,2010,5.11
irl,2011,4.84
irl,2012,4.74
irl,2013,4.65
irl,2014,4.63
irl,2015,4.58
irl,2016,4.62
irl,2017,4.55
irl,2018,4.32
irl,2019,4.2
irn,1991,3.22
irn,1992,3.27
irn,1993,3.5
irn,1994,3.58
irn,1995,3.54
irn,1996,3.67
irn,1997,3.64
irn,1998,3.51
irn,1999,3.79
irn,2000,4.02
irn,2001,4.12
irn,2002,4.5
irn,2003,4.63
irn,2004,4.93
irn,2005,5.17
irn,2006,5.26
irn,2007,5.44
irn,2008,4.86
irn,2009,4.75
irn,2010,4.12
irn,2011,4.19
irn,2012,3.91
irn,2013,3.8
irn,2014,3.67
irn,2015,3.76
irn,2016,3.6
irn,2017,3.83
irn,2018,3.74
irn,2019,3.59
irq,1991,2.8
irq,1992,2.77
irq,1993,2.75
irq,1994,2.76
irq,1995,2.78
irq,1996,2.78
irq,1997,2.76
irq,1998,2.75
irq,1999,2.72
irq,2000,2.74
irq,2001,2.77
irq,2002,2.83
irq,2003,2.96
irq,2004,2.91
irq,2005,2.89
irq,2006,2.85
irq,2007,2.84
irq,2008,2.74
irq,2009,2.68
irq,2010,2.59
irq,2011,2.5
irq,2012,2.42
irq,2013,2.31
irq,2014,2.2
irq,2015,2.11
irq,2016,1.98
irq,2017,1.85
irq,2018,1.83
irq,2019,1.8
isl,1991,6.96
isl,1992,6.93
isl,1993,6.94
isl,1994,6.9
isl,1995,6.72
isl,1996,8.11
isl,1997,6.24
isl,1998,6.51
isl,1999,6.49
isl,2000,7.1
isl,2001,6.37
isl,2002,5.99
isl,2003,4.17
isl,2004,4.59
isl,2005,5.26
isl,2006,5.09
isl,2007,4.84
isl,2008,4.55
isl,2009,4.07
isl,2010,4.08
isl,2011,4.12
isl,2012,4.07
isl,2013,4.12
isl,2014,3.81
isl,2015,3.57
isl,2016,4.02
isl,2017,3.84
isl,2018,4.01
isl,2019,3.48
isr,1991,4.44
isr,1992,4.5
isr,1993,4.57
isr,1994,4.6
isr,1995,4.69
isr,1996,4.77
isr,1997,4.68
isr,1998,4.63
isr,1999,4.5
isr,2000,4.51
isr,2001,4.5
isr,2002,4.45
isr,2003,4.55
isr,2004,4.35
isr,2005,4.32
isr,2006,4.12
isr,2007,4.19
isr,2008,4.46
isr,2009,4.54
isr,2010,4.2
isr,2011,4.29
isr,2012,4.06
isr,2013,3.86
isr,2014,3.73
isr,2015,3.97
isr,2016,3.99
isr,2017,3.85
isr,2018,4.03
isr,2019,3.94
ita,1991,7.66
ita,1992,7.65
ita,1993,7.63
ita,1994,7.62
ita,1995,7.6
ita,1996,7.59
ita,1997,7.57
ita,1998,7.55
ita,1999,7.52
ita,2000,7.49
ita,2001,7.45
ita,2002,7.4
ita,2003,7.34
ita,2004,7.27
ita,2005,7.18
ita,2006,7.12
ita,2007,7.04
ita,2008,6.92
ita,2009,6.76
ita,2010,6.7
ita,2011,6.67
ita,2012,6.62
ita,2013,6.91
ita,2014,6.6
ita,2015,6.62
ita,2016,6.48
ita,2017,6.16
ita,2018,6.06
ita,2019,5.97
jam,1991,1.14
jam,1992,1.06
jam,1993,1.47
jam,1994,2.1
jam,1995,2.57
jam,1996,2.29
jam,1997,3.09
jam,1998,2.8
jam,1999,2.75
jam,2000,2.68
jam,2001,2.75
jam,2002,2.49
jam,2003,2.76
jam,2004,2.58
jam,2005,3.11
jam,2006,3.1
jam,2007,3.2
jam,2008,3.12
jam,2009,3.09
jam,2010,3.04
jam,2011,3
jam,2012,3.17
jam,2013,3.25
jam,2014,3.33
jam,2015,3.42
jam,2016,3.5
jam,2017,3.59
jam,2018,3.59
jam,2019,3.6
jor,1991,4.64
jor,1992,4.56
jor,1993,4.56
jor,1994,4.6
jor,1995,4.63
jor,1996,4.63
jor,1997,4.71
jor,1998,4.81
jor,1999,4.91
jor,2000,5.02
jor,2001,5.15
jor,2002,5.36
jor,2003,5.54
jor,2004,5.77
jor,2005,5.63
jor,2006,5.56
jor,2007,5.52
jor,2008,5.47
jor,2009,5.16
jor,2010,4.88
jor,2011,4.68
jor,2012,4.4
jor,2013,4.16
jor,2014,3.95
jor,2015,3.78
jor,2016,3.61
jor,2017,3.47
jor,2018,3.34
jor,2019,3.35
jpn,1991,3.87
jpn,1992,3.75
jpn,1993,3.6
jpn,1994,3.5
jpn,1995,3.43
jpn,1996,3.33
jpn,1997,3.31
jpn,1998,3.27
jpn,1999,3.24
jpn,2000,3.12
jpn,2001,2.99
jpn,2002,2.91
jpn,2003,2.87
jpn,2004,2.85
jpn,2005,2.82
jpn,2006,2.73
jpn,2007,2.67
jpn,2008,2.61
jpn,2009,2.55
jpn,2010,2.35
jpn,2011,2.29
jpn,2012,2.23
jpn,2013,2.2
jpn,2014,2.13
jpn,2015,2.04
jpn,2016,2.02
jpn,2017,1.98
jpn,2018,1.92
jpn,2019,1.83
kaz,1991,0.51
kaz,1992,0.58
kaz,1993,0.57
kaz,1994,0.58
kaz,1995,0.66
kaz,1996,0.69
kaz,1997,0.73
kaz,1998,0.73
kaz,1999,0.77
kaz,2000,0.81
kaz,2001,0.88
kaz,2002,0.88
kaz,2003,0.93
kaz,2004,1.14
kaz,2005,1.24
kaz,2006,1.47
kaz,2007,1.61
kaz,2008,1.55
kaz,2009,2.17
kaz,2010,1.99
kaz,2011,2.09
kaz,2012,2.14
kaz,2013,1.85
kaz,2014,1.57
kaz,2015,1.35
kaz,2016,1.41
kaz,2017,1.45
kaz,2018,1.37
kaz,2019,1.48
ken,1991,7.66
ken,1992,7.79
ken,1993,7.94
ken,1994,8.01
ken,1995,8.09
ken,1996,8.09
ken,1997,8
ken,1998,7.69
ken,1999,7.44
ken,2000,6.31
ken,2001,5.2
ken,2002,4.27
ken,2003,3.47
ken,2004,2.84
ken,2005,2.32
ken,2006,1.88
ken,2007,1.55
ken,2008,1.26
ken,2009,1.04
ken,2010,0.86
ken,2011,0.7
ken,2012,0.57
ken,2013,0.46
ken,2014,0.37
ken,2015,0.3
ken,2016,0.24
ken,2017,0.22
ken,2018,0.19
ken,2019,0.18
kgz,1991,0.62
kgz,1992,0.69
kgz,1993,0.76
kgz,1994,0.84
kgz,1995,0.96
kgz,1996,1.05
kgz,1997,1.12
kgz,1998,1.26
kgz,1999,1.42
kgz,2000,1.55
kgz,2001,1.44
kgz,2002,1.6
kgz,2003,1.36
kgz,2004,1.04
kgz,2005,1.36
kgz,2006,1.13
kgz,2007,0.9
kgz,2008,0.75
kgz,2009,0.62
kgz,2010,0.64
kgz,2011,0.75
kgz,2012,0.82
kgz,2013,1.37
kgz,2014,1.47
kgz,2015,1.83
kgz,2016,2.53
kgz,2017,1.6
kgz,2018,1.73
kgz,2019,1.59
khm,1991,0.21
khm,1992,0.2
khm,1993,0.18
khm,1994,0.22
khm,1995,0.22
khm,1996,0.23
khm,1997,0.25
khm,1998,0.26
khm,1999,0.26
khm,2000,0.27
khm,2001,0.27
khm,2002,0.28
khm,2003,0.29
khm,2004,0.29
khm,2005,0.29
khm,2006,0.29
khm,2007,0.29
khm,2008,0.3
khm,2009,0.31
khm,2010,0.15
khm,2011,0.16
khm,2012,0.16
khm,2013,0.16
khm,2014,0.17
khm,2015,0.1
khm,2016,0.07
khm,2017,0.13
khm,2018,0.11
khm,2019,0.11
kor,1991,6.92
kor,1992,7.21
kor,1993,7.09
kor,1994,7.37
kor,1995,7.45
kor,1996,7.7
kor,1997,7.73
kor,1998,6.98
kor,1999,6.66
kor,2000,6.87
kor,2001,7.16
kor,2002,7.26
kor,2003,7.33
kor,2004,7.4
kor,2005,7.25
kor,2006,7.03
kor,2007,6.65
kor,2008,6.47
kor,2009,6.47
kor,2010,6.3
kor,2011,6.22
kor,2012,6.29
kor,2013,6.06
kor,2014,6.1
kor,2015,6.12
kor,2016,5.97
kor,2017,5.99
kor,2018,6.14
kor,2019,5.65
kwt,1991,0.6
kwt,1992,0.58
kwt,1993,0.56
kwt,1994,0.56
kwt,1995,0.56
kwt,1996,0.55
kwt,1997,0.55
kwt,1998,0.56
kwt,1999,0.55
kwt,2000,0.54
kwt,2001,0.54
kwt,2002,0.55
kwt,2003,0.54
kwt,2004,0.53
kwt,2005,0.53
kwt,2006,0.53
kwt,2007,0.53
kwt,2008,0.53
kwt,2009,0.66
kwt,2010,0.8
kwt,2011,0.98
kwt,2012,0.85
kwt,2013,0.74
kwt,2014,0.64
kwt,2015,0.56
kwt,2016,0.67
kwt,2017,0.64
kwt,2018,0.63
kwt,2019,0.63
lao,1991,0.25
lao,1992,0.25
lao,1993,0.25
lao,1994,0.25
lao,1995,0.25
lao,1996,0.26
lao,1997,0.26
lao,1998,0.28
lao,1999,0.29
lao,2000,0.29
lao,2001,0.31
lao,2002,0.33
lao,2003,0.34
lao,2004,0.36
lao,2005,0.38
lao,2006,0.39
lao,2007,0.41
lao,2008,0.43
lao,2009,0.47
lao,2010,0.49
lao,2011,0.49
lao,2012,0.5
lao,2013,0.51
lao,2014,0.49
lao,2015,0.48
lao,2016,0.47
lao,2017,0.46
lao,2018,0.45
lao,2019,0.44
lbn,1991,4.67
lbn,1992,4.85
lbn,1993,5
lbn,1994,5.15
lbn,1995,5.27
lbn,1996,5.36
lbn,1997,5.4
lbn,1998,5.75
lbn,1999,5.72
lbn,2000,5.42
lbn,2001,5.65
lbn,2002,5.53
lbn,2003,5.37
lbn,2004,5.15
lbn,2005,6.35
lbn,2006,7.82
lbn,2007,9.57
lbn,2008,9.64
lbn,2009,9.65
lbn,2010,9.42
lbn,2011,9.36
lbn,2012,9.24
lbn,2013,9.06
lbn,2014,8.7
lbn,2015,8.31
lbn,2016,7.97
lbn,2017,7.55
lbn,2018,7.28
lbn,2019,6.9
lbr,1991,2.04
lbr,1992,2.09
lbr,1993,2.17
lbr,1994,2.24
lbr,1995,2.28
lbr,1996,2.08
lbr,1997,2.04
lbr,1998,1.98
lbr,1999,1.92
lbr,2000,2.33
lbr,2001,2.28
lbr,2002,2.39
lbr,2003,2.42
lbr,2004,2.14
lbr,2005,2.16
lbr,2006,2.25
lbr,2007,2.08
lbr,2008,1.89
lbr,2009,1.97
lbr,2010,2.02
lbr,2011,1.9
lbr,2012,1.81
lbr,2013,1.6
lbr,2014,1.62
lbr,2015,1.57
lbr,2016,1.51
lbr,2017,1.49
lbr,2018,1.48
lbr,2019,1.41
lby,1991,3.14
lby,1992,3.15
lby,1993,3.15
lby,1994,3.15
lby,1995,3.16
lby,1996,3.16
lby,1997,3.17
lby,1998,3.18
