geo,time,se_prm_priv_zs
cri,2000,6.89382
cri,2001,6.82054
cri,2002,6.98449
cri,2004,6.85829
cri,2005,6.10788
cri,2006,7.03185
cri,2007,7.51497
cri,2008,7.79595
cri,2009,8.10717
cri,2010,8.10263
cri,2011,8.45292
cri,2012,8.46095
cri,2013,8.8806
cri,2014,8.75537
cri,2015,8.97693
cri,2016,9.05233
cri,2017,9.06353
cri,2018,8.91002
cri,2019,8.75821
cri,2020,8.97697
cub,1971,0
cub,1972,0
cub,1973,0
cub,1974,0
cub,1975,0
cub,1976,0
cub,1977,0
cub,1981,0
cub,1982,0
cub,1983,0
cub,1984,0
cub,1985,0
cub,1986,0
cub,1987,0
cub,1988,0
cub,1989,0
cub,1990,0
cub,1991,0
cub,1992,0
cub,1993,0
cub,1994,0
cub,1995,0
cym,1976,37.66167
cym,1977,37.3769
cym,1999,36.36645
cym,2000,37.23435
cym,2001,39.13779
cym,2002,38.33473
cym,2004,32.99613
cym,2005,34.1358
cym,2006,34.61427
cym,2007,35.483
cym,2008,36.16167
cym,2011,36.66248
cym,2012,37.5155
cym,2013,38.3038
cym,2018,43.75436
cym,2020,46.73577
cyp,1971,1.59919
cyp,1972,1.31158
cyp,1973,1.46138
cyp,1974,1.29244
cyp,1975,0.62137
cyp,1976,0.75262
cyp,1977,1.05661
cyp,1981,2.59748
cyp,1982,3.04154
cyp,1983,3.36162
cyp,1984,4.05976
cyp,1985,4.32663
cyp,1986,4.20475
cyp,1987,3.95547
cyp,1988,3.92712
cyp,1989,3.95606
cyp,1990,4.13373
cyp,1991,4.77907
cyp,1992,4.32124
cyp,1993,4.6227
cyp,1994,4.3493
cyp,1995,4.17206
cyp,1996,4.22827
cyp,1997,4.19234
cyp,1999,4.00324
cyp,2000,4.07493
cyp,2001,4.30881
cyp,2002,5.16973
cyp,2003,5.42088
cyp,2004,5.592
cyp,2005,5.79457
cyp,2006,5.932
cyp,2007,6.29229
cyp,2008,6.99308
cyp,2009,7.27833
cyp,2010,7.62325
cyp,2011,7.75597
cyp,2012,7.71853
cyp,2013,7.7882
cyp,2014,8.01822
cyp,2015,8.71813
cyp,2016,8.61737
cyp,2017,8.93094
cyp,2018,9.53766
cyp,2019,10.22865
cze,1993,0.19442
cze,1994,0.40623
cze,1995,0.60678
cze,1996,0.72221
cze,1997,0.67985
cze,1999,0.80381
cze,2000,0.8506
cze,2001,0.89887
cze,2002,0.9625
cze,2003,1.13752
cze,2004,1.09139
cze,2005,1.15944
cze,2006,1.18558
cze,2007,1.26075
cze,2008,1.34269
cze,2009,1.45737
cze,2010,1.531
cze,2011,1.63131
cze,2012,1.70272
cze,2013,1.79392
cze,2014,1.90947
cze,2015,2.06101
cze,2016,2.21148
cze,2017,2.42977
cze,2018,2.64257
cze,2019,2.93199
deu,1993,1.76384
deu,1994,1.78934
deu,1995,1.82753
deu,1996,1.86211
deu,1997,1.88717
deu,1999,2.07296
deu,2000,2.21488
deu,2001,2.38624
deu,2002,2.56737
deu,2003,2.71947
deu,2004,2.86094
deu,2005,3.11953
deu,2006,3.32308
deu,2007,3.33789
deu,2008,3.61188
deu,2009,3.87058
deu,2010,4.10954
deu,2011,4.341
deu,2012,4.49279
deu,2013,4.64817
deu,2014,4.7877
deu,2015,4.87717
deu,2016,4.96533
deu,2017,4.98722
deu,2018,5.04906
deu,2019,5.16484
dji,1971,22.56306
dji,1972,21.26866
dji,1973,19.93317
dji,1974,18.04317
dji,1975,16.54846
dji,1976,13.19132
dji,1981,9.01965
dji,1982,8.15517
dji,1983,7.35575
dji,1984,8.15673
dji,1985,5.47641
dji,1986,9.88418
dji,1987,9.32341
dji,1988,9.26016
dji,1989,10.13643
dji,1990,11.13519
dji,1991,8.89106
dji,1992,9.30498
dji,1993,9.06862
dji,1994,9.96819
dji,1995,8.30288
dji,1996,7.19432
dji,1997,7.9575
dji,1998,7.96679
dji,1999,8.52752
dji,2000,6.73719
dji,2001,10.5067
dji,2002,10.99479
dji,2003,13.85558
dji,2004,15.46199
dji,2005,14.65914
dji,2006,12.7677
dji,2007,14.32403
dji,2008,13.64483
dji,2009,9.98272
dji,2011,11.24246
dji,2012,10.93819
dji,2013,12.07234
dji,2014,12.69143
dji,2015,10.43534
dji,2016,9.84698
dji,2017,10.89319
dji,2018,13.50133
dji,2019,17.86582
dji,2020,18.08517
dji,2021,17.83744
dma,1973,11.70935
dma,1974,11.94275
dma,1975,11.51909
dma,1984,3.64376
dma,1986,4.01945
dma,1991,4.01994
dma,1992,4.53795
dma,1994,4.51568
dma,1999,24.25274
dma,2000,26.29523
dma,2001,26.96413
dma,2002,27.185
dma,2003,28.32696
dma,2004,29.55835
dma,2005,30.08156
dma,2006,31.44075
dma,2007,31.92179
dma,2008,34.6039
dma,2009,34.96537
dma,2010,35.10691
dma,2011,34.73826
dma,2012,35.37574
dma,2014,36.77713
dma,2015,36.74851
dma,2016,38.1128
dma,2019,40.77148
dma,2020,40.80841
dnk,1972,5.90024
dnk,1973,5.97105
dnk,1974,6.02551
dnk,1975,6.219
dnk,1976,6.46905
dnk,1981,8.84121
dnk,1982,6.38956
dnk,1983,6.48762
dnk,1984,6.92932
dnk,1985,8.60826
dnk,1986,9.01574
dnk,1987,9.3867
dnk,1988,9.19224
dnk,1989,9.56254
dnk,1990,9.74212
dnk,1992,10.22219
dnk,1993,11.00012
dnk,1994,10.99997
dnk,1995,10.70011
dnk,1996,10.67688
dnk,1999,10.75804
dnk,2000,10.77806
dnk,2002,11.01841
dnk,2004,11.74304
dnk,2005,12.08419
dnk,2006,12.14907
dnk,2007,12.14907
dnk,2008,13.26803
dnk,2009,13.48082
dnk,2010,13.72873
dnk,2011,14.44137
dnk,2012,14.98924
dnk,2013,14.86366
dnk,2014,15.28159
dnk,2015,15.65173
dnk,2016,16.28362
dnk,2017,16.59432
dnk,2018,17.06842
dnk,2019,17.37942
dom,1971,11.56979
dom,1973,12.61004
dom,1981,17.82886
dom,1982,18.78553
dom,1983,12.6037
dom,1984,12.57235
dom,1985,21.246
dom,1986,24.05252
dom,1991,21.24724
dom,1992,22.12423
dom,1993,22.87939
dom,1994,20.63087
dom,1995,19.52872
dom,1996,18.03173
dom,1997,14.6487
dom,1998,15.97359
dom,1999,15.79392
dom,2005,17.2783
dom,2006,17.08656
dom,2007,19.32617
dom,2008,20.80349
dom,2009,22.16461
dom,2010,23.13489
dom,2011,23.26517
dom,2012,23.47382
dom,2013,23.51989
dom,2014,23.56005
dom,2015,22.50943
dom,2016,22.75059
dom,2017,22.83814
dom,2018,23.25308
dom,2019,21.85053
dom,2020,22.93203
dza,1972,1.89383
dza,1973,1.69059
dza,1974,1.37061
dza,1975,0.86625
dza,1976,0.81862
dza,1981,0
dza,1982,0
dza,1983,0
dza,1984,0
dza,1985,0
dza,1986,0
dza,1987,0
dza,1988,0
dza,1989,0
dza,1990,0
dza,1991,0
dza,1992,0
dza,1993,0
dza,1994,0
dza,1995,0
dza,2005,0
dza,2006,0
dza,2007,0.19504
dza,2008,0.263
dza,2009,0.1662
dza,2010,0.13676
dza,2011,0.5159
dza,2012,0.64396
dza,2014,0.92548
dza,2015,0.98476
dza,2016,0.89434
dza,2017,1.2059
dza,2018,1.27619
dza,2019,1.39111
dza,2020,1.29282
ecu,1971,17.93841
ecu,1972,19.70033
ecu,1973,19.03042
ecu,1974,17.37819
ecu,1975,17.31301
ecu,1976,17.10511
ecu,1981,15.90111
ecu,1984,16.06485
ecu,1993,15.93912
ecu,1994,19.0616
ecu,1995,19.53267
ecu,1996,19.66136
ecu,1997,19.81493
ecu,1998,20.22114
ecu,1999,21.23376
ecu,2000,21.79535
ecu,2001,22.6682
ecu,2002,27.40321
ecu,2003,27.91767
ecu,2004,28.15675
ecu,2005,28.7854
ecu,2006,28.55096
ecu,2007,28.16806
ecu,2008,25.3764
ecu,2009,26.15431
ecu,2010,25.87063
ecu,2011,25.2766
ecu,2012,25.16227
ecu,2013,24.26781
ecu,2014,24.00285
ecu,2015,22.60778
ecu,2016,22.82912
ecu,2017,23.55801
ecu,2018,24.20077
ecu,2019,24.87798
ecu,2020,22.48889
egy,1971,10.92434
egy,1972,10.40199
egy,1981,4.95499
egy,1982,4.87841
egy,1983,4.78562
egy,1984,7.33675
egy,1986,4.80864
egy,1987,4.87123
egy,1990,5.53734
egy,1991,5.76234
egy,1994,6.24855
egy,1996,6.51681
egy,1997,6.69045
egy,2001,8.87012
egy,2003,8.95009
egy,2004,7.97066
egy,2005,7.26253
egy,2006,7.81434
egy,2007,7.78797
egy,2014,8.44877
egy,2016,8.93337
egy,2017,9.10888
egy,2018,9.22012
egy,2019,9.3518
eri,1989,28.51973
eri,1990,28.77819
eri,1991,31.35937
eri,1992,22.03155
eri,1993,17.08096
eri,1994,15.33856
eri,1995,13.55317
eri,1996,12.6797
eri,1997,12.28644
eri,1999,11.12867
eri,2000,10.05809
eri,2001,9.32737
eri,2002,8.25638
eri,2003,7.95159
eri,2004,7.76913
eri,2005,7.91021
eri,2006,8.16114
eri,2007,8.75985
eri,2008,9.06972
eri,2009,8.98913
eri,2010,7.88159
eri,2011,7.34626
eri,2012,8.01059
eri,2014,8.80964
eri,2015,9.89013
eri,2017,10.62278
eri,2018,10.64265
esp,1973,33.36978
esp,1974,35.80642
esp,1975,36.26675
esp,1976,37.06478
esp,1981,35.53717
esp,1982,35.31179
esp,1983,35.18434
esp,1984,34.94517
esp,1985,34.592
esp,1986,34.21957
esp,1987,34.60241
esp,1988,33.57222
esp,1989,34.20436
esp,1990,34.5017
esp,1991,34.93157
esp,1992,35.45869
esp,1993,35.50578
esp,1994,34.97158
esp,1995,34.79473
esp,1996,34.35388
esp,1997,34.07138
esp,1999,33.48278
esp,2000,33.35247
esp,2001,33.42727
esp,2002,33.60293
esp,2003,33.40902
esp,2004,33.44163
esp,2005,33.3871
esp,2006,33.26357
esp,2007,33.01902
esp,2008,32.91607
esp,2009,32.89036
esp,2010,32.79532
esp,2011,32.6222
esp,2012,32.55788
esp,2013,31.67808
esp,2014,31.63638
esp,2015,31.5163
esp,2016,31.51349
esp,2017,31.44794
esp,2018,31.48095
esp,2019,31.53131
est,1996,1.23053
est,1999,1.31522
est,2000,1.31436
est,2001,1.77851
est,2002,1.86953
est,2003,1.86182
est,2004,1.97181
est,2005,2.04117
est,2006,2.6285
est,2007,2.76484
est,2008,3.04305
est,2009,3.96123
est,2010,4.07237
est,2011,4.18868
est,2012,4.4674
est,2013,4.78557
est,2014,5.43159
est,2015,5.92884
est,2016,4.74983
est,2017,5.36576
est,2018,5.84744
est,2019,6.41389
eth,1971,28.14104
eth,1972,26.65359
eth,1973,26.97467
eth,1974,24.98549
eth,1981,15.58138
eth,1982,13.61482
eth,1983,12.54483
eth,1984,12.30508
eth,1985,11.57462
eth,1986,11.04682
eth,1987,10.50496
eth,1988,10.34322
eth,1989,10.71837
eth,1990,11.46666
eth,1991,12.5326
eth,1992,13.63986
eth,1993,11.69232
eth,1994,10.62003
eth,1995,9.10039
eth,1996,7.58807
eth,1997,6.68856
eth,1998,6.23411
eth,2003,5.28217
eth,2008,5.42014
eth,2009,6.00549
eth,2010,6.00526
eth,2011,5.35539
eth,2012,4.00206
eth,2014,4.15648
eth,2015,4.95433
eth,2020,4.23687
fin,1989,0.80359
fin,1990,0.87748
fin,1991,0.89404
fin,1992,0.88567
fin,1993,0.89164
fin,1994,0.91637
fin,1995,0.92537
fin,1996,0.97771
fin,1997,0.99992
fin,1998,1.06356
fin,1999,1.11118
fin,2000,1.13951
fin,2001,1.17736
fin,2002,1.18927
fin,2003,1.21149
fin,2004,1.22572
fin,2005,1.27113
fin,2006,1.29149
fin,2007,1.33049
fin,2008,1.37716
fin,2009,1.42782
fin,2010,1.49398
fin,2011,1.59831
fin,2012,1.66971
fin,2013,1.68699
fin,2014,1.72131
fin,2015,1.73099
fin,2016,1.73064
fin,2017,1.78466
fin,2018,1.83922
fin,2019,1.81459
fji,1992,95.89529
fji,1994,95.99555
fji,1995,95.87629
fji,1996,95.95387
fji,1997,95.87376
fji,1998,99.24663
fji,2004,98.89554
fji,2008,99.08234
fji,2015,0.86363
fji,2016,0.94709
fji,2019,0
fra,1971,13.89022
fra,1972,13.94644
fra,1973,14.08015
fra,1974,14.05724
fra,1975,14.0539
fra,1976,14.06885
fra,1977,14.15926
fra,1981,14.50299
fra,1982,14.49817
fra,1983,14.62288
fra,1984,14.81699
fra,1985,15.07858
fra,1986,15.07066
fra,1987,15.0333
fra,1988,14.95986
fra,1989,14.8318
fra,1990,14.81079
fra,1991,14.75102
fra,1992,14.73445
fra,1993,14.71815
fra,1994,14.45183
fra,1996,14.34345
fra,1997,14.53641
fra,1999,14.57624
fra,2000,14.55632
fra,2001,14.56843
fra,2002,14.56854
fra,2003,14.56379
fra,2004,14.70989
fra,2005,15.05423
fra,2006,14.95012
fra,2007,14.87519
fra,2008,14.9552
fra,2009,14.86521
fra,2010,14.82698
fra,2011,14.77835
fra,2012,14.84317
fra,2013,14.66122
fra,2014,14.65208
fra,2015,14.64436
fra,2016,14.78533
fra,2017,14.93839
fra,2018,15.04819
fra,2019,15.11897
fsm,2015,3.40893
fsm,2016,10.47833
fsm,2019,10.47833
fsm,2020,10.62085
gab,1971,49.37839
gab,1972,48.06773
gab,1973,47.22267
gab,1974,45.71611
gab,1975,45.4842
gab,1981,38.99511
gab,1982,37.97467
gab,1983,36.89017
gab,1984,36.03405
gab,1985,34.84982
gab,1986,33.36093
gab,1987,33.16081
gab,1988,32.49184
gab,1989,31.07964
gab,1992,30.95238
gab,1995,28.70884
gab,1996,28.93978
gab,1997,29.23204
gab,1999,17.16156
gab,2001,28.22132
gab,2002,29.04839
gab,2003,29.31569
gab,2011,43.85839
gbr,1981,3.96783
gbr,1982,4.24295
gbr,1983,4.35852
gbr,1984,4.3949
gbr,1985,4.46784
gbr,1986,4.49255
gbr,1987,4.60435
gbr,1988,4.71396
gbr,1989,4.80185
gbr,1990,4.79162
gbr,1991,4.80971
gbr,1992,4.74175
gbr,1998,6.04674
gbr,1999,4.62483
gbr,2000,4.68767
gbr,2001,4.78385
gbr,2002,4.87441
gbr,2003,4.91355
gbr,2004,5.02814
gbr,2005,5.25652
gbr,2006,5.33806
gbr,2007,5.33187
gbr,2008,4.97626
gbr,2009,5.06422
gbr,2010,5.03659
gbr,2011,5.07303
gbr,2012,7.05604
gbr,2013,10.64994
gbr,2014,13.90125
gbr,2015,17.80162
gbr,2016,20.41934
gbr,2017,24.21632
gbr,2018,28.41127
gbr,2019,31.88196
geo,1998,0.99063
geo,1999,0.46316
geo,2000,1.84312
geo,2001,2.14962
geo,2002,1.77823
geo,2003,2.53074
geo,2004,2.68608
geo,2005,3.50835
geo,2006,5.94617
geo,2007,6.44998
geo,2008,7.20254
geo,2009,8.25497
geo,2010,8.73773
geo,2011,9.50658
geo,2012,9.50408
geo,2013,9.57845
geo,2014,9.62047
geo,2015,10.10082
geo,2016,10.42797
geo,2017,10.3662
geo,2018,10.33442
geo,2019,10.68831
geo,2020,11.00684
gha,1987,6.27139
gha,1988,6.47468
gha,1989,6.29601
gha,1991,7.31327
gha,1992,10.16001
gha,1993,9.71983
gha,1994,10.67162
gha,1995,10.85297
gha,1996,10.98954
gha,1997,13.12797
gha,1999,13.32103
gha,2000,17.4119
gha,2001,17.34982
gha,2002,18.27555
gha,2003,15.94529
gha,2004,17.99753
gha,2005,20.52243
gha,2006,15.1821
gha,2007,16.08416
gha,2008,17.2911
gha,2009,17.95991
gha,2011,19.28595
gha,2012,22.0874
gha,2013,23.12131
gha,2014,23.2262
gha,2015,25.27035
gha,2016,25.2809
gha,2017,25.81492
gha,2018,27.85281
gha,2020,29.78738
gib,1972,39.23057
gib,1973,20.0569
gib,1974,21.21856
gib,1975,17.43385
gib,1976,14.70798
gib,1977,15.42772
gib,1981,7.49091
gib,1982,7.173
gib,1984,5.96455
gib,1985,5.4417
gib,2000,4.81826
gib,2001,4.4594
gib,2008,9.2806
gib,2009,10.10753
gib,2016,9.94278
gib,2017,9.7036
gin,1971,0
gin,1972,0
gin,1973,0
gin,1974,0
gin,1981,0
gin,1982,0
gin,1983,0
gin,1984,0
gin,1985,0
gin,1986,0
gin,1987,0
gin,1988,0.49738
gin,1989,2.31433
gin,1990,2.85296
gin,1991,2.44315
gin,1992,4.58646
gin,1993,4.27123
gin,1994,4.21669
gin,1996,9.26012
gin,1997,9.49056
gin,1998,12.69882
gin,1999,14.67681
gin,2000,16.07432
gin,2001,19.11172
gin,2002,20.61475
gin,2003,20.36419
gin,2004,20.57822
gin,2006,21.97891
gin,2007,26.57189
gin,2008,26.25638
gin,2009,26.25638
gin,2010,27.42152
gin,2011,28.89716
gin,2012,27.51202
gin,2013,29.46345
gin,2014,28.08572
gin,2016,30.63966
gin,2020,35.47402
gmb,1971,31.38856
gmb,1973,17.69219
gmb,1974,16.27582
gmb,1975,16.39315
gmb,1976,16.39924
gmb,1977,15.76059
gmb,1985,18.14075
gmb,1993,14.6604
gmb,1999,13.69247
gmb,2000,13.6486
gmb,2001,15.1753
gmb,2002,15.11487
gmb,2003,15.14463
gmb,2004,14.91714
gmb,2005,16.1697
gmb,2006,16.7756
gmb,2007,20.77772
gmb,2008,20.14566
gmb,2009,23.06903
gmb,2010,25.70465
gmb,2011,27.04786
gmb,2012,28.20192
gmb,2013,29.86244
gmb,2014,27.88402
gmb,2015,28.35508
gmb,2016,28.25099
gmb,2017,28.66676
gmb,2018,30.03428
gmb,2019,31.51052
gmb,2020,32.08593
gnb,1976,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,2000,19.3927
gnb,2010,27.68834
gnq,1974,24.19323
gnq,1994,8.66919
gnq,1999,32.82626
gnq,2005,29.91465
gnq,2008,47.06347
gnq,2009,47.10557
gnq,2010,50.49553
gnq,2011,53.12885
gnq,2012,54.20139
gnq,2015,58.66632
grc,1971,7.42094
grc,1972,7.90433
grc,1973,8.20999
grc,1974,8.34025
grc,1975,7.98849
grc,1981,6.38079
grc,1982,6.33772
grc,1983,6.22364
grc,1984,5.93366
grc,1985,6.03902
grc,1986,5.82088
grc,1987,5.97948
grc,1988,6.22767
grc,1989,6.55457
grc,1990,6.79811
grc,1991,7.06335
grc,1992,7.25519
grc,1993,6.20583
grc,1994,6.23517
grc,1995,6.02118
grc,1996,5.99304
grc,1997,5.79136
grc,1998,6.91527
grc,1999,6.86687
grc,2000,7.01752
grc,2001,6.30817
grc,2002,7.11928
grc,2003,7.63129
grc,2004,7.47674
grc,2005,7.24869
grc,2006,7.11968
grc,2007,7.16527
grc,2010,7.23688
grc,2011,6.88989
grc,2012,6.78814
grc,2013,6.50494
grc,2014,6.21134
grc,2015,5.19291
grc,2016,5.39704
grc,2017,5.51963
grc,2018,5.82039
grc,2019,5.97956
grd,1972,79.03675
grd,1981,92.12215
grd,1983,2.30456
grd,1984,4.19345
grd,1985,2.43434
grd,1986,5.88947
grd,1987,6.30184
grd,1988,5.41934
grd,1990,7.34619
grd,1991,8.65681
grd,1992,9.71215
grd,1993,7.59902
grd,1994,7.53898
grd,1995,7.83103
grd,1996,8.47988
grd,1997,7.65667
grd,2002,75.65312
grd,2003,75.58742
grd,2007,77.48489
grd,2008,78.50501
grd,2009,79.03567
grd,2010,77.30367
grd,2013,77.32468
grd,2014,76.91601
grd,2016,76.84905
grd,2017,77.37671
grd,2018,77.42327
gtm,1970,15.53637
gtm,1971,15.19048
gtm,1972,14.62656
gtm,1973,14.48046
gtm,1980,14.18726
gtm,1981,14.32393
gtm,1982,14.67287
gtm,1983,13.86011
gtm,1984,13.43398
gtm,1985,13.71427
gtm,1986,14.57108
gtm,1991,16.1756
gtm,1992,16.79505
gtm,1993,16.67017
gtm,1995,16.89351
gtm,1996,16.80117
gtm,1997,16.33427
gtm,1998,15.91131
gtm,1999,14.92438
gtm,2000,12.84123
gtm,2001,12.77423
gtm,2002,11.91336
gtm,2004,11.49653
gtm,2005,11.39397
gtm,2006,11.38837
gtm,2007,11.36528
gtm,2008,11.29792
gtm,2009,10.21902
gtm,2010,10.16928
gtm,2011,10.21207
gtm,2012,10.60938
gtm,2014,11.12744
gtm,2015,11.591
gtm,2016,12.46932
gtm,2018,12.15461
gtm,2019,12.52388
gtm,2020,12.78016
gum,1971,22.87053
gum,1972,22.23789
gum,1973,21.95684
gum,1976,15.85951
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,0
guy,1985,0
guy,1986,0
guy,1987,0
guy,1988,0
guy,1989,0
guy,1999,0.9962
guy,2000,0.94483
guy,2003,1.16306
guy,2005,2.19432
guy,2007,1.77677
guy,2008,2.48288
guy,2009,2.70147
guy,2010,5.02413
guy,2011,6.45031
guy,2012,7.13001
hkg,1971,92.48086
hkg,1972,92.75459
hkg,1973,93.88118
hkg,1974,94.6051
hkg,1975,95.35178
hkg,1976,95.8678
hkg,1981,94.16022
hkg,1982,94.03209
hkg,1983,93.69292
hkg,1984,93.41713
hkg,1985,93.23002
hkg,1986,10.214
hkg,1987,9.84186
hkg,1988,9.74268
hkg,1989,9.68251
hkg,1990,9.59098
hkg,1991,9.49956
hkg,1992,9.58545
hkg,1993,9.72978
hkg,1994,9.9169
hkg,1995,10.39977
hkg,1996,10.33016
hkg,2002,10.42953
hkg,2003,10.42947
hkg,2004,10.68576
hkg,2005,11.17293
hkg,2006,12.15445
hkg,2007,12.80383
hkg,2008,13.64836
hkg,2009,14.82277
hkg,2010,15.76019
hkg,2011,16.68884
hkg,2012,17.56763
hkg,2013,18.38742
hkg,2014,18.85085
hkg,2015,19.00184
hkg,2016,18.94483
hkg,2017,18.88478
hkg,2018,18.77386
hkg,2019,18.76883
hkg,2020,19.14253
hnd,1970,5.87107
hnd,1971,6.02494
hnd,1972,6.45941
hnd,1973,6.33613
hnd,1974,6.2487
hnd,1975,5.23262
hnd,1980,5.32264
hnd,1982,5.71387
hnd,1983,5.5629
hnd,1984,5.07639
hnd,1985,5.0745
hnd,1986,4.68502
hnd,1988,5.36468
hnd,1990,5.75052
hnd,1991,4.94372
hnd,1992,5.40144
hnd,1993,5.48764
hnd,1994,5.39725
hnd,1996,5.87181
hnd,1997,6.14192
hnd,1999,6.13488
hnd,2005,6.10239
hnd,2006,7.28142
hnd,2008,9.07414
hnd,2009,7.65702
hnd,2010,9.29584
hnd,2011,9.50695
hnd,2012,9.14
hnd,2014,9.83642
hnd,2015,9.27817
hnd,2016,9.72864
hnd,2017,10.08501
hnd,2019,11.10253
hnd,2020,11.40681
hrv,1993,0
hrv,1996,0.08226
hrv,1997,0.13632
hrv,1999,0.14039
hrv,2000,0.15923
hrv,2001,0.16919
hrv,2002,0.18014
hrv,2003,0.17812
hrv,2005,0.24407
hrv,2006,0.22388
hrv,2007,0.20766
hrv,2008,0.18212
hrv,2009,0.19806
hrv,2010,0.26814
hrv,2011,0.76887
hrv,2012,0.35012
hrv,2013,0.36749
hrv,2014,0.36438
hrv,2015,0.45086
hrv,2016,0.48117
hrv,2017,0.53389
hrv,2018,0.61889
hrv,2019,0.77572
hti,1972,28.13251
hti,1981,56.83813
hti,1982,57.09389
hti,1983,59.43135
hti,1984,58.40857
hti,1985,58.4
hti,1986,58.45994
hti,1992,66.95847
hti,1993,66.48593
hti,1994,66.48832
hti,1995,66.49013
hti,1996,66.49109
hti,1997,76.13652
hti,1998,76.71179
hun,1971,0
hun,1972,0
hun,1973,0
hun,1974,0
hun,1975,0
hun,1976,0
hun,1981,0
hun,1982,0
hun,1983,0
hun,1984,0
hun,1985,0
hun,1986,0
hun,1987,0
hun,1988,0
hun,1989,0
hun,1990,0
hun,1991,0
hun,1992,1.38718
hun,1994,2.22156
hun,1995,2.61947
hun,1996,3.21664
hun,1997,4.04175
hun,1998,4.20815
hun,1999,4.67612
hun,2000,5.12231
hun,2001,5.13896
hun,2002,5.15669
hun,2003,5.31882
hun,2004,5.82835
hun,2005,6.40025
hun,2006,6.80713
hun,2007,7.34051
hun,2008,7.86869
hun,2009,8.24934
hun,2010,8.70405
hun,2011,9.19171
hun,2012,10.89924
hun,2013,13.99034
hun,2014,14.85802
hun,2015,15.37534
hun,2016,15.97027
hun,2017,16.73376
hun,2018,17.50603
hun,2019,18.05809
idn,1971,33.16994
idn,1974,34.42709
idn,1978,23.58844
idn,1981,20.74207
idn,1982,19.61239
idn,1983,19.14996
idn,1984,18.12676
idn,1985,17.47705
idn,1986,17.31277
idn,1987,17.61737
idn,1988,17.35275
idn,1989,17.42109
idn,1990,17.48324
idn,1991,17.57373
idn,1992,17.0694
idn,1993,17.09502
idn,1994,17.76747
idn,1995,17.69531
idn,1996,17.65192
idn,1997,17.30303
idn,1998,17.98498
idn,1999,17.90176
idn,2000,15.71975
idn,2001,15.86492
idn,2002,15.97075
idn,2003,16.14265
idn,2004,16.32233
idn,2005,16.64718
idn,2006,15.89865
idn,2007,18.19616
idn,2008,16.10968
idn,2009,16.37894
idn,2010,16.8167
idn,2011,17.1334
idn,2012,17.33075
idn,2013,17.94471
idn,2014,18.40642
idn,2015,20.20726
idn,2017,21.86707
idn,2018,22.85452
ind,2000,16.53
ind,2001,16.53
ind,2002,15.35319
ind,2003,17.04433
ind,2014,34.96454
ind,2015,34.78063
ind,2016,33.4191
ind,2017,35.20809
ind,2019,43.77429
ind,2020,45.12039
irl,1977,3.66507
irl,1991,1.54218
irl,1998,0.93318
irl,1999,0.8829
irl,2000,1.18495
irl,2001,0.91453
irl,2002,1.09475
irl,2003,0.87083
irl,2004,0.97333
irl,2005,1.04876
irl,2006,0.80136
irl,2007,0.90725
irl,2008,0.55553
irl,2009,0.41256
irl,2010,0.65107
irl,2011,0.80064
irl,2012,0.78827
irl,2013,0.71452
irl,2014,0.48782
irl,2015,0.48141
irl,2016,0.48538
irl,2017,0.59519
irl,2018,0.59932
irl,2019,0.58101
irn,1971,7.15776
irn,1972,7.17854
irn,1973,7.33272
irn,1974,7.38239
irn,1975,7.63134
irn,1976,7.61681
irn,1977,7.6202
irn,1991,0.13902
irn,1992,0.33108
irn,1993,0.57064
irn,1994,1.03312
irn,1995,1.60563
irn,1996,2.12955
irn,1997,2.65291
irn,1998,2.93965
irn,2000,3.33088
irn,2001,3.55941
irn,2002,3.78857
irn,2003,3.83801
irn,2009,7.05311
irn,2010,7.22801
irn,2011,7.32781
irn,2012,7.51503
irn,2013,6.877
irn,2014,8.1099
irn,2015,10.45082
irn,2016,10.64858
irn,2017,11.76776
irq,1971,2.23431
irq,1972,1.77787
irq,1973,1.45374
irq,1974,1.28069
irq,1975,0
irq,1976,0
irq,1981,0
irq,1982,0
irq,1983,0
irq,1984,0
irq,1985,0
irq,1986,0
irq,1987,0
irq,1988,0
irq,1989,0
irq,1991,0
isl,1973,1.70849
isl,1974,1.40132
isl,1975,0.88775
isl,1976,1.04096
isl,1995,1.67479
isl,1996,1.88221
isl,1997,1.86763
isl,1998,1.56876
isl,1999,1.4594
isl,2000,1.39058
isl,2001,1.3937
isl,2002,1.27125
isl,2003,1.07086
isl,2004,1.08443
isl,2005,1.11743
isl,2006,1.24585
isl,2007,1.56562
isl,2008,1.82
isl,2009,1.85532
isl,2010,2.00216
isl,2011,2.15412
isl,2012,2.75972
isl,2013,3.16451
isl,2014,3.14131
isl,2015,3.3101
isl,2016,2.98775
isl,2017,2.82355
isl,2018,2.77598
isl,2019,2.65765
isr,2010,21.64464
isr,2011,22.29303
isr,2012,22.7677
isr,2013,22.87454
isr,2014,22.91752
isr,2015,22.86835
isr,2016,22.94914
isr,2017,22.97829
isr,2018,23.23059
isr,2019,23.25383
ita,1971,6.98983
ita,1972,6.97088
ita,1973,6.91677
ita,1974,7.00612
ita,1976,6.78851
ita,1981,7.24242
ita,1982,7.29484
ita,1983,7.87611
