geo,time,dt_nfl_prop_cd
arg,2010,-32839000
arg,2011,-43564000
arg,2012,-65896000
arg,2013,-46948000
arg,2014,-11696000
arg,2015,-192769000
arg,2016,-512368000
arg,2017,-326587000
arg,2018,-558620000
arg,2019,-544385000
arg,2020,0
arm,1999,13895000
arm,2000,6887000
arm,2001,99000
arm,2002,474000
arm,2003,-14896000
arm,2004,-1329000
arm,2007,-111000
arm,2008,-252000
arm,2009,-6000
arm,2010,-6000
arm,2011,-7000
arm,2012,-4000
arm,2018,0
arm,2019,0
arm,2020,0
aze,1997,8057000
aze,1998,-2686000
aze,1999,18818000
aze,2000,1122000
aze,2001,-5400000
aze,2002,-8432000
aze,2003,-7972000
aze,2004,-2775000
aze,2006,35094000
aze,2007,62171000
aze,2008,31069000
aze,2009,-8795000
aze,2010,-12442000
aze,2011,-15391000
aze,2012,-15543000
aze,2013,-15540000
aze,2014,-16267000
aze,2015,-16270000
aze,2016,-15867000
aze,2017,-10189000
aze,2018,-2030000
bdi,1970,27000
bdi,1971,-43000
bdi,1972,-344000
bdi,1973,-250000
bdi,1974,77000
bdi,1975,1415000
bdi,1976,622000
bdi,1977,319000
bdi,1978,669000
bdi,1979,274000
bdi,1980,-1399000
bdi,1981,-1352000
bdi,1982,531000
bdi,1983,3595000
bdi,1984,-535000
bdi,1985,-270000
bdi,1986,-349000
bdi,1987,-1712000
bdi,1988,4437000
bdi,1989,-951000
bdi,1990,-735000
bdi,1991,-1378000
bdi,1992,-1992000
bdi,1993,-1194000
bdi,1994,-697000
bdi,1995,-876000
bdi,1996,-676000
bdi,1997,-36000
bdi,1998,491000
bdi,1999,-69000
bdi,2000,3048000
bdi,2001,1795000
bdi,2002,-1974000
bdi,2003,7591000
bdi,2004,-4502000
bdi,2005,-4590000
bdi,2006,-1547000
ben,1970,877000
ben,1971,-1304000
ben,1972,448000
ben,1973,584000
ben,1974,3646000
ben,1975,-149000
ben,1976,554000
ben,1977,-1039000
ben,1978,3957000
ben,1979,106440000
ben,1980,76000
ben,1981,76036000
ben,1982,173121000
ben,1983,43661000
ben,1984,-6855000
ben,1985,-17010000
ben,1986,-16984000
ben,1987,-1018000
ben,1988,265000
ben,1989,-100000
ben,1990,-117000
ben,1992,-118000
ben,1993,-29000
ben,1994,-88000
ben,1995,-59000
ben,1996,-29000
ben,1999,0
ben,2004,0
ben,2005,-3813000
bfa,1970,-236000
bfa,1971,1051000
bfa,1972,-108000
bfa,1973,-238000
bfa,1974,-329000
bfa,1975,1159000
bfa,1976,1596000
bfa,1977,680000
bfa,1978,-1180000
bfa,1979,13124000
bfa,1980,4020000
bfa,1981,908000
bfa,1982,10750000
bfa,1983,14637000
bfa,1984,-103000
bfa,1985,-5815000
bfa,1986,-3094000
bfa,1987,-1788000
bfa,1988,-1445000
bfa,1989,2807000
bfa,1990,-450000
bfa,1994,-4000
bfa,1995,-4000
bfa,1996,-4000
bfa,1997,-4000
bfa,1998,-4000
bfa,1999,-4000
bfa,2000,-3000
bfa,2001,-3000
bfa,2002,-3000
bfa,2003,-4000
bfa,2004,-4000
bfa,2005,-4000
bfa,2006,11615000
bfa,2007,11068000
bfa,2008,-2762000
bfa,2009,-482000
bfa,2010,-2427000
bfa,2011,-2524000
bfa,2012,-2331000
bfa,2013,-2457000
bfa,2014,-2431000
bfa,2015,-3676000
bfa,2016,-2024000
bfa,2017,-923000
bgd,1972,605000
bgd,1973,175000
bgd,1974,1279000
bgd,1975,77000
bgd,1976,1684000
bgd,1977,2274000
bgd,1978,15178000
bgd,1979,9838000
bgd,1980,10702000
bgd,1981,15770000
bgd,1982,17282000
bgd,1983,46288000
bgd,1984,28045000
bgd,1985,-4738000
bgd,1986,54356000
bgd,1987,2685000
bgd,1988,-21145000
bgd,1989,-29266000
bgd,1990,35307000
bgd,1991,37072000
bgd,1992,-15843000
bgd,1993,-7185000
bgd,1994,-27803000
bgd,1995,-17467000
bgd,1996,-24182000
bgd,1997,-16819000
bgd,1998,-19818000
bgd,1999,-19035000
bgd,2000,30689000
bgd,2001,37150000
bgd,2002,-6138000
bgd,2003,-14162000
bgd,2004,-24043000
bgd,2005,-11139000
bgd,2006,-18372000
bgd,2007,-11734000
bgd,2008,-14798000
bgd,2009,-9512000
bgd,2010,-4417000
bgd,2011,-4625000
bgd,2012,-1963000
bgr,1981,142508000
bgr,1982,105789000
bgr,1983,174522000
bgr,1984,284383000
bgr,1985,175007000
bgr,1986,319875000
bgr,1987,260778000
bgr,1988,-5366000
bgr,1989,-434192000
bgr,1990,-522320000
bgr,1991,-56743000
bgr,1992,-7315000
bgr,1993,-13161000
bgr,1995,-6516000
bgr,1996,-11651000
bgr,1997,1465000
bgr,1998,-2169000
bgr,1999,66495000
bgr,2000,-1207000
bgr,2001,-1071000
bgr,2002,-1039000
bgr,2003,-562000
bgr,2004,0
bgr,2006,1337000
bgr,2007,-73000
bgr,2008,-157000
bgr,2009,-148000
bgr,2010,-142000
bgr,2011,-148000
bgr,2012,-136000
bgr,2013,-143000
bgr,2014,-142000
bgr,2015,-119000
bgr,2016,-118000
bgr,2017,-60000
blr,1993,114880000
blr,1994,89883000
blr,1995,83411000
blr,1996,-31633000
blr,1997,-37547000
blr,1998,-15737000
blr,1999,-15935000
blr,2000,-1648000
blr,2001,17470000
blr,2002,-10893000
blr,2003,-31693000
blr,2004,-53135000
blr,2005,-28609000
blr,2006,4748000
blr,2007,-26388000
blr,2008,-44399000
blr,2009,-21866000
blr,2010,-18903000
blr,2011,-13996000
blr,2012,-12925000
blr,2013,-7519000
blr,2014,-6825000
blr,2015,-3370000
blz,1979,1131000
blz,1980,5764000
blz,1981,2015000
blz,1982,3522000
blz,1983,2863000
blz,1984,452000
blz,1985,-3700000
blz,1986,-3824000
blz,1987,-2178000
blz,1988,-1470000
blz,1989,-334000
blz,1990,-126000
blz,1991,2452000
blz,1992,-153000
blz,1993,5993000
blz,1994,-2662000
blz,1995,-2393000
blz,1996,-2861000
blz,1997,-1432000
blz,1998,-1356000
blz,1999,-104000
blz,2000,8431000
blz,2001,4959000
blz,2002,-2359000
blz,2003,-11678000
blz,2004,-565000
blz,2005,9130000
blz,2006,-3377000
blz,2007,-2857000
blz,2008,-2480000
blz,2009,-2480000
bol,1970,2976000
bol,1971,1085000
bol,1972,2329000
bol,1973,-8435000
bol,1974,-14546000
bol,1975,12441000
bol,1976,1744000
bol,1977,21192000
bol,1978,35473000
bol,1979,44661000
bol,1980,153864000
bol,1981,124252000
bol,1982,22559000
bol,1983,-31756000
bol,1984,-528000
bol,1985,-6536000
bol,1986,-3143000
bol,1987,-4743000
bol,1988,-38811000
bol,1989,-17537000
bol,1990,1252000
bol,1991,355000
bol,1992,-6542000
bol,1993,-32178000
bol,1994,-3633000
bol,1995,-3942000
bol,1996,3425000
bol,1997,4408000
bol,1998,-633000
bol,1999,-1224000
bol,2000,9961000
bol,2001,1095000
bol,2002,-188000
bol,2003,-554000
bol,2004,1265000
bol,2005,-193000
bol,2006,-2271000
bol,2007,-2605000
bol,2008,-3284000
bol,2009,-2038000
bol,2010,-22000
bol,2011,-206000
bol,2012,-340000
bol,2013,-360000
bol,2014,-412000
bol,2015,-343000
bol,2016,-466000
bol,2017,-456000
bol,2018,-497000
bol,2019,-481000
bol,2020,-414000
bra,1970,247314000
bra,1971,177623000
bra,1972,619416000
bra,1973,320560000
bra,1974,430679000
bra,1975,150277000
bra,1976,747531000
bra,1977,786112000
bra,1978,616003000
bra,1979,590218000
bra,1980,733009000
bra,1981,-43314000
bra,1982,1116433000
bra,1983,391957000
bra,1984,345860000
bra,1985,694947000
bra,1986,454993000
bra,1987,705413000
bra,1988,364378000
bra,1989,539205000
bra,1990,347624000
bra,1991,-236820000
bra,1992,-425999000
bra,1993,-470019000
bra,1994,-420401000
bra,1995,-730301000
bra,1996,-537988000
bra,1997,-151682000
bra,1998,-733684000
bra,1999,-265563000
bra,2000,-214154000
bra,2001,-187950000
bra,2002,-689789000
bra,2003,-476069000
bra,2004,-9216000
bra,2005,-23016000
bra,2006,-27809000
bra,2007,-53300000
bra,2008,-84556000
bra,2009,-35142000
bra,2010,28849000
bra,2011,-15214000
bra,2012,10187448000
bra,2013,13670653000
bra,2014,17321056000
bra,2015,938379000
bra,2016,5347990000
bra,2017,2784577000
bra,2018,3261882000
bra,2019,1337156000
bra,2020,14214741000
btn,1988,22911000
btn,1989,-1816000
btn,1990,-2634000
btn,1991,-2511000
btn,1992,-2385000
btn,1993,-2261000
btn,1994,-2261000
btn,1995,-2261000
btn,1996,-2261000
btn,1997,-2261000
btn,1998,-2260000
bwa,1970,256000
bwa,1971,-69000
bwa,1972,-65000
bwa,1973,-113000
bwa,1974,-107000
bwa,1975,-135000
bwa,1976,-47000
bwa,1977,-17000
bwa,1978,700000
bwa,1979,1700000
bwa,1980,2819000
bwa,1981,3196000
bwa,1982,2234000
bwa,1983,2762000
bwa,1984,16374000
bwa,1985,2705000
bwa,1986,5874000
bwa,1987,3086000
bwa,1988,-1163000
bwa,1989,-3482000
bwa,1990,-18290000
bwa,1991,-2459000
bwa,1992,-2513000
bwa,1993,-912000
bwa,1994,-1798000
bwa,1995,-1707000
bwa,1996,-4265000
bwa,1997,-484000
bwa,1998,-48000
bwa,1999,-696000
bwa,2000,-620000
bwa,2001,-632000
bwa,2002,-644000
bwa,2003,-658000
bwa,2004,-673000
bwa,2005,-690000
bwa,2006,-709000
bwa,2007,-693000
bwa,2008,-1251000
bwa,2009,-500000
bwa,2010,-500000
bwa,2011,-250000
bwa,2012,-750000
bwa,2014,39960000
bwa,2015,-8880000
bwa,2016,-8880000
bwa,2017,-8880000
bwa,2018,-8880000
bwa,2019,-4440000
caf,1970,-1163000
caf,1971,-135000
caf,1972,7493000
caf,1973,14245000
caf,1974,4294000
caf,1975,-530000
caf,1976,24000
caf,1977,9496000
caf,1978,4000
caf,1979,-165000
caf,1980,-872000
caf,1981,-1453000
caf,1982,-161000
caf,1983,1835000
caf,1984,-916000
caf,1985,-836000
caf,1986,285000
caf,1987,-458000
caf,1988,467000
caf,1989,-1673000
caf,1990,-560000
caf,1991,-266000
caf,1992,-596000
caf,1994,-228000
caf,1999,-445000
caf,2000,-21000
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,0
caf,2009,1847000
caf,2010,504000
caf,2011,-152000
caf,2012,-140000
caf,2013,-1291000
caf,2014,-2180000
caf,2015,20000000
chn,1981,342298000
chn,1982,79744000
chn,1983,259096000
chn,1984,-13892000
chn,1985,1269076000
chn,1986,905029000
chn,1987,259295000
chn,1988,938965000
chn,1989,2234934000
chn,1990,2228641000
chn,1991,1855746000
chn,1992,5936404000
chn,1993,3250125000
chn,1994,3237424000
chn,1995,2363809000
chn,1996,4480754000
chn,1997,4074608000
chn,1998,365827000
chn,1999,87305000
chn,2000,1647635000
chn,2001,-2073213000
chn,2002,-2372110000
chn,2003,-2996424000
chn,2004,-1136315000
chn,2005,-1523367000
chn,2006,-1013449000
chn,2007,338416000
chn,2008,-1404675000
chn,2009,-52985000
chn,2010,719001000
chn,2011,-3987490000
chn,2012,-724639000
chn,2013,3817139000
chn,2014,-408368000
chn,2015,-1762500000
chn,2016,-773830000
chn,2017,-197407000
chn,2018,-974484000
chn,2019,380151000
chn,2020,-597738000
civ,1970,6700000
civ,1971,18091000
civ,1972,10120000
civ,1973,33662000
civ,1974,37327000
civ,1975,100657000
civ,1976,111484000
civ,1977,152643000
civ,1978,211949000
civ,1979,271626000
civ,1980,388848000
civ,1981,97128000
civ,1982,33139000
civ,1983,7352000
civ,1984,33973000
civ,1985,-20794000
civ,1986,-71783000
civ,1987,-47527000
civ,1988,-1419000
civ,1989,-11250000
civ,1990,-37492000
civ,1991,-38886000
civ,1992,-12246000
civ,1993,-8231000
civ,1994,-28705000
civ,1995,-30148000
civ,1996,2489000
civ,1997,-2596000
civ,1998,782000
civ,1999,-603000
civ,2000,0
civ,2001,0
civ,2002,-828000
civ,2003,0
civ,2010,25979000
civ,2011,25178000
civ,2012,2418000
civ,2013,4894000
civ,2015,-7500000
civ,2016,-8500000
civ,2017,-8500000
civ,2018,-8500000
civ,2019,-8500000
civ,2020,-8500000
cmr,1970,918000
cmr,1971,1167000
cmr,1972,17463000
cmr,1973,-5363000
cmr,1974,-4751000
cmr,1975,61998000
cmr,1976,67327000
cmr,1977,133205000
cmr,1978,45731000
cmr,1979,141832000
cmr,1980,164079000
cmr,1981,35039000
cmr,1982,-25193000
cmr,1983,27890000
cmr,1984,6825000
cmr,1985,-16941000
cmr,1986,142057000
cmr,1987,-35102000
cmr,1988,223427000
cmr,1989,184259000
cmr,1990,80327000
cmr,1991,59921000
cmr,1992,2056000
cmr,1993,6470000
cmr,1994,-1241000
cmr,1995,-10893000
cmr,1996,-6540000
cmr,1997,-5789000
cmr,1998,-27316000
cmr,1999,-1771000
cmr,2001,0
cmr,2003,-2149000
cmr,2007,-2824000
cmr,2016,49750000
cmr,2017,30087000
cmr,2018,28713000
cmr,2019,69529000
cmr,2020,-8531000
cod,1970,-491000
cod,1971,78229000
cod,1972,84469000
cod,1973,108327000
cod,1974,180391000
cod,1975,219490000
cod,1976,275611000
cod,1977,244125000
cod,1978,239330000
cod,1979,30813000
cod,1980,89084000
cod,1981,54388000
cod,1982,19165000
cod,1983,-14324000
cod,1984,-21324000
cod,1985,-12864000
cod,1986,-14721000
cod,1987,-4219000
cod,1988,5322000
cod,1989,33391000
cod,1990,-7143000
cod,1991,-9498000
cod,1992,-4724000
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,27969000
cod,2004,-4123000
cod,2005,-1674000
cod,2006,-6260000
cod,2007,-4133000
cod,2008,-6591000
cod,2009,-20581000
cod,2010,15857000
cod,2011,-4999000
cod,2012,12671000
cod,2013,-9806000
cod,2014,-7639000
cod,2015,-707000
cod,2016,-6607000
cod,2017,-1624000
cod,2018,17481000
cod,2019,76521000
cod,2020,-14673000
cog,1970,-1383000
cog,1971,3246000
cog,1972,6073000
cog,1973,16452000
cog,1974,38210000
cog,1975,33469000
cog,1976,9180000
cog,1977,491000
cog,1978,79909000
cog,1979,21729000
cog,1980,122941000
cog,1981,3385000
cog,1982,147286000
cog,1983,112922000
cog,1984,90156000
cog,1985,69220000
cog,1986,29282000
cog,1987,33483000
cog,1988,90078000
cog,1989,-12341000
cog,1990,-9370000
cog,1991,-5464000
cog,1992,-9390000
cog,1993,81599000
cog,1994,-39251000
cog,1995,-7078000
cog,1996,-29742000
cog,1997,-13309000
cog,1998,-1979000
cog,1999,0
cog,2000,0
cog,2001,0
cog,2002,0
cog,2003,1322000
cog,2004,-250000
cog,2005,119000000
cog,2006,119000000
cog,2007,-1773000
cog,2008,-2998000
cog,2009,-14719000
cog,2010,341948000
cog,2011,34043000
cog,2012,38749000
cog,2013,-86229000
cog,2014,-74218000
cog,2015,-80571000
cog,2016,-12130000
cog,2017,-17654000
cog,2018,125869000
cog,2019,-1064000
cog,2020,-88488000
col,1970,21959000
col,1971,12699000
col,1972,10509000
col,1973,9066000
col,1974,23416000
col,1975,37047000
col,1976,45447000
col,1977,3155000
col,1978,-8416000
col,1979,769000
col,1980,43413000
col,1981,37735000
col,1982,64308000
col,1983,116010000
col,1984,225265000
col,1985,183456000
col,1986,132438000
col,1987,119533000
col,1988,-15319000
col,1989,204030000
col,1990,-40671000
col,1991,-174430000
col,1992,-125297000
col,1993,-174277000
col,1994,-61631000
col,1995,-219974000
col,1996,-90264000
col,1997,-127007000
col,1998,-170864000
col,1999,947019000
col,2000,-201968000
col,2001,-149575000
col,2002,-75826000
col,2003,-64176000
col,2004,-40586000
col,2005,-75266000
col,2006,-116409000
col,2007,-48622000
col,2008,-21892000
col,2009,-18108000
col,2010,-16317000
col,2011,-16012000
col,2012,-14394000
col,2016,-483320000
col,2017,-3188000
com,1980,381000
com,1981,-74000
com,2020,0
cpv,1984,1437000
cpv,1985,972000
cpv,1986,591000
cpv,1987,-120000
cpv,1988,-120000
cpv,1989,-120000
cpv,1990,-120000
cpv,1991,-240000
cpv,1992,-120000
cpv,1995,4245000
cpv,1996,5347000
cpv,1997,260000
cpv,1998,-2160000
cpv,1999,-600000
cpv,2000,-1800000
cpv,2001,8436000
cpv,2002,-210000
cpv,2003,-2640000
cpv,2004,-1445000
cpv,2005,4442000
cpv,2006,-5903000
cpv,2007,-3557000
cpv,2008,-3623000
cpv,2009,-3522000
cpv,2010,-3353000
cpv,2011,-2092000
cpv,2012,-433000
cpv,2020,4106000
cri,1970,3040000
cri,1971,4753000
cri,1972,6760000
cri,1973,709000
cri,1974,214000
cri,1975,3199000
cri,1976,14953000
cri,1977,2878000
cri,1978,11630000
cri,1979,-13017000
cri,1980,5279000
cri,1981,9340000
cri,1982,3847000
cri,1983,157514000
cri,1984,43574000
cri,1985,-3676000
cri,1986,185000
cri,1987,14834000
cri,1988,-3078000
cri,1989,975000
cri,1990,-3730000
cri,1991,1728000
cri,1992,-5190000
cri,1993,-1824000
cri,1994,-5212000
cri,1995,-4374000
cri,1996,-2207000
cri,1997,-2008000
cri,1998,-1683000
cri,1999,-1249000
cri,2000,-2867000
cri,2001,-2076000
cri,2002,-1550000
cri,2003,-1682000
cri,2004,-1500000
cri,2005,-835000
cri,2006,-64000
cri,2007,-781000
cri,2008,-2486000
cri,2009,-1872000
cri,2010,2000
cri,2011,35561000
cri,2012,-443000
cri,2013,-3812000
cri,2014,-7273000
cri,2015,-30147000
cri,2016,-20026000
cri,2017,-10267000
cri,2018,77946000
cri,2019,-2489000
cri,2020,-628000
dji,1983,1213000
dji,1984,-442000
dji,1985,1112000
dji,1986,-573000
dji,1987,-629000
dji,1988,-627000
dji,1989,-359000
dji,1990,-210000
dji,1999,0
dji,2006,16777000
dji,2007,-3647000
dji,2008,-3902000
dji,2009,-2469000
dji,2010,-2198000
dji,2011,-1064000
dji,2012,-983000
dji,2013,-1036000
dji,2014,-1025000
dji,2015,-855000
dji,2016,-651000
dji,2017,-198000
dma,2001,11752000
dma,2002,1763000
dma,2010,-61000
dma,2011,944000
dma,2012,-61000
dma,2013,-744000
dma,2014,-744000
dma,2015,-683000
dma,2016,-683000
dma,2017,-683000
dma,2018,-536000
dma,2019,-536000
dma,2020,-536000
dom,1970,1187000
dom,1971,-892000
dom,1972,16666000
dom,1973,-891000
dom,1974,5342000
dom,1975,8522000
dom,1976,-1364000
dom,1977,-2744000
dom,1978,-2777000
dom,1979,-3963000
dom,1980,22329000
dom,1981,21242000
dom,1982,44356000
dom,1983,22266000
dom,1984,7909000
dom,1985,29303000
dom,1986,7315000
dom,1987,19675000
dom,1988,54505000
dom,1989,14501000
dom,1990,1864000
dom,1991,-211000
dom,1992,-17672000
dom,1993,-17106000
dom,1994,-28037000
dom,1995,-19809000
dom,1996,-11252000
dom,1997,2269000
dom,1998,9024000
dom,1999,21909000
dom,2000,47982000
dom,2001,9031000
dom,2002,83864000
dom,2003,371911000
dom,2004,-21785000
dom,2005,-49412000
dom,2006,-335897000
dom,2007,-35709000
dom,2008,-32908000
dom,2009,-14142000
dom,2010,-2289000
dom,2011,-11722000
dom,2012,-17954000
dom,2013,-15862000
dom,2014,-9081000
dom,2015,3232000
dom,2016,-6104000
dom,2017,-5151000
dom,2018,-3238000
dom,2019,604000
dom,2020,-4676000
dza,1970,227051000
dza,1971,105760000
dza,1972,70144000
dza,1973,238985000
dza,1974,207444000
dza,1975,581661000
dza,1976,970321000
dza,1977,1335054000
dza,1978,1598423000
dza,1979,1250410000
dza,1980,559270000
dza,1981,677531000
dza,1982,-306781000
dza,1983,87564000
dza,1984,964208000
dza,1985,-57502000
dza,1986,-333213000
dza,1987,484848000
dza,1988,757036000
dza,1989,692240000
dza,1990,712011000
dza,1991,9201000
dza,1992,46078000
dza,1993,861812000
dza,1994,1293473000
dza,1995,785911000
dza,1996,65982000
dza,1997,-458908000
dza,1998,-856994000
dza,1999,-1054904000
dza,2000,-808503000
dza,2001,-687309000
dza,2002,-292302000
dza,2003,-172691000
dza,2004,-169193000
dza,2005,-548018000
dza,2006,-523629000
dza,2007,-256171000
dza,2008,-494799000
dza,2009,-210441000
dza,2010,-130548000
dza,2011,-125328000
dza,2012,-67470000
dza,2013,-65134000
dza,2014,-43626000
dza,2015,-33040000
dza,2016,-32142000
dza,2017,-32138000
dza,2018,-16223000
dza,2019,-283000
dza,2020,-289000
ecu,1970,16592000
ecu,1971,7741000
ecu,1972,10775000
ecu,1973,359000
ecu,1974,-14800000
ecu,1975,-365000
ecu,1976,-7669000
ecu,1977,7990000
ecu,1978,30033000
ecu,1979,44470000
ecu,1980,99361000
ecu,1981,88681000
ecu,1982,17341000
ecu,1983,71676000
ecu,1984,67620000
ecu,1985,78435000
ecu,1986,12879000
ecu,1987,-19716000
ecu,1988,30632000
ecu,1989,139389000
ecu,1990,39696000
ecu,1991,-22241000
ecu,1992,-113889000
ecu,1993,-113573000
ecu,1994,-79927000
ecu,1995,-127826000
ecu,1996,3828000
ecu,1997,-25293000
ecu,1998,-56967000
ecu,1999,-33680000
ecu,2000,-31928000
ecu,2001,-25200000
ecu,2002,-11080000
ecu,2003,-5614000
ecu,2004,-5781000
ecu,2005,-18519000
ecu,2006,41371000
ecu,2007,-22367000
ecu,2008,-7786000
ecu,2009,-7439000
ecu,2010,-7715000
ecu,2011,-8009000
ecu,2012,-6998000
ecu,2013,-6008000
ecu,2014,993968000
ecu,2015,-216606000
ecu,2016,-217012000
ecu,2017,-217446000
ecu,2018,-214158000
ecu,2019,-157894000
egy,1970,-30040000
egy,1971,-5072000
egy,1972,-11681000
egy,1973,-59781000
egy,1974,3649000
egy,1975,56100000
egy,1976,123664000
egy,1977,60662000
egy,1978,183582000
egy,1979,335218000
egy,1980,532924000
egy,1981,623149000
egy,1982,1063451000
egy,1983,1003526000
egy,1984,667977000
egy,1985,383040000
egy,1986,611753000
egy,1987,488972000
egy,1988,507380000
egy,1989,283020000
egy,1990,-126536000
egy,1991,-226311000
egy,1992,-151713000
egy,1993,-152983000
egy,1994,-99455000
egy,1995,-187864000
egy,1996,-147906000
egy,1997,-124797000
egy,1998,-88086000
egy,1999,-81384000
egy,2000,-51510000
egy,2001,-47892000
egy,2002,-40652000
egy,2003,-19817000
egy,2004,55446000
egy,2005,-27645000
egy,2006,-18521000
egy,2007,-40491000
egy,2008,-33383000
egy,2009,-31277000
egy,2010,-24531000
egy,2011,-21802000
egy,2012,-21999000
egy,2013,-20626000
egy,2014,-21418000
egy,2015,-9946000
egy,2016,-7751000
egy,2017,-5334000
egy,2018,5010000
egy,2019,112168000
egy,2020,-9186000
eri,2004,34633000
eri,2006,477000
eri,2008,808000
eri,2011,0
eri,2012,0
eri,2013,0
eri,2014,0
eri,2016,0
eth,1970,-6867000
eth,1971,-4743000
eth,1972,-6182000
eth,1973,-4596000
eth,1974,-2140000
eth,1975,-1547000
eth,1976,-1824000
eth,1977,-1075000
eth,1978,6169000
eth,1979,-3322000
eth,1980,26890000
eth,1981,48559000
eth,1982,100399000
eth,1983,42339000
eth,1984,29020000
eth,1985,65758000
eth,1986,40417000
eth,1987,14368000
eth,1988,14472000
eth,1989,-31747000
eth,1990,-10289000
eth,1991,34700000
eth,1992,3421000
eth,1993,9157000
eth,1994,2230000
eth,1995,-8554000
eth,1996,16176000
eth,1997,24666000
eth,1998,7152000
eth,1999,-8029000
eth,2000,-4014000
eth,2001,-5351000
eth,2002,-33000
eth,2003,-3499000
eth,2004,-4234000
eth,2005,-10829000
eth,2006,-8182000
eth,2007,-7066000
eth,2008,-1070000
eth,2009,1049761000
eth,2010,377847000
eth,2011,-41328000
eth,2012,-48915000
eth,2013,-54225000
eth,2014,430162000
eth,2015,765470000
eth,2016,115607000
eth,2017,-275116000
eth,2018,-293191000
eth,2019,-236028000
eth,2020,-253364000
fji,1971,1101000
fji,1972,5464000
fji,1973,14923000
fji,1974,-2044000
fji,1975,-1822000
fji,1976,-1608000
fji,1977,8503000
fji,1978,-6063000
fji,1979,-1134000
fji,1980,-1475000
fji,1981,4527000
fji,1982,-1934000
fji,1983,4800000
fji,1984,1921000
fji,1985,4780000
fji,1986,-3195000
fji,1987,-4914000
fji,1988,11629000
fji,1989,-4718000
fji,1990,-7336000
fji,1991,-3534000
fji,1992,-6709000
fji,1993,-1870000
fji,1994,-1431000
fji,1995,-750000
fji,1996,-18000
fji,1997,-8000
fji,1998,-17000
fji,1999,-25000
fji,2000,-21000
fji,2001,-14000
fji,2002,-2000
gab,1970,5774000
gab,1971,18776000
gab,1972,45933000
gab,1973,49927000
gab,1974,44679000
gab,1975,72719000
gab,1976,60436000
gab,1977,-16870000
gab,1978,-14991000
gab,1979,-28588000
gab,1980,-33670000
gab,1981,-47520000
gab,1982,30169000
gab,1983,28880000
gab,1984,127919000
gab,1985,151849000
gab,1986,250176000
gab,1987,83962000
gab,1988,69038000
gab,1989,29192000
gab,1990,31946000
gab,1991,-26224000
gab,1992,-4777000
gab,1993,-1590000
gab,1994,-28304000
gab,1995,-48746000
gab,1996,-20209000
gab,1997,64000
gab,1998,-2043000
gab,1999,-432000
gab,2000,0
gab,2001,-5406000
gab,2002,1264000
gab,2003,-33821000
gab,2004,-20532000
gab,2005,13192000
gab,2006,43326000
gab,2007,-1979000
gab,2008,-34337000
gab,2009,-10024000
gab,2010,-16166000
gab,2011,26326000
gab,2012,-33648000
gab,2013,-25108000
gab,2014,-8990000
gab,2015,-20480000
gab,2016,-7615000
gab,2017,-504000
gab,2018,-17428000
gab,2019,-4580000
gab,2020,-248000
geo,1992,20524000
geo,1993,-4729000
geo,1997,-84000
