geo,time,dt_nfl_prop_cd
geo,2001,-43000
geo,2002,-110000
geo,2003,-162000
geo,2004,-210000
geo,2005,-118000
geo,2006,-406000
geo,2007,-340000
geo,2008,-405000
geo,2009,-419000
geo,2010,-434000
geo,2011,-488000
geo,2017,0
geo,2018,70875000
geo,2019,0
geo,2020,0
gha,1970,-1604000
gha,1971,-1869000
gha,1972,-1464000
gha,1973,-546000
gha,1974,16848000
gha,1975,-15799000
gha,1976,-7324000
gha,1977,22873000
gha,1978,-4556000
gha,1979,-5883000
gha,1980,-20247000
gha,1981,-2755000
gha,1982,14180000
gha,1983,24519000
gha,1984,3272000
gha,1985,26079000
gha,1986,4859000
gha,1987,20338000
gha,1988,19033000
gha,1989,-15205000
gha,1990,-12300000
gha,1991,37292000
gha,1992,44456000
gha,1993,21855000
gha,1994,33869000
gha,1995,13420000
gha,1996,-18104000
gha,1997,91541000
gha,1998,42746000
gha,1999,-24099000
gha,2000,14507000
gha,2001,124599000
gha,2002,-22894000
gha,2003,-45320000
gha,2004,-35877000
gha,2005,-34427000
gha,2006,-31430000
gha,2007,-28887000
gha,2008,30577000
gha,2009,-32537000
gha,2010,-29702000
gha,2011,-22955000
gha,2012,173877000
gha,2013,349328000
gha,2014,100331000
gha,2015,-4005000
gha,2016,480846000
gha,2017,108615000
gha,2018,-14953000
gha,2019,-108112000
gha,2020,-113941000
gin,1970,5714000
gin,1971,6054000
gin,1972,325000
gin,1973,22455000
gin,1974,1626000
gin,1975,3945000
gin,1976,11787000
gin,1977,13416000
gin,1978,26138000
gin,1979,30358000
gin,1980,42467000
gin,1981,16831000
gin,1982,27081000
gin,1983,17332000
gin,1984,3842000
gin,1985,17738000
gin,1986,1116000
gin,1987,-3320000
gin,1988,28627000
gin,1989,-9916000
gin,1990,-11426000
gin,1991,-10355000
gin,1992,-8111000
gin,1993,3110000
gin,1994,-9312000
gin,1995,-14917000
gin,1996,16602000
gin,1997,-9547000
gin,1998,6465000
gin,1999,-224000
gin,2000,-194000
gin,2001,-188000
gin,2002,-198000
gin,2003,0
gin,2004,1243000
gin,2005,4617000
gin,2006,5581000
gin,2007,-2629000
gmb,1976,1063000
gmb,1977,-213000
gmb,1978,-213000
gmb,1979,1904000
gmb,1980,14402000
gmb,1981,7545000
gmb,1982,5269000
gmb,1983,429000
gmb,1984,-115000
gmb,1985,-12000
gmb,1987,-110000
gmb,1988,-529000
gmb,1989,-491000
gmb,1990,-4484000
gmb,1991,-545000
gmb,1992,-463000
gmb,1993,-294000
gmb,1994,-317000
gmb,1995,-366000
gmb,1996,-228000
gnb,1976,2171000
gnb,1977,4079000
gnb,1978,1883000
gnb,1979,8923000
gnb,1980,18112000
gnb,1981,-797000
gnb,1982,1167000
gnb,1983,-46000
gnb,1984,3305000
gnb,1985,19868000
gnb,1986,-122000
gnb,1987,5496000
gnb,1989,-78000
gnb,1990,-78000
gnb,1991,-78000
gnb,1992,-29000
gnb,1994,-75000
gnb,1995,-254000
gnb,1996,-233000
gnb,1997,-129000
gnb,1998,-129000
gnb,1999,-129000
gnb,2000,-178000
grd,1979,500000
grd,1981,1269000
grd,1982,3126000
grd,1983,-336000
grd,1984,-487000
grd,1985,-515000
grd,1986,830000
grd,1987,-325000
grd,1988,-665000
grd,1989,-686000
grd,1990,-66000
grd,1991,11061000
grd,1992,-392000
grd,1993,-1373000
grd,1994,-1446000
grd,1995,-1547000
grd,1996,-684000
grd,1997,-511000
grd,1998,382000
grd,1999,-1683000
grd,2000,-156000
grd,2001,-1090000
grd,2002,-2065000
grd,2003,-1412000
grd,2004,-1479000
grd,2006,0
gtm,1970,-936000
gtm,1971,12860000
gtm,1972,-1682000
gtm,1973,-1841000
gtm,1974,-1663000
gtm,1975,-1604000
gtm,1976,-1663000
gtm,1977,-1726000
gtm,1978,-1385000
gtm,1979,-1426000
gtm,1980,-1535000
gtm,1981,35559000
gtm,1982,119274000
gtm,1983,51974000
gtm,1984,59896000
gtm,1985,10029000
gtm,1986,-27892000
gtm,1987,-25209000
gtm,1988,10232000
gtm,1989,14181000
gtm,1990,9990000
gtm,1991,-2655000
gtm,1992,-123000
gtm,1993,-1976000
gtm,1994,-3642000
gtm,1995,756000
gtm,1996,-8546000
gtm,1997,-5261000
gtm,1998,-3198000
gtm,1999,-941000
gtm,2000,-1598000
gtm,2001,-1562000
gtm,2002,-1911000
gtm,2003,-862000
gtm,2004,-415000
gtm,2005,-249000
gtm,2006,-10719000
gtm,2007,-213000
gtm,2008,-186000
gtm,2009,-29000
gtm,2010,-8000
gtm,2011,-9000
guy,1970,-200000
guy,1971,-15000
guy,1972,-900000
guy,1973,-1141000
guy,1974,972000
guy,1975,6853000
guy,1976,4898000
guy,1977,12700000
guy,1978,-4822000
guy,1979,-4211000
guy,1980,-4833000
guy,1981,-382000
guy,1982,-6214000
guy,1983,-8944000
guy,1984,-4651000
guy,1985,-4922000
guy,1986,19788000
guy,1987,10816000
guy,1988,9524000
guy,1989,-1471000
guy,1990,-7999000
guy,1991,-12571000
guy,1992,-9356000
guy,1993,-5313000
guy,1994,-3732000
guy,1995,-7974000
guy,1996,-4613000
guy,1997,-1620000
guy,1998,-1345000
guy,1999,-172000
guy,2000,-44000
guy,2001,-168000
guy,2002,-271000
guy,2014,0
guy,2016,-61000
hnd,1970,-1133000
hnd,1971,-1410000
hnd,1972,-669000
hnd,1973,556000
hnd,1974,6765000
hnd,1975,4373000
hnd,1976,7775000
hnd,1977,6011000
hnd,1978,-1654000
hnd,1979,-2965000
hnd,1980,52108000
hnd,1981,12776000
hnd,1982,-4970000
hnd,1983,2253000
hnd,1984,1069000
hnd,1985,39581000
hnd,1986,31720000
hnd,1987,11860000
hnd,1988,152000
hnd,1989,30974000
hnd,1990,31650000
hnd,1991,2065000
hnd,1992,-6788000
hnd,1993,7207000
hnd,1994,10534000
hnd,1995,18738000
hnd,1996,-6822000
hnd,1997,-13111000
hnd,1998,-13109000
hnd,1999,-5134000
hnd,2000,0
hnd,2001,-76000
hnd,2002,-115000
hnd,2006,-2260000
hnd,2007,-1131000
hti,1970,1677000
hti,1971,-447000
hti,1972,-1037000
hti,1973,-1882000
hti,1974,-255000
hti,1975,-1601000
hti,1976,7245000
hti,1977,308000
hti,1978,-1754000
hti,1979,2584000
hti,1980,2723000
hti,1981,20333000
hti,1982,7198000
hti,1983,-2821000
hti,1984,-2568000
hti,1985,-2484000
hti,1986,-2400000
hti,1987,-1560000
hti,1988,-1151000
idn,1970,28666000
idn,1971,92189000
idn,1972,223718000
idn,1973,252309000
idn,1974,300717000
idn,1975,176956000
idn,1976,753522000
idn,1977,625942000
idn,1978,172720000
idn,1979,-230256000
idn,1980,-48215000
idn,1981,117532000
idn,1982,686611000
idn,1983,964722000
idn,1984,808517000
idn,1985,517442000
idn,1986,-207833000
idn,1987,-367179000
idn,1988,-630241000
idn,1989,-873767000
idn,1990,-664681000
idn,1991,-387178000
idn,1992,-305456000
idn,1993,64975000
idn,1994,731802000
idn,1995,-124873000
idn,1996,226592000
idn,1997,-166179000
idn,1998,-414722000
idn,1999,-263152000
idn,2000,-161556000
idn,2001,-22998000
idn,2002,-97107000
idn,2003,-83824000
idn,2004,-419654000
idn,2005,-630849000
idn,2006,118958000
idn,2007,-89989000
idn,2008,-150508000
idn,2009,882061000
idn,2010,785559000
idn,2011,-242979000
idn,2012,-251033000
idn,2013,-242388000
idn,2014,2666758000
idn,2015,3388231000
idn,2016,-508335000
idn,2017,-3160885000
idn,2018,-974016000
idn,2019,-1719777000
idn,2020,-493145000
ind,1970,-41662000
ind,1971,-22484000
ind,1972,-22916000
ind,1973,-37771000
ind,1974,13387000
ind,1975,29975000
ind,1976,-10805000
ind,1977,-31042000
ind,1978,-20596000
ind,1979,-28285000
ind,1980,-10639000
ind,1981,20896000
ind,1982,327588000
ind,1983,64352000
ind,1984,458135000
ind,1985,275161000
ind,1986,541321000
ind,1987,18346000
ind,1988,2179904000
ind,1989,-135595000
ind,1990,-172153000
ind,1991,-158297000
ind,1992,111286000
ind,1993,1525152000
ind,1994,1257174000
ind,1995,540041000
ind,1996,59600000
ind,1997,-902834000
ind,1998,-1088061000
ind,1999,-407574000
ind,2000,376127000
ind,2001,-430451000
ind,2002,-142467000
ind,2003,-60035000
ind,2004,-264400000
ind,2005,-130907000
ind,2006,-21915000
ind,2007,108687000
ind,2008,-20213000
ind,2009,-23999000
ind,2010,-19386000
ind,2011,-26358000
ind,2012,-210930000
ind,2013,50406000
ind,2014,-10038000
ind,2015,-7894000
ind,2016,-7878000
ind,2017,-8010000
ind,2018,-8304000
ind,2019,-7952000
ind,2020,-8889000
irn,1980,-140641000
irn,1981,-357181000
irn,1982,-202760000
irn,1983,-386560000
irn,1984,-303561000
irn,1985,-186117000
irn,1986,-129519000
irn,1987,-114379000
irn,1988,-89449000
irn,1989,-18531000
irn,1990,-29648000
irn,1991,349563000
irn,1992,1171453000
irn,1993,1252582000
irn,1994,637989000
irn,1995,-32019000
irn,1996,-633349000
irn,1997,-258348000
irn,1998,-318076000
irn,1999,-175588000
irn,2000,234575000
irn,2001,411724000
irn,2002,70916000
irn,2003,659875000
irn,2004,256797000
irn,2005,-194684000
irn,2006,-523000000
irn,2007,-590399000
irn,2008,-664998000
irn,2009,-625508000
irn,2010,-487700000
irn,2011,-396301000
irn,2012,-124493000
irn,2013,-14400000
irn,2014,-119945000
irn,2015,-121032000
irn,2016,-562813000
irn,2017,-18308000
jam,1971,223000
jam,1972,2177000
jam,1973,16254000
jam,1974,2374000
jam,1975,3406000
jam,1976,60214000
jam,1977,-4016000
jam,1978,-2239000
jam,1979,22250000
jam,1980,-13379000
jam,1981,-6449000
jam,1982,-341000
jam,1983,98964000
jam,1984,25298000
jam,1985,38248000
jam,1986,-1969000
jam,1987,14598000
jam,1988,-10638000
jam,1989,7707000
jam,1990,-36538000
jam,1991,-62243000
jam,1992,-1696000
jam,1993,-30940000
jam,1994,-55735000
jam,1995,-3556000
jam,1996,4835000
jam,1997,-14645000
jam,1998,4789000
jam,1999,7833000
jam,2000,-10948000
jam,2001,3625000
jam,2002,5154000
jam,2003,-3825000
jam,2004,-14051000
jam,2005,-7999000
jam,2006,-8967000
jam,2007,6605000
jam,2008,-7806000
jam,2009,3100000
jam,2010,4440000
jam,2011,-6025000
jam,2012,-7632000
jam,2013,-6581000
jam,2014,-6005000
jam,2015,-2706000
jam,2016,-1045000
jam,2017,-1045000
jam,2018,-8881000
jor,1970,4057000
jor,1971,7803000
jor,1972,-2026000
jor,1973,-2229000
jor,1974,4135000
jor,1975,5181000
jor,1976,-3823000
jor,1977,-2271000
jor,1978,-3560000
jor,1979,31831000
jor,1980,24748000
jor,1981,79853000
jor,1982,144792000
jor,1983,58961000
jor,1984,101317000
jor,1985,55187000
jor,1986,226387000
jor,1987,106724000
jor,1988,343161000
jor,1989,338656000
jor,1990,209901000
jor,1991,-12933000
jor,1992,-41828000
jor,1993,-40905000
jor,1994,-52216000
jor,1995,-66343000
jor,1996,-37652000
jor,1997,-24669000
jor,1998,-55115000
jor,1999,-21126000
jor,2000,-41297000
jor,2001,-24311000
jor,2002,-23781000
jor,2003,-11814000
jor,2004,-4935000
jor,2005,11412000
jor,2006,-10463000
jor,2007,-15300000
jor,2008,-70786000
jor,2009,-8763000
jor,2010,-9979000
jor,2011,-11674000
jor,2012,-13037000
jor,2013,-12980000
jor,2014,-6657000
jor,2015,-7257000
jor,2016,-8369000
jor,2017,-9302000
jor,2018,-10436000
jor,2019,-11672000
jor,2020,-13068000
kaz,1992,16451000
kaz,1993,170802000
kaz,1994,131268000
kaz,1995,164385000
kaz,1996,-45213000
kaz,1997,-39892000
kaz,1998,-75858000
kaz,1999,-33975000
kaz,2000,-53137000
kaz,2001,-56125000
kaz,2002,-26381000
kaz,2003,-13777000
kaz,2004,-10017000
ken,1970,-135000
ken,1971,9362000
ken,1972,-2522000
ken,1973,5667000
ken,1974,1983000
ken,1975,-4546000
ken,1976,50157000
ken,1977,106656000
ken,1978,142627000
ken,1979,32336000
ken,1980,33297000
ken,1981,-22653000
ken,1982,-40394000
ken,1983,-47449000
ken,1984,-32861000
ken,1985,-31668000
ken,1986,-30217000
ken,1987,-7150000
ken,1988,7777000
ken,1989,48866000
ken,1990,42360000
ken,1991,23083000
ken,1992,29945000
ken,1993,-16998000
ken,1994,-48673000
ken,1995,14003000
ken,1996,-25252000
ken,1997,-17047000
ken,1998,4882000
ken,1999,-24066000
ken,2000,-4221000
ken,2001,-3023000
ken,2002,290000
ken,2003,97660000
ken,2004,-9119000
ken,2005,-1649000
ken,2006,-4078000
ken,2007,-2378000
ken,2008,-1739000
ken,2009,-1739000
ken,2010,-1739000
ken,2011,-3986000
ken,2012,-2226000
ken,2013,-1100000
ken,2014,-1100000
ken,2015,-551000
kgz,1998,2702000
kgz,1999,4233000
kgz,2000,2407000
kgz,2001,-1702000
kgz,2002,-639000
kgz,2003,0
kgz,2005,0
khm,1995,12796000
khm,1996,-3200000
khm,1997,-3198000
khm,1998,-3200000
khm,1999,-3198000
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,2976000
kna,1990,-433000
kna,1991,1301000
kna,1992,362000
kna,1993,246000
kna,1994,2264000
kna,1995,-922000
kna,1996,-1225000
kna,1997,-567000
kna,1998,6949000
kna,1999,-27000
kna,2000,-3451000
kna,2001,-1276000
kna,2002,-1278000
kna,2003,-1840000
kna,2004,-1484000
kna,2005,-1293000
kna,2006,-622000
kna,2007,0
kna,2008,0
kna,2009,0
kna,2010,0
lao,1970,-91000
lao,1971,-91000
lao,1972,401000
lao,1973,4917000
lao,1974,822000
lao,1975,993000
lao,1976,-538000
lao,1977,-635000
lao,1978,-78000
lao,1979,-238000
lao,2003,34200000
lao,2007,4250000
lao,2011,-1211000
lao,2012,-2355000
lao,2013,-1887000
lao,2014,-1797000
lao,2015,-1553000
lao,2016,30769000
lao,2017,2482000
lao,2018,49696000
lao,2019,-9670000
lao,2020,-9695000
lbn,1970,-53000
lbn,1971,-53000
lbn,1972,-53000
lbn,1973,-53000
lbn,1974,1255000
lbn,1975,-53000
lbn,1976,-218000
lbn,1977,-213000
lbn,1978,-174000
lbn,1979,-185000
lbn,1980,-186000
lbn,1981,10185000
lbn,1982,94535000
lbn,1983,16500000
lbn,1984,-2565000
lbn,1985,-3238000
lbn,1986,9927000
lbn,1987,11274000
lbn,1988,14883000
lbn,1989,1569000
lbn,1990,6321000
lbn,1991,6242000
lbn,1992,-4745000
lbn,1993,-5099000
lbn,1994,2287000
lbn,1995,2161000
lbn,1996,-39341000
lbn,1997,-697000
lbn,1998,-1465000
lbn,1999,-1979000
lbn,2000,-1846000
lbn,2001,-2206000
lbn,2002,-958000
lbn,2003,-1434000
lbn,2004,-428000
lbn,2005,-1318000
lbn,2006,591000
lbn,2007,-2990000
lbn,2008,-1280000
lbn,2009,-2733000
lbn,2010,-11268000
lbn,2011,-4504000
lbn,2012,4985000
lbn,2013,-27474000
lbn,2014,3376000
lbn,2015,1020000
lbn,2016,706000
lbn,2017,549000
lbn,2018,7340000
lbn,2019,193000
lbn,2020,1673000
lbr,1970,-6551000
lbr,1971,-3125000
lbr,1972,-5038000
lbr,1973,-4415000
lbr,1974,-96000
lbr,1975,-2908000
lbr,1976,6982000
lbr,1977,4517000
lbr,1978,8692000
lbr,1979,-5599000
lbr,1980,-3333000
lbr,1981,812000
lbr,1982,-1408000
lbr,1983,6284000
lbr,1984,-208000
lbr,1985,-35000
lbr,1999,0
lbr,2000,0
lbr,2001,0
lbr,2002,0
lbr,2003,0
lbr,2004,0
lbr,2005,0
lbr,2006,0
lbr,2007,0
lka,1970,785000
lka,1971,5248000
lka,1972,-385000
lka,1973,10938000
lka,1974,52204000
lka,1975,-10839000
lka,1976,11341000
lka,1977,-52822000
lka,1978,-28887000
lka,1979,9481000
lka,1980,26873000
lka,1981,87581000
lka,1982,107381000
lka,1983,-142000
lka,1984,25133000
lka,1985,3870000
lka,1986,25263000
lka,1987,13176000
lka,1988,-27042000
lka,1989,492000
lka,1990,-17388000
lka,1991,-3790000
lka,1992,-27041000
lka,1993,-25635000
lka,1994,-26648000
lka,1995,67145000
lka,1996,61851000
lka,1997,28431000
lka,1998,37978000
lka,1999,1893000
lka,2000,115310000
lka,2001,-33580000
lka,2002,-35959000
lka,2003,-25926000
lka,2004,-39879000
lka,2005,-41882000
lka,2006,-56779000
lka,2007,-27713000
lka,2008,-10746000
lka,2009,-3639000
lka,2010,5039000
lka,2011,24488000
lka,2012,14409000
lka,2013,-4493000
lka,2014,-6562000
lka,2015,-3892000
lka,2016,688863000
lka,2017,-291313000
lka,2018,-291313000
lka,2019,-151313000
lka,2020,-11313000
lso,1970,130000
lso,1971,161000
lso,1972,387000
lso,1973,-68000
lso,1974,-67000
lso,1975,-41000
lso,1976,-74000
lso,1977,-56000
lso,1978,-31000
lso,1979,7591000
lso,1980,324000
lso,1981,-1284000
lso,1982,4959000
lso,1983,12215000
lso,1984,-4395000
lso,1985,-4728000
lso,1986,-793000
lso,1987,11829000
lso,1988,10549000
lso,1989,-1571000
lso,1990,-2479000
lso,1991,-3715000
lso,1992,-4818000
lso,1993,-2374000
lso,1994,-2409000
lso,1995,-2112000
lso,1996,-768000
lso,1997,227000
lso,1998,-103000
lso,1999,-76000
lso,2000,-21000
lso,2001,-64000
lso,2002,-68000
lso,2003,-81000
lso,2004,-53000
lso,2005,-126000
lso,2006,-90000
lso,2007,-99000
lso,2008,-106000
lso,2009,-100000
lso,2010,-96000
lso,2011,-101000
lso,2012,-92000
lso,2013,-97000
lso,2014,-96000
lso,2015,-27000
lso,2016,-1000
lso,2017,-1000
mar,1970,23985000
mar,1971,38893000
mar,1972,2366000
mar,1973,-2021000
mar,1974,91992000
mar,1975,411531000
mar,1976,125989000
mar,1977,268707000
mar,1978,232664000
mar,1979,150340000
mar,1980,406445000
mar,1981,316621000
mar,1982,562197000
mar,1983,429266000
mar,1984,391770000
mar,1985,208098000
mar,1986,463849000
mar,1987,198473000
mar,1988,298398000
mar,1989,78167000
mar,1990,168694000
mar,1991,-108354000
mar,1992,103974000
mar,1993,-98025000
mar,1994,-108530000
mar,1995,-27004000
mar,1996,-375637000
mar,1997,-87682000
mar,1998,-138711000
mar,1999,-46830000
mar,2000,-80201000
mar,2001,-135606000
mar,2002,-116950000
mar,2003,-115405000
mar,2004,-201374000
mar,2005,-143886000
mar,2006,-102948000
mar,2007,-98803000
mar,2008,20614000
mar,2009,-12058000
mar,2010,-40025000
mar,2011,-37477000
mar,2012,-31449000
mar,2013,-31277000
mar,2014,-23998000
mar,2015,-8934000
mar,2016,-8728000
mar,2017,-8814000
mar,2018,-9725000
mar,2019,46136000
mar,2020,94795000
mda,1995,15000000
mda,1997,-5000000
mda,1999,-8635000
mda,2000,-537000
mda,2001,-3429000
mda,2002,-402000
mda,2003,-2667000
mda,2004,-3617000
mda,2006,7008000
mda,2007,-1900000
mda,2008,-1900000
mda,2009,11193000
mda,2010,-2178000
mda,2011,2197000
mda,2012,-5293000
mda,2013,1697000
mda,2014,-3651000
mda,2015,-4990000
mda,2016,-2434000
mda,2017,-478000
mda,2018,728000
mda,2019,429000
mda,2020,0
mdg,1970,-682000
mdg,1971,-646000
mdg,1972,3674000
mdg,1973,-460000
mdg,1974,-460000
mdg,1975,-460000
mdg,1976,1356000
mdg,1977,15313000
mdg,1978,13227000
mdg,1979,94500000
mdg,1980,89437000
mdg,1981,37342000
mdg,1982,33276000
mdg,1983,67980000
mdg,1984,2390000
mdg,1985,1919000
mdg,1986,-3504000
mdg,1987,2625000
mdg,1988,-1132000
mdg,1989,-5477000
mdg,1990,-4588000
mdg,1991,-8150000
mdg,1992,-6273000
mdg,1993,-6676000
mdg,1994,-3757000
mdg,1995,-3355000
mdg,1996,-2844000
mdg,1997,-893000
mdg,1998,-298000
mdg,1999,-311000
mdg,2000,-43000
mdg,2001,-42000
mdg,2002,-44000
mdg,2003,-53000
mdg,2004,0
mdg,2019,0
mdg,2020,0
mdv,1981,2807000
mdv,1982,-446000
mdv,1983,-399000
mdv,1984,190000
mdv,1985,-458000
mdv,1986,1324000
mdv,1987,-592000
mdv,1988,-607000
mdv,1989,-570000
mdv,1990,2594000
mdv,1991,-718000
mdv,1992,1871000
mdv,1993,2041000
mdv,1994,-1050000
mdv,1995,-251000
mdv,1996,1026000
mdv,1997,1457000
mdv,1998,3957000
mdv,1999,-1733000
mdv,2000,1883000
mdv,2001,-2073000
mdv,2002,-1901000
mdv,2003,-1944000
mdv,2004,-2387000
mdv,2005,-1685000
mdv,2006,-219000
mdv,2007,-219000
mdv,2008,-219000
mdv,2009,-219000
mdv,2010,-219000
mdv,2011,-219000
mdv,2018,0
mdv,2019,7437000
mdv,2020,22331000
mex,1970,5519000
mex,1971,-32503000
mex,1972,-38667000
mex,1973,10694000
mex,1974,-25403000
mex,1975,119381000
mex,1976,16979000
mex,1977,31183000
mex,1978,-47579000
mex,1979,-14048000
mex,1980,33114000
mex,1981,314916000
mex,1982,36846000
mex,1983,420422000
mex,1984,-337188000
mex,1985,-443778000
mex,1986,407506000
mex,1987,480394000
mex,1988,546412000
mex,1989,62990000
mex,1990,295965000
mex,1991,-378052000
mex,1992,-450954000
mex,1993,-433310000
mex,1994,-1035528000
mex,1995,321679000
mex,1996,-277337000
mex,1997,-588247000
mex,1998,-667892000
mex,1999,-52788000
mex,2000,-652850000
mex,2001,-815082000
mex,2002,-251231000
mex,2003,-127831000
mex,2004,-149856000
mex,2005,-99931000
mex,2006,-92769000
mex,2007,-78691000
mex,2008,-130787000
mex,2009,-237938000
mex,2010,841514000
mex,2011,-270340000
mex,2012,-324955000
mex,2013,602253000
mex,2014,-360123000
mex,2015,-492415000
mex,2016,-110729000
mex,2017,-155975000
mex,2018,-74158000
mex,2019,-64263000
mex,2020,-79436000
mkd,1995,380000
mkd,1996,1099000
mkd,1997,-659000
mkd,1998,4732000
mkd,1999,-330000
mkd,2000,1238000
mkd,2001,-686000
mkd,2002,-2515000
mkd,2003,-260000
mkd,2004,-396000
mkd,2005,-648000
mkd,2006,-1193000
mkd,2007,-1990000
mkd,2008,6339000
mkd,2009,-2026000
mkd,2010,-1677000
mkd,2011,3019000
mkd,2012,-3212000
mkd,2013,-471000
mkd,2014,-2509000
mkd,2015,-654000
mkd,2016,-4000
mkd,2017,-588000
mkd,2018,-72000
mkd,2019,-200000
mkd,2020,-14000
mli,1970,-36000
mli,1971,193000
mli,1972,3067000
mli,1973,4956000
mli,1974,1634000
mli,1975,1999000
mli,1976,1062000
mli,1977,1475000
mli,1978,1223000
mli,1979,-151000
mli,1980,3973000
mli,1981,-683000
mli,1982,439000
mli,1983,22909000
mli,1984,-122000
mli,1985,-1126000
mli,1986,2003000
mli,1987,-5082000
mli,1988,-1959000
mli,1989,-850000
mli,1990,-985000
mli,1991,-652000
mli,1992,-2578000
mli,1994,-834000
mmr,1970,13461000
mmr,1971,13767000
mmr,1972,12072000
mmr,1973,-13094000
mmr,1974,1823000
mmr,1975,-5433000
mmr,1976,-9000000
mmr,1977,33328000
mmr,1978,46604000
mmr,1979,83036000
mmr,1980,27105000
mmr,1981,97746000
mmr,1982,54850000
mmr,1983,8078000
mmr,1984,-3189000
mmr,1985,-45967000
mmr,1986,-41192000
mmr,1987,5479000
mmr,1988,-25959000
mmr,1989,-53065000
mmr,1990,-8111000
mmr,1991,-2394000
mmr,1992,-833000
mmr,1993,33098000
mmr,1994,-4474000
mmr,1995,38595000
mmr,1996,22092000
mmr,1997,93457000
mmr,1998,88643000
mmr,1999,-6510000
mmr,2000,-2792000
mmr,2001,-1454000
mmr,2002,-2475000
mmr,2003,-2406000
mmr,2004,-1907000
mmr,2005,-2002000
mmr,2006,2275000
mmr,2007,5083000
mmr,2008,2030000
mmr,2009,-1474000
mmr,2010,-3217000
mmr,2011,-4757000
mmr,2012,7157000
mmr,2013,-56715000
mmr,2014,129829000
mmr,2015,5013000
mmr,2016,-13764000
mmr,2017,-11404000
mmr,2018,-38288000
mmr,2019,-26939000
mmr,2020,-25490000
mne,2006,10924000
mne,2008,3897000
mne,2009,907000
mne,2010,-1010000
mne,2011,-1125000
mne,2012,-889000
mne,2013,38342000
mne,2014,-926000
mne,2015,-1069000
mne,2016,-934000
mne,2017,-787000
mne,2018,-823000
mne,2019,-33067000
mne,2020,-802000
mng,1992,747000
mng,1993,-10286000
mng,1994,-22043000
mng,1995,-8452000
mng,1996,-14989000
mng,1997,-12197000
mng,1998,-11350000
mng,1999,-2620000
mng,2000,-2396000
mng,2001,-1158000
mng,2006,12800000
mng,2007,1150000
mng,2008,-2650000
mng,2009,-2350000
mng,2010,-2050000
mng,2011,4700000
mng,2012,-3501000
mng,2013,-2700000
mng,2014,-2700000
mng,2015,-2700000
moz,1984,93298000
moz,1985,55506000
moz,1986,38963000
moz,1987,24177000
moz,1988,-1009000
moz,1989,19446000
moz,1990,20124000
moz,1991,1879000
moz,1992,-1279000
moz,1993,-6011000
moz,1994,-1283000
moz,1995,-9123000
moz,1996,-1233000
moz,1997,-941000
mrt,1970,-1606000
mrt,1971,3082000
mrt,1972,-5158000
mrt,1973,370000
mrt,1974,2945000
mrt,1975,6351000
mrt,1976,4612000
mrt,1977,11482000
mrt,1978,1618000
mrt,1979,-20050000
mrt,1980,4762000
mrt,1981,-12690000
mrt,1982,8692000
mrt,1983,22056000
mrt,1984,19708000
mrt,1985,4073000
mrt,1986,7491000
mrt,1987,-4531000
mrt,1988,594000
mrt,1989,517000
mrt,1990,-1304000
mrt,1991,-2406000
mrt,1992,-2091000
mrt,1993,-83000
mrt,1994,-57000
mrt,1995,-76000
mrt,1996,24492000
mrt,1997,-1524000
mrt,1998,-1997000
mrt,1999,-2125000
mrt,2000,-2389000
mrt,2001,-2860000
mus,1978,4811000
mus,1979,-1104000
mus,1980,-951000
mus,1981,1405000
mus,1982,-1126000
mus,1983,-600000
mus,1984,99000
mus,1985,2828000
mus,1986,1572000
mus,1987,1925000
mus,1988,86190000
mus,1989,-5121000
mus,1990,7194000
mus,1991,5589000
mus,1992,3329000
mus,1993,2214000
mus,1994,3275000
mus,1995,-7160000
mus,1996,39447000
mus,1997,5176000
mus,1998,-7595000
mus,1999,-8322000
mus,2000,-34116000
mus,2001,28673000
mus,2002,-3102000
mus,2003,-3839000
mus,2004,-4382000
mus,2005,-4590000
mus,2006,-4835000
mus,2007,-5497000
mus,2008,-4445000
mus,2009,-4442000
mus,2010,-4303000
mus,2011,-4889000
mus,2012,-4527000
mus,2013,-4950000
mus,2014,-195000
mus,2015,-195000
mwi,1970,2570000
mwi,1971,-335000
mwi,1972,4896000
mwi,1973,-661000
mwi,1974,2005000
mwi,1975,-1432000
mwi,1976,-1308000
mwi,1977,6625000
mwi,1978,10423000
mwi,1979,8776000
mwi,1980,3587000
mwi,1981,-639000
mwi,1982,-223000
mwi,1983,-1023000
mwi,1984,4997000
mwi,1985,793000
mwi,1986,-2129000
mwi,1987,-2188000
mwi,1988,2445000
mwi,1989,6930000
mwi,1990,2907000
mwi,1991,-9971000
mwi,1992,9173000
mwi,1993,-3816000
mwi,1994,4812000
mwi,1995,-12389000
mwi,1996,-4002000
mwi,1997,-1464000
mwi,1998,-847000
mwi,1999,387000
mwi,2000,0
mwi,2001,0
mwi,2002,0
mwi,2003,0
mwi,2004,-85000
mwi,2005,-115000
mwi,2006,-110000
mwi,2007,-105000
mwi,2008,-91000
ner,1970,-564000
ner,1971,-245000
ner,1972,3497000
ner,1973,-170000
ner,1974,7521000
ner,1975,-677000
ner,1976,-2987000
ner,1977,-2248000
ner,1978,14164000
ner,1979,27092000
ner,1980,15967000
ner,1981,69260000
ner,1982,9369000
ner,1983,5027000
ner,1984,150000
ner,1985,-3746000
