geo,time,ny_adj_dfor_cd
ben,1990,21272478.61445
ben,1991,24928118.62825
ben,1992,28451823.97498
ben,1993,26756854.30498
ben,1994,34693862.88893
ben,1995,55015821.38677
ben,1996,58610107.04878
ben,1997,58726312.38169
ben,1998,64010508.66948
ben,1999,43008578.97885
ben,2000,44753740.3957
ben,2001,46000393.40714
ben,2002,58732851.58465
ben,2003,97125830.98291
ben,2004,87644505.84191
ben,2005,93513359.59332
ben,2006,105468608.25405
ben,2007,148105654.62435
ben,2008,183726469.04265
ben,2009,190729888.67339
ben,2010,178144841.22627
ben,2011,208185536.75151
ben,2012,251781181.02598
ben,2013,258682414.76708
ben,2014,296820777.3489
ben,2015,292752752.96158
ben,2016,324289583.08215
