geo,time,ny_gns_ictr_gn_zs
cri,1994,15.37991
cri,1995,16.09997
cri,1996,14.26122
cri,1997,15.87621
cri,1998,17.78379
cri,1999,16.33918
cri,2000,16.52842
cri,2001,17.37009
cri,2002,15.04814
cri,2003,14.06828
cri,2004,15.53787
cri,2005,14.73278
cri,2006,16.94133
cri,2007,17.57187
cri,2008,15.54219
cri,2009,16.32007
cri,2010,16.32567
cri,2011,14.27997
cri,2012,14.28581
cri,2013,14.3575
cri,2014,14.07681
cri,2015,15.27618
cri,2016,16.57998
cri,2017,15.03375
cri,2018,15.207
cri,2019,14.34773
cri,2020,14.23803
cyp,1976,16.564
cyp,1977,19.1341
cyp,1978,18.10315
cyp,1979,23.23071
cyp,1980,22.26739
cyp,1981,22.3457
cyp,1982,21.84508
cyp,1983,19.98598
cyp,1984,23.39108
cyp,1985,23.17061
cyp,1986,27.21445
cyp,1987,26.02374
cyp,1988,24.84717
cyp,1989,26.51785
cyp,1990,23.23707
cyp,1991,17.25458
cyp,1992,18.6799
cyp,1993,24.92438
cyp,1994,26.14218
cyp,1995,22.31243
cyp,1996,20.366
cyp,1997,18.61936
cyp,1998,24.29137
cyp,1999,18.91338
cyp,2000,17.72101
cyp,2001,17.06359
cyp,2002,18.4467
cyp,2003,18.88394
cyp,2004,18.3215
cyp,2005,18.16013
cyp,2006,18.16105
cyp,2007,14.06295
cyp,2008,14.42914
cyp,2009,16.22802
cyp,2010,13.46007
cyp,2011,16.19007
cyp,2012,12.41927
cyp,2013,11.59563
cyp,2014,9.74754
cyp,2015,13.31802
cyp,2016,13.78659
cyp,2017,16.13356
cyp,2018,15.94491
cyp,2019,15.35076
cyp,2020,9.32764
cze,1993,29.44391
cze,1994,29.92216
cze,1995,31.52194
cze,1996,30.81418
cze,1997,28.34854
cze,1998,30.37464
cze,1999,28.93062
cze,2000,29.3103
cze,2001,29.52987
cze,2002,27.80378
cze,2003,26.24444
cze,2004,27.20401
cze,2005,28.07909
cze,2006,28.11619
cze,2007,29.74507
cze,2008,28.866
cze,2009,25.00975
cze,2010,24.49007
cze,2011,24.43242
cze,2012,25.67439
cze,2013,25.74604
cze,2014,27.17595
cze,2015,29.08882
cze,2016,28.25557
cze,2017,28.91276
cze,2018,28.51907
cze,2019,28.6933
cze,2020,29.80425
deu,1971,26.04685
deu,1972,24.90999
deu,1973,24.63687
deu,1974,23.48001
deu,1975,19.93967
deu,1976,20.43866
deu,1977,20.18085
deu,1978,21.00048
deu,1979,20.5172
deu,1980,19.29678
deu,1981,17.96363
deu,1982,18.2905
deu,1983,18.79759
deu,1984,19.33647
deu,1985,20.12521
deu,1986,21.67527
deu,1987,20.87636
deu,1988,21.93533
deu,1989,22.90323
deu,1990,24.14093
deu,1991,23.62992
deu,1992,23.43974
deu,1993,22.47429
deu,1994,22.75379
deu,1995,23.06966
deu,1996,22.51831
deu,1997,22.82928
deu,1998,23.35965
deu,1999,22.72058
deu,2000,22.79716
deu,2001,22.70009
deu,2002,22.88234
deu,2003,22.02006
deu,2004,24.17492
deu,2005,23.93336
deu,2006,25.90037
deu,2007,27.86285
deu,2008,26.89339
deu,2009,23.85889
deu,2010,25.26948
deu,2011,27.12791
deu,2012,26.17229
deu,2013,25.98078
deu,2014,27.0437
deu,2015,27.69797
deu,2016,27.83523
deu,2017,28.21081
deu,2018,28.9152
deu,2019,28.70581
deu,2020,27.35781
dji,2013,26.45846
dji,2014,24.38139
dji,2015,25.96789
dji,2016,21.54125
dji,2017,17.29179
dji,2018,18.44715
dji,2019,26.99509
dji,2020,34.11126
dma,2009,-3.42641
dma,2010,2.51091
dma,2011,2.5493
dma,2012,-2.42328
dma,2013,4.13847
dma,2014,17.05564
dma,2015,6.04714
dma,2016,6.32624
dma,2017,4.3338
dma,2018,-11.98035
dnk,1975,21.31843
dnk,1976,21.12578
dnk,1977,21.73001
dnk,1978,22.09765
dnk,1979,20.6989
dnk,1980,18.40958
dnk,1981,15.7071
dnk,1982,15.83173
dnk,1983,17.5103
dnk,1984,19.33907
dnk,1985,19.5463
dnk,1986,20.70922
dnk,1987,21.67425
dnk,1988,21.89384
dnk,1989,22.24766
dnk,1990,23.4507
dnk,1991,22.44668
dnk,1992,22.86138
dnk,1993,22.57354
dnk,1994,22.16141
dnk,1995,23.25936
dnk,1996,23.39253
dnk,1997,24.28019
dnk,1998,23.80871
dnk,1999,24.55579
dnk,2000,25.53074
dnk,2001,26.31807
dnk,2002,25.57665
dnk,2003,25.42791
dnk,2004,25.77698
dnk,2005,26.1969
dnk,2006,27.31531
dnk,2007,26.60708
dnk,2008,26.59176
dnk,2009,22.34358
dnk,2010,24.23114
dnk,2011,25.18415
dnk,2012,25.17332
dnk,2013,26.60951
dnk,2014,27.98565
dnk,2015,28.01402
dnk,2016,28.83621
dnk,2017,29.41761
dnk,2018,29.07218
dnk,2019,29.90939
dnk,2020,30.04988
dom,1968,4.62177
dom,1969,7.40495
dom,1970,10.70811
dom,1971,9.08602
dom,1972,19.48536
dom,1973,19.1989
dom,1974,15.03599
dom,1975,22.2006
dom,1976,18.48871
dom,1977,16.17468
dom,1978,16.86615
dom,1979,20.11791
dom,1980,9.36246
dom,1981,10.95028
dom,1982,7.26955
dom,1983,5.53272
dom,1984,-2.43812
dom,1985,14.34569
dom,1986,17.395
dom,1987,17.26581
dom,1988,22.79237
dom,1989,19.62027
dom,1990,16.91484
dom,1991,14.48413
dom,1992,12.32191
dom,1993,16.94266
dom,1994,19.21171
dom,1995,18.81629
dom,1996,20.42462
dom,1997,21.96646
dom,1998,26.93904
dom,1999,25.85246
dom,2000,24.16528
dom,2001,24.75244
dom,2002,24.8535
dom,2003,25.2881
dom,2004,26.95687
dom,2005,23.23535
dom,2006,24.20393
dom,2007,23.88502
dom,2008,20.87039
dom,2009,18.84164
dom,2010,19.20897
dom,2011,17.82287
dom,2012,18.28436
dom,2013,19.15857
dom,2014,20.58076
dom,2015,22.26504
dom,2016,22.55728
dom,2017,23.10258
dom,2018,25.13062
dom,2019,25.47624
dom,2020,24.19018
dza,1977,33.38397
dza,1978,35.69458
dza,1979,38.64541
dza,1980,41.19256
dza,1981,38.62897
dza,1982,37.1728
dza,1983,37.91728
dza,1984,31.60593
dza,1985,30.20393
dza,1986,22.37471
dza,1987,21.97201
dza,1988,17.72557
dza,1989,18.15986
dza,1990,24.88734
dza,1991,34.16316
dza,2005,54.54844
dza,2006,56.76671
dza,2007,57.72668
dza,2008,57.8656
dza,2009,47.69407
dza,2010,49.96729
dza,2011,49.02801
dza,2012,48.39185
dza,2013,46.47708
dza,2014,44.32242
dza,2015,37.46114
dza,2016,37.75136
dza,2017,39.31266
dza,2018,41.24439
dza,2019,40.05275
dza,2020,31.86752
ecu,1976,18.15878
ecu,1977,21.58485
ecu,1978,21.34015
ecu,1979,20.46068
ecu,1980,22.14415
ecu,1981,22.55697
ecu,1982,14.47168
ecu,1983,16.72623
ecu,1984,15.05183
ecu,1985,17.99723
ecu,1986,16.31403
ecu,1987,12.72484
ecu,1988,14.08223
ecu,1989,14.87892
ecu,1990,19.29708
ecu,1991,19.55345
ecu,1992,22.7626
ecu,1993,15.4857
ecu,1994,16.00956
ecu,1995,15.08298
ecu,1996,17.46982
ecu,1997,17.55882
ecu,1998,15.59276
ecu,1999,23.64702
ecu,2000,28.68089
ecu,2001,20.75606
ecu,2002,19.56647
ecu,2003,19.28629
ecu,2004,20.17682
ecu,2005,23.85379
ecu,2006,27.20548
ecu,2007,27.77208
ecu,2008,30.20929
ecu,2009,26.89122
ecu,2010,26.04231
ecu,2011,28.23431
ecu,2012,28.10175
ecu,2013,27.51686
ecu,2014,27.6576
ecu,2015,24.76352
ecu,2016,26.39575
ecu,2017,26.32084
ecu,2018,25.79483
ecu,2019,26.29566
ecu,2020,25.80477
egy,1977,21.43904
egy,1978,25.55025
egy,1979,23.98598
egy,1980,22.85379
egy,1981,23.91938
egy,1982,23.5779
egy,1983,29.84403
egy,1984,29.43516
egy,1985,24.95395
egy,1986,22.32248
egy,1987,26.33016
egy,1988,27.52987
egy,1989,26.69991
egy,1990,32.52031
egy,1991,34.70217
egy,1992,35.29576
egy,1993,31.47461
egy,1994,23.82764
egy,1995,22.12334
egy,1996,18.63149
egy,1997,17.62211
egy,1998,18.76995
egy,1999,18.78926
egy,2000,17.50201
egy,2001,18.40668
egy,2002,18.3873
egy,2003,18.67303
egy,2004,21.16776
egy,2005,21.90434
egy,2006,22.86379
egy,2007,23.34465
egy,2008,23.42785
egy,2009,16.82618
egy,2010,18.31545
egy,2011,17.31252
egy,2012,13.18427
egy,2013,14.04384
egy,2014,12.17429
egy,2015,9.76244
egy,2016,9.84243
egy,2017,10.55996
egy,2018,14.25292
egy,2019,15.7556
egy,2020,11.47953
eri,1992,68.47543
eri,1993,41.2689
eri,1994,54.37331
eri,1995,18.85995
eri,1996,19.12397
eri,1997,35.26573
eri,1998,6.25699
eri,1999,17.16487
eri,2000,15.81007
esp,1975,25.28251
esp,1976,22.76025
esp,1977,23.21527
esp,1978,23.84382
esp,1979,22.80724
esp,1980,20.74891
esp,1981,18.82703
esp,1982,18.91694
esp,1983,18.79166
esp,1984,20.49878
esp,1985,21.16166
esp,1986,22.07019
esp,1987,21.96276
esp,1988,23.16088
esp,1989,22.54204
esp,1990,22.05345
esp,1991,21.43362
esp,1992,19.57871
esp,1993,19.34446
esp,1994,19.10618
esp,1995,21.49041
esp,1996,21.29997
esp,1997,22.33323
esp,1998,22.99454
esp,1999,22.49273
esp,2000,22.48999
esp,2001,22.39157
esp,2002,23.22726
esp,2003,23.82461
esp,2004,23.02253
esp,2005,22.4328
esp,2006,22.12494
esp,2007,21.54248
esp,2008,20.11902
esp,2009,19.59948
esp,2010,18.91905
esp,2011,18.17624
esp,2012,18.66637
esp,2013,19.3893
esp,2014,19.65853
esp,2015,21.0227
esp,2016,21.87736
esp,2017,22.1797
esp,2018,22.32544
esp,2019,22.94329
esp,2020,21.38647
est,2000,24.70259
est,2001,24.24663
est,2002,23.21084
est,2003,23.30688
est,2004,23.59132
est,2005,25.44468
est,2006,26.04839
est,2007,26.4042
est,2008,24.83181
est,2009,24.94108
est,2010,25.34133
est,2011,29.01316
est,2012,29.1935
est,2013,28.68518
est,2014,29.13508
est,2015,27.99137
est,2016,27.6432
est,2017,29.57562
est,2018,29.89033
est,2019,30.21058
eth,2011,32.62924
eth,2012,30.98106
eth,2013,28.39842
eth,2014,31.53698
eth,2015,29.64263
eth,2016,31.05466
eth,2017,30.77277
eth,2018,33.31222
eth,2019,29.21001
eth,2020,27.39175
fin,1975,30.49192
fin,1976,28.89034
fin,1977,27.74669
fin,1978,28.13025
fin,1979,29.65479
fin,1980,30.40924
fin,1981,29.44755
fin,1982,28.17836
fin,1983,27.87578
fin,1984,28.50842
fin,1985,27.55748
fin,1986,27.21282
fin,1987,26.76893
fin,1988,29.01662
fin,1989,28.76519
fin,1990,27.14799
fin,1991,19.94266
fin,1992,17.68825
fin,1993,18.53906
fin,1994,21.49711
fin,1995,24.49469
fin,1996,23.82832
fin,1997,26.82706
fin,1998,28.20889
fin,1999,29.46465
fin,2000,31.46185
fin,2001,31.97468
fin,2002,30.80768
fin,2003,28.18216
fin,2004,29.38815
fin,2005,28.48446
fin,2006,28.50082
fin,2007,29.92609
fin,2008,28.2222
fin,2009,23.56757
fin,2010,23.58036
fin,2011,22.81173
fin,2012,21.38016
fin,2013,20.28497
fin,2014,20.48567
fin,2015,20.68786
fin,2016,21.18686
fin,2017,23.19119
fin,2018,23.31913
fin,2019,23.72023
fin,2020,24.49918
fji,1980,28.07094
fji,1981,22.69325
fji,1982,19.82251
fji,1983,14.98692
fji,1984,18.42155
fji,1985,19.39375
fji,1986,24.26251
fji,1987,16.72362
fji,1988,17.05377
fji,1989,9.01531
fji,1990,6.20982
fji,1991,7.69554
fji,1992,10.91347
fji,1993,14.84958
fji,1994,16.5581
fji,1995,18.28545
fji,1996,24.9118
fji,1997,24.11003
fji,1998,27.90799
fji,1999,33.26821
fji,2000,32.12328
fji,2001,31.98601
fji,2002,36.36554
fji,2003,36.98613
fji,2004,38.79701
fji,2005,13.08707
fji,2006,6.42869
fji,2007,12.76104
fji,2008,8.64141
fji,2009,13.48129
fji,2010,14.80261
fji,2011,16.30357
fji,2012,16.43675
fji,2013,18.31622
fji,2014,23.47006
fji,2015,24.1582
fji,2016,21.14954
fji,2017,19.77629
fji,2018,19.74361
fji,2019,17.87653
fji,2020,21.57461
fra,1975,25.33215
fra,1976,25.08826
fra,1977,24.89684
fra,1978,24.95326
fra,1979,24.93032
fra,1980,24.17502
fra,1981,21.85625
fra,1982,20.74533
fra,1983,20.473
fra,1984,20.30485
fra,1985,20.22035
fra,1986,21.37834
fra,1987,21.21131
fra,1988,22.53808
fra,1989,23.12736
fra,1990,23.24637
fra,1991,22.90078
fra,1992,22.29173
fra,1993,21.13522
fra,1994,21.28409
fra,1995,21.80222
fra,1996,21.57877
fra,1997,22.52489
fra,1998,23.54943
fra,1999,24.01492
fra,2000,23.46787
fra,2001,23.51649
fra,2002,22.51785
fra,2003,21.94705
fra,2004,22.24447
fra,2005,22.08589
fra,2006,22.85057
fra,2007,23.28616
fra,2008,22.94122
fra,2009,20.50045
fra,2010,20.60906
fra,2011,21.54263
fra,2012,20.99663
fra,2013,20.92116
fra,2014,21.03307
fra,2015,21.78442
fra,2016,21.55021
fra,2017,22.25006
fra,2018,22.63222
fra,2019,23.16154
fra,2020,21.13958
fro,1998,39.98621
fro,1999,36.82756
fro,2000,38.05919
fro,2001,37.93169
fro,2002,32.24563
fro,2003,26.92611
fro,2004,25.85346
fro,2005,20.45123
fro,2006,25.99321
fro,2007,26.92551
fro,2008,19.53534
fro,2009,14.77066
fro,2010,22.73945
fro,2011,24.78157
gab,1978,42.6332
gab,1979,43.35212
gab,1980,53.0858
gab,1981,53.37359
gab,1982,51.07182
gab,1983,45.59708
gab,1984,46.61387
gab,1985,40.04673
gab,1986,16.48678
gab,1987,13.68882
gab,1988,23.08193
gab,1989,23.61545
gab,1990,27.05141
gab,1991,32.06664
gab,1992,22.21818
gab,1993,20.4166
gab,1994,33.07033
gab,1995,37.74779
gab,1996,41.06237
gab,1997,47.88862
gab,1998,28.52268
gab,1999,36.8015
gab,2000,49.22034
gab,2001,38.69034
gab,2002,38.19043
gab,2003,36.76353
gab,2004,37.94984
gab,2005,49.58497
gab,2007,46.96496
gab,2008,51.55888
gab,2009,38.90098
gab,2010,47.38332
gab,2011,50.72199
gab,2012,48.75579
gab,2013,44.62991
gab,2014,44.7145
gab,2015,41.85356
gbr,1970,21.95347
gbr,1971,21.11057
gbr,1972,19.86752
gbr,1973,20.58551
gbr,1974,17.7527
gbr,1975,16.86428
gbr,1976,18.05786
gbr,1977,19.38552
gbr,1978,19.79789
gbr,1979,19.18555
gbr,1980,17.84275
gbr,1981,16.77314
gbr,1982,16.6605
gbr,1983,17.19993
gbr,1984,17.46468
gbr,1985,17.22002
gbr,1986,15.99376
gbr,1987,16.36912
gbr,1988,16.5903
gbr,1989,16.52088
gbr,1990,15.36186
gbr,1991,14.64167
gbr,1992,13.48388
gbr,1993,13.34516
gbr,1994,15.17596
gbr,1995,15.34606
gbr,1996,15.61576
gbr,1997,16.02543
gbr,1998,16.79771
gbr,1999,15.46039
gbr,2000,15.97903
gbr,2001,15.95661
gbr,2002,15.80016
gbr,2003,15.75092
gbr,2004,15.0412
gbr,2005,15.59878
gbr,2006,15.21807
gbr,2007,15.08509
gbr,2008,13.67661
gbr,2009,11.79432
gbr,2010,12.9888
gbr,2011,13.88332
gbr,2012,12.57418
gbr,2013,11.91771
gbr,2014,12.72039
gbr,2015,12.83464
gbr,2016,12.80249
gbr,2017,14.79034
gbr,2018,14.31986
gbr,2019,15.28236
gbr,2020,14.21428
geo,1997,-2.86952
geo,1998,15.03811
geo,1999,19.42874
geo,2000,10.21677
geo,2001,18.48849
geo,2002,19.01654
geo,2003,16.31479
geo,2004,20.65997
geo,2005,18.87834
geo,2006,11.35244
geo,2007,10.97342
geo,2008,2.9478
geo,2009,0.65975
geo,2010,10.92528
geo,2011,10.2984
geo,2012,14.61021
geo,2013,15.72227
geo,2014,15.48373
geo,2015,14.80743
geo,2016,18.55702
geo,2017,20.23703
geo,2018,22.20724
geo,2019,20.67297
geo,2020,11.87541
gha,1975,14.55259
gha,1976,8.83309
gha,1977,11.52411
gha,1978,5.4208
gha,1979,8.28444
gha,1980,6.35103
gha,1981,5.72084
gha,1982,5.56941
gha,1983,4.29514
gha,1984,6.81955
gha,1985,8.17829
gha,1986,7.08968
gha,1987,7.78259
gha,1988,10.22196
gha,1989,11.66708
gha,1990,10.73829
gha,1991,12.09207
gha,1992,7.05182
gha,1993,13.08658
gha,1994,19.47735
gha,1995,17.99521
gha,1996,18.47615
gha,1997,10.61717
gha,1998,18.40668
gha,1999,9.56499
gha,2000,15.72932
gha,2001,21.53045
gha,2002,19.15615
gha,2003,21.62437
gha,2004,23.3938
gha,2005,19.44447
gha,2006,17.90195
gha,2007,6.78201
gha,2008,4.35889
gha,2009,11.07648
gha,2010,4.95312
gha,2011,4.00621
gha,2012,5.54946
gha,2013,15.6304
gha,2014,19.27266
gha,2015,21.88732
gha,2016,19.66359
gha,2017,17.76261
gha,2018,21.92466
gha,2019,19.40584
gha,2020,23.83149
gin,1986,12.31014
gin,1987,12.96952
gin,1988,11.65553
gin,1989,16.00682
gin,1990,20.34578
gin,1991,20.68218
gin,1992,20.64228
gin,1993,24.18461
gin,1994,22.35393
gin,1995,21.12659
gin,1996,16.37191
gin,1997,18.39735
gin,1998,14.07877
gin,1999,15.79838
gin,2000,16.51225
gin,2001,15.6149
gin,2002,12.63682
gin,2003,20.65661
gin,2004,13.63576
gin,2005,10.34559
gin,2006,1.38342
gin,2007,-3.72094
gin,2008,4.32684
gin,2009,-5.62
gin,2010,6.65983
gin,2011,3.46078
gin,2012,5.85253
gin,2013,-8.17468
gin,2014,-3.73297
gin,2015,-7.50653
gin,2016,-1.24094
gin,2017,11.47971
gin,2018,8.63514
gin,2019,8.83573
gin,2020,26.24713
gmb,1978,3.81884
gmb,1979,11.53155
gmb,1980,16.63796
gmb,1981,24.70923
gmb,1982,20.47778
gmb,1983,10.73425
gmb,1984,12.06572
gmb,1985,20.57883
gmb,1986,25.4376
gmb,1987,37.25676
gmb,1988,29.53324
gmb,1989,18.55787
gmb,1990,23.76554
gmb,1991,9.01401
gmb,1992,12.01661
gmb,1993,-0.16226
gmb,1994,-2.3971
gmb,1995,9.64159
gmb,1996,-3.37566
gmb,1997,7.76855
gmb,2003,10.27253
gmb,2004,6.18256
gmb,2005,3.66177
gmb,2006,12.03323
gmb,2007,9.44251
gmb,2008,0.32664
gmb,2009,5.41234
gmb,2010,-0.36018
gmb,2011,6.43204
gmb,2012,16.05382
gmb,2013,5.71093
gmb,2014,11.6851
gmb,2015,19.35654
gmb,2016,20.29325
gmb,2017,19.04149
gmb,2018,15.9551
gmb,2019,18.1968
gmb,2020,33.02606
gnb,1982,-15.31573
gnb,1983,-10.52696
gnb,1984,-3.75629
gnb,1985,-12.59549
gnb,1986,13.91747
gnb,1987,13.50493
gnb,1988,15.55477
gnb,1989,7.363
gnb,1990,15.13681
gnb,1991,4.19291
gnb,1992,7.94275
gnb,1993,7.91831
gnb,1994,7.92502
gnb,1995,10.4114
gnb,1996,7.05552
gnb,1997,15.27835
gnb,2001,0.95841
gnb,2002,5.91167
gnb,2003,6.6036
gnb,2004,8.02733
gnb,2005,2.74442
gnb,2006,4.09394
gnb,2007,9.0574
gnb,2008,9.71722
gnb,2009,5.05551
gnb,2010,-2.90556
gnb,2011,10.79749
gnb,2012,2.16604
gnb,2013,1.07498
gnb,2014,11.59375
gnb,2015,9.84867
gnb,2016,7.55646
gnb,2017,8.40371
gnb,2018,13.89809
gnb,2019,11.31395
gnb,2020,13.33736
grc,2006,15.65003
grc,2007,13.07294
grc,2008,10.41059
grc,2009,6.06352
grc,2010,7.53667
grc,2011,4.79417
grc,2012,7.78755
grc,2013,10.48053
grc,2014,10.74531
grc,2015,10.69293
grc,2016,10.62168
grc,2017,9.72255
grc,2018,9.82903
grc,2019,10.38248
grc,2020,7.34287
gtm,1977,19.59958
gtm,1978,17.49847
gtm,1979,16.10937
gtm,1980,14.04539
gtm,1981,10.68671
gtm,1982,9.78799
gtm,1983,8.71516
gtm,1984,7.71315
gtm,1985,9.07332
gtm,1986,10.16779
gtm,1987,7.86201
gtm,1988,8.67376
gtm,1989,9.38569
gtm,1990,10.46502
gtm,1991,12.48475
gtm,1992,11.64192
gtm,1993,11.13646
gtm,1994,10.91351
gtm,1995,11.2722
gtm,1996,9.92633
gtm,1997,10.25092
gtm,1998,12.11906
gtm,1999,11.9227
gtm,2000,12.61634
gtm,2001,10.0212
gtm,2002,13.93712
gtm,2003,14.55173
gtm,2004,15.94535
gtm,2005,14.05657
gtm,2006,14.69411
gtm,2007,14.8273
gtm,2008,11.79897
gtm,2009,13.05567
gtm,2010,11.95091
gtm,2011,11.44708
gtm,2012,11.80247
gtm,2013,11.87668
gtm,2014,12.08796
gtm,2015,13.9076
gtm,2016,15.15081
gtm,2017,15.10063
gtm,2018,14.94469
gtm,2019,16.92825
gtm,2020,18.76506
guy,1977,7.09183
guy,1978,14.88019
guy,1979,16.81187
guy,1980,14.30786
guy,1981,-3.30452
guy,1982,-7.73283
guy,1983,-13.70134
guy,1984,4.76708
guy,1985,6.74011
guy,1992,18.35685
guy,1993,21.72565
guy,1994,12.23412
guy,1995,21.45027
guy,1996,26.11548
guy,1997,19.5196
guy,1998,16.54165
guy,1999,14.08182
guy,2000,10.22321
guy,2001,7.23681
guy,2002,7.2243
guy,2003,11.86366
guy,2004,20.10309
guy,2005,17.91977
hkg,1998,30.1144
hkg,1999,30.78995
hkg,2000,31.7232
hkg,2001,30.91303
hkg,2002,30.87374
hkg,2003,32.33656
hkg,2004,31.63375
hkg,2005,32.76769
hkg,2006,34.17042
hkg,2007,33.34982
hkg,2008,34.02043
hkg,2009,30.807
hkg,2010,30.25159
hkg,2011,28.91158
hkg,2012,26.41644
hkg,2013,25.07404
hkg,2014,24.70475
hkg,2015,24.40696
hkg,2016,24.83899
hkg,2017,25.54261
hkg,2018,24.56575
hkg,2019,22.8831
hkg,2020,24.18892
hnd,1974,16.31244
hnd,1975,9.19635
hnd,1976,11.95736
hnd,1977,16.00125
hnd,1978,14.33311
hnd,1979,13.89709
hnd,1980,8.64591
hnd,1981,5.90073
hnd,1982,2.87563
hnd,1983,2.73303
hnd,1984,4.5573
hnd,1985,7.05309
hnd,1986,5.93877
hnd,1987,9.61971
hnd,1988,13.51962
hnd,1989,9.25725
hnd,1990,14.55173
hnd,1991,14.71212
hnd,1992,13.54331
hnd,1993,21.03683
hnd,1994,24.94049
hnd,1995,23.06181
hnd,1996,21.50511
hnd,1997,24.43594
hnd,1998,24.72872
hnd,1999,27.38565
hnd,2000,20.95915
hnd,2001,19.55424
hnd,2002,19.55122
hnd,2003,19.82552
hnd,2004,21.4426
hnd,2005,25.23733
hnd,2006,26.5328
hnd,2007,24.94492
hnd,2008,22.25067
hnd,2009,19.36926
hnd,2010,18.52662
hnd,2011,19.87862
hnd,2012,17.33123
hnd,2013,13.79754
hnd,2014,16.13801
hnd,2015,21.25232
hnd,2016,22.09627
hnd,2017,24.81735
hnd,2018,21.417
hnd,2019,22.26543
hnd,2020,23.48743
hrv,1995,12.20833
hrv,1996,17.38593
hrv,1997,16.22636
hrv,1998,17.53692
hrv,1999,16.08794
hrv,2000,18.81723
hrv,2001,19.35978
hrv,2002,18.42846
hrv,2003,19.39998
hrv,2004,20.94158
hrv,2005,19.91701
hrv,2006,21.65954
hrv,2007,21.47668
hrv,2008,20.42845
hrv,2009,19.03292
hrv,2010,19.3532
hrv,2011,18.53414
hrv,2012,16.97139
hrv,2013,18.4018
hrv,2014,18.78929
hrv,2015,22.72689
hrv,2016,22.61748
hrv,2017,24.48006
hrv,2018,24.47171
hrv,2019,24.75904
hrv,2020,21.81295
hti,1988,7.90992
hti,1989,9.82392
hti,1990,2.98536
hti,1991,11.467
hti,1992,11.12413
hti,1993,-4.58246
hti,1994,-0.96933
hti,1995,26.36196
hti,1996,26.79707
hti,1997,23.10713
hti,1998,25.73282
hti,1999,26.54435
hti,2000,6.91184
hti,2001,6.22214
hti,2002,6.84718
hti,2003,11.57746
hti,2004,9.85708
hti,2005,11.90276
hti,2006,11.83693
hti,2007,11.12408
hti,2008,11.09329
hti,2009,11.54071
hti,2010,24.08471
hti,2011,18.43067
hti,2012,14.17533
hti,2013,13.71149
hti,2014,11.52516
hti,2015,12.23004
hti,2016,12.90208
hti,2017,16.0951
hti,2018,13.52224
hti,2019,16.58007
hti,2020,19.04357
hun,1993,12.16627
hun,1994,16.14312
hun,1995,20.20417
hun,1996,21.73376
hun,1997,22.89881
hun,1998,22.7574
hun,1999,20.00707
hun,2000,20.43857
hun,2001,20.99193
hun,2002,19.66165
hun,2003,16.71812
hun,2004,17.77929
hun,2005,17.67863
hun,2006,19.26705
hun,2007,18.13413
hun,2008,18.93831
hun,2009,20.67174
hun,2010,21.76673
hun,2011,21.99192
hun,2012,21.98848
hun,2013,25.2076
hun,2014,25.69151
hun,2015,26.59725
hun,2016,26.44572
hun,2017,25.75018
hun,2018,27.82605
hun,2019,28.38
hun,2020,26.51641
idn,1981,20.94376
idn,1982,16.05846
idn,1983,25.05755
idn,1984,24.21553
idn,1985,24.54601
idn,1986,21.92307
idn,1987,25.32404
idn,1988,24.50984
idn,1989,27.51499
idn,1990,23.61452
idn,1991,23.18396
idn,1992,24.4725
idn,1993,30.14561
idn,1994,30.69471
idn,1995,28.99101
idn,1996,28.57383
idn,1997,29.90545
idn,1998,23.76242
idn,1999,14.29026
idn,2000,28.15391
idn,2001,28.2473
idn,2002,23.72738
idn,2003,21.51102
idn,2004,21.76294
idn,2005,25.58341
idn,2006,26.92426
idn,2007,26.25906
idn,2008,29.5008
idn,2009,30.11025
idn,2010,33.62269
idn,2011,34.16628
idn,2012,32.91444
idn,2013,32.08063
idn,2014,31.73289
idn,2015,31.15686
idn,2016,30.91236
idn,2017,31.88879
idn,2018,32.65357
idn,2019,31.86992
idn,2020,30.42925
ind,1975,13.13741
ind,1976,16.00622
ind,1977,15.43956
ind,1978,15.07913
ind,1979,15.74949
ind,1980,14.49176
ind,1981,15.80422
ind,1982,15.85801
ind,1983,15.41942
ind,1984,15.88526
ind,1985,16.8831
ind,1986,15.87853
ind,1987,17.10633
ind,1988,18.34895
ind,1989,20.38123
ind,1990,21.49507
ind,1991,22.09618
ind,1992,23.60796
ind,1993,24.41983
ind,1994,26.28567
ind,1995,27.27242
ind,1996,27.30402
ind,1997,27.78789
ind,1998,26.11002
ind,1999,25.83807
ind,2000,26.39948
ind,2001,26.48948
ind,2002,28.30098
ind,2003,30.69861
ind,2004,33.56829
ind,2005,34.66729
ind,2006,36.64679
ind,2007,37.16702
ind,2008,36.47184
ind,2009,35.83131
ind,2010,36.69912
ind,2011,35.44347
ind,2012,35.68025
ind,2013,34.73722
ind,2014,33.86649
ind,2015,32.83487
ind,2016,31.47323
ind,2017,32.05338
ind,2018,31.65659
ind,2019,30.17123
ind,2020,31.02247
irl,2005,31.2307
irl,2006,31.23635
irl,2007,27.70341
irl,2008,21.7732
irl,2009,18.49013
irl,2010,20.2014
irl,2011,18.87956
irl,2012,19.57683
irl,2013,24.4935
irl,2014,28.25282
irl,2015,39.28167
irl,2016,41.20185
irl,2017,43.33558
irl,2018,43.81239
irl,2019,45.59913
irl,2020,49.12601
irn,1976,40.26036
irn,1977,36.68352
irn,1978,25.3303
irn,1979,28.45112
irn,1980,22.01853
irn,1981,15.21401
irn,1982,19.91456
irn,1983,21.52576
