geo,time,sp_dyn_imrt_in
hun,1992,13.8
hun,1993,12.6
hun,1994,11.6
hun,1995,10.8
hun,1996,10.3
hun,1997,9.9
hun,1998,9.6
hun,1999,9.1
hun,2000,8.7
hun,2001,8.2
hun,2002,7.6
hun,2003,7.1
hun,2004,6.7
hun,2005,6.4
hun,2006,6.1
hun,2007,5.8
hun,2008,5.5
hun,2009,5.2
hun,2010,5.1
hun,2011,4.9
hun,2012,4.8
hun,2013,4.7
hun,2014,4.5
hun,2015,4.2
hun,2016,4
hun,2017,3.7
hun,2018,3.5
hun,2019,3.4
hun,2020,3.4
idn,1960,149.5
idn,1961,145.6
idn,1962,142
idn,1963,138.3
idn,1964,134.8
idn,1965,144.9
idn,1966,127.6
idn,1967,124
idn,1968,120.4
idn,1969,116.9
idn,1970,113.5
idn,1971,110.2
idn,1972,107
idn,1973,103.9
idn,1974,100.9
idn,1975,98
idn,1976,95.2
idn,1977,92.6
idn,1978,90
idn,1979,87.6
idn,1980,85.2
idn,1981,82.9
idn,1982,80.5
idn,1983,78.2
idn,1984,75.9
idn,1985,73.6
idn,1986,71.2
idn,1987,68.9
idn,1988,66.6
idn,1989,64.2
idn,1990,61.8
idn,1991,59.4
idn,1992,57.1
idn,1993,54.8
idn,1994,52.6
idn,1995,50.5
idn,1996,48.4
idn,1997,46.4
idn,1998,44.6
idn,1999,42.7
idn,2000,41
idn,2001,39.4
idn,2002,37.8
idn,2003,36.4
idn,2004,37.1
idn,2005,33.6
idn,2006,32.4
idn,2007,31.2
idn,2008,30
idn,2009,29
idn,2010,27.9
idn,2011,26.9
idn,2012,25.9
idn,2013,25
idn,2014,24.1
idn,2015,23.2
idn,2016,22.4
idn,2017,21.6
idn,2018,20.8
idn,2019,20.2
idn,2020,19.5
ind,1960,161.8
ind,1961,159.5
ind,1962,157.3
ind,1963,155.3
ind,1964,153.4
ind,1965,151.6
ind,1966,149.7
ind,1967,148.1
ind,1968,146.5
ind,1969,144.7
ind,1970,143
ind,1971,140.9
ind,1972,138.8
ind,1973,136.5
ind,1974,133.9
ind,1975,131
ind,1976,128
ind,1977,124.7
ind,1978,121.3
ind,1979,117.9
ind,1980,114.6
ind,1981,111.5
ind,1982,108.6
ind,1983,105.9
ind,1984,103.3
ind,1985,100.8
ind,1986,98.4
ind,1987,95.9
ind,1988,93.4
ind,1989,90.9
ind,1990,88.6
ind,1991,86.3
ind,1992,84.2
ind,1993,82.1
ind,1994,80.1
ind,1995,77.9
ind,1996,75.8
ind,1997,73.5
ind,1998,71.2
ind,1999,68.9
ind,2000,66.7
ind,2001,64.4
ind,2002,62.1
ind,2003,60
ind,2004,57.8
ind,2005,55.7
ind,2006,53.6
ind,2007,51.5
ind,2008,49.4
ind,2009,47.2
ind,2010,45.1
ind,2011,43
ind,2012,40.9
ind,2013,38.8
ind,2014,36.9
ind,2015,34.9
ind,2016,33.1
ind,2017,31.4
ind,2018,29.8
ind,2019,28.3
ind,2020,27
irl,1960,30.4
irl,1961,29.2
irl,1962,28.1
irl,1963,27.1
irl,1964,26
irl,1965,24.7
irl,1966,23.3
irl,1967,22
irl,1968,20.8
irl,1969,19.8
irl,1970,19.1
irl,1971,18.6
irl,1972,18.2
irl,1973,17.9
irl,1974,17.5
irl,1975,16.9
irl,1976,16.2
irl,1977,15.2
irl,1978,14.1
irl,1979,13
irl,1980,12
irl,1981,11.1
irl,1982,10.3
irl,1983,9.7
irl,1984,9.3
irl,1985,8.9
irl,1986,8.7
irl,1987,8.4
irl,1988,8.2
irl,1989,8
irl,1990,7.6
irl,1991,7.2
irl,1992,6.8
irl,1993,6.4
irl,1994,6.2
irl,1995,6.1
irl,1996,6.1
irl,1997,6.1
irl,1998,6.1
irl,1999,6.1
irl,2000,6
irl,2001,5.8
irl,2002,5.5
irl,2003,5.1
irl,2004,4.7
irl,2005,4.4
irl,2006,4.1
irl,2007,3.9
irl,2008,3.8
irl,2009,3.6
irl,2010,3.5
irl,2011,3.5
irl,2012,3.4
irl,2013,3.3
irl,2014,3.3
irl,2015,3.2
irl,2016,3.1
irl,2017,3
irl,2018,2.8
irl,2019,2.7
irl,2020,2.6
irn,1971,127.4
irn,1972,121.6
irn,1973,116.3
irn,1974,111
irn,1975,105.7
irn,1976,100.2
irn,1977,94.4
irn,1978,88.5
irn,1979,82.8
irn,1980,77.2
irn,1981,72
irn,1982,67.4
irn,1983,63.4
irn,1984,60
irn,1985,56.9
irn,1986,54.1
irn,1987,51.6
irn,1988,49.1
irn,1989,46.7
irn,1990,44.6
irn,1991,42.7
irn,1992,40.9
irn,1993,39.4
irn,1994,38
irn,1995,36.6
irn,1996,35.3
irn,1997,34
irn,1998,32.6
irn,1999,31.2
irn,2000,29.7
irn,2001,28.2
irn,2002,26.7
irn,2003,25.1
irn,2004,23.6
irn,2005,22.2
irn,2006,20.9
irn,2007,19.7
irn,2008,18.5
irn,2009,17.4
irn,2010,16.5
irn,2011,15.7
irn,2012,15
irn,2013,14.4
irn,2014,13.8
irn,2015,13.3
irn,2016,12.8
irn,2017,12.4
irn,2018,11.9
irn,2019,11.5
irn,2020,11.1
irq,1960,128.9
irq,1961,122
irq,1962,116
irq,1963,110.4
irq,1964,105.1
irq,1965,100.4
irq,1966,95.8
irq,1967,91.6
irq,1968,87.7
irq,1969,84
irq,1970,80.6
irq,1971,77.3
irq,1972,74.2
irq,1973,71.2
irq,1974,68.4
irq,1975,65.7
irq,1976,63.2
irq,1977,60.8
irq,1978,58.6
irq,1979,56.6
irq,1980,54.7
irq,1981,53
irq,1982,51.4
irq,1983,49.9
irq,1984,48.6
irq,1985,47.3
irq,1986,46.1
irq,1987,45
irq,1988,44
irq,1989,43.1
irq,1990,42.3
irq,1991,41.6
irq,1992,40.8
irq,1993,40.2
irq,1994,39.5
irq,1995,38.9
irq,1996,38.2
irq,1997,37.6
irq,1998,36.9
irq,1999,36.3
irq,2000,35.6
irq,2001,34.9
irq,2002,34.3
irq,2003,33.7
irq,2004,33.1
irq,2005,32.4
irq,2006,31.8
irq,2007,31.1
irq,2008,30.3
irq,2009,29.5
irq,2010,28.7
irq,2011,27.9
irq,2012,27.1
irq,2013,26.3
irq,2014,25.5
irq,2015,24.8
irq,2016,24.1
irq,2017,23.4
irq,2018,22.7
irq,2019,22
irq,2020,21.3
isl,1960,17.3
isl,1961,17
isl,1962,16.7
isl,1963,16.3
isl,1964,15.9
isl,1965,15.4
isl,1966,14.9
isl,1967,14.4
isl,1968,13.8
isl,1969,13.3
isl,1970,12.8
isl,1971,12.3
isl,1972,11.9
isl,1973,11.4
isl,1974,10.8
isl,1975,10.3
isl,1976,9.8
isl,1977,9.2
isl,1978,8.7
isl,1979,8.2
isl,1980,7.7
isl,1981,7.3
isl,1982,6.9
isl,1983,6.6
isl,1984,6.4
isl,1985,6.1
isl,1986,5.9
isl,1987,5.7
isl,1988,5.5
isl,1989,5.4
isl,1990,5.2
isl,1991,5
isl,1992,4.8
isl,1993,4.6
isl,1994,4.4
isl,1995,4.2
isl,1996,4
isl,1997,3.8
isl,1998,3.6
isl,1999,3.4
isl,2000,3.2
isl,2001,3.1
isl,2002,2.9
isl,2003,2.8
isl,2004,2.7
isl,2005,2.6
isl,2006,2.5
isl,2007,2.4
isl,2008,2.3
isl,2009,2.2
isl,2010,2.2
isl,2011,2.1
isl,2012,2
isl,2013,1.9
isl,2014,1.9
isl,2015,1.8
isl,2016,1.8
isl,2017,1.7
isl,2018,1.6
isl,2019,1.6
isl,2020,1.5
isr,1960,34.5
isr,1961,32.7
isr,1962,31
isr,1963,29.5
isr,1964,28.2
isr,1965,27.2
isr,1966,26.3
isr,1967,25.7
isr,1968,25.2
isr,1969,24.7
isr,1970,24.4
isr,1971,24.1
isr,1972,23.7
isr,1973,23.3
isr,1974,22.6
isr,1975,21.6
isr,1976,20.3
isr,1977,18.8
isr,1978,17.4
isr,1979,16.3
isr,1980,15.4
isr,1981,14.7
isr,1982,14.1
isr,1983,13.5
isr,1984,12.8
isr,1985,12.2
isr,1986,11.5
isr,1987,11
isr,1988,10.5
isr,1989,10.1
isr,1990,9.7
isr,1991,9.2
isr,1992,8.7
isr,1993,8.1
isr,1994,7.6
isr,1995,7.1
isr,1996,6.7
isr,1997,6.3
isr,1998,6.1
isr,1999,5.8
isr,2000,5.6
isr,2001,5.4
isr,2002,5.2
isr,2003,4.9
isr,2004,4.7
isr,2005,4.5
isr,2006,4.3
isr,2007,4.1
isr,2008,3.9
isr,2009,3.8
isr,2010,3.7
isr,2011,3.5
isr,2012,3.4
isr,2013,3.3
isr,2014,3.2
isr,2015,3.2
isr,2016,3.1
isr,2017,3
isr,2018,3
isr,2019,3
isr,2020,2.9
ita,1960,44.1
ita,1961,42.6
ita,1962,40.9
ita,1963,39.2
ita,1964,37.4
ita,1965,35.8
ita,1966,34.3
ita,1967,33.1
ita,1968,32
ita,1969,30.9
ita,1970,29.6
ita,1971,28.1
ita,1972,26.4
ita,1973,24.5
ita,1974,22.4
ita,1975,20.5
ita,1976,18.8
ita,1977,17.3
ita,1978,16.1
ita,1979,15.1
ita,1980,14.2
ita,1981,13.4
ita,1982,12.6
ita,1983,11.9
ita,1984,11.2
ita,1985,10.5
ita,1986,9.9
ita,1987,9.5
ita,1988,9
ita,1989,8.7
ita,1990,8.4
ita,1991,8
ita,1992,7.7
ita,1993,7.3
ita,1994,6.8
ita,1995,6.4
ita,1996,6
ita,1997,5.6
ita,1998,5.3
ita,1999,5
ita,2000,4.7
ita,2001,4.5
ita,2002,4.3
ita,2003,4.1
ita,2004,3.9
ita,2005,3.8
ita,2006,3.7
ita,2007,3.6
ita,2008,3.5
ita,2009,3.4
ita,2010,3.4
ita,2011,3.3
ita,2012,3.2
ita,2013,3.1
ita,2014,3
ita,2015,3
ita,2016,2.9
ita,2017,2.8
ita,2018,2.7
ita,2019,2.6
ita,2020,2.5
jam,1960,61.1
jam,1961,58.9
jam,1962,56.9
jam,1963,55
jam,1964,53.3
jam,1965,51.7
jam,1966,50.2
jam,1967,48.7
jam,1968,47.3
jam,1969,45.8
jam,1970,44.4
jam,1971,43.1
jam,1972,41.7
jam,1973,40.4
jam,1974,39.2
jam,1975,38
jam,1976,36.9
jam,1977,35.9
jam,1978,35
jam,1979,34
jam,1980,33.1
jam,1981,32.3
jam,1982,31.4
jam,1983,30.6
jam,1984,29.8
jam,1985,29
jam,1986,28.3
jam,1987,27.5
jam,1988,26.7
jam,1989,26
jam,1990,25.3
jam,1991,24.6
jam,1992,23.9
jam,1993,23.2
jam,1994,22.5
jam,1995,21.9
jam,1996,21.2
jam,1997,20.6
jam,1998,20
jam,1999,19.5
jam,2000,18.9
jam,2001,18.4
jam,2002,18
jam,2003,17.6
jam,2004,17.3
jam,2005,17
jam,2006,16.7
jam,2007,16.5
jam,2008,16.2
jam,2009,15.8
jam,2010,15.4
jam,2011,15.1
jam,2012,14.6
jam,2013,14.2
jam,2014,13.8
jam,2015,13.4
jam,2016,13
jam,2017,12.6
jam,2018,12.2
jam,2019,11.8
jam,2020,11.4
jor,1960,106.9
jor,1961,101.4
jor,1962,96.2
jor,1963,91.2
jor,1964,86.7
jor,1965,82.4
jor,1966,78.5
jor,1967,74.9
jor,1968,71.5
jor,1969,68.3
jor,1970,65.4
jor,1971,62.6
jor,1972,60
jor,1973,57.5
jor,1974,55.1
jor,1975,52.9
jor,1976,50.8
jor,1977,48.8
jor,1978,46.8
jor,1979,44.9
jor,1980,43.1
jor,1981,41.4
jor,1982,39.7
jor,1983,38.1
jor,1984,36.6
jor,1985,35.2
jor,1986,33.9
jor,1987,32.7
jor,1988,31.5
jor,1989,30.5
jor,1990,29.5
jor,1991,28.7
jor,1992,27.8
jor,1993,27.1
jor,1994,26.3
jor,1995,25.6
jor,1996,25
jor,1997,24.3
jor,1998,23.7
jor,1999,23.1
jor,2000,22.5
jor,2001,22
jor,2002,21.4
jor,2003,20.8
jor,2004,20.2
jor,2005,19.7
jor,2006,19.2
jor,2007,18.7
jor,2008,18.1
jor,2009,17.6
jor,2010,17.2
jor,2011,16.7
jor,2012,16.2
jor,2013,15.8
jor,2014,15.4
jor,2015,15
jor,2016,14.6
jor,2017,14.1
jor,2018,13.7
jor,2019,13.3
jor,2020,12.9
jpn,1960,30.4
jpn,1961,27.9
jpn,1962,25.4
jpn,1963,23.1
jpn,1964,21
jpn,1965,19.1
jpn,1966,17.6
jpn,1967,16.3
jpn,1968,15.1
jpn,1969,14.2
jpn,1970,13.4
jpn,1971,12.6
jpn,1972,11.9
jpn,1973,11.2
jpn,1974,10.6
jpn,1975,10
jpn,1976,9.4
jpn,1977,8.8
jpn,1978,8.3
jpn,1979,7.8
jpn,1980,7.4
jpn,1981,7
jpn,1982,6.5
jpn,1983,6.2
jpn,1984,5.8
jpn,1985,5.5
jpn,1986,5.2
jpn,1987,5
jpn,1988,4.8
jpn,1989,4.7
jpn,1990,4.6
jpn,1991,4.5
jpn,1992,4.4
jpn,1993,4.4
jpn,1994,4.2
jpn,1995,4.1
jpn,1996,4
jpn,1997,3.8
jpn,1998,3.6
jpn,1999,3.4
jpn,2000,3.3
jpn,2001,3.1
jpn,2002,3
jpn,2003,2.9
jpn,2004,2.8
jpn,2005,2.8
jpn,2006,2.7
jpn,2007,2.6
jpn,2008,2.5
jpn,2009,2.4
jpn,2010,2.4
jpn,2011,2.3
jpn,2012,2.2
jpn,2013,2.1
jpn,2014,2.1
jpn,2015,2
jpn,2016,2
jpn,2017,1.9
jpn,2018,1.9
jpn,2019,1.8
jpn,2020,1.8
kaz,1971,69.3
kaz,1972,67.8
kaz,1973,66.3
kaz,1974,65
kaz,1975,63.8
kaz,1976,62.7
kaz,1977,61.8
kaz,1978,60.8
kaz,1979,59.6
kaz,1980,58.2
kaz,1981,56.6
kaz,1982,54.9
kaz,1983,53.2
kaz,1984,51.5
kaz,1985,50
kaz,1986,48.4
kaz,1987,47
kaz,1988,45.7
kaz,1989,44.7
kaz,1990,44.2
kaz,1991,44
kaz,1992,44.3
kaz,1993,44.7
kaz,1994,45
kaz,1995,44.8
kaz,1996,44
kaz,1997,42.7
kaz,1998,40.9
kaz,1999,38.8
kaz,2000,36.7
kaz,2001,34.6
kaz,2002,32.6
kaz,2003,30.8
kaz,2004,29
kaz,2005,27.3
kaz,2006,25.6
kaz,2007,23.8
kaz,2008,21.9
kaz,2009,20
kaz,2010,18.2
kaz,2011,16.4
kaz,2012,14.6
kaz,2013,13
kaz,2014,11.6
kaz,2015,10.6
kaz,2016,9.8
kaz,2017,9.4
kaz,2018,9.2
kaz,2019,9
kaz,2020,8.9
ken,1960,117.6
ken,1961,113.2
ken,1962,109.4
ken,1963,106.1
ken,1964,103.4
ken,1965,101.3
ken,1966,99.5
ken,1967,97.9
ken,1968,96.2
ken,1969,94.5
ken,1970,92.7
ken,1971,90.8
ken,1972,88.8
ken,1973,86.7
ken,1974,84.5
ken,1975,82.2
ken,1976,79.8
ken,1977,77.4
ken,1978,75
ken,1979,72.7
ken,1980,70.5
ken,1981,68.5
ken,1982,66.7
ken,1983,65.1
ken,1984,63.8
ken,1985,62.9
ken,1986,62.4
ken,1987,62.4
ken,1988,62.8
ken,1989,63.7
ken,1990,64.9
ken,1991,66.1
ken,1992,67.3
ken,1993,67.9
ken,1994,68
ken,1995,67.5
ken,1996,66.5
ken,1997,65.2
ken,1998,63.6
ken,1999,61.8
ken,2000,59.9
ken,2001,57.8
ken,2002,55.5
ken,2003,53.2
ken,2004,50.8
ken,2005,48
ken,2006,45.7
ken,2007,43.7
ken,2008,41.4
ken,2009,40.4
ken,2010,39.3
ken,2011,38.5
ken,2012,38.2
ken,2013,37.4
ken,2014,36.4
ken,2015,35.2
ken,2016,34.4
ken,2017,33.7
ken,2018,32.7
ken,2019,32
ken,2020,31.2
kgz,1975,88.2
kgz,1976,86.3
kgz,1977,84.7
kgz,1978,82.7
kgz,1979,80.7
kgz,1980,78.4
kgz,1981,75.9
kgz,1982,73.2
kgz,1983,70.4
kgz,1984,67.7
kgz,1985,64.8
kgz,1986,62
kgz,1987,59.3
kgz,1988,57.1
kgz,1989,55.4
kgz,1990,54.3
kgz,1991,54.1
kgz,1992,54.1
kgz,1993,53.9
kgz,1994,53.3
kgz,1995,52.2
kgz,1996,50.4
kgz,1997,48.5
kgz,1998,46.4
kgz,1999,44.4
kgz,2000,42.5
kgz,2001,40.6
kgz,2002,38.8
kgz,2003,37.1
kgz,2004,35.6
kgz,2005,34.1
kgz,2006,32.7
kgz,2007,31.2
kgz,2008,29.6
kgz,2009,27.8
kgz,2010,26.1
kgz,2011,24.5
kgz,2012,23.2
kgz,2013,22
kgz,2014,20.9
kgz,2015,19.9
kgz,2016,18.9
kgz,2017,18
kgz,2018,17.1
kgz,2019,16.4
kgz,2020,15.7
khm,1975,179
khm,1976,167.1
khm,1977,155.6
khm,1978,143.1
khm,1979,129.9
khm,1980,117.4
khm,1981,106.2
khm,1982,97.6
khm,1983,92
khm,1984,88.7
khm,1985,86.9
khm,1986,85.8
khm,1987,85.2
khm,1988,85
khm,1989,85
khm,1990,84.9
khm,1991,84.9
khm,1992,85
khm,1993,85.5
khm,1994,86.1
khm,1995,86.7
khm,1996,87
khm,1997,86.7
khm,1998,85.7
khm,1999,83.4
khm,2000,79.2
khm,2001,73.4
khm,2002,67.3
khm,2003,61.8
khm,2004,56.9
khm,2005,52.8
khm,2006,49.3
khm,2007,46.2
khm,2008,43.2
khm,2009,40.2
khm,2010,37.3
khm,2011,34.6
khm,2012,32.3
khm,2013,30.3
khm,2014,28.7
khm,2015,27.3
khm,2016,26
khm,2017,24.9
khm,2018,23.8
khm,2019,22.9
khm,2020,22
kir,1960,133.9
kir,1961,130.9
kir,1962,127.5
kir,1963,123.7
kir,1964,119.8
kir,1965,115.9
kir,1966,111.9
kir,1967,108
kir,1968,104.4
kir,1969,100.9
kir,1970,97.6
kir,1971,94.7
kir,1972,92.2
kir,1973,90.2
kir,1974,88.6
kir,1975,87.6
kir,1976,86.9
kir,1977,86.2
kir,1978,85.5
kir,1979,84.7
kir,1980,83.8
kir,1981,82.7
kir,1982,81.6
kir,1983,80.3
kir,1984,78.9
kir,1985,77.4
kir,1986,75.6
kir,1987,73.6
kir,1988,71.4
kir,1989,69.1
kir,1990,66.7
kir,1991,64.5
kir,1992,62.4
kir,1993,60.6
kir,1994,59
kir,1995,57.6
kir,1996,56.3
kir,1997,55.1
kir,1998,53.9
kir,1999,52.8
kir,2000,51.7
kir,2001,50.7
kir,2002,50
kir,2003,49.5
kir,2004,49.4
kir,2005,49.4
kir,2006,49.7
kir,2007,50
kir,2008,50
kir,2009,49.8
kir,2010,49.3
kir,2011,48.6
kir,2012,47.8
kir,2013,46.8
kir,2014,45.8
kir,2015,44.7
kir,2016,43.6
kir,2017,42.6
kir,2018,41.4
kir,2019,40.3
kir,2020,39.2
kna,1972,56.6
kna,1973,54.4
kna,1974,52.4
kna,1975,50.5
kna,1976,48.8
kna,1977,47.2
kna,1978,45.5
kna,1979,43.7
kna,1980,41.7
kna,1981,39.6
kna,1982,37.3
kna,1983,35.1
kna,1984,33.1
kna,1985,31.2
kna,1986,29.5
kna,1987,28.2
kna,1988,27
kna,1989,26.1
kna,1990,25.3
kna,1991,24.8
kna,1992,24.4
kna,1993,24
kna,1994,23.6
kna,1995,23.2
kna,1996,22.7
kna,1997,22.2
kna,1998,21.5
kna,1999,20.7
kna,2000,19.8
kna,2001,18.9
kna,2002,18
kna,2003,17.2
kna,2004,16.5
kna,2005,15.9
kna,2006,15.5
kna,2007,15.2
kna,2008,14.9
kna,2009,14.7
kna,2010,14.6
kna,2011,14.5
kna,2012,14.5
kna,2013,14.5
kna,2014,14.3
kna,2015,14.1
kna,2016,13.9
kna,2017,13.6
kna,2018,13.3
kna,2019,12.9
kna,2020,12.6
kor,1960,79.6
kor,1961,76.1
kor,1962,72.9
kor,1963,69.9
kor,1964,66.8
kor,1965,63.7
kor,1966,60.3
kor,1967,56.9
kor,1968,53.5
kor,1969,50.2
kor,1970,47.2
kor,1971,44.3
kor,1972,41.9
kor,1973,39.9
kor,1974,38.2
kor,1975,36.7
kor,1976,35.4
kor,1977,34.1
kor,1978,32.7
kor,1979,31.3
kor,1980,29.7
kor,1981,28
kor,1982,26.3
kor,1983,24.4
kor,1984,22.6
kor,1985,20.8
kor,1986,19.1
kor,1987,17.4
kor,1988,16
kor,1989,14.6
kor,1990,13.4
kor,1991,12.4
kor,1992,11.4
kor,1993,10.5
kor,1994,9.7
kor,1995,9
kor,1996,8.3
kor,1997,7.8
kor,1998,7.3
kor,1999,6.8
kor,2000,6.5
kor,2001,6.1
kor,2002,5.8
kor,2003,5.5
kor,2004,5.1
kor,2005,4.8
kor,2006,4.4
kor,2007,4.1
kor,2008,3.9
kor,2009,3.7
kor,2010,3.5
kor,2011,3.4
kor,2012,3.3
kor,2013,3.2
kor,2014,3.1
kor,2015,3
kor,2016,2.9
kor,2017,2.8
kor,2018,2.8
kor,2019,2.7
kor,2020,2.6
kwt,1960,97.2
kwt,1961,91.4
kwt,1962,85.8
kwt,1963,80.5
kwt,1964,75.5
kwt,1965,70.8
kwt,1966,66.4
kwt,1967,62.5
kwt,1968,58.9
kwt,1969,55.8
kwt,1970,52.9
kwt,1971,50.1
kwt,1972,47.5
kwt,1973,45
kwt,1974,42.6
kwt,1975,40.3
kwt,1976,38
kwt,1977,35.9
kwt,1978,33.8
kwt,1979,31.7
kwt,1980,29.5
kwt,1981,27.3
kwt,1982,25
kwt,1983,22.9
kwt,1984,21.1
kwt,1985,19.6
kwt,1986,18.3
kwt,1987,17.2
kwt,1988,16.1
kwt,1989,15
kwt,1990,13.9
kwt,1991,13.1
kwt,1992,12.6
kwt,1993,12.3
kwt,1994,12.1
kwt,1995,12
kwt,1996,11.8
kwt,1997,11.6
kwt,1998,11.3
kwt,1999,11
kwt,2000,10.7
kwt,2001,10.5
kwt,2002,10.3
kwt,2003,10.1
kwt,2004,10
kwt,2005,9.8
kwt,2006,9.7
kwt,2007,9.5
kwt,2008,9.4
kwt,2009,9.2
kwt,2010,8.9
kwt,2011,8.5
kwt,2012,8.2
kwt,2013,7.9
kwt,2014,7.7
kwt,2015,7.5
kwt,2016,7.4
kwt,2017,7.4
kwt,2018,7.5
kwt,2019,7.5
kwt,2020,7.6
lao,1978,145.8
lao,1979,141.9
lao,1980,138.3
lao,1981,134.7
lao,1982,131.4
lao,1983,128
lao,1984,124.7
lao,1985,121.5
lao,1986,118.4
lao,1987,115.4
lao,1988,112.3
lao,1989,109.1
lao,1990,105.9
lao,1991,102.8
lao,1992,99.6
lao,1993,96.4
lao,1994,93.3
lao,1995,90.3
lao,1996,87.4
lao,1997,84.6
lao,1998,81.9
lao,1999,79.2
lao,2000,76.5
lao,2001,73.9
lao,2002,71.3
lao,2003,68.7
lao,2004,66.1
lao,2005,63.6
lao,2006,61.1
lao,2007,58.7
lao,2008,56.3
lao,2009,54
lao,2010,51.8
lao,2011,49.7
lao,2012,47.6
lao,2013,45.7
lao,2014,43.8
lao,2015,42.1
lao,2016,40.5
lao,2017,39.1
lao,2018,37.8
lao,2019,36.5
lao,2020,35.3
lbn,1960,56.8
lbn,1961,55.4
lbn,1962,54.1
lbn,1963,53
lbn,1964,52
lbn,1965,51.1
lbn,1966,50.2
lbn,1967,49.4
lbn,1968,48.8
lbn,1969,48.2
lbn,1970,47.6
lbn,1971,47.1
lbn,1972,46.5
lbn,1973,45.9
lbn,1974,45.2
lbn,1975,44.5
lbn,1976,43.7
lbn,1977,42.8
lbn,1978,41.9
lbn,1979,40.8
lbn,1980,39.7
lbn,1981,38.5
lbn,1982,37.3
lbn,1983,36
lbn,1984,34.6
lbn,1985,33.3
lbn,1986,31.9
lbn,1987,30.6
lbn,1988,29.3
lbn,1989,28.1
lbn,1990,26.9
lbn,1991,25.7
lbn,1992,24.6
lbn,1993,23.6
lbn,1994,22.6
lbn,1995,21.6
lbn,1996,20.7
lbn,1997,19.8
lbn,1998,18.9
lbn,1999,18
lbn,2000,17
lbn,2001,16
lbn,2002,15.1
lbn,2003,14.1
lbn,2004,13.1
lbn,2005,12.1
lbn,2006,11.2
lbn,2007,10.4
lbn,2008,9.8
lbn,2009,9.2
lbn,2010,8.7
lbn,2011,8.3
lbn,2012,8
lbn,2013,7.7
lbn,2014,7.4
lbn,2015,7.1
lbn,2016,6.8
lbn,2017,6.6
lbn,2018,6.4
lbn,2019,6.2
lbn,2020,6
lbr,1960,209.7
lbr,1961,209.7
lbr,1962,209.3
lbr,1963,208.7
lbr,1964,207.4
lbr,1965,205.7
lbr,1966,203.6
lbr,1967,201.1
lbr,1968,198.1
lbr,1969,194.7
lbr,1970,191.3
lbr,1971,187.8
lbr,1972,184.8
lbr,1973,181.7
lbr,1974,178.5
lbr,1975,175.5
lbr,1976,172.4
lbr,1977,169.7
lbr,1978,167.3
lbr,1979,164.9
lbr,1980,162.7
lbr,1981,160.8
lbr,1982,159.3
lbr,1983,158.4
lbr,1984,158.5
lbr,1985,159.7
lbr,1986,162.2
lbr,1987,165.6
lbr,1988,169.5
lbr,1989,173.4
lbr,1990,176.4
lbr,1991,177.8
lbr,1992,177.2
lbr,1993,174.7
lbr,1994,170.6
lbr,1995,165
lbr,1996,158.5
lbr,1997,151.2
lbr,1998,143.7
lbr,1999,136
lbr,2000,127.9
lbr,2001,119.7
lbr,2002,111.9
lbr,2003,104.3
lbr,2004,97.2
lbr,2005,90.7
lbr,2006,85.3
lbr,2007,80.8
lbr,2008,77.2
lbr,2009,74.2
lbr,2010,71.8
lbr,2011,69.9
lbr,2012,68.3
lbr,2013,66.9
lbr,2014,66
lbr,2015,64.4
lbr,2016,63.1
lbr,2017,62
lbr,2018,60.8
lbr,2019,59.5
lbr,2020,58.1
lby,1960,162.1
lby,1961,153.9
lby,1962,146.3
lby,1963,138.8
lby,1964,131.6
lby,1965,124.7
lby,1966,118.2
lby,1967,111.9
lby,1968,106
lby,1969,100.4
lby,1970,95.2
lby,1971,90.2
lby,1972,85.5
lby,1973,80.9
lby,1974,76.5
lby,1975,72.6
lby,1976,68.9
lby,1977,65.6
lby,1978,62.5
lby,1979,59.8
lby,1980,57.1
lby,1981,54.7
lby,1982,52.4
lby,1983,50.1
lby,1984,48
lby,1985,45.8
lby,1986,43.7
lby,1987,41.6
lby,1988,39.6
lby,1989,37.6
lby,1990,35.7
lby,1991,33.9
lby,1992,32.3
lby,1993,30.9
lby,1994,29.6
lby,1995,28.5
lby,1996,27.4
lby,1997,26.5
lby,1998,25.6
lby,1999,24.9
lby,2000,24.1
lby,2001,23.4
lby,2002,22.7
lby,2003,21.9
lby,2004,21
lby,2005,19.8
lby,2006,18.6
lby,2007,17.3
lby,2008,16.1
lby,2009,15.1
lby,2010,14.2
lby,2011,14.9
lby,2012,12.9
lby,2013,12.3
lby,2014,11.8
lby,2015,11.4
lby,2016,11
lby,2017,10.6
lby,2018,10.2
lby,2019,9.9
lby,2020,9.5
lca,1960,110.8
lca,1961,106.2
lca,1962,100.9
lca,1963,95
lca,1964,88.8
lca,1965,82.5
lca,1966,76.2
lca,1967,70.1
lca,1968,64.3
lca,1969,58.9
lca,1970,53.9
lca,1971,49.4
lca,1972,45.2
lca,1973,41.5
lca,1974,38.2
lca,1975,35.3
lca,1976,32.8
lca,1977,30.5
lca,1978,28.6
lca,1979,26.8
lca,1980,25.4
lca,1981,24.1
lca,1982,23
lca,1983,22
lca,1984,21.2
lca,1985,20.4
lca,1986,19.8
lca,1987,19.2
lca,1988,18.7
lca,1989,18.2
lca,1990,17.8
lca,1991,17.4
lca,1992,17.1
lca,1993,16.8
lca,1994,16.5
lca,1995,16.3
lca,1996,16.1
lca,1997,15.9
lca,1998,15.8
lca,1999,15.7
lca,2000,15.6
lca,2001,15.6
