geo,time,en_atm_meth_ag_kt_ce
est,2010,650
est,2011,650
est,2012,660
est,2013,670
est,2014,690
est,2015,700
est,2016,630
est,2017,640
est,2018,640
eth,1990,34430
eth,1991,34610
eth,1992,35480
eth,1993,31430
eth,1994,31700
eth,1995,31730
eth,1996,33190
eth,1997,34400
eth,1998,37620
eth,1999,37160
eth,2000,34960
eth,2001,36800
eth,2002,42100
eth,2003,40740
eth,2004,41380
eth,2005,43300
eth,2006,46110
eth,2007,51530
eth,2008,53920
eth,2009,56280
eth,2010,58990
eth,2011,57700
eth,2012,59840
eth,2013,61720
eth,2014,63760
eth,2015,65120
eth,2016,66960
eth,2017,68350
eth,2018,68350
fin,1990,3390
fin,1991,3220
fin,1992,3130
fin,1993,3090
fin,1994,3050
fin,1995,2910
fin,1996,2890
fin,1997,2900
fin,1998,2830
fin,1999,2740
fin,2000,2670
fin,2001,2620
fin,2002,2600
fin,2003,2560
fin,2004,2480
fin,2005,2450
fin,2006,2440
fin,2007,2380
fin,2008,2360
fin,2009,2340
fin,2010,2350
fin,2011,2320
fin,2012,2310
fin,2013,2310
fin,2014,2310
fin,2015,2310
fin,2016,2300
fin,2017,2240
fin,2018,2210
fji,1990,600
fji,1991,610
fji,1992,620
fji,1993,670
fji,1994,700
fji,1995,730
fji,1996,720
fji,1997,720
fji,1998,710
fji,1999,690
fji,2000,690
fji,2001,700
fji,2002,670
fji,2003,660
fji,2004,660
fji,2005,660
fji,2006,660
fji,2007,670
fji,2008,660
fji,2009,660
fji,2010,650
fji,2011,650
fji,2012,650
fji,2013,650
fji,2014,660
fji,2015,200
fji,2016,210
fji,2017,230
fji,2018,230
fra,1990,50390
fra,1991,48970
fra,1992,47870
fra,1993,47340
fra,1994,47360
fra,1995,47310
fra,1996,47140
fra,1997,46460
fra,1998,46100
fra,1999,45990
fra,2000,48120
fra,2001,48020
fra,2002,46780
fra,2003,45350
fra,2004,44770
fra,2005,44430
fra,2006,44310
fra,2007,44840
fra,2008,45030
fra,2009,44430
fra,2010,43900
fra,2011,42900
fra,2012,42640
fra,2013,42780
fra,2014,42900
fra,2015,42980
fra,2016,42780
fra,2017,42080
fra,2018,41380
fsm,1991,0
fsm,1992,0
fsm,1993,0
fsm,1994,0
fsm,1995,40
fsm,1996,40
fsm,1997,40
fsm,1998,40
fsm,1999,40
fsm,2000,40
fsm,2001,40
fsm,2002,40
fsm,2003,40
fsm,2004,40
fsm,2005,40
fsm,2006,40
fsm,2007,40
fsm,2008,40
fsm,2009,40
fsm,2010,40
fsm,2011,40
fsm,2012,40
fsm,2013,40
fsm,2014,40
fsm,2015,50
fsm,2016,50
fsm,2017,50
fsm,2018,50
gab,1990,170
gab,1991,170
gab,1992,170
gab,1993,180
gab,1994,180
gab,1995,180
gab,1996,130
gab,1997,140
gab,1998,140
gab,1999,140
gab,2000,130
gab,2001,120
gab,2002,140
gab,2003,160
gab,2004,200
gab,2005,170
gab,2006,200
gab,2007,200
gab,2008,230
gab,2009,170
gab,2010,190
gab,2011,230
gab,2012,220
gab,2013,230
gab,2014,190
gab,2015,200
gab,2016,210
gab,2017,220
gab,2018,180
gbr,1990,27610
gbr,1991,27610
gbr,1992,27610
gbr,1993,27610
gbr,1994,27610
gbr,1995,27610
gbr,1996,27610
gbr,1997,27610
gbr,1998,27610
gbr,1999,27610
gbr,2000,27610
gbr,2001,27610
gbr,2002,27610
gbr,2003,27610
gbr,2004,27610
gbr,2005,27610
gbr,2006,27610
gbr,2007,27610
gbr,2008,27610
gbr,2009,27610
gbr,2010,27610
gbr,2011,27610
gbr,2012,27610
gbr,2013,27610
gbr,2014,27610
gbr,2015,27610
gbr,2016,27610
gbr,2017,27610
gbr,2018,27610
geo,1990,1510
geo,1991,1480
geo,1992,1280
geo,1993,1160
geo,1994,1130
geo,1995,1150
geo,1996,1170
geo,1997,1190
geo,1998,1210
geo,1999,1280
geo,2000,1350
geo,2001,1360
geo,2002,1410
geo,2003,1450
geo,2004,1410
geo,2005,1420
geo,2006,1330
geo,2007,1240
geo,2008,1210
geo,2009,1180
geo,2010,1210
geo,2011,1230
geo,2012,1350
geo,2013,1380
geo,2014,1420
geo,2015,1190
geo,2016,1200
geo,2017,1160
geo,2018,1100
gha,1990,3520
gha,1991,3680
gha,1992,3610
gha,1993,3620
gha,1994,3650
gha,1995,3690
gha,1996,3920
gha,1997,4000
gha,1998,4550
gha,1999,3970
gha,2000,4570
gha,2001,4010
gha,2002,3960
gha,2003,4270
gha,2004,3870
gha,2005,4750
gha,2006,4480
gha,2007,4260
gha,2008,4340
gha,2009,4220
gha,2010,4430
gha,2011,4920
gha,2012,4600
gha,2013,4970
gha,2014,4920
gha,2015,5160
gha,2016,5250
gha,2017,5260
gha,2018,5160
gin,1990,3980
gin,1991,4140
gin,1992,4310
gin,1993,4500
gin,1994,4720
gin,1995,4940
gin,1996,4670
gin,1997,4830
gin,1998,5300
gin,1999,5200
gin,2000,5540
gin,2001,5870
gin,2002,6440
gin,2003,6530
gin,2004,6580
gin,2005,7300
gin,2006,7460
gin,2007,7670
gin,2008,7940
gin,2009,8260
gin,2010,10020
gin,2011,10670
gin,2012,11400
gin,2013,11640
gin,2014,11900
gin,2015,12030
gin,2016,13240
gin,2017,13360
gin,2018,13440
gmb,1990,490
gmb,1991,500
gmb,1992,490
gmb,1993,470
gmb,1994,510
gmb,1995,520
gmb,1996,540
gmb,1997,500
gmb,1998,520
gmb,1999,510
gmb,2000,530
gmb,2001,480
gmb,2002,460
gmb,2003,520
gmb,2004,570
gmb,2005,600
gmb,2006,620
gmb,2007,610
gmb,2008,720
gmb,2009,990
gmb,2010,1070
gmb,2011,750
gmb,2012,850
gmb,2013,900
gmb,2014,930
gmb,2015,920
gmb,2016,920
gmb,2017,920
gmb,2018,940
gnb,1990,700
gnb,1991,700
gnb,1992,720
gnb,1993,730
gnb,1994,740
gnb,1995,760
gnb,1996,730
gnb,1997,710
gnb,1998,710
gnb,1999,770
gnb,2000,780
gnb,2001,910
gnb,2002,930
gnb,2003,930
gnb,2004,880
gnb,2005,870
gnb,2006,950
gnb,2007,960
gnb,2008,930
gnb,2009,990
gnb,2010,1040
gnb,2011,1020
gnb,2012,1120
gnb,2013,1110
gnb,2014,1060
gnb,2015,1130
gnb,2016,1150
gnb,2017,1190
gnb,2018,1190
gnq,1990,10
gnq,1991,10
gnq,1992,10
gnq,1993,10
gnq,1994,10
gnq,1995,10
gnq,1996,10
gnq,1997,10
gnq,1998,10
gnq,1999,10
gnq,2000,10
gnq,2001,10
gnq,2002,10
gnq,2003,10
gnq,2004,10
gnq,2005,10
gnq,2006,10
gnq,2007,10
gnq,2008,10
gnq,2009,10
gnq,2010,10
gnq,2011,10
gnq,2012,10
gnq,2013,10
gnq,2014,10
gnq,2015,10
gnq,2016,10
gnq,2017,10
gnq,2018,10
grc,1990,4700
grc,1991,4590
grc,1992,4530
grc,1993,4580
grc,1994,4610
grc,1995,4650
grc,1996,4700
grc,1997,4710
grc,1998,4690
grc,1999,4650
grc,2000,4680
grc,2001,4610
grc,2002,4620
grc,2003,4580
grc,2004,4700
grc,2005,4600
grc,2006,4590
grc,2007,4690
grc,2008,4630
grc,2009,4630
grc,2010,4700
grc,2011,4640
grc,2012,4630
grc,2013,4400
grc,2014,4300
grc,2015,4210
grc,2016,4200
grc,2017,4220
grc,2018,4390
grd,1990,10
grd,1991,10
grd,1992,10
grd,1993,10
grd,1994,10
grd,1995,10
grd,1996,10
grd,1997,10
grd,1998,10
grd,1999,10
grd,2000,10
grd,2001,10
grd,2002,10
grd,2003,10
grd,2004,10
grd,2005,10
grd,2006,10
grd,2007,10
grd,2008,10
grd,2009,10
grd,2010,10
grd,2011,10
grd,2012,10
grd,2013,10
grd,2014,10
grd,2015,10
grd,2016,10
grd,2017,10
grd,2018,10
gtm,1990,3360
gtm,1991,3440
gtm,1992,3670
gtm,1993,3900
gtm,1994,3770
gtm,1995,3770
gtm,1996,3750
gtm,1997,3810
gtm,1998,3810
gtm,1999,3990
gtm,2000,4010
gtm,2001,4170
gtm,2002,4320
gtm,2003,4120
gtm,2004,4180
gtm,2005,4450
gtm,2006,4450
gtm,2007,4810
gtm,2008,5000
gtm,2009,5300
gtm,2010,5480
gtm,2011,5440
gtm,2012,5540
gtm,2013,5620
gtm,2014,5820
gtm,2015,5970
gtm,2016,6120
gtm,2017,6220
gtm,2018,6270
guy,1990,630
guy,1991,830
guy,1992,890
guy,1993,1010
guy,1994,990
guy,1995,1190
guy,1996,1180
guy,1997,1220
guy,1998,1120
guy,1999,1220
guy,2000,1000
guy,2001,1050
guy,2002,940
guy,2003,1110
guy,2004,1000
guy,2005,940
guy,2006,900
guy,2007,930
guy,2008,1020
guy,2009,1060
guy,2010,1110
guy,2011,1170
guy,2012,1200
guy,2013,1340
guy,2014,1480
guy,2015,1540
guy,2016,1230
guy,2017,1380
guy,2018,1330
hnd,1990,3850
hnd,1991,3820
hnd,1992,3760
hnd,1993,3340
hnd,1994,3640
hnd,1995,3380
hnd,1996,3370
hnd,1997,3270
hnd,1998,3110
hnd,1999,2760
hnd,2000,2860
hnd,2001,2980
hnd,2002,3340
hnd,2003,3990
hnd,2004,3900
hnd,2005,4110
hnd,2006,3970
hnd,2007,4010
hnd,2008,4090
hnd,2009,4290
hnd,2010,4310
hnd,2011,4350
hnd,2012,4340
hnd,2013,4420
hnd,2014,4460
hnd,2015,4420
hnd,2016,4500
hnd,2017,4510
hnd,2018,4610
hrv,1990,2340
hrv,1991,2270
hrv,1992,2080
hrv,1993,1990
hrv,1994,1900
hrv,1995,1780
hrv,1996,1680
hrv,1997,1660
hrv,1998,1620
hrv,1999,1660
hrv,2000,1590
hrv,2001,1610
hrv,2002,1600
hrv,2003,1610
hrv,2004,1710
hrv,2005,1680
hrv,2006,1720
hrv,2007,1670
hrv,2008,1560
hrv,2009,1560
hrv,2010,1490
hrv,2011,1500
hrv,2012,1510
hrv,2013,1430
hrv,2014,1450
hrv,2015,1410
hrv,2016,1410
hrv,2017,1420
hrv,2018,1460
hti,1990,2150
hti,1991,2300
hti,1992,2650
hti,1993,2510
hti,1994,2490
hti,1995,2500
hti,1996,2520
hti,1997,2660
hti,1998,2670
hti,1999,2700
hti,2000,2920
hti,2001,2930
hti,2002,2950
hti,2003,2970
hti,2004,2950
hti,2005,2960
hti,2006,2950
hti,2007,2970
hti,2008,2960
hti,2009,2980
hti,2010,2990
hti,2011,3010
hti,2012,3010
hti,2013,3020
hti,2014,3000
hti,2015,3020
hti,2016,3080
hti,2017,3090
hti,2018,3100
hun,1990,5000
hun,1991,4880
hun,1992,4300
hun,1993,3730
hun,1994,3290
hun,1995,2960
hun,1996,3070
hun,1997,3020
hun,1998,2910
hun,1999,2990
hun,2000,2950
hun,2001,2820
hun,2002,2780
hun,2003,2800
hun,2004,2760
hun,2005,2640
hun,2006,2590
hun,2007,2540
hun,2008,2500
hun,2009,2450
hun,2010,2400
hun,2011,2360
hun,2012,2290
hun,2013,2410
hun,2014,2440
hun,2015,2470
hun,2016,2500
hun,2017,2490
hun,2018,2510
idn,1990,78110
idn,1991,77380
idn,1992,82720
idn,1993,81360
idn,1994,80940
idn,1995,84930
idn,1996,85980
idn,1997,83970
idn,1998,85890
idn,1999,85860
idn,2000,84300
idn,2001,82830
idn,2002,84080
idn,2003,82620
idn,2004,85320
idn,2005,84400
idn,2006,85140
idn,2007,87380
idn,2008,89110
idn,2009,93440
idn,2010,96370
idn,2011,97180
idn,2012,100530
idn,2013,98210
idn,2014,101410
idn,2015,104280
idn,2016,109840
idn,2017,113900
idn,2018,115040
ind,1990,433940
ind,1991,437560
ind,1992,440170
ind,1993,443690
ind,1994,446370
ind,1995,448120
ind,1996,451530
ind,1997,452400
ind,1998,456390
ind,1999,457740
ind,2000,456450
ind,2001,458380
ind,2002,449350
ind,2003,454750
ind,2004,459040
ind,2005,470030
ind,2006,476480
ind,2007,485860
ind,2008,490360
ind,2009,481090
ind,2010,484130
ind,2011,487580
ind,2012,484400
ind,2013,487510
ind,2014,487660
ind,2015,485980
ind,2016,491010
ind,2017,494260
ind,2018,498490
irl,1990,13360
irl,1991,13590
irl,1992,13650
irl,1993,13750
irl,1994,13780
irl,1995,13830
irl,1996,13950
irl,1997,14250
irl,1998,14630
irl,1999,14750
irl,2000,15240
irl,2001,15230
irl,2002,15080
irl,2003,14990
irl,2004,14990
irl,2005,14700
irl,2006,14640
irl,2007,14410
irl,2008,14320
irl,2009,14240
irl,2010,13770
irl,2011,13700
irl,2012,14230
irl,2013,14460
irl,2014,14640
irl,2015,14830
irl,2016,15450
irl,2017,15730
irl,2018,15790
irn,1990,21390
irn,1991,20870
irn,1992,22460
irn,1993,22630
irn,1994,22860
irn,1995,23220
irn,1996,23860
irn,1997,23890
irn,1998,24540
irn,1999,24060
irn,2000,23280
irn,2001,23040
irn,2002,22590
irn,2003,22740
irn,2004,23020
irn,2005,23370
irn,2006,23490
irn,2007,23550
irn,2008,20990
irn,2009,21340
irn,2010,21600
irn,2011,20800
irn,2012,21010
irn,2013,20880
irn,2014,16000
irn,2015,16970
irn,2016,17640
irn,2017,17020
irn,2018,17290
irq,1990,3940
irq,1991,2840
irq,1992,3290
irq,1993,3890
irq,1994,3990
irq,1995,3780
irq,1996,3050
irq,1997,3400
irq,1998,3570
irq,1999,3470
irq,2000,3410
irq,2001,3350
irq,2002,3440
irq,2003,2710
irq,2004,2980
irq,2005,3430
irq,2006,3550
irq,2007,3720
irq,2008,3800
irq,2009,4460
irq,2010,4520
irq,2011,4760
irq,2012,4890
irq,2013,4610
irq,2014,4620
irq,2015,3390
irq,2016,3540
irq,2017,3700
irq,2018,3780
isl,1990,330
isl,1991,330
isl,1992,320
isl,1993,320
isl,1994,320
isl,1995,310
isl,1996,320
isl,1997,320
isl,1998,320
isl,1999,320
isl,2000,310
isl,2001,300
isl,2002,290
isl,2003,290
isl,2004,280
isl,2005,290
isl,2006,300
isl,2007,300
isl,2008,300
isl,2009,310
isl,2010,310
isl,2011,310
isl,2012,300
isl,2013,290
isl,2014,310
isl,2015,320
isl,2016,310
isl,2017,310
isl,2018,310
isr,1990,420
isr,1991,410
isr,1992,420
isr,1993,430
isr,1994,460
isr,1995,460
isr,1996,460
isr,1997,450
isr,1998,460
isr,1999,460
isr,2000,470
isr,2001,460
isr,2002,440
isr,2003,450
isr,2004,440
isr,2005,450
isr,2006,490
isr,2007,490
isr,2008,510
isr,2009,490
isr,2010,520
isr,2011,530
isr,2012,530
isr,2013,550
isr,2014,570
isr,2015,590
isr,2016,580
isr,2017,590
isr,2018,610
ita,1990,27730
ita,1991,25960
ita,1992,25510
ita,1993,24570
ita,1994,24390
ita,1995,23700
ita,1996,23850
ita,1997,23630
ita,1998,23470
ita,1999,23540
ita,2000,23660
ita,2001,21060
ita,2002,22350
ita,2003,21680
ita,2004,21830
ita,2005,21220
ita,2006,21200
ita,2007,21170
ita,2008,21480
ita,2009,21520
ita,2010,21640
ita,2011,20940
ita,2012,21110
ita,2013,20580
ita,2014,20390
ita,2015,20490
ita,2016,20820
ita,2017,20830
ita,2018,20500
jam,1990,650
jam,1991,690
jam,1992,750
jam,1993,750
jam,1994,720
jam,1995,740
jam,1996,700
jam,1997,670
jam,1998,670
jam,1999,670
jam,2000,670
jam,2001,670
jam,2002,660
jam,2003,710
jam,2004,640
jam,2005,610
jam,2006,390
jam,2007,360
jam,2008,350
jam,2009,340
jam,2010,340
jam,2011,340
jam,2012,350
jam,2013,350
jam,2014,340
jam,2015,340
jam,2016,310
jam,2017,300
jam,2018,290
jor,1990,350
jor,1991,430
jor,1992,540
jor,1993,570
jor,1994,480
jor,1995,490
jor,1996,460
jor,1997,420
jor,1998,370
jor,1999,390
jor,2000,340
jor,2001,340
jor,2002,350
jor,2003,360
jor,2004,360
jor,2005,410
jor,2006,410
jor,2007,470
jor,2008,570
jor,2009,490
jor,2010,480
jor,2011,490
jor,2012,490
jor,2013,510
jor,2014,560
jor,2015,560
jor,2016,650
jor,2017,610
jor,2018,580
jpn,1990,19000
jpn,1991,18980
jpn,1992,19380
jpn,1993,19590
jpn,1994,19890
jpn,1995,19240
jpn,1996,18350
jpn,1997,18110
jpn,1998,17260
jpn,1999,17110
jpn,2000,16900
jpn,2001,16460
jpn,2002,16390
jpn,2003,16220
jpn,2004,16330
jpn,2005,16220
jpn,2006,16110
jpn,2007,16030
jpn,2008,15800
jpn,2009,15790
jpn,2010,15720
jpn,2011,15190
jpn,2012,15100
jpn,2013,15110
jpn,2014,14830
jpn,2015,14330
jpn,2016,14120
jpn,2017,14050
jpn,2018,14080
kaz,1990,25890
kaz,1991,25380
kaz,1992,22270
kaz,1993,22260
kaz,1994,21960
kaz,1995,18790
kaz,1996,15920
kaz,1997,13400
kaz,1998,11200
kaz,1999,9880
kaz,2000,9860
kaz,2001,10390
kaz,2002,14730
kaz,2003,12160
kaz,2004,13490
kaz,2005,14120
kaz,2006,14940
kaz,2007,13930
kaz,2008,14600
kaz,2009,13970
kaz,2010,15880
kaz,2011,13980
kaz,2012,13830
kaz,2013,12870
kaz,2014,14250
kaz,2015,15160
kaz,2016,14440
kaz,2017,17780
kaz,2018,15970
ken,1990,16540
ken,1991,15790
ken,1992,15670
ken,1993,15550
ken,1994,15580
ken,1995,15470
ken,1996,14460
ken,1997,14420
ken,1998,14700
ken,1999,15730
ken,2000,14330
ken,2001,14270
ken,2002,14960
ken,2003,16030
ken,2004,17170
ken,2005,16610
ken,2006,16130
ken,2007,26740
ken,2008,27110
ken,2009,25860
ken,2010,25960
ken,2011,26620
ken,2012,26360
ken,2013,25780
ken,2014,26140
ken,2015,26520
ken,2016,28940
ken,2017,26920
ken,2018,28370
kgz,1990,3450
kgz,1991,3390
kgz,1992,3230
kgz,1993,3040
kgz,1994,2790
kgz,1995,2300
kgz,1996,2140
kgz,1997,2050
kgz,1998,2120
kgz,1999,2170
kgz,2000,2220
kgz,2001,2240
kgz,2002,2280
kgz,2003,2310
kgz,2004,2290
kgz,2005,2360
kgz,2006,2440
kgz,2007,2530
kgz,2008,2630
kgz,2009,2860
kgz,2010,2940
kgz,2011,3030
kgz,2012,3100
kgz,2013,3210
kgz,2014,3320
kgz,2015,3370
kgz,2016,3460
kgz,2017,3540
kgz,2018,3640
khm,1990,11990
khm,1991,11580
khm,1992,11880
khm,1993,12560
khm,1994,11320
khm,1995,13150
khm,1996,13150
khm,1997,13280
khm,1998,13200
khm,1999,14030
khm,2000,13170
khm,2001,13150
khm,2002,13350
khm,2003,14500
khm,2004,14190
khm,2005,15360
khm,2006,16240
khm,2007,16530
khm,2008,16710
khm,2009,17120
khm,2010,17290
khm,2011,18050
khm,2012,17500
khm,2013,17340
khm,2014,16970
khm,2015,16680
khm,2016,17080
khm,2017,17330
khm,2018,17100
kir,1990,0
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,0
kir,1996,0
kir,1997,0
kir,1998,0
kir,1999,0
kir,2000,0
kir,2001,0
kir,2002,0
kir,2003,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,10
kir,2008,10
kir,2009,10
kir,2010,10
kir,2011,10
kir,2012,10
kir,2013,10
kir,2014,10
kir,2015,10
kir,2016,10
kir,2017,10
kir,2018,10
kna,1990,10
kna,1991,10
kna,1992,10
kna,1993,10
kna,1994,10
kna,1995,10
kna,1996,10
kna,1997,10
kna,1998,10
kna,1999,10
kna,2000,10
kna,2001,10
kna,2002,10
kna,2003,10
kna,2004,10
kna,2005,10
kna,2006,10
kna,2007,10
kna,2008,10
kna,2009,10
kna,2010,10
kna,2011,10
kna,2012,10
kna,2013,10
kna,2014,0
kna,2015,10
kna,2016,0
kna,2017,0
kna,2018,10
kor,1990,9740
kor,1991,9730
kor,1992,9830
kor,1993,10110
kor,1994,10100
kor,1995,10150
kor,1996,10410
kor,1997,10320
kor,1998,9950
kor,1999,9490
kor,2000,9130
kor,2001,9010
kor,2002,8870
kor,2003,8740
kor,2004,8840
kor,2005,8890
kor,2006,9000
kor,2007,9190
kor,2008,9320
kor,2009,9540
kor,2010,9720
kor,2011,9390
kor,2012,9650
kor,2013,9400
kor,2014,9140
kor,2015,9240
kor,2016,9210
kor,2017,9200
kor,2018,9290
kwt,1990,80
kwt,1991,20
kwt,1992,20
kwt,1993,50
kwt,1994,60
kwt,1995,80
kwt,1996,100
kwt,1997,110
kwt,1998,110
kwt,1999,120
kwt,2000,140
kwt,2001,90
kwt,2002,120
kwt,2003,130
kwt,2004,120
kwt,2005,110
kwt,2006,120
kwt,2007,130
kwt,2008,140
kwt,2009,150
kwt,2010,140
kwt,2011,140
kwt,2012,140
kwt,2013,140
kwt,2014,160
kwt,2015,160
kwt,2016,170
kwt,2017,180
kwt,2018,190
lao,1990,4540
lao,1991,4420
lao,1992,4610
lao,1993,4630
lao,1994,4910
lao,1995,4900
lao,1996,4900
lao,1997,5090
lao,1998,4770
lao,1999,4720
lao,2000,4960
lao,2001,5140
lao,2002,5230
lao,2003,5350
lao,2004,5570
lao,2005,5450
lao,2006,5480
lao,2007,5690
lao,2008,5820
lao,2009,6050
lao,2010,6420
lao,2011,6190
lao,2012,6750
lao,2013,6730
lao,2014,6880
lao,2015,7060
lao,2016,7330
lao,2017,7290
lao,2018,7080
lbn,1990,170
lbn,1991,190
lbn,1992,190
lbn,1993,190
lbn,1994,190
lbn,1995,180
lbn,1996,200
lbn,1997,200
lbn,1998,200
lbn,1999,200
lbn,2000,200
lbn,2001,190
lbn,2002,200
lbn,2003,200
lbn,2004,200
lbn,2005,210
lbn,2006,210
lbn,2007,200
lbn,2008,210
lbn,2009,200
lbn,2010,180
lbn,2011,240
lbn,2012,240
lbn,2013,250
lbn,2014,250
lbn,2015,240
lbn,2016,240
lbn,2017,240
lbn,2018,240
lbr,1990,170
lbr,1991,150
lbr,1992,150
lbr,1993,130
lbr,1994,130
lbr,1995,130
lbr,1996,120
lbr,1997,140
lbr,1998,150
lbr,1999,150
lbr,2000,140
lbr,2001,140
lbr,2002,140
lbr,2003,150
lbr,2004,140
lbr,2005,140
lbr,2006,160
lbr,2007,170
lbr,2008,180
lbr,2009,310
lbr,2010,220
lbr,2011,220
lbr,2012,220
lbr,2013,210
lbr,2014,240
lbr,2015,300
lbr,2016,260
lbr,2017,240
lbr,2018,230
lby,1990,1250
lby,1991,1220
lby,1992,1170
lby,1993,1130
lby,1994,1100
lby,1995,1130
lby,1996,1180
lby,1997,1100
lby,1998,1180
lby,1999,1070
lby,2000,930
lby,2001,980
lby,2002,1010
lby,2003,1100
lby,2004,1190
lby,2005,1270
lby,2006,1390
lby,2007,1460
lby,2008,1460
lby,2009,1520
lby,2010,1580
lby,2011,1580
lby,2012,1580
lby,2013,1600
lby,2014,1590
lby,2015,1580
lby,2016,1620
lby,2017,1640
lby,2018,1650
lca,1990,20
lca,1991,20
lca,1992,20
lca,1993,20
lca,1994,20
lca,1995,20
lca,1996,20
lca,1997,20
lca,1998,20
lca,1999,20
lca,2000,20
lca,2001,20
lca,2002,20
lca,2003,20
lca,2004,20
lca,2005,20
lca,2006,20
lca,2007,20
lca,2008,20
lca,2009,20
lca,2010,20
lca,2011,20
lca,2012,20
lca,2013,20
lca,2014,20
lca,2015,20
lca,2016,20
lca,2017,20
lca,2018,20
lie,1990,20
lie,1991,20
lie,1992,20
lie,1993,20
lie,1994,20
lie,1995,20
lie,1996,20
lie,1997,20
lie,1998,10
lie,1999,10
lie,2000,10
lie,2001,10
lie,2002,10
lie,2003,10
lie,2004,10
lie,2005,20
lie,2006,20
lie,2007,20
lie,2008,20
lie,2009,20
lie,2010,20
lie,2011,20
lie,2012,20
lie,2013,20
lie,2014,20
lie,2015,20
lie,2016,20
lie,2017,10
lie,2018,20
lka,1990,5360
lka,1991,4830
lka,1992,4950
lka,1993,5060
lka,1994,5270
lka,1995,5220
lka,1996,4520
lka,1997,4490
lka,1998,3690
lka,1999,3990
lka,2000,3810
lka,2001,3620
lka,2002,3730
lka,2003,4000
lka,2004,3560
lka,2005,4120
lka,2006,4100
lka,2007,3880
lka,2008,4500
lka,2009,4250
lka,2010,4650
lka,2011,4730
lka,2012,4760
lka,2013,4980
lka,2014,4010
lka,2015,4330
lka,2016,4500
lka,2017,3620
lka,2018,4450
lso,1990,850
lso,1991,860
lso,1992,960
lso,1993,930
lso,1994,890
lso,1995,850
lso,1996,820
lso,1997,790
lso,1998,730
lso,1999,1050
lso,2000,1000
lso,2001,990
lso,2002,880
lso,2003,910
lso,2004,870
lso,2005,960
lso,2006,910
lso,2007,940
lso,2008,900
lso,2009,910
lso,2010,890
lso,2011,910
lso,2012,910
lso,2013,840
lso,2014,820
lso,2015,810
lso,2016,790
lso,2017,870
lso,2018,820
ltu,1990,5080
ltu,1991,4980
ltu,1992,5440
ltu,1993,4350
ltu,1994,3700
ltu,1995,3270
ltu,1996,3100
ltu,1997,3090
ltu,1998,2970
ltu,1999,2740
ltu,2000,2540
ltu,2001,2240
ltu,2002,2270
ltu,2003,2330
ltu,2004,2380
ltu,2005,2340
ltu,2006,2340
ltu,2007,2380
ltu,2008,2230
ltu,2009,2160
ltu,2010,2110
ltu,2011,2100
ltu,2012,2050
ltu,2013,1980
ltu,2014,1930
ltu,2015,1970
ltu,2016,1920
ltu,2017,1840
ltu,2018,1780
lux,1990,460
lux,1991,460
lux,1992,450
lux,1993,450
lux,1994,450
lux,1995,460
lux,1996,450
lux,1997,440
lux,1998,440
lux,1999,460
lux,2000,430
lux,2001,430
lux,2002,420
lux,2003,400
lux,2004,400
lux,2005,400
lux,2006,390
lux,2007,400
lux,2008,410
lux,2009,410
lux,2010,420
lux,2011,410
lux,2012,400
lux,2013,410
lux,2014,420
lux,2015,430
lux,2016,440
lux,2017,440
lux,2018,430
lva,1990,2930
lva,1991,2870
lva,1992,3490
lva,1993,2940
lva,1994,1870
lva,1995,1600
lva,1996,1540
lva,1997,1450
lva,1998,1360
lva,1999,1250
lva,2000,1090
lva,2001,1070
lva,2002,1110
lva,2003,1120
lva,2004,1060
lva,2005,1050
lva,2006,1070
lva,2007,1050
lva,2008,1080
lva,2009,1030
lva,2010,1020
lva,2011,1030
lva,2012,1030
lva,2013,1040
lva,2014,1070
lva,2015,1090
lva,2016,1080
lva,2017,1060
lva,2018,1040
mar,1990,6450
mar,1991,6230
mar,1992,6030
mar,1993,5200
mar,1994,5420
mar,1995,5370
mar,1996,5610
mar,1997,5910
mar,1998,5800
mar,1999,6020
mar,2000,6260
mar,2001,6210
mar,2002,6130
mar,2003,6230
mar,2004,6340
mar,2005,6320
mar,2006,6440
mar,2007,6350
mar,2008,6420
mar,2009,6420
mar,2010,6600
mar,2011,6940
mar,2012,6950
mar,2013,7100
mar,2014,7240
mar,2015,7250
mar,2016,7320
mar,2017,7370
mar,2018,7500
mda,1990,2730
mda,1991,2680
mda,1992,2240
mda,1993,1940
mda,1994,2260
mda,1995,2160
mda,1996,2090
mda,1997,1790
mda,1998,1530
mda,1999,1460
mda,2000,1350
mda,2001,1240
mda,2002,1310
mda,2003,1340
mda,2004,1240
mda,2005,1140
mda,2006,1100
mda,2007,1070
mda,2008,870
mda,2009,830
mda,2010,860
mda,2011,870
mda,2012,810
mda,2013,770
mda,2014,780
mda,2015,750
mda,2016,730
mda,2017,740
mda,2018,700
mdg,1990,15680
mdg,1991,15590
mdg,1992,15770
mdg,1993,16030
mdg,1994,15660
mdg,1995,15730
mdg,1996,15720
mdg,1997,15670
mdg,1998,16090
mdg,1999,15890
mdg,2000,15630
mdg,2001,14710
mdg,2002,13700
mdg,2003,14660
mdg,2004,14070
mdg,2005,16020
mdg,2006,15520
mdg,2007,16240
mdg,2008,15690
mdg,2009,16080
mdg,2010,16080
mdg,2011,15460
mdg,2012,15890
mdg,2013,14470
