geo,time,dc_dac_jpnl_cd
civ,1994,20399999.61853
civ,1995,54240001.67847
civ,1996,58119998.93188
civ,1997,33430000.30518
civ,1998,39990001.67847
civ,1999,56099998.47412
civ,2000,23399999.61853
civ,2001,4309999.94278
civ,2002,5210000.03815
civ,2003,2440000.05722
civ,2004,1899999.97616
civ,2005,1370000.00477
civ,2006,12949999.80927
civ,2007,6539999.96185
civ,2008,19510000.22888
civ,2009,10390000.34332
civ,2010,81260002.13623
civ,2011,8329999.92371
civ,2012,30879999.16077
civ,2013,35689998.62671
civ,2014,26590000.15259
civ,2015,22030000.68665
civ,2016,22549999.23706
civ,2017,38430000.30518
civ,2018,24639999.38965
civ,2019,52849998.47412
cmr,1970,9999.99978
cmr,1972,9999.99978
cmr,1973,19999.99955
cmr,1974,9999.99978
cmr,1975,19999.99955
cmr,1976,9999.99978
cmr,1977,79999.99821
cmr,1978,50000.00075
cmr,1979,90000.00358
cmr,1980,70000.0003
cmr,1981,189999.99762
cmr,1982,1220000.02861
cmr,1983,119999.99732
cmr,1984,2000000
cmr,1985,1159999.96662
cmr,1986,4849999.90463
cmr,1987,12500000
cmr,1988,879999.99523
cmr,1989,2150000.09537
cmr,1990,4690000.05722
cmr,1991,16409999.84741
cmr,1992,9390000.34332
cmr,1993,11409999.84741
cmr,1994,10130000.11444
cmr,1995,3160000.08583
cmr,1996,7099999.90463
cmr,1997,4909999.84741
cmr,1998,9710000.03815
cmr,1999,21899999.61853
cmr,2000,15810000.41962
cmr,2001,41319999.69482
cmr,2002,7510000.22888
cmr,2003,10789999.96185
cmr,2004,16860000.61035
cmr,2005,19270000.45776
cmr,2006,18770000.45776
cmr,2007,18549999.23706
cmr,2008,15579999.92371
cmr,2009,8109999.65668
cmr,2010,42029998.7793
cmr,2011,24010000.22888
cmr,2012,16000000
cmr,2013,41319999.69482
cmr,2014,25049999.23706
cmr,2015,33380001.06812
cmr,2016,23719999.31335
cmr,2017,29190000.53406
cmr,2018,22260000.22888
cmr,2019,33880001.06812
cod,1967,50000.00075
cod,1968,9999.99978
cod,1969,300000.01192
cod,1970,39999.99911
cod,1971,689999.99762
cod,1972,289999.99166
cod,1973,629999.99523
cod,1974,639999.98569
cod,1975,620000.00477
cod,1976,560000.00238
cod,1977,2519999.98093
cod,1978,1899999.97616
cod,1979,27370000.83923
cod,1980,39360000.61035
cod,1981,51340000.15259
cod,1982,42750000
cod,1983,3019999.98093
cod,1984,25989999.77112
cod,1985,9159999.84741
cod,1986,10010000.22888
cod,1987,26510000.22888
cod,1988,23430000.30518
cod,1989,76559997.55859
cod,1990,44090000.15259
cod,1991,21020000.45776
cod,1992,4780000.20981
cod,1993,509999.99046
cod,1994,4449999.80927
cod,1995,5380000.11444
cod,1996,4530000.20981
cod,1997,5760000.22888
cod,1998,39999.99911
cod,1999,119999.99732
cod,2000,469999.99881
cod,2001,319999.99285
cod,2002,850000.02384
cod,2003,629999.99523
cod,2004,48470001.2207
cod,2005,376260009.76562
cod,2006,23159999.84741
cod,2007,22930000.30518
cod,2008,51220001.2207
cod,2009,65699996.94824
cod,2010,80000000
cod,2011,187070007.32422
cod,2012,93860000.61035
cod,2013,103790000.91553
cod,2014,53799999.23706
cod,2015,43830001.83105
cod,2016,41430000.30518
cod,2017,40630001.06812
cod,2018,43270000.45776
cod,2019,27290000.91553
cog,1975,9999.99978
cog,1979,9999.99978
cog,1980,19999.99955
cog,1981,779999.97139
cog,1982,560000.00238
cog,1983,59999.99866
cog,1984,39999.99911
cog,1985,50000.00075
cog,1986,250000
cog,1987,79999.99821
cog,1988,129999.99523
cog,1989,119999.99732
cog,1990,379999.99523
cog,1991,3259999.99046
cog,1992,1919999.95708
cog,1993,2400000.09537
cog,1994,379999.99523
cog,1995,300000.01192
cog,1996,180000.00715
cog,1997,119999.99732
cog,1998,170000.00179
cog,1999,39999.99911
cog,2000,70000.0003
cog,2001,170000.00179
cog,2002,159999.99642
cog,2003,100000.00149
cog,2004,310000.00238
cog,2005,170000.00179
cog,2006,400000.00596
cog,2007,4989999.77112
cog,2008,10619999.88556
cog,2009,379999.99523
cog,2010,5980000.01907
cog,2011,7219999.79019
cog,2012,5070000.17166
cog,2013,6130000.11444
cog,2014,6389999.86649
cog,2015,939999.99762
cog,2016,3819999.93324
cog,2017,3170000.07629
cog,2018,2779999.97139
cog,2019,3140000.1049
col,1962,19999.99955
col,1963,29999.99933
col,1964,9999.99978
col,1965,19999.99955
col,1966,50000.00075
col,1967,59999.99866
col,1968,90000.00358
col,1969,90000.00358
col,1970,70000.0003
col,1971,59999.99866
col,1972,170000.00179
col,1973,109999.9994
col,1974,170000.00179
col,1975,209999.99344
col,1976,430000.00715
col,1977,1470000.02861
col,1978,2190000.05722
col,1979,1899999.97616
col,1980,4260000.22888
col,1981,12399999.61853
col,1982,7449999.80927
col,1983,15210000.03815
col,1984,24629999.16077
col,1985,13890000.34332
col,1986,7170000.07629
col,1987,4480000.01907
col,1988,6690000.05722
col,1989,10210000.03815
col,1990,11810000.41962
col,1991,8340000.15259
col,1992,4320000.17166
col,1993,1139999.98569
col,1994,18729999.54224
col,1995,34590000.15259
col,1996,36599998.47412
col,1997,35659999.84741
col,1998,28950000.76294
col,1999,24409999.84741
col,2000,8050000.19073
col,2001,7099999.90463
col,2002,4320000.17166
col,2003,-7219999.79019
col,2004,-8430000.30518
col,2005,-2240000.00954
col,2006,-5809999.94278
col,2007,360000.01431
col,2008,-6889999.86649
col,2009,-6690000.05722
col,2010,-26159999.84741
col,2011,3440000.05722
col,2012,11670000.07629
col,2013,10130000.11444
col,2014,8180000.30518
col,2015,7690000.05722
col,2016,13210000.03815
col,2017,18069999.69482
col,2018,9380000.11444
col,2019,11430000.30518
com,1980,39999.99911
com,1981,1590000.03338
com,1982,660000.02623
com,1983,1740000.00954
com,1984,2180000.06676
com,1985,1210000.03815
com,1986,860000.01431
com,1987,3250000
com,1988,2180000.06676
com,1989,3809999.94278
com,1990,4329999.92371
com,1991,3059999.94278
com,1992,2849999.90463
com,1993,5559999.94278
com,1994,1639999.98569
com,1995,4269999.98093
com,1996,310000.00238
com,1997,430000.00715
com,1998,4159999.84741
com,1999,1580000.04292
com,2005,29999.99933
com,2006,59999.99866
com,2007,9999.99978
com,2008,29999.99933
com,2009,5300000.19073
com,2010,699999.98808
com,2011,3680000.06676
com,2012,6710000.03815
com,2013,1820000.05245
com,2014,3450000.04768
com,2015,4360000.13351
com,2016,289999.99166
com,2017,2119999.88556
com,2018,4989999.77112
com,2019,3569999.93324
cpv,1980,1820000.05245
cpv,1981,1070000.05245
cpv,1982,1250000
cpv,1983,2099999.90463
cpv,1984,1019999.98093
cpv,1985,1070000.05245
cpv,1986,1799999.95232
cpv,1987,2299999.95232
cpv,1988,6349999.90463
cpv,1989,1159999.96662
cpv,1990,930000.00715
cpv,1991,4940000.05722
cpv,1992,9159999.84741
cpv,1993,9390000.34332
cpv,1994,2960000.03815
cpv,1995,2250000
cpv,1996,3640000.1049
cpv,1997,2349999.90463
cpv,1998,2789999.96185
cpv,1999,8460000.03815
cpv,2000,10739999.77112
cpv,2001,3430000.06676
cpv,2002,6309999.94278
cpv,2003,11770000.45776
cpv,2004,3940000.05722
cpv,2005,2829999.92371
cpv,2006,2529999.97139
cpv,2007,1889999.98569
cpv,2008,5289999.96185
cpv,2009,17870000.83923
cpv,2010,17399999.61853
cpv,2011,26540000.91553
cpv,2012,12640000.34332
cpv,2013,15560000.41962
cpv,2014,11010000.22888
cpv,2015,18190000.53406
cpv,2016,10130000.11444
cpv,2017,8119999.88556
cpv,2018,12590000.15259
cpv,2019,8529999.73297
cri,1963,9999.99978
cri,1966,9999.99978
cri,1967,19999.99955
cri,1968,19999.99955
cri,1969,9999.99978
cri,1970,19999.99955
cri,1971,39999.99911
cri,1972,50000.00075
cri,1973,79999.99821
cri,1974,259999.99046
cri,1975,310000.00238
cri,1976,529999.97139
cri,1977,1370000.00477
cri,1978,18750000
cri,1979,9550000.19073
cri,1980,3589999.91417
cri,1981,4739999.77112
cri,1982,1389999.98569
cri,1983,769999.98093
cri,1984,889999.98569
cri,1985,550000.01192
cri,1986,2809999.94278
cri,1987,4760000.22888
cri,1988,6320000.17166
cri,1989,8409999.84741
cri,1990,40099998.47412
cri,1991,49319999.69482
cri,1992,61099998.47412
cri,1993,12550000.19073
cri,1994,17069999.69482
cri,1995,-11529999.73297
cri,1996,-17489999.77112
cri,1997,-7400000.09537
cri,1998,-3970000.02861
cri,1999,-5670000.07629
cri,2000,-6280000.20981
cri,2001,-3130000.11444
cri,2002,-2819999.93324
cri,2003,-4239999.77112
cri,2004,-5239999.77112
cri,2005,-1409999.96662
cri,2006,6079999.92371
cri,2007,17319999.69482
cri,2008,-1159999.96662
cri,2009,58290000.91553
cri,2010,63740001.67847
cri,2011,-2839999.91417
cri,2012,-8430000.30518
cri,2013,-8350000.38147
cri,2014,2890000.1049
cri,2015,49680000.30518
cri,2016,28440000.53406
cri,2017,38970001.2207
cri,2018,32090000.15259
cri,2019,18690000.53406
cub,1960,9999.99978
cub,1970,9999.99978
cub,1972,9999.99978
cub,1973,50000.00075
cub,1974,50000.00075
cub,1975,59999.99866
cub,1976,209999.99344
cub,1977,90000.00358
cub,1978,170000.00179
cub,1979,50000.00075
cub,1980,59999.99866
cub,1981,109999.9994
cub,1982,219999.99881
cub,1983,90000.00358
cub,1984,119999.99732
cub,1985,90000.00358
cub,1986,230000.00417
cub,1987,209999.99344
cub,1988,479999.98927
cub,1989,349999.99404
cub,1990,550000.01192
cub,1991,370000.00477
cub,1992,310000.00238
cub,1993,519999.98093
cub,1994,1029999.97139
cub,1995,949999.98808
cub,1996,1000000
cub,1997,920000.01669
cub,1998,8699999.80927
cub,1999,1299999.95232
cub,2000,2000000
cub,2001,1860000.01431
cub,2002,3680000.06676
cub,2003,5789999.96185
cub,2004,3390000.1049
cub,2005,5809999.94278
cub,2006,3390000.1049
cub,2007,1799999.95232
cub,2008,4010000.22888
cub,2009,3630000.11444
cub,2010,5159999.84741
cub,2011,5010000.22888
cub,2012,5400000.09537
cub,2013,5659999.84741
cub,2014,5309999.94278
cub,2015,4960000.03815
cub,2016,20479999.54224
cub,2017,35720001.2207
cub,2018,47479999.54224
cub,2019,14220000.26703
cym,1980,9999.99978
cyp,1973,9999.99978
cyp,1974,19999.99955
cyp,1976,19999.99955
cyp,1977,19999.99955
cyp,1978,19999.99955
cyp,1979,19999.99955
cyp,1980,50000.00075
cyp,1981,29999.99933
cyp,1982,39999.99911
cyp,1983,9999.99978
cyp,1984,29999.99933
cyp,1985,100000.00149
cyp,1987,39999.99911
cyp,1988,50000.00075
cyp,1989,109999.9994
cyp,1990,140000.0006
cyp,1991,460000.00834
cyp,1992,140000.0006
cyp,1993,129999.99523
cyp,1994,230000.00417
cyp,1995,119999.99732
cyp,1996,289999.99166
cyp,1997,39999.99911
cyp,1998,9999.99978
cyp,1999,19999.99955
cyp,2000,79999.99821
cyp,2001,39999.99911
cyp,2002,19999.99955
cyp,2003,19999.99955
cyp,2004,29999.99933
cze,1990,300000.01192
cze,1991,899999.97616
cze,1992,1799999.95232
cze,1993,1460000.03815
cze,1994,3309999.94278
cze,1995,2569999.93324
cze,1996,1940000.05722
cze,1997,2170000.07629
cze,1998,1850000.02384
cze,1999,1669999.95708
cze,2000,1840000.03338
cze,2001,1210000.03815
cze,2002,1580000.04292
cze,2003,1809999.94278
cze,2004,1710000.03815
dji,1978,19999.99955
dji,1982,189999.99762
dji,1983,280000.00119
dji,1984,1269999.98093
dji,1985,9999.99978
dji,1986,1259999.99046
dji,1987,1429999.94755
dji,1988,3569999.93324
dji,1989,3759999.99046
dji,1990,5809999.94278
dji,1991,9989999.77112
dji,1992,6280000.20981
dji,1993,5670000.07629
dji,1994,17959999.08447
dji,1995,28149999.61853
dji,1996,17889999.38965
dji,1997,11430000.30518
dji,1998,16950000.76294
dji,1999,9979999.54224
dji,2000,13920000.07629
dji,2001,2990000.00954
dji,2002,5440000.05722
dji,2003,8060000.41962
dji,2004,7159999.84741
dji,2005,6380000.11444
dji,2006,4590000.15259
dji,2007,3670000.07629
dji,2008,3740000.00954
dji,2009,28819999.69482
dji,2010,37979999.54224
dji,2011,16569999.69482
dji,2012,24840000.15259
dji,2013,6230000.01907
dji,2014,26459999.08447
dji,2015,17840000.15259
dji,2016,9130000.11444
dji,2017,16920000.07629
dji,2018,9380000.11444
dji,2019,44330001.83105
dma,1979,70000.0003
dma,1982,29999.99933
dma,1983,100000.00149
dma,1984,2569999.93324
dma,1985,100000.00149
dma,1986,70000.0003
dma,1987,180000.00715
dma,1988,239999.99464
dma,1989,280000.00119
dma,1990,2160000.08583
dma,1991,140000.0006
dma,1992,270000.01073
dma,1993,79999.99821
dma,1994,3480000.01907
dma,1995,7510000.22888
dma,1996,6320000.17166
dma,1997,3440000.05722
dma,1998,1220000.02861
dma,1999,4019999.98093
dma,2000,3630000.11444
dma,2001,3519999.98093
dma,2002,11329999.92371
dma,2003,2289999.96185
dma,2004,14210000.03815
dma,2005,839999.97377
dma,2006,540000.02146
dma,2007,660000.02623
dma,2008,1200000.04768
dma,2009,4460000.03815
dma,2010,2750000
dma,2011,3480000.01907
dma,2012,660000.02623
dma,2013,740000.00954
dma,2014,1080000.04292
dma,2015,460000.00834
dma,2016,2910000.08583
dma,2017,159999.99642
dma,2018,2329999.92371
dma,2019,540000.02146
dom,1968,9999.99978
dom,1969,19999.99955
dom,1970,9999.99978
dom,1971,19999.99955
dom,1972,59999.99866
dom,1973,29999.99933
dom,1974,140000.0006
dom,1975,90000.00358
dom,1976,170000.00179
dom,1977,129999.99523
dom,1978,129999.99523
dom,1979,670000.01669
dom,1980,759999.99046
dom,1981,9640000.34332
dom,1982,4360000.13351
dom,1983,3250000
dom,1984,3529999.97139
dom,1985,10010000.22888
dom,1986,12380000.11444
dom,1987,17649999.61853
dom,1988,22879999.16077
dom,1989,22569999.69482
dom,1990,17450000.76294
dom,1991,14510000.22888
dom,1992,16610000.61035
dom,1993,15630000.11444
dom,1994,10430000.30518
dom,1995,56619998.93188
dom,1996,20030000.68665
dom,1997,17340000.15259
dom,1998,18270000.45776
dom,1999,29700000.76294
dom,2000,29590000.15259
dom,2001,42400001.52588
dom,2002,42650001.52588
dom,2003,30610000.61035
dom,2004,15260000.22888
dom,2005,3019999.98093
dom,2006,6210000.03815
dom,2007,2960000.03815
dom,2008,1590000.03338
dom,2009,230000.00417
dom,2010,-1909999.96662
dom,2011,-5969999.79019
dom,2012,-9960000.03815
dom,2013,949999.98808
dom,2014,7760000.22888
dom,2015,1529999.97139
dom,2016,879999.99523
dom,2017,839999.97377
dom,2018,1299999.95232
dom,2019,1799999.95232
dza,1967,9999.99978
dza,1968,19999.99955
dza,1969,9999.99978
dza,1970,19999.99955
dza,1971,19999.99955
dza,1972,50000.00075
dza,1973,90000.00358
dza,1974,100000.00149
dza,1975,189999.99762
dza,1976,3289999.96185
dza,1977,14250000
dza,1978,19530000.68665
dza,1979,5989999.77112
dza,1980,4820000.17166
dza,1981,3619999.88556
dza,1982,239999.99464
dza,1983,730000.01907
dza,1984,879999.99523
dza,1985,-730000.01907
dza,1986,-2539999.96185
dza,1987,-3759999.99046
dza,1988,-3359999.8951
dza,1989,-2720000.02861
dza,1990,289999.99166
dza,1991,1960000.03815
dza,1992,2700000.04768
dza,1993,-1240000.00954
dza,1994,-860000.01431
dza,1995,2210000.03815
dza,1996,899999.97616
dza,1997,2069999.93324
dza,1998,-1970000.02861
dza,1999,-5030000.20981
dza,2000,-4880000.11444
dza,2001,-4000000
dza,2002,-2180000.06676
dza,2003,140000.0006
dza,2004,-980000.01907
dza,2005,1860000.01431
dza,2006,-11680000.30518
dza,2007,7260000.22888
dza,2008,4030000.20981
dza,2009,1860000.01431
dza,2010,15479999.54224
dza,2011,1759999.99046
dza,2012,2000000
dza,2013,1590000.03338
dza,2014,1990000.00954
dza,2015,779999.97139
dza,2016,219999.99881
dza,2017,140000.0006
dza,2018,389999.98569
dza,2019,-280000.00119
ecu,1962,39999.99911
ecu,1963,29999.99933
ecu,1964,19999.99955
ecu,1965,19999.99955
ecu,1966,59999.99866
ecu,1967,29999.99933
ecu,1968,109999.9994
ecu,1969,39999.99911
ecu,1970,50000.00075
ecu,1971,230000.00417
ecu,1972,90000.00358
ecu,1973,119999.99732
ecu,1974,569999.99285
ecu,1975,4250000
ecu,1976,4360000.13351
ecu,1977,1429999.94755
ecu,1978,7119999.88556
ecu,1979,28100000.38147
ecu,1980,4579999.92371
ecu,1981,1929999.94755
ecu,1982,3410000.08583
ecu,1983,2579999.92371
ecu,1984,1980000.01907
ecu,1985,1919999.95708
ecu,1986,2920000.07629
ecu,1987,46060001.37329
ecu,1988,16120000.83923
ecu,1989,24370000.83923
ecu,1990,15050000.19073
ecu,1991,7119999.88556
ecu,1992,26209999.08447
ecu,1993,23620000.83923
ecu,1994,33049999.23706
ecu,1995,36950000.76294
ecu,1996,47500000
ecu,1997,25579999.92371
ecu,1998,49409999.84741
ecu,1999,25329999.92371
ecu,2000,20129999.16077
ecu,2001,16540000.91553
ecu,2002,28290000.91553
ecu,2003,7320000.17166
ecu,2004,-2680000.06676
ecu,2005,6170000.07629
ecu,2006,4539999.96185
ecu,2007,2970000.02861
ecu,2008,-5730000.01907
ecu,2009,-11760000.22888
ecu,2010,-5230000.01907
ecu,2011,-10060000.41962
ecu,2012,-9369999.88556
ecu,2013,-9340000.15259
ecu,2014,-7809999.94278
ecu,2015,3359999.8951
ecu,2016,10039999.96185
ecu,2017,2910000.08583
ecu,2018,370000.00477
ecu,2019,14260000.22888
egy,1960,29999.99933
egy,1961,39999.99911
egy,1962,29999.99933
egy,1963,50000.00075
egy,1964,59999.99866
egy,1965,50000.00075
egy,1966,79999.99821
egy,1967,70000.0003
egy,1968,59999.99866
egy,1969,109999.9994
egy,1970,100000.00149
egy,1971,200000.00298
egy,1972,200000.00298
egy,1973,1090000.03338
egy,1974,9130000.11444
egy,1975,50169998.16895
egy,1976,30059999.46594
egy,1977,67260002.13623
egy,1978,118750000
egy,1979,132660003.66211
egy,1980,122970001.2207
egy,1981,70739997.86377
egy,1982,61610000.61035
egy,1983,50360000.61035
egy,1984,81480003.35693
egy,1985,73010002.13623
egy,1986,125699996.94824
egy,1987,93940002.44141
egy,1988,172899993.89648
egy,1989,78650001.52588
egy,1990,98860000.61035
egy,1991,619559997.55859
egy,1992,110589996.33789
egy,1993,275140014.64844
egy,1994,188990005.49316
egy,1995,242750000
egy,1996,201320007.32422
egy,1997,125389999.38965
egy,1998,85260002.13623
egy,1999,132070007.32422
egy,2000,85919998.16895
egy,2001,52680000.30518
egy,2002,12930000.30518
egy,2003,21680000.30518
egy,2004,64849998.47412
egy,2005,-36099998.47412
egy,2006,-5199999.80927
egy,2007,-27040000.91553
egy,2008,11640000.34332
egy,2009,-18809999.46594
egy,2010,-17739999.77112
egy,2011,-89190002.44141
egy,2012,-20329999.92371
egy,2013,-92459999.08447
egy,2014,-58520000.45776
egy,2015,-41599998.47412
egy,2016,28770000.45776
egy,2017,-43240001.67847
egy,2018,104250000
egy,2019,161130004.88281
eri,1994,59999.99866
eri,1995,660000.02623
eri,1996,2009999.99046
eri,1997,12409999.84741
eri,1998,15550000.19073
eri,1999,430000.00715
eri,2000,400000.00596
eri,2001,3470000.02861
eri,2002,4289999.96185
eri,2003,11739999.77112
eri,2004,1610000.01431
eri,2005,7239999.77112
eri,2006,9909999.84741
eri,2007,8369999.88556
eri,2008,17709999.08447
eri,2009,8779999.73297
eri,2010,9859999.65668
eri,2011,9449999.80927
eri,2012,1730000.01907
eri,2013,1139999.98569
eri,2014,1320000.05245
eri,2015,2740000.00954
eri,2016,1120000.00477
eri,2017,3500000
eri,2018,439999.99762
eri,2019,7179999.82834
est,1992,29999.99933
est,1993,129999.99523
est,1994,79999.99821
est,1995,129999.99523
est,1996,150000.00596
est,1997,219999.99881
est,1998,280000.00119
est,1999,300000.01192
est,2000,389999.98569
est,2001,899999.97616
est,2002,610000.01431
est,2003,409999.99642
est,2004,790000.02146
eth,1960,9999.99978
eth,1961,9999.99978
eth,1962,9999.99978
eth,1963,9999.99978
eth,1964,19999.99955
eth,1965,19999.99955
eth,1966,50000.00075
eth,1967,79999.99821
eth,1968,79999.99821
eth,1969,280000.00119
eth,1970,239999.99464
eth,1971,500000
eth,1972,560000.00238
eth,1973,1309999.94278
eth,1974,5239999.77112
eth,1975,4610000.13351
eth,1976,1899999.97616
eth,1977,1620000.00477
eth,1978,3049999.95232
eth,1979,1669999.95708
eth,1980,959999.97854
eth,1981,1970000.02861
eth,1982,189999.99762
eth,1983,1419999.95708
eth,1984,2470000.02861
eth,1985,6559999.94278
eth,1986,5329999.92371
eth,1987,13680000.30518
eth,1988,12279999.73297
eth,1989,11149999.61853
eth,1990,10289999.96185
eth,1991,15619999.88556
eth,1992,7289999.96185
eth,1993,45919998.16895
eth,1994,43340000.15259
eth,1995,62490001.67847
eth,1996,50150001.52588
eth,1997,37330001.83105
eth,1998,26079999.92371
eth,1999,40380001.06812
eth,2000,34029998.7793
eth,2001,52389999.38965
eth,2002,50529998.7793
eth,2003,56529998.7793
eth,2004,33330001.83105
eth,2005,34169998.16895
eth,2006,57849998.47412
eth,2007,36029998.7793
eth,2008,47119998.93188
eth,2009,97760002.13623
eth,2010,93889999.38965
eth,2011,120569999.69482
eth,2012,108669998.16894
eth,2013,150119995.11719
eth,2014,82769996.64307
eth,2015,54200000.76294
eth,2016,62610000.61035
eth,2017,38900001.52588
eth,2018,69410003.66211
eth,2019,64449996.94824
fji,1972,9999.99978
fji,1973,19999.99955
fji,1974,140000.0006
fji,1975,19999.99955
fji,1976,100000.00149
fji,1977,259999.99046
fji,1978,639999.98569
fji,1979,519999.98093
fji,1980,3230000.01907
fji,1981,2089999.91417
fji,1982,3210000.03815
fji,1983,2049999.95232
fji,1984,3440000.05722
fji,1985,8149999.61853
fji,1986,10979999.54224
fji,1987,10340000.15259
fji,1988,9069999.69482
fji,1989,7539999.96185
fji,1990,9000000
fji,1991,8229999.54224
fji,1992,16260000.22888
fji,1993,20299999.23706
fji,1994,11210000.03815
fji,1995,13869999.88556
fji,1996,18590000.15259
fji,1997,16940000.53406
fji,1998,19229999.54224
fji,1999,20870000.83923
fji,2000,15069999.69482
fji,2001,12729999.54224
fji,2002,18739999.77112
fji,2003,24790000.91553
fji,2004,14149999.61853
fji,2005,12590000.15259
fji,2006,7980000.01907
fji,2007,5750000
fji,2008,6309999.94278
fji,2009,23229999.54224
fji,2010,19020000.45776
fji,2011,19100000.38147
fji,2012,18809999.46594
fji,2013,6710000.03815
fji,2014,6780000.20981
fji,2015,8079999.92371
fji,2016,9659999.84741
fji,2017,18479999.54224
fji,2018,6159999.84741
fji,2019,10489999.77112
fsm,1992,10300000.19073
fsm,1993,15229999.54224
fsm,1994,17079999.92371
fsm,1995,18209999.08447
fsm,1996,8670000.07629
fsm,1997,12760000.22888
fsm,1998,8100000.38147
fsm,1999,6769999.98093
fsm,2000,10149999.61853
fsm,2001,9670000.07629
fsm,2002,9649999.61853
fsm,2003,7809999.94278
fsm,2004,5699999.80927
fsm,2005,8020000.45776
fsm,2006,5329999.92371
fsm,2007,9359999.65668
fsm,2008,5230000.01907
fsm,2009,9380000.11444
fsm,2010,16340000.15259
fsm,2011,28389999.38965
fsm,2012,7980000.01907
fsm,2013,22440000.53406
fsm,2014,6230000.01907
fsm,2015,11199999.80927
fsm,2016,5739999.77112
fsm,2017,5150000.09537
fsm,2018,14489999.77112
fsm,2019,11409999.84741
gab,1969,9999.99978
gab,1974,9999.99978
gab,1975,9999.99978
gab,1976,7909999.84741
gab,1977,2450000.04768
gab,1978,79999.99821
gab,1979,79999.99821
gab,1980,140000.0006
gab,1981,270000.01073
gab,1982,310000.00238
gab,1983,-579999.98331
gab,1984,-910000.02623
gab,1985,-899999.97616
gab,1986,-540000.02146
gab,1987,119999.99732
gab,1988,250000
gab,1989,5070000.17166
gab,1990,140000.0006
gab,1991,409999.99642
gab,1992,519999.98093
gab,1993,540000.02146
gab,1994,230000.00417
gab,1995,259999.99046
gab,1996,239999.99464
gab,1997,389999.98569
gab,1998,280000.00119
gab,1999,330000.01311
gab,2000,-1500000
gab,2001,1580000.04292
gab,2002,3839999.91417
gab,2003,1769999.98093
gab,2004,2690000.05722
gab,2005,6130000.11444
gab,2006,-280000.00119
gab,2007,259999.99046
gab,2008,1750000
gab,2009,79999.99821
gab,2010,24770000.45776
gab,2011,11109999.65668
gab,2012,3160000.08583
gab,2013,3720000.02861
gab,2014,4170000.07629
gab,2015,1970000.02861
gab,2016,3470000.02861
gab,2017,2690000.05722
gab,2018,3130000.11444
gab,2019,5079999.92371
geo,1994,39999.99911
geo,1995,100000.00149
geo,1996,159999.99642
geo,1997,4349999.90463
geo,1998,4590000.15259
geo,1999,10210000.03815
geo,2000,11399999.61853
geo,2001,15479999.54224
geo,2002,18600000.38147
geo,2003,16420000.07629
geo,2004,10590000.15259
geo,2005,7329999.92371
geo,2006,11630000.11444
geo,2007,7010000.22888
geo,2008,2420000.07629
geo,2009,12310000.41962
geo,2010,6480000.01907
geo,2011,4969999.79019
geo,2012,30659999.84741
geo,2013,45069999.69482
geo,2014,57389999.38965
geo,2015,39720001.2207
geo,2016,15420000.07629
geo,2017,14079999.92371
geo,2018,2930000.06676
geo,2019,-3359999.8951
gha,1962,29999.99933
gha,1963,50000.00075
gha,1964,230000.00417
gha,1965,109999.9994
gha,1966,140000.0006
gha,1967,150000.00596
gha,1968,159999.99642
gha,1969,289999.99166
gha,1970,230000.00417
gha,1971,340000.00358
gha,1972,259999.99046
gha,1973,409999.99642
gha,1974,389999.98569
gha,1975,1990000.00954
gha,1976,939999.99762
gha,1977,2960000.03815
gha,1978,7940000.05722
gha,1979,5550000.19073
gha,1980,2539999.96185
gha,1981,5329999.92371
gha,1982,5159999.84741
gha,1983,7369999.88556
gha,1984,12670000.07629
gha,1985,24040000.91553
gha,1986,29440000.53406
gha,1987,20819999.69482
gha,1988,63209999.08447
gha,1989,97940002.44141
gha,1990,71900001.52588
gha,1991,116059997.55859
gha,1992,71290000.91553
gha,1993,83059997.55859
gha,1994,134750000
gha,1995,122069999.69482
gha,1996,110010002.13623
gha,1997,70190002.44141
gha,1998,149000000
gha,1999,101750000
gha,2000,102910003.66211
gha,2001,34630001.06812
gha,2002,23549999.23706
gha,2003,29750000
gha,2004,115419998.16894
gha,2005,44220001.2207
gha,2006,43659999.84741
gha,2007,46479999.54224
gha,2008,54029998.7793
gha,2009,64800003.05176
gha,2010,70000000
gha,2011,46459999.08447
gha,2012,115389999.38965
gha,2013,65790000.91553
gha,2014,41250000
gha,2015,25219999.31335
gha,2016,33419998.16895
gha,2017,51200000.76294
gha,2018,70129997.25342
gha,2019,48090000.15259
gib,1984,189999.99762
gin,1970,9999.99978
gin,1973,9999.99978
gin,1974,1230000.01907
gin,1975,460000.00834
gin,1976,79999.99821
gin,1977,460000.00834
gin,1978,1470000.02861
gin,1979,2910000.08583
gin,1980,1919999.95708
gin,1981,3000000
gin,1982,2289999.96185
gin,1983,3190000.05722
gin,1984,2720000.02861
gin,1985,5679999.82834
gin,1986,3500000
gin,1987,22510000.22888
gin,1988,26530000.68665
gin,1989,7960000.03815
gin,1990,9170000.07629
gin,1991,22229999.54224
gin,1992,28680000.30518
gin,1993,32430000.30518
gin,1994,33779998.7793
gin,1995,50740001.67847
gin,1996,18299999.23706
gin,1997,4429999.82834
gin,1998,42299999.23706
gin,1999,16540000.91553
gin,2000,19129999.16077
gin,2001,17379999.16077
gin,2002,18569999.69482
gin,2003,20829999.92371
gin,2004,16500000
gin,2005,11949999.80927
gin,2006,17069999.69482
