geo,time,ne_con_totl_kd_zg
cod,1999,-6.06936
cod,2000,0.79465
cod,2001,-2.53815
cod,2002,-7.37509
cod,2003,21.42607
cod,2004,6.78312
cod,2005,8.06271
cod,2006,1.92816
cod,2007,7.37353
cod,2008,2.31891
cod,2009,0.17612
cod,2010,11.85477
cod,2011,-4.63429
cod,2012,18.32166
cod,2013,11.38767
cod,2014,7.34229
cod,2015,6.06467
cod,2016,-2.06726
cod,2017,-1.16116
cod,2018,-0.68164
cod,2019,16.53022
cod,2020,-7.17828
cog,1961,-0.4329
cog,1962,-5.86957
cog,1963,-6.69746
cog,1964,2.97029
cog,1965,0.96154
cog,1966,-4.86501
cog,1967,-2.37449
cog,1968,12.23555
cog,1969,10.29382
cog,1970,7.16178
cog,1971,0.31559
cog,1972,0.71249
cog,1973,-0.08457
cog,1974,-1.05522
cog,1975,2.62748
cog,1976,12.39328
cog,1977,-9.84738
cog,1978,10.73386
cog,1979,-7.0819
cog,1980,18.15448
cog,1981,15.31533
cog,1982,41.67653
cog,1983,-9.5466
cog,1984,8.70163
cog,1985,4.70142
cog,1986,-5.36772
cog,1987,-3.41928
cog,1988,-0.67454
cog,1989,1.56678
cog,1990,-3.08854
cog,1991,23.99331
cog,1992,-16.17964
cog,1993,7.066
cog,1994,-0.00923
cog,1995,2.74617
cog,1996,-4.46265
cog,1997,24.9866
cog,1998,-14.89337
cog,1999,14.79301
cog,2000,0.84681
cog,2001,18.47713
cog,2002,8.71443
cog,2003,1.89866
cog,2004,4.74462
cog,2005,14.06607
cog,2006,7.99307
cog,2007,13.75418
cog,2008,2.21621
cog,2009,-0.36951
cog,2010,4.20908
cog,2011,14.46672
cog,2012,5.41749
cog,2013,1.16332
cog,2014,7.92208
cog,2015,-0.45061
cog,2016,-5.91617
cog,2017,-11.71047
cog,2018,1.92294
cog,2019,-3.85109
cog,2020,-3.55252
col,1961,6.70696
col,1962,7.82447
col,1963,4.9461
col,1964,8.93595
col,1965,-1.28381
col,1966,6.77084
col,1967,2.1768
col,1968,6.29616
col,1969,7.26165
col,1970,6.65317
col,1971,9.65556
col,1972,4.49482
col,1973,5.45766
col,1974,5.04347
col,1975,2.88686
col,1976,6.62461
col,1977,4.11351
col,1978,8.48059
col,1979,5.18675
col,1980,5.36873
col,1981,3.01438
col,1982,1.87222
col,1983,0.31665
col,1984,3.02321
col,1985,2.21274
col,1986,2.99465
col,1987,4.00909
col,1988,4.53981
col,1989,3.55984
col,1990,3.02648
col,1991,1.80718
col,1992,4.10774
col,1993,5.69663
col,1994,7.30131
col,1995,5.77013
col,1996,5.22359
col,1997,5.27783
col,1998,-0.13012
col,1999,-3.21328
col,2000,1.40778
col,2001,1.67494
col,2002,1.51143
col,2003,2.73338
col,2004,4.32914
col,2005,4.57978
col,2006,6.17214
col,2007,6.21383
col,2008,4.21421
col,2009,2.21499
col,2010,5.08248
col,2011,5.66935
col,2012,5.4922
col,2013,5.35396
col,2014,4.32472
col,2015,3.4047
col,2016,1.62638
col,2017,2.33034
col,2018,3.97074
col,2019,4.19238
col,2020,-3.87904
com,1981,3.86492
com,1982,6.38362
com,1983,4.82103
com,1984,4.11026
com,1985,2.28037
com,1986,1.86721
com,1987,1.63799
com,1988,2.68752
com,1989,-3.18068
com,1990,5.09139
com,1991,-5.3956
com,1992,8.53092
com,1993,3.00594
com,1994,-5.27668
com,1995,3.61013
com,1996,-1.29167
com,1997,4.03033
com,1998,1.28267
com,1999,1.92412
com,2000,10.84808
com,2001,2.33293
com,2002,2.32479
com,2003,2.1041
com,2004,1.9196
com,2005,2.8374
com,2006,2.6469
com,2007,-0.54983
com,2008,5.11266
com,2009,5.17334
com,2010,1.74298
com,2011,4.40892
com,2012,3.94656
com,2013,2.82593
com,2014,2.37898
com,2015,0.75724
com,2016,3.39507
com,2017,4.37718
com,2018,2.15816
com,2019,3.42192
com,2020,0.63577
cpv,2008,2.09673
cpv,2009,6.33988
cpv,2010,-0.5181
cpv,2011,3.0487
cpv,2012,1.16905
cpv,2013,1.82914
cpv,2014,2.05747
cpv,2015,3.31372
cpv,2016,0.64355
cpv,2017,7.25573
cpv,2018,1.63591
cpv,2019,5.64938
cpv,2020,-8.73896
cri,1961,17.60606
cri,1962,1.88519
cri,1963,9.21517
cri,1964,3.81108
cri,1965,18.60592
cri,1966,0.78125
cri,1967,4.81479
cri,1968,5.50466
cri,1969,4.63046
cri,1970,10.0867
cri,1971,2.64704
cri,1972,4.98523
cri,1973,4.43389
cri,1974,5.60972
cri,1975,2.73383
cri,1976,4.77028
cri,1977,12.80494
cri,1978,7.58511
cri,1979,3.23762
cri,1980,-1.2744
cri,1981,-8.03657
cri,1982,-8.36987
cri,1983,4.01605
cri,1984,6.66677
cri,1985,3.75489
cri,1986,4.78372
cri,1987,3.48521
cri,1988,2.28486
cri,1989,4.86716
cri,1990,3.80619
cri,1991,-0.94421
cri,1992,8.66255
cri,1993,8.92107
cri,1994,4.70704
cri,1995,1.80763
cri,1996,1.59461
cri,1997,4.69811
cri,1998,4.15271
cri,1999,1.76656
cri,2000,1.17001
cri,2001,2.70194
cri,2002,4.92489
cri,2003,4.33967
cri,2004,2.29778
cri,2005,4.18155
cri,2006,4.84085
cri,2007,6.84093
cri,2008,5.84034
cri,2009,1.23107
cri,2010,5.58992
cri,2011,5.66746
cri,2012,6.01138
cri,2013,2.19943
cri,2014,4.43425
cri,2015,4.20746
cri,2016,3.46155
cri,2017,4.81171
cri,2018,1.67064
cri,2019,2.4996
cri,2020,-3.65643
cub,1971,8.57611
cub,1972,4.82516
cub,1973,3.44188
cub,1974,1.00395
cub,1975,9.45622
cub,1976,5.38351
cub,1977,8.7388
cub,1978,6.64945
cub,1979,1.16891
cub,1980,-5.04629
cub,1981,19.49586
cub,1982,9.32491
cub,1983,5.58641
cub,1984,8.17579
cub,1985,-0.06319
cub,1986,0.16783
cub,1987,0.5944
cub,1988,2.8257
cub,1989,1.21885
cub,1990,-4.7574
cub,1991,-10.30402
cub,1992,-13.91415
cub,1993,-7.80316
cub,1994,2.87293
cub,1995,0.7412
cub,1996,3.98771
cub,1997,2.42408
cub,1998,1.34198
cub,1999,5.1105
cub,2000,2.37725
cub,2001,3.65623
cub,2002,2.73598
cub,2003,6.53244
cub,2004,3.7065
cub,2005,3.61499
cub,2006,14.98671
cub,2007,4.40692
cub,2008,-0.29011
cub,2009,1.18746
cub,2010,5.87597
cub,2011,0.5258
cub,2012,1.94837
cub,2013,3.72223
cub,2014,2.81701
cub,2015,5.11883
cub,2016,2.87414
cub,2017,1.81733
cub,2018,1.97715
cub,2019,0.48845
cub,2020,-9.09265
cyp,1976,16.37985
cyp,1977,13.54534
cyp,1978,8.1355
cyp,1979,5.57976
cyp,1980,6.30072
cyp,1981,2.99859
cyp,1982,9.71076
cyp,1983,7.03105
cyp,1984,4.35507
cyp,1985,5.45462
cyp,1986,2.13834
cyp,1987,10.40265
cyp,1988,9.99518
cyp,1989,5.94633
cyp,1990,10.97364
cyp,1991,8.10794
cyp,1992,5.81461
cyp,1993,-7.22794
cyp,1994,6.24469
cyp,1995,19.73965
cyp,1996,4.43666
cyp,1997,4.29814
cyp,1998,8.90269
cyp,1999,4.02599
cyp,2000,5.36843
cyp,2001,6.00116
cyp,2002,3.50692
cyp,2003,5.13397
cyp,2004,5.13032
cyp,2005,3.57011
cyp,2006,4.60733
cyp,2007,8.36256
cyp,2008,7.82846
cyp,2009,-3.90932
cyp,2010,3.68744
cyp,2011,-0.33947
cyp,2012,-2.67755
cyp,2013,-6.51114
cyp,2014,-1.75376
cyp,2015,2.75122
cyp,2016,4.09424
cyp,2017,4.20842
cyp,2018,4.82729
cyp,2019,4.88873
cyp,2020,-0.71064
cze,1991,-18.49531
cze,1992,3.44828
cze,1993,1.98558
cze,1994,4.13584
cze,1995,2.80103
cze,1996,5.2299
cze,1997,2.99342
cze,1998,-1.02822
cze,1999,3.1604
cze,2000,0.9143
cze,2001,2.90777
cze,2002,4.54703
cze,2003,5.41596
cze,2004,1.45923
cze,2005,2.83909
cze,2006,2.84058
cze,2007,3.09865
cze,2008,2.49747
cze,2009,0.4975
cze,2010,1.18197
cze,2011,-0.75866
cze,2012,-1.32429
cze,2013,1.33481
cze,2014,1.2917
cze,2015,3.26851
cze,2016,3.42617
cze,2017,3.4034
cze,2018,3.59507
cze,2019,2.63916
cze,2020,-3.77171
deu,1971,5.69149
deu,1972,5.2508
deu,1973,3.63404
deu,1974,1.19963
deu,1975,3.92097
deu,1976,3.71454
deu,1977,3.7084
deu,1978,3.72536
deu,1979,3.43426
deu,1980,2.00228
deu,1981,0.89452
deu,1982,-1.02204
deu,1983,0.93307
deu,1984,1.7626
deu,1985,1.59884
deu,1986,3.21888
deu,1987,2.80665
deu,1988,2.34805
deu,1989,1.7124
deu,1990,3.66933
deu,1991,4.1016
deu,1992,3.59856
deu,1993,0.24444
deu,1994,1.91222
deu,1995,1.71263
deu,1996,1.86951
deu,1997,0.77783
deu,1998,1.68837
deu,1999,2.25332
deu,2000,1.64695
deu,2001,1.02693
deu,2002,-0.73413
deu,2003,0.512
deu,2004,0.31696
deu,2005,0.72218
deu,2006,1.28837
deu,2007,0.23228
deu,2008,1.18075
deu,2009,0.73072
deu,2010,0.89866
deu,2011,1.62035
deu,2012,1.43611
deu,2013,0.63502
deu,2014,1.22065
deu,2015,2.19724
deu,2016,2.88
deu,2017,1.47745
deu,2018,1.31226
deu,2019,1.94762
deu,2020,-3.21803
dji,2014,9.46433
dji,2015,9.07291
dji,2016,14.65094
dji,2017,8.71114
dji,2018,4.05446
dji,2019,3.63766
dji,2020,-4.32029
dnk,1967,7.02533
dnk,1968,4.12052
dnk,1969,6.04428
dnk,1970,3.46003
dnk,1971,2.29476
dnk,1972,1.33702
dnk,1973,5.82034
dnk,1974,-1.11443
dnk,1975,1.90156
dnk,1976,6.59133
dnk,1977,1.87184
dnk,1978,3.15991
dnk,1979,2.34323
dnk,1980,-0.50949
dnk,1981,0.00926
dnk,1982,2.0309
dnk,1983,1.23688
dnk,1984,1.75683
dnk,1985,3.75534
dnk,1986,5.10436
dnk,1987,-1.12656
dnk,1988,-1.27108
dnk,1989,-0.07768
dnk,1990,0.03907
dnk,1991,1.63473
dnk,1992,1.9409
dnk,1993,0.80744
dnk,1994,5.1055
dnk,1995,1.83319
dnk,1996,2.64651
dnk,1997,2.15522
dnk,1998,2.58844
dnk,1999,0.9818
dnk,2000,1.23496
dnk,2001,0.79218
dnk,2002,1.68043
dnk,2003,0.95621
dnk,2004,3.5656
dnk,2005,2.84305
dnk,2006,2.80925
dnk,2007,1.57683
dnk,2008,1.42667
dnk,2009,-1.1956
dnk,2010,1.08351
dnk,2011,-0.05402
dnk,2012,0.59991
dnk,2013,0.14474
dnk,2014,1.27301
dnk,2015,2.06922
dnk,2016,1.62606
dnk,2017,1.79854
dnk,2018,2.29413
dnk,2019,1.31321
dnk,2020,-1.45088
dom,1961,0.5337
dom,1962,23.5517
dom,1963,9.77346
dom,1964,7.517
dom,1965,-12.37649
dom,1966,14.43304
dom,1967,2.38062
dom,1968,1.50042
dom,1969,7.06608
dom,1970,16.80894
dom,1971,3.61296
dom,1972,4.0559
dom,1973,9.94073
dom,1974,9.11532
dom,1975,4.13553
dom,1976,3.27335
dom,1977,6.05217
dom,1978,0.70696
dom,1979,-0.86543
dom,1980,20.25777
dom,1981,2.13905
dom,1982,4.0301
dom,1983,2.74312
dom,1984,2.11175
dom,1985,-1.16831
dom,1986,4.5336
dom,1987,8.6034
dom,1988,7.03811
dom,1989,5.65813
dom,1990,-8.08157
dom,1991,2.74899
dom,1992,13.58258
dom,1993,5.26642
dom,1994,1.18167
dom,1995,4.6903
dom,1996,4.03843
dom,1997,8.47157
dom,1998,3.55475
dom,1999,5.83379
dom,2000,3.48169
dom,2001,2.38125
dom,2002,4.26518
dom,2003,-3.23646
dom,2004,3.10794
dom,2005,12.27079
dom,2006,9.26132
dom,2007,6.23012
dom,2008,5.13195
dom,2009,5.49949
dom,2010,6.65147
dom,2011,3.57062
dom,2012,2.37919
dom,2013,2.65722
dom,2014,5.19697
dom,2015,6.48763
dom,2016,5.58494
dom,2017,3.97485
dom,2018,5.38397
dom,2019,4.79847
dom,2020,-2.5253
dza,1961,-24.8
dza,1962,-24.46808
dza,1963,61.97183
dza,1964,6.08695
dza,1965,4.09836
dza,1966,-14.16223
dza,1967,3.11839
dza,1968,6.4852
dza,1969,5.32431
dza,1970,9.80806
dza,1971,7.17524
dza,1972,16.48544
dza,1973,1.84289
dza,1974,26.53259
dza,1975,12.96843
dza,1976,7.23237
dza,1977,8.62684
dza,1978,0.88363
dza,1979,14.8975
dza,1980,6.58247
dza,1981,8.3
dza,1982,2.9
dza,1983,6.1
dza,1984,5.4
dza,1985,4.59999
dza,1986,-2
dza,1987,-5.6
dza,1988,-4.9
dza,1989,5.7
dza,1990,-2.3
dza,1991,-3.1
dza,1992,6.1
dza,1993,-1.9
dza,1994,0.8
dza,1995,2.7
dza,1996,-0.4
dza,1997,-0.8
dza,1998,2.4
dza,1999,2.79913
dza,2000,1.49333
dza,2001,4.0411
dza,2002,6.28254
dza,2003,4.01265
dza,2004,4.12156
dza,2005,2.03787
dza,2006,4.32167
dza,2007,3.94716
dza,2008,8.76382
dza,2009,6.98807
dza,2010,5.66545
dza,2011,7.42326
dza,2012,4.1645
dza,2013,3.4
dza,2014,3.2
dza,2015,3.6
dza,2016,2.6
dza,2017,2.2
dza,2018,2.7
dza,2019,2
dza,2020,-2.2
ecu,1961,5.8742
ecu,1962,6.24665
ecu,1963,2.08864
ecu,1964,9.10864
ecu,1965,3.07275
ecu,1966,0.77918
ecu,1967,3.73336
ecu,1968,5.01962
ecu,1969,5.9169
ecu,1970,7.80763
ecu,1971,4.55505
ecu,1972,-1.51717
ecu,1973,6.21833
ecu,1974,24.27425
ecu,1975,12.05826
ecu,1976,7.89162
ecu,1977,3.84654
ecu,1978,3.44427
ecu,1979,6.39345
ecu,1980,6.98398
ecu,1981,6.05088
ecu,1982,2.67376
ecu,1983,-2.34238
ecu,1984,1.59272
ecu,1985,3.27396
ecu,1986,0.29087
ecu,1987,4.86667
ecu,1988,-2.35079
ecu,1989,1.60495
ecu,1990,4.77059
ecu,1991,3.63009
ecu,1992,0.98561
ecu,1993,2.94356
ecu,1994,3.64506
ecu,1995,3.22629
ecu,1996,0.30458
ecu,1997,6.14024
ecu,1998,5.38717
ecu,1999,-10.79012
ecu,2000,1.32917
ecu,2001,5.66049
ecu,2002,6.34997
ecu,2003,2.72735
ecu,2004,6.15027
ecu,2005,4.30165
ecu,2006,4.27259
ecu,2007,4.4436
ecu,2008,6.21712
ecu,2009,0.9043
ecu,2010,7.15974
ecu,2011,5.70657
ecu,2012,4.24522
ecu,2013,5.04966
ecu,2014,3.47052
ecu,2015,0.33722
ecu,2016,-1.97227
ecu,2017,3.62543
ecu,2018,2.36661
ecu,2019,-0.16767
ecu,2020,-6.81738
egy,1961,4.33045
egy,1962,5.01205
egy,1963,7.41766
egy,1964,7.08986
egy,1965,5.3537
egy,1966,6.23528
egy,1967,1.89685
egy,1968,3.54348
egy,1969,4.11584
egy,1970,3.8816
egy,1971,3.7242
egy,1972,3.54961
egy,1973,2.47461
egy,1974,-1.93001
egy,1975,2.47825
egy,1976,11.36706
egy,1977,2.79605
egy,1978,-1.3701
egy,1979,-4.88702
egy,1980,10.74715
egy,1981,0.22196
egy,1982,1.94509
egy,1983,8.12968
egy,1984,6.2749
egy,1985,4.79021
egy,1986,4.07693
egy,1987,4.11458
egy,1988,4.90821
egy,1989,4.68354
egy,1990,4.64481
egy,1991,4.193
egy,1992,3.57588
egy,1993,3.20603
egy,1994,4.26037
egy,1995,3.5201
egy,1996,4.12147
egy,1997,4.33815
egy,1998,3.97149
egy,1999,4.52704
egy,2000,4.93052
egy,2001,4.08747
egy,2002,2.0923
egy,2003,2.37263
egy,2004,2.09116
egy,2005,4.58932
egy,2006,6.05032
egy,2007,6.17563
egy,2008,5.34776
egy,2009,5.65564
egy,2010,4.15693
egy,2011,5.3518
egy,2012,6.14092
egy,2013,3.22302
egy,2014,4.7899
egy,2015,3.48083
egy,2016,4.57365
egy,2017,4.01477
egy,2018,1.05044
egy,2019,1.14405
egy,2020,7.24887
eri,1993,0.81893
eri,1994,22.40794
eri,1995,6.62105
eri,1996,6.28458
eri,1997,4.27597
eri,1998,7.31774
eri,1999,2.94193
eri,2000,-16.08161
eri,2001,-0.45626
eri,2002,7.94385
eri,2003,9.61537
eri,2004,3.36703
eri,2005,-7.46547
eri,2006,-12.27144
eri,2007,-5.17937
eri,2008,-9.26354
eri,2009,6.94595
eri,2010,2.59578
eri,2011,393.57049
esp,1971,4.97484
esp,1972,7.81563
esp,1973,7.58611
esp,1974,5.73334
esp,1975,2.33026
esp,1976,5.80832
esp,1977,1.8885
esp,1978,1.6433
esp,1979,1.79618
esp,1980,2.31559
esp,1981,-0.10137
esp,1982,0.9158
esp,1983,0.93694
esp,1984,0.20424
esp,1985,2.69254
esp,1986,3.65525
esp,1987,6.60956
esp,1988,4.63096
esp,1989,6.02803
esp,1990,4.09606
esp,1991,3.56796
esp,1992,2.46617
esp,1993,-0.88203
esp,1994,0.95717
esp,1995,1.88005
esp,1996,2.14818
esp,1997,2.78135
esp,1998,4.21225
esp,1999,4.57567
esp,2000,4.45398
esp,2001,3.86758
esp,2002,3.23303
esp,2003,2.9018
esp,2004,4.55577
esp,2005,4.45924
esp,2006,4.19196
esp,2007,4.04602
esp,2008,0.86929
esp,2009,-1.67344
esp,2010,0.6755
esp,2011,-1.80495
esp,2012,-3.55066
esp,2013,-2.70082
esp,2014,1.09032
esp,2015,2.70037
esp,2016,2.26621
esp,2017,2.52711
esp,2018,1.83522
esp,2019,1.23261
esp,2020,-8.21518
est,1994,1.85574
est,1995,7.6579
est,1996,5.98897
est,1997,9.40019
est,1998,3.79635
est,1999,0.57126
est,2000,4.12698
est,2001,5.75681
est,2002,7.99624
est,2003,8.26009
est,2004,6.74565
est,2005,8.1086
est,2006,10.95903
est,2007,7.90309
est,2008,-2.41185
est,2009,-11.17741
est,2010,-1.10609
est,2011,2.88477
est,2012,4.0462
est,2013,3.45597
est,2014,3.01547
est,2015,4.40689
est,2016,3.92489
est,2017,2.30542
est,2018,3.41948
est,2019,3.78668
est,2020,-0.9666
eth,2012,2.95872
eth,2013,10.1402
eth,2014,7.9426
eth,2015,9.10954
eth,2016,5.06678
eth,2017,8.60014
eth,2018,9.62511
eth,2019,28.4555
eth,2020,21.52815
fin,1971,2.81428
fin,1972,8.17207
fin,1973,5.81585
fin,1974,2.50111
fin,1975,4.15219
fin,1976,2.96628
fin,1977,0.65273
fin,1978,2.53884
fin,1979,5.28395
fin,1980,3.05811
fin,1981,2.24521
fin,1982,4.47191
fin,1983,3.1222
fin,1984,3.30333
fin,1985,4.14438
fin,1986,4.1198
fin,1987,4.59396
fin,1988,4.6753
fin,1989,4.26875
fin,1990,1.05279
fin,1991,-1.61983
fin,1992,-3.88142
fin,1993,-3.01972
fin,1994,1.87636
fin,1995,4.35911
fin,1996,3.25738
fin,1997,3.44212
fin,1998,3.9897
fin,1999,2.85826
fin,2000,1.86103
fin,2001,2.59545
fin,2002,2.47884
fin,2003,3.26549
fin,2004,3.06379
fin,2005,2.81725
fin,2006,3.08722
fin,2007,2.83033
fin,2008,1.90936
fin,2009,-1.59804
fin,2010,1.96971
fin,2011,1.95606
fin,2012,0.43868
fin,2013,-0.00061
fin,2014,0.31582
fin,2015,1.50347
fin,2016,1.94254
fin,2017,0.59084
fin,2018,1.7861
fin,2019,1.11849
fin,2020,-3.2098
fra,1961,5.7637
fra,1962,7.19775
fra,1963,6.71075
fra,1964,5.5952
fra,1965,4.04412
fra,1966,4.65593
fra,1967,4.94993
fra,1968,4.26332
fra,1969,6.33912
fra,1970,4.75086
fra,1971,5.75741
fra,1972,4.95764
fra,1973,5.84223
fra,1974,3.28459
fra,1975,2.86173
fra,1976,5.08283
fra,1977,2.71199
fra,1978,4.57162
fra,1979,3.38642
fra,1980,1.72521
fra,1981,2.23032
fra,1982,3.56939
fra,1983,1.32969
fra,1984,1.07447
fra,1985,2.16269
fra,1986,3.36961
fra,1987,3.13968
fra,1988,3.3701
fra,1989,2.67706
fra,1990,2.76923
fra,1991,1.44449
fra,1992,1.72885
fra,1993,0.97157
fra,1994,1.28099
fra,1995,1.21168
fra,1996,2.07025
fra,1997,0.68177
fra,1998,2.57749
fra,1999,2.90376
fra,2000,3.11282
fra,2001,2.08371
fra,2002,2.00012
fra,2003,1.61761
fra,2004,2.02007
fra,2005,2.0725
fra,2006,1.90504
fra,2007,2.39527
fra,2008,0.70221
fra,2009,0.92099
fra,2010,1.70094
fra,2011,0.74897
fra,2012,0.1868
fra,2013,0.80304
fra,2014,0.96838
fra,2015,1.33366
fra,2016,1.66603
fra,2017,1.44191
fra,2018,0.92652
fra,2019,1.53921
fra,2020,-5.90231
gab,1961,11.30741
gab,1962,9.52381
gab,1963,25.50724
gab,1964,6.92841
gab,1965,12.527
gab,1966,-7.2728
gab,1967,25.55204
gab,1968,2.36346
gab,1969,4.83622
gab,1970,5.50875
gab,1971,8.39369
gab,1972,12.95531
gab,1973,8.38134
gab,1974,-8.85598
gab,1975,17.04839
gab,1976,14.75151
gab,1977,11.35461
gab,1978,16.27217
gab,1979,-7.95144
gab,1980,7.94636
gab,1981,12.49666
gab,1982,-6.21362
gab,1983,22.16874
gab,1984,-2.96557
gab,1985,-4.50951
gab,1986,13.59669
gab,1987,-17.07221
gab,1988,-8.87384
gab,1989,21.2619
gab,1990,-3.01011
gab,1991,-0.73951
gab,1992,-0.41391
gab,1993,-1.12086
gab,1994,-7.69799
gab,1995,1.30582
gab,1996,-1.91938
gab,1997,0.04574
gab,1998,22.42942
gab,1999,-2.05249
gab,2000,1.3041
gab,2001,4.2839
gab,2002,2.34102
gab,2003,0.54174
gab,2004,2.1137
gab,2005,4.2565
gab,2006,7.62001
gab,2007,4.47403
gab,2008,3.78696
gab,2009,5.4355
gab,2010,7.72061
gab,2011,8.18669
gab,2012,6.08773
gab,2013,9.36548
gab,2014,4.21867
gab,2015,0.37575
gab,2016,0.71217
gab,2017,-0.09191
gab,2018,-6.46626
gab,2019,2.20147
gab,2020,-0.11206
gbr,1971,3.23372
gbr,1972,5.9533
gbr,1973,5.12132
gbr,1974,-0.80957
gbr,1975,1.3929
gbr,1976,0.81008
gbr,1977,-0.62565
gbr,1978,4.39281
gbr,1979,3.61514
gbr,1980,0.36434
gbr,1981,0.17902
gbr,1982,0.99136
gbr,1983,3.53203
gbr,1984,2.02269
gbr,1985,2.7614
gbr,1986,5.15952
gbr,1987,4.08459
gbr,1988,5.86435
gbr,1989,2.88214
gbr,1990,1.26431
gbr,1991,-0.84577
gbr,1992,1.36967
gbr,1993,3.09105
gbr,1994,2.92985
gbr,1995,1.96135
gbr,1996,3.06213
gbr,1997,3.96585
gbr,1998,4.10573
gbr,1999,4.20513
gbr,2000,4.13212
gbr,2001,3.26558
gbr,2002,3.33978
gbr,2003,3.403
gbr,2004,3.20283
gbr,2005,2.52266
gbr,2006,1.69341
gbr,2007,1.95651
gbr,2008,0.31112
gbr,2009,-1.70996
gbr,2010,1.30877
gbr,2011,0.18511
gbr,2012,1.629
gbr,2013,1.73148
gbr,2014,2.47096
gbr,2015,3.05543
gbr,2016,2.94921
gbr,2017,1.38587
gbr,2018,1.91562
gbr,2019,1.91236
gbr,2020,-9.32116
geo,2011,7.01878
geo,2012,4.0502
geo,2013,2.72754
geo,2014,6.22825
geo,2015,3.87702
geo,2016,-3.053
geo,2017,6.2514
geo,2018,5.11662
geo,2019,6.97467
geo,2020,8.51237
gha,2007,5.47538
gha,2008,14.90432
gha,2009,1.00375
gha,2010,17.31512
gha,2011,11.78516
gha,2012,4.21447
gha,2013,15.89697
gha,2014,-3.74379
gha,2015,0.92971
gha,2016,-1.28631
gha,2017,2.43042
gha,2018,3.64061
gha,2019,12.98895
gha,2020,2.08053
gin,2007,7.82749
gin,2008,-2.39279
gin,2009,4.12147
gin,2010,3.25892
gin,2011,8.91399
gin,2012,8.94989
gin,2013,14.16499
gin,2014,-1.51538
gin,2015,8.74482
gin,2016,5.84035
gin,2017,1.12705
gin,2018,4.3958
gin,2019,3.9016
gin,2020,-16.30302
gmb,2005,0.97607
gmb,2006,-2.88308
gmb,2007,6.76533
gmb,2008,10.14673
gmb,2009,4.15338
gmb,2010,7.02155
gmb,2011,-6.20433
gmb,2012,-1.25067
gmb,2013,11.44488
gmb,2014,-0.20569
gmb,2015,0.84904
gmb,2016,0.86787
gmb,2017,8.05851
gmb,2018,9.20788
gmb,2019,4.85493
gmb,2020,-2.17735
gnb,2001,5.29608
gnb,2002,1.97977
gnb,2003,-3.38268
gnb,2004,8.09167
gnb,2005,1.60212
gnb,2006,1.69783
gnb,2007,0.81432
gnb,2008,4.00322
gnb,2009,2.59437
gnb,2010,12.68523
gnb,2011,-1.39712
gnb,2012,0.4832
gnb,2013,-0.50668
gnb,2014,3.69044
gnb,2015,9.22395
gnb,2016,9.08443
gnb,2017,15.18718
gnb,2018,-10.84051
gnb,2019,3.20741
gnb,2020,-1.93894
gnq,2006,53.50993
gnq,2007,12.26857
gnq,2008,14.16995
gnq,2009,5.60531
gnq,2010,9.80432
gnq,2011,10.35046
gnq,2012,6.4959
gnq,2013,20.85744
gnq,2014,1.7919
gnq,2015,0.92082
gnq,2016,-0.25828
gnq,2017,2.34979
gnq,2018,2.76162
gnq,2019,1.60572
gnq,2020,1.18701
grc,1961,6.52259
grc,1962,4.49965
grc,1963,5.31975
grc,1964,10.04695
grc,1965,7.38923
grc,1966,6.84983
grc,1967,7.33724
grc,1968,6.59137
grc,1969,6.55671
grc,1970,6.33207
grc,1971,5.32531
grc,1972,5.94572
grc,1973,6.18888
grc,1974,1.38142
grc,1975,8.3592
grc,1976,5.58957
grc,1977,8.33933
grc,1978,7.02487
grc,1979,5.75615
grc,1980,0.40594
grc,1981,0.77308
grc,1982,2.27037
grc,1983,2.39292
grc,1984,0.84069
grc,1985,1.18657
grc,1986,-1.40049
grc,1987,2.15426
grc,1988,3.68551
grc,1989,6.11979
grc,1990,2.24406
grc,1991,2.08762
grc,1992,1.34316
grc,1993,-0.19721
grc,1994,1.41667
grc,1995,3.04407
grc,1996,3.21279
grc,1997,2.8919
grc,1998,4.15247
grc,1999,3.51239
grc,2000,2.75901
grc,2001,3.86821
grc,2002,4.56407
grc,2003,4.18532
grc,2004,3.71391
grc,2005,3.42553
grc,2006,3.71574
grc,2007,4.39124
grc,2008,2.16161
grc,2009,-0.80127
grc,2010,-5.91955
grc,2011,-8.23927
grc,2012,-6.91953
grc,2013,-4.12597
grc,2014,-0.3632
grc,2015,0.35472
grc,2016,-0.49342
grc,2017,1.66569
grc,2018,0.55801
grc,2019,1.76319
grc,2020,-5.49564
grl,2004,5.13065
grl,2005,2.6277
grl,2006,3.73755
grl,2007,0.82161
grl,2008,3.03108
grl,2009,3.3848
grl,2010,-1.48422
grl,2011,0.16021
grl,2012,0.05279
grl,2013,1.61048
grl,2014,0.23406
grl,2015,-0.20491
grl,2016,1.63564
grl,2017,1.28608
grl,2018,1.64006
grl,2019,3.20498
gtm,1961,4.41859
gtm,1962,4.3207
gtm,1963,5.98156
gtm,1964,5.40265
gtm,1965,3.18441
gtm,1966,3.69908
gtm,1967,5.02905
gtm,1968,4.20423
gtm,1969,6.29498
gtm,1970,6.19271
gtm,1971,4.68437
gtm,1972,6.82118
gtm,1973,5.23695
gtm,1974,3.77682
gtm,1975,3.44446
gtm,1976,7.03507
gtm,1977,7.8976
gtm,1978,5.10308
gtm,1979,4.41736
gtm,1980,4.06411
gtm,1981,1.61773
