geo,time,ne_con_totl_kd_zg
bra,2008,5.4164
bra,2009,4.10952
bra,2010,5.70538
bra,2011,4.19108
bra,2012,3.21167
bra,2013,3.01359
bra,2014,1.91993
bra,2015,-2.81177
bra,2016,-2.90369
bra,2017,1.34759
bra,2018,1.99759
bra,2019,1.58364
bra,2020,-5.27955
brn,1990,3.52853
brn,1991,-0.94271
brn,1992,14.00683
brn,1993,11.00171
brn,1994,-3.10451
brn,1995,-1.39303
brn,1996,6.55903
brn,1997,7.5947
brn,1998,-7.16423
brn,1999,-0.60675
brn,2000,-0.04355
brn,2001,6.79957
brn,2002,-0.69087
brn,2003,6.3394
brn,2004,8.4306
brn,2005,-0.78316
brn,2006,7.8414
brn,2007,8.50909
brn,2008,0.47852
brn,2009,5.01257
brn,2010,2.75183
brn,2011,5.32089
brn,2012,3.72841
brn,2013,4.62949
brn,2014,-0.50515
brn,2015,0.03284
brn,2016,-4.23936
brn,2017,6.2222
brn,2018,1.84886
brn,2019,3.61877
brn,2020,-2.86357
btn,1991,9.08112
btn,1992,13.63605
btn,1993,-23.67554
btn,1994,-7.94955
btn,1995,12.07891
btn,1996,19.24605
btn,1997,8.809
btn,1998,18.99486
btn,1999,5.86011
btn,2000,-3.69237
btn,2001,-2.22767
btn,2002,16.09137
btn,2003,13.83587
btn,2004,8.30778
btn,2005,16.43263
btn,2006,-22.63928
btn,2007,47.1681
btn,2008,-5.79631
btn,2009,14.01483
btn,2010,6.30794
btn,2011,5.19744
btn,2012,-1.99638
btn,2013,39.02203
btn,2014,-5.92685
btn,2015,10.17694
btn,2016,-0.46017
btn,2017,5.53491
btn,2018,10.96446
btn,2019,8.21033
btn,2020,-5.25094
bwa,1976,12.9852
bwa,1977,9.99539
bwa,1978,9.89868
bwa,1979,11.02959
bwa,1980,5.49262
bwa,1981,2.31248
bwa,1982,0.0656
bwa,1983,-0.83039
bwa,1984,9.77564
bwa,1985,15.39963
bwa,1986,10.14564
bwa,1987,11.27844
bwa,1988,12.73755
bwa,1989,17.48604
bwa,1990,15.77249
bwa,1991,7.18005
bwa,1992,3.44291
bwa,1993,2.73827
bwa,1994,3.54236
bwa,1995,11.89126
bwa,1996,3.85778
bwa,1997,12.1772
bwa,1998,3.68887
bwa,1999,0.74368
bwa,2000,-0.59605
bwa,2001,-3.33973
bwa,2002,5.0473
bwa,2003,1.28949
bwa,2004,4.62597
bwa,2005,4.13419
bwa,2006,9.83241
bwa,2007,11.48861
bwa,2008,13.77713
bwa,2009,4.8602
bwa,2010,7.36338
bwa,2011,7.15944
bwa,2012,2.6804
bwa,2013,11.2678
bwa,2014,3.63968
bwa,2015,0.42716
bwa,2016,2.59029
bwa,2017,-0.73625
bwa,2018,3.51477
bwa,2019,6.20101
bwa,2020,-0.07401
caf,2010,-2.08206
caf,2011,-0.55667
caf,2012,8.0224
caf,2013,-40.86821
caf,2014,-0.79097
caf,2015,1.8622
caf,2016,7.74921
caf,2017,1.02196
caf,2018,11.50602
caf,2019,5.72301
caf,2020,14.18991
can,1962,5.12811
can,1963,4.34086
can,1964,5.48166
can,1965,5.50928
can,1966,5.79802
can,1967,4.84917
can,1968,4.96217
can,1969,4.84805
can,1970,3.61663
can,1971,4.92597
can,1972,5.95916
can,1973,6.20925
can,1974,5.29891
can,1975,4.6232
can,1976,4.10331
can,1977,3.12091
can,1978,2.40601
can,1979,1.94065
can,1980,2.0178
can,1981,1.32175
can,1982,-1.47338
can,1983,2.07672
can,1984,3.37353
can,1985,4.63262
can,1986,2.90732
can,1987,3.1769
can,1988,3.78549
can,1989,3.14668
can,1990,1.91237
can,1991,-0.11236
can,1992,1.32593
can,1993,1.24648
can,1994,1.71021
can,1995,1.31858
can,1996,1.60801
can,1997,3.41459
can,1998,2.52515
can,1999,3.47831
can,2000,3.90235
can,2001,2.66165
can,2002,3.53953
can,2003,2.77937
can,2004,2.74811
can,2005,3.1736
can,2006,3.81894
can,2007,3.876
can,2008,3.19991
can,2009,0.78046
can,2010,3.21732
can,2011,2.01268
can,2012,1.5666
can,2013,1.686
can,2014,2.03106
can,2015,2.06623
can,2016,2.01752
can,2017,3.26474
can,2018,2.64096
can,2019,1.73934
can,2020,-4.55965
che,1971,4.94319
che,1972,5.00209
che,1973,2.70297
che,1974,-0.12246
che,1975,-2.31741
che,1976,1.36306
che,1977,2.56484
che,1978,2.18359
che,1979,1.23556
che,1980,2.33797
che,1981,1.14433
che,1982,0.30575
che,1983,1.45154
che,1984,1.61211
che,1985,2.56785
che,1986,2.8618
che,1987,2.89032
che,1988,2.49866
che,1989,3.49391
che,1990,2.07734
che,1991,2.07988
che,1992,0.4469
che,1993,-0.22189
che,1994,1.43319
che,1995,0.8911
che,1996,1.31692
che,1997,1.7411
che,1998,2.10955
che,1999,2.15257
che,2000,2.12652
che,2001,2.00297
che,2002,0.61317
che,2003,0.69352
che,2004,1.7761
che,2005,1.16203
che,2006,1.32174
che,2007,2.04753
che,2008,1.66537
che,2009,1.86938
che,2010,1.69395
che,2011,1.41709
che,2012,1.8112
che,2013,2.20948
che,2014,1.19475
che,2015,2.12766
che,2016,1.40101
che,2017,1.05911
che,2018,0.71913
che,2019,1.24741
che,2020,-2.41519
chl,1961,4.95313
chl,1962,4.23661
chl,1963,3.6822
chl,1964,-0.11281
chl,1965,1.03053
chl,1966,11.18929
chl,1967,3.17176
chl,1968,3.896
chl,1969,5.47537
chl,1970,0.24255
chl,1971,13.0607
chl,1972,7.44408
chl,1973,-5.47668
chl,1974,-14.32015
chl,1975,-11.21671
chl,1976,0.18724
chl,1977,13.78677
chl,1978,7.40079
chl,1979,6.93118
chl,1980,4.37991
chl,1981,10.92459
chl,1982,-13.07133
chl,1983,-5.06802
chl,1984,0.40918
chl,1985,-0.43747
chl,1986,4.91007
chl,1987,5.64799
chl,1988,6.51814
chl,1989,9.22272
chl,1990,2.00467
chl,1991,8.15171
chl,1992,12.72451
chl,1993,7.04868
chl,1994,7.43616
chl,1995,9.18145
chl,1996,8.36534
chl,1997,7.25043
chl,1998,4.39547
chl,1999,-0.52665
chl,2000,3.84879
chl,2001,2.10864
chl,2002,2.16257
chl,2003,3.92268
chl,2004,7.9182
chl,2005,7.41804
chl,2006,7.29693
chl,2007,7.0756
chl,2008,3.55188
chl,2009,0.58253
chl,2010,9.48539
chl,2011,7.21175
chl,2012,5.6637
chl,2013,4.29586
chl,2014,2.85517
chl,2015,2.57633
chl,2016,3.4655
chl,2017,3.62014
chl,2018,3.73803
chl,2019,0.78653
chl,2020,-6.81738
chn,1996,12.11094
chn,1997,7.55849
chn,1998,10.04104
chn,1999,12.99345
chn,2000,12.18312
chn,2001,7.33749
chn,2002,9.43999
chn,2003,6.42901
chn,2004,7.95193
chn,2005,12.10708
chn,2006,10.21591
chn,2007,12.96367
chn,2008,8.16054
chn,2009,10.53791
chn,2010,9.72898
chn,2011,12.19719
chn,2012,8.26879
chn,2013,7.36682
chn,2014,7.93763
chn,2015,9.17546
chn,2016,8.37212
chn,2017,7.09174
chn,2018,7.87797
chn,2019,6.29177
chn,2020,-0.92899
civ,1997,6.0144
civ,1998,1.05928
civ,1999,6.20079
civ,2000,-2.03634
civ,2001,1.33392
civ,2002,-3.42052
civ,2003,-3.14504
civ,2004,1.61711
civ,2005,1.89775
civ,2006,0.35352
civ,2007,4.32461
civ,2008,-1.6694
civ,2009,2.41057
civ,2010,3.6846
civ,2011,-6.58177
civ,2012,13.50035
civ,2013,4.92053
civ,2014,9.1373
civ,2015,9.25856
civ,2016,10.74966
civ,2017,8.30926
civ,2018,8.54326
civ,2019,4.56108
civ,2020,-1.77004
cmr,1961,1.50407
cmr,1962,3.30141
cmr,1963,3.05895
cmr,1964,2.73606
cmr,1965,1.00422
cmr,1966,3.14212
cmr,1967,-12.1909
cmr,1968,10.26379
cmr,1969,3.07426
cmr,1970,0.65375
cmr,1971,7.90179
cmr,1972,0.1524
cmr,1973,0.58696
cmr,1974,10.09
cmr,1975,14.0519
cmr,1976,-5.0496
cmr,1977,15.32913
cmr,1978,11.53629
cmr,1979,7.33391
cmr,1980,-12.20674
cmr,1981,17.14745
cmr,1982,13.2811
cmr,1983,0.79064
cmr,1984,1.47348
cmr,1985,6.02392
cmr,1986,24.57639
cmr,1987,4.20666
cmr,1988,-11.99289
cmr,1989,-11.94377
cmr,1990,0.02856
cmr,1991,-0.54621
cmr,1992,-11.08456
cmr,1993,12.59442
cmr,1994,3.31167
cmr,1995,1.18333
cmr,1996,5.99599
cmr,1997,6.84407
cmr,1998,6.37817
cmr,1999,5.78322
cmr,2000,6.69208
cmr,2001,5.70593
cmr,2002,3.35619
cmr,2003,7.0055
cmr,2004,5.64078
cmr,2005,5.11273
cmr,2006,2.80016
cmr,2007,3.43184
cmr,2008,5.91032
cmr,2009,4.86522
cmr,2010,2.31708
cmr,2011,3.63898
cmr,2012,5.28173
cmr,2013,5.74515
cmr,2014,5.52782
cmr,2015,6.26818
cmr,2016,2.49199
cmr,2017,4.0231
cmr,2018,5.04575
cmr,2019,4.0132
cmr,2020,0.5286
cod,1994,-7.91252
cod,1995,2.11389
cod,1996,-4.64223
cod,1997,-4.6377
cod,1998,2.55981
