geo,time,ny_adj_nnty_pc_kd
mex,2012,7309.61285
mex,2013,7204.41786
mex,2014,7490.93126
mex,2015,7636.13467
mex,2016,7702.26161
mex,2017,7818.10977
mex,2018,7871.04982
mex,2019,7861.76717
mkd,1993,2002.86896
mkd,1994,2123.82524
mkd,1995,2277.81648
mkd,1996,2186.35726
mkd,1997,2078.63591
mkd,1998,2074.42208
mkd,1999,2166.33017
mkd,2000,2500.82304
mkd,2001,2462.75127
mkd,2002,2478.88765
mkd,2003,2472.98951
mkd,2004,2583.30055
mkd,2005,2723.60728
mkd,2006,2891.55723
mkd,2007,2789.9334
mkd,2008,3070.71652
mkd,2009,3138.82149
mkd,2010,3197.24851
mkd,2011,3220.09121
mkd,2012,3247.04221
mkd,2013,3431.95269
mkd,2014,3635.98486
mkd,2015,3838.14484
mkd,2016,4113.18984
mkd,2017,4111.76079
mkd,2018,4406.61347
mkd,2019,4560.70027
mli,1985,403.07377
mli,1986,415.75743
mli,1987,427.86684
mli,1988,430.1615
mli,1989,451.08889
mli,1990,431.1225
mli,1991,461.24772
mli,1992,426.81544
mli,1993,437.10742
mli,1994,397.75159
mli,1995,408.75799
mli,1996,428.37432
mli,1997,434.22797
mli,1998,476.34144
mli,1999,482.16488
mli,2000,454.76295
mli,2001,490.43819
mli,2002,462.5922
mli,2003,518.13091
mli,2004,510.27512
mli,2005,521.90882
mli,2006,529.74027
mli,2007,520.21192
mli,2008,538.39831
mli,2009,563.84052
mli,2010,591.40127
mli,2011,607.78824
mli,2012,571.86891
mli,2013,565.65869
mli,2014,611.02382
mli,2015,640.46439
mli,2016,668.00947
mli,2017,652.42971
mli,2018,646.98561
mli,2019,684.18605
mmr,2011,132937.00421
mmr,2012,1749.06714
mmr,2013,914.14006
mmr,2014,953.00781
mmr,2015,1040.88404
mmr,2016,1059.64579
mmr,2017,1090.45984
mmr,2018,1152.13122
mmr,2019,1229.68131
mne,2006,4478.22623
mne,2007,5032.92069
mne,2008,5363.22697
mne,2009,5194.47164
mne,2010,5176.73538
mne,2011,5343.8746
mne,2012,5228.57419
mne,2013,5558.55589
mne,2014,5674.26521
mne,2015,5945.82193
mne,2016,6093.89442
mne,2017,6575.04339
mne,2018,6940.34654
mne,2019,7278.55697
mng,2010,1884.35349
mng,2011,2160.96619
mng,2012,2707.12355
mng,2013,3029.65819
mng,2014,3077.9709
mng,2015,3056.45051
mng,2016,3145.25175
mng,2017,3120.84012
mng,2018,3428.55136
mng,2019,3661.3708
moz,1991,170.24215
moz,1992,131.20763
moz,1993,144.30053
moz,1994,150.16818
moz,1995,133.2631
moz,1996,164.50748
moz,1997,190.47413
moz,1998,207.71568
moz,1999,238.57699
moz,2000,224.67161
moz,2001,234.32372
moz,2002,227.63907
moz,2003,273.11107
moz,2004,300.27183
moz,2005,318.90618
moz,2006,334.51226
moz,2007,359.96604
moz,2008,381.94366
moz,2009,401.18942
moz,2010,390.7394
moz,2011,400.43636
moz,2012,423.54406
moz,2013,431.77371
moz,2014,447.43656
moz,2015,465.65216
moz,2016,460.0789
moz,2017,472.75407
moz,2018,466.93767
moz,2019,469.58139
mrt,1980,1226.56004
mrt,1981,1240.80992
mrt,1982,1191.0987
mrt,1983,1162.52709
mrt,1984,1124.56423
mrt,1985,1108.18293
mrt,1986,1185.77641
mrt,1987,1197.49963
mrt,1988,1155.43112
mrt,1989,1214.82228
mrt,1990,1152.03989
mrt,1991,1160.369
mrt,1992,985.2261
mrt,1993,1024.79521
mrt,1994,997.03838
mrt,1995,1141.19834
mrt,1996,1161.29082
mrt,1997,1088.45136
mrt,1998,1167.9223
mrt,1999,1189.79315
mrt,2000,1106.80949
mrt,2001,1017.2973
mrt,2002,1084.85086
mrt,2003,1190.94097
mrt,2004,1171.11915
mrt,2005,1229.75601
mrt,2006,1256.67268
mrt,2007,1208.05064
mrt,2008,1186.68325
mrt,2009,1280.00206
mrt,2010,1325.33512
mrt,2011,1474.49676
mrt,2012,1424.03547
mrt,2013,1461.74325
mrt,2014,1276.17976
mrt,2015,1292.17293
mrt,2016,1410.2936
mrt,2017,1441.35507
mrt,2018,1541.33449
mrt,2019,1600.37443
mus,2006,7146.1281
mus,2007,7494.53245
mus,2008,7246.09005
mus,2009,7183.35851
mus,2010,6799.98287
mus,2011,7011.87348
mus,2012,7446.55621
mus,2013,8028.71503
mus,2014,8322.11025
mus,2015,8661.41009
mus,2016,9089.55854
mus,2017,9469.19164
mus,2018,9966.68315
mus,2019,10330.08373
mwi,2015,299.82842
mys,1970,1112.0433
mys,1971,1067.4896
mys,1972,970.46804
mys,1973,1033.17855
mys,1974,1296.20253
mys,1975,1120.34987
mys,1976,1309.44491
mys,1977,1373.26403
mys,1978,1515.27384
mys,1979,1444.58073
mys,1980,1561.53349
mys,1981,1781.43056
mys,1982,1583.48695
mys,1983,1693.55791
mys,1984,2073.70961
mys,1985,1879.09054
mys,1986,1543.77796
mys,1987,1547.21578
mys,1988,1778.54034
mys,1989,1833.45432
mys,1990,2078.86355
mys,1991,2334.37047
mys,1992,2492.27372
mys,1993,2815.73307
mys,1994,3043.91939
mys,1995,3420.39073
mys,1996,3732.38979
mys,1997,3885.47017
mys,1998,3376.62678
mys,1999,3505.26836
mys,2000,3736.87621
mys,2001,3706.74501
mys,2002,3961.39016
mys,2003,4188.82549
mys,2004,4634.84636
mys,2005,4888.30712
mys,2006,5196.80858
mys,2007,5598.12795
mys,2008,5966.41302
mys,2009,5766.66275
mys,2010,5890.77111
mys,2011,6325.9646
mys,2012,6405.69943
mys,2013,6597.55293
mys,2014,6807.76607
mys,2015,7082.07516
mys,2016,7306.21708
mys,2017,7562.06639
mys,2018,7581.32156
mys,2019,8061.04359
nam,1990,1984.3049
nam,1991,2212.9422
nam,1992,2206.88088
nam,1993,2216.74134
nam,1994,2289.36579
nam,1995,2316.53361
nam,1996,2400.93899
nam,1997,2408.59062
nam,1998,2459.64647
nam,1999,2426.1868
nam,2000,2602.19498
nam,2001,2607.26924
nam,2002,2746.67986
nam,2003,2762.40407
nam,2004,2914.82261
nam,2005,2857.49367
nam,2006,3144.82268
nam,2007,3024.56861
nam,2008,3273.15226
nam,2009,3234.11014
nam,2010,3283.503
nam,2011,3442.42302
nam,2012,3559.9245
nam,2013,3856.14807
nam,2014,4075.54144
nam,2015,4273.54539
nam,2016,4248.35988
nam,2017,4267.00181
nam,2018,4165.02268
nam,2019,4134.42929
ner,1990,453.24409
ner,1991,447.1887
ner,1992,419.75446
ner,1993,421.38051
ner,1994,418.13559
ner,1995,433.10306
ner,1996,409.73515
ner,1997,403.08946
ner,1998,441.19142
ner,1999,428.9384
ner,2000,407.98071
ner,2001,433.26365
ner,2002,440.69164
ner,2003,432.88779
ner,2004,423.70593
ner,2005,438.07543
ner,2006,440.80955
ner,2007,434.51101
ner,2008,452.02434
ner,2009,440.97015
ner,2010,460.00704
ner,2011,452.9397
ner,2012,466.8786
ner,2013,472.1071
ner,2014,479.28711
ner,2015,492.80209
ner,2016,494.31306
ner,2017,495.46525
ner,2018,524.04322
ner,2019,528.44177
nga,1981,2633.7484
nga,1982,2227.5675
nga,1983,1711.65178
nga,1984,1429.86727
nga,1985,1453.52613
nga,1986,1330.06771
nga,1987,1221.97821
nga,1988,1331.2569
nga,1989,1241.18414
nga,1990,1334.4506
nga,1991,1450.63425
nga,1992,1486.52165
nga,1993,1216.13278
nga,1994,1197.43388
nga,1995,1276.47107
nga,1996,1372.4037
nga,1997,1381.50538
nga,1998,1304.5152
nga,1999,1381.25358
nga,2000,1430.76429
nga,2001,1597.61564
nga,2002,1810.48182
nga,2003,1899.81457
nga,2004,1842.76435
nga,2005,1947.97738
nga,2006,2243.10201
nga,2007,2259.30411
nga,2008,2078.45242
nga,2009,2221.08254
nga,2010,2235.37316
nga,2011,2105.72442
nga,2012,2352.69046
nga,2013,2321.74085
nga,2014,2405.92652
nga,2015,2276.96929
nga,2016,2060.25928
nga,2017,1968.16626
nga,2018,1939.15774
nga,2019,1872.73144
nic,1994,972.70696
nic,1995,1058.44791
nic,1996,1103.86703
nic,1997,1146.4669
nic,1998,1217.60137
nic,1999,1241.47132
nic,2000,1258.59249
nic,2001,1251.51089
nic,2002,1249.47584
nic,2003,1247.12307
nic,2004,1278.58239
nic,2005,1327.87476
nic,2006,1302.17191
nic,2007,1361.2177
nic,2008,1408.36908
nic,2009,1385.82156
nic,2010,1396.99891
nic,2011,1447.15609
nic,2012,1491.55194
nic,2013,1512.01665
nic,2014,1626.3533
nic,2015,1748.2949
nic,2016,1811.36227
nic,2017,1861.07273
nic,2018,1732.86853
nic,2019,1700.45576
nld,1970,19467.6645
nld,1971,19819.40665
nld,1972,20349.63548
nld,1973,21527.55611
nld,1974,21603.7463
nld,1975,21069.6023
nld,1976,22113.33332
nld,1977,22380.03989
nld,1978,22661.71584
nld,1979,22716.42432
nld,1980,22743.7066
nld,1981,22505.85047
nld,1982,22325.30047
nld,1983,22599.0285
nld,1984,23380.62097
nld,1985,23271.65653
nld,1986,23840.83177
nld,1987,24032.89345
nld,1988,24462.69734
nld,1989,25372.4084
nld,1990,25742.11268
nld,1991,26334.07735
nld,1992,26308.99127
nld,1993,26617.89178
nld,1994,27586.35623
nld,1995,28756.43917
nld,1996,29650.07041
nld,1997,30884.13511
nld,1998,31941.3728
nld,1999,33749.6393
nld,2000,34906.8105
nld,2001,34628.25994
nld,2002,34391.36966
nld,2003,34767.00466
nld,2004,35019.37513
nld,2005,35023.19874
nld,2006,37159.03294
nld,2007,38021.60071
nld,2008,37155.83858
nld,2009,36017.76045
nld,2010,36636.39184
nld,2011,37284.76421
nld,2012,36895.63192
nld,2013,36545.67818
nld,2014,36267.61402
nld,2015,37489.16289
nld,2016,37530.59506
nld,2017,39437.01879
nld,2018,40281.81438
nld,2019,40638.28104
nor,1970,21500.28978
nor,1971,22753.986
nor,1972,23306.01206
nor,1973,24634.72252
nor,1974,24940.21395
nor,1975,25199.15292
nor,1976,25646.75581
nor,1977,25852.69006
nor,1978,26129.46072
nor,1979,26961.18248
nor,1980,28979.74415
nor,1981,30264.41831
nor,1982,30447.65916
nor,1983,30606.72085
nor,1984,32516.57039
nor,1985,34150.54747
nor,1986,33476.90475
nor,1987,32822.26699
nor,1988,31664.39565
nor,1989,31194.95607
nor,1990,31460.86192
nor,1991,32899.93072
nor,1992,33316.1248
nor,1993,33921.26621
nor,1994,35455.60509
nor,1995,37301.90954
nor,1996,39102.21023
nor,1997,42291.17364
nor,1998,43214.46382
nor,1999,44151.46863
nor,2000,47248.92896
nor,2001,49077.90105
nor,2002,48161.72922
nor,2003,48891.38349
nor,2004,52203.93966
nor,2005,57057.40952
nor,2006,60089.83682
nor,2007,60909.44236
nor,2008,61931.22013
nor,2009,56655.84162
nor,2010,58174.83667
nor,2011,58815.94696
nor,2012,60508.93101
nor,2013,61371.73273
nor,2014,62019.12787
nor,2015,60995.97003
nor,2016,59508.77643
nor,2017,60390.37374
nor,2018,61871.01775
nor,2019,59414.73971
npl,2001,570.59416
npl,2002,566.31874
npl,2003,574.99372
npl,2004,583.20072
npl,2005,595.25065
npl,2006,602.27032
npl,2007,612.42256
npl,2008,632.93622
npl,2009,661.48579
npl,2010,699.80512
npl,2011,741.28089
npl,2012,776.11552
npl,2013,793.12164
npl,2014,852.01052
npl,2015,856.54796
npl,2016,832.01821
npl,2017,959.43807
npl,2018,1008.76696
npl,2019,1069.64263
nzl,1971,17380.69229
nzl,1972,18412.78152
nzl,1973,19853.69811
nzl,1974,18704.77866
nzl,1975,16935.77978
nzl,1976,17214.50312
nzl,1977,16488.70238
nzl,1978,16696.19391
nzl,1979,16903.17677
nzl,1980,16822.11921
nzl,1981,17393.8883
nzl,1982,16923.49022
nzl,1983,17499.94167
nzl,1984,17636.5022
nzl,1985,17411.77924
nzl,1986,18759.4532
nzl,1987,19251.93271
nzl,1988,20070.23334
nzl,1989,20118.75479
nzl,1990,19703.91346
nzl,1991,17713.03657
nzl,1992,17787.33943
nzl,1993,18764.022
nzl,1994,19771.81023
nzl,1995,20437.81811
nzl,1996,20500.77734
nzl,1997,21043.04047
nzl,1998,21398.28916
nzl,1999,21915.8118
nzl,2000,22371.14608
nzl,2001,23637.70977
nzl,2002,24368.79855
nzl,2003,25682.13039
nzl,2004,26151.11906
nzl,2005,26293.12976
nzl,2006,26246.29202
nzl,2007,27573.21961
nzl,2008,26105.61622
nzl,2009,27046.27239
nzl,2010,27502.53648
nzl,2011,28469.46941
nzl,2012,28841.51035
nzl,2013,30500.83019
nzl,2014,31049.92117
nzl,2015,31696.7967
nzl,2016,32597.88582
nzl,2017,33656.22094
nzl,2018,33730.63708
nzl,2019,34749.73298
omn,1998,7880.5955
omn,1999,7902.46116
omn,2000,7694.3133
omn,2001,8256.65607
omn,2002,9166.36398
omn,2003,9200.41649
omn,2004,9602.75036
omn,2005,8896.25159
omn,2006,11888.71797
omn,2007,13149.79734
omn,2008,15348.91585
omn,2009,12735.67464
omn,2010,12326.01244
omn,2011,9721.80997
omn,2012,10805.27319
omn,2013,10664.58379
omn,2014,10206.33238
omn,2015,10466.67397
omn,2016,10242.44345
omn,2017,10360.49467
omn,2018,10770.99938
omn,2019,10050.59073
pak,1986,813.77779
pak,1987,843.82449
pak,1988,876.2334
pak,1989,880.44166
pak,1990,881.48669
pak,1991,890.08434
pak,1992,926.29281
pak,1993,914.34585
pak,1994,925.69779
pak,1995,957.99386
pak,1996,972.75734
pak,1997,950.01884
pak,1998,976.35608
pak,1999,982.25758
pak,2000,976.18551
pak,2001,976.5777
pak,2002,976.27093
pak,2003,1009.28454
pak,2004,1057.87617
pak,2005,1091.26943
pak,2006,1099.52991
pak,2007,1123.27006
pak,2008,1098.22077
pak,2009,1121.81155
pak,2010,1130.84266
pak,2011,1149.73276
pak,2012,1148.6541
pak,2013,1175.70785
pak,2014,1213.3749
pak,2015,1256.45335
pak,2016,1317.86964
pak,2017,1371.14807
pak,2018,1409.87698
pak,2019,1400.25892
pan,1971,3718.09955
pan,1972,3829.24617
pan,1973,3856.0144
pan,1974,3689.93774
pan,1975,3735.13145
pan,1976,3566.42356
pan,1977,3927.61391
pan,1978,4304.44796
pan,1979,4226.05471
pan,1980,4080.12149
pan,1981,4398.01782
pan,1982,4639.87726
pan,1983,4558.9848
pan,1984,4401.62434
pan,1985,4699.67684
pan,1986,4763.33167
pan,1987,5180.84252
pan,1988,4180.18472
pan,1989,4055.23009
pan,1990,4217.01121
pan,1991,4407.24344
pan,1992,4944.04146
pan,1993,5191.53683
pan,1994,5281.12312
pan,1995,4953.77028
pan,1996,5119.5406
pan,1997,5384.88646
pan,1998,5639.04428
pan,1999,5570.97499
pan,2000,5598.99571
pan,2001,5556.54696
pan,2002,5806.17333
pan,2003,5931.73344
pan,2004,6028.6518
pan,2005,6507.06449
pan,2006,6848.27248
pan,2007,7445.68638
pan,2008,8083.36499
pan,2009,8395.40595
pan,2010,8445.10044
pan,2011,9456.42348
pan,2012,10129.43993
pan,2013,10871.65234
pan,2014,10960.91359
pan,2015,11956.8149
pan,2016,12191.59473
pan,2017,12689.17276
pan,2018,12423.43194
pan,2019,12443.62795
per,1970,2910.09567
per,1971,2937.52484
per,1972,2924.53611
per,1973,3054.20665
per,1974,3137.63267
per,1975,3142.74969
per,1976,3050.68055
per,1977,2990.58935
per,1978,2734.3999
per,1979,2721.02863
per,1980,2848.0657
per,1981,2988.73247
per,1982,2949.6732
per,1983,2519.90562
per,1984,2544.6153
per,1985,2605.09253
per,1986,2765.79222
per,1987,3054.59648
per,1988,2340.53267
per,1989,2032.00474
per,1990,2089.77985
per,1991,2220.62312
per,1992,2179.43037
per,1993,2236.86296
per,1994,2481.01216
per,1995,2630.158
per,1996,2667.55491
per,1997,2814.56542
per,1998,2722.02686
per,1999,2624.03612
per,2000,2605.34638
per,2001,2604.47933
per,2002,2714.05714
per,2003,2771.93182
per,2004,2814.89617
per,2005,2963.20289
per,2006,3173.8449
per,2007,3501.05209
per,2008,3796.7216
per,2009,3906.42044
per,2010,4331.52944
per,2011,4666.80485
per,2012,4965.58317
per,2013,5225.83981
per,2014,5310.18972
per,2015,5383.98791
per,2016,5387.68158
per,2017,5441.87016
per,2018,5495.47174
per,2019,5688.71495
phl,1981,1787.70583
phl,1982,1781.56846
phl,1983,1760.5438
phl,1984,1543.16871
phl,1985,1398.56994
phl,1986,1401.60773
phl,1987,1467.04429
phl,1988,1536.84764
phl,1989,1570.35111
phl,1990,1624.0107
phl,1991,1584.59637
phl,1992,1583.65615
phl,1993,1553.21675
phl,1994,1608.11806
phl,1995,1638.08942
phl,1996,1683.10747
phl,1997,1746.16153
phl,1998,1891.69846
phl,1999,1930.88847
phl,2000,1929.14789
phl,2001,1914.89455
phl,2002,1932.31564
phl,2003,1983.15039
phl,2004,1984.59635
phl,2005,2046.88853
phl,2006,2105.05817
phl,2007,2166.9794
phl,2008,2245.74445
phl,2009,2325.86579
phl,2010,2444.04905
phl,2011,2423.93928
phl,2012,2597.82389
phl,2013,2768.1349
phl,2014,2893.5272
phl,2015,3049.64209
phl,2016,3198.58361
phl,2017,3356.96485
phl,2018,3460.88215
phl,2019,3556.63575
png,2015,2164.13218
pol,1995,4750.0781
pol,1996,5031.68944
pol,1997,5325.98654
pol,1998,5597.34565
pol,1999,5837.78327
pol,2000,6089.80261
pol,2001,6189.21982
pol,2002,6321.24522
pol,2003,6462.78367
pol,2004,6695.34192
pol,2005,7107.92922
pol,2006,7492.65088
pol,2007,8001.58207
pol,2008,8530.09614
pol,2009,8825.3336
pol,2010,9005.66781
pol,2011,9345.471
pol,2012,9501.80563
pol,2013,9673.76213
pol,2014,10055.85303
pol,2015,10645.88915
pol,2016,10939.98162
pol,2017,11489.70111
pol,2018,12050.10924
pol,2019,12736.9353
prt,1970,5995.62191
prt,1971,6501.80632
prt,1972,7044.64575
prt,1973,7967.53256
prt,1974,7931.75308
prt,1975,7130.34112
prt,1976,7357.16945
prt,1977,7578.52378
prt,1978,7496.17904
prt,1979,7735.637
prt,1980,7806.82711
prt,1981,7617.62607
prt,1982,7582.45291
prt,1983,7654.50479
prt,1984,7455.20905
prt,1985,7887.60663
prt,1986,8808.74032
prt,1987,9405.64698
prt,1988,10115.46864
prt,1989,10793.99384
prt,1990,11602.82929
prt,1991,12138.65292
prt,1992,12684.30458
prt,1993,12540.01129
prt,1994,12900.58029
prt,1995,13026.90245
prt,1996,13338.19571
prt,1997,13791.86448
prt,1998,14528.07883
prt,1999,15066.11092
prt,2000,15004.23293
prt,2001,15216.84345
prt,2002,15331.53209
prt,2003,15282.54499
prt,2004,15438.4726
prt,2005,15470.25638
prt,2006,15405.16084
prt,2007,15812.5763
prt,2008,15423.66979
prt,2009,15173.94181
prt,2010,15391.4376
prt,2011,15230.40233
prt,2012,14547.61146
prt,2013,14873.79112
prt,2014,14957.58692
prt,2015,15408.36927
prt,2016,15916.09225
prt,2017,16436.7597
prt,2018,16842.14313
prt,2019,17307.72373
pry,1995,3554.11028
pry,1996,3550.90415
pry,1997,3378.87702
pry,1998,3448.48961
pry,1999,3275.65703
pry,2000,2887.05297
pry,2001,3013.5543
pry,2002,3365.33754
pry,2003,3165.06653
pry,2004,3262.08453
pry,2005,3187.16059
pry,2006,3308.73391
pry,2007,3615.61
pry,2008,3766.69128
pry,2009,3731.57118
pry,2010,4104.89083
pry,2011,4287.45083
pry,2012,4094.59871
pry,2013,4468.30982
pry,2014,4729.46512
pry,2015,4758.64159
pry,2016,4969.20228
pry,2017,5206.09951
pry,2018,5244.57517
pry,2019,5168.11607
qat,2015,46735.92977
rou,1990,2438.67781
rou,1991,2247.25938
rou,1992,2116.51252
rou,1993,2234.83433
rou,1994,2466.3353
rou,1995,2604.8643
rou,1996,2617.26533
rou,1997,2629.63451
rou,1998,2770.33476
rou,1999,2761.9342
rou,2000,2912.22375
rou,2001,3119.31702
rou,2002,3286.03883
rou,2003,3433.96451
rou,2004,3894.60394
rou,2005,4341.23019
rou,2006,4902.24816
rou,2007,5654.97614
rou,2008,6583.13888
rou,2009,6272.70359
rou,2010,5980.83327
rou,2011,6023.51218
rou,2012,6123.22132
rou,2013,6458.64247
rou,2014,6862.83797
rou,2015,7204.06691
rou,2016,7577.93468
rou,2017,8238.51052
rou,2018,8649.18452
rou,2019,9575.49909
rus,1992,4155.44455
rus,1993,3065.95628
rus,1994,2435.94101
rus,1995,2216.02453
rus,1996,2655.44929
rus,1997,2763.27727
rus,1998,2589.03599
rus,1999,3132.58226
rus,2000,3849.37555
rus,2001,3974.23455
rus,2002,4129.66007
rus,2003,4439.38691
rus,2004,5124.11447
rus,2005,5697.15753
rus,2006,6412.08118
rus,2007,7333.46522
rus,2008,7716.99466
rus,2009,6356.57894
rus,2010,7108.36704
rus,2011,7783.40579
rus,2012,8086.55662
rus,2013,8040.32844
rus,2014,7865.3597
rus,2015,7391.98563
rus,2016,7105.98338
rus,2017,7319.48701
rus,2018,7718.2354
rus,2019,7707.02121
rwa,1980,270.71682
rwa,1981,293.29423
rwa,1982,279.97156
rwa,1983,310.50695
rwa,1984,280.92682
rwa,1985,267.73526
rwa,1986,274.58643
rwa,1987,244.78438
rwa,1988,253.64038
rwa,1989,242.99995
rwa,1990,241.77353
rwa,1991,263.58043
rwa,1992,285.52598
rwa,1993,287.32765
rwa,1994,120.09475
rwa,1995,189.51528
rwa,1996,201.72685
rwa,1997,232.50895
rwa,1998,231.75637
rwa,1999,273.53968
rwa,2000,292.24127
rwa,2001,297.1684
rwa,2002,324.62055
rwa,2003,307.38598
rwa,2004,337.35882
rwa,2005,369.54151
rwa,2006,413.69591
rwa,2007,433.37136
rwa,2008,426.6705
rwa,2009,450.70495
rwa,2010,469.70371
rwa,2011,501.41353
rwa,2012,527.10189
rwa,2013,537.94408
rwa,2014,559.98264
rwa,2015,608.56238
rwa,2016,621.48111
rwa,2017,624.20741
rwa,2018,661.31428
rwa,2019,708.1777
sau,2000,11235.1004
sau,2001,10780.76225
sau,2002,11570.449
sau,2003,11766.45104
sau,2004,13140.55177
sau,2005,14852.95329
sau,2006,16154.15785
sau,2007,16919.7266
sau,2008,18991.35123
sau,2009,16270.1197
sau,2010,17879.18849
sau,2011,20232.29722
sau,2012,20675.77539
sau,2013,20052.27891
sau,2014,19463.64389
sau,2015,16881.08275
sau,2016,16258.36324
sau,2017,16636.35799
sau,2018,17474.33248
sau,2019,17670.70791
sdn,2011,1024.85997
sdn,2012,1062.60015
sdn,2013,1050.01813
sdn,2014,1188.62698
sdn,2015,1183.36651
sdn,2016,1202.68863
sdn,2017,1167.03365
sdn,2018,1064.48895
sdn,2019,1041.39035
sen,1971,979.79516
sen,1972,1007.95558
sen,1973,905.4997
sen,1974,955.49496
sen,1975,966.86936
sen,1976,1005.27679
sen,1977,981.2952
sen,1978,924.94323
sen,1979,948.92958
sen,1980,907.02847
sen,1981,959.80815
sen,1982,912.11627
sen,1983,819.2309
sen,1984,870.87282
sen,1985,931.74761
sen,1986,958.42343
sen,1987,992.3965
sen,1988,914.82555
sen,1989,882.38573
sen,1990,868.71172
sen,1991,865.65853
sen,1992,855.9863
sen,1993,824.01644
sen,1994,710.63458
sen,1995,751.18696
sen,1996,740.32387
sen,1997,769.75493
sen,1998,778.50864
sen,1999,857.38696
sen,2000,839.91991
sen,2001,906.28982
sen,2002,859.0596
sen,2003,913.06036
sen,2004,905.3862
sen,2005,938.29615
sen,2006,937.90848
sen,2007,947.18667
sen,2008,921.54715
sen,2009,966.87415
sen,2010,980.12587
sen,2011,938.04181
sen,2012,921.47022
sen,2013,950.30189
sen,2014,1009.70128
sen,2015,1068.18496
sen,2016,1121.21527
sen,2017,1179.5996
sen,2018,1200.05793
sen,2019,1227.19294
sgp,2015,43437.32497
slb,1980,2474.6807
slb,1981,2517.31463
slb,1982,2321.7903
slb,1983,2330.28148
slb,1984,2263.99438
slb,1985,2143.20456
slb,1986,1980.16375
slb,1987,2010.10817
slb,1988,2052.75065
slb,1989,2055.44646
slb,1990,2599.94732
slb,1991,2056.62291
slb,1992,2290.38024
slb,1993,2608.10363
slb,1994,3198.82584
slb,1995,3439.78745
slb,1996,2694.61048
slb,1997,2717.89685
slb,1998,2255.79933
slb,1999,2218.55614
slb,2000,1776.09599
slb,2001,1466.13355
slb,2002,1496.14534
slb,2003,1537.70662
slb,2004,1610.03739
slb,2005,1556.16829
slb,2006,1570.63899
slb,2007,1628.82311
slb,2008,1584.09344
slb,2009,1693.30122
slb,2010,1793.53632
slb,2011,1857.32566
slb,2012,1851.10799
slb,2013,1946.96826
slb,2014,1874.32747
slb,2015,1911.19224
slb,2016,2062.33253
slb,2017,2009.75424
slb,2018,1973.03442
slb,2019,2061.15448
sle,2001,305.88391
sle,2002,359.63262
sle,2003,357.94284
sle,2004,375.31431
sle,2005,386.4536
sle,2006,399.33342
sle,2007,434.64912
sle,2008,462.71698
sle,2009,484.98515
sle,2010,470.89203
sle,2011,473.25499
sle,2012,573.68319
sle,2013,625.01456
sle,2014,547.56517
sle,2015,493.13356
sle,2016,440.186
sle,2017,533.56529
sle,2018,559.5252
sle,2019,602.93974
slv,1990,2262.35099
slv,1991,2276.98878
slv,1992,2429.69999
slv,1993,2607.88004
slv,1994,2749.65389
slv,1995,2906.40153
slv,1996,2866.63032
slv,1997,2917.60817
slv,1998,2995.27412
slv,1999,2954.51324
slv,2000,2918.55643
slv,2001,2922.25694
slv,2002,2925.85085
slv,2003,2903.60241
slv,2004,2853.63214
slv,2005,2937.66217
slv,2006,3040.50836
slv,2007,3035.88199
slv,2008,2973.27221
slv,2009,2832.50258
slv,2010,2846.89696
slv,2011,2940.93548
slv,2012,2957.56527
slv,2013,2987.5512
slv,2014,2961.69093
slv,2015,3078.959
slv,2016,3129.16293
slv,2017,3119.56814
slv,2018,3093.77069
slv,2019,3247.78851
som,2015,196.06211
srb,2006,3833.58584
srb,2007,4108.03442
srb,2008,4370.54485
srb,2009,4350.90816
srb,2010,4214.44895
srb,2011,4257.3648
srb,2012,3918.27494
srb,2013,4081.50719
srb,2014,3968.74235
srb,2015,4585.51385
srb,2016,4726.53613
srb,2017,4775.74928
srb,2018,5083.42976
srb,2019,5313.91435
ssd,2012,1212.70333
ssd,2013,761.73082
ssd,2014,902.67308
ssd,2015,808.68066
stp,2015,874.11499
sur,2015,7459.43039
svk,1995,5475.29377
svk,1996,5875.43069
svk,1997,6392.08129
svk,1998,6722.57398
svk,1999,6694.73708
svk,2000,6866.52645
svk,2001,7264.97028
svk,2002,7671.82173
svk,2003,7765.02079
svk,2004,8499.19572
svk,2005,9406.04395
svk,2006,10249.79346
svk,2007,11440.06656
svk,2008,12044.34855
svk,2009,11344.76318
svk,2010,11929.48088
svk,2011,11929.11909
svk,2012,12265.86983
svk,2013,12371.75754
svk,2014,12655.97376
svk,2015,13139.90937
svk,2016,13259.99742
svk,2017,13691.92545
svk,2018,14262.54216
svk,2019,14528.40792
svn,1995,11053.85563
svn,1996,11341.05961
svn,1997,11916.64196
svn,1998,12342.70771
svn,1999,13099.55716
svn,2000,13039.2751
svn,2001,13653.75915
svn,2002,14223.51944
svn,2003,14680.50297
svn,2004,15117.3775
svn,2005,15524.39966
svn,2006,16304.6851
svn,2007,17351.10659
svn,2008,17662.33463
svn,2009,16381.89665
svn,2010,16132.01775
svn,2011,16047.23709
svn,2012,15239.28881
svn,2013,15168.32683
svn,2014,15827.69613
svn,2015,15893.92811
svn,2016,16694.89483
svn,2017,17713.97133
svn,2018,18670.02186
svn,2019,19292.28461
swe,1970,23144.03654
swe,1971,23199.51544
swe,1972,23682.71337
swe,1973,24527.31359
swe,1974,24472.54472
swe,1975,25568.53092
swe,1976,25691.37953
swe,1977,24692.87148
swe,1978,24770.58543
swe,1979,25477.78248
swe,1980,25707.99455
swe,1981,25699.14973
