geo,time,sh_sta_suic_p5
hnd,2004,2.1
hnd,2005,2.2
hnd,2006,2.2
hnd,2007,2.1
hnd,2008,2.1
hnd,2009,2
hnd,2010,2
hnd,2011,1.9
hnd,2012,3.3
hnd,2013,3.2
hnd,2014,3.4
hnd,2015,4
hnd,2016,2
hnd,2017,2.1
hnd,2018,2
hnd,2019,2.1
hrv,2000,20.8
hrv,2001,19.7
hrv,2002,19.5
hrv,2003,19.7
hrv,2004,20.2
hrv,2005,20.1
hrv,2006,18.3
hrv,2007,18.1
hrv,2008,18.4
hrv,2009,18.3
hrv,2010,18.3
hrv,2011,16.4
hrv,2012,18.4
hrv,2013,16.5
hrv,2014,17.3
hrv,2015,17.6
hrv,2016,16.4
hrv,2017,15.7
hrv,2018,16.4
hrv,2019,16.4
hti,2000,9.7
hti,2001,9.5
hti,2002,9.3
hti,2003,9.3
hti,2004,9
hti,2005,9.4
hti,2006,9.6
hti,2007,10
hti,2008,10.1
hti,2009,10.3
hti,2010,10.9
hti,2011,10.1
hti,2012,10
hti,2013,9.9
hti,2014,10
hti,2015,10
hti,2016,9.8
hti,2017,9.7
hti,2018,9.7
hti,2019,9.6
hun,2000,33.4
hun,2001,29.8
hun,2002,28.6
hun,2003,28
hun,2004,27.5
hun,2005,26.4
hun,2006,24.9
hun,2007,25
hun,2008,25.4
hun,2009,25.4
hun,2010,25.5
hun,2011,25.1
hun,2012,24.8
hun,2013,22.1
hun,2014,20.4
hun,2015,19.9
hun,2016,18.7
hun,2017,17.5
hun,2018,17.7
hun,2019,16.6
idn,2000,3.5
idn,2001,3.4
idn,2002,3.3
idn,2003,3.2
idn,2004,3.2
idn,2005,3
idn,2006,2.9
idn,2007,2.9
idn,2008,2.8
idn,2009,2.7
idn,2010,2.6
idn,2011,2.6
idn,2012,2.5
idn,2013,2.5
idn,2014,2.4
idn,2015,2.4
idn,2016,2.4
idn,2017,2.4
idn,2018,2.4
idn,2019,2.4
ind,2000,17
ind,2001,16.6
ind,2002,16.1
ind,2003,15.3
ind,2004,15.2
ind,2005,15.5
ind,2006,15.6
ind,2007,15.3
ind,2008,15.1
ind,2009,14.5
ind,2010,14.6
ind,2011,14.7
ind,2012,14.3
ind,2013,13.7
ind,2014,12.8
ind,2015,12.3
ind,2016,12.1
ind,2017,12
ind,2018,12.6
ind,2019,12.7
irl,2000,12.7
irl,2001,13.2
irl,2002,12.2
irl,2003,12.1
irl,2004,11.9
irl,2005,11.8
irl,2006,10.9
irl,2007,11.5
irl,2008,12.2
irl,2009,14
irl,2010,11.9
irl,2011,12.5
irl,2012,12.4
irl,2013,11.4
irl,2014,11
irl,2015,9.3
irl,2016,10
irl,2017,10
irl,2018,9.9
irl,2019,9.6
irn,2000,8
irn,2001,7.8
irn,2002,7.5
irn,2003,7
irn,2004,6.7
irn,2005,6.3
irn,2006,6
irn,2007,6.4
irn,2008,6.2
irn,2009,6.2
irn,2010,6.3
irn,2011,6.8
irn,2012,6.7
irn,2013,6.6
irn,2014,6.5
irn,2015,6.3
irn,2016,6.2
irn,2017,6
irn,2018,5.7
irn,2019,5.2
irq,2000,3.8
irq,2001,3.8
irq,2002,3.8
irq,2003,3.8
irq,2004,3.8
irq,2005,3.8
irq,2006,3.8
irq,2007,3.7
irq,2008,3.6
irq,2009,3.7
irq,2010,3.9
irq,2011,4.1
irq,2012,4.1
irq,2013,4.2
irq,2014,4.1
irq,2015,4.1
irq,2016,4
irq,2017,3.9
irq,2018,3.7
irq,2019,3.6
isl,2000,13.1
isl,2001,12.8
isl,2002,12.2
isl,2003,12.5
isl,2004,12.4
isl,2005,11.8
isl,2006,12.5
isl,2007,14.8
isl,2008,14.8
isl,2009,14.3
isl,2010,12.8
isl,2011,11.6
isl,2012,13.5
isl,2013,13.9
isl,2014,15.7
isl,2015,14.3
isl,2016,13
isl,2017,12.2
isl,2018,10.8
isl,2019,11.9
isr,2000,6.8
isr,2001,6.4
isr,2002,5.9
isr,2003,6.4
isr,2004,6.1
isr,2005,6.7
isr,2006,5.5
isr,2007,5.2
isr,2008,5.3
isr,2009,6
isr,2010,6.7
isr,2011,5.7
isr,2012,6.1
isr,2013,5.2
isr,2014,5.1
isr,2015,4.5
isr,2016,5.2
isr,2017,5.1
isr,2018,5.4
isr,2019,5.3
ita,2000,7.5
ita,2001,7.3
ita,2002,7.4
ita,2003,7.4
ita,2004,7.2
ita,2005,6.7
ita,2006,6.7
ita,2007,6.7
ita,2008,6.9
ita,2009,7
ita,2010,6.9
ita,2011,7.4
ita,2012,7.6
ita,2013,7.5
ita,2014,7.2
ita,2015,7.1
ita,2016,6.6
ita,2017,7.1
ita,2018,6.7
ita,2019,6.7
jam,2000,1.9
jam,2001,1.9
jam,2002,1.8
jam,2003,1.7
jam,2004,1.6
jam,2005,1.5
jam,2006,1.5
jam,2007,1.8
jam,2008,2.2
jam,2009,2.3
jam,2010,1.9
jam,2011,2.2
jam,2012,2.1
jam,2013,2
jam,2014,2.2
jam,2015,2.2
jam,2016,2.2
jam,2017,2.3
jam,2018,2.3
jam,2019,2.4
jor,2000,2.5
jor,2001,2.4
jor,2002,2.3
jor,2003,2.3
jor,2004,2.2
jor,2005,2
jor,2006,1.9
jor,2007,1.7
jor,2008,1.7
jor,2009,1.6
jor,2010,1.5
jor,2011,1.5
jor,2012,1.5
jor,2013,1.5
jor,2014,1.5
jor,2015,1.5
jor,2016,1.5
jor,2017,1.5
jor,2018,1.6
jor,2019,1.6
jpn,2000,23.9
jpn,2001,23.2
jpn,2002,23.8
jpn,2003,25.6
jpn,2004,24.1
jpn,2005,24.3
jpn,2006,23.9
jpn,2007,25
jpn,2008,24.4
jpn,2009,24.9
jpn,2010,24.1
jpn,2011,23.4
jpn,2012,21.6
jpn,2013,21.4
jpn,2014,20.1
jpn,2015,19.1
jpn,2016,17.5
jpn,2017,17
jpn,2018,16.7
jpn,2019,15.3
kaz,2000,38.7
kaz,2001,39
kaz,2002,38.2
kaz,2003,39.2
kaz,2004,39.7
kaz,2005,39.2
kaz,2006,38
kaz,2007,38
kaz,2008,34.6
kaz,2009,30.3
kaz,2010,29.9
kaz,2011,28.7
kaz,2012,27.6
kaz,2013,26.3
kaz,2014,24.2
kaz,2015,23.2
kaz,2016,21.7
kaz,2017,20.8
kaz,2018,19
kaz,2019,17.6
ken,2000,7.6
ken,2001,6.9
ken,2002,6.4
ken,2003,6.1
ken,2004,5.7
ken,2005,6
ken,2006,6
ken,2007,6.3
ken,2008,6.2
ken,2009,6
ken,2010,6
ken,2011,5.9
ken,2012,5.9
ken,2013,5.9
ken,2014,5.7
ken,2015,5.5
ken,2016,5.4
ken,2017,5.6
ken,2018,6
ken,2019,6.1
kgz,2000,14.8
kgz,2001,14.1
kgz,2002,14
kgz,2003,13.2
kgz,2004,12.6
kgz,2005,13.2
kgz,2006,13.1
kgz,2007,12.6
kgz,2008,12.3
kgz,2009,11.9
kgz,2010,11.4
kgz,2011,11.3
kgz,2012,10.9
kgz,2013,10.5
kgz,2014,10.5
kgz,2015,9.9
kgz,2016,8.6
kgz,2017,8.3
kgz,2018,8
kgz,2019,7.4
khm,2000,5
khm,2001,5.1
khm,2002,5.1
khm,2003,5.1
khm,2004,5.3
khm,2005,5.5
khm,2006,5.7
khm,2007,5.7
khm,2008,5.6
khm,2009,5.4
khm,2010,5.4
khm,2011,5.3
khm,2012,5.2
khm,2013,5.2
khm,2014,5.1
khm,2015,5.1
khm,2016,5.1
khm,2017,5
khm,2018,4.9
khm,2019,4.9
kir,2000,31.2
kir,2001,31.1
kir,2002,30.9
kir,2003,29.4
kir,2004,29.3
kir,2005,30.1
kir,2006,29.4
kir,2007,30.9
kir,2008,31.5
kir,2009,30.9
kir,2010,30.7
kir,2011,30.8
kir,2012,30
kir,2013,30.5
kir,2014,29.8
kir,2015,29.7
kir,2016,29.5
kir,2017,29.6
kir,2018,28.1
kir,2019,28.3
kor,2000,14.5
kor,2001,15.6
kor,2002,19
kor,2003,24.1
kor,2004,25.4
kor,2005,26.7
kor,2006,23.7
kor,2007,26.7
kor,2008,28.6
kor,2009,34.2
kor,2010,34
kor,2011,34.5
kor,2012,30.2
kor,2013,30.6
kor,2014,29
kor,2015,28
kor,2016,27.2
kor,2017,25.8
kor,2018,28.6
kor,2019,28.6
kwt,2000,3
kwt,2001,2.6
kwt,2002,2.8
kwt,2003,2.6
kwt,2004,2.7
kwt,2005,2.6
kwt,2006,2.7
kwt,2007,2.6
kwt,2008,2.9
kwt,2009,2.7
kwt,2010,2.5
kwt,2011,2.3
kwt,2012,2.4
kwt,2013,2.4
kwt,2014,2.5
kwt,2015,2.6
kwt,2016,2.6
kwt,2017,2.7
kwt,2018,2.8
kwt,2019,2.9
lao,2000,6.9
lao,2001,6.9
lao,2002,6.7
lao,2003,6.5
lao,2004,6.5
lao,2005,6.5
lao,2006,6.4
lao,2007,6.3
lao,2008,6.3
lao,2009,6.1
lao,2010,6
lao,2011,5.9
lao,2012,5.7
lao,2013,5.7
lao,2014,5.5
lao,2015,5.6
lao,2016,5.6
lao,2017,5.6
lao,2018,5.6
lao,2019,5.4
lbn,2000,2.8
lbn,2001,2.7
lbn,2002,2.7
lbn,2003,2.6
lbn,2004,2.7
lbn,2005,2.7
lbn,2006,2.5
lbn,2007,2.9
lbn,2008,2.9
lbn,2009,3
lbn,2010,3
lbn,2011,3
lbn,2012,3
lbn,2013,3
lbn,2014,2.8
lbn,2015,2.8
lbn,2016,2.7
lbn,2017,3
lbn,2018,2.5
lbn,2019,2.8
lbr,2000,5.1
lbr,2001,4.8
lbr,2002,4.8
lbr,2003,4.8
lbr,2004,4.8
lbr,2005,4.7
lbr,2006,4.8
lbr,2007,4.9
lbr,2008,4.8
lbr,2009,4.8
lbr,2010,4.9
lbr,2011,5
lbr,2012,5
lbr,2013,4.9
lbr,2014,4.9
lbr,2015,4.5
lbr,2016,4.5
lbr,2017,4.5
lbr,2018,4.4
lbr,2019,4.5
lby,2000,4.9
lby,2001,5.1
lby,2002,5.2
lby,2003,5.1
lby,2004,4.4
lby,2005,4.3
lby,2006,4.2
lby,2007,4.9
lby,2008,5.4
lby,2009,5.7
lby,2010,5.6
lby,2011,5.1
lby,2012,5.7
lby,2013,4.8
lby,2014,6.3
lby,2015,5.6
lby,2016,5
lby,2017,5.5
lby,2018,5.8
lby,2019,4.5
lca,2000,7.2
lca,2001,7.3
lca,2002,6.8
lca,2003,7.2
lca,2004,6.9
lca,2005,7.1
lca,2006,7.6
lca,2007,7.1
lca,2008,8
lca,2009,7.2
lca,2010,7.9
lca,2011,7.2
lca,2012,8.7
lca,2013,8.3
lca,2014,8.9
lca,2015,8.7
lca,2016,7.4
lca,2017,7.9
lca,2018,8
lca,2019,7.9
lka,2000,26.7
lka,2001,21.8
lka,2002,21
lka,2003,20.9
lka,2004,21.8
lka,2005,28.6
lka,2006,18.3
lka,2007,20
lka,2008,17.5
lka,2009,22.7
lka,2010,21.9
lka,2011,17.9
lka,2012,16.6
lka,2013,15.2
lka,2014,13.1
lka,2015,15.1
lka,2016,14.8
lka,2017,14.4
lka,2018,14.2
lka,2019,14
lso,2000,28.6
lso,2001,27.3
lso,2002,29.2
lso,2003,31.9
lso,2004,33.5
lso,2005,33.6
lso,2006,40.3
lso,2007,45
lso,2008,57.8
lso,2009,63.3
lso,2010,65.4
lso,2011,69.5
lso,2012,79.1
lso,2013,87.6
lso,2014,92.6
lso,2015,92.4
lso,2016,87
lso,2017,78.3
lso,2018,76.6
lso,2019,72.4
ltu,2000,50.1
ltu,2001,47.1
ltu,2002,47
ltu,2003,45.4
ltu,2004,43.3
ltu,2005,42.7
ltu,2006,35.2
ltu,2007,34.5
ltu,2008,37.8
ltu,2009,39.2
ltu,2010,37.2
ltu,2011,38.1
ltu,2012,35
ltu,2013,40.5
ltu,2014,35.6
ltu,2015,34.9
ltu,2016,32.8
ltu,2017,29.7
ltu,2018,27.4
ltu,2019,26.1
lux,2000,16.1
lux,2001,16.7
lux,2002,16.1
lux,2003,15.3
lux,2004,12.1
lux,2005,13.4
lux,2006,15.2
lux,2007,14
lux,2008,13.4
lux,2009,11.3
lux,2010,12
lux,2011,11.9
lux,2012,11.3
lux,2013,11.3
lux,2014,12.7
lux,2015,12.2
lux,2016,10.2
lux,2017,9.8
lux,2018,10.6
lux,2019,11.3
lva,2000,34.7
lva,2001,32.2
lva,2002,31.5
lva,2003,29.1
lva,2004,26.8
lva,2005,26.5
lva,2006,23.2
lva,2007,20.9
lva,2008,26.4
lva,2009,26.3
lva,2010,22.5
lva,2011,22.7
lva,2012,23.5
lva,2013,20.6
lva,2014,20.7
lva,2015,21.6
lva,2016,21.3
lva,2017,21.4
lva,2018,18.1
lva,2019,20.1
mar,2000,9.9
mar,2001,9.9
mar,2002,9.6
mar,2003,9.6
mar,2004,9.5
mar,2005,9.4
mar,2006,9.3
mar,2007,9.3
mar,2008,9.3
mar,2009,9.2
mar,2010,9.2
mar,2011,9.2
mar,2012,8.9
mar,2013,8
mar,2014,7.7
mar,2015,7.4
mar,2016,7.2
mar,2017,7.1
mar,2018,7.2
mar,2019,7.2
mda,2000,17.2
mda,2001,18.6
mda,2002,17.7
mda,2003,18.5
mda,2004,18.3
mda,2005,19.4
mda,2006,19.7
mda,2007,17.2
mda,2008,19.1
mda,2009,19.7
mda,2010,20.5
mda,2011,15.3
mda,2012,17
mda,2013,17
mda,2014,17.2
mda,2015,16.2
mda,2016,15.9
mda,2017,14.9
mda,2018,14.4
mda,2019,14.7
mdg,2000,5.8
mdg,2001,5.7
mdg,2002,5.8
mdg,2003,5.9
mdg,2004,5.9
mdg,2005,5.8
mdg,2006,5.8
mdg,2007,5.7
mdg,2008,5.7
mdg,2009,5.7
mdg,2010,5.7
mdg,2011,5.7
mdg,2012,5.6
mdg,2013,5.6
mdg,2014,5.6
mdg,2015,5.5
mdg,2016,5.5
mdg,2017,5.5
mdg,2018,5.5
mdg,2019,5.5
mdv,2000,3.8
mdv,2001,3.7
mdv,2002,3.5
mdv,2003,3.5
mdv,2004,2.9
mdv,2005,3
mdv,2006,3.1
mdv,2007,3
mdv,2008,3.1
mdv,2009,2.9
mdv,2010,2.7
mdv,2011,2.6
mdv,2012,2.6
mdv,2013,2.6
mdv,2014,2.7
mdv,2015,2.8
mdv,2016,3.1
mdv,2017,3.1
mdv,2018,2.9
mdv,2019,2.7
mex,2000,3.5
mex,2001,3.8
mex,2002,3.9
mex,2003,4
mex,2004,4
mex,2005,4.1
mex,2006,4
mex,2007,4.1
mex,2008,4.4
mex,2009,4.6
mex,2010,4.5
mex,2011,5.2
mex,2012,4.9
mex,2013,5.2
mex,2014,5.7
mex,2015,5.6
mex,2016,5.6
mex,2017,5.9
mex,2018,5.4
mex,2019,5.3
mkd,2000,9.3
mkd,2001,12.8
mkd,2002,9.7
mkd,2003,9.1
mkd,2004,10.6
mkd,2005,8.6
mkd,2006,9.7
mkd,2007,9.4
mkd,2008,9.4
mkd,2009,9.7
mkd,2010,7.1
mkd,2011,7.4
mkd,2012,10
mkd,2013,9.7
mkd,2014,9.3
mkd,2015,9.2
mkd,2016,9.3
mkd,2017,9.3
mkd,2018,9.4
mkd,2019,9.4
mli,2000,4.8
mli,2001,4.7
mli,2002,4.7
mli,2003,4.6
mli,2004,4.5
mli,2005,4.6
mli,2006,4.5
mli,2007,4.6
mli,2008,4.6
mli,2009,4.6
mli,2010,4.5
mli,2011,4.5
mli,2012,4.5
mli,2013,4.5
mli,2014,4.4
mli,2015,4.3
mli,2016,4.2
mli,2017,4.1
mli,2018,4.1
mli,2019,4.1
mlt,2000,6.8
mlt,2001,7.2
mlt,2002,5.7
mlt,2003,5.4
mlt,2004,5.9
mlt,2005,5.6
mlt,2006,6.8
mlt,2007,5.5
mlt,2008,6.4
mlt,2009,6.9
mlt,2010,7.5
mlt,2011,6.8
mlt,2012,6
mlt,2013,6.8
mlt,2014,7.1
mlt,2015,7.2
mlt,2016,5.8
mlt,2017,5.5
mlt,2018,6
mlt,2019,6.1
mmr,2000,4.7
mmr,2001,4.4
mmr,2002,4.4
mmr,2003,4.3
mmr,2004,4.2
mmr,2005,4.1
mmr,2006,4.1
mmr,2007,3.9
mmr,2008,3.6
mmr,2009,3.6
mmr,2010,3.5
mmr,2011,3.4
mmr,2012,3.3
mmr,2013,3.3
mmr,2014,3.2
mmr,2015,3.2
mmr,2016,3.2
mmr,2017,3
mmr,2018,2.9
mmr,2019,2.9
mne,2000,20.8
mne,2001,19.9
mne,2002,20.2
mne,2003,20.9
mne,2004,21.2
mne,2005,21.7
mne,2006,22.3
mne,2007,21
mne,2008,20.9
mne,2009,20.9
mne,2010,20.3
mne,2011,20.9
mne,2012,21
mne,2013,20.4
mne,2014,20.6
mne,2015,20.7
mne,2016,20.8
mne,2017,21.1
mne,2018,21.2
mne,2019,21
mng,2000,22
mng,2001,22.3
mng,2002,21.7
mng,2003,23.1
mng,2004,23.7
mng,2005,24
mng,2006,23.7
mng,2007,23.6
mng,2008,23.8
mng,2009,23.6
mng,2010,23.4
mng,2011,22.7
mng,2012,21.7
mng,2013,21
mng,2014,20
mng,2015,20
mng,2016,20.1
mng,2017,19.2
mng,2018,18.6
mng,2019,17.9
moz,2000,12.5
moz,2001,12.4
moz,2002,12.3
moz,2003,12.3
moz,2004,12.4
moz,2005,12.6
moz,2006,12.6
moz,2007,12.6
moz,2008,13.5
moz,2009,14.5
moz,2010,14.9
moz,2011,15.3
moz,2012,15.7
moz,2013,15.3
moz,2014,14.4
moz,2015,13.9
moz,2016,13.6
moz,2017,13.4
moz,2018,13.5
moz,2019,13.6
mrt,2000,3.5
mrt,2001,3.4
mrt,2002,3.4
mrt,2003,3.3
mrt,2004,3.3
mrt,2005,3.2
mrt,2006,3.2
mrt,2007,3.2
mrt,2008,3.1
mrt,2009,3.1
mrt,2010,3.1
mrt,2011,3
mrt,2012,3.1
mrt,2013,3.1
mrt,2014,3.1
mrt,2015,3
mrt,2016,3
mrt,2017,3.1
mrt,2018,3.1
mrt,2019,3.1
mus,2000,11.8
mus,2001,10.1
mus,2002,11.3
mus,2003,7.7
mus,2004,8.2
mus,2005,9
mus,2006,9.2
mus,2007,10.3
mus,2008,6.7
mus,2009,9.1
mus,2010,7.8
mus,2011,9
mus,2012,9.6
mus,2013,8.2
mus,2014,10.2
mus,2015,7.9
mus,2016,8.1
mus,2017,9.6
mus,2018,8.7
mus,2019,9.5
mwi,2000,10.8
mwi,2001,9.8
mwi,2002,8.8
mwi,2003,8.2
mwi,2004,7.8
mwi,2005,7.2
mwi,2006,7.5
mwi,2007,7.8
mwi,2008,7.6
mwi,2009,8
mwi,2010,8.2
mwi,2011,7.3
mwi,2012,6.8
mwi,2013,6.4
mwi,2014,6.3
mwi,2015,6.2
mwi,2016,6.1
mwi,2017,5.9
mwi,2018,5.6
mwi,2019,5.4
mys,2000,4.7
mys,2001,4.5
mys,2002,4.5
mys,2003,4.7
mys,2004,4.7
mys,2005,4.6
mys,2006,4.5
mys,2007,4.4
mys,2008,4.5
mys,2009,4.6
mys,2010,4.5
mys,2011,4.6
mys,2012,4.6
mys,2013,4.4
mys,2014,4.6
mys,2015,4.8
mys,2016,5.1
mys,2017,5.4
mys,2018,5.4
mys,2019,5.7
nam,2000,19.3
nam,2001,18.8
nam,2002,18.7
nam,2003,18.2
nam,2004,16.7
nam,2005,17.8
nam,2006,17.7
nam,2007,17.3
nam,2008,14.1
nam,2009,13.1
nam,2010,12.9
nam,2011,11.4
nam,2012,10.2
nam,2013,10.2
nam,2014,10.9
nam,2015,11.6
nam,2016,10.7
nam,2017,10.9
nam,2018,9.9
nam,2019,9.7
ner,2000,5
ner,2001,5.1
ner,2002,5.1
ner,2003,5.2
ner,2004,5.1
ner,2005,5.3
ner,2006,5.2
ner,2007,5.3
ner,2008,5.2
ner,2009,5.3
ner,2010,5.3
ner,2011,5.4
ner,2012,5.5
ner,2013,5.5
ner,2014,5.5
ner,2015,5.4
ner,2016,5.3
ner,2017,5.3
ner,2018,5.3
ner,2019,5.3
nga,2000,4.9
nga,2001,4.9
nga,2002,4.8
nga,2003,4.8
nga,2004,4.8
nga,2005,4.8
nga,2006,4.7
nga,2007,4.7
nga,2008,4.6
nga,2009,4.5
nga,2010,4.4
nga,2011,4.4
nga,2012,4.2
nga,2013,4.1
nga,2014,3.9
nga,2015,3.7
nga,2016,3.7
nga,2017,3.6
nga,2018,3.5
nga,2019,3.5
nic,2000,5.5
nic,2001,5.2
nic,2002,5
nic,2003,5.6
nic,2004,5.4
nic,2005,5.2
nic,2006,4.6
nic,2007,4.9
nic,2008,5.1
nic,2009,5
nic,2010,4.8
nic,2011,5.5
nic,2012,4.4
nic,2013,5.3
nic,2014,4.5
nic,2015,4.2
nic,2016,4.4
nic,2017,4.4
nic,2018,4.5
nic,2019,4.4
nld,2000,9.6
nld,2001,9.6
nld,2002,10
nld,2003,9.6
nld,2004,9.7
nld,2005,9.8
nld,2006,9.6
nld,2007,8.4
nld,2008,9
nld,2009,9.5
nld,2010,9.8
nld,2011,10.1
nld,2012,10.7
nld,2013,11.8
nld,2014,11.6
nld,2015,11.8
nld,2016,11.9
nld,2017,12.1
nld,2018,11.4
nld,2019,11.8
nor,2000,13.9
nor,2001,14.2
nor,2002,12.1
nor,2003,11.8
nor,2004,12.8
nor,2005,12.4
nor,2006,12.8
nor,2007,11.8
nor,2008,11.8
nor,2009,13
nor,2010,12.4
nor,2011,13.3
nor,2012,11.4
nor,2013,11.8
nor,2014,11.6
nor,2015,12.5
nor,2016,12.6
nor,2017,12.1
nor,2018,12
nor,2019,11.8
npl,2000,8.5
npl,2001,8.1
npl,2002,8
npl,2003,7.8
npl,2004,7.7
npl,2005,7.9
npl,2006,7.7
npl,2007,8
npl,2008,8.3
npl,2009,8.5
npl,2010,8.7
npl,2011,8.9
npl,2012,8.9
npl,2013,8.7
npl,2014,8.5
npl,2015,8.5
npl,2016,8.5
npl,2017,8.7
npl,2018,8.8
npl,2019,9
nzl,2000,12.5
nzl,2001,13.9
nzl,2002,12.5
nzl,2003,13.7
nzl,2004,12.6
nzl,2005,12.9
nzl,2006,13.1
nzl,2007,12.3
nzl,2008,12.4
nzl,2009,11.5
nzl,2010,12.6
nzl,2011,11.4
nzl,2012,12.7
nzl,2013,12.2
nzl,2014,11.3
nzl,2015,11.7
nzl,2016,12.2
nzl,2017,12.7
nzl,2018,11.4
nzl,2019,11
omn,2000,6.2
omn,2001,6.2
omn,2002,5.9
omn,2003,6.1
omn,2004,5.9
omn,2005,6
omn,2006,6.5
omn,2007,6.8
omn,2008,6.8
omn,2009,6.5
omn,2010,6.7
omn,2011,6.1
omn,2012,5.4
omn,2013,5.3
omn,2014,5.1
omn,2015,5
omn,2016,4.7
omn,2017,4.7
omn,2018,4.7
omn,2019,4.9
pak,2000,8.8
pak,2001,8.9
pak,2002,9.1
pak,2003,9.1
pak,2004,9.2
pak,2005,9
pak,2006,9.2
pak,2007,9.1
pak,2008,9
pak,2009,8.8
pak,2010,8.8
pak,2011,8.7
pak,2012,8.8
pak,2013,8.9
pak,2014,8.9
pak,2015,9
pak,2016,9.1
pak,2017,9.1
pak,2018,8.9
pak,2019,8.9
pan,2000,5.4
pan,2001,5.7
pan,2002,5.3
pan,2003,5.9
pan,2004,5.8
pan,2005,5
pan,2006,5.7
pan,2007,4.9
pan,2008,5.4
pan,2009,4.8
pan,2010,4.2
pan,2011,3.8
pan,2012,3.6
pan,2013,3.4
pan,2014,4.1
pan,2015,2.9
pan,2016,3.3
pan,2017,3.2
pan,2018,2.9
pan,2019,2.9
per,2000,3.1
per,2001,2.9
per,2002,2.9
per,2003,3
per,2004,2.8
per,2005,2.7
per,2006,2.7
per,2007,2.6
per,2008,2.7
per,2009,3.3
per,2010,3.5
per,2011,3.3
per,2012,3.2
per,2013,3.1
per,2014,2.9
per,2015,2.7
per,2016,2.6
per,2017,2.7
per,2018,2.8
per,2019,2.8
phl,2000,1.8
phl,2001,1.5
phl,2002,1.7
phl,2003,1.8
phl,2004,1.8
phl,2005,1.9
phl,2006,2
phl,2007,1.9
phl,2008,2
phl,2009,2.3
phl,2010,2.4
phl,2011,2.7
phl,2012,2.4
phl,2013,2.4
phl,2014,2.3
phl,2015,2.3
phl,2016,2.2
phl,2017,2.2
phl,2018,2.2
phl,2019,2.2
png,2000,2.1
png,2001,2.3
png,2002,2.3
png,2003,2.4
png,2004,2.4
png,2005,2.4
png,2006,2.4
png,2007,2.5
png,2008,2.5
png,2009,2.4
png,2010,2.6
png,2011,2.6
png,2012,2.7
png,2013,2.7
png,2014,2.9
png,2015,3
png,2016,3
png,2017,2.8
png,2018,2.9
png,2019,3
pol,2000,17
pol,2001,17.2
pol,2002,17.3
pol,2003,17
pol,2004,17.6
pol,2005,17.7
pol,2006,17.1
pol,2007,15.7
pol,2008,17
pol,2009,19.2
pol,2010,18.6
pol,2011,18
pol,2012,18.5
pol,2013,18.2
pol,2014,17.4
pol,2015,15.9
pol,2016,13.8
pol,2017,13.3
pol,2018,12.7
pol,2019,11.3
prk,2000,9.8
prk,2001,9.5
prk,2002,9.5
prk,2003,9.2
prk,2004,9
prk,2005,8.9
prk,2006,8.9
prk,2007,9
prk,2008,9.4
prk,2009,9.4
prk,2010,9.5
prk,2011,9.7
prk,2012,9.7
prk,2013,9.9
prk,2014,10
prk,2015,10.5
prk,2016,10.4
prk,2017,9.8
prk,2018,9.3
prk,2019,9.4
prt,2000,7.6
prt,2001,8.8
prt,2002,12.5
prt,2003,11.9
prt,2004,10.6
prt,2005,11.4
prt,2006,11.5
prt,2007,12.6
prt,2008,13.1
prt,2009,13.1
prt,2010,13.6
prt,2011,12.3
prt,2012,13.5
prt,2013,12.5
prt,2014,14.2
prt,2015,13.2
prt,2016,11.4
prt,2017,12
prt,2018,11.7
prt,2019,11.5
pry,2000,3.1
pry,2001,3.1
pry,2002,3.6
pry,2003,3.4
pry,2004,4.2
pry,2005,4.4
pry,2006,4.2
pry,2007,3.8
pry,2008,3.6
pry,2009,4.4
pry,2010,3.5
pry,2011,4.6
pry,2012,4.6
pry,2013,4.9
pry,2014,5.9
pry,2015,5.7
pry,2016,5.3
pry,2017,6.1
pry,2018,6
pry,2019,6
qat,2000,7.8
qat,2001,8
qat,2002,7.8
qat,2003,7.4
qat,2004,7.2
qat,2005,6.8
qat,2006,6.8
qat,2007,8.4
qat,2008,8.3
qat,2009,8.4
qat,2010,8.2
qat,2011,8
qat,2012,7.4
qat,2013,6.7
qat,2014,6.3
qat,2015,6.1
qat,2016,6.1
qat,2017,5.8
qat,2018,5.8
qat,2019,5.8
rou,2000,12.9
rou,2001,12.3
rou,2002,14.2
rou,2003,13.5
rou,2004,12.7
rou,2005,12.3
rou,2006,12.9
rou,2007,11.6
rou,2008,11.7
rou,2009,12.2
rou,2010,13.2
rou,2011,12.1
rou,2012,12.6
rou,2013,12.2
rou,2014,11.3
rou,2015,11.5
rou,2016,10.2
rou,2017,10.1
rou,2018,10.2
rou,2019,9.7
rus,2000,53.8
rus,2001,52.4
rus,2002,52
rus,2003,51.6
rus,2004,50.1
rus,2005,49.8
rus,2006,44.8
rus,2007,41.7
rus,2008,40.7
rus,2009,38.4
rus,2010,38.1
rus,2011,35.9
rus,2012,34.4
rus,2013,33.5
rus,2014,33.8
rus,2015,32
rus,2016,31
rus,2017,28.2
rus,2018,27.1
rus,2019,25.1
rwa,2000,15.8
rwa,2001,14
rwa,2002,12.5
rwa,2003,11
rwa,2004,9.6
rwa,2005,8.8
rwa,2006,8.4
rwa,2007,8
rwa,2008,7.5
rwa,2009,7
rwa,2010,6.6
rwa,2011,6.2
rwa,2012,6
rwa,2013,5.8
rwa,2014,5.8
rwa,2015,5.7
rwa,2016,5.7
rwa,2017,5.6
