geo,time,sl_tlf_acti_1524_fe_ne_zs
bmu,1980,67.15
bmu,1991,51.56
bmu,2000,50.54
bol,1976,23.5
bol,1980,24.22
bol,1981,24.32
bol,1982,24.23
bol,1985,23.92
bol,1986,23.36
bol,1987,23.2
bol,1990,22.89
bol,1992,40.24
bol,1995,40.11
bol,1996,42.5
bol,1997,46.06
bol,1999,48.28
bol,2000,43.94
bol,2005,43.68
bol,2006,47.66
bol,2008,45
bol,2009,45.31
bol,2011,44.93
bol,2012,36.33
bol,2013,39.57
bol,2014,43.09
bol,2015,34.68
bol,2016,36.78
bol,2017,37.99
bol,2018,44.12
bol,2019,41.71
bol,2020,42.23
bra,1960,23.01
bra,1970,26.32
bra,1973,43.55
bra,1980,34.82
bra,1985,45.74
bra,1986,45.8
bra,1987,47.24
bra,1988,46.95
bra,1989,46.2
bra,1990,46.82
bra,1991,46.82
bra,1992,52.81
bra,1993,52.08
bra,1995,49.37
bra,1996,48.19
bra,1997,48.45
bra,1998,49.08
bra,1999,49.93
bra,2001,50.75
bra,2002,52.4
bra,2003,52.32
bra,2004,53.88
bra,2005,55.42
bra,2006,54.26
bra,2007,54.26
bra,2008,53.69
bra,2009,53.47
bra,2011,50.33
bra,2012,48.56
bra,2013,47.53
bra,2014,47.01
bra,2015,47.05
bra,2016,48.13
bra,2017,49.4
bra,2018,49.45
bra,2019,50.74
bra,2020,44.27
brb,1970,53.35
brb,1980,58.72
brb,1983,57.66
brb,1986,55.74
brb,1987,54.96
brb,1988,57.94
brb,1989,58.6
brb,1990,62.18
brb,1991,60.58
brb,1992,58.59
brb,1994,56.22
brb,1995,61.4
brb,1996,60.65
brb,1997,58.08
brb,2003,54.02
brb,2004,51.67
brb,2011,49.45
brb,2012,42.47
brb,2013,41.82
brb,2014,46.1
brb,2015,37.98
brb,2016,42.96
brb,2017,39.47
brb,2018,40.39
brb,2019,41.95
brn,1960,19.32
brn,1971,19.53
brn,1978,19.93
brn,1981,32.58
brn,1986,33.09
brn,1991,37.66
brn,2001,44.89
brn,2014,33
brn,2017,35.46
brn,2018,35.27
brn,2019,31.94
brn,2020,35.02
btn,2005,40.91
btn,2006,42.7
btn,2009,52.67
btn,2010,40.29
btn,2011,40.27
btn,2012,35.95
btn,2014,28.4
btn,2015,31.04
bwa,1981,51.73
bwa,1985,58.63
bwa,1991,35.67
bwa,1994,41.5
bwa,1996,31.94
bwa,1998,37.37
bwa,2000,36.34
bwa,2001,34.29
bwa,2006,37.34
bwa,2009,35.62
bwa,2010,34.69
bwa,2013,42.74
bwa,2019,31.23
bwa,2020,31.8
caf,1988,57.78
can,1961,41.19
can,1971,49.27
can,1976,58.16
can,1977,59.26
can,1978,60.4
can,1979,62.37
can,1980,63.89
can,1981,64.82
can,1982,63.82
can,1983,64.49
can,1984,65.02
can,1985,65.84
can,1986,67.08
can,1987,67.51
can,1988,68.02
can,1989,68.46
can,1990,67.34
can,1991,66.1
can,1992,64.46
can,1993,62.24
can,1994,61.86
can,1995,61.34
can,1996,60.37
can,1997,59.21
can,1998,60.11
can,1999,61.56
can,2000,62.88
can,2001,63.24
can,2002,65.26
can,2003,66.48
can,2004,66.07
can,2005,65.7
can,2006,66.23
can,2007,66.49
can,2008,66.8
can,2009,65.26
can,2010,64.82
can,2011,64.45
can,2012,63.69
can,2013,63.83
can,2014,64.63
can,2015,64.42
can,2016,64.02
can,2017,63.98
can,2018,63.33
can,2019,65.1
can,2020,61.56
can,2021,63.81
che,1960,66.5
che,1970,65.26
che,1980,63.36
che,1990,66.6
che,1991,70.29
che,1992,69.64
che,1993,72.22
che,1994,67.79
che,1995,64.37
che,1996,65.78
che,1997,65.07
che,1998,63.96
che,1999,69.42
che,2000,66.12
che,2001,66.91
che,2002,68.1
che,2003,68.26
che,2004,65.95
che,2005,64.7
che,2006,67.03
che,2007,64.47
che,2008,66.13
che,2009,68.51
che,2010,67.36
che,2011,67.89
che,2012,66.23
che,2013,67.07
che,2014,67.45
che,2015,68.31
che,2016,68.96
che,2017,67.76
che,2018,67.63
che,2019,66.31
che,2020,64.57
chl,1960,27.6
chl,1970,23.61
chl,1980,25.31
chl,1981,23.64
chl,1982,25.73
chl,1983,25.29
chl,1984,26.82
chl,1985,26.26
chl,1986,25.75
chl,1988,25.72
chl,1989,24.9
chl,1990,25.11
chl,1991,24.1
chl,1992,26.58
chl,1993,28.3
chl,1994,29.13
chl,1995,27.46
chl,1996,31.87
chl,1997,32.71
chl,1998,31.03
chl,1999,29.9
chl,2000,29.22
chl,2001,27.39
chl,2002,26.56
chl,2003,27.67
chl,2004,28.75
chl,2005,29.38
chl,2006,29.03
chl,2007,29.87
chl,2008,31.85
chl,2009,31.8
chl,2010,30.54
chl,2011,32.12
chl,2012,31.77
chl,2013,31.25
chl,2014,30.72
chl,2015,30.08
chl,2016,29.36
chl,2017,29.9
chl,2018,30.29
chl,2019,29.19
chl,2020,22.09
chn,1982,84.18
chn,1990,79.22
chn,2000,67.79
chn,2010,55.11
civ,1988,37.13
civ,1998,40.79
civ,2012,50.98
civ,2013,51.13
civ,2016,32.06
civ,2017,27.11
cmr,1976,39.53
cmr,1980,49.56
cmr,1982,38.51
cmr,1985,39.22
cmr,1996,43.8
cmr,2001,47.2
cmr,2007,65.44
cmr,2010,53.27
cmr,2014,44.7
cod,2005,50.39
cod,2012,39.29
cog,1974,38.96
cog,1984,24.62
cog,2005,43.6
cog,2009,53.69
col,1964,23.81
col,1973,28.29
col,1985,25.32
col,1993,27.38
col,2001,47.21
col,2002,48.3
col,2003,48.87
col,2004,45.83
col,2005,43.73
col,2007,38.35
col,2008,38.32
col,2009,42.05
col,2010,43.74
col,2011,44.43
col,2012,45.96
col,2013,45.57
col,2014,45.55
col,2015,45.71
col,2016,45.6
col,2017,45.65
col,2018,44.84
col,2019,43.39
col,2020,38.17
com,1980,23.8
com,2004,15.52
com,2014,12.27
cpv,1980,21.3
cpv,1990,47.76
cpv,2015,41.44
cpv,2017,31.66
cpv,2018,28.42
cpv,2019,25.55
cri,1963,21.75
cri,1973,23.23
cri,1984,21.98
cri,1990,34.81
cri,1991,35.66
cri,1992,33.74
cri,1993,34.53
cri,1994,34.79
cri,1995,35.4
cri,1996,31.3
cri,1997,33.66
cri,1998,38.17
cri,1999,37.24
cri,2000,35.2
cri,2001,37.19
cri,2002,35.67
cri,2003,36.18
cri,2004,33.02
cri,2005,36.78
cri,2006,37.06
cri,2007,39.19
cri,2008,38.58
cri,2009,36.74
cri,2010,34.21
cri,2011,33.5
cri,2012,38.52
cri,2013,39.38
cri,2014,37.59
cri,2015,36.96
cri,2016,31.98
cri,2017,32.45
cri,2018,34.96
cri,2019,37.8
cri,2020,36.99
cub,1970,20.71
cub,1981,25.38
cub,2008,31.81
cym,1960,38.44
cym,1989,71.54
cym,1991,73.71
cym,2006,51.77
cym,2007,58.92
cym,2008,58.11
cym,2011,53.92
cym,2012,64.02
cym,2013,55.14
cym,2014,49.98
cym,2015,58.98
cyp,1960,42.25
cyp,1976,35.47
cyp,1988,43.71
cyp,1989,49.04
cyp,1990,50
cyp,1991,53.32
cyp,1992,45.06
cyp,1995,49.12
cyp,2000,39.59
cyp,2001,42
cyp,2002,38.7
cyp,2003,40.04
cyp,2004,38.29
cyp,2005,38.97
cyp,2006,38.35
cyp,2007,39.71
cyp,2008,40.54
cyp,2009,38.77
cyp,2010,40.21
cyp,2011,36.58
cyp,2012,35.53
cyp,2013,36.31
cyp,2014,39.54
cyp,2015,38.89
cyp,2016,38.46
cyp,2017,39.83
cyp,2018,41.8
cyp,2019,39.85
cyp,2020,36.59
cze,1991,57.51
cze,1993,42.42
cze,1994,43.75
cze,1995,42
cze,1996,40.73
cze,1997,38.65
cze,1998,40.25
cze,1999,40.88
cze,2000,40.18
cze,2001,37.55
cze,2002,34.29
cze,2003,32.85
cze,2004,31.26
cze,2005,28.89
cze,2006,29.16
cze,2007,26.87
cze,2008,26.12
cze,2009,26.1
cze,2010,25.26
cze,2011,24.12
cze,2012,25.93
cze,2013,26.06
cze,2014,26.06
cze,2015,27.36
cze,2016,26.21
cze,2017,26.58
cze,2018,26.23
cze,2019,25.85
cze,2020,21.41
deu,1983,47.06
deu,1984,54.34
deu,1985,55.91
deu,1986,56.82
deu,1987,56.88
deu,1988,57.99
deu,1989,57.7
deu,1990,58.81
deu,1991,58.56
deu,1992,56.41
deu,1993,53.99
deu,1994,52.86
deu,1995,50.3
deu,1996,47.11
deu,1997,46.1
deu,1998,46.42
deu,1999,47.58
deu,2000,47.1
deu,2001,47.29
deu,2002,47.24
deu,2003,46.72
deu,2004,44.37
deu,2005,46.71
deu,2006,47.63
deu,2007,48.96
deu,2008,49.47
deu,2009,49.18
deu,2010,48.78
deu,2011,49.95
deu,2012,48.02
deu,2013,48.67
deu,2014,47.68
deu,2015,47.06
deu,2016,47.36
deu,2017,48.31
deu,2018,47.83
deu,2019,48.42
deu,2020,50.12
dji,2017,11.72
dma,1981,42.22
dma,1989,42.27
dma,1997,52.09
dma,1999,47.53
dma,2001,35.43
dnk,1960,63.26
dnk,1965,61.32
dnk,1970,58.1
dnk,1974,58.31
dnk,1976,57.42
dnk,1977,58.05
dnk,1978,57.93
dnk,1979,56.83
dnk,1981,66.02
dnk,1983,62.21
dnk,1984,71.32
dnk,1985,72.19
dnk,1986,71.65
dnk,1987,74.74
dnk,1988,73.28
dnk,1989,71.32
dnk,1990,70.37
dnk,1991,70.89
dnk,1992,71.02
dnk,1993,70.01
dnk,1994,65.85
dnk,1995,69.44
dnk,1996,70.77
dnk,1997,70.41
dnk,1998,71.58
dnk,1999,70.11
dnk,2000,68.76
dnk,2001,65.02
dnk,2002,67.04
dnk,2003,63.61
dnk,2004,63.91
dnk,2005,66.22
dnk,2006,69.31
dnk,2007,69.14
dnk,2008,68.21
dnk,2009,67.19
dnk,2010,63.93
dnk,2011,63.32
dnk,2012,60.95
dnk,2013,59
dnk,2014,58.81
dnk,2015,58.87
dnk,2016,61.22
dnk,2017,61.23
dnk,2018,60.81
dnk,2019,61.78
dnk,2020,60.37
dom,1960,10.5
dom,1970,25.18
dom,1979,21.53
dom,1981,26.08
dom,1991,45.8
dom,1992,54.8
dom,1993,24.84
dom,1994,43.5
dom,1996,40.45
dom,1997,39.34
dom,1998,36.35
dom,2000,31.09
dom,2001,29.6
dom,2002,31.2
dom,2003,28.45
dom,2004,29.25
dom,2005,28.55
dom,2006,28.22
dom,2007,28.96
dom,2008,29.75
dom,2009,25.48
dom,2010,27.71
dom,2011,29.07
dom,2012,30.73
dom,2013,29.44
dom,2014,29.15
dom,2015,31.78
dom,2016,32.43
dom,2017,32.25
dom,2018,32.98
dom,2019,33.91
dom,2020,28.08
dza,1966,3.67
dza,1975,3.05
dza,1977,4.53
dza,1985,8.03
dza,1987,8.15
dza,1996,15.29
dza,2009,8.36
dza,2010,8.93
dza,2014,8.19
dza,2015,8.8
dza,2016,8
dza,2017,5.15
ecu,1962,20.63
ecu,1974,18.85
ecu,1980,32.21
ecu,1981,32.15
ecu,1982,18.45
ecu,1988,31.18
ecu,1989,31.07
ecu,1990,23.92
ecu,1996,38.5
ecu,1997,37.97
ecu,1998,42.27
ecu,2000,39.1
ecu,2001,48.06
ecu,2002,40.14
ecu,2003,40.4
ecu,2004,42.84
ecu,2005,39.75
ecu,2006,40.76
ecu,2007,39.28
ecu,2008,38.88
ecu,2009,36.72
ecu,2010,33.38
ecu,2011,30.09
ecu,2012,31.27
ecu,2013,30.22
ecu,2014,28.12
ecu,2015,32.32
ecu,2016,35.14
ecu,2017,35.27
ecu,2018,33.61
ecu,2019,33.94
ecu,2020,29.97
egy,1960,8.02
egy,1973,6.26
egy,1975,7.14
egy,1976,8.49
egy,1977,7.65
egy,1978,9.32
egy,1979,7.75
egy,1980,8.25
egy,1983,16.82
egy,1984,18.21
egy,1986,11.87
egy,1989,26.55
egy,1990,25.02
egy,1991,20.85
egy,1992,20.29
egy,1993,20.23
egy,1994,20.85
egy,1995,19.89
egy,1998,17.16
egy,1999,20.32
egy,2001,16.37
egy,2002,19.57
egy,2005,20.98
egy,2006,19.48
egy,2007,18.33
egy,2008,18.39
egy,2009,19.21
egy,2010,18.62
egy,2011,16.72
egy,2012,16.53
egy,2013,17.88
egy,2014,18.08
egy,2015,20.65
egy,2016,20.3
egy,2017,18.71
egy,2018,11.38
egy,2019,8.98
egy,2020,7.33
esp,1960,27.63
esp,1970,38.09
esp,1977,50.82
esp,1978,50.24
esp,1979,49.42
esp,1980,47.91
esp,1981,47.18
esp,1982,46.61
esp,1983,46.11
esp,1984,45.6
esp,1985,44
esp,1986,38.78
esp,1987,44.36
esp,1988,45.16
esp,1989,43.33
esp,1990,42.55
esp,1991,40.08
esp,1992,39.43
esp,1993,38.16
esp,1994,39.21
esp,1995,38.58
esp,1996,37.16
esp,1997,37.06
esp,1998,37.07
esp,1999,37.65
esp,2000,39.44
esp,2001,37.19
esp,2002,38.48
esp,2003,39.18
esp,2004,39.79
esp,2005,43.05
esp,2006,43.96
esp,2007,43.39
esp,2008,43.74
esp,2009,41.73
esp,2010,40.24
esp,2011,39.21
esp,2012,37.65
esp,2013,35.89
esp,2014,34
esp,2015,33.19
esp,2016,31.28
esp,2017,31.49
esp,2018,30.77
esp,2019,30.73
esp,2020,27.49
est,1989,51.13
est,1990,44.17
est,1991,42.92
est,1992,40.05
est,1993,41.63
est,1994,44.18
est,1995,39.65
est,1996,38.81
est,1997,37.23
est,1998,35.09
est,1999,31.05
est,2000,31.48
est,2001,33.29
est,2002,26.12
est,2003,30.06
est,2004,32.47
est,2005,31.08
est,2006,30.38
est,2007,32.1
est,2008,37.07
est,2009,34.09
est,2010,34.26
est,2011,36.49
est,2012,37.22
est,2013,38.19
est,2014,36.97
est,2015,37.69
est,2016,40.38
est,2017,42.41
est,2018,45.03
est,2019,43.01
est,2020,41.16
eth,1994,66.03
eth,1999,53.17
eth,2005,70.93
eth,2013,70.85
fin,1960,50.37
fin,1970,48.49
fin,1976,40.61
fin,1979,48.26
fin,1980,21.3
fin,1981,49.32
fin,1982,53.69
fin,1984,53.85
fin,1990,56.92
fin,1991,53.02
fin,1992,47.92
fin,1993,44.52
fin,1994,41.1
fin,1995,48.09
fin,1996,45.62
fin,1997,44.74
fin,1998,47.43
fin,1999,60.95
fin,2000,61.84
fin,2001,61.38
fin,2002,61.09
fin,2003,60.88
fin,2004,59.28
fin,2005,50.43
fin,2006,51.03
fin,2007,53.58
fin,2008,53.51
fin,2009,51.17
fin,2010,49.33
fin,2011,50.51
fin,2012,52.03
fin,2013,52.9
fin,2014,52.61
fin,2015,53.3
fin,2016,53.14
fin,2017,54.16
fin,2018,54.7
fin,2019,53.48
fin,2020,51.36
fji,1966,8.6
fji,1976,19.17
fji,1982,23.11
fji,1986,25.28
fji,1996,30.91
fji,2005,23.12
fji,2011,26.34
fji,2014,28.38
fji,2016,26.96
fra,1962,47.19
fra,1968,45.94
fra,1975,43.64
fra,1979,42.55
fra,1980,41.62
fra,1981,41.14
fra,1982,41.02
fra,1983,49.04
fra,1984,48.46
fra,1985,47.84
fra,1986,47.88
fra,1987,46.4
fra,1988,43.67
fra,1989,42.73
fra,1990,41.57
fra,1991,37.82
fra,1992,37.16
fra,1993,36.2
fra,1994,34.47
fra,1995,33.79
fra,1996,32.66
fra,1997,31.51
fra,1998,31.69
fra,1999,32.21
fra,2000,32.39
fra,2001,32.25
fra,2002,32.7
fra,2003,33.6
fra,2004,33.27
fra,2005,34.2
fra,2006,34.13
fra,2007,34.9
fra,2008,34.74
fra,2009,36.15
fra,2010,35.16
fra,2011,34.52
fra,2012,33.98
fra,2013,33.93
fra,2014,33.15
fra,2015,33.92
fra,2016,34.19
fra,2017,33.49
fra,2018,33.92
fra,2019,33.94
fra,2020,33.05
fro,1960,69.06
fro,1966,20.92
fro,1970,53.14
fro,1977,48.06
fsm,2014,35.71
gab,1993,31.94
gab,2010,15.93
gbm,1971,58.37
gbm,1976,51.82
gbm,1981,59.98
gbm,1991,59.19
gbm,1996,53.77
gbm,2001,55.97
gbm,2006,49.96
gbm,2011,53.02
gbm,2016,53.14
gbr,1961,67.14
gbr,1966,64.04
gbr,1971,58.06
gbr,1981,56.39
gbr,1983,58.55
gbr,1984,60.13
gbr,1985,63.72
gbr,1986,64.14
gbr,1987,65.53
gbr,1988,65.41
gbr,1989,67.7
gbr,1990,66.69
gbr,1991,65.42
gbr,1992,62.95
gbr,1993,61.41
gbr,1994,60.03
gbr,1995,59.22
gbr,1996,60.22
gbr,1997,60.14
gbr,1998,59.74
gbr,1999,59.16
gbr,2000,59.79
gbr,2001,58.13
gbr,2002,59.19
gbr,2003,58.26
gbr,2004,59.11
gbr,2005,59.22
gbr,2006,59.71
gbr,2007,58.61
gbr,2008,58.17
gbr,2009,57.12
gbr,2010,55.93
gbr,2011,55.66
gbr,2012,56.3
gbr,2013,56.38
gbr,2014,56.08
gbr,2015,57.03
gbr,2016,57.45
gbr,2017,56.78
gbr,2018,55.6
gbr,2019,55.67
geo,1999,31.89
geo,2000,29.18
geo,2001,27.88
geo,2002,26.5
geo,2003,30.84
geo,2004,24.98
geo,2005,25.64
geo,2006,23
geo,2007,22.7
geo,2008,24.95
geo,2009,29.15
geo,2010,28.81
geo,2011,29.88
geo,2012,29.83
geo,2013,27.56
geo,2014,28.26
geo,2015,31.43
geo,2016,27.26
geo,2017,38.13
geo,2018,32.4
geo,2019,29.35
geo,2020,26.6
gha,1960,52.96
gha,1970,50.27
gha,1989,46
gha,1991,60.85
gha,1992,53.1
gha,1998,65.81
gha,1999,65.8
gha,2000,54.56
gha,2006,29.27
gha,2010,45.59
gha,2013,52.2
gha,2015,40.9
gha,2017,32.57
gib,1970,57.49
gib,1981,60.28
gin,1983,42.88
gin,2002,51.89
gin,2019,26.78
gmb,1983,64.98
gmb,1993,36.55
gmb,2012,37.24
gmb,2018,13.96
gnb,1979,3.06
gnb,2018,30.99
gnq,1983,43.82
grc,1961,49.72
grc,1971,31.99
grc,1981,29.53
grc,1982,28.43
grc,1983,36.21
grc,1984,34.64
grc,1985,34.02
grc,1986,33.33
grc,1987,32.79
grc,1988,34.52
grc,1989,35.2
grc,1990,35.25
grc,1991,34.02
grc,1992,33.18
grc,1993,33.01
grc,1994,32.59
grc,1995,32.51
grc,1996,34.13
grc,1997,32.58
grc,1998,36.56
grc,1999,37.56
grc,2000,35.64
grc,2001,33.88
grc,2002,33.12
grc,2003,31.44
grc,2004,34.23
grc,2005,30.44
grc,2006,28.6
grc,2007,27.52
grc,2008,26.1
grc,2009,27.42
grc,2010,27.06
grc,2011,26.58
grc,2012,27.04
grc,2013,25.25
grc,2014,26.09
grc,2015,24.3
grc,2016,22.87
grc,2017,23.94
grc,2018,21.47
grc,2019,21.01
grc,2020,19.31
grd,1988,59.89
grd,1998,52.6
grl,1960,19.76
grl,1970,61.63
grl,1976,38.36
gtm,1964,14.85
gtm,1973,16.08
gtm,1978,14.31
gtm,1979,16.26
gtm,1980,16.28
gtm,1981,15.07
gtm,1985,14.86
gtm,1987,26.47
gtm,1989,27.52
gtm,1994,18.32
gtm,1999,27.48
gtm,2003,45.17
gtm,2004,34.61
gtm,2006,41.42
gtm,2010,33.38
gtm,2011,35.47
gtm,2012,39.75
gtm,2013,32.49
gtm,2014,32.92
gtm,2015,31.47
gtm,2016,33.81
gtm,2017,31.18
gtm,2018,33.26
gtm,2019,32.33
gum,1960,23.33
gum,1970,51.14
gum,1980,45.57
gum,1983,36.72
gum,1986,42.95
gum,1988,39.51
gum,1990,55.47
gum,2002,38.5
gum,2004,41.4
gum,2005,50.4
gum,2006,49
gum,2007,44.4
gum,2009,39.3
gum,2011,44.7
guy,1980,28
guy,1987,31.72
guy,1993,34.39
guy,2002,31.6
guy,2018,40.08
guy,2019,36.62
hkg,1961,49.68
hkg,1966,54.55
hkg,1971,62.17
hkg,1975,63
hkg,1976,63.87
hkg,1979,59
hkg,1980,60.63
hkg,1981,61.95
hkg,1982,61.22
hkg,1983,62.92
hkg,1984,64.03
hkg,1985,60.57
hkg,1986,61.45
hkg,1987,59.77
hkg,1988,58.33
hkg,1989,56.88
hkg,1990,55.72
hkg,1991,55.2
hkg,1992,53.87
hkg,1993,52.14
hkg,1994,51.61
hkg,1995,49.35
hkg,1996,49.61
hkg,1997,48.72
hkg,1998,49.12
hkg,2000,44.73
hkg,2001,45.45
hkg,2002,45.38
hkg,2003,44.4
hkg,2004,44.66
hkg,2005,44.79
hkg,2006,44.08
hkg,2007,44.47
hkg,2008,42.53
hkg,2009,40.28
hkg,2010,36.73
hkg,2011,37.05
hkg,2012,37.58
hkg,2013,39.96
hkg,2014,39.26
hkg,2015,41.43
hkg,2016,41.94
hkg,2017,41.53
hkg,2018,41.07
hkg,2019,40.83
hkg,2020,37.14
hnd,1974,16.87
hnd,1993,34
hnd,1994,29.1
hnd,1999,38.69
hnd,2001,35.33
hnd,2002,30
hnd,2003,31.5
hnd,2005,33.06
hnd,2006,29.51
hnd,2007,28.93
hnd,2008,29.44
hnd,2009,29.51
hnd,2010,30.85
hnd,2011,30.23
hnd,2012,27.97
hnd,2013,33.59
hnd,2014,34.86
hnd,2015,37.76
hnd,2016,37.02
hnd,2017,37.84
hnd,2018,40.42
hnd,2019,34.92
hnd,2020,43.45
hrv,1991,40.98
hrv,2002,35.59
hrv,2003,33.62
hrv,2004,34.66
hrv,2005,32.9
hrv,2006,31.62
hrv,2007,31.47
hrv,2008,29.87
hrv,2009,29.95
hrv,2010,30.75
hrv,2011,26.91
hrv,2012,25.33
hrv,2013,24.82
hrv,2014,28.54
hrv,2015,27.97
hrv,2016,32.31
hrv,2017,30.18
hrv,2018,28.82
hrv,2019,27.28
hrv,2020,25.33
hti,1971,68.64
hti,1980,51.06
hti,1982,44.03
hti,1985,46.1
hti,1990,40.81
hti,1995,35.51
hti,2000,30.51
hti,2005,32.87
hun,1960,51.51
hun,1970,56.94
hun,1980,51.27
hun,1990,44.58
hun,1992,39.69
hun,1993,37.01
hun,1994,35.28
hun,1995,31.95
hun,1996,28.95
hun,1997,28.75
hun,1998,34.17
hun,1999,34.86
hun,2000,32.54
hun,2001,29.15
hun,2002,28.47
hun,2003,26.61
hun,2004,23.63
hun,2005,23.77
hun,2006,23.17
hun,2007,21.82
hun,2008,21.44
hun,2009,21.47
hun,2010,21.97
hun,2011,21.46
hun,2012,23.38
hun,2013,23.62
hun,2014,25.87
hun,2015,27.49
hun,2016,28.25
hun,2017,28.2
hun,2018,27.21
hun,2019,26.86
hun,2020,26.88
idn,1961,28.91
idn,1971,31.93
idn,1980,32.64
idn,1990,41.26
idn,1991,42.03
idn,1992,42.28
idn,1993,41.01
idn,1994,43.9
idn,1996,43.18
idn,1997,41.54
idn,1998,41.08
idn,1999,41.84
idn,2000,43.09
idn,2001,40.96
idn,2002,40.46
idn,2003,39.56
idn,2004,40.38
idn,2005,38.25
idn,2006,39.22
idn,2007,40.18
idn,2008,38.88
idn,2009,38.45
idn,2010,37.86
idn,2011,37.27
idn,2012,38.24
idn,2013,37.22
idn,2014,36.23
idn,2015,36.9
idn,2016,36.84
idn,2017,37.54
idn,2018,38.16
idn,2019,40.02
idn,2020,38.9
ind,1971,16.67
ind,1981,33.81
ind,1991,29.82
ind,1994,25.8
ind,2000,24.11
ind,2001,29.95
ind,2005,23.77
ind,2010,17.57
ind,2012,14.71
ind,2018,10.06
ind,2019,10.11
ind,2020,13.01
irl,1961,63.07
irl,1966,62.28
irl,1971,55.59
irl,1975,50.88
irl,1977,52.75
irl,1981,53.32
irl,1983,55.19
irl,1984,54.57
irl,1985,53
irl,1986,52.01
irl,1987,50.37
irl,1988,47.69
irl,1989,46.95
irl,1990,45.67
irl,1991,44.6
irl,1992,42.32
irl,1993,43.83
irl,1994,43.35
irl,1995,41.45
irl,1996,40.12
irl,1997,41.87
irl,1998,44.59
irl,1999,46.77
irl,2000,46.74
irl,2001,44.81
irl,2002,44.56
irl,2003,45.54
irl,2004,44.73
irl,2005,49.87
irl,2006,50.57
irl,2007,64.18
irl,2008,61.85
irl,2009,57.39
irl,2010,51.69
irl,2011,49.13
irl,2012,48.59
irl,2013,48.1
irl,2014,45.82
irl,2015,44.6
irl,2016,48.29
irl,2017,45.49
irl,2018,45.02
irl,2019,45.9
irl,2020,43.09
irn,1966,14.9
irn,1972,9.61
irn,1976,16.71
irn,1986,10.58
irn,1991,12.44
irn,1996,10.61
irn,2005,16.6
irn,2006,15.44
irn,2007,14.15
irn,2008,12.1
irn,2009,12.47
irn,2010,12.23
irn,2011,10.44
irn,2012,11.42
irn,2013,9.64
irn,2014,8.6
irn,2015,9.6
irn,2016,10.98
irn,2017,12.25
irn,2018,11.97
irn,2019,11.09
irn,2020,7.98
irq,1977,13.14
irq,1987,8.2
irq,1997,4.77
irq,2007,6.89
irq,2012,5.73
irq,2014,6.57
irq,2016,8.71
irq,2017,4.91
isl,1960,50.61
isl,1975,60.03
isl,1976,59.99
isl,1977,59.98
isl,1979,69.44
isl,1981,69.23
isl,1982,69.07
isl,1983,68.88
isl,1991,58.81
isl,1992,60.22
isl,1993,59.73
isl,1994,59.06
isl,1995,68.49
isl,1996,63.47
isl,1997,67.45
isl,1998,74.23
isl,1999,74.85
isl,2000,80.46
isl,2001,79.5
isl,2002,70.37
isl,2003,76.27
isl,2004,75.65
isl,2005,78.06
isl,2006,80.31
isl,2007,79.51
isl,2008,79.45
isl,2009,75.48
isl,2010,76.09
isl,2011,74.57
isl,2012,78.04
isl,2013,81.46
isl,2014,78.75
isl,2015,81.99
isl,2016,83.47
isl,2017,82.39
isl,2018,80.98
isl,2019,80.61
isl,2020,75.43
isr,1972,35.92
isr,1974,31.21
isr,1976,29.54
isr,1978,31.04
isr,1979,30.01
isr,1980,29.24
isr,1981,28.37
isr,1982,27.64
isr,1983,31.4
isr,1986,29.29
isr,1987,28.89
isr,1988,29.54
isr,1989,30.57
isr,1990,45.54
isr,1991,46.1
isr,1992,48.26
isr,1993,51.06
isr,1994,54.46
isr,1995,55.01
isr,1996,54.41
isr,1997,53.09
isr,1998,51.01
isr,1999,52.42
isr,2000,54.49
isr,2001,54.08
isr,2002,50.26
isr,2003,51.78
isr,2004,52.51
isr,2005,53.57
isr,2006,53.94
isr,2007,52.63
isr,2008,50.73
isr,2009,51.01
isr,2010,50.8
isr,2011,48.23
isr,2012,48.58
isr,2013,48.17
isr,2014,48.54
isr,2015,47.97
isr,2016,47.96
isr,2017,48.01
isr,2018,47.37
isr,2019,46.81
isr,2020,43.22
ita,1961,39.93
ita,1971,40.84
ita,1977,40.17
ita,1978,39.15
ita,1979,39.9
ita,1980,41.2
ita,1981,49.5
ita,1982,41.46
ita,1983,43.17
ita,1984,42.84
ita,1985,42.19
ita,1986,43.83
ita,1987,43.14
ita,1988,44.55
ita,1989,44.96
ita,1990,43.03
ita,1991,41.61
ita,1992,37.69
ita,1993,36.19
ita,1994,34.07
ita,1995,33.63
ita,1996,34.03
ita,1997,33.88
ita,1998,33.1
ita,1999,33.8
ita,2000,33.96
ita,2001,32.46
ita,2002,30.9
ita,2003,30.13
ita,2004,31.95
ita,2005,28.73
ita,2006,26.86
ita,2007,25.43
ita,2008,25.53
ita,2009,23.67
ita,2010,23.12
ita,2011,22.79
ita,2012,24
ita,2013,23.4
ita,2014,23.08
ita,2015,21.68
ita,2016,22.75
ita,2017,22.12
ita,2018,21.91
ita,2019,22.03
ita,2020,18.78
jam,1960,58.92
jam,1970,41.97
jam,1974,49.48
jam,1975,51.89
jam,1976,50.39
jam,1978,51.9
jam,1980,17.65
jam,1981,54.97
jam,1982,58.12
jam,1985,19.41
jam,1988,28.03
jam,1990,48.6
jam,1991,33.38
jam,1994,45.27
jam,1995,49.7
jam,1996,48
jam,1997,45.8
