geo,time,sl_tlf_acti_1524_fe_ne_zs
jam,1998,42.47
jam,1999,39.7
jam,2001,35.1
jam,2002,39
jam,2003,33.61
jam,2004,33.32
jam,2008,32.71
jam,2009,28.91
jam,2010,26.18
jam,2011,28.52
jam,2012,26.75
jam,2013,27.02
jam,2014,27.06
jam,2015,29.25
jam,2016,32.68
jam,2017,32.57
jam,2018,30.48
jam,2019,31.65
jam,2020,30.13
jam,2021,30.27
jor,1961,5.73
jor,1975,11.03
jor,1979,8.36
jor,2017,12.46
jor,2018,9.39
jor,2019,9.47
jor,2020,9.44
jpn,1968,53.4
jpn,1969,52.8
jpn,1970,53.4
jpn,1971,52.9
jpn,1972,50.7
jpn,1973,50.1
jpn,1974,46.9
jpn,1975,45.6
jpn,1976,44
jpn,1977,44.4
jpn,1978,44.5
jpn,1979,44.3
jpn,1980,43.9
jpn,1981,43.8
jpn,1982,43.5
jpn,1983,44.4
jpn,1984,44.2
jpn,1985,43.2
jpn,1986,43.7
jpn,1987,43
jpn,1988,43.1
jpn,1989,44
jpn,1990,44.8
jpn,1991,45.8
jpn,1992,46.5
jpn,1993,46.7
jpn,1994,47.2
jpn,1995,47.3
jpn,1996,47.6
jpn,1997,47.6
jpn,1998,47.8
jpn,1999,46.8
jpn,2000,46.81
jpn,2001,46.36
jpn,2002,45.13
jpn,2003,44.36
jpn,2004,44.35
jpn,2005,44.97
jpn,2006,45.38
jpn,2007,44.68
jpn,2008,44.79
jpn,2009,44.86
jpn,2010,43.89
jpn,2011,43.65
jpn,2012,42
jpn,2013,43.46
jpn,2014,43.6
jpn,2015,43.1
jpn,2016,44.94
jpn,2017,45.21
jpn,2018,48.3
jpn,2019,50.1
jpn,2020,49.1
jpn,2021,49.7
kaz,2002,47.82
kaz,2003,47.23
kaz,2004,45.97
kaz,2008,43.77
ken,1986,40
ken,1989,56.66
ken,1999,51.05
ken,2005,35.18
ken,2006,35.09
ken,2016,43.44
ken,2019,35.11
kgz,1989,48.32
kgz,2002,40.76
kgz,2004,36.31
kgz,2006,35.96
kgz,2009,37.67
kgz,2010,35.78
kgz,2011,36.23
kgz,2012,33.27
kgz,2013,35.42
kgz,2014,34.06
kgz,2015,33.15
kgz,2016,30.3
kgz,2017,26.85
kgz,2018,24.45
kgz,2019,23.91
kgz,2020,23.57
khm,1962,65.44
khm,1998,64.93
khm,1999,74.62
khm,2000,72.22
khm,2001,80.2
khm,2004,76.39
khm,2007,75.18
khm,2008,70.99
khm,2009,74.83
khm,2010,78.2
khm,2011,78.5
khm,2012,61.59
khm,2013,68.56
khm,2014,69.47
khm,2015,69.49
khm,2016,69.52
khm,2017,68.76
khm,2019,55.61
kir,1978,60.62
kir,2005,16.63
kir,2010,49.21
kir,2015,17.42
kir,2019,16.56
kna,1980,58.81
kna,1991,53.29
kor,1960,27.93
kor,1966,33.33
kor,1970,41.92
kor,1975,51.24
kor,1980,43.89
kor,1981,41.32
kor,1982,41.91
kor,1983,41.26
kor,1984,37.9
kor,1985,37.98
kor,1986,38.89
kor,1987,39.74
kor,1988,39.04
kor,1989,39.64
kor,1990,40.74
kor,1991,42.46
kor,1992,42.31
kor,1993,42.12
kor,1994,41.82
kor,1995,41.86
kor,1996,40.59
kor,1997,39.75
kor,1998,36.12
kor,1999,35.85
kor,2000,35.29
kor,2001,37.01
kor,2002,37.58
kor,2003,37.64
kor,2004,38.12
kor,2005,36.76
kor,2006,33.77
kor,2007,30.48
kor,2008,28.78
kor,2009,27.26
kor,2010,27.86
kor,2011,27.83
kor,2012,28.71
kor,2013,28.6
kor,2014,30.12
kor,2015,31.89
kor,2016,32.02
kor,2017,31.58
kor,2018,31.61
kor,2019,30.71
kor,2020,29.33
kos,2012,12.83
kos,2013,14.45
kos,2014,14.8
kos,2015,11.41
kos,2016,12.72
kos,2017,14.26
kos,2018,14.03
kos,2019,17.83
kos,2020,14.91
kwt,1965,7.73
kwt,1970,7.66
kwt,1975,9.51
kwt,1980,12.89
kwt,1983,15.6
kwt,1985,21.57
kwt,1988,23.06
kwt,1995,20.54
kwt,2003,26.01
kwt,2005,22.81
kwt,2015,15.54
kwt,2016,16.56
lao,1995,81.19
lao,2003,95
lao,2010,66.98
lao,2017,27.34
lbn,1975,19.93
lbn,2004,18.17
lbn,2007,18.07
lbn,2019,28.75
lbr,1962,38.25
lbr,1974,18.13
lbr,1984,31.16
lbr,2010,31.18
lbr,2014,52.01
lbr,2016,54.8
lbr,2017,10.78
lby,1964,4.43
lby,1973,5.31
lby,2012,10.74
lca,2003,55.28
lca,2004,52.2
lca,2005,52.6
lca,2006,53.4
lca,2007,47.7
lca,2017,59.18
lca,2018,60.72
lca,2019,54.11
lie,1960,75.84
lie,1970,75.77
lie,1980,72.68
lie,2000,53.43
lie,2001,51.5
lie,2002,50.29
lie,2003,52.02
lie,2004,50.88
lie,2005,50.41
lie,2006,49.18
lie,2007,49.13
lie,2008,48.56
lie,2009,48.29
lie,2010,45.86
lie,2011,49.31
lie,2012,47.92
lie,2013,46.94
lie,2014,47.11
lie,2015,46.73
lka,1963,25.2
lka,1971,34.62
lka,1985,35.8
lka,1986,34.25
lka,1990,45.09
lka,1992,36.72
lka,1993,39.79
lka,1994,40.07
lka,1995,34.9
lka,1996,33.58
lka,1997,32.82
lka,1998,40.38
lka,1999,34.96
lka,2000,30.34
lka,2003,34.11
lka,2004,33.18
lka,2005,29.62
lka,2007,30.27
lka,2010,24.77
lka,2011,23.23
lka,2012,22.6
lka,2013,23.72
lka,2014,22.79
lka,2015,24.8
lka,2016,23.06
lka,2017,23.89
lka,2018,20.55
lka,2019,21.51
lso,1997,44.3
lso,1999,58.51
lso,2006,20.7
lso,2008,29.53
lso,2013,37.79
lso,2019,23.96
ltu,1989,46.71
ltu,1997,35.63
ltu,1998,34.79
ltu,1999,37.59
ltu,2000,32.71
ltu,2001,27.92
ltu,2002,27.45
ltu,2003,28.81
ltu,2004,19.37
ltu,2005,20.59
ltu,2006,23.34
ltu,2007,22.35
ltu,2008,25.29
ltu,2009,25.85
ltu,2010,25.43
ltu,2011,24.08
ltu,2012,26.06
ltu,2013,27.02
ltu,2014,29.59
ltu,2015,30.78
ltu,2016,31.85
ltu,2017,32.17
ltu,2018,34.08
ltu,2019,35.65
ltu,2020,34.19
lux,1960,52.44
lux,1966,53.22
lux,1970,54.27
lux,1981,57.67
lux,1983,57.71
lux,1984,55.38
lux,1985,58.07
lux,1986,56.37
lux,1987,54.13
lux,1988,51.37
lux,1989,50.51
lux,1990,43.77
lux,1991,49.98
lux,1992,50.35
lux,1993,45.51
lux,1994,45.04
lux,1995,39.96
lux,1996,38.5
lux,1997,35.31
lux,1998,33.36
lux,1999,31.87
lux,2000,30.56
lux,2001,32.06
lux,2002,31.18
lux,2003,29.68
lux,2004,26.4
lux,2005,25.47
lux,2006,25.01
lux,2007,22.31
lux,2008,27.12
lux,2009,29.47
lux,2010,22.65
lux,2011,23.36
lux,2012,24.66
lux,2013,21.79
lux,2014,22.96
lux,2015,34.13
lux,2016,31.04
lux,2017,28.28
lux,2018,32.27
lux,2019,31.34
lux,2020,30.95
lva,1989,55.23
lva,1996,40.71
lva,1997,39.48
lva,1998,39.82
lva,1999,34.8
lva,2000,31.84
lva,2001,31.12
lva,2002,33.88
lva,2003,32.35
lva,2004,30.64
lva,2005,31.97
lva,2006,34
lva,2007,35.79
lva,2008,36.51
lva,2009,35.87
lva,2010,37.18
lva,2011,33.65
lva,2012,36.07
lva,2013,35.99
lva,2014,35.3
lva,2015,37.13
lva,2016,35.94
lva,2017,36.55
lva,2018,34.74
lva,2019,32.83
lva,2020,31.53
mac,1960,18.29
mac,1992,46.73
mac,1993,52.38
mac,1994,54.74
mac,1995,50.63
mac,1996,57.98
mac,1997,47.99
mac,1998,44.44
mac,2000,47.78
mac,2001,47.46
mac,2002,41.12
mac,2003,33.08
mac,2004,33.5
mac,2005,37.72
mac,2006,39.18
mac,2007,45.03
mac,2008,47.22
mac,2009,54.84
mac,2010,52.6
